-0.0331292+0.0236101j 0.0205525+0.0374895j 0.029882-0.0449969j -0.0430516-0.0274432j 0.00347532+0.0284924j -0.0386523+0.00745202j -0.0159313-0.00700419j -0.00649111+0.0175488j -0.0246525+0.000550376j -0.0013454+0.0163184j 0.00719345+0.0285102j -0.0161066+0.0110543j -0.028251-0.00935818j -0.0149156+0.0138425j -0.00986756+0.0032446j -0.0122083+0.0094556j -0.000623858-0.00148376j -0.000613384+0.011074j -0.0108758-0.00895017j 0.0139885+0.0123701j -0.00515076-0.0160975j 0.00586099+0.0115485j -0.000844247-0.00552112j -0.0130454-0.011105j 0.0215885+0.00877763j 0.00194792-0.000439808j -0.00213221+0.000655428j -0.0186128-0.0167658j -0.0233787+0.0104612j -0.00582521-0.0238307j -0.000182516+0.0031902j -0.00487859-0.0163411j -0.00649147+0.0076125j 0.00750234+0.00103418j -0.000344929+0.00952686j 0.00328906-0.00431572j -0.00719309-0.0113016j 0.00469475+0.0305336j -0.0155576+0.00447097j 0.0169325+1.55762e-05j 0.00890087+0.006856j 0.0239402-0.00716958j -0.0175458+0.000500568j -0.021334-0.0274314j 0.0146106+0.0118442j -0.0149985-0.0047572j 0.0123914-0.00201731j -0.0144528+0.0165992j -0.01151+0.049785j -0.0444153-0.00974516j -0.0373432-0.0131899j 0.0206964-0.0395101j 
-0.00179837-0.00216241j -0.00263295-2.70221e-05j 0.00915858-1.57786e-05j -0.00954472-0.00358899j 0.00410542+0.00850256j 0.0076653+0.00608513j 0.00750343-0.00104342j -0.00375497+0.0145571j -0.0112701-0.00392306j 0.0167717+0.00242195j -0.00688603-0.00448666j -0.00985029+0.00303993j -0.00146641+0.00588432j 0.0127677-0.00186152j 0.000914522+0.00168072j -0.0100262-0.00282811j -0.00611466+0.00748299j 0.0017735+0.0127877j -0.00480468+0.00644714j -0.0107268-0.0107165j 0.00535762+0.00970699j 0.00110235-0.0042197j 0.00431049+0.00141553j -0.000416661-0.00787552j -0.00156084+0.00101314j 0.00503518-0.00578557j -0.00393904+0.00865755j 0.00333575+0.00360194j -0.00323256+0.00888867j -0.0077167+0.00219757j -0.0020495+0.00734521j 0.00338461-0.00381438j 0.00708535-0.0017779j -0.0175376+0.0114681j -0.000561624+0.0102739j 0.00847941-0.0174822j -0.00681531-0.0154455j 0.00270961-0.0047303j -0.000250537-0.0198473j -0.00498763+0.000740953j 0.0101807+0.0063742j -0.00156066-0.0102118j 0.00185395+0.00224212j 0.00337784-0.0116276j 0.00342421-0.000891157j -0.000866654-0.0120007j -0.00251438-0.00260964j -0.00377294+0.00347925j 0.00400978-0.00247305j 0.00698872+0.014723j 0.00551543-0.00327532j 0.00647151+0.00678855j 
0.00210585-0.0192494j -0.0170431+0.00174393j -0.0134236+0.010333j 0.0129604+0.0135401j 0.00867677+0.00144031j -0.0028267+0.00235423j 0.0099187+0.00532579j 0.0066794-0.012449j 0.00319673+0.00598742j 0.000296776-0.0115146j 0.00923605-0.000876617j 0.0151835-0.00357619j 0.00217213-0.00246689j 0.0007577+0.00749121j 0.00230095-0.00316316j 0.00541806-0.00371867j 0.00330405-0.00227249j 0.00376228-0.00733514j 0.00487793-0.00481173j 0.00340326-0.00430755j -0.00748148+0.0089699j -0.00421706-0.00343281j -0.00159635+0.00144356j 0.00288521+0.00429054j 0.00303594-0.00118359j -0.0138962+0.000132141j -0.00173097-0.00174516j -0.00271482-0.00413185j 0.00253143+0.000412902j 0.00416044+0.00674354j 0.000924513-0.00206847j 0.00929178+0.00143079j -0.00216294+0.0042753j -0.00219132-0.00364218j -0.00917447-0.0040123j 0.00485776+0.000678543j -0.00417493+0.00343641j -0.00917088-0.00023098j 0.00457771+0.0019278j 0.0103759-0.00480672j -0.0049805-0.0137258j 0.00114853-0.00786604j 0.00607768-0.000445834j 0.00113422+0.00237504j -0.00885832-0.00112199j 0.00166156+0.00386291j -0.000910176-0.015376j 0.00536502+0.00633754j 0.000453372+0.00797829j 0.00738819+0.00400445j 0.012755-0.00717969j 0.00636904+0.0171562j 
1.20764e-05-0.0111911j -0.0100844-0.0013186j -0.00508432+0.00574599j 0.00311254+0.00449631j 0.00796247+0.00171282j -0.000294024+0.00486189j 0.00381831-0.00275701j 0.00684846+0.00282051j -0.00628829+0.00326577j 0.00895325-0.00439152j 0.000199752+0.000225567j 0.00713253+0.00101996j 0.00701463-0.00407158j 0.00110907+0.00248981j 0.00136398-0.00100601j -0.00416908+3.56946e-05j -0.00672894-0.000460168j 0.0027689-0.00150001j -0.000312323+0.00153673j -0.00381618+0.00153208j 0.004137+0.00664207j -0.0030952-0.00108024j -0.00036656+0.00200087j -0.00116274+0.00689667j -0.000798903-0.00082704j -0.00104456-0.00360632j -0.00067912+0.00599791j 0.00143358-0.00123553j -0.000120506-0.00218445j 8.47854e-05+0.00783014j 0.00455523-0.002307j 0.00488245+0.000865902j 0.000241277+0.00279935j -0.00186646+0.00415394j -0.00195352-0.00178477j 0.00155931-0.0064751j -0.00287123-0.000724502j -0.00617323-0.00318287j 0.00205065-0.00219235j 0.00480154+0.000394671j 0.00383756-0.00548797j -0.00279432-0.00546226j 0.0073331+0.00279195j -0.000741596+0.00284646j -0.00155258-0.00263371j 0.00167002-0.00358581j -0.00162245-0.00487204j -0.000186463+0.00521844j 0.00784766-0.00423805j 0.00969246+0.0118354j 0.0141321-0.00673153j 0.00711275+0.0160249j 
-0.0042056-0.0026582j -0.00267435+0.00391643j -0.000752023-0.00095123j -0.00472031+0.000399934j 0.0021175+0.00436791j -0.00521601+0.0028156j 0.00402899-0.00251993j 0.00127312+0.00483797j -0.00499274+0.00324152j -0.000767368+0.00262201j 0.00246506+0.0011408j -0.00339095-0.00238501j -0.00204627-0.00786649j 0.00647793+0.00103427j -0.00415319+0.00901643j -0.00875743-0.000534012j -0.00648052+0.001932j -0.00156337+0.00541687j -0.00510531+0.00198129j -0.00605901+0.00981385j 0.00653528+0.00885503j -0.00726113+0.00160931j 0.0023067+0.00527159j 0.00287322+0.0046575j -0.00534902+0.00116365j 0.00237078+0.000228346j 0.00139671+0.012411j -0.00373773+0.00156535j -0.00410132-0.000115887j -0.00466572-0.00194836j 0.000322218-0.0018734j 0.00624654-0.00199645j 0.0061877+0.00267467j -0.00118784-0.000445762j -0.00181296-0.00111764j -0.00375902-0.00291444j -0.00197252-0.0108379j -0.00412406-0.00443341j 0.00607839-0.00140889j 0.000497128-0.000750753j 0.00190146-0.00451579j -0.000901609-0.00715573j 0.00230748-0.00131077j -0.00179652-0.0026131j -0.000259375+0.00465141j 0.00111394-0.00660961j 0.00546973-0.00849238j -0.00148188+0.000478099j -0.00121434+0.00196111j -0.00682733+0.0120117j 0.00347185-0.00281033j 0.000930709+0.00619822j 
-0.00136857+0.00740811j 0.0064599-0.00309993j 0.00772506-0.00251562j -0.00575268-0.00914745j -0.00497834+0.00368835j 0.000468209-0.00189753j -0.00705407-0.0028347j -0.00485317+0.0136269j 0.00136357-0.00951232j 0.00951659+0.00128463j -0.00283364-0.000205719j 0.00180897+0.00179977j 0.0074948+0.00222098j -0.00485533-0.00140945j 0.000176757+0.000678522j 2.21641e-05+0.00251734j -0.00351319+0.00107962j 0.0018057-0.00202586j -0.000163682-0.000955828j 0.00548213+0.00124152j 0.00328862-0.00144502j 0.00504601-0.000804612j 0.00545905-1.73573e-05j -0.00329343-0.00230175j 0.00236828+0.00126107j 0.0114212-0.00128287j -0.00446648-0.00436801j -0.000964349-0.00382069j 0.000175122-0.00677194j 0.00281907-0.00213465j 0.00593582+0.00123669j -0.00644507-0.00166256j -0.00262124+1.26614e-06j 0.000446137-0.00279716j 0.00218614+0.00114554j -0.00136975-0.00134448j 0.00153009+0.00688461j 0.00768506-0.000812827j -0.00240929+0.000756606j -0.00160714-0.00025018j 0.00264714+0.00379802j 0.00253364+0.00110882j 0.00460046+0.00303641j -0.000348289+0.00225138j 0.00535537-0.00531835j 0.00354895-0.00713602j -0.00372662+0.00704208j -0.00272248-0.0031138j 0.0058043-0.0047675j 0.00338467+0.0053235j -0.000650667+0.000450487j 0.00179231-0.00294367j 
0.000353451+0.00435838j 0.00349221-0.00113389j 0.00737182-0.00300762j -0.00332211-0.00793083j -0.00144325-0.00159146j -0.00247716+0.000213001j -0.00243556-0.00564941j -0.00196619+0.00374505j 0.00120001-0.00223168j 0.00303676-0.0010279j 0.00133527-8.52237e-05j -0.00148459+0.00154011j 1.31841e-05-0.00237707j 0.00146314-0.000394292j 0.00110236+0.00523297j -0.00110207+0.000829986j 0.000634706+0.00427394j 0.00290895-0.000462661j -0.0038154+0.00169407j 0.00332683+0.00164109j 0.00397994-0.00254248j 0.000728289-6.80812e-05j 0.00293588-0.000749399j -0.00242448+0.000869552j -0.00081755-0.00413249j 0.00300875-0.000413367j 0.00277248+0.000449134j -0.00136334-0.000563643j 0.00106186-0.00151179j -0.00208609-0.000808393j -0.000277787-0.00146514j -0.000886259+0.0017125j 0.00082024-0.00196919j 0.00127946-0.00611774j 0.00219834+0.00547847j -0.00284177-0.00190043j 0.00189473+0.00087621j 0.0032251-0.000238907j -0.000917784-0.000574947j -0.00237253-0.000151686j 4.36595e-06-0.000170878j -0.00118551+0.000948145j -0.000166385+0.00116266j 0.0042526-0.000158162j 0.0011404-0.00195471j -0.00121755-0.000856251j -0.000304726+2.04992e-05j 0.00116452-0.00337267j -0.00678286-0.00148747j -0.00442569-0.00332156j -0.00395207+0.0033683j -0.00354884-0.00470675j 
-0.00713544+0.00890563j 0.00698756+0.00907223j 0.00399759-0.0112031j -0.00983738-9.97814e-05j -5.53419e-05+0.00592993j -0.00527481+0.00122502j -0.00411317+0.00420234j 0.00298838-0.000773834j -0.00225085+0.00609615j -0.0102782+0.00945402j -0.00141518+0.0047079j -0.0097262-0.00431118j -0.00862829-0.00556367j 0.00337565-0.00732881j -0.00724718+0.00447568j -0.00258194+0.0010491j 0.00339345+0.000246632j -0.00526938+0.00528265j -0.00606565-0.0013705j -0.00372804+0.0115163j 0.00427379-0.00399444j -0.00275912+0.00251375j -0.00657915-0.00107394j 0.000987286-0.00294691j -0.000892016+0.00072938j 0.000215233+0.00192401j -0.000339089+0.00958589j 0.00147304+0.00492982j -0.00590446+0.00320643j -0.00391317-0.00908905j -0.000582366-0.00182034j -0.00147177-0.00473645j 0.00871857-0.00171996j 0.00426553+0.00392754j 0.00198462-0.00113397j -0.00553133+0.00556616j -0.00348508-0.0120163j 0.00229313-0.000131509j -0.00322271+0.00153445j -0.00579009-0.000293238j -0.00317502+0.00870549j 0.00221613+0.00347666j -0.0114323-0.000255573j -0.00482834-0.00578753j 0.0085948+0.00107214j -0.00323517-0.000563832j 0.0104334+0.0034838j -0.00771505+0.00133956j -0.00566958+0.00502021j -0.0131612-0.00571604j -0.00921006-0.000816101j 6.60101e-05-0.0112091j 
-0.00313492+0.00803653j 0.00768551+0.00239381j 0.00249067-0.00513679j -0.00345731-0.00222754j -0.00460181+0.00427752j -0.00355766-0.00597591j -0.0023223+5.92618e-05j -0.00214827+0.00649164j -0.00130142+8.56909e-05j -0.00647801+0.00402152j 0.00230343+0.00348856j -0.00176343-0.00529683j -0.0055903-0.00246874j -0.0010229-0.00038729j -0.00301238+0.00288267j -0.00301423+0.00098647j -0.00321418-0.00117721j 0.000360155+0.00276846j 0.00208818+0.000278691j 0.00385353+0.00972334j 0.00517069-0.000808483j 0.00220791+0.00204624j 0.000951526+0.0015209j -0.000498194+0.00472191j 0.00241858+0.00226686j 0.00651731-0.000763495j 0.000874017+0.00347012j -0.000453951-0.00146549j -0.00381344-0.00144797j -0.00152713-0.00190242j -0.00131038-0.00471942j -0.000621671-0.00226574j 0.000888483-0.00264113j 0.0013495-0.00245726j 0.00238005-0.00132277j -0.00584371-0.000440057j 0.000620281-0.00255548j -0.00170905+2.28076e-06j -0.0015231+0.00642001j -0.00147213-0.00057291j 0.00169826+0.00232913j -0.0007225+0.000368062j -0.00150713+0.00132913j -0.000417581-0.00201952j -0.000626916+0.00412984j 0.00168481-0.0019765j 0.00126376+0.0026959j -0.0046819-0.000438011j 0.00108921+0.0009007j -0.00314895+0.00232351j -0.00418184+0.000349997j -0.00058486-0.00497554j 
-0.00389213+0.0104046j 0.0081365+0.00375539j 0.00473827-0.00740507j -0.00753115-0.00253603j -0.00426668+0.00342067j -0.00225389-0.00416102j -0.00236118+0.00332125j 0.0029586+0.00263751j 0.000448804+0.000793204j -0.00436689+0.00701368j -0.00182027+0.00134862j -0.00911965-0.000925779j -0.00363587-0.00113755j -0.00112691-0.0064403j -0.0023404+0.00363684j -0.00287084-0.000825403j 0.00376505+0.00123352j -0.00410962-0.000201561j -0.00322132-0.00232729j 0.000575599+0.00540731j 0.000800885-0.00642244j -0.000942183+0.000824909j -0.000135185-0.00121223j -0.00202046-0.00517606j 0.000256075+0.000287735j 0.00238033+0.00299016j 0.00111651+0.00212504j 0.00117882+0.00257486j -0.000962727+6.05766e-05j -0.00115207-0.00390033j 0.00234402+0.00256038j -0.00304045-0.0020817j 0.00360806+0.00019059j 0.0023056-0.000216553j 0.00174479+5.95531e-06j -0.00342703+0.00510087j 0.00112634+1.91129e-05j 0.00287624+3.13793e-05j -0.00283353-0.000446964j -0.00289542-0.0013938j -0.00351185+0.00751007j 0.00206766+0.00413635j -0.00794479-0.000813638j -0.00297383-0.0022452j 0.00337856-3.63926e-05j -0.000726124+0.000223142j 0.00474324+0.00704425j -0.0042268-0.000951528j -0.00378927+0.00130954j -0.00677233-0.00462599j -0.00989904+0.00175582j -0.00158921-0.0123287j 
0.00116384-0.000680322j 0.00026554+0.000463014j -0.000181283+0.00104481j 0.00332919-0.000558621j 0.00107819-0.00361503j -0.00104371+0.0012414j -0.00172684-0.00245298j -0.00140097-0.00576534j 2.01934e-05+0.00178311j -0.00531204-0.00023851j 0.000872248+2.27484e-05j 0.000816892+0.00227741j -0.000995206+0.00215214j -0.00144114+0.00275334j 0.000428008-0.00471574j 0.00271791+0.00330515j 0.00197844-0.00385013j 0.000106633-0.00176715j 0.0020484-0.0018202j -0.00300219-0.00235053j -0.0009093-0.00178668j 0.00203883+0.00148878j -0.00232803-0.00201354j -2.81631e-05+0.00161182j 0.0023459-0.000854695j -0.00235946+0.00135615j -0.00152239-0.00174648j 0.00141643+0.00229281j 0.000707891-0.000137395j 0.000896107-0.000692917j -0.0022734+0.000619811j -0.000578131-0.00016751j -0.000985101+0.00103487j 0.00193358+0.000318928j -0.000224174+0.000849448j 0.00043121+0.000484321j 0.00084497-0.00139405j 0.00151319+0.00254631j -0.000849864-9.31313e-05j 0.000630002+0.000250764j -0.00252489+0.00236561j -0.00174931+0.00422832j -0.000594966-0.000966372j 0.00108201+0.00193787j 8.78972e-05-0.000231531j 0.000700617+0.00461879j -0.00387864-0.00141154j 0.00143803-0.00164894j -0.00115646+0.000675543j -0.000574463-0.00150989j -0.00172623+0.00203267j -0.00197709-0.000522842j 
0.000966255-0.00140395j -0.000833522-0.0027356j -0.000673397-0.000676862j -0.000935422-0.000630385j -0.00590108-2.19772e-06j 0.0012984+0.000704554j 0.00191161-0.00162945j -0.00495935-0.000453035j 0.00169791-0.0004863j -0.00103815-0.00321386j -0.00058733-0.000531861j -0.000683903-0.000803108j -0.000543378+0.00120841j 0.000507623-0.00118735j 0.00388245+0.00775123j 0.00216814-0.00679053j 0.00489062+0.00124404j 0.0033777-0.00107556j 0.000111034+0.00274154j -0.000519572-0.00945359j 0.00178946-0.00475655j -0.00328989-0.000294885j -0.00371867-0.00332291j 0.000790099-0.000742952j -0.00533813-0.00227093j -0.00289198+0.000522508j 0.00211549-0.00339521j -0.0039623-0.00269915j 0.000881447+0.00200778j 0.00476681-0.00245107j -0.000883746-0.00341277j -0.00490743+1.21249e-07j -0.000938532-0.00207702j 0.000216315+0.000825073j 0.00479003+0.00154828j 0.000426092+0.00200946j 0.00125933+0.0013849j 0.00394004+0.00302085j -0.00102103+0.0018407j -0.00333306+0.000158573j 0.00143753-0.00233368j 0.0029567-0.00126523j -0.00449422+0.0024709j -0.00114206-0.000483783j 0.000354769+0.00339683j -0.00244008+0.000925265j -0.00247426+0.00486958j 0.00184722+0.00322531j 0.000325008+0.000465073j -5.90731e-05-0.00616021j -4.39299e-05+0.00260201j -0.00115747-0.00139729j 
0.00247921+0.00765506j 0.00510256-0.00143899j 0.00553575-0.00190576j -0.00158738-0.00187611j -0.00240154-0.000862319j -0.00102083-0.00601962j -0.00383805+0.000212787j 0.00421888+0.00175366j 0.00234664-0.00389955j -0.00421925+0.00389679j 1.51963e-05-0.00124249j -0.005108-0.000351266j -0.000900872-0.00374815j 0.0015691-0.0063138j -0.00400213+0.00359487j -0.00702081+0.00601115j 0.000566456+0.00392471j -0.00660145-0.000251336j -0.0102-0.00127103j -0.00444336+0.0120331j 0.00667787-0.00059448j -0.00251938+6.90911e-05j 0.00705394+0.00378308j -0.0014186-0.00122135j -7.58799e-05-0.00135612j 0.00378065+0.00594672j 0.00108205+0.00813244j 0.00325504+0.00119862j 0.00216787-0.00319829j -0.000995151-0.00347229j 0.00175986+0.00194967j 0.00246174-0.00125129j 0.00387897+0.000248581j 0.00138762-0.00464341j -0.00171049+0.00457399j -0.0029765+0.00513217j 0.00115499-0.00431415j 0.00459965-0.00565081j -0.00485295-0.00448807j -0.00365475-0.00218184j -0.00427576+8.43414e-07j 0.000801623+0.00639351j -0.00145435-0.00404357j 0.00351112+0.0019669j 0.0026593-0.00458539j -0.00152356-0.00277508j 0.00700807-0.00475246j -0.00037016-0.00371154j -0.00834009-0.00290503j -0.00394932+0.00284184j -0.00906384+0.0059921j -0.00758318-0.00911275j 
0.000894081+0.00158129j 0.00267457-0.00186769j -0.000908779+0.00468009j -0.00136588-0.000188422j -0.00108291+0.00418272j 0.00227717+0.00259114j -0.00384384-0.00220764j -0.00955299+0.00581303j -0.00258475-0.00155312j 0.00248813+0.000738891j 0.00124313+0.000801409j 0.00509405+0.00470717j 0.00416353+0.00774768j -0.00240269+0.0106979j 0.000946037-0.00644147j 0.0120476+0.00400258j -0.00413006-0.00486408j 0.00551533+0.00660383j 0.0163495-0.000387793j -0.00485944-0.0092373j 0.00257512+0.00275855j 0.0111841+0.00684443j -0.00658252-0.00367337j 0.00338282-0.0036247j 0.00800466+0.00762118j 0.0028851-0.00797853j -0.00392496-0.00947226j -0.00137111+0.00249625j -7.67964e-05-4.59261e-05j -0.000296203+0.00245836j -0.0042715+0.00507662j -0.00906311-0.000417613j -0.00879618+0.000736732j 0.00291184+0.00787189j 0.003335-0.00150177j 0.000506101-0.00519971j -0.00536975+0.00242154j 0.00197772+0.00306548j 0.00503367+0.00413489j 0.00445134+0.00503965j 0.00698262-0.00706539j -0.00289076+0.000216799j 0.00860547-0.00579082j -0.00474512+0.00422108j -0.00232821+0.00389474j 0.0017764+0.00516633j -0.00872981+0.00560572j 0.00366833-0.00260849j 0.00226885-0.00357027j 0.00660859-0.00221307j -0.000562871-0.0024481j 0.00447725+0.00173069j 
0.00116476-0.000192622j 0.000919822-0.00344043j 0.000207035+0.000157663j 0.00113896-0.00280048j -0.00812616-0.00191246j -0.00078085+0.00296847j 0.00065776+0.000333365j -0.00455675-0.00226584j -0.000571578-0.00504152j -0.00111827-0.00621649j -0.0019752+0.00143666j 0.000329346-0.00456637j -0.00252247-0.00728969j -0.00200172-0.00429908j 0.00320825+0.011771j -0.00302763-0.0121479j 0.0091549+0.00498209j 0.00978831-0.00697857j -0.0135243+0.00597913j 0.000973218-0.00884139j 0.00361556-0.00282278j -0.00947146-0.00193956j -0.00195928-0.00360296j -0.0023314+0.000454734j -0.00810719-0.00770705j -0.000655075+0.00222466j 0.00239583-0.00168189j 0.000195421-0.00504623j 0.00303596+0.00393911j 0.00485949-0.00154572j -0.00275282-0.0117145j -0.00674375+0.0036321j -0.00068677-0.0110033j 0.000646689-0.00871069j 0.00514884+0.00864828j -0.0010576+0.00278745j 0.00404658+0.00127238j 0.00252823+0.00420134j -0.0086893+0.00191903j -0.00723034-0.00180296j -0.000394146-0.00455845j 0.00811265+0.000572412j -0.00692059+0.0113953j 0.00657864-0.0052099j 0.00393705+0.00181186j -0.00508082-0.000380102j 0.000685013+0.00434023j -0.00149168+0.00754282j 0.00212411+0.00338793j -0.0024759-0.00667309j 0.000832431+0.00336463j -0.00159406-0.00192976j 
-0.000297154-5.96642e-05j 0.000487963-0.00208044j -0.00083152+0.000664334j 0.00142934-0.000850668j -0.00574261-0.00274217j 0.00319797-0.00260753j 0.00233129+0.00229059j -0.00210265+0.000377488j 0.00221985-0.00747509j -0.00169024-0.00120082j -0.0045882-0.00106236j -0.00499278-0.00842483j -0.00050687+0.00081825j -0.00114228-0.00879477j 0.00107054+0.00655272j 0.000516111-0.00959464j 0.00667701+0.00483339j 0.00315356-0.00282422j -0.00469405+0.00203245j 0.00362193-0.00599975j -0.000622002-0.00429446j -0.00105967-0.00447994j -0.000522021-0.00444461j -0.000470049-0.00248605j -0.00337084-0.00483664j -0.00093513+0.000402171j 0.00411448-0.00640833j 0.00147018-0.00152112j 0.00331294+0.00350262j 0.00435552+0.00140504j -0.00020127+0.000408583j -0.0011193+0.00405748j -0.000112959-0.00672351j 0.00013378+0.000698599j 0.00484846+0.00325041j -0.00157399+0.00165599j -0.00126353+0.00584407j 0.00213534+0.00545523j -0.00193386+0.00101706j -0.00496931-0.00459115j -0.0023149-0.00356437j 0.00245503-0.00320589j -0.00643239+0.00532312j -0.00322242-0.00348477j 0.00108622+0.00707826j -0.00158106+7.797e-05j 0.00214397+0.0069451j -0.000269962+0.00297543j 0.00123722+0.0027783j -0.00422935-0.00174466j 0.00042423+0.00345953j -0.00255592-0.00157987j 
-0.00356389+0.00219873j 0.00218184+0.00259326j -0.00154214-0.00248176j -0.00398758+0.00037533j -0.00108716+0.00180011j -0.000135287+0.00448296j 0.00164507-0.0011431j -0.00551645+0.00141664j -0.0063417-0.00157596j -0.00362968+0.00142169j 0.00419915+0.000353938j -0.00516366-0.00421466j -0.000943982-0.00846314j -0.00608147+0.00384242j 0.000119487+0.0136959j 0.00654884-0.00784154j 0.00357995-0.00512246j 0.00838397-0.00267128j -0.000947767+0.00119101j -0.00332192-0.00939643j 0.0105547-0.00200107j -0.00735722-0.000342262j -0.00837982-0.00894519j 0.00441308-0.00242557j 0.000817723+0.00202408j 0.00173442-0.00375521j -0.0037856+0.00676523j -0.00309139-0.00139027j -0.00932219+0.000749393j 0.000718805-0.0104328j 0.00561072-0.00883042j -0.0143144-0.00494633j 0.000408389-0.00604939j 0.00700384+0.00504j 0.000458286-0.00275755j 0.0038531+0.00625141j -0.00479999+0.000430231j -0.00254542+0.00176792j -0.00526983+0.00335562j -0.00684946+0.0055224j 0.00279898+0.000368521j 0.00514385-0.00146794j -0.00327782-0.00120288j 0.000367455+0.00236129j -0.00221463+0.0026374j -0.00312145+0.000817642j -0.00200086+0.00454062j -0.00212639+0.00110558j 0.000499074+0.00418971j -0.00387725+0.000203488j -0.0020581+0.000262741j 0.00139781-0.00184973j 
0.00240518-0.000166256j -0.00105142-0.0025174j 0.00544682-0.000429925j 0.00193518-0.00321384j -0.000704339+0.00127887j 0.000267243-0.00894601j -0.00017243+0.002379j 0.00566102+0.000711641j 0.0166005+0.000226491j 0.00801355+0.00307499j -0.00503207-0.000212981j 0.00179544-0.00241771j 0.000519569+0.0164978j 0.00773519-0.0121146j -0.000951156-0.00959248j -0.0084943-0.000473422j -0.00058979+0.00836928j -0.00777605+0.000615341j -0.00533971-0.0018581j 0.00999964+0.00569142j -0.0111294-0.00644802j 0.00785508+0.000601406j 0.000700664+0.0146506j -0.012345-0.00120562j -0.00130436-0.00755731j -0.00407318+0.0076211j 0.0049496-0.0124074j -0.00192293-0.00291405j 0.0135213-0.00169134j 0.00388547+0.0110158j -0.00749241+0.00906824j 0.0130152+0.00142104j -0.000452377+0.00574206j -0.0125877-0.00505886j 0.00860714+0.00655484j -0.00952418-0.00815122j 0.00733712+0.00102561j 0.00372115-0.00229747j 0.00353322-0.000133952j 0.00635531-0.00850867j -0.00303005-0.00267247j -0.00403341+0.00710866j -0.00492154+0.00449968j -0.000137505-0.00496406j 0.00566786+0.00348791j -0.000551398+1.15599e-05j 0.00560929+0.00284332j -0.00121938+0.000880332j -0.00129747+0.00219282j -5.41453e-05-0.00316151j 0.00134949+0.00213248j -0.00192447-0.00175409j 
-0.00205554+0.0022323j 0.00199389+0.00451483j -0.00301261-0.00513167j -0.000991949+0.00405545j 0.00676517+0.00100261j -0.00415326+0.000687548j 0.000879773-0.000286037j 0.00438664-0.00299178j -0.00398579+0.0057546j -0.00832366+0.00641236j 0.00616095-0.00132313j -0.00342402+0.00015708j -0.000464502-0.00299817j -0.000920927+0.00622646j -0.00291448-0.00110891j -0.0048204+0.00572836j -0.000496386-0.00747799j -0.00342067+0.00131142j 0.00198634-0.0082294j -0.00369374+0.00867113j 0.000678368+0.00301626j -0.000233047-0.000251326j 0.000290885-0.000607375j 0.00432962+0.00283536j 0.0061533+0.00807656j 0.000373318+0.000583417j -0.00288825+0.010924j 0.00481089+0.00111781j -0.00972453-0.00357793j -0.00024899-0.00633781j 0.00280745+0.000614492j 0.00143436-0.00164347j 0.00605891+0.00133516j 0.00336756+0.00178371j -0.00678418-0.00609185j 0.0037421+0.00415208j -0.00405383-0.00583461j -0.00126713-0.00163438j -0.00095712+0.000843503j -0.000181645-8.32884e-05j -0.00126421+0.00704819j 0.0029856+0.00360679j -0.00119191-0.00181673j -0.000298235+0.000487547j -0.000120787-0.00644082j 0.00390288-0.00352324j -0.000794402-0.002878j -0.00580497-0.000495199j 9.57207e-05+0.000194352j 0.00141167+0.0017918j -0.00293084-0.00177655j 0.00181536-0.00178002j 
0.00289207-0.000122156j -0.000103735-0.000866547j 1.99236e-05+0.00709138j 0.00466414+0.00374794j -0.00562125+0.00357192j 0.00899842-0.0141428j 0.00828155+0.0103393j -0.00696246+0.00763327j 0.00279563-0.0134331j 0.0115406-0.009128j 0.00339907-0.000420407j -0.00255982-0.0080912j 0.00305758-0.000357999j 0.00410658-0.00536245j 0.00136438+0.012463j 0.00539228-0.0104914j 0.00328909+0.00887118j 0.00942392+0.00206918j 0.00202951+0.00910977j -0.00242924-0.00796437j 0.00855587+0.0154736j -0.00147095+0.000346547j 0.00453359+0.00313258j -0.00433699-0.0117324j 0.00737865+0.00373873j -0.00199187+0.00150784j -0.00568246-0.00638102j -0.0049223+0.000235815j 0.010633+0.000443162j -0.00243438+0.00230672j 0.00316686+0.0108855j -0.000935498+0.000746006j -0.0129149-0.00183917j 0.00129109-0.000207187j 0.000295128+0.0106924j 0.00424241-0.00579618j -0.00482265+0.00458242j -0.000217754-0.00698772j 0.00438483+0.00603517j -0.00119053+0.00702764j 0.00198441-0.0200199j 0.00405628-0.0113876j 0.000297642-0.00183555j -0.00175549+0.000357225j -0.00947279+0.00860456j -0.00240964+0.00153381j 0.00625532-0.00591029j 0.00121606+0.00243126j -0.00124186+0.00189006j -0.000673293+0.00377348j -0.00128189-0.000402371j -0.000205484+0.00037054j 
