0.00831227+0.0113558j 0.0114411-0.00923778j 0.00938057-0.0127765j 0.0208791+0.00824541j -0.0150703-0.0165087j 0.00843284+0.00960855j 0.0333841-0.00748248j 0.012017+0.0222463j 0.00223383+0.0260776j 0.00525546+0.0172809j 0.000248796-0.013596j -0.00805047+0.0356503j -0.025594+0.0010905j -0.0107413+0.00148014j 0.0118718-0.0190698j -0.0153873+0.0191767j -0.0106263+0.000969401j 0.0109847+0.0080685j 0.0124908+0.00765236j -0.00678758-0.0116677j 0.0294054+0.00739135j -0.0107542-0.0299457j 0.0104302-0.010702j -0.0130479-0.0186405j -0.00500661+0.00581941j -0.00507617+0.00478689j 0.00483523+0.0274847j -0.0106549-0.0146426j -0.00238348+0.0175197j -0.0195333-0.00846949j -0.00044874+0.000732659j -0.00338558+0.00599613j 0.00217266-0.00739283j 0.012476+0.00488176j 0.0196103-0.013711j -0.0175907+0.011483j -0.00230981-0.014001j 0.00177847+0.00869854j -0.00615267-0.00211452j 0.00567753-0.00442796j -0.0106541-0.00770847j -0.000906516-0.0113859j 0.00810846+0.00985036j -0.00368049-0.00334445j -0.0161344-0.0144766j -0.0178805-0.0177207j 0.00800535-0.000642895j -0.0146155+0.0329467j 0.00162131-0.00191321j -0.0161581-0.0130998j 0.00754864-0.00238843j -0.00686556-0.0578968j 0.00716591-0.0159408j -0.0206825-0.0210415j 0.00984269-0.0177477j 0.0164044+0.0100423j 
-0.00681448-0.0259975j -0.0222525+0.00585211j -0.0362352+0.0183381j -0.0322684-0.0164626j 0.0263279-0.00199465j 0.00556379-0.0121214j -0.0513698+0.00510563j 0.00466566-0.0241746j -0.0467743-0.0142056j -0.0416499-0.0166831j 0.0123843+0.00781385j 0.00216387-0.0460063j 0.0184971+0.0257639j -0.0428568+0.0414463j 0.0248659-0.00490689j 0.0168882+0.00631507j 0.0216386+0.030641j -0.0163307-0.0343719j 0.0268294+0.0314874j 0.0265984-0.0181108j -0.00319904+0.0390321j -0.00189947+0.0817586j -0.0327861-0.0397867j -0.0197893+0.0077612j -0.023357-0.0290284j 0.0441703+0.028905j -0.0328128-0.0076158j -0.0624226-0.0247015j 0.0220898-0.0187914j -0.00375879+0.0153054j -0.030558+0.0150941j 0.0179126+0.0174114j -0.00949946-0.0033461j -0.0258766+0.0254311j -0.0334706-0.0120115j -0.00775907+0.0409816j 0.00433378-0.00610845j 0.0120753+0.00412197j 0.00374796+0.05673j -0.0305109+0.0107225j 0.0292837+0.0195985j -0.00384016-0.000928209j 0.0101696+0.0133307j 0.00649234-0.0078709j 0.0334001+0.0242658j 0.0570788+0.00689526j -0.0320908+0.0113129j -0.0130097-0.0544861j -0.0179285+0.0252907j 0.0423382+0.00751542j -0.0253612+0.00612098j 0.0391256+0.0227804j -0.0102582-0.00586399j 0.0308198+0.0167015j -0.0340215+0.00509014j -0.0205308-0.0523108j 
0.014567+0.00270884j 0.00106706-0.0122682j -0.00969269-0.0119265j 0.0356035-0.00112793j -0.0205856-0.0420585j 0.0150218-0.00709836j 0.0164001-0.00930805j 0.0243888+0.00769706j -0.0142485+0.05279j 0.00202694+0.00291803j 0.000858894-0.0405571j -0.00740584+0.0207076j -0.0123313-0.0101911j -0.00765061-0.0146432j -0.00116556-0.027376j -0.00926038+0.0276418j 0.00205708+0.0286429j 0.0269296+0.00646253j 0.0225126+0.00944376j 0.00664551-0.0318922j 0.0276459+0.00821725j 0.00233635-0.0344363j -0.0113402-0.0340137j -0.0224595-0.0472803j -0.00209804-0.00518357j -0.0116698-0.0066062j -0.00080923+0.00833945j -0.0400389-0.0361235j 0.0189332+0.000681378j -0.0290618+0.00432197j -0.0287084-0.00667415j 0.00934324+0.0161757j 0.00245918-0.00263615j 0.0236259+0.000638103j 0.0236908-0.0260431j -0.041042+0.0112996j -0.00525216-0.0366474j -0.000413691+0.00630811j -0.0251218+0.0014001j -0.00248195+0.00542281j -0.0220862+0.00607518j 0.00347995-0.0183301j 0.0140054+0.031817j 0.0234252-0.0116169j -0.0282064-0.00903413j 0.00174456-0.00972342j -0.0115287+0.0174696j -0.0382925+0.0104202j 0.00635981+0.010281j 0.0224378-0.00262241j 0.0210782-0.0232388j -0.0094138-0.0277076j 0.00237493-0.0214243j -0.0146305-0.0182992j -0.0106643-0.0343076j 0.0192755+0.000399133j 
0.0109515-0.000268022j -0.00204708-0.013639j 0.00502212-0.0138369j 0.0287288+0.00748932j -0.0227019-0.0168418j 0.015882-0.00740806j 0.0300984-0.0204546j 0.0208769+0.0291156j -0.0137009+0.0476498j -0.0199946+0.0253864j 0.0217029-0.034834j -0.00857741+0.0605241j -0.0267783+0.0211463j -0.019356+0.0260353j 0.0191687-0.0409182j -0.0108736+0.0262279j -0.00494794+0.00906536j 0.00943807-0.00574853j 0.0256789+0.027041j -0.000600983+0.00114504j 0.0318032+0.00688387j -0.0308858-0.0418997j 0.0172464-0.00719919j -0.0214978-0.00355774j -0.012841-0.00131289j 0.0166723+0.0182125j -0.00313088+0.0387918j -0.0411995-0.0284557j 0.00356711+0.0270513j -0.0549555-0.00394122j -0.0122476-0.0110866j -0.00960337+0.00240709j -0.0119401-0.0260962j -0.00228348-0.00526055j 0.0242758-0.0161669j -0.0288048+0.0110046j 0.017737+0.00856356j 0.0155062+0.0166981j -0.00680101+0.0341644j -0.00977886-0.015102j -0.0134397-0.00220594j 0.0263538-0.021662j 0.012045-0.00396063j -0.0103951+0.00716822j -0.011159-0.0120281j -0.0124288+0.00787654j -0.0100705+0.019975j -0.0455865+0.0308022j 0.01381+0.00312607j 0.000973953-0.014399j 0.0178836-0.00791949j -0.00114499-0.0451772j -0.00416106-0.0148492j -0.0178001-0.0421848j -0.0106383-0.0370378j 0.028115+0.0105082j 
0.000731156+0.0135382j 0.0105557-0.000314027j 0.0122254-0.00626566j 0.00916853+0.00528545j -0.0099174+0.00781864j -0.00241924-0.000246119j 0.0165388-0.000113364j -0.0114212+0.00913918j 0.0218386-0.0171642j 0.0272666-0.00855131j -0.0257095+0.0113796j -0.00295694-0.0144701j 0.00382474-0.0168956j -4.11664e-05-0.0137935j -0.0103063+0.0230598j -0.00158098-0.00342125j 0.00143421-0.00523644j -0.00940012-0.00310121j 0.00473993-0.0075683j 0.00507044+0.00350577j 0.00085807+0.00580533j 0.00608293+0.00404398j 0.0017422+0.00367542j -0.00104417-0.0134988j 0.0116355+0.00948747j -0.00662064-0.00470236j 0.0102906+0.00496077j 0.0231715-0.0103142j -0.00119489-0.00145142j 0.0165552-0.0154779j 0.00210903-0.0128257j 0.00834204+0.0061231j 0.0077121-0.0108557j 0.00611973+0.0190501j 0.041852+0.00423842j 0.010186-0.0133498j -0.00842814+0.0037419j 0.000728926-0.0111641j 0.0213127+0.00619745j 0.0108604+0.00468054j -0.00706673-0.0388009j 0.0100293-0.00780154j 0.00485455+0.0101059j 0.00149444+0.0137229j -0.0198759-0.00698538j -0.0336338-0.0084102j 0.0193101-0.0132519j 0.014287+0.00988036j -0.00575386-0.0140735j -0.015611+0.00701637j 0.0084065+0.00469082j -0.00684476+0.00602318j 0.00141254-0.00830844j -0.00750313-0.0133532j 0.00823046-0.000110425j 0.00322378+0.020209j 
0.00072395-0.00318422j -0.000416447-0.000779752j -0.0054199+0.0238859j -0.0207513-0.00120885j 0.0264288-0.0146324j 0.0100395+0.031851j -0.00973264-0.00166904j 0.000627927-0.0227383j 0.0178455-0.0184987j -0.0279383-0.00629613j 0.0167251-0.00739911j 0.0261221-0.00373077j -0.0244631+0.0435651j 0.0091803-0.00175925j 0.0132937+0.00128032j 0.0299802-0.0215555j -0.0149138+0.00583147j -0.0147018+0.00268973j 0.00940491+0.0246489j -0.00224239-0.0268398j 0.0154777-0.00743685j -0.0237938+0.0218354j 0.0199707-0.00274691j 0.00848745-0.00470966j -0.0117758-0.0113636j -0.0232586+0.0108087j -0.0102872+0.0030307j -0.0135045+0.00544866j 0.0357668+0.0184775j -0.00491437-0.00625038j 0.0305872-0.00233513j 0.00798451+0.0127133j -0.013371-0.00241228j -0.0133666+0.0207445j -0.0101683-0.0164281j 0.00664441+0.0043856j -0.0153947-0.00159078j -0.0221641-0.00783321j 0.0344685-0.017611j -0.00904475+0.00274389j 0.00741444-0.00669282j -0.0174034+0.0004692j 0.00947782-0.00259205j 0.00395136-0.039032j 0.0140721-0.0052685j -0.0101016-0.0128472j -0.00224712-0.0155247j -0.0196112-0.012712j -0.0156764+0.00273223j -0.00178467-0.00725314j -0.00934761+0.0341893j 0.0492903-0.00905951j -0.0340754+0.0063694j 0.0219303+0.0171868j -0.0147317-0.00263052j 0.000277133-0.0130986j 
0.00322328-0.0110382j -0.00972259-0.000811542j -0.00742785+0.00624575j -0.00988477+0.00403975j 0.0200413-0.00791447j -0.00305581-0.0205395j -0.0326779+0.00266835j -0.00666824-0.0017315j -0.0130769+0.00054617j -0.0333472-0.015848j 0.0194641-0.00442531j 0.000210838-0.015415j 0.013077-0.00495695j 0.00864164+0.0167775j 0.00689041+0.00154147j 0.00552946+0.000427828j 0.0141035+0.000828481j 0.00389341-0.0121177j -0.0132893+0.00428489j 0.0209168+0.0266677j -0.0307429-0.034159j -0.012765-0.00692801j 0.00748425+0.00785659j 0.00966768+0.0210164j 0.0101385-0.005917j 0.00276123-0.00691644j -0.00713484-0.000660597j 0.00567253+0.000188483j 0.00334784+0.00268608j -0.00567657+0.0200972j 0.00314357+0.0085854j 0.0203681-0.00675613j -0.00583567+0.00900722j 0.0042121-0.0258628j -0.015127-0.00679003j -0.000422174-0.00859965j 0.00133044-0.013015j 0.00157858+0.030157j -0.0109075-0.00606932j -0.00229069+0.0330697j -0.0112925+0.00763311j -0.00479133-0.00944846j 0.0364687+0.00326673j 0.00570656+0.00900834j -0.00438445+0.00735565j 0.000339583+0.0145691j -0.00435977+0.000471498j -0.0252614+0.00179825j -0.00482268+0.000767293j 0.0253234-0.000172189j -0.0107882-0.000222691j -0.00338216+0.0131643j 0.00517666+0.00986859j 0.0282326+0.024088j -0.00748501+0.002269j -0.0117715-0.017152j 
-0.0233971+0.00276665j 0.00188531+0.0261621j 0.0118957-0.0104361j 0.00132685+0.00784298j -0.0130104+0.0283703j -0.0173063-0.0263188j -0.0241875+0.0052969j -6.05108e-05-0.0069677j -0.022663-0.0494839j -0.00976687-0.0212539j -0.0100823-0.00171309j 0.00235528-0.0143997j 0.0155724-0.0170375j -0.0156207-0.00258001j -0.0202245+0.0228953j -0.00409923-0.00501724j -0.00372255-0.0138089j 0.0145755-0.00709608j 0.00384931+0.00745558j 0.0134868-0.00923695j -0.00403214-0.00719183j 0.0355587+0.0285353j -0.0246086-0.00755267j 0.0223634-0.0164572j -0.0150993-0.000261616j 0.00531985-0.0130109j 0.0123734-0.0407771j -0.0118442+0.0213979j 0.00438588-0.020062j 0.0117382+0.0331341j -0.0200672+0.00027092j 0.00403518-0.0170618j 0.00386647-0.0085764j -0.0268577-0.0150066j 0.00955745+0.0205648j 0.0399732-0.0136308j 0.00304931+0.00680455j 0.0183097-0.0220317j -0.0046885+0.0262711j -0.00288625-0.0015371j 0.0265971+0.0124348j 0.0206715-0.00898119j 0.0223616-0.0116404j -0.0199787+0.046161j 0.0289138+0.0240313j -0.0018224-0.00596825j -0.0139479-0.0172122j -0.0224579-0.0446633j -0.00271593-0.0298605j -0.0189732+2.95448e-05j -0.0161018-0.0141319j -0.00991916+0.0286506j 0.0179909-0.000563099j 0.00673737-0.0131749j -0.00102106+0.0171866j -0.0157894-0.00407085j 
0.00216556+0.0045014j 0.00418748-0.00265983j 0.00610615+0.00501536j -0.00308767+0.00765522j -0.00766925-0.0112128j -0.00833679-0.00331713j -0.0127742+0.0188091j -0.00214297-0.00519722j 0.0224769+0.00104098j -0.00250835-0.00798692j 0.0058353+0.00660398j -0.0060369-0.0176424j 0.00930181-0.00674585j 0.0236374+0.014592j 0.00134129+0.00440338j 0.00758684+0.00505252j 0.00854805-0.00614199j -0.0121145+0.0074577j -0.00389207-0.0245675j -0.00261021+0.0101737j -0.0129471-0.0128572j 0.0146488-0.00298615j 0.000359431+0.0113912j 0.00855642+0.00378865j 0.0116059+0.00943078j -0.00182741-0.0136471j 0.00813839+0.019993j 0.0335556+0.002705j 0.0045309+0.00836923j 0.0136486-0.00334478j 0.0249596-0.00717308j 0.00659544-0.00532821j 0.00389873-0.00757349j 0.0177699-0.0178299j 0.0106612-0.00456832j 0.00120782-0.0220667j -0.016238+0.0198941j 0.00248328-0.0146086j 0.000432658-0.00705635j 0.00521702-0.00042406j -0.0118203-0.0242295j 0.00365892-0.000863836j -0.013379-0.0154339j 0.00758366+0.0100826j -0.0104285-0.0114084j -0.0168229+0.0117711j 0.00639874-0.0147338j 0.0271784-0.0144988j -0.000979774-0.00354053j -0.00320079+0.011182j -0.00139233-0.00204789j -0.00746545+0.0221188j -0.00517651+0.0105761j 0.00191152-0.00187304j 0.00989393+0.0115848j -0.00311508+0.0106486j 
0.00205055-0.00438684j -0.00957941-0.00308016j -0.0075777-0.000896329j -0.00279245-0.000187606j 0.00745307+0.0189094j 0.0102305+0.000259529j 0.0103717-0.0124109j -0.00116029-0.000496263j -0.0106167-0.00347934j 0.0121333+0.0100677j 0.00391077+0.00828986j -5.98391e-06+0.0164616j 0.00833915+0.0047563j 0.00762519+0.0114859j 0.0207071-0.0147961j -0.000557279+0.00741649j -0.0145174+0.00693078j -0.00327432-0.0187904j 0.00471867-0.0029841j -0.00177686+0.0191752j -0.00325837-0.0016664j -0.0122425-0.00821193j -0.0114992-0.00480837j -0.0159789+0.00426623j -0.0161452-0.0193027j 0.0104577+0.000545528j 0.000154438+0.0132158j -0.0218889+0.00678783j 0.00186474-0.000487028j -0.0134656-0.00112353j 0.0181678-0.00157872j -0.0134735+0.0123662j 0.00280237+0.00951952j -0.00136916-0.0232877j -0.0175745-0.00725799j -0.0137885+0.00376605j 0.00767348-0.00758306j 0.0207442+0.00662503j -0.00699265+0.00625256j 0.0203145-0.01516j 0.0019313-0.00348118j 0.00309928+0.022517j -0.00432319-0.0105544j -0.00676077-0.00850516j -0.000280139+0.00790262j 0.0192427-0.0178025j 0.00022365+0.00623156j -0.00656023-0.00485072j 0.00290566+0.00736612j 0.00388236-0.00354037j -0.0104792+0.0134071j 0.00876312-0.00730417j -0.00031483+0.014992j -0.0166984-0.00460613j 0.00226811+0.00122144j 0.00296799-0.00224418j 
0.0132817-0.0109585j -0.00824122-0.0148918j -0.0169697+0.00668541j -0.00669318-0.0055925j -0.00234815-0.0230446j 0.00067244-0.0241407j -0.0316826+0.0142623j -0.00892844-0.00977659j 0.0100492+0.0289514j -0.00871909-0.0136033j 0.0197158+0.00126455j -0.00377439-0.0192328j 0.015873-0.0145593j -0.00451765+0.0214795j 0.0110403+0.00225431j 0.00446946+0.0109481j 0.0135682+0.0136913j -0.0123058-0.0105359j -0.0126685-0.00761584j 0.00778476+0.00782127j -0.0235161-0.0014216j -0.0145347+0.0165425j -0.00460485-0.0189546j 9.87765e-06+0.0191708j -0.0156599-0.00499259j 0.0173114+0.0122589j -0.0142817+0.0196921j 0.0220045+0.00280429j -0.0111899+0.00779442j 0.00508892-0.0260502j -0.0105598+0.0144531j 0.0155895+0.0108751j -0.0179606+0.013459j 0.0215103-0.0233305j -0.013926-0.00584448j -0.0334361+0.00909693j -0.0134611-0.0130832j -0.00302829+0.00406841j -0.0015968-0.00608595j -0.00404219+0.00935324j 0.00922156-0.00791944j -0.00135166+0.00698075j -0.00698862+0.017831j 0.0345172+0.000383384j -0.00703674-0.0205872j 0.0169266+0.0051778j 0.00274992+0.00697674j 0.0156712-0.0126845j -0.0143903+0.0106636j 0.0366572+0.0186106j 0.0033611-0.0310718j 0.00506176+0.00541872j -0.0171725+0.000428046j 0.0212469+0.00399549j -0.012251-0.000570806j -0.00371261-0.0113344j 
0.00438803-0.0019691j -0.00164759-0.00483122j 0.00100598-0.00330745j 0.00145581+0.00397206j 0.0170832-0.000166224j -0.00638718+0.00405286j 0.00770898-0.00724551j 0.0007835+0.0164683j -0.00954914+0.0116529j -0.00075095+0.00882331j -0.00489261+0.0112214j -0.00814808+0.0120624j -0.00334893-0.0105095j -0.000140566+0.000650669j 0.0152867-0.0105625j -0.0231359+0.00238442j 0.00388637-0.000991349j 0.00386002+0.0135248j -0.011505+0.00600872j -0.0053691+0.00586229j -0.000798614+0.00246026j -0.0159449-0.00404043j 0.0211247-0.00123056j -0.0156619+0.0124097j -0.000528935+0.00611053j 0.0041592-0.00456251j -0.00415285+0.0166933j -0.00289559-0.00739062j -0.00612422+0.00353584j -0.0126179-0.00326691j 0.000304619+0.00588388j -0.000427918-0.00745292j 0.0127728+0.00955761j 0.00512221+0.00429299j 0.00683426-0.022432j 0.0127418-0.00732674j -0.000976938-0.0153969j -0.0163906+0.000293749j 0.00583365-0.00674076j 0.0102905-0.00879788j 0.00241724-0.0209022j 0.00170359-0.00729459j -0.00585673+0.00248693j -0.0165094-0.0106649j -0.0113219-0.0011656j -0.00408757+0.000267951j 0.00318738-0.000173727j 0.0135591+0.0206833j 0.0033043-0.00110332j -0.0134693-0.00142632j 0.00914357-0.00537569j -0.00368595-0.00979195j -0.00502566-0.0122906j 0.00214653-0.00473731j 0.00131028-0.00995589j 0.00719658+0.00805091j 
0.000377215+0.0102709j 0.00868191+0.00044636j 0.00921517-0.00199943j 0.00773103+0.00414791j -0.0187172+0.00117534j -0.00597807-0.00730069j 0.0018171+0.00535763j -0.00217373-0.00689854j 0.023175-0.0105402j 0.00480322-0.00217137j -0.0160576+0.00156451j -0.00188823-0.014536j 0.0107823-0.00416116j 0.0154608+0.00603379j -0.0197072+0.0160018j -0.0034187+0.00974089j 0.00605554-0.000894025j -0.00886844+0.00402141j 0.0126065-0.00616238j -0.00279079-0.00964444j -0.00056255-0.00275789j -8.91928e-05+0.0109983j -0.0132208+0.00891206j 0.000714963+0.00354386j -0.00484495+0.0100638j 0.00338312+0.00599569j 0.00686565-0.0024527j 0.0203239-0.00555013j -0.0122847+0.0107173j 0.0170852-0.014271j 0.00798242-0.00302328j 0.0246391-0.010883j -0.00834775-0.0085751j 0.000945195+0.0117019j 0.00410229+0.022245j 0.00192488-0.0174466j 0.00262089+0.00927384j -0.00982485-0.0289261j 0.001987-0.00549043j -0.00201136-0.000779992j -0.00429778-0.000982721j 0.00315457+0.015268j -0.0137624-0.00506653j 0.00609515+0.0140114j -0.000888998-0.0134449j -0.00947825+0.0073233j 0.00894912-0.00167736j 0.00683666-0.0232927j -0.00329117-0.00734821j -0.00522281+0.0131379j -0.00043504-0.00274318j -0.00686964+0.0104895j 0.00732465+0.0072854j -0.00819336-0.00626974j 0.00617263+0.0105949j -0.00667668+0.00637258j 
0.00366928+0.0131372j 0.0106921-0.00395661j 0.0181744-0.0183352j 0.0189964+0.014837j -0.0124291+0.00384482j -2.30649e-05-0.0134173j 0.0145313-0.00955017j -0.000327936+0.010728j 0.0109218-0.000305709j -0.000774795+0.00846622j -0.00756081-0.0140891j 0.0111766+0.0273523j -0.000303084-0.00628971j 0.0168817+0.0117132j 0.00188481+0.00697892j -0.0129316+0.021055j -0.00574203-0.0209238j 0.000763036+0.0050972j -0.0116273+0.00445724j 0.00284934-0.0122433j -0.00898082-0.0072591j -0.00975612-0.0185474j -0.0112855-0.00450958j -0.00301508-0.023015j -0.0268232-0.0149501j -0.019231-0.0063019j 0.000144278+0.0120792j 0.0051048+0.0145404j -0.00392967+0.0301149j 0.00360293-0.0259778j 0.0146354+0.0124572j -0.00499094-0.0078443j -0.0171429-0.00923761j 0.0124811+0.0140147j 0.0187222+0.00653201j -0.00944383-0.00776406j 0.011879-0.00281026j -0.0174381+0.00662586j -0.00440028-0.0173503j 0.0108578+0.0213105j -0.028282+0.00299574j -0.0116308+0.0178281j 0.0187805+0.0108004j -0.0115089+0.0142931j -0.00452848-0.00879737j -0.0245947-0.00555063j 0.00812057-0.0156748j -0.00577895-0.00740075j 0.016142-0.0124958j -0.0209952-0.00615684j 0.0137733-0.00853713j -0.0214632-0.00464488j 0.0174727-0.00313602j -0.0133331-0.0107603j 0.00809105-0.00375771j 0.00434863+0.00942445j 
-0.00210646+0.00495385j 0.00298554+0.00306855j 0.00391671-0.00290206j 0.00163959-0.0010688j 0.00942428+0.0172332j -0.0022541+0.0079241j 0.0163797-0.0109255j 0.000329134+0.00429211j -0.00555054-0.0118415j 0.0239861+0.000376172j -0.00582377+0.0102498j -0.000982876+0.0111759j 0.0122092+0.0109243j 0.0116747-0.0101984j 0.00245261-0.000528047j 0.0036998-0.00335966j -0.0112805-0.000544943j 0.00367581-0.00903784j 0.0258716-0.000823193j 0.00833119-0.000338576j -0.00859866+0.0208513j -0.0105253-0.00834797j -0.000835342-0.00414735j -0.0116964-0.0125606j 0.0180461-0.0109742j 0.0024241+0.00250766j -0.00169945-0.00918163j -0.0245929+0.010259j 0.00184441-0.0110901j -0.00753561+0.00663262j 0.00112192+0.00393841j -0.0178736+0.00498348j 0.0103246+0.00767646j 0.00991872+0.0213779j 0.0117502+0.00131316j 0.00623315+0.0120279j -0.00088547+0.00527551j -0.0152161+5.71665e-05j 0.028105-0.0159103j 0.0192847-0.00535949j -0.00381705-0.0132526j 0.0154961+0.000489745j -0.0114736+0.00759001j -0.0204799-0.0215926j -0.0107673+0.00485205j -0.0124504-0.00520081j 0.00316558+0.000131328j -0.00727181-0.00150075j 0.00594933+0.00244078j -0.0119716-0.00992306j 0.00281246+0.00909766j 0.00897049+0.00752225j 0.00941542-0.00607015j -0.00396237+0.00110237j 0.000511514-0.00118196j -0.00123146+0.00227807j 
0.00073574+0.000508283j -0.0013155+0.002637j 0.012575-0.00556466j 0.00586462+0.0098989j 0.00355001+0.0143719j -0.00467587-0.01198j 0.000501303-0.00478617j -0.00562623+0.000536354j -0.00235847-0.00230077j -0.00239016-0.0100805j -0.0118793+0.00473692j 0.0128444+0.00151876j -0.00136652-0.00302272j 0.00250717+0.0100412j -0.00522121-0.000101594j -0.00811331-0.0125593j 0.0149452+0.00603974j -0.00456255+0.0090791j -0.0017279+0.0144256j 0.00588884+0.00530489j -0.00378485-0.0148836j -0.0110793+0.0051281j 0.0179078+0.00741083j -0.00160136+0.00417297j -0.0160121+0.00470179j 0.0205277-0.00058988j -0.00151461+0.01055j 0.010508-0.00574505j -0.00450686+0.0210585j -0.00948739-0.00327974j 0.00650488+0.00612266j 0.0156196-0.0149091j -0.00822221-0.0164149j -0.00620796-0.0051237j -0.0100737+0.0141555j -0.00101205-0.018985j 0.00741465+0.0167573j -0.0198157+0.0050537j -0.0175192-0.00812529j 0.00918069+0.00106545j 0.00239182+0.00544121j -0.0038159+0.00632683j 0.00605123-0.0106869j -0.0100746+0.00422313j 0.00246829+0.00424224j -0.00367167+0.00109063j 0.00103604+0.00276185j -0.00738361-0.00524127j 0.00813228-0.00984813j -0.00633623-0.00113197j 0.00210577-0.000875602j -0.00695988+0.00804997j 0.0159713+0.00629594j -0.000611958+0.00280779j 0.00376555+0.00366772j -0.00478343+0.0024383j 
-0.004742-0.00150296j -0.00177351+0.00492478j 0.00279329-0.00570811j -0.00058183+0.00361606j 0.00327406+0.0137724j -0.0049382-0.0102817j -0.00261098-0.00365621j -0.00163412+0.00555716j -0.009377-0.00306876j 0.00633562-0.00435509j -0.00399527+0.00548044j 0.00102282+0.00621063j 4.77591e-06-0.0100816j -0.00476549+0.00675993j -0.00389924+0.00721448j 0.0116967-0.00856853j 0.00160752+0.00663478j 0.00174708-0.0096693j -0.0035745+0.00893787j 0.0067345+0.00593285j -0.0157991+0.0039587j 0.0157667-0.00406352j 1.84792e-05+0.00659409j 0.0154548-0.00798454j 0.00375783-0.0103044j 0.0087967+0.000860536j 0.00303771-0.00727295j -0.0051369+0.0215396j 0.000246679-0.0099897j -0.000711742+0.00832278j -0.000575239+0.00175522j -0.0183382+0.00206566j 0.00224437-0.0144721j 0.00461038+0.000566049j 0.00539963+0.00904126j -0.00217906+0.00664605j 0.00076995+0.016761j -0.00541519+0.0109712j 0.00455237-0.00890269j -0.00125849+0.00155386j -0.00133611+0.000644706j 0.00240204+0.0159781j 0.0123366+0.00438188j -0.00647716+0.0010042j 0.00733496+0.0140111j 0.000649515+0.00793755j -0.00350779+0.000235382j -0.000407428+0.000538154j 0.0043622-0.00836229j -8.68351e-05-0.00520187j -0.00332067-0.00939445j -0.00574028+0.0112268j 0.00934215-0.00573667j 0.00498512-0.00105408j 0.00218206+0.00265341j -0.00523448+0.000800417j 
0.000633393-0.000161298j 0.001979-0.00100289j 0.00167821+0.00218486j 0.0019224-0.00326705j -0.000820254-0.00811132j 0.00115316+0.0162232j 0.00948512-0.00148746j 0.00987358+0.00499798j 0.00322803+0.00660595j -0.0066159+0.00301329j 0.00713032-0.00129896j -0.00488024+0.00987442j -0.0241019-0.000179789j -0.00724734+0.00549323j -0.00519285+0.00713414j 0.0240394+0.00613263j -0.00288003+0.00677267j -0.00205479-0.0120591j 0.027594+0.0167601j 0.00256735-0.013235j 0.00162415-0.00309309j 0.00314375+0.000274555j 0.00823718+0.0059634j 0.0224327+0.00229973j 0.00147346-0.00206606j -0.002151+0.00536852j 0.00437559-0.00053196j -0.00427867+0.00825116j 0.00447336-0.00988211j -0.0114578-0.00720134j -0.0078952-0.00729992j -0.0229907+0.00964109j -0.00339292-0.0209796j 0.0214996+0.00129477j 0.00104818-0.00238237j -0.0185136+0.0106446j 0.00408865+0.00307295j 0.00333259+0.0223673j 0.00966869-0.000332247j -0.0207345-0.0218128j -0.00293783-0.000803101j 0.000935997+0.0180243j 0.00656423+0.00372907j 0.0033558-0.0123893j -0.00469074+0.00434369j 0.0121738+0.000913077j 2.84517e-05-0.0140338j -0.00497188+0.0113688j -0.00282777+0.00172552j -0.00467483-0.0057784j 0.00491145+0.0126786j 0.00041152-0.0115644j 0.001696-0.00217232j -0.00444588-0.00524797j -0.00184132-0.00290956j 0.00424886-0.000204962j 
0.00140423+0.00713113j 0.00605086+0.00262376j -0.0022103+0.00262269j 0.00395958-0.00620704j -0.00222754+0.00594819j -0.00496302-0.00616362j -0.000572031-0.00104252j -0.000123638-0.00924372j 0.0109841-0.0153988j 0.00267384-0.0152952j 0.00228547-0.00664714j 0.00749749-0.0171574j 0.000219867+0.00585828j -0.00126035-0.0156831j -0.00428846-0.00433103j 0.00592452+0.0116012j 0.00957022-0.00552983j -0.0130456+0.0125317j 0.0169059-0.00764247j 0.0103857-0.022914j 0.00783718+0.00326994j -0.00357206+0.00357818j -0.000940411+0.00121831j 0.000665152-0.010595j -0.00508118+0.0145377j -0.00045122+0.00644947j -0.00770289-0.00229109j 0.0129705-0.00376883j -0.017215-0.00590498j 0.0201005-0.0162554j -0.0287849+0.00563892j 0.00512314-0.00802847j -0.0158239+0.0120191j 0.00688737+0.0229206j -0.0070787+0.00343547j -0.00233292+0.00304672j -0.00140771+0.0141972j -0.00372758-0.00536454j -0.00888674+0.0077352j -0.00637896-0.0134819j -0.00181837+0.0124931j 0.00319945+0.00507403j -0.00177943-0.00539299j 0.00216305-0.00101175j -0.000409799+0.00111498j -0.000312301-0.00648191j -0.00404237+0.000516636j 0.00225018-0.0111276j -0.00209725-0.000612047j 0.00726868-0.00522492j 0.0118319+0.0102752j 0.00165019+0.00450429j 0.00853023+0.00312547j -0.000381783+0.00906362j -0.00206324+0.00335334j -0.00546791-0.00267719j 
