0.00888052-0.00438293j 0.00140081+0.00936159j 0.00811192-0.00847805j 0.00768358+0.00263708j -0.00180499-0.0140195j -0.00417085+0.00309215j 0.00646063-0.00587286j 0.00867995-0.00963185j 0.00457595+0.00179092j -0.0023251+0.00202455j -0.00271421+0.0124359j 0.0030964-0.0114112j 0.00438958-0.00740148j 0.00157046+0.00187558j -0.00496427+0.0117285j -0.00757765+0.00845824j -0.00819122-0.00633799j -0.0037249+0.0153406j -0.0014304+0.0106647j -0.0034502+0.00389906j 0.012056-0.00383399j -0.00854834-0.00243142j 0.0220587-0.0110873j 0.0164728+0.0165815j -0.00919157+0.06099j -0.0617666-0.00535046j 0.0103297-0.0189199j -0.137822+0.112353j 0.117734+0.0671363j 0.0468235+0.000416589j 0.0141805-0.0293606j -0.0194945+0.0142068j -0.0210334+0.00563739j 0.00923912-0.0109246j 0.00865306-0.00719738j -0.0210241-0.000460802j -0.0180407+0.0109175j 0.00971582-0.00250441j -0.00474574+0.00242718j 0.00219241+0.00836945j 0.028318-0.00766931j 0.00929699-0.00136113j -0.00385885+0.000170914j 0.00210607+9.45156e-06j 0.0179832+0.000933807j 0.0112192-0.00650229j 0.000236178-0.000637311j 0.013382-0.000107938j -0.00162891+0.00232111j 0.0035114-0.00781076j -0.00057777+0.0053463j 0.000722697-0.000413896j -0.0150124-0.000183251j -0.00279591-0.000241434j 0.00136114+0.00281274j 0.00265884-0.00282971j -0.00147716-0.00521556j -0.0187287+0.00360224j -0.0107582+0.0161054j 0.0156622+0.0108897j 0.0323721-0.00834551j -0.00433802-0.00132121j -0.0180348-0.0140272j 0.0356472+0.00534947j -0.00446988+0.00823865j -0.00345222+0.00860892j 0.0241701+0.00723996j 0.0343165+0.0180693j 0.0441082-0.00822272j 
0.00574469-0.00781822j 0.00553976-0.00865916j -0.00897316-0.0195751j 0.0157915-0.0426321j -0.0464658+0.132373j 0.000468556-0.310823j -0.0817305+0.188493j -0.114575-0.0645585j 0.513334+0.0742692j 0.010888-0.00166892j -0.0590737-0.0238074j 0.0259235-0.0111483j 0.0361424+0.0146916j -0.0122284+0.00288881j -0.00296654+0.0114383j 0.00240403+0.0053793j -0.000601022-0.00282697j -0.0102715-0.00320015j -0.0118387+0.0146976j 0.00398401-0.00113213j 0.00892378-0.00600267j -0.000690874-0.00318306j -0.00512367-0.0203465j 0.000508621-0.00850145j -0.0045416+0.00632343j 0.00294062+3.3321e-05j 0.000823046+0.0152062j -0.0101611+0.0235631j 0.0103869-0.00121692j -0.00278365+0.0225684j -0.00463028-0.0023194j -0.00393944+0.00279288j 0.00329195-0.0272085j 0.00367505+0.0501439j 0.00481487+0.123337j 0.0111298+0.0230074j -0.00962951-0.0223852j 0.0588879-0.0251739j 0.0122253+0.0157956j -0.00476906-0.0288137j 0.0398012-0.0299518j -0.0161407-0.00451982j 0.0176985-0.0125417j -0.0294611+0.00358027j 0.0538518-0.02619j 0.0137156+0.00145325j -0.00937513-0.00199224j -0.0114906-0.003283j -0.0178261-0.00116159j -0.00711462+0.00581257j -0.00515083-0.0024951j -0.00627207-0.00253599j -0.00723814+0.000198734j 0.0156446-0.00652679j 0.0085097-0.000834112j 0.0149072-0.00663443j 0.00194737+0.00136057j 0.00715156-0.00265739j -0.00684664-0.00297231j -0.00868052+7.22918e-05j 0.0168057-0.00525903j 0.0010006-0.000969917j -0.00969858-0.000286932j -0.000274387+0.00177237j -0.0019393+0.00171327j 0.00415952+0.000348796j -0.00342296-0.00174488j 0.0027895+0.00188351j -0.0044762+0.000617262j 
0.000474405-0.00599853j 0.0084723-0.00513234j -0.00410956-0.000348596j -0.014741-0.0639524j -0.0729852+0.451136j -0.085105+0.103498j 0.0541043-0.0589565j -0.280708-0.0907406j -0.105288-0.0304302j -0.305329+0.014489j -0.0635287+0.00643905j 0.0412518-0.0268702j 0.0070395-0.01406j 0.00392425-0.00405367j -0.0099586+0.0084078j -0.0171232+0.0111162j 0.00426689-0.00866221j -0.00908986+0.0233846j -0.00855807+0.0137386j 0.00264529-0.00816162j -0.00599576-0.00218556j -0.000642404+0.00169422j 0.00291879+0.00809325j -0.00539302-0.00291948j -0.00656345+0.0298144j 0.00142796-0.00612784j -0.00561707-0.0177309j -0.00542474+0.00874619j -0.00289647-0.0155248j -0.00537305+0.00933024j -0.00276939+0.00424892j 0.00827834+0.0133887j 0.00342889-0.0464735j 0.0131558+0.170874j -0.00954112-0.0454599j -0.00137261+0.00383291j -0.0104112-0.0368744j 0.0137917+0.0353336j 0.0453895-0.0533111j -0.000419543+0.00496246j -0.0193013+0.0245665j 0.00518041-0.00437752j 0.00157659+0.00899466j 0.0198634-0.00202629j -0.0382524+0.0257522j -0.01081+0.00716671j -0.0186208+0.00115842j -0.0121897+0.00059184j 0.00506407-0.0023527j -0.00437099+0.00382386j -0.00153339+0.00506153j -0.0116699+0.000255576j -0.00324359+0.00136865j -0.0100655+0.00628543j -0.00245473-0.000176641j -0.00610313+0.0018865j 0.000189618-0.00103506j -0.0126011+0.00466778j 0.00331659+0.00192663j 0.0106641-0.0024877j -0.00965812+0.00448377j -0.00087791+0.000776326j 0.011835-0.00208346j 0.00317288-0.00154565j 0.0060545+0.0016752j -0.00957523-0.00305107j 0.00828221+0.00209788j -0.00414359+7.18982e-06j 0.00196584+0.00340364j 
-0.00785075+0.00545263j -0.00168562+0.00733667j 0.0315816-0.137552j 0.0378519-0.0147357j -0.0665924+0.260088j -0.0232625-0.092302j 0.0172257-0.0543404j 0.560122+0.112294j -0.0215493+0.0673281j -0.0619475-0.0158602j -0.0166287-0.0127958j 0.0190508+0.00316114j -0.0196512+0.0156251j -0.0161063+0.0111292j -0.0048577+0.00421121j 0.00636227+0.0041677j -0.0028624+0.0113361j -0.00609232+0.00651566j 0.012812-0.00608564j 0.0111444-0.014941j 0.0132784-0.0134103j -0.00635051+0.00395294j -0.00410323-0.00466069j 0.0138764-0.0154447j -0.00583663+0.0168141j 0.0158994-0.00188295j 0.00189009-0.00778334j 0.0122413+0.00263057j 0.0053046-0.0109466j 0.00993061+0.000359794j -0.00254078-0.00825313j 0.00195798+0.0776587j 0.00933579-0.0283778j 0.0135543+0.119008j 0.00507578+0.0102163j -0.0107152-0.0164747j 0.0313322-0.0741031j -0.00352267-0.0138042j -0.0631684+0.00361724j -0.0125791-0.00353658j 0.0255322-0.00142424j 0.00171693-0.00046506j 0.0244794-0.00946116j 0.0480113-0.0112859j 0.0404452-0.0156409j -0.0128285+0.00643694j 0.0294385-0.002731j -0.00449002+0.00763758j -0.0126221+0.000899553j -0.00305237+0.00715551j -0.00313912-0.00107525j -0.00126683+0.00291796j -0.0154836+0.00106911j 0.00996935-0.007077j 0.00790347-0.00519001j -0.0148137+0.00201446j -0.0105935+0.00142436j 0.0219631-0.00459661j 0.00382107+0.000485447j -0.00767356-0.000278197j 0.00680517-0.00331965j -0.00207423-0.00291813j -0.009872+0.00306535j -0.0111539+0.000416902j 0.0066472+0.000832109j 0.00231596-0.00127561j 0.0063167-0.000503869j 0.00561565-5.82047e-05j 0.00538271-0.00019824j 
-0.00428328+0.00509844j 0.0150851-0.0343887j 0.0942621+0.142357j -0.11127+0.539954j 0.0919233+0.151821j -0.00137659-0.0133691j -0.129179-0.098864j 0.00900111-0.0334385j 0.0352735-0.0198335j 0.0335083-0.0128483j -0.0206134+0.0169509j -0.0136934+0.0181058j 0.00252908-0.000554025j -0.00617498+0.00683701j -0.00116925+0.00879425j 0.00985159-0.00758351j 0.00481497-0.0147825j 0.0108006-0.0201627j 0.00820408+0.000872457j -0.00947976+0.0159659j -0.00586052+0.0209466j 0.00630216-0.0165966j -0.00392786-0.00684692j -0.00939622+0.0272886j 0.00826089-0.0241988j 0.00600018-0.00437616j -0.0105767+0.022436j -0.000474732+0.0184795j -0.0107603+0.031962j 0.00808597+0.0320616j -0.00888353+0.044904j 0.0029166-0.0406474j 0.0158397+0.252914j 0.0174635+0.0307871j -0.00598462+0.0131896j -0.00131868+0.0180431j 0.0344215+0.038573j 0.000415241+0.0110935j 0.00449971+0.00438817j -0.00924487+0.000835484j -0.00131854+0.00426501j -0.00429005+0.00088945j 0.00160383+0.00183067j 0.00548663-0.000323167j 0.00899728+0.000827372j -0.00229969+0.000692839j 0.00462742+0.00082589j -0.00475092+0.000546859j -0.0026035-0.00143416j -0.00448245+0.0013027j -0.00238981-0.000986554j -0.000215957+0.000623489j 0.000445728+0.000176084j 0.00242392+0.00182037j -0.000585611-0.000417933j -0.00220533+0.00120268j -0.00139048+0.000330823j 0.00265786+0.00139474j -0.000216697-0.000701338j 0.00111653-0.00161422j 0.000365202+0.0047957j 0.00156354+0.00168231j -0.000975048-0.001689j -0.000661374-0.00445286j 0.000705962-0.00354833j -0.00182552+0.0030519j -0.00115098-0.00226373j 0.00105416+0.00577644j 0.001863-0.00342449j 
0.0012778-0.024241j 0.00895156-0.011666j -0.127589+0.454217j -0.091198-0.210897j 0.0967856+0.0990546j 0.00427192+0.0631299j -0.214688-0.093619j 0.158973-0.0566792j 0.0474026-0.0183643j 0.00838273+0.00500139j 0.0054901+0.00285765j -0.0227692+0.0155369j 0.0192949-0.0181874j 0.00974135-0.0124049j -0.00254242+0.00593046j -0.00159573+0.0140439j 0.00959456-0.00804362j 0.00954068-0.00511721j 0.00282418+0.00743719j -0.0195587+0.0263752j -0.00284406-0.000238641j -0.000443454+0.00906989j 0.0041725-0.0123005j -0.00788833+0.00865256j 0.00327759+0.00988176j 0.000514374+0.0215658j -0.00930908-0.0056681j -0.0107711+0.0439063j -0.00769497-0.0205277j -0.00275913+0.0275179j -0.016095-0.0338031j -0.0110707-0.256342j -0.00670785-0.0805181j -0.0263098-0.0373567j 0.0210166+0.0155051j 0.0359402+0.00314659j 0.0505642-0.0386036j 0.000659381-0.00328071j 0.00671603-0.00405718j -0.00658325+0.00471403j -0.0119274+0.0040706j -0.0118876-0.000645753j 0.00463985+0.000380922j 0.0177305-0.00473032j 0.0135015+0.00470411j -0.00782785+0.00493637j 0.0119568+0.0024847j -0.0139918+0.00363513j -0.00626292-0.00137121j -0.0125592-0.00110116j -0.00643813+0.000753998j -0.00157021+0.00159906j -0.0042665+0.000920401j -0.000296282+0.00408609j 0.00552463-0.00242548j -0.0103991+0.00079613j -0.00411826-0.00047967j 0.00663564+0.00238181j -1.31985e-05+0.00405707j 0.00133635-0.000752391j -0.0054686+0.00414779j -0.00220692+0.00297538j -0.000683205-0.00294743j -0.000319223-0.00437259j 0.00504649+0.000704179j -0.00434329+0.000906629j 0.00393604+0.00179253j -0.00231253+0.00567676j 0.00388197+0.0072726j 
-0.0180741+0.023583j 0.0139552-0.00635247j 0.0244757-0.196994j 0.0645442-0.0472769j -0.0754104-0.06019j -0.133015+0.0735677j -0.609559-0.0752507j -0.0458383-0.00145475j -0.0177693+0.00976671j 0.00167245+0.0186649j -0.0024921+0.0177383j -0.00222848-0.00099868j -0.00243455+0.0153829j -0.00431743+0.00273971j -0.00418119-0.000184193j 0.00245-0.00384623j 0.0151892-0.0018063j -0.00661967+0.00610384j 0.000527425-0.00555305j -0.00153731-0.0113916j -0.0147683+0.0042318j 0.00758454-0.00162739j -0.000831771+0.0159981j -0.00808086-0.00172924j -0.00563003+0.0032379j 0.00802035-0.0161679j -0.011712-0.00885327j -0.00720308-0.0295797j -0.0216136+0.00135492j 0.00114507-0.0358302j -0.0169327+0.0208868j 0.0118299+0.113254j -0.00575705-0.0244032j 0.0134257+0.00671991j -0.00623825-0.0571592j 0.0704604-0.0445073j 0.0221279+0.00941268j 0.0125165+0.00121416j 0.0057065-0.0117237j -0.0103816+0.00321763j -0.0524798+0.00878465j -0.0484369-0.000309636j -0.00764739+0.00131042j 0.0132778+0.000870769j 0.00431006+0.0146881j -0.00900973-0.00226747j -0.00282474+0.000344809j -0.0142882+0.00322228j -0.00938535+0.000397422j -0.0169155-0.00537493j -0.00452759+0.00269944j 0.00357733-7.36335e-07j 0.00629083-0.00144909j -0.0154924+0.00536417j 0.00137616+0.000674077j -0.00917761+0.00258206j -0.00414839-0.00215047j -0.00176961+0.00261497j -0.0067331+0.00315626j 0.0125009+0.000304457j -0.0111354+0.00197744j 0.00275281-0.00274522j 0.0085914-0.00104108j 0.00882307+4.78016e-05j -0.00326842+0.000576736j -0.00349408-0.00099172j 0.00773107-0.00145639j -0.0100892-0.00229109j 0.00399693+0.000425873j 
0.0164368-0.0208362j 0.0108888-0.0113081j 0.0107457-0.0586376j 0.00192085-0.00897638j -0.0264423+0.0837154j 0.652187+0.122889j -0.12079+0.0959368j 0.0148695-0.0151187j 0.0105964+0.0114175j 0.0138464-0.0129165j -0.00102129+0.00634932j 0.0234203-0.0089973j 0.0262504-0.0147741j -0.00387728+0.00376352j -0.0055841+0.00309594j 0.00311117-0.0010601j 0.00553464-0.0135618j 0.0012547+0.00672839j -0.0150293+0.00441924j 0.00658881-0.00456442j -0.00178494+0.00698315j 0.00810508-0.00440625j 0.0187015-0.00141359j 0.0117079+0.000733849j 0.00157301+0.009809j -0.00095919-0.00723307j -0.013813+0.0019982j -0.0205711-0.00327147j 0.0132735+0.00487701j -0.0208941+0.0189097j 0.00648202+0.0187316j 0.00423168+0.0245489j 0.000442119-0.00756034j 0.00422239+0.0502527j 0.0746135-0.0435389j -0.0126243+0.0452634j -0.0236755+0.0205974j -0.0314278+0.00701582j 0.0419654-0.0209406j -0.0365696+0.00708357j -0.00289988-0.000337334j 0.00831129-0.00778346j -0.0260512-0.00409803j -0.00054974+0.000437555j -0.0405228+0.00908053j 0.0147691-0.000434774j 0.00597964+0.00318444j -0.00136217-0.00341486j 0.000950254-0.00474627j 0.01993-8.97871e-05j -0.0126671+0.00112803j 0.000840131+0.00486619j 0.00568272+0.00434346j -0.00795636-0.00171317j -0.00451751+0.00199605j -0.0135729-0.00159457j 0.0133967-0.00216564j -0.0130546+0.00417815j -0.00375052-0.000942617j -0.00467529+0.0021335j -0.00560475+0.000124503j 0.00581528+0.00122374j 0.0104468-0.000753155j -0.0114527+0.00114849j 0.00155014-0.00165756j -0.00931221+0.00174947j 0.00548324+0.00129475j -0.00478546-0.0026831j -0.00981974+0.000176368j 
0.0119048-0.00477649j 0.0125088-0.0123863j 0.00868588+0.134863j -0.0223886+0.0610947j -0.666345-0.0651367j 0.00184982+0.0481374j 0.014651-0.00707353j 0.0124397+0.0267771j -0.00469289+0.00653334j -0.0113378-0.014799j -0.0093513-0.00225298j 0.0129178-0.000101454j 0.00847861-0.00296947j 0.00414266-0.00622731j -0.00434265-0.000235634j -0.0109202+0.00192801j 0.00751405-0.00791727j -0.0139603+0.00580342j -0.00733872+0.00406622j 0.00119835+0.0115536j 0.000919376+0.00179654j -0.00106186+0.000106943j 0.00192103-0.000487417j 0.000493553+0.00919081j -0.0265332-0.000877517j 0.0076147+0.0123813j 0.00925592+0.00220912j -0.012206+0.0118468j 0.0100864+0.00878087j -0.0108263+0.00954225j -0.00833708+0.008303j -0.00922558-0.0826513j 0.0150349+0.0339514j 0.075192-0.0543205j -0.0032933-0.0108082j 0.0223878+0.0245645j -0.0392074+0.00549798j 0.0390921-0.00256003j -0.0325424+0.0105479j 0.00336402+0.00299259j 0.0189495-0.00895731j -0.0181196-0.00373317j -0.00154301-0.00600083j -0.00839114+0.00282853j 0.0152719+0.000560055j 0.0203364-0.00547341j -0.00326459-0.00501488j 0.0109134-0.000207574j -0.00564658+0.00294464j 0.0276374-0.0010251j 0.00595027+0.000349299j 0.00835315+0.000603699j 0.0116611-0.00169365j -0.00678704-0.00199908j -0.00794904+0.00384965j 0.00680738+0.00202569j 0.00366059-0.00150878j -0.00244308+0.000454372j -0.00658577-0.00182289j -0.00183293+0.00100073j 0.011119-0.00169046j 0.00498665-0.00209743j 0.0034877-0.000574931j -0.00464189+0.00312316j -0.0141904+0.000187915j 0.0127986+0.00234529j -0.000876782-0.000949429j 0.000570439+0.000857228j -0.00491157+7.36466e-07j 
-0.160102+0.165675j -0.0014803-0.435424j 0.0313814-0.0132315j -0.132599-0.125753j -0.00410989-0.0189796j 0.021643-0.0349053j 0.0332893-0.0540405j -0.00598273+0.0112305j -0.00358707+0.00977785j 0.00984287-0.0247733j -0.0168334+0.0350508j -0.00138243+0.00173688j -0.00513054+0.00322169j -0.0104578+0.0238675j -0.00705614+0.0252845j 0.00583023-0.00803465j 0.00562972-0.0231601j -0.00404448+0.0200884j 0.00249783+0.00595266j -0.000796271+0.0124418j -0.00290759+0.00846649j 0.0104236-0.0352419j -0.00630983+0.00416854j -0.00991749+0.0432938j 0.00278487+0.00625465j 0.0102709-0.0408501j -0.00658652+0.0606699j -0.00354136+0.111583j -0.0198686+0.0412111j 0.0345219-0.0106943j -0.000723081+0.394397j 0.034195+0.0130348j 0.00105176+0.00932585j 0.00721533-0.00489867j 0.00159971+0.00955593j -0.00364314-0.00513244j 0.019059-0.00811016j 0.00283271-0.00247998j -0.0014645+0.00433564j 0.000520791+0.0025947j 0.00177277+0.00393239j 0.00287278+0.00528793j 0.00335482-0.00465424j 0.00132829-0.000218621j 0.000851115-0.00339516j -0.00302931+0.00138086j 0.00184673-0.00222133j 0.0001401+0.00610356j 0.00135594+0.00025205j 0.00177343+0.00196396j 0.00345148-0.000985515j -0.000946096-0.000112987j 0.00274081-0.00536619j 0.00545318-0.000342703j -0.000876204-0.000293198j -0.00077112+0.00129348j -0.000672975+0.00112062j 0.00429752-0.00654189j 0.00448572+0.00346096j -0.00200075+0.00176529j -0.00110583+0.00335545j 0.00148692-0.00625936j -0.00474021-0.000537786j 0.000491241-0.0099989j 0.001179+0.0032946j 0.00241308+0.000208002j 0.000104717-0.0121017j -0.000584618+0.0159889j 0.00531859+0.00328535j 
-0.00714737-0.430778j 0.16398-0.179556j -0.106176-0.121405j 0.0536894+0.00366234j 0.00796903-0.03626j -0.0383458+0.0508216j 0.0184501-0.0177599j 0.0158189-0.0244083j 0.000998688+0.00596705j 0.0097293-0.017528j 0.000624698-0.00644945j 0.00275503-0.0206667j 0.00951015-0.023229j 0.00314669-0.0121261j -0.00687462+0.0123142j -0.00597624+0.0180342j 0.00834222-0.0185751j 0.00263308-0.0236332j -0.0110529+0.0405546j -0.00768138+0.013356j -0.00550927+0.0226319j 0.00208701+0.00640144j 0.0096247-0.0547494j -0.00681772-0.000226989j -0.000336128-0.0171446j -0.00453674+0.0562854j -0.00626025+0.0152256j -0.0203464+0.0347881j 0.00401319-0.101441j 0.00117127+0.405527j -0.0271628+0.0187447j 0.00215016-0.0235081j 0.0285124+0.0195658j -0.0176109-0.00287415j 0.00210308-0.00699896j 0.00805781-0.00883554j -0.00284894+0.000953385j 0.002405-0.00391699j 0.00219246-0.00332998j 0.000586806+0.00470117j -0.00431431-0.00184468j -0.00375226+0.00155794j 0.00198054-0.000305417j -0.00226552+0.000150668j 0.00209569+0.00136879j 0.000127777-0.0053737j -1.18801e-05-0.000699089j -0.00309368+0.00280355j 0.000470694+0.000268952j -0.00376887-0.001898j -0.000644601+0.00534719j 0.000501052+0.00076075j 0.000728211+0.00214172j -0.000292648+0.00670285j 0.00264738+0.00269802j 0.00152446+0.0006277j -0.000732444-0.00294354j 0.00341634+0.00878225j -0.00225055+0.00586369j -0.00191477-0.00200804j -0.00181034+0.00114791j -0.00104313+0.00220537j -0.000892052-0.0104333j 0.00508091+0.00195133j -0.00161766-0.000343204j 0.0018432+0.00973703j 0.00266731+0.00145158j -0.00569825-0.00179795j -0.00204807+0.0134861j 
0.0258744-0.0579677j 0.0426811+0.0859913j 0.0373975-0.122361j -0.660393-0.0540781j -0.0147088-0.0354977j -0.00303092-0.0089019j 0.00233916+0.016747j 0.00235091+0.00591063j 0.00332314+0.00848415j 0.0103523+0.00494345j -0.00775781-0.0100679j -0.00345246-0.00123729j -0.00393174+0.00564594j -0.00656321+0.000301687j -0.00475531-0.00402501j 0.00712815-0.000573908j 0.0047461+0.00540776j 0.0103642-0.00483398j -0.000565976+0.00140492j -0.00292229-0.0144698j -0.0112234+0.00288103j 0.0119271+0.00430196j 0.00345032-0.00209214j -0.0129483-0.014755j 0.0218094-0.0052139j -0.00556927+0.00369243j -0.0125618-0.0147336j -0.005794-0.0406414j -0.0219586-0.0174452j -0.0132326+0.00908366j -0.0291374-0.0842092j 0.00135259+0.0640434j 0.0446106-0.056211j 0.0299796-0.00775718j 0.000499779-0.0044178j 0.02226-0.00470982j 0.082389-7.93478e-05j 0.0281549+0.0011426j 0.0141833-0.00582808j 0.00105894+0.00582476j -0.00140104+0.00264427j -0.00236451+0.00188226j 0.0188789+0.000950717j 0.00601981+0.000488148j 0.0036165+0.00148402j -0.00487984-0.00255406j 0.00811809+0.0012073j -0.0116022+0.000352317j 0.0092113-0.00233457j 0.00341888-0.000926692j 0.00374801+0.00162103j -0.00657766+0.000288298j 0.00880793+0.00179084j 0.00314927+0.00408297j -0.00967472+0.000574521j -0.00540165-0.000555096j 0.000344279-0.000426626j -0.00184356+0.00382272j 0.00601927+0.00195921j 0.00273933-0.00112799j -0.0162779+0.00179329j -0.00102478+0.003516j 0.00299381-0.00231511j 0.0116141+0.0001721j 0.00881767-0.000794665j -0.0090577+0.00015148j 0.00389104+0.00250708j -0.009384-0.00415128j 0.00524594+0.00144204j 
0.0157253+0.0845825j -0.0174318+0.00288395j -0.67212-0.070767j -0.0492161+0.104342j -0.0247523+0.00458148j -0.00664377+0.000335432j 0.0190688-0.00849506j 0.0302616+0.000315605j 0.0205239-0.0100807j -0.00318061-0.00387289j -0.00239856+0.00691194j -0.0101822+0.00814234j 0.0106987+0.00323964j 0.00853277+0.00759782j -0.00507801+0.00299207j -0.00817234-0.00697388j 0.00381755-0.00422057j 0.00773159+0.000133271j -0.0015029-0.00300694j -0.0251167-0.00420468j 0.000265489+0.00722362j -0.00404923-0.0121084j 0.00849167+0.00856105j -0.0143085+0.00852091j 0.000778992-0.00540082j -0.0155479-0.0167883j 0.00176187+0.00819239j -0.0305459-0.00840887j 0.0057345+0.033848j -0.0230349-0.0705315j 0.00862266+0.0413681j -0.0276171+0.0728953j -0.00359988+0.0599662j -0.0505491+0.0188243j 0.0430065-0.0125079j 0.0431489-0.00173725j -0.0161929+0.00532331j -0.000913081+0.00445053j 0.0368799-0.00696637j 0.00870875-0.00185397j -0.0252076+7.26849e-06j -0.010215-0.00330299j -0.00406789+0.0084744j -0.0116333-0.00295621j -0.0137062+0.00304238j 0.00726614+0.00405382j -0.00426513+0.00382635j -0.00511573-0.000951638j 0.00961902+0.00260891j -0.00776093+0.000828813j -0.00855415+0.0025115j 0.00125229-0.000847543j -0.00126352+0.00368531j -0.0120252+0.00201876j 0.000985101-0.00353567j 0.00521261-0.000385522j 0.00409758+0.000734525j -0.0115386+0.000280999j -0.00419976+0.00167539j -8.24549e-05-0.000708944j -0.0166729-0.00151808j -0.0181205+0.00160263j 0.010761+0.000488682j 0.00928837+0.000976424j 0.000490546+0.00057197j -0.00316278-0.00100825j -0.00762671-0.000940022j -0.00692475-0.00136697j -0.0108945-0.00249149j 
-0.0596952+0.101587j 0.687927+0.0454286j 0.00708853+0.0249487j 0.0411629-0.00259973j 0.0188448+0.00438378j 0.00829697-0.0178177j 0.0363501-0.00123016j -0.00143215+0.00689442j -0.00995564-0.00286675j 0.0168714+0.00369745j -0.0225931+0.00483742j 0.0054627+0.00745807j 0.00260046+0.00709108j -0.0123787+0.00551278j -0.0192412-0.0018192j -4.66955e-05-0.00623051j 0.015928+0.00376222j -0.0138472+0.00786964j -0.00946509-0.0124445j -0.0118517-0.00303138j -0.00348406-0.00564902j 0.0189168-0.0046091j 0.00497516+0.0182379j -0.0261307+0.00335561j -0.00822998+0.00587712j 0.015774-0.0207598j -0.0375712-0.00125238j -0.0750229-0.00963219j 0.00152333+0.0353369j -0.0270805-0.123347j -0.0864123-0.00876626j 0.01159-0.0025306j 0.0602309-0.00513535j 0.00244072-0.00499059j -0.0139105-0.00838842j 0.0297637+0.000448962j 0.00903915+0.000181634j 0.00633187-0.00256679j -0.00343568-0.00177455j -0.00936375+0.00285812j -0.00812008-0.00227794j -0.010055-0.000419154j 0.00544407-0.000787764j -0.00127254-0.000298806j -0.000200587+7.91528e-05j 1.89292e-05-0.00167989j 0.00294356-0.000489389j -0.0123753+0.000300921j -0.00229882-0.000241296j -0.00303714-0.00108883j -0.00343373+0.000947423j 0.00174724+0.000542713j 0.00967439+0.000573643j -0.00151433+0.000623418j 0.000872026+0.000866772j -0.00095493+0.00024921j 0.000966095-0.000613091j 0.00847177+0.00176793j -0.0101704+0.000133414j -0.0047494-0.000501967j -0.00435721+5.50197e-05j 0.0107796+0.000373126j 0.0061952-0.00104325j 0.013619+0.000583324j -0.00810733-0.000948349j -0.00368624+0.000950875j 0.0158031-0.000249924j -0.0184196-0.00118059j -0.0142938-0.000819262j 
-0.685947-0.0428573j -0.0604559+0.0990596j -0.0272271+0.00505696j -0.000114027+0.0254228j -0.0238681+0.00527444j 0.0355855+0.00132656j 0.00630773+0.0180172j -0.012495+0.00137078j 0.00886094-0.00125229j -0.00632443+0.00729459j -0.012847-0.0119905j -0.0165905+0.00220444j -0.0121462+0.00147278j -0.01021-0.00597699j 0.00419112-0.00869673j 0.0126799+0.000923027j -0.00701465+0.00827816j -0.0193764-0.0046013j 0.0265614-0.00383036j 0.00118486-0.00565608j 0.0142805-0.00312903j 0.0100474+0.0102123j -0.0372304+0.000976422j -0.0111457-0.0139779j -0.0135311-0.00284614j 0.0393832+0.0112282j -0.001192-0.0199879j -0.00874736-0.038261j -0.0678454-0.0112503j 0.109783+0.00780784j -0.0243813-0.117681j 0.0660743-0.00340818j -0.016075+0.00708598j -0.0261233-0.00733152j -0.0263427+0.000780668j -0.00898916-0.00390636j 0.013814-0.000322854j -0.0083996-0.00112209j -0.00787028+0.0033424j 0.00872473+0.00246987j -0.0119956-6.15205e-06j -0.000398337+0.00154203j -0.00271226-0.00172923j 0.000163204-5.03554e-05j -0.00181593-0.000903569j -0.0152514-0.00084465j -0.003343-0.00101731j 0.00114032+0.00132847j -0.000549643+0.000447303j -0.00269264-0.000881459j 0.00933536-5.45715e-05j 0.00237232+0.000257353j 0.00747784-0.00120654j 0.00980989+3.26577e-05j 0.00597308+0.00114291j 0.000793683+0.000396718j -0.00585496-0.000172635j 0.0182031-0.000570879j 0.00670065+0.00108037j -0.00352123+0.000536063j -0.00175756-0.000630203j 0.00555755-0.0013846j -0.0153118-0.000441102j 0.0105467+0.000171933j -0.0033058+0.000903714j 0.0134763+0.000104864j 0.00845066-0.000495009j -0.0129134-0.00114056j 0.0135622+0.00118966j 
