0.00888052-0.00438293j 0.00140081+0.00936159j 0.00811192-0.00847805j 0.00768358+0.00263708j -0.00180499-0.0140195j -0.00417085+0.00309215j 0.00646063-0.00587286j 0.00867995-0.00963185j 0.00457595+0.00179092j -0.0023251+0.00202455j -0.00271421+0.0124359j 0.0030964-0.0114112j 0.00438958-0.00740148j 0.00157046+0.00187558j -0.00496427+0.0117285j -0.00757765+0.00845824j -0.00819122-0.00633799j -0.0037249+0.0153406j -0.0014304+0.0106647j -0.0034502+0.00389906j 0.012056-0.00383399j -0.00854834-0.00243142j 0.0220587-0.0110873j 0.0164728+0.0165815j -0.00919157+0.06099j -0.0617666-0.00535046j 0.0103297-0.0189199j -0.137822+0.112353j 0.117734+0.0671363j 0.0468235+0.000416589j 0.0141805-0.0293606j -0.0194945+0.0142068j -0.0210334+0.00563739j 0.00923912-0.0109246j 0.00865306-0.00719738j -0.0210241-0.000460802j -0.0180407+0.0109175j 0.00971582-0.00250441j -0.00474574+0.00242718j 0.00219241+0.00836945j 0.028318-0.00766931j 0.00929699-0.00136113j -0.00385885+0.000170914j 0.00210607+9.45156e-06j 0.0179832+0.000933807j 0.0112192-0.00650229j 0.000236178-0.000637311j 0.013382-0.000107938j -0.00162891+0.00232111j 0.0035114-0.00781076j -0.00057777+0.0053463j 0.000722697-0.000413896j -0.0150124-0.000183251j -0.00279591-0.000241434j 0.00136114+0.00281274j 0.00265884-0.00282971j -0.00147716-0.00521556j -0.0187287+0.00360224j -0.0107582+0.0161054j 0.0156622+0.0108897j 0.0323721-0.00834551j -0.00433802-0.00132121j -0.0180348-0.0140272j 0.0356472+0.00534947j -0.00446988+0.00823865j -0.00345222+0.00860892j 0.0241701+0.00723996j 0.0343165+0.0180693j 0.0441082-0.00822272j 
0.00987895-0.0353473j -0.00642106-0.0194784j 0.000264892+0.015321j -0.00435984-0.0186666j 0.00238109+0.00793826j -0.00185811-0.0160649j -0.000159745-0.0142616j -0.00451771+0.0075815j -0.00247319-0.00970693j 0.000411266-0.00812574j 0.00093707+0.0102104j 0.00116416+0.0107302j -0.0028006+0.000597775j -0.00169464+0.00764377j 0.00115439-0.00555311j 0.000839749-0.0137432j -0.00540827-0.00866924j 0.00174969-0.000312828j 0.00428864-0.0122262j 0.00372114+0.00064775j 0.00627453+0.00540063j -0.00109192-0.010821j -0.0017388+0.0250095j 0.0133241+0.0137136j -0.00913095+0.000770969j 0.176097-0.0837624j -0.0684901-0.00740984j 0.041479-0.309588j 0.0823925+0.493697j -0.00141422+0.141537j -0.0144549+0.012585j 0.0131803-0.0268105j -0.0105581-0.0428737j 0.00190961+0.00569404j -0.00781653+0.0149818j -0.00628866-0.0353603j 0.00412978-0.0171235j -0.000434905+0.00654406j -0.00460721-0.00128173j 0.00629789+0.0141667j 0.00110111+0.0303914j 0.00097731+0.0130375j 0.000929533-0.00280962j -0.000636144+0.00348098j 0.00440126+0.0232603j -0.0019695+0.0107251j 0.00074685+0.00267878j 0.00261121+0.0170395j -0.000251268+0.000177558j 0.00204577-0.00189957j 0.00629984+0.00426231j -6.06015e-05-0.00121407j 3.30908e-05-0.0180916j 0.00131749+0.000791898j 0.000472263+0.000991533j -0.00129878+0.00021801j -0.00473521-0.00304075j 0.00728175-0.0121132j 0.00358672+0.00850211j 0.00109144+0.00827516j 0.00351529+0.0136201j -0.00738498-0.0103044j -0.0162151-0.0123093j -0.00981307-0.0227548j -0.0180275+0.0229805j -0.0304737+0.000799801j -0.0947565-0.0774761j -0.00835231+0.00528458j 0.0074773-0.0558229j 
0.0102378+0.0181437j 0.00869485-0.0364682j 0.00853219+0.0152628j -0.00265639+0.0117578j 0.00749197-0.00140683j -7.20714e-05-0.0116356j 0.000857865+0.0149306j 0.00155211+0.0100461j 0.00252715+0.00232766j -0.00197341+0.0098257j -0.00117978-0.00847312j 0.00151661+0.0025728j 0.000322476+0.0083685j -0.000915334+0.000210591j -0.000622514-0.00874815j -0.00112284-0.00381157j -0.0018574+0.00714133j 0.00354093-0.00148805j 0.00138832-0.00724354j 0.0019541-0.0149142j 0.000778236-0.00293558j -0.00390066+0.00668476j 0.0100525+0.0147796j 0.0034614-0.0213329j -0.0253671+0.00137303j 0.223425+0.0219549j 0.282875-0.110179j -0.0969008-0.369898j 0.0146102-0.291651j -0.000218247-0.0293668j 0.00215937+0.132093j -0.0117546-0.0459602j -0.00659088+0.020116j 0.00190636+0.00634979j 0.00245234+0.0323783j -0.00549496+0.012977j -0.00381766-0.0151422j 0.00166826+0.00724274j -0.000634778+0.0119032j 0.00138551-0.0156211j 0.00949447+0.010725j 0.00424461+0.0012759j -0.00247052-0.00223552j 0.00255842+0.00276802j 0.00631383-0.00304633j 0.00186414+0.0118066j -0.000404192+3.62354e-05j 0.00431789-0.00198039j -0.000955335+0.000103038j -0.00151694-0.00371664j -0.00226117-0.0180196j 0.00269735+0.00473964j -0.00509816-0.000760071j 0.00367281+0.00257916j 0.00478309+0.000945331j 0.00640639+0.010391j 0.000371053+0.0113539j 0.00156445-0.0108052j 0.00199292-0.0128768j -0.0082741-0.00860783j 0.0032633-0.00132419j -0.0384758-0.0131999j 0.00600957+0.0207857j -0.0097898-0.013207j -0.0354474-0.0109921j -0.139088-0.0672395j -0.0135467+0.00830625j 0.00502867-0.0543832j -0.00251397+0.000839403j 
-0.0055931+0.00890399j -0.00592164-0.0155876j -0.00424307+0.0159456j 0.00423266+0.0043852j -0.00509085+0.00554245j -0.00133562-0.00259252j 0.000672991+0.00640058j 0.00187139+0.00597296j -0.000562711+0.000117259j -0.000545658+0.00123165j -6.43931e-05-0.00799149j -0.000763563+0.00248111j -0.000339346+0.00265088j -0.000759527-0.00283348j -0.00183298-0.00792995j -0.00023203-0.00215677j 0.00213743+0.00650333j -0.00431572-0.00535798j -0.00432591-0.00380658j 0.00745522-0.00411477j -0.00519777-0.00139171j 0.00691955+0.00842859j -0.0166199+0.00111342j 0.00626911-0.0156439j -0.00335565-0.0052392j -0.271168-0.0158704j -0.353047+0.0290672j -0.000707696-0.382051j 0.0661128-0.18665j 0.03384-0.0104455j 0.0112708+0.0884553j -0.0011054-0.043287j -0.00515239+0.00497917j 0.00134954+0.0100371j 0.00495089+0.018932j -0.00486906+0.00264358j -0.00376906-0.0222138j 0.00283607+0.00482884j 0.00146082-0.000851436j 0.000745505-0.00952195j 0.0041184+0.0165946j 0.0010221+0.00315237j 0.000419523-0.0021739j -0.000179682+0.00227845j 0.00156181+0.00638256j 0.00296882+0.0108185j 0.00075537+0.00227264j 0.00152744+0.00123654j 2.63184e-05-0.00511749j -0.000717992-0.0024231j -0.000127216-0.00981387j -0.00217131+0.00274123j -0.00336611-0.00553092j -0.00390644+0.00184129j -0.00295193+0.0019273j -0.00488748+0.00433847j 0.000241392+0.00499729j -0.0103753-0.00483358j -0.00140339-0.00326636j 0.0151323-0.00731463j 0.00391877+0.0081549j 0.035259-0.00340768j -0.00677055+0.0185619j -0.00262743-0.0164014j 0.0580166+0.0107735j 0.16193-0.0311445j 0.0358278-0.0250118j 0.0325835-0.0424945j 0.0310285-0.0118724j 
-0.011741+0.00766719j 0.0140163-0.00827153j 0.00782033+0.00431362j 0.00795727-0.000947878j 0.000255838+0.00581635j 0.00318661-0.00638641j -0.00268735+0.00418772j 0.00817369-0.00393012j 0.00619028-0.00290103j -0.00415677+0.00987369j -0.0031564-0.000960433j 0.00178496+0.00468689j 0.00585277+0.0041566j 0.00462906-0.00039942j 0.00242023+0.000388879j -0.000236111+0.00154609j 0.00492691+0.00538397j 0.00438804+0.0080274j 0.00182435-0.00388368j -0.0134891-0.00643542j -0.00243125-0.00381921j -0.00149059-0.000410752j 0.0140651+0.0083995j -0.0190593-0.00835344j 0.0176493-0.0133816j -0.351172+0.0776361j 0.355155+0.0199893j 0.0282206-0.149743j -0.0283448+0.205925j 0.0230387+0.028185j -0.0378551+0.0209751j -0.00469354-0.00641371j 0.00464086-0.0147493j -0.006808+0.0083154j -0.00202515+0.00638288j -0.000773868-0.00961004j -0.00205912+0.000121875j -0.00275862+0.0029594j 0.00461109-0.00160135j 0.00237976-0.0020028j -0.00322498+0.0100251j 0.000526453+0.00458812j -0.00270443+0.00168669j 0.00143935+0.00794226j -0.00312227+0.00437281j -0.00151577-0.00117174j -0.00103262+0.00335751j 0.0012155+0.00064762j 0.00280038-0.0042652j -0.00487414-0.00313007j -0.000760475+0.00144005j -0.00106035-0.00571472j -0.00165422-0.009769j -0.00236924-0.00338076j -0.0036564+0.000669252j -0.00106863-0.0107345j 0.00183003-0.00225514j -0.0114944-0.00654809j 0.00686784+0.0035044j 0.00547202+0.0098754j -0.00721191+0.000540437j 0.0110961-0.000315922j 0.0238306-0.00023381j 0.0210659-0.000876642j 0.0326103+0.0225806j -0.0367776+0.0194948j 0.224109-0.0119347j -0.038194+0.00409175j 0.029689-0.0193913j 
-0.00479377+0.00172857j -0.00301183+0.00944847j -0.00253505+0.00916995j 0.0191534-0.0105009j -0.014399+0.0184279j -0.00220822+0.00799358j -0.00220907-0.00790455j -0.000462442+0.00459282j -0.00204002-0.00628964j 0.00643473-0.0176353j 0.00335347-0.00905162j -0.00315667+0.0132693j 0.00240982-0.00293947j 0.00384975-0.00275748j 0.000181368-0.00498022j 0.001178-0.0069151j 0.00309475-0.00867062j 0.00798647-0.0200399j -0.00369345+0.00736927j -0.015004+0.00182048j -0.00396214+0.0274303j 0.00837737-0.0192246j 0.032651-0.0368923j -0.0606774-0.001602j 0.54915-0.117631j -0.0111846-0.112338j 0.103332+0.157704j -0.0120939-0.0322624j -0.0182449-0.0422201j 0.00600946-0.0102208j -0.00130497-0.0199032j 0.00701505-0.00979155j 0.00526705-0.0121478j 0.00117211+0.0131421j 0.000404149-0.0147126j -0.00470941-0.00170893j -0.00479517-0.0195648j 0.000564959-0.0027093j -0.00475668-0.0176559j -0.00300346-0.00089099j 0.00229109+0.00630011j 0.000240037-0.000669853j 0.0043776-0.0019267j -0.000968368-0.00716223j 0.000103788+0.00389488j 0.00327769+0.00578689j 0.00430664+0.00268929j 0.00291564+0.001501j -0.00374469-0.0084805j 0.00555087+0.00719123j 0.00574946+0.00394094j -0.00485149+0.00491301j 0.00454497+0.00699034j 0.0114756+0.00279914j -0.000934346-0.00280563j -0.00376001+0.00361993j 0.0119562-0.00134951j 0.00290734+0.0129538j 0.00961449-0.000926901j -0.037174-0.00975691j 0.0207264+0.0188911j 0.0503532+0.00537396j 0.0191874-0.0215509j -0.026713-0.00519034j -0.192251-0.0357702j 0.0593727+0.0103454j -0.0150255-0.0378728j -0.00305516-0.00166168j -0.000615589+0.000583818j 
-0.00124556-0.0130848j -0.0154993+0.0209325j 0.00150239-0.00305684j 0.00491153-0.0117622j -0.00305142+0.00385724j 0.00683384-0.000698627j 0.00552029-0.0124633j -0.00313111-0.00481959j 0.00464431-0.00414743j 0.0130567-0.0138176j 0.00100176+0.00287068j -0.00783483+0.00510509j 0.00302231-0.0105194j -0.000400321+0.00217138j 0.00365792+0.0040863j 0.0121804-0.00325021j 0.019371-0.0179708j 0.0146757-0.00746965j 0.00399196+0.0133055j -0.0150228+0.00849153j -0.0355785+0.0213251j 0.02326-0.0319995j 0.203168+0.0263575j -0.437868+0.1172j -0.211308-0.0613386j -0.0162591-0.223552j 0.0819985+0.241455j 0.012683-0.0123071j 0.0205441-0.0718976j 0.000991251+0.00676274j 0.0129928-0.0572857j 0.00136957+0.00339662j -0.00099768-0.0166289j 0.00448211+0.0073057j -0.00469768-0.0121719j -0.000906128-0.0112002j 0.000210748-0.0144466j 0.000224434-0.00837905j -0.00603582-0.0203121j -0.00141434+0.00205586j 0.00238004+0.0106008j 4.63858e-05+0.00662956j 0.00422318+0.00146217j -0.00162808-0.00351695j 0.00458594+0.010698j -0.00100522+0.000569094j -0.000134128+0.0031989j 0.000859737+0.00697317j 0.00256927-0.00823825j 0.000854657+0.0036702j 0.00167513+0.00748182j -0.000721079+0.00153269j 0.00238995-0.00187228j 0.00305435+0.0173553j -0.00842829+0.008929j 0.0130612+0.00127943j -0.0170397+0.00112066j 0.0275807+0.018732j 0.0155086-0.00205766j -0.00914347-0.0116331j 0.012831+0.0271718j 0.0138289-0.00422802j -0.109134-0.0307113j -0.0900078-0.0486457j 0.0497854-0.0329899j -0.0156618+0.0131122j 0.00489885-0.0552595j 0.0144813+0.000485664j 0.00854387-0.0005142j 
-0.0169489+0.00965652j 0.00307244+0.0112369j -0.00672008+0.00442269j 0.00283542+0.00735967j -0.00197152-0.00132617j -0.00758921+0.00917556j 0.00533868-0.00173038j -0.0016675+0.00302572j 0.00409386-0.00593968j 0.00481924-0.00795387j 0.00446598-0.00684681j -0.000638341-0.00108041j 0.00499606-0.00158545j -0.0025239+0.0021886j -0.00106995-0.00245128j -0.00345945-0.0025015j 0.00112759+0.00466919j 0.00907769-0.0112921j -0.00432282+0.0122359j -7.24599e-05-0.0180649j -0.00341658+0.0202927j 0.00320311-0.00465056j 0.472937-0.113074j 0.341598+0.00959309j -0.0368241+0.0980919j 0.0346844-0.0758776j 0.0357689+0.147174j 0.0219921-0.0300905j -0.0257561-0.0265958j 0.0207238-0.0201786j -0.0134355-0.0178481j 0.00393619+0.000294141j -0.00263486+0.00562268j 0.00269294-0.00336992j 0.0031367-0.0111012j -4.904e-05-0.00258339j -0.00250135-0.00507231j -0.00022981+0.00290121j -0.00104716-0.0107964j -0.0034085+0.00130403j 0.000591091+0.00207487j -0.00176534-0.00186643j -0.00351192-2.68207e-05j -0.00228221-0.00460579j -0.00341284+0.00855335j 0.00349345-0.00536051j -0.00108649-0.005933j -0.00362205-0.000781656j 0.000877733+0.00245815j 0.0143452+0.00121448j 0.00106768+0.00440496j 0.00410636-0.000709837j 0.00540976-0.000689649j -0.0212934-0.00452645j -0.011016-0.000308861j -0.0135992+0.00405599j -0.0159515-0.011173j 0.0183968+0.00976376j -0.0235973-0.0103134j 0.0361738+0.0114919j -0.00708623-0.00140569j 0.0381294+0.00726714j -0.0918977-0.0445265j 0.168668+0.000980122j -0.00474636+0.0139736j 0.000331984+0.00848869j 0.00478109-0.0227448j -0.00828999+0.0019513j 0.0175486+0.000277546j 
0.00614589-0.0195533j 0.00265592+0.000394275j -0.00426277+0.0141397j -0.00452782+0.00482366j -0.00186062-0.006213j -0.000400278-0.00679012j 0.0028114-0.000655109j -0.00306187+0.0136686j 0.00177445+0.00734142j 0.00157937-0.00253535j -0.00083295+0.00917775j -0.00603774-0.00233815j -0.00456374+0.00929722j -0.00787544+0.00845854j 0.00108674-0.00527576j 0.00928251-0.0129516j 0.00257651-0.00444726j 0.0122811+0.0110962j -0.00299734-0.0176151j 0.0305892-0.00688566j -0.0226084-0.00751694j 0.0763664+0.00238794j -0.23028+0.0372112j 0.217401-0.0412081j -0.0537351+0.0461358j -0.0586301-0.544752j 0.0545149+0.00484016j -0.0271157+0.0492788j -0.0158145-0.0515692j -0.0129622+0.0517957j -0.0137005-0.0392724j -0.00151298-0.0123393j -0.00537398+0.00635756j 0.00253636-0.0122691j -0.00477858-0.00769403j -0.00164388-0.00701532j -0.0040827-0.0167367j -0.00262336-0.00387064j -0.00556733-0.00335657j 0.00123214+0.00753993j 0.00354641+0.00699217j 0.00265426+0.00331554j -0.00469043-0.0111993j 0.00168261-0.00881416j 0.00294691+0.00868036j -0.00225932+0.00520927j -0.00090707-0.00673782j -0.000226839+0.00775472j -0.00687893-0.00166749j -0.0040846+0.0137384j -0.00494668-0.00324813j 0.00727146+0.00756214j -0.00361784-0.0076201j 0.0110233+0.00264681j 0.0163304+0.0180896j 0.00386593+0.0134448j 0.00897443-0.00705438j -0.00543056+0.0199661j -0.00752899-0.00763655j -0.00658491-0.0218117j 0.00681969+0.00733929j -0.0649742-0.0646111j 0.080432-0.01024j 0.0286494-0.0250539j 0.0449399-0.0527531j -0.0115433-0.0421746j 0.0517523-0.070277j -0.00158342+0.00348323j -0.00109445+0.000403461j 
-0.00461328-0.00308888j -0.00248917-0.00882228j -0.00358269+0.00285684j 0.00306324+0.00851039j -0.000952872-0.00441245j 0.00140216-0.00293163j -0.000582722+0.0104486j 0.00187336+0.000589322j 0.00217548+0.00160752j -0.00322515+0.0087797j -0.00314776-0.00353291j 0.00236456-0.00406715j -0.000221334+0.00288115j -0.0026143-0.00420618j 0.000318293-0.0040327j 0.00115932+0.00517739j -0.00131957+0.011728j 0.00157089-0.000177288j 0.00663019-0.00158341j 0.0242572-0.00787414j -0.00251403-0.0110668j 0.0108566+0.00248672j 0.245646-0.016609j -0.155017+0.012325j 0.0873663+0.043921j -0.0996873-0.161822j 0.00191152-0.556553j 0.0187922+0.0620495j -0.0178284+0.0441545j 0.0187381+0.0335186j -0.000816646+0.0278748j -0.00116014-0.00431981j 0.00401977+0.0119855j -0.00229148-0.014453j 0.000666116+0.014688j -0.00119796+0.00297628j -0.00452343+0.00987667j 4.51643e-05+0.00586393j 0.000689475+0.0183641j 0.000904988+0.00864112j 0.00148226-0.00358991j -0.000222279-0.00160471j -0.00133624-0.00188523j -0.00241836-0.0102664j 0.000744412+0.000286106j 0.00271165+0.00815591j -0.0018218-0.00509237j 0.00193119+0.0023559j 0.00198578+0.0102774j 0.00611962+0.00479039j 0.00013821-0.00753913j -0.000444029+0.00810911j 6.66912e-05+0.00227553j -0.00889505+0.00410506j -0.00449593-0.000502679j 0.00517225+0.0181149j -0.00780875+0.00395597j 0.0110452+0.00118197j 0.00436941+0.00829979j -0.00515694-0.0206816j 0.00433257-0.0226857j 0.0488728-0.0617638j -0.0576104+0.0271901j -0.00245249+0.00967565j -0.0151902-0.0190795j 0.0533536-0.0780403j 0.00356827+0.0228272j 0.0108863+0.000726252j 0.00209598-0.00343929j 
0.00427965-0.0102203j -0.010602+0.00707678j -0.00851144+0.00728792j -0.00420642+0.00608859j 0.0071023-0.00781505j -0.00137072+0.000613334j 0.00211168-0.00637552j 0.00421229-0.0101019j 0.00155194-0.000600644j -0.00773401+0.00465014j -0.015407+0.0211211j 0.00185155-0.00937768j -0.00814623-0.00188458j -0.0171014+0.00738568j -0.0150033+0.00937634j -0.00240191-0.00118618j 0.0138215-0.0157455j -0.0347958+0.0437003j -0.0344894+0.0266525j 0.13205-0.0561491j -0.0221575+0.0322591j 0.488989-0.0841232j 0.0329564+0.154636j -0.0492292-0.0407883j 0.0869368+0.347731j -0.0317622+0.087822j 0.0276066+0.059343j -0.000832883+0.000355027j 0.0140165-0.0141827j -0.0031703+0.0155638j 0.0136568-0.0145712j 0.00289581-0.00302185j 0.00206266+0.0194236j -0.000597582-0.0222712j -0.00253391+0.00188263j 0.000991856-0.00672831j 0.00286807+0.0129883j 0.00239614-1.74229e-05j -0.000535631+0.00822622j 0.00321264+0.00359998j 0.00277387+0.00667852j 0.0022385+0.00669252j -0.00617775-0.0105456j 0.00220052+0.00999751j 0.00280069+0.0111622j -0.0080554-0.0130101j -0.00215701-0.0074741j -0.00371488-0.005116j -0.00368513-0.000284016j -0.00634259-0.0245474j -0.00320247-0.0157904j 0.0151744+0.00574689j -0.00962839-0.0142305j 0.00116977+0.000968262j 0.0452186+0.0178686j 0.0179509+0.00723587j -0.0063991-0.008182j 0.0123447-0.0101433j -0.00813057-0.00154662j -0.00862918+0.0137828j 0.0745159-0.00744571j -0.0864496-0.0430735j -0.0342246+0.0114998j -0.0195342-0.00220375j -0.0188053+0.0702066j 0.0145381-0.00593405j -0.0222306+0.0132836j 0.00608354-0.000785135j -0.00197761+0.00170467j 
-0.000658237+0.00478666j -0.00635144+0.00560466j 0.00456051-0.00703825j 0.0106594-0.0172081j -0.00588324+0.013486j 0.00147139+0.00714363j 0.00745817-0.0119962j 0.000576131-0.0110392j 0.00788144-0.015194j 0.00955872-0.0102584j 0.00347933-3.36661e-05j -0.0107592+0.0104604j 0.00513197-0.00995326j 0.00850863-0.00126642j 0.01033+0.00238566j 0.01233-0.00637576j 0.0245491-0.0151125j 0.052065-0.0262181j 0.0109743+0.0141772j -0.167759+0.0082375j -0.0918063+0.0721688j 0.384691-0.079035j 0.027316-0.0245183j 0.13981+0.0767827j -0.0708363-0.448243j -0.0142735+0.0656155j -0.0013554-0.0993096j 0.00158045+0.010146j 0.00922401+0.0140187j 0.00279899-0.01999j 0.0117313-0.00181734j 0.00478126+0.0055724j -0.000406181-0.0312719j 0.00320553+0.0250982j 0.00252406-0.00388289j -0.00148341-0.00537698j 0.00193619-0.00669386j 0.00350235-0.00050255j -0.00161916-0.017542j -0.00224081-0.00839507j 0.00504083+0.00702431j 0.00103896+0.00140812j 0.00352514+0.00911724j 1.78241e-05-0.00117724j 0.00328127+0.000732461j 0.00206737+0.00607089j 0.00660842+0.00701613j -0.000235763+0.00675002j 0.00192432-0.00659498j 0.00236653+0.0157708j 0.00628742+0.00658636j 0.0152985-0.00474898j 0.00687648+0.0143425j 0.0264842+0.0268666j 0.00167393+0.00295463j 0.00560067+0.00472196j 0.00437986+0.0169603j 0.0165947+0.0111944j 0.00480042+0.011356j -0.00046316-0.0521493j 0.0975727+0.0328711j -0.0422973+0.0308564j -0.0197348+0.0092891j 0.00920181-0.015606j 0.0251267-0.0693815j 0.00816287+0.0130909j -0.00427775+0.00357018j 0.00599449-0.000114046j -0.00136021-0.00116232j 
-0.0072182-0.00308815j -0.00607877+0.0160332j 0.00153859-0.0089731j 0.010339-0.0100353j -0.00513732+0.00452694j 0.00717335-0.0109268j 0.0149338-0.0138859j 0.00980757-0.0200549j 0.0122932-0.0170516j 0.00991257-0.00273267j -0.00209888+0.00391648j -0.0162778+0.0108217j 0.0138074-0.0173394j 0.00249884-0.00155245j -0.00636487+0.00818049j 0.00598858+0.00177902j 0.059028-0.0593794j 0.0288568-0.00661844j -0.0426675+0.025475j -0.0670534+0.0273827j -0.389927+0.106693j -0.142818-0.0121555j -0.0628222+0.112566j 0.110853+0.434619j 0.0319607+0.153116j -0.0217883+0.0539723j 0.0209988-0.0461186j -0.00740608-0.0121512j -0.00338022-0.0296902j 0.00737204-0.00559324j -0.000788299-0.0362932j 0.00435608+0.0212854j 0.00478581-0.0104675j -0.00255036-0.000981533j -0.00326669+0.0100449j -0.00466762-0.0157546j 0.000955527+0.00822084j 0.00392567-0.00209961j -0.00654625-0.0110368j -0.00021826+0.00413089j 0.00736898+0.0109779j 2.64415e-05+0.00990597j 0.00487475+0.0173673j 0.000840141-0.000470402j 0.014047+0.0187227j -0.001397-0.00600566j -0.00302069-0.000619129j 0.00248137+0.0086245j -0.00635955+0.00355366j -0.0061927-0.015884j -0.00719594-0.000587278j -0.00161373-0.0018858j 0.00351184-0.005809j 0.0525803+0.0324041j -0.0171434+0.000192475j 0.0243558+0.0307429j 0.0203282-0.0027982j 0.0458738+0.0264863j 0.00666646+0.0341938j -0.0807646-0.0312933j -0.00108988+0.01554j 0.0101995-0.0156707j -0.00610542-0.013578j 0.00663348-0.0706797j -0.0088359+0.0215107j 0.0141848-0.00538505j 0.000272487+0.000969087j 0.00100444+0.000540716j 0.00370334+0.00294602j 
-1.0572e-05-0.00681446j 0.00374769-0.00740299j -0.0113054+0.0175544j -0.00587859+0.00770778j 0.00307545+0.00261743j 0.00135768-0.0046264j -0.00414389+0.0102593j 0.000616348+0.006147j -0.0047772+0.0105982j -0.00771634+0.0078688j -0.00390085+0.000333637j -0.000306465-0.00784537j -0.0103259+0.0163702j -0.00726154+0.00870558j -0.0114529-0.00718932j 0.00108116-0.00620653j -0.0178043+0.0215298j -0.0590114+0.0461907j -0.0241075+0.0230312j 0.370875-0.101545j -0.125748-0.0117062j -0.0920759+0.0789423j 0.10462+0.418606j 0.0440528-0.0876385j 0.0161813-0.25112j -0.00205337+0.0157718j -0.0132827+0.0325809j -0.00885916+0.0401153j -0.0149788+0.00522612j 0.00389306+0.0320288j -0.00784537+0.00270597j 0.00460191-0.0145177j -0.00358771+0.00258171j -0.000564159+0.000596839j 0.0041748+0.00751886j -0.00139065+0.00594567j 0.00193003+0.00216637j -5.45118e-05-0.012307j 0.000657434+0.00754475j -0.000982923-0.0041724j 0.00307891-0.00196739j 0.00423104+0.00603508j -0.00378764-0.00338712j 0.00242997+0.00900384j 0.000445456-0.0070553j -0.00841537-0.00247007j -0.0109471-0.00133641j -0.00339094-0.00248282j -0.00320959-0.0118632j -0.000577008-0.0156306j -0.0215726-0.0109052j -0.00877681-0.00596495j -0.0158101-0.0115457j -0.00796375+0.0136583j 0.0384817+0.027681j 0.0173448+0.00523602j 0.00579431+0.0375361j 0.0117006-0.0324286j -0.0565136-0.00171613j -0.0274189-0.0310906j -0.066614-0.0238035j -0.0187573-0.0153316j -0.0301032+0.0745242j 0.0381614-0.0188606j 0.0120632-0.0261064j 0.00471686+0.00342434j -0.00361282+0.000300955j -0.000265948+0.00462904j 0.00105387-6.42777e-05j 
-0.00283478+0.0160562j 0.00294951+0.00198923j -0.00230132+0.0050738j 0.00720797-0.00124438j -0.000506659-0.0022409j -0.00511545+0.0130434j 0.00403175-0.0106723j 0.00340343-0.0166426j 0.00303253-0.0178513j 0.00535094-0.00480536j 0.0120996+0.00783655j -0.00168348-0.00803804j 0.00288887-0.0130582j -0.00271114+0.00886576j 0.00138097+0.00405615j -0.00240956-0.00311256j -0.0372657-0.0320955j 0.117223+0.0146866j 0.056527+0.0661235j 0.34813-0.131004j -0.268112+0.119702j 0.0194242+0.0265411j -0.0693703-0.416039j -0.0579091-0.100834j -0.0305555-0.0304389j -0.01012+0.0184634j 0.0112096-0.0159546j -0.0122644-0.0224921j -0.00198869+0.0377058j -0.0018871-0.0438077j 0.00372989+0.0154786j 0.0055091-0.0077184j -0.000867609+0.000561238j 0.00323801+0.000798814j -0.00255145-0.0126188j 0.000504115-0.0025494j 0.00131235-0.00425573j 0.00503529+0.00837662j -0.00438459-0.016352j -0.00577266-0.00474652j 0.00629044+0.00516475j 0.000618322-0.00708208j -0.00171392-0.00192233j 0.00313438-0.000223747j 0.00324621+0.0103975j -0.00642734-0.0024228j -0.00607158-0.00863013j -0.00883042-0.0060795j -0.00609222+0.00102341j 0.015965+0.0221986j -0.02378-0.000572589j -0.00161371+0.00349392j 0.00176755+0.00521259j 0.00640252-0.0134695j 0.0269532-5.16415e-06j 0.0388018+0.00297452j 0.00767698-0.0174672j 0.0383109+0.0472263j -0.0748037-0.0200737j -0.0707966-0.00205489j -0.0117633-0.0188665j -0.0447159+0.0331151j -0.0012812-0.0565765j -0.0128965+0.0428475j 0.0065542-0.00711267j 0.0014077+0.00740913j -0.00798469+0.000759535j -0.00650373-0.00229426j -0.00546834-0.000666144j 
