-0.00278688+0.0090429j -0.00219785-0.00748848j -0.0014035-0.000120909j 0.000867765+0.00797066j 0.000422796-0.00509787j -0.000976487-0.00283779j -0.00174605+0.00411669j 0.000864931+0.0045781j -0.000167983+0.00199411j 0.00128238+0.00249956j 0.0011967-0.000491013j -0.000452143+0.00404048j 0.000598284+0.00325098j 0.000676428+0.00458616j 0.000286838+0.000242708j -0.000756405-0.0015895j -1.91272e-05+0.00119655j -0.000990945+0.00204899j -7.47926e-05+0.00117775j 0.000425822-0.000331742j 4.20948e-05+0.00368789j 0.000167372-0.000180666j 0.000154987-0.00115912j -0.000488638-0.00149851j -0.000404413-0.000888004j -5.51966e-05+0.002682j -0.000233984-0.00191142j -0.000237688-0.00102732j -0.000519205+0.00186648j -0.000157687-0.000424283j 0.000583005+0.000839052j -4.70432e-05+0.00231839j 0.000156056-0.00154222j 0.00012055+0.00120175j 0.00074862-0.000259961j -0.000293749-0.00108847j -1.53656e-05-0.00197612j 0.00012636-0.000953085j 0.000721522+0.000941156j -0.000679225+0.00293366j 0.000107446+0.000846535j 0.000966607+0.000222871j -0.000691389+0.00245958j 0.00056363+0.00118366j -0.000275043-0.00195222j -7.25564e-05+0.00125235j -0.000411261+0.00129667j -0.000210624-0.000199869j 0.000215727+0.000584695j 0.000448392+0.0019154j 0.000403745-0.00219122j 0.00140172+0.00107547j -0.0015494-0.00176674j -0.000475963+0.0007235j 0.00150373-0.00401069j 0.00117432-0.00279385j 0.00203612+0.00337981j -0.00234818+0.00094671j -0.000939464-0.00721874j 0.00239607-0.00256751j 0.00140065-0.0047072j 0.00197147-0.00340301j 0.00745007+0.00319478j 0.00166669+0.0184856j -0.0197678+0.00787616j -0.0194067-0.0220646j -0.0600022+0.0141828j -0.0215002-0.0351228j 0.0156204-0.043458j 0.227047-0.0101654j 
0.000288927-0.000540607j 0.000223233+0.000675004j -0.000570573+0.0019469j 0.000812103+0.00233287j -0.000472742+0.00800405j -0.00198748-0.000536634j 0.000374176+0.00392327j 0.00238217+0.00089875j 0.0022444+0.0111466j 0.000203317-0.000950919j -0.000432906+0.00641338j -0.00223576-0.0103332j -0.00285332+0.00481312j -0.00440207-0.0162237j -0.00449243-0.0190006j 0.00587846-0.0187429j 0.00320269+0.0266801j -0.00406304+0.0224719j -0.00461755-0.00869159j 0.00425376-0.0457383j 0.00111226-0.0371664j -0.00809683+0.0453573j -0.0123517-0.0152005j 0.00816497+0.0136139j -0.0142217-0.0634587j 0.00316447+0.030488j -0.00276651+0.0231052j 0.00117955+0.0195917j 0.00548784-0.00830425j -0.0103252-0.0592777j -0.00141039+0.00601173j 0.0123983-0.00528193j 0.00589217+0.00817403j 0.000500854+0.00622694j -0.0220093+0.00801093j -0.00138923+0.0388433j -0.00712408+0.0158928j 0.00409728+0.00867155j 0.00117149+0.00854304j -0.0040754-0.00345351j 0.00120707+0.0077246j -6.55937e-05+0.00367342j -0.00564128+0.014557j -0.000364083+0.0130763j 0.000287838+0.00442608j 0.00178872+0.00303952j 0.000909104+0.00719002j 0.00333851-0.00610443j 0.000388719+0.00540411j 0.00369216-0.00713109j 0.0031064-0.0108626j -0.00281056+0.000879623j 0.00251766+0.00476989j -0.00212303-0.000187398j -0.00327857+0.0115598j 0.00065371+0.00699209j -0.00170114+0.00552957j -0.000258233+0.00175981j 0.00384325-0.00729054j -0.00104504+0.0051123j -0.0011+9.58604e-05j -0.000406054-0.00401638j -0.00309148-0.000211753j 0.00481907-0.00175469j 0.000617519+0.000333498j 0.00401536-0.00136974j -0.00571162+0.000975704j 0.00036224-0.000578885j 4.00953e-05-0.000427948j -0.00221349-0.000198536j 
-0.00257583-0.00124475j 0.00181467-0.00463716j 0.000577095+0.00600736j 0.00186445-0.0012526j -0.00124405-0.00113728j -0.00319533-0.00289237j -0.000586208-0.0052855j -0.00272887+0.00224068j 0.000350426+0.00548878j 0.00416039+0.0134697j -0.000190295-0.0102317j 0.00249651+0.0162899j -0.00203649-0.00353313j 0.000812768+0.00637718j 0.0162252+0.0303149j 0.00467212+0.0150108j 0.00170424+0.0259699j 0.00213401-0.0248223j -0.0124093-0.000547604j -0.000362025-0.0342198j -0.00683187-0.0236844j 0.00771257+0.0194187j -0.0013085+0.0486772j -0.000872048+0.00823277j 0.00014696+0.0078497j 0.00325553+0.0231928j 0.00271847-0.0351782j -0.0130747+0.0195572j 8.17529e-08-0.0035047j -0.00761853+0.00925521j 0.0102314+0.0467674j -0.00150897+0.00991437j -0.00508463+0.0387136j 0.00261576-0.0527046j 0.0347269-0.0140536j -0.00178435+0.0271111j -0.000800601-0.00277305j 0.0071114-0.0175586j 0.00422897-0.0242358j -0.00706287+0.00827766j 0.00264184+0.0027161j 0.00299265-0.0148913j -0.00150791+0.00465481j 0.000357539-0.00501589j -0.000383177+0.00309665j -0.000935782+0.00175561j -0.0020551+0.00848298j -0.00238415-0.000836605j -0.00592888+0.00160748j -0.000268447-0.000904769j -0.000679985+0.00665654j 0.00317858-0.00498303j 0.00358919-0.0107519j 0.00227962+0.00252996j -0.000636594-0.00246863j 0.000739522-0.00156985j 0.00356381-0.00459276j -0.00282803-0.00474639j 0.00342745-0.0017855j -0.000237272-0.00150768j -0.00067967+0.000873946j 0.00200521+0.0009955j 0.00361918-0.00132465j -0.00333909+0.0028277j 0.00519458-0.0059612j -0.000380642+0.00247316j -0.00367522-0.001393j -0.00422353+0.00351205j -0.000662255+0.00208412j 0.0086291+0.000135595j 
-0.00245636-0.00202038j 0.00242268-0.00523126j -0.000749991-0.0068632j -0.00325321+0.00332308j -0.000620738-0.00871761j 0.000165565-0.00114209j 0.00272123+0.00716725j -0.00181667+0.00355115j -3.9105e-05-0.00874555j 0.0019706+0.00432676j 0.000804633-0.00565168j 0.00830283+0.0343517j -0.00657198+0.008003j -0.000969208+0.0242342j 0.00471317-0.0165886j -0.0142094-0.0252909j 0.00976726+0.015449j -0.00362125-0.0126584j -0.000827541-0.0135249j 0.0161179+0.0682004j -0.00231473-0.0100451j -0.00692408+0.0442518j 0.00307231+0.0162554j 0.00273939+0.0385j -0.00119371+0.00940694j -0.000731239-0.0414049j 0.00648233-0.00554074j -0.00479981+0.0161172j -0.0160824+0.0615801j 0.000699023-0.0104689j 0.00979447-0.0211394j 0.00160915-0.00803299j 0.00427864-0.0123643j -0.00416747+0.0236653j 0.0264621-0.00941557j 0.00319387+0.0170693j 0.0102706-0.0320682j -0.00258811-0.000661577j 0.00630844-0.0150542j -4.92658e-05+0.00351531j -0.000509581+0.00644987j -0.00200645+0.00916529j -0.00452077+0.00906704j -0.00576612+0.00775712j -0.000853928+0.00462984j -0.00100719+0.0137736j -0.00463469-0.00073276j 0.0008989-0.00422465j -0.00136588-0.00210192j -0.00258941+0.00578175j -0.000721183+0.0056399j 0.00523324-0.00925599j 0.00116358-0.00816049j 0.00151451+0.00408537j -0.000351193-0.00075548j -0.00205267+0.0016809j -0.00251901+0.000733657j 0.00216397-0.00324433j 0.000571161+0.000607918j 0.000879981+0.0028749j 0.0026034-0.00456124j 0.00307935+0.00042648j 0.000945171-0.00221259j 0.000390057-0.00338121j -0.0014573-0.00312442j -0.000200925+0.00115632j -0.00301252+8.82557e-05j 0.00187386+0.00470165j -0.0063284+0.00534086j 0.019447+0.00238288j 
0.000598514-0.00033326j -0.000342087+0.00161029j 0.00291491+0.00730517j 0.00342159-0.009496j -0.00111412+0.00334802j 0.000671153-0.00154266j -0.000528003-0.00124505j -4.61974e-05-0.0119424j -0.000115507+0.00664535j 0.000977426-0.000775395j 0.000340864-0.00878841j -0.00804845-0.0276218j 0.0043219-0.00960296j 0.0129464+0.00331968j 0.00278296-0.00637465j 0.00674685+0.0274742j 0.00342016+0.0376125j -0.000141568+0.0372298j -0.00298233-0.0114351j -0.00140683+0.0355812j 0.00284844+0.0325071j 0.0176826+0.0281332j 0.00228523+0.0770719j -0.0110283-0.0358798j 0.00337591+0.000584227j 0.00186009-0.0512432j -0.0070031+0.045821j -0.00081298-0.000250793j 0.0015316+0.0176918j 0.00321913+0.00124672j -0.00117501-0.0025837j 0.0036157+0.0063561j 0.000886388-0.0188934j 0.00251141-0.0139666j -0.0189645+0.00393183j -0.000892986-0.00495764j -0.000694267-0.00338317j 0.00279561-0.00499932j -0.000231603-5.51657e-05j 0.00297122-0.00510675j 0.00121355-0.00108358j 0.00123736-0.000648017j 0.00147047+0.00364914j 0.00415696-0.00406939j 0.000317261-0.00171763j 0.000769282-0.010497j 0.00424601+0.00261275j -0.00167716+0.00459292j -0.001838-0.00233225j 0.00216884-0.00995464j 0.00159271-0.00196599j -0.00372204+0.00599645j -0.000128598-0.00194672j -0.00182519-0.00404978j 0.00181795-0.00325419j -0.000657873+0.00432547j 0.00370702+0.000616055j -0.00320508+0.00154848j 0.000348267-0.00368196j -0.00174246-0.000669323j -0.00381641+0.00809254j -0.00252879+0.00065668j 0.00312344+0.00149506j -0.00372113+0.00788442j -0.00144058+0.00230732j -0.000705498-0.0016716j 0.00520862+0.000129547j -0.00468748-0.00294598j 0.00213828-0.00540089j -0.01741-0.00133412j 
0.000651082-0.00581892j 0.00296605-0.000631574j 0.00177224+0.00276442j 0.00161713-0.00355659j -0.000607416+0.00254487j -0.00160653+0.00838089j 0.000643034-0.0101801j -0.000277597+0.00038286j 0.0046+0.0184721j 0.00501446+0.0204096j -0.00996108-0.037735j 0.00683078-0.0163991j 0.00640148+0.038303j 0.000324316-0.00924668j 0.0103624+0.0253161j 0.00790229-0.0311515j 0.00492626+0.00664924j 0.00675285+0.0273767j -0.00975561-0.0412598j 0.00419385+0.0264735j 0.00202343-0.0438449j -0.00980294-0.0039767j -0.00498536-0.0153171j -0.00856875+0.0241207j -0.00845003+0.0127169j 0.00784134-0.032977j -0.00403759-0.0210571j -0.00218193-0.0390108j 0.00618756-0.000548646j -0.00244047-0.0014564j 0.00600846-0.0520014j -0.00219329+0.0154476j -0.00082041-0.00913037j 0.00249964-0.028894j -0.00908116-0.000999161j 0.00280851+0.0128068j 0.000937078-0.00418255j -0.00214233+0.00255198j 0.000366919-0.00878058j -0.00191365-0.00377773j 0.0014305+0.0103586j 0.000694249-0.00267704j -0.00472985+0.0140797j -0.000398238+0.00267412j -0.00123105+0.00950069j 0.00251792+0.00376313j 0.00354106+0.00266527j 0.00137446-0.0050669j 0.00067269-0.00845917j 0.00114274-0.00436696j 0.00347394-0.00366481j -0.00257733+0.00121204j 0.00144252-0.00241483j -0.000203911+7.97514e-06j 0.000452056-0.000824192j 0.00170687-0.0051274j 0.00326161-0.000289108j -0.00391032+0.00231282j 0.000151904-0.000136419j 0.000259594+4.48713e-05j -0.00423331+0.00189756j 0.00239118-0.0047641j 0.00380415-0.00109485j 0.000876295+0.0011191j -0.000175245-0.00734561j 0.00100569-0.00240759j -0.00482421+0.00551352j -0.0023129+0.00161138j -0.0198267-0.00172416j -0.00206619+0.00510035j 
-0.00369297+0.00582151j -0.00168103-0.00568528j 0.00331699+0.00453841j 0.00127867-0.00997171j 0.00107277-0.00551085j -0.00120778+0.0010025j -0.00304343+0.000395126j -0.00195354-0.0152118j -0.00556441-0.00326066j 0.00987743+0.0408318j 0.0154296-0.00223072j -0.0023368+0.0128073j 0.000403019-0.00648774j 0.00954243-0.0147892j 0.00017093-0.0444273j -0.0086084-0.0265517j -0.0169024-0.0419604j -0.000577044+0.0224811j 0.00325501+0.0504059j 0.00698936-0.043322j -0.0103429-0.00874019j 0.0187272+0.0183768j -0.00471956-0.00481042j -0.0105608+0.00808279j 0.00310468-0.00839268j -0.00362839+0.0129765j -0.000915739-0.0013791j 0.00567253-0.0375952j -0.00391033+0.0114596j -0.00111659-0.008028j 0.0018418+0.0242054j 0.00176387-0.00658936j 0.000359112-0.0151804j -0.00086214+0.00123454j 0.00460723+0.00240946j -0.00120632+0.00170132j 0.000214415+0.0035301j 0.00238636-0.00618958j 0.00115327-0.00446033j 0.00183187-0.00491558j -0.000327667-0.0095261j 0.000950818+7.17241e-05j -0.00160756+0.00395593j 0.000212051-0.000719296j 0.00150766-0.00140981j 0.00124099-0.00668057j 0.000775442-0.00071931j -0.0013243+0.00117262j -0.00295252+0.000109967j -0.00223798+0.000908939j -0.000607285+0.00644126j -0.00337192+0.0134781j 0.00170648-0.00270168j -0.00119187+0.00642204j 0.00244552-0.00573688j -0.00117345+0.00125685j 0.0041302-0.00554313j -0.00143952+0.000173877j 0.00349321-0.00085787j -0.0022921-0.00325085j -0.00468322+0.00624501j -0.000166402+0.000153594j 0.00375585+0.00153963j -0.00667798+0.00347867j 0.00317513-0.000738028j -0.0034419+0.00553464j 0.0105237-0.00697284j -0.012925+0.00458343j 0.0143912+0.00390527j 0.0108666-0.00361686j 
0.0013206+0.00271657j -0.00205755+0.00258305j -0.00103405-0.00394905j -0.00147996+0.00406729j 0.00343998+0.00331307j 0.000184507+0.0127054j -0.00156212-0.00869509j 0.00243398+0.0044855j -0.00337478-0.0216709j -0.00598454+0.0111528j -0.000504118+0.0279041j 0.00602289+0.0176656j 0.00570588+0.0460445j -0.0086676-0.063512j -0.0085698-0.0292481j 0.00844968+0.00826387j -0.00845574+0.0639359j 0.00828596+0.0314186j 0.0081922+0.00986494j 0.00541633+0.0483989j 0.00335697+0.0290066j -0.00907948+0.0107903j 0.00626416-0.0224029j 0.00290313-0.00994503j 0.00469959+0.00858103j 0.00383114-0.036229j -0.000106973-0.0108302j 0.00810157-0.014855j 0.00664359-0.00213998j -0.00197798-0.00438384j -1.15443e-05-0.000172148j -0.00104682+0.00379134j -0.00820346+0.0194516j -0.00298594+0.0113908j -0.00256859+0.00185734j 0.000608387+0.0049894j -0.00170949+0.00828777j 0.00116398-0.00756852j -0.00346677+0.00138616j 0.00399286-0.00976833j -0.0023513-0.00273129j 0.000904137-0.00172936j -0.00349644+0.00442193j -0.00221403+0.00111427j -0.00230107+0.00435261j 0.00126451-0.00223612j 0.00151335-0.00690556j 0.00119132+0.00249849j 0.00353617-0.00414635j 0.000394314+0.000514679j 0.000899377+0.00341692j -0.00075395+0.00406758j -0.00257272+0.0104762j 0.000981977+0.00496464j -0.000209328-0.00242721j 0.00104065+7.96983e-05j -0.000740537-0.00181562j 0.00198797-0.000537503j 0.00199247+0.000568199j 0.000143369-0.000752082j 0.00244094-0.00786278j 0.0027648-0.00381898j -0.00285683+0.00131205j 0.00429293-0.00608422j 0.00356264-0.00128508j 0.000432122+0.00102153j 0.0011461-0.00039795j 0.000577145-0.000143284j 0.00106801+0.000819856j 0.00151383-7.80724e-05j 
-0.00544753+0.000452626j 0.00270825-0.0101583j -0.00337811+0.00524532j 0.000134334+0.0142968j -0.00337623-0.0013006j -0.00740501-0.0225347j 0.00317835+0.031629j -0.0101555+0.00543113j -0.0016736+0.0366997j 0.0150281+0.0300662j 0.00796873+0.0633717j -0.00511817-0.0361105j -0.0209239+0.030182j -0.0129293+0.00993825j 0.00290576-0.0212603j -0.000425402+0.0370547j -0.000332268-0.00262912j -0.0181768-0.00129432j -0.0119794+0.00170216j 0.012154+0.027056j 0.00194192+0.0150704j 0.00523865-0.0369542j -0.00414177-0.00945264j 0.00642008-0.0318196j 0.00203639-0.00845509j -0.00300582+0.0157982j 0.00405998+0.00745154j -0.00229022-0.015756j -0.00212293+0.0107312j -0.000198083+0.00694103j 0.00529821-0.00810134j 0.0039067+0.00600897j 0.00505459+0.000329682j 0.00324602-0.00216712j -0.00925746+0.00133503j -0.00353123+0.00988523j -0.00378945+0.0101627j 0.0058902-0.000787573j 0.0064266+0.00274959j -0.00139761-0.00863886j 4.45934e-05-0.00295684j -0.0017539+0.006125j -5.8899e-05-0.00516799j -4.57704e-05-0.00252488j 0.00167522-0.00910242j -0.00115946+0.00500019j -0.00248466+0.00647149j -0.000930267-0.000597451j -0.00363728+0.0136752j 0.00673125-0.00748408j 0.00185075-0.00875521j 0.00280233-0.00219422j 0.00563609+0.00209535j -0.00197179+0.00148679j -0.0014871+0.0153179j 0.00100139+0.00103185j -0.00127465+0.00272961j -0.00227874+0.00495729j 0.00952239-0.00830011j 0.00131429+0.00758981j -0.00190851+0.00383293j -0.00223806+0.00286489j -0.007734-0.0013387j -0.00132195-0.00451743j 0.000705674-0.0030228j 0.0052533+0.0030107j -0.0111386-0.00489342j 0.00297897+0.00815078j 0.00565202+0.0119972j 0.0381487-9.03653e-05j 
0.000306352-0.00985013j 0.00538602-0.00375714j 0.00178123-0.0147036j -0.00253857-0.000547006j -0.00410983-0.0289647j 0.00492928+0.0242817j 0.0124886+0.0210432j 0.000836573+0.0203324j 0.00549342-0.0297986j 0.00716825+0.0344583j -0.000839232+0.0151105j 0.00696816-0.0423452j -0.0190685-0.0724402j -0.000798485-0.00174774j -0.00151922-0.0381505j -0.0202205+0.0154979j 0.0117867-0.0192119j -0.00187148+0.0316821j 0.0043676-0.0129253j 0.00780233-0.0372474j -0.00114658+0.0321156j -0.0063426+0.00971092j 0.00245179-0.00666615j -0.00267018-0.00905083j 0.00346893-0.0109069j 0.00256159+0.000921294j 0.00405033-0.00544076j -0.00132975+0.011647j -0.00653261+0.0101671j -0.000521079+0.00272474j 0.00263066-0.00449538j 0.00151459-0.00308708j -0.000902445+0.00279963j -0.0002451+0.0105638j 0.00430564+0.000217746j -0.000663267-0.0002778j 0.00289598+0.000487972j -0.00118816-0.00384833j 0.00380702-0.00158086j -0.00034018+0.00718052j 0.000649268+0.000378337j -0.000746564+0.00668019j 0.00328214-0.00344827j 9.59187e-05+0.00430901j -0.000445505-0.00641233j -0.00198836+0.0079292j -0.00345705-0.000625266j -0.00147261+0.00150887j 0.00090693+0.00768178j 0.00285038+0.00457149j -0.000537597-0.00460724j 0.000156762-0.00334335j -0.000618835-0.00135195j 0.00112697-0.000466778j 0.00138475+0.00109266j -0.000128623-0.00388371j -0.00217609+0.00370375j 0.00184636-0.000242268j -0.0015425+0.000854461j 0.00389788-0.00161659j 0.0018693-0.00796761j 0.0011661+0.00225081j 0.00101599+0.00213157j 0.00226829-0.00284467j -0.00241663-0.00585799j -0.000453744-0.00409966j -0.00243978+0.00797012j 0.0042242+0.00434498j -0.0363181+0.000364136j 0.00729044+0.0105358j 
-0.00403463+0.00802101j -0.00160738-0.00774757j 0.000833746-0.00135034j -0.00150603-0.00271423j -0.00168565-0.0326567j -0.00541562-0.0231148j -0.00142506+0.0297185j -0.00628728-0.0313738j -0.00979992-0.0526185j 0.00261845-0.0325173j 0.0179083-0.0230965j -0.0122691-0.021421j 0.00472501+0.0370563j 0.00248295+0.04236j 0.0091255-0.0131706j -0.0054966-0.0471141j 0.00498106+0.0259077j -0.0143643+0.0356276j 0.00453113-0.0284767j -0.00516526+0.0236088j -0.0102674-0.00024943j 0.00741015+0.000698687j 0.00330575-0.0117634j -0.00017686+0.00543583j 0.00299977+0.00360297j -0.00242723+0.00272169j 0.00105507+0.00357323j -0.00123544+0.00354623j -0.000136669-0.00810267j -0.00246054-0.00015459j -0.00372867+0.0134564j 0.000974512-0.00384682j 0.00166452-0.00585071j 0.00144641-0.00562361j -4.45658e-05+0.0017905j -0.000516858-0.00470453j 0.00348388-0.0035338j -0.000240193-0.00217119j 0.00134282-0.00173417j -0.000438849+0.00713467j 0.000375468-0.00373279j -0.000404833+0.00263578j -0.000772716-0.000750449j -2.02544e-05-0.00148976j 0.00110276-0.000755569j -0.0021131-0.00328983j -0.00105944-0.00560961j -0.000176662-0.00169655j -0.00391462+0.00205612j -0.00337718+0.00392554j 6.15668e-05+0.00191536j -0.00142968+0.00550372j 0.00268143-0.00941929j -0.00176524+0.000897389j 0.0034062-0.00237887j -0.00260704+0.0040412j 0.000713877-0.00335102j 0.00183258+0.00314336j 0.000712926+0.003476j -0.00281008+0.00282297j -0.000882119+0.00605207j -0.00159668+0.00531647j 0.00161456-0.00025828j -0.00315422-0.000822857j -0.00185314+0.00287373j -0.00593759+0.00843906j 0.0105245-0.00834462j -0.0114579+0.00861626j 0.0189597+0.0111639j 0.0313492-0.00366302j 
0.000712226+0.00220962j -0.00279032+0.00221105j -0.00616702-0.0211138j -0.00583187+0.0204217j 0.00740818+0.0278882j -0.00235975-0.0537j 0.0095085+0.00951475j 0.00483458+0.0353648j -0.00764-0.0315124j -0.0127241+0.0142306j -0.0213987-0.0599481j -0.000807348+0.00907984j 0.0049683-0.0342338j -0.0254583+0.0203086j 0.00582566-0.0350921j 0.00733426-0.0197917j -0.00270664+0.00695249j 0.00146171-0.0423985j 0.00195092+0.00183804j -0.004917+0.00326191j 0.00180489-0.00206475j -0.00488203-0.00177903j 0.00373985+0.0057788j 0.00385125-0.0123525j -0.00155092-0.0131839j -0.000943027+0.00276131j -0.000471318+0.00544837j 0.000637677+0.000813538j 0.00021817-0.00291898j -0.000279252+0.0032768j -0.00204859-0.00574147j 6.67069e-07+0.00859251j -0.000796724+0.0107127j 0.000180059-0.000252495j 0.00189283+0.000433701j 0.00215427-0.00044237j -0.000975799+0.00677233j 0.000682777+0.00727743j 0.000303337+0.00765887j 0.00017582-0.00775886j 1.2587e-05+0.00490437j -0.00119096+0.00438831j 0.00135631-0.000679605j -0.00166769+0.0037296j 0.000115388+0.00205425j -0.00100358+0.00574649j -0.00309803+0.00696169j -0.00115937-0.000692688j 0.000389034-0.00155108j 0.00282887-0.00757542j -0.00134216-0.00034509j 0.000256067-0.00526081j 0.00224284+0.000185285j 0.00184345-0.00366983j -0.00110966+0.0100946j 0.000916254-0.00314847j -0.00334946+0.00283763j 0.00410359-0.00065506j 0.00169541-0.00406821j 0.00639081-8.89082e-05j 0.00150121-0.0024956j -0.000453689-0.000844837j -0.00761242+0.00261508j 1.94768e-05-0.00421352j -0.00605951+0.00101377j 0.00808175-0.00573981j 0.00146502+0.00188761j 0.01463-0.00170722j -0.00392381+3.0064e-06j 0.00102063+0.00181319j 
-0.000973517-0.013966j 0.00474678-0.010165j -0.00446029-0.00154228j 0.00563951+0.0337448j -0.0115946-0.0493301j -0.00285053-0.0351427j 0.00383678-0.0707389j -0.0316609-0.0502395j 0.0149382-0.0121856j 0.00827382-0.0112422j 0.00590419-0.0421282j 0.00566919+0.0434563j -0.0140239+0.0241485j -0.00197106+0.00689379j 0.00456909+0.00481068j -0.00258415+0.0104328j 0.000136661+0.00562956j -0.00156735-0.00112661j -0.00162335-0.000466972j -0.000220207+0.000599886j 0.000680194-0.00608085j 0.00752403-0.00224639j -0.00364603-0.0013549j -0.000909167-0.0121686j 0.00354451+0.00401339j -0.000134614+0.00939144j 0.00213139+0.0110463j -0.00606451-0.000307983j -0.000577036-0.00257175j -6.2323e-05+0.00410324j 0.00177499+0.000635304j 0.00103806-0.0022979j 0.00118276-0.00401463j 0.000271556-0.00350956j -0.0063872-0.000717791j 0.00070489+0.00715571j -0.00302516+0.00779905j 0.00208018-0.00840396j 0.000534045-0.000851465j -0.00130214-0.00469587j -0.001742+0.001418j -0.00113776+0.000711655j 0.00104509+0.00222878j -0.00339703-0.0025873j -0.000608521-0.000277461j -0.00238553+0.00276381j 0.000597297-0.00544438j -0.0030111+0.0027792j -0.00469356+0.00357955j 0.0023333-0.000178881j 0.00139774+0.00233035j 6.86199e-05-0.00167204j 0.00354968-0.00380896j 0.00240232+0.00200462j -0.000182693+0.00632636j 0.000439733-0.00528598j 2.1845e-05-0.00254783j -0.000278292+0.00400533j 0.00266093-0.00161138j 0.00510433+0.00728974j -0.000513262-0.00566682j 0.000882021+0.00346983j -0.000299856-0.00165568j -0.00154592-0.00200716j -0.00600392-0.0149689j 0.00779417-0.00674716j -0.00534288+0.0147292j 0.0136686+0.00881423j -0.0650287+0.0014741j 0.017671+0.0208348j 
0.00514569-0.0144779j 0.00208005+0.0100013j -0.00231388-0.0459681j -0.00101938-0.0110887j -0.000435288+0.0108784j 0.0159718+0.0237825j 0.0208397+0.046232j 0.00990142-0.0730067j 0.0121304-0.0102027j -0.00943376+0.00347731j -0.00667897+0.00182479j 0.00928051-0.02346j 0.00020009+0.051857j 0.0021197+0.00678197j 0.00050854-0.0172117j -0.00390749-0.0137353j 0.0046792+0.00410973j -0.0044305-0.0039228j 0.00382825+0.000974482j 0.000680131+0.00223644j -0.000885317+0.00978934j 0.00126786-0.0062334j 9.85971e-05-0.00204778j 0.00156096-0.00882174j -0.00058478-0.00752223j -8.60811e-05+0.00468697j 0.00347608-0.00780976j -0.00190119+0.00194234j -0.00262868+0.00270777j 0.000258286+0.00200739j -0.00204293+0.000866635j 0.00227425+0.00399457j -0.000582583+0.00252159j 0.00226501+0.00455388j 0.00616229-0.00142848j 0.00205429-0.00639374j 0.000325685-0.00122324j 0.000513729-0.000171954j 0.00129948+0.000346852j -3.54869e-06+0.0047118j 0.00238581+0.00371714j -0.000987219+0.00604065j -0.0013096+0.00482115j 0.000129838+0.0114057j -0.000957724-0.000911106j 0.00250477+0.00851801j -0.00437535+0.00466579j 0.00345252+0.000128985j 0.00697451+0.00286929j 0.00137689+0.00431747j -0.00291365-0.00230646j -0.00098308-0.00742742j 3.14171e-05-0.00342895j -0.00213541-0.00371715j 0.00161578-0.00232056j -0.00175654-0.00185587j -0.00636704+0.00652645j 0.00462841+0.000231533j -0.00452818-0.00755972j 0.00429317-0.00842956j 0.00180756-0.0104257j -0.00161396-0.0033227j -0.00363552+0.00774295j 0.00497165+0.0074625j -0.011216+0.00624575j 0.00296385-0.0148744j 0.0124694+0.014583j 0.00803826-0.0162521j -0.0288727-0.0275257j -0.0811454+0.00336767j 
-0.0120132-0.0112967j -0.00739821-0.0350355j 0.0182219+0.0112055j 0.00406198-0.0575736j -0.00353261-0.00303883j -0.0146445+0.00973204j 0.00749373+0.0321008j 0.0030953+0.0273409j -0.00930243+0.0038487j 0.00796558+0.00301436j 0.00242925+0.0187485j -0.00502052+0.0107733j 0.00855125-0.00885899j 0.00435745+0.00117995j 0.00377385+0.00509212j 0.00179936-0.0177139j -0.00252697+0.0056721j -0.00458463-0.00274109j -0.000989635+0.00447213j -0.00130143+0.00815395j 0.0026246-0.00167392j 0.00939883-0.00386381j -0.00369697+0.00186318j -0.00292772-0.00796878j 0.000646047+0.000478869j -0.000189958+0.00429652j -0.000643821+0.00211448j -0.000759741-0.0035217j 0.000685713-0.00645481j -0.00218849+0.000545718j 0.000785181+0.00758969j 0.00685037-0.00432832j 0.00478857-0.000261138j 0.00102882+0.00756354j 0.00103411-0.00330815j -0.00387948+0.00022704j -0.00237965-0.000463813j 0.00552022-0.00604861j 0.00673173+0.00335798j 0.00155132-0.0020176j 0.00153329-0.00101801j -0.000344749+0.0089687j 0.000375789+0.00204434j -0.000128908+0.00167622j -5.21644e-05-0.00595971j -0.0018231-0.00180146j 0.0045593+0.000587165j -0.00405719-0.00517697j -0.00948459-0.00352313j 0.00094168+0.005477j 0.000963384+0.00421782j 0.00258735+0.00067938j 0.0037281-0.00867186j -0.00238866+0.00402789j -0.000585366+0.00476194j -0.000240234-0.000172973j 0.00657959+0.00963228j -0.0123523-0.00221253j 0.00427403-0.00268181j -0.00375542+0.0116009j -0.00403819-0.00703809j -0.00230443+0.00674981j 0.0167265-0.000125751j -0.00806587+0.00965405j 1.32939e-05-0.0274986j 0.00455576-0.0159306j -0.014682+0.0341494j 0.0115953+0.00155824j -0.143992-0.024228j -0.0386199+0.0405589j 
