-0.00278688+0.0090429j -0.00219785-0.00748848j -0.0014035-0.000120909j 0.000867765+0.00797066j 0.000422796-0.00509787j -0.000976487-0.00283779j -0.00174605+0.00411669j 0.000864931+0.0045781j -0.000167983+0.00199411j 0.00128238+0.00249956j 0.0011967-0.000491013j -0.000452143+0.00404048j 0.000598284+0.00325098j 0.000676428+0.00458616j 0.000286838+0.000242708j -0.000756405-0.0015895j -1.91272e-05+0.00119655j -0.000990945+0.00204899j -7.47926e-05+0.00117775j 0.000425822-0.000331742j 4.20948e-05+0.00368789j 0.000167372-0.000180666j 0.000154987-0.00115912j -0.000488638-0.00149851j -0.000404413-0.000888004j -5.51966e-05+0.002682j -0.000233984-0.00191142j -0.000237688-0.00102732j -0.000519205+0.00186648j -0.000157687-0.000424283j 0.000583005+0.000839052j -4.70432e-05+0.00231839j 0.000156056-0.00154222j 0.00012055+0.00120175j 0.00074862-0.000259961j -0.000293749-0.00108847j -1.53656e-05-0.00197612j 0.00012636-0.000953085j 0.000721522+0.000941156j -0.000679225+0.00293366j 0.000107446+0.000846535j 0.000966607+0.000222871j -0.000691389+0.00245958j 0.00056363+0.00118366j -0.000275043-0.00195222j -7.25564e-05+0.00125235j -0.000411261+0.00129667j -0.000210624-0.000199869j 0.000215727+0.000584695j 0.000448392+0.0019154j 0.000403745-0.00219122j 0.00140172+0.00107547j -0.0015494-0.00176674j -0.000475963+0.0007235j 0.00150373-0.00401069j 0.00117432-0.00279385j 0.00203612+0.00337981j -0.00234818+0.00094671j -0.000939464-0.00721874j 0.00239607-0.00256751j 0.00140065-0.0047072j 0.00197147-0.00340301j 0.00745007+0.00319478j 0.00166669+0.0184856j -0.0197678+0.00787616j -0.0194067-0.0220646j -0.0600022+0.0141828j -0.0215002-0.0351228j 0.0156204-0.043458j 0.227047-0.0101654j 
0.00121567-0.000351478j 0.000185316+0.00090885j 0.000249708-0.00167995j -0.00197691-3.62102e-05j 0.00423222-0.00135325j 0.00034474+0.00213414j -0.00255243-0.00261151j -0.00542061-0.000740018j -0.00136954-0.00349397j 0.00659715+0.000731888j -0.00692574-0.000259788j -0.00427844+0.00353404j -0.00372546+0.00265749j -0.0129198-0.0041036j 0.00207247-0.00572811j -0.00563754+0.000853995j -0.00562417-0.000386386j 0.00419326+0.0028803j -0.0129575-0.000545505j -0.0129648+0.00241305j 0.0106019+0.000136254j 0.0272628-0.000358721j -0.00243794-0.00597531j 0.0370122+0.00158896j 0.00247813-0.00022086j -0.0505519+0.00314702j -0.0381517+0.00381037j -0.0497099+0.00535378j -0.0232247+0.00490016j 0.00153763-0.00411064j -0.00624002+0.00180159j -0.0141574-0.000555471j -0.0136937+0.00129405j -0.0467002+6.07128e-05j -0.027688-0.0639417j -0.0219113-0.00388222j -0.0505177-0.00144699j 0.101859+0.00343376j 0.00132989-0.00189346j -0.0241996-0.0045378j 0.00912287+0.00145051j -0.00850756+9.69778e-05j 0.0210231+0.00981885j 0.0470693+0.00513292j 0.029709+0.000296571j -0.00649051-0.0073718j -0.0107476-0.00492556j -0.014015+0.00390918j -0.0181983+0.000674858j 0.0227862+0.000688338j 0.014519+0.000504323j 0.0131971+0.00618246j 0.00733118+0.00398091j 0.00704464-0.000159993j -0.0061423-0.0029743j 0.00461967+0.000469789j -0.0109476-0.000676119j -0.000378835+0.000626223j 0.00547921+0.00061356j 0.00290306-0.000518214j -0.00313678-0.000743243j -0.00555488+0.000287166j -0.00195422-0.00109241j -0.0038096-0.000137455j 0.00151347+0.000928664j 0.0013312+0.00086995j -0.00300342-1.37676e-06j -0.000702434-0.00100075j 0.000855645+0.000604664j 0.000772694-0.000246252j 
0.00191142+0.00287142j -0.00442677+0.00187719j -0.000296239-0.00359773j -0.0048003+0.00161215j 0.00142083+7.58757e-05j 0.00325494-0.0015232j -0.0012441-0.000122365j -0.00440091+0.000206264j -0.00565391-0.00312325j 0.000541554-0.0037894j -0.000589098-0.00159917j 0.000908903-4.79436e-05j -0.00647028-0.000502308j -0.00188008+0.00129868j 0.00943122-0.00408263j -0.000569838-0.00126588j -0.0128649-0.00497953j 0.00990953-0.00151788j -0.0174604+0.00190307j 0.00653078+0.00259222j -0.00796093+0.00286343j 0.00916805-0.00731468j 0.0143509+0.000585768j 0.00685568+0.00119081j -0.00385316+0.00758087j 0.0311832+0.00215691j -0.00483486-0.0020751j -0.111286+0.00345344j 0.0609697-0.00233925j 0.0270868+0.00242258j 0.107985-1.57263e-05j 0.0659198+0.00250061j -0.000750902+0.00233855j -0.00783874-0.0024565j 0.0060936+0.0109862j -0.0106753+0.00262764j -0.0549342-0.00365754j -0.0138002-0.000430708j 0.0448264+0.00790506j -0.048797+0.000593895j 0.0117788-0.00076355j -0.00272065+0.00382669j -0.012146-0.00257328j 0.00973387+0.00280998j -0.0149797-0.00220334j 0.00383953-0.000939442j 0.0111471-0.00654527j -0.00879444-0.00229273j -0.0118238-0.00202576j 0.0141046+0.000867774j 0.00284104-0.00171304j 0.00903398+0.00252501j 0.0081411+0.00130464j 0.0024367-0.000377781j -0.000481904+6.25419e-05j 0.0061893+0.00165832j 0.006501-0.000530264j -0.00840286+0.00140885j 0.00512783+0.00288575j 0.00327558-0.000910564j -0.000165662+0.000785655j 0.000390192-0.00115262j 0.00155861-0.000761957j 0.000421727-0.000324856j 0.00183033+0.000594826j -0.00112765-0.000655845j -0.00351174+0.0006686j -0.00152456-0.0022669j -0.000872476+0.000137195j 0.000383623+0.00050815j 
0.00429023+0.00114331j -0.00250717+0.00351994j 0.00130165+0.000841039j 0.00071543+0.000864721j -0.0023618+0.0045166j -0.00446754-0.000191381j -0.000166447+0.00120544j 0.00843244+0.000365559j 0.0060019+0.00078209j 0.00199127-0.00180422j 0.0106781+0.00585816j 0.0160009-0.00534548j -0.00260033-0.00127434j -0.00414239-0.00305417j 0.00532449-0.00198089j 0.00601706+0.00252037j 0.0047502+0.00179196j 0.00691561+0.00389367j -0.000743705+0.00464392j 0.0144114-0.00341775j -0.036405-0.000459851j -0.031414-0.00279777j 0.0110699-0.00545061j -0.0890657+0.00301039j -0.0177551-0.00313733j -0.0299652-0.00361329j 0.0276286+0.00686328j -0.0665484-0.000266624j -0.0611465-0.00152476j -0.0118694-0.00265295j 0.0600937-0.000214762j -0.0558806+0.00259235j -0.0362761+0.00032661j -0.0253003+0.000407081j -0.0124875-0.032889j 0.00617806+0.00122019j 0.0977007+0.0100057j -0.0152132-0.00378781j 0.0536211+0.00470588j -0.0412479-0.0020671j 6.27747e-05-0.000340518j 0.018271+0.00390698j -0.00720218-0.00721438j 0.00970376-0.00716606j -0.00507946-0.00066637j -0.000492785-0.000255952j -0.00801651-0.000979958j -0.00215249-0.000657532j -0.002998+0.00163394j -0.0200894-0.00520662j 0.00571796-0.00385653j 0.0135005-0.00378012j 0.00107963+0.0019044j 0.00477315-0.000391524j 0.0146136+0.00250642j -0.00206593+0.00331994j 0.0097509+0.000761573j -0.00181016-0.000846796j -0.0073094+0.000269302j 0.000457059+0.00298978j -0.000983672+0.000246053j 0.00621655-0.000430556j 0.00758436+0.000581247j -0.000825887-0.00217552j -0.00292843-0.00018114j -0.00272612-0.000745375j 0.000844506+0.00145886j -0.000885886-1.89837e-05j -0.00186576+0.000657771j 0.00166629+0.00161021j 
-0.00301727+0.000971211j -0.000437281-0.00267517j 0.00177979-0.000947909j 0.000567428-0.00138985j -0.00121125+0.00121762j -0.00451754+0.000963473j -0.000419191+0.00242784j 0.00645288+0.00200512j 0.00162184+0.00406133j -0.00520373+9.66681e-05j 0.00475984+0.000890702j 0.0042011-0.00194846j 0.00604915+0.0020354j 0.0121272-0.00352369j -0.00247891-0.00224867j -0.0291172-0.0072574j 0.00684971+0.0050726j 0.0419209+8.78216e-05j -0.00245821-0.000290422j -0.0566308-0.00461562j -0.0136031-0.0069827j 0.0233079+0.00635014j 0.0160889+0.00202472j -0.020872+0.00543338j 0.101365-0.0100877j 0.0313022+0.00219526j 0.0986349+0.00133645j -0.0264179+3.72881e-05j 0.0205362+0.000343972j 0.150522-0.00233217j -0.012603+0.00133865j -0.0567577-0.000517315j -0.0177394+0.000777621j 0.0118476+0.00138605j -0.00357005-0.00676941j -0.0029524+0.00457916j 0.00816431+0.00151782j -0.0187797-0.0031642j -0.0209952+0.00481415j 0.0248628+0.00669357j 0.0170056+0.00411752j -0.00817366+0.00136033j 0.00419715+0.00298262j -0.00545567+0.00296473j 0.00168273-0.00223801j -0.0136182+0.00139623j 0.000776017+0.00186695j -0.0079672-0.00434868j -0.00141161+0.00101155j 0.00449186+0.000156213j -0.00245446-0.00333558j 0.00868292+0.00167033j -0.0106945+0.000199055j 0.00465269-0.0012147j -6.40889e-05+0.00497917j -0.00268729+0.00253243j 0.00849207+0.00192041j 0.00275257-0.00119284j -0.00416883-0.000907404j -0.00103414+0.000253512j 0.00413888-0.000437162j 0.000956092-0.00186479j 0.00332143+0.000380074j -0.00019501-0.00130927j 0.000568836-0.00103477j -0.00245754-0.000514058j 0.00201249-0.00021665j 0.000982046+0.00144578j 5.13877e-05-0.000553799j -0.00133005-0.00039307j 
0.00277085-0.00487186j 0.0062124+0.00162887j 0.00123862+0.00169054j 0.000464306-0.00160328j -0.00309978+0.00091322j -0.00352198+0.00157733j 0.00167944-2.63811e-05j 0.0044098-0.00192345j 0.00382974+0.00373419j -0.0107246+0.00221783j 0.00503669-0.00128183j 0.0030957-0.00561759j -0.0133424-0.000212716j -0.00791179+0.000470623j 0.00183075+0.00383164j 0.0138489+0.00485702j -0.00282514+0.00137537j -0.0157407+0.00271691j 0.0277128+0.000448623j 0.0115453-0.00573694j -0.141044+0.00465898j -0.00501209+0.00167134j 0.0563506-0.00241037j 0.0616408+0.00229505j 0.0220555-0.00200721j -0.0748409+0.00147723j -0.0449787-0.00183137j 0.0504927-0.00417665j -0.0173615+0.000588915j 8.72419e-05-0.00113413j -0.00508725-0.000381494j -0.01373-0.00387143j 0.0202458-0.00144622j -0.047884-0.00479864j 0.020439+0.0561357j -0.0353483+0.00128719j 0.0249288+0.00229025j -0.00150419+0.00654827j 0.00245526-0.000855934j 0.00330522-0.00201873j -0.00364147-0.00468093j -0.00919611-0.00371576j 0.00802437-0.000186342j 0.000646222+0.000829785j 0.0227713-0.00323199j -0.00461123-0.00291724j -0.0104609+0.00558533j -0.00295712+0.00256557j 0.00408572+0.00286339j -0.0189366-0.00488622j -0.00541738-0.00139797j 0.0104927-0.00103173j -0.00324919+0.00203201j 0.00422052-0.00159518j 0.0120495+0.00119539j 0.00226862+0.00142168j -0.00615589-0.00242265j 0.00390942+0.00148793j 0.0014192-0.00306205j -0.00605387-0.000555707j 0.00461595+0.00111134j 0.00276795-0.000688082j 0.00263878+0.000242963j -0.00265141-0.000257232j 0.00285066+0.000680211j 0.000570998-0.000408144j 0.00149557+0.000477095j 0.000278798+0.00159797j 0.00204129+0.00163848j 0.00231815-0.000109268j 
-0.00183966+0.00165457j -0.00171627-0.00145376j -0.000292703-0.00336622j -0.00331297+0.000277097j 0.00187791+0.000151005j -0.00574772+0.00120172j -0.00530878-0.00107789j -0.000354299+0.00305763j -0.00781261+0.00316561j -0.0114777-0.00387517j 0.00721644-0.00424823j -0.0052026-0.00427551j -0.0199652+0.00285308j 0.0013497+0.000225791j 0.0172106+0.00342615j -0.00345253-0.00237546j 0.0161862-0.000716328j 0.0529195+0.000934665j 0.0466442-0.00386391j 0.0750876-0.00129927j -0.0237311+0.00861284j 0.0678215-0.00196566j -0.110917+0.0136776j 0.0523281-0.002121j 0.0819214-0.00104023j 0.0660416-0.00275575j 0.0873025-0.00173608j -0.0103263+0.000108729j -0.00566758-0.00185665j -0.000354979+0.000783639j 0.0863624+0.00405406j 0.0405801+0.00368877j -0.00178816-0.000308485j -0.00771341-0.00131525j 0.00793518+0.034655j 0.0178407-0.00292468j -0.00779245+0.000252203j -0.00642499+0.00124263j 0.0162704+0.00946626j 0.00969964-0.000160524j 0.0199487+0.00596999j -0.00846506+0.000738575j 0.0159317+0.00185726j 0.00106285-2.66035e-05j 0.0057526-0.00273478j -0.0173367-0.000622744j -0.00649944-0.000491217j 0.000530489-0.00243795j -0.0144483-0.000181279j 0.00218324+0.000190505j 0.00115336-0.00611016j 0.00382519+0.00184165j -0.00306314+0.00225376j -0.00510753-0.00159665j -0.00611355+0.00132403j -0.0016363-0.00280645j 0.00142984+0.00049034j -0.00501806+0.00207276j 0.00640234+0.00202181j -0.000375492-0.00192335j 0.00488512+0.00168366j 0.00264078-0.00159987j 0.00387822+0.000180391j -0.000603867-0.00169337j 0.00245568+0.000213714j -0.00177363+0.000167565j -0.000736109-0.000367355j 0.00055584+0.000493429j 0.00122868+6.25274e-05j -0.000810883-0.000940064j 
-0.00365455+3.18651e-05j 0.00111916-0.0029687j -0.00279562+0.00263438j 0.00520485+0.000986758j 0.000756537-0.0012235j -0.00702435+2.1165e-05j 0.00323449-0.00423634j 0.0032492-0.000675999j 0.00736039+0.00515049j -0.0112913+0.00399282j 0.00405229-0.000787357j -0.0127361-0.000477868j -0.00529115+0.00492396j -0.00154313-0.00347094j 0.0300648+0.00623584j 0.00461966-0.00416163j 0.0159166+0.00294332j -0.0198463-0.000847173j 0.162361-0.0088567j -0.0229808-0.00771786j 0.0712834-0.00112922j 0.0136972-0.00337521j 0.0227126-0.00342122j 0.0324748-0.00280126j 0.0222268+0.00257833j -0.0186916-0.00110357j 0.0281668-0.0019123j 0.00146132+0.000802927j -0.0356356+0.0012132j 0.00236129-0.00147898j -0.0371039-0.00201851j 0.0128763+0.00287216j -0.0307887-0.00326469j 0.0295542-0.00283133j -0.0028734-0.00493083j -0.00518021-0.000824315j 0.015714+0.00507417j -0.0261112-0.00625698j -0.00943552+0.0012001j 0.0148126-0.00303159j 0.0108863+0.0042888j -0.0160428-0.00301946j 0.0196131+0.00260516j 0.00251308+0.00217121j 0.000524479-0.000296255j -0.0226914-0.00231076j -0.0224819+0.00323967j 0.00718277-0.000290223j -0.000366872-0.000167814j 0.000386109-0.000369663j -0.000630292-0.000807039j -0.00172746+0.00349293j -0.00787136-0.0011222j -0.00273669-1.41887e-05j -0.00689194-0.00174244j -0.00888376-0.00373268j -0.0146692-0.00032269j 0.00745165+0.00028917j -0.00182075-0.00221745j -0.00228408+5.48077e-05j 0.00255676+0.000457639j 6.52894e-05+0.000209041j -0.000922659+0.000380485j 0.000428215-0.000695025j -0.00222002-0.00158789j -0.00230813+0.000684299j 0.00220511-0.0010968j 0.00126931+0.00175953j 0.0005333-0.000809895j -0.00175593-0.000915472j 
-0.00146017+0.00137259j -0.00190509-0.00115806j 0.00175075+0.0054526j 0.0106699-0.00241594j -0.0048886-0.00272343j 0.0114583-0.00630308j 0.0167044+0.00113624j 0.00318054-0.00894884j 0.012009+0.00091143j -0.0137837+0.00603236j -0.0141134+0.00208765j 0.00540373-0.00213176j -0.00409191-0.00290859j -0.0130405-0.00145873j -0.0050098-0.00325714j -0.0262567-0.00174386j 0.0302787+0.00149694j 0.107531-0.00453569j 0.000366847-0.0012421j -0.00873949+0.00237526j 0.0440948-0.000225948j -0.163015+0.0061124j 0.0686485-0.00378409j 0.106345-0.00303114j -0.0930057+0.00515193j 0.0194209+0.00065455j -0.0242873-0.00162232j 0.0309101+0.0012663j -0.00182478+0.000485062j 0.00281045+0.00453798j -0.0131666-0.0019662j -0.0387438-0.007202j -0.0308869-0.00553387j 0.00578571-0.00190761j -0.00391037+0.000805959j 0.0289909+0.00651348j -0.00541274-0.000365769j -0.0277783-0.00735783j -0.0149145-0.0034761j -0.00114214-0.00232577j -0.0017096-0.000174518j -0.00352655+0.00426863j -0.00234122-0.00162675j -0.00705647-0.000850282j -0.00958762-0.00180087j 0.00138868-0.00179008j -0.0149693+0.00225355j 0.00806076+0.00172193j 0.0219197+0.00252779j 0.00742312-0.00172299j -0.00123611+0.000854901j 0.00944766+0.00479377j -0.00736606-0.0051644j 0.0118898+0.000109198j -0.00899862-0.00141288j -3.01641e-05+0.00245179j -0.00729984+0.00166676j 0.0122573-0.00187599j -0.00868884-0.00451147j 0.00820929+0.000244373j 0.00633028+0.00375629j 0.00479603+0.000331298j -0.00494527+0.00211871j 0.00863555+0.00328808j 0.00121876-0.00132942j -0.00267968-0.00307656j -0.00187284-0.00190562j 0.00325554-0.000546797j -0.00304284-0.00142486j -0.000969851+0.00145977j 
0.0046187+0.000551439j -0.00162157+0.00365265j 0.000435985+0.00234342j 0.00366506+0.000961411j -0.00154575+0.000138372j 0.00144228-0.00216281j 0.0042283-0.00157714j 0.000619258-0.0023243j -0.00279978+0.00174767j -0.0088427-0.0022883j -0.00252676-0.0017571j -0.00587431-0.00167557j -0.000345099+0.000959374j 0.00111504-0.00339648j 0.0496201-0.00246181j -0.113522+0.001943j -0.0919282+0.000581524j 0.0320536-0.00269614j -0.0415064-0.00464505j 0.0287916-0.00419768j 0.0188351-0.00549752j 0.00107073-0.00190701j 0.0990808-0.00485704j 0.0132517+0.00235359j 0.0394693+0.00469512j 0.00640731+0.00515796j -0.00191497+0.00205945j 0.00780768+0.00238329j -0.0197048-0.00282351j 0.000575082-0.00368673j 0.0185077-0.00161231j -0.0314069-0.00404677j 0.0127599-0.00184492j -0.00836939-0.0033239j -0.00016582+0.00704033j -0.006039+0.00423377j -0.00927554+0.00194294j -0.00250504+0.00405837j 0.00795898-9.12657e-05j 0.000691763+0.00295032j 0.00371539-0.000524061j 0.00116721+0.00344303j -0.00579831+0.000637955j -0.0056839+0.00137765j -3.50376e-05+0.000609999j -0.000739386-0.000382888j -0.00861632-0.000540563j -0.00873352-0.00121452j 0.000545837+0.000343173j 0.0159433-0.000574889j -0.0016218-0.000298476j 0.0102904+0.00488222j -0.00201982-0.00126643j 0.00566038+0.00133704j -0.00118795+0.0019555j -0.00297637+0.000706098j 0.00257259+5.31824e-05j 0.001611+0.00114992j 0.00555492+5.53518e-05j 0.0055399-0.000422362j 0.00250971+0.00204529j 0.000964581-0.000944614j -0.000252412-0.000895573j -0.00102932+0.000235679j -0.00100052-0.00036636j -0.00168048-0.000586j -0.00032976+0.00106506j -0.0013451-0.00061495j -0.00159125+0.000206407j 0.0012289+0.00125164j 
-0.00254576-0.00116097j 0.00231037-0.0021629j 0.00207856-0.00409547j -0.00731963-0.00179997j -0.00435912-0.00303092j 0.0122731+0.00057022j -0.00403528+0.00938763j 0.00831526+0.000943583j -0.00330303-0.00059783j -0.0012611-0.0018295j 0.0116822+0.00227867j 0.00488603-0.00363241j 0.00344364-0.00476755j 0.00865461+0.00600087j 0.0471998-0.00487689j 0.123992-0.00792861j -0.0867049-0.00275587j 0.136395-0.00260632j -0.0223216-0.000408713j -0.0279399+0.00566807j 0.00933666+0.00328152j 0.0228202+0.00105513j -0.00576805-0.00239329j 0.00264689+0.0016428j 0.0351409+0.00154942j 0.00639896-0.001889j -0.0213812-0.00396631j 0.0111483-3.59438e-05j 0.077947+0.00837526j -0.015055-0.000610313j -0.0123805-0.00684967j -0.0109615-0.00181671j -0.0308485-0.00501897j -0.00591206+0.00674366j 0.00254439+0.00748716j 0.0163229-0.000440594j -0.0103112-0.00517367j -0.00047573+0.00435297j -0.00267451+0.00210048j 0.00177423+0.000955229j -0.0017734+0.000974159j -0.00387125+0.00572832j -0.0111195-0.0022569j 0.00494455+0.00263905j -0.00637429-0.00291578j 0.00137606+0.00178879j 0.0199925+0.00140326j 0.00206767-0.00117581j 0.000497089+0.000854912j -0.00942766+0.00186728j -0.00176213-0.00152162j 0.000907268-0.00337966j 0.00417034+0.000551697j -3.68919e-05-0.00112833j -0.00128988+0.00151224j -0.000182856+0.00168203j 0.00904397+0.00278229j -0.00130399+0.000763859j -0.000895698-0.000974203j -0.00344106+0.00141762j 0.000289807+0.000280267j 0.00499953-0.000742808j 0.00343017+0.000257756j -0.000731522+0.000718228j 0.00794237+0.00274551j 0.00217777-0.00151773j -0.000857139-0.000403271j -0.000361415-0.000672991j 0.00104691-0.000153071j -0.000597062-0.000784574j 
-0.00153211-0.00350582j 0.00542375-0.00148058j -0.00460533+0.00272266j 0.00156719+0.00110621j -0.00640187-0.00328194j 0.00439081-0.00388569j 0.00514607-0.000687991j -0.00726903-0.00276635j -0.0119963-0.000462093j -0.00735871+0.000394903j -0.0184028-0.00588296j 0.00076812+0.00101048j 0.00212563-0.00157872j 0.0214059+0.0119612j -0.187702+0.0101416j 0.00354248+0.00315701j -0.0449081+0.00574574j -0.0194441-0.00420006j 0.0766107-0.00437157j 0.0368734-0.000190763j 0.0185397-0.00187012j -0.0687333-0.000847735j -0.00171547+0.00699696j -0.0114161+0.000291589j 0.00724315+0.00373387j -0.00307813+0.00228857j -0.0346154-0.00328845j 0.0511944+0.00325014j 0.0370706+0.0062071j 0.0110073+0.0020636j -0.0174584+0.00357813j 0.024332+0.00175189j 0.0205364+0.00264548j -0.00497235-0.00599684j 0.0123629+0.00959862j -0.00992822-0.000176851j 0.0104587-0.00259927j -0.0118737-0.00285115j -0.0219283-0.00594841j 0.011914+0.00122283j -0.0115749+0.000297286j 0.00990512-0.00100304j -0.000130787-0.000701545j -0.00684885-0.00151345j -0.00533902+0.000310685j 0.00409509+0.000953762j 0.000873063+0.0018969j 0.00663763+0.00110454j 0.00698408-1.70702e-05j -0.00795233-0.000280417j -0.00318853+0.00327515j -0.00571946-0.00331689j -0.00573756-0.00385704j 0.000719428-0.000165638j -0.0062097-0.00160204j 0.00825643-2.22955e-05j -0.00188072-0.00151431j 0.00239723-0.000945528j 0.00171001-2.77372e-05j 0.00147899-0.00131247j 6.85562e-05+0.00053179j -0.0043772+0.00081248j -0.00742365-0.00127364j 0.00193798+0.00325979j 0.00213404-0.000747196j 0.00137459+8.56469e-05j 0.00221078+0.000219255j -0.000713112+0.000545329j 0.00135332+4.60633e-05j -0.000250248-0.000795169j 
-0.00286896+0.00275074j -0.0041301-0.0018003j -0.0026111-0.00343164j -0.00480566+0.000796643j -0.00543622+0.00186001j -0.00222053-0.0038615j -0.00337831+0.00151585j -0.00434627+0.00320251j -0.0135782-0.00214478j -0.00579039-0.00338709j -0.0362098-0.00276602j 0.0315041+0.00188888j -0.0757732-0.00160186j 0.14304+0.00193164j 0.0542867+0.00350958j 0.0189135-0.00605184j 0.0465693-0.010437j -0.0125021-0.00709104j -0.00524187+0.00479757j 0.0543836+0.000225972j 0.0200496+0.000386931j -0.0137779-0.00650078j -0.0142916-0.00386693j -0.0258091-0.00168475j 0.0252265-0.000225743j 0.0312616+0.00546981j -0.0156015-0.00123708j -0.025999+0.0021907j -0.0179816-0.00536408j 0.00127297+0.001247j -0.00183577+0.00194829j 0.00816634-0.000407599j -0.00680633-0.000280339j -0.00856986+0.00115652j 0.00484724+0.00279245j -0.013725-0.0036152j -0.00707984+0.000811464j -0.00614574+0.00248489j 0.00624022+0.0026044j -0.00252599+0.00239327j 0.00201773+0.000544384j 3.95978e-05-0.000207098j 0.000120074-0.00316089j -0.00415204-0.000206414j -0.00753276-0.00131542j 0.00707361+0.00104988j 0.0115043-0.000204531j 0.00189972-0.000839404j 0.00378818+0.000496108j 0.00106911+0.00353343j 0.000295318+0.000591039j -0.0101665-0.00225224j -0.00550415+0.000485332j -0.00440451-0.00127504j -0.00284323+0.00189547j 0.00363798-0.00161834j 0.00482186+0.000294794j -0.00733799-0.000407632j -1.35802e-05+0.0024021j -0.0020858-0.00105885j -0.0015937-0.000591356j 0.00117951+0.000426853j 0.00146492+0.000895677j 0.00405685+0.000309875j 0.00179658-0.000211388j -0.00124825-0.00076432j -0.00145518-0.000221901j -3.25306e-05-0.00114205j -0.000369033-0.000709563j -0.00109706-0.000179885j 
0.00369682+0.000181765j -0.00186203+0.00260677j 0.0080426+0.00137511j 0.00544913-0.00572234j 0.0123525-0.000461744j 0.00577252+0.00390939j 0.00432921-0.00468705j -0.0182036-0.00586278j -0.00511176-0.00408107j -0.00280487-0.000196351j -0.0373899-0.00449591j -0.029709+0.000888731j -0.11659+0.00138956j -0.122044+0.000953948j 0.0078228+0.000815403j 0.0488481+0.00159429j -0.0148905-0.00685124j -0.0652686+0.0012265j -0.0467399+0.000510252j 0.0750786+0.00188833j 0.0177657+0.00035646j -0.0505253+0.00034174j -0.011877+0.00282415j 0.0599404+0.00816729j -0.0180282+0.00147626j -0.0242125-0.00368361j 0.0118441+0.00502376j -0.0263307-0.00741107j -0.00209773-0.00125681j -0.00208357+0.00343109j 0.0056999+0.00181109j 0.00693576-0.00304558j 0.00984533-0.00268767j 0.00763522+0.000677052j -0.00121099-0.00297446j 0.00272088-0.0024098j -0.0115823+0.000107788j 0.0182192-8.50057e-05j 0.0137509-0.0017355j -0.011265+0.00058578j -0.00698237-0.00216748j -0.00642482-0.00221653j -0.00701711-0.00100271j -0.00617236-0.001486j 0.000726006+0.00102333j 0.00181811-0.00337272j -0.0106516-0.00323984j 0.00155695+0.00310047j 0.00384746-0.000908136j 0.0135035-0.000794963j 0.00480126+0.00111392j 0.00419888+0.00560714j 0.00859087-0.000785668j 0.000247957-0.000540398j 0.000544429-0.00349537j 0.00459976-0.00133807j -0.0102877-0.00183035j 0.000482587+0.000719666j 0.00649232+0.000971174j 0.007213-0.00272811j 0.00322345+0.00300131j 0.00208286+0.00102047j -0.00448301+0.00136825j 0.00208262+0.000560013j -0.00234179+0.000546472j 0.00319272-3.36318e-05j -0.00448312-0.00156345j 0.00470745-4.19845e-05j -0.000523762+0.000925022j 0.0019907+0.00128762j 
-0.00320211-0.00373616j 0.00641398-0.00255187j -0.00105376-0.00585169j -0.0116523-3.71963e-05j 0.00881043-0.000205j -0.0071082+0.00581167j -0.0114999-0.000387806j -0.0132892+0.00374774j 0.00810826+8.56548e-05j 0.009695+0.00667339j -0.0136741-0.00460481j -0.214908+0.00935284j 0.0397975+0.00740067j 0.0937617-0.000965828j -0.0489926-0.000459801j 0.0136745-0.00270479j 0.000119932-0.00345756j -0.0482207-0.000212224j 0.00829068+0.00213058j -0.0348089+0.00240967j 0.0135872+0.000726609j 0.0745179+0.00423746j -0.0154095-0.00511479j 0.0191949+0.00978439j 0.02139+0.000880657j -0.0117532-0.00479755j -0.0175021-0.00705417j 0.0115556-0.0033678j 0.0135291+0.00129705j 0.00502467-0.00094576j -0.0119421-0.00249072j -0.000951138+0.000721024j 0.00899107+0.00281835j 0.00257621-0.00109427j 0.00138348-0.0165283j -0.00640642+6.47902e-05j -0.0125836-0.00541409j 0.0169826+0.00307333j -0.0118281-0.00352651j 0.00834568+0.000497376j 1.51065e-05+0.000636568j 0.000775402-0.00115007j -0.00989051+0.00214672j -0.00533135+0.000527696j 0.000768026+0.00216066j -0.001961+0.00368071j 0.00780594+0.000837046j -0.00233794-0.00164119j -0.0114313-0.00213068j -0.00380753+0.00179831j -0.00587759+0.000377511j -0.0116094-0.00237643j 0.00529011+0.000522698j -0.0134214+0.00134255j 0.000109941-0.00223972j 2.85699e-05-0.00151236j 0.00321397-0.000948404j -0.000883212-1.13741e-05j 0.00332456+0.000416606j -0.00295899-0.000524458j 0.00428766-0.00240864j -0.00933082-0.00258692j 9.80702e-06-0.00166192j -0.00414416-0.00198979j 0.00105924-0.0007456j 0.000797628+0.00172907j 0.000947993-6.0433e-05j -0.000355889+0.00142972j 0.00427594+0.00149525j 0.000162061-0.00213771j 
