-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
0.00267808-0.00249338j 0.00357791+0.00480325j -0.00639574-0.00627071j -0.000699661-0.00134859j -0.000174491-0.00811597j -6.52377e-05+0.00272127j 6.74252e-05+0.00381047j 0.00445151+0.0132523j 0.000945224-0.00128101j -0.00187541-0.00350421j 0.00112073-0.00320447j -0.00226389-0.00120502j 0.00275022+0.00226916j 8.99435e-05-0.00643535j 0.00418474+0.0105317j 0.00160668+0.00689328j 0.00322368+0.00465918j -0.00597882+0.0071662j -0.000858951+0.0120631j -0.0051449-0.00461814j 0.00596218-0.00400772j -0.00123775+0.00351921j 0.0108318+0.00760454j 0.0018966+0.00252938j -0.0138554-0.014499j -0.00974958+0.0135506j -0.00640496+0.0158218j 0.0141038-0.00231559j -0.00147893-0.00331785j -0.013241+0.0132473j -0.00220036+0.000651415j -0.00770298+0.00875492j 0.00553614+0.00412073j -0.00035273+0.002778j -0.0039259-0.00499977j 0.00327291+0.00234292j 0.00103993+0.000362224j 0.00492506+0.00793981j 0.00158622+0.0022365j 0.000823998-0.00133873j -0.00178429+0.00308864j -0.00248796-0.000731183j 0.00018817-0.00111582j -0.0021226-0.00567871j 0.000736687-0.00263956j -0.000824161+0.00281106j -0.00100668-0.00419009j -0.000726709+0.00138368j -0.00106215-0.000475331j -0.00152481+0.00138051j 0.00242226+0.00081507j 0.00101377-0.00216564j -8.1712e-05-0.00162772j 0.000199797+0.00101366j 0.00130125+0.0023548j -0.000794932+0.00069097j 0.000789064-0.00182458j -0.00339877+0.000820363j -0.00108331-8.65106e-05j -0.00183095+0.000488421j -0.00582667-0.00273518j -0.00436623-0.000765699j 0.00373636-0.00131281j 0.00433403-0.00144454j -0.0029673+0.00180886j 0.00276313+0.00264998j 0.00262101+0.00447517j 0.00476617-0.006128j 0.000335944-0.00491846j -0.00161843+0.00697921j -0.0060279+0.00431202j -0.00256362+9.01481e-05j 
0.00249425+0.00978497j 0.00238338+0.00222799j -0.00431792-0.00562443j -0.000273888-0.00702482j -0.00306431-0.00348786j 0.00425864-0.0066932j 0.00869758+0.00417228j 0.00702549+0.0048922j 0.0050722-0.000992525j 0.00931377+0.00196936j 0.00400502+0.00320745j -0.00476187+0.00121287j 0.00363196-0.00106851j -0.00581264-0.001054j 0.0116543+0.000659316j -0.00291544-0.000702609j 0.000758677+0.0025408j -0.00456175+0.000941857j -0.00191971-0.00524776j 0.00300287+0.00131171j 0.00749835-0.00135356j 0.00207549+0.00368542j 0.0115643-0.000726807j -0.00183929+0.00757461j 0.00607352+0.0167138j 0.00610443+0.000943984j -0.00372241-0.0132302j -0.00111968-0.00383754j 0.00659874-0.00629874j 0.00866906+0.000555969j 0.00567934-0.00934956j 0.00167756-0.00709075j 0.00401296+0.0107201j 0.000969261-0.00422773j -0.00153321-0.00237375j 0.00428874-0.000850091j 0.00254374+0.00176786j 0.00174833+0.00166371j 0.00367979-0.00254999j 0.00639486+0.00244832j -0.00622722-0.00530138j 0.000666137-0.00162152j 0.000645975+0.000884239j 0.000286835+0.00347211j 0.00214803-0.0012448j 0.000781279-0.00440366j 0.000851036+0.00324243j -0.00367271-0.00111972j -0.000337958+0.00357982j -0.00220979-0.00109839j -4.00063e-05+0.00286396j -7.8672e-05+0.00472306j -0.00139577+0.00466454j -0.00236668+0.00247254j -0.00145147+2.78801e-05j -0.00305504-0.000647411j 0.00428917-0.00258457j 0.0068503-0.00431896j -0.00295398+0.00190389j 0.001126-0.0034338j 0.0129319-0.000256235j 0.00214764-0.00135297j -0.00250561+0.0024397j 0.00786475+0.00369086j 0.00154624+0.00462168j -0.00356386-0.00260082j 0.00667437+0.0027019j -0.00643037+0.00562832j 0.00169682-0.0065447j -0.00416416-0.00469138j 0.00445046-0.00319005j 0.000110344+0.00893392j 
-0.000990673+0.00219247j 0.00271299-0.00303001j -0.00237929-0.00344953j -0.000607777+0.00407232j -0.0041702+0.00560522j -0.00205648-0.00192369j 0.00637367+0.00346808j 0.00260444-0.000601692j -0.00216025-0.00111446j 0.00189046+0.00313559j -0.00387973+0.000326417j 0.00240696-0.00513196j -0.00119293+0.00041539j -0.00106052-0.000543251j -9.5277e-05-7.70061e-05j -0.000256495-0.000327796j -0.000381776+0.000244874j 0.00152225+0.00414105j 0.00237442+0.00515512j -0.000649303-0.00238378j 0.000525707-9.34434e-05j -0.000930784-0.0106187j 0.0017547-0.00848356j 0.0046628+0.0179919j 0.0134438-0.0036997j 0.00686088-0.0131986j 0.00291682+0.00520186j 0.0139887-0.0187109j -0.0129733+0.000731864j -0.00205343+0.00533924j -0.0107227+0.00932009j 0.00815547-0.00176593j 0.000222837-8.92598e-05j 0.00460436-5.28761e-05j 0.0021683+0.00302313j -0.00111431+0.00154921j 0.00208765+0.00275184j -0.00238481-0.00119545j 0.00158793-0.00246691j 0.00249126+0.000602188j -0.000218295-0.00254567j 0.00192737-0.00440576j 0.000856959-0.00136529j 0.000121206-0.000221491j 0.00109586+0.000232247j 0.000460765-0.00138322j 0.00166112+0.000267166j -0.00156007+0.00165213j 0.00100482-0.003825j 0.000365398+0.00181281j -0.00195583+0.00152343j -0.0016726-0.00128897j 0.000965391-0.00325819j -0.000101998-0.00215027j -0.00057555+0.000795369j -0.00102413-0.00068214j -1.88106e-05+0.00211581j 0.00267238+0.0020826j 6.06725e-05+0.00166927j -0.00016338-0.00157595j 0.0132902+0.00710127j 0.00600057-0.00903906j -0.00394799+0.00706681j 0.00199926+0.00584823j 0.00133342-0.00109809j -0.00111589-4.76644e-05j -0.00311818+0.00801112j -0.00485072-0.00527895j 0.00667907-0.00306615j -0.00595853-0.000502748j 0.00510916-0.00775682j 0.00541502+0.000665207j 
0.00393347-0.000384615j -0.0011403-0.00251423j -6.56904e-05+0.00111084j -0.00288681+0.00253526j -0.000288654+0.0053044j -0.00545416+0.00185589j 0.000300968-0.00630091j -0.00262676-0.00377591j -0.00377725-0.000928166j -0.000892712-0.00234487j -0.00372118+0.00297494j 0.0025058-0.00212034j -0.000846893-0.000950704j 0.00381688+0.00525425j -0.00795819-0.00256753j -0.0017391-0.001332j -0.00282645+0.0022028j -0.000962556+0.000376437j -0.00068522-0.00280967j -0.00144762-0.00408933j -0.00313897-0.000488852j -0.00581718-0.00975647j -0.0117568-0.0036767j 0.00304394-0.000250901j 0.00783813-0.0112161j -0.0069231-0.0151373j -0.0040297+0.00591826j 0.00333605-0.00368362j -0.00701867+0.000612847j -0.00620188-0.00219622j -0.0069359+0.00435236j -0.000408885-0.00364815j 0.00166317-0.00531071j 0.00239528+0.00309547j 0.00104328+0.0026585j -0.00117283+0.00461504j 0.00295629+0.000481802j -0.00145036-0.0029763j -0.00468337+0.00143466j -0.000977381-0.00146344j -0.000699952-0.00146583j -0.00141156-0.00508431j -0.00196685-0.00236483j -0.000255121+0.00123893j 6.86845e-05-0.000973735j 0.00118602+0.00073037j -0.000589859-0.00070574j -0.00136882+0.00318971j -0.00149625-0.00284649j 0.000427559-0.00119442j -0.00140611+0.00134902j -0.00463906-0.00195918j -0.00183145+0.00132761j -0.00423952+0.000178529j 0.00194374+0.00180359j 0.000170894-0.00182224j 0.00208173+0.00218021j 0.000441097+0.00017463j 0.00660272-0.0026962j -0.00193148+0.00209312j -0.00120381-0.00366304j -0.0122599-0.00706573j 0.00411899+0.00535122j 0.00228524+0.00134803j 0.00180708-0.00314061j 0.0102282+0.00326233j -0.0115865+0.0096381j -0.0053999-0.0115485j -0.00285096-0.0100006j 0.000611642+0.0058036j -0.00203471-0.00884767j 0.00200128-0.0110057j 
0.000213843+0.00543886j 0.00119121-0.00276339j -0.00503139-0.00600857j 0.00132632-0.000948705j -0.00151566+0.00362734j 0.000686507-0.00322235j 0.00642705+0.00282098j 0.00502563+0.00498751j 0.00130795+0.000516928j 0.00451965+0.00395249j 0.00228187+0.00126072j -0.00445411-0.0032717j 0.00137021+0.00258451j -0.00217045-0.00319712j 0.00266033+0.00346543j -0.00130575+0.00255383j 0.00225527+0.00154132j -0.0032056+0.00250227j -0.00563727+0.00573125j -0.00410704+0.00348654j 0.00448217-0.00238526j -0.00243355-0.00265909j 0.00761599-0.00270352j 0.00407079+0.00302254j -7.98893e-05-0.0148712j -0.00142189-0.0117993j -0.00342876+0.00719386j 0.0110588-0.0123626j -0.00625191-0.0022628j -0.00241098+0.0069209j -0.00459778+0.00883051j -0.000514061-0.00898002j 0.00743399+0.0058524j 0.00167729-0.00297976j -0.00450642+0.00288747j 0.00410477-0.00153854j 0.00308246-0.000825417j 0.00501446+0.0050141j -9.00519e-05-0.00123268j 0.000188454+0.000116879j -0.00206651-0.00130637j 0.000519396-0.00101332j 0.00173329+0.00114699j -0.00108268-0.00474228j 0.00116478-0.00345034j 0.00116376+0.00029978j -0.00274496-0.000107863j -0.00319216-0.000100908j -0.00365052+0.00221605j -0.00618652+0.0020413j 0.00510534+0.00480163j -0.00320831-0.00130347j 0.00160964-0.000244526j -0.00050402+0.004117j -0.00339702+0.00532823j -0.00211206-0.000829108j 0.00179153-0.00150665j -0.00113096-0.000960405j -0.00488004-0.000978263j -0.0023971-0.00407877j -0.00832017-0.00284465j -0.00668131-0.00183455j 0.00726213-0.00228973j -0.00405852+0.0040815j -0.00850908+0.00202148j -0.00129505+0.00463894j -0.00388353+0.00413471j -0.0015397+0.00255648j 0.00327074-0.00808336j 0.00165804+0.00850942j -0.00207141+0.00319074j -0.0024253-0.00301895j 
-0.00172679-0.000317672j 0.00032768+0.000247295j -0.00206628+0.00462598j 0.00268834-0.000715125j -0.000527606+0.000174892j 0.0068087-0.00672843j -0.00116799+0.00165454j 0.00161926-0.00194864j -0.00084165-0.000135201j 0.00042566+0.00432446j 0.00578514-0.00083098j -0.00111353+0.00410634j 0.00174089+0.000371389j 0.002565-0.00771654j -0.00313856+0.00279009j 0.00241691-0.000239612j 0.0052353-0.00505833j -0.00307557-0.00293624j -0.0032035+0.00603772j 0.00374515+0.0159151j -0.000851534-0.00219407j -0.00383113+0.00228857j -0.00409424+0.000628371j -0.0195483+0.000560755j -0.00179234+0.0100507j 0.00385122-0.0108789j 0.0111498-0.00607287j 0.00819453+0.00144198j -0.0111926-0.000327912j 0.00874436-0.00029524j 0.000690012-0.00273999j 0.00727617-0.00986752j -0.000429169-0.00365793j 0.00280596-0.00658129j -0.000549226+0.00264556j 0.00624637-0.00817404j -0.000146984-0.00456112j -0.000466562+0.0014452j -0.00115579+0.000130265j -0.00142301+0.00234037j -0.00146865+0.000297228j -0.00353374+0.00331664j 0.000621253-0.000218818j 0.000374442-0.00180681j -0.00198562-0.00535399j -0.00448482+0.00369717j -0.00312485-0.00599979j 0.00537903+0.00120396j -0.000511024+0.00458992j 0.000219453+0.000318328j 0.00891376-0.00114111j 0.00117835-0.000962839j 0.00123819+0.000460887j 0.00324727+0.00464249j 0.0062496-0.00211503j -0.00124143+0.00351828j 0.0019599-0.0021612j -0.00333155+0.0101044j -0.00464417-0.00572348j -0.0026567+0.00558132j -0.0118511+0.0112446j -0.00655023-0.00139057j 0.00332159-0.0073082j 0.00668422+0.0103731j -0.00589751+0.00444212j 0.0128088-0.00886221j 0.0123818+0.0128127j 0.00342742+0.00132757j -0.000563773-0.00224651j 0.00762903-0.00648388j -0.00358922-0.00694254j 0.00109971+0.00489281j 
0.000417004-0.00241318j -0.000235925+0.000843014j 0.000570417+0.00085819j 0.00136658+0.00241519j 0.00415344-0.00235692j -0.00293943+0.0106887j -0.000788801-0.00453617j -0.00500088+0.00535015j -0.00233621+0.00159573j 0.00252036-0.00438852j -0.00272614+0.0118098j 0.00133487-0.0108921j -0.00206799-0.00536899j 0.00366483+0.00408081j -0.00872253+0.00928949j -0.003127-0.00309254j -0.00816449+0.00858191j -0.00242117+0.00402356j -0.00661111-0.0141639j 0.00197029-0.0118553j -0.00124268+0.00569561j -0.00473222-0.00813448j -0.00914103+0.0154905j -0.0138934+0.0079185j 0.0103639-0.00573509j -9.42677e-05-0.00748887j -0.00528022+0.00221167j 0.00681138+0.00138494j -0.00564744+0.00222051j -0.00140897+0.00082291j 0.00373794-0.00217874j 0.00134389-0.00396591j -0.000458575+0.000733627j -0.00247407+0.00138494j -0.00233809-0.00536318j 0.000521577+0.0126591j -0.000649239-0.00224527j 0.00102136+0.00200934j -0.00264195+0.00577482j 0.00169638-0.00248558j -0.00303853-0.00869697j -0.000895643-0.00470414j -0.00397774-0.00366757j 0.00357565+0.00663099j 0.00416866-0.000234583j 0.00358206+0.00381684j 0.000171222-0.000707886j -5.55805e-05+0.00337575j -0.00175443-0.0069541j -0.00347275-0.00684378j -0.00858445+0.00392452j 0.00349486+0.00523656j -0.00253582+0.00780841j -0.00881936+0.00211084j -0.00422037-0.0110282j -0.00174541+0.000818214j 0.00664655+0.00465776j 0.00245041-0.00674601j 0.00793806+0.00304598j 0.00667948+0.00315083j -0.00616631-0.000154786j -0.000313891+0.00273353j 0.000632297+0.00516166j -0.00477786+0.00866024j 0.00155844-0.00515152j 0.00816982-0.0116802j -0.0100422+0.00731589j -0.00456867+0.0087286j 0.0070424-0.00599471j 0.00137626-0.00261991j -0.00279366+0.000871816j -0.00302064+0.00353677j 
0.00534844+0.00400542j 0.00067911-0.00360826j -0.00180845-0.00690003j -0.00266344-0.0020961j 0.00143835+0.00797042j -0.00827476-0.00185928j 0.00400898-0.0049286j -0.000993944-0.0027042j 0.00118873+0.000260779j 0.00468236-0.000853574j 0.00173212+0.00270369j -0.00321728+0.00123926j -0.00174377+2.82685e-05j -0.000821209+0.00652703j -0.000282858-0.0119021j -0.00512631+0.00164496j 0.00011475+4.79965e-05j -0.00253721-0.00314643j -0.0100353-0.00647565j 0.00123604+0.00358577j -0.00523382-0.00313377j -0.00333914-0.000854788j -0.00213223-0.00367117j 0.0159472-0.0196665j 0.0125596-0.0112641j -0.0122006-0.00432419j -0.0201939+0.00185716j -0.0190835+0.0103267j 0.00693497-0.0114427j -0.00239673-0.00899206j -0.00546404+0.00704901j -0.0135891-0.0109996j 0.00403347+0.00340105j -0.00380417-0.00554627j 7.62899e-05+0.00531925j -0.00365158+0.00124606j -0.00159457-0.00300417j 0.000497835-0.00333034j 0.000627416-0.00116819j 0.000339555-0.000708589j -0.00280359-0.00190588j 0.00416007-0.0014523j 0.00453195+0.00130129j 0.000165754+0.00165191j 0.00276393+0.00130412j 0.00100691-0.00401358j 0.00328833+0.0020212j -0.00139721+0.00305957j -0.00300435+0.00342885j -0.00441013+0.00189092j 0.00167684+0.00240999j 0.00129262+0.00352288j 0.00201876+0.00221696j -0.00403859+0.00407419j 0.00399466+0.000115489j -0.00204024+0.000494338j -0.000207645-0.00243944j -0.000970867-0.0013688j -0.00569257-0.00189761j -0.00322614-0.00237864j -0.00575519-0.000730119j 0.00558719+0.00096829j -0.00520752-0.000550309j -0.00591981+0.00303683j -0.00655258+0.00277085j -0.00316502+0.00432653j -0.0060458+0.00450422j -0.00214298+0.00868712j -0.00311858+0.00113139j 0.000787863-4.17047e-05j 0.000289071-0.00481297j -0.0028564+0.0029629j 
0.00490006-0.000756142j 0.00176015-0.00193803j -0.0055127+0.00175819j -0.00404923-0.0021803j -0.00181761-0.0023792j -0.00747971+0.00490787j 0.00631773-0.00630212j 0.00184437+0.00202166j -0.00109615-0.002212j 0.00632558-0.00604667j -0.0052224+0.00688704j 0.00319158+0.00286603j 0.00307413-0.00143942j -0.00443779+0.00279469j -0.00526123-0.000409342j -0.000891753+0.000721132j -0.00599963+0.00579434j -0.00533168+0.00190939j 0.00249851+0.00121826j 0.0110116+0.00387379j -0.00553258-0.00251815j 0.0017435+0.00238535j -0.00868067-0.00429346j -0.0119149-0.00884599j 0.0116128-0.000774391j 0.00253536-0.000746795j -0.00788814+0.00154592j 0.00388456+0.00259209j -0.00498765-0.000673431j 0.00367294+0.00210783j -0.000388488-0.0061292j -0.000939668-0.00341564j 0.00251208+0.00327824j -0.00326525+4.21996e-05j 0.00149973-0.00544508j -0.00657816+0.00686901j 0.00287908-0.00128964j -0.00217701-0.00114832j -0.00313563-0.000473899j 0.000497592-0.00344396j 0.00303344-0.00255242j 0.00110387+0.00122254j 0.00493195-0.00367316j -0.00620896+0.00619236j -0.00135731+0.000416056j -0.00422175+0.000926255j 0.000997769-0.000493093j -0.000480489+0.00100729j 0.00286508+0.000814976j 0.00874461-0.00449301j 0.00295779+0.00169665j 0.00077662+0.00146654j -0.0087547+0.00380502j -0.00615951+0.00428025j 0.0165235-0.00614945j 0.00386511+0.00073266j -0.00596902+0.00294618j 0.00131917+0.00946202j 0.00076341-0.00358368j -0.00650856+0.00200642j -0.00821115-0.00537406j -0.00120295-0.00444724j -0.00313078-0.00657844j -0.00578206-0.000639285j 0.0044073+0.00543169j 0.0122949+0.00387215j -0.00229224-0.000622197j -0.00129653+0.00626745j -0.00196066+0.00312404j -0.00068319+0.00190036j -0.00585345-0.000783725j 0.00282987+0.00346265j 
0.00702239+0.0028297j 0.00313882-0.00234677j -0.00647566-0.000111818j -0.00531488-0.00440474j -0.00459863+0.00188893j -0.00762082-0.0145616j 0.00747947-0.000384503j 0.0086975-0.001726j -0.000475647-0.00409367j 0.00456013-0.00189972j 0.000511738-0.0114115j 0.00219487+0.00334131j 0.0024492-0.00331112j -0.00424842+0.00310093j 0.00796337-0.00758675j 0.00663437-0.00536331j 0.000920557-0.0123158j -0.00308283+0.0060074j -7.79061e-05-0.00184774j 0.00833566-0.00390702j -0.00726639-0.0118799j 0.00931513-0.00657548j 0.00280973-0.00717778j -0.00452033+0.00183841j 0.00402237+0.0109324j 0.00373461-0.00352056j -0.00535075-0.00277435j 0.00265818+0.00322832j -0.00306226-0.0109438j 0.0016361+0.000510014j -0.0093637-0.00538407j -0.000895005-0.00387616j 0.00603853+0.00261438j 0.00445979-0.00514557j 0.00243309+0.00252243j -0.0033563-0.0103613j 0.00249522-0.00230493j 0.00053054+0.00202481j -0.00364082-0.000877011j -5.01304e-05-0.00434453j -1.63902e-05+0.00761421j -0.00121804-5.31076e-06j -0.00313385-0.00260248j 0.00175178+0.00118124j 0.000291419-0.000312877j 0.00169104+0.00140054j 0.00305358+0.00111727j 0.00441771+0.00376592j 0.00107619-0.00502067j 0.000275295+0.00484974j -0.00649914-0.0146856j 0.00113426-2.86509e-05j 0.00139163-0.00500193j 0.00438547-0.00525713j 0.0015261-0.00487704j -0.00616717+0.00250278j -0.00162473+0.00121343j -0.012753-0.00678559j 0.00447708+0.0135593j 0.0031568+0.0079818j -0.00746664-0.00208466j -0.00944242+0.0156361j 0.00780592+0.00700584j 0.00520656-0.0123162j -0.00201623-0.00165174j 0.0077369-0.00281637j 0.00466615-0.0105356j -0.00105941+0.00158955j -0.00860121+0.00459268j 0.00143851+0.00149352j -0.00354353-0.00428405j 0.00228498+0.00189031j 
0.00128359+0.00120694j 0.00318458+0.00236723j 0.00071532+0.00194055j -0.0026362-0.000483624j -0.00164187+0.00108052j -0.00288937-0.0171391j 0.00227813+0.00555632j -0.00237631-0.00065215j -0.00145469-0.00381943j 0.00303971+0.00372935j -0.00393147-0.0117303j 0.0129638+0.000224597j 0.00799486-0.0068641j -0.00748482-0.00350052j -0.0015144-0.000910272j 0.00821598-0.0009879j -0.00666596-0.0107969j -0.00828971+0.00381369j 0.0206999-0.00657125j 0.0190507-0.00260333j 0.00733107-0.00731908j 0.0175427-0.00417516j -0.0124074+0.000637588j -0.00817728+0.00731142j 0.00142657+0.0135421j 0.00320382-0.000658321j -0.00786726-0.0114994j 0.00540393-0.0013066j 0.000295047-0.00271776j -0.00654412-0.00535888j -0.00391548+0.00117099j -0.00386339-0.000124668j 0.00355435-0.00297916j -0.00394006-0.00333853j -0.00564696+0.00326236j -0.00469668-0.00704262j -0.00105126-0.00201629j 0.00568945+0.00421097j -0.000709963-0.00377222j 0.00314905+0.00275693j 0.00181251-0.00293149j 0.00604877-0.00093057j 0.00567637-0.00434681j -0.0073512+0.00498006j -0.00209548+0.000586337j -0.00288569+0.00858427j 0.00127214-0.00142025j -0.00331577+0.000448018j 0.00587614-0.00374443j -0.00479147-0.00256596j 0.00431499-0.00791047j -0.00192928+0.00426281j -0.00114423+0.00308417j 0.00314585-0.00774887j 0.00181979+0.000755123j -0.0038401-0.0021382j 0.00275807-0.00135018j 0.00881292-0.00570924j -0.0121977+0.0103639j 0.000603411+0.000687439j -0.00311451+0.000767395j -0.00227773-0.00314973j -0.00928705+0.000228316j -0.000362227+0.00549406j 0.00488454-0.00371939j 0.00343426+0.00162321j -0.00343706-0.00495739j -0.00295922-0.00974115j 0.00804837-0.00373468j 0.0026442-0.0036294j 0.00322066+0.00225183j -0.00552103+0.00142051j 
0.00285315+0.0064143j -0.00394548-0.00253788j -0.00297114-0.00142786j 0.00242415-0.0030348j 0.00436701+0.0064861j -0.000701295-0.00213417j 0.00487365-0.00373853j 0.00129778-0.00310124j 0.000665579+0.000911796j 0.00770782-0.000248052j 0.000784097+0.000234134j -0.00276407-0.00044047j 0.00418016-0.000881276j -0.00423308+0.00192737j 0.00363225-0.000293554j 0.000442436-0.00160838j -0.00177659-0.00465224j -0.00176143-0.000520077j 0.00747525+0.00142023j 0.0102308+0.000357855j -0.00602734+0.00103071j -0.00261062-0.00124243j -0.00422283-0.00254898j -0.00226597-0.00223001j -0.0147398-0.00708196j -0.00787653-0.00605639j 0.0135797-0.0013886j -0.0143002-0.0133551j 0.00432536+0.00959161j 0.00955623-0.00108903j 0.0131384+0.0124878j -0.00909009-0.00616519j -0.000675453-0.000739357j -0.00276026-0.00065723j 0.00391679+0.00455515j 0.000563142+0.000244902j -0.00394465+0.000619975j -0.0029851+0.00069839j 8.81528e-05-0.000385885j 0.00177439+0.000848837j -0.00746242+0.00148088j 0.00137974-0.00512557j 0.00279962-0.00394769j 0.00250507+1.3127e-05j 0.00401101-0.000135532j -0.0019602-0.000491372j 0.00733658-0.00135993j 0.00185276+0.00281191j 0.00262252-0.000409506j 0.000130922+0.00293633j 0.000812936-0.00682765j 0.00836299-0.00222448j 0.00187031-0.00138236j -0.000821771+0.000345838j 0.00465976-0.00144225j -0.000489299+0.00112921j -0.000891617+0.00252648j -0.00234277-0.000140998j -0.00428122+0.00670085j -0.00390085+0.00590093j 0.000517023+0.00247311j 0.00762944-0.0064313j -0.00878295+0.00739157j 0.00534163+0.00205794j -0.000421592+0.00113066j -0.00119985+0.00517885j 0.00603583-0.00673566j 0.0176732+0.0031576j 0.00727185-0.00367744j -0.00209097+0.00180478j 0.00413145-0.00593013j 0.00639817-0.00105137j 
-0.00431531+0.00213639j 0.00321841-0.00526506j -0.00118022-0.00287856j 0.00153675+0.000721483j -0.00381033+0.00358899j -0.00542252-0.00184985j 0.00632556+0.00320143j 0.00275868+0.000333442j -0.00223955-0.000378068j 0.0020152+0.00509624j -0.00947224-0.00409369j 0.00373178-0.0023218j 0.00204468-9.75505e-05j -0.00548836+0.00364473j -0.000509912-0.00459527j 0.00396684-0.00440793j -0.00277504-0.00337881j 0.000662023-0.00285067j 0.00692617-0.00408852j 0.00189192+0.000925285j -0.00648768-0.00721545j 0.00370477-0.0061249j -0.000636605-0.00267274j -0.00484314-0.0190704j 0.00176244+0.0024946j 0.0160904+0.00801637j 0.00343734+0.0101836j 0.00506409+0.0103945j -0.00319062-0.00880393j 0.00332168+0.00869466j 0.00409884+0.00727241j 0.00984888+0.00763328j -0.00222474+0.0056518j 0.00183976+0.00134271j -0.00119845+0.0021811j 0.00119436+0.00106108j 0.00172002+0.00261306j 0.000319789+0.00389813j -0.000978725-0.00231045j 0.00376049+7.15878e-05j -0.0044391-0.000783833j -4.44627e-05-0.00141075j 0.000281006-0.00199759j 0.000189753+0.00151133j -0.000377328+0.000897538j 0.00260517+0.0031961j -0.00135835+0.000227623j -0.00116724-0.00192745j -0.000817482-0.000449714j -0.00118905-0.00109324j 0.00568881-6.7714e-05j -0.00015463-0.00137119j -0.00030399+0.00266719j -0.00777367+0.00130302j 0.00844743-0.00197107j -0.000494424-0.00177492j 0.000825247-0.00306987j 0.00453832-0.00264745j -0.00283663+0.00144228j -0.00232675+0.000305814j 0.00598425-0.00824911j -0.00987426-0.00558417j -0.00307136+0.00271405j 0.0137434-0.00524593j -0.00182776+0.00235242j 0.00106061-0.00258127j 0.0128951-0.00338891j -0.00940121+0.00513517j 0.00192044-0.00243509j -0.00796954+0.00210537j -0.00509289+0.00185099j 0.00399921-0.00160858j 
