-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
-0.00364652-0.00314933j -0.000624687-0.000744911j -0.00280185-0.00665983j -0.00587675-0.00157458j -0.00594239-0.00480111j 0.0013444+0.0117088j -0.005371-0.000475583j -0.00616215+0.0061849j 0.00122029-0.00667722j 0.00628071+0.00648985j 9.31034e-05-0.00467703j 0.00148282+0.00234517j 0.011198-0.0041932j -0.0141002+0.00717773j -0.0171018+0.00520983j 0.000885053-0.000178007j -0.00368765-0.00759486j 0.00526584-0.00953778j -0.0107534+0.0149187j -0.00558696+0.0105317j 0.00943444+0.00159195j 0.00844144-0.00374018j -0.000977941-0.0107509j 0.00653119-0.00482194j -0.000125058+0.000231504j -0.00193232+0.00477622j 0.00181868+0.00153403j 0.00146871+0.00474349j -0.00197476+0.00436919j -0.00412898-0.00411797j -0.00254456+0.00555918j -0.00243569+0.00305614j 0.00271554+0.00618661j -0.00125395-0.000696963j -0.00402221+0.00369612j 0.000226889+4.96784e-05j 0.00412424-0.00595566j -0.00455787-0.00188085j 0.00545862-0.000548687j -0.00521681-0.0041643j -0.00792462-0.00109402j 0.00275916-0.00632888j -0.00598974-0.00319581j -0.000624763-0.00231316j 0.00829562+0.00600418j -0.000106561+0.00459816j -0.00426404+0.000334808j 0.00531764-0.00032858j 0.000615626+0.00497621j -0.00774871-0.00309597j -0.00500596-0.00444241j 0.00170821+0.00202779j 0.00942741+0.00551926j -0.0035664+0.00379698j -0.00304933-0.00476375j -0.000318588+0.0013276j -0.00201668-0.00452411j 0.00163112-0.00817652j -0.00142731-0.00204666j -0.000627457+0.00243285j -0.00245051-0.00152494j 0.00558024+0.000435102j -0.00313617+0.0015341j 0.00445602+0.00682049j -0.00208801-0.00201278j -0.00280596-0.00553954j 0.00145241+0.00321432j -0.00144439+0.00471282j 0.00156914+0.000835802j -0.00341173-0.00284596j 0.000133721+0.00356313j -0.000455379+0.00148757j 
0.006862+0.00819545j -0.00260339+0.00235791j 0.00697321+0.0156765j 0.0146183+0.0101216j 0.00708224+0.0096072j -0.00601693-0.0169251j 0.00883987-0.000683027j -0.00216068-0.003672j -0.00434913+0.00515757j -0.01632-0.00423617j 0.0164068+0.000324731j -0.00764111+0.00159824j 0.00567903+0.000258777j -0.00932308-0.00182334j -0.00415627+0.00424599j -0.00290258+0.00365807j 0.000266787+0.00569485j 0.00406122-0.00589862j 0.00113225+0.00299691j -0.0026903+0.00212862j 0.00312433+0.000107262j 0.00100564+0.00531665j 0.000269411+0.00326943j 0.00278995-0.00432366j -0.00449349-0.00111335j 0.00214035+0.00355114j -0.00260393-0.00538919j 0.00400414+4.62286e-05j -0.00179539-0.00918645j 0.00616932+0.0060384j 0.000419825-0.000105507j -0.00392867-0.00887063j -0.00710288-0.0180848j -0.00185119+0.00537648j 0.0052586-0.00620488j -0.0111116-0.00296406j -0.00219162+0.0126726j -0.0026845+0.00542625j 0.00696374-0.00789299j -0.00855096+0.00716151j 0.000382374-0.0143565j 0.00361768+0.00502138j -0.00566768+0.000388894j -0.00904581+0.00286313j 0.00874229-0.00489582j -0.00194726+0.00479134j -0.0023627+0.00470344j 0.00130807+0.00960614j 0.00410941-0.00790303j 0.00141833+0.000106764j -0.00831595-0.00779195j -0.00257084+0.00487699j 0.00192506-0.00195722j -0.00163162+0.00136086j -0.00350218+0.00102207j 0.00315093-0.00348415j -0.000464347+0.00181327j 0.00122084-0.00576455j 0.00397531-0.00298535j 0.000476449+0.00085523j -0.0013794+0.00186272j 0.000292337-0.00209769j -0.000271272+0.00353508j 0.0011971-0.00111586j 0.00128043-0.000796321j -0.00164833+0.00125066j 0.000471946-0.00343383j -0.000362248+0.000703571j 0.00149631-0.00254824j -0.000217521+0.000328953j 0.00146906-0.00229034j -0.00144436-0.000725362j 
0.00322387+0.00118487j -0.000289692-6.2645e-05j -0.00303498+0.00520433j 0.00577987+0.00505061j 0.00341272+0.00193714j 0.00303219-0.00242512j -0.00972194+0.000185164j 0.000620814+0.0021941j 0.0151631-0.00713084j 0.000559565-0.00168641j -0.0076815+0.000346139j 0.00461859-0.0137352j -0.00119557-0.00749263j 0.00912726+0.0091236j 0.00248348+0.00393055j 4.36808e-05-0.00702901j -0.0131602+0.00953412j 0.00892184-0.0111061j 0.00126902-0.00437914j 0.00649378-0.0059585j 0.00335169-0.00784135j 0.0177499-0.014196j -0.0032371+0.00173075j -0.00739646+0.0024425j 0.00366366+0.00113567j 0.00601595-0.00144766j -0.00289137-0.00253545j -0.000287027+7.39314e-05j -0.00343914-0.00551205j 0.00188699+0.00103226j 0.000348793+0.00305512j -0.000501133-0.00321037j 0.00236619-0.00553375j -0.00197135+0.000548885j 0.000699005-0.00432008j 0.00746483-0.00163286j -0.00778234+0.00402206j -0.0038016+0.0027991j 0.0100944-0.00457238j 0.010507+0.00514245j 0.0168118-0.00577734j -0.00778575-0.00165453j 0.0069677+0.00506856j 0.00923205-0.000952506j 0.00218307-0.00801856j 0.00208874-0.00314991j -0.000579797-0.00164943j -0.0101636+0.000246109j 0.000409618+0.00449251j -0.00658162-0.00242161j 0.0148381+0.00993386j -0.00033499-0.000181052j 0.00781465-0.000388868j -0.000514748-0.000627793j 0.000410013+0.00516243j -0.00106508+0.00544812j -0.00691778+0.00179019j 0.00283639+0.00170132j -0.00242948-0.00225098j -0.00186172+0.000632949j 0.00252906+0.00372j 0.00577965+0.000820816j 0.000161753-0.00125018j -0.00131745+0.00165271j -0.00144294+0.00165284j -0.00296001+3.12329e-05j 0.00265464+0.00321482j 0.00220411+0.00406843j 0.00239265-0.0015709j 8.66772e-05+0.000694397j -0.00244347-0.00119813j -0.00112133+0.000423161j 
-0.00191884+0.00202462j -0.00293529+0.0015632j 0.00115299+0.00439996j -0.000621078-0.00287511j 0.0120578-0.00424864j 0.0072975-0.00290593j 0.00470042+0.00446409j 0.0018264+0.00525946j 0.00135957+0.00335154j -0.00758486+0.00189603j 0.00947086-0.00735155j -0.00974064+0.000207504j -0.000650653+0.00255802j 0.0106208-0.00168084j 0.00396452-0.00274666j -0.00431979+0.00211992j 0.00466896-0.0196353j -0.00511589-0.00299775j 0.00228031+0.0136675j -0.0108755+0.0104423j 0.00524454+0.0131344j -0.00926052+0.00460172j 0.00177992-0.0171573j 0.0142218-0.00944498j -0.00944539+0.000670584j -0.00349705+0.0050011j 0.0067905-0.00126915j -0.00308988+0.0130845j -0.00145829+0.00253175j -0.00262711+0.000110531j 0.00278174-0.000529266j -0.00127115-0.0040979j 0.00208989-0.00211237j -0.000166083-0.00383069j 0.00370859-0.000541967j 0.00586573+0.00837962j -0.00221051+0.00477271j 0.00034976+0.00161062j 0.000804762+0.00515139j 0.00434239+0.00396126j 0.00516097+0.000633445j -0.0032387+0.00543732j 0.00435827-0.00147573j 0.00904003+0.00667251j -0.00755264-0.00379389j 0.0110735+0.00282386j 0.000982622-0.0015036j -0.00411735+0.00244304j -0.00556333-0.00454905j -0.00929367-0.00597948j 0.0127385+0.00850576j 0.000211208-0.00144656j 0.00518451+0.0113355j -0.00414598-0.00120426j 0.00472699-0.000533707j 0.004318-0.000279826j -0.00301745-0.00318267j 0.00297577-0.00251732j 0.00275748-0.00197444j 0.000308219-0.00200486j -0.00161408+0.000113943j -0.00510591-0.000936094j -0.00495472-0.000699148j 0.00311169+0.00676302j 0.00126933-0.00296253j -0.00173613-0.00869713j 3.60527e-06+0.00181638j 0.00139943+0.000812234j -0.000209054-0.00409687j -0.000314833-0.00241889j 0.000714453+0.00214765j -0.00138793-0.000804894j 
0.00580922+0.00437565j 0.00253281-0.00511003j -0.00258612+0.00291787j 0.0149029+0.00909128j -0.0233854+0.01065j -0.00421762-0.00386707j -0.0227991-0.00855427j 0.00541252+0.0150792j -0.00690621+0.00386962j 0.0235867-0.0134263j -0.0187266+0.00288787j 0.00831749-0.00373893j -0.00976909+0.00549351j 0.00878134-0.00578495j 0.00540993+0.00460437j 0.00360317-0.00296041j 0.000397026-0.00905756j -0.0102753-0.00100459j 0.00513102+0.00876869j 0.00489165+0.000996144j -0.000696297+0.0106587j -0.0073162-0.000598018j -0.00104278-0.0085411j 0.00504287-0.00687518j -0.00152276+0.00127117j 0.00365153+0.004095j -0.00413154-0.00201454j 0.00173972-0.00249662j -0.00156738-0.00923158j 0.00755305+0.00115461j -0.00247732+0.00829329j -0.00504374-0.00363949j -0.00382643-0.00493059j 0.00486456+0.00903262j -0.00194763-0.00556333j -0.000866898-0.011398j -0.010314-6.63002e-05j -8.41986e-05-0.00020176j 0.000266478-0.00137871j 0.00378285-0.00420281j 0.00154266-0.00582884j 0.000547022-0.00703057j 0.00267866-0.00558371j -0.000537045-0.000920686j 1.50191e-05+0.00830461j 0.000535044+0.00118511j -0.000445902-0.00413868j -0.00743913+0.000996376j 0.00580588-0.000449945j -0.00063244-0.00392005j 0.00511147+0.00278958j 0.00192119-0.0012899j -0.00174773+0.00925048j 0.005641-0.00254273j -0.00278737-0.00142479j -0.00135792-0.000596236j -0.00100168-0.00367805j -0.0018424+0.00259083j -0.000360077-0.00083161j 0.00204521-0.00293731j -0.00333881+0.0032587j -0.00248335-0.000432365j 0.000709275-0.000466441j 0.00235331+0.00160011j 0.00120724-0.000133074j 0.000385884-0.00370462j 0.00208736-0.00132183j 0.00153213+0.00207481j -0.000260825-0.000410513j -0.000162113+0.000608456j 0.000364459+0.000686278j 0.0010415+0.000487639j 
-0.0024272+0.00219144j -0.00398186-0.00455127j -0.0104412-0.00342114j 0.00596921+0.00731586j -0.00766498-0.00048026j 0.0137757-0.00524857j -0.00992389-0.0111015j 0.00136098+0.00968507j 0.00221983-0.001199j -0.00905741+0.0143101j -0.00245094+0.000887725j -0.00277799+0.0050997j 0.00749152-0.00458083j 0.00523737+0.000285539j 0.00375576+0.0108607j -0.00988892+0.00464894j 0.00627563+0.00778109j -0.00417802-0.00156962j 0.00414977-0.0083494j -0.0123134+0.00122469j -0.00259591-0.00379033j -0.00707664-0.00510031j 0.00326367+0.00893876j -0.00306925+0.00261901j -0.00233662-0.00118256j -2.98473e-05-0.00729967j -0.00304371+0.00192389j 0.000537744-0.00209286j -0.00205456-0.000427993j -0.00394462-0.00524579j 0.00421621+0.00167247j 0.00272938+0.000485378j -0.000319588+0.00594512j 0.00474509+0.00768031j 0.0017851-0.00599488j 0.00821724-0.00307011j -0.00289025-0.00142428j -0.00163548-0.00096184j 0.00653354-0.00290417j 0.00357081-0.00556611j -0.00199187+0.00104467j 0.00424936-0.0106529j 0.000885715+0.00175511j -0.00200037+0.00238427j -0.000721534+0.00146904j -0.00299002-0.00153178j -0.00486893+0.00880663j -0.00100544+0.00392322j 0.00338786-0.00624639j 0.000442878-0.00359079j -0.000323487+0.00342346j -0.00434075-0.00173925j -0.000154396-0.00134166j -0.00209614-0.00191538j -0.00178432+0.00377365j 0.00658137+0.00311418j -0.000396553+0.00598587j 0.00446875+0.00171674j 0.0010543-0.00179542j 0.000131265+0.0022333j 0.00378601-0.000199435j 0.00107179+0.000485032j -0.00118023-0.000671086j 0.00126819-0.00256167j 0.00103941+0.00314494j 0.00133672+0.0015785j -0.00200589+0.00333965j -0.00248394+0.000198561j 0.000854846+0.00150697j -0.00175923+0.00229251j 0.00115634-0.000670924j 0.00112997-0.00249085j 
0.00151893+6.90652e-05j 0.00788037-0.000187081j 0.00873324+0.000936947j 0.000430043-0.0103569j -0.00779512+0.00459209j 0.000604937-0.00746401j -0.00570405+0.0122659j 0.0155534+0.0024404j 0.0124611-0.0125001j -0.00458375-0.00112194j -0.00450224-0.00222575j -0.00756885-0.00882026j -0.000339492-0.0108915j -0.00123057+0.00738879j 0.00751777+0.00262904j -0.00217471-0.00121557j -0.00629772+0.00380587j 0.00858529-0.00821716j -0.00158522+0.00549167j -0.00140585+0.00044188j 0.00425253-0.00605045j 0.00877044-0.0127437j -0.00129358-0.0020845j 0.00176675+0.000444766j -0.00272622+8.49388e-05j 0.00314255+0.00113688j 0.00490641-0.00109911j -0.00109902+0.00298832j 0.00723662+0.000466775j 0.00258389+0.00225166j -0.00606512+0.000827617j 0.00116323-0.000448907j -0.00460127+0.00231197j 0.00434435-0.00436353j 0.0038841+0.00190594j -0.0034247+0.00877125j -0.00432283+0.00552381j 0.00979206+0.000591626j -0.0117351+0.00228219j -0.0017524+0.00444637j -0.00878987-0.00346592j 0.0017349+0.010017j -0.00293491+0.00435353j 0.00124095+0.00291708j -0.00370521-0.00763224j 0.00221+0.000166601j -0.00113311-0.00306494j -0.00458092-0.000242525j 0.00161034+0.000963483j 0.0082387-0.00296105j -0.00597981+0.00510923j 0.00292523-0.00666942j -0.00401577+0.000581438j -3.31218e-05+0.00300149j -0.00231599-0.00175868j -0.00603911+0.00256636j 0.00386133+0.00365311j -0.000742933-0.000257768j 0.000969403-0.00299825j -0.00468733-0.000205243j -0.000153329+0.00289916j -0.00369155-0.00540191j -0.000614549-0.00013236j -0.00283633+0.00538007j -0.00403421-0.00255173j -0.00278513-0.00333876j -0.00366415+0.000177343j 0.00100153+0.00056273j -0.000690473-0.00180614j -0.000235087-0.00064592j -5.00867e-05+0.000862824j 0.000220338-0.000302615j 
0.000580009+0.00104668j -0.00924619-0.000843139j -0.00780367-0.0029068j 0.00781165+0.0108516j 0.00387528-0.00441534j 0.000887659+0.00417605j -0.0140732-0.0102423j 0.0129621-0.00296841j 0.00999534+0.00516965j -0.00575879+0.00108236j 0.0044103-0.00985109j -0.016573+0.00604707j -0.00324472+0.00458952j -0.00974675-0.00741902j -0.00191619+0.00121516j 0.00445323-0.00441271j -0.00366152-0.00435644j 0.0119155+0.00479893j -0.00657171+0.000601074j -0.000451294+0.000927791j 0.0136104-0.00706309j 0.00969696+0.00841862j -0.00165744+0.00350039j -2.38673e-05+0.00237237j -0.0083575+0.00539849j -0.00304069+0.00248059j 0.00355939-0.000644477j -0.00256619-0.000154094j -0.00680197-0.00217353j -0.00248004-0.00824848j 0.00281974+0.00380631j -0.00537853+0.000397297j -0.00341938+0.00181204j 0.00967352+0.0116699j 0.00673204-0.00629896j 0.00689562-0.00818229j -0.00790764-0.00562418j 0.00821494-0.000126701j -0.00463849-0.0121262j 0.00310321-0.00607141j -0.000321395-0.00468893j 0.00538926-0.00770544j 0.00154604+0.00469111j 0.00671975-0.00106614j -0.0100364+0.00278435j 0.0102473+0.00195637j 0.00615522+0.00477707j 0.000876939-0.00203021j -0.0137865-0.00143708j 0.00606655+0.00261166j -6.37426e-05+0.000550131j 0.00495115+0.000260649j -0.00741753-0.00549121j -0.00333503+0.00292183j 0.00361709+0.00371244j -0.00235744-0.00375147j -0.00152805+0.00190158j -0.00346751-0.00868191j 0.00467033+0.00024283j -0.00240337-0.00171865j -0.00413658-0.00190193j -0.00265105-0.00437387j -0.00194776+0.00118135j -0.00489161-0.00311094j -0.00307066-0.00215641j -0.00173109-0.00260808j -0.000479711-0.000506338j -0.0015492+0.00221422j 0.000297489-0.00132624j 0.000258797+0.000765616j 0.000790739+0.000930237j -0.00217981-0.00201574j 
0.00557558+0.00134622j 0.00698728+0.00100444j 0.00719429+0.000506673j -0.000353389-0.00991605j -0.00739672-0.000415782j -0.00563903-0.00161798j -0.0112825+0.00690527j 0.0034622-0.00884987j 0.00892005+0.00146163j 0.000799857-0.00366184j -0.0163464+0.00464076j -0.0136673+0.013358j -0.00804174+0.012558j 0.00644707-0.00966286j -0.00965992+0.00285254j -0.0082955+0.00869489j 0.00979714-0.00531048j -0.000700979+0.0061268j -0.0144036+0.00219928j -0.0162524+9.63386e-05j 0.00287469+0.00773431j -0.0110457+0.0154766j 0.00416783+0.0120866j 0.00293357+0.00125162j -0.0112132-0.00324358j -0.00888931+0.000654088j -0.000849763-0.00305135j 0.011524-0.00218025j 0.00223049+0.00174344j -0.000128768+0.000965279j -0.00287937-0.00143622j -0.00627795+0.00195104j -0.000665708+0.00233647j -0.0047841-0.00508276j -0.00240906-0.00297758j 0.00321747+0.00561809j -0.00216878+0.00544833j -0.000116508-0.00029674j 0.00199587-0.00441365j 0.00750681+0.00140886j 0.00836538+0.000811423j -0.00316273-0.00188537j 0.00988661+0.00141498j 0.00999432+0.00255463j -0.00631542-0.00160775j 0.00579457+0.00264747j 0.00607281+0.00674992j -0.000493838+0.00100065j -0.00638513-0.00768774j -0.00859032+0.005796j 0.0117534+0.00134963j -0.0027178+0.00964758j 0.00179681-0.00721958j -0.00747191+0.00246397j 0.00823314+0.00392545j 0.00818546-0.00500682j 0.00212637-0.00124778j -7.38769e-05-0.0045726j 0.000335545+0.00236347j 0.000211036-0.000590591j 0.00444972-0.00393993j -1.32267e-05+0.00273398j -0.0033227+0.002115j 0.00273594-0.0056878j -0.000181708-0.000853673j 0.00169386+0.00405926j 0.00123827-0.000301647j -0.00240784+0.00108564j -0.000242564+0.000114594j -0.00197441+7.27763e-05j -0.00140681-0.000530198j -0.000985086+0.00168023j 
-0.00134831+0.000222382j -0.00609177-0.000242221j -0.00161993+0.00140809j 0.0041869+0.00756939j 0.00813007-0.00156133j -0.00872016+0.00688422j -0.00280036+0.000656865j 0.0143429-0.00076942j 0.00249496-0.0104665j -0.00759318+0.00272702j -0.00844332+0.0170879j -0.0224389+0.0056929j -0.0110827-0.00023333j 0.00561715+0.001301j 0.00690019+3.6628e-05j -0.0142866+0.00798503j 0.00652665-0.00420631j -0.00380775-0.00189812j -0.00570965+0.0026033j -0.00925507+0.00610878j -0.0161995+0.0115712j -0.0162228-0.00427562j 0.00530641-0.0141727j 0.00612558-0.00564947j 0.00624972+0.00183329j -0.000428892-0.000891417j -0.00172348+0.00177721j -0.00713299+0.00202464j -0.00102424-0.00252283j 4.82714e-05+0.000621356j 0.00321595+0.00021031j 0.00318214-0.002841j -0.00253755-0.00137089j 0.00610808+0.00504473j 0.0066047+0.000712114j -0.000903208-0.00553513j -0.00442201-0.00573246j 0.00764693-0.00192822j -2.56555e-06-0.00462137j 0.00615515+0.00148443j -0.000879927+0.00144748j 0.00566716-0.00479307j 0.00351524+0.00294769j 0.00770576+0.00193847j -0.0167578+0.0027287j -0.0106232+0.00474839j -0.00130295-0.0073765j 0.00180286-0.0112785j 0.00366238+0.0046444j -0.00619174+0.000121911j 0.00431916+0.00627376j -0.00919385-0.00642067j 0.00545052+0.00233573j -0.00365249-0.000927591j 0.00182882-0.00174239j 0.00497625-0.000199506j 0.0113421+0.0016907j 0.00405667+0.00527895j -0.00247474+0.00253459j 0.00217431-0.0029557j 0.00101048+0.00674349j -0.000667434-0.0050366j -0.00185639+0.000485432j 0.00608849+0.00387048j -0.000562657+0.00112041j -0.00290802-0.00151903j 0.0028497-0.00327554j 0.00262114-0.00254795j -0.00021202-0.00190529j 0.000690219-0.00036361j 0.00190533+0.000206016j -0.000214478-0.000651818j 
-0.000274897+0.000818134j -0.00101491+0.00111044j 7.38259e-06+0.00153375j -0.00290056-0.000840954j -0.00205985-0.00407733j 0.0040011-0.00580897j 0.00151402+0.0098177j -0.000465142-0.00795533j -0.000724925-0.0135514j 0.00288438-0.0167876j -0.00176357+0.0151304j -0.00727791-0.00950735j -0.00143069+0.0195734j 0.00449237-0.0272452j -0.00462564-0.0194527j -0.00284405-0.00604797j -0.00167694+0.00285118j -0.00315677+0.00206038j -0.00330186-0.00982058j 0.00123797-0.0149183j 0.000373318+0.00435385j -0.00219788-0.00652612j -0.00658769+0.000707236j -0.00193709+0.0039252j 0.00136874-0.00184828j 0.00122329-0.00650435j 0.00115833-0.00128908j 0.000357392+0.00456083j -0.000358989-0.000465483j 0.00208054-0.00360792j 0.000265722-0.000799337j -0.00172009-0.0020954j -0.000629317+0.00112123j -0.000891026-8.90783e-05j -0.00105168-3.28911e-05j -0.00298562+0.00337278j 0.00516861-0.00287224j -0.00302501+0.0023938j 0.00365721-0.00210019j -0.0019207+0.00943791j -0.00328211+0.00567424j 0.00370872-0.00368002j -0.00163379+0.0111888j -0.00465572+0.00720306j 0.00337953-0.0124539j 0.00483357+0.00605168j -0.00159668+0.00707105j 0.00555412-0.00362134j 0.00112309-0.00512511j -0.00567835-0.00717624j -0.00595871+0.0121715j -0.00191125-0.000852354j 0.00307766+0.00144996j -0.000736252-4.23301e-05j -0.000156677+0.00747572j 0.0045107+0.00346419j -0.00540451-0.00228768j -0.00064559+1.80464e-05j -0.00237481-0.0045326j 0.00255613-0.00062156j -0.000925695+0.000787789j -0.00167579-0.00699246j -0.00145321-0.00458948j 0.00339897+0.0019687j 0.000753696+0.000600178j -7.87848e-05+0.000938509j -0.000381745+0.000677934j -0.00200511-0.00282776j 0.00187131-0.00170536j -0.00143333-0.00110844j 0.000198116+0.00117817j -0.00123178-0.00119617j 
-0.00108556+0.00144024j -0.00149909-0.000440021j 0.0032621-0.00193658j 0.00141354-0.000855585j 0.000176069-0.000822899j -0.00190531-0.0069767j 0.00607139-0.000951673j -0.00403477+0.00133055j -0.00914907-0.00512828j -0.00142622+0.00155913j 0.0111159-0.0066688j -0.00791538-0.0122291j 0.00336742-0.00457745j -0.00731688-0.00318697j -0.00636753-0.00668105j 0.00079497-0.00874436j 0.00385559+0.0109516j -0.00250268-0.00705792j -0.00653634-0.00871269j -0.0004799-0.0120568j 7.849e-05-0.00679879j -0.00103112-0.0185119j -0.00238778+0.00721511j 0.000638357+0.00981843j 0.000142683-0.00321829j -0.000170805-0.00852983j 0.00132225-0.000659133j 0.000785215+0.00559417j -0.00137156+0.000577812j -0.00147923-0.00379151j 0.000203028-0.00035202j -0.001372-0.00369058j -0.00365038+0.000121191j 0.000138668+0.00106361j 0.000793897-0.000642425j 0.0014387-0.00493373j 0.00629824+0.00710091j -0.00199703-0.000975651j -0.00350327-0.000333147j 0.00548905-0.00250986j -0.00367803-0.00743479j 0.00726253+0.00610935j 0.00897872+0.00216204j 0.000148062-0.00478872j -0.0114489-0.00674368j 0.00264884-0.00296131j -0.000492913+0.00378564j 0.000356818+0.00870562j 0.00224086+0.00254499j -0.00331175-0.0098688j 0.0103004+0.00126729j -0.0046463-0.00633874j -0.00184565+0.00210134j -0.00302859+0.000487761j 0.00733353+0.00573182j 0.0083078+0.00781011j -0.00183439+0.00361883j 0.000640735+2.05875e-05j -0.000664782-0.00674856j -0.000695409+0.00405468j 0.00104075+0.000376959j -0.00371848-0.00787309j -0.00343625-0.00523099j 0.00054906+0.00733968j 1.20912e-05+0.0025272j -0.000942419+0.00296512j 0.000176377+0.00198029j 0.000536922-0.00352419j -0.000596776-0.000400897j -0.000339693-0.00123545j -0.000581622+0.00159495j -0.00154512-0.00222073j 
-0.000951613+0.00149952j -0.00082261-0.00144345j 0.000483679-0.00361802j 0.00262632+5.63995e-05j 0.00486254-0.0038676j 0.00484288-0.00201784j 0.00946444-0.00918115j -0.0012386+0.00246114j 0.00243554+0.0127086j -0.0119747+0.0042809j 0.00817046-0.00142035j 0.00658975-0.00351705j 0.0106733+0.00775806j 9.04412e-05-0.0104019j 0.00676619-0.0173201j 0.000562916-0.00036884j -0.00709352-0.00639496j -0.000541743+0.00963902j 0.016868-0.0142029j 0.00319023+0.00104656j 0.00385217+0.00894008j 0.00177479+0.0132077j -0.00791009-0.00924829j -0.00533087-0.0123561j 0.00331553+0.00280239j 0.00663804-0.00270396j 0.00198379-0.00181449j -0.00830362+0.0074837j 0.000276307-0.00299837j 0.00234496-0.00491986j 0.00400795-0.00243783j 0.00674319-0.00352013j -0.00380974+0.00250856j -0.00120733+0.00319312j 0.00823799-0.00105941j 0.000793217-0.00600681j 0.011008+0.00138516j 0.000446304+0.00315237j 0.00321256-0.00443191j 0.00323999-0.00610318j -0.00133804-0.000449222j 0.00744342-0.00404722j -0.00811733-0.00678584j 0.00175431-0.0079165j 0.00294989+0.00410112j 0.00342408+0.0108886j -0.0116836-0.0023291j -0.0006454+0.00296069j -0.000663681-0.00501172j -0.000828374+0.00437397j -0.00329548-0.010367j -0.003462+0.00312894j 0.00895346-0.00458822j 3.67581e-05+0.00327481j -0.00569276-0.003781j -0.00401692-0.00190349j -0.00579403-0.0126701j 0.00852087-0.00275882j 0.0036497+0.00147496j -0.00119786+0.000364203j 0.00338725+3.56167e-05j 0.000664381-0.00323674j 0.00282104+0.00234789j 0.00408255-0.00629139j -0.0010306+0.00135393j -0.00278366-0.00280802j -0.00399549-0.00452072j -0.000756038-0.00612339j 0.00278179-0.00309834j 0.000128371-0.000443197j -0.000609091-0.00157678j -0.00061975-0.00357516j 
