0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
0.000706796-0.0010336j 0.00219199+0.0036669j 0.000212054+0.00204353j -0.00114648-0.00122839j -0.000261975-0.00195746j -0.00148826-0.00280813j -0.00203545+0.000134335j -0.00124118+0.000477696j 0.00337179+0.00306784j 0.000537075+0.00521573j 0.00301026+0.00066851j 0.000894874+0.00297605j 0.000556818-0.00314938j -0.00151867-0.00475789j -0.00246488-0.00252894j -0.000833576+0.000174701j 0.00060955+0.000223368j 0.00109369-0.00151458j -0.00144162-0.000662415j 0.000604583-0.001055j 0.000646941-0.00183914j 6.95949e-05-0.00151258j -0.000840849-0.00114831j 0.00256271-0.00127745j -0.000837923-0.00106525j -0.0014753-0.000769153j 0.000745496+0.00174481j 0.00246431+0.00372776j 0.00100341+0.000391478j 0.0014975+0.00187091j 0.000850384-0.00286796j 0.00174591+0.00117492j 0.00172342-0.00056391j 0.000454192+0.0015911j 0.000374349+0.00180237j 0.000878595+0.000385044j -0.00216369-0.00399442j -0.00334601-0.000868317j 0.00238583-0.00464208j 0.00340355+0.00164579j 0.00303875+0.007066j -0.00564765+0.0020284j 0.00128379+0.000654708j 0.000862735+0.000262714j 0.00841242+0.00189272j -0.00582206-0.00295411j 0.00661748-0.00191492j 0.00419197+0.00655551j -0.00213961-0.000351688j -0.000384544+0.00139279j -0.00169266-0.00715554j 0.00261253-0.0014704j -0.00173358+0.00384546j 0.00258884+0.00400619j -0.00410958+0.00341529j -1.62617e-05+0.00301312j 
0.00108592+0.000586567j -0.00261714+0.00182258j -0.00213785+0.000254993j -0.00168086-0.00321944j -0.00252659-0.00397602j 0.00201692-4.2236e-05j -0.00185781-0.00203191j -0.00471799-0.00270339j 0.00104675+0.00199568j -0.00447926-0.00221198j 0.000229419+0.00291352j -0.00290164+0.000477042j 0.00374373+0.00281939j 0.0027564-8.30611e-05j 0.00097491+0.000483897j -1.18263e-05-0.00190277j 0.00120924+0.00116939j -0.00012059-0.00235852j -0.000488549-0.000667559j 0.000276301+0.00412112j 0.00287181-0.000488207j -0.00135328-0.000245426j 0.000108891+0.00142236j 0.00350607+0.000208317j 0.00178361+0.000744387j 0.00162002-0.00208886j -0.00214886+0.00217009j -0.000507192+0.00381118j -0.000446706-0.000872666j -0.00137285+0.00195294j 0.00420696-0.000290189j -0.000577367+0.00134038j 0.000212451-0.00116954j -0.00357356-0.000117192j 0.0045171+0.00574722j -0.000542363+5.90967e-05j 0.000312146-0.00268693j -0.00320699-0.0050838j 0.0046775-0.00147161j 0.000369054-0.000875j -0.00485843+0.00543448j -0.00657713+0.00351327j -0.00558667+0.00198562j -0.0026393-0.00150933j -0.000517635+0.00313529j 0.00395501+0.00833561j 0.00579363+0.00577697j -0.0120008-0.00673806j -0.00354515+0.0016194j 0.0103979+0.00564337j 0.00454485+0.0103869j 0.00179083+0.00040636j -0.00309352-0.00359166j 3.97016e-05-0.00256281j -0.000138607-0.00953681j -0.0054029-0.00191628j 
0.00354451+0.00473112j 0.00379381-0.00208922j 0.00311286+0.000515149j -0.000804223-0.00222057j -0.000237314+0.00167112j -0.00157087+0.00122804j -0.00296205-0.0027832j 0.000386548-0.00135207j 0.00104961+0.00109087j 0.000141416-0.000882961j 0.000372378+0.000584862j 0.0011441+0.0010769j -0.00165191+0.00217076j -0.000836801+0.00216518j 0.00242629+0.000755275j -0.000284096+0.000922349j 0.000323908+0.00158916j 0.0025435-0.00208902j 0.000409363+0.000412748j -0.000697224-0.00298623j -0.000545219+0.00534067j -0.00261533-0.00255459j -0.00170876-0.00203068j -0.00320423+0.00218494j -0.00185613+0.00270735j -0.00112144+0.00372274j 0.00398021-0.00445025j -3.84484e-06-0.00912253j 0.000840866-0.000210016j 0.00258169-0.00142787j -0.000523823+0.00359006j 0.00142917-0.00143375j -0.000630373-0.00245084j 0.000110069-8.66779e-05j -0.000261205+0.00316889j 8.97376e-05-0.00156899j -0.00408553-0.000880373j 0.00301731+0.00228391j -0.00691066+0.00381226j 0.00432161+0.00319982j 0.00787379-0.0111178j -0.00248013-0.00549123j 0.00214059-0.0100043j -0.00137769+0.000534493j -0.0019197+0.00558855j 0.00676219-0.01487j 0.00608311+0.00630738j 0.0111662+0.00800342j 0.012455-0.00284776j -0.0111719+0.0108757j -0.00717229-0.0119557j -0.0027781-0.0065345j -0.00360227-0.000945194j -0.00488226+0.00953922j 0.00234822+0.00481197j 0.00015957+0.0114048j 
0.00218686+0.00223796j 0.00224284+0.00452589j -0.00159659+0.00061366j -0.0048471-0.00553933j -0.00445842-0.00330802j -0.000734617-0.00118446j -0.000728049-0.00276813j -0.00604469-0.005185j 0.00286312+0.00261618j 0.000646304+0.00434414j 2.28061e-05+0.000190854j -0.00344309+0.000996246j 0.00415659+0.00393036j 0.00183072-0.000206158j -0.000212946-0.00133262j -0.00316101-0.00406521j -0.00071935+0.000596753j -0.00123616-0.000294515j 0.00432612+0.00137059j -0.000188317-0.00243654j 0.00326815+0.00279993j 0.0018343+0.00307475j -0.00139457+0.000503577j -0.00240437+0.000640005j 0.0029337-9.70499e-05j -0.00498786-0.00510872j -0.00768874-0.00272698j -0.00186895+0.000939606j -4.49092e-05+0.00291572j -0.00336007-0.000812701j 0.000828747-0.00109184j 0.000961595-0.00163874j -0.00694614-0.0065887j 0.00161103-0.000914713j 0.000603892-0.00221442j 0.00377134+0.000118712j -0.00546379-0.00398204j -0.000526014-6.46217e-05j 0.00430121-0.00753232j 0.00482327+0.000433285j -0.00851589-0.000805541j -0.00346146+0.00193092j 0.00221017+0.00665389j -0.00366822-0.00039039j 0.00322975-0.00869072j -0.00437903-0.0115123j -0.000630692-0.00183603j -0.00232911+0.00738939j 0.00215766-0.00232009j 0.00220763-0.000378432j 0.00266807-0.0100204j 0.00609857+0.00425867j -0.00575905+0.00965863j 0.00185484-0.000868007j 0.00075158-3.40735e-05j -0.0035899+0.000318678j 
-0.00191789+0.00254684j -0.0011962+0.000107071j -0.00015595+0.000805167j 0.00320894+0.00367869j -0.000975119+0.00137105j 0.000515501+0.00117832j 0.00190383-0.0039468j 0.000845403-0.00105124j -0.000753424+0.00235853j -0.00212745-0.00285246j -0.00342909+0.00327647j -0.00227976-0.0016579j -0.000557212+0.00288407j 0.0010886+0.00432687j -0.000621136+0.00281951j 0.000529547+0.000755694j -0.0029139+0.000958885j 0.00187861+0.000558134j 0.00251171-0.00111464j -0.00294303+0.000309381j 0.00051801+0.00455926j -0.00146276-0.00296252j -0.00128196-0.00318954j -0.000948289+0.00271654j 0.000362836+0.00117804j -0.000470326+0.00185371j -0.00297271-0.00342739j -0.0006912+0.00137094j 0.00379666-0.000411919j -0.00372063-0.00182701j 0.00426633+0.00715504j -0.00265158-0.00343738j 0.00398069+0.00263026j -0.00378903-0.00422609j -0.00434039+0.00737443j -0.000204316+0.00110474j 0.010634-0.00546742j 0.00595715-0.00712743j 0.0126084+9.35484e-05j -0.00367281+0.00489083j -0.0184073+0.00582347j -0.0138636-0.00480421j 0.00147236-0.00562335j -0.00360867-0.00349338j 0.0035714+0.00605775j -0.00523813-0.00562769j 0.000227684-0.000920956j -0.00512413+0.00158675j -0.0113224-0.00301763j -0.00662866+0.00742006j -0.00104542-0.00379692j 0.00101579+0.0118492j -0.00470228+0.00074564j -0.00477354+0.00443476j 0.00152194+0.000866953j -0.00346328-0.00404417j 
-0.00202919-0.000462342j -0.000476594-0.001764j 0.00420126-0.000757506j 0.00417175+0.00332743j 0.00451605+0.00189142j 0.00346576-0.000457971j 0.000992364+0.000983908j 0.00781781+0.00164461j -0.00587838-0.00149744j -0.00558656-0.000205955j 0.00392469+0.000933521j -0.00265848-0.00114572j -0.00300005-0.00288001j -0.000485385+0.00376892j 0.00385543+0.00130849j -0.000490092+0.000368778j -0.00225931+0.000825838j 0.00723923-0.00306134j 0.0014653-0.00259214j 0.00115895+0.000820057j -0.0054135-0.000702225j 0.00245042-0.00499677j 0.0040882-0.00179964j -0.00190783+0.00505762j -0.0028334-0.000945055j 0.00131449+0.0030237j 0.00354901-3.90321e-05j -0.000746879+0.00127159j -0.00330746-0.00129324j -0.000585537+0.000865523j -0.00314204+0.00473838j 0.00250404+0.000605389j 0.00369941+0.000543876j -0.000668656-0.00116743j -0.0126298+0.00673211j -5.72536e-05-0.00184367j -0.00147208-0.00379525j 0.00615134-0.00461333j -0.00645679+0.000944527j 0.000941738+0.00411371j -0.000344151-0.00288923j 0.00393032-0.00643684j 0.00520354-0.00463547j 0.00268993+0.00287472j -0.000464002-0.00343929j 0.00399966+0.00269682j 0.00691341+0.00391541j -0.00592356-0.00476337j -0.00204625+0.00548188j -0.00959758-0.00369687j -0.0014726+0.0074739j 0.000172885-0.000514514j -0.00253123-0.0117054j -0.00287065+0.00137798j 0.0030316+0.0021521j 0.000343507-0.0020806j 
-0.00374876+4.79461e-06j -0.00137698-0.00350113j 0.00161465-0.00196522j 0.0041051+0.0024836j 0.00064836-0.0020861j -0.00280696-0.00181974j 0.00326699+0.00257319j 0.00745138+0.00232775j -0.00261387+0.000504184j 0.00091452-0.00281816j -0.00349304-0.000595449j 0.00036028-0.000340817j -0.00852878-0.00323489j -0.000435717+0.000268415j -0.0015803+0.00160169j 0.0052187-0.000145545j 0.00347714-0.000508619j -0.0023716-0.00193337j -0.00391389+0.000822089j 0.00358155-0.00140715j -0.00153656-0.00343999j -0.00382745-0.000712692j -0.00319577-1.27777e-06j 0.000264898-0.00593032j -8.33695e-06+0.000142221j 0.00489854-0.00281715j 0.00314807-0.00405195j 0.00131011+0.000797628j -0.00643584+0.00344167j 0.00172891-0.00704989j -0.00123797-0.00505248j 0.00646096+0.000256339j 0.00458823-0.0124029j 0.00570527+0.00559427j 0.00176144+0.00435305j -0.00358636+0.00111961j 0.00367745-0.00183316j -0.00012576-0.00167963j 0.0107005-0.000181171j -0.00181323-0.0040132j 0.00478414-0.0129057j -0.0046079-0.00468679j -0.0042422+0.00687732j 0.00727657-0.00352217j 0.00700934+0.0034376j 0.0088757+0.00177793j -0.0039903+0.00449494j -0.00747578-0.00529904j -0.00370755+0.00309569j -0.00236815+0.00812694j 0.0051259-0.00283992j 0.00575409-0.00605836j -0.000143238-0.00569954j -0.000284221+0.000777877j 0.00459105+0.00114188j -0.000690858-0.00364897j 
-0.00179662+0.00106214j -0.00417831-0.00109467j -0.000338744+0.00172548j 0.00544-0.000813694j 0.00336699+0.00212776j 0.00363924+0.00577001j 0.00345847-0.000583117j 0.000332959+0.00143002j -0.00112969-0.0010498j -0.00547462-0.00447338j -0.00112811+0.00475945j -0.00683198-0.00259671j 0.00166395+0.00329009j 0.00489872+0.000259959j 0.00266036+0.000640179j 0.00108452-0.000892255j 0.000463403+0.000617756j 0.00222335+0.00292535j 0.00295632+0.00116371j 2.8333e-05+0.00271302j 0.00364179+0.00413834j 0.00164464+0.00433359j -0.00112991+0.00306953j 0.00247304+0.00422928j 0.00197018+0.00356692j 0.00382116+0.00024622j -0.00668666-0.00100867j -0.00770672-0.00639648j -0.00420077-0.00655564j -0.00784124-0.00087218j 0.00239166+0.0022258j -0.00406629+0.00632245j -0.00197904+0.00176855j -0.000227985+0.000525788j 0.000375501-0.0074265j -0.000900957+0.000733628j 0.00692575-0.00577542j 1.53685e-05+0.000685708j 0.00295884+0.000444938j -0.00258936+0.0035672j -0.00841826-0.00771242j -7.28011e-05-0.0036245j -0.00799564-0.00241708j 0.00490079+0.00458107j 0.000666034+0.0165808j -0.00132185-0.01113j -0.000684784+0.0176811j -0.00101409-0.00975435j 8.26126e-05-0.00890195j -0.000438509+0.00776943j 0.00498922-0.00739967j 0.00540813+0.0151539j 0.00390338-0.00540771j -0.00615223+0.00801795j -0.00236583-0.00356049j -0.00745465-0.00174404j 
0.00111489-0.00116308j -0.000664537-0.00245675j -0.0020581-0.00169176j -0.00125776+0.000403399j -0.00384268-0.00324025j -0.00256601-0.00638j 0.000300451+0.000848531j -0.00461001+0.000921131j 0.00348504+0.00345162j 0.00336936+0.00151653j -0.00319485-0.00370385j 0.00254947+0.00424768j 0.00354818-0.00470909j 0.00243097-0.00111168j -0.00172945-0.00243811j 0.000318713+0.00331252j 0.00246088+0.00256237j -0.00401453-0.00707138j -0.00238601-0.00441364j -0.00166675-0.0006809j 0.00583518-0.00143904j 0.000817086-0.00540569j -7.30269e-05-0.00244175j 0.00300715-0.00528027j 0.00492048+0.00483326j -0.000406396+0.0028488j -0.00457596-0.00236573j -0.000357702+0.00136835j -0.000285876+0.00379325j 0.00227104+0.00235552j 0.00502473+0.000677024j 0.000680048-0.00646279j -5.35335e-05-0.00749208j -0.00166924+0.00620585j 0.00388211+0.00802533j 0.000400177+0.000749956j -0.00621156+0.00454811j 0.000194088-0.00341427j 0.00537928+0.00107485j 0.0105768-0.0010967j 0.00268151-0.0118995j -0.00266488-0.00176416j -0.00595791+0.00521359j 0.00147953-0.00438575j -0.0108446+0.00497989j 7.48604e-05-0.0115362j 0.000143297-0.000410205j 0.00181774+0.00499186j 0.000739426-0.00529168j -0.00475074+0.0113694j 0.010224-0.0135264j 0.00819308+0.00201068j 0.00125223+0.00773968j -0.00146094+0.00232103j -0.00258424-0.00476755j -0.00375361+0.00205333j 
-0.00110762+0.000286141j 0.0044603-0.00046712j 0.00203232-0.00150066j -0.000322574-0.00390922j 0.00160765-0.00123035j -0.00378948+0.00171478j 0.00256211+0.000650571j 0.00156551-0.00148991j 0.00134395-0.00288918j 0.00407622+0.000586852j -0.00164536-0.000853379j 0.000577916+5.63244e-05j -0.00248578+0.000985927j -0.00426501-0.00165943j -0.00287871-0.000916045j -0.00208661-0.000642146j -8.37813e-05-0.00262882j 0.0011781+2.61726e-05j 0.00252029+0.00147579j -3.86844e-05-0.00317091j 2.68111e-06-0.000846126j 0.00112775+0.000888158j -0.00179826+0.00243974j -0.00104667-0.00152381j 0.000211989+0.000645907j -0.00255235+0.00034343j -0.00374008+0.00122187j -7.77674e-05-0.000200554j 0.00376983+0.00122357j 0.000797451+0.00576489j -0.000657282-0.000576601j 0.00157951-0.00403859j 0.00145079+0.000667965j 0.00334982-0.00608045j -0.00469969-0.00489124j 0.00468191-0.00363524j 0.00144966+0.00490074j 0.000516809+0.00484539j -0.00166066+0.0026606j 0.00144544-0.005086j 0.000320583-0.0092603j -0.0004713-0.00172711j -0.000442751+0.00507317j -0.00172766-0.00558735j -0.00184713+0.00364273j -0.00517504+0.00962331j -0.0119465+0.00725715j 0.00270703-0.00592926j 0.00435228-0.01022j -0.00611397+0.00489418j -0.0119392-0.00852566j 0.0126173-0.0119109j 0.0108177-0.00402428j -0.000817822-0.00358759j 0.0124215-0.000542409j -0.00600182-0.00240846j 
0.00309122-0.00195811j -0.000328627-0.00153924j 0.00122659-0.00123658j -0.00124747+0.000847102j 0.00253211-0.00130245j 0.00116115+0.00139788j -0.00290052+0.000148834j 0.000171233-0.00115834j 0.00140249-0.000226538j 0.000866888-0.00112013j 0.000340843+0.00119176j 0.00122733-0.00145258j 0.000457052+0.00149606j -0.000688474+0.0023936j -0.00130316+0.00014931j 0.00154212-0.000214981j 0.00148131-0.000642605j 0.000472582-0.00158803j 0.000801555-0.000963946j -0.00300771+0.0010439j 0.00518141-0.000604721j -0.00244674-0.000288434j -0.00206706+0.000776822j 0.00074824+0.00371784j 0.000372828+0.000502247j 0.00152138+0.000906277j -0.000252645-0.00260787j -0.00444907+0.00034353j -0.000662834-0.00238995j -0.00175073-0.00285059j 0.00191869+0.000521885j 0.000361569+0.00196671j 0.00217045-0.000569614j -0.00109015+0.00090646j -0.000151157+0.00345492j -0.00174787-0.000845003j -0.00282894+0.00244837j 0.00419311-0.00343102j 0.00183321+0.00640125j 0.00180285-0.00231688j -0.00471609-0.00167429j -0.0031598-0.00221648j -0.00511982-0.00320895j -5.37654e-05+0.00171535j 0.00449169+0.000606601j -0.0133888+0.00195766j -0.000514053+0.000528545j 0.00973851-0.0118182j -0.00640284-0.00635694j 0.00597008+0.0104647j -0.0185921+0.0100102j -0.00177304-0.0010336j 0.00372528+0.000744451j 0.00963666+0.00130752j 0.0075798-7.11905e-05j 0.00944822-0.00243766j 
-0.000137416-0.00210191j 0.000108665+0.000767213j -0.00117627+0.000469246j -0.000995571+0.0016975j 0.000652607+0.00170602j -0.000456367-0.000463066j -0.000489748+0.000868803j -0.00177815-0.00013694j 0.000293785+0.0019093j 0.00112135-3.77001e-05j -0.000286673-0.00135425j -0.000374643+0.000377958j 0.000551143-0.00112789j 0.000582364-0.00214201j -0.00108253-0.00329973j -0.00150596+0.00248601j 0.00186704+2.05092e-05j -0.00187412-0.00012848j -0.00058729-0.0016822j -0.000723312+0.00075369j 0.00157122+0.00163406j -0.000849149-0.00376443j 0.000460926-0.00236608j 0.0019851+0.00433435j -0.000679047-0.00276449j -0.000641855+0.00228729j -0.000354584+0.00384389j 0.000812246+0.00208487j -0.000619036-0.00122306j -0.0023641-0.00357792j 0.000334198+0.00230007j 0.000352706+0.00182702j -0.00449342+0.00880576j 0.000718598-0.00161938j 0.000300826+0.00760253j -0.00301891-0.000935927j 0.00292333+0.0077183j 0.00199122-0.0035275j -0.00265327+0.00908221j -0.00449468-0.00800009j -0.0120291+0.00385905j -0.00316434-0.00671215j 0.00347378-0.0073346j 0.00178424+0.00273758j -0.00764217+0.00878717j -0.00909317+0.0020486j 0.00291781-0.00272304j -0.000681841-0.00431788j -0.00202384-0.00686082j -0.00188442+0.00407879j -0.00369087+0.00357475j -0.00289389+0.00351721j 0.00146642+0.00216085j 0.000139345-0.000133229j -0.00108165-0.000498923j 0.00162204-0.00217669j 
0.00103554-0.000227962j -0.0022474-0.00172816j 0.00173885-0.000709639j 0.000286938+0.00113278j 0.00111497-0.00111447j 0.00376246+0.000981552j 0.000672792+0.00249461j 0.00237461+0.00199385j -0.00135319-0.00159207j -0.00426347-0.00051332j 0.00157685+0.0027638j -0.000420617-0.0024151j 0.000743658+0.000626282j -0.00104791+0.00256703j 0.00171754+0.00120636j 0.00174858-0.00261289j -0.00211448-0.0013123j 0.00162721+0.00026287j 0.00235861+0.00282654j -0.000619992-0.00171282j 0.000673781-0.00171905j 6.68805e-05+0.00599538j 0.000307466+0.00401303j -0.00127516-0.0020213j 0.000859409+0.0020812j 0.00194898-0.00291069j -0.000112395-0.00660162j -0.00608815-0.000734792j -0.000881384+9.52559e-05j -0.00238974-0.000860771j 0.000931237-0.00149489j -0.000313455-0.00219921j 0.00553113-0.0068002j -0.00243945+0.00174725j 0.000415888-0.00878707j 0.0011338+0.00197712j 0.000523337-0.0100252j 0.00296616+0.00242972j 0.00898326-0.00611748j 0.00311391+0.0086122j 0.00346416-0.00850494j 0.000140325+0.00787904j -0.0116908+0.00668457j -0.000784692-0.000444056j 0.0173738-0.00668195j 0.00499662-0.00599557j 0.00439068+0.00134308j -0.00134174-0.0050113j -0.0058589-0.00157899j 0.00969882-0.00301008j 0.00206385+0.0039531j -0.00456235+0.00610531j -0.00400831-0.00206733j 0.00479903+0.00273358j -0.000144902-0.000379514j 0.0050473-0.00133072j 
-0.00150466+0.00136443j 0.00164166+0.000516678j -0.001185+0.00141061j -0.00259782-8.90381e-05j -0.0035447-0.00181133j -0.00420248-0.00091698j 0.00257506+0.00307939j 0.00116848+0.00195178j -0.00179204-0.000988411j 0.00025346-0.001267j -0.00235418+0.000153729j 0.00263476+0.00097156j -0.00203815-0.000482176j -0.00279471-0.00101533j -0.00210927+0.000966614j -0.00356198-0.0021247j -0.00108928-0.00699221j 0.00207557+0.00458856j 0.000884529+0.00504013j 0.00143583-0.00627003j -0.00539987-0.00455746j 0.00281567+0.000139786j 0.000894025+0.00426174j -0.00681848-0.00553544j -0.00160229-0.00130185j -0.00514879-0.00348495j 0.00344634-0.00152283j 0.00267549-0.00224077j 0.00118627+0.00797398j -0.00392943-0.00435646j -0.0115943+0.00306519j 0.0113976-0.00873994j -0.0021883-0.00111798j 0.00632001-0.0070439j -0.00813071-0.00437862j 0.000694643+0.00797676j 0.00692327-0.00040945j 0.00745475+0.00865071j 0.00437494+0.00042838j -0.0102598+0.00325924j -0.00478458-0.0123361j -0.000801936-0.00614746j 0.0125583+0.0028702j -0.00106847-0.0069192j 0.00411022-0.0059495j 0.0075339-0.00496601j 0.00351655-0.00133625j -0.0102924+0.00658546j 0.00182597-0.00505439j -0.00425651-0.012664j 0.00362382-0.00991372j -0.011014-0.00307361j -0.00103832-0.00453934j -0.00679449-0.00571346j -0.000589157+0.00459621j 0.000913746-0.000462039j 
-0.002399-0.00233687j -0.00207397+0.00268868j -0.00120869-0.00118535j -0.00156136-0.00147296j -0.000925653-0.00327761j 0.000573254-0.00334877j 0.00209709+0.00345043j 0.000593802-0.0017897j 0.000311242+0.00242989j -0.000807157+0.000452393j 0.00166407-0.00305217j 0.000168842-0.000354435j -0.000713019-0.000563764j -0.00157003-0.0037499j -0.00228785-0.00570815j -0.000459549-0.000526091j 0.00133251-0.00141907j -0.00457653-3.68614e-05j -0.000835174+0.00164794j 0.00237677+0.000751105j -0.000397231+0.00104902j 0.00191686-0.000374046j 0.0015316-0.00165281j 0.00318279-0.00118436j 0.00270697+0.000516472j 0.0016322-0.00256051j -0.00510614-0.000211256j -0.00302549+0.00362974j 0.000254819+0.00601477j 0.00304634+0.00135791j 0.000355194+0.0031929j 0.00123604-0.0033793j -0.00269241+0.00571443j 0.00215858-0.00298551j -0.00234302-0.00264146j -0.00251162+0.000965113j 0.00120704+0.0112103j -0.00353081-0.000825656j 0.00338039+0.0106881j 0.00333159-0.00718224j -0.0189147-0.0140139j -0.00122735-0.00952573j -0.00150653+0.00422394j 0.00362794-0.00736047j 0.00477759+0.0114196j -0.0114799-0.00384843j 0.0128352-0.00429578j -0.00786968-0.0109743j -0.00262168-0.0152588j 0.00616999+0.00160947j 0.00282882+0.000671531j -0.00386925+0.00523463j -0.0086553-0.00214631j 0.00426822+0.000376336j -0.00383576+0.000710353j 0.00290212-0.00434072j 
-0.0017886-0.000507287j 0.00177317+0.00230973j 1.94003e-06+0.000108425j -0.00106488-0.00278281j 0.00233766-0.000285028j 0.00215221-0.00142252j 3.53328e-05-0.00205737j 0.00095135-0.00183004j -0.00386676-0.00123721j 0.00142082-0.00150426j 0.000200403-0.00301912j -0.00175777-0.00505864j -0.000415066-0.00247713j -0.00166402+0.000977421j 5.05173e-05-0.00178354j 0.00149922+0.00140163j -0.000294819+0.00530466j 0.000995442+0.00230466j -0.000143274+0.000352192j 0.00471356+0.00599724j -0.00124868+0.00226911j 0.00112239+0.000695406j 0.0010234-0.00612817j 0.000462929+0.00200565j 0.0015258-0.00221826j 0.00338977+0.00157528j 0.00227692+0.00210415j 0.00386496+0.00110656j 0.000177461-0.0087209j 0.0155377+0.00177879j 0.00378251-0.00409859j -0.00307921+0.00958004j 0.0121375-0.000680613j -0.00452004+0.00274638j -0.00949526-0.00406791j -0.00189541-0.00867432j 0.00579275+0.0008759j 0.000488465-0.00154009j -5.91321e-05+0.00525983j 0.00139512-0.00298059j 0.00726273+0.000714246j 0.00667-0.00489305j 0.000867347+0.00526597j -0.00466139+0.00710603j 0.00222822+0.00373442j 0.0096829+0.00926051j -0.00548578-0.000585043j -0.00227657-0.00685466j 0.000394335-0.000621123j -0.00887309-0.00601187j 0.00663036+0.00643737j 0.000392777+7.31896e-05j -0.00404716-0.00595971j -0.00334694-0.00214805j -0.00164805+0.00389612j 0.000271173-0.000316001j 
0.00182154-0.000660809j 0.00487559+0.00217551j -0.00182675+0.000393577j -0.00752184-0.00308963j -0.00160363-0.000278386j 0.00101276-0.00231813j -0.00197273-0.00126531j -0.00741566-0.00215975j 0.000879611-0.00130704j 0.00525234-0.00107159j -0.000164328-0.00347642j 0.000910964-0.00207835j 0.00755704-0.00105929j -0.00314759+0.000171057j -0.0031138-0.00301183j -0.00393553+0.00219716j -0.000678548+0.000270566j 0.0021902+0.0038699j 0.000188393+0.000354047j -0.00142831+0.000333038j 0.00639194+6.04707e-05j 0.00168513-0.0020191j 0.00493905-0.00297108j -0.000561025-0.0027527j 0.00299865-0.00291443j -0.00564425+0.00340942j 0.00798092+0.00441755j 0.00129632-0.00110935j 0.000326546-0.00822047j -0.0024418-0.0066456j 0.00192621-0.00422321j 0.00794764+0.0070059j 0.00822142+0.00086177j 0.000127693+0.00576776j -0.00649908+0.00156419j 0.00506137-0.00184944j 0.006339+0.006642j 0.0123429+0.00659677j 0.0102193+0.013929j -0.00521595-0.00476968j 0.00167077-0.00318652j -0.00382104-0.0138553j -0.000550461+0.000103919j -0.00696468+0.00709846j 0.00196357+0.00574787j 0.00161954+0.00339975j -0.00364675+0.00163373j 0.000176136-0.0052674j -0.001495-0.0116377j -0.00539046-0.00429314j 0.00205393+0.00135449j -0.0012651+0.000323382j 0.000295725+0.00268221j -0.00167428-0.00465585j -0.00114058+0.00142675j 0.00111582+0.0021243j 
-0.00253494-0.00131525j -0.00109849+0.00107481j 0.00219257-0.000560554j 0.00470449+0.00166623j 0.00395991+0.0021349j -0.00038269+0.00116076j 0.00170305-0.000466211j 0.00512125+0.000183038j 0.00116455-0.00159829j -7.34544e-05+0.00505163j 0.00420432-0.00212077j 0.00281996-0.000708104j -0.00426719+7.53776e-05j -0.00318962-0.00157287j -0.00311429-0.00113374j 0.00177649-0.000127578j -0.00694881+0.00132459j -0.0022658-0.00291325j -0.00128131+0.000704283j -0.00487478-0.00228338j -0.00718784+0.00276202j -0.00742699-0.00027606j 0.00139676-0.0040203j 0.000749255+0.00410259j -0.00659856-0.00206819j 0.000454616-0.00148788j 0.00499157-0.00713886j 0.001008+0.00277428j 0.000826404+0.00107863j -0.0134803+0.00534119j 0.00402243-0.000536054j -0.0026935-0.00374618j 0.00304968+0.00044097j 0.00573319-0.00208988j 0.0153752+0.00195177j 0.00894462-0.00240287j 0.000514665+0.00509616j -0.00110458-0.00603387j 0.00703903+0.00608055j 0.00372904-0.00249117j -0.00258376-0.00122518j -0.00651146-0.00369525j -0.00845839-0.00337356j 0.00159925-0.00290144j 0.00551684+0.00982969j 0.000746852-0.00170489j 0.00297782-0.00655871j 0.00417829+0.00133838j -8.75109e-05+0.00194447j 0.00150361+0.00508064j 0.00298988+0.00252372j 0.000236849-0.000148267j -0.00351537-0.00347361j 0.00056327+0.00269017j -0.00080905+0.00133339j -0.000584869-0.00188035j 
