0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
0.00167099+0.000129549j 0.000936788+0.00244639j 0.00267918+0.0014745j -0.00070154-0.00100496j 0.0010062+0.000690533j 0.00904343+0.00255506j -0.00181627-0.00112964j -0.000584439+0.000274295j -0.00255192-0.00130334j 3.19463e-05+0.0075654j 0.00438209+0.00163982j -0.0034732+0.00503405j 0.00597438+0.00350095j 0.00126415-0.00239845j 0.00574097+0.000474747j -0.00178797-0.00243472j -0.0037132-0.00321418j 0.00497186-0.00294386j 0.0029017-0.00176574j 0.000582614-0.00433774j 0.00204318+0.00310737j 0.00347243+0.00224626j 0.00582752+0.00278346j 0.00737935+0.000627125j 0.000194132+0.00113474j -0.00178558-0.00306617j 0.00564652-0.00435228j -0.00731445+0.00387585j -0.00870059+0.00974903j 2.10751e-05+0.00484577j 0.00326522+0.00251442j 0.0101665+0.00242277j 0.00910073+0.0113581j -0.00348958-0.00410899j -0.00577336-0.00441371j 0.00241852+0.00205108j -0.0062607-0.00479667j 0.00173421+0.00419331j 0.00137595+0.00764381j 0.000196644+0.0124181j 0.0194779+0.00855522j -0.000718049+0.000990396j -0.0116528-0.00532186j 0.0093965-0.00517784j 0.00322052-0.00369488j 0.00538855+0.000210458j 0.005512-0.0014095j -0.0045584-0.00178138j 0.00385114-0.000123242j -0.0036521-0.0072182j 0.00449106+0.0104334j 0.00860784+0.00773435j -0.00520773-0.00185948j 0.00125812+0.00292548j 1.13341e-05-0.000920943j -0.00199835+0.000915472j 
0.00050779-0.00162031j 0.00109505+0.00183747j 0.000651062+0.0029257j -0.000923959+0.00207024j 0.00202784+0.00542186j 0.000676703+0.00336623j -0.000311122+0.00207084j -0.00179727+0.00336397j 0.00123496-0.00218328j 0.00108483+0.00784298j 0.00186799+0.0037983j 0.00181206+0.00313467j 0.00186771+0.00156498j -0.0015344-0.00355634j -9.51376e-05-0.00315468j -0.000753452-0.0044276j -0.00537136-0.00803145j -0.00271933+0.0015693j -0.000562504+0.00194731j -0.000398092-0.0146916j -0.00209185-0.00212284j -0.00318531-0.00397932j -0.000969406+0.00482297j -0.000717784+0.00614439j -0.00350805-0.0102896j 0.00189023-0.00731085j 0.00235015-0.00219095j -0.000182508-0.00270667j 0.00472357-0.000416114j -0.000615918-0.0220053j 0.00629945-0.000371293j -0.000132204-0.00402083j 0.0105668-0.00340776j -0.00216966-0.00130586j 0.00241244+0.00972528j 0.00111618+0.0094468j 0.00113341+0.00347891j -0.00109192+0.00534105j -0.00113212+0.010603j 0.00560109+0.000301529j 0.00622201-0.00600475j 0.00587921-0.00483693j -0.000155064-0.0105313j -0.00474768+0.000892773j 0.000184873+0.00823595j 0.00843885-0.00561j -0.000308966-0.00422041j 0.00162088+0.00557612j -0.000925306-0.00463479j 0.000841035+0.00429269j 0.000910906+0.00348699j -0.00143554+0.00259438j 0.00169102+0.000723832j -0.000668526+0.000901816j -0.00111673+0.000199698j 4.59472e-05+0.000290912j 
0.000680856-0.000678057j -0.00172858+0.000914042j -0.00126286-0.000163995j 0.000492691+0.00136759j -0.00237207-0.000313536j -0.000255718-0.000400919j -0.000887-0.000834087j 0.000244261+0.000664579j -4.7511e-05-0.000487202j 0.00167899+0.00226311j 0.00163137+0.00143646j -0.000284277+0.000620416j 0.000942836+0.000906246j 0.00371983+0.000868479j 0.000553773+0.000845031j -0.00235876-0.00483852j -0.00134643+0.00282303j -0.00186443-0.000325813j 0.0015435-0.000970401j -0.00379109-0.0040461j -0.00160752+0.000235239j 0.00421805-0.000704427j -0.000126352+0.003149j -0.00277057+0.00125522j 0.000414481+2.2404e-05j -0.00343204-0.00540536j -0.0076816+0.00216428j -0.00122031+0.0036995j 0.00237461+0.000617728j 0.000687832-0.0103697j -0.00414885-0.00455437j -0.00507498+0.00488829j -0.0118331-0.00499431j 0.00193683+0.00421711j -0.00704833-0.00196114j -0.00181129+0.00101396j -0.00764172+0.00416293j -0.000492053+0.00719728j -0.00981899-0.00113796j 0.0095089-0.0125634j -0.00931252-0.0145304j 0.00986936-0.00555382j 0.0118951+0.00899359j -0.00111024-0.000641638j -0.0097504-0.00758256j -0.00668671-0.0133789j 0.000811192+0.00296516j 0.00394453-0.0043018j 0.00330579+0.000447949j 0.000981744-0.00338105j -0.00331055-0.00616886j -0.00125958-0.000202452j 0.00182963+0.00207762j 0.000663048-0.00192332j -0.00154831-0.000903001j 0.000594347-0.00102495j 
-2.36959e-05+0.00147469j 0.000647846-0.00116464j 0.000495876-0.000194698j -0.00045898-0.0030414j 0.000456507-0.00265011j -0.00306877-0.00233676j 0.00123075+0.00197207j -0.000605496-0.00151833j 0.00333819+0.00477714j -0.00373944-0.00454911j -0.00131264+0.00186904j 0.00057315+0.000779037j -0.00216336-0.00134735j -0.00137146-0.00172039j -0.00135234-0.00442917j 0.00171615+0.00341653j 0.00597118-0.00553978j -0.0017569+0.00326603j -0.00320562+0.00106954j 0.00682633+0.00225778j 0.00453483-0.00455413j -0.00172154-0.00284912j -0.00206676+0.000423821j 0.00115025-0.00587672j 0.00103323+0.000575014j 0.00234062+0.00203925j 0.00300823+0.00816811j 0.00311216-0.00664082j 6.20157e-05-0.00181508j -0.00277196-0.00488939j 0.00153058+0.00376315j 0.00476312-0.00144757j 0.00358303+0.00093115j -0.000730775+0.00370213j 0.00656426+0.00883296j -0.00285749+0.00919963j 0.00517886-0.00689961j -0.0011589-0.00156513j 0.00267397+0.0025139j -0.0116017+0.0103086j 0.00320431+0.0101516j -0.00158418+0.00189416j -0.00415549-0.00946557j 4.54086e-05+0.00167218j 0.00445133+0.00823708j 0.00313756+0.0109482j -0.0039265+0.00209099j -0.0042838+0.00700593j -0.0010669+0.00131447j 0.00408003+0.0046509j 0.00266405-0.00131406j 0.0016221-0.00218603j 0.000726855+0.000327186j 0.0011774+0.000745105j 0.00173328-8.96501e-05j -0.00133283+0.00123156j 
-0.00102769+0.00199994j -0.00211036+0.000589611j 0.00160628-0.000887735j 0.00217923-0.00201149j -0.00160584-0.00231072j 0.00032122-0.00107415j 0.00247163-0.00164548j 0.00391134-0.00261012j 0.00134538+0.00528381j -0.00698604-0.000277674j 0.0041032+0.00506855j -0.0037985+0.00212323j -0.00274567+0.0020648j 0.000937176-0.00106565j 0.0021264-0.00329976j -0.000131673-0.000839425j 0.00154569-0.00287536j 0.000875704-0.000404719j 0.00170991-0.00151246j 0.00482804-0.000733154j -0.000909681-0.000381886j 0.00495242-0.00307083j 0.00537038+0.00161408j 0.00073582-0.00641408j 0.0020953-0.000484477j 0.000568279-0.00537486j 0.00270052+0.0101719j -0.00277995+0.0009272j -0.00207325-0.00190666j -0.00218963-0.0155864j 0.00197033+2.15274e-05j 0.000691395+0.00900884j -0.00577013-0.00158437j 0.00145013+0.0110428j -0.0059968+0.00895512j -0.000487842+0.00907163j -0.00485915-0.00685062j 0.00129883+0.00565328j -0.00755921+0.00488893j -0.000162714+0.00160235j -0.0044624-2.47344e-05j 0.00661764-0.00842517j 0.00162986+1.53309e-05j 0.00317926+8.94648e-05j -0.00137665-0.000242128j 0.000105774+0.000932069j 0.00226043+0.00659402j -0.00625064+0.00308835j 0.000294003+0.00498511j 5.56836e-05-0.000610316j 0.000598992-0.00214075j 0.00573086-0.00012538j -0.00619529-0.00257814j 0.00144431+0.00316449j 0.00149117-0.00127907j -0.00378931-0.00109048j 
-0.000945739+0.00165698j -0.000220452+0.000254486j 0.00124054-0.000612566j 0.00443263+0.000798122j 4.90613e-05-0.00161584j 0.001435+0.000928916j -0.0014848+0.000806577j 0.0032313+0.000419162j -0.00112483-0.00131861j -0.000750958+0.00118926j -0.00150961-0.00122708j -0.00123494-0.000294891j -0.00175406+0.00205592j 0.000738675+0.00266769j 0.00330107+0.00527762j 0.000921676-0.00427676j 0.00460008+0.00741076j -0.0014914-0.00300505j -0.00195791-0.00165748j 0.000457208-0.00115906j 0.00120548+0.00832419j -0.00153992+0.00107415j -0.00366476+0.00443279j 0.00630236-0.00340061j -0.00123451+0.00798168j -0.00177832-0.00459463j -0.00095956+0.00654486j 0.00196685+0.00276645j -0.00422189+0.0032285j 0.00707349-0.00782722j -0.00257493-0.00275466j -0.00134549+0.0149173j -0.000621677+0.00790216j -0.00508793+0.00693732j -0.00239816-0.00658304j -0.0073997-6.55736e-05j 0.0034943+0.0055352j -0.00915914+0.0173418j -0.00441452+0.01391j -0.0040734-0.0162538j 0.00517476+0.00391794j 0.00369633-0.00594409j 0.00227989-0.00224346j 0.00339173-0.00540096j 0.0018519+0.00398728j 0.00148621+0.00135844j -0.0024199-0.0027466j -0.000527674-0.00913172j 0.00557539+0.00321948j 0.00271885-0.00268032j 0.00394069+0.00344408j -0.001838+0.000284761j -0.0022682-0.000805118j 0.000479425+0.00111481j 0.000420112+0.00156679j -0.000500228-0.000701961j 
0.00118767+0.001541j -0.00228477-0.00265294j -3.52149e-05-0.00121934j -0.000386201+0.00121462j -0.00576049-0.003294j -0.00172162-0.000266927j 0.00577551+0.000261553j 0.00292305+0.00141343j 0.00147527+0.00227454j -0.00106084-0.00186175j -0.00234841-0.000141557j 0.00608074+0.00311717j 6.38931e-05+0.000549784j -0.00191321-0.000740398j -0.0021471+0.00153704j -0.000965574+0.00315795j -0.00284808-0.000168228j 0.000864263+0.000276032j 0.00303026-0.00340275j -0.00490416-9.75965e-05j -0.00243347+0.00224735j 0.00330315-0.00479855j 0.00399107+0.00628261j -0.00299123-0.00559704j 0.00733909+0.00758458j -0.00307032+0.00113138j -0.000417903+0.0105504j -0.00415506+0.0025475j 0.0143377+0.00098559j 0.0103887+0.00381341j 0.00825186+0.0098813j -0.0146531-0.0044987j 0.00935439+0.0103964j -0.0138588-0.000558104j -0.00754435-0.000273871j 0.00577394+0.00848243j -0.00441998+0.000806889j 0.00158497+0.0123558j -0.00139844+0.00481397j 0.010366+0.00556181j 0.000902663+0.00623835j 0.0110835-0.000449307j -0.00607332-0.00222174j -0.010289-0.0130045j -0.00558833-0.000886097j -0.00203983+0.00699735j -0.00288378-0.00598478j 0.0047358+0.0094854j -0.0044852-0.00445853j -0.00546695-0.00598856j -0.00590516-0.00381312j 0.000539145+0.00282281j 0.00033617-0.000596997j -0.0013964+0.000551275j 0.000428269-0.00199755j 9.3389e-05+0.000752119j 
0.00225552+0.000734231j -0.00237907+0.000283558j -0.000849572+0.0006789j 0.000268389+0.0018993j -0.00130797+0.000605815j -0.000118463-0.00147054j -0.00233478-0.00297467j -0.00177624+0.00115043j 0.00396326+0.0058122j -0.00496135-0.00374495j 0.00058001+0.006984j -0.000737161-0.00170401j 0.000496482-0.00110595j 0.00222205-0.000529918j 0.000862957-0.0044218j 0.00540485+0.00312002j -0.00237091-0.00844641j 0.000926955-0.00326892j 0.00074374+0.00440661j 0.00269462+0.00172768j 0.000455583-0.00392642j -0.00198442+0.0011026j 0.00163912-0.00920434j -0.00511648-0.00843615j 0.00195319-0.00408222j 0.00479257-0.000201797j 0.00621547-0.00919434j 4.57733e-05+0.00225028j 0.000804339+0.0106488j 0.00121405-0.0127439j 0.00322618-0.0033149j -0.00285808+0.00591329j -0.00190115+0.00619992j 0.0014879+0.0114346j 0.00750647+0.000440796j 0.00106621+0.000339963j -0.00341081+0.00493824j -0.0031839-0.00116889j -0.00805652+0.0129674j 0.00182648+0.00927963j 0.0115714-0.015644j 0.00386331-0.00373173j -0.00688995+0.00574046j 0.000937864-0.00366428j -0.0106365+0.0131269j 0.00468851-0.00599064j -0.000180963+0.00244673j 0.00812916-0.00147366j 0.00853857-0.00291359j -0.000580607+0.00115802j 0.00335893+0.000774223j -0.00556796+0.00114187j 0.00340883+0.000595459j -0.000744071-0.000699134j -0.00216608+0.000543759j 0.00405842-0.000355417j 
-0.00110794+0.00119229j 0.000921232+0.000373627j 0.000205853+0.000444487j 0.000421034+0.00183592j -0.000312457+0.00355989j -0.000529358+0.00124655j 0.00134905-0.00497835j 0.00129728-0.000672065j -0.00102656+0.00147864j 0.000809434+0.00135453j 0.000652382+0.00479356j -0.00297172-0.000872557j -0.00141951+0.00034698j -0.000777167+0.00162991j -0.00194434+0.000240535j -0.000893054+0.000846646j -0.00548842-0.00611537j 0.00396608-0.00435972j 0.00498429+0.000633735j -0.00326121-0.00283582j -0.00419935-0.000616773j 0.00130635+0.00203423j 0.00422352-0.00600653j 0.000391391-0.00448357j -0.000713593-0.00721705j -0.000920535-0.000651096j -0.000287254-0.00453078j 0.000370349+0.00469204j -0.00265294+0.00654558j 0.00195849-0.010313j -0.000555547-0.00413041j -0.00564818+0.00121554j -0.00603909-0.00574423j -0.00259884+0.00480455j -0.00461347+0.0053855j 0.00285825-0.00466209j 0.00142706-0.00287817j 0.00104359-0.00426728j -0.00128535-0.00451043j -0.00450947+0.000817143j -0.0106597-0.00445537j -0.00700205-0.00189661j 0.00456797+0.00808434j -0.000752966+0.000474005j 0.00166977-0.00550141j -0.00207014-0.00434631j 0.00112038+0.00145087j -0.00812432+0.00456791j -0.00942226+0.00232941j -0.00228131+0.00147894j -0.0048271-0.00323887j 0.0035785-0.00225125j -0.00228342+0.000524491j -0.00173085+0.00104124j 0.00208499-0.000887108j -0.00416114-0.000153651j 
-0.000749818-0.00170445j -0.00300494-2.12358e-05j 0.00186571-0.0013995j 0.00123181+0.000160783j -0.0002697-0.00118639j 0.001958-0.00017633j 0.00324987+0.00218515j 0.00445033-0.000960986j -0.00160156+0.00207306j -0.00246902+0.00287641j 0.00592135+0.000370578j -0.00075386+0.00100086j -0.00251683+0.00038738j 0.00152046-0.00229885j 0.00412564-0.00417987j -0.00343062-6.21257e-05j -0.000842735-0.00108453j 0.000637959+0.00232674j 0.00237749-0.000325222j -0.00126956-0.00148418j -0.00551678-1.96566e-05j 0.00265227-0.00302616j 0.00965524+0.00358246j 0.00135999+0.00752792j 6.14559e-05+0.000202594j -0.000591343-0.00168779j 0.00282851+0.00027072j -0.00768471+1.30805e-05j -0.00270161-0.00507194j -0.0086715+0.00227905j 0.0014682+0.00432417j -0.00257063-0.00307317j -0.00860878-0.00515915j 0.00405228-0.00263761j -0.00142316+0.00560407j 0.00732436+0.00462299j -0.0137015-0.00297427j 0.0081854-0.00532519j -0.0103424-0.00182507j 0.0100708+0.00287079j -0.00211926-0.00860606j 0.0105591-0.00845528j -0.00451145-0.00491281j 0.00598632+0.00465284j -0.0102256-0.00405444j -0.00135651-0.00942944j 0.00704911+0.00524591j 0.00470707-0.00094979j 0.00802076-0.000128678j -0.0046863-0.00241012j 0.000387238+0.000844507j -0.000561977+0.00536733j -0.00528632-0.00419228j 0.000692065+0.00287069j -0.000353127-0.00158777j 0.00144513-0.00324412j 
0.00121411+0.00132757j 0.000817837-0.000936494j -5.27742e-05+0.00025129j -0.000464585+0.000460547j -2.86987e-06-0.0020585j 0.000660985-0.00126659j -0.00249333-0.000496887j -0.00170112+0.0014367j 0.000838947+0.000590773j -0.0037547-0.00230208j -0.00286295+0.00033997j -0.00239334+0.00109604j 0.000503282-0.000260941j 0.00110048+0.00235579j -0.000512152+0.00164487j 0.00348723-0.00067231j 0.00395314+0.00438759j 0.00169084-0.00105633j -0.00295079-0.0012517j 0.00504227-0.000672567j 0.00706278-0.000587022j -0.00446134-0.00188718j -0.00408319+7.71067e-05j 0.000741287-0.00460178j -0.0044387+0.00302278j 0.00087614-0.00355957j 0.00789132+0.00372094j 0.000581472+0.000180894j -0.0101459+0.000104516j -0.00855674-0.009668j -0.00140355-0.0058539j 0.0154679+0.0120106j 0.0019925+0.00301973j 0.00452936+0.00997675j 0.00468287+0.00180531j -0.00628845+0.00203556j 0.00787301-0.000505026j 0.000194192+0.00894557j 0.0103273+0.0127996j -0.00833185-0.00527207j 0.00696501+0.00644891j -0.0103495-0.0079755j -0.00309817-0.00296806j 0.00793576+0.0012001j 0.00924747+0.00730804j 0.00847409+0.0044896j -0.000315106+0.00461314j -0.00574791-0.00523653j -0.000654796+0.00220828j 0.00240661+0.00226335j 0.00693768+0.00273245j 0.00100271-0.00201555j 0.000497587+0.000676792j -9.58118e-05-7.95424e-05j 0.00092104+0.000771505j 0.000682727+0.000975838j 
-0.0015708-0.000547871j 0.00114934+0.0017892j 0.00296035+0.00104308j 0.00397227-0.00173073j 0.00623791+0.00308009j 0.00324638+0.000865443j -0.000524361+0.00178018j 0.00470775-0.000229205j -0.00345258-0.00160004j 0.00349763-0.000172961j 0.00374904+0.000233535j -0.000281983-0.00273113j -0.00262726-0.00101269j -0.00180004-0.00206532j 0.00575206-0.00168463j -0.00176765-0.00379659j 0.000264697+0.00223955j -0.0084396-0.00462273j -0.00134083+0.00468761j -0.00217832+0.00287637j -0.000675814+0.00843275j 0.00137273+0.0092894j -0.00303631+0.000673075j 0.00214448-0.00321308j -0.00338906-0.00549934j -0.000342576+0.000949186j -0.0101559-0.00286861j 0.00732971+0.000979996j 0.0107872+0.00986513j 0.00298551-0.00738081j -0.00225932+0.00118459j -0.00678251+0.000396607j 0.0048002-0.00342529j -0.00231313+0.00427901j 0.00213972-0.00497814j -0.00392079-0.00684211j 0.00288646+0.00358419j -0.00806435+0.00561501j -0.00219958-0.0029551j -0.00361691-0.00258334j 0.00536475-0.0131872j 0.00524412+0.0106203j -0.00156813+0.000592081j -0.00412633-0.00451686j 0.00251096+0.000399874j -0.00310446-0.00283712j -0.005191-0.0048366j 0.00127557-0.0015651j 0.00442661+0.00293557j 0.00429724+0.000962612j 0.00491997+0.00240704j 0.000716414-0.000871131j -0.000712022-0.00123229j 0.00271312+0.00158278j -0.000157937+0.00234167j -0.00046686-0.000181531j 
-0.000439559-0.00169537j 0.00301384-0.000525092j 0.000684317+0.00159678j -0.00457079-0.00194189j 0.00435786+0.000458922j 0.000779527+0.000529612j 0.000660118+0.00366527j -0.00149041+0.00113209j -0.00523679-0.00039879j 0.0052481-0.00468069j -9.50178e-05-0.000445298j 0.00140262-0.00521013j 0.000714414-0.00407777j -0.00241263-0.0017663j -0.00173931-0.00470806j -0.0062554+0.00034589j -0.000631905+0.00480629j 0.00382519-0.00793389j -0.00144751+0.00449289j -0.00453004-0.000515686j -0.00762546+0.00471722j -0.00157013+0.00569358j 0.000902634+0.000988385j 0.00793977+0.000721693j -0.00530927-0.00431388j -0.00485718+0.00105168j -0.000907694+0.00652369j -0.00230303-0.00363j -0.00655409-0.0002084j -0.000437758-0.0120853j -0.00285737+0.00753128j -0.00265948-0.0108948j -0.00370472-0.00413108j -0.00904857+0.00662069j 0.000148226+0.0101214j 0.00522464-0.00173822j -0.00211348-0.00235036j -0.00365798-0.000701722j -0.00228212+0.0043919j -0.000750142-0.00127807j 0.00550389-0.0103069j -0.000388731-0.000516196j -0.000855159-0.0157903j 0.005481+0.008124j -0.00609861-0.00158789j 0.00134947-0.00437094j -0.00261878+0.00361799j 0.00297657+0.00316491j 0.00155929-0.0059994j -0.00556088+0.00330881j 0.00111768+0.00286953j -0.00594482+0.00265656j -0.00112427-0.00181567j -0.0025585+0.000416632j 0.00252371+0.000257721j 0.0024374-0.000833129j 
-0.000841333+0.000106859j 0.000947483+0.000163944j 0.000847503-0.000692143j 0.00154154+0.00149141j -0.00055679+0.000596708j -0.000676366+0.000607883j 0.00179721-0.000742723j 0.00278643+1.64795e-05j 0.00141753-0.00167799j 0.00684797+0.00229036j 0.000531437-0.00310547j 0.00769514+0.00112075j 0.00090899+0.00163826j -0.00504877-0.000573084j -0.00536948+0.00110126j -0.0025323+0.00117999j -0.00178287-0.00336937j 0.00629925+0.0112183j -0.000575162-0.000676474j -0.0117736-0.00383256j -0.00230786-0.00153478j -0.00909163-0.00260631j 0.0062768+0.00192994j 0.00755479+0.00377863j -0.00455536+0.00444335j -0.0104269-0.00111915j 0.00447556-0.000267338j 0.000209043-0.00117196j -0.00336381-0.00816491j -0.0134373+0.00394263j -0.00109139-0.00672598j -0.00427315+0.00149273j -0.00120955-0.00381164j -0.0055369-0.00667388j 0.0109982+0.000161375j 0.0123886+0.00681351j 0.00193801+0.0043989j 0.00540262-0.00116185j 0.00692881+0.00605654j -0.00650648-0.00867191j -0.00140369+0.00670798j -0.00499476-0.0128705j -0.00752068-0.00399553j -0.00299405+0.00252242j 0.00645554+0.00483606j -0.00267248-0.00399296j -0.00211309-0.00503712j 0.00515867+0.00170851j -0.00202792+7.72227e-05j 0.00375448-0.00294599j -0.00144248-0.00120068j -0.000143009-0.00148276j 0.00172517+0.000715759j 0.000815562-0.00142644j -0.00111463+0.00191467j 0.000282995+0.00103711j 
0.000238189+0.000154399j 0.00131979-0.000853844j -0.00158672+5.15355e-05j -0.00349674+0.00016729j -0.00115596-0.000371283j -0.00362168+0.00149656j -0.00224081+8.5243e-05j -0.00445813-0.00096889j 0.00230798+0.000830574j -0.00133736-0.00163751j -0.00293486+0.00109106j 4.5022e-05-0.0028076j 0.000482552+0.00122085j -0.00119406+0.00174336j -0.00581652+0.000396025j 0.00345375+0.00178302j -0.00134371-5.08964e-05j 0.00604734-0.00175166j -0.00137566-7.07276e-06j 0.00622996-0.00273653j -0.00319866-0.0030851j -0.00236389-0.00229144j -0.00366979-0.00374624j -0.000321856+0.00350676j -0.00320484+0.000952578j 0.0030121-0.000268769j 0.00291064-0.000427432j -0.000172258-0.00596668j -0.00777668-0.00454302j 0.00722698-0.000662314j -0.000912933+0.00331335j 0.00435672-0.00687158j -0.00356905+0.00343774j -0.0029502-0.00367456j 0.000376316+0.00514009j -0.00164645+0.000757262j 0.00226596-0.00311952j -0.00524055-0.00827719j -0.00438701+0.00443476j -0.000313143+0.00490001j 0.000956636+0.00535767j -0.0040859-0.000617266j 0.00678072-0.00857416j 0.00366792+0.00602031j -0.00280442+0.00255441j 0.00667183+0.00182074j 4.45304e-05+0.00205258j 0.00212338+0.00237821j 0.00108834-0.00394427j -0.00388834+0.00526851j -0.00308929+0.00178016j -0.00894632+6.64356e-05j -0.00115903-7.9708e-05j -0.00355076-2.36894e-05j 0.00269636-0.000540634j 0.00155714-0.000653664j 
-0.00168792-6.43856e-05j -0.000686939-0.000111213j -0.00161044-0.000616794j -0.000285096+0.00163014j -0.00284892-0.000981804j -0.000618544+0.000201108j 0.00340608+8.06042e-05j -0.00133478-0.000674178j -0.00233938-0.000543932j 0.00173429+0.00123267j -0.00995221-0.00451802j 0.0032644+0.002555j 0.000351095+0.00184009j -0.000927506-0.000872544j 0.000992191+0.00307108j -0.000369744+0.000760277j 0.00471929-0.0088613j 0.00641422+0.00334027j -0.00307205-0.00122279j 0.00496859+0.00191346j 0.00241541+0.00237187j -0.00236809+0.000362012j 0.00180614+0.00643851j 0.0126518-2.10605e-05j 0.00545152-0.00497579j 0.00671958+0.00417836j 0.000997147+0.000309075j -0.0044126+0.000811222j -0.0167101-0.00469194j 0.0248764+0.00766279j 0.00111911+0.00268169j -0.00317168+0.00788331j -1.17582e-05-0.0111368j -0.0133603-0.00666556j -9.16667e-05-0.0038293j -0.00120979-0.0034516j -0.00149827+0.00771786j -0.00909476-0.00328811j -0.00831394-0.00988387j -0.00201705-0.00330138j 0.0126952+0.00712934j 0.00253346-0.00418588j -0.00513818+0.00460861j 0.00601822+0.00225691j -0.000954469-0.00388987j 0.00716108+0.00474817j -0.00186486-0.00301276j -0.00302971-0.00313461j -0.00052216+0.000817579j 0.00139305+0.000889483j 0.00345021+8.5826e-05j 0.00147759-0.00189708j -0.000656787+0.00101154j -0.000126425-0.0018358j -0.000416264+0.00054606j -0.000323627-0.00143317j 
