-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
-0.00105329+0.00365733j -0.00104319+0.00108296j 0.00126362+0.000531373j 0.00379685-0.00266744j 0.00174842+0.00157969j 0.000481424-0.000106088j -0.000658757+0.000735862j -0.00226008+0.00187761j -0.00546882+0.00357165j 0.00398664-0.00394864j -0.00158406-0.000851477j -0.0013431+0.00164961j 0.001157+0.000233925j 0.00955586-0.00233925j 0.0031115-0.00183158j -0.00606806+0.00316763j -0.00349001-0.00112359j -0.00213131-0.00493699j 0.00113346-0.00510312j -0.000534406+0.000980908j 0.00420536-0.000705961j 0.000418789+0.00369867j 0.00399308-0.00178479j -0.000812281+0.00145636j 0.00189849-0.00345647j 0.000873878+0.00365534j 0.00237345+0.00519069j -0.00357001+0.0038442j -0.00108919+0.000624325j 0.00149459+0.00130125j -0.00169686+0.00574797j -0.00209573+0.00145623j -0.00231131+0.00189771j 0.00500041-0.00153356j -0.00108055-0.000327344j 0.00293134+0.00627287j 0.00261007+0.00138352j 0.0040772+0.0026788j -0.00267754+0.000483884j -0.00130694-0.00459004j -0.00382251-0.0057886j 0.000188985+0.00280256j 0.00138215+0.00311416j -0.00301+0.000273341j 0.00175721-0.00169695j -0.00283816+0.000973001j 0.000734669-0.00173617j 0.00342125-0.000883028j 0.00144755+0.0012004j 0.00160551-7.69216e-05j -0.00299356-0.000958163j 0.00206879+0.00150299j -0.00102032-0.00118451j -0.00215374-0.00199234j 0.00104005+0.0012295j -0.00175223-0.0010797j 
-0.00167769+0.00259696j -0.00189898+0.00169024j -0.000648895+0.00159487j 0.00152592-0.00096978j -0.00175992+0.00204428j -0.000459263-0.000539507j -0.00117496+1.10197e-05j 0.00298035-0.000899227j -0.00354614+0.00136207j -0.00288592-0.00135397j -0.000775537-0.000443377j -0.00199881+0.000688621j 0.00477891-0.00113227j 0.00561988-0.000832848j 0.00685542+0.001851j -0.00432591-0.00148544j -0.00469398-0.00334082j 0.00777005-0.00601773j 0.00397462-0.000133255j -0.00307962-0.00375146j -0.000870497+0.00292304j -0.000803051+0.00232978j 0.00960595-0.000317509j -0.00193987+0.00199564j -0.0077562+0.00529359j 0.00867278-0.00278073j 0.00641063+0.000300316j 0.00317443-0.000139686j -0.00488882+0.000309685j -0.00191061-0.000232917j -0.000318074+0.00246213j -0.00445019-0.000625409j -0.00718704+0.0016145j 0.00180744-0.00116396j -7.49338e-05+0.000848983j 0.00719532-0.000717968j 0.00178498-0.00258231j 0.00290423-0.00124514j -0.00459554-0.0020132j -0.00571271-0.00238498j -0.00234677+0.00161592j 0.000530135+0.00190763j 0.000572532-0.000153448j -0.00486845+0.00400237j 0.000877605+0.00245439j -0.00261447+0.000635701j 0.000490293-0.000143985j 2.35013e-05+0.00183967j -0.00286376+0.000836504j 0.0013998+0.00170563j -0.00172731+0.000188805j 0.00062584+0.00204611j -0.00132478-0.0014095j -0.000466765-0.00105369j 0.00180387+0.00122241j -0.0015294-0.00168959j 
0.00360821+0.000137244j 0.00161054-0.00048417j 0.000566937+0.0027611j -0.00548611+0.00143421j -0.000507071+0.00344459j 0.00229965-8.21292e-05j -0.000404601-0.00218939j 0.00294705-0.00120292j 0.00645633-0.00598572j -0.00533087-0.000914396j 0.00160031-0.000261263j 0.00295765-0.00497381j 0.00172423+0.00549856j -0.00298832+0.0129798j -0.00167665+0.0075888j 0.00203786-0.00802481j -0.001769-0.00687604j -0.000109649-0.00165797j -0.0031597+0.0120433j 0.00376329-0.00629721j -0.000924791+0.000293975j 0.000665963+0.00145893j 0.00254274+0.0153917j -3.06711e-05+0.00231829j 0.00186262+0.00721984j 0.00417871+0.00382149j 0.00434249+0.00336055j 0.000828686+0.00296279j -0.00166326-0.00301218j -0.000433692-0.00137008j 0.00279951-0.00195929j 0.00207146-0.000149066j -0.00223907-0.00467215j 0.00104195-0.00142939j -0.00196803-0.00332633j 0.00514497+0.00392183j 0.00583132+0.00981952j 0.00603864+0.00467535j -0.000777858+0.00159017j -0.00144473+0.00168364j -0.00511532-0.000922567j -0.000556693-0.0005227j 0.00446788-0.000749243j -0.00521047-0.00207912j -9.95123e-05+0.00287029j -0.00309807-0.00380284j 0.00227079+0.00018914j 0.00356508+0.00110597j 0.000163572-0.0016867j 0.00269161+0.000768969j -0.00368132+0.00189968j 0.00381437-0.00192378j -0.000588711-0.000900862j -0.00359027+0.00154741j -0.000787225+0.000769605j -0.00347578-0.000339151j 
-0.00114565+0.000484432j -0.000551244+0.00140352j 0.00148543+0.000642239j -0.000409682-2.38112e-05j -0.00111495+0.00122324j 8.54152e-06+0.000215408j 0.000601482-0.00275734j 0.00046235-0.00141933j -0.0014781+0.000902525j -0.000957114+0.00189976j 0.000749224+0.000925082j -0.000286461+0.00171995j -0.00171614+0.000740064j 0.00219355-0.00170437j 0.00136422+0.000883332j -0.000978956+0.000873098j -0.00240579+0.000943574j 0.000895628-0.00206696j 0.000207245+0.000347719j -0.00228912-0.000478398j -0.000448541+0.000517649j -0.000289065+0.00127239j 0.000699284-0.00258406j -0.00039057-0.00143636j 0.000614628+0.00256488j 0.00114782+0.000426653j 0.00069804-0.000888251j -0.00226581-0.000776893j -0.00191838+0.00204284j -0.00107171-0.000967469j 0.00157121-0.000923876j -0.00057576-0.000145675j -0.00154803-0.000918057j 0.000543962-0.00135045j -0.00109446-0.0020069j -0.000221837-0.00128098j -0.000724622-0.00170653j 0.00157225+0.00110684j -0.00164866+0.00214399j -0.00161656-0.00098814j 0.000756433+0.000984176j -9.81081e-05+0.000837222j -0.000156722+0.000287384j 0.000247079+0.00197596j -0.000154301-0.0014233j 0.000275258-0.00167424j 0.000166024-0.00015286j 0.00105051+0.0010187j -0.0010291-0.000367911j 0.00152224+0.000973539j 0.000498867+0.00188176j 0.000302409+0.00117023j -0.000799201+0.000214824j 5.32825e-05-0.00071751j 0.000209624+0.00014049j -0.00078082-0.000514201j 
0.000360437+6.28767e-05j -0.000482287+0.000360784j -0.00221762+0.000158652j 0.000270174-0.000109587j 0.000503928-0.000680332j 0.00197086-0.00117427j 0.000325056+0.00177162j -0.00020771-0.000201071j 0.0011484-0.000859618j -0.00196953-0.00238529j -0.00240013-0.00143421j -0.00420909-0.000868346j 0.000159617+0.000803758j -0.00283575+0.000933294j -0.0033823+0.00139015j -0.00243122+0.000425662j 0.00395877+0.00136045j 0.000216941+0.000549355j -0.00334124+0.00186981j 0.00165996-0.00187295j 0.00053782+0.00020513j -0.00228552+0.000382708j 0.00287625+0.00268638j 0.0041772+0.0019556j -0.00410089-0.0031809j -0.00305039+0.00196265j -0.000505632+0.000390059j 0.00729496+0.00261566j 0.00147936+0.00209362j -0.00136675+0.00200341j -0.00461932+0.00384493j 0.00186893-0.00164558j 0.00243934-0.0017473j -0.00102276+0.00033413j 0.00349397-0.00300112j 0.0040249-0.000363879j 0.00205799-0.0013081j -0.00479203+0.00224156j 0.00360241-0.000995582j 0.00106132-0.00181842j -0.00483194-0.00088808j 0.00140168-0.00175931j -0.000800191-0.000822482j -0.000946495+0.00243068j -0.000452846-6.75648e-05j -0.00114411+9.44965e-05j -0.00134145-0.00108459j -0.00165774-0.000158937j -0.000297049-0.000652507j -0.00151273-0.00137695j -0.000844924-0.00162058j -0.000343248-0.000170633j -0.000179376-0.0011445j -0.000202825+0.00183451j 1.93768e-05+0.000424784j -0.000374523-0.00116419j 
0.003045-0.000481333j 0.00220477-0.00023418j -0.000479902+0.00019363j 0.000392184-0.000101731j -0.000219443+0.000373093j 0.00177169+0.000883252j 0.000377719-0.00151494j -0.00676365+6.37617e-05j 0.00255097-0.00237907j -0.000761829+0.000693171j -0.0033597-0.000580754j 0.00510363-0.000451043j 0.00116355+0.000633079j -0.0044724+0.0020068j 0.000910027+0.00142943j -0.00427276-0.00235057j -4.72764e-05-0.0034119j 0.00035029+0.000297945j 0.00142744+0.00345596j 0.00431306+0.00137333j 0.00367324-0.00039536j -0.0020295-0.0001669j 0.00124847+0.0029001j 0.00222329+0.000297258j 0.00142626+0.00126844j -0.00246647+0.001752j -0.00216118+0.00375802j -0.00113967-0.00165037j -0.00168173-0.00181676j -0.00137052+0.00162903j -0.00313532+0.00273867j -0.0048032+0.000524354j -0.00828377+0.00224728j -0.00271505-0.000893789j 0.00165055-0.000872852j -0.000906892+0.000393972j 0.00172447+0.00356105j 0.00136794+0.00367768j -0.00318483+0.00114923j 0.0014841-0.0011398j 0.00103418-3.5903e-05j -0.00189493-0.000126683j -0.00097628+0.00180436j -0.00370351+0.000731256j -0.000193381+0.000911895j -0.00333872+0.00374888j 0.00166118-0.002742j 0.00091851-0.000787631j -0.00420401+0.00576022j 0.00140771+0.00188704j -0.00269219+0.00217916j 0.00191737-0.000600024j 0.000880537+0.000534604j 6.08141e-05-0.000559779j 2.99502e-05-0.00127537j -0.00171121+0.00192046j 
0.00044839-0.00133161j 1.78295e-06-0.00263683j 0.00102111+0.00102199j -1.1555e-05+0.00121442j 0.000758725-0.000217285j 0.00152408-0.000228195j 0.000659446-0.00319859j -0.00110049+0.000697959j -0.00185011-0.0010755j -0.000148286+0.00210299j -0.00254108+0.000896763j -0.00348551-0.000357864j 0.00325094+0.000820688j 0.00219258+0.00254278j -0.00120338+0.00267715j -0.00178376+0.00198068j 0.00380069+4.22925e-05j -0.00424342+0.00106439j 0.000163816+0.00211222j -0.000658905-0.000940595j 0.00232715+0.000614802j 0.0011503+0.00134194j 0.00327185-0.00145276j 0.00524564-0.00444541j 6.72108e-05-0.00215164j -0.00171222+0.00512699j -0.00145187+0.00152275j 0.00477611-0.00337481j 0.00727822-0.000339336j 0.000355206+0.00104822j -0.00258425+0.00181744j 0.00143034-0.00111466j 0.00153273-0.00159291j -0.00198302+0.000718111j -0.00181405-0.00332512j 0.00054582-0.002022j 0.000651656-0.00291703j 0.000312577+0.00457619j 0.00534691-0.00286194j 0.000396282-0.00230514j -0.00248493+0.00325522j -0.00011649-0.00312441j 0.000521073+3.33436e-05j 0.00157482-0.000310867j -0.00160384+0.000930274j -0.00196619+0.0010413j -0.000932996+0.00145504j -0.000361299-0.000540438j 0.00189379-0.000504257j 0.000877547+0.000187388j 0.00119014+0.00192576j -0.00160175-0.00151046j -0.000597514-0.000532404j 0.000814676+0.00132694j 0.000203649+0.000849355j 0.000387986+0.0016015j 
-0.000474882+0.000469206j -0.000220689+0.000996741j -0.000256378-0.000100436j -0.000481541+0.000362525j -0.000766163+0.000263677j 0.000666161-0.000228078j -0.00142963+0.000230852j 0.000963782-0.000870012j 0.000494192+0.000340622j -0.00148962-0.00119617j -0.00126018-0.00138677j -0.00251709-0.000634914j 0.00307877+0.00156766j -0.0015167-0.000518523j 0.000417478+0.00143439j 0.00012454-0.00029891j 0.00420697+0.00142016j 0.0015304-9.81987e-05j -5.41436e-06+0.0019346j -0.00104476-0.000979249j -0.0011614+0.00182072j -0.000436063+0.000469248j 0.00201217+0.00179431j 0.00165171+0.0018198j -0.00482564-0.00056885j 0.00115705-0.000299089j 0.000979874-0.000554584j 0.00758997+0.00256873j 0.00396753+0.0017807j -0.00175037+0.000964824j -0.00371475+0.000227164j 0.000226189-0.00167422j -0.000896396-0.00126191j -0.00126737-0.000425118j -0.000570222-0.000419328j 0.00360437-0.000244031j 0.000668751-0.00103928j -0.00216428+0.000391801j 0.00452798-0.00191503j -0.00202464+4.54944e-05j -0.00361205+0.00122484j 0.00236739-0.00146103j -0.000224805-0.000899528j 0.0001334+0.000615153j -0.00164363+0.00183839j -0.00230767+6.09606e-05j -0.00110408+0.00140461j -0.00124672-0.000178214j -0.000902352-0.000480227j -0.000726145-0.000739745j -4.53813e-05-0.00132008j 0.000606732-0.000113253j -0.00032317-4.60033e-05j 7.40447e-05+0.000391667j 0.000147253+0.000258118j -0.00059255-0.00031141j 
6.77511e-05-0.000421061j 0.00190001-0.00126111j -0.00298834-0.000691853j -0.00170968+0.000685091j -0.000823478-0.00155715j 0.000886506+0.000461791j -5.35075e-05-0.00222788j 0.000404321+0.00134909j 0.00247492-0.00189259j -0.00154848-0.000370324j 0.00121164+0.00156823j 0.00336373+0.00127541j 0.0007678+0.00342126j -0.00560413+0.00333175j -0.00264849+0.00574131j 0.00467476-0.00382595j 0.00315457-0.00631355j 0.00466877+0.00657237j -0.00224571+0.00535681j 0.00550125+0.000522658j -0.0030261-0.000737892j -0.000527566-0.00140153j -0.0031054+0.00708838j -0.00211129-0.00404902j -0.00314654-0.000781356j 0.00476551+0.00586191j -0.000900438+0.00467583j -0.000231541-0.00421266j -0.000683527-0.00604756j 0.000463571-0.000868972j 0.00205249-8.99044e-05j 0.000628938-0.00340699j -0.00268258-0.00516201j -0.00155938+0.000704866j -0.00130269+0.000782972j -0.00146272+0.00138217j 0.00014784+0.00128306j 0.00430244+0.00256657j -0.000407772-0.00508594j 0.00211453-0.00173561j 0.000170123+0.00166834j -0.00434911-0.0011586j 0.00134612-0.000483809j -0.0029118-0.00453121j -0.00314077+0.00147672j -0.000345375-0.00142799j 0.00187284+0.000687911j -0.00120963+0.000369009j -0.00195184-0.00156628j -0.000838333+0.00157798j -0.000779154+3.3703e-05j -0.00102175-0.00160975j 0.00158134-0.00105649j -9.44541e-05+0.00138122j -0.00111076+0.00135222j -2.15248e-05+8.69827e-05j 
-1.55387e-05+0.00132134j -0.000721072-0.00314855j 0.00162624+0.00104995j -0.000497148+0.00286754j 0.00209569-0.00158024j 0.00187857-0.00206241j 0.000484304+0.000387207j -0.00134912+0.000191796j 0.000579976-0.000303393j 0.00373735-0.00190948j -0.000928911-0.000174249j 0.0020269-0.000988072j 0.00202989-0.00250754j 0.00507614+0.0019497j -0.00078937+0.0012918j 0.000506518-0.00174603j -0.000294608-0.00583046j -0.00585221+0.00344691j -0.000657423+0.000728437j 0.00496614-0.00278176j 0.00408681-0.000325756j 0.00221236-0.00179126j -0.00279484+0.00413571j 0.000393503-0.00315178j 0.00603995-0.00804318j -0.00205598+0.00260301j -0.000955489+0.00487443j -0.0053234-0.00233669j 0.00291349-0.00713609j 0.00347136-0.000593059j 0.00127617+0.000122752j 0.00186441-0.00388185j 0.00120394-0.00190252j -0.0014008+0.00340232j 0.00060176+0.00226472j -0.00190042+0.00613285j -0.00132412+0.00205559j 0.00326845-0.00118359j -0.00238434-0.00543372j 0.00431497-0.00560287j -0.000514709+0.000763363j -0.00195478+0.0020808j -0.000118677-0.0011157j -0.00331531-0.00267668j 0.00107056+0.00341651j -0.00115756+0.00200079j 0.00160548-4.27562e-05j -0.00108925-0.00151666j 0.00127421-0.00429802j -0.00128656+0.000423859j -0.000580982+0.000482754j -0.00390421-0.00151695j -0.00173794-0.00158534j 0.000582603+0.00235484j 0.00178601+0.00290019j 0.0011665+0.000572782j 
0.00162473+0.000869255j 0.000591381+0.000672617j -0.00177899-0.000802512j 0.000352706-0.00128708j 0.000173353+0.000950684j -0.000683548-0.000893828j -0.00113846+0.00153777j 0.000748248+0.000509495j 0.00156368+0.000273787j -0.000150185+9.40444e-05j 0.00271423-0.000194857j 0.00477241+2.59567e-05j -0.000963813+0.00319957j -0.000952195+0.000295991j 0.00229683-0.000713789j 0.00099692+0.000969402j -0.00363601+0.00137076j 0.00264716-0.00213491j 0.0012854+0.00141805j 0.00122194-0.000689784j -0.00232428-0.00134278j -7.38899e-05+0.000598484j -0.000990946+0.00047498j -0.00577672+0.00272968j 0.000426743+0.00168375j 0.00395052-0.00315832j 0.00206789-0.000900275j -0.00456087+0.00427798j -0.00590821+0.0040276j 0.000478205+0.000391373j 0.00472843-0.00127582j -0.00105981+0.00188738j -0.00263148+0.00248781j 0.00115175-0.000612773j -0.00155743+0.000450669j -0.000998919+0.000963531j -0.00131624+0.00184344j 0.00299798-0.00392535j -0.00296904+0.00503391j -0.000883867+0.00127288j 0.000666998-0.00246376j 0.000106848+0.00367943j 5.80461e-05+0.000844307j 0.00103022+0.00237746j -0.00112246-0.00102835j -0.000309763-0.00140615j -0.00148536-0.0024714j 0.00123578-0.00039033j -0.000944468+0.00201324j -5.55513e-06-0.000367488j -0.000188001-0.000218402j 0.00166099+0.00083201j 0.000437964-0.000213577j -0.00134961-0.000386984j 0.000515164-0.000862535j -0.000557964-0.000339207j 
0.00136083-0.00121502j 0.00104635-0.00187264j -0.00078663+0.00029739j 0.000268937+0.000615449j -0.000481463-0.00125705j -0.00176324+0.000973066j -0.0024567+0.00076481j 0.00127058+0.000817086j -0.00119254-0.00101172j -0.000990276-0.000323874j 0.00163569-0.00140589j -0.00192618-0.0025914j 0.00243204+0.00202628j -0.00204988+0.00159455j 0.00238581+0.00150829j 0.000283976-0.00340206j -0.00042621+0.000745743j 0.00308417+0.0023235j 0.00206954+0.00104048j -0.00300308+0.000256417j -0.00171378+0.00206694j 0.001248-0.000492621j 0.00419794+0.00440538j -0.00158897+0.00236608j -0.00451831-0.00121615j 0.00456455-0.00131466j 0.00320868-0.000546028j 0.00314418+0.0020431j -9.68109e-05+0.00128305j -0.00191478-0.000139856j -0.0027502-0.00339576j -0.00270384-0.00225947j -0.00089781-0.000791831j 0.0007429+0.000144985j -0.000311739+0.00146145j 0.00387617+0.000244664j 0.0032371-0.000418968j -0.0014731-0.0027634j 0.00205645-0.000331401j -0.00393491+0.00198041j 0.000161213-0.000311209j 0.00136255-0.000332099j 0.000584821-0.00181298j -0.000575316-0.00141832j -0.000932864+0.000625128j -0.000484189-0.00111434j 0.000464078+0.0010267j -0.000326017+0.000314826j -0.000781691+0.00194563j -4.44355e-06-0.00119039j 0.000951803-0.0018969j 0.000395103-0.00054874j 0.000402188+0.000833748j 0.00139006+0.000384696j 0.000201307-0.00140554j 0.000579227+0.00192296j 
-5.25906e-06+0.000572616j 0.00177388+0.000614113j 0.000901571+0.000936847j -0.00335777-0.000523122j -0.00056234+0.00292579j 0.00109412-0.000425035j -0.00587119-7.15215e-05j 0.000772392+0.00131852j 0.00228418+5.62865e-05j -0.000567941+0.00180021j 0.00205208+0.00171235j 0.00119471-0.00273973j -0.00235845-0.00121994j -0.00613925+0.00358591j 0.00135528-0.000460229j 0.000871893-0.0012841j -0.00243857-0.00121585j 0.00240024-0.0044212j -0.000647332+0.000807003j 0.000326714-0.00103485j -0.00127063+0.00118251j -0.000116871+0.00178046j -0.00225769+0.00124249j -0.00251731+0.00127761j 0.00386812+0.00795989j 0.00342694-0.0038091j 0.00340585-0.00027438j -0.00329398-0.000626698j -0.00363041+0.000169691j -0.00255552+0.00167146j 0.000856207+0.00082674j 0.000556935+0.00258474j -1.74775e-05+0.00474597j -0.000888816+0.00055413j -0.000330317-0.000342174j -0.000513369-7.15813e-05j 0.000972013+0.0021146j 0.00336769-0.00152545j -0.00220377+0.00237583j -0.00408223+0.00466269j 0.0030045-0.00164119j -0.000775709+0.00134878j 0.00197552-0.00181759j -0.00117974+0.00245198j 0.00222258+0.000690357j 0.00282465+0.000166418j 0.00150502-0.000683942j 0.00176029+0.000842094j 0.00169539+0.00377661j 0.00343768-0.00320761j 0.00215694-0.000411427j 0.00315901-0.000732182j -0.000255158+0.000199592j -0.00200873-0.000931713j -0.000154947-0.000154884j -0.000875918+0.00172013j 
0.00125536-0.00246995j 0.000546332-0.00110567j -0.00229514+0.00248121j 0.000345757-0.000627419j 0.000545692-0.00213408j 0.000418784-5.40507e-05j 0.00118613-0.00149158j -0.00157282+0.000242098j -0.00197045-0.00240766j -0.00193208+0.00128114j 0.00178+0.000798264j -0.00259276+0.000752503j -0.00513655-0.000328023j -0.0021911+0.00190306j -0.00176397+0.00265685j -0.00331741-0.00243609j -0.00403548-0.00155447j 0.00166234+0.00234381j -0.00224781+0.000252346j -0.000646408-0.000248673j 0.000522412-0.000570253j -0.00159664+9.16064e-05j 0.00345467+0.00192392j 0.000337601-0.000756443j 8.73614e-05+6.98478e-05j -0.000538999+0.00293654j 0.000783097+0.00133714j -0.00354049-0.00421151j -0.00708664-7.22987e-05j -0.00129419-0.00041721j -0.000350338+0.000938829j -0.000987613-0.00307667j 0.00219584-0.00278943j 0.00166427+0.000263085j 0.00464816-0.00296841j 0.000413665-0.00161052j 0.00373403-0.00108744j -0.00160403+0.00212505j -0.00420449+0.00149674j 0.000333432-0.00199646j 0.0024802-0.00109307j -0.00348695-0.000293064j -0.000147615-0.00128232j -0.00269041+0.000524045j 0.00182637-0.00343578j 0.00338223-0.00184366j 0.00269282-0.00249165j 0.000488774+0.00247432j -0.00159832+0.00161599j 0.00126077+7.75939e-05j -0.00027681+0.000514015j -0.00108726+0.000314362j -0.000227758-0.000662792j 0.00161261+0.00222818j -0.000784047-0.00117487j -0.000182366+0.000148737j 
0.000638189+1.32317e-05j 2.82768e-05-0.0016287j -0.00142985+3.13268e-06j 0.00128329+0.000115643j 0.000760798-0.000617837j -0.000592797-0.000402514j -2.12185e-05+0.0012012j 0.000350466+0.00151632j -0.00123469-0.0010647j 0.000686727-0.000365922j 0.00121132-0.00046428j 0.000235939-0.00165049j -0.000774084+0.00172361j 0.00131086+0.00221321j 0.000517513+0.000259142j -0.00139488-0.000257588j -0.00304242+0.00136328j 0.000926138-0.000524818j 0.000649605+0.000181368j 0.000642344-0.00160712j -0.000710667-0.000320973j 7.45884e-05+0.000282837j 0.00203752+0.00164111j -0.00210544+0.00105242j 0.000485817-0.00297769j 0.00112973-0.000381438j 0.00120254+0.000663055j -0.00294106+0.00333276j -0.00348587+0.00269385j 0.000420862+0.000158382j 0.000904794-0.0010183j -0.000285785+0.000442263j 0.000744297+0.00101182j 0.00128598+0.000776162j 0.000712145-0.000438361j 0.000351368+0.00165659j 0.00119588-0.000157619j 0.000292445-0.00250365j -0.000915807+0.00278898j 0.000556387-0.00112374j -3.46441e-05-0.0028087j 0.000239122+0.00226983j -0.000132582-1.41459e-05j -9.27958e-05+0.001285j 9.24331e-06-0.00129012j 0.000140549-0.00113505j -0.000964721-0.0019219j 0.000333982-0.000406534j 0.00062058+0.000862483j -0.000213923-0.000556308j 0.000534155-0.000553572j -0.000678618+0.000180593j 0.00019289-0.000830317j -8.22035e-05+0.000488155j 0.000608152+6.97669e-05j 0.000708089+0.000171202j 
0.00084442+0.000154478j -0.00153303+0.000864989j 0.000486872-0.00142969j 0.00284808+0.000641131j 0.000426465-0.0013866j -0.00129357-0.00323749j -0.00335253-0.000891713j -0.00238002+0.000698192j -0.000523861+4.26501e-05j 0.00133713-0.00193364j -0.00123385-0.00142756j 5.9019e-05-0.000120424j 0.00293719+0.00305954j 0.000948006-0.00375161j 0.00267592+0.0027963j -0.000146128+0.00233805j 0.00150695+0.00236992j 0.000322726+0.00451973j 0.00269092+0.00350898j -0.0027436-0.00260514j -9.79491e-05-0.00201749j 0.000248763+0.000385869j 0.00206916+0.00118733j -0.00243062-0.000732858j -0.00565704-0.00757454j 0.00358451+0.00364627j 0.0013738+0.00176796j 0.0019388+0.00711029j 0.00196294+0.00170629j -0.000898114+0.000123189j -0.00205022-0.000518946j -0.00298354-0.00390979j -0.00421078-0.00262671j 0.000244804+0.000692671j -0.00356195-0.00137732j 0.00291752+0.00212858j -0.000878032+0.000896656j 0.000748096-0.00162775j 0.00293424+0.000713396j -0.00520093-0.00428476j -0.00169446+0.00062361j 0.00248968+0.00146257j -0.00118595+0.000567143j 0.00186269+0.00157183j -0.00182185+0.000927888j -0.00411704+0.00103399j -0.00292885-0.000570377j -0.000562393-0.00143828j -0.004322+0.000106517j -0.000348393-0.00105598j 0.00230199-0.00146259j -4.94536e-05+0.00286406j -0.00157732+0.00148648j 0.00259328+0.000169582j 0.00265644-0.000881535j -0.00071743+0.000332048j 
-0.00165621-0.00202475j 0.000268358-0.00109872j 0.000792388+0.00142773j -0.000584201+0.000683253j 0.00151295-0.000947539j 6.95786e-05+0.00264878j -0.00106553-0.00131663j 0.00011031-0.00292067j -0.00226751+0.000456537j 0.00413879+0.00212615j 0.00283715-0.00282348j 0.000549445-0.000944661j 0.00192002-0.00179502j 0.00270283-0.0016045j 0.000192149-0.00134011j 0.00202734-0.0039863j 9.91138e-05+0.000333655j -0.00315699+0.000607143j 0.00159098-0.00421863j -0.00103373+0.00385906j 0.000458493+0.00330457j 0.00236437-0.00236438j -0.00329379-0.00147737j -0.00143377+0.00204386j 0.00691048+0.000244718j -0.000584976-0.00384894j -0.00290032-0.000839755j -0.00340433-0.00183644j 0.00267907-0.00145924j -0.000345633-0.00229141j -0.0020637-0.0064735j 0.00206196-0.00182616j 0.00215904-0.00158853j -0.000868388-0.00164705j -9.50241e-05+0.00579614j -0.00474616+0.00158587j -2.83151e-05+0.000641486j -0.000891301-0.00320863j 0.00195327-0.00202562j 0.00331052+0.00192365j 0.00370866-0.000668157j -0.00194299-7.59421e-05j 0.00139769-0.0023281j -0.000899129-0.00662162j -0.00066573+0.00123545j -0.000658217-0.000712567j 0.00271993+0.00231227j 0.000980716-0.00107802j 0.00120207-0.00188287j 0.000706171-0.000852012j 0.00152948-0.000959155j -0.00114862-0.00142359j 0.000479085-0.000126019j 0.0011131+0.000832541j -0.00206441+0.000596508j 0.000387553+0.000600573j 
