-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
-0.000156866-0.00058943j 0.000792801+0.00396641j -0.00139906+0.00282496j -0.000548249-0.00213809j 0.00146721-0.000915376j -0.000997679-0.00509251j 0.0022322+0.00318369j -0.00142156-0.00393823j 0.00154376+0.000141675j -0.00074423-0.0010573j -0.000942499-0.00214972j 0.00111242+0.00233907j 0.000139793+0.000852613j -0.000885636-0.002471j -0.00269431-0.00100333j 0.00440541+0.00307078j 0.00689393+0.000596888j -0.00387935-9.89925e-05j -0.000825143+0.000941827j 0.000781998-0.00125613j -0.00376856+0.0018753j -0.000286118+0.00174945j -0.00294147-5.96693e-05j 0.00237141+0.00593499j 0.000887797-0.000768496j -0.00403679-0.0028515j -0.00360692-0.00236897j 0.00466927-0.00183116j 0.00708163+0.00547498j 0.00315062+0.000490103j 0.00143923-0.000216211j 0.00371723-0.00505327j 0.00376792-0.00387688j 0.00192866+0.000345562j -0.00114506-0.00127307j -0.00171202+0.00266595j -0.00169977+0.00235391j -0.00299552+0.00112071j 0.00334139-0.00210699j 0.00237069-0.0021906j -0.00475626+0.00319378j 0.00249772+0.00136354j -0.00142006-2.71638e-05j 0.00462033-0.000502326j 0.000733005+0.00130237j -0.00247823+0.000739938j -0.00313822+0.00198206j 0.000351642-0.000545027j -0.00100692-0.00205812j -0.00328864-0.000332182j -0.00222062+0.000326426j 0.000763437+0.00065396j -0.0024236-0.00051205j 0.00144807+0.00178573j 0.000715308-0.000543366j -0.00269895+0.000291293j 
0.00212101-0.001014j -0.000429014-0.00356173j 0.000416736+0.0014227j 0.000632038+0.000567714j -4.44783e-05-0.00278347j 0.00111245+0.000570422j -0.00361468-0.00235714j -0.00166059+0.00148232j -0.000222206+0.000482137j -0.000364758+0.000670981j 0.000597886+0.00291379j -0.00129987-0.00319751j 0.00478091-0.00544523j -0.000521013-0.000316723j 0.00310673+0.000655076j -0.00267688-0.00263311j -0.00295286-0.00288185j 0.00205746+0.00613538j 0.00372467+0.00202665j 0.00189007-0.00121749j 0.00348815+0.00173014j 0.00158836-0.00429748j 0.00583858-0.000731959j -0.000935642-0.0048786j -0.00525664-0.000883104j 0.0038871-0.00354016j 0.00469581+0.00132784j -0.00309731-0.00589659j -0.00158599-0.00685626j -0.000829444+0.000165814j -0.00410397+0.00114089j -0.00412656-0.00188074j -0.0026506+0.00241492j -0.00082989+0.00257528j 0.000754022+0.00124557j 0.00253532-0.00313464j 0.00300438-0.00125211j 0.00170613-0.00413338j -0.00440043-0.00282786j -0.00357972-0.000362003j 0.00427293+0.00416296j -0.00235035-0.000854024j 0.000235089-0.00326591j -0.00341366+0.00127771j 0.00234952+0.00232251j 0.000328281+0.00565393j 0.00323252-0.000568379j -0.000879965-0.00113936j 0.000373763+0.00164538j 0.00221304-0.00140482j 0.00244501+0.000450904j -0.00294507-0.000530583j -0.000594806+0.000754135j 0.00223609+0.000759851j 4.75322e-05-0.0012316j 0.00193969+0.000909916j 
-0.000166188-0.0018423j -0.00100331+0.00069974j 0.00113063+0.00300388j -0.000180625-0.00140865j -0.00130031-0.00130758j 0.000804068-0.00215206j -0.00126658-0.00112942j -0.0027776-0.00350817j -0.000286685+0.0015555j -0.000536192+0.000914836j 0.00102798-0.00250058j 0.0023878+0.00276262j 0.00170056+0.00326244j 0.000928603-0.00187607j 0.00382144+0.00384078j -0.00382711-0.000427874j -0.00268872+0.00232664j 0.00382635+0.00202301j 0.00134915+0.00466889j 0.000326491-0.00018661j 0.001137-0.00110803j -0.00138828+0.00104676j 0.00237209-0.000506799j -0.00268149+0.00296141j -0.0026551-0.000933471j 0.00356269-0.00324222j 0.00135804+0.00104091j -0.00284518+0.00292368j -0.0029991+0.00740161j -0.00131822+0.00155027j -0.000427214-0.00179648j -0.00616641-0.00305333j -0.00830139-0.00345278j -0.0012784-0.000933769j -0.00147414-0.0030276j 2.84929e-05+0.000569093j -0.000313252-0.000754214j 0.00109077+0.000937926j -0.001931+0.00209321j -0.00195661-0.0029044j -0.001244-0.000674459j 7.2295e-05+0.00579973j -0.00271421-0.00123081j -0.00116984+0.00449761j -0.00269675+0.00187533j -0.00439815-0.000463287j -0.000234339-0.00203043j 0.00112154-0.000324745j -0.00269551+0.00105125j -0.000294203-9.54009e-06j -0.00146357+0.00116528j 0.000304174+0.00190207j -0.00182632-0.000708548j 0.00190749-0.000370221j 0.000300749-0.000156715j -0.00132435+0.00103602j 
0.00268543+0.00230326j 0.00179078-0.000596818j -0.00269158-0.00138416j 0.00134471+0.000563325j 0.00261015+0.000591575j -0.000661911+0.000387749j -0.00100117-0.000903064j -0.000796525-0.000342496j 0.00101262+0.00021804j 0.00104635+0.000581933j 0.00069817+0.000238811j -0.000674325-0.000866946j 0.00351026+0.00385974j -0.00217074-0.000439325j -0.00184425+0.000231664j 0.00438441+0.00045794j 0.00679189+0.00247347j -0.00428568-0.00087304j 0.000306463+0.00174084j -0.000992044-2.33828e-05j -0.000696178+0.00396224j 0.00266957+0.00140973j -0.00111082+0.00163098j 8.38323e-05-0.000684928j -0.00105894-0.0037355j -0.00219323+0.000924937j -0.00169861+0.000677669j 0.0043765+0.00123275j 0.00969441+0.000590259j 0.00166771+0.000670704j -0.00247809-0.00240069j 0.00256346-0.00183188j 0.00382115-0.000555013j 0.00107826-1.48421e-05j -0.00351208+0.00125641j 0.000243367+0.00037611j -0.00261924+0.00177268j -0.00120445-0.00135055j 0.00623836-0.00161623j -0.00038638-0.000479155j -0.00178112+0.00234294j 0.00294919-0.00394048j 0.00047642+0.00152504j 0.00659672-0.00360405j -0.00186299-0.000220599j -0.00273268+0.000338852j -0.00102431+0.00288524j -0.000444213-0.000828475j -0.000609273-0.000725336j 8.36495e-06-0.000214j 0.00209689-0.00128745j -0.000450006-0.000299337j 0.00022806+0.000633493j -0.000721685+0.0016318j 0.00114258-0.00160444j 0.000334194-0.000188862j 
0.000110074-0.000246941j 0.00100191-0.00275033j -0.000701472-0.00127748j -0.000305569+0.00139555j 0.000491886-0.00378911j -0.000128068-0.00127284j 0.000706886+0.00562275j 0.000343129+0.000744562j 0.0010949+0.00271206j 0.000369344+0.000104193j -0.000418074-0.000650831j 0.000628164+0.00303144j 0.00116336+0.00263265j -0.00201844+0.000396084j -0.000685171-0.00398014j 0.00187171+0.00204323j 0.00486701+0.00416909j -0.000502997+0.00596085j -0.000898218+0.00136664j 0.00348713+0.00689349j -0.00087706-0.000201814j 0.00180096-0.00474953j -0.00131686-0.00109271j 0.000782351+0.000282443j 0.000386248-0.00700005j -0.00239657-0.00523108j -0.00228734-0.00486612j 0.00225831-0.00341549j 0.00500163+0.00105891j 0.00350233+0.00248869j 0.000466873-0.00191897j -0.00158928+0.000196727j 0.00145251-0.00213701j -0.00183456+0.00372816j -0.000510301+0.000338038j -0.00312473-0.00271864j -0.00231211-0.00292281j -0.00318608-0.00210152j 0.00294322-0.00367657j 0.00519891+0.00426065j -0.00161475+0.00198699j -0.000224149-0.000314807j -0.00363293-0.000775779j 0.00247911-0.000544655j -0.00232426+0.000937968j -0.00158156-0.000976675j -0.00148638-0.00163133j -0.00128676-0.000925956j 0.00235677+3.70898e-05j -0.00449353-0.000787425j -0.0019323-0.000554294j -0.0027596-0.00223056j 0.00147138-0.000402737j 0.00146199+0.000430137j -6.18675e-05+0.00109267j 0.0021891+0.00153509j 
-0.00242899-0.000406338j 0.00133008+0.00204835j -0.00354297-0.0018474j 0.000207489+0.000495215j 0.000442479-0.000210532j 0.00236858-0.000382737j 0.000654089-0.0025699j -0.00310745-0.00393041j 0.00105563-0.000437626j 0.00247143+0.000433929j -0.000710876+0.000834895j 0.00535507+0.000830931j -0.00479313-8.28637e-05j -0.0072334-0.00469486j -0.00284881-0.000920842j 0.00174175+0.000293447j 0.00188573-0.000971268j 0.00146343+0.00556003j -0.00461393-0.00167493j 0.0035031+0.00750104j -0.00205207-0.00428074j -0.00396808-0.000900367j -0.0118383+0.00312539j -0.00181283-0.000655687j 0.00397098-0.00346537j -0.001495+0.00386254j -0.00831092+0.00338276j -0.0018646-0.00502703j -0.00603639+0.00214256j -0.00400721+0.001579j -0.00051408-0.00440141j 0.00149433-0.00278274j -0.00180119+0.000179044j -0.00591698+0.00753129j 0.00531134-0.00180248j -0.00864496+0.00313635j -0.00624717+0.0046695j -0.00217265+0.00372627j -0.00188154-0.00144416j 0.00590489-0.00292664j 0.0051923-0.00469874j -0.00384898+0.00251298j -0.000982996+0.000805109j -0.00149913-5.6381e-05j -0.00187853+0.00458041j 0.000567456-0.003984j 0.000882623-0.000111677j -0.00100486+0.00460796j -0.00288551+0.0029069j 0.000739467+0.00211466j 0.000613028-0.00144925j 0.000446854+0.000385556j 0.000817719-0.00337539j -0.00100342+0.000866682j -0.000389778+0.00198955j -0.00116112-0.000623943j 
0.00047416+0.000255799j 0.0010504+0.00242931j -0.000575232-0.0040678j 0.00106031+0.000477383j -0.000527065+0.00106977j -0.000773701+0.0015634j -0.000928798+0.00028929j -0.00366488-0.00194887j 0.00225529+0.000597177j 0.000842534+0.00275156j 0.00223087+0.00136631j 0.00107707+0.00264951j -0.00247695-0.00304177j -0.00365097-0.00499843j -0.00393175-0.00446186j 0.00109601+0.00084571j 0.00280789+0.00190826j 0.00575283-0.000169472j 0.00371333-0.00250718j 0.00590234+0.00405204j -0.00209518+0.000604327j -0.006015-0.000982433j -0.00183414-0.00439467j -0.00186746-0.00187518j 0.00360196+0.00344157j -0.00492903-0.00363359j -0.00591568-0.00153042j -0.0067176-0.00393864j -0.00122397-3.93157e-05j 8.3824e-06+0.00174967j -0.0041626+0.0020847j 0.00239755+0.00283475j -0.00163953+0.00480421j 0.005512-0.00218421j -0.00338533+0.00352192j -0.00587492-0.00307748j 0.00243489-0.00135689j 0.00237407-0.00129291j -0.00171161+0.0018544j 0.00506344+0.00254929j 0.00388955+0.000205968j -0.00206257-0.000839466j -0.000671672+0.000408265j 0.00184818+0.000804441j 0.0041894-0.00373798j -0.000733073+0.0038412j 0.00100271-0.00081852j 0.0023429-0.00330545j -0.00136832-5.27438e-05j 0.000870285-0.00200915j 0.00117021+0.0013148j 0.000870327-0.00170046j 0.00071852+0.00236924j -0.00100701+0.000184831j 0.000482837-0.00142149j -0.000529557+0.00131991j 
0.000723626-5.34274e-06j -0.000587209-0.00250989j -0.000809305-0.000938426j 0.00106708-2.67689e-05j 0.000723368+0.000649938j 0.000795446+0.000527089j 0.0002225+0.00123713j 0.00346914+0.00387625j -0.0010351-0.000449015j 0.000517067-0.000888995j -0.000941257+0.00152861j -0.00170699-0.00435283j 0.00334155-0.000382057j 0.00224658+0.00302677j 0.00183601-0.00333802j -0.00069819+0.00294655j -0.000577773+0.00264459j -0.00291476-0.00192879j 0.000816198-0.00169859j -0.00118707-0.000647964j -0.000190698-0.00145803j 0.00265641-0.000986089j 0.00149486-0.000325293j 0.000890592-0.00011168j -0.00185104+0.000534039j 0.000733539-0.00113508j 0.00324897-0.00172503j 0.00567446+0.00152097j 0.00192795+0.00182575j 0.00177442+0.000955221j 0.0014994-0.000173003j 0.00173849+0.00596442j 0.00445181+0.00603972j -0.00143705+0.00430858j 0.000584958-0.000845858j 0.00150567-0.000834861j -0.000467808-0.000182278j -0.00154545-0.00133737j 0.0035959+0.00112229j -0.000942706+0.00238879j -0.0020412-0.00117767j 0.00180422-0.00120401j 0.00171136+0.0011802j 0.00257937+0.000449569j -0.000598759+0.00241208j 0.00148768+0.000160877j -0.00253342+0.000597687j -0.000911803+0.000782743j 0.00536298+0.00126372j 0.000466602+0.000108352j 0.000464475-0.000241045j -0.000743471-0.00085333j 0.0012641-0.00125114j -0.00139256-0.000443572j -0.000146026+0.000685434j 0.00137859-0.000285766j 
-0.00149203-0.000229399j -0.000876912+0.00254338j -0.000939018+0.000753648j 0.00051855-0.00163091j -1.21137e-05+0.00145298j -0.00111547-0.00338757j 0.000606618+0.00773305j 0.000419762+0.00191411j 0.000670155-0.00258006j 0.000287166-0.00452246j -0.000798095-0.00140319j -0.00115306+0.00125449j -0.00349464-0.00269926j 0.00026626+0.00629993j 0.000458516-0.00140568j -0.000670607+2.33688e-05j -0.00118143-0.00706j 0.003173-0.00344686j -0.000445635-0.00325744j 8.79838e-05-0.000626775j -0.000425082-0.00348225j -0.001229+0.00241266j -0.000909065+0.00557547j -0.00112657+0.00549273j -0.000627647+0.00577146j -0.000919971+0.00134666j 0.00127091+0.000621072j 0.000564568-0.00132821j -0.00440904-0.00216576j 0.00314543+0.0017917j 0.00323926+0.00741764j -0.00161291+0.00263339j 0.00194421+0.00131934j 0.00437242+0.00379144j 0.00229884+7.30124e-05j 0.000828095+0.00476104j 0.00186698+0.00542308j -0.000761227+0.00473123j -0.00453162-0.00216366j 0.00110311+0.00187735j -0.00128607-0.00555395j -0.000688448+0.0016929j -0.000239927+0.00274395j -0.00129134-0.00183475j 0.00473038+0.00154344j 0.00300015-0.00101727j 0.000988476-0.00115823j 0.0011882+0.00340149j 0.00224276+0.000439777j -0.00269105-0.000135955j -0.00518721-0.00302994j 0.00260076+0.00123055j 0.000290153-0.00107366j -0.00164291-0.00145402j -0.00106436+0.000621296j -0.00128341-0.00166879j 
-0.00111763-0.000167076j -0.000221779+0.0028387j -0.00128501+0.000622955j 0.000440538-0.000512368j 0.00088568+8.8027e-05j 0.000592503-0.00548586j -0.00112019+0.00555418j -0.00144001+0.00188137j 0.000926782-0.00212934j -0.0010979-0.00273248j -0.00222068+0.000569326j -0.00089433-0.00352525j 0.000482754-0.0081966j -0.000191615-0.00106554j 0.00200652-0.00263279j -0.00298152+0.00311924j -0.00281746-0.00367849j 0.00289548-0.00380245j 0.00414686-0.00336061j 0.0028452-0.00851064j -0.00177502-0.000355836j -0.00219518+0.00200323j 0.00362163-0.00196122j 0.0018268+0.00302948j -0.00123234+0.00126301j -0.00051415-0.00535576j 0.00469469-0.00112041j 0.00184194-0.00125085j -0.0038568-0.00082237j 0.00207515+0.0014602j 0.00190937+0.00800487j 0.00180606-0.00135262j 0.00144601+0.00894247j -0.000378+0.00174548j 0.00383541+0.00241864j 0.00325872+0.000629968j 0.00383623-0.0027317j 0.000262896-0.0064511j -0.00450008-0.000571831j -0.000727204-0.00269213j -0.00134845+0.00330146j 0.00101195+0.00312199j -0.000777676-0.00240244j -0.00116907+0.00697291j 0.00606459+0.00127262j 0.00362911+0.0076374j -0.00169941-0.00215487j -0.0027809-0.002122j 0.000240923+0.0010012j -0.00198976-0.00236338j -7.74087e-05+0.00115774j -0.00155439-0.00101256j -0.00161358-9.87736e-05j 0.000983342+0.00178157j 0.00120353+0.000339388j -0.000410888+0.000500723j 
2.25397e-05-0.00140351j -0.000974963+0.000686202j 0.0012427+0.00465838j -0.00117444-0.0024899j -0.000496782+0.000107607j -0.000644222-0.0018469j -0.000525745+0.00160582j -0.000723067-0.000188613j 0.000427865+0.000210651j 0.00107622+0.00032271j 0.0012321-0.0036498j 0.000990264+0.000651568j 0.00168117+0.000819507j 0.00175965+0.0027699j 0.000540986+0.00164225j 0.000932544+0.000948191j 0.00181819-9.66993e-05j -0.00100387-0.00522323j 0.00208459+0.00025873j -4.02791e-05-0.00507651j 0.000652613+0.00166793j -2.22761e-05+0.00375169j 0.000672515-0.00211389j -0.000607544+0.0048731j 0.00168677+0.00330379j -0.00199137-0.00192104j 0.00135496+0.000292342j -0.00246363+0.004774j 0.00573438+0.00357103j 0.00343786-0.000132832j 0.00136922+0.00213634j 0.000216712-0.000537476j 0.000959736-0.00167617j 0.00376962-0.00479627j -0.00368572+0.000351793j -0.000663908+0.00272577j -0.000205445+0.00111639j 0.000553905-0.000104302j 0.00182831+0.00151666j -0.00176977-0.00169611j -0.00331479-0.000148776j 0.00208657+0.00232464j -0.000240258+0.000851995j 0.00280453-0.0012954j 0.000113215-0.000863952j -0.00135718+0.00155779j -0.00199397+0.000395499j 0.0014075-0.00202607j 0.00081727-0.00104123j -0.00117863-0.000931011j -0.00139884-0.000105608j 0.00103952+0.00142923j -0.00217495+0.000804371j 0.00184579-0.000255252j -0.00046641-0.000756325j -0.00107919-5.78148e-05j 
-0.00173748-0.00210504j 0.00048548+0.00153629j -0.00166146+0.000268403j 0.000268364-0.000878832j -2.63518e-06-0.00175378j -0.000891422-0.00164053j 0.00207324+0.00115584j -0.00126254-0.001075j -0.00150222-0.00169232j -0.00181849-0.00236721j -0.00388636-0.00180385j -0.00255636-0.00311201j -0.000528589-0.000266555j -0.00294994-0.00277465j 0.000111092-0.00189459j -0.0032327+0.00112452j 0.000434233+0.00414306j 0.00184823+0.00350448j -0.00234259-0.00174294j -0.00390618+0.00277677j -0.00313289-0.00325217j -0.00110785-0.000653511j 0.00128883+0.00216582j 0.00549932+0.00436727j -0.00621282-0.00281728j -0.00132999+0.00108403j -0.000960522-0.00221022j 0.0112586+0.000558904j -0.00191417+0.00584464j -0.00324233+0.000193984j -0.00365188-0.00270875j -0.00184624-0.000305446j 8.40594e-05+0.000594199j -0.00428864+0.00481484j 0.00633633-0.0039492j 0.00381921-0.000837363j 0.00193433+0.000364282j -0.00743522+0.00320918j 0.00281446+0.00057623j -0.000475274-0.000241965j -0.00156696-0.00136717j 0.00308773-0.000381318j -0.0011247+4.43152e-05j -0.00015378+0.00218451j -0.00019193+0.00307586j 0.000583085-0.00216463j -0.00120156-9.37557e-05j -0.00163866+0.0035614j -0.000530606+0.00314777j -0.000441883+0.00141741j -0.000619038-0.000391434j 0.00128958+0.000797328j 0.000269972-0.00221174j -0.000215966+2.71532e-05j -0.00127066+0.000763293j -0.00117777-0.00026165j 
-0.00043669-0.000425974j 0.000723207+0.000366974j -0.00138721+0.000419896j -0.000330457-0.000655203j 0.00081932+0.00150937j 0.00221249-0.00191211j -0.000998313-0.00156019j -0.0018602+0.00214618j 0.000241281-0.00151534j 0.000441796+0.0015864j -0.0011699+0.00277691j 0.001654+0.00378821j -0.000547913+0.00148753j -0.00112084+0.00449717j 9.37637e-05+0.00454898j -0.000569608+0.00432225j 0.00181475-0.00443017j -0.000700081-0.00180428j -0.000198331+0.00314524j 0.00271813-0.00165571j 0.000919342-0.00265162j -8.8221e-05+0.00455914j -0.00163573-0.00169575j -0.000624984-0.00571376j 0.00187345+0.00274849j 0.00240075+0.00692116j -0.000964252+0.00457252j -0.000826857-0.00412009j 0.000784379-0.000522505j 0.00145438+0.00351579j 0.00440651+0.00783001j 0.000981411-0.000253444j -0.0015007+0.000755513j -0.00253625+0.000674694j -0.00302118-0.00362756j -0.00389122-0.000682953j -0.00266202-0.00138391j 0.00617939+0.00534228j 0.000447297-0.00179733j 0.000659328-0.00246004j -0.000872119+0.000369831j -0.00367643+0.000403505j 0.000406764+0.00131602j 0.00166101+0.00148881j -0.00236671+0.000294395j -6.54539e-05+0.00113322j -0.00100727-0.000813814j -0.000157652-5.1161e-05j 0.00055314+0.001624j -0.000125604-0.000460258j 0.000111992+0.000385288j 0.000335359-0.000743372j 0.000447701-0.00122399j -0.000740471+0.00052915j -0.00052756+0.000655344j -0.000420371+0.000459683j 
0.0014115+0.00207291j -0.000786598-0.000921189j 0.00258451+0.00105059j -0.00127202+0.000703994j -0.00143405+0.00132853j 0.00234276+0.00260125j 0.00095441-0.000479051j -0.00178516-0.0019837j 0.00375004+0.0020648j -1.74862e-05-0.000318202j -0.000707819-0.00330178j -0.00149342+0.000475187j 9.38847e-05-0.0013709j -0.00159127+0.000523003j -0.00483146+0.00157733j -0.00357878-0.00444562j 0.0020511-0.00137567j -0.00135028-0.00479854j -0.00339909+0.000669444j 0.00531642-0.00374096j 0.00738368+0.00607797j -0.00324008+0.00090951j 0.00220839+0.00095418j 0.00482564+0.000705871j 0.00377657+0.000762159j -0.0100964-0.001047j -0.00192314+0.00151612j -0.00528004+0.00254563j 0.00455314-0.00284235j -0.000323763-0.00056832j -0.00642735+0.00427841j 0.00111364-0.000616647j 0.000191998-0.00240211j 0.00259412-0.00713614j 0.00247607+0.000973142j 0.00199225+0.00118748j 0.00145097-0.00202987j -0.00225282+0.00150234j -0.00145372+0.000329183j 0.0015791-0.00259846j -0.00152226+0.000289956j 0.000820676-0.00084512j -0.000699811-0.000686742j -0.00385553+0.000642802j 0.0014886-0.00353534j -0.00180297+0.00252884j 0.00215997-0.0012937j 0.00045496-0.00353213j -0.00165754-0.00350528j 0.000431784-0.00107809j -0.000297041+0.00174382j -0.00139455+0.000235593j -0.000924654+0.00198423j 0.000625328-0.000112988j 0.00154702-0.000529427j 0.00069915+0.000407853j 
-0.00167541+0.00128351j -0.000990074-0.000906984j -0.000590356-0.000994307j 0.000839642+0.00297107j -0.000976476-0.00180203j 0.000140122-0.0008454j -0.000390848-0.00203187j 0.0017541-0.000173721j -0.00158502-0.000545318j 4.90111e-05-0.00177407j -0.000428309+0.00146412j -0.00139296+7.21968e-05j 0.000726931+0.00469094j 0.000946349+0.00118372j -0.00114746+0.00464698j 0.0018897-0.00219426j 0.00283514-0.00209954j 0.00235143+0.00756315j -0.00206818+0.00478542j 0.000930369+0.000184292j -0.00329397+0.000793065j -0.000998228-0.00163409j -0.000808004+0.00598438j -0.0012511-0.00465273j -0.00474676-0.00885194j 0.00530743+0.00580905j -0.000782657+0.00319482j 0.0030674-0.00137867j -0.000769887-0.00339053j -0.00157152-0.000549904j -0.00160629-0.0023835j 0.000735928-0.006802j -0.00196246-0.00712881j -0.00137374+0.0038448j -0.000980545-0.0021136j 0.000768819+0.002762j -0.000340045+0.000281175j 0.000833119+0.00129949j 0.0017452-0.00523737j 0.000811395-0.00400361j -0.0011935+0.00112666j -0.00203688-0.000330607j -0.000596434-0.00107057j -0.00282897-0.00103988j -0.00269323+0.00140658j -0.00225838-0.00362681j -0.000237614+0.00118623j -0.00131671+0.00127677j -0.00137817-0.00210833j -0.000640477+0.000839878j 0.000102588-0.00149442j -0.00205902-0.000162918j -0.000464493-0.00107725j 0.0010446+0.000892952j 0.00144338+0.00191053j 0.000363728-0.000874493j 
-0.000193514-7.34856e-05j -0.00405429+0.000278793j 0.00179783-0.00148701j 0.00119717+0.000588656j -0.00193259+1.25838e-05j -0.000994208-0.0011415j 0.000218466+0.00136989j 0.00499518-0.000834816j -0.000401455+0.00179596j -0.00390555+0.00164687j -0.000816161+0.00229919j -0.00662258+0.00310709j 0.00250853-0.00441923j 0.00435135-0.00196445j 0.00328026-0.00169384j -0.00130811+0.00389221j -0.000420942+0.00234269j 0.00251977+0.00052746j 0.00312566+0.0013653j -0.0049977-0.00109579j -0.000365321-0.000734594j 0.000580174-0.003331j 0.00753548-0.00801941j 0.00116093-0.00412661j -0.00884987+0.00644084j 0.00299175-0.00467903j 0.00389481-0.0082853j 0.00612536-0.00493711j 0.000428699-0.00232587j 0.000280163-6.82736e-05j 0.000715231+0.00356697j -0.000855391+0.00315967j 0.000240663-0.000187035j 0.00160731+0.00119358j -0.00231881-0.00196293j 0.00409343-0.0103285j -0.00102963-0.00611955j -0.00112564-0.000451362j -0.000472126-0.00206455j -0.00375687+0.00480459j -0.000365529+0.00686106j 0.000843536-0.00365049j -0.0014843-0.00119085j 0.00247791+0.00430355j 0.00213167+0.000342474j 0.000610692+0.00122287j -0.00128188+0.000522115j -0.000776335+0.000930657j 0.000675328-0.00341647j -0.00079838-0.000409792j 0.00100306+0.000539035j -0.00174289+0.00191392j -0.000655913+0.0012667j 0.00106038-0.00107015j 0.00106592-0.000305582j 0.00114715-0.00203355j 
0.000646641-0.00036188j -0.000267495-0.00493962j -0.00188533+0.00329997j 0.00112505+0.00023543j -0.00127205-0.00209282j -0.00042908-0.000173341j -0.000898747-0.0012422j -0.00147754+0.00647624j -0.000734788-0.00258971j 0.00255318-0.00221061j 0.00032037-0.000445918j 0.00157895-0.00877478j 0.000798648+0.00255566j -0.00333713+0.0073423j -0.00136197+0.00289227j 0.000822331-0.00345111j -0.000743719-0.00160732j 0.00289913-7.85575e-05j -0.000880207+9.88548e-05j 0.00406308-0.00735381j -0.00105729+0.00145398j -2.28343e-05+0.00125833j 0.000501504+0.00798966j -0.000967373+0.00106782j -0.00485475-0.00816174j -0.000124596+0.00354326j 0.00307118+0.00720806j -0.0035548+0.00777856j 0.00172921-6.74992e-05j 0.0016802-0.00111626j -0.00303635-0.00198704j -0.00156662-0.000757398j 0.0032369+0.00189224j 0.00189339+0.00270262j 0.00251158-0.000597618j 0.00189601+0.00831664j 0.00131178+0.00405423j -0.00241807-0.00251449j 0.000604822+0.00215227j -0.00282556-0.00666385j -0.000201766-0.00392427j 0.0025849+0.00184628j 0.00075494+0.00154261j -0.00030912-0.00212552j 0.000556101+0.000653845j 0.00145029+0.000614348j -0.00146864-3.97642e-06j -0.00121369+0.000469441j 0.00282197+0.00306728j 0.00118823+0.00125944j 0.00145755-0.00119943j -0.00238769+0.00108385j -0.000816094-0.000717684j 0.00227523-0.000337054j 0.00065088-0.000291696j 0.00250664-0.000170375j 
0.00110664+0.00338156j -0.00108246-0.00137817j 0.00148574+0.00476877j -0.00201704-0.000717709j 0.00139509-9.24756e-05j 0.00346598-0.000566168j 0.000697094+0.000323982j 0.0019942-0.00335236j 0.00126653+0.00541649j 0.00162746-0.00103762j -0.00321428+0.00070738j 0.0042125-0.000757088j -0.000501466-0.00210975j 0.000352755-0.000505597j 0.00386271-0.00591714j -0.00223195+0.00149849j -0.0044908+0.00194702j -0.011594-0.00254307j -0.00789687-0.000157102j -0.00195033+0.00614238j 0.00615794-7.16837e-05j 0.00502128-0.00337455j -0.00729111-0.000265819j 0.00149901+0.00159404j 0.005699+0.000726599j -0.000525403-0.0074646j 0.000315007-0.00254728j 0.000406119-0.0055626j -0.000669205+0.0031626j -0.0013252+0.00257296j 0.0035434-0.00493534j -0.00159091+0.000662162j 0.0020723+0.00188866j -0.00827792+0.00945226j 0.00760779-0.00514304j -0.00291363-0.000320096j -0.0111039+0.00642452j -0.00503824+0.000705173j -0.00410122-0.000121952j -0.000723316+0.00195189j 0.00138444-0.00233404j 0.000172142+0.00224677j -0.00107979-0.000378704j -0.00161519+0.00271905j -0.00145889+0.00772617j -0.000687508-0.00408643j 0.000620595-0.000512447j 0.000499793+0.00614016j 0.00297355+0.00337611j 0.00152381+0.00221441j -0.00275536-0.00178906j 0.000181551+0.00154185j -0.00251122-0.00331091j -0.00063663-0.000253615j 0.00130563+0.00168647j -0.000676847-0.00220622j 
