-0.0296084+0.020388j -0.00169034-0.0187166j -0.0324829+0.0145831j 0.00107596+6.06158e-05j 0.0514886+0.000638639j -0.0219838+0.0171103j 0.0544854+0.0453949j -0.00198403-0.0199249j 0.02446+0.0176231j -0.014188-0.00857457j -0.0520318-0.00141828j 0.0203014+0.045585j -0.00423571+0.00421614j 0.0559954-0.00923806j -0.0363112+0.0186863j -0.00941528+0.0175719j 0.0176858-0.0162026j 0.0476979+0.012864j 0.0284979+0.0491427j -0.01403-0.0302629j -0.0150199-0.00103733j 0.00841035+0.00637069j -0.0165147-0.0203688j -0.000755419+0.0188445j -0.00712257-0.040533j -0.00155364-0.00885078j 0.0144176+0.030877j -0.0180629-0.0618442j -0.0369765-0.059051j -0.00746426-0.0143986j 0.0163875+0.00782983j 0.000411271+0.00263432j 0.000722969+0.0245587j -0.00189432+3.55276e-05j 0.0201121-0.0100312j -0.0112576-0.00298918j -0.0195663-0.0226929j -0.0216135-0.00155034j -0.00328851-0.00385852j 0.00109088-0.0112042j -0.00148305-0.0121631j 0.00595742-0.0037003j -0.00102385-0.00129846j -0.00325966-0.00738984j 0.0107892+0.00125582j 0.00696927-0.00443676j -0.00249913+0.00066664j 0.00939023-0.00241197j 0.00399904-0.00756048j -0.00231552+0.00181221j -0.00256973-0.0116025j -0.000272771-0.00470452j 0.00139038-0.00901681j 0.00310828-0.0109149j 0.000132115-0.0123052j -0.00441464+0.00175945j -0.00443599-0.00450476j 0.0177899+0.00698574j 0.00763056+0.00230286j -0.000994075+0.0054621j 0.00337255+0.0105302j 0.000620449+0.00398875j 0.00762128+0.00236384j -0.00420214-0.00657898j 0.0033437-0.000623528j -0.00645186-0.00420569j -0.00423931-0.00478154j -0.00254747-0.00877963j -0.00351735-0.00450849j -0.0044084-0.00325762j -0.00244964-0.00117042j -0.00120612-0.00123565j 0.000784819-0.00225988j 0.00355833+0.0038028j 0.0036649+0.00379555j 0.00186403-0.00249474j 0.00798561-0.00427796j -0.00394952+0.00167788j -0.00953762-0.00268217j -0.00173326+0.00418004j 0.00797243+7.54481e-05j -0.0206705-0.00727915j 0.0125359+0.00811491j -0.00924566-0.00871091j 0.00503333+0.0115636j 0.010921+0.024146j 0.00914627-0.00401537j -0.00244316-0.00261653j 0.00631787+0.00275836j 0.0172697+0.0143661j -0.0255184-0.0323451j 0.0191085-0.00670133j 0.0109646+0.00991368j 0.00441319-0.0127747j -0.00991246-0.0183172j 
-0.018343-0.0182833j -0.00672153+0.00553385j -0.0171902+0.0154839j -0.137221+0.0223735j 0.0169929-0.000228642j -0.0918341-0.00374432j 0.0583207+0.00222138j -0.0019481+0.0380442j -0.129336+0.0763532j -0.00883461-0.0232133j -0.00823359-0.0403586j 0.123336-0.136722j -0.0530736+0.0487264j -0.00712962-0.0571844j -0.27551-0.11127j 0.0379298-0.0249864j 0.143593-0.000161432j -0.112802-0.0253021j -0.149686+0.000157511j 0.00138009-0.0555735j 0.0569352+0.00305243j -0.0115904+0.00902737j -0.0668087-0.00643617j 0.0143777+0.00499553j -0.0847556-0.0284139j -0.0552624+0.00229617j -0.0145793-0.0233364j 0.0856814+0.0283841j -0.0269275-0.00266801j -0.0171618-0.0131964j -0.00446949+0.0102592j 0.0507672-0.00866062j 0.0336012+0.00392102j 0.00880056-0.00647206j -0.0131876+0.00238159j -0.0256197-0.0122179j -0.010192-0.0102615j -0.058742+0.0046167j -0.00199333-0.00266484j -0.0233789+0.0124553j -0.00220848-0.000207979j 0.0104799-0.00502844j 0.00292225-0.0109697j -0.0208209-0.00567884j -0.0163323-0.00249067j -0.00996265+0.00624497j -0.00216976+0.00143765j 0.010498-0.00698736j -0.0092235-0.00510556j 0.00494029+0.00608059j -0.0123138-0.00728605j -0.0120631+0.0124886j -0.0142017-0.00182442j -0.020279-0.00652631j -0.0262162+0.00339135j -0.00712088-0.00182385j -0.00480333+0.00877562j 0.0262959-0.00667345j 0.00494276-0.0136595j 0.00828099+0.00286988j -0.00103749-0.00548204j -0.00452766-0.00706327j 0.0020142+0.0077632j -0.00906641-0.00329746j 0.00640679-0.00147924j 0.00187773+0.000888011j -0.0133335-0.00575227j -0.00698323-0.00974714j -2.94813e-05+0.00612117j 0.00646152-0.000869822j 0.00191158+0.00877811j 0.0123879+0.00330939j 0.0124257-0.000640295j 0.000286539-0.00210776j -0.0157902-0.00721706j -0.0053924+0.00423761j 0.00414966+0.00910658j -0.00176455+0.00906016j -0.012066-0.00073504j 0.00663758+0.00076183j 0.00726662+0.00471412j 0.0199273-0.00831165j -0.00238438+6.90285e-06j 0.00594444-0.000633847j -0.00169353+0.00236136j 0.00336432+0.00219424j 0.00256275-0.00261355j 0.00396567-0.00809935j -0.000853147+0.00237949j 0.00755604+0.00824103j 0.00170528-0.0145759j 0.0050786+0.0024504j 0.0059948+0.00332663j -0.00334802-0.00272042j -0.00940618-0.0173064j 
-0.0119019-0.00804308j 0.0210325+0.0151448j 0.0128042+0.0241234j -0.0362767-0.204169j 0.0438981-0.0196766j 0.0263193-0.0659093j 0.0656463-0.143872j -0.0312957+0.00592897j -0.0443381-0.148859j 0.130404-0.00546291j -0.043553+0.103289j -0.0414861+0.0613386j 0.0177332-0.038728j 0.119-0.0559198j 0.0329152-0.00201331j -0.276558-0.0678805j -0.0252636-0.0470975j -0.0538636+0.0116754j -0.0686351-0.0695792j 0.0694551+0.0663038j -0.000892673+0.0596557j 0.00488405+0.0111963j -0.0179052+0.00192114j 0.00394502+0.0277662j -0.0619043-0.0421096j -0.0194581-0.0323574j 0.0366485+0.0108831j -0.0741817-0.0439515j -0.0699515-0.0245077j -0.0230725-0.00702592j 0.044784+0.00416147j -0.000925667+0.0266722j 0.0289336+0.0162735j 0.00773195+0.0255639j 0.0387628-0.00297517j -0.0099075-0.00315441j -0.0212749-0.00494468j -0.0538244-0.00315004j -0.00417062+0.00376073j 0.00373128+0.0144873j -0.00147667-0.0140796j -0.000284775+0.00812984j -0.0117381-0.00581252j -0.0049367-0.0202634j -0.0216828+0.000881215j -0.00614494-0.0170023j 0.0030798-0.00404206j -0.0141815+0.00356443j -0.00825339-0.00536813j -0.0092358+0.00115721j -0.0104497+0.014445j 0.000718539-0.0138222j -0.0105105-0.0149187j 0.00340027+0.00966234j -0.00327296-0.0109564j -0.000468644-0.00716965j -0.0041532+0.0208819j 0.00525326+0.0147098j -0.00960265-0.00764078j -0.0019347+0.00807309j -0.00843213-0.0132031j -0.00421024-0.000861575j -0.00204057+0.00227457j -0.00463118-0.00803034j -0.00329393-0.00136827j 0.0130611+0.00324864j 0.00319821+0.00548842j 0.00427367+0.00553475j -0.00861433-0.00117122j 0.00811848+0.0105215j 0.000796194+0.00235237j -0.00435503-0.00084559j 1.65616e-05+0.00345881j 0.00368956+0.00322225j -0.00661501-0.00835549j 0.00655771-0.00323022j -0.0116711-0.00501301j 0.0123223+0.00335917j 0.00918267-0.00864705j -0.000191898+0.0209886j -0.00892384+0.00952745j -0.0195608+0.00268951j 0.000879492-0.00318757j -0.0101488+0.000673658j 0.00325062-0.00582954j 0.0168771-0.00283892j -0.00536998-0.0051843j -0.00119458-0.00200278j 0.00686513-0.0008688j -0.0199903+0.00931293j -0.00859406-0.0117118j 0.0139988-0.000735236j 0.00822511+0.000443282j 0.00991877+0.00153176j -0.00470834-0.0205865j 
0.0130793+0.00836548j -0.027163+0.0162554j -0.0471358-0.00932256j 0.0990183+0.0476673j -0.0498362+0.0250337j 0.0217612-0.0859327j 0.016115-0.00673395j -0.0159499+0.00791467j 0.108055-0.0782001j 0.0188799-0.0825159j 0.160609-0.0248507j 0.0108256-0.0160649j 0.0278008-0.0487139j -0.0164221+0.0236608j 0.184611-0.136696j -0.0629909+0.0609046j -0.0327121+0.0591841j -0.013097+0.110839j -0.012023+0.0467205j 0.0285361+0.00617248j 0.0173067+0.0109387j -0.0272871+0.0329266j 0.0049262-0.0211861j 0.00537107+0.00368329j 0.00860627+0.0267737j -0.0047457+0.033503j -0.0575653-0.0410804j 0.107916+0.0368128j 0.0619181+0.0298754j 0.017396+0.00580194j -0.0396048-0.0205507j 0.00193297+0.0272142j 0.00894235-0.0199685j -0.0184519+0.0104792j -0.0211648+0.00261764j -0.0122233+0.00450202j 0.0139328-0.00698022j 0.0149881-0.00202234j -0.00373847+0.000176712j 0.00085934-0.00796006j 0.0154461-0.00122712j -0.00156028+0.00369388j 0.00310214+0.0006943j 0.00222177-0.00343011j 0.00277421+0.0122618j 0.0124632-0.0160721j -0.00093212+6.10405e-05j -0.00256712+0.0167252j 0.00860464+0.0127129j 0.00495404+0.0032784j -0.00351206+0.017143j 0.000379115+0.00321795j -0.0114767+0.00573193j 0.0104149+0.00505261j -0.00652973-0.0104806j 0.00300846-0.00225437j 0.00371968-0.00830274j -0.0108808-0.00550426j -0.00176684-0.000305019j -0.000995308-0.00168097j 0.000683794+0.00131167j 0.00022464+0.00358182j -0.000930564-0.000197438j 0.00345736+0.00479147j -0.00359562-0.00956574j 0.010426-0.00839342j 0.00394422-0.00330145j 0.00796789-0.00351365j -0.0143992+0.0125407j 0.0145286-0.00583851j 0.00229477-0.00757701j 0.00293237+0.00212916j 5.49733e-05+0.00937503j -0.00735364+0.00557049j -0.00262322-0.012047j -0.00534362-0.0116904j 0.00224107+0.00282234j 0.0225084-0.0121533j 0.0183795-0.0209763j -0.000855307+0.0130268j -0.00377028-0.00388082j 0.00776359-0.00126827j -0.0074492+0.00534378j -0.00373015-0.00647101j -0.00192955-0.00594038j -0.0124714+0.0131538j -0.0020044-0.00480411j -0.000265493+0.00334399j -0.00282893+0.00196789j 0.0018388-0.0168907j 0.0113407-0.0101498j -0.00233443-0.000400754j -0.00840724+0.00271776j -0.00428738+0.00972377j 0.00824389+0.000932605j 
0.0349899-0.00130619j 0.0135046-0.000357504j 0.159712-0.058691j -0.0232826+0.0783338j -0.0407775+0.0357368j -0.0586048-0.0523622j 0.00330712-0.00557474j 0.0982388-0.063164j -0.0229483-0.00856332j -0.0148656+0.0210308j 0.00533649+0.10975j 0.13981-0.0756021j 0.0535417-0.171589j -0.00553798+0.148392j 0.0393141-0.0178132j 0.0691018+0.106233j 0.0781743+0.0386613j 0.0602109+0.105773j -0.0441197-0.0118228j -0.0590654-0.0347693j 0.0191576+0.0135389j 0.00990096-0.0427078j 0.00463669+0.00694802j 0.00328222-0.0142411j -0.000796507+0.0407012j 0.0190226+0.00744049j 0.0374918-0.138288j -0.0431467+0.217252j -0.0179443+0.0972464j 0.00666494+0.0224978j 0.00958182-0.0640451j 0.0167748+0.0586768j 0.00116181-0.0276844j 0.0118914-0.00559386j 0.0152536-0.0315046j 0.000575463+0.0144488j -0.00106373+0.0207505j -0.000120864+0.0128143j 0.00633778+0.00782687j 0.0048541+0.0021416j 0.00366797-0.00147475j 0.00871032+0.00583178j -0.00640018+0.00973338j -0.00353596-0.00367059j 0.0191362+0.0187592j 0.0105688+0.0143234j -0.0141076+0.00875961j 0.00886165+0.0107228j 0.00793041+0.0167819j 0.00855026-0.00920798j 0.000735913-0.00591447j -0.0131344-0.0173412j -0.00487159+0.0149497j -0.00297738+0.0030251j -0.00755967-0.0082493j -0.00582829-0.00392343j -0.00216774-0.00423811j -0.0114353+0.00267961j -0.00205206+0.00492015j 0.00265357+0.00693842j -7.3528e-06+0.00432376j -0.00277183+0.000450197j 0.00554231-0.00410037j 0.000976353+0.00419679j -0.00573867+0.00762683j 0.00621306-0.00130068j -0.00515122+0.00675708j -0.0113382+0.00648456j -0.0039415+0.00474442j -0.000928111+0.00526578j 0.00161205+0.0164877j -0.00199548-0.00451718j -0.00258631+0.00496159j 0.00423385-0.0033644j 0.00298238-0.0023418j -0.000697712+0.0139196j -0.00913845-0.00512999j 0.0113503+3.31874e-05j -0.00119397+0.00418515j 0.0185824+0.00626019j 0.0109837-0.00101722j -0.00388797-0.00321199j 0.00523407+0.00168657j -0.00650252-0.00115942j -0.00123279-0.000677737j -0.00113048-0.00633125j -0.000140327-0.00246417j 0.000829804+0.0189718j 0.00314567-0.00837995j 0.00474313+0.00616247j 0.000823394+0.00484796j 0.00702929-0.00321938j 0.00575509-0.00286945j -0.00219346+0.000916505j -0.00144513-0.0020968j 
0.0102825-0.0219111j 0.0303707-0.00824421j -0.087785-0.082932j 0.0520905-0.03198j -0.0532862-0.00731374j -0.00989076-0.000244326j -0.13484-0.0801819j 0.0136675-0.0542636j -0.0725204-0.0539372j 0.0816383+0.0852636j 0.125356+0.114908j -0.0455219+0.0897573j 0.06875+0.0373734j -0.130276-0.153586j 0.0479856-0.0364919j 0.24021+0.0130328j -0.0414782-0.187772j 0.111934+0.00803322j -0.0676133-0.0124146j -0.149955+0.00160079j 0.0301856+0.0184937j -0.0151906-0.0166369j -0.00440874+0.0179275j 0.0251727+0.00271613j -0.0270215-0.00230742j -0.047808-0.00973074j -0.0001193-0.0286977j -0.0260873+0.00327774j 0.0086573-0.00599744j -0.0330017-0.000178584j 0.0192366+0.012556j -0.00387925+0.0189108j -0.00359024-0.00346629j 0.0161433+0.00191254j 0.00217548-0.0132924j -0.010074-0.00187254j -0.00932264+0.0017947j -0.00900371+0.00190499j 0.00359053+0.00190537j -0.0029589+0.00043352j -0.00735929+0.00467964j -0.0182731-0.00514928j 0.00291697-0.0129143j -0.000224655+0.00430099j -0.00171173+0.00326531j -0.0096583+0.00200976j -0.000236113-0.00982982j 0.0015051-0.000220934j -0.0208412+0.000698592j 0.00961701-4.76267e-07j -0.00491095+0.00538892j -0.0081552+0.0127988j 3.86952e-05-0.000938567j -0.0143071+0.00340093j -0.00718421+0.00867663j 0.00173625+0.00254653j -0.00356249-0.00165285j -0.00223057-0.0186366j -0.0111002-0.000994738j -0.0053806-0.00245933j -0.00690915+0.00179038j -0.00149446+0.00924551j 0.0028348-0.00211j -0.00784731+0.00220415j -0.00138886-0.0126103j 0.00235851+0.0186995j -0.00763846+0.000875091j 0.00293958-0.00648895j 0.00227803-0.00586137j -0.00647433+0.00362807j 0.00409489+0.00516089j -0.00585006-0.00611309j -0.000631798+0.00595951j 0.0011255-0.011359j -0.0115033+0.000151457j 0.0106196-0.00984455j -0.000706497+0.003145j 0.0075249+0.00104427j 0.00925888-0.0075772j 0.0105414+0.00475924j -0.0020104-0.0082j 0.00524225-0.00850096j -0.00125987+0.00450976j -0.00571862-0.00119245j 0.00388181-0.00256311j -0.00363894-0.0106981j -0.000901035+0.00136655j -0.000843804-0.0104945j 0.000395678+0.002425j 0.00323155-0.00692938j -0.00448127+0.00893521j -0.00311241+0.00268885j 9.10571e-05-0.0020711j -0.00094318-0.00255334j -0.00679454+0.00600679j 
-0.00843727-0.0786203j 0.0416568-0.0363864j -0.0332502-0.120259j 0.0204942-0.0694702j -0.0155261+0.0272026j 0.000204149-0.0802066j -0.128924-0.0501193j 0.006292-0.00356032j 0.0128056+0.0888021j 0.00145982-0.0855196j 0.0321094+0.014776j -0.148046-0.0502306j -0.0624588-0.016482j -0.0221823-0.00500632j -0.129297+0.0651242j -0.0842435-0.138549j -0.0900322-0.0321568j 0.0272059-0.00442439j 0.0735549-0.0490688j 0.0874062+0.0577653j 0.0152665-0.00239714j 0.0293549+0.0202237j 0.0200375+0.000396642j 0.0112257+0.00107759j -0.0337809+0.0277194j -0.00612341+0.00999557j -0.0122972-0.0849177j -0.0198802+0.107617j -0.0289388+0.0330815j -0.0396944+0.0285767j 0.0267701-0.0326092j -0.0178637-0.00420416j 0.0177291-0.0204524j 0.0057335-0.0288755j 0.0169357-0.00490827j -0.0234564+0.00394835j -0.0265096+0.00311317j -0.0079122+0.0131632j 0.00188708+0.00528097j 0.0200849+0.00480502j 0.013504+0.0103442j -0.0122231+0.0156513j -0.0134683+0.00107619j -0.000789117-0.00350647j -0.000304135+0.0131866j 0.0150294+0.00272171j -0.0208191-0.00406752j 0.000913973-0.0013381j 0.0114861+0.0125001j -0.00130537+0.00117589j 0.00627529+0.00300635j 0.0157669+0.00551626j 0.00826323-0.0127471j 0.0248498+0.00514597j 0.0149071+0.00317957j -0.00572068-0.00183445j -0.00226423+0.00820414j 0.00124755-0.0166779j -0.00782063-0.00870141j -0.00544205-0.00708742j -0.00902891-0.00702179j -0.00289292-5.78172e-05j 0.0113192+0.00485042j -0.005129-0.00997813j 0.00184407+0.000508582j -0.000827352+0.00230593j -0.00621003-0.00846126j 0.000351217+0.0100143j 0.00176273+0.0126224j 0.00407695-0.0129601j 0.00194691+0.00344688j 0.00708678-0.00830973j 3.75339e-05-0.00240241j -0.00631857-0.00557741j 0.00161097-0.0124162j -0.00756398+0.00682847j -0.0031616-0.00801086j -0.00234249-0.00375652j 0.00141941+0.0025743j -0.00139945+0.011931j 2.08373e-05-0.000650039j 0.00241927-0.00195863j -0.00378672-0.00191539j 0.00396071-0.000639405j -0.00346744-0.00604454j -0.00114883-0.00944558j -0.00546733+0.000803212j -0.0121439-0.0115935j 0.00437865+0.00451243j -0.0104094+0.002128j -0.00744114-0.00473783j 0.00907389+0.00323753j -0.00411777+0.000206151j 0.00988304-0.00293598j -0.000868769-0.00256744j 
0.0409929+0.00659863j 0.0270963-0.0434045j -0.0423061+0.0847841j 0.109047-0.067323j -0.0589183+0.0752285j -0.142289-0.103269j 0.0735037+0.000872477j 0.0118878-0.0525525j -0.132521-0.0516674j -0.0195934-0.276306j 0.0897653-0.0992226j 0.0208117+0.134818j 0.0145578-0.128726j -0.00531925+0.040101j -0.0555092+0.0618917j -0.130684-0.0644311j 0.163608-0.0425407j 0.0251444+0.068032j -0.0672267-0.033876j 0.0917066+0.102508j 0.0574015+0.0272136j 0.0287034+0.00208947j -0.0246031+0.00270521j -0.0227987+0.00879136j -0.00340659+0.029541j -0.0175714+0.0071458j 0.0704316+0.0338272j -0.0827618-0.0463961j -0.0469918-0.0208771j 4.18047e-05-0.0139779j 0.0131956-0.00289487j 0.00129972-0.0224764j 0.019552+0.0126388j 0.0241465-0.0170187j 0.00534894+0.0150322j -0.00814256+0.0331343j -0.00332689+0.00729058j 0.000809404+0.00226931j 0.0105592-0.0017066j 0.00769368-0.00368448j 0.00906978+0.000650884j -0.00371002+0.0268561j 0.0163984-0.0206819j -0.00512253-0.00708591j -0.00784454+0.0018755j -0.00829486-0.0137525j -0.00166413-0.0158783j 0.00618653+0.00229302j 0.00320187+0.00246837j 0.00177753-0.00856715j -0.00591969+0.0201726j -0.0130432-0.00355215j -0.00101808+0.0242333j 0.0085518-0.00643143j -0.00929302-0.00422718j -0.00436986+0.0019931j 0.000477492-0.00768656j 0.00421376-0.0132248j -0.00345135-0.0113032j 0.00502327-0.00252985j -0.00586189-0.00933856j -0.00794059+0.0108995j 0.00488561+0.00775428j -0.000713116-0.00782291j 0.00140927+0.00129099j -0.0021886+0.0181966j -0.00705271+0.00545069j 0.00192489+0.00694978j 0.0147524-0.019208j -0.00485251-0.00183905j 0.0111525-0.000398483j 0.00832055-0.00559944j -0.00748266-0.00551712j -0.000841768+0.00577393j -0.0042218+0.000823277j 0.000862577-0.000829706j -0.000283406+0.0014828j -0.000905675+0.0155099j -0.00178566-0.0140224j 0.00804292+0.0144436j -0.00976052+0.00976479j -0.00927911-0.00174835j -0.00111853+0.00828663j -0.0126078-0.00647147j -0.0104503+0.00457819j 0.00176041-0.00222333j -0.00551629-0.00518247j 0.00689081+0.00303971j 0.0011723+0.000291727j -0.013999-0.00178305j 0.000232668-0.00475944j 0.0114494-0.00205262j -0.00223775-0.00243414j 0.00303097+0.00500983j 0.00653818+0.000736951j 
0.0704859-0.0256025j 0.0300511-0.00535993j 0.137157-0.0164515j 0.0450807-0.0642375j -0.0188843+0.00194263j 0.0809033-0.0252632j 0.0338748+0.0468222j -0.109328+0.0362614j -0.0649317-0.014667j -0.0107201+0.0570202j -0.0674768+0.0247964j -0.134231+0.176456j 0.0250006-0.119804j -0.00998167+0.114968j -0.0136725-0.0924667j -0.0848113+0.136084j -0.118424+0.135629j 0.112332-0.0721517j 0.0669246+0.0370136j -0.0014546-0.0312698j -0.0131232+0.00393119j 0.000193313+0.0116539j -0.0494016+0.00551192j 0.0140672+0.0138741j -0.0790453+0.0017028j -0.0757177-0.00330246j 0.0144352+0.0409606j -0.0764462-0.00667095j -0.0366633+0.000477724j -0.0273308-0.00130258j 0.0127705-0.00307397j 0.0010169+0.00411486j 0.0460342-0.00647386j 0.0318417-0.00876871j -0.00013248+0.00371009j 0.00542698-0.00894614j -0.0188781-0.002589j -0.0407178-0.00468274j -0.00555951-0.00282407j -0.00228466-0.0121301j -0.00550052-0.00604877j -0.00297011-0.00438887j -0.00476566-0.00223116j -0.0150275-0.000544442j 0.00156115-0.0111769j -0.000691267-0.00603107j 0.000924146+0.00108126j 0.00438366-0.00655743j 0.00359062-0.00780956j -0.008984+3.84082e-05j -0.0107575+0.00106601j 0.00154677-0.00369349j 0.00686493-0.000236109j -0.00347684-0.00480857j -0.00506336-0.00476973j 0.00457367-0.00534244j -0.020662+0.00604199j 0.00693869+0.00742513j 0.00146159+0.0147068j 0.00161078+0.00488183j -0.00369365+0.00709329j -0.00443168+0.00706868j 0.00142858-0.00398508j -0.0104225-0.00239305j 0.00100278-0.00255926j -0.00416663+0.00302209j 0.000801771+0.00978973j 0.00312278+0.00502598j -0.000649886-0.000975012j -0.00701507+0.00364325j 0.00741961-0.010041j -0.0132545+0.0041052j -0.00476774+0.00373824j 0.00114636+0.0129155j -0.00612641-0.00109396j 0.00613384+0.00542247j 0.00757506+0.00359439j 0.00551252+0.00768995j -0.00637824-0.00227105j -0.000961281-0.00217291j 0.000326988+0.000975951j 0.0027751-0.00614973j 0.000911353+0.00673293j 0.00180269-0.00327171j 0.00625587-0.000994537j 0.00248709-0.00433155j -0.00302178+0.00809567j 0.00160715-0.00643514j -0.00193322+0.00221997j -0.000723464+0.00475204j -0.00962607+0.00635501j -0.00538707-0.0029458j -0.00525192+0.00501188j 0.00937851-0.00524202j -0.00955274-0.000657821j 
0.0432724-0.0185129j 0.0368279-0.0350136j 0.193691+0.0129313j -0.14825-0.185213j -0.0652269-0.0329868j 0.0404003+0.0389513j -0.127933-0.102398j 0.167516-0.0699416j 0.0693076-0.0382117j -0.0353873+0.0303971j -0.00561343+0.0102365j -0.000500152-0.240041j -0.0869435-0.0845506j 0.0453045+0.141612j 0.0298073+0.055284j 0.021198-0.00214755j 0.0395878+0.0110315j -0.0435211+0.00489662j 0.0916739-0.00809016j 0.0697066+0.018414j 0.0346323-0.00587913j 0.0192529+0.0256448j 0.0297031+0.0220821j 0.0143246+0.0187799j -0.0528958-0.00691532j -0.00962718-0.00427273j 0.0211796+0.0708288j -0.03508-0.132273j -0.0508418-0.0585399j 0.00462102+0.0066996j 0.0281871+0.0249363j 0.0121437-0.0186583j 0.00686203+0.00734088j 0.0145057-0.000646362j -0.0101879+0.0143542j -0.0222435-0.00101213j -0.0218259+0.00376352j -0.0324241+0.000539401j -0.00579765-0.00201936j 0.0102871-0.00951604j -0.00198432-0.00960596j 0.00522693-0.0159853j -0.0225506-0.0119991j -0.01248+0.000145755j -0.00717864-0.012295j 0.00130881-0.011123j -0.00409916+0.0235961j 0.0033705-0.00563851j -0.000121403+0.00804907j 0.00685589-0.0171735j -0.00858183-0.00182145j -0.00689258+0.00141804j -0.0142139+0.00364399j 0.00242581+0.0076839j -0.00947003-0.00743721j 0.0132526-0.00058057j -0.0173483-0.000282638j 0.00746021-0.00428986j 0.00383212-0.00643781j 0.00380929-0.000788692j -0.00325234-0.000936872j -0.000776474+0.00420374j -0.000311388-0.00523171j -0.00906946+0.0106401j -0.0034738-0.00357496j -0.00119927+0.0120298j 0.00678662-9.24415e-05j 0.00535893-0.0148719j 0.0151202-0.000414255j -0.0010264+0.0225101j 0.00511978+0.00170261j -5.11678e-05+0.0177505j -0.00033608+0.00907633j -0.00278229-0.00331788j 0.00598913-0.0195126j -0.00232689+0.00531686j -0.0036493+0.00036254j 0.00189606-0.0130559j -0.00728228+0.00116779j -0.000233137-0.000995999j -0.003751+0.0021685j 0.00596744-0.00223604j -0.00432923+0.00370328j 0.00251465-0.00269234j 0.000739453+0.000820501j 0.0111577+0.00427273j -0.00768808+0.00102267j 0.00329175+0.000658002j -0.000362019-0.000478722j -0.0120568-0.00386656j -0.00598667+0.000675108j -0.0114086+0.00112649j -0.00791587+0.00653281j 0.0174525-0.00519608j -0.00485602-0.000689393j 
-0.0325015-0.024455j 0.0630306+0.00212374j -0.0853801-0.0654815j 0.0953335-0.0256152j 0.00402054+0.0656929j 0.061506+0.0138959j -0.201705+0.164817j 0.139294-0.0473648j 0.0978923-0.0976626j -0.0579626-0.0322812j -0.0474918-0.195209j 0.0104826+0.0899497j 0.047708+0.0856248j -0.205276+0.0469396j 0.000909755+0.0895768j 0.0373771-0.00602625j -0.137634+0.0759805j -0.0505268+0.0783825j 0.047884-0.0112665j 0.0178667-0.0634469j -0.00670064-0.0390802j 0.0646577-0.00942501j 0.0299482-0.0105699j 0.0466508-0.0123493j -0.0113937+0.0291525j -0.016561-0.0048274j -0.0192692-0.0502388j 0.0139262+0.0656984j -0.00870334+0.0391829j -0.00762962+0.0122686j 0.0106247-0.0298417j -0.00203894+0.0113882j -0.0328621-0.0135404j 0.0181584-0.0125282j 0.0187319+0.00271823j -0.00889415-4.6655e-05j -0.0225879-0.000283221j -0.007921+0.0101936j -0.00135093-0.00950559j 0.0119059+0.00379531j 0.0019768-0.000518246j -0.022739+0.00538102j 0.0026393-0.00333535j -0.00357597-0.00186538j -0.00216598-0.0128612j -0.00629463+0.013194j -0.0125054-0.00187037j -0.0129179+0.0144315j -0.00146582+0.00133107j 0.000238521+0.0116245j 0.0154335+0.00613118j 0.0138285-0.00351014j 0.00798331+0.0123412j 0.00119678-0.0127456j 0.0066364-0.00667929j 0.00616296-0.00664462j -0.00602671-0.00315602j 0.00620188+0.00396303j -0.00693278+0.00523511j -0.00370927+0.002173j -0.00750063+0.00588893j 0.00190389-0.00783124j 0.00360183+0.0109299j 0.00602288-0.00122389j -0.0102031+0.00689179j 0.00802574-0.00933779j 0.00875735-0.0166371j 0.00325542-0.0162227j 0.00305222-0.0100544j -0.000182759-0.000285083j -0.0049481+0.00670864j 0.00187863+0.000479743j -0.00287334+0.00521989j 0.00230948+0.0020013j 0.00492691+0.00697865j -0.0046541-0.00108567j -0.00122233-0.00445701j 0.00122757-0.00185097j -0.00176621-0.00351817j 0.00142737+0.00020099j 0.00127103+0.000700873j -0.00131824-0.00219109j -0.00401361+0.00380486j 0.0034774-0.00457907j -0.000612661+7.14281e-06j 0.00646634+0.00568964j -0.00619278+0.00227657j 0.00439659-0.0108458j -0.00365314+0.00407179j -0.00829563-0.000162615j -0.00394173-0.0130165j 0.00586517-0.00575269j -0.00447549+0.00734299j 0.0103776+0.00124365j 0.00186681-0.0108076j 
