0.0118401-0.0151835j 0.00433838+0.00318351j -0.00757754+0.00314522j -0.00759427-0.00783398j -0.00710419-0.0100461j -0.0165107+0.0100012j -0.00162526-0.00672999j 0.00696654-0.00521268j -0.0084983+5.12801e-05j 0.0158139+0.00370323j 0.00831759+0.00647314j 0.00695719+0.0475444j 0.00214435+0.00498201j -0.00098314+0.024325j -0.0337787+0.00972406j -0.0116362-0.0222055j 0.000622195-0.00368323j 0.00772651-0.00281954j -0.00850701+0.0124632j -0.0102091-0.00566003j -0.00313726-0.00398904j 0.000632245-0.00424983j 0.000545702+0.00397784j -0.00130836-0.00195436j 0.0143009-0.0182714j -0.00938895-0.00143048j 0.00132491-0.000622579j 0.000485068+0.00762163j -0.00150398-0.00160536j 0.00382936+0.00325929j 0.00543938+0.0184118j -0.00230954+0.00300634j 0.00132661+0.00658972j -0.00496998-0.00559315j -0.00825215+0.00465931j 0.00921411+0.00476023j -0.0130106+0.00702113j -0.0101956-0.00445133j -0.0255696+0.00185091j 0.00165966-0.0087038j -0.00933229+0.0251377j 0.045255+0.0114688j -0.0207121+0.0377982j 0.0171173+0.024205j 0.00686193-0.00813256j 0.0290225+0.00386477j -0.00766622-0.00961945j -0.011051-0.00158313j -0.00938317-0.000735455j 0.0010988+0.000744093j 0.00321411+0.00321878j 0.00205116-0.00183006j -0.00348188-0.00252507j 0.0066576+0.00104705j 0.00536139-0.00369718j -0.00591842-0.0143282j 0.00248427+0.00942033j -0.00649417+0.00625154j 0.0107354+0.00199182j 0.0161048+0.000229763j -0.0115096-0.00943565j 0.0212701+0.00588366j 0.0100647+0.0100082j -0.0144507+0.0053976j -0.00578531-0.000951j 0.02064+0.00310121j 0.0187398-0.00638641j 0.0414798+0.0186471j 0.0134668-0.0384321j 
0.00418552-0.00264357j -0.000388137-0.00489786j -0.00713795+0.00179242j -0.0131893+0.00679236j 0.00677548-0.0105213j -0.000153011+0.00303108j 0.0174687-0.00418073j 0.0061354-0.00933492j 0.0394068-0.0155965j 0.0205269+0.00466299j -0.0202563+0.00171152j -0.0271417+0.0141195j -0.0117883+0.00524635j -0.0101056+0.0170144j 0.000491142+0.00524101j 0.00257552+0.00429414j 0.00750436-0.00075739j 0.0133404+0.00297879j -0.016174-0.00926564j -0.00714408-0.00171175j 0.00429197-0.00523818j 0.00597872+0.00408333j -0.0155805+0.00192449j 0.00946859-0.00564042j -0.015432-0.00535421j -0.0090119+0.00317338j -0.00257862-0.0109268j -0.00398152-0.00338757j -0.000892221+0.00305391j 0.0117728-0.00492554j 0.00100809-0.00220588j 0.00271619-0.00569402j -0.00722399+0.00114216j 0.024403+0.00967662j -0.00485643+0.000957891j -0.00907482-0.00255248j 0.00966737-0.000542326j -0.00826012+0.00559111j -0.0175942+0.0102812j 0.00490761-0.000100096j 0.006061+0.0138148j 0.00630295+0.00278627j 0.0102352-0.00255147j -0.0076215-0.00907311j -0.00755084-0.00310199j -0.0034838+0.00198253j -0.00740569+0.00445269j -0.0178824+0.0425236j 0.0125953-0.0123965j 0.00209641-0.0144886j -0.00696738+8.45698e-05j -0.0139088+0.00522706j 0.00324175-0.013881j 0.0150199-0.0172246j -0.0273517-0.0115184j 0.0132483-0.0122018j -0.0119437+0.0134605j 0.0056084-0.0105242j 0.00517006-0.0131824j 0.00360749+0.00830128j 0.009372-0.000847408j 0.0114076-0.00652758j 0.00331355+0.00114202j 0.00169472-0.000998964j 0.00195281-0.00150985j -0.00521769+0.0018691j 0.00511986+0.0039496j 0.00807733-0.00185382j -0.0115376-0.00644093j 
-0.0028648-0.00306754j 0.00328317+0.00237084j -0.00855772-0.013369j 0.00271234-0.00218267j 0.0114366+0.00613508j -0.000990572-0.00328314j 0.0138487-0.00116444j 0.0242033+0.00970984j 0.00703058+0.015301j -0.00342697-0.0299965j 0.0165974+0.0115715j 0.0042742-0.00190075j 0.00617964-0.000216216j -0.00848583-0.0088198j 0.00728014+0.00188108j -0.0013902-0.0031961j 0.00589992+0.00374962j -0.00871952-0.00684647j 0.00921103+0.013747j -0.0297236-0.0184334j -0.00119567+0.0172987j -0.0123883+0.0027928j -0.00431579+0.00609662j 0.0125974+0.0394418j 0.00522021+0.00199946j 0.00953706-0.0263438j -0.018479+0.00971579j 0.00565622+0.0159781j -0.00215564-0.00896033j -0.00575778-0.0275339j -0.000835047-0.0178232j -0.00677999+0.0139886j 0.00250546-0.00428676j 0.00424011-0.00193155j 0.00363347+0.00126395j -0.0155462+0.00931512j 0.00227954-0.00942333j 0.00629659-0.00751325j 0.00903681-0.00524701j 0.00450607+0.00607142j -0.000666583+0.00147027j 0.00732092+0.00250022j -0.0124101+2.84044e-06j 0.00559824+0.00297321j 0.00553002+0.0119265j 0.00914184+0.0213966j 0.0102685+0.00924468j 0.0151907+0.0127393j -0.0111913-0.00679238j 0.00266459-0.00109429j 0.0177352+0.00821249j 0.0242734+0.0155563j 0.00117636-0.0078988j -0.0204018-0.0128028j 0.0103617-0.00370069j -0.0208703-0.0126639j -0.00532101+0.00205436j 0.000431248+0.00267916j 0.0101948-0.00148968j 0.00131339+0.0102128j 0.00127846+0.00494911j -0.00527816+0.000977568j -0.000990978+0.00542925j -0.00212511-0.00098412j -0.00049179-0.0018333j 0.00527033+0.00546051j -0.00192146+0.00505311j 0.00749575+0.0012027j -0.00244521-0.00615639j 
-0.00873212+0.00296229j -0.0050365-0.00236322j 0.00534018+0.00325083j -0.00117571+0.00289342j -0.0017775-0.00212862j 0.0025579-0.00830845j -0.0242779+0.00729643j -0.0366629-0.00842445j 0.00770393-0.015805j -0.000227671-0.00810217j -0.0273596+0.00846696j -0.00312707-0.00721699j -0.00516299+0.00193892j -0.016176+0.00990343j -0.0126664+0.00578188j -0.0136723+0.0037199j 0.00484975+0.000781909j 0.013706-0.0187786j -0.0086119+0.0104805j 0.0105417-0.00106314j 0.0112157+0.0176101j 0.0138778+0.00572957j 0.0212229-0.0162318j -0.0136553+0.0414112j -0.0110364-0.00326565j 0.0157567-0.0379494j -0.0308441+0.024406j -0.00463055+0.0173417j 0.0104704-0.0129759j 0.0111726-0.0241651j -0.00447199+0.00145687j 0.00882323-0.0049033j 0.00260311-0.00651239j 0.00202815+3.24942e-05j -0.00849302-0.0208297j -0.0109939-0.00677357j 0.0126747-0.00190146j -0.0168986+0.00569586j -7.00291e-05-0.00927566j 0.016085-0.0139417j 0.00903541-0.00630304j -0.00392963+0.00234679j 0.0107987+0.00342378j 0.0068169-0.00836876j -0.00534931-0.00194005j -0.0081479-0.00999094j -0.0113542+0.003714j -0.0031206-0.00857939j 0.0156441+0.00507747j 0.0191006-0.00224776j 0.0132426-0.00896701j 0.00937813-0.014477j 0.0155011+0.00025837j -0.00913802+0.0126201j -0.0207779-0.00806484j 0.000206924+0.00722165j -0.0112171+0.00741044j 0.00808511+0.00490608j 0.0112108-0.00608775j -0.00138858-0.00970396j 0.00252902-0.00456543j 0.0116306-0.00587083j 0.00480554-0.00248831j 0.0100441+0.00198106j 0.000889392-0.000982713j -0.00914699-0.000963612j 0.00563633+0.00238084j -0.000973069-0.00151985j -0.0118968-0.00140016j 
0.0158448+0.00637775j 0.00997021-0.00617524j 0.00091416-0.0228118j -0.0393471+0.0130086j 0.00211868-0.0184877j -0.0198906-0.0146267j 0.023496-0.0171459j 0.000726029+0.00227044j -0.0143304+0.0179124j 0.020276-0.0182889j -0.0134152+0.0132989j -0.00540584-0.00792728j -0.00789524+0.0219343j 0.00804081+0.00561842j -0.0174464-0.00257189j -0.00225398+0.00165593j 0.0116394+0.000770249j 0.000662442+0.00727693j -0.0174146-0.000752839j 0.0196815+0.0134619j -0.0192521-0.00500991j -0.00720219+0.0181878j -0.0141689+0.000461466j -0.0166123-0.026276j 0.0240706+0.00437511j 0.00555963+0.0144949j -0.00479856+0.0054857j -0.00376576-0.0111551j 0.00041637+0.0104934j 0.0081246+0.00698007j -0.00664471-0.0123878j -0.00516691+0.0132912j -0.00605543-0.00129246j -0.012233-0.00865117j -0.0118062-0.0100801j -0.0189575+0.00667141j -0.00937655-0.0133094j 0.011925-0.0109934j -0.00632935-0.00468806j 0.0248567+0.00242917j 0.0172374-0.0223549j 0.00429323+0.00940574j 0.0229021+0.000587726j 0.00939603-0.00529196j 0.00415281+0.00455419j 0.00936573+0.0044611j -0.00738161-0.0018991j -0.00175821-0.010287j 0.00327687+0.00300768j -0.00294402+0.00153193j -0.0042384-4.14108e-05j -0.00324456-0.00446057j -0.0105543-0.00507643j -0.0162225+0.00127897j -0.0151731-0.000572309j -0.0115928+0.00346057j 0.0105356+0.00152692j 0.016506+0.00362853j 0.000409785+0.000138164j 0.000250702+9.36428e-05j -0.00197751-0.00295014j 0.0230244+0.0027003j 0.00617528-0.000572463j 0.00689645-0.00473121j 0.00287336-0.00221628j -0.00726474+0.00308807j 0.00769612+0.0092564j 0.00443566+0.00234303j -0.0183604+0.00133479j 
0.00440274-0.000693337j 0.00373314-0.00134639j -6.28485e-05+0.00474348j 0.00147472+0.000398757j -0.0172336-0.00515832j -0.0143937+0.00945987j 0.0290664-0.0200333j -0.00327197-0.0344607j 0.00495239-0.00164312j -0.0245583+0.00741519j 0.0102368-0.00630309j 0.0120856-0.00236558j 0.0175389+0.000490476j 0.0156659-0.0101337j -0.0446147+0.0096853j 0.0100342+0.00873615j 0.0190768+0.00835331j -0.0182067-0.00561774j 0.00428584+0.0121487j -0.00354396-0.0035693j 0.00843322+0.00849088j 0.000953538-0.00860166j -0.00861252+0.0291082j -0.0122199+0.0155035j -0.0060148+0.00387043j -0.000512537+0.00806487j 0.00163869+0.00555201j 0.00228584+0.00562378j 0.00258427-0.00537583j 0.00415711-0.0188825j 0.00769623-0.0197377j 0.00682764+0.0116311j 0.000303658-0.00624897j 0.00468336-0.00662543j -0.00699548-0.0108036j 0.00890732+0.00243632j -0.00677052-0.0108088j -0.00281506-0.0206655j -0.0069081-0.0100407j -0.00543517+0.00607175j -0.0179298-0.0186902j 0.010504+0.000153293j -0.0122254+0.000485783j 0.0156788-0.0112134j -0.00409803+0.0120281j 0.00339109+0.0169401j -0.0208588+0.0084874j -0.0220195-0.00357618j -0.0122856+0.00358908j 0.0127662+0.00321291j 0.00695465-0.00104537j 0.0011431+0.0143678j -5.87705e-05-0.00875424j 0.0270114-0.0103837j 0.00775013+0.0185573j 0.0170637-0.00839709j -0.0152147+0.00179754j -1.34802e-05+0.00793834j -0.0103007+0.0038254j 0.00345183-0.00809274j -0.00731255-0.00623401j -0.00679864+0.00845496j -0.00559438-0.00284254j -0.00149845+0.00404289j -0.00267894+0.00241468j -6.29962e-06-0.00429224j -0.00442158-0.00100078j 0.00479425-0.00167034j 0.00980128+0.0110117j 
0.00662119-0.0030411j -0.0074323-0.000253451j 0.0119691+0.0043849j 0.000599762+0.00489191j -0.00893632-0.00940061j -0.0189132+0.000338009j -0.0150577-0.0132998j -0.0290667-0.000911039j -0.000655756-0.00101625j 0.00791699-0.00748926j -0.00468254+0.0218953j -0.0130149+0.0295892j 0.00790703+0.00308565j 0.0135618+0.0127086j -0.000113603-0.00215359j 0.00111117-0.0174805j 0.00685409+0.00369743j -0.00997659-0.0103448j -0.00429497-0.00287027j -0.0191152-0.00777874j 0.0219061+0.0092812j 0.0168574-0.0057991j -0.0265539+0.00545475j 0.0350527+0.00884324j 0.00765943-0.00652028j -0.0319377+0.000222619j 0.00863209-0.0157964j 0.0227979+0.0158658j -0.0213459-0.0103659j -0.0269982-0.0133719j 0.00356326+0.0052786j -0.0292099+0.00128405j 0.00618796+0.00102689j 0.000746461-0.0168568j 0.0138942-0.00608057j -0.0228616-0.00275323j 0.00192042+0.00157968j -0.00404579-0.0024722j -0.000159636+0.0154861j 0.000575543-0.00971494j 0.000492849-0.0125184j -0.0352969-0.00964561j 0.0167255+0.00788767j -0.00753303+0.00466456j -0.00193406-0.00242222j 0.00749853-0.0114027j 0.0144795-0.00427179j -0.0121644-0.00516673j 0.00139786-0.00253807j -0.0101241+0.0152406j -0.0082059+0.0181766j -0.00873501+0.00245503j 0.00828064+0.0256081j -0.00231701+0.00920866j -0.00119651-0.00780509j 0.000166196+0.0103452j -0.00806555-0.0243347j 0.00619382-0.0208974j 0.0108308+0.00680869j 0.0204393+0.0127762j 0.0117066+0.011685j 0.0166817-0.00886695j -0.00260287+0.000380194j -0.004299-0.000767036j 0.00210846-3.86679e-05j 0.00872991+0.00424304j 0.00479181-0.0040278j -0.0088383+0.00261189j 0.000804913-0.000576179j 
0.0211559+0.00272756j -0.00390476-0.00340725j -0.00713988-0.0122174j -0.00675464+0.0145791j 0.00751314+0.0029301j -0.0143892-0.0110732j -0.00122691-0.00170565j 0.0407117-0.0153814j -0.00518659+0.00914154j -0.00823506+0.00365818j -0.00500962+0.0058687j -0.0211801-0.00918495j -0.0294846+0.0148495j 0.0165384-0.00451846j 0.00799675-0.00457224j -0.019398-0.0252918j -6.01466e-05-0.0166183j -0.007104+0.00279741j -0.0246543+0.00437802j 0.00457318+0.00336217j -0.0148568-0.0102714j -0.00604082-0.0156653j -0.0159544+0.00168389j -0.00190152+0.0169304j 0.00743474+0.00448188j -0.00567829-0.00777812j -0.00521172-0.00199032j -0.0015841+0.0072214j 0.000249283-0.0116063j 0.00180584+0.0105908j 0.00235294+0.0180428j 0.00157635-0.0119318j 0.0102397+0.00235165j -0.00880884-0.00152402j -0.00265771-0.0126384j 0.011918-0.00101692j -0.00311405-0.0059106j -0.00298772+0.0263261j 0.0259235+0.00898029j 0.000967835-0.0078682j 0.0088989+0.0161693j -0.0293036-0.004587j 0.00816024-0.00908297j -0.00289208+0.00800614j -0.0129589-0.00270854j -0.00710851-0.00328554j -0.00668733-0.000107492j 0.00817826+0.0108979j -0.00345281-4.19366e-05j -0.00391622-0.00203904j 0.000360173+0.000603652j 0.00407403+0.00889803j 0.00476419-0.00013416j -0.00921585-0.00181763j 0.00656077+0.0157856j -0.00313479-0.0040242j -0.000444062+0.00396028j -0.00971042-0.0096762j 0.00238673-0.00450118j -0.00763981-0.000265998j -0.0064544-0.00885915j -0.00219128+0.00261267j 0.00174803-0.0109443j -0.00249209+0.00644083j 0.000666547+0.00279961j 0.00216267-0.00710392j -0.000463803-0.0108167j -0.014748+0.00877893j 0.0117287+0.00847345j 
-0.00469456+0.0109123j 0.000154806-0.000844151j -0.0148934-0.00397937j 0.00370697-0.000621039j -0.00105068-0.00362364j -0.0132929-0.0128215j 0.00085064+0.00903007j -0.0115748+0.0107751j 0.00667699-0.0078917j -0.0132061+0.00268745j 0.00718445-0.0085675j -0.0141886-0.0352073j 0.0138636-0.00291178j -0.0084001+0.00147294j -0.00107858+0.00751832j -0.0329056+0.00236867j 0.00508203+0.0096699j -0.016987-0.00478071j 0.0132808+0.00815614j 0.00760142-0.00882708j 0.0249231+0.00225423j 0.0125032+0.00399121j 0.0202514-0.000754496j 0.0483609-0.00589774j 0.0121488+0.000740618j -0.0256455+0.00664696j -0.000680892-0.0254644j 0.00582099-0.00259891j -0.00474236+0.0020515j -0.0110717+0.00288808j -0.0188688-0.0062487j 0.0124199+0.00446938j -0.0175816+0.0106655j -0.0153301+0.01222j -0.027435-0.00886288j 0.0141603-0.015246j 0.0123037-0.00160795j 0.00565441-0.013301j -0.00954464-0.00359432j 0.0121862+0.0141082j 0.0130394-0.0113421j 0.0107407+0.0103476j 0.00629088-0.0108966j 0.00826402-0.00749353j 0.00659937-0.000389338j 0.000769819-0.00295366j -0.00243964-0.00304501j 0.00759403+0.00455852j 0.0115616+0.004282j 0.00572841+0.00210938j -0.00132547+0.00163249j 0.000562844+0.0198461j 0.00374915+0.0040792j -0.00550013-0.0196217j -0.0215916+0.00617582j -0.00702169-0.0110864j 0.0162161+0.00117583j 0.0191722+0.00816465j -0.0129905+0.00477974j -0.0144012-0.0103414j -0.00612544-0.0152514j 0.0133337-0.000438088j 0.00448301-0.00307882j 0.00781344+0.00317737j 0.00575105+0.00184215j -0.0120405-0.00578673j 0.00695227+0.0063893j 0.000767193-0.00148066j -0.0126038+0.00397831j 
0.0191269+0.0149865j 0.0173897-0.00137542j 0.00257071-0.00570076j -0.00351167-0.0178254j -0.0275838-0.0085081j -0.0185145-0.0107534j 0.0322265+0.00159948j 0.0128556+0.014024j -0.00302709-0.022108j 0.0145002+0.0124909j 0.00665409+0.0104404j -0.00506652+0.00724394j 0.0141112-0.0138449j 0.00227161+0.005444j -0.00216466-0.00492662j -0.00762768+0.000918326j -0.0187799-0.0122029j 0.0128292-0.0094047j -0.0217979+0.00951216j -0.0014715+0.00608161j -0.0103281-0.0110963j 0.0204124-0.0152685j -0.0141868-0.00947871j -0.0183894+0.0112155j 0.0259578+0.00251596j 0.00346443+0.018552j -0.00469019-0.000681968j -0.0121306+0.00554608j -0.00153203-0.0027576j 0.019378-0.0143319j 0.00870664-0.0227076j -0.0219515+0.0113268j 0.00324422-0.0116106j -0.0116856-0.00799718j 0.00709032-0.00625172j 0.00243083+0.00184821j 0.000326205-0.00705127j -0.0133003-0.0122556j -0.00348549+0.00572223j 0.0156819-0.00777014j -0.0118582-0.00539367j -0.0215875+0.00287122j -0.0098431+0.00743913j 0.00528196-0.0176913j -0.00613647+0.00987922j -0.00657345+0.00125727j 0.017507+0.016723j -0.00365559+0.00334907j 0.0122816+9.49904e-06j -0.000573213-0.00186899j -0.00243242-0.00213952j -0.00593048-0.00161931j 0.00133707-0.00713028j 0.00564497+0.000253838j -0.00771874+0.00698289j 0.000774918+0.00360573j -0.00557689-0.00368449j -0.0050886-0.00568133j 0.00724775-0.00324853j 0.0106707+0.00600423j -0.00019913-0.000193366j 0.00318339+0.00246151j 0.00553881-0.000632193j -0.00565844-0.000983614j -0.00574408+0.00114221j 0.0100437-0.000333405j 0.00366916+0.000187627j -0.000147353+0.00281394j 0.00544657+0.00472128j 
-0.0124041-0.00132098j -0.010836+0.0130194j 0.00152968+0.00949216j -0.00102303-0.00389787j -0.0168881+0.00592116j -0.0167851+0.0116986j 0.0143183+2.5059e-05j 0.00604069+0.00453799j -0.00590567-0.00371635j 0.0145141+0.00385069j 0.0147887+0.00115468j 0.00234748+0.0184835j 0.00347475-0.00230563j -0.00362921-0.0160571j -0.00254713+0.010194j 0.0123933-0.02363j -0.0170472-0.0140213j -0.0249031+0.00100278j -0.0363145-0.00894261j 0.0144828-0.00494048j 0.00132784-0.00837014j -0.0015124+0.00608114j -0.015841-0.000406604j -0.00970773-0.0124046j 0.0189305-0.00193714j -0.013502-0.0157127j -0.00420523+0.00678622j -0.00997486-0.00313502j 0.00391838-0.0012695j 0.000602383+0.00555992j -0.026058-0.000559239j -0.00360969-0.00774866j -0.00191564+0.0211432j -0.00936366+0.00613956j -0.00683707-0.00732255j -0.0102201+0.00539466j 0.00952852-0.0131242j 0.00409987-0.00726522j 0.0157071-0.0107079j 0.0067099+0.0100795j 0.0141364+0.002727j -0.0110482+0.0217047j 0.0424155-0.00650475j 0.0017855-0.000619789j -0.00679547+0.000851673j -0.00232496-0.000602432j 0.000512003-0.000545773j -0.000604418+0.00194368j 0.0078807+0.0104213j -0.00248223-0.000604316j -0.00357477-0.00293987j -0.00700422-0.00653575j -0.00334131+0.00425704j -0.0131212+0.000426564j -0.0287247-0.0110052j -0.00578255-0.00435803j -0.00448004+0.00374555j 0.0181313-0.000132286j 0.00866088-0.00305944j 0.00364741+0.00492954j 0.0138056-0.00752349j 0.0340731-0.00445899j 0.00995775+0.00415381j 0.0129236-0.00382467j 0.00640932-0.00174574j -0.01188+0.00208179j 0.0184913+0.0100155j -0.0130693+0.00610849j -0.018544-0.00813472j 
0.00723216+0.0105947j 0.0261838+0.000221484j 0.0225588+0.00910206j -0.0301437-0.00800552j 0.0087352-0.0122243j 0.000255309-0.0286494j 0.0101377-0.0027093j 0.0137234+0.00484569j -0.0132994-0.00216135j 0.00144401+0.015162j -0.0188894-0.00498397j 0.00702342-0.0187266j -0.034214-0.000588327j 0.0012731-0.01195j 0.00111824-0.00313094j -0.00897813+0.00886404j -0.00973362-0.0278307j -0.00974075-0.0139743j -0.00438867-0.00532395j -0.0129534+0.000249356j -0.00168117+0.0176171j -0.0231433+0.00715088j 0.0045392+0.00873733j 0.0055078-0.00654793j -0.0115346+0.00395145j -0.0258627-0.0155756j 0.0129614-0.00546376j 0.0184641+0.000422339j -0.00902904+0.00335724j -0.00912256-0.00438779j 0.021961-0.010044j 0.00752008+0.00837471j 0.000699796-0.00432871j 0.0125048-0.00845651j -0.00833451-0.00783678j -0.0143834-0.00893013j -0.0298262-0.00441031j 0.00844225-0.0128234j -0.0114433-0.0111846j -0.00944496-0.00201185j 0.00110458-0.00651043j 0.0344648+0.00876483j -0.0210817-0.0059712j -0.00291729-0.00245455j 0.00424783+0.00264259j 0.000735381-0.000315475j -0.0163975-0.000361945j -0.00244347+0.00174888j -0.00203225+0.00794839j -0.00505136+0.00804854j -0.000820324+0.00621573j 0.00108098+0.000192559j 0.0111738+0.00772549j 0.00914872-0.000714892j 0.0147073-0.00788351j -0.00441603+0.00329785j 0.00813208-0.00895609j -0.0141035+0.00578732j -0.00478185+0.00265596j -0.000738413+0.00485282j -0.00705082+0.000565593j -0.0193138+0.0085809j -0.00407536+0.00374917j -0.00363029+0.000927471j 0.00381613+0.000142263j 0.000647052-0.000255811j -0.00609649+0.00796247j 0.0192458+0.00148812j 0.00618172+0.00759196j 
0.0118351-0.00977418j -0.00599803+0.00192688j 0.0148392+8.61781e-06j 0.00700398+0.00559106j 0.026772-0.0131128j 0.014372-0.00306571j 0.0045458+0.00969983j 0.00249423+0.0161479j -0.014628-0.00465922j 0.00633596-0.0058566j 0.0124485+0.003369j 0.00836998+0.00718976j 0.00523147+0.00278427j -0.00567854+0.00508736j -0.0130795+0.00563491j 0.00890543+0.0143834j -0.00184654-0.01997j -0.00308917-0.00717808j 0.00134155+0.0042566j -0.0123739-0.00248293j -0.0126297+0.0112324j 0.00320711-0.00828486j -0.00135146+0.00526346j 0.00337258-0.0042473j 0.0182785-0.0151668j -0.00440727+0.0119638j 0.000423783+0.00265611j -0.00272359-0.00237282j 0.00293+0.00528331j 0.00316848-0.000691247j -0.00531052+0.0115877j 0.00806496+0.00122941j 0.00641758-0.0104003j -0.00735973+0.00155499j -0.0141481+0.00448795j 0.041324-0.00888468j 0.0207191+0.00810974j -0.00791188+0.00152126j 0.026605+0.00339204j 0.0186058-0.00815426j -0.0281301+0.0179765j -0.0765609-0.00652274j 0.00480594+0.00792267j 0.000879452-0.000798188j -0.00896405-0.00371008j -0.0236535-0.00774464j 0.0195423+0.0040255j 0.00512322+0.00440469j -0.00396937+0.00387536j -0.00648731-0.00158122j -0.00164454-0.00166243j 0.00115286+0.00388177j -0.00248881-0.00291472j 0.00804887+0.00507752j 0.00820718+0.0134922j 0.00122738+0.00214358j 0.0033541+0.000414119j 0.00619334+0.00254471j -0.00489162+0.0054335j 0.00142803-0.0106682j -0.013044+0.0017541j 0.00838665+0.0076784j -0.0113788-0.00762637j -0.00720016+0.00722628j -0.00795239+0.00367442j 0.00500615-0.00783505j -0.00325572-0.00765017j -0.0287266-0.00337967j 0.0188231-0.00457039j 
-0.000177396-0.00550803j 0.00348962+0.00703868j 0.0179194+0.0111789j -0.0304385-0.00695448j 0.00867282+0.0109166j -0.0106713+0.00397002j 0.0122623+0.00563684j 0.0350419+0.00434072j -0.0206771-0.00593311j 0.00547641+0.00419627j -0.0170801-0.000562025j -0.0251103+0.00689152j -0.0261302-0.00349544j 0.0116631+0.0033929j -0.0178174-0.005279j 0.0122049+0.0042764j -0.022386+0.0141923j -0.022386-0.00524319j -0.0308571+0.00894774j 0.00197021+0.00194653j 0.00506191+0.0136392j -0.00438335+0.00928902j -0.0117921+0.0110054j -0.0005453+0.00393447j 0.0222543+0.00872676j -0.0381448-0.0247154j -0.00605036+0.000113653j 0.00218473+0.010549j 0.00152939-0.000705567j 0.0165109+0.000313694j 0.0192137+0.010621j -0.0037576+0.00692384j 0.0114283-0.00537184j -0.00671695-0.013221j -0.00442027-0.0117684j 0.00816624+0.00440305j -0.00437169-0.00889844j 0.019671+0.0184354j 0.00706885-0.0147535j 0.00464794+0.000223501j 0.014783+0.00167229j -0.0176814-0.00278371j 0.0161468+0.00095568j 0.017819+0.0154719j -0.0157581+0.000235566j -0.0218166+0.00719319j -0.0112938-0.0108105j 0.00508698-0.00156687j 0.00119758-0.00660701j -0.00214896+0.00651629j -0.003994+0.00373389j -0.00386047+0.00656878j 0.0132227-4.38972e-05j -0.00667182-0.00438267j -0.0136926+0.00297595j 0.00142428-0.00536067j -0.000289357-0.00123254j 0.00684808+0.00789156j -0.000754919-0.000165976j -0.00117106+0.000473751j -0.00137632-0.00562947j 0.0135422+0.00779981j -0.00130603-0.00430851j 0.00417408-0.00012338j 0.00422179-0.000716179j -0.0052606+0.00036697j 0.00118914+0.00308753j -0.0152852+0.000179934j -0.00817995-0.00309762j 
0.0259439-0.00117904j 0.00427615-0.0105529j 0.0039791+0.00323862j -0.00483516-0.00149384j -0.0103821-0.00906224j -0.0105954+0.00771999j 0.014234-0.000448814j 0.010097-0.0115323j -0.0184735+0.012328j -0.00516161-0.0119295j 0.00098819-0.00724981j -0.00402383+0.00367174j 0.00261715+0.0136274j 0.00227898-0.0104406j -0.00153437+0.0204862j -0.00170205+0.00140925j -0.0181281+0.00727567j -0.0342435-0.0124194j -0.00891066+0.00563604j 0.00483111+0.000962488j -0.00349917-0.00326722j -0.0113442-0.00656177j -0.0167091-0.00650039j 0.00172182-0.00729103j -0.00388816-0.00675639j 0.0117333+0.00212373j -0.0121434-0.00758396j -0.00376632+0.00734003j 0.00371371-0.00548938j -0.00763075-0.00449686j -0.0237271-0.000755452j 0.0124193-0.00516708j -0.013413+0.00265167j 0.0247174-0.00271661j -0.00585009-0.0199189j -0.0198303-0.00892178j -0.014632-1.24087e-05j 0.00837481-0.000388656j 0.00572823+0.00453119j -0.00164769-0.00903572j -0.0429912+0.0211847j -0.0142445-0.023525j -0.0250738+0.0217322j -0.0243201+0.0017471j 0.0017888-0.00335703j -0.0200254-0.0194897j 0.0182246+0.0113999j 0.00460963+0.000836767j -0.00232845+0.0179961j 0.00168057+0.00572685j 0.00433578-0.0030319j 0.00321652-0.00349703j -0.0110388+0.00588421j 0.00140982+0.000685562j -0.00381894-0.017641j 0.00590902-0.00682044j -0.00442605+0.0113183j 0.00807093+0.0032804j -0.00856853+0.00276634j -0.00288707-0.0075629j 0.0120918+0.00138884j -0.00582643-0.010921j -0.023605+0.0138287j -0.0084997-0.00620304j -0.00796939-0.00399369j 0.00576623+0.0113483j -0.00967699-0.00463253j -0.00436353-0.0170895j 0.00816641-0.0232223j 
