0.0118401-0.0151835j 0.00433838+0.00318351j -0.00757754+0.00314522j -0.00759427-0.00783398j -0.00710419-0.0100461j -0.0165107+0.0100012j -0.00162526-0.00672999j 0.00696654-0.00521268j -0.0084983+5.12801e-05j 0.0158139+0.00370323j 0.00831759+0.00647314j 0.00695719+0.0475444j 0.00214435+0.00498201j -0.00098314+0.024325j -0.0337787+0.00972406j -0.0116362-0.0222055j 0.000622195-0.00368323j 0.00772651-0.00281954j -0.00850701+0.0124632j -0.0102091-0.00566003j -0.00313726-0.00398904j 0.000632245-0.00424983j 0.000545702+0.00397784j -0.00130836-0.00195436j 0.0143009-0.0182714j -0.00938895-0.00143048j 0.00132491-0.000622579j 0.000485068+0.00762163j -0.00150398-0.00160536j 0.00382936+0.00325929j 0.00543938+0.0184118j -0.00230954+0.00300634j 0.00132661+0.00658972j -0.00496998-0.00559315j -0.00825215+0.00465931j 0.00921411+0.00476023j -0.0130106+0.00702113j -0.0101956-0.00445133j -0.0255696+0.00185091j 0.00165966-0.0087038j -0.00933229+0.0251377j 0.045255+0.0114688j -0.0207121+0.0377982j 0.0171173+0.024205j 0.00686193-0.00813256j 0.0290225+0.00386477j -0.00766622-0.00961945j -0.011051-0.00158313j -0.00938317-0.000735455j 0.0010988+0.000744093j 0.00321411+0.00321878j 0.00205116-0.00183006j -0.00348188-0.00252507j 0.0066576+0.00104705j 0.00536139-0.00369718j -0.00591842-0.0143282j 0.00248427+0.00942033j -0.00649417+0.00625154j 0.0107354+0.00199182j 0.0161048+0.000229763j -0.0115096-0.00943565j 0.0212701+0.00588366j 0.0100647+0.0100082j -0.0144507+0.0053976j -0.00578531-0.000951j 0.02064+0.00310121j 0.0187398-0.00638641j 0.0414798+0.0186471j 0.0134668-0.0384321j 
-0.0110506+0.00692375j 0.0105561+0.002705j 0.0186227+0.0131345j -0.0200628-0.0180931j 0.00189921-0.00583865j 0.000216926-0.00750389j -0.0175654-0.0293052j -0.00872713-0.00920478j 0.0149229+0.0177986j -0.0276819-0.016115j 0.0161786-0.00504572j 0.0227942-0.00355353j -0.0187024-0.0184953j -0.00109583-0.0027732j -0.00644582-0.0247909j -0.0226894-0.00786213j -0.0131813-0.010157j 0.0180992+0.0111352j -0.00214263-0.00287224j -0.00602013-0.00476133j -0.00431831-0.00107406j 0.00409787-0.00641219j -0.0205344-0.0126848j -0.013754-0.000495417j -0.0225131-0.00239989j 0.0104599-0.00128062j -0.00315532-0.00797767j 0.00915093+0.0081886j -0.0018108-0.00152226j -0.00901522-0.00975311j 0.00535468+0.00164484j 0.0011441+0.00633149j -0.00154585-0.000740673j -0.00613921-0.00762351j -0.00570642+0.0103686j 0.00583509+0.0162395j 0.0100301-0.00331286j -0.00325559+0.000305704j 0.00748502+0.00713548j -0.0108646-0.00519605j 0.0423922-0.0256449j -0.00935985+0.00162556j 0.038893-0.00843123j 0.00370961-0.0130681j -0.00164317+0.000498264j 0.00598426-0.00664807j -0.00369862+0.00878709j 0.00321934-0.00046756j 0.0100715-0.00173165j 0.000703921-0.00218682j -0.000741398-0.010222j -0.00220357+0.0148066j 0.0020292-0.0054773j -0.0115788-0.00363989j -0.0187709+0.00890944j -0.00403208-0.00945039j 0.00225663+0.0104745j -0.00407129-0.00381459j 0.00542411+0.00507896j -0.0102382-0.00767591j -0.00318902-0.00339035j -0.00187589-0.0111921j 0.0167604-0.0105079j 0.00879419-0.00497222j 0.00698597-0.00319909j -0.00780325+0.00399741j -0.000217212-0.00366767j -0.00834685+0.0141427j -0.0151713+0.0183078j 
0.000589996+0.00202054j 0.00531857-0.000406845j -0.00191726-0.00677963j -0.0036544-0.0153886j -0.0150289+0.00705019j 0.0142154+0.00947231j 9.03026e-05+0.00444728j 0.0357653-0.00624498j -0.00693692-0.00154692j 0.00475237-0.00312202j -0.0394085-0.0104037j -0.00225984-0.00319127j 0.00058648-0.00905335j 0.00263264+0.0117337j 0.00915286-0.000898734j -0.00145679+0.000592687j 0.00360284-0.0214126j -0.0111903-0.00785843j 0.0155431-0.00366064j 0.00460692-0.00667215j 0.00856849+0.00324663j -0.00100053-0.00293322j -0.00497186-0.00861634j -0.00151035-0.00406198j -0.00232874-0.0111754j -0.0155782+0.0101919j 0.00718628+0.00610607j 0.0145702+0.00906257j -0.00467881-0.00595602j 0.00211598-0.000433155j 0.0305783+0.000779045j -0.000676385+0.0114094j 0.00931291-0.0123901j 0.00085844+0.00807015j 0.00652119+0.00597526j -0.0360425-0.00552589j -0.0167591-0.00802569j -0.00697097-0.00349651j 0.000183942-0.00282593j 0.00857068+0.0128215j 0.0119153-0.00658115j 0.00876942+0.0117251j -0.0306039-0.00796868j 0.0041737-0.0108779j -0.00857355-0.001836j -0.00514685-0.0167268j -0.0206199-0.00667731j 0.00462724+0.00407129j 0.0056482+0.00521202j 0.00735602+0.00278881j -0.0020707+0.0140851j 0.00176069-0.0146139j -0.000208981+0.0186228j 0.00898756-0.00567299j 0.0124343-0.00751439j 0.000104142-0.00343675j 0.00963592-0.00400922j 0.0289647-0.0173984j -0.0144488-0.00638894j -0.00313869+0.00082604j -0.0138832+0.00293387j 0.00954155-0.00659642j -0.027325-0.00720638j -0.000832177+0.00975336j -0.0103222+0.0063823j -0.00946552-0.0136103j -0.0111348-0.00293593j 0.0022972+0.00279094j 0.00394691+0.00724076j 
0.00380306+0.00242362j 0.00614056+0.00188518j -0.000643505-0.000802032j -0.00692484-0.00400365j 0.00483982+0.000114712j -0.00882166-0.00508501j -0.0122804-0.00644104j -0.0154519+0.0098099j 0.0039111-0.000500071j -0.000188986-0.000150838j 0.0157555-0.00858276j 0.00422284-0.00164135j -0.00185545-0.00773959j 0.0133851+0.00427258j -0.0252975-0.0176964j -0.0170532-0.00738952j -0.014192+0.00754749j 0.00354385+0.00280129j -0.00389478-0.01801j 0.0177108-0.00449249j -0.00902864-0.00113041j 0.00417544+0.000243581j 0.00196483+0.0036999j 0.00305357-0.00165496j 0.0145626+0.0089007j -0.0226806+0.00847791j -0.00966615+0.00905606j 0.0013283-0.0081862j -0.00137917-0.000658951j 0.0153927+0.0101854j 0.0192218+0.00248638j -0.00195485-0.00107317j -0.0113352+0.00432782j -0.018672+0.00872129j -0.0194534+0.00762781j 0.0025153+0.00367892j -0.0101299-0.00355241j 0.0333385-0.0123518j -0.00145548-0.00371542j -0.027707+0.0241897j -0.0117639+0.00185687j -0.0358109+0.0135484j -0.00400544-0.00897831j 0.00833716+0.0024717j -0.00849683+0.00131399j -0.0316945+0.00553877j 0.00489799+0.00622312j 0.0126791-0.00670809j -0.004001-0.000489035j -0.00122883-0.00620961j -0.00267358-0.00786206j -0.000665329-0.00347818j 0.0171659-0.00250307j -0.00784088-0.000830635j 0.00446161-0.00274022j -0.000684017+0.0030079j 0.00158508+0.00262574j -0.0206772-0.00447002j 0.00686876-0.00279743j 0.0103352-0.00287265j 0.00964545+0.0140317j 0.00103178-0.0114181j -0.0179828+0.00399108j -0.0168565-0.00199178j -0.0062896+0.000236582j 0.0252062+0.00326203j -0.01995-0.00510402j -0.00634612+0.00871808j -0.00313911-0.0068167j 
0.00274548+0.00245792j -0.00147112+0.000729064j -0.00400727+0.00371843j -0.0130309+0.000105506j -0.0295707+0.0012809j -0.00517248-0.0112558j -0.00787021+0.0112012j -0.0326706-0.00476364j 0.0302746+0.00524806j 0.00344359+6.63927e-05j -0.011783-0.0189795j -0.00504044-0.0261781j 0.0065919+0.0126435j 0.0315724-0.00369378j -0.0248403-0.00618548j 0.0193641+0.0157215j 0.0163654-0.00332485j -0.00128478+0.00408806j -0.0165879+0.0131815j -0.0119994-0.00231448j 0.0138965+0.00381356j 0.0203541+0.00718523j 0.013138-0.00819697j -0.00151754-0.0111196j 0.00600783+0.00410988j 0.000303503-0.0106812j 0.00551627-0.00735594j -0.000560148+0.0035293j -0.000937314-0.000769448j -0.0145475+0.0136045j -0.0212098+0.00778746j 0.0139769+0.00148505j -0.00388139-0.00228127j -0.0199485+0.00689051j -0.00632731+0.00704636j 0.0317222+0.00180456j -0.0198701-0.00716405j -0.0185149+0.0192629j -0.0196523-0.00785404j 0.0297972+0.00930492j -0.00355719-0.00450114j -0.000312695-0.00459182j 0.0151464-0.00705062j 0.0140089+0.00450542j 0.00073241-0.00513683j -0.00241765-0.0039721j 0.00124996-0.012358j -0.00250803+0.00234425j 0.00788313-0.00814199j -0.00186995+0.000607939j -0.00491756+0.0128703j -0.00205779-0.0219309j 0.0108379-0.000642769j -0.01767+0.0173261j -0.0074874-0.00330948j -0.00873977+0.00345767j 0.0164352-0.00202262j -0.00377952-0.00346884j 0.00321029-0.0127139j -0.021179+0.0154585j -0.0167007-0.00147305j 0.00895883+0.00938313j 0.0183726-0.00854854j 0.00135636+0.0043095j 0.00342888+0.00199291j 0.00229924-0.00757597j 0.0128849+0.00567779j 0.00498475+0.0021622j 0.00142439+0.00517471j 
0.00473894-0.00761746j -0.0068543-0.00331948j 0.0120582+0.00768738j 0.00719441+0.000585576j -0.0049781+0.00627766j -0.0157161-0.00324794j 0.0367582-0.00110244j -0.00454904+0.0011088j -0.00619474+0.00120719j -0.00115872-0.0141427j -0.014936+0.00612611j -0.0355809+0.0148182j -0.0044531-0.0148735j 0.000195326+0.00125457j 0.031898-0.00923811j 0.0393909-0.0211766j 0.0193859-0.0105339j 0.0047864-0.00906733j 0.00808121+0.00323714j 0.0145906+0.00203673j 0.00517161+0.00339848j 0.00702506-0.0089396j 0.00999659-0.00133302j -0.0149814-0.00216226j -0.00924191+0.00130651j -0.0138837+0.011181j 0.0039895-0.0119144j -0.00209639+0.000110486j 0.00292228+0.00321647j 0.0201608+0.0116537j 0.0209703+0.0118855j 0.000842012+0.00645009j -0.0171565-0.00998412j 0.0112201+0.00809972j -0.0433706-0.0163218j -0.00347786-0.00460217j -0.0222153+0.00561139j 0.018024+0.0223375j -0.0447858+0.0172166j 0.00921956-0.00867855j 0.0220395+0.0166488j 0.00597434-0.00834809j -0.00950974-0.00121359j -0.0156008-0.0120538j 0.0113012-0.0031142j 0.00485029-0.0167162j -0.00877504+0.00968759j 0.00424255-0.000674663j 0.0149721+0.0106665j -0.00223482-0.00159293j -0.00459704-0.0131889j 0.00210093-0.00166687j 0.00701645-0.00700572j -0.0234107+0.00785891j 0.017536-0.00269695j -0.000637741+0.000972554j -0.00395577+0.0138905j 0.0077558+0.0121558j 0.0190073+0.00667547j 0.0138713-0.020631j 0.00808864+0.00637463j 0.0216043-0.00682992j -0.0138419-0.0108805j -0.0067558-0.000824142j 0.00567357-0.00276301j 0.0108014+0.00329753j 0.00443288-0.00584417j 0.00814679-0.00403095j 0.00348895+0.000334725j 
-0.0122189+0.00191085j 0.0133299+0.00642563j -0.00313322-0.0036838j -0.0169457-0.0106662j 0.00165743-0.0142458j 0.0260125-0.0110362j -0.0340246-0.00281377j 0.0196499-0.0083302j -4.01645e-05+0.00215096j -0.0122702-0.00168249j 0.00998219+0.0069187j 0.0318695+0.0187295j -0.010036+0.00958453j 0.015481+0.00425057j 0.0318272-0.020461j -0.0166496-0.00557025j -0.0102638-0.00070907j -0.00358208+0.00727696j 0.000738654-0.00210347j -0.0173078-0.0160521j -0.00913898-0.00212843j -0.0138468+0.0078322j -0.00193109+0.00104474j 0.000619078-0.000497511j -0.0317089-0.00245206j 0.0206538+0.00733458j -0.00482355-0.0131004j -0.000906609+0.00374625j 0.00514516-0.00379113j 0.00632538-0.00397336j 0.0080139-0.0062513j 0.012917+0.00829719j -0.0160242-0.00140168j 0.0144298+0.00495003j -0.0136697+0.000327029j 0.0143618+0.00529485j 0.00186164-0.00137768j 0.0251313-0.0155304j -0.0261145-0.010383j -0.036315+0.00989753j -0.00991172-0.00126984j 0.00136185+0.00580157j 0.00724268+0.00405538j -0.00987844-0.0048948j -0.00474174-0.00165754j 9.01486e-05+0.0161785j -0.0191478-0.00208042j -0.00121119-0.00544327j -0.00580939-0.00222932j 0.00311287-0.00650439j 0.00122491-0.00119697j -0.000193963-0.0303482j -0.00519759-0.0197292j 0.00626958+0.0205469j 0.0180284-0.00948705j -0.000356999+0.0171542j -0.00817699-0.0020235j -0.0135643+0.00497826j 0.00645391-0.00861327j 0.00248055+0.0138187j -0.0107038-0.000894539j 0.00378425+0.0193526j -0.00300091-0.00032682j 0.00233707+0.00074364j 0.0107799-0.00240155j -0.0017342+0.00407004j -0.00519773+0.00357775j -0.00217489+0.00157756j -0.00179841-0.00262947j 
0.00230807-0.000748822j 0.00352763-0.00590801j -0.00770384-0.00514064j -0.0106302+0.00944899j -0.00686997+0.00835901j -0.0185917-0.00364498j -0.014729+0.0190099j 0.0041485-0.0158549j -0.0190533-0.000647924j -0.0133856+0.0118861j -0.00605182+0.00418307j 0.00130248+0.00159735j -0.00607379+0.0046081j -0.00249469-0.0210676j -0.0277355-0.0209156j -0.0251506+0.0119221j 0.00977559-0.00965316j 0.0230936+0.0162703j -0.0305353+0.00579106j -0.00876648-0.00701297j 0.0010651-0.00442782j 0.00795023+0.0152019j -0.015041-0.000767732j 0.00443226+0.00204053j 0.00191481-0.00206385j -0.00333294-0.000534694j 0.0183815-0.0138964j -0.00869278+0.0024714j -0.00143232-0.00331566j 0.0125302-0.0191984j 0.0112272-0.0179548j -0.00855793-0.00156358j 0.00247095-0.00541458j 0.0296636+0.000209248j 0.0217031+0.00833243j -0.00805487-0.00771544j 0.0242749-0.00150031j -0.0181846+0.00631563j -0.0183817-0.00210403j 0.0126249+0.00453868j 0.00418609+0.00421547j 0.0131127+0.0161886j -0.000757081+0.000539515j -0.000187386-0.0103487j -0.00886796+0.00531517j 0.00846512+0.000953083j 0.003359-0.000101249j 0.00759493-0.01677j 0.000766725+0.00758479j 0.00256442+0.00520619j 0.0086746-0.00524893j 0.00949571+0.00713258j -0.00563169+0.00509646j -0.00314598-0.00728012j -0.0174559+0.000814048j -0.0200757-0.000550295j 0.00678987-0.00363879j 0.0145936+0.00850382j 0.0125696+0.0164903j -0.00695478-0.0124111j -0.0124165+0.00680919j -0.00937104+0.00435418j 0.0100976+0.00857759j 0.00680667-0.000338424j -0.000323325-0.00174152j -0.0147948+0.00291543j 0.00203913+0.01703j 0.0196701-0.000311246j -0.0140876-0.00357078j 
-0.000173053-0.00394987j -0.00477876+0.00121875j 0.0016542-0.00282163j -0.00311486-0.00787451j 0.010789-0.00586816j 0.00399159+0.0071907j -0.0212441-0.0165907j 0.010142+0.00379709j -0.0213909+0.0103428j 0.00510771+0.0130489j -0.0215184-0.0124538j -0.0385491-0.00510149j -0.0093999-0.00734923j -0.0155579+0.0158975j 0.0224887+0.0235697j 0.00540279+0.00721346j -0.000468883-0.000658932j 0.00780465-0.0055764j 0.00841072+0.0103262j 0.00227312+0.00499677j -0.000612664+0.00660082j 0.0092044+0.0016592j -0.0113475+0.0118883j -0.00252991+0.00710928j 0.0130419+0.00226825j -0.00159773-0.00373639j 0.00191+0.00168523j -0.00564045+0.0117086j 0.00319479-0.00882363j 0.00479739-0.0186588j -0.00742988-0.00754617j 0.0135833+0.00185353j -0.00596353+0.00249335j 0.00306877-0.0135632j -0.00121024+0.0237419j 0.00957088-0.0261181j 0.0173927-0.0306928j 0.00152771+0.00428595j 0.0019517+0.00476442j 0.00969196+0.00971013j 0.00819045+0.00708663j 0.00970621+0.0046408j -0.00398046-0.00413495j -0.00139205+0.00256994j 0.000925117+0.00473097j -0.00961899-0.00347988j -0.0067656-0.000901184j 0.00785684-0.0120699j -0.00184681+0.0079769j 0.012324-0.000335875j 0.00266958-0.00455806j -0.00629265-0.000663772j 0.0156586-1.62864e-05j 0.00933824+0.00809924j -0.0336702-0.00435283j 0.00276456-0.000647666j -0.0124329+0.010271j -0.0147794+0.00903333j -0.0132123-0.00222075j 0.0301171-0.00551472j 0.0100211+0.0076115j -0.000738944+0.000267134j 0.00355092-0.00268462j 0.00550012+0.000200887j 0.00578346+0.000802089j -0.0127274-0.00669471j 0.0105086+0.00720159j 0.00600141+0.000490367j 0.00176803-0.00373447j 
0.00535213-0.00138762j -2.7342e-05-0.00254846j -0.0015114-0.00431463j -0.0213456+0.00192434j -0.00646365-0.0013335j 0.00724752+0.00609493j -0.00904829+0.00524457j -0.00920402+0.00781043j 0.0151344+0.00413509j -0.0161485-0.011125j -0.0318042-0.00186312j -0.0248652+0.00857192j -0.01875-0.0013031j -0.00398169-0.0116104j -0.00926565-0.00661331j 0.0158392-0.00838258j -0.00494967-0.00663194j 0.00833064+0.00740713j -0.0115696-0.0064791j 0.0124141-0.00963191j 0.00384609-0.00958586j 0.00554038-0.00610048j -0.00153069-0.0277541j -0.00287808-0.00058321j -0.0156199-0.00583243j -0.000239891+0.0121449j 0.00672365+0.0164315j 0.000422378+0.00162217j -0.0070502-0.00997298j -0.011091-0.024592j -0.000896743-0.00977924j -0.00892533-0.0294117j -0.00517627+0.0211047j -0.000712961+0.00635242j 0.00675089+0.0632821j -0.0128188-0.0221556j -0.0215763+0.0132926j 0.00956141-0.0338772j -0.019651+0.0294885j -0.00317313-0.00106835j 0.00674976+0.00140487j -0.00462702-0.0015851j -0.00374221+0.0037633j 0.00317335-0.0131898j 0.00600189-0.0055337j 0.00382032-0.00351237j -0.00961199+0.00526984j 0.00665166+0.0013758j 0.000202191+0.00287427j 0.0104892-0.0107212j 0.0162206-0.00590179j 0.0185179+0.00151908j 0.0176845+0.00212694j -0.0245129-0.00760257j 0.00606282+0.00563844j -0.00478005-0.0104869j -0.0165832-0.0021598j -0.00874209+0.0050044j 0.0134777+0.00825627j 0.0114917+0.00791594j 0.00250438-0.00627047j 0.012843+0.00232184j 0.00156285-0.00116046j 0.000294027-0.000606946j 0.00220575+0.000893676j -0.00136803-0.00336083j 0.00877171+0.00139394j -0.000276058-0.00588275j 0.00503544+0.00151658j 
-0.0127337+0.00144109j 0.00665662+0.00340365j 0.00138187-0.0054625j 0.0134466-0.000337428j -0.0216172+0.00615438j 0.0139032-0.00350419j 0.0479747+0.00961649j -0.00284537+0.0112025j 0.00982888-0.00739622j -0.020309-0.000289911j 0.00461051+0.00565776j 0.0413368-0.00217856j 0.0165766+0.0024091j 0.0190028+0.00456709j -0.00432817-0.00344561j -0.00380154-0.00677066j 0.0034584+0.00292708j -0.00936187-3.48117e-06j 0.0105246+0.00363446j -0.00887825+0.0145518j -0.00700553+0.00383591j -0.024236+0.00021541j -0.014675+0.0156898j 0.00417151-0.00319222j -0.00775647+0.0159843j 0.0104702-0.024829j 0.0219879+0.00222305j -0.00528015+0.0149068j -0.00312639-0.0096333j 0.0132683-0.0152316j 0.0109438+0.0178186j -0.00617501-0.0155269j 0.0120527+0.00451445j 0.0232855-0.0377597j -0.00629304+0.0184138j 0.00997252-0.0238571j 0.0109774-0.0247908j -0.00573247+0.00514424j 0.0131992+0.00131639j 0.00590608-0.00387738j -0.00901045+0.0089695j -0.0132089+0.00044162j 0.00657421-0.00085893j -0.00135865+0.023758j -0.00234403-0.00565975j -0.0110709+0.00199246j 0.00760959-0.00736642j -0.00242647+0.000445273j 0.00353749-0.00391499j 0.00332672-0.00293102j 0.0131296-0.00329032j 0.0150373-0.00360086j 0.0144085+0.00275658j -0.00404775+0.00157347j 0.0196779-0.00141369j -0.0104483+0.00703358j -0.0142633+0.00558144j -0.0104069+0.00244273j 0.00291138-0.00561181j 0.00791538-0.0100899j -0.00911404-0.0039699j -0.0143365-0.00274599j -0.00153056+0.0035741j 0.00675071-0.00278875j 0.00621884-0.000759353j -0.0122336-0.000774903j -0.0114543-0.00900549j -0.0162804+0.00210137j -0.00236774-0.00564673j 
-0.00648177+0.00360635j -0.000668795+0.000267795j -0.00175591+0.0108126j 0.00990863-0.000823628j 0.0142928-0.001727j 0.00433387-0.00938629j 0.00622819+0.00510081j 0.00310688-0.00502804j 0.00430613+0.0185882j -0.000773865+0.0258656j 0.0194035+0.0170759j 0.00940249+0.0199606j 0.00686418+0.0147912j -0.0203303+0.00365333j 0.0242702-0.0214143j -0.00599586-0.000463436j 0.0171961+0.00618891j -0.00717872-0.0186771j 0.0217024+0.0152792j 0.010557+0.000539874j 0.016818-0.000231002j 0.00610391+0.00121234j 0.0304632+0.00452289j -0.00293648-0.000806963j 0.00693263+0.0208957j 0.00379497-0.00483818j 0.0169653+0.011388j 0.00484485+0.00525217j -0.000693036-0.00168743j -0.0133685+0.00164061j -0.0107928-0.00100339j 0.0190698+0.00210739j -0.00885208-0.00252633j -0.0267884-0.0219316j 0.00796546-0.00817365j -0.024821-0.0101084j -0.00776172-0.0159108j -0.0233197+0.00874139j -0.00963852+0.0114539j -0.0116436-0.0148261j 0.000886993+0.00269934j -0.00191875-0.0094384j 0.0231945-0.00721101j 0.00408118+0.0142853j 0.00249137+0.00330798j 0.00998966-0.00583191j -0.0161554+0.00648636j 0.0161401+0.0103989j -0.00145649-0.00923435j -0.000577509+0.00867637j -0.00425856+0.00674661j -0.00745356+0.00910504j 0.00745373+0.00346027j -0.00864818-0.00386177j -0.0214448-0.00538112j -0.00131415-0.0102596j 0.00602046-0.00228915j -0.0114934+0.000678763j -0.0127467-0.00691903j 0.00909715+0.00800408j -0.00264984-0.005349j 0.0189687-0.00408785j 0.00800522-0.00753808j 0.00373011-0.00400473j 0.00572021-0.00159695j 0.000247297+0.000897306j 0.00435999-0.00172349j 0.0043207+0.00327009j -0.0140518-0.000395254j 
-0.0217357-0.000779069j 0.00805315+0.0088982j -0.00748656-0.00647881j -0.00647667-0.0122747j -0.0194966-0.00594073j 0.0190809-0.00999135j -0.000187169-0.00586194j -0.0120239+0.0136538j 0.0181932-0.00772994j -0.0668467+0.00699224j -0.0144+0.00573014j 0.0155196+0.00753908j -0.0111639+0.0122272j 0.00778185+0.0263983j 0.012739+0.00353611j 0.00622681-0.0107097j 0.0131035+0.000269714j 0.0105527+0.0101854j 0.0145905-0.00620837j -0.0137213-0.0132934j -0.00230619-0.0102975j -0.0247343+0.00675709j 0.0234541-0.0128047j 0.00174852+0.00582163j -0.00524535+0.00308044j 0.0101651-0.00528809j 0.000522376+0.00157208j 0.00942195-0.00861957j -0.00583935+0.00143699j -0.0150371+0.0187263j 0.00246328+0.00011661j -0.00195435+0.00344276j 0.0100276-0.00183348j -0.00652497+0.02046j 0.0185791+0.00351401j -0.00131752+0.0108319j -0.0189136+0.00931565j -0.00112781+0.0121735j -0.000371598-0.000955428j -0.00621982+0.00369354j -0.0035829+0.0271862j -0.0104375+0.00293165j 0.0150622-0.00634603j 0.00117189+0.02298j -0.00529222+0.00403059j -0.00508635+0.00582291j -0.0022854-0.0014782j -0.00574368-0.0152284j 0.000571933+0.00254929j 0.000272642+0.00521931j -0.00938169+0.00294945j -0.0129865+0.0167087j 0.00100018+0.0072266j 0.0176906-0.0135312j -0.00120957+0.000871626j 0.0149385-0.0099506j 0.00392597-0.00350543j -0.0152787+0.0142699j -0.00407633+0.0162005j 0.00336638-0.00122154j -0.00540154+0.000261647j 0.0125494+0.00354762j 0.00328717+0.00638256j 0.00467269-0.00168071j 0.0026718-0.00216137j -0.0018473+0.00557838j -0.000617294+0.00402155j -0.00532455+0.0026854j -0.00747366-0.0124629j 
0.00645083+0.00112521j -0.000170525-0.00338072j 0.00196799-0.00262447j 0.00228236+0.00301517j -0.0234131+0.000637206j -0.00725029+0.00554761j 0.0310583+0.00311027j -0.00963386+0.0172505j 0.00728202+0.0419873j 0.00838759+0.0327245j -0.00272044+0.00317886j 0.00113474+0.000410336j 0.00960968-0.00437457j 0.0171125+0.00241629j -0.0194696+0.00496968j 0.00776051+0.00124805j 0.00233632+0.00204702j 0.00187026+0.00197574j -0.0168353-0.0156974j -0.00404573-0.0143359j -5.67633e-05+0.00445923j 0.0046283-0.000378378j -0.00742966-0.0169047j -6.93129e-05+0.0191473j -0.00973833-0.0199j -0.0100881-0.00363501j -0.0132604-0.0038732j -0.00206308-0.00258154j 0.00166971-0.00201599j 0.00272674+0.00190974j 0.0110585+0.00326694j -0.00754238-0.00658023j 0.00705987-0.00148103j 0.0105835+0.0162733j -0.00716702-0.00538241j 0.00886131+0.00729176j 0.00208112+0.0165469j -0.00179313-0.00589308j -0.00618073+8.30499e-05j 0.0142263-0.000807685j -0.00145877-0.00527324j -0.00171145+0.00212429j -0.000476926+0.00363578j -0.00652362-0.0118709j -0.00919256-0.00634895j 0.00883569-0.00367185j -0.00386308-0.001089j 0.0375844+0.00151867j -0.0149334+0.00162872j -0.015649-0.00886859j 0.00241994-0.00290476j -0.000641408-0.00466997j -0.0171058-0.00331956j 0.000344222-0.000595861j -0.00938243+0.00349215j 0.00183508+0.00365096j -0.00129689+0.00106033j -0.0170241-0.00613457j -0.0236983-0.00178669j 0.0270244-0.0018284j -0.00457298-0.00275339j 0.00196579-0.00129252j -0.00146408-0.000196118j 0.00278085+0.0036428j 7.51333e-05+0.000663673j -0.00370225-0.000168831j -0.000972132-0.00276579j -0.00320419-0.00190226j 0.00222778+0.00348766j 
-0.0135799-0.00142215j 0.00542393+0.00311508j 0.0088168-0.00650266j -0.0249745-0.012191j -0.00333697+0.0116489j 0.0220624+0.00695839j -0.0387262+0.012333j -0.0332457+0.0120459j 0.0511727+0.0156964j -0.0315279-0.0114727j -0.0308104+0.0125544j -0.00885776+0.00608445j -0.0212004-0.0166964j -0.00960032-0.00467782j -0.0239808+0.010954j -0.00783724+0.00581258j -0.00391596-0.00155113j 0.00514779-0.00723741j 0.00656366+0.0149016j 3.10921e-06+0.0147797j 0.0138831-0.0030145j 0.00342474-0.00600559j -0.00053772+0.0255961j 0.000472506-0.0196383j -0.0141521-2.45207e-06j 0.0231334+0.0170195j 0.0136965-0.0120173j -0.0086631-0.00201278j -0.000105412+0.0111972j 0.00508787+0.00750777j 0.000278167-0.00638798j -0.00360232+0.0246167j 0.00309224-0.0154808j 0.0112354-0.0208944j 0.00093237-0.0297373j -0.00888138+0.00440816j 0.00887091-0.0192128j -0.00110599+0.00608848j 0.00271597-0.0116032j -0.003293-0.0134093j 0.0123505+0.00100582j -0.00940748-0.00262598j -0.011284+0.00791895j -0.000299462+0.000682169j 0.00210105+0.00724354j 0.00512959-0.000132556j 0.0109489+0.00260575j 0.0195021+0.0115289j -0.00173584+0.000832785j -0.00232051+0.00812104j 0.0013481+0.00379805j 0.00386693+0.00693426j -0.0208591-0.00430551j 0.00379563-0.00336795j 0.00304524-0.00732412j -0.00436041-0.000269234j 0.00864445+0.00292002j 0.0177027-0.00279484j -0.00812348-0.00298465j 0.00389552-0.00428111j -0.00260188-0.000528177j 0.00653075+0.00189828j -0.0136571+0.000337939j -0.000813998-0.00227285j -0.00436972+0.00024768j -0.0028596+0.000731238j -0.00395134-0.0010185j -0.00269245-0.00171035j -8.83232e-05-0.00436832j 
