0.106775+2.34552e-14j -0.312657+5.0543e-15j -0.0569335-3.73229e-16j 0.106503+4.52428e-16j 0.115223-3.6141e-16j -0.0449625-7.84303e-16j -0.109059-1.4308e-16j 0.0645381-2.49621e-16j -0.0336133-2.41913e-16j 0.125388+3.82184e-15j 0.00742589+8.97897e-16j 0.0198816-1.79931e-15j -0.205727+1.80117e-15j 0.0928517-5.69956e-15j 0.0527922+1.10225e-14j 0.197192-2.4254e-14j -0.115831+3.92754e-16j 0.00954048-5.47391e-15j 0.0167318+1.20911e-14j -0.145923+1.4277e-14j -0.141728+9.23999e-15j 0.0754838+3.6526e-15j -0.184807-1.49903e-15j -0.000491364+1.74924e-14j 0.150957+7.34591e-15j 0.0360482-2.00096e-15j -0.0160959+6.16956e-15j 0.0728093+8.82168e-15j 0.171568-7.9708e-14j -0.0226279-8.21441e-15j 0.16626-4.34901e-14j 0.100294-3.13717e-14j -0.0383003-7.77786e-15j -0.00230593-1.71102e-14j -0.229748+4.62534e-15j 0.00252421+1.78634e-14j 0.0567547+1.46775e-14j 0.00528964+5.70686e-14j 0.0722888+4.81292e-14j 0.120955+6.16091e-14j -0.0584329+4.70404e-14j -0.115019-3.10903e-13j -0.114371-1.10205e-15j -0.167765-2.90372e-15j 0.120767-2.08489e-15j -0.0288416+1.09078e-15j 0.0249856-1.89264e-15j -0.012644-5.62079e-16j 0.0707572+7.48608e-16j -0.127962-2.47355e-16j 0.058701-1.12255e-15j 0.00214831+1.49358e-17j -0.0361195+5.52125e-17j 0.179537+1.91725e-16j -0.296081+3.38906e-15j 0.0732402-1.52128e-14j 
4.72758e-05-4.26524e-17j -0.000675639-1.31119e-17j 0.000293855-2.02869e-17j 0.000761514+7.25008e-18j 0.000597965+3.87364e-18j 0.000216173+4.55782e-19j -0.00173618+4.97496e-18j 0.00150186+4.54436e-18j 0.000316115+9.75593e-18j -0.000340464+1.10812e-17j -0.00042779+2.41074e-17j 0.000197077-1.3301e-17j 0.00246535+1.44341e-17j -0.00105182-1.34737e-17j 0.000579178+3.42163e-18j 0.000974062-1.08527e-16j 0.000266897-2.00551e-16j 8.74182e-05+8.06661e-17j -0.000813568+9.09153e-17j -0.000965243+1.99541e-16j -0.00100958+8.56249e-17j 0.000611938-1.15987e-16j -0.00167785+5.88034e-17j -0.000435543-8.30623e-17j -0.000371873+1.39461e-17j -0.00210714-2.26637e-16j 0.00073451-1.07429e-17j -0.00144473-1.43901e-16j 0.000332176-4.64845e-17j -0.00089478-4.17826e-17j 0.00219755-3.74455e-16j 0.000136312-1.80202e-16j 0.00051667-1.59313e-16j -0.0013055-1.08693e-16j -0.000592793+5.80025e-18j -0.000645601-1.93601e-17j 0.00064599+2.27661e-16j 0.00103185+5.20099e-16j -0.000478918+3.81401e-16j 0.000191695+1.30778e-16j -0.00116601+1.49751e-16j -0.000615091-1.32043e-15j 0.00100582+4.88755e-17j 0.00242079+3.1482e-17j -0.000225254+2.29369e-17j 2.6985e-06-1.49918e-17j -0.000462869+1.86156e-17j -0.000142935+4.13864e-18j 0.00155155+2.06581e-17j -0.00169766-1.06848e-18j 0.000164029+3.26313e-18j 0.000433193-4.88072e-18j -0.000755597+5.59967e-18j 0.000310521+1.92715e-17j -0.000658494+3.40278e-18j -5.0604e-05+4.29421e-18j 
0.000340013+3.44765e-17j -0.00123713+9.18131e-18j -0.000290293+1.17526e-17j -2.36127e-05-5.80602e-18j 0.000692931-1.0024e-17j -4.27853e-05-3.98662e-19j 3.66112e-05+8.43577e-19j -0.000480704-7.27498e-18j 0.000182854-1.22298e-17j 0.000751507+1.96882e-18j -0.000713896+3.98749e-17j 7.10194e-05-2.13677e-17j -0.00175956-4.83187e-18j 8.73738e-06-1.92306e-17j -0.00018307+6.06771e-17j 0.000524679-3.92319e-17j -0.000988355+1.2214e-16j 0.000659259-6.89203e-16j 0.00137525-1.19022e-16j -0.000877946-3.7376e-18j -9.13515e-06-1.61782e-17j 0.000331068+8.96173e-17j -0.00112968-4.22277e-19j 0.000434461+1.78504e-16j 0.000504933+7.45617e-17j 0.0008323+8.80356e-17j -0.00102144+9.13043e-17j 0.000832137+7.16908e-17j 0.000978345-4.85628e-16j -0.000980916+3.6698e-17j 0.000161563-2.35809e-16j 0.000469906-1.21045e-16j 0.000144449+4.8441e-19j 0.00130847-4.74251e-17j -0.00061065+1.4548e-17j 6.45862e-05+3.22739e-17j -0.000293392+9.84338e-17j 0.000523149+6.10413e-16j 0.000475693+5.69048e-16j 0.000564424+2.18203e-16j -0.00053401-1.90357e-17j 1.82844e-05+1.93672e-16j -0.0014476-1.14874e-17j -0.00118552-6.03986e-17j 0.000794598-2.7799e-17j 0.00055347+7.15084e-18j -0.000183612+1.00344e-17j 0.000122433+5.83262e-18j -0.000175246-1.79398e-17j -0.000250478+5.82996e-18j -8.42147e-05+2.02697e-18j -0.000183637+1.33135e-17j 0.000122274+3.38619e-18j 0.000640207-1.40509e-17j -0.00111278+9.1477e-18j 0.000257044-6.42152e-17j 
-0.000339274+2.63679e-17j 0.00173032-1.27601e-18j -0.000115364-1.20102e-17j -0.000766198-1.13885e-17j -0.000706595+1.94773e-17j 5.65448e-05-4.03835e-18j 0.00141827+6.42993e-18j -0.00101591-2.03938e-17j -2.03459e-05-5.28149e-20j -0.000161913-1.68179e-18j 4.04495e-05-3.04641e-17j -7.40224e-05+2.04207e-17j -0.00036197-3.63861e-17j -2.51111e-05+9.9464e-18j -0.000556809-5.70283e-17j -0.00137258+1.80997e-16j 0.000155059+1.03376e-16j 0.000136635-1.61662e-16j 0.000371206-8.74714e-17j 0.000944125-1.70877e-16j 0.00106634-8.38163e-17j -0.000743093+4.16822e-17j 0.00127484-6.31689e-17j 0.000272073-5.34423e-18j -0.000443216-3.43384e-17j 0.00116528+2.00713e-16j -0.000559107-4.16446e-17j 0.000332395+2.81384e-17j -0.00100037+4.241e-16j 0.000379311+5.1063e-17j -0.00156898+3.08575e-16j -0.000555331+1.96652e-16j -6.19888e-05+1.11511e-16j 0.000957266+1.70071e-16j 0.00126325-3.46668e-17j 0.000357508-5.15191e-17j -0.000714703-1.66397e-16j -0.000291266-3.51371e-16j -9.70524e-05-2.64479e-16j -0.000382813-1.94005e-16j 0.000876604-3.15739e-16j 0.000905991+2.28067e-15j -0.000145319-4.4562e-17j -0.00038372-1.653e-17j -0.000261304+1.2337e-17j 0.000255868+1.80998e-17j 3.79396e-05-1.65929e-17j 0.000167772+7.96884e-19j -0.0010062-2.36888e-17j 0.00142057+2.20747e-18j -0.000281482+2.94787e-18j -0.000410927-1.06927e-17j 0.00053211+1.02458e-17j -0.000740357+1.08491e-17j 0.00168564-1.4778e-17j -0.000153636+6.62525e-17j 
-0.000641479-6.26847e-16j -0.00133983-1.00198e-16j 0.00114843+1.04379e-16j -0.000656832-4.40072e-18j 6.25133e-05-6.9608e-17j -7.04081e-05+5.79506e-17j -0.000773978+2.29183e-17j -0.000580234+2.3742e-17j 0.000143669+2.18557e-17j -0.00131989-4.98594e-17j 0.000708397-4.32264e-17j -0.000613619-1.9539e-17j -0.00104068-2.3762e-17j 0.0013204+3.94159e-17j 0.000497184+8.31826e-18j 0.00080647-1.95815e-16j 0.000574388-6.41393e-17j -0.00142593+9.70195e-16j 0.000627075+1.36295e-16j 0.000617984-5.19364e-17j 0.000285789+6.93556e-17j 0.00101332+3.84184e-17j 0.00205361+1.08065e-16j -0.000426227-6.73915e-17j 0.000304487-4.55257e-18j -0.00128606-3.35178e-16j 0.00163753-2.01782e-18j 0.00157901+2.03415e-16j 0.0018326-8.80434e-16j 0.000645842-1.50415e-16j -0.00141616+2.94893e-16j 0.000617755+1.20853e-16j -0.000122605+7.1902e-17j -0.00136685-5.68113e-17j -0.000542308+9.84775e-17j -7.88702e-05-2.02317e-18j 0.000856352-1.74429e-16j -0.00194367-6.83017e-16j 0.000851457-6.65264e-16j -0.00126186-7.1443e-16j -0.000649635+2.68412e-16j -0.000855722-2.15298e-15j 0.000231336-4.64271e-17j -0.00162519-7.20289e-18j -0.000568819-2.39441e-17j -0.000875846+3.49293e-17j 0.000203747+5.22455e-17j -0.000507781+3.98473e-17j -0.000910913+1.69216e-17j -0.000505601+2.41744e-17j -0.000337066-3.37416e-17j 0.00137727+2.14068e-17j 0.000374055-5.46588e-17j -0.000676947-1.02258e-16j -0.00150083+3.13816e-19j -0.0006067-5.11008e-17j 
-0.000507335-1.96751e-16j 0.000896763-9.20047e-17j 0.000429248+8.8783e-18j -0.000296991-1.3411e-16j -0.000589868+4.46166e-17j 0.00032362-7.05733e-17j 0.000581255-2.44575e-17j -0.000203674-1.668e-16j 8.42603e-05-2.65854e-19j -0.00011042-1.87775e-16j -3.53346e-05+8.01574e-17j -0.000266974+2.87384e-19j 0.000142879-1.23586e-16j -0.000187226+1.75357e-16j -0.000456408+9.11939e-17j -0.000699552+6.49998e-17j 0.00061609-1.04639e-16j 5.95453e-05-2.38893e-16j 0.000101072+1.18545e-17j 0.000547382+2.30037e-17j 0.000539626+3.79231e-17j -0.000134887+3.33608e-17j 0.000671666+2.5652e-16j 0.000323106-9.11171e-17j -0.000420093+4.13218e-17j -9.94075e-05+4.05085e-17j -0.000263576+1.4951e-16j -0.000336438+2.70012e-16j -0.000763601+5.32971e-16j 0.000145874+9.07381e-17j -0.00103768+1.08433e-16j -0.00011154+1.03608e-16j 1.05528e-05+3.84354e-17j 7.69022e-05+3.79602e-17j 0.000867588-4.61295e-17j -0.000148077-2.3374e-17j -9.70608e-05-4.34338e-17j 0.000149801-4.49175e-16j -0.00038962+3.97407e-17j -0.000509412-3.56188e-16j 0.000205646-1.50015e-16j 0.000373228+9.6125e-16j 1.28691e-05+4.56798e-17j 8.1251e-05-1.74763e-16j -0.000305089-4.81459e-17j 0.000239049-1.09636e-16j 0.000304914-8.67981e-17j 0.000269902-1.09239e-16j -0.000178086-2.1479e-16j 0.000631746-4.40233e-19j -0.000293445-6.41898e-18j -6.23382e-05+1.14506e-16j -7.22406e-05+1.48669e-16j -0.000802394-1.13239e-17j 0.000824098-7.59354e-17j -0.000443803+8.24142e-17j 
-0.000877339-2.23641e-16j 0.000436631-2.35809e-16j 0.00127484-3.32578e-16j 0.000943337-1.80115e-16j -0.00114301+3.25336e-16j 0.00123625-2.58956e-16j 0.000270831-1.16497e-16j 0.00154796-3.09052e-16j 6.97607e-05-1.85756e-17j 0.0012735-1.87682e-16j -0.000442936+5.56849e-17j -0.000713597+1.7272e-16j 0.000756796-9.8277e-17j -0.000981367+1.66221e-16j -0.00124642+4.07068e-16j -0.000414347-5.95555e-17j 0.00183464-8.61268e-16j 0.000852295-7.28556e-16j -0.000651975+1.66823e-17j -4.41867e-05+8.82003e-18j -0.000247761+2.95868e-17j 0.000399943-9.06015e-17j -0.00104532+5.36802e-17j 0.00133058-5.53141e-17j -0.000544717+2.39955e-16j -0.00150082+2.31461e-16j -0.00129095+1.1511e-16j -0.00279223+3.85089e-16j -0.00223925+1.41662e-15j -0.000206669-8.5897e-17j -0.000611762+4.29052e-16j 0.000610326-1.23311e-16j -9.94156e-05+5.29409e-18j -0.000642439+2.48415e-16j 0.00104206-1.85664e-16j -0.00125683-5.47926e-17j 0.000639586+6.82774e-17j 0.00229261+9.19381e-17j -0.00186083+8.21751e-16j -0.000391767-5.67784e-17j -0.000300329-7.22096e-17j 5.55874e-05+2.2474e-16j -0.000376235+1.08546e-16j 0.000988655-1.11853e-16j -3.41263e-05+7.05358e-17j 0.000962895-1.51195e-16j 0.00157198-4.56333e-16j 0.00125963-2.98691e-16j 0.00183455-3.44107e-16j 0.000281664-1.24372e-16j -0.000350388+1.08026e-16j -0.000421778+7.98486e-17j -0.00173353+3.78122e-16j -0.00120785+3.37233e-16j 0.000338322-1.32991e-16j -0.00111178+4.19739e-16j 
0.00144344+1.0862e-15j 0.00169989+2.60379e-16j -0.00244856-1.30765e-17j -2.67954e-05+8.51835e-17j 0.000787733-4.07618e-17j -0.000951839-2.99536e-18j 0.000624966-4.97231e-18j -0.000467338+1.0755e-16j -0.000214017-2.16635e-17j 0.000232356+6.72118e-17j -0.000411068+6.04613e-17j 0.00139927-1.94578e-17j 0.00137972+1.01913e-16j -0.000964044-8.6613e-17j 0.000546319-2.1118e-16j -0.000794173+3.95571e-16j -0.00205828+5.74778e-16j 0.000901713-5.32416e-16j -0.000552163-1.38994e-16j -0.00055497+4.6957e-17j -0.000123501-1.22784e-16j -0.00168494-4.83412e-17j -0.00145202-9.55136e-17j -0.000784744-1.14054e-16j -0.000150412-1.58407e-16j 0.00254847+3.24395e-16j -0.000614058+6.86022e-17j 0.000160191-3.29272e-16j -0.000572432+2.61475e-16j -0.000520605+2.85121e-16j 0.00238734-5.48406e-16j -0.0014752-9.46161e-17j 0.000303242-8.95568e-17j 0.00191058-1.03638e-16j -1.57241e-05-1.2449e-16j 0.00114271+1.80435e-16j -0.00157008+8.70505e-17j 0.000387618+3.98309e-16j 0.000404346+2.15478e-16j 0.00174725+9.41852e-16j 0.00110418-2.62441e-16j 0.00104814+2.54799e-15j 0.000514603+6.0281e-17j 0.00176228+7.45966e-17j 0.000472837-2.10758e-17j 0.000156302-4.82238e-17j -0.00170098+1.34494e-16j -0.000520755+4.9245e-17j -0.000366009+1.10039e-16j 0.000351609+2.89164e-19j 0.000719968+1.15041e-17j -0.0012678-4.77062e-17j 0.00101312-7.14855e-17j 0.00169678+1.4079e-17j 0.00195486+5.99239e-17j 0.00164274-1.30378e-16j 
-0.00116693-1.20888e-15j -0.000102958-3.04827e-17j 0.0016437+6.63259e-16j 7.77857e-05-2.67043e-17j -0.000966456-4.55801e-16j 0.00100141+4.35362e-16j 0.00024879+2.12673e-16j 0.000438055+1.12443e-16j 0.000216818+6.98994e-17j 0.000343199+1.44859e-16j -0.000150243-6.21749e-17j -0.000960528-3.9143e-16j -0.000487678-1.92427e-16j -8.63431e-05-1.12156e-17j -0.000970283-3.18957e-16j -0.000227745-4.13408e-16j 0.00166526+3.5681e-16j 7.7423e-05-1.11724e-16j 0.000351333+3.15187e-17j 0.000436871+2.14539e-16j 0.000368276+2.30539e-16j 0.000765894+2.76403e-16j 0.000520229+3.01071e-16j 0.00103928+6.12919e-16j -0.000344278-6.82852e-17j -0.00143548-6.53987e-16j -0.000532612-3.46543e-16j -0.00104323-4.19147e-16j -0.000843329-1.90229e-16j 4.10311e-05-4.49148e-17j -0.00185416-4.48754e-16j 0.000778546+3.6872e-16j -9.94392e-05-3.14671e-18j -0.000669633-1.23898e-16j 0.000863626+5.4964e-16j -0.0009532-6.21969e-16j 0.000699829+2.63316e-16j 0.00078488+3.51179e-16j -0.000945475-3.78786e-16j -0.0010949-1.06268e-15j -0.000504945-1.59689e-16j -0.000120119-1.35236e-16j -0.000565452-2.20108e-16j -0.000506209-1.94949e-16j -0.000286842-1.24424e-16j 0.000524394+2.70159e-16j 0.00133894+4.96453e-16j 0.000817818+3.39206e-16j 0.000565718+1.60158e-16j 0.000344667+2.59825e-16j -0.00063369-2.60107e-16j 0.000303422+9.17759e-17j -0.000977332-3.6246e-16j -0.00153202-6.92108e-16j -0.000265816+1.95522e-17j -0.00128585-4.02745e-16j 
0.00108395+9.02927e-16j 0.0026612+2.45687e-16j -0.00223279+1.01379e-16j -0.000589035+3.07866e-17j 0.000136119-1.07721e-16j -0.00106371+5.22883e-17j 0.0012671+6.36157e-17j -0.00107219+4.94918e-17j -0.000397737+2.86001e-18j -0.000449558+4.53347e-17j 0.000306021+1.38651e-17j 0.00119315-6.77982e-17j 0.00126512-4.72912e-17j -0.000317271-2.12858e-17j 0.000520581-3.27193e-16j -0.001487+4.18823e-16j -0.0015304+6.70878e-16j 0.000192748+1.52993e-17j -0.000838022+9.02074e-18j 0.000564991-1.40586e-18j 0.000484431-6.70793e-17j -0.00202875-7.99042e-18j 0.00044714+1.53309e-17j -0.000993131-1.51645e-16j -0.000313872-2.283e-16j 0.00279589+3.06862e-16j 1.95002e-05-1.76612e-17j 0.000680928-2.25421e-16j -0.000941967+4.01809e-16j 0.000539228+2.77054e-16j 0.0010277-3.88813e-16j -0.00179951+1.37043e-16j 2.33277e-05-1.14869e-17j 0.00152924-8.9288e-18j 0.000603554-5.90639e-17j 0.00143154+1.48716e-16j -0.00160912-1.06519e-16j -0.000809938-3.71948e-16j 0.000537811-4.46927e-16j 0.00105461+5.1431e-16j 0.00183599-3.11919e-16j 0.00123507+2.86994e-15j 0.00105075-4.23616e-17j 0.00120141-4.41162e-17j -7.03029e-05-3.37233e-17j -0.000336125-1.26358e-17j -0.00147981+2.03977e-16j -0.000679358+9.02337e-17j -0.00124014+5.52355e-17j 0.00119869+7.11221e-17j 0.00060975-5.22932e-17j -0.00108139-2.47219e-17j 0.00145498-8.99594e-17j 0.00101402-1.10861e-16j 0.00280373+4.31801e-17j 0.00141699-1.77144e-16j 
-0.000803597-5.64059e-16j -0.00118579-8.20249e-17j 0.00121261-6.79633e-17j -0.000856622+1.46066e-16j 0.00035751-6.76042e-17j 0.000261939+2.4454e-17j -0.000706375+7.1433e-17j -0.000773051+1.51698e-16j 0.000612539-6.68774e-17j -0.00109589+1.50968e-16j -0.000321301+1.60266e-17j -0.00056415+4.25442e-17j -0.000909786+2.39948e-17j 0.000339402-6.9014e-18j 0.000124537+1.20278e-17j 0.000619536-1.56173e-16j 0.000255102-1.00022e-16j -0.000580787+2.91469e-16j 0.00165122-2.2371e-16j 3.47723e-05-1.353e-16j 0.0006112-1.00672e-16j 0.00114202-3.8923e-17j 0.000986158-1.22655e-16j -5.9116e-07+4.50356e-17j -0.00010284+1.0624e-16j -0.00129146-1.20926e-16j 0.000680221-7.75608e-17j 0.00132479-1.47245e-17j 0.0018593-1.08186e-15j -0.00066068-4.26396e-17j -0.00125533+3.59913e-16j 0.000647111+3.94853e-17j 0.000408773-2.20077e-18j -0.000335505+1.74223e-17j -0.000135173+3.33381e-17j -0.000310487-5.8049e-17j 0.00044785-8.21053e-17j -0.000775956+9.98662e-17j 0.000659144-1.70116e-16j -0.00113089-5.06521e-16j -0.00129577+1.56095e-16j -0.000396429-6.2676e-16j -0.000431732-3.9059e-17j -0.0010294+5.65061e-17j -0.000366456+6.97581e-17j -1.40458e-05+5.40558e-17j -0.000206258+1.03289e-16j -0.000251797+8.92728e-17j -0.000749302+1.47384e-16j -0.000656319+5.61869e-17j -0.000662963+7.72756e-17j 0.00119054-1.29659e-16j 0.000301105-1.13412e-16j -0.00081172+6.4121e-17j -0.00128503+5.0031e-17j -0.000737239+8.56823e-17j 
-0.00139273-3.97914e-16j 0.00322346-9.89868e-17j 0.00122458-1.9225e-17j -2.24484e-05-1.49425e-17j -0.00250905+3.61804e-17j 0.0010538+6.22368e-19j 0.00192193-2.04188e-17j 0.000511843-1.51433e-17j -0.000301311-1.25837e-17j 0.000288092+1.55141e-17j 0.000647683-3.8242e-17j -0.000838715+2.87815e-17j 0.00126745-1.91914e-18j -0.000387013+7.21629e-17j -0.00150004+1.29965e-17j -0.00230177+5.91921e-17j 0.00268214-3.17147e-16j 3.41045e-05+9.33517e-17j -0.00148898-1.02235e-16j 0.00202384-1.13932e-16j 0.000969628-6.54659e-17j -0.000794671-2.53224e-17j 0.00199855-5.63275e-17j 0.00103451+1.86263e-17j -0.00116432-4.35102e-18j -0.000507+4.04559e-17j -0.000657978-1.9695e-16j -0.00245651-1.41112e-16j -0.00383887+1.64035e-15j 0.00158981-1.37571e-18j -0.00276517+7.83301e-16j -0.000431505+3.56677e-16j -0.000524626+9.9842e-17j -0.000805478+2.40974e-16j 0.0026961+1.76815e-17j -0.000625624-3.33283e-16j 0.000117393-1.22006e-16j 0.000711635-7.6534e-16j -0.00198212-6.21634e-16j -0.00132576-6.28809e-16j 0.00145193-3.29634e-16j 0.000905913+2.08102e-15j 0.00075432+2.38506e-17j 0.000822414+5.51989e-17j -0.00100118+4.07496e-17j 0.000370868+6.94599e-18j 0.00179882-8.88687e-17j 0.0011217-4.15267e-17j 0.00039666-1.55912e-17j 0.00224057-1.01649e-17j -0.000472593+1.77161e-17j -0.000617893+3.7785e-18j -0.000931607+2.17954e-17j -0.00240365+2.18799e-17j 0.00295981-5.56374e-17j -0.00133266+2.39171e-16j 
9.72797e-05-3.97885e-16j -0.00392169-8.59318e-17j 0.000864079-5.85126e-17j 0.000490873+3.42447e-17j 0.00168672-1.95209e-17j 8.76256e-05-9.35103e-18j -0.00263195+6.37902e-17j 0.000729534+4.06852e-18j 0.000604648-2.47543e-17j -0.000234621+6.7329e-17j -0.000721074+3.94053e-17j -0.000213837+2.98542e-18j -0.000765594-6.15828e-17j 0.000144998-6.40378e-18j 0.000847474+1.30594e-16j 0.00270374-3.79942e-16j -0.000568905-2.60216e-16j -0.000242734+7.54567e-17j 0.00131377+5.70137e-17j -0.00185067+1.443e-16j -0.00113594+1.06002e-16j 0.00205588-4.6372e-17j -0.00183629+4.33358e-17j -0.000225572+1.03218e-16j 0.000748595+1.75553e-16j -0.00228775-2.44909e-16j 0.000812572+3.90403e-17j 0.000799792+1.42986e-16j 0.00328103-1.4904e-15j -0.00163228-1.41816e-16j 0.00163199-3.92067e-16j 0.00145527-3.31193e-16j 0.000529629-1.4564e-16j -0.000979065-1.43117e-16j -0.00222164+5.90575e-17j -0.000724433+9.68996e-17j 0.00118791+1.91936e-16j 0.000219441+8.66877e-16j 0.000828274+6.80474e-16j 5.50456e-05+4.28557e-17j -0.00253779+5.19048e-16j -0.00156822-3.54778e-15j -0.000736814-3.83391e-17j -0.000522257-7.3621e-17j 0.000486748+3.95617e-17j -7.38185e-05+2.58741e-17j -0.000405266+3.08678e-17j -0.000387978+3.03773e-17j 0.00089933+1.08826e-17j -0.00274993+4.58665e-17j -0.000106303+3.05143e-17j 0.00136338-5.12048e-17j -0.000497571-2.80844e-18j 0.000835542+4.89027e-17j -0.00385985+3.16651e-17j -0.000156366-4.06244e-17j 
-0.00216233-8.44839e-16j 0.00288233-1.84921e-16j 0.00206673-8.36093e-17j -0.0016862+4.33322e-17j -0.00130122-6.19576e-18j 0.000952631-8.18505e-18j 0.000286641+7.61981e-17j -0.000735862+1.74271e-17j 0.000910768-3.86207e-17j -0.00260134+2.71557e-17j -0.000195769+4.47227e-19j -0.000816301+6.77664e-17j 0.00277027-1.09687e-16j -0.00104586+1.30142e-16j -0.000453573-8.82357e-17j -0.00174264+1.11475e-16j 0.00223084-3.06912e-16j -0.000788155+5.13228e-16j 0.000472994-1.76131e-16j 0.00185627-2.10708e-16j 0.00191711-1.10138e-16j 0.00020512-1.28942e-16j 0.00299641+1.77549e-17j -8.89398e-05-2.51523e-16j -0.00212675+2.17943e-17j -0.00249336-1.08895e-16j 0.00119743-1.52488e-16j -0.000598375-8.46621e-18j -0.000890366+3.70612e-16j -0.000103837+1.95496e-17j -0.00273428+7.92653e-16j -0.000633648+3.9986e-16j 0.000810219+5.95649e-17j -0.00115945+2.7274e-16j 0.00272676-4.07984e-17j -0.000613198-2.57711e-16j 9.69359e-05-2.408e-16j -0.000502336-7.78498e-16j -0.000743631-7.09488e-16j -0.00262294-1.26396e-15j -0.000531044-3.67352e-16j 0.000811884+2.60988e-15j 0.00164185-3.44344e-17j 0.00201385-7.54744e-18j -0.0020614+1.02292e-16j 0.000193276+5.12129e-18j -0.000262898+4.42504e-17j -1.38685e-06+3.12088e-17j -0.000870092+3.09073e-18j 0.000674551+5.99e-17j -0.0012284+6.82114e-17j 0.00114901-8.00541e-17j 0.00026009-6.11562e-18j -0.00310458+7.66796e-17j 0.00254521-3.48037e-17j -0.00174164+3.11922e-16j 
0.000532526+5.01478e-16j 0.00172084+1.14123e-16j -0.000976456+3.66081e-17j 0.000969754-1.73901e-17j -0.00102035-2.85286e-18j 0.000106652+2.6225e-17j 0.00157397+1.00037e-18j 0.000798345-1.71349e-17j -0.000735589+4.28829e-18j 0.00183869+7.78618e-17j 0.000273113-2.41452e-17j 0.000280891-4.54173e-17j 0.000270901-6.19179e-18j -0.00038508-4.28423e-17j -0.000858953-6.48947e-17j -0.00122583+1.00197e-16j 0.000251773+1.02795e-16j 0.000989617-5.20146e-16j -0.00162963-4.70771e-18j 0.000273656+6.1795e-17j -0.000335759-4.8239e-18j -0.00133399+2.89948e-17j -0.000894727-8.93597e-17j 0.000705065+1.8677e-16j 3.98197e-05-5.46894e-17j 0.00171756+2.59087e-16j -0.00160379-1.33283e-16j -0.00191227-2.52228e-16j -0.00298106+1.26216e-15j 0.000894754+8.73257e-17j 0.000287237-1.28246e-16j -0.000527914+3.89684e-17j -0.000651007-8.31128e-18j 0.000748906+7.81118e-17j 0.000788651+2.45312e-17j 0.000118093-9.95478e-17j -0.00054707+9.36654e-17j 0.0013799+1.45383e-16j -0.00122532+8.66561e-17j 0.00103844+5.36905e-16j 0.00172022-1.9323e-16j 0.000734193+1.43849e-15j -0.000140725-1.26346e-17j 0.000549173-4.65537e-18j 0.000508027-3.61536e-18j 0.000442014+2.69291e-17j 0.000960134-1.02541e-17j 0.000819765+2.11384e-18j 0.000889257+7.05447e-18j 0.00148694+1.1021e-17j 0.000507271-3.644e-17j -0.00165158+5.60489e-18j -0.000672818-9.47337e-18j 0.000321359-4.16057e-17j 0.00179312-2.79907e-18j 0.000412865-3.25796e-17j 
-0.000772124-3.73746e-16j 0.000603702-7.46255e-17j 0.00086764-7.56521e-18j -0.000649397+9.15309e-18j -9.65865e-05-2.25519e-17j 0.000214562+9.47652e-18j -0.000675645+4.80707e-17j -0.000106018-4.56264e-19j 0.000466386-1.29343e-18j -0.00157406-4.96485e-18j -1.32571e-05-3.61528e-18j -0.000220887+1.21883e-17j 0.00167233-6.95065e-17j -0.000383371+5.63729e-17j 0.000333821-6.35003e-17j -0.000134483-5.55725e-21j 0.000747944-1.24506e-16j -0.000670583+5.04766e-16j 7.48293e-05+3.29474e-17j 0.000503473-2.42983e-17j 0.000469312+1.0743e-17j 0.000380799-7.96874e-17j 0.00110572+6.92569e-17j -0.000500834-1.73386e-16j -0.000813707-1.11162e-17j -0.00166617-1.59563e-16j 0.0012372-4.9432e-17j -1.35687e-05+2.27634e-17j 0.000440541-1.60702e-16j -0.000186675-2.38628e-17j -0.000403223+1.64314e-16j -0.000212773+1.16953e-16j 0.000485441-1.45166e-17j -0.00104921+5.3835e-17j 0.000581287-2.37081e-18j -0.000256999-5.23201e-17j 0.000300436-8.25538e-17j -0.000561547-3.37462e-16j -1.66367e-06-3.32766e-16j -0.00108992-5.37707e-16j -0.000653001-2.87807e-17j -5.55303e-05+1.39913e-16j 0.00112447-2.49429e-17j 0.00121567-2.05568e-17j -0.000976775+3.76213e-17j -0.000251111+2.27556e-18j -0.000499776+5.16752e-17j -0.000357048+2.8233e-17j -0.00025218-1.49775e-18j -0.000463931+3.79459e-17j -0.000404399+9.91518e-18j 0.000896075-2.67858e-17j 0.000194501-9.46085e-18j -0.000996429+2.90245e-18j 0.000468174-8.69252e-18j -0.000596618+7.89031e-17j 
