0.106775+2.34552e-14j -0.312657+5.0543e-15j -0.0569335-3.73229e-16j 0.106503+4.52428e-16j 0.115223-3.6141e-16j -0.0449625-7.84303e-16j -0.109059-1.4308e-16j 0.0645381-2.49621e-16j -0.0336133-2.41913e-16j 0.125388+3.82184e-15j 0.00742589+8.97897e-16j 0.0198816-1.79931e-15j -0.205727+1.80117e-15j 0.0928517-5.69956e-15j 0.0527922+1.10225e-14j 0.197192-2.4254e-14j -0.115831+3.92754e-16j 0.00954048-5.47391e-15j 0.0167318+1.20911e-14j -0.145923+1.4277e-14j -0.141728+9.23999e-15j 0.0754838+3.6526e-15j -0.184807-1.49903e-15j -0.000491364+1.74924e-14j 0.150957+7.34591e-15j 0.0360482-2.00096e-15j -0.0160959+6.16956e-15j 0.0728093+8.82168e-15j 0.171568-7.9708e-14j -0.0226279-8.21441e-15j 0.16626-4.34901e-14j 0.100294-3.13717e-14j -0.0383003-7.77786e-15j -0.00230593-1.71102e-14j -0.229748+4.62534e-15j 0.00252421+1.78634e-14j 0.0567547+1.46775e-14j 0.00528964+5.70686e-14j 0.0722888+4.81292e-14j 0.120955+6.16091e-14j -0.0584329+4.70404e-14j -0.115019-3.10903e-13j -0.114371-1.10205e-15j -0.167765-2.90372e-15j 0.120767-2.08489e-15j -0.0288416+1.09078e-15j 0.0249856-1.89264e-15j -0.012644-5.62079e-16j 0.0707572+7.48608e-16j -0.127962-2.47355e-16j 0.058701-1.12255e-15j 0.00214831+1.49358e-17j -0.0361195+5.52125e-17j 0.179537+1.91725e-16j -0.296081+3.38906e-15j 0.0732402-1.52128e-14j 
-0.000205524+1.50635e-16j 0.0025027+4.98405e-17j -0.000390225+5.95064e-17j -0.000557075-5.44037e-18j -0.000826289-1.45988e-17j -5.00053e-05+4.21104e-17j 0.00124694-4.28583e-18j -0.000546347+1.65708e-17j -0.000131097+2.8137e-17j -0.000435513-6.23305e-18j 0.000258382-5.37497e-17j 0.000177508-1.66015e-17j 0.00111984+1.15732e-17j -0.000370051-2.45933e-17j -0.000301354-1.51828e-16j -0.00159938+2.36317e-16j 0.000322121+1.84828e-16j 2.90121e-05+7.02659e-17j -0.000602409-1.07197e-17j 0.00108762-1.01662e-16j 0.000824952-5.50863e-17j -0.00112176+1.20818e-17j 0.00120411-4.44564e-17j -0.00011512-8.31283e-17j -0.000741633-1.30788e-16j 0.000904691+8.81005e-17j -0.000112707-8.04664e-17j -0.000367488-1.40299e-16j -0.00160841+7.15678e-16j 0.000648213+5.72355e-17j -0.000811527+1.80154e-16j -0.00100729+2.27653e-16j -2.96866e-05+8.00933e-17j 0.000445435+1.15181e-16j 0.00143549-1.29729e-17j 0.000410462-8.54771e-17j -0.000733151-1.21915e-16j -0.000237001-4.40509e-16j -0.000382855-4.60711e-16j -0.000255955-1.43617e-16j 0.00118144-3.65151e-16j 0.000971026+2.3705e-15j 0.000787727-2.15077e-17j 0.000896534+4.95915e-17j -0.000556704-4.92256e-18j 2.63081e-05+2.75851e-17j -0.000189071+3.60701e-17j 3.00819e-05+3.09806e-17j -0.000654068+2.81637e-17j 0.00134152-4.57422e-18j -5.44927e-05-3.26769e-17j -0.000532208+5.13381e-18j 0.000471187-3.6964e-17j -0.000656612-5.71843e-17j 0.00245036-8.31854e-18j 2.34095e-05+9.34835e-18j 
0.000630363+1.08578e-15j 0.00590229+2.46e-16j -0.00213452+4.57432e-17j 0.000438792-1.09468e-17j -0.00192172-1.64114e-17j -0.000188471+2.32178e-17j 0.00293635+7.08497e-18j 0.000514831-4.39341e-18j -0.000936148+8.22329e-18j 0.000975241+6.32849e-17j 0.000565479-1.24671e-17j 0.00102674-4.98808e-17j 0.00360064-1.31257e-17j -0.00156303-1.30548e-17j -0.000859057-3.11837e-16j -0.00354829+5.46409e-16j 0.000406805+3.93349e-16j 0.00116058-4.3088e-16j -0.00331256-3.16963e-17j 0.00154889+3.60967e-17j 0.00044814-9.48707e-17j -0.00334089-6.69888e-17j 9.16515e-05-7.54426e-17j 2.07832e-05-1.01079e-16j -0.00131328-2.57388e-16j 0.00287392+4.744e-16j -0.00142329-1.84303e-16j -0.00308698-5.13892e-16j -0.00558432+2.52575e-15j 0.00161915+3.19432e-16j 0.000602966-1.07874e-16j -0.00250401+2.78484e-16j -0.000465184-1.16666e-17j 0.00118414+1.74699e-16j 0.00277006-8.89067e-17j 0.000831179-1.14916e-16j -0.00178337-1.26623e-17j 0.00136188-4.78275e-16j -0.00192269-4.55406e-16j 0.00114672+6.40046e-16j 0.00349805-6.70183e-16j 0.00222296+5.06967e-15j 0.0018748+2.49632e-17j 0.00351067+2.856e-17j -0.00042011+1.16955e-18j 0.00037065-2.87034e-17j 4.41066e-05+6.61175e-17j 0.000609974+1.33486e-17j 0.000416373+1.90353e-17j 0.00298829+2.31125e-17j 0.000742211-4.53737e-17j -0.00260957-2.2685e-18j 3.10983e-05-2.05117e-17j -0.000128801-5.16498e-17j 0.00595386-1.01022e-17j 0.0008871+9.25118e-18j 
-0.00292464-1.47697e-15j 0.00207408-3.2451e-16j 0.00312268+2.58067e-17j -0.00215201-3.18097e-17j -0.00139872+7.06167e-18j 0.0016003+1.20899e-17j 0.000608598-3.09937e-17j -0.00135904-6.45532e-18j 0.00138792-1.04068e-17j -0.00226168-1.54779e-16j -0.000959699+3.79123e-17j -0.00148506+3.51765e-17j 0.000920829-6.15707e-18j -0.0010815+1.56861e-16j -0.00125497+9.01529e-17j -0.00169283+2.76155e-17j 0.00255091-3.54946e-16j -0.000356318-2.073e-16j 0.00232995-3.56615e-16j 0.00169522-2.73502e-16j 0.00261885-1.1898e-16j 0.00102677+4.87119e-17j 0.00304781+1.43361e-16j 0.000892048-1.02605e-16j -0.00215618+1.05685e-16j -0.00280231-3.32161e-16j 0.000175304+4.38156e-17j -0.000114811+1.62778e-16j -0.000355095+1.4328e-16j -0.000990763-2.73621e-17j -0.00443281+9.6624e-16j 0.000175183+4.41239e-16j 0.00101878+1.70579e-16j -0.00037577+1.92074e-16j 0.00311007+2.102e-17j -0.00111516-4.34256e-16j 0.000189312-1.51567e-16j 7.87526e-05-4.95073e-16j -0.000769736-2.95639e-16j -0.00327742-1.8002e-15j -0.00141268-5.79064e-16j 0.000918755+3.15837e-15j 9.63047e-05+5.107e-17j 0.000551424+1.00645e-17j -0.00183561+2.60665e-18j 0.0010082-1.49217e-17j 0.000248517-3.11171e-17j 0.000520302-2.20285e-17j -0.00116865-5.99514e-17j 0.000846344-1.80708e-17j -0.00194773+4.92503e-17j 0.00143587+5.80889e-17j 3.87323e-05+2.66133e-17j -0.00396598-1.61567e-17j 0.00169649-8.68087e-17j -0.00255302+3.17275e-16j 
-0.000455369-8.97993e-17j 0.000712294-3.13077e-17j 0.000342909-1.14141e-16j -0.000460626+5.7372e-17j -0.000430811+2.16361e-17j 0.000269021-3.79642e-17j 0.000682139+3.5821e-17j -0.000520476+2.7146e-17j 0.000145933-5.24387e-17j -6.9227e-05+8.98666e-17j -0.000181856+1.43717e-17j -0.000247733+5.84916e-17j -0.000365219-3.04503e-17j -0.000122091+2.3214e-17j -0.00048337+1.36795e-17j -0.000666423+4.63027e-17j 0.000329989-8.14298e-17j 0.000151273-1.67155e-16j 0.000548896-1.79174e-16j 0.000446535-1.3232e-16j 0.000679399-1.07353e-16j -0.000102301-3.1679e-17j 0.000638856-1.18717e-16j 0.000380129+3.33658e-17j -0.000326303+6.59504e-17j 0.000217952+1.8657e-16j -0.000451186-6.9579e-17j 8.00287e-05-5.11169e-18j -0.000447823+1.01469e-16j -5.3914e-05+4.71005e-17j -0.00117859+3.33227e-16j -6.16271e-05+8.24505e-17j 5.88617e-05+2.91718e-17j 0.000478493+1.43898e-16j 0.00079431-4.69055e-17j -4.98031e-05-4.58825e-17j -0.000243353-9.41764e-17j 8.88183e-05-4.63085e-17j -0.000170444-4.83415e-17j -0.000450358-1.4009e-16j 0.000129734-1.04586e-16j 0.000443932+1.22926e-15j -0.000325324-2.64073e-17j -0.000317737-6.11115e-18j -0.000166795+6.36892e-17j 0.000338006+6.91217e-18j 0.000181094-1.22469e-17j 0.000239545+3.77936e-18j -0.000439232+2.1026e-17j 0.000670482+2.52556e-17j -0.000350778+6.55583e-17j -6.96375e-05-8.11599e-17j 0.000106168+1.36057e-18j -0.000705866+1.0891e-16j 0.000663612+7.42832e-18j -0.000378002+1.38967e-16j 
0.000208492+2.22775e-16j 0.000628515+1.04904e-16j -0.000236131-1.16274e-17j 0.000911654+1.38906e-16j -0.000867548-1.25156e-16j 0.000165102+3.37277e-17j 0.000750838+8.82842e-17j 0.000933484+1.44877e-16j -0.000621224-9.95113e-17j 0.00124673+2.38166e-16j 0.000560225+7.61317e-17j -5.97187e-05-3.31518e-17j 4.69748e-05+3.81113e-18j 0.00015172+3.05792e-17j -0.000526462-6.27894e-17j -0.000465611-8.85211e-17j 0.000666051+3.68994e-17j 0.000288655-2.67015e-19j -0.0014768-1.8139e-16j 0.000311976+1.13031e-16j -0.000505199-6.41697e-17j -0.00056674-7.21418e-17j -0.000304751-8.83817e-17j 0.00048825+1.85077e-16j 0.000222635+3.26595e-17j 0.000525689+1.39849e-16j -0.000670339-1.88851e-16j -0.0014656-3.50781e-16j -0.00193745+5.33514e-16j 0.00105411+1.71725e-16j 7.61798e-06+4.17279e-17j -3.13179e-05+2.55262e-17j -0.000663189-1.20179e-16j -0.000306838-4.65669e-17j 0.000266481+5.55319e-17j -0.000140551-9.83611e-17j 0.000145095+8.93215e-17j 0.000676576-4.45729e-18j -0.000927914-2.33525e-16j 0.000446863+3.19556e-16j 0.00107365+1.98034e-16j 5.33719e-05-2.63188e-16j 5.51459e-05+1.74805e-17j 4.142e-05+3.89575e-18j 0.000247975+4.09863e-17j 5.6395e-06-1.40145e-18j 0.00112921+1.46976e-16j 0.000598063+7.19178e-17j 0.000876877+1.47078e-16j 0.000805367+1.08086e-16j 0.000374819+4.26732e-17j -0.000839579-1.09726e-16j -0.000771345-1.25193e-16j 6.17628e-05-1.94275e-18j 0.000620978+5.55459e-17j 4.3727e-05+3.30326e-18j 
0.00202924+1.31271e-15j 0.000293058+2.18644e-16j -0.00291496-1.11e-16j 0.0001102-5.24317e-17j 0.0017329+1.36548e-16j -0.00138043-1.0251e-16j -0.000180849-7.67435e-17j -0.000530705-8.46546e-17j -0.000178307+5.08059e-17j 0.000205615-9.92e-17j -0.00053241-8.07355e-18j 0.00170364+4.85075e-17j 0.000820106+5.21685e-17j -0.000678138-1.18661e-16j 0.00116032-8.58225e-17j 0.000208914+4.11893e-16j -0.00303761+4.34192e-16j 0.000812083-5.08524e-16j -0.000151359+1.47984e-16j -0.00133848+2.6956e-17j -0.000635581-2.29612e-17j -0.00134402-3.19728e-17j -0.00222688-7.44653e-17j -0.00119619-2.37489e-16j 0.000409477-1.46422e-16j 0.00269711+3.97281e-16j -0.000282327+2.17933e-16j 0.00105635+4.12487e-17j 0.000900138-4.20248e-17j -0.0009751+1.14614e-16j 0.00351715-7.4886e-16j -0.00124094-2.92397e-16j 0.000410263-4.01505e-17j 0.00204427-5.01614e-17j -0.00119405-2.19674e-16j 0.00136664+4.20335e-16j -0.00150286+3.77155e-17j 5.24915e-05+5.11733e-16j 0.00115492+6.29884e-16j 0.00229499+1.24358e-15j 0.000590627-1.76276e-16j 0.000575632+1.39979e-15j 0.00025317+3.03476e-17j 0.00133822+2.38824e-17j 0.000891556-2.44105e-17j -8.46733e-05-6.98743e-17j -0.00226814-8.48364e-17j -0.000947548-6.91066e-17j -0.000419903-7.33174e-17j -0.000556011-9.86838e-17j 0.000969101-6.7538e-18j -0.00102144+2.19726e-17j 0.00129112+1.1213e-16j 0.00269547+1.18443e-16j 0.000646562+1.72826e-17j 0.00217386-1.32005e-16j 
0.000135314+4.06774e-17j -0.000224777+5.81949e-17j -0.00054533+3.86705e-17j -0.00133085+1.02949e-16j 0.0012233-1.13411e-16j -0.000250893+7.86102e-18j 0.000205906-5.99562e-18j -0.00191184+1.53445e-16j 0.000809362-7.53463e-17j -0.000565079-1.81589e-17j -0.00144621+1.8215e-16j 0.000377349-3.01129e-17j -0.00122225+1.11845e-16j -0.000655861+3.2609e-17j 6.50043e-05-3.15077e-17j -0.000100228+1.93226e-16j -0.00181177+4.99023e-16j 0.00074757-1.00417e-15j 0.00280792-4.8994e-16j -0.000763232-6.57919e-17j 0.00108902-1.89522e-16j 8.61032e-05+8.07041e-17j -0.000544502+7.19756e-17j -1.99054e-05+2.05397e-17j -0.000215655+3.75108e-17j 0.0012601+6.24951e-17j -0.000855266+2.65891e-16j 0.00211738-5.21583e-17j 0.0019189-1.00482e-15j -0.00204324+3.04474e-16j -0.000145274-2.26439e-16j -0.000200832-3.26242e-17j 0.00092544-2.43452e-17j 0.00248037-2.01302e-16j 6.62149e-05-5.74077e-17j 0.000528255+3.7411e-17j -0.00117711+9.54217e-17j 5.76349e-05+6.20487e-16j 0.00119737+5.13027e-16j 0.000213725-1.22208e-17j -0.000926056-2.69744e-16j 0.000791061+2.49606e-15j -0.00131317+1.05845e-16j -0.000572305-2.33721e-18j 0.000392092-7.3639e-17j 0.000844042-8.05162e-17j -0.00165483+1.87848e-16j -0.00040846+5.6701e-17j -0.00149265+8.97593e-17j -0.000184483+2.52641e-17j -0.000510323+6.01865e-17j 0.000113167-4.66505e-18j 0.0012731-9.3847e-17j 0.00035277-3.44452e-17j -7.50392e-05+4.25533e-17j 0.000373604-7.11443e-17j 
0.000358933+4.77146e-16j 0.00219936+9.73987e-17j -0.000966068+1.23936e-17j 0.000437078-2.5267e-17j -0.0011276+2.35461e-17j 5.60812e-05+1.01211e-17j 0.00200912-6.89472e-18j 0.000120139-3.17575e-17j -0.000644969+7.79152e-18j 0.0014897+5.33334e-17j 0.000254297-4.09395e-17j 0.000239955-1.87791e-17j -7.39549e-05-1.40214e-17j -0.000278986-3.91749e-17j -0.000949836-7.11093e-17j -0.00164704+1.83502e-16j 0.000161681+1.37828e-16j 0.00089843-5.19696e-16j -0.00114264-3.47187e-17j 0.00064306-4.20489e-17j 0.000215027-4.66182e-17j -0.00149696+4.71813e-17j -0.000167666-1.17176e-16j 0.000693511+1.43133e-16j -0.000112643-6.44718e-17j 0.00213636+3.32202e-16j -0.00162501-1.16836e-16j -0.00131625-1.74229e-16j -0.00288283+1.24111e-15j 0.000928839+8.7954e-17j -0.000458639+4.28195e-17j -0.000714194+1.12553e-16j -0.000588268+5.56599e-17j 0.00117371+1.50843e-16j 0.00118326-9.10013e-18j 0.000331632-8.40569e-17j -0.000841198-1.22136e-17j 0.00095695-4.63106e-17j -0.000988742-3.31387e-17j 0.000759422+4.01441e-16j 0.00188743-3.13054e-16j 0.00104553+2.27678e-15j -0.000242373-2.99389e-17j 0.000168153-4.22015e-18j 0.000357006+2.21647e-18j 0.00047238+2.85066e-17j 0.000775523-3.66547e-17j 0.000731864-8.24802e-18j 0.000200515-1.28742e-17j 0.00192317-2.58923e-18j 0.000321183-2.72152e-17j -0.00160196+2.44687e-18j -0.000246495+8.80933e-18j 1.96201e-05-1.55944e-17j 0.0022505-1.07025e-17j 0.000347673+5.48447e-18j 
6.82379e-05+2.12583e-16j 0.00147746+5.49822e-17j -0.000475358+1.98964e-17j 0.000104227+9.03176e-19j -0.000738264-2.20312e-17j 0.000180205+1.37051e-17j 0.00145691+1.90289e-17j -0.000139701-1.73398e-18j -0.000264951-2.11833e-17j 0.0010034+5.41915e-17j -0.000113798+1.86788e-17j 6.80999e-05-2.75821e-17j -0.000296953-2.96795e-17j -0.000353496+7.94891e-18j -0.000818849-4.70703e-17j -0.00119749+1.14315e-16j 9.9042e-05+1.30688e-16j 0.000781671-5.75021e-16j -0.000264869-1.34721e-16j 0.000374403-2.6451e-17j 0.000387069-5.85717e-17j -0.000888438+4.52127e-17j -0.000160237-4.39398e-17j 0.000661717+1.4559e-16j -0.00018873-6.93276e-18j 0.0014215+2.33512e-16j -0.00137524-6.1777e-17j -0.000775009-1.29394e-16j -0.00183703+7.2403e-16j 0.000279507+1.252e-16j -0.000630546+1.96502e-17j -0.000396419+9.37929e-17j -0.00025645+2.22693e-17j 0.00111538+8.52539e-17j 0.000987796+5.40466e-18j 0.000140877-9.71436e-17j -0.000660668+2.19243e-17j 0.000850207+8.5365e-17j -0.000666522+7.80806e-17j 0.000380775+1.73459e-16j 0.00104876-2.48967e-16j 0.000841422+1.98865e-15j -0.000480613-1.44919e-17j -1.5741e-05-4.29313e-17j 0.000263841-3.34827e-18j 0.000576746+8.38069e-18j 0.000483244+2.42937e-17j 0.000587194+1.15788e-17j 1.52333e-05-2.64859e-18j 0.0013454+3.02312e-17j 2.60251e-05-5.31163e-18j -0.00104469-5.49091e-18j -0.000141695-1.27225e-17j -0.000192078-2.59264e-17j 0.00151113-3.39045e-18j 7.89229e-05+1.0488e-17j 
4.17768e-05+1.37193e-16j -5.87773e-05-1.39794e-16j -7.58289e-05-1.59672e-16j -0.000197824-1.63371e-16j 0.000416951+4.9309e-16j -0.000113264-1.58212e-16j -0.000498824-5.39277e-16j -8.29813e-05-7.1586e-17j 0.000232351+2.29954e-16j -0.000550291-5.33495e-16j -0.000235057-2.42504e-16j 0.000181228+2.27662e-16j 0.00068614+6.56677e-16j -0.000313357-3.13634e-16j 0.000356065+3.70479e-16j 0.000203583+3.05572e-16j -0.000296367-3.64808e-16j -7.01891e-05-6.28753e-18j 0.00020256+2.21399e-16j -0.00023767-2.99742e-16j -5.45262e-07-5.19187e-17j 0.00010963+7.8247e-17j -0.000194359-2.78085e-16j -0.000365406-4.76859e-16j -0.000198956-1.68358e-16j -0.000368649-3.53227e-16j 0.000404467+4.30552e-16j 0.000223644+2.6587e-16j 0.000599512+4.62328e-16j -0.000471776-5.00805e-16j 0.000573621+5.90428e-16j -0.000151901-1.82146e-16j 0.00033321+3.11083e-16j -5.33272e-05-3.67982e-17j -0.000141103-2.56526e-16j 4.89524e-05+1.15469e-16j -6.49773e-05-6.52225e-17j -9.16507e-05+5.45757e-18j 0.000247778+3.61945e-16j -1.3453e-05+6.42136e-17j -0.000414624-4.46758e-16j -2.56102e-05+4.08827e-17j 0.000336273+3.18466e-16j 0.000660236+6.57813e-16j -0.000155875-1.02005e-16j -4.51599e-05-6.22538e-17j -0.000622034-6.49435e-16j -0.000300382-3.18557e-16j -7.61946e-05-5.96677e-17j -0.000509628-5.6887e-16j -2.68583e-05+1.15152e-17j 0.000267892+2.47448e-16j 0.000236548+2.5491e-16j 0.000133799+2.50071e-16j -4.0853e-05-1.09281e-16j 0.00011093+1.69382e-16j 
-0.00136148-6.46322e-16j 0.000909708-1.54009e-16j 0.00153679-5.47481e-17j -0.000708734+3.26278e-18j -0.00137678+2.59795e-17j 0.000767298-1.957e-17j 0.00110831+1.27293e-17j -0.000599416-1.49103e-17j 0.000116111-3.32672e-17j -0.000276619+1.2842e-17j 0.000295912-1.7875e-17j -0.00100998+5.4652e-17j -0.000990848-4.87817e-17j 0.000456623+8.44684e-17j -0.00101547+8.83254e-17j -0.00102804-6.47124e-17j 0.00167749-2.82951e-16j -0.000384401+1.50329e-16j 0.000575221-1.39399e-16j 0.00139083-1.96539e-16j 0.00117892-7.27117e-17j 0.00027772+2.38087e-17j 0.00221866-4.22627e-17j 0.000850839+5.59954e-17j -0.000477592+9.23832e-17j -0.000577062+1.92643e-17j -0.00023735-9.35986e-17j -7.37892e-05+1.33625e-16j -0.000964915+3.18292e-16j 0.000752637-5.48261e-17j -0.00317641+7.7131e-16j 0.000342343+2.58021e-16j -0.000256298+1.27837e-16j -0.000337544+2.02937e-16j 0.00148526+1.88783e-17j -0.00045526-1.89597e-16j 0.000298688-2.00511e-16j -0.000367601-6.00822e-16j -0.000558509-4.44629e-16j -0.00156798-7.73829e-16j 0.00023186-1.12934e-16j 0.000310785+8.27349e-16j -0.000380167-3.06348e-17j -0.00127318-1.76297e-17j -0.000641041+4.38561e-17j 0.000223115+1.73681e-17j 0.00122805-7.18376e-17j 0.000597693-2.59403e-17j -0.00064681-3.21382e-17j 0.00130239+1.21187e-17j -0.000772173+4.43758e-17j 0.000337564-2.38372e-17j -0.000231891+2.39239e-17j -0.00199236+5.38663e-17j 0.000686511-3.50111e-17j -0.00130175+2.03896e-16j 
0.00021403+1.33416e-17j -0.00117321+3.19311e-18j 0.000110035-4.23737e-17j 0.000697411+3.85151e-17j 0.000385263-7.54984e-18j 0.00012675-1.69288e-17j -0.000796957+2.2934e-18j 0.000854183+3.4853e-17j 1.45632e-05-3.10953e-17j 0.000537369+5.03508e-17j -0.000219836+5.10655e-17j 1.13242e-06+1.54848e-18j 8.81528e-05+3.43773e-17j -0.000176359-1.05985e-18j 0.00011461+7.15328e-17j 0.00085892-1.37495e-16j -3.67955e-05-1.17333e-16j 0.000231717-1.41525e-16j -0.000195366-4.21006e-17j -0.000790752+1.1911e-16j -0.000766931+1.85189e-17j 0.000504331-4.45111e-17j -0.0012909-3.39865e-18j 0.000118635+6.60777e-17j 0.000299131+7.11743e-17j -0.000703541-5.87561e-17j -0.000108136+1.34042e-17j -0.000593278-7.07058e-17j 0.000329542-1.85982e-16j -0.000427475+6.02607e-18j 0.00104936-1.82396e-16j 0.000483193-1.66477e-16j 2.64102e-05-1.02555e-16j -0.000412759-1.03809e-16j -0.000747584+9.01853e-18j -0.000384421+9.60105e-18j 0.000452753+1.59693e-16j 0.000719595+4.39344e-16j -0.000188415+3.51808e-16j 0.000391177+2.35013e-16j -0.000608975+2.1613e-16j -0.000525626-1.30703e-15j -0.000216199+4.67146e-17j 0.000265132+1.34411e-17j 0.000348429+1.12872e-17j 0.000104354-2.18828e-17j 0.000189929+5.69975e-18j 0.000133141-5.74056e-18j 0.000953926+3.29972e-17j -0.00085967+6.57227e-18j 0.000161193+3.0446e-17j 5.93541e-05-2.2272e-17j -0.000606446-6.94236e-18j 0.000478743+4.12459e-17j -0.00112633+1.6999e-17j 3.88437e-05-1.00951e-19j 
0.000134611+2.06517e-16j 0.001094+4.6881e-17j -0.000714987+1.9341e-17j -0.00106107-2.37837e-18j -0.000100037+2.87178e-18j -0.000403665-8.75137e-18j 0.00145266-3.10905e-17j -0.00174824+1.30569e-17j -4.00678e-05-2.73729e-19j -0.000186326-5.70041e-17j -1.7464e-05+1.56669e-18j 0.000190796+1.4086e-17j -0.0014948+3.418e-17j 0.000415486-3.7254e-18j -0.000244671-4.77422e-17j -0.00105653+2.4221e-16j -0.000866042+3.31107e-16j 0.000107277-2.60009e-16j 0.00108499-1.35121e-16j 0.000657682-1.90313e-16j 0.0011363-1.14928e-16j -0.000802968+9.68494e-17j 0.00123285-3.5258e-17j 3.10523e-05-3.09052e-17j 1.64762e-05-5.99547e-17j 0.00216644+2.15449e-16j -0.000588306+9.62839e-17j 0.00163434+9.5775e-17j 6.27346e-05-4.54582e-17j 0.000185831+1.04974e-16j -0.00137514+1.96955e-16j -0.000568389+1.44573e-16j -5.33294e-05+1.34858e-16j 0.00173501+5.5682e-17j 0.000653572-5.93496e-17j 0.000847312+6.34994e-17j -0.00106036-1.83264e-16j -0.000904441-3.37238e-16j 0.000722151-2.16369e-16j 1.82221e-05-3.63436e-17j 0.000892198-2.91641e-16j 0.00089928+2.22087e-15j -0.000654789-4.19208e-18j -0.00136502+4.94369e-18j 0.000115998-4.03616e-17j 0.00012491-1.55806e-17j -0.000474786+5.49583e-18j -0.000181543-4.23588e-18j -0.00172596-9.82444e-18j 0.00133743-2.43241e-17j -0.000162434+1.4964e-18j -0.000409335+1.85993e-17j 0.00116661-4.92675e-18j -4.06852e-05-1.3419e-17j 0.00113407-4.57466e-20j 0.000355995-2.26254e-17j 
0.000412425+8.83256e-17j -0.000452945+9.62249e-17j -0.000585472+1.32634e-16j -0.000666727+8.41451e-17j 0.000560831-9.85296e-17j -0.000711426+1.25305e-16j 6.13804e-06+2.18019e-17j -0.00112513+1.48916e-16j -8.40353e-05+4.28814e-17j -0.000718549+8.60095e-17j 0.000396074-1.15848e-16j 0.00026205-4.5214e-17j -0.00108492+9.62522e-17j 0.000918303-1.58627e-16j 0.0006374-1.78389e-16j 0.000253499+3.55295e-17j -0.000987836+3.78553e-16j -0.00064207+5.43892e-16j 0.000594835+5.88195e-17j 0.000198457-1.2363e-16j 0.000280467-2.63556e-17j -0.000135963+7.15065e-17j 0.00102087-1.52718e-16j -0.000669295+2.37224e-17j 0.000465416-1.37016e-16j 0.000998373-1.00933e-16j 0.000748181-8.73895e-17j 0.0019674-1.2303e-16j 0.0014516-8.28305e-16j 0.000328557-8.91361e-17j -0.000183364-1.49181e-17j -0.000204067+7.55067e-17j -7.04356e-05+8.35204e-17j 0.000390453-4.14873e-17j -0.000625881+8.26425e-17j 0.000757555+5.38382e-17j -0.000305615-1.37441e-16j -0.00163144-1.36757e-16j 0.00120861-5.27468e-16j 5.84509e-05-1.90367e-18j 0.000235744+1.54973e-17j -9.14982e-05-2.99364e-16j -1.9685e-05-9.0476e-17j -0.00125331+1.35483e-16j 4.40514e-05-1.73151e-17j -0.000627582+1.25954e-16j -0.000700404+1.44304e-16j -0.000704569+1.38479e-16j -0.00132145+1.85533e-16j 1.82864e-05+6.66045e-18j 0.000132319-5.72659e-17j 0.000332677-5.04644e-17j 0.00107079-1.77987e-16j 0.000570617-1.27396e-16j -0.00041781+6.5184e-17j 0.00053999-1.8883e-16j 
0.000273853+7.15022e-17j -0.000809877-2.39449e-17j -0.000199376-1.89116e-18j -0.00039522-4.68526e-17j 0.000796027+8.65516e-17j -0.000610628-8.40646e-17j -0.00106645-1.92707e-16j -0.000368557+7.29015e-18j 9.41229e-05+4.31414e-17j -0.00128785-3.02035e-16j 0.000388925+5.10343e-17j 0.000265953+5.97883e-17j 0.000384776+2.42169e-16j 0.000556606+2.95199e-17j 0.0010776+1.31443e-16j 0.000813509+1.06496e-16j -0.000609389+4.52367e-17j -0.00094646+5.73577e-16j 6.16093e-05+9.24371e-17j -6.93877e-05+2.2257e-17j -0.000190249+3.94282e-18j 0.000299465-1.21279e-17j 0.000665024+1.73458e-16j -0.00106796-4.10449e-16j 0.000215035-8.85062e-17j -0.000479418-3.0181e-16j 0.00160283+3.68467e-16j 0.00135154+2.33229e-16j 0.0018041-4.94505e-16j 9.45053e-05-2.50299e-17j 0.000740312+6.98841e-17j -0.000126634-9.20876e-17j 0.000183192+3.53331e-17j -0.000735139-2.79007e-16j -0.000923264-1.25262e-16j 0.000401772+2.19038e-16j 0.000212138-5.7519e-17j -0.00150829-5.77262e-16j 0.00103714-2.21004e-16j -0.000149273-1.09081e-16j -0.000420219+1.36513e-16j -0.00055215-1.46123e-15j 0.000814873+2.21515e-16j -1.99928e-06+1.71371e-16j -0.000316727-1.10225e-16j -0.000864405-1.62462e-16j -0.000929179-1.23866e-16j -0.00090664-1.33953e-16j -0.000643807-4.53173e-17j -0.000942507-1.69683e-16j 0.000171538+1.70044e-17j 0.000836566+1.39026e-16j 0.000739573+8.33034e-17j 0.000517605+3.59807e-17j -0.000812199-2.94363e-17j 0.000377112-2.84823e-17j 
