-0.0940107+1.77444e-14j 0.23473+9.08335e-15j 0.115374-7.31396e-17j 0.120846+1.3168e-16j -0.191901+8.96742e-16j -0.0815614-4.56608e-15j 0.245897-3.50464e-16j -0.244223+5.64931e-14j -0.154982-1.28817e-14j -0.0209826+1.099e-14j 0.309908-1.57944e-14j -0.0784754+1.46058e-14j -0.0484402+3.15684e-15j 0.197642-2.29224e-14j -0.170559+1.96761e-14j -0.277198+1.18963e-14j 0.116714-2.55213e-14j 0.166175+3.66202e-15j -0.143505-1.20189e-14j 0.238288-1.31834e-14j 0.0467315-1.00395e-16j 0.175076+4.89383e-14j 0.0729266+8.04992e-15j 0.285615-3.4129e-14j 0.0833066-2.14572e-14j -0.0182058+3.81588e-16j 0.206376+3.96875e-15j -0.0890421+3.39227e-15j 0.0721576+6.36262e-14j 0.153323-9.18894e-13j -0.0769943-3.65456e-13j 0.339938-2.51243e-14j 0.0331631-1.88242e-14j -0.0071345-1.12849e-15j 0.0303197-9.90828e-17j -0.0087204+9.80847e-17j -0.00825716-4.51103e-16j -0.00234934+2.31949e-16j 0.000804108-4.27778e-16j -0.00419552+2.0615e-16j -0.0144147+3.26728e-16j 0.0137045+1.31549e-16j -0.00748582-2.96269e-14j -0.014133+1.52796e-16j 0.00062495+3.46012e-16j -0.0114657-6.8377e-16j 0.00666728+4.91228e-16j 0.0133237+5.9077e-17j 0.000353815+6.90465e-17j -0.0157287-1.96468e-16j 0.00561642+2.00312e-15j -0.00542701-1.65692e-15j -0.00803402-9.06709e-17j 0.00517648+9.00119e-16j -0.0237987+9.42901e-16j 0.00348142-3.38421e-16j -0.00876899-5.29616e-16j 0.00849042-2.10019e-16j -0.000887699-9.40366e-16j 0.0165366-3.7112e-16j 0.00209783+2.50283e-16j -0.0227617-1.12492e-15j -0.0152398-3.90101e-16j -0.0081633-3.08707e-16j 0.00719473-3.97729e-16j -0.0457488-2.68299e-16j 0.00462833+1.92146e-16j 0.0115055-1.17995e-16j 0.0357339+2.84828e-16j 0.00478952+2.84602e-16j -0.0829636+1.02071e-14j -0.00852148-3.04981e-14j 
-0.00142329-1.20611e-15j 0.000783061-1.08219e-17j 0.00080179+2.79849e-16j -0.00101542-3.01403e-16j -0.000490631-2.04707e-16j -0.00071003-2.64054e-16j -0.000401063-7.11964e-17j -0.000358779-8.84653e-17j 3.98689e-05+6.65888e-18j -0.000346124-1.38398e-16j 0.000206933+1.32381e-16j -0.000230993-8.86654e-17j 0.000347169+9.42238e-17j 0.000213528+9.88526e-17j 0.000419394+6.85308e-17j 0.000296347+1.05424e-17j -0.000320676-5.30209e-17j 0.000345783+1.53234e-16j -2.36615e-05-6.8894e-17j -0.000139188+3.22134e-17j -0.000478429-1.57715e-16j -0.000174826-9.66818e-17j -0.000805608-2.69374e-16j -3.36905e-06+7.02079e-17j -0.000197467-5.20918e-17j -0.000140341-5.80855e-17j -0.000705659-1.87581e-16j 0.000719869+2.34668e-16j 0.000559141-2.90594e-16j -0.00116965+7.11661e-15j -0.000980156-6.39056e-15j -0.00044881-3.80488e-16j -0.00202326+5.60532e-16j 0.000538247+2.61231e-16j -0.00178648-5.76151e-16j -0.000729056-2.21811e-16j -0.000850879-2.35667e-16j 0.00218339+6.90596e-16j -0.00119474-3.6922e-16j 0.00170214+5.7114e-16j 0.0012063+3.98058e-16j 0.000471909+1.48446e-16j -0.00029478-1.25347e-15j -0.00122216-4.30887e-16j 0.000306289+1.78547e-16j -0.00229451-8.31892e-16j 0.00350629+1.10368e-15j 9.81343e-05+5.21452e-17j 0.00255202+1.17335e-15j 0.00125206+3.92463e-16j 0.000393368+1.96066e-16j -0.000411956-1.50655e-16j -0.00144875-6.3259e-16j 0.000853659+3.1294e-16j -0.00186576-5.74236e-16j 0.00177528+6.04465e-16j -0.00160947-4.96474e-16j -0.00153592-4.1324e-16j -0.000460222-2.06493e-16j 0.00187895+6.28013e-16j 0.00199037+7.30281e-16j -0.00119007-4.50259e-16j -0.000319621-1.30868e-16j -0.00146153-4.70439e-16j 0.00117275+3.98735e-16j -0.00103518-3.98627e-16j 0.00151956+4.9377e-16j -0.00174204-5.53772e-16j 0.000357649+1.72914e-16j 0.00250149+8.63287e-16j -0.00177528+1.37341e-16j 0.000900723-2.08905e-15j 
0.000988839-4.431e-16j -0.00345106-4.40986e-16j 0.000583962+3.05388e-18j -0.000300463+3.50188e-17j 4.27453e-05+1.05049e-17j 3.75914e-05+3.54247e-17j -0.000937263+1.11029e-18j 0.000652201-1.15353e-16j 0.000248094+2.30375e-17j -2.09846e-05-7.73625e-19j -0.000585326-2.80812e-19j -0.000329394-1.31402e-17j 0.000500278-3.47173e-17j -0.000300001+3.13969e-17j 0.000264267-4.58211e-17j 0.00047363-1.68855e-17j -4.70486e-05+3.09043e-17j -0.000226637-1.7713e-17j -6.22795e-05+1.32429e-17j -3.6628e-05+2.89431e-17j -5.69653e-05+2.77244e-17j -0.000318469-9.66561e-17j -0.000294617+1.64216e-17j 9.39299e-05-1.78974e-17j 0.000188325+2.78292e-17j 0.000247962+4.55517e-18j 0.000268169+2.08565e-17j -0.000950717-8.14985e-17j -0.0025229+1.65542e-16j 0.000532346-4.2974e-15j 0.000692685+4.45827e-15j 0.000793498+2.79341e-16j -0.000541986+3.26705e-16j 0.0010169+5.48045e-17j 0.000725965+8.22635e-17j 3.31531e-05-1.32605e-17j -0.00194855-5.56479e-17j -0.00188031-1.71386e-16j 0.000599617+8.85895e-17j -0.000469368-9.52297e-17j -0.00170414-1.13789e-16j -0.000124839-8.8995e-17j 0.00216646+8.63014e-15j 0.0024649+4.17371e-17j -0.00155351+2.8161e-17j 0.00026628+6.93104e-17j 0.000896183-1.62085e-16j 0.00141487+1.01766e-16j -0.000679214-1.36817e-16j 0.00282871+8.83649e-17j -0.0015851-4.30191e-16j -0.000523587+2.24194e-16j 0.0022414+1.73804e-16j -0.00108898-5.53642e-17j 0.00121002+1.02464e-16j 0.000913725+7.17556e-17j -0.000380813+8.59755e-17j -0.00182733-3.22826e-17j -0.00234157-6.29759e-17j -0.00204891-6.86907e-17j -0.000386172-1.46608e-16j 0.0019409+1.85986e-16j 0.000699128+7.0579e-17j 0.000519829+7.72454e-17j -0.00213971-1.809e-16j 0.00239222+1.22786e-16j 0.000259074-5.20461e-17j -0.0011831-6.98127e-20j 3.92469e-05+9.86816e-18j -3.91846e-05-7.3474e-17j 0.0043699+1.7177e-16j 0.00130385+2.93291e-16j 
-0.00140466+1.68592e-15j 0.007521+8.29105e-16j -0.00121594+1.12153e-17j 0.00232149+3.25225e-18j -0.000556332+1.48007e-18j 0.000142641-4.10995e-17j 0.00408315-1.00682e-17j -0.00210019+4.75842e-16j -0.00136276-1.63711e-16j 0.000740197+1.34386e-16j 0.00264272-1.05801e-16j 0.000896423+9.13315e-17j -0.00195843+1.06409e-16j 0.00131828-1.82601e-16j -0.00212525+2.05946e-16j -0.00297987+1.09571e-16j 0.00129759-1.91413e-16j 0.000738707+1.33652e-17j -0.00015744-2.20716e-17j 0.00160802-1.2238e-16j 0.00118754+9.80072e-18j 0.00173935+5.48716e-16j 0.0021285+9.47287e-17j 0.00130794-1.276e-16j 0.000522199-1.17726e-16j -0.00104465-6.22588e-18j 0.000673208+3.9277e-17j 0.000775458+9.85973e-18j 0.00465096+2.76056e-16j 0.00100926-4.23996e-15j -0.00139606-8.13107e-15j 0.000938344-4.11346e-16j 0.00264086-1.48979e-15j -0.00211814-9.96606e-17j -5.90358e-05+2.26941e-17j 6.83852e-05+3.74097e-17j 0.00439977-2.2402e-17j 0.00174447-3.70264e-19j 9.91418e-05-5.49448e-18j -0.000550666-1.28898e-17j 0.00210744-4.39781e-17j -0.000504398+8.36658e-17j -0.00369051-1.44702e-14j -0.00410377+2.31224e-16j 0.00321708-1.86973e-16j 0.000892864+5.70463e-17j -0.00423334+1.68296e-16j -0.00243923-6.29873e-17j -0.000906623-3.29567e-16j -0.00659977-2.15426e-17j 0.0027983+6.13786e-16j 0.00145412-4.40851e-16j -0.00377752-8.19684e-18j 0.00100651-5.90593e-17j -0.00105548+2.97144e-17j -0.00244471-1.7988e-16j 0.00171365-1.60201e-16j 0.00487347-3.91402e-17j 0.00495064+2.13347e-18j 0.002622-2.07167e-16j -0.00106743-1.58506e-18j -0.00277617-3.73572e-17j -0.000913816-1.57247e-18j 0.000349904+3.21427e-17j 0.0028771+1.20362e-17j -0.00433316+4.16558e-17j -0.00153721+2.30503e-17j 0.00359591+1.05163e-17j 0.000139178-3.49461e-17j -0.00155972-4.53065e-17j -0.00756976-2.46541e-16j -0.00307898+8.55708e-16j 
-0.000534229+4.77217e-16j 0.00122348-7.85923e-16j -0.000184529+8.08164e-18j -0.000258397+1.35515e-16j 5.26051e-05+8.3333e-17j -8.33851e-05+1.15485e-16j -9.42205e-05-1.453e-17j -0.000117713+1.70739e-16j 7.01985e-05+3.09637e-19j -0.000150884+1.19343e-16j -4.82865e-05-6.71241e-17j 5.93367e-05+6.70727e-18j 1.6357e-05-2.48074e-18j -1.03543e-05-7.62547e-17j 0.000227352-1.23564e-16j 0.000224987-7.88886e-17j -0.000230782+1.50895e-16j 5.37333e-05-1.05743e-16j 6.36046e-05+6.99055e-18j -0.000286782+1.12552e-16j -0.000210969+1.41001e-16j -9.71377e-05-5.09384e-17j -0.000224589+1.24348e-16j -0.000318266+1.54286e-16j -0.000257578+1.55308e-16j 2.0467e-05-7.16047e-19j -0.000344392+1.74727e-16j 0.00060202-3.72992e-16j 0.00106501-9.56376e-16j -0.00064684+4.85261e-15j -0.000285648-1.71032e-15j -0.000805627+3.19973e-16j -0.000159105+2.52187e-16j -0.000365956+1.35759e-16j -0.000598927+4.43244e-16j -4.56881e-05+1.93099e-16j 0.000610534-4.18393e-16j 0.00119354-6.64628e-16j -0.000537777+2.14305e-16j 0.000532338-2.89566e-16j 0.00095146-5.29218e-16j 0.000233737+5.56319e-17j -0.000974626-3.33608e-15j -0.00113088+8.37221e-16j 0.00055807-5.65513e-16j -0.000443666+4.00446e-16j 0.000247282-1.95799e-16j -0.000624812+2.67883e-16j 0.000799935-3.2324e-16j -0.000845864+5.6762e-16j 0.000688983-2.8834e-16j 9.85618e-05-2.03087e-16j -0.00101423+8.23613e-16j 0.000695365-2.72473e-16j -0.000790177+5.19782e-16j -0.000199313-1.60955e-16j -8.55185e-05+1.37299e-16j 0.000400005-2.75485e-16j 0.000818806-5.71621e-16j 0.00113077-7.60392e-16j 0.00058767-2.24302e-16j -0.00100524+5.22816e-16j -0.000385007+1.27505e-16j -0.000532106+2.34829e-16j 0.00114813-5.36348e-16j -0.00102193+7.65315e-16j 0.000146709-1.36691e-16j 0.000157286-3.7073e-17j -5.84662e-05-8.89435e-17j 0.000405213-3.88181e-16j -0.00195324+1.38869e-15j -0.000383626-2.79009e-16j 
-0.00223341+1.08432e-16j 0.00430762-3.19978e-16j 0.000282157+1.63834e-17j -0.000361441+3.38648e-17j -0.000856688+2.86664e-17j -0.000751511+1.18871e-17j 0.000524783-7.61142e-18j -0.000993435+2.80834e-16j -7.71494e-05+3.65631e-17j -0.00072544+3.47797e-17j 0.000843723-5.31611e-17j -0.000253317+2.65266e-17j -6.7275e-05+2.9396e-17j 0.000730382-1.16879e-16j 0.000226206-4.07613e-17j -0.000150874-4.01618e-17j -0.000405628+5.87299e-17j 0.000762151-3.66644e-17j -0.000320633-7.1969e-17j -4.10882e-05+5.13867e-17j -0.000674532+4.45322e-17j 0.000496224+1.07178e-16j -0.000461837+5.2568e-17j -3.56305e-05+9.81153e-17j -0.000500076+4.8649e-17j -4.42106e-05-4.96252e-18j -0.000493936+8.95312e-17j 0.00175825-1.15467e-16j 0.0031368-1.06867e-15j -0.00169574+1.19696e-14j -0.00139595-8.76483e-15j -0.00144161-2.47601e-16j -0.000533769+3.41661e-16j -0.00030278+8.57906e-17j -0.00217373+1.56979e-16j -0.00141582+1.4454e-16j 0.0024432-2.21854e-16j 0.00260699-2.06403e-16j -0.000388918+5.39656e-17j 0.00106746-5.99493e-17j 0.00214837-2.05284e-16j -0.00100345+1.26399e-16j -0.00198506-7.53123e-15j -0.00421824+4.8519e-16j 0.00338026-2.56926e-16j -0.00215402+6.58371e-18j 0.000836731+9.44494e-17j -0.000930503+8.45496e-17j 0.00119819-6.77631e-17j -0.00325712+3.23889e-16j 0.00215151+2.4365e-16j 0.000855726-4.03118e-16j -0.0049825+1.44151e-16j 0.00032712+1.05407e-16j -0.00232265+2.31939e-16j 0.00156512-2.2694e-16j -0.00083912-1.32495e-16j 0.00191666-1.76129e-16j 0.00300472-3.41715e-16j 0.00346301-4.20022e-16j 0.000548924+5.06076e-17j -0.00228217+1.32352e-16j -0.000247994+2.18922e-17j -0.00051527+6.06988e-17j 0.00190335-1.58541e-16j -0.00421287+2.99531e-16j 0.000670767+2.71371e-18j 0.000249673-6.05979e-17j 0.000938503-9.98473e-18j 0.00212938-7.11891e-17j -0.00614758+1.25579e-15j -0.000565619-2.29348e-15j 
-0.00213943-1.50962e-15j 0.000499826-7.3463e-16j 0.00246485+2.68085e-16j -0.000649636-1.39164e-16j -0.00219238-2.08284e-16j -0.00159913-2.10333e-16j 0.000412215-8.23598e-17j -0.00137751+2.37421e-16j -0.00045931+2.41946e-17j -0.000903378-1.37116e-16j 0.00174208+5.36856e-18j -0.00119794-7.46667e-17j 0.000495832+1.11595e-16j 0.00143844-3.94478e-17j -0.000179289+1.18347e-16j -0.000879227+4.79931e-17j 9.67993e-05-1.55282e-16j 0.00140294+1.54948e-16j -0.00104024-2.37651e-16j 0.00122707+2.38644e-17j -0.0006491-1.33643e-16j 0.000933885+2.59137e-16j -0.000788346-1.31168e-16j 0.00168922-7.93488e-17j 0.00028255-1.33812e-16j -9.66492e-05+3.34241e-17j 0.000425528+4.21966e-17j 0.000200192+7.36612e-17j -0.000414516-3.50102e-16j -0.000612291+3.45708e-15j -0.00155173-9.03466e-15j 0.00158088-4.05486e-16j -0.00257641+1.16111e-15j 0.00202206+3.56295e-16j -0.0021285-2.33704e-16j -0.00239086-2.03398e-16j -0.00111023-1.71857e-16j 0.000473771+1.53618e-17j 0.000378004+7.91087e-17j 0.00110348+1.33458e-16j -0.000260752-5.74722e-17j -0.00156106-1.71671e-16j 0.00175909+7.26999e-15j -0.00132783-7.72315e-17j 0.00172802+3.61593e-16j -0.00354032-6.22913e-16j 0.004565+4.86714e-16j 0.00191617+2.76822e-16j 0.00117258+2.66138e-16j 0.00180972+3.57932e-16j -0.000148368-1.68375e-16j -4.31938e-05-3.11897e-17j -0.00303374-5.52589e-16j -0.00163695+1.60564e-16j -0.00158476-6.30653e-17j 0.00508847+4.67713e-16j -0.00274756-4.2687e-16j -0.00170576-2.41843e-16j -0.000915165-2.6826e-16j 0.0013593+6.57121e-17j 0.000649615+1.38169e-16j 0.000360243+8.30258e-17j 0.00101891+1.34332e-16j -0.000151772-7.1246e-18j -0.00147908-2.32887e-16j -0.00159372-1.63777e-16j 0.00215569+2.57414e-16j -0.0027981-3.62773e-16j 0.00184588+2.76969e-16j 0.00399399+5.45524e-16j -0.000567042+1.35132e-15j 0.00232744-3.69312e-15j 
-0.00116021+8.05702e-16j 0.00428153+4.4278e-16j -0.000472473-1.59046e-16j 0.00127862+8.16226e-17j -0.000254852+1.31678e-16j -2.50683e-05+6.51686e-17j 0.00290152+5.72048e-17j -0.00127319+3.38307e-16j -0.000991088-1.47663e-16j 0.00101131+2.0605e-16j 0.00175419-1.26397e-16j 0.000953261+1.71143e-16j -0.00145859-6.53555e-18j 0.00069465-1.71682e-16j -0.00162366+1.09349e-16j -0.00216333+7.17136e-17j 0.00114472-1.08194e-16j 0.000247399-7.58249e-17j 0.000337189+1.18628e-16j 0.00121909-1.28909e-16j 0.00115359+8.92458e-17j 0.000929438+2.65378e-16j 0.0015217+1.47861e-16j 0.000981442-2.04036e-16j 0.000673575-8.56803e-17j -0.00126143-6.45243e-17j -0.00012577-4.92454e-17j 0.000255427-8.42873e-18j 0.00228569+3.81758e-16j 0.000866916-4.30896e-15j -0.00141465-8.10411e-15j 0.00128422-4.88195e-16j 0.000463633-5.65199e-17j -0.00085483-1.48387e-16j -0.000540608+1.23657e-16j 6.8325e-06+1.50813e-16j 0.00130625+1.14303e-16j 0.00179117-5.87383e-18j -0.000624244-2.5776e-17j 0.000447646-5.86123e-17j 0.00145261+3.21953e-17j 0.000379431+1.1902e-16j -0.00189465-7.5957e-15j -0.00204836+1.00916e-16j 0.00111135-1.31467e-16j -0.000308949+2.19505e-16j -0.000535397-2.38698e-16j -0.00115702-1.56947e-16j 0.000805969-3.20594e-17j -0.00224647-1.97652e-16j 0.0013443+3.36234e-16j 0.00036192-1.66419e-16j -0.00171626+9.36291e-17j 0.0011567+4.63892e-17j -0.0012239+9.14897e-17j -0.000870484-3.5119e-16j 0.000256153+1.40735e-16j 0.00140603+1.70847e-16j 0.00180909+8.84301e-17j 0.00181745-1.10124e-16j 0.000516473-8.75224e-18j -0.00188766-1.07929e-16j -0.000734108-8.59917e-17j -0.000628413+1.90378e-17j 0.00206457+1.40696e-16j -0.00208494+3.98334e-17j -0.000155348-1.27574e-16j 0.00106191+2.0767e-16j 4.45837e-05-1.06119e-16j -3.64237e-05-2.5023e-16j -0.00410656+2.55332e-17j -0.00119856-4.54834e-16j 
-0.0002456+2.38491e-16j 0.000192048+2.02549e-16j 0.000846746-5.3769e-16j 0.00011598+2.3778e-16j -0.00111803+4.24083e-16j -0.000549883+3.0093e-16j 0.000375508+1.67574e-16j -0.00134957+4.63404e-16j -0.000767596-5.01716e-17j -0.000601311+3.06563e-16j 0.00147427-2.63014e-16j -0.000943499+3.93368e-16j 0.000347201-2.32316e-16j 0.00108527-3.36907e-16j -0.000441796-4.65602e-17j -0.000973543+1.62668e-17j 0.000274792-2.27764e-17j 0.00112577-2.27547e-16j -0.00118356+1.22464e-16j 0.00106586-1.74537e-16j -0.000201634+2.28633e-16j 0.000695753+6.51705e-17j -0.000303286+3.11137e-16j 0.00156041-4.07838e-16j 0.000203555-1.01131e-16j 0.000485082-6.99299e-17j 0.00150011-3.7481e-17j -0.000673676-1.97596e-17j -3.85632e-05+5.20888e-16j 0.000571736-3.34397e-15j 9.19938e-05+1.25059e-15j 0.00170277-1.51058e-16j -0.000100861+6.13208e-16j -0.000144417-4.98127e-16j 0.000411871+3.99193e-16j 0.000523719+5.18967e-16j -0.000913078+2.792e-16j 0.000174152+9.48969e-17j -0.000603077-2.02886e-16j 0.000326759-1.41676e-16j -6.88188e-05+2.08886e-16j 0.000958754+4.21566e-16j 2.34804e-05-4.9158e-16j 0.000852058+9.53632e-17j -0.00124143-3.69175e-16j 0.00016077+7.46041e-16j 0.000626569-9.48416e-16j -5.04564e-06-4.99997e-16j 0.000703759+5.80776e-17j 0.00116275-4.92922e-16j -0.000398708+6.36633e-17j -0.00052468+8.08554e-17j 0.0013579+6.27972e-16j 0.000706788+4.16697e-16j -4.61177e-05+1.91626e-16j -0.000616677-1.0908e-15j -4.9838e-05+6.64949e-16j -0.000981704+4.20751e-16j -0.000958118+2.77147e-16j -0.000264648-7.0375e-17j 0.000755543+1.59391e-18j -9.29252e-05-2.78162e-16j -0.000411674-3.25217e-16j -0.000627076-9.72561e-17j 0.000336474+5.42063e-16j 0.000798898+2.10095e-16j 0.000161765-4.46425e-16j -0.000379362+6.37109e-16j -0.00027482-4.14809e-16j -9.98492e-05-8.33723e-16j 0.000629602-2.40154e-16j 0.000142817-4.68675e-16j 
-0.00186715-6.53098e-16j -0.00151681-1.32006e-16j 0.0028574-1.83633e-15j -0.00141631+8.17483e-16j -0.00214673+1.47285e-15j -0.0016989+1.08366e-15j -0.00116198+6.25175e-16j -0.000513611+6.79299e-16j 0.000277466+9.62278e-17j -0.00150413+9.30941e-16j 0.0006474-6.92453e-16j -0.00166452+1.18798e-15j 0.00124607-8.28143e-16j 0.0010182-8.95339e-16j 0.000829766-4.57543e-16j 0.000454322-1.22466e-16j -0.000636993+3.26487e-16j 0.00119587-8.97062e-16j -0.00107738+7.01974e-16j 0.000428247-4.08452e-16j -0.00138634+8.53267e-16j 0.000456918-3.41781e-16j -0.00163322+1.0243e-15j 0.000923083-8.99923e-16j -0.000147797+5.30143e-18j 0.000461203-3.5217e-16j 0.000125653-3.00633e-16j 0.000436947-1.4001e-16j -0.00150827+2.58581e-16j -0.00145317+9.10985e-15j -0.00110006-5.86829e-15j 0.000460098-8.61351e-16j -0.00303455+3.50285e-15j 0.00287788-1.53403e-15j -0.0023706+1.35945e-15j -0.00317758+1.88372e-15j -0.00125926+8.02696e-16j -0.000635281+3.07579e-16j 0.00125759-5.95237e-16j 0.000753912-5.06983e-16j -0.0011026+6.15621e-16j -0.00273936+1.48063e-15j 0.00304347+1.03811e-14j -0.00108092+6.042e-16j 0.00234503-9.64936e-16j -0.00403498+2.07357e-15j 0.00504605-3.13553e-15j 0.0028799-1.62225e-15j 0.000323571-2.96423e-16j 0.00237292-1.37926e-15j -0.000601509+1.28324e-16j 0.000140328+2.6395e-18j -0.00361723+1.68211e-15j -0.00308853+2.22939e-15j -0.00113796+8.15874e-16j 0.00682499-4.1239e-15j -0.0032761+1.76667e-15j -0.00194891+1.21447e-15j -0.00130202+7.27609e-16j 0.000787353-5.43271e-16j -0.000138714+4.14341e-18j 0.00151599-7.98204e-16j 0.0018678-1.0026e-15j 0.000657938-2.76336e-16j -0.00313436+1.71162e-15j -0.00140685+7.2801e-16j 0.00244414-1.45965e-15j -0.00350386+2.08571e-15j 0.00239929-1.28516e-15j 0.00472293-2.6791e-15j 0.000985632+9.44204e-16j 0.00323137-6.49843e-15j 
-0.000183583-8.75506e-16j -0.00221207-3.72487e-16j 0.00108267-5.6238e-17j -0.000767479+3.87927e-17j -0.000395444+8.09893e-18j -0.00046575+2.36991e-17j -0.000837295+6.272e-18j 0.000293253-7.08625e-17j 0.000228741+3.99091e-17j -0.000221958-5.3754e-17j -0.000254474+2.3379e-18j -0.000411975-1.4793e-17j 0.000548774-2.84776e-17j -3.9579e-05+2.26183e-17j 0.00039356-2.55731e-17j 0.000452179-7.69151e-18j -0.000181562-2.09964e-19j 5.47562e-05+1.16134e-17j -6.51611e-05-3.26364e-17j -1.42786e-05+4.26093e-18j -0.000316099-1.71888e-17j -0.000243366-7.79286e-17j -0.000638085-7.94258e-18j 0.000148293-4.96221e-17j 8.78938e-05-3.01283e-17j 3.29008e-05+3.25078e-17j -0.000231146+2.78771e-17j -0.000292019+1.95549e-17j -0.00174132+2.49999e-17j -0.000260295+8.57145e-16j -0.000174615-8.81767e-16j 0.00046041-1.14972e-16j -0.00168112+1.09393e-15j 0.00136826+2.9951e-18j -0.000622468+5.5873e-17j -0.000774951+2.63663e-17j -0.00188496+1.5731e-16j -0.000463518-6.43099e-17j 0.000117328+7.37867e-17j 0.00049205-7.68702e-17j -0.000827403+9.73205e-18j -0.000316458-8.09002e-17j 0.00182228+7.12359e-15j 0.000998374-1.24188e-16j -0.000559249+2.0848e-16j -0.0013926+1.77109e-17j 0.00283404-3.16616e-16j 0.00144909-2.1051e-17j 0.000640502+1.19362e-17j 0.00279962-1.75001e-16j -0.0010026-2.00257e-16j -0.000495269+2.02017e-16j 0.000360831-1.25199e-16j -0.000864237+9.97095e-17j -0.000128041+7.72986e-17j 0.00241048-8.3207e-17j -0.00142822+1.20484e-16j -0.00216843+1.91687e-16j -0.00197877+1.0504e-16j -0.000494882+3.78028e-17j 0.000530572-1.00349e-16j 0.00105232+1.39459e-17j 0.000636722+7.15797e-18j -0.000143347+7.13841e-17j -0.00144374-1.66046e-17j 0.000980058-8.93016e-17j 0.00117798-1.01372e-16j -0.00204758+1.36528e-16j 0.000544866+2.85332e-17j 0.00171922-8.08154e-17j 0.00237336+3.98344e-16j 0.00174465-1.59819e-15j 
0.00210748-2.54039e-16j -0.00479823-1.16406e-16j -0.000384887+1.83642e-17j -0.000411071-1.8718e-17j 0.0011543-1.90605e-17j 0.000759672+2.68287e-17j -0.00204022-4.40728e-18j 0.00197927-4.66742e-16j 0.00101996+8.36943e-17j 9.03135e-05-8.67853e-17j -0.00220013+1.038e-16j 5.32106e-05-9.61322e-17j 0.00064259-3.73784e-17j -0.00131517+1.6744e-16j 0.000986758-1.05114e-16j 0.00176598-5.23608e-17j -0.000560813+1.18556e-16j -0.00112576-5.0996e-18j 0.000537818+6.39847e-17j -0.00118672+6.52468e-17j -0.000184264-6.70874e-18j -0.00105021-2.89455e-16j -0.000351656-5.73478e-17j -0.00133336+1.40399e-16j -0.00021903+1.06959e-16j 0.000542863+1.13159e-17j -0.000304442-3.20323e-17j -0.000757039-1.45555e-17j -0.00294493+1.84204e-16j 0.00021876-2.63119e-15j 0.00160679+9.43131e-15j -0.000846418+4.858e-16j 0.000449677-3.45739e-16j 0.0007133-1.9165e-17j 0.00144881-4.02338e-17j 0.000373977-4.90816e-17j -0.00116787-2.29874e-17j -0.00297083+4.80091e-17j 0.00128724-1.6394e-17j -0.00137178+6.34942e-18j -0.00217825+2.82045e-17j -0.000589677-4.12391e-17j 0.00222661+8.7445e-15j 0.00289579-1.08871e-16j -0.00142731+6.60902e-17j 0.00149567-1.2943e-17j -0.00115019-4.49931e-18j 0.00122229+1.6448e-17j -0.00211705-1.75424e-16j 0.00188036+2.23404e-17j -0.00166762-3.45212e-16j -0.000174754+2.15677e-16j 0.00269098+7.14483e-17j -0.00162703+4.36512e-17j 0.00225044-7.27898e-17j 8.54193e-06+7.21964e-17j 0.000539921-2.08491e-18j -0.000788683-6.97864e-17j -0.0018002+6.20418e-17j -0.00295661+1.08876e-16j -0.00154977-6.35961e-17j 0.00259357+6.18271e-17j 0.000959262+2.97652e-17j 0.00140268-2.84401e-17j -0.00274801-1.29642e-17j 0.00286804-1.35744e-17j -0.000605533+1.20229e-17j -0.000202928-3.39482e-17j -0.000260288-7.77829e-18j -0.00134153+2.54234e-17j 0.00534207-5.48506e-16j 0.000784468+1.61538e-15j 
