-0.0940107+1.77444e-14j 0.23473+9.08335e-15j 0.115374-7.31396e-17j 0.120846+1.3168e-16j -0.191901+8.96742e-16j -0.0815614-4.56608e-15j 0.245897-3.50464e-16j -0.244223+5.64931e-14j -0.154982-1.28817e-14j -0.0209826+1.099e-14j 0.309908-1.57944e-14j -0.0784754+1.46058e-14j -0.0484402+3.15684e-15j 0.197642-2.29224e-14j -0.170559+1.96761e-14j -0.277198+1.18963e-14j 0.116714-2.55213e-14j 0.166175+3.66202e-15j -0.143505-1.20189e-14j 0.238288-1.31834e-14j 0.0467315-1.00395e-16j 0.175076+4.89383e-14j 0.0729266+8.04992e-15j 0.285615-3.4129e-14j 0.0833066-2.14572e-14j -0.0182058+3.81588e-16j 0.206376+3.96875e-15j -0.0890421+3.39227e-15j 0.0721576+6.36262e-14j 0.153323-9.18894e-13j -0.0769943-3.65456e-13j 0.339938-2.51243e-14j 0.0331631-1.88242e-14j -0.0071345-1.12849e-15j 0.0303197-9.90828e-17j -0.0087204+9.80847e-17j -0.00825716-4.51103e-16j -0.00234934+2.31949e-16j 0.000804108-4.27778e-16j -0.00419552+2.0615e-16j -0.0144147+3.26728e-16j 0.0137045+1.31549e-16j -0.00748582-2.96269e-14j -0.014133+1.52796e-16j 0.00062495+3.46012e-16j -0.0114657-6.8377e-16j 0.00666728+4.91228e-16j 0.0133237+5.9077e-17j 0.000353815+6.90465e-17j -0.0157287-1.96468e-16j 0.00561642+2.00312e-15j -0.00542701-1.65692e-15j -0.00803402-9.06709e-17j 0.00517648+9.00119e-16j -0.0237987+9.42901e-16j 0.00348142-3.38421e-16j -0.00876899-5.29616e-16j 0.00849042-2.10019e-16j -0.000887699-9.40366e-16j 0.0165366-3.7112e-16j 0.00209783+2.50283e-16j -0.0227617-1.12492e-15j -0.0152398-3.90101e-16j -0.0081633-3.08707e-16j 0.00719473-3.97729e-16j -0.0457488-2.68299e-16j 0.00462833+1.92146e-16j 0.0115055-1.17995e-16j 0.0357339+2.84828e-16j 0.00478952+2.84602e-16j -0.0829636+1.02071e-14j -0.00852148-3.04981e-14j 
0.00051286+1.72052e-16j -0.000403601+1.26904e-16j -0.000457064+6.00472e-17j 0.000196387-2.21387e-17j 0.000507631-7.33696e-17j 0.00035463-3.6456e-17j 9.91859e-05-3.77328e-17j 0.000311741-1.15926e-16j 1.82293e-05-2.57264e-17j 0.000416744-6.27827e-17j -0.000306412+5.33955e-17j 0.0003887-8.68692e-17j -0.000217231+4.76328e-17j -0.000339893+8.62345e-17j -0.000138173+3.08222e-17j 4.73742e-06+1.34262e-17j 0.000154935-2.30267e-17j -0.00038042+5.61502e-17j 0.000344132-2.24302e-17j -0.000118824+1.10824e-17j 0.00034117-5.53431e-17j -0.000208964-1.40535e-17j 0.000323317-5.95859e-17j -0.000233523+4.96334e-17j 0.000108539-6.99425e-18j -0.000176756+4.57872e-17j -0.000157539+3.74226e-17j -0.000250383+1.04734e-17j -0.000261898+1.95107e-16j 0.00038575-2.53923e-15j 0.000243994+1.49195e-15j 6.10968e-05+6.04923e-17j 0.000319834-1.82779e-16j -0.0002838+1.50714e-17j 0.000487244-3.07827e-17j 0.000568846-8.18606e-17j -0.000260833+6.07548e-17j -0.000139955-3.16187e-17j -0.00018167+4.29224e-17j -0.000143507-1.4833e-17j -8.19928e-05-1.10624e-17j 0.000529539-9.4645e-17j -0.000123276-4.919e-16j 0.000673412-9.30483e-17j -0.000772546+6.83477e-17j 0.00068445+2.98271e-18j -0.000543722-1.52724e-18j -0.000234122+3.02249e-17j -4.44602e-05-2.81911e-17j 0.000251446-7.72826e-17j -0.000206621-7.91025e-18j -0.000162943+7.42208e-17j 0.00109821-5.70569e-17j 0.000411777-1.67111e-16j 0.000363105-2.99706e-17j -0.00099569+1.56235e-16j 0.000442716+1.82501e-17j -0.000126412+5.50521e-17j -0.000297801+7.2082e-17j -0.000484595+5.75166e-17j 6.72888e-05-6.32541e-17j 5.31417e-05+2.20714e-17j -0.000220947+3.5675e-17j -0.000103915+4.16485e-17j 0.000216503-5.55427e-17j 0.000739302-7.11714e-17j -0.000316305+8.95225e-18j 0.00031154-9.1883e-18j -0.000434515+3.75119e-17j -0.000770057+4.09322e-17j 0.000657778-3.08226e-16j -0.000284504+8.25162e-16j 
0.000220159+4.09438e-16j 0.000793432+2.38631e-16j -0.000756881+3.38863e-17j 0.000574009-1.31568e-17j 0.000634001-4.48078e-17j 0.000461834-2.2454e-17j 0.000794751-2.55457e-17j 0.000345639-1.15655e-16j 1.0442e-05-4.50215e-17j 0.000752054-2.13595e-17j -0.000219275+4.40925e-17j 0.000825686-6.29747e-17j -0.000694423+5.53243e-17j -0.000388895+6.51591e-17j -0.00042891+4.20945e-17j -0.000301543+2.03539e-17j 0.000347851-2.03801e-17j -0.000573853+3.1595e-17j 0.000692243+2.93539e-17j -7.06887e-05-6.69367e-18j 0.000632168-2.86371e-17j -5.23474e-05+3.30558e-17j 0.00082213-2.89745e-17j -0.000395512+5.40915e-17j 0.000204711+4.37846e-18j -0.000600257+2.18123e-17j -0.000549616+1.31356e-17j 8.54649e-05-1.18043e-18j 0.000410845+1.81996e-16j 0.00040254-2.33499e-15j -0.000175298-1.09213e-15j -0.0001466-6.24899e-17j 0.00062243-3.49086e-16j -0.000359764-1.9062e-17j 0.000192745-1.02414e-17j 0.000137528-2.93226e-17j 0.000719443+3.86656e-17j -2.66169e-05-9.0811e-18j 0.000205382+2.29118e-17j -0.000354533-1.41334e-17j 0.000161193-8.44886e-18j -0.000145174-3.30174e-17j -0.000490924-1.92629e-15j -0.0003906-1.01958e-17j 0.000414437+2.31142e-17j 0.000502893+3.42312e-18j -0.00117152+1.30622e-17j -0.000395773-5.19266e-18j -0.000509178-1.28045e-16j -0.00113691-5.71006e-17j 0.0003532+9.55136e-17j 0.000301561-3.93264e-17j -0.000298008-4.9961e-17j 3.9902e-05-5.6473e-17j 0.000151117-9.3798e-18j -0.000662892+1.50017e-17j 0.000522128-3.38144e-17j 0.000947919+2.43505e-17j 0.000792407+5.52979e-17j 6.78582e-05-9.41653e-18j -0.000467333-4.58083e-17j -0.000233442+7.45672e-18j -6.20446e-05+2.08898e-17j 0.000285053+2.99614e-17j 0.000288446-2.18198e-17j -0.000390816-4.05167e-17j -0.000477262+3.42992e-18j 0.000834706+7.46032e-18j -0.000102361+1.24688e-17j -0.000688969+8.11941e-18j -0.000760606-2.28945e-16j -0.000625647+5.90332e-16j 
-0.000159177-8.15896e-17j -4.45249e-05-1.99841e-17j 0.000394309-7.03559e-17j -0.000201373+5.37734e-17j -0.000515181+4.68907e-17j -0.000281053+4.36974e-17j -0.000466637+3.67269e-17j -0.000266605+1.04046e-16j 4.62897e-05+6.10805e-17j -0.000679412+2.08353e-18j 0.000179705-4.83499e-17j -0.000647098+5.24465e-17j 0.000445407-5.15441e-17j 0.000352647-6.39426e-17j 0.000321807-3.02514e-17j 0.000212703-1.08209e-17j -0.000315451+1.02829e-17j 0.000464985-3.4919e-17j -0.000592207-3.47148e-17j 1.86198e-05-9.78563e-18j -0.000539639+2.05651e-17j 0.000194685+4.11294e-17j -0.000502637+5.99846e-17j 0.000209419-4.72401e-17j -0.000242715-9.65211e-18j 0.000543549+3.08295e-18j 0.000520912+1.57057e-17j 0.000131298+2.57691e-17j 0.000120769-1.26695e-16j -0.000367936+2.3454e-15j 0.000191261+1.11853e-15j -0.000193969+1.70719e-17j 0.000127236+2.05845e-17j 0.000126182-4.49996e-17j -4.58858e-05+4.91389e-17j -0.000331267+1.70899e-17j 0.000419551+1.07465e-16j -0.000354881-6.17259e-17j 0.000380223+7.14177e-17j -0.000197884-8.48575e-17j -0.000184269-2.301e-17j -0.000553907-5.32344e-17j 0.000183586+7.17196e-16j -0.000302217-1.00507e-17j 0.000578738+8.87136e-17j -0.000122259+6.02276e-17j -0.000218434-1.89056e-16j 0.000184372-3.31185e-17j -0.000473202-2.16699e-16j -0.00042348-1.49138e-16j 7.32954e-05+3.99386e-17j 0.00020087+2.12049e-17j -0.000630006-7.14013e-17j -0.000540791+2.19856e-17j 8.78519e-05+6.64757e-17j 0.000511319-1.15427e-16j -6.51788e-05+3.45868e-17j 0.00037747+1.28229e-16j 0.00032318+1.04413e-16j 2.11546e-05-5.46724e-17j -0.000442863-1.19884e-16j 0.000240292+2.79422e-17j 0.000256607+2.45996e-17j 0.000377996+8.42151e-17j -0.000467779-3.0723e-17j -0.000393143-4.25725e-17j -2.1433e-05-7.49272e-17j 2.22882e-05+1.14134e-16j 0.000290607+4.98119e-18j 0.000206099-9.58888e-17j -0.000106599+3.63308e-17j 0.000111398-3.0386e-16j 
0.000137723+4.61934e-16j 0.00111668+1.87876e-16j -0.00041401+3.95899e-17j 0.000873947-1.95389e-17j 5.04871e-05+7.68709e-19j 0.000247566-2.12717e-17j 0.00117952+1.10603e-17j -0.000254981+7.44923e-17j -0.000319135-5.15273e-17j 0.000468113+7.71797e-17j 0.000513163-2.79208e-17j 0.000402834+4.5399e-17j -0.000648405+1.57607e-17j 0.000167324-4.37686e-17j -0.000724386+5.42765e-17j -0.00086195+3.24128e-17j 0.000519043-4.37934e-17j -5.58844e-05-1.87376e-17j 0.000127912+6.03737e-17j 0.000489868-3.49124e-17j 0.000572394+2.88723e-17j 0.000432613+1.34513e-16j 0.000867051+3.71544e-17j 0.000337899-4.8181e-17j 0.000322122-7.81943e-18j -0.000396189-5.19737e-17j 0.00021887-5.90505e-17j -0.000173725-9.5039e-18j 0.000487552+2.3589e-16j 0.000750715-4.43062e-15j -0.000136439-6.87437e-16j 0.000617137-7.3728e-18j 0.000969242-6.67613e-16j -0.00036149+2.85128e-17j 0.000472551-5.64342e-17j 7.37739e-05-4.97004e-17j 0.000912302-9.94326e-17j -0.000479313+2.33378e-17j 0.000512603-8.06665e-18j -0.000653317+3.2144e-17j -0.000132127-2.34758e-17j -0.000390748-3.28318e-18j -0.000341264-1.25953e-15j -0.000330301+5.34704e-17j 0.000564581-3.66161e-17j 0.00070442-7.82205e-17j -0.00162717+1.98833e-16j -0.000265533+4.85955e-17j -0.00101154-1.16069e-16j -0.00140688+1.17775e-16j 0.00030468+4.00268e-17j 0.000401572-8.4565e-17j -0.000332708+2.23887e-18j -0.000291225-2.41046e-17j 0.000383617-4.0381e-17j -0.00063592+8.79562e-17j 0.000654083-1.31032e-16j 0.00124416-1.3173e-16j 0.000906468-5.79946e-17j -0.000162642-2.54047e-17j -0.000879789+1.30151e-17j 2.98778e-06+3.47783e-17j 6.09945e-05+3.61109e-17j 0.000600301-1.57134e-17j -7.62353e-05-4.75093e-17j -0.000461791+2.56062e-17j -0.000645438+7.44879e-17j 0.00103935-1.02471e-16j 5.20741e-05+1.88889e-17j -0.000889426+9.02052e-17j -0.000660847-1.68739e-16j -0.000669522+7.92045e-16j 
0.00042421-1.87347e-17j -0.000720065-1.95669e-16j -0.000176591+1.41538e-16j -0.000326048-7.06686e-17j 0.000235115-5.10833e-17j 0.00011915-5.5165e-17j -0.000693839-1.69582e-17j 7.07602e-05-1.1099e-18j 4.49754e-05+9.16461e-18j -0.000204955+1.51019e-17j -0.000295939+2.47727e-17j -0.000199794-1.81272e-17j 0.000360926+5.96402e-19j -0.000149716+2.73302e-17j 0.00032962-3.91684e-17j 0.000430102-3.16182e-17j -0.000237472+5.37801e-17j 1.19616e-05-8.80638e-19j -0.000165134+1.19343e-17j -0.000283685+6.15195e-17j -0.000212171+7.51202e-18j -0.000311937-1.10762e-16j -0.000406562-4.70984e-17j -0.000152802+7.69874e-17j -0.000200605+6.58758e-17j 0.000411456-5.0724e-17j 0.000231708-5.03107e-17j -0.000183515-5.04216e-17j -0.00016288-2.42479e-16j -8.62722e-05+4.7373e-16j 0.000536113+3.08677e-15j -0.000231034+2.96128e-16j 5.72126e-05-2.79112e-16j -0.000442441+1.81287e-16j 0.000439552-1.13369e-16j 0.000880272-1.2683e-16j -0.000630461-2.73733e-16j 0.000347684-3.1578e-18j -0.000745779-3.85149e-17j 0.000280959+1.13108e-16j 0.000209865-6.58496e-17j 0.00114796-1.56357e-17j -0.000356235-1.23965e-15j 0.000894166+6.36943e-17j -0.00137467-1.42639e-16j 0.000619949-1.51733e-16j 8.93665e-06+4.37947e-16j -0.000441834+1.86211e-16j 0.000683322+3.0448e-16j 0.000830681+3.7773e-16j -0.000275757-1.51849e-16j -0.000465282-7.90974e-18j 0.00162723+1.29527e-16j 0.00103399-2.19953e-16j 0.00013831-9.27281e-17j -0.00136793+4.28036e-16j 0.000356195-1.18586e-16j -0.000706496-2.95732e-16j -0.000677878-2.64851e-16j -0.00032771+3.59607e-17j 0.000753907+1.41002e-16j -0.000226261+7.73396e-17j -0.000543212+4.58875e-17j -0.000657586-7.82641e-17j 0.000724906-1.22179e-16j 0.00105247+1.23927e-16j -0.000134167+1.78795e-16j -8.0704e-07-2.9412e-16j -0.00070992+5.43193e-17j -0.000619796+2.44362e-16j 0.000733728+1.19532e-17j -0.000220752+9.74367e-16j 
-0.000224808-2.35944e-16j -0.000334552-5.15592e-16j 0.000380613+1.3531e-16j -3.96871e-05-7.48984e-17j -0.000184552-3.33523e-17j -0.00017165-4.92521e-17j 0.000199479-5.45299e-17j 2.64665e-07-6.7228e-18j -3.72519e-05-4.37055e-17j 0.000149876+3.86559e-17j 0.000140421+1.74983e-17j 4.83098e-05-2.63371e-17j -7.28531e-05+5.44099e-17j 5.74441e-05-1.67589e-18j -0.000148246-3.77306e-18j -0.000194177-1.31043e-17j 0.000157355+2.16009e-17j -7.75511e-06+1.31927e-17j 0.000102263-6.4181e-19j 0.000210958+5.39204e-17j 0.000121941+2.80729e-17j 6.57751e-05-1.82673e-17j 8.05637e-05-4.33775e-17j 0.000201323+6.55361e-17j 0.000197433+4.57489e-17j -0.000270389-2.92567e-17j -0.000176027+1.08789e-17j -0.000109048-1.50916e-16j -0.000494662-2.52031e-16j 0.000106121-7.80889e-16j -0.000331315-1.86559e-15j 0.000453779+1.31548e-16j -0.000602418+1.00721e-16j 0.000554597+1.59614e-16j -0.000336435+1.204e-17j -0.000461479+6.42831e-17j -0.000530875-4.6229e-16j -0.000143283-1.82834e-17j 0.000163896-1.15549e-16j 0.000139824+1.20981e-16j -0.000279834-1.09072e-16j -0.000313856+1.87606e-16j 0.000648255+2.79987e-15j 9.07445e-05+3.49011e-16j 0.000114741-3.33606e-16j -0.000653365-1.35564e-16j 0.00101881+4.27596e-16j 0.000571307+1.69123e-16j 0.000143142+2.58674e-16j 0.000755859+6.44139e-16j -0.000246686-2.97673e-16j -7.12647e-05-1.46445e-16j -0.000265478+3.71383e-16j -0.000457713+1.46046e-16j -0.000145426+2.4308e-17j 0.00111096+8.69721e-17j -0.00058483-1.66914e-16j -0.000587362-4.94815e-16j -0.000512438-4.91712e-16j -2.71701e-05-1.58214e-16j 7.0987e-05+2.34128e-16j 0.00032324+1.2763e-16j 0.000301296-6.9352e-18j 4.35925e-05-1.52819e-16j -0.00055984-9.60644e-17j 4.24259e-05+3.65847e-16j 0.000451653+1.55613e-16j -0.000684079-3.14558e-16j 0.000353154-2.90117e-17j 0.000736688+1.42458e-16j 0.000491588+7.51306e-16j 0.000613405-4.84703e-16j 
0.000617066-2.34066e-16j -0.00181192-1.19284e-16j -7.09557e-05+3.0703e-17j -0.000257895-2.70296e-17j 0.000486414-2.52939e-17j 0.000239561-8.01271e-18j -0.000694504-1.72023e-17j 0.000807296-2.08415e-16j 0.000395634+1.64312e-17j 0.000195693-4.25508e-17j -0.000864524+5.71999e-17j 0.000174295-5.78878e-17j 0.000165229+5.42596e-18j -0.00057338+8.43077e-17j 0.000337361-3.30544e-17j 0.000648772-1.92333e-17j -0.000155814+4.30416e-17j -0.000524212+1.46065e-17j 0.000392553+2.50459e-17j -0.000457795+3.26732e-17j 2.42258e-05-1.36767e-17j -0.000475743-1.32634e-16j -0.000100117-4.91853e-17j -0.000554037+7.04011e-17j -1.47044e-05+4.01978e-17j -7.57782e-06+6.72956e-18j -0.000405745-1.18648e-17j -0.000236568-1.42214e-17j -0.00119587+3.98599e-17j 2.64661e-05-6.89618e-16j 0.000369614+2.1383e-15j -0.000277968+1.26573e-16j -0.000256307+8.73987e-17j 0.000439319+1.98176e-17j 0.000249426-2.73163e-17j 1.62273e-05-1.08348e-17j -0.00076131-4.72046e-17j -0.00080211+3.98769e-17j 0.000292259-3.27989e-17j -0.000229666+3.56885e-17j -0.000692915+2.08683e-17j -0.000117921+1.19745e-17j 0.000914308+3.59763e-15j 0.00102813-3.26495e-17j -0.000598904+5.65888e-18j 0.000154653-4.37767e-17j 0.000285917+5.35682e-17j 0.000563367+1.81293e-17j -0.000343863+5.23965e-17j 0.00113446+7.11986e-17j -0.000653214-1.54179e-16j -0.000175738+7.11154e-17j 0.000910622+3.30699e-17j -0.000495879+4.85273e-17j 0.000566367-3.98232e-17j 0.00037012+4.78667e-17j -0.000116857-1.40919e-17j -0.000707735-6.86845e-17j -0.000924849-3.03462e-17j -0.000894055+5.59842e-17j -0.00022425+3.42784e-17j 0.000854578+7.41771e-18j 0.000338653-3.56211e-18j 0.000276158-4.43125e-17j -0.000917582+1.14642e-17j 0.00105513+9.85781e-18j 6.94005e-05+2.8726e-17j -0.000457052-5.11331e-17j -4.08378e-05-3.66853e-19j -7.07894e-05+4.72248e-17j 0.00194156-6.03289e-17j 0.000525897+2.26788e-16j 
-0.0010947-2.52558e-16j 0.00143508-1.61877e-16j 0.000538188+2.56807e-17j -0.000321179-1.8748e-17j -0.00065399-2.14378e-17j -0.000545809-3.07327e-17j 0.000206184-2.5122e-17j -0.00069023+1.39344e-16j -0.000205735-3.47274e-18j -0.000384085-2.24132e-17j 0.000671298-1.25027e-17j -0.000321-6.31516e-18j 0.000114519+3.15424e-17j 0.000523444-3.9529e-17j 1.91884e-05+1.90781e-17j -0.000253292+2.14039e-18j -8.67699e-05-2.58386e-17j 0.000556666+3.13892e-17j -0.000339929-8.20922e-17j 0.000250996+8.75094e-18j -0.000316041-2.36942e-17j 0.00027652+6.1664e-17j -0.000365381-2.45682e-17j 0.000393991-1.95036e-18j -9.68811e-05-3.34793e-17j -5.37302e-06+2.38334e-17j -1.03002e-05+5.00259e-17j 0.000501507-4.74528e-18j 0.000943535-3.07976e-16j -0.000606378+4.1521e-15j -0.000696449-4.19764e-15j -2.62352e-05-1.80618e-16j -0.000789416+4.50123e-16j 0.000111519+3.9427e-17j -0.00103338+1.43729e-17j -0.000545997+4.78886e-17j 0.000175981-5.59879e-17j 0.00131395+2.52292e-18j -0.00052451-2.729e-17j 0.000833521+3.397e-17j 0.000854178-7.89781e-18j 3.55608e-06+6.51606e-17j -0.000525523-2.03258e-15j -0.00130018+8.43818e-17j 0.000773195-5.48101e-17j -0.00126953-5.1056e-17j 0.00144479+6.45236e-17j -0.000143722+9.32766e-18j 0.00117556+1.77902e-16j -0.000214963+9.82185e-17j 0.000579611+7.88377e-17j 6.61467e-06-1.08574e-16j -0.00151781-1.1635e-17j 0.000396681+8.00211e-17j -0.00117206+2.90347e-17j 0.000941049-4.64617e-17j -0.000757775-3.25377e-17j -0.000168488-4.69175e-17j 0.000430971-1.12195e-16j 0.00139793-5.04008e-17j 0.000847255+9.85004e-17j -0.000921686-2.84021e-17j -0.000196474-2.94112e-17j -0.000655148-3.22947e-17j 0.000825094+1.91239e-17j -0.00127305+4.4675e-17j 0.000689953+2.23619e-17j -0.000570739-3.66697e-17j 0.00035611+3.94524e-18j 0.00133979+3.09746e-17j -0.00197982+5.05956e-16j 0.000201499-1.35252e-15j 
-0.000628067-3.02691e-16j 0.000210714-2.44775e-16j 0.000590188-4.13083e-17j -0.000713486+5.68449e-17j -0.000546784+5.10168e-17j -0.000508439+3.58079e-17j -0.000614988+4.63194e-17j -0.000584971+2.08506e-16j -0.000134421+4.41189e-17j -0.000662562+4.94042e-17j 0.000374373-6.74318e-17j -0.00065315+7.88557e-17j 0.000584409-6.94429e-17j 0.000412661-8.13808e-17j 0.000388444-5.36946e-17j 0.000210872-2.838e-17j -0.000336704+3.58763e-17j 0.000615465-5.65262e-17j -0.00058508-8.08927e-18j 2.5597e-05+1.27137e-17j -0.000587896+4.32966e-17j -1.78805e-05-3.97158e-17j -0.000859009+6.27491e-17j 0.000342366-5.4698e-17j -0.000261005+9.00562e-18j 0.000455197-3.87142e-17j 0.000301698-1.52015e-17j 0.000193268-1.05358e-17j 0.000369625-3.59512e-16j -0.000651138+4.24242e-15j -0.000126741-7.80149e-16j -7.06448e-05-2.26665e-17j -0.000910689+6.04692e-16j -4.65484e-05+7.56917e-17j -0.000588346+4.65367e-17j 0.000161633-3.16438e-17j -0.00073744+4.47977e-17j 0.00131552-1.53459e-16j -0.00107291+1.04049e-16j 0.00104133-7.57524e-17j 0.000743674-8.4153e-17j 0.000945841-1.00297e-16j -0.000419235-1.59643e-15j -0.000137183+7.00597e-18j -0.000648142+4.10847e-17j -0.000790324+5.30083e-17j 0.00175094-1.26704e-16j -0.000235185+6.60031e-17j 0.0017025+1.132e-16j 0.00105468-4.51161e-17j 6.28551e-05-9.46419e-18j -0.000496605+6.2266e-17j 0.000199288-2.10188e-17j 0.00107266-1.91968e-16j -0.000895175+9.14685e-17j 5.07657e-05+1.1435e-16j -0.000596208+9.9391e-17j -0.00115754+1.13482e-16j -0.000591617-2.11018e-17j 0.000807498-5.83181e-17j 0.00147111-7.54563e-17j -0.000778859+6.1318e-17j -0.000526798+4.07406e-17j -0.00115449+1.01295e-16j 0.00105287-1.17588e-16j 8.18002e-06+1.62067e-17j 0.000685595-4.42217e-17j -0.000867477+4.14444e-17j -0.000205248+4.19159e-17j 0.000921347-4.18709e-17j -0.000607203+3.72243e-16j 0.000306096-8.01342e-16j 
-0.000458069-3.68236e-16j 0.000412034+1.91025e-16j 7.53485e-05+2.47335e-17j -0.000540311-1.35049e-16j 1.39021e-05-2.29026e-17j -0.000182499-7.26762e-17j -0.00038148-3.0481e-17j -0.000144075-6.70476e-17j 1.48155e-05-2.33334e-17j -0.000164131-4.15937e-17j -5.13737e-05+6.09679e-17j -6.58367e-05-1.13333e-17j 0.000218359+2.33772e-17j -1.92082e-05+3.73521e-17j 0.000294573+1.51858e-17j 0.000295264-1.41965e-18j -0.000229932-8.90608e-18j 0.000104164+5.62713e-17j -2.14609e-06-1.5944e-17j -0.000239828-6.01544e-18j -0.000241978-5.4883e-17j -0.000243918-1.21843e-16j -0.00045732-1.25719e-16j -0.000159603+2.51743e-17j -0.000200153-3.07756e-17j 7.04764e-05-1.16585e-17j -0.000285865-7.84082e-17j 0.000325182+1.12674e-16j 0.000492737-2.51559e-17j -0.000574683+3.6085e-15j -0.000216412-1.55409e-15j -0.000444674-1.52797e-16j -0.000730429+2.23873e-16j -0.000200505-4.94426e-17j -0.000585594-2.0798e-16j 0.000240911+6.77026e-17j -0.000463904-9.51116e-17j 0.00141684+4.95773e-16j -0.00104966-3.57711e-16j 0.000949956+3.36925e-16j 0.000893079+3.33985e-16j 0.000932479+3.06381e-16j -0.000671893-2.93958e-15j -0.000322123-1.90342e-16j -0.000495498-1.41072e-16j -0.000606698-2.02332e-16j 0.00132656+4.18982e-16j -0.000449259-1.65842e-16j 0.00159134+7.76807e-16j 0.000611306+1.2211e-16j 0.000232905+1.71992e-16j -0.000378254-1.09381e-16j 7.67726e-05-4.63593e-17j 0.00116804+3.18062e-16j -0.000873329-3.20512e-16j -0.000256622-2.77717e-17j -0.000387166-6.21928e-17j -0.000800873-1.72431e-16j -0.000260627-5.79412e-17j 0.000884473+3.68027e-16j 0.00135416+5.03925e-16j -0.000934764-3.95248e-16j -0.000575394-2.26868e-16j -0.0010951-3.7627e-16j 0.0012716+4.83259e-16j -0.000130047-1.17697e-16j 0.000506458+1.64206e-16j -0.000536163-1.47202e-16j -0.000304194-8.21324e-17j 0.000646773+2.28278e-16j -0.000943858-2.58438e-16j 3.17684e-05-5.71501e-16j 
-0.000913377-6.77172e-17j 0.00168985+3.31537e-17j 0.000824576-7.21988e-18j 0.00041172-2.14755e-17j -0.00126403+1.47242e-17j -0.000650733-3.26116e-17j 0.00113041+9.90714e-19j -0.00143732+3.23474e-16j -0.000764892-4.93326e-17j -0.000405148+5.26494e-17j 0.00172123-8.43661e-17j -0.000625818+9.29976e-17j -9.4905e-05+1.15537e-17j 0.00119466-1.40966e-16j -0.000704685+9.39361e-17j -0.00132519+5.47543e-17j 0.000427023-1.25502e-16j 0.00107999+1.83221e-17j -0.000918253-7.73947e-17j 0.00119257-6.79688e-17j -3.48306e-05-1.74906e-18j 0.000977632+2.49862e-16j 0.000100926+3.1699e-17j 0.00149488-1.7488e-16j 0.000285535-1.15271e-16j 2.87251e-05-7.58834e-18j 0.00104727+3.8056e-18j -0.000148329+4.29367e-17j 0.000760717+1.76286e-16j 0.00036783-1.98158e-15j -0.000600624-3.2214e-15j 0.00146739-2.03962e-16j -8.15406e-05+4.36543e-18j 6.35019e-05-1.49973e-17j -0.0002956-3.53237e-17j -0.000412059+3.92704e-17j 0.000251901-3.8749e-17j 0.000351626+1.06669e-16j -8.87955e-06-7.67096e-17j 0.000196513+6.94911e-17j 0.000196667+6.46232e-17j -0.000207541+8.67713e-17j -0.000177307-7.33069e-16j -0.00074664+5.40739e-18j 0.000609409-2.82537e-17j -0.000594961-7.06128e-17j 0.000447402+9.77142e-17j 7.46109e-05-3.87647e-17j 0.000221229+1.23083e-16j -0.000413949+5.04104e-17j 0.00031094+7.74852e-17j 9.3644e-05-8.34451e-17j -0.000956728-3.30338e-17j -7.24149e-05+1.47925e-16j -0.000529802-4.1963e-17j 0.000604322-7.21261e-17j -0.000347914-5.43524e-17j 0.000199881-5.57823e-17j 0.000359165-4.15887e-17j 0.00064491+3.43522e-17j 0.000110244+1.16671e-16j -0.000374753-8.59741e-17j -2.49934e-05-4.99581e-17j -0.000102051-8.01751e-17j 0.000160831+1.00417e-16j -0.000919622-1.27069e-17j 0.000261612+3.60356e-17j -0.000113244-3.06218e-17j 0.000437414-1.48604e-17j 0.000608601+4.76105e-17j -0.00126301+1.74843e-16j 5.60994e-05-7.66669e-16j 
