-0.221649+1.43495e-12j 0.191763+3.14973e-13j -0.10553-3.53903e-15j 0.183779+5.53892e-15j 0.0750578-3.65466e-15j -0.0557643-8.00221e-15j -0.0318248-1.47398e-15j -0.0162848+1.16491e-15j -0.0838409-2.08082e-15j 0.144112+1.08606e-15j 0.00848093+8.43559e-15j -0.049725-1.83413e-15j -0.150215-6.08316e-15j -0.140017-2.76067e-14j -0.00641913-2.82521e-15j -0.0425919+2.48606e-15j -0.0832968-2.45835e-14j -0.0723952-3.48004e-14j 0.208971+3.0751e-14j -0.0252898-5.08639e-15j 0.173541+2.96222e-14j -0.0270576-1.26963e-14j 0.169254-1.08506e-14j -0.0391338+4.82856e-14j 0.147838-1.11225e-14j -0.108271+3.60761e-14j 0.0572889+1.31355e-14j -0.146855-6.66335e-15j 0.00894277+1.60775e-14j 0.136335-1.78597e-14j 0.057958+2.93128e-15j 0.192739-5.34234e-15j -0.0785091+4.70013e-15j 0.0788708-1.1029e-13j 0.203267+2.54053e-14j 0.0014208+2.33249e-14j -0.0234448+1.09083e-14j -0.0684904+1.98934e-14j 0.042435-1.7583e-14j 0.00180857-9.52989e-15j 0.0701494-1.30893e-14j -0.0808264+1.60482e-14j 0.088079-8.87781e-15j -0.102689+1.13687e-13j -0.146436+7.76105e-15j 0.0529715+1.68919e-14j -0.00875069-2.77547e-14j -0.127358+3.33049e-14j -0.274954+4.91065e-15j 0.0207918+8.11168e-15j 0.112779-1.25787e-14j -0.0684978-5.03472e-14j 0.0794012+5.91877e-15j -0.00193463-5.33255e-15j -0.0451215-1.63486e-15j -0.0400549-4.06245e-15j 0.0737295+1.15477e-14j -0.00502064+6.55564e-15j 0.0478258-7.25331e-15j -0.0353828-5.54605e-14j -0.113592+3.24639e-14j 0.0715054+3.4569e-15j -0.0535886-2.54877e-15j 0.0612724-7.09863e-16j 0.0837428-1.48116e-15j -0.1563-1.248e-15j -0.0248547+2.47397e-15j 0.00833799-2.60677e-15j -0.0530087+1.904e-15j -0.0942649-1.73838e-15j 0.00665459+4.31517e-16j -0.0845531+4.63186e-15j 0.0420089+1.47527e-15j 0.0566254+2.8033e-15j -0.241596-7.8429e-16j 0.204234+3.04924e-13j -0.139815-1.36745e-12j 
-0.00214961+1.95896e-14j -0.00113557+4.27878e-15j -0.00214369+3.71144e-16j 0.00199774-1.22969e-16j -0.00119918+1.02281e-18j -0.000410181+1.77384e-17j 0.00158143-2.56969e-16j 0.000127441+1.03952e-16j -0.000950318+1.33937e-16j 0.00260361-3.40569e-16j 0.000505625+1.63151e-16j -0.00121966+1.74504e-16j -0.00155862+2.49602e-16j -0.00113992-1.35045e-16j -0.000438315+1.24171e-16j 0.00159454-3.41514e-16j 3.19935e-06+9.05752e-17j -0.000797689-2.62742e-16j 0.00240828+1.9304e-17j -0.00133754-4.32649e-17j 0.00113651-8.02719e-17j 0.000303887-5.75163e-17j 0.00018052-2.21993e-16j 0.000788679-9.6804e-16j 0.00128617-5.01635e-16j -0.00134765+5.29927e-16j 0.000887186-1.3182e-16j -0.00301977+7.54916e-16j -0.00164714+7.19379e-16j -0.000567769+2.75044e-16j -0.00145018+5.73173e-16j 0.00222006-9.71489e-16j -0.000630137-1.78602e-16j 0.00170269-2.89395e-15j 0.00220398+6.71108e-17j 0.00116401+3.0987e-16j -0.000994331+1.04601e-16j -0.00174152+3.21353e-16j -0.00107664-1.79224e-16j -0.00237845+5.21339e-16j 0.0031297-4.21875e-16j 0.000460163+8.01904e-18j 0.00226969-4.81799e-16j -0.00032995+8.19944e-16j -0.0024978+3.63523e-16j 0.00053048-1.34911e-16j -0.000186885-1.09737e-16j -5.23702e-05+4.97219e-17j -0.0010428+3.819e-16j 0.000184131-4.27559e-17j 0.000935935-1.81362e-16j -0.0012921-7.47919e-16j 0.00194293-1.51308e-16j 0.00168841-3.33003e-16j 0.00134805-1.70149e-16j -0.00168774+2.2998e-16j 0.00102986+6.62507e-17j -4.4485e-05-1.00058e-16j 0.000732085-3.71569e-16j -0.00082988-1.20695e-15j -3.15832e-05+9.53302e-17j 0.00177286-2.51375e-16j -0.000678566+7.66358e-17j 0.000874322-9.43065e-17j -0.000164993-3.21241e-17j -0.000900373+1.79485e-16j -0.000191045+1.12045e-16j -0.00104782-1.75072e-16j 0.000371739-4.75043e-18j -0.00106315+7.53432e-17j -0.00147741+1.90474e-16j -0.000989795+2.16332e-16j 0.0026779-2.83438e-16j 0.000573126+8.64155e-17j -0.00204939+3.54401e-16j -0.000980094+2.8975e-15j -0.00195541-1.24301e-14j 
-6.30372e-05+2.74452e-15j -0.00128273+6.58265e-16j -0.000621138-5.29909e-17j -0.000372674-8.47925e-17j -0.0017584+1.02522e-16j -0.000415734-4.25736e-17j 0.00184807+1.81565e-17j -0.00077114-6.39563e-17j -0.000370559-1.7248e-17j 0.000557474-1.06612e-17j 0.00106582-2.60896e-17j 0.000317998-2.08182e-17j -0.000419748-1.41554e-16j -0.00117275-1.53341e-16j 0.000337595+3.13543e-17j 0.00107741-2.13722e-16j 4.19269e-05+4.42129e-17j 4.4424e-05-1.11373e-18j -0.000258917-7.2281e-17j -0.000907834+7.71735e-17j 0.00028341-2.06544e-18j 0.000348566-1.50513e-17j -0.000776683+1.80892e-16j 0.000304023-3.11358e-16j -0.000658239+1.34193e-16j 0.000747593-5.3834e-16j 0.000729078-1.66269e-18j -0.0010038+3.6946e-16j -0.00126541+3.00965e-16j -0.00131197+3.53329e-16j -0.000642637+8.15082e-17j 0.000129004-3.11945e-16j 0.00109866-7.58008e-16j -3.95931e-05+2.02259e-16j -0.000310718-6.40423e-18j 0.000184254-8.08712e-17j -0.000623419-6.01974e-17j 0.00037609-2.33238e-16j -0.00129028+3.15374e-16j -0.00264906+3.0798e-16j 0.00172972-1.62648e-17j -0.000283479+6.11892e-18j 0.000497757+1.88932e-16j 0.0014996-1.44972e-15j 4.87135e-05+4.81883e-17j 0.00106375+3.75129e-16j -0.000609875-1.0575e-16j 0.000713464-2.8896e-16j 0.00052239-9.80074e-17j -0.000507244-1.8252e-17j -0.000313621-1.00275e-16j 0.000141139+1.67527e-16j 0.00020494+7.57207e-18j 0.000708816+8.51575e-17j 1.81145e-05-1.12822e-16j -0.000525264-3.99238e-17j 0.00114201+1.46098e-16j -0.000515464+1.1501e-16j 0.000636152-4.47994e-17j -0.000857735-1.26377e-15j 0.000740565-2.35033e-16j 0.000171792-6.71289e-18j -0.000243544-1.28082e-17j 0.000553244+1.84526e-17j 0.000566228+4.84625e-17j -0.000308566-5.895e-17j 0.000301226+2.67934e-17j -0.00116669-7.58951e-17j 0.000339776-5.84596e-18j 0.000773703+6.27382e-17j -0.00212126-8.10392e-18j -0.000222159+7.94297e-17j 0.0013021-9.44168e-18j -0.000591875-9.29381e-17j 0.000401843-8.03921e-18j -0.00116745+1.52386e-16j -0.000325721-4.97501e-16j 
-0.0012944+1.38614e-14j -0.00196038+3.04506e-15j -0.00364884+3.40158e-17j -0.00371562-4.22625e-17j -0.000824115-6.2403e-17j -0.0015328-1.28203e-16j 0.00411859+4.58453e-17j -0.00438485-3.09805e-17j -0.000680639-5.67992e-17j 0.000234124+3.28969e-17j 0.000406532+8.05676e-17j 0.000338375+3.61386e-17j -0.0017131-3.5453e-17j -0.00133078-3.82776e-16j 0.000240887+6.36757e-17j -0.00132705+2.39557e-16j 0.000891366+2.75125e-16j -0.000104245-1.41569e-16j -0.00158334-3.63865e-16j -0.000597261+3.8807e-18j 0.000351185+1.28481e-16j -0.000102545-7.68672e-17j 0.00172326-5.95831e-17j -0.000402142+6.64903e-16j 0.00092347-8.96216e-17j 0.00373246-2.24277e-15j 0.00286815-2.99543e-16j -0.000400977+8.60201e-16j -0.0033903+5.13827e-16j -0.00326181+8.5076e-16j -0.000780084+5.63748e-16j 0.00394775-1.90805e-15j 0.00374604-3.89233e-15j 0.00213968-3.40259e-15j -9.67601e-05-1.02037e-16j -0.00116502-2.97822e-16j 0.000399349-4.31634e-16j 0.00428151-6.00317e-16j -0.00118103+7.301e-16j -0.00474443+6.23144e-16j -3.42397e-05+1.84332e-16j -0.00245642-1.63235e-17j 0.00349248+1.46664e-16j 0.00165521-1.08223e-15j -5.1746e-05+1.21775e-16j 0.00427406+9.93746e-16j -0.000534815-5.71165e-16j 0.00206817-5.87355e-16j -0.00112845-8.13786e-17j -0.00283479+3.14589e-16j -0.00108353-2.58236e-16j 0.00385552+2.40894e-15j 0.00116854-1.75636e-17j 0.00101711+1.76491e-16j -0.000249506-4.89482e-17j -0.000947426-7.44225e-17j 0.000491069+1.61291e-16j -0.000378817-1.35283e-16j 0.00441609-9.96612e-16j -0.00208713-3.08983e-15j 0.001037-3.02475e-16j 0.000291439-2.59632e-18j -0.000748565+1.43493e-17j 0.00122392+6.73793e-17j 0.000415113+1.05782e-16j -0.00229241-1.85677e-17j -0.000443854-6.76327e-18j 0.0013793+4.37108e-17j -0.000421202-9.50608e-18j 0.00344998+4.28881e-17j -0.00416127-1.17386e-16j 0.000274637+8.43948e-17j 0.00201761+5.19085e-17j -0.00488931+2.23102e-17j -0.000119289+1.02251e-16j -0.00184924+3.31924e-15j -0.00242452-1.47518e-14j 
0.00298687-3.47493e-14j 0.00617677-7.64354e-15j 0.00660883+8.77138e-17j 0.0031175-9.83578e-17j -0.000204809+2.38359e-18j 0.00228642+2.37504e-16j -0.00185626+6.38583e-17j 0.00325909-2.55488e-17j 0.00137925-5.1331e-18j 8.65326e-05-5.97888e-17j 0.000638943-1.94622e-17j 0.00359276+1.72693e-17j -0.000862728+1.01694e-17j -0.00188443-2.18272e-16j 0.00115066-1.00355e-16j 0.000605821-1.88984e-16j -0.00244949-8.11337e-16j 0.00188277+1.58908e-15j -0.000453499+8.57501e-17j -0.000517155+7.3426e-17j 0.00278166+3.23374e-16j -0.000102553-1.9795e-16j 0.000156463-7.08698e-17j -0.000200337-1.02889e-17j -0.00266284+1.91177e-16j -0.00228864+1.89307e-15j -0.00220736+1.6656e-16j 0.00345263-1.2277e-15j 0.00536177-1.00774e-15j 0.00506079-1.16948e-15j 0.000628641-8.23906e-16j -0.00570846+1.34531e-15j -0.000654935+2.29647e-15j -0.00288019+4.37454e-15j -0.000878156-2.72937e-16j -0.00172183-3.9472e-16j -0.00201337+3.38245e-16j -0.00203972+2.42277e-16j -0.000343393-2.34019e-16j 0.00187254-4.04201e-16j 0.000273848+6.46593e-17j 0.000943324+1.39653e-16j -0.00634225-9.49326e-17j -0.000990128+3.45343e-17j 0.00268039+8.36629e-17j -0.00242434-4.84496e-16j 0.00132136+8.71807e-17j -0.00340216+9.78121e-16j 0.00164006+2.00614e-16j 0.00325277-6.64036e-16j -0.000713406+5.15331e-16j -0.00336292-2.02547e-15j -0.00302671-1.08618e-16j -0.0035828-6.17421e-17j -0.00240839-1.55973e-16j 0.00193548+1.52347e-16j 0.00353523+4.13173e-16j -0.00103787+4.10513e-16j -0.00562955+1.23178e-15j 0.0025545+3.76246e-15j -0.00255547+8.80536e-16j -0.0021859-1.51244e-17j 7.01418e-05+1.80308e-18j 0.00249407+7.66859e-17j 0.00353277+6.20246e-17j 0.00093254+1.43149e-17j -0.000540761+1.18576e-16j -0.00359855-4.12831e-16j 0.00147236+4.73882e-18j -0.00104495+9.30861e-17j 0.00244349-1.97685e-17j 0.000965193-9.95727e-17j -0.00246018-6.4701e-17j 0.00585628-7.79087e-17j 0.00162671+2.19858e-17j 0.0058637-6.69267e-15j 0.00538516+3.00165e-14j 
0.000977302-5.46678e-16j -0.00407666-1.29429e-16j -0.00192388+7.72947e-17j -0.00246835-3.7882e-17j -0.00101559+6.65855e-17j 0.000935096+1.90082e-16j 0.00353821+3.74428e-18j -0.000916484+5.56693e-17j 0.000642839+9.23378e-17j 0.000945493-7.72903e-17j -0.00153268-9.13495e-18j -0.000617539+1.55583e-17j -0.000959762+6.26636e-18j 0.00225725+3.95947e-16j -0.000839146+8.87476e-17j 0.000567701+4.31974e-17j 0.00204796+6.16778e-16j 0.000292415-6.74244e-17j -0.00164769-3.56155e-16j -6.65056e-05-3.21358e-17j -0.00106437-3.13641e-16j 0.000553188+1.00403e-16j 0.000164657+2.32859e-16j 0.0022115-2.17774e-15j 0.00106779-8.93416e-17j 0.000885841-3.27208e-16j 0.00115952-8.1912e-17j 0.000432262+5.70228e-16j -0.00209005+2.7523e-16j -0.00262744+6.79585e-16j -0.00397119+5.88496e-16j 0.00204341-1.41997e-15j 0.00205204-2.26302e-15j 0.00328389-5.47621e-15j 8.77721e-05+4.43529e-16j 0.000379015-3.4382e-17j -0.000596081-9.12488e-17j -2.07967e-05-2.79069e-16j -0.00103822+2.19524e-16j -0.00351749+3.48147e-16j 0.000409592+4.66889e-17j 0.00178166-3.15665e-16j 0.00265601-2.36343e-16j -0.00063245+9.15147e-16j -0.000544329-5.82363e-17j 0.00111638-9.02614e-17j 0.000818515+1.98792e-16j 0.00227997-6.18287e-16j 0.00271419+2.10566e-17j -0.000517258-3.377e-16j -0.00233236+2.40917e-16j 0.00133542+8.20574e-16j 0.00164044+9.09482e-17j 0.00213534+6.86361e-17j 0.00269443+3.14934e-17j -0.00181466-4.60556e-17j -0.000865056-1.0257e-16j 0.000930245-1.43426e-16j 0.00145024-3.9655e-16j 0.000522917+8.68265e-16j 0.000850482-2.3372e-16j 0.00156115-7.31981e-17j -0.000312724-5.92598e-17j 0.000945123+8.80642e-17j -0.00180666-6.38883e-17j 0.000814688+7.92817e-17j -0.00133349-4.37972e-17j 0.000766672+1.47343e-16j 0.00144354-1.94427e-18j 0.00149905+7.14779e-18j -0.00177877+4.66412e-17j 0.00131463+2.25485e-17j 0.0027548+2.68645e-17j -0.00190886+4.19625e-17j 0.00138938+6.6296e-17j -0.00438333-9.78822e-16j -0.000390065+4.44471e-15j 
-0.00144328+1.72004e-14j -0.00318646+3.80557e-15j -0.00336263-2.43935e-17j -0.00125324-6.21701e-17j 0.00167376-1.04333e-16j -0.000281507-5.1239e-17j -0.000343457+1.487e-16j -0.000695281-1.04925e-16j -0.000663538+4.76767e-17j 0.000304132-4.83659e-17j -0.00248186+7.30545e-17j -0.00295336+1.31731e-16j 0.000814976-7.85665e-17j 0.00309896+3.41636e-16j -0.00118271+1.29337e-16j -0.00154771+3.69444e-16j 0.00200516+4.79866e-16j -0.00123322-1.16652e-15j 0.000298731-2.3559e-16j 0.00211384-2.76886e-17j -0.00143578-1.17666e-16j 0.000131365+1.41152e-16j 0.000595217+1.4684e-16j 0.00127937-1.10251e-15j 0.0028487-2.4945e-16j -0.000382399+1.98595e-16j 0.000296139+2.44372e-16j -0.00126256+3.89335e-16j -0.00185423+3.28866e-16j -0.00110437+2.628e-16j -0.000514741+3.88395e-16j 0.00362299-4.9619e-16j -0.000648869-4.53315e-16j 0.00279545-4.59113e-15j 0.00121909+4.46004e-16j 0.00172109+3.52242e-16j 0.000593681+8.5418e-17j -0.000895309+2.85649e-16j 0.00163778-2.60213e-16j 0.000799368-5.09126e-16j -0.0021731-9.23562e-17j 0.000787153-2.62672e-16j 0.00343293-2.7967e-16j -0.0017699+2.35435e-15j -0.00194688+5.6117e-17j 0.000132133+7.25227e-17j -0.000671275+7.83769e-17j 0.00172215-5.26229e-16j -0.000868917-1.2956e-16j -0.00085738+2.08344e-17j -0.000508251-1.6606e-16j 0.00142632+8.29996e-16j 0.00188917+2.17571e-18j 0.00206287-2.68705e-17j 0.00221061+1.28483e-17j -0.0010281-9.22496e-17j -0.00391701-3.62722e-16j 0.00134186-3.26227e-16j 0.00209206-3.92904e-16j 0.000472878+7.51905e-16j 0.000206587-1.52483e-16j 0.00262949-5.0743e-17j 0.000207856-7.65053e-17j -0.00209406+2.76805e-17j -0.00266032+8.9839e-17j 0.00023706-1.27689e-17j -0.000727842-8.10954e-17j 0.00338021+3.90139e-16j -0.000939204+2.83972e-17j -0.000673121+1.00043e-16j 0.000585064-1.60138e-16j -7.51008e-05+2.1986e-17j 0.000904516+4.09043e-17j -0.00237041-4.83301e-17j -0.0011135+7.47153e-17j -0.00325852+3.27076e-15j -0.00269955-1.44657e-14j 
0.00102597-1.17162e-14j 0.000631116-3.65734e-15j 1.71345e-06-9.69568e-17j -0.00173005+3.93542e-15j 0.000609814-1.30287e-15j 0.00109247-2.35639e-15j 0.00240476-5.5638e-15j -0.00058973+1.40513e-15j 0.00137833-3.17024e-15j -6.07068e-05+9.64243e-17j -0.00100288+2.22495e-15j 0.00105514-2.61133e-15j -0.00313299+7.25133e-15j 0.00118629-2.3855e-15j -0.000195581+3.9654e-16j 0.000508504-1.21433e-15j -0.000440735+1.08062e-15j -1.2158e-05-1.54911e-16j -0.00129229+2.79003e-15j -7.54012e-05+2.91675e-16j -6.42371e-05-1.49108e-17j 4.95085e-06+2.45281e-17j 0.00269189-6.0876e-15j 0.00129215-4.03624e-15j 0.00127267-2.856e-15j 0.000733355-1.90318e-15j 0.00211309-4.89306e-15j 0.00186119-4.49531e-15j 0.000744377-1.85954e-15j -6.7193e-06+1.63657e-16j -0.00385206+9.24159e-15j 0.00149408-4.58686e-15j 0.00235471-7.9161e-15j 0.00198415-7.72314e-15j 0.000732484-1.35971e-15j -0.00179811+3.95574e-15j 0.000782367-1.90745e-15j -0.000177959+2.78252e-16j 0.000696402-1.48517e-15j -0.00233672+5.56919e-15j 0.000141383-4.31454e-16j 0.000975762-2.37912e-15j 0.000154828-4.84836e-16j -0.00127456+4.02884e-15j 0.00119697-2.86428e-15j 0.0015751-3.42297e-15j 0.00206135-4.93987e-15j -0.000796452+2.1357e-15j 0.00061124-1.28909e-15j 0.000400504-1.37607e-15j -0.00201983+5.04667e-15j 0.000227214-3.62688e-16j 9.49893e-05-9.86196e-17j 0.000771574-1.56631e-15j -7.59367e-05+1.60007e-16j -0.00129127+2.7895e-15j 0.00141118-3.13994e-15j 0.00190068-4.16471e-15j 0.000970372-2.42671e-15j 0.00101803-7.69414e-16j -0.000488226+1.3414e-15j -0.000880679+2.05513e-15j -0.000757861+1.69078e-15j 0.00193688-4.51804e-15j 0.00022863-6.85209e-16j 1.6884e-05+4.04627e-17j -0.000840336+1.92833e-15j 0.000399776-7.40643e-16j 0.00171131-3.99884e-15j 0.00185529-4.32979e-15j -0.000299718+7.64057e-16j 0.00142857-3.36748e-15j 0.000507747-1.13138e-15j -0.000804407+1.79769e-15j 0.000875121-2.04326e-15j 0.000314958-2.43986e-15j 0.00101692+4.54205e-15j 
0.000237678+2.50466e-15j -0.00243412+4.72439e-16j -0.000860829+4.98522e-17j 6.49406e-05+9.25861e-17j -0.000974723+1.96519e-17j 0.00069621+2.79307e-16j 0.00146594+1.60559e-16j 0.00048304+2.01637e-16j -2.90402e-05+1.95425e-16j 0.00133963+9.64223e-17j -0.000821621-7.35293e-17j -0.000877929-1.93348e-18j -0.000263181-2.53794e-16j 0.00112903+3.72855e-16j -0.000535503-3.68976e-17j 0.000937937+1.53714e-16j 0.00109151+3.27962e-16j -5.12019e-05-1.54511e-16j -9.27759e-07+1.00952e-17j 4.75224e-06-1.56612e-16j -0.000166671-1.77818e-16j 0.000552767+7.53831e-17j -0.000615916+2.64783e-16j 0.00175338-1.64714e-15j 0.000625911+4.08813e-17j -0.000831328+3.16302e-16j 4.63573e-05+1.40658e-16j -0.000779998+3.0546e-16j -0.000995997+2.65984e-16j -0.000814882+2.32914e-16j -0.00209323-1.87697e-16j 0.000757858-3.76907e-16j 0.000132629-3.71558e-16j 0.00172104-2.6299e-15j 0.000537457+5.5388e-16j 0.00116638+1.79258e-16j -0.00112848+8.91212e-17j -0.00170346-2.29717e-16j -0.000689064-1.38924e-16j -0.00175343-6.07404e-17j 0.000997862+1.83123e-16j 0.00165217+1.22745e-16j 0.0012605-9.32583e-17j -0.000617779+5.3789e-16j -0.000989044-1.34769e-16j -0.000202153-2.92647e-16j -2.11006e-05+4.5442e-16j 0.00105604-4.07493e-16j 0.00153119+2.08545e-16j 0.000375436-1.46141e-16j -0.00102246+1.10925e-16j -0.000473319-5.05036e-16j 0.00111655+2.05066e-16j 0.00149613+1.04167e-16j 0.00192677+2.16934e-16j -0.00116745-1.94598e-16j -0.000529385+3.64651e-17j 0.000355927+8.47235e-17j -0.000129713-7.18337e-17j 0.000622728+1.07685e-15j 0.000200639-8.73878e-17j 0.00170959-4.26456e-18j -0.00011241-1.06134e-16j 0.000244455+2.3531e-16j -0.000953174-1.71538e-16j 0.000761021+1.41638e-16j -0.000715856-9.70211e-17j -0.000256341-7.27616e-17j 0.000826889+2.38066e-16j -0.00037086-4.11824e-17j -0.000723632+1.08395e-16j 0.000295967+1.22185e-16j 0.00192419+1.95221e-16j 0.000218898+1.92059e-16j 0.000332428+2.87255e-17j -0.00256962-5.97818e-16j -0.000268692+2.39264e-15j 
0.000589573-5.71931e-15j 0.000615864-1.32674e-15j 0.00096691+6.19735e-17j 0.00153835+1.37676e-16j 0.00199518+8.61465e-17j 0.00144972+3.12884e-16j -0.00192108-2.97332e-17j 0.0028758+2.60293e-16j 0.00185982+1.91781e-16j -0.000449688+3.41176e-18j -0.00115353-1.59359e-16j -0.000794516-7.76543e-17j -0.00043575-5.61812e-17j 0.00295212+8.00753e-16j -0.00137351-7.89159e-17j 0.00155845-8.48368e-17j -0.000264246+1.52881e-17j -0.000184562-1.00782e-16j 0.00160749+3.86903e-16j -0.000702543-1.27904e-16j -0.00205804-4.10441e-16j -0.00044914+2.15258e-16j 0.000738741+7.72148e-17j 8.16703e-05+1.09596e-17j 0.00105959+1.34964e-17j -0.00200007+1.13769e-15j -0.000564516+1.33539e-16j 0.00112764-4.34366e-16j 0.00177935-1.9812e-16j 0.000649904-9.36744e-17j -0.00255729-2.25058e-16j -0.000570958+5.16305e-16j -0.00251512+1.66708e-15j 0.000701344-9.63064e-16j 0.00130742+4.40358e-16j -0.000374129+1.55592e-16j 0.00203739+4.62017e-17j -0.00206459+9.0908e-17j 0.00126263-4.52147e-16j 0.00363753-2.68904e-16j 0.000466724-1.21848e-16j 0.00260186+2.94659e-17j -0.000201796-4.85256e-16j -0.00278052+2.45926e-15j -0.000918246-1.20086e-16j -0.00270749-1.05023e-15j 0.00328886+6.76497e-16j -0.00169381+6.21554e-16j 0.000996108+3.09858e-16j 0.00171782+4.46665e-17j 0.00146799+3.05808e-17j -0.00213685-1.53552e-15j 0.000739626+1.49843e-16j 0.000266444-1.50098e-18j 0.00175637+2.063e-16j -0.000766054-1.40634e-16j -0.000486152-3.89033e-17j 0.00211008+2.1362e-16j -0.00127973+1.34937e-16j 0.00104772+1.71513e-15j -0.000103478+1.17637e-17j -0.00115319-5.25411e-17j 6.19217e-05-7.87264e-17j 6.13771e-05+9.7445e-18j -0.00274854-2.57094e-16j 0.00169454+1.80766e-16j -3.42725e-05-1.09551e-16j 0.000498294+1.14208e-16j 0.00135647+1.39928e-16j -0.00165961-1.43871e-16j 0.00390569+2.76063e-16j 0.000514187-3.56415e-17j -0.000735254+2.6792e-17j 0.00218014+2.00509e-16j -0.00055481-2.55177e-17j 0.000378399-1.42654e-15j 0.000900997+6.10358e-15j 
-0.00084996+5.20224e-15j 0.000766457+1.59404e-15j -0.00116174-3.13773e-16j -0.00144347-4.66703e-16j 0.00310247+1.00862e-15j -0.00066814-2.77283e-16j -0.00222335-7.21042e-16j -0.000882169-2.80246e-16j 0.000421868+2.36488e-16j -0.0019148-6.83747e-16j -0.00115277-3.84574e-16j -0.000862115-1.53561e-16j 0.000968212+3.0667e-16j 0.00171785+7.86986e-16j -0.00067726-2.45415e-16j -0.00242553-3.78404e-16j 0.000424828+1.13445e-16j -0.000334068-3.52669e-16j 5.72775e-05+1.34726e-17j 0.000931452+1.82747e-16j -0.00169074-6.58288e-16j -0.000960006-2.88012e-16j 0.00159088+4.43933e-16j -0.00183694+1.35812e-15j 0.00130324+3.22697e-16j 0.00112481-1.35739e-16j -2.64154e-05-1.77613e-17j 0.00131429+4.55656e-16j 6.79137e-05-7.39539e-17j -0.000314624-9.42142e-17j 0.00157513+4.36196e-16j 0.00151256+5.93544e-16j -0.000872813-1.16481e-16j 0.000302095-4.2592e-16j 8.89543e-05-1.2338e-16j -0.000923118-5.31097e-16j 0.00268074+8.59644e-16j 0.00253663+9.51445e-16j 0.00188401+6.77626e-16j 0.00386259+1.06971e-15j -0.00319088-1.01593e-15j -0.00117736-4.27222e-16j 0.00124559+1.99613e-16j -0.00120652+1.00083e-15j -0.00032297-6.33733e-18j -0.000182832-1.51995e-16j 0.00101655+5.1246e-16j -5.24879e-05+4.4146e-17j -0.00175681-6.46629e-16j -0.00111072+1.83576e-16j 0.00137066+1.786e-16j 0.00206246+1.88375e-15j 0.000288043+1.07274e-17j -0.000809131-3.18825e-16j -0.000105717+4.4426e-17j 0.000732167+2.21106e-16j -0.00242087-9.52472e-16j 0.000793333+1.51181e-16j 0.00170527+1.70125e-16j -0.000484702-8.69599e-16j 0.000136972-4.73867e-17j -0.00100644-5.08153e-16j 0.000336797+1.09854e-16j -0.00134182-4.15721e-16j -0.00187905-6.16714e-16j -0.000454727-1.41446e-16j 8.03044e-05-5.14831e-17j 0.00328183+1.42371e-15j -0.00130718-3.70775e-16j 0.000256514+1.20355e-16j 0.00227881+8.00372e-16j 0.000125892+8.83448e-18j -0.00196153-7.33634e-16j -0.00206563-6.25883e-16j -0.00103166-3.20276e-16j 0.000761337+2.76074e-15j -0.00126921-1.09471e-14j 
0.000600911-7.80206e-15j 0.00166575-1.72958e-15j 0.00150271-6.01733e-17j 0.00144273+4.30751e-17j -0.000903748+1.03509e-17j 0.000868966+1.11854e-16j 0.001156+7.73217e-17j 0.00111116-2.82302e-18j 0.000743657-3.98979e-17j 0.000933458+1.16882e-16j 0.000810934+3.35183e-18j 0.00131245-6.94723e-17j -0.00217938-1.06171e-16j -0.00105864-1.7517e-16j 0.000210424-3.80387e-17j 0.00202131-3.89233e-16j -0.00131701-2.26913e-16j 0.000290166+3.8088e-16j 0.000595233+2.18232e-16j -0.00151283-5.83326e-17j 0.00104457+1.63286e-16j 0.000116326-3.96902e-17j 0.000649145+8.19861e-17j 0.000502909-5.5394e-16j -0.000419538+9.12246e-17j -0.000892648+5.24631e-16j 0.000602325+3.42662e-17j 0.000294446-3.02607e-16j 0.00125768-1.57803e-16j 0.000955034-1.10207e-16j -0.00215386-6.46409e-18j -0.000961655-4.47183e-17j 0.000353658-7.35668e-17j -7.66957e-05+3.25283e-16j 0.000724858+2.00408e-16j -0.000893871-6.68863e-17j -0.000475633-1.10459e-16j -0.00140447+5.21248e-17j -0.000708234-1.85079e-16j -0.00154733+4.30294e-17j 0.00251188-1.92387e-17j 0.000916425-4.7686e-18j -0.00134431+1.97169e-17j -0.000283571-3.58159e-17j 0.000426442-1.00582e-16j -5.37359e-05-2.44986e-17j 0.00136928-5.48581e-17j -0.0016349+5.21934e-16j 0.000633511+1.56764e-16j 0.00133256-3.50855e-16j -0.000132829+2.22623e-16j -0.00200421-1.18663e-15j -0.000251332+1.40086e-16j -7.33656e-05+6.18416e-18j -0.000372645-5.17934e-17j -0.000680761-5.71924e-17j 0.00288052+4.08204e-16j 0.000337398+1.90434e-16j -0.00123385+2.78527e-16j 0.000396816+5.4906e-16j -0.000554278+1.93254e-16j -0.000939901+7.95219e-17j -0.000587858-6.22045e-17j 0.00206431+1.30749e-16j 0.00117524-1.5655e-17j 7.11586e-05-6.67026e-17j -6.85925e-05-1.61457e-17j -0.00221946-2.71519e-16j 0.00157939-4.38213e-18j -9.93022e-06-9.22646e-18j -0.000164534-2.88146e-17j 0.000265289-4.09805e-18j 0.000590388+1.21261e-16j 0.00210557+6.86033e-18j 0.000153185-8.02336e-17j 0.00158208-1.9303e-15j 0.00150826+8.44125e-15j 
