-0.221649+1.43495e-12j 0.191763+3.14973e-13j -0.10553-3.53903e-15j 0.183779+5.53892e-15j 0.0750578-3.65466e-15j -0.0557643-8.00221e-15j -0.0318248-1.47398e-15j -0.0162848+1.16491e-15j -0.0838409-2.08082e-15j 0.144112+1.08606e-15j 0.00848093+8.43559e-15j -0.049725-1.83413e-15j -0.150215-6.08316e-15j -0.140017-2.76067e-14j -0.00641913-2.82521e-15j -0.0425919+2.48606e-15j -0.0832968-2.45835e-14j -0.0723952-3.48004e-14j 0.208971+3.0751e-14j -0.0252898-5.08639e-15j 0.173541+2.96222e-14j -0.0270576-1.26963e-14j 0.169254-1.08506e-14j -0.0391338+4.82856e-14j 0.147838-1.11225e-14j -0.108271+3.60761e-14j 0.0572889+1.31355e-14j -0.146855-6.66335e-15j 0.00894277+1.60775e-14j 0.136335-1.78597e-14j 0.057958+2.93128e-15j 0.192739-5.34234e-15j -0.0785091+4.70013e-15j 0.0788708-1.1029e-13j 0.203267+2.54053e-14j 0.0014208+2.33249e-14j -0.0234448+1.09083e-14j -0.0684904+1.98934e-14j 0.042435-1.7583e-14j 0.00180857-9.52989e-15j 0.0701494-1.30893e-14j -0.0808264+1.60482e-14j 0.088079-8.87781e-15j -0.102689+1.13687e-13j -0.146436+7.76105e-15j 0.0529715+1.68919e-14j -0.00875069-2.77547e-14j -0.127358+3.33049e-14j -0.274954+4.91065e-15j 0.0207918+8.11168e-15j 0.112779-1.25787e-14j -0.0684978-5.03472e-14j 0.0794012+5.91877e-15j -0.00193463-5.33255e-15j -0.0451215-1.63486e-15j -0.0400549-4.06245e-15j 0.0737295+1.15477e-14j -0.00502064+6.55564e-15j 0.0478258-7.25331e-15j -0.0353828-5.54605e-14j -0.113592+3.24639e-14j 0.0715054+3.4569e-15j -0.0535886-2.54877e-15j 0.0612724-7.09863e-16j 0.0837428-1.48116e-15j -0.1563-1.248e-15j -0.0248547+2.47397e-15j 0.00833799-2.60677e-15j -0.0530087+1.904e-15j -0.0942649-1.73838e-15j 0.00665459+4.31517e-16j -0.0845531+4.63186e-15j 0.0420089+1.47527e-15j 0.0566254+2.8033e-15j -0.241596-7.8429e-16j 0.204234+3.04924e-13j -0.139815-1.36745e-12j 
0.000816369-7.51091e-15j 0.000559191-1.6588e-15j 0.00159032+4.44315e-18j 0.00159246-1.71943e-17j 0.000986905-6.44139e-17j 0.00106555+9.02333e-17j -0.00217798+9.21336e-17j 0.00251473-4.94634e-17j 0.000854818+3.48162e-17j -0.000385966+3.33399e-18j -0.000705527+7.97265e-18j -0.000518926+6.63004e-17j 0.000723577+1.87846e-17j 0.00177968+2.61966e-16j -0.000560758+2.06889e-17j 0.0008956-1.55776e-16j -0.000225972-3.62188e-17j -5.59799e-05+2.04912e-17j 0.000866182+1.25497e-16j 0.000264179-8.96851e-17j -0.00102529-1.12186e-16j -4.94964e-05+1.15342e-16j -0.000544458+3.07822e-17j 0.000342788-4.83038e-16j 2.91019e-05-7.2591e-17j -0.0019582+1.31314e-15j -0.00129027+1.64683e-16j 0.000565709-4.25883e-16j 0.00174789-3.3246e-16j 0.00128917-3.91109e-16j -0.000555347-1.40853e-16j -0.00163189+8.25107e-16j -0.00213416+2.05224e-15j -0.000520224+7.98606e-16j 0.000302385+8.77563e-17j 0.000451149+1.23307e-16j 0.000534311+9.09094e-17j -0.00231261+4.7127e-16j 0.00097861-5.63036e-16j 0.00297395-5.04503e-16j -0.000123609-9.0984e-17j 0.00186509-1.61638e-16j -0.00130867-2.08679e-16j -0.00149341+1.33621e-15j -0.000182053-5.27414e-17j -0.0024812-5.90902e-16j 0.00112054+3.69747e-16j -0.00108323+4.19568e-16j 0.000917644+1.16198e-16j 0.0015384-2.09678e-16j 0.000652247+1.05092e-16j -0.00196595-1.16638e-15j -0.000223071+1.42748e-17j -0.000155324-1.42377e-16j 0.000765429+1.219e-17j 0.000112379+3.78843e-17j -0.00069459-3.18138e-17j 0.000917039-5.6531e-17j -0.00198655+4.39824e-16j 0.0012295+1.78965e-15j -0.000324713+1.0207e-16j -0.00035259-3.20475e-17j 0.000378065-3.77328e-17j -0.000698868+5.02632e-17j -0.00121195+5.89691e-18j 0.0015747-2.7062e-17j 0.000147043-4.77487e-17j -0.000130211-1.37103e-17j 0.000547554+6.37499e-18j -0.00176854+5.18232e-17j 0.00282262-6.00789e-17j 0.000134125-5.3034e-17j -0.00102736+2.70235e-17j 0.00230083-2.89279e-17j 6.88455e-05-5.28766e-18j 0.000426302-1.79153e-15j 0.00117923+7.98671e-15j 
0.000576982+2.41862e-15j -0.00388666+5.42616e-16j -0.000523583+1.38874e-16j 0.00195492-1.53256e-16j -0.000771689-7.6506e-17j 0.00185319+2.16397e-16j 0.000351436+1.3559e-16j 0.00285561-9.87798e-17j 0.0010185+3.64928e-17j 0.00240968-1.38646e-16j -0.00158078+3.58188e-17j -0.00187067+1.74795e-16j 0.00136685-2.35667e-17j 0.00277766+4.05784e-16j -0.0021262+2.7657e-16j 0.00159729-2.61184e-16j 0.0027325+5.74591e-16j 0.00122362+8.09593e-16j 0.00164641+6.78329e-17j -0.00196517-6.15963e-17j -0.00144183-2.21912e-16j 0.000125602+2.18236e-16j -0.00202113+1.06242e-16j 0.000997477-1.14885e-15j 0.000353438-2.10272e-16j -0.00243785+1.73699e-15j -0.00230647+2.12699e-16j -0.000111585+2.43184e-16j -0.00135728-2.9649e-17j -0.00179264+4.01388e-16j -0.00290067+2.85163e-16j -0.000452305+3.8674e-16j -0.00290122+2.54775e-15j 0.00287613-4.96855e-15j 0.00095585+5.48781e-16j 0.00189446+3.77752e-16j -0.00129708+2.30879e-17j -0.00158689-1.2998e-16j -0.00253665-7.64474e-17j 0.00132601-3.11927e-16j 0.00186321-8.81509e-17j 0.00357228-4.51675e-16j 0.00265212-7.29971e-16j -0.00259774+3.1291e-15j -0.00373877+2.34294e-16j -0.00350752-1.25957e-15j 0.00243374+6.23252e-16j 0.00176821-1.55201e-16j 0.00415687-2.96867e-17j 0.00119723-1.69384e-16j 0.00123228-4.09214e-16j -0.00124164-7.59518e-16j 0.00299574-6.76838e-18j 0.000893319-1.29173e-16j 0.00554187-4.18435e-17j -0.00132041+2.17578e-16j -0.00179601-2.58678e-16j -0.000305161-2.61457e-16j -0.00194168+3.90152e-16j 0.000570241+9.78465e-16j 0.00066788-2.19567e-16j 0.00218677+1.51256e-17j 0.000282483-7.96822e-17j 0.000933319+3.69206e-17j -0.0043537+2.0199e-16j 0.00210137+2.33983e-17j -0.00166362-3.77851e-17j -0.000445487+8.56579e-18j 0.0016147-2.6848e-17j -0.0023101+1.59544e-16j 0.0016517-1.75219e-16j 0.000635294+2.17651e-17j 0.00302201-2.01795e-17j 0.00246792-6.67518e-17j -0.000244029+2.04381e-16j -0.00422211-1.39084e-15j -7.92055e-05+6.56237e-15j 
-0.00557655+4.60429e-14j -0.000899376+1.02579e-14j -0.00601882-2.68758e-16j 0.000118318-2.46118e-17j 0.00323185+5.8008e-17j -0.00326612-5.15504e-16j -0.00233896-7.90044e-17j -0.00221458-1.90248e-16j -0.00176563-5.09685e-17j -0.000544524-4.21815e-17j -1.62969e-05+5.83673e-17j -0.00388259+7.3992e-19j 0.000429072-1.08476e-16j 0.000389056-7.13399e-17j -0.00114761+3.36631e-17j -0.0016762+7.08443e-17j 0.000144541+7.47271e-17j -0.00284038-1.9665e-15j 0.00382496+4.31061e-16j 0.000363855-5.2661e-17j -0.00176898-6.97872e-18j -0.00103084+5.32542e-17j 0.00195865-4.98786e-17j -0.00249712+2.7237e-15j 0.00372914-1.78111e-16j 0.000681243-1.03355e-15j 0.00174579+1.64467e-16j -0.00406451+6.38393e-16j -0.00307221+7.68326e-16j -0.00189595+4.4828e-16j 0.00256737+4.7887e-16j 0.00600252+2.19308e-17j -0.00243958+8.30609e-17j 0.00122713-1.42138e-15j 0.00282385+1.38513e-16j 0.0008166+4.29115e-16j 0.00393416-5.92515e-17j 0.00191797+4.51341e-16j 0.00249617-3.72386e-17j 0.00313082-8.47372e-17j -0.00089433-4.42805e-16j -0.00267196-1.43557e-17j 0.00528186+5.33262e-17j -0.000495867+1.38003e-15j -0.00366486+1.41584e-16j 0.00125676+6.14847e-16j -0.000576118-3.21783e-16j -7.06134e-07+2.46977e-17j -0.00626119-3.40665e-16j -0.00258303+1.02068e-15j 0.00431246-9.1554e-16j 0.00188219+1.21462e-15j 0.00264045+3.34377e-17j 0.00168228-7.43056e-17j 0.00030613-5.70885e-18j -0.000846498-1.44332e-16j -0.00302482-3.21889e-16j 0.00122801-1.86018e-16j 0.00517953-8.41594e-16j -0.00316178-4.80348e-15j 0.00103559-4.57881e-16j 0.000642172-6.26658e-17j -0.000170626-7.16013e-18j -0.00303915-2.17115e-16j -0.00282885-8.00208e-18j -0.00252103-1.8049e-16j 0.00144108-7.30855e-17j 0.00427824+6.10735e-16j -0.00297978-6.61028e-17j -0.00109702+3.82439e-17j 0.000855014-7.45663e-18j -0.00241978+8.08621e-17j -0.000270408-9.48205e-17j -0.00405521-1.70429e-16j -0.00509342-1.06366e-16j -0.000320382+1.03435e-14j -0.00628758-4.59522e-14j 
7.84472e-05+7.37989e-15j -0.00448322+1.59791e-15j -0.00239505+1.03438e-16j -0.00244295+2.57839e-17j -0.00232357+1.19531e-16j -0.000552958+6.00108e-17j 0.00319797-1.3572e-16j -0.0021921+1.65546e-16j -0.00110001+7.65525e-17j 0.000922322-6.53716e-17j -0.000200357-7.26508e-17j -0.000699679-4.62093e-17j 0.000697734+6.06696e-18j -6.46264e-06+1.62286e-16j 0.000155465+3.63039e-17j -0.000305+2.31419e-16j 0.00203613+5.31876e-16j 9.79618e-05-2.39973e-16j -0.0018321-3.76141e-16j 0.00052907+1.26754e-16j -2.20444e-05-2.14908e-16j 0.000828106+1.39043e-17j -0.00150937+1.46901e-16j 0.00155378-1.46312e-15j -0.000120886+4.53698e-17j 0.001625-1.17077e-15j 0.000684182-1.68891e-16j -0.00132617+8.518e-16j -0.00322728+6.29297e-16j -0.00281276+7.23994e-16j -0.0006159+2.46929e-16j 0.00159144-1.10933e-15j 0.00230619-2.19223e-15j 0.00153588-2.61059e-15j -0.000971396+1.26417e-16j 0.00142563+9.70526e-17j -0.00177193+2.33239e-17j 0.000893956-6.39687e-16j -0.00164765+5.65205e-16j -0.00432816+6.0066e-16j 0.000165645+1.21207e-16j -0.000206222+9.04681e-17j 0.00236753+1.2058e-16j 0.00175485-1.50367e-15j -0.000310926-1.03514e-17j 0.00196438+2.69159e-16j -0.00217163-1.47483e-18j 0.00327374-1.14248e-15j 0.00147637-9.52733e-17j -0.00162057+4.27171e-17j -0.00212417+1.41381e-17j 0.00215335+1.19965e-15j 0.000914609-6.9558e-18j 0.00176338+1.48875e-16j 0.00130496+7.58081e-17j -0.000771836-2.91312e-17j -0.00112324-2.65073e-16j -0.00087833-6.3975e-17j 0.00179882-5.07525e-16j -0.00058001-6.93965e-16j 0.00119005-3.87256e-16j 0.00235304+1.82778e-18j 1.38807e-05+3.53935e-17j -0.000339552-4.95082e-17j -0.000174583-7.74013e-17j -0.000123517+1.57836e-16j -0.000543436+2.58301e-17j 0.000258059+7.12607e-17j -0.000207597+5.39539e-17j 0.00149924-9.3318e-17j -0.00372431+1.6942e-16j 0.000169054+1.09967e-16j 0.00257864-4.0598e-17j -0.00277043+1.18582e-16j 0.00123848+7.87492e-17j -0.00445476+6.30274e-16j -0.00139189-2.79174e-15j 
-0.000332609-1.07263e-14j 0.00755032-2.37e-15j 0.00225396-1.99742e-17j -2.54131e-05+6.75818e-17j 0.00421887-4.83655e-17j -0.000143255-6.06317e-17j -0.00288565-8.0434e-17j -0.000465548+4.75321e-17j 0.00130023-9.12982e-17j -0.00239924+9.84244e-18j -5.42292e-05-2.8988e-17j 0.00230276-9.5459e-17j -0.00212339+1.07172e-16j -0.000967713-1.55554e-16j 0.000507395-1.61433e-16j -0.00256591+3.03563e-16j -0.00285-8.52344e-16j 0.00010078+2.78054e-16j 0.000202148+2.1563e-16j 0.00027273+9.63625e-17j 0.000921391+3.26877e-16j -0.00159069-1.39813e-16j 0.00463319-3.90072e-16j -0.003078+3.40336e-15j 0.000705422+5.63584e-17j 0.000900468-2.98517e-16j 0.000778217-5.53591e-17j 0.00363141-1.08043e-15j 0.00394502-7.24026e-16j 0.00350522-6.85664e-16j 0.00194297-3.49943e-16j -0.000105623+3.38159e-16j 1.8231e-05-1.76326e-16j -0.00150453+2.4621e-15j 0.000598586-3.93049e-16j -0.00399327-4.58718e-16j 0.00307212-1.03841e-16j 0.00273554+5.98177e-17j 0.00284593+7.30203e-17j 0.00430612-2.73533e-16j -0.00296625-4.01804e-17j -0.00245557+2.38759e-16j -0.00264293-1.56855e-16j -0.00176211+1.3356e-15j 0.00209404+1.11077e-16j 0.000505538+2.10106e-16j 0.00252953-5.02405e-16j -0.00396926+1.23876e-15j -0.00377403+6.73598e-17j 0.000332092+3.19343e-16j 0.00139797-1.97476e-17j 0.000533337+2.28694e-16j -0.00194934-1.20756e-16j -0.00338842+9.42904e-17j -0.00386-5.38989e-17j 0.00173491-6.0838e-17j 0.00164646+2.42281e-16j 0.000944954+3.13079e-16j 0.000140168-5.09163e-17j 0.000251403+3.60209e-16j -0.00203841+6.35919e-16j -0.00402833+1.96823e-17j -0.000361483+3.83116e-17j 0.00119814-1.54535e-16j 0.00185688+1.23816e-17j -0.00178787+2.49801e-17j 0.000184354+3.73077e-17j 0.00159208+1.30637e-16j -0.000644699-4.94701e-17j 0.000939457-9.05683e-17j 0.00337255+3.98547e-17j 0.00049825-1.90652e-16j -0.00435087-9.60386e-17j 0.000262736+3.1151e-17j -0.00130711-5.3903e-17j 0.00747874+4.63493e-16j 0.00138877-2.1842e-15j 
0.00429007-3.09238e-14j -0.00203782-6.79079e-15j 0.00283077-1.21309e-16j -0.0034689+8.38398e-18j -0.000569477+4.27664e-17j 0.000762663+6.32889e-17j -0.000763459+9.89006e-17j 0.000637839-5.98753e-17j 0.00137924-1.95509e-17j -0.00418189+1.64608e-16j 5.86208e-05-1.69492e-16j 0.000976284-5.97524e-17j 0.00223414+3.26747e-17j 0.00292435+5.00783e-16j 0.000907263-5.51858e-17j 0.00134298-1.21617e-16j -0.000178483+1.91232e-16j -0.000101202-4.25398e-16j -0.00415429-5.44127e-16j 0.00234097+1.22908e-16j -0.00349842-4.79944e-16j 0.000798606+2.82596e-16j -0.00262029+3.31444e-16j 0.00152761-1.6489e-15j -0.0024109+3.14559e-16j 0.00158121-6.33696e-16j -0.000116596-1.29515e-16j 0.00221782-3.28132e-16j 0.00157125-3.64466e-16j -0.000767037-6.20918e-17j -0.000795276-1.61216e-16j -0.00391928+3.59253e-16j 0.00177649-3.90761e-16j -0.00317344+5.10411e-15j -0.00376816-5.03811e-16j -8.7865e-05-3.70426e-16j 0.00154694-2.16593e-16j -0.00105783+1.45346e-16j 0.00192603-2.44754e-16j 0.000384485-2.07784e-16j -0.00194004+1.71775e-16j 0.00153263-2.42168e-16j -0.00385884+5.14868e-16j 0.00243557-3.04641e-15j 0.0047649-4.24988e-16j -0.000509792+2.07899e-16j -0.000964707+3.34278e-16j 0.000682818-3.42485e-16j 0.00339147-5.41098e-17j 0.000212339-3.91651e-16j -0.00298466+6.22291e-16j -1.71069e-05+1.78399e-16j -0.00321499-3.16634e-17j 0.000673995+1.15609e-16j -0.00157426+3.88614e-18j 0.000884647-1.33996e-16j -0.00105965-5.89013e-17j 0.00171545-3.67852e-17j -0.000877961+2.16995e-16j 0.00153564+2.23581e-15j 0.00170329-5.31506e-16j -0.00221862-3.06204e-18j 0.00104329+1.30077e-17j -0.00280675+4.91987e-17j -5.59367e-05-2.05686e-17j 0.00324253-8.75245e-17j 0.00179614-9.28381e-17j -5.86944e-06+3.45228e-17j 0.000672158-3.4923e-17j 0.00161305-3.30255e-17j 0.000575802-5.09429e-17j 0.00113435-1.48947e-16j -0.00278729+1.03973e-16j -0.00103378-6.55441e-17j 0.00480098-1.86332e-16j -0.00214866-6.00946e-15j 0.00315492+2.66056e-14j 
-0.00176699+6.68085e-15j 0.00414388+1.54416e-15j -0.00106532-1.95929e-16j -0.00078798-3.05867e-17j 0.00266862+5.64244e-17j -0.000706273-1.28792e-16j 0.000383158+7.00703e-17j -0.00210533-1.06897e-16j 0.000773569-5.65457e-17j -0.000357442+4.25216e-17j 4.69625e-05+1.59107e-17j 0.00131033-6.88428e-17j -0.00289813-1.53847e-16j -0.00140503-3.14048e-16j -0.000268978-1.05061e-16j -0.00210957+1.7949e-16j -0.00115782-3.90413e-16j 0.000274105+3.79744e-16j 0.000787998+2.97465e-16j -0.00151783-1.20825e-16j 0.000966816+3.15861e-16j -0.00147141-2.05879e-16j 0.00456584-1.06666e-16j -0.00282557+3.0912e-15j 0.00159948+9.31697e-17j 0.00189509-9.1324e-16j 0.0018482-1.55952e-18j 0.0019846-2.17759e-16j 0.000437378-2.94994e-16j 0.000312333+1.19598e-17j 0.000142174+4.85954e-17j 0.00278688-4.51011e-16j 0.000904787-1.54503e-15j 0.0013119-1.83199e-15j 0.0015214+6.93513e-17j -0.00339531-4.77144e-16j 0.00234798-1.74546e-16j 0.00436526-1.58347e-16j 0.00044136+4.77701e-16j 0.000943712+1.53921e-16j -0.000928107+3.84199e-17j -0.00260101+3.03886e-17j 0.0014412-1.90892e-17j -0.0014814+1.58015e-15j -0.000393749+9.38072e-17j 0.00196095+4.48401e-16j 0.00282903-3.88573e-16j -0.00179825+7.09424e-16j -0.00317084-1.39208e-16j -0.00105293+4.18726e-16j 0.00175489-2.74058e-16j 0.00204433+1.29399e-15j 0.000656588+1.18043e-16j -0.00182767+1.47312e-16j -0.00135126+1.70349e-17j 0.000115948-1.30325e-16j 0.00162854+2.96077e-16j 0.000279129+1.99464e-16j 0.00240373-3.33914e-16j -0.00140121-2.17533e-15j -0.00093672+3.05278e-16j -0.0023187-1.22618e-17j -0.000902909-5.87505e-17j 0.00252098+5.65585e-17j 0.000362726-3.17821e-17j -0.00275571-1.30622e-16j -0.000662923-3.68477e-17j 0.00170922+2.52115e-16j -0.000276163-3.56182e-17j 0.00176563+5.02564e-17j 0.000643055-4.11208e-17j 0.000398564-5.83111e-17j -0.00085458+3.9091e-17j -0.00165433-1.13081e-16j -0.0022139-1.2423e-16j 0.00411628+3.20035e-15j -0.000991089-1.42468e-14j 
-0.00506459+4.89119e-14j -0.00454148+1.05456e-14j -0.0082856+2.94524e-16j -0.00460828+2.53971e-16j 0.00148999-2.032e-16j -0.00478305-1.25991e-16j 0.000683926+1.03999e-17j -0.00599756+4.32014e-16j -0.0027143+2.26287e-16j -0.00209922+2.74386e-16j 0.000621277-1.50932e-16j -0.00370674+1.18358e-16j 0.000981791-2.13314e-19j 0.000127325+1.59706e-16j -0.00013338-8.8802e-17j -0.00236356+6.62871e-16j 0.0010862+6.58189e-16j -0.00336787-2.29376e-15j 0.000428716-2.926e-16j 0.00177004-1.34289e-16j -0.00277664-2.02631e-16j -0.00034573+1.9143e-16j 0.00105556-2.87092e-16j -0.00166993+2.35722e-15j 0.00312309-3.61919e-16j 0.00448849-3.81085e-15j 0.00386336-5.75585e-16j -0.00470885+1.79806e-15j -0.0059268+1.55825e-15j -0.00510558+1.24207e-15j 0.00276435+2.58403e-16j 0.00752682-2.00126e-15j 0.00159413-3.58439e-15j 0.00102422-9.46397e-16j 0.000609547-3.53585e-16j 0.000945584+2.83085e-16j 0.00413445-7.76522e-16j 0.00443807-4.74633e-16j 0.00237853+1.18392e-16j -0.00139221+4.87076e-16j -0.001953+3.66179e-17j -0.00441073+6.7695e-16j 0.00647591+2.73938e-16j 0.00304677-2.2583e-15j -0.00151011-7.71311e-18j 0.00491282+1.10654e-15j -0.00335655-2.97442e-16j 0.00283073-9.53355e-16j -0.0060039+4.79677e-16j -0.00524323+1.59203e-15j 0.00161996-1.0319e-15j 0.00523804+2.92855e-15j 0.00192373+3.93721e-18j 0.00333668+5.38427e-17j -0.000915604+4.96973e-16j -0.00103267-3.16644e-16j -0.00375791-2.86983e-16j 0.00115095-3.82308e-16j 0.00860926-2.3646e-15j -0.00434638-6.14919e-15j 0.00289386-1.09344e-15j 0.000933667+3.11762e-17j -9.57862e-05+1.06468e-16j -0.00442497+1.11684e-16j -0.00194414-2.03919e-16j -0.00301424+3.15299e-16j 0.00224618-3.4563e-16j 0.005317+2.42761e-16j -0.00377114+3.85479e-16j 0.00225025-2.18039e-16j -0.00339343+2.29068e-16j -0.00225075+4.07674e-16j 0.000358933+1.80015e-16j -0.0090719+5.81589e-16j -0.00290002+3.02362e-16j -0.00377694+1.07664e-14j -0.00750568-4.86309e-14j 
-0.00161305-1.16437e-15j 0.00823445-5.23381e-16j 0.00139785+4.57559e-16j -0.000803297+1.97698e-16j 0.00309237-3.12771e-16j -0.00214545+1.62041e-16j -0.00237228+9.70133e-17j -0.00270415+4.66095e-16j -0.000671621+1.7474e-16j -0.00307985+2.58117e-16j 0.00175972-1.27629e-16j 0.00263538+1.14513e-16j -0.0025609+6.13155e-17j -0.00373589-4.14239e-16j 0.00225344-3.32172e-16j -0.00273389+6.0015e-16j -0.0044517-9.75373e-16j -0.00143358-4.14271e-16j -0.000372971-1.79611e-16j 0.00177865-3.37533e-18j 0.00230232+5.37917e-16j -0.00104213-1.91077e-16j 0.00448592-6.24308e-16j -0.00286621+3.51404e-15j 0.000338285-1.68787e-16j 0.00217178-1.74016e-15j 0.00253872-4.3498e-16j 0.00113986-3.35557e-16j 0.00337582+6.30967e-18j 0.00399875-7.22214e-16j 0.00430006-9.50145e-16j 0.000703861-6.35428e-16j 0.00200083-1.83987e-15j -0.00363746+6.30559e-15j 8.24559e-05-9.57204e-16j -0.00363496-4.94537e-16j 0.00281916-4.62684e-16j 0.00248697-7.83781e-18j 0.00399393-3.30846e-16j 0.00142618-1.7692e-16j -0.00280094+1.22751e-16j -0.00492377+1.09629e-15j -0.00371705+1.54488e-16j 0.00137262-2.13534e-15j 0.00396052+1.38162e-16j 0.00341138+1.03171e-15j -0.00114277-7.13643e-16j -0.00426679+1.02402e-15j -0.00691509+9.62362e-16j -0.000816964+7.32928e-16j 0.000399324-1.84244e-16j 0.000897098+2.49221e-16j -0.00360341-2.05049e-16j -0.00263584+1.30338e-17j -0.0074032+2.2077e-16j 0.00210736-2.16969e-16j 0.00277913+6.12516e-16j 0.000655397+3.42128e-16j 0.00186606-9.75935e-16j -0.000701116-8.02247e-16j -0.00194452+5.36124e-16j -0.00398032+1.43904e-17j -0.000550116+1.28169e-16j -0.00033535+2.15378e-16j 0.00526402-1.08265e-16j -0.0033536+3.69666e-16j 0.00185449-1.6349e-16j 0.0010713-4.01219e-16j -0.00216585+4.1517e-16j 0.00198156-1.47316e-16j 0.000411022+1.91512e-16j -0.000887524+2.25211e-16j -0.0050977+1.06433e-16j -0.0017014+5.7478e-16j -0.00144133+3.51183e-16j 0.00861383+2.55935e-15j 0.000237053-1.19927e-14j 
-0.0056793+5.44877e-14j -0.00506637+1.19751e-14j -0.00667815-2.14581e-17j 0.00315462+8.93374e-17j 0.000450024-5.33145e-17j -0.00190429-1.969e-16j -0.000977009-3.67589e-17j 0.000209417+3.8376e-17j -0.00240263+1.07625e-16j 0.00350925-4.55174e-17j -0.000802275+1.20694e-16j -0.00570906+1.00992e-16j 0.00172696-1.04156e-16j 0.000936023+1.20164e-16j -0.0023615+1.4898e-16j 0.00010612+1.52677e-17j 0.00266252+6.66395e-16j -0.00187914-1.21726e-15j 0.00562809+6.55986e-16j -0.00108886-2.99296e-16j -0.000931608-1.11667e-16j -0.000166954+1.03484e-16j -0.00113579-5.95487e-17j -0.000408533+3.9694e-16j 0.00357962-4.23031e-16j -0.00245661+6.11639e-16j -0.000642802+2.42602e-16j -0.00629143+1.12649e-15j -0.00505259+1.06472e-15j -0.0028722+6.52132e-16j 0.00083884+4.47224e-16j 0.00549393+1.66086e-16j -0.0047054+2.04384e-15j 0.00366848-5.59264e-15j 0.00384705+8.00356e-16j 0.00409545+1.08383e-15j 3.24166e-05+1.64491e-16j -0.00121721+2.20173e-16j -0.000914953-3.23155e-16j 0.00165391-6.11889e-17j 0.00210537-2.90855e-16j 0.000345994+1.84067e-17j 0.00747525-3.6697e-16j -0.00176975+2.94598e-15j -0.00748394+1.47627e-16j -0.00133893-6.032e-16j -0.000830082+3.54138e-16j 0.00221114-4.99224e-16j -0.0027442-7.09702e-17j -0.00129946+7.97272e-16j 0.00452705-9.8649e-16j -3.03003e-05-1.94038e-16j 0.00531882+1.89469e-16j 0.00301499-2.39459e-16j 0.00506631+2.4805e-16j -0.00214477+2.65701e-17j -0.0039763-5.31023e-16j -0.000403941-4.19755e-16j 0.00267562-5.52595e-16j -0.00253268-3.72969e-15j 0.00114307-4.6447e-16j 0.00470818+6.50694e-18j -2.74017e-05-4.76623e-17j -0.00213083-4.61047e-17j -0.0048534-9.64604e-17j -0.0011317+2.50164e-17j -0.000245129-9.39508e-17j 0.00222571+2.7124e-16j -0.00186637+9.98969e-17j -0.00385242-1.22341e-17j 0.000119854+5.44102e-17j -0.00260539+2.38616e-16j 0.00392875+3.06604e-17j -0.000989052+9.50872e-17j -0.00548551+8.36212e-17j -0.00465332+9.35329e-15j -0.00672673-4.17548e-14j 
-0.00491318+2.08231e-14j 0.0105354+4.57868e-15j -0.00011624+1.46176e-18j 0.00416762+2.42517e-17j 0.00512737-6.78739e-17j -0.00132054-1.06652e-16j -0.00331862+2.39275e-17j -0.000548812+3.91727e-17j -3.18373e-05+1.56394e-18j 0.000960398+1.79573e-17j 0.000719361+3.57991e-17j 0.0013013+1.07853e-17j -0.00430239-1.2161e-16j -0.00418276-6.67763e-16j -0.000186191-2.10489e-16j -0.00306182+1.88669e-16j -0.00374057-1.15862e-15j -0.000406584+4.84704e-16j 0.00512291+8.87172e-16j -0.00220511-1.67566e-16j 0.00389596+8.49334e-16j -0.00250334-4.11611e-16j 0.00708998-5.55431e-16j -0.00516227+5.58053e-15j 0.00286408-1.43533e-16j -0.000949339+3.87133e-16j 0.00108173+1.3567e-16j 0.000844791-7.34673e-16j 0.00306953-3.86863e-16j 0.00470942-8.13697e-16j 0.00323587-5.11435e-16j 0.00318116+5.18208e-16j -0.00250306+9.89444e-16j 0.000275117+6.14248e-17j 0.00445071+3.27402e-17j -0.00406066-1.91702e-16j 0.0026412+9.18257e-18j 0.00320734+2.85961e-16j 0.00176102-3.51478e-17j 0.00503806-2.76055e-16j -0.00047135-2.76907e-16j -0.0041786+5.79561e-16j 0.000270724-3.95505e-16j -0.00368167+3.57498e-15j -0.00224145+4.01777e-16j 0.000666249+1.42182e-16j 0.00350848-6.31943e-16j -0.00576176+1.91337e-15j -0.0081071+2.80544e-16j 0.00036949+8.20033e-16j 0.0053742-7.37295e-16j -0.000426842-4.10453e-16j 0.000666355+3.94243e-17j -0.00406155-9.48025e-17j -0.00327417+5.95874e-17j 0.00100906-4.37975e-17j 0.00323756+4.83174e-16j -0.000259395+4.14605e-16j 0.000927773-1.75159e-16j -0.0016493-2.45673e-15j -0.00350747+1.03651e-15j -0.00290688+2.79019e-17j -0.00134713-2.14723e-17j 0.00327197+3.09684e-17j 0.0021197-4.92258e-17j -0.00493693+9.52122e-18j -0.000511176-4.86191e-17j 0.00124922+6.65622e-17j -0.001499+9.92231e-17j -0.00114013+2.98237e-17j 0.00355497+7.29508e-17j -0.00122798+7.31238e-17j -0.00262103-4.42609e-17j 0.0017531+6.5046e-17j -0.00649483+6.46327e-17j 0.0107352+6.80643e-15j -0.00172818-3.03664e-14j 
