0.495957-0j -0.509266-0j -0.0590299-0j 0.0718741-0j -0.0426101-0j -0.0359219-0j -0.00518488-0j -0.0419089-0j 0.0761682-0j -0.00604903-0j 0.036082-0j 0.0109939-0j 0.00520799-0j -0.0151257-0j -0.00218321-0j -0.0260693-0j -0.00460845-0j -0.000384037-0j -0.0294484-0j 0.0236588-0j -0.0052058-0j -0.0242937-0j -0.000433816-0j 0.062442-0j 0.00418233-0j 0.0170779-0j -0.00429456-0j 0.000348528-0j 0.0110383-0j -0.00554541-0j -0.00035788-0j 0.000919857-0j 0.00301897-0j -0.0009803-0j 0.000251581-0j -8.16916e-05-0j -0.0204805-0j -0.00341342-0j -0.00209028-0j -0.0226678-0j -0.000426678-0j -2.51422e-05-0j 0.017633-0j -0.00377796-0j -0.011947-0j -0.0181062-0j -0.00231352-0j -0.000472246-0j 0.00293883-0j 0.0205718-0j -2.78273e-05-0j -0.00199116-0j 0.0366033-0j 0.00179966-0j -0.00301769-0j -0.0121959-0j -0.00121933-0j -0.00184795-0j 0.000367354-0j 0.038392-0j -0.000248895-0j 0.00342864-0j -0.000377212-0j 2.16465e-05-0j 0.00742477-0j 0.0020996-0j 0.00610056-0j -1.46663e-05-0j -0.00203264-0j -2.22274e-05-0j -0.00196851-0j 0.00373581-0j -0.00124474-0j 0.00639867-0j 0.00042858-0j 0.00391837-0j 0.00076257-0j 0.00123746-0j 2.52543e-05-0j -0.000254081-0j 0.000799834-0j 0.000757787-0j 4.49348e-05-0j -0.000328085-0j -1.49718e-05-0j 0.000154683-0j -0.00020091-0j 4.71306e-05-0j -4.10106e-05-0j 9.11476e-06-0j -2.41657e-06-0j 
-0.00429456-0j 0.00433731-0j -0.0474553-0j -0.0286015-0j 0.0157273-0j 0.0294475-0j 0.00422349-0j 0.0665779-0j 0.0210383-0j 0.00954887-0j -0.0300489-0j 0.00301741-0j -0.00430973-0j 0.059204-0j 0.00849128-0j -0.000222117-0j -0.178702-0j 0.000470879-0j 0.000243765-0j 0.000408644-0j 0.196119-0j -0.000412711-0j -0.000516772-0j 0.000174154-0j 0.32877-0j -0.00013543-0j -0.332043-0j -0.000866308-0j 0.140114-0j -0.000499746-0j 0.000874931-0j -0.0003692-0j -0.108959-0j -0.402066-0j 0.000287106-0j 0.00105944-0j -0.000174499-0j 0.00137571-0j 0.0034449-0j 0.000187637-0j -0.0334403-0j 4.11748e-05-0j -0.000152687-0j -0.00147928-0j 0.000507875-0j 0.000154206-0j -0.00370426-0j 0.035958-0j 0.00120374-0j -0.000345209-0j -4.42748e-05-0j -0.00400397-0j -6.298e-05-0j 0.00301429-0j -0.00121573-0j 0.000189822-0j -0.0100263-0j -0.00304429-0j -0.0292603-0j 0.00011017-0j 0.0973274-0j 0.00272154-0j 0.0295515-0j 3.6028e-05-0j -0.000306975-0j 0.00681499-0j 0.000496519-0j -0.000119838-0j -0.00149651-0j -3.63866e-05-0j -0.000307314-0j 0.00124333-0j -0.00374741-0j -0.000868556-0j -0.0661545-0j -0.00217495-0j -0.0120693-0j 0.00242011-0j 8.14555e-05-0j 0.0363769-0j 0.0211126-0j 0.00606019-0j 1.48608e-05-0j 0.00242279-0j -4.47906e-05-0j -0.0588275-0j 0.00606689-0j -2.59958e-05-0j -0.0588926-0j 7.24338e-05-0j 7.25139e-05-0j 
0.000348528-0j -0.00035788-0j -0.0119076-0j -0.00726857-0j 0.00430912-0j -2.52437e-05-0j -0.0499539-0j 5.87456e-05-0j 5.35262e-05-0j 0.11625-0j 2.53562e-05-0j 0.105921-0j 0.0501766-0j -1.06294e-05-0j -0.0210342-0j -1.83199e-05-0j 0.000466049-0j 0.171268-0j -2.06945e-05-0j -3.31637e-05-0j 0.000526458-0j 3.40537e-05-0j 0.193468-0j 4.38803e-05-0j 0.000843669-0j 1.20012e-05-0j -0.000866308-0j 0.31004-0j -0.00111629-0j -3.89697e-06-0j -0.31836-0j -0.410227-0j -0.000305306-0j 9.9137e-05-0j -0.112197-0j 0.0364319-0j -1.43924e-05-0j 0.000345197-0j -1.46892e-06-0j -1.59295e-05-0j -0.00411084-0j 0.0463141-0j 1.23914e-05-0j 0.000382063-0j 4.18889e-05-0j -1.27239e-05-0j -1.6258e-06-0j -0.00454986-0j -0.000297202-0j -2.88365e-05-0j 0.0512603-0j -0.00100469-0j 2.57225e-05-0j 1.26469e-06-0j 0.000305177-0j 1.70955e-05-0j 4.27526e-06-0j -1.29863e-06-0j 0.00353928-0j 2.69795e-05-0j 0.0119645-0j 0.000691632-0j -0.00363426-0j -0.0398748-0j 5.21766e-06-0j -2.94311e-06-0j -0.000616945-0j -0.134796-0j -0.000410029-0j 0.0409448-0j -1.38335e-06-0j 2.6253e-06-0j 1.7448e-06-0j -0.000647093-0j -0.00823642-0j 2.75358e-06-0j 0.007347-0j -0.000125144-0j 0.0927944-0j 0.00488291-0j 0.00770602-0j 5.32525e-07-0j -0.0827738-0j 3.3179e-05-0j -0.0550125-0j 0.00149029-0j -1.41187e-07-0j -0.0868186-0j -0.000395118-0j -0.0167902-0j 0.00445153-0j 
0.0110383-0j 0.00365077-0j 0.0206034-0j -0.00107705-0j -0.0291096-0j 0.0255023-0j 0.00365765-0j 0.000423495-0j 0.0170601-0j 6.07394e-05-0j 0.0750661-0j 0.00244682-0j 0.0107663-0j -0.0316036-0j -0.00453271-0j -0.000192359-0j -0.15476-0j 0.000407793-0j -3.0929e-06-0j 0.000526564-0j -0.00248836-0j 0.000174154-0j 6.55683e-06-0j -2.06903e-06-0j 0.423642-0j -0.000743957-0j 0.140114-0j -0.00111629-0j -0.00166462-0j 0.000160761-0j -0.0003692-0j 4.38626e-06-0j -0.598543-0j 0.129338-0j 0.00157716-0j -0.000340806-0j -0.000151121-0j 0.0011914-0j 0.00298337-0j -2.38075e-06-0j -0.0289602-0j 3.56584e-05-0j 0.000392449-0j 1.87692e-05-0j -8.81536e-05-0j 0.000129797-0j 4.69999e-05-0j -0.000456238-0j -0.00309397-0j 6.51706e-06-0j 5.61762e-07-0j 0.000694982-0j -0.000693385-0j -0.0077476-0j -0.00102329-0j 0.000176138-0j 0.0017403-0j -0.00256242-0j 0.0752075-0j 8.68294e-05-0j -0.0168934-0j -5.13789e-05-0j 0.0248739-0j -9.26024e-05-0j -0.00048634-0j -0.000128658-0j 0.00546648-0j 2.08008e-05-0j -0.00138863-0j -3.0627e-05-0j 7.13851e-05-0j 0.0136886-0j -0.00347725-0j -0.000684542-0j 0.00124891-0j -0.00171416-0j -0.132878-0j 0.00383418-0j -1.53777e-06-0j 0.0337544-0j 0.0166397-0j 0.00960115-0j 0.000163611-0j -0.000562783-0j -4.15615e-05-0j -0.0932004-0j -0.00140926-0j -2.04883e-05-0j 0.01368-0j 0.000114757-0j -1.68441e-05-0j 
0.00554541-0j 0.0592619-0j 0.00064944-0j -0.00315737-0j -0.00607393-0j 0.000395208-0j 5.70434e-05-0j -0.00181149-0j 0.00028235-0j -0.000261466-0j 0.00426722-0j 4.07538e-05-0j 0.00061592-0j -0.00311051-0j -0.000448963-0j -0.0417999-0j 5.07016e-05-0j 4.22513e-06-0j 0.185512-0j -0.0385534-0j -0.000225018-0j -0.412006-0j -1.87515e-05-0j 0.132536-0j 4.67636e-05-0j 0.360573-0j 0.000499746-0j 3.89697e-06-0j -0.000160761-0j -0.451894-0j 4.16455e-05-0j -1.33967e-05-0j -0.00043736-0j 0.000548129-0j -3.64467e-05-0j 4.56774e-05-0j 0.000225324-0j -0.00547313-0j 2.2997e-05-0j -0.000979804-0j 4.69425e-06-0j 2.76611e-07-0j 0.000197159-0j 0.0237994-0j 0.000131439-0j 0.00210696-0j -0.000100001-0j -2.04126e-05-0j -0.00478898-0j -0.000903703-0j -1.20282e-06-0j -0.00319266-0j 8.13238e-05-0j 2.01224e-05-0j -0.0511782-0j -0.00173848-0j 1.34149e-05-0j 0.000215041-0j 4.10747e-06-0j 0.00150529-0j 2.73831e-06-0j 0.021951-0j 4.38951e-05-0j 2.42035e-07-0j -0.00155175-0j -9.22338e-05-0j -0.00197536-0j 1.61357e-07-0j 0.0422278-0j 2.58654e-06-0j 0.00309593-0j 8.30007e-06-0j -0.000177433-0j -0.0365635-0j -1.88271e-05-0j 0.000153633-0j 1.69425e-06-0j 0.037692-0j -1.1094e-06-0j -3.62184e-05-0j 3.13602e-05-0j -0.000158375-0j 9.98344e-08-0j -0.0752002-0j -2.13419e-06-0j -3.23281e-05-0j 0.000315977-0j 1.84792e-06-0j 6.44985e-05-0j -1.90495e-06-0j 3.80061e-06-0j 
0.00035788-0j -0.000361443-0j 0.012031-0j 0.00725115-0j -0.00398725-0j 2.55053e-05-0j 0.0504715-0j 5.76647e-05-0j 1.82218e-05-0j 0.114111-0j -2.60261e-05-0j 0.0360586-0j -0.0515021-0j 5.12781e-05-0j 0.101472-0j 1.85097e-05-0j -0.000470879-0j -0.173043-0j -2.03137e-05-0j -3.40537e-05-0j 0.000516772-0j 3.43926e-05-0j 0.189909-0j -1.45128e-05-0j 0.000866308-0j 1.12858e-05-0j -0.000874931-0j 0.31836-0j 0.0003692-0j 4.16455e-05-0j -0.321529-0j 0.135677-0j -0.000287106-0j -0.00105944-0j -0.105509-0j -0.389335-0j 1.45416e-05-0j -0.000348774-0j 1.48414e-06-0j -1.56364e-05-0j 0.00415344-0j -0.046794-0j 1.27239e-05-0j 0.000375033-0j -4.23229e-05-0j -1.28505e-05-0j -1.59588e-06-0j -0.00446615-0j -0.000305177-0j 2.87674e-05-0j 0.0503171-0j 0.0010151-0j 5.24833e-06-0j 1.29863e-06-0j 0.000308215-0j -1.58185e-05-0j -4.31957e-06-0j -1.31155e-06-0j 0.00363426-0j -9.18086e-06-0j -0.0120885-0j -0.000689974-0j -0.00367043-0j -0.0409448-0j 2.55812e-05-0j 2.93606e-06-0j -0.000125879-0j 0.136193-0j 0.000379401-0j 0.0413523-0j 2.56095e-05-0j 5.35656e-07-0j -1.61447e-06-0j 0.000220199-0j 0.00821668-0j -9.37018e-07-0j 0.00149906-0j -0.000613556-0j -0.0925719-0j -0.00451817-0j -0.00262228-0j 2.61087e-06-0j -0.0168889-0j -0.000614234-0j 0.0509032-0j 0.00730664-0j 2.61376e-06-0j 0.0295435-0j 0.00731471-0j -0.0823191-0j -0.0824101-0j 
-0.000919857-0j -0.000304231-0j -0.00522345-0j 0.000273057-0j 0.00737996-0j 2.20882e-05-0j 0.0437096-0j 3.668e-07-0j 1.47761e-05-0j 0.000725848-0j 6.50166e-05-0j 0.02924-0j 0.128659-0j -2.73726e-05-0j -0.0541668-0j 1.60299e-05-0j -0.000407793-0j -0.14986-0j 2.57742e-07-0j -4.38803e-05-0j -6.55683e-06-0j -1.45128e-05-0j -0.00240957-0j 1.72419e-07-0j 0.00111629-0j 6.19964e-05-0j 0.0003692-0j 0.410227-0j -4.38626e-06-0j -1.33967e-05-0j 0.135677-0j -0.00161191-0j -0.00157716-0j 0.000340806-0j -0.57959-0j 0.125243-0j 1.25934e-05-0j -0.000302047-0j 1.28531e-06-0j 1.98396e-07-0j 0.00359698-0j -0.0405248-0j -3.27041e-05-0j -4.75844e-06-0j 7.34614e-06-0j -1.08165e-05-0j 2.02487e-08-0j 5.66667e-05-0j 0.000784395-0j -5.43089e-07-0j -0.000638427-0j -0.000176194-0j 5.77821e-05-0j -3.33785e-06-0j 0.000259428-0j -1.46781e-05-0j 7.49762e-07-0j -1.10395e-06-0j -0.00934111-0j -7.23578e-06-0j 0.00209824-0j 1.30258e-05-0j -0.00308945-0j 0.10524-0j 4.05283e-05-0j -5.54287e-08-0j -0.00138588-0j -0.0236395-0j 0.000352049-0j 0.0348068-0j -5.94876e-06-0j 5.89736e-06-0j -1.49808e-06-0j 0.000173547-0j -0.00015512-0j -7.38499e-07-0j 0.016504-0j -0.000972056-0j 0.00174763-0j -0.00419244-0j -0.00206672-0j 4.1364e-06-0j -0.18594-0j 0.000142679-0j 0.0472335-0j 0.0115759-0j -6.07143e-07-0j 0.0232844-0j -0.00169911-0j -0.130418-0j 0.0191428-0j 
-0.00301897-0j 0.002839-0j -0.0169969-0j -0.0405068-0j -0.0475047-0j -0.0210383-0j -0.00301741-0j 0.0480414-0j 0.0446093-0j 0.00689029-0j 0.0193531-0j 0.00639806-0j 0.0027757-0j -0.0103078-0j -0.00147838-0j 0.000158688-0j 0.127671-0j -0.000336412-0j -0.00035086-0j -0.000144015-0j -0.282281-0j 0.00013543-0j 0.000743808-0j 0.000743957-0j -0.115866-0j -0.000402507-0j 0.108959-0j 0.000305306-0j 0.598543-0j -0.00043736-0j -0.000287106-0j -0.00157716-0j -0.323833-0j -0.351874-0j 0.000853298-0j 0.000927186-0j 0.000124668-0j -0.000982853-0j -0.00246115-0j -0.000270072-0j 0.0238909-0j -2.94167e-05-0j -0.000107335-0j 0.00212919-0j 7.2723e-05-0j 0.000100936-0j 0.00533168-0j -0.0517557-0j 0.000846201-0j 0.0002451-0j 6.37264e-05-0j -0.000573331-0j -0.00022281-0j 0.00211897-0j -0.000795757-0j 0.000287443-0j -0.00143567-0j -0.00199265-0j -0.0205692-0j -0.000214024-0j 0.0139364-0j -0.00193231-0j 0.0193431-0j 2.53267e-05-0j -5.25888e-05-0j -0.00483869-0j 0.00175658-0j -1.71597e-05-0j -0.00226613-0j -2.3817e-05-0j -0.000530064-0j 0.00439864-0j -0.00567461-0j 0.00168731-0j 0.0469702-0j 0.00422518-0j -0.0426985-0j 0.000414598-0j -5.7834e-05-0j 0.0550846-0j -0.0410147-0j 0.00103819-0j 5.25743e-05-0j 0.00417889-0j -6.78252e-05-0j -0.0100779-0j 0.0104643-0j 5.05011e-05-0j -0.10158-0j 1.24089e-05-0j 0.000125074-0j 
-0.0009803-0j -0.0104761-0j 0.00543061-0j -0.0264019-0j -0.0507901-0j 0.00672185-0j 0.000964076-0j -0.0308105-0j 0.00480232-0j -0.00441897-0j 0.0725785-0j 0.000688769-0j 0.0104095-0j -0.0529047-0j -0.00758781-0j -5.07016e-05-0j -0.0407914-0j 0.000107485-0j 0.000225018-0j -4.67636e-05-0j 0.181036-0j -0.000499746-0j -0.000477029-0j 0.000160761-0j -0.0376232-0j 0.00043736-0j -0.402066-0j 9.9137e-05-0j 0.129338-0j -0.000548129-0j 0.00105944-0j -0.000340806-0j 0.351874-0j -0.440992-0j -0.000927186-0j 0.00116201-0j -3.9832e-05-0j 0.000314026-0j 0.000786351-0j 0.000173206-0j -0.00763327-0j 9.39878e-06-0j -3.4853e-05-0j -0.00136552-0j -2.32354e-05-0j -0.000372462-0j -0.00341938-0j 0.0331927-0j 0.000274773-0j 0.000159754-0j -4.08698e-05-0j 0.000183182-0j -1.43761e-05-0j 0.000688057-0j 0.0029364-0j 0.000307323-0j 0.000458705-0j 0.00735302-0j -0.00667911-0j -0.0002661-0j -0.00445274-0j -0.00125946-0j -0.0713773-0j 8.22393e-06-0j 0.000274313-0j -0.0031538-0j 0.000113338-0j 5.48262e-06-0j -0.00242286-0j 8.78863e-05-0j -0.000547288-0j 0.000283809-0j -0.00606707-0j 0.00209787-0j 0.0306146-0j 0.00525325-0j -0.00275499-0j -0.00216262-0j -3.76955e-05-0j 0.0588943-0j -0.0509944-0j -0.00541539-0j 3.3922e-06-0j 0.00431469-0j -7.25161e-05-0j 0.0525683-0j 0.0108044-0j 6.2789e-05-0j -0.10488-0j -6.47269e-05-0j 0.000129138-0j 
0.000251581-0j -0.000236583-0j 0.00430912-0j 0.0102694-0j 0.0120435-0j -1.82218e-05-0j -0.0360586-0j 4.16098e-05-0j 3.86373e-05-0j 0.0823404-0j 1.67622e-05-0j 0.076458-0j 0.0331701-0j -8.92782e-06-0j -0.017667-0j -1.3224e-05-0j 0.000336412-0j 0.123628-0j 2.92383e-05-0j 1.20012e-05-0j -0.000743808-0j -1.12858e-05-0j -0.273342-0j -6.19964e-05-0j -0.000305306-0j 3.35422e-05-0j 0.000287106-0j -0.112197-0j 0.00157716-0j 3.64467e-05-0j 0.105509-0j 0.57959-0j -0.000853298-0j -0.000927186-0j -0.313579-0j -0.340732-0j -1.0389e-05-0j 0.000249176-0j -1.06032e-06-0j 2.2506e-05-0j -0.00296736-0j 0.0334313-0j 8.94456e-06-0j -0.000539798-0j -6.06025e-06-0j -8.41136e-06-0j 2.29701e-06-0j 0.00642829-0j -0.000214532-0j -2.0425e-05-0j -0.0724233-0j 0.000145353-0j 1.85675e-05-0j 9.129e-07-0j 0.000201743-0j -2.39536e-05-0j -6.18522e-07-0j -8.58481e-07-0j 0.00255479-0j 1.78353e-05-0j -0.00173096-0j 0.000489886-0j -0.00240249-0j -0.0287831-0j 4.3824e-06-0j -2.08462e-06-0j -0.000445334-0j 0.0195016-0j 0.000574518-0j 0.0270673-0j 4.4172e-05-0j 1.89504e-06-0j -2.44476e-06-0j -0.000427773-0j -0.0058339-0j 1.82031e-06-0j 0.00530334-0j -0.00010511-0j 0.0657267-0j -0.00684175-0j 0.00509421-0j 4.47277e-07-0j -0.0597493-0j -0.00105945-0j 0.0770815-0j 0.00125172-0j 4.50828e-06-0j -0.0573931-0j 0.0126166-0j -0.0141023-0j -0.142143-0j 
8.16916e-05-0j 0.00087301-0j -0.00137679-0j 0.00669349-0j 0.0128765-0j 5.82196e-06-0j 0.0115209-0j -2.66858e-05-0j 4.15941e-06-0j -0.0528076-0j 6.2862e-05-0j 0.00823093-0j 0.124396-0j -4.58221e-05-0j -0.0906759-0j 4.22513e-06-0j -0.000107485-0j -0.0394998-0j -1.87515e-05-0j 3.89697e-06-0j 0.000477029-0j 4.16455e-05-0j 0.175303-0j -1.33967e-05-0j -9.9137e-05-0j -3.64467e-05-0j -0.00105944-0j -0.0364319-0j 0.000340806-0j 4.56774e-05-0j -0.389335-0j 0.125243-0j 0.000927186-0j -0.00116201-0j 0.340732-0j -0.427028-0j 3.31934e-06-0j -7.9613e-05-0j 3.38778e-07-0j -1.44339e-05-0j 0.000948086-0j -0.0106815-0j 2.90442e-06-0j 0.000346191-0j 1.93628e-06-0j 3.10385e-05-0j -1.47315e-06-0j -0.00412267-0j -6.96614e-05-0j -1.33128e-05-0j 0.0464474-0j -4.64409e-05-0j 1.19801e-06-0j 2.96431e-07-0j -0.000744446-0j -2.56103e-05-0j 1.97621e-07-0j 3.16786e-06-0j 0.000829575-0j 2.2175e-05-0j 0.00055305-0j 0.000319302-0j 0.00886537-0j -0.00934627-0j -2.28594e-05-0j -1.35873e-06-0j -2.87339e-05-0j -0.00623085-0j 0.000614252-0j -0.0998803-0j 4.56073e-05-0j 1.22272e-07-0j -2.61384e-06-0j -0.000531858-0j -0.00380247-0j 2.26322e-06-0j 0.000342182-0j 0.000548274-0j 0.0428399-0j -0.00731493-0j 0.00633373-0j -2.33308e-06-0j -0.00385514-0j -0.00109387-0j 0.0824125-0j -0.00652922-0j 4.65478e-06-0j -0.071358-0j 0.0130266-0j 0.0735604-0j -0.146762-0j 
0.0204805-0j 0.0206928-0j 0.00239854-0j 0.00296804-0j 0.00173135-0j 0.0014596-0j 0.000210675-0j 0.00170286-0j 0.00104279-0j 0.000245787-0j 0.00149001-0j 0.000150513-0j 0.000215064-0j 0.000614596-0j 8.87093e-05-0j 0.00105926-0j 0.000187253-0j 1.56044e-05-0j 0.00119656-0j 0.000976991-0j 0.000211525-0j 0.000987115-0j 1.76271e-05-0j 0.000854867-0j 0.000172709-0j 0.000705229-0j 0.000174499-0j 1.43924e-05-0j 0.000151121-0j 0.000225324-0j 1.45416e-05-0j 1.25934e-05-0j 0.000124668-0j 3.9832e-05-0j 1.0389e-05-0j 3.31934e-06-0j 0.831909-0j -0.000707815-0j -0.000433446-0j -0.180421-0j -8.84769e-05-0j -5.21355e-06-0j -0.142636-0j 0.000153508-0j -0.0950903-0j -0.144114-0j 9.40042e-05-0j 1.91885e-05-0j 0.000121359-0j -0.166408-0j 1.13069e-06-0j 8.09059e-05-0j -0.0588342-0j 7.43168e-05-0j 0.000122617-0j -0.0970714-0j 4.95446e-05-0j 7.5087e-05-0j 1.51699e-05-0j -0.10296-0j 1.01132e-05-0j 0.000141585-0j 1.53271e-05-0j 8.93893e-07-0j -0.0600599-0j 8.6703e-05-0j 5.0058e-05-0j 5.95928e-07-0j 8.25915e-05-0j 9.03156e-07-0j -0.0156681-0j 3.06541e-05-0j 5.05767e-05-0j 8.76015e-05-0j 1.76982e-05-0j 5.36447e-05-0j 6.25725e-06-0j 5.11009e-05-0j 1.04287e-06-0j 1.03239e-05-0j 1.09502e-05-0j 3.12928e-05-0j 3.68712e-07-0j 1.33309e-05-0j 6.08344e-07-0j 6.38761e-06-0j 8.16349e-06-0j 6.45246e-07-0j 1.66636e-06-0j 3.76393e-07-0j 9.81915e-08-0j 
-0.00341342-0j -0.00344879-0j 0.0189095-0j 0.0233993-0j 0.0136496-0j -0.000243266-0j 0.00335693-0j -0.000283811-0j -0.000173798-0j 0.00391642-0j -0.000248334-0j 0.00239831-0j 0.00342686-0j -0.000102433-0j 0.00141351-0j 0.0257295-0j 0.00147626-0j 0.000374266-0j 0.0290646-0j 0.0237311-0j 0.00166761-0j 0.023977-0j 0.000422778-0j 0.0207647-0j 0.0013616-0j 0.01713-0j 0.00137571-0j 0.000345197-0j 0.0011914-0j 0.00547313-0j 0.000348774-0j 0.000302047-0j 0.000982853-0j 0.000314026-0j 0.000249176-0j 7.9613e-05-0j 0.000707815-0j 0.813265-0j 7.22411e-05-0j -0.000153508-0j -0.00140981-0j -0.000167016-0j -0.000121359-0j -0.176378-0j -8.09059e-05-0j -0.000122617-0j -1.56674e-05-0j 0.000305753-0j -0.139439-0j -0.000141585-0j 3.62218e-05-0j -0.0929593-0j -5.0058e-05-0j -1.23861e-05-0j -0.140884-0j -8.25915e-05-0j -8.25743e-06-0j -1.25145e-05-0j 0.000241719-0j -8.76015e-05-0j 0.000161146-0j -0.162679-0j 0.000244224-0j 2.86359e-05-0j -5.11009e-05-0j -1.44505e-05-0j -0.0575156-0j 1.90906e-05-0j -0.0948959-0j 2.89326e-05-0j -1.33309e-05-0j -5.10902e-06-0j -8.42946e-06-0j -0.100652-0j 0.000282006-0j -8.94079e-06-0j 9.97041e-05-0j -0.0587138-0j 3.34085e-05-0j 0.000164503-0j 0.000174482-0j -5.21546e-06-0j 1.18117e-05-0j -0.015317-0j 1.94883e-05-0j 0.000101781-0j -1.36058e-06-0j 2.06705e-05-0j 2.65522e-05-0j 1.20578e-05-0j 3.14557e-06-0j 
-0.00209028-0j -0.00211195-0j -0.000244799-0j -0.000302924-0j -0.000176706-0j 0.0288149-0j -2.15019e-05-0j 0.0336173-0j 0.0205863-0j -2.50855e-05-0j 0.0294152-0j -1.53617e-05-0j -2.19499e-05-0j 0.0121331-0j -9.05385e-06-0j -0.000108111-0j 0.00369668-0j -1.59262e-06-0j -0.000122124-0j -9.97137e-05-0j 0.00417585-0j -0.000100747-0j -1.79905e-06-0j -8.72495e-05-0j 0.00340957-0j -7.19771e-05-0j 0.0034449-0j -1.46892e-06-0j 0.00298337-0j -2.2997e-05-0j -1.48414e-06-0j -1.28531e-06-0j 0.00246115-0j 0.000786351-0j -1.06032e-06-0j -3.38778e-07-0j 0.000433446-0j 7.22411e-05-0j 0.818998-0j -9.40042e-05-0j -0.00174668-0j 5.32106e-07-0j -7.43168e-05-0j -1.56674e-05-0j -4.95446e-05-0j -7.5087e-05-0j -0.177621-0j 0.000378813-0j -1.23861e-05-0j -8.6703e-05-0j -1.15401e-07-0j -8.25743e-06-0j -3.06541e-05-0j -0.140422-0j -1.25145e-05-0j -5.05767e-05-0j -0.0936145-0j -0.141877-0j 0.000299478-0j -5.36447e-05-0j 0.000199652-0j -1.44505e-05-0j 0.000302582-0j -9.12325e-08-0j -3.12928e-05-0j -0.163825-0j -5.10902e-06-0j -6.08217e-08-0j -8.42946e-06-0j -9.2178e-08-0j -8.16349e-06-0j -0.057921-0j -0.0955648-0j -8.94079e-06-0j 0.000349391-0j -0.101362-0j 0.000123528-0j -5.21546e-06-0j -1.06438e-07-0j 0.000203812-0j 0.000216175-0j -0.0591277-0j -3.76315e-08-0j -1.36058e-06-0j -6.20888e-08-0j 0.000126102-0j -0.0154249-0j -6.58551e-08-0j 3.28968e-05-0j -3.84155e-08-0j -1.00216e-08-0j 
-0.0226678-0j 0.0222507-0j -0.00265469-0j -4.67583e-05-0j 0.00375069-0j -0.00161548-0j -0.000233174-0j -2.68268e-05-0j -0.00115415-0j -3.87212e-06-0j 0.00160219-0j -0.000166588-0j 0.000231256-0j 0.00200197-0j 0.000288959-0j 0.00475319-0j 0.000840253-0j 7.00211e-05-0j -1.88506e-05-0j -0.00108133-0j -3.33235e-06-0j 0.00106143-0j -2.77696e-07-0j -1.34675e-05-0j -0.000191154-0j 0.00152776-0j 0.000187637-0j -1.59295e-05-0j -2.38075e-06-0j 0.000979804-0j 1.56364e-05-0j -1.98396e-07-0j 0.000270072-0j 0.000173206-0j 2.2506e-05-0j 1.44339e-05-0j 0.180421-0j -0.000153508-0j -9.40042e-05-0j -0.0115237-0j -1.91885e-05-0j -1.13069e-06-0j 0.157869-0j 9.80471e-06-0j 0.105246-0j -0.154964-0j 6.00413e-06-0j 1.22559e-06-0j -0.00013432-0j 0.00262159-0j 7.22185e-08-0j -8.95465e-05-0j 0.0651175-0j -8.22537e-05-0j 0.000131848-0j -0.210289-0j -5.48358e-05-0j 8.07402e-05-0j -1.679e-05-0j -0.110712-0j -1.11933e-05-0j -2.23053e-06-0j 1.6481e-05-0j -9.89358e-07-0j -0.195638-0j -1.36592e-06-0j -5.5404e-05-0j -6.59572e-07-0j 0.000178921-0j 9.71154e-07-0j -0.085226-0j -3.39279e-05-0j 0.000109566-0j 9.41969e-05-0j -2.78816e-07-0j 5.76836e-05-0j -6.92551e-06-0j 0.000166455-0j -1.64294e-08-0j 2.23651e-05-0j 1.17746e-05-0j 0.000101932-0j -4.08089e-07-0j 7.2513e-05-0j 1.31787e-06-0j 2.08068e-05-0j 4.4405e-05-0j 6.93826e-07-0j 9.06413e-06-0j 1.22605e-06-0j 5.34109e-07-0j 
0.000426678-0j 0.000431099-0j -0.00477734-0j -0.00591165-0j -0.00344846-0j -0.0029257-0j 0.0196369-0j -0.00341332-0j -0.00209022-0j 0.0229097-0j -0.00298665-0j 0.0140293-0j 0.020046-0j -0.00123193-0j 0.00826856-0j 2.2068e-05-0j 0.0358845-0j 0.00445701-0j 2.49284e-05-0j 2.0354e-05-0j 0.0405358-0j 2.05649e-05-0j 0.00503473-0j 1.78097e-05-0j 0.0330974-0j 1.46923e-05-0j 0.0334403-0j 0.00411084-0j 0.0289602-0j 4.69425e-06-0j 0.00415344-0j 0.00359698-0j 0.0238909-0j 0.00763327-0j 0.00296736-0j 0.000948086-0j -8.84769e-05-0j 0.00140981-0j 0.00174668-0j 1.91885e-05-0j 0.793466-0j -0.00299912-0j 1.51699e-05-0j -0.000305753-0j 1.01132e-05-0j 1.53271e-05-0j -0.000378813-0j -0.172084-0j -0.000241719-0j 1.76982e-05-0j 0.000650437-0j -0.000161146-0j 6.25725e-06-0j -0.000299478-0j -0.000244224-0j 1.03239e-05-0j -0.000199652-0j -0.000302582-0j -0.136044-0j 1.09502e-05-0j -0.0906962-0j -0.000282006-0j -0.137454-0j 0.000514216-0j 6.38761e-06-0j -0.000349391-0j -9.97041e-05-0j 0.00034281-0j -0.000164503-0j 0.000519544-0j 1.66636e-06-0j -0.000123528-0j -0.000203812-0j -0.000174482-0j -0.158718-0j -0.000216175-0j -0.0561154-0j -0.000101781-0j 0.000599918-0j -0.0925857-0j -0.098202-0j -0.000126102-0j 0.000212103-0j -2.65522e-05-0j 0.000349952-0j -0.0572845-0j -3.28968e-05-0j 0.00037118-0j -0.0149441-0j 0.000216522-0j 5.64851e-05-0j 
