0.106244+3.17645e-12j 0.105391+0.00175619j -0.0814377-0.0842066j -0.0389437-0.0754403j 0.0591781+0.00315825j 0.00168424+0.0428085j 0.0402951+0.106669j -0.00361707-0.0166835j -0.0259698+0.0463027j -0.0293894+0.0226038j 0.0354224-0.0303065j -0.0163724+0.0095808j -0.0230401-0.0455961j -0.0113936+0.0642424j -0.0105952-0.0424621j 0.0299172-0.0314631j 0.00856364-0.0594965j -0.0101008+0.00198706j 0.000269963-0.0417212j -0.0351248+0.0131063j -0.00231999-0.033209j 0.00373133+0.00968899j -0.0153343-0.00472532j -0.0378699+0.0253954j -0.00679182-0.00541762j 0.010165-0.030218j 0.0261288-0.0123102j 0.0370768-0.0226666j 0.0303585-0.0179828j -0.00750021-0.00236426j 0.00159973+0.0155808j 0.00690907-0.000119357j 0.0151723+0.0228393j -0.0226403-0.0169033j 0.00998183+0.00755246j -0.0145501+0.021439j 0.0285712+0.0172803j -0.00843228-0.0121188j -0.035259-0.00894512j -0.0127215-0.0140514j 0.00203407-0.0195096j 0.0293125-0.0609038j 0.00284194+0.0170769j -0.0154435+0.0115817j 0.0110517+0.0112785j 0.0173982-0.0118153j -0.0220249+0.0280086j -0.0177674-0.0162853j -0.0177783+0.000653938j -0.00924718-0.00668626j 0.0457295+0.0404873j 0.0129499-7.15189e-05j -0.00716847-0.00588191j -0.0374675+0.0230988j -0.0145389+0.0331158j -0.00693762-0.00683862j 0.0144762-0.055606j 0.0335008+0.0257066j 0.0648412+0.0527546j 0.0326513-0.0180084j -0.0432175+0.00853698j -0.0120065+0.0180459j 0.00655585-0.033215j 0.0127866+0.0206116j 0.0463292+0.000125795j 0.0263303+0.0454492j -0.00958475-0.0116689j 0.0495993-0.0520085j 0.0311794+0.103146j 0.193229-0.196985j 0.0950492+0.276359j -0.348953-0.126243j 0.100609-0.0688073j -0.00166711+0.109503j 0.108242+0.0160213j -0.00819332-0.00696756j 0.16609+0.019055j 
-0.00679182+0.00541762j -0.0260447+0.0252056j -0.0247197-0.0813873j 0.118941+0.0257094j 0.0755921-0.00105788j -0.0403015-0.0357271j -0.147845-0.0604187j -0.0985619+0.00932511j 0.116597-0.0544256j 0.0473294-0.039552j -0.0482746-0.0204417j 0.0875813+0.0249782j 0.0512464-0.0591752j -0.0048729-0.0252094j -0.04513-0.00931722j -0.0212492+0.0864356j 0.0674124+0.139558j -0.0127124+0.054512j -0.0474842+0.0286063j 0.0566571+0.0142038j -0.108435+0.00904678j 0.0419045+0.0147913j 0.0293543-0.0374654j 0.0429613+0.038037j -0.0445776-2.2829e-15j 0.107874-0.014283j -0.0361656+0.0237181j -0.0206485+0.0334127j -0.0600862-0.0324516j 0.0407965+0.00837551j 0.12806+0.0420002j -0.116638-0.0354447j 0.137548+0.0110591j -0.0294835-0.0890025j -0.0492634+0.0819496j -0.0047667+0.0504461j 0.0338419-0.0253972j 0.0544183+0.0151238j 0.00241737+0.0602265j 0.0364344-0.0045179j -0.0476402+0.0695493j 0.0121436+0.036859j -0.105492-0.0153189j -0.156136+0.0553484j 0.0414254-0.0447419j 0.0463617-0.0407448j -0.103699-0.0222724j -0.0337896-0.1341j 0.0820515+0.0594219j -0.0468981-0.126132j 0.0347837+0.0202913j -0.0188221-0.0834782j -0.0512109+0.123471j -0.0543091-0.0672696j 0.0195326-0.0668528j -0.0389915+0.00497895j 0.0449711-0.106253j -0.198079+0.0438551j -0.0472726-0.0344205j -0.102399+0.0986648j -0.00629414-0.00217291j 0.00835373-0.0896712j -0.0102936-0.0156521j 0.0198504+0.0352402j -0.121514+0.0171378j 0.00670176-0.108923j 0.0333686+0.145297j -0.13085+0.0651778j -0.103142+0.0609167j 0.00322591-0.181804j 0.0793091-0.00338152j -0.0367081-0.0438301j 0.0512152-0.0621411j -0.043372-0.0543481j 0.0468478+0.0804213j -0.0609997-0.0180644j 0.0313535-0.0083145j 
0.010165+0.030218j -0.0152941-0.00578762j -0.0132922-0.0450339j 0.065601-0.0096421j 0.00719134-0.0613888j 0.0185029-0.00790925j -0.0122559-0.0169661j -0.0299376+0.0383577j 0.0273756+0.0188096j 0.0233403-0.0397613j -0.00127858+0.0101777j 0.0127229+0.040984j 0.0425305-0.0250597j 0.0295766-0.0400211j 0.0534177-0.0341531j -0.145114+0.0275015j -0.0117812+0.0481989j -0.00530875-0.0309415j -0.0920698+0.0558948j -0.00955585-0.0197452j -0.0842498-0.0273441j 0.0264407-0.0945405j -0.00985207+0.0103838j 0.0770961-0.000319103j 0.107874+0.014283j 0.0388759-1.59248e-14j 0.079938+0.0200362j 0.0138092+0.0468811j -0.00693599-0.0679202j 0.0614003+0.0721326j 0.0113185+0.092158j 0.0995631+0.0357039j 0.0617341-0.06432j -0.0150616-0.0123891j -0.021412-0.143004j -0.0938469+0.0383461j -0.01854-0.0367524j -0.0264079-0.0597517j 0.0564898+0.0431706j -0.0753078+0.0478114j 0.0978222-0.020775j -0.0797086-0.0989026j 0.0728379-0.0472654j -0.119671-0.0424673j 0.133415+0.0191808j 0.0433417-0.0776619j 0.062578+0.079419j 0.0663926+0.0268583j 0.167012-0.00538284j -0.0196463-0.0524646j 0.0442207-0.0270679j 0.0360174-0.0145295j 0.0332623-0.189265j 0.0342442-0.183183j -0.0455112-0.0542616j -0.0744842-0.0682885j 0.042637-0.0164531j 0.0324345-0.0367059j -0.034731-0.0592027j -0.0647745-0.126223j 0.124913+0.0415604j -0.000736866+0.0579491j 0.0293186-0.0513194j -0.0101691+0.0312579j -0.00917945+0.00688089j 0.0318178-0.0268508j -0.0476041+0.0160604j 0.0183473-0.0392854j 0.0562139+0.0123384j -0.0342769+0.0443996j 0.0467017-0.0219253j 0.0141416-0.0147992j 0.0350812-0.0848668j -0.0634978-0.0270288j 0.0124395+0.0306537j -0.0111789+0.00118041j -0.043466+0.0118891j 
0.0261288+0.0123102j 0.0591612-0.0460786j -0.0708078-0.0165338j -0.0514958+0.00822487j -0.0434941+0.0198962j -0.0594154+0.0662284j 0.0699278-0.0411081j 0.0551767-0.0121123j -0.0189418+0.0212708j 0.0278945-0.00661101j -0.0482554-0.00960125j -0.0763879-0.0311873j -0.0687005-0.0230758j -0.120472+0.0613241j 0.0144074-0.00611385j 0.00732671-0.0455149j 0.124077+0.0454542j 0.14184+0.0739782j 0.000292858+0.0440121j -0.0114116+0.0243459j 0.0449982-0.073024j 0.0955014+0.0615522j -0.0727331-0.0399478j 0.0554164+0.0348181j -0.0361656-0.0237181j 0.079938-0.0200362j -0.112256-6.12704e-15j -0.0309439+0.0183752j 0.119217+0.0892638j -0.0827551+0.127364j 0.0337317-0.0361278j 0.0593207-0.111337j 0.0143471+0.0150209j 0.018703+0.0175301j -0.0112813-0.0178174j 0.0603578-0.136641j -0.064141+0.0899774j 0.0226383+0.0457551j 0.104853+0.0658438j 0.196159-0.0106554j 0.00167477+0.0505257j 0.0761817+0.0372741j -0.0757274-0.0577542j 0.171265+0.0466901j 0.103085+0.0140044j -0.0749358-0.0964815j -0.0354885+0.0111152j 0.0292341+0.128622j -0.060245+0.0522919j 0.0272543+0.0497549j 0.0633354+0.00226353j 0.0766377-0.0496235j 0.0430276-0.0428456j 0.15897-0.0661716j -0.0601634+0.0333201j 0.0641141+0.00812245j 0.073561+0.0483439j -0.0279626-0.0172874j -0.0783428+0.0443849j 0.0857325-0.105102j -0.0554302+0.00779739j -0.127661+0.0264716j 0.0323892-0.0675791j -0.0718657+0.00115306j 0.145262+0.140975j 0.0322496+0.105487j -0.0312639+0.0131335j 0.125627+0.0143004j -0.102148-0.0334776j 0.0395844+0.0384235j -0.0944627-0.0315432j -0.0999102-0.070068j -0.0947542+0.0919731j 0.10339+0.0771162j -0.102088+0.00767888j 0.069507+0.0199962j 0.0293717-0.00785035j 
0.0370768+0.0226666j -0.0291279+0.015217j -0.012287-0.0671654j 0.0525522+0.01048j 0.0463762+0.014378j -0.0693274+0.000989892j -0.0787033-0.0331553j 0.00107025+0.046266j 0.072153-0.0649317j -0.0094924-0.0106957j -0.00740508-0.0263985j -0.0155762-0.00728036j -0.0340226+0.0266882j 0.057596+0.0778718j -0.0218376-0.0169813j -0.0594146+0.00431911j -0.00548057-0.0298745j -0.129997+0.0146934j -0.0267544-0.126467j 0.057693+0.0279462j 0.0796354-0.0024987j -0.0654727-0.0259596j -0.0528847+0.143139j -0.0772005-0.0270487j -0.0206485-0.0334127j 0.0138092-0.0468811j -0.0309439-0.0183752j -0.0990303-3.36536e-14j 0.0434242-0.0318836j 0.0320253+0.0600398j 0.0132709+0.0397176j -0.0588827+0.0172875j 0.0930979-0.0574641j -0.0119229+0.03226j 0.105705-0.0603016j -0.112101+0.0950798j 0.0926153+0.0237694j 0.0252183+0.0129339j 0.113862-0.109979j -0.012626+0.0720825j -0.109258-0.0409979j -0.000941641+0.106723j 0.0671554-0.0282223j -0.038579+0.0298659j -0.0785892+0.0396265j 0.10534+0.135058j 0.0267414+0.181918j 0.0333009-0.0569718j 0.0313861+0.111912j -0.0152649+0.0869681j 0.00446176-0.0732149j 0.018045-0.0993666j -0.00288874+0.0850146j 0.0526985+0.00988065j -0.0277916+0.100053j 0.00180419+0.274048j 0.0468792+0.0886922j -0.0574864+0.042198j 0.0592165+0.00353806j -0.039529-0.064917j -0.0180599-0.0833632j 0.130382-0.00564706j 0.0370227+0.172141j -0.00960155+0.13287j -0.0557411+0.00929809j -0.0275112+0.0651492j 0.0338399-0.0356024j -0.0819614+0.0301999j -0.027245-0.0975366j 0.02304-0.0112814j 0.0450476-0.0964232j -0.118287-0.0382015j 0.105971+0.0292922j -0.0238744-0.025042j 0.0273005+0.0284506j -0.052988+0.010435j -0.039554+0.0177387j 
0.0303585+0.0179828j -0.0105228+0.0273352j -0.00779675+0.0117957j -0.0300183-0.0419025j 0.0426496+0.00661748j -0.00446999-0.0139532j -0.0578288+0.0234213j 0.0410819+0.0119519j 0.0293307+0.0529508j -0.0389209+0.0394525j -0.0232881+0.0139384j 0.0457002+0.00129806j -0.0269185+0.0129883j 0.00486688+0.0343427j 0.0204476-0.0620379j 0.0196591-0.014175j 0.0811298+0.00329446j -0.0126082+0.00177001j -0.0810085-0.104447j 0.0283882+0.0785836j -0.0777428+0.0332899j 0.166514+0.0529737j -0.0438198+0.0960747j 0.0386126-0.00502784j -0.0600862+0.0324516j -0.00693599+0.0679202j 0.119217-0.0892638j 0.0434242+0.0318836j 0.0556387+1.91253e-13j -0.0776823+0.0473758j 0.0705902-0.0110439j -0.00880623+0.0428728j 0.115656-0.0231483j -0.0277519+0.0715458j 0.0814619-0.00454028j -0.0534037-0.0655396j 0.0291331-0.104759j 0.0204859-0.010477j -0.0653097+0.0621936j -0.0337073+0.0197276j 0.0316586+0.0272591j -0.0360991+0.0325005j 0.0814221-0.0414239j -0.0739937-0.00927477j -0.0473665+0.0567043j -0.101083+0.0348935j 0.0315164-0.0917138j -0.051182-0.0147904j 0.0373377-0.00969658j -0.0709338+0.023399j -0.0551823+0.216461j -0.0192677+0.154679j -0.0617707+0.0241137j 0.0469187-0.0781708j -0.0907279+0.00324833j 0.0175788-0.126162j -0.0217986-0.122576j -0.0195415-0.165738j 0.0107221-0.142491j 0.0419918+0.14928j 0.00538061+0.107609j 0.0402034-0.04785j 0.0322342+0.0145591j -0.0611441+0.0808615j -0.0304394-0.055025j -0.0349231+0.0532985j 0.0431237-0.0455234j 0.0204212+0.0536118j -0.0241117-0.0104841j -0.0589576+0.0242035j 0.0434418+0.00943321j -0.00141072-0.0592933j -0.0670021+0.0641073j 0.0330084+0.00402406j -0.00702811-0.0304059j -0.0333929+0.0345728j -0.0404292+0.0262541j 
-0.00750021+0.00236426j 0.0302726+0.0489766j -0.0190079-0.00944542j -0.0319785-0.0265165j -0.00991825+0.0347822j -0.0190938+0.0162649j -0.0688103-0.0211796j -0.0206824+0.00708465j 0.0464209-0.015445j -0.0287353-0.0170443j 0.0101395+0.0320999j -0.05194+0.0333721j -0.0361398-0.0208724j 0.0752076+0.0254751j -0.0683354+0.0169751j 0.0125899+0.0161628j 0.0324159-0.0589908j -0.0557582+0.00870191j -0.0504161-0.0575805j -0.0320917+0.0547538j -0.0964812-0.0468521j -0.0460867+0.0453038j 0.0541434-0.0321502j 0.0129452-0.0212197j 0.0407965-0.00837551j 0.0614003-0.0721326j -0.0827551-0.127364j 0.0320253-0.0600398j -0.0776823-0.0473758j 0.0751694+3.68039e-14j -0.0507892-0.100108j -0.00818127-0.0777286j -0.043156+0.00484101j 0.0482846-0.0450739j -0.0115036+0.0905083j -0.0149407-0.0667862j -0.0681589-0.0143101j 0.0519424+0.0372714j -0.0407385-0.0186305j 0.054735+0.109256j -0.0214967-0.017229j 0.0959516-0.00348665j -0.0894225-0.0702764j 0.078159+0.0607427j -0.106179-0.0226521j 0.00912948+0.0145807j 0.0198017-0.0403075j 0.0799348-0.0222539j 0.03743+0.024001j 0.0519427+0.0501216j -0.153015+0.0713119j 0.0114283+0.0566031j 0.0769816-0.12979j -0.119155+0.0871232j 0.0233996+0.0238336j -0.0864731-0.129892j 0.0600649+0.0108145j 0.0472251-0.0447741j -0.030947-0.0730926j -0.00255114+0.00693789j 0.0278361-0.130597j 0.0998398-0.0769086j 0.0865065-0.135298j 0.0270364+0.179526j -0.0247465-0.00772972j 0.123577-0.0277583j -0.0978056-0.0467421j -0.000155492-0.182088j 0.0246296+0.00258936j 0.0558214-0.0190671j -0.0531487-0.0273968j -0.115631-0.0175267j -0.0383884+0.0751924j 0.0426603-0.0132391j -0.0393534-0.0405136j -0.0136183+0.040799j -0.0121731+0.026285j 
0.00159973-0.0155808j 0.00713151-0.0232022j -0.016896-0.0301181j 0.0189637+0.0376268j -0.0197027-0.0178644j -0.0113772+0.0157312j 0.045109-0.0554915j 0.0369926-0.0116659j -0.00664369-0.0689369j 0.0307407-0.0488971j -0.0289844+0.00286448j -0.0441914-0.0414359j 0.0351161+0.0241947j -0.0721953-0.016671j 0.042062-0.00550448j -0.0601869-0.0760444j 0.0720768+0.0329303j 0.0564785+0.00771265j -0.0642354+0.00409034j 0.00222667-0.0564209j 0.0194172-0.0614849j 0.0154707+0.0120479j -0.0688526+0.0415042j 0.0106498-0.0259065j 0.12806-0.0420002j 0.0113185-0.092158j 0.0337317+0.0361278j 0.0132709-0.0397176j 0.0705902+0.0110439j -0.0507892+0.100108j -0.138225-1.4707e-14j -0.0485887+0.0649705j 0.057233+0.00068226j 0.0366412+0.0046284j -0.0192061-0.135455j -0.0317529+0.0173439j -0.129847+0.0157098j 0.0182667+0.0594857j 0.00361328-0.0391048j 0.00260793-0.00365915j -0.0448223-0.0622596j 0.12199-0.0202218j -0.0402249+0.101387j 0.128197+0.0790157j -0.0192894-0.0139183j -0.0286371+0.033773j -0.0800286+0.0579979j 0.0353352-0.080109j 0.0174904+0.0692701j 0.0275218+0.0418873j -0.0627637-0.00224276j 0.0728307+0.015757j 0.0110968+0.0339649j -0.126658+0.0490819j 0.0582647-0.053119j 0.00633974+0.0308152j -0.0145568-0.0825859j -0.0857509-0.00676213j 0.158054-0.112382j 0.0244653+0.246374j -0.074292-0.0885j 0.108551+0.0149888j -0.00268434+0.134069j 0.0512384+0.0862112j -0.0255452-0.00855181j 0.0393872-0.0619401j -0.0102158+0.0377359j -0.043371-0.0321789j 0.0265374-0.0113453j 0.0830715-0.000484109j -0.0406926-0.0526174j -0.0213623-0.0366875j 0.0129-0.0258135j 0.0345533-0.00739524j -0.0356736+0.0110961j 0.0330724-0.00204071j 0.0183668-0.0169239j 
0.00690907+0.000119357j 0.114713+0.00387564j -0.1029+0.0280927j -0.190968-0.0080608j -0.102056-0.0158074j -0.0957631-0.0238501j 0.106884-0.06308j 0.279882-0.00939744j -0.0465971-0.0723356j -0.0258301-0.0689056j -0.0460632+0.054787j -0.171859+0.0235395j -0.0425389+0.0114399j -0.152485-0.130079j 0.112008-0.00713206j 0.180801-0.00973662j 0.0669056+0.0398536j 0.126165-0.0364052j 0.0523713-0.0584879j 0.0798832+0.0756781j -0.00941575-0.0250689j -0.0570568-0.0966098j -0.105909-0.0471056j -0.149238+0.11493j -0.116638+0.0354447j 0.0995631-0.0357039j 0.0593207+0.111337j -0.0588827-0.0172875j -0.00880623-0.0428728j -0.00818127+0.0777286j -0.0485887-0.0649705j 0.205959+3.88578e-15j 0.0188265+0.0196082j 0.0141912+0.0184263j 0.112545-0.058039j 0.114314-0.126577j 0.0289089-0.121545j -0.0559249+0.0366645j -0.00558001+0.0559604j 0.0980464-0.0772371j 0.19051+0.0856748j 0.0990047-0.123434j 0.0135479+0.0495785j 0.0996227-0.0217056j -0.0969566+0.0483808j -0.0152468+0.0946953j -0.0570045-0.0218279j 0.246431+0.0533648j -0.129632+0.038235j 0.143223-0.0432956j -0.0184541+0.150804j -0.0129716+0.0435049j 0.0297101+0.0659879j 0.127867-0.0894904j -0.18146-0.0388043j 0.17114-0.0887035j -0.0520825-0.0502339j 0.158259+0.103142j -0.0474401+0.0687914j 0.108482-0.0480891j -0.124939+0.0288594j 0.17489-0.0008911j -0.152392+0.0549476j -0.0160091-0.00511547j 0.204582-0.0192354j 0.194068-0.0554674j -0.234833-0.0404606j 0.276505+0.00106281j -0.132763+0.0193864j 0.114218-0.111648j -0.398163+0.00935122j 0.184403-0.0310912j -0.23635-0.0396674j 0.313675-0.0728645j -0.269792-0.0628916j 0.16682+0.0176316j 0.0411327+0.0241331j 
0.0151723-0.0228393j -0.0154114-0.0176618j 0.00634142+0.0124628j 0.000229673+0.0461556j -0.0261059+0.0350735j -0.0309891+0.0113113j 0.00862582-0.018761j -0.0102199+0.00794919j 0.0491894-0.00777774j 0.0115086-0.00669668j -0.0118898+0.0445942j -0.11516-0.105482j 0.00988149-0.0378148j 0.00184022-0.0287856j 0.0295824-0.0480947j -0.0110451+0.044829j 0.0587037+0.014106j -0.0503234-0.00190763j 0.00988687-0.0704548j 0.052843-0.0154455j 0.0191146-0.000695687j 0.152732+0.000357123j 0.0527091+0.0174852j -0.0109443-0.00200408j 0.137548-0.0110591j 0.0617341+0.06432j 0.0143471-0.0150209j 0.0930979+0.0574641j 0.115656+0.0231483j -0.043156-0.00484101j 0.057233-0.00068226j 0.0188265-0.0196082j -0.119376+5.18058e-14j 0.0152955+0.0536802j 0.0168928+0.0448949j -0.0706122+0.113394j -0.0301121-0.0310774j -0.0712349+0.0158899j -0.0664941-0.0727429j -0.040149-0.0213061j -0.00723027-0.00388597j 0.056687-0.191129j -0.0439373+0.0858113j 0.0747299+0.07594j -0.0685583+0.0432671j -0.0112977+0.104975j 0.0138498+0.0780782j -0.0118457+0.00421185j -0.0688286-0.107844j -0.0185634-0.102823j 0.033167+0.0978094j -0.0633047+0.124926j 0.0236806-0.0344817j 0.0372521+0.109292j -0.00144003-0.153177j -0.000161944-0.202329j 0.0109228-0.0363258j -0.0461534-0.0386915j 0.0361451+0.0991365j 0.00938038-0.00252766j 0.0914497-0.0767597j -0.00694696-0.0487878j -0.0589164-0.00752839j -0.0516642-0.0559529j -0.00116299+0.012215j -0.0117462+0.0408092j 0.0432444-0.0949389j -0.00596899+0.0298407j -0.0171539-0.00159096j 0.0804008-0.0297788j 0.0179491-0.0901358j -0.0724542+0.0264945j 0.121975-0.0917932j 0.0102668-0.00992557j 0.0185719-0.0344848j 0.00792106-0.0239609j 0.0471314+0.00363472j 
-0.0226403+0.0169033j 0.0556194+0.03567j -0.0577481+0.0157973j -0.0588964+0.0001813j -0.0696111+0.00893344j -0.00415771-0.0192045j 0.00681793+0.0244075j 0.0819248-0.0180011j 0.00843276-0.0180667j -0.0236739+0.0082638j -0.0110233+0.0247628j -0.117633-0.156645j 0.0176636+0.00198336j -0.071238-0.00895642j 0.109381+0.0645842j 0.050019-0.0428998j 0.00930549-0.0678597j -0.0442522-0.163519j 0.0509962-0.115206j 0.109317+0.0165289j -0.037669+0.0527284j -0.0678812-0.0388977j -0.0573761+0.00917244j -0.11963+0.0727616j -0.0294835+0.0890025j -0.0150616+0.0123891j 0.018703-0.0175301j -0.0119229-0.03226j -0.0277519-0.0715458j 0.0482846+0.0450739j 0.0366412-0.0046284j 0.0141912-0.0184263j 0.0152955-0.0536802j 0.0784462-8.97199e-15j 0.00700423+0.0839492j 0.032568-0.0121224j -0.102399-0.0631132j 0.081692-0.0994105j 0.0397182+0.136617j 0.0733526-0.0586651j 0.0975609+0.072025j 0.000561279+0.000908272j -0.0549593-0.0290446j -0.105641+0.0176542j -0.066591-0.0732629j -0.0949887-0.0563622j -0.219411-0.0185792j 0.0630769+0.071491j -0.00209868+0.0701479j 0.115173-0.00456894j 0.072018-0.053488j -0.0411554-0.0703528j 0.0708906+0.0831921j -0.0960284-0.110402j -0.0409949-0.00804648j 0.118374+0.00778968j -0.115166+0.0690713j 0.0490742+0.0134664j -0.128692-0.0120863j 0.225053+0.0426212j -0.0541719+0.079132j -0.129761+0.0835843j 0.0125831-0.165066j -0.0433737-0.0419733j 0.0159616-0.0559118j -0.0128483-0.0210659j -0.114457-0.0249542j 0.0875368-0.0710112j -0.011309-0.00588837j 0.093547-0.00315611j -0.0535996+0.048306j 0.0670562-0.0777148j -0.161159-0.0118627j 0.161346-0.0162097j -0.104146+0.00986393j 0.0870601+0.00684544j 0.022697+0.0123631j 
0.00998183-0.00755246j 0.02491+0.0419094j -0.00303463+0.0292466j -0.0694206+0.0247363j -0.000122193+0.0533671j -0.065522-0.00108603j 0.003725-0.0100123j 0.103653-0.0226102j 0.0298707-0.0178187j -0.0699421-0.00890089j -0.0501447+0.047162j -0.0883277-0.0244921j 0.00326906+0.0159733j -0.0402049-0.0901529j 0.0133619-0.004167j 0.0477889-0.0267958j 0.0094809-0.0849554j 0.0238788-0.0109013j -0.0342155-0.0359671j 0.0304554+0.0265512j -0.0198371-0.0301416j 0.0342687-0.00726531j -0.0366106-0.0773538j -0.12131-0.00115036j -0.0492634-0.0819496j -0.021412+0.143004j -0.0112813+0.0178174j 0.105705+0.0603016j 0.0814619+0.00454028j -0.0115036-0.0905083j -0.0192061+0.135455j 0.112545+0.058039j 0.0168928-0.0448949j 0.00700423-0.0839492j 0.107235-5.34017e-14j -0.0748212+0.0139191j -0.0180682+0.0504723j -0.0616316-0.106947j -0.127348-0.125549j 0.0991482-0.0337444j -0.0241653-0.174052j 0.0449416-0.0741119j 0.0696861-0.037989j -0.0408121-0.0273041j 0.0539689-0.0783784j -0.290859-0.0201823j 0.00647836-0.0308726j -0.0570515-0.0517965j -0.0414764-0.0809292j -0.0905585+0.00339689j -0.0145045-0.124145j 0.0116244-0.00493619j -0.22821-0.0741079j 0.0487766-0.108209j 0.0531264+0.0939168j 0.0340248+0.0620084j -0.0455311+0.0951737j -0.0363975+0.0831274j -0.0977979+0.0166664j 0.0159042-0.070339j 0.0238723+0.146358j 0.0367887+0.029411j -0.0298566-0.0680578j 0.0642831-0.0457756j 0.0434351+0.0350998j 0.0656933-0.0781601j -0.0416145-0.0638082j 0.0216348-0.0480262j -0.0517617-0.0175075j 0.0849561-0.0720182j -0.0995103-0.0979196j 0.0257472-0.019517j 0.0121882-0.000219789j 0.112232-0.0477777j -0.0414144-0.0545184j 0.0176036+0.0402676j 0.00666272+0.0289125j 
-0.0145501-0.021439j 0.064491-0.0189354j -0.0343468-0.000623166j -0.0736713-0.0289921j -0.0662476-0.0329769j -0.00556654+0.0113073j 0.0544125-0.0825875j 0.0684851+0.00126016j -0.0653209-0.0491139j 0.0580174-0.0316028j 0.0403498+0.0132643j -0.0761358+0.0536766j -0.0116982-0.0212782j -0.00845501+0.062858j -0.0081342-0.112277j 0.191005+0.169167j 0.0731428-0.0462894j 0.0252479-0.00175024j 0.149147+0.0443788j -0.0517895-0.0517737j 0.0568735+0.111568j 0.0130303-0.0178558j -0.0435773+0.147457j -0.00999314-0.0115921j -0.0047667-0.0504461j -0.0938469-0.0383461j 0.0603578+0.136641j -0.112101-0.0950798j -0.0534037+0.0655396j -0.0149407+0.0667862j -0.0317529-0.0173439j 0.114314+0.126577j -0.0706122-0.113394j 0.032568+0.0121224j -0.0748212-0.0139191j 0.12831-1.59456e-14j 0.0289565+0.0752929j -0.0647769-0.06825j 0.0151819+0.0149889j 0.0822051-0.0914785j -0.0177213-0.113071j 0.0283239-0.0357483j 0.0571542-0.00380846j -0.01026+0.00909187j -0.121092+0.00967938j -0.078173+0.0766418j -0.00335574-0.0282045j 0.113939-0.00315227j 0.0613798+0.0533057j 0.0350359-0.0406026j -0.117885+0.0205985j 0.117453+0.0544014j -0.0274696-0.0323214j -0.15228-0.0979984j 0.00193322-0.0337236j 0.0402708+0.0249613j -0.134285-0.0712953j 0.0441534-0.00880027j -0.090218-0.10018j 0.236015-0.0975785j -0.0226098+0.0955892j 0.0514359+0.0609713j 0.0281541-0.0792408j -0.0319803+0.025528j 0.171503+0.0193718j 0.0925778+0.0109554j -0.0908667-0.0117803j 0.195848+0.0444205j -0.0977645+0.0768342j 0.0132968-0.0194662j -0.202372+0.0518376j -0.0327981+0.0138822j -0.06665+0.0844372j 0.141305-0.0697479j -0.132976-0.052476j 0.0690111+0.005876j -0.004762-0.0196936j 
0.0285712-0.0172803j -0.0390646+0.00100215j 0.0262399-0.0345261j 0.0890636+0.0149829j 0.075869+0.0547676j -0.00800637+0.0590668j -0.0845311-0.021854j -0.135484-0.0391235j 0.0100803+0.0249482j -0.0114327+0.0204229j -0.0949698-0.0431512j 0.0381295-0.0400818j 0.0874771-0.0328704j 0.0305761+0.0653781j 0.0553017+0.00707098j -0.128191+0.00534431j -0.0622424-0.0182957j -0.0602281+0.0273046j -0.0019926+0.0258123j -0.0671639-0.0509551j 0.04676+0.0294114j -0.136006-0.0277924j -0.0627563-0.0243933j 0.0333966-0.0468094j 0.0338419+0.0253972j -0.01854+0.0367524j -0.064141-0.0899774j 0.0926153-0.0237694j 0.0291331+0.104759j -0.0681589+0.0143101j -0.129847-0.0157098j 0.0289089+0.121545j -0.0301121+0.0310774j -0.102399+0.0631132j -0.0180682-0.0504723j 0.0289565-0.0752929j 0.139253-1.69864e-14j 0.081126+0.116819j -0.0525333+0.0480618j -0.0853513+0.0594738j -0.00758375-0.104514j 0.0874941-0.0320676j 0.0550469+0.0591185j -0.00891898-0.0395959j 0.111474-0.0770072j 0.0256575-0.0510218j 0.0154014-0.0479984j -0.0782387+0.0130653j 0.185188-0.0107545j -0.0529488+0.0405085j -0.0393985+0.00485444j 0.0168286-0.019201j -0.00553774+0.0223515j -0.0145461+0.00648461j -0.0936816+0.077698j -0.0559618+0.0725721j 0.0746952+0.031115j 0.00969047+0.0792819j 0.0825992+0.0695034j -0.0997964+0.0596813j 0.109964-0.0597002j -0.135276+0.00952118j 0.0716139+0.0423658j 0.171532+0.00997413j -0.131198-0.0385944j -0.0257857+0.0953709j 0.159122-0.0645835j -0.0868608+0.0353612j 0.132621+0.132602j -0.0165093+0.0186225j 0.201113+0.0101921j -0.0844637+0.0208729j 0.166931-0.0327787j -0.0825236+0.056797j 0.125225-0.0369131j -0.0803849+0.0182254j 0.0255306+0.0135417j 
