-0.011956+0.00615947j -0.00567227-0.00447028j -0.00577559+0.00505122j 0.00851668+0.000248514j -0.00449414+0.00138262j -0.0015024-0.003129j -0.00716902+0.00644475j 0.00543747+0.00250094j 0.0067009+0.00151213j 0.000381513-0.00340014j 0.00272395+0.00239747j -0.00185515+0.00695374j 0.00396698+0.00313248j -0.00115351-0.00530699j 0.00285521-0.00136734j -0.00410373+0.00390291j 0.0011432+0.00266135j -0.00324243+0.00324407j 0.00246616+0.00350178j 0.00226145+0.00139968j -0.00614648+8.11271e-05j 0.00236671+0.00539559j 0.000470696+0.00447684j -0.00311121-0.000310978j 0.00317946+0.0019356j -0.00275427-3.94395e-05j -0.0019101-0.0012678j -0.00128579+0.000751405j 0.00133449-0.00185386j 0.000695824-0.00189745j 0.00175652-0.0014669j -0.00407308-0.00252485j -0.00248453-0.000716243j -0.00231439+0.00224247j -0.000885153-0.000735253j 0.000611476+0.000895038j -0.00339485+0.000430866j -0.00171987+0.0024196j 0.00271552-0.00318062j 0.00634546-0.000345558j 0.00139304+0.00237891j 0.0032038+0.000572858j 0.00424846-0.00359429j -0.00371807+0.0040402j -0.00179067+0.00205549j -0.00454434+0.00449433j -0.0062274+0.00429224j -0.000956142+0.00704553j -0.00399237+0.00815368j -0.00563872+0.00455083j -0.00215078-0.0015855j -0.00664924+0.00756228j 0.00451389+0.00128354j 0.00169863-0.00976382j -0.00618763-0.00386685j -0.0113251+0.00588823j 0.00386077-0.00764042j -0.00697797+0.00253544j 0.00909794-0.0143661j 0.00325975+0.010653j -0.0195831-0.0113714j -0.00625856+0.0139843j -0.00462576-0.0039291j 0.00130881-0.00919366j -0.00577168+0.0143145j -0.0239908-0.0152308j -0.0125178+0.0133419j -0.0270674+0.000374435j 0.0475567-0.0126819j -0.0202999-0.049197j 
0.00253685-8.34579e-05j 0.00272056-0.00150388j 0.000454148+0.000382108j 0.00128791+0.000319737j -0.000276098+0.005361j 0.00132478+0.00862496j -0.00224928+0.000342302j 0.00118075-0.00395898j 0.00127565+0.000574192j 0.00424902-0.00266807j 0.000253149-0.00234867j -0.000438352+0.0082931j -8.85947e-05+0.000548849j -0.00195725+0.00263422j -0.00306813+0.00185362j 0.0012071-0.00495011j -0.00521581+0.00210346j 0.00113925+0.00155346j 0.00265472+0.00257891j -0.00150472+0.00218326j 0.0031578-0.00414788j -0.00194217+0.0101784j -0.00351324+0.00513498j 0.000137735-0.00245316j 0.00672035+0.00139086j -0.00391444+0.00836669j -0.00198813+0.00229351j 0.00480772-0.00799284j -0.000773495+0.00403806j -0.00209938+0.00341657j -0.000889876+0.00466256j -0.00847317-0.00170702j 0.000912431+0.00542818j 0.00472357-0.00908883j -0.00872065+0.00687235j 0.00687977+0.00886831j -0.00356558+0.00456392j -0.000259363+0.00369125j -0.000299047+0.00490865j 0.0130431-0.0028879j -0.000925697+0.000174918j 0.00681722+0.00380915j -0.0182539-0.00386738j -0.0254218+0.00516851j 0.0034939+0.0109482j 0.00474574-0.00956309j 0.0186153-0.0147792j 0.0202406+0.00160888j -0.0135356-0.0223443j -0.0222792+0.00971754j 0.00606076+0.00806026j 0.00199097+0.0150959j -0.00531506+0.0040746j 0.00798247+0.00405079j 0.0191911-0.0231469j 0.00613908-0.00269158j 0.000409123+0.0131712j -0.0390566-0.00995298j 0.0170926+0.00150418j 0.00897216-0.039653j -0.00254138-0.0197727j 0.00514299+0.0252034j 0.0166656+0.00177704j 0.00286076-0.00786068j -0.00343475+0.000376762j 0.00464248-0.00494634j -0.00360549-0.00648434j 0.00243625-0.0031969j -0.00137788-0.00315693j -0.000476221-6.52039e-05j 
-0.00110544+0.000720178j -0.000753975+0.00432216j 0.00218093+0.0026674j -0.00215978+0.00583869j 0.000193809+0.00166573j -0.00117065-0.00361279j 0.00147084+0.000641341j -0.00182306+0.00267354j 0.000152548-0.00206804j -0.00534915+0.00508546j 0.000857433-0.0013343j 0.00185345-0.00108194j 0.00153363+0.00206036j 0.00175192+0.001774j 0.000668862-0.00291521j 0.000121699-0.00636206j 0.00161973-0.00210697j -0.000702254+0.000444528j -0.00421666+0.00606099j 0.00118439-0.000583059j -0.00937981+0.00187292j -0.00491656-0.00200618j 0.00149264-0.00493736j -0.00208871-0.00427505j -0.00937803+0.00307541j 0.000120448-0.000511108j 0.00438734-0.00508158j 0.00246713+0.00543353j -0.00102322+0.00355529j 0.00249289-0.00171798j 0.00411533-0.00278772j 8.19737e-05-0.00120928j 0.00239701+0.00191548j -0.00532994+0.00169477j 0.0134341-0.00587356j -0.00388274+0.00158891j -0.0135364+0.00307303j 0.00801785+0.00103813j -0.00616666-0.00436791j 0.00906616+0.00154768j 0.00690163+0.000729758j 0.00208094+0.0105047j -0.012459-0.00408383j 0.0187774-0.0115109j -0.0233009+0.00639667j 0.00817495+0.00627493j -0.0283611-0.0114787j -0.0245133+0.00684081j 0.00352935-0.00231029j 0.0149422-0.00407621j 0.0176268+0.0166359j -0.00489485+0.000130962j -0.0281755+0.00494453j -0.0209143-0.00357055j -0.0189583-0.0117474j -0.00415021+0.00853958j 0.00197015-0.00850062j -0.0107169-0.0390852j -0.0232856-0.000355432j 0.00760812-0.0190729j -0.0024269-0.00506609j 0.00512997+0.0193111j -0.000947794-0.0040951j 0.00230159-0.00369216j 9.84174e-05+0.00593633j -0.00116055-0.00284925j 0.00582893-0.0029828j -0.000836105-0.00546687j 0.00210103-0.00234348j -0.000564048+0.00077232j 
0.00141688-0.000459417j 0.00152015-0.0020377j -0.000448302+5.95022e-05j -0.00037965-0.000321963j 0.000785665+0.000646371j -0.000610779+0.0029804j 0.00252203-0.0013994j 0.00129536-0.00114003j -0.000807447+0.000239943j 0.000578459-0.00261305j -0.000402372-0.00230966j -5.11655e-05+0.00197012j -0.00315784+0.000223682j 0.000763399+0.000918023j 0.00275391+0.00114191j 0.00295373-0.00208731j -0.00175102+0.00255999j 0.0070736+0.00218655j 0.00482614-0.00108202j -0.00289417+0.00132061j 0.00153919+0.000153974j -0.00153413+0.00347909j -0.0015893+0.00100677j -0.00201546+0.000921806j 0.0062961-0.00123855j -0.00249731+0.00489705j -0.0023289+0.00404346j 0.00511048-0.00794516j 0.00416575-0.000742119j -0.00389806+0.00237834j -0.0015156-0.00412787j -0.0105691+0.00511466j 0.00371626+0.00191011j 0.0216993-0.00963334j -0.0132301+0.0023998j 0.00915992-0.0013631j 0.00519001-0.000581191j 0.0116031-0.00355249j 0.001563+0.000267435j 0.006177-0.0127371j -0.00467121+0.00494904j 0.0418951-0.0178679j 0.0123669-0.000106832j 0.00864349+0.00301131j -0.0358626+0.0121929j 0.00576355-0.00379598j 0.0096736-0.00518283j -0.0400881-0.00174871j 0.0323861-0.00268014j 0.00403309+0.0019343j 0.0525093-0.00866747j -0.0110548+0.000739803j -0.00103659+0.00594098j -0.018697-0.000272793j 0.00169776+0.00261901j -0.00555707+0.00963839j -0.0183146-0.0102101j -0.00212934+0.0150926j 0.0192961-0.00127954j 0.00868738-0.00143402j -0.000891738+0.00369447j -0.00278955-0.00176848j 0.0012626-0.000895451j -0.00201696-0.0025587j -0.000115403+0.000919707j 0.00267043+0.00194039j -0.0011143+6.22444e-05j 0.000908185+0.000125343j -0.00206398-0.00104556j -0.000243714-0.000166179j 
0.000503282+0.000718664j 0.000225735-0.00128665j -0.000183039+1.60739e-05j 0.000349845+0.00562995j -0.000949654-0.000318194j 0.000672138-0.000902779j 0.000771528-0.00742956j -0.000835211+0.00442642j -0.00270102+0.00345268j 0.00214532+0.00510542j 0.00338193-0.00327711j -0.00288793-0.0034544j -0.00483336+0.000837079j -8.4443e-05+0.0018557j -0.00199643+0.000938519j 0.00331199-0.00210284j -0.000225816+0.00234901j 0.00450438-0.00661175j 0.00178223+0.00364943j -0.00695869+0.00381071j 5.74904e-05-0.00219936j -0.00553802-0.00564682j -0.000376815-0.00312829j -0.00461214+0.0067078j -0.000651174-0.00301889j -0.00379479-3.39878e-05j 0.00208483+0.000615879j -0.00157583-7.10737e-05j -0.00289935+0.00177373j 0.000608242-0.00150637j -0.00259904-0.00083272j -0.00908098+0.0093177j 0.00174024-0.00273063j 0.00539914-0.00570337j -0.011283+0.00492621j -0.00166315-0.00419578j -0.0115117+0.00814934j -0.011082-0.0080745j 0.00046406-0.000752595j -0.000766688-0.00249148j 0.0184953-0.00448013j -0.0047252-0.0106305j 0.00291112+0.00532717j -0.021013+0.00725825j 0.00142307-0.0102353j 0.0255997+0.00795333j -0.00432658-0.00432584j 0.0108597+0.0132115j 0.0047323-0.000381939j -0.00896757+0.00633699j 0.014997+0.026983j -0.0132082-0.0169418j 0.0240253-0.00579167j -0.000328674-0.0347772j -0.00355715-0.00279755j 0.0240643+0.0165755j -0.0171071+0.00954607j 0.00471514-0.0222442j 0.0068688+0.00607656j -0.00467209-0.00550777j -0.0155635+0.0265286j -0.00393096-0.00887245j -0.00099546+0.00770179j 0.00413147+0.00116578j 0.00399546-0.00414779j 0.00209493-0.000929839j 0.00243938-0.0056862j -0.00231908+0.00217046j -0.00154096+0.00180345j 0.000200796-0.00119051j 
0.000683404+0.000834065j -0.000901013+0.000139531j -0.000279135+0.00173819j 0.000902831+0.00339259j 0.000252277+0.000700069j -0.00198156-0.00231706j 0.000488674+0.000944509j 0.000836082+0.00235422j 5.45566e-05-0.00237329j -0.00115276+0.00010822j 0.000963685+0.00128139j -0.00365348-0.00225735j 0.000897932+0.000430587j 0.00165285+0.00114242j -0.000423896-0.000707804j 0.000369883-0.00341634j 0.000938172+0.00341651j -0.00150366+0.00762988j -0.000391401+0.00760609j -1.98706e-05+0.00301138j -0.00116178+0.00259653j -0.0036842+0.00237792j 0.000476778-0.00462315j 0.00163384-0.00632904j -0.00183474+0.0053618j -0.00168619-0.000239431j -0.00028872+0.00140769j -0.00207498+0.000768872j 0.00401131-0.000624671j 0.00348845-0.00622532j -0.00146433-0.0123653j -0.000325893-0.0030472j -0.00898337-0.000444197j 0.00117322+0.00894405j 0.00652726-0.00507327j -0.00612355+0.00143508j 0.00816863-0.010754j 0.0147204+0.0035344j 0.0025945-0.00150495j 0.0201451+0.0105918j 0.000665412+0.00602361j 0.00420451+0.00124076j -0.00658882+0.0221033j 0.00507285-0.000573311j 0.00109417+0.0125516j 0.00870518+0.00395878j 0.00200738+0.0113552j 0.0237697-0.0120479j -0.0101843-0.00655534j -0.00488887-0.0215309j 0.0155783-0.00803474j 0.00270426-0.0193263j -0.00453975+0.0233236j 0.0303715+0.0164124j -0.000597494+0.00748611j -0.0085128+0.0301062j -0.00364251-0.0372994j -0.00551252+0.0120956j -0.0054011-0.0057913j -0.00644899+0.0205457j 0.00225734+0.0196357j -0.00770334+0.0128197j -0.000751027+0.0030481j 0.00146002-0.00368514j -0.000675086+0.0050682j 0.00111603+0.000196993j 0.0022166-0.00273792j 0.00101512+0.000478538j 0.000692823+0.000100754j -5.3042e-07-0.00294069j 
0.000270703+7.24067e-05j 0.000382582-0.000366912j 0.0027779-0.00151582j -0.00124658+0.00179482j -0.000743124-0.000264129j 0.00218488-0.00254052j 0.00199192+0.00475611j -0.00281649+0.00264946j -0.00235338-0.000280417j -0.00123491-0.00470876j 0.00204947-0.00138009j 0.00276591-0.00478662j -0.0013927+0.00230019j -0.00143022+0.0062969j -0.00032445+0.00247455j -0.00197576+0.00073785j -0.00119689+0.00342202j 0.0026456-0.00198976j 0.000974734-0.000836059j -0.00229436+0.00214724j -0.00461371-0.000273855j 0.00096459-0.000294308j -0.00109173+0.00164119j -0.00747216+0.00135747j -0.000359232-0.00336653j -0.00270362+0.00641524j 0.00291139+0.00126578j 0.00171055-0.00710908j -0.0101+0.0055416j -0.00133342+0.00181368j -0.000232761+0.00249102j -0.0095252+0.00617522j 0.00488156-0.00936768j -0.00787545+0.00417663j -0.00885551+0.00740048j 0.017186-0.0123161j -0.0305975+0.00688322j -0.0196962+0.0122272j -0.00515052+0.00133307j -0.0316163-0.00616389j -0.0100212-0.00252307j -0.0113734+0.00671951j 0.0107086-0.00244505j -0.00738078+0.015966j 0.0248281+0.0188553j -0.0141488-0.00427971j -0.00151444-0.00775065j -0.0184608-0.000723049j 0.00944057-0.0119134j -0.0200339+0.00141566j -0.0355218-0.010988j -0.001235-0.00849806j 0.00105271+0.00810028j -0.0133479+0.0267798j -0.0140629-0.0181831j 0.017999+0.0128287j 0.00603832-0.0234113j -0.00156492+0.0180692j 0.00538032-0.0108533j 0.0044509+0.000979393j -0.00308654+0.00427975j 0.00352868+0.00773146j 0.00183504-0.00188203j 0.0022362-0.00197971j -0.00123516+0.00584367j -0.00331128+0.00118234j 0.000475191+0.000606267j -0.00273713-0.00287572j -0.000721487-0.000841376j 0.000248259-0.000563107j 
-0.000996419+0.001674j -0.000447304+0.00138642j 0.000578496-0.000576503j 0.00116406+0.00163492j 0.00173804-0.004181j 0.00169825-0.00617293j -2.08301e-05+0.00152843j -0.000884259+0.00185815j 0.00325838-0.00266915j -0.00184779+0.0039079j -0.0044733+0.00378934j 0.00650314-0.00686838j 0.000251941+0.00366349j 0.0043982-0.0024894j 0.00675662-0.00519658j -0.00775462+0.00244504j -5.16405e-05-0.0017275j 0.000189478-0.00665182j -0.00125299+0.00228278j 0.00513652-0.00222973j -0.00459184-0.000738475j 0.00103614-0.00589969j -0.0049709-8.01486e-05j -0.00473956+0.000347796j 0.000381797+0.00196485j -0.00239873-0.00593919j -0.00948027+0.00323973j 0.0078332-0.00376934j 0.0122028-0.00857333j -0.00521078-0.00295972j 0.00413219-0.000881949j 0.00644014+0.00399882j -0.00662001-0.00509904j -0.00132038+0.00072951j 0.0191391-0.00916235j 0.0256858-0.00704773j 0.0135927-0.011553j 0.000951311-0.0189843j 0.00797983-0.0168768j 0.0212362-0.003871j -0.0261515+0.00289275j -0.000845886-0.000236238j 0.0177726-0.00389981j 0.00449427-0.00125049j 0.00592823-0.00549689j -0.0170223+0.00447251j 0.0133877-0.00812836j 0.0303896+0.00385472j 0.0357442-0.0134309j -0.0257053+0.0078632j -0.00791759+0.0318206j -0.00966111-0.0114206j -0.000932772+0.0101724j -0.0184843-0.014766j 0.0289147-0.0212454j -0.0177328+0.000219372j 0.00495946+0.00108119j -0.000822784-0.0113182j -0.00740051-0.00344396j -0.00790316-0.00569634j -0.00268056+0.00199494j 0.00455444+0.00165576j -0.00373731+0.00373814j -0.00171103-0.00326747j 0.00631092+0.00138043j -0.00385909-0.00145489j 0.00127961-0.00307288j -0.000822985+0.000532555j 0.000661045+7.70082e-05j 0.000883645-0.000626938j 
0.00156993-0.00263304j -0.000994834-0.00208629j 0.000632833-0.00244735j 0.00246087-0.000573301j -0.00156641+0.00244058j -0.0020307+0.00672686j -0.00302979+0.00217881j 0.00161318-0.00318469j -0.000210622-0.00179814j 0.00188927-0.000713285j -0.00108975-0.00272861j -0.00275724+0.00297958j 0.00451858-0.00439844j -0.000524686+0.00115544j -0.00325366+0.00468127j -0.00188702-0.000325523j 0.000866084+0.00381421j -0.00717441+0.00686362j 0.00243657+0.00332765j 0.00659344-0.00334617j 5.48394e-05+0.00337844j 0.00259969+0.00829276j 0.000830677+0.00667854j 0.00569904-0.0005073j 0.00503697+0.00237368j -0.000817923+0.00248236j 5.92467e-05-0.000764973j 0.00143585-0.00314903j -0.00838664+0.00589628j -0.00302664+0.00123258j -0.00106643+0.00266615j 0.00458013-0.00885463j -0.00590197+0.00823733j -0.0060891+0.00679312j 0.00568982+0.00379264j -0.00314866+0.00664682j -0.00146729+0.00696008j -0.00394498+0.00155457j -0.00343224+0.0044162j -0.0157164+0.018388j -0.0183466+0.00773025j -0.00579002+0.00294273j -0.00545895+0.0270699j 0.0179875-0.00192571j 0.0059293-0.0126911j -0.0367418+0.0015648j -0.00571764-0.00280853j -0.0176313-0.0115714j -0.00480735-0.011325j 4.95982e-05+0.0212113j -0.0104534+0.0251701j 0.000274648-0.0109274j -0.0221173+0.00346693j 0.0096313-0.0315447j -0.00352335-0.017995j 0.00153536+0.00539619j -0.00173561+0.0035513j -0.00801513+0.00339675j -0.0040083-0.00380296j -0.00352204-0.00745433j 0.00131507+0.0159362j 0.00246339-0.00296875j 0.00647556+0.00320873j 0.00125341-0.000591157j -0.00520638+0.000124596j 0.00216752-0.00262752j -0.00194837-0.00256072j 0.00125698+0.0017798j -0.000395355+0.00249574j -0.001598-0.00108549j 
-0.00102494-0.000397699j -9.78519e-05+0.00281714j -0.00116477-0.000942629j 0.000772163+0.00212972j -0.000977793+0.0015011j -0.00252508-0.00127575j 0.0016824-0.00219902j 0.000875006+0.00189673j -0.00268463-0.0008409j 0.00106243+0.0081833j 0.000795587-0.000571358j -0.00238865-0.00110268j -0.00032815-0.00301951j 0.00257156+0.00194384j 0.00149642+0.00082382j 0.000171577+0.000759237j -0.000355931-0.000899548j -0.00107599+0.00315245j -0.00408196+0.00586648j -0.00320056-0.00455513j -0.00240943+0.0108216j -0.00246006+0.00417884j 0.00227981-0.00104074j 0.000437356-0.0014031j -0.00364992+0.00316551j -0.00347343+0.00718174j -0.00189322-0.00311634j -0.000743813-0.00268525j 0.00292931+0.0042192j 0.00433872+0.00377658j -0.00371891-0.00910597j -0.00180423-0.000143114j -0.00691368+0.00865878j -0.00369508+0.0042602j -0.000900261-0.0135871j 0.00403218-0.00819551j 0.0110462+0.021535j -0.00105488-0.00481744j 0.0142395+0.00624548j -0.0043947-0.0270899j -0.00445409+0.000537536j 0.00526196+0.0103502j 0.00337797+0.0199948j 0.00709852-0.00232536j 0.0287974+0.0182948j -0.00815528+0.00148274j -0.00603872-0.00107429j 0.024639+0.000555721j -0.00612115+0.0112488j 0.00388969+0.015248j -0.00317155-0.0200274j -0.00576428+0.0353325j 0.00131453+0.0220565j 0.00208414+0.0144111j -0.0273932+0.000279159j -0.00573979-0.0202088j -0.00379045-0.00475564j -0.00207709+0.0209615j -6.9625e-05+0.0236187j 0.00403764-0.0193873j -0.00268919+0.00798623j -0.00334141-0.0132151j -0.00190789+0.00266572j 0.0015853-0.00542437j 0.000304298+0.00016696j 0.00155744+0.00342544j 0.00190006-0.0025214j -0.00115078+0.00275683j 0.00114697-0.000623972j -0.000758385+0.00214927j 
0.00236889+0.0014792j 0.00151473-0.000586844j 0.000108929-0.000690163j 0.00158664+0.00118363j -0.00210866+0.00225596j -0.00103861+0.00339531j -0.00280399-0.00207451j 0.00132013+0.000942727j 0.000405314+0.00407017j 0.00467864+0.00380671j 0.000815199+0.00144333j -0.0013148-0.000970398j 0.000332006-0.00203199j 0.00050876-0.00152677j -0.00322279-0.0009883j 0.000179875+0.00248112j -0.000996321-0.00209545j -0.00222355+0.00317813j 0.00254354+0.00329239j 0.000870016-0.00229371j 0.000687709+0.00789625j -0.00179434-0.000523209j -0.00114114-0.00314015j 0.000196361-0.000246642j 0.00350007+0.00873164j -0.00484589-0.00203273j -0.00454378-0.00335829j 0.0086828+0.00208959j -0.00612101+0.00266086j -0.00251187-0.00339478j -0.000497598-0.00282461j -0.00321944-0.00767002j -0.00138174-0.000861136j -0.000429894+0.0102561j -0.0154001-0.00693257j 0.00447226+0.00760292j 0.00202766+0.00239861j -0.00809834-0.00126785j -0.00629216-0.000318377j -0.0125852+0.0169846j -0.0130071-0.00293583j 0.00849522+0.00368205j 0.00731189-0.0130005j -3.21347e-05-0.0338247j 0.00364366+0.00706174j -0.0157606+0.00594955j 0.00532523+0.0379999j -0.000198873+0.0365859j 0.022155-0.0148168j -0.00717577-0.0281406j -0.0154654+0.00798342j -0.00220652-0.00477487j 0.00111281+0.00873923j -0.00288336+0.0119888j -0.00332405+0.0301004j -0.00339421+0.010678j -0.0100399+0.00540349j -0.00479763-0.0181029j -0.00447864+0.0230926j -0.00392514+0.00820324j -0.00150359-0.0051941j -0.00194774+0.0004926j 0.0034484+0.00914663j 0.00231581+0.000685287j -0.00125166-0.00724195j 0.00218819+0.00032414j -0.000960196-0.00582714j 0.000278862+0.00328208j -0.00086891-0.00177089j -0.000332588-0.00138051j 
0.0011216-0.000419258j -0.000905876+0.000279261j 0.0011492+0.00161265j -0.00175203+0.00175776j -0.00148715+0.0035317j -0.00240977-0.00028855j 0.000266029-0.00109295j 0.000391953+0.00113066j -0.00241826+0.00355293j 0.000779446-0.0028179j 0.00155563-0.00128572j -0.00151653+0.00254138j -0.00253659+0.00194405j -0.00141808+0.00256953j 0.00202284+0.00133687j 0.0070677-0.00270317j -0.00196427+0.000730099j 0.000663124+0.00337866j -0.00264455-0.000753281j -0.0072469+0.00525063j -0.00646461+0.00136157j -0.00719293-0.00046855j 0.00615119-0.00514173j 0.00210302-0.00174845j -0.00728439-0.000181116j -0.00850243+0.00497295j 0.00182716+0.00224105j 0.00290487+0.00498394j -0.00693925+0.00615364j 0.0120033-0.00380586j -0.00675852-0.00262226j -0.0213838+0.00393512j -0.0116117+0.0114726j -0.00423613+0.0076843j 0.000639512+0.00835277j 0.00456212-0.00177919j -0.000621624+0.0011313j -0.00931203+0.021062j 0.0181989-0.00945727j -0.00604056+0.0115263j -0.0158078+0.000870332j 0.00351233+0.0212189j -0.0178247-0.0134469j 0.0119302+0.0143907j 0.0186918-0.0339159j -0.00811327+0.0121663j 0.0173656-0.00419411j 0.0220123-0.0230902j 0.00504321+0.0207297j -0.0135033+0.00493876j 0.00214954+0.0266639j 0.00376597-0.000418092j -0.00449209-0.0295401j 0.00156389-0.0153727j -0.0209323+0.00900897j -0.00804774-0.00333977j 0.003824+0.00147018j 0.00227034-0.0112723j 0.00556625-0.00244523j 0.00164282+0.00948635j 0.000276767-0.00479578j -0.00545654+0.004507j -0.00143604-0.00222668j 0.00178803+0.00256572j -0.00298595-0.00211559j 0.00157409-0.000182185j 0.00190999+0.00180553j -0.000126205-0.00108519j 0.000204755-0.000638289j -0.00130619-0.00123865j 
0.000763807+0.00199279j 0.00128528+0.000528358j -0.001344+0.00134358j 0.000587451-0.00213161j 7.89171e-05-0.00110488j 0.000234607-0.000420935j 0.00120057+0.000335274j 0.00164609+0.000137508j 0.00188435-0.00254851j 0.000255839+0.00324674j 0.00352275-0.000564679j -0.00222984+0.00183441j 0.00117295-0.00506444j -0.000716979-0.00225289j -0.00246053-0.00209452j -0.00277276+0.00931041j 0.000292323-0.0021348j 0.00299567+0.00498437j -0.000785058+0.0101255j 0.0030485-0.00610969j 0.00681554-0.00337756j 0.00339946-0.00301979j -0.0042244+0.00364692j -0.000568883-0.00326514j 0.00587446+0.00490823j 0.00293758-0.00821506j -0.00772421+0.000105555j 0.00410192+0.00450501j 0.00390195-0.00757457j -0.00894053-0.00155061j -0.0136137+0.0035765j 0.00361607-0.0192769j -0.00434552+0.00472841j 0.0144618+0.00795904j -0.00790906-0.0242864j 0.0099172+0.00460307j -0.0114658-0.00194837j -0.0123764+0.00137895j 0.000894859+5.20796e-05j 0.000789052+0.00207921j 0.0135599-0.00683812j 0.00665932+0.0270522j 0.015453+0.00570244j -0.0258348-0.00351703j 0.0141452-0.0331851j 0.01597-0.00150914j 0.00593656+0.0125069j -0.0268636-0.0304543j 0.00140932+0.023977j 0.0026846-0.00401756j -0.00672522+0.0303108j 0.00177388-0.0105021j 0.0195173+0.00703092j 0.0108356-0.0171105j -0.000616437-0.000270395j -0.010829+0.0100305j -0.00339674-0.0150745j -0.000641182+0.000382235j -0.00330004+0.0183106j 0.00351808+0.00990997j 0.000583833-0.00498664j -0.00023053-0.00223728j 0.00142045+0.00158391j 0.000149034-0.000819358j 0.00144674-0.000923122j 0.00061717+0.00318419j -0.0011659-0.000545901j 0.00161956+0.000564541j 0.000147245-0.00263913j 0.000728548-0.000955315j 
0.000121516+0.00093059j 0.00116872-0.001167j -0.000207968-0.00211795j -0.000156002+0.000731091j -8.06439e-06-0.000924937j 0.000188493-0.00203387j -0.000215159+0.000980641j -0.00124471+0.00270992j -0.000484052+0.00320352j 0.00067419-0.00115934j -0.00246155+0.00118334j 0.00267603-0.00480746j -0.00115479+0.00179611j 0.00271224+0.00225347j -0.00140463+0.00799868j 0.000629565-0.00069348j 0.000476951-0.000297672j -0.00183043-0.00249806j 0.00339943-0.00630406j 0.000955114+0.00135457j -0.00199871+0.00221486j -0.00070574-0.00340283j -0.0015399-0.00252116j -0.00392011+0.00581197j 0.00138493+7.6451e-05j -0.000920585+0.000579624j 0.00250224-0.00708788j 0.00305918+0.000321246j -0.00320492+0.0115185j -0.00397139-9.68437e-05j 0.025529-0.00272165j 0.00583622+0.00538101j 0.015694-0.0156305j 0.00326436+0.0167786j -0.0111163+0.00960257j -0.0191654+0.0094422j 0.0130095+0.0152104j 0.0241462+0.00771308j -0.016034+0.0113033j 0.0017733+0.00783352j -0.0019574-0.0103418j 0.0214783+0.0232708j 0.015275+0.00127605j 0.0188627+0.0158657j -0.0469094-0.00705485j -0.00727858-0.00284671j -0.0148526+0.0115476j 0.00318867-0.00491933j 0.00733645+0.0155049j 0.00744227+0.00405966j -0.00392767+0.0379149j -0.012932-0.00964952j -0.00979696-0.00437392j -0.00264318-0.00140721j 0.00570714+0.00564737j 0.0140443-0.0235039j 0.000630076-0.00567832j -0.00226628-0.000321428j -0.000758783+0.00406195j -0.00246795-0.00293194j -0.00309634+0.00305054j 0.00147964-0.00382739j 0.000176317+0.000189951j 0.00024475-0.00432363j 0.000311381-0.000525319j -0.00108878+0.00211496j -0.000507284-0.00066882j -0.00152442+0.00242029j -0.0011665-0.000174836j 0.00101929-0.000167489j 
0.000442861+0.00063617j 0.000490947+0.000236961j 0.00229969+0.00194641j 0.000328535+0.00176237j 3.4486e-05+0.000663355j 0.000949858+0.0011621j -0.00210416-0.000539442j -0.0007916-0.000237801j -7.71405e-05+0.000539269j 0.000818896+0.000331264j -0.00120039-0.000708035j 0.00241245+0.00487648j -0.000510647+0.000697249j 0.000552803+0.000928931j 0.000317197+0.00209713j -0.00201916-0.00670166j 0.000391264-0.00106524j 0.000611314+0.00066447j 0.0027829+0.000437286j 0.00164515+0.00403561j -0.00389609-0.00395725j 0.000500404+0.00280063j -0.00114274-0.00481723j -0.00211624-0.0057006j -0.0014208+0.00343278j -0.00280243-0.0013766j 0.000985903-0.00586034j 0.00571496+0.00976224j -0.00209401-0.00294035j 0.00163748-0.00743431j -0.000134937-0.00289202j -0.00227178-0.00145711j 0.0102477-0.0018601j -0.00769838-0.00509723j -0.00550108+0.00441047j 0.00616029+0.0313913j -0.0062407-0.0161302j -0.000358521-0.018896j -0.00256377-0.00188392j -0.00571595-0.0243555j -0.000897568-0.0322368j -0.00293769-0.00625422j 0.00993222+0.0176053j 0.00860447+0.00140079j -0.00418496+0.0278089j -0.00278423-0.03522j -0.0068388+0.0112254j -0.00689586-0.0113675j 0.0115584+0.0326491j -0.00647486-0.0283109j -0.0140236-0.0381197j 0.00694323-0.006811j -0.00557305-0.00649416j -0.00401105-0.0244409j 0.0065614+0.00444822j -0.000306263+0.00111589j -0.00116514+0.00652675j -0.00475475-0.00188717j -0.000579054-0.000403129j -0.0020861+0.000978305j 0.000418383-0.00260606j 0.00168381+0.00766002j 0.00133724+0.00147974j 0.000312496-0.000476118j -0.00033672+0.000406113j -0.000350637-0.00417901j 0.000130593-0.00227109j -0.00014734-0.00262511j 2.46781e-05-0.00112708j 3.29128e-06-0.00052954j 
