-0.011956+0.00615947j -0.00567227-0.00447028j -0.00577559+0.00505122j 0.00851668+0.000248514j -0.00449414+0.00138262j -0.0015024-0.003129j -0.00716902+0.00644475j 0.00543747+0.00250094j 0.0067009+0.00151213j 0.000381513-0.00340014j 0.00272395+0.00239747j -0.00185515+0.00695374j 0.00396698+0.00313248j -0.00115351-0.00530699j 0.00285521-0.00136734j -0.00410373+0.00390291j 0.0011432+0.00266135j -0.00324243+0.00324407j 0.00246616+0.00350178j 0.00226145+0.00139968j -0.00614648+8.11271e-05j 0.00236671+0.00539559j 0.000470696+0.00447684j -0.00311121-0.000310978j 0.00317946+0.0019356j -0.00275427-3.94395e-05j -0.0019101-0.0012678j -0.00128579+0.000751405j 0.00133449-0.00185386j 0.000695824-0.00189745j 0.00175652-0.0014669j -0.00407308-0.00252485j -0.00248453-0.000716243j -0.00231439+0.00224247j -0.000885153-0.000735253j 0.000611476+0.000895038j -0.00339485+0.000430866j -0.00171987+0.0024196j 0.00271552-0.00318062j 0.00634546-0.000345558j 0.00139304+0.00237891j 0.0032038+0.000572858j 0.00424846-0.00359429j -0.00371807+0.0040402j -0.00179067+0.00205549j -0.00454434+0.00449433j -0.0062274+0.00429224j -0.000956142+0.00704553j -0.00399237+0.00815368j -0.00563872+0.00455083j -0.00215078-0.0015855j -0.00664924+0.00756228j 0.00451389+0.00128354j 0.00169863-0.00976382j -0.00618763-0.00386685j -0.0113251+0.00588823j 0.00386077-0.00764042j -0.00697797+0.00253544j 0.00909794-0.0143661j 0.00325975+0.010653j -0.0195831-0.0113714j -0.00625856+0.0139843j -0.00462576-0.0039291j 0.00130881-0.00919366j -0.00577168+0.0143145j -0.0239908-0.0152308j -0.0125178+0.0133419j -0.0270674+0.000374435j 0.0475567-0.0126819j -0.0202999-0.049197j 
0.000685-0.00220375j 0.000291511+0.000608038j -0.000424097-0.00052881j -0.000528712-0.00190512j -0.00012858+0.00111763j -0.000844999+0.00903077j 0.00172503-0.00273986j 0.000201557-0.00511756j -0.00407002-0.00478306j -0.00134431+0.00867495j -0.00459877-0.0173087j 0.000179046+0.0108138j 0.000164188-0.027785j -0.0019301-0.00662112j -0.0109571-0.0122023j 0.00569505+0.0251331j 0.00556726-0.00328848j 0.00250755+0.0189561j 0.00666908+0.0115547j 0.0120105+0.0257271j 0.0193886-0.0184212j 0.0260636+0.00103377j 0.0154239-0.0120913j -0.020273+0.022524j -0.0125955-0.0116938j -0.0138066-0.0195471j -0.00265473-0.0165703j -0.00468753+0.0252583j -0.00481897+0.010841j 0.0200312-0.00351277j 0.0115415+0.0193646j 0.00518039+0.0106816j 0.0147645+0.0101488j 0.00296135-0.00686252j 0.00906785-0.00112737j -0.0119233+0.00256798j 0.00325983+0.0104805j 0.00740876+0.000985914j -0.0158837+0.00162104j 0.00446704-0.000950795j -0.00643659-0.00627782j 0.00893232+0.000714096j 0.00808917-0.00591788j 0.000998599-3.87869e-05j 0.00810633-0.000965714j -0.00309438-0.00485109j 6.01349e-05-0.00233808j 0.00237789+0.00597141j -0.00464379+0.00501371j 0.00444632+0.00330761j 0.00389732+0.00220742j 0.000627585-0.0022952j -0.00153917-0.00037563j 0.00259876-0.00202606j -0.00439356+0.00127096j 0.00116341+0.0041679j -0.00270543+0.00181532j 0.00144002+0.000935253j 0.000439746-2.91516e-05j 0.00128087-0.00176309j 0.00292804-0.00142364j -0.000293309-0.00548774j 0.000964885-0.00109579j -0.001712+0.00325005j -0.00112331-0.00122098j 0.00217419+0.000169248j -0.000442995+0.000575984j 0.00114635-0.00107716j -0.00034567-0.000632079j -0.00164529+0.00206347j 
0.0007549+0.00222551j 0.00215398+0.000591212j -0.00138471-0.00291756j -0.0012492-0.00211649j -0.00190666+0.0042862j 0.00076738+0.0027738j 0.00110969+0.00376675j -0.00212681-0.00322942j -0.00274722+0.0127614j -0.00330232-0.00467309j 0.00211181+0.0181498j -0.000530773+0.0262372j 0.00159294+0.0153511j -0.000902889+0.000672084j -0.0116491+0.0220556j 0.0270366+0.000528954j 0.00128264+0.0101119j 0.0032876-0.0137185j -0.00586424-0.0366938j 0.00831809-0.00824402j 0.00114636+0.0171277j -0.00170273-0.0117285j 0.0320692+0.00163075j -0.00204253-0.000906283j -0.0144442-0.0057508j -0.0357766+0.0085498j -0.00861525-0.004239j 0.0042159-0.0120918j -0.004663+0.013505j 0.0109242-0.000590601j 0.00659756-0.0236487j 0.0173445-0.00155148j 0.0062697-0.00364164j -0.0131038+0.0177498j -0.00162725-0.0122077j -0.00942547-0.00937129j 0.00542234+0.00628354j 0.010151+0.00862111j -0.00349473+0.000980469j 0.00403473-0.00690399j -0.00564118+0.00303938j -0.00180395+0.00359952j 0.00108568+0.0011384j 0.00318924-0.00358986j 0.00631441+0.00576317j -0.00493096-0.00405676j -0.00201626-0.00185473j 0.00269434+0.000670695j -0.00355432-0.00211368j 0.00399999+0.00980128j 0.00340214-0.00551971j -0.00566626-0.00824706j -0.00166614-0.0013954j 0.00123217-0.00215791j -0.00105225+0.00214507j 0.00173172+0.00136293j 0.00134403+0.00016353j -0.000229229-0.00324367j 0.00240731-0.00114766j 0.000905659+0.000111227j 0.000385364-0.00883498j -0.00244326+0.00055911j 0.000984298-4.56619e-05j 0.000413932+0.00203729j -0.00207866+0.000616803j 0.00167881+0.0011106j -0.000844722+0.00103218j -0.000839571+0.00144039j -0.000117855-0.00287649j 0.000687022+0.000654464j 
-0.000945059+0.00102517j 1.4907e-05+0.00251542j 4.93828e-05+0.00177551j -0.00109784+0.00428758j -0.00083184+0.00410574j 0.000653949-5.83256e-05j -0.00146607-0.000695317j -0.00425928+0.00518145j -0.00473472-0.0011409j 0.00202062+0.0145887j 0.00650223-0.00886688j -0.00547713+0.0061746j -0.00674214+0.00490946j 0.000626747+0.00530482j 0.00267402+0.00817547j 0.0103982+0.0304767j -0.00353642+0.0357612j 0.0174577+0.00576011j 0.00606535-0.0188168j -0.0149188-0.038328j -0.0151626-0.0236396j -0.0176343-0.020898j 0.00692854-0.00377494j 0.00073509+0.00722677j 0.0385839+0.00188735j 0.00855064+0.0126147j 0.0143902+0.00125546j -0.00576211+0.0167268j -0.00704838-0.00117133j -0.0281037-0.00634577j -0.00751496-0.0123003j 0.000590009-0.00433961j -0.0054903+0.00883665j -0.00071829-0.00171357j 0.0118507-0.00195811j 0.0118752+0.000625179j -0.0061042-0.00469381j -0.00780142-0.00266853j -0.00639032-0.00405086j 0.000269307-0.00306605j -0.00566432-0.00037019j -0.00229056-0.00138548j -0.00555544-0.00543684j -0.00436606-0.000754348j -0.0021653+0.000945604j -0.0048467+0.000722422j 0.000330648-0.00174535j 0.00200123+0.00532871j -0.00301291+0.00196925j -0.00310155-0.00122439j 0.0075338+0.00363535j -0.00226022+0.00259142j 0.00507388+0.000792438j 0.00068016-0.00367683j -0.00614011-0.000889517j 0.000616427+0.00188099j -0.000857729-0.000613739j 0.00356469+0.0012688j 0.00146654+0.00148295j 0.00206488-0.00063228j -0.00106774+0.00110476j -0.0013976-0.00218717j -0.00111666-0.000176799j 0.00245885+0.0018695j 2.7811e-05+0.0019293j -0.00103481+0.000207242j 0.00229588-0.00069575j -0.00114984-0.00234716j 0.000788445-0.000846811j 0.000583961+0.00119966j 
0.0018454-0.000330598j 0.000749978-0.00189482j 0.000221512-0.000915866j 0.000786235+0.00058053j -0.00155997+0.000941468j -0.00671507+0.00235518j 0.00506536-0.00310722j 0.00419917-0.000798606j -0.00450188+0.000450484j 0.00212058-0.00942499j 0.00437559-0.00659508j -0.00156251+0.00542181j 0.00101892+0.0150433j -0.00356864+0.00687895j 0.0170457-0.00789259j 0.03859+0.0100999j -0.0190092+0.0104342j -0.00860633+0.00864806j 0.00900812-0.00170564j 0.0167692-0.0158632j -0.0173416-0.000884211j -0.0268326-0.00294477j -0.0318759+0.00522252j 0.0185718+0.0122251j -0.0116464-0.00100837j -0.0124463+0.00101726j -0.00837599-0.00334206j -0.0131204-0.0120462j 0.00790729+0.00689265j -0.00704384-0.000564997j 0.0384204+0.0140707j -0.00726923-0.0147138j 0.00932736+0.0184795j 0.0199119+0.0121832j 0.0145504+0.0031843j 0.02084+0.00498761j 0.00671625+0.00765917j -0.000130235+0.00404656j -0.00602065+0.00663512j 0.00306326-0.000133629j -0.00501052-4.03579e-05j 0.0190991+0.00965874j -0.00312124-0.000707971j -0.00804423-0.00461408j 0.00142517+0.00493772j -0.000954386-0.00120674j -0.00301595-0.00190219j 0.00512424+0.00105522j -0.00187037-0.00441786j -3.29973e-06+0.00404532j 0.00308118-0.000617887j 0.000773744-0.00312747j -0.00355527-0.00704853j 0.000500549+0.000603467j -0.00658485-0.00263139j -0.00801591-0.00470224j -0.00460796-0.00151851j -0.00152363-0.00434871j 0.00628137+0.00296651j 0.00510744+0.00466146j 0.00241187+0.00133838j -0.00360816-0.000156704j 0.000813157+0.00111489j -0.000988151-0.00100404j -0.00248252-0.00138968j 0.00381079+0.00355128j -0.000145354+0.00010991j 0.000911425+0.000592125j -0.000928382-0.000225802j -0.000951848-0.00217505j 
0.000645934+0.00134391j 0.000662267-0.00153972j 0.00332505-0.00438855j 0.000429284+0.000412857j -0.00293441-0.00277287j -0.00111767+0.0101412j -0.000877355-0.00309389j -0.00100532-0.0029324j -0.00116192+0.0157429j -0.000166775+0.0036127j -0.00110238+0.00345057j 0.00450805+0.0136905j -0.00318152-0.0250746j -0.00857297-0.0350318j -0.00468936+0.0177585j -0.0040752+0.0151889j -0.00348537-0.0391774j -0.000817226+0.0196969j 1.63278e-05-0.00867262j -0.0255709+0.0135685j -0.0253132+0.00713277j -0.00577229-0.0101359j -0.009038-0.00548412j 0.00505908+0.00320408j 0.00930979-0.00353676j 0.0215784-0.021955j -0.00288515-0.0137618j -0.0098359+0.00186824j -0.00784167-0.00621352j -0.0127211-0.00280251j -0.00818775+0.00669073j -0.000323505-0.0036391j -0.00618491-0.00959545j -0.0168193+0.000933513j -0.00263685-0.00150334j 0.0186604+0.0107639j -0.0081866-0.00765031j 0.00137405+0.00957307j 0.00687894+0.00561087j 0.00155206+0.00448089j 6.18114e-06+0.00102109j -0.00245588-0.000749382j -0.000840883-0.00768368j 0.00103194-0.00184095j -0.00396869-0.00379431j 0.000358198+0.000268502j -0.00626295+0.00115208j 0.00134253-0.000732608j -8.44076e-05+0.000173654j -0.00615386-0.000897255j -0.00287822-0.00354587j 0.00069996+0.0020088j -0.00362717+0.00100273j -0.00220331-0.0044229j -0.00326488+0.000815105j -0.00160885+0.000343559j -8.67915e-06+0.00225896j -0.00211397-0.00401433j 0.00332167+0.00477953j -0.000573877+0.00187929j 0.00227633-0.00451375j 0.00191887-0.00208797j 0.00186766+0.0024243j -0.00215053+0.00428761j -0.00255011-0.00335451j 0.000257958-0.000252772j -0.000481995-0.00146632j -0.00190768-0.00110206j -0.000411994-0.000381619j -0.000207497-0.00108919j 
0.000171386-0.00230805j 0.000738121-0.00169733j 0.00100836-0.00262751j -0.00275286-0.00452651j -0.00259485-0.000419816j 0.000529373+0.00196633j 0.00192082+0.00183393j -0.00199037-0.00650074j -0.00918082-0.0029964j -0.00407935-0.0268568j -0.00840964-0.0176165j 0.00298302+0.0042037j 0.00411283-0.00222836j -0.0117617+0.0236721j -0.0080931-0.0256945j -8.13097e-05+0.00989722j -0.0349771-0.0089878j 0.00466148-0.0120842j -0.00213528+0.0184431j -0.0298266+0.00768721j 0.00320415-0.0131031j -0.0100936+0.00136745j 0.0328922+0.00710238j -0.00533611+0.00890351j 0.017139-0.00751612j 0.000578101+0.000337253j -0.000794537-0.00271817j -0.010181-0.0240428j -0.00745067-0.00348633j -0.00746477+0.0021666j -0.0245876+0.00814804j 0.00720188+0.00181984j -0.0134961-0.00400615j -0.0139741-0.00809862j -0.00401105-0.00375977j 0.00964145+0.00227223j -0.00600812+0.00500433j 0.0131474+0.00211354j -0.00116736+0.00252233j 0.00366151-0.0107351j -0.00507004-0.00548397j -0.00504686+1.00712e-05j -0.00202264-0.00380462j 0.00123219+0.000552424j 0.00324029-0.00115991j -0.00254841-0.0048077j -0.00421544-0.00449104j 0.000843034+0.00415538j -0.00598305+0.000782303j -0.000143315-9.30551e-05j 0.00103233+0.00180953j -0.00195327-0.0117204j -0.00233406-0.00443855j -0.000663545+0.00333995j -0.00264363-0.00304011j -0.000715751+0.00217263j 0.00145895-0.00140094j -0.00148147-0.00136008j 0.00536684-0.00225325j 0.00130866+0.00121468j -0.000341256-0.00287522j 0.000660225-7.29873e-07j 0.00168967-0.00199051j -0.00071841+0.0020242j -0.00269659-0.00051868j 0.00059608-0.000123294j -0.00160903+0.00452588j -0.00143295-0.0017841j -0.000930803+8.13443e-05j -0.000501486+0.00152887j 
-0.000154082+0.000731743j 0.00173262+0.00136774j 0.00348226+0.00118121j 0.00156986+0.00399068j 0.000584132-0.000680064j -0.0050462-0.00166472j -0.00381283+0.00142493j 0.00204728+0.00505112j 0.00142704-0.00900311j 0.0146468+0.0211551j 0.000446116-0.00959825j 0.00722762-0.00450493j 0.00614529+0.0192645j 0.0112602+0.0154462j -0.0325822+0.010934j -0.00610619+0.00854219j -0.0138718+0.0223065j -0.027737-0.00938003j 0.0161068-0.00979992j -0.000243069-0.0183937j -0.0122638-0.00661918j -0.00470938+0.00354856j -0.00448043+0.0146782j -0.00631654+0.00647019j -0.0222333+0.00636525j 0.0071372+0.00729057j -0.0247927-0.00869396j -0.00855096-0.00410239j -0.0129325+0.00564402j 0.0179827+0.00456253j -0.010951+0.00601871j 0.00287688-0.00153089j -0.0196749+0.00535541j -0.0215465-0.0122304j -0.015144-0.00424263j 0.00316338+0.00581738j 0.00163778+0.00604739j 0.0069474+0.00368829j 0.0101499+0.0112151j -0.0012268-0.00106239j -0.00209527+0.0012056j -0.00598113-0.000388314j 0.00179509-0.00173619j 0.00358442-0.000185611j -0.0043227-8.3798e-05j -0.000257384-0.00318046j -0.00613196-0.00733j 0.00106756-0.00274095j 0.00460555-0.00533459j -0.000512851+0.000166887j -0.00715896-0.00459654j -0.00155515+0.00156952j -0.00661765-0.00805861j -0.000908083-9.34928e-05j 0.00319878+0.00194141j 0.00182752+0.00145371j 0.000664626+0.00190632j -0.0057613-0.00204252j -0.000980202+0.00426354j -0.00370905-0.00386708j -0.0012486+0.00453497j 0.00287573+0.00173814j 0.00213613+0.0024369j -0.00127672-0.00639656j -0.00190658-0.00297162j -0.000432365+0.000711016j -0.000344336-0.00451696j -0.000367338-0.00124265j -0.000291556-0.00131398j 0.000169983-0.000272616j 
0.00140665-0.000872597j -0.00134083+0.000416678j -0.000615325+0.000585991j -0.00120776+0.000611524j -0.00157278+0.00530578j -7.45455e-05-0.00260712j -0.00181136+0.00312j -0.00242395+0.00101992j -0.00343024+0.00224375j -0.0018224-0.00945481j 0.00613297+0.000112154j -0.012985-9.95902e-05j -0.00238009+0.0142894j -0.0165621+0.0166959j -0.00434008-0.0133153j 0.0131145+0.00846051j 0.0281829+0.000592151j -0.00339472-0.00620006j -0.0128977+0.00117332j -0.0515571-0.00613111j -0.0123647-4.47211e-05j 0.0335677-0.00035643j -0.0448475+0.00372097j 0.00200743-0.00336487j 0.00713413-0.00271208j 0.0357574+0.0115009j -0.0144381+0.00206485j 0.0146724-0.00174277j -0.038067-0.0135831j 0.00191018+0.00290947j -0.000752123-0.0111381j 0.0019687+0.00200271j -0.00973129-0.00130199j -0.00051077+0.000569797j 0.0108147-0.00148328j -0.00747774-0.00393801j -0.0181652-0.00604561j -0.00433287+0.000828799j -0.0115589-0.00610351j -0.000112454-0.00408828j 0.00111712-0.000581912j -0.00202619+0.000290161j 0.00391054+0.00521275j 0.000896335+0.00184862j 0.00266885+0.00365322j 0.00155332+0.000112205j 0.00392726+0.00186591j 0.00129159+0.000768349j -0.00346505-0.00129773j 0.00240052+0.00252544j 0.00491815+0.000770141j 0.00287703-0.00172609j 0.00606827-0.000222133j 0.00121784+0.00113892j -0.00515312-0.00174638j 0.00294295+0.00134377j 0.00119267-0.000352114j 0.00329127+0.000461714j -0.00109418-0.00209519j 0.000847414+0.00139558j -0.000583306-0.000473275j -0.00208447+0.00106517j 0.000281088+0.000273704j 0.00327293+0.00157781j -0.001453+0.0004614j 0.000130282+0.000175441j 0.000986026+0.00120451j 0.000618091+0.000346186j 0.000396467+0.00019114j -0.000858285-0.000795407j 
0.000371759-0.000960376j -0.00177416-0.00312655j 0.00154623-0.00697613j 0.00348513+0.00651688j 0.00187233+0.00673719j 0.00095886+0.00482174j -0.00300643-0.00677758j -0.00796092-0.00517844j -0.00451629+0.0311113j 0.000654822-0.00871095j -0.00408101-0.0410999j -0.00824159-0.00231648j -0.029859+0.0463844j -0.00490976-0.00475913j 0.00346797+0.0053072j -0.0107659+0.0193808j -0.0136818-0.00144862j 0.0237165+0.00773656j -0.00183141+0.0113512j 0.0181177-0.0202597j 0.00574055+0.000370294j 0.00643797-0.011458j 0.00625576+0.00430695j -0.0152838+0.0151039j -0.0106874+0.00233456j -0.0118164-0.0090401j 0.00454517+0.00370258j 0.018834-0.00465998j 0.00317068-0.00905576j 0.00612179-0.00171906j 0.00774372-0.00469143j 0.00290073-0.00134943j 0.00343011-0.00114003j -0.0095642-0.00299766j 0.00726123+0.00063058j -0.00149976-0.0065115j -0.00339152+0.00147112j 0.00113243-0.00236639j 0.00309589-0.00250687j 0.00322129-0.00104918j 0.00284546-0.000242461j -0.00287646-0.00416279j -0.00311565+0.00307311j 0.00376253+0.00107383j -0.00208087-0.0039944j 0.00625113+0.00473612j 0.000248149+0.00722423j -0.000610202-0.00227697j 0.00557675+0.00345896j -0.00622884+0.00112692j -0.00030571-0.00159668j 0.00457309+0.00798285j 0.00146622-0.000102304j -0.0018642+0.0014869j 0.00204086+0.00760255j 0.00104076-0.00166921j 0.000110633+0.00415487j 0.0012812-0.00185679j 8.05985e-05-0.00552567j -0.00154104-0.00328421j 0.00317865+0.00552652j 0.000492814-0.000277469j 0.00190589+0.000438396j 0.000718516-0.00113807j -9.17567e-05+0.00288652j -0.000283548-0.00138972j 0.000106979-0.00521935j -0.000941311+0.00147258j -0.000343097+0.00334557j -7.85828e-05-0.00192454j 
0.001128+0.00427056j 0.000980555-0.00458052j -0.000928144+0.00398237j 0.000294922+0.00805969j 0.00135771-0.0138055j -0.00290877-0.00919088j -0.0121354-0.0287312j -0.00707509+0.0159943j 0.00119144+0.000695419j -0.0109986-0.0308681j 0.0100234-0.0378197j -0.00198986+0.0376935j -0.0272573-0.0366587j 0.0164117+0.00302549j 0.000916195-0.022197j -0.0124504+0.0168307j 0.0134123-0.00980132j -0.00285228-0.0165215j -0.0024821-0.00725098j 0.000953998+0.0130508j 0.000841864-0.0225929j 0.00461347-0.00547984j -0.00694303+0.00578739j -0.00174636+0.00880992j -0.00112322-0.00904793j 0.00829918-0.00166471j -0.00785025+0.00244271j -0.000974475+0.000350217j 0.00717005-0.00875379j 0.00369884-0.000886733j -0.000120173-0.00465995j -0.000484681-0.00125644j -0.00288279+0.0015881j 0.00200961-0.0059667j -0.00727598-0.000944308j 5.74407e-05-0.000800591j 0.00442573+0.00391652j 0.000633822-0.000705003j 0.0050891+0.00193371j -0.00350418+0.00314273j 0.00102058-0.000569827j 0.00274365-0.00226282j 0.00177573-0.00342415j -0.000249079+0.00137228j 0.00141085-0.00703406j -0.00441769+0.00506493j -0.00205367+0.00282355j 0.00103115+0.00110625j -0.000512161+0.00864977j 0.00140303+0.000716462j -0.000729838-0.00850372j -0.00446883+0.00241951j -0.00223271-0.00436638j -0.00135581-0.000545506j 8.67627e-05+0.00262827j 0.00039538-0.0027866j -0.00190544+0.00214727j -0.000375861-0.00326346j 9.93894e-05-0.00394615j 0.000938639+0.000484225j -0.00373209+0.0038009j 0.00140259+0.000822931j -0.000327225-0.000767373j 0.000346947-0.00271789j 0.000793332-0.00265341j 0.000386213+0.000237676j 0.00177316-0.00130715j 0.000501244+0.0013966j -0.0015775-0.000241048j 0.00202533-0.00326502j 
-0.00210116+0.00281803j 0.0022699+0.00415671j -0.00243428+0.000502641j -0.00148192+0.00141499j 0.00116066+0.0142384j -0.00265264-0.0133123j -0.000537139+0.0183698j -0.00300934+0.0163737j 0.00112121+0.0222074j 0.014496-0.00843465j 0.00413396-0.00454196j 0.00975555-0.0288909j -0.0254279-0.0331165j -0.00870363+0.0305108j -0.0136356+0.011405j 0.0176572+0.0234554j -0.00800196-0.00928723j -0.00252387+0.0127729j 0.0090441+0.0168659j 0.0155894+0.0123251j -0.0186894-4.63299e-05j -0.00321726-0.00795983j -0.00942128-0.0107804j 0.0225093-0.000610175j -0.00365806-0.00513973j -0.0122662-0.00178983j -0.0227203-0.00578996j 0.0114761+0.00406073j 0.0113648+0.00234115j -0.00488664+0.00179111j 0.0130186+0.00200315j 0.00264591+0.00310324j -0.00222925+0.00199236j -0.00185416-0.00176782j -0.0106137-0.00116015j 0.00754101-0.00513273j 0.00827511+0.00648506j 0.000693358-0.00268009j 0.00683874+0.00146006j 0.00136538-0.00522393j -0.00503786-0.000149644j -0.00366596+0.00174336j -0.00591694-0.00495106j -0.00391722-0.00402611j -0.00571282-9.68229e-05j -0.0076379-0.000371188j -0.00102767-0.000944485j 0.00203368+0.00307593j 0.00230096+0.00145972j 0.00356686+0.00268461j -0.001024+0.00305762j -0.00283155-0.000379357j 0.00186151-0.00299787j -0.00420891-0.00104008j 0.00385387+0.00411828j 0.00424779+0.000663397j 0.00259864-0.0026726j -0.000303555+0.00251282j 0.000808027+0.00122748j -0.00202615+0.000972556j -0.00572045-0.00110938j -0.00246566-0.00158866j -0.000848481-0.00194891j 0.00266177+0.000217403j -0.000472922+0.0034107j -0.00159621+0.0001793j 0.000427512-0.000990177j -0.00125707+0.00014078j 0.000416978-0.0024286j 0.00215663+0.00317785j 
-2.40235e-05-0.00287216j 0.00204221-0.00294399j -0.00336905-0.00263099j -0.00277456-0.00141808j 0.00374231+0.000619354j 0.00828139+0.0148603j 0.00558246-0.00806105j -0.0097123-0.0204493j 9.85803e-05+0.00925478j -0.0034128+0.0105893j -0.0138082-0.0247992j 0.0448212+0.000927147j 0.00506306+0.0220451j 0.0138128-0.00345968j 0.00100174+0.0038429j 0.0219732-0.0124148j 0.0302997+0.00712822j -0.0172331-0.00150297j -0.0256182+0.00567831j -0.0178555-0.0116476j -0.0120096+0.00285192j 0.00418484-0.0129589j 0.00105476-0.00137261j 0.0165553+0.00618799j 0.00324666-0.00122611j 0.0237744-0.00212344j -0.0156387-0.00898731j -0.00414568-0.00291396j 0.0096748+0.0110599j -0.00192833-0.000983594j -0.0206623+0.00543793j -0.00828539+0.00330364j 0.00259611-0.0021861j 0.0080105+0.000742787j -0.0196283-0.00810788j -0.00190212-0.000849972j 0.0100095+0.00862929j 0.0037413-0.00569854j 0.0062426+0.00301945j -0.00485516-0.00390212j 0.000845028-0.00219146j 0.00135434-0.00286889j -0.000614828-0.00465926j -0.00370596-0.00271344j 0.000717723-0.00406512j -0.00639668-0.00244155j -0.000972165-0.00240897j 0.00221111+0.000995864j -0.000753592+0.00495061j 0.0096386+0.00329568j -0.00656099-0.00186099j -0.00365946-0.00117534j -0.00607922+0.00253072j -0.00487973+0.000472006j 0.00465359+0.00484056j 0.000704909+0.00256146j 0.000296957+0.000912903j -0.00364873-0.00204678j -0.000849144-0.00458035j -0.000619586-0.00614631j -0.00445088-0.00465284j 0.00164875-0.00290977j 1.38507e-05-0.00184326j -0.000967167+0.0021203j 0.000968563-0.000285045j 0.000397067-0.00223638j -0.000836831+0.000280808j 0.000565905+0.00101666j -0.00226094+0.000610483j 0.000390565+0.0028842j 
-0.00272721-0.000436204j -0.000119127-0.00354841j 0.000702964-0.000200688j -0.000795404-0.00459892j -0.00568083-0.021858j 0.00954184+0.00379116j -0.0032586-0.00923289j -0.00255501-0.01717j -0.00987635-0.0261213j 0.00592498-0.00438921j -0.0500207+0.00550249j -0.00228232-0.0091172j -0.0231546+0.0113421j 0.00696563-0.00933583j -0.013923-0.00668271j 0.018926-0.0119806j 0.00176664+0.00442744j 0.0180576-0.0175574j 0.0284777-0.00337993j 0.00503834-0.00161384j -0.0244461-0.0074515j 0.00367411-0.000771443j -0.00152501+0.00839561j 0.0192794+0.00256737j 0.00357193-0.00501992j -0.00989223-0.0084636j -0.0124431+0.00335709j 0.0208051+3.98024e-05j 0.00461152-0.00518245j -0.00353761+0.000584276j 0.0165849+0.0143861j 0.00659189+0.00653013j 0.00879313-0.00133759j -0.020701-0.00709362j -0.00213278+0.00714704j 0.00619907+0.00100034j 0.00690308-0.00335646j -0.0035592-0.00631613j 0.00543744-0.00293431j 0.00144795+0.00122452j -0.00628953-0.00327794j -0.00505445-0.00313295j -0.0091768-0.00138463j -0.000928556+0.00291353j -0.00657316-0.00222288j -0.00377949+0.0015435j -0.0051644-0.00289562j 0.00363508+0.00174698j 0.00349473+0.00364044j -0.00236364-0.00728531j 0.00151649+0.00432913j 0.0020227-0.00342211j -0.00361501+0.00287581j -0.0018283+0.00323308j 0.00298364-0.00570245j 0.00373524+0.0026763j 0.00236186+0.000577577j 0.00119357+0.00189599j 0.00114481-4.46211e-05j -0.00233467-0.00214246j 0.00351408+0.00365199j -0.001378-0.00336321j -0.000880601-0.000116747j -0.00178495+0.00120768j 0.000299908-0.00336826j -0.000894095+0.000823246j -0.00212645+0.0033903j -0.00228792-0.00243585j -0.00044625+0.00224169j 0.00171537+0.00136743j 
0.00155763+0.00170037j 0.0010752-5.47288e-05j -0.000179984-0.00731448j -1.6718e-05-0.0113387j -0.0158849-0.0249044j 0.00232301-0.033842j 0.00754132+0.0133944j 0.00717487-0.0247887j 0.0264758+0.0113773j 0.000970108+0.00840302j -0.0104848-0.0372358j -0.00729683+0.00661613j 0.00673143+0.0140567j -0.0211118+0.00864859j 0.0112106+0.0227409j 0.0023517+0.0118354j 0.00369608-0.00805742j 0.0115703-0.0252751j -0.00550613-0.00263988j -0.0144996+0.00479801j 0.00647141+0.00307372j -0.0122639+0.00984288j -0.00267975+0.00321468j -2.75368e-06-0.0071127j 0.00113852+0.0103646j -0.0012903+0.00467333j -0.00039568+0.00177896j 0.00124877+0.00267969j 0.000419362-0.000548664j -0.00171883+0.00252022j -0.00770352+0.00171034j -0.00378745+0.00293909j 0.00264743-0.0035529j 0.00421501+0.00192745j 0.00151489-0.00139467j -0.00104606+0.00124507j -0.000293501-0.00266353j 0.00226673-0.0026274j -0.00122789-0.00416254j -0.000870509+0.00541883j 0.00173819-0.00197516j 0.00215962+0.00686362j 2.71831e-05+0.000103241j -0.00180692-0.00355764j 0.00116774+0.00175183j 0.00299953-0.00391427j 0.00223917-0.00474949j -0.000101709+0.000951619j -0.000377347-0.00154027j 0.00264629-0.00263116j -0.00045455+0.000616169j 0.00589266-0.00245559j -0.000622906-0.00331067j -0.000955045+0.00239685j 0.00266083-0.00654827j -0.00210112-0.00108255j -0.000403268-0.00288634j -0.000518822-0.000718449j 0.000549544+0.00456651j 3.63835e-05+0.00231152j 0.00183942-0.00036793j -0.000181715-0.00308089j 0.00114709-0.000324669j -0.000676508-0.00145935j 0.00183502-0.00234583j -2.53342e-05+0.00435881j -0.00375649+0.00161039j 3.85391e-05+0.00345212j -3.03027e-05-0.00171615j -0.00066584-0.000912687j 
