-0.0122841+0.00543388j 0.00736222+0.000745472j -0.00390828-0.00162967j -0.0122391+0.00373974j 0.00358782-0.000514483j -0.00169645-0.00224295j 0.0110981-0.00533339j -0.004309-0.00294705j -0.0062612-0.000928457j -0.00265325+0.00149927j 0.000635683+0.00270312j -0.00348714+0.00817656j 0.00447424+0.00231915j 0.000443428+0.00236329j 0.00309561-0.00197887j -0.000127275-0.00124105j 0.00422084-0.00498007j -0.00409369+0.00619049j 0.00664605-0.000104193j 0.00488134+0.00152593j -0.00442529-0.000603132j 0.00414372+0.000481149j 0.0049387+0.00302252j 0.000715696-0.00147443j 0.000337421-0.000305497j 0.00289933+0.000126421j 0.00254062+0.00171683j 0.000403048-0.00145704j -0.0056821-0.000149054j -0.00298554+0.00522666j -0.00359721+0.00347583j -0.00285305+0.00180717j -0.0176473+0.0102522j 0.0134341-0.00900181j -0.00100076-0.00461018j -0.00563279-0.00619868j -0.00117542-0.00155534j -0.0110028+0.00490392j 0.00696284-0.00567186j 0.00604215-0.000922888j -0.0122559+0.0147817j -0.0246245-0.00293692j 0.0262688+0.0058391j -0.00228383+0.012375j -0.0119699-0.00821335j -0.00880738-0.0070206j 0.00138563+0.0115285j -0.0178186-0.00623183j 0.0186139-0.0035651j 0.00583418+0.0106645j 0.0265874-0.00529257j 0.0203612+0.032733j 
0.000220336+0.000710678j 0.00132672+0.00569377j 0.00164379+0.000931424j -0.00123931-0.0020337j 0.00346693+0.00412677j 8.89941e-06-0.0131532j 0.00501113+0.00790148j 0.00835765+0.0126293j 0.00931969+0.0221178j -0.000211913+0.000932304j -0.00141887-0.00291337j 0.00162722+0.0156637j 0.000911219+0.0264102j 0.00989961-0.00540427j -0.00417174+0.0263859j 0.0033515+0.0289407j 0.00888387+0.00949242j -0.00184398+0.0149829j -0.000341106+0.00723694j -0.00192053-0.0231558j -0.0014426+0.0350594j 0.00370551-0.00461839j 0.004064+0.0231305j 0.00180004+0.0271627j -0.00251345-0.0170915j -0.0138373-0.0324439j 0.00726488+0.0042728j -0.00382391+0.00371651j 0.00201049-0.00570573j -0.00203417+0.000405795j -0.000636017-0.00156316j -0.00421178+0.00364755j 0.00138081+0.00193756j 0.000715817+0.00154387j -0.00242986-0.00782088j 0.000745231-0.00294926j 0.00669715-0.0231282j 0.000802727+0.00337754j -0.00123915+0.00683111j -0.00298089+0.00743704j -0.00223123+0.00627991j -0.00222597+0.00594026j 0.00298106-0.00461964j 0.0030877-0.00791681j 0.00120383+0.00138403j 0.0024034-0.000321426j 0.00273499-0.00671718j -0.00125652+0.00102059j 0.0026627-0.00391907j 0.00155619-0.00254801j 0.000128921+0.00132381j -0.00298988+0.00216522j 
-0.00174147-0.00737218j -0.000886867-0.00245246j 0.00268375+0.00400708j 0.000585642-0.0124239j -0.00745967-0.0162624j -0.00293941-0.00565712j -0.0127543-0.0121671j 0.00239676+0.00611716j 0.00791675+0.0132056j -0.0133229-0.0268524j 0.00687969+0.00348704j -0.00502277-0.0160404j -0.00555664+0.0305834j -0.00166908+0.00620806j 0.00381292-0.0187189j -0.00790007-0.0438222j 0.0056994+0.00388167j -0.000934428+0.0161139j -0.000180935+0.00465651j 0.00423125+0.0161015j 0.00542888-0.011038j 0.00564753-0.0031696j -0.00453426+0.00558883j 0.000187672+0.0155894j -0.00371776+0.0189649j -0.00459062-0.00152048j -0.000793094+0.0154004j -0.00647598+0.0149598j 0.00181562+0.0110599j 0.00368911-0.0137721j 0.00246876-0.0129003j 0.00914115-0.0144568j -0.00514558+0.00902958j 0.00719764-0.0121906j 0.000468675+0.00299211j -0.000887143+0.00774305j -0.00304184+0.00778999j 5.99742e-05+0.00255705j -0.000450157-0.00265423j 0.000898608+0.00127018j 0.00324466-0.00442564j -0.00676041+0.0154548j -0.000335585+0.00370022j 0.00166459-0.00159082j -0.000901099+0.00155847j 0.00123622-0.00210011j -0.00597603+0.0168083j 0.00164881-0.00293791j -0.00413274+0.000730859j 0.000380681-0.000849056j -0.00405254+0.00228639j 0.000227323-0.00224455j 
-0.00051294-0.00185151j -2.73915e-05-0.000601132j -0.0034482-0.00897925j 0.00143657+0.00999902j -0.00336511+0.00915314j 0.0119941+0.0224716j 0.000313413+0.00381954j -0.00585209-0.00180419j -0.00350159-0.00279938j -0.00609437-0.0181484j 0.00893677+0.0381334j -0.00543111-0.0238742j 0.00264497-0.0166552j -0.00605448-0.052397j 0.00235316+0.0198578j 0.00899336-0.00765256j -0.00464537-0.0246501j 0.0066419+0.0293059j 0.0019988+0.0167036j 0.000378857+0.000227682j -0.0023557-0.000553572j -0.00315521-0.00882599j -0.00954882+0.00444603j -0.00356027+0.0145502j -0.00949595+0.0188856j 0.0203671+0.0118779j 0.0143011-0.0211491j -0.004427+0.0118185j 0.00172978-0.0115577j 0.00236046-0.00608821j 0.000280511+0.000141804j 0.000723409-0.00397334j 0.00209515-0.00913602j -0.00265221+0.00078144j 0.00163262-0.00672666j 0.00156809-0.00315364j -0.000334536+0.0100285j -0.00307177+0.00674566j -0.00243639+0.0059812j 0.000314299-0.00527236j -0.000297945-0.00153818j 6.07733e-05-0.00364643j -0.00155051+0.00339639j -0.00251652+0.00623206j 0.001063-0.00249826j -0.00126944+0.00466348j 0.00363044-0.00505901j 0.00198848-0.00460617j 0.000977792+0.00205943j -0.00372279+0.00480901j -0.000136207+0.000138698j 0.00030567-0.00077405j 
-0.000130434-0.00361929j -0.00337509-0.0118137j -0.00661372+0.00284256j 0.00961155+0.0216487j -0.000419498+0.00391178j -0.00193719-0.00809767j 0.00446645+0.0246052j -0.00164106+0.00948782j -0.00236378-0.0401799j -0.00245955-0.0184772j 0.000118699+0.00547768j 0.00959945-0.014461j -0.00797807+0.0080245j 0.00112424+0.0158382j -0.00876415-0.0172299j 0.00637295-0.0144313j -0.0025035+0.00957387j 0.00649796+0.0142382j 0.00402664-0.0128555j -0.00184012-0.00768649j -0.00514659+0.0213175j -0.00172868-0.0246109j 0.0085567-0.0135016j -0.00351777+0.00514108j 0.00325997-0.000739247j 0.00959954+0.00197478j 0.00449472-0.00385158j 0.00424831-0.0031705j -0.000233598-0.00360791j -0.000193646+0.000977555j -0.00111618+0.000687501j -0.00302376+0.00744662j 0.00292166-0.00690855j 9.75471e-05-0.00521837j -0.00163201+0.0169521j -0.00286763+0.00396972j -0.00230416+0.00502596j -0.00198711+0.0104704j -0.00248566+0.00840676j -0.000264304-0.0107343j -0.0027357-3.31606e-05j 0.00336145-0.00491994j -0.00352529+0.00349843j -0.00100918+0.00689097j 0.0043313-0.0158549j -0.0014712-0.00396261j -0.0010058+0.00184422j -0.000878348+0.00341315j -0.000484865-0.00184523j -0.00210946+0.00658512j -0.00211633-0.00219806j 0.00490232-0.0037475j 
-0.00365999-0.0136737j -0.00110236+0.000319037j 0.00319095+0.00392336j 0.00883747+0.000498617j -0.0188952-0.0291488j -0.00263242-0.0154617j 0.00988197+0.0257628j -0.00300691-0.0264486j 0.00989377+0.0286769j -0.00315261-0.00902957j -0.00436047+0.0278063j 0.000751817+0.0301981j -0.00343311-0.0114073j -0.00327624+0.00732464j -0.00342459+0.0304627j 0.00738457-0.00356027j 0.00452931-0.0150146j 0.0009898+0.0131173j 0.00422413-0.0316685j 0.00812255-0.0157934j 0.00676716-0.00963352j -0.000584562-0.00243488j -6.81796e-05-0.00866781j 0.000138591+0.00773562j 0.00318366-0.00505924j 0.00441612-0.00530569j 0.00844204-0.00546739j 0.00377302-0.0107783j 0.000740224+0.00276633j -0.000871513+0.000659597j -0.00106664-0.00553746j 0.00180576+0.00080728j -0.00159114-0.00348991j 0.00187252+0.000572515j 0.00050954+0.00517999j -0.00156323+0.00676326j -0.00214425+0.0076415j -0.000183322+0.00368469j -0.00119725+0.00556315j 0.00322481-0.0105831j -6.08712e-05+0.000486098j -0.000840485+0.00198937j -0.000545551+0.00469392j 0.00262873-0.00460894j 0.00220947-0.00817096j -0.00110834+0.00531821j -0.00165488+0.00940176j 0.00256099-0.00646703j -0.00104431-0.00226459j -0.00316124+0.00407755j -0.0040722+0.00409089j -0.00191931-0.00140039j 
-0.000598412-0.0135296j -0.00852572-0.0160083j -0.00268476-0.00802808j -0.0052835-0.0206396j 0.0057318+0.0430861j -0.00514416-0.0424175j -0.0115548-0.00892729j 0.00747952-0.00913924j -0.00439354+0.0353667j -0.00913218+0.012666j -0.00223464-0.0157832j 0.0114201-0.0135765j -0.000578376+0.000689817j -0.00197494-0.00847791j 0.00176189-0.00692288j -0.00430344+0.0120193j -0.00328258+0.00438995j 0.000548483-0.00353074j -0.000226321+0.00312158j -0.0013198-0.00561268j 0.00102969+0.00867446j 0.000413877-0.00688323j 0.000820669-0.00375335j -0.00155445-0.00444552j 0.00106084-0.00284954j -0.00161667+0.00389708j -0.00396958+0.00128609j -0.00107347+0.000723434j 0.00227829-0.00179425j 0.0029624-0.00361269j -0.00115892+0.000462754j 0.00064761+0.00586557j 0.00273268-0.00762708j -6.29652e-05-0.00132234j 0.00181937+0.00593026j 0.000136803+0.00290605j -0.00115997+0.00765888j -0.00156327+0.00166467j -0.000987118-0.000805665j -0.00193935+0.000823881j 0.00164608-0.00804668j -0.00239692+0.00133433j -0.00142443+0.00525631j -0.00055826+0.00543308j 0.00139721-0.00470653j 0.000531255-0.00108143j -0.000417346+0.0111341j 0.00362234-0.00573518j -0.00219678+0.00311655j -0.00573245+0.00417208j -0.00505754+0.00126736j -0.000960681-0.00464021j 
-0.00795159-0.0158318j 0.000262514+0.0121214j -0.00550789-0.0238934j 0.00266592+0.0114249j -0.0104875-0.0328645j 0.00321099-0.0267655j 0.000308256-0.0495525j 0.000805412+0.00229011j 0.00454573-0.0192829j -0.0042055+0.0283591j -0.0121345+0.00793659j -0.00470808-0.0132055j -0.000858719+0.00473543j -0.00293464+0.00491423j 0.00103998-0.00491092j 0.00123796+0.00356845j -0.000497716+0.00730594j 0.00108536-0.00567182j 0.000453134-0.00210383j -0.000997468+0.00409557j 0.00242439-0.00248119j -0.000230777-0.00177297j -0.00153885-0.00159685j -0.000833195+0.00638908j -0.000460082-0.00221102j 0.0039253+0.00413872j 0.00192594-0.00329454j -0.000857222-0.000509022j 0.000732438-0.00219141j 0.000347657-0.00767837j -0.000280943-0.000398381j 0.00213218-0.00601659j -0.00198652-0.00226271j 0.00092623-0.000105642j 0.00221762-0.000950742j 0.000683572+0.00245191j 0.00112809+0.0045679j -0.00205462+0.0052589j -0.00197373+0.00821837j 0.00125082-0.00728116j -0.00175077-0.00126657j -0.00269725+0.00494674j 0.00269634+0.00227999j 0.000189161-0.00585082j 0.00543761-0.00657301j -0.00109308+0.0114615j 0.00461554-0.00418784j 0.0021552-0.00817596j 0.00641529-0.00390941j -0.00147755+0.00235785j 0.00150856+0.00559274j -0.00486432+0.00182595j 
-0.00191228-0.00944675j 0.00665118-0.00287676j -0.00567427+0.00166058j -0.000677057-0.00826006j 0.00242039-0.000246722j -0.00529786-0.00733946j 0.00018872+0.00278384j -0.00185274+0.000395674j 0.00104501+0.00989941j -0.000688993+0.00111503j 0.00352751+0.000887899j 0.0043851-0.00479477j -0.000437905+0.000653163j 0.000713643-0.000547917j -0.000665918+0.000626825j -0.00171952-0.00199543j -0.00163286+0.00137315j 0.00336163+0.00487234j 0.000859299-0.00499668j 0.00425632-0.0041616j -0.00113658-0.00332907j -0.000983265-0.00348846j 0.00430033-0.00126199j 0.00148635+0.000922121j 0.00140128+0.000129335j 0.00100987+0.00206029j 0.0002336+0.00752068j -0.000151439+0.00352107j 0.000185089-0.00228308j 0.000631573-0.00241151j 0.00375034-0.000347999j 0.00110243-0.0057484j 0.0014174-0.00239777j 0.00221788-0.00015581j -0.00142913+0.00728658j -0.00316232+0.00384721j -0.00410505-0.000831259j -5.87011e-05-0.00476127j -0.00389299+0.00154449j 0.00168038+0.00143346j 0.00016916-0.0102896j -0.00106207+0.0134005j 0.003579-0.003176j 0.00443017-0.0153848j 0.00830297+0.000795483j 0.00811433-0.0156396j -0.0182754-0.0100844j -0.00685748+0.0377158j 0.0212989+0.0223461j 0.0369609+0.00282888j 0.0163063+0.00592159j 0.0319465+0.017977j 
0.00640706-0.00374748j 0.000835295+0.00999291j -0.000217502-0.00729274j 0.00511151-0.00127225j -0.00277382-0.00328068j -0.00190312-0.00314474j -0.00485694-0.00831372j 0.000874086-0.00425566j 0.000490611-0.00251481j 0.000714982+0.0115555j -0.00217683+0.00616508j 0.00409494+0.00417217j -0.000732321+0.00427573j -0.00228122+0.00180103j 0.00187462+0.00235425j 0.000958519+0.00510499j -0.000824713-0.00160614j 0.00385795+0.00475291j 0.000246701+0.00323869j 0.00127039-0.000352197j 0.00325337-0.00548863j 0.00139618+0.000495311j -0.00252126+0.00148608j -0.00100552-0.000235519j 0.000246162+0.000236591j -0.00177337-0.000465991j -0.000494552+0.00199786j 0.000417782-0.000302298j 0.00304302-0.00278477j -2.60176e-05+0.000104676j 0.00210865+0.00247375j 0.00241723-0.00397969j 0.00499676+0.00280995j -0.0017235-0.00340006j -0.00153122-0.00471197j 0.000520534-0.002363j 0.00418341+0.00345455j 0.00178941+0.00166835j -0.00367158+0.000217777j -0.000446596-0.00226519j -0.00162133+0.0100889j 0.00278336+0.00799104j 0.00340319-0.00641353j 0.00031132+0.00624523j -3.50105e-05-0.0111513j -0.0159892-0.0157894j -0.0188451+0.0353075j 0.00804835+0.00826111j -0.0351146-0.00128316j 0.0151491+0.0267022j -0.0329886-0.0205864j 0.0164537+0.00695811j 
-0.000688416-0.00150104j 0.000476622+0.00486702j -0.00128191-0.00311851j 0.00100166-0.00341694j 0.00162386+0.00599346j 0.00146162+0.000718824j -0.00204774+0.00702736j -0.000974564-0.00633997j 0.00246609-0.0048636j 0.00223412-0.00257205j 0.00157626+0.00160997j 0.00193165-0.000953365j -0.00070673+0.00466766j 0.00104597+0.00415641j -0.000856923-0.00185017j -0.000387782-0.00238282j 0.000148586-0.00285096j 0.00093786-0.00192247j -0.00198303+0.00215844j -2.05945e-05+0.00249728j -0.00160145-0.00135999j -0.00237415+0.00174492j 0.00197606+0.00126309j 0.00215063-0.000191749j 0.0016625-0.00203994j 0.00316743-0.00209379j 0.00341698-0.00119142j -0.000124038-0.00131389j 0.00197501-0.00284897j -0.00157576+0.00361916j 0.00275344+0.00123678j -0.000996588+0.00190787j 0.00516059+5.32133e-05j 0.000391276+1.05969e-05j -0.00237299-0.00597438j -0.00120977-0.00299716j -0.00417816+0.000536048j 0.00499933-0.000772497j -0.0050681+0.00410045j -0.00424044-0.000757984j -0.00611129+0.0126036j 0.00259457+0.000432903j 0.00393345+0.00578347j 0.004674+0.000149627j 0.0138426+0.000704035j 0.0106684+0.0295j 0.0115763-0.00460567j -0.00489069-0.0147454j -0.00193192+0.0434809j 0.0325191+0.0342357j -0.00909611+0.0371889j -0.0196366+0.0150898j 
0.000196676-0.0027353j -0.00176905-0.000125546j -0.000398723+0.00529892j -0.00236915-0.000971348j -0.00053822-0.00307815j 0.00287064+0.00503883j -0.000465202+0.000402725j -0.00428733+0.00421325j 0.00125757-0.00257365j 0.00110712+0.0031386j -0.000745504+0.000552872j 0.0018512-0.00200325j 0.00325348+0.00126507j 0.00188623+0.00289137j -0.0020294+0.000990196j 0.000360045+0.000536694j 0.000567344+0.00031832j 0.00462058-0.00109259j -0.00164508-0.00253799j -3.86302e-05-0.00307252j -0.00276617-0.00291868j -0.000369069+0.000277575j 0.00348425-0.00322765j 0.000777597+0.000286367j 0.0018312-0.00348364j 0.00355257-0.00588587j 0.00451594+0.00152778j 0.00263214-0.00194883j -0.000378796-0.000923039j -0.00306596-0.000716564j 0.00351807-0.00306053j -0.000843001-0.00440069j 0.00111323+0.00159187j 0.00193735-0.00520241j -0.0001086+0.00141852j -0.00306833+0.0045113j -0.00524333+0.00544117j 0.000602704-0.000246582j -0.00622624+0.00461693j 0.00198367-0.00469199j -0.0136857-0.0046063j -0.0191538+0.0144683j -0.010617+0.00695442j -0.00223917+0.00599801j -0.00632904-0.0169908j 0.0229006+0.0120473j 0.0219387+0.0330996j 0.0318549+0.00805107j 0.0365739+0.0256552j 0.000882397-0.0259935j -0.0196724+0.00723067j 0.00865379-0.032077j 
0.00486196+0.00217951j -0.001436+0.00517959j -0.000319524-0.000842106j 0.000214844+0.00229843j -0.00184163-0.00098218j 0.00245237-0.00285307j -0.00218715-0.00283206j -0.00310523-0.000458038j 0.00184757-0.00133521j -0.000307019+0.000206683j -0.00152664+0.00175259j 0.00223259+0.00616115j 0.00204088+0.000708958j 0.00202558+0.00192113j -0.00325773+0.000115061j -0.000111319-0.0019101j -0.00113552-0.00207466j 0.00548839+0.0044221j -0.00306998-0.00154597j -0.000759837+0.00284973j -0.0011664+0.000473344j -0.000523378+0.00119247j 0.00246851+0.00026118j -0.000122625+0.000480741j 0.0017529-0.00207038j 0.00303679-0.00255527j 0.000635524+0.00242095j 0.00318158-0.00235302j 0.000920973+0.00188375j -0.00200203+0.000473639j 0.00420647+0.00197655j 0.000211454-0.00034525j 0.00492364+0.00698157j 0.000745155-0.00474346j -0.000533317-0.000948293j -0.00285536+0.00099535j -0.00683816+0.00250224j 0.00105723+0.000371157j -0.00751648-0.00335344j 0.00550236-0.00210778j -0.0149744-0.00786224j -0.0250821+0.00735002j -0.0142737+0.0145653j -0.00500113+0.0142972j 0.00233786-0.0114132j 0.040159+0.00683292j 0.00817439-0.0222108j 0.0305244+0.0272011j 0.00714865-0.0073501j -0.0251107+0.034789j 0.00722203-0.0190214j 0.00116073+0.0273986j 
-0.00184171+0.00740894j -0.00611555-0.00190432j 0.00134452+0.000418714j 0.00308004+0.000739108j 0.00338354+0.00333338j 0.0059465+0.00388081j -0.00261384+0.00384622j 0.000310788-0.00564294j 0.00703458-0.000727698j 0.00495024-0.00607486j 0.0025893-0.00461399j -0.000729603-0.0030817j -0.000728371+0.00226671j -0.000126387+0.0013137j -0.00232385-0.00154009j -0.000818055-0.00250118j 0.00189552-0.00273614j -0.00164494-0.00209089j -0.00652458-0.000334727j -0.00613076+0.000347424j -0.0028679+0.00350932j -0.00654044+0.00201394j 0.00119294-0.00450703j 0.00385961-0.00222939j 0.00404057-0.00355387j 0.00449492-0.00508164j 0.00616801-0.00228658j 0.000445763+0.000302542j 0.00243182+0.000496546j -0.00333751+0.00463977j 0.00221334+0.000598923j -0.00338369+0.00683019j 0.00514519+0.00322179j 0.000160682+0.000223679j 0.00191622-0.00752204j 0.00199614-0.00107337j -0.00862355+0.00193479j 0.00979665+0.00184772j -0.00684488+0.0049886j -0.0105403+0.000398931j -0.0142909+0.0132508j 0.0181715+0.00335184j 0.0128505+0.0161624j 0.0104546-0.0202997j 0.0449134-0.00454091j -0.000633411+0.00642404j 0.00502327+0.00798365j 0.00641093+0.0153552j 0.0303308-0.0246181j 0.026486+0.0119271j -0.00319437-0.0199747j -0.00351972-0.00941892j 
0.000340063-0.00126238j -0.000758977+0.00044433j -0.00260881+0.00735295j -0.00608714+0.00304464j -0.00252894+5.49178e-05j 0.00700395-0.00242002j 0.000573181-0.00308996j -0.0028773+0.00386807j -0.00147696+0.00413565j -0.00171551+0.00330587j -0.00401126+0.0052875j 0.00214127+0.00384575j 0.00341723-0.00151067j 0.000455588+0.0031339j -0.00177142-7.67997e-05j 0.00621244-0.00440477j 0.00456862-0.00166533j -0.00293542+0.00359554j 0.00681485-0.00916571j 0.00459486-0.00257168j -0.00295765-0.00344028j 0.00779163-0.00114208j 0.00229204+0.000167442j -0.00127827+0.00242388j 0.000403334-0.0019515j 0.000244056-0.0093024j -0.00864674+0.00122451j 0.00431758-0.00628283j 0.000958384+0.00327651j -0.00696604-4.40301e-05j -0.00686218-0.00319281j -0.000548305-0.00283253j -0.00961355+0.00153703j 0.000708971-0.00411143j -0.00939553+0.00590051j -0.00669618-0.00227185j 0.0283113-0.0109258j -0.0155329+0.0137308j -0.0199249+0.018069j -0.0263064-0.0151338j -0.0108634-0.0110137j -0.0148035-0.00303906j 0.00252625-0.00716305j 0.0130756+0.00156617j 0.0272955+0.00987594j -0.0153666-0.00405302j 0.0305667-0.00743335j -0.0267089-0.0179489j 0.0149952+0.00607541j -0.0216114+0.0119972j 0.00135936-0.00066002j 0.000513944-0.00231868j 
-0.00228735+0.0036116j 0.000444215+0.000805093j 0.00145554-0.00248266j -0.00224561-0.00246783j -0.00137297+0.00172936j 0.00145862-0.00626179j -0.00146361+0.00690345j -0.000919133-0.00262554j -0.000943014-0.00335412j 0.00273238-0.00863879j 0.000594101-0.00200064j -0.00182398-0.00179776j -0.00389369+0.00500384j 0.00238216+0.000377976j 0.000327649-0.0026912j 0.00390084-0.00266337j 5.02179e-05+2.03658e-05j -0.000341203-0.00628362j -0.00144771+0.00498006j -0.00153454+0.000553585j -0.00209617+0.00145282j -0.00357986+0.00742366j 0.000997568-0.000109406j 0.00158187-0.00470224j 0.00164614-0.00569179j -0.00107796-0.00307878j 0.00422631-0.00635851j -0.000592827-0.00322235j 0.00523596-0.0013908j -0.00657231+0.00624132j 0.00241713-0.00658569j -0.00580272-0.00476028j 0.0146451-0.00934972j 0.0107377-0.00495028j -0.00603917-0.0183193j 0.0123977-0.00482213j 0.0412746-0.00257888j 0.000682678+0.00168839j -0.0234627+0.0130616j 0.0306405+0.00242507j 0.00112617+0.00981176j -0.0332407-0.0133612j -0.0245217-0.0101854j -0.019859-0.00921599j -0.0163218-0.0215844j 0.0173958+0.0124654j 0.038104+0.00728878j 0.00867252-0.00470743j -0.00522835-0.0114638j 0.0145382-0.0236025j -0.000626062+0.00482406j -0.00473445+0.00370165j 
0.000229465-0.00120346j 0.00423827-0.00184929j -0.00309192-0.000808612j 0.000530124-0.00263166j 0.00334069-0.00344434j 0.000738812-0.00484401j 0.00373832-0.00319602j -0.000248164-0.00308351j -0.00105709+0.00036062j -0.0029392+0.000300958j 0.00440891-0.00188121j -0.0033438-0.00243542j -0.000220604-0.00134287j 0.00689683-0.00253981j -0.00836596+0.00267186j -0.00357731+0.00255112j -0.0012437-0.00119876j -0.00982319+0.0036387j -0.00548574+0.00449774j 0.000132333+0.0035036j -0.00788448+0.0051482j 0.00113937-0.00301104j 0.00522847-0.00318677j 0.00408948-0.00152506j -0.00334195-0.0029473j -0.00505815-0.00767005j -0.0148045+0.00385631j -0.00305997-0.00329003j -0.00259628-0.00148362j -0.00291602+0.00629555j -0.00503252+0.0036966j -0.0204497+0.0144912j -0.00115928-0.000920895j -0.0198397+0.00265764j -0.0203483+0.0125319j -0.00493968-0.00645707j -0.00646988-0.025418j 0.0226203-0.0165134j 0.0156237+0.00519526j -0.0209611+0.00922408j -0.0358041+0.00245188j -0.0190546-0.0114494j -0.0119314-0.0174338j 0.0205313-0.00420544j 0.0232148-0.00411567j 0.0419501+0.00838922j -0.00776547-0.0168627j -0.0204223+0.00592085j -0.0028918-0.00333155j 0.00935631-0.00952394j 0.00543507+0.00392875j 0.00215987+0.00424643j 
0.0023229-0.00245308j 0.00152389+0.00560932j -0.000291975+0.00317622j -0.00178692-0.000452908j -0.00213335+0.000154643j 0.000447657-0.00422735j 0.000967618+0.0012565j 0.000684361+0.00340374j -0.00287894-0.00688192j -0.00370506-0.000131965j -0.00316544+0.00219356j 0.00352385-0.00242332j 0.00287113-0.00119255j -0.00174147+0.000145277j 0.000521639+0.00501946j -6.44909e-06+0.000671362j 0.000730672-0.00203217j 0.000581006-0.00247912j 0.00416197+0.00269856j 0.0058271+0.00196008j 0.00101895+0.00149615j 0.00618754+0.00608249j 0.000333624-0.00579374j -0.0012841-0.00234332j -0.00148423-0.00257284j 0.000298957-0.0105486j 0.00541813-0.00263249j 0.00149431-0.00221377j 0.0011087-0.00113355j 0.00155328+0.00127908j -0.00180868-0.00589224j 0.0107802+0.0035349j -0.0109186-0.00204896j -0.00295172+0.00164651j -0.00394794+0.00228041j -0.0117119+0.00432375j -0.0140143+0.0184271j -0.0113661-0.00611603j 0.0120829+0.0132397j -0.0169011-0.00189352j 0.0166611+0.0209749j 0.0144947+0.00644696j 0.0362239+0.0028584j 0.00848231-0.00185237j -0.0105541-0.0470958j 0.00593322-0.0366776j 0.00992223-0.0229138j 0.0186084-0.0295044j 0.00443779-0.0336057j 0.00963076-0.0197601j -0.00388893+0.00919243j 0.00208251+0.00344394j 
0.00349071+0.00252595j -0.00187011+0.0025796j -0.00101861+3.4826e-05j -0.0025069-0.00193223j -0.00171595-0.00273982j 0.00208557+0.000998611j 0.000122546-0.000378459j -0.00143347-0.00313383j 0.00156382-0.00249075j -0.00290293-0.00160921j -0.00295177-0.000933506j 0.00171028+0.00408359j 0.00192966+0.00341396j -0.00235564+0.00294888j -0.000927073-0.00172221j 0.00159917-0.000522873j 0.0014036-0.00171225j 0.00176375+0.00627552j 0.00363535-0.00209041j 0.00216697+0.00154144j 0.00102873-0.00260726j 0.00346179+0.00318775j 2.70935e-05+0.00361965j -0.00201436-0.00099583j 0.00191019+0.00161124j 0.00567448+0.00160755j -0.000575309+0.000864496j 0.00613349+0.00394051j -0.00138902-0.000183337j 0.0015237-0.00395024j 0.00184159+0.00287597j 0.0108235+0.00190367j -0.0109362+0.00236548j 0.00211242+0.00350416j -0.00151606+0.000710251j -0.0106678-0.00459762j -0.0150035+0.00393938j -0.0157774-0.0016568j -0.00169606-0.00558574j -0.014874+0.0016006j 0.0111458-0.0108775j 0.00371564-0.035667j 0.019326-0.016042j -0.00714527-0.00630407j 0.0359331-0.0247688j -0.00936027+0.0360314j 0.00859376+0.0194679j -0.00734803+0.0354638j -0.0104457+0.0135884j -0.0047235-0.0238066j -0.00116828-0.00370907j -0.000804364+0.00878031j 
-0.00189565+0.00120014j -0.00102429+0.000494496j 0.00128858+0.00198599j 0.00349322+0.00321266j 0.000170748+0.00665692j 0.00285359-0.00677462j -0.00213812-0.00118901j 0.00409641-0.00278037j -0.00259249+0.00374671j 0.00370752+0.0008153j -0.00219471+0.00830102j 0.00811362-0.0098519j 0.00187756-0.00122723j -0.00568465+0.00463563j 0.00510644-0.00376787j -0.00127223-0.00634988j 0.00555663-0.0043721j -0.00266766-0.00181975j -0.000548602-0.00850083j -0.000454361-0.00392878j -0.00292324-5.0755e-05j -0.000391884-0.00264321j -0.000286179-0.00304552j 8.98543e-05+0.00375647j -0.000940791+0.00181447j 0.00598439-0.0136588j 0.00813845+0.00623591j 0.00101104-0.00915142j 0.0140312+0.000239652j -0.0131533+0.00621501j -0.0133008-0.00324943j 0.00433393-0.00455021j 0.00682134+0.0129286j -0.00971911+0.00811499j -0.000368399-0.00533816j -0.0129859+0.00897067j -0.0010418-0.0166862j 0.00377017+0.0161186j 0.0464557+0.00590274j 0.0318582+0.00426664j -0.000474002-0.00585125j 0.00884469+0.00188367j 0.0131501-0.00489478j 0.0204-0.0129493j -0.0227778-0.0163561j -0.00738976+0.0212937j 0.00215004-0.0195544j -0.0179891+0.0156601j 0.00422144-0.00238816j 0.000437865+0.015076j -0.00173648-0.000729109j -0.00303197-0.00110412j 
