-0.103343-0.0220733j 0.00740602-0.0098239j 0.00563873+0.0210089j -0.0197235-0.068279j -0.00794396-0.0113633j -0.010587+0.0434145j 0.00664975+0.011616j -0.0137467+0.0427305j 0.000948693+0.00135755j -0.00105289-0.0166209j -0.00666705+0.064121j -0.00203337-0.0180526j -0.0313531-0.0258888j -0.0027502+0.0515693j -0.0278463+0.00521574j 0.00818353+0.00110262j 0.0166621-0.00716133j 0.0270557+0.0190328j -0.0353335+0.00562749j -0.00794636+0.00959568j 0.0295053+4.51307e-05j 0.00510057-0.0307921j 0.018505+0.00535037j 0.000989647-0.0587305j 0.0121266-0.014999j 0.0053397+0.000790097j 0.0211552-0.00884187j -0.0236388+0.0343218j -0.00860151+0.00274784j -0.00611571+0.0197406j 0.000418397-0.0034067j 0.00499387-0.0157423j 0.0190657+0.0059127j 0.00336458-0.00826609j 0.017477+0.0123007j 0.0155929-0.00770403j 0.0112619-0.0136401j 0.00824489+0.000920759j 0.0334895+0.00573326j 0.0233678-0.0134026j 0.040118+0.0155405j -0.0240864+0.00674966j 0.00287363-0.0146305j 0.00826135-0.0125516j 0.0133901+0.00436665j -0.0115768+0.0414389j -0.0099139-0.0160539j -0.0288175-0.0476373j -0.0272846-0.0332463j 0.00231288+0.00188381j -0.0195473-0.0375804j 0.00396444+0.00722946j -0.035738-0.0094682j -0.00601572+0.026323j 0.0276503-0.0204925j 0.0131807+0.00725621j -0.0205343-0.00657732j 0.0285252-0.0247685j -0.0666104-0.00941624j 0.0267662-0.0186956j -0.0483671-0.000858845j -0.143936+0.0601445j 0.0347826+0.0299898j -0.0501648+0.0353607j -0.0540214-0.00458902j -0.0422406+0.012077j 0.0486433+0.00486318j 0.0252496+0.0226268j 0.0269738-0.0317475j 0.0123259+0.00928721j -0.0410695-0.0318399j -0.012758-0.0193054j -0.0038736+0.00185121j -0.0239913-0.00227594j -0.0631963-0.0187279j 0.0838739+0.0072995j 0.00159205-0.0151325j 0.0813426-0.0157403j 0.0218288-0.0747783j 0.00564777-0.00957952j -0.00165863-0.0617428j 0.103509+0.0371935j -0.00391574-0.0953117j 0.0349369+0.0632803j 0.00141046-0.0643448j -0.0430567-0.0831393j -0.112354+0.0521966j 0.0561961-0.0882701j 0.120432-0.0143767j 0.0587794-0.19015j 0.25924+0.148197j -0.116165-0.198498j 
0.0377882-0.0593212j 0.0257985+0.015498j 0.0346376-0.00348354j 0.040351+0.00835621j 0.00478739-0.0115961j 0.0470117+0.0142645j -0.0259999+0.0115658j 0.0026933+0.0145841j -0.0098444+0.0104069j 0.00935585+0.011557j 0.0348393-0.00581041j 0.0331762+0.00440723j 0.00622749+0.0104529j 0.03782+0.00466762j 0.0109257-0.0010068j 0.0248722-0.00193741j 0.00845034+0.0110175j 0.0361379+0.011152j -0.00116427+0.0309534j 0.000538918-0.0152619j -0.00151198-0.0139984j -0.0333941+0.0220166j -0.00996969-0.0364231j -0.0424459-0.0374558j -0.0055217-0.00220729j -0.0263139-0.0165965j 0.0369856+0.0206791j 0.0480594+0.0328123j 0.000920828-0.0217095j 0.0232657+0.016738j -0.0293804-0.0242713j -0.0201413-0.0224928j -0.00246369+0.0390632j 0.0261304-0.0161575j 0.0182241+0.0111949j 0.0206634-0.0235602j -0.0393128+0.0025663j -0.00654881+0.000848712j -0.0202586+0.0144231j -0.00341606-0.0125749j -0.0134608+0.00576022j 0.00973796-0.0181677j -0.00467419-0.0199889j 0.0383415-0.00662934j -0.0116278+0.0166547j -0.0168027+0.00753082j 0.0231488+0.000196627j -0.0056164+0.0145568j 0.0212025-0.014236j -0.00736391+0.00219812j 0.0144142-0.034122j -0.0116799-0.00949228j -0.0435037-0.0151627j -0.0244202+0.00297904j 0.00441886-0.00152473j -0.0050227+0.012675j -0.0070532+0.0201223j 0.00281486+0.0274152j -0.00557585-0.0124405j -0.00969477+0.0177095j 0.0153368+0.00398824j -0.0114436+0.0406036j 0.00194272+0.00309078j -0.00150008+0.0155001j -0.0208468+8.41974e-05j -0.0319436-0.0166468j 0.0077772-0.0385401j 0.0305807+0.00442258j 0.0171007-0.0309319j -0.0233055-0.00660882j -0.0288607+0.0131119j -0.0273376+0.0283084j 0.00437024+0.0194349j -0.00113462-0.0232828j 0.00957335+0.0155935j 0.0555511+0.0017065j -0.00212691+0.0336779j 0.00176686-0.0134042j -0.00539237+0.00045993j -0.00835632+6.01758e-05j -0.00633094-0.0160409j -0.0127515-0.0157912j -0.00307919-0.0123729j -0.0125635+0.00327682j 0.0601489+0.00907627j -0.00803039+0.00502996j -0.00350421+0.00154883j 0.0229935-0.0155938j -0.00741531+0.0283821j 0.0230967-0.0132509j 0.0196588+0.00494552j 0.0133349-0.0222604j 
0.0296929-0.0492129j 0.0279397-0.00632315j 0.0195842-0.00141025j 0.0128508+0.0207122j -0.0178257-0.018199j 0.0115502-0.00682894j 0.0247842+0.00565018j -0.0285143+0.000436809j -0.0236121+0.0112365j 0.00914486+0.0164861j 0.0133965+0.0135407j -0.00380986+0.00207879j 0.0145969-0.0114092j 0.0312717+0.00804106j -0.00419128-0.0168395j 0.00329519+0.0159871j 0.0265807+0.0034486j -0.0135745+0.0155805j 0.0123909+0.00891985j 0.0134953+0.00839539j 0.0198878-0.00881713j -0.0326029-0.0152483j 0.0179974-0.0112953j -0.0160876+0.000671286j 0.00267028-0.00405594j -0.0166772-0.0446937j 0.00923466+0.0123129j 0.0208631+0.00979746j 0.0132193-0.0163424j -0.00131496+0.0111434j -0.0116573-0.0215027j 0.00577652-0.0181995j -0.0104536+0.0257044j 0.0588631-0.00182419j -0.00324041+0.00307893j 0.0225552-0.0289027j -7.72549e-05-0.00383995j -0.0183286-0.00272841j 0.00661529+0.0160565j 0.00724645-0.0201766j 0.00853922+0.00119986j -0.00973251-0.010968j 0.0222748+0.00155201j 0.012795-0.0264866j 0.00510293-0.00783427j -0.00176711-0.00599294j 0.000658376+0.009926j 0.0227874-0.0260323j 0.0232863-0.0122927j -0.00023555+0.00172066j -0.0138825-0.0305676j -0.0156441+0.00909172j -0.00776598-0.000993482j -0.00817315-0.0174634j 0.00803431+0.0127265j -0.0114008+0.0191484j -0.0190672-0.0111998j -0.0182079+0.0429278j -0.0235446-0.00687728j 0.00321138+0.00566427j -0.0193133+0.00359532j -0.00985069+0.0276988j -0.0116464-0.0164893j -0.00432813-0.0380161j 0.00145984+0.0212589j -0.00557226-0.0185878j 0.00149133-0.0173758j -0.00154803+0.00716161j 0.0174984+0.00741372j -0.0264908-0.043301j -0.0250155-0.00610101j -0.0401751+0.0232438j 0.000705638+0.0514199j 0.00957511+0.00303923j 0.0150837+0.0122139j 0.0294468+0.0280097j 0.00751327+0.00498153j -0.0140591-0.0308957j 0.00576926-0.00827747j -0.0140191-0.0051922j 0.0153749+0.0116632j -0.000643181-0.000836114j -0.0228353+0.00197818j -0.0169076-0.00892436j 0.000613169+0.00113109j 0.000148963+0.0449767j 0.00893909+0.0298049j 0.0332565-0.00819464j -0.0102523+0.00770389j 0.0220777-0.027126j -0.00385438-0.00124696j -0.000564337+0.00358867j 
0.00673265-0.0190501j 0.018553-0.0148779j -0.00361644-0.00490416j -0.00756952-0.00795837j 0.00473921+0.00469433j 0.00656663-0.0156126j 0.0217703+0.000347753j -0.00684689+0.0102604j -0.0395178+0.00648713j -0.011649-0.0018076j -0.0110139+0.002j -0.0155693+0.00081701j 0.0136877-0.0160892j -0.00870737-0.00973309j 0.00392796-0.01736j -0.0106337-0.00337622j -0.0139155-0.00825321j -0.0314747+0.0363223j -0.016046-0.0105311j -0.00874396+0.0106453j 0.0224281+0.0157172j 0.0398303+0.0298489j 0.0158451-0.00300307j 0.0125818+0.0120115j -0.00467982-0.00627594j -0.0275646-0.0223166j -0.0411859+0.0193033j -0.0270388+0.0369907j 0.0015633-0.0247665j -0.00499084+0.00645256j 0.0248454-0.000304991j 0.00173628+0.000507588j 0.0091046+0.0217043j -0.0157423-0.00197901j 0.00349065-0.0198485j 0.00602376+0.00861909j 0.0455477-0.0139721j 0.0173326-0.00147108j 0.00821523+0.00573262j -0.0130644-0.00961253j 0.0150997-0.0126011j 0.00166157+0.00881565j -0.00133663+0.0094579j -0.0280922-0.00611262j -0.00468349+0.00999832j 0.0217109-0.0195236j -0.0276912+0.00220982j -0.00694564-0.0286299j 0.00927848-0.00420994j 0.00618964-0.0181239j 0.00831527+0.0273021j -0.00905945+0.02733j 0.0072206+0.00804311j 0.0334632-0.00624485j 0.00550423-0.00466113j -0.00383375-0.000235877j 0.000696201+0.0220471j 0.0022479+0.00616688j 0.0166078+0.00200556j 0.00339615-0.0189277j -0.0116867+0.0120612j -0.00716691-0.0155822j -0.000321239-0.0235796j -0.000584659-0.00587891j 0.000331676+0.0212524j -0.00901445+0.0345826j -0.00285649+0.0195343j -0.0298167+0.0365356j 0.0105557+0.0256899j 0.00438554+0.00100496j 0.00471973+0.00920468j 0.0256671-0.0281977j 0.0102721-0.00176594j 0.000443231+0.0110282j 0.00126267-0.00658442j -0.0245014-0.0159713j -0.0251744-0.0344744j 0.0197264+0.00677559j 0.00597249+0.0119748j -0.0136863-0.0133554j 0.0164995-0.0246749j -0.00566371-0.010899j -0.0392095+0.0305981j -0.014846+0.0280512j -0.0366388-0.0233134j -0.00611357+0.0156302j -0.0204329+0.00556895j 0.0223861+0.00346045j 0.0083329-0.00152595j -0.00273292-0.0059238j 0.00706311-0.00201803j -0.00286902-0.00269538j 
-0.015239+0.0318231j -0.03214+0.0188302j -0.0192005+0.0213634j -0.0056311-0.002645j -0.000283631+0.0109138j 0.0072435+0.000355303j -0.00843103+0.00755805j 0.00770138-0.00896454j 0.00809557-0.00700917j 0.0103724+0.0122772j -0.0245685-0.0106394j -0.00719248+0.0164063j 0.00715601-0.00948863j -0.00803426+0.00404365j -0.0100035+0.00124878j -0.00111928-0.0157311j -0.0475186-0.0104814j 0.00764042+0.00609797j -0.0093303-1.3159e-05j 0.00183085-0.0232519j -0.0294418+0.0216951j 0.00951619+0.0241828j -0.0183294+0.00913881j -0.00564193-0.00162217j 0.00514093-0.00908769j -0.000712331+0.0546804j -0.00632185+0.00953057j 0.00919421+0.000120779j -0.012001+0.0181226j 0.0111467-0.00529488j 0.00679025+0.0202047j 0.00489963+0.015688j 0.00146485-0.00775807j -0.0440191-0.00331194j -0.00619797+0.000902815j -0.0151087+0.0152974j -0.011478-0.025015j 0.0116554-0.00191297j 0.00146071+0.000812755j -0.015465+0.0114322j -0.0082888+0.00115551j 0.0067957+0.0152391j -0.0171913-0.00354924j -0.0139879+0.0133581j -0.0019871-0.00684226j -0.0068849-0.00295108j -0.0211985-0.0128904j -0.00911792+0.0204128j -0.00580519+0.00446273j 0.0255293+0.000841592j 0.00238171+0.0157997j 0.0185887-0.00749267j -0.00162543-0.0057773j -0.00313107-0.00899804j -0.0215228-0.0282635j 0.0172237-0.022296j 0.0251584+0.010402j 0.00225254-0.029433j 0.024206-0.00186912j -3.93268e-05-0.0146401j 0.0115523-0.0072431j 0.00728913-0.0102821j 0.0174689-0.00544447j -0.0167404+0.0218932j 0.0331638-0.0153898j 0.00136531+0.0114526j -0.0020747+0.0230318j 0.0178482+0.00722602j -0.0122721+0.00676259j 0.0165074+0.0398566j 0.017024+0.00408783j 0.0307532-0.0261913j 0.00270483-0.000685693j 0.0166842-0.00900606j -0.0188593+0.00113428j -0.0238287-0.0267216j 0.00196703-0.00459799j -0.00742397+0.0321087j -0.00861384+0.0103042j 0.00779356+0.00384464j 0.00175038-0.0206466j -0.00107656+0.00603297j 0.00997766+0.00610957j 0.00164462+0.0253635j -0.0146424-0.00325451j -0.0106733-0.0406332j -0.0314662-0.0336493j -0.0417186+0.0279095j 0.00308782+0.00137044j -0.0110253+0.0311561j 0.00353996-0.0051998j 0.00215811+0.00415122j 
-0.000939127+0.0393827j -0.057855+0.0635816j -0.0201893+0.0158707j 0.0189352-0.0056682j 0.0104649+0.00318508j 0.002322+0.000833012j -0.013651-0.0051338j 0.00156601+0.00452388j 0.00653436+0.0224835j -0.00145072-0.0103484j 0.00985784-0.0202706j -0.0144281+0.0139102j -0.0013505+0.0110696j -0.00130013-0.0329548j -0.006634+0.0318265j -0.00528847-0.00400779j -0.0194249-0.00332559j 0.0341873-0.0146623j 0.0090944-0.00663913j 0.00138875-0.0224734j -0.0347085-0.00665671j -0.00923405+0.0304878j -0.0401473+0.0149267j -0.00322841-0.000300498j 0.0161755+0.00587349j -0.014384+0.0602795j 0.0175599-0.000129621j 0.0176271-0.0162747j -0.0122214+0.0585588j 0.0200772-0.00627037j -0.0266376+0.0225433j -0.00335802+0.00962487j 0.00323593-0.0279246j -0.0320358+0.0177955j -0.00861283-0.0188933j -0.0209553+0.00691645j -0.0316712-0.00460273j -0.00108645-0.00972802j 0.00583388-0.00765245j -0.00490958-0.00412591j 0.0104674+0.0178621j -0.00464843+0.0192523j 0.00725472+0.0116302j -0.00113251+0.00377209j -0.00475824+0.00250325j -0.0048201+0.0233218j -0.0190728+0.0163438j -0.00996717+0.0291739j -0.0123099+0.00217524j 0.00847961+0.00207971j -0.00926089+0.00427057j 0.0206599-0.0231123j -0.0072103-0.016851j -0.0197917-0.0114428j -0.00345502-0.0182003j 0.0182887-0.0165591j 0.0173817+0.0202731j 0.0266763-0.0287209j 0.0116315-0.0147871j 0.0107189-0.00923614j 0.0225318-0.0231051j 0.00674538+0.00520471j 0.0182937+0.0221548j -0.013226+0.0212028j 0.00793002-0.0159243j 0.0108444-0.0417757j -0.0234339-0.0128252j 0.0325409-0.0222228j 0.0068673-0.0104322j 0.00751808+0.0560399j 0.0142089+0.00556487j 0.0174254-0.0207974j -0.00560452-0.0122801j 0.017164-0.00917548j -0.0313425+0.0132322j -0.00793698-0.0311865j 0.0136643+0.0040907j -0.00737038+0.00370843j -0.0151688-0.0255559j 0.0122581+0.0303434j -0.0205707+0.00327699j 0.0098111+0.0119798j 0.0380967-0.00507287j 0.013846+0.00485476j 0.00235361+0.00846936j -0.00439663-0.0338118j -0.0216124-0.0318254j -0.0424237+0.0362453j 0.0156217+0.00935544j -0.00665292+0.0292267j 0.00225942-0.000535941j 0.00362127+0.00730926j 
-0.0388164+0.0746342j -0.0536725+0.0294116j 0.00290748+0.0071749j -0.0457524+0.0190961j 0.00872921-0.0121654j 0.0497897-0.0879338j -0.0154369+0.00773053j -0.0327985-0.0424826j -0.023484-0.0373962j -0.0126992+0.0390096j -0.053219-0.0241628j 0.00310227+0.0140439j -0.0436653+0.0132387j -0.0261501+0.0119134j 0.0316799+0.0206591j 0.0193725+0.0136758j 0.0696737+0.056741j -0.00446902-0.0612894j -0.00912675+0.0111669j -0.0301017-0.00935623j -0.00192899-0.0223188j -0.026704+0.0467786j -0.0667145+0.0154911j -0.0637187-0.0138473j 0.00158333+0.0174129j 0.0656754-0.0482617j 0.0284337-0.0123799j 0.0470415-0.0619928j 0.0869204+0.0592096j 0.0559792+0.01761j -0.0981928+0.0159572j -0.0370747-0.00383236j -0.0459343+0.0134383j 0.143098+0.0314209j -0.0975528+0.0444173j -0.00756455-0.00289297j 0.0129608+0.0474304j -0.0345189+0.0389359j 0.0502129+0.026786j 0.0299391-0.00378815j -0.0140852+0.0233183j -0.01194-0.0423252j -0.00343713+0.00258979j 0.00213718-0.0458938j -0.00800234+0.028689j -0.0690385+0.0349183j 0.0469297+0.0190426j -0.0322272+0.0058739j 0.0518159+0.015236j -0.0183109+0.0225862j -0.0315496-0.0401291j 0.000467767-0.0661662j 0.0226344-0.0245515j -0.0731232-0.0218924j 0.0155265+0.0198993j 0.00409845-0.00880779j -0.0569009-0.0337678j -0.0155375+0.0410385j -0.0745861-0.066138j 0.00551293+0.0359652j 0.0151677-0.0308885j 0.0498345-0.030715j 0.00684302+0.0484832j -0.0168776+0.0251425j -0.0629897-0.039793j -0.0270186-0.181032j 0.0244255-0.0286701j 0.0076313-0.0424182j 0.00174482-0.100523j -0.0395988-0.0606917j -0.0218116-0.0221428j -0.0707483+0.0442961j -0.0160145+0.063467j 0.00764092-0.0255173j 0.0537062-0.0635938j -0.00943986+0.0947595j 0.0436178+0.0356305j -0.0684025-0.101271j -0.0259895-0.0428306j 0.00413694-0.043438j 0.025564+0.0291598j -0.0112192-0.00237363j 0.0811861-0.0658126j 0.00833821-0.0130525j 0.008569+0.0240788j -0.0208514-0.00734074j 0.0127448+0.00128009j -0.0334819+0.0381996j 0.0282832-0.00635038j -0.0411433+0.0402929j -0.00321986-0.00400655j -0.0157953+0.0143313j 
0.0360153-0.0398205j 0.0297125+0.00431416j 0.0114766-0.00288499j 0.0198338-0.015721j 0.00263735+0.0122048j -0.029823+0.0223869j 0.030077-0.0164976j -0.0169816+0.0202051j 0.00318655+0.0309864j 0.011723-0.0142766j 0.0305753+0.0203833j -0.00450584-0.00728635j -0.0111497+0.00251149j 0.00522212-0.0257508j -0.0255677-0.000616455j -0.0015755+0.00174336j -0.0179806-0.0164652j -0.023748+0.00889778j 0.00489048+0.000129303j 0.0333843+0.0209669j 0.00431259-0.02091j 0.000308713-0.00918107j 0.0172228-0.0116191j 0.0251772+0.00358874j 0.000426853+9.82871e-05j -0.0158121-0.00711404j -0.00935524-0.0234633j 0.00255479+0.012053j -0.0458266+0.0108203j -0.0161335+0.0162687j 0.0267059-0.00984125j 0.0248806+0.00223387j 0.0264182-0.00147875j -0.0267365+0.00206559j 0.035844-0.041456j 0.0224263-0.00655868j 0.000731566-0.000343792j 0.00422936-0.0134784j -0.0121111-0.0211305j -0.0135967+0.00626858j 0.00381138+0.00461926j -0.0011084+0.0237981j -0.00121896+0.00208182j 0.00606843+0.010021j 0.00283525-0.000311554j 0.0226355-0.0101298j -0.0176241+0.00302392j -0.0053494+0.00222208j -0.014665+0.00405178j -0.0103529-0.00641288j 0.00521466-0.00766236j -0.0058565+0.0306415j -0.0149692-0.0050592j 0.011271+0.0163229j 0.0154498-0.00622593j -0.0145546+0.0137798j 0.0179154+0.00512424j 0.014303-0.00572301j 0.0128566+0.0469954j 0.0103033+0.0079966j 0.0111049-0.00843199j -0.02352+0.0195023j -0.0106462+0.0215206j 0.00512545-0.0252997j 0.0109589+0.0238496j 0.00599324+0.0477418j -0.0193053+0.00368238j 0.00504697+0.0194815j 0.0128862+0.0368407j 0.0162117+0.0298983j 0.000198987+0.0142509j 0.00691264-0.00264639j 0.00827464-0.0117667j 0.00078777-0.00519457j -0.0179303+0.0125315j 0.0220408-0.0515155j -0.00657977-0.0199905j 0.0245112-0.0106366j 0.0133359-0.0190364j -0.0265096+0.0188839j -0.0040921-0.0266156j -0.0084076+0.00549769j -0.0367765-0.00889309j -0.00672899-0.0285031j 0.00304917+0.00632209j 0.0147944+0.0247612j 0.0049539+0.0258028j 0.0409378-0.0198319j 0.000461057+0.00416844j 0.0272112-0.0439239j -0.00401878+0.0135248j 0.0109558+0.00288403j 
-0.0212706+0.0323121j -0.0210304+0.00511212j -0.00212987-0.0143361j -0.0142005-0.00955661j -0.00352638+0.00110303j -0.0101979-0.0174949j 0.0170411-0.00100868j -0.00483855-0.0278073j 0.000987717-0.00539581j -0.0022542+0.0181045j -0.00544693-0.0110652j -0.00239255+0.0120771j -0.000301244+0.00909j -0.0195354-4.49882e-05j 0.00509317+0.00586936j 0.0182601+0.00865008j 0.0160562+0.00347539j -0.0055168-0.00541884j -0.0131634+0.00202411j 0.00465529+0.0169031j -0.0103603-0.00385125j 0.00237411-0.0151799j 0.0115895+0.0117038j 0.00151458+0.00538729j -0.00798178-0.00188312j 0.0175103+0.00594337j 0.00564928-0.00412378j -0.0128499-0.011228j 0.00852256+0.00702235j 0.00755145-0.0124456j -0.00127208+0.0161203j -0.000458801-0.00798338j -0.0240546-0.0101055j 0.0185424+0.0212267j -0.029913-0.016852j 0.00281204-0.0164137j 0.0026042+0.0149292j 0.00404218+0.00514818j 0.000680548+0.0202048j 0.012917+0.01708j -0.00297793+0.0173192j 0.0157347-0.0114319j 0.00378944-0.0175219j -0.0131849+0.00329914j 0.00162953+0.00332896j -0.0207386+0.00030209j 0.00122718-0.0125807j -0.00615838+0.00514416j 0.00781122+0.010352j 0.00205862+0.01136j 0.00775842+0.0136033j -0.00680507-0.015279j 0.00283511-0.0100771j -0.0105967+0.00205792j -0.0138838+0.00966134j -0.0110755-0.00570936j -0.0148632-0.0140961j -0.00323231+0.0137915j 0.00334441-0.00691826j -0.00775981+0.00150249j -0.0106549-0.00612978j -0.00597458-0.0184045j 0.00848921-4.03951e-05j -0.000880758-0.00590089j 0.00324832+0.00816052j -0.00700712-0.0280662j 0.0231108-0.00584322j -0.00197529-0.00863385j 0.000284639-0.0155941j 0.00630929-0.00413553j 0.00730261+0.00587551j 0.00994036-0.0080233j -0.0130842-0.00295946j -0.022945-0.0140318j 0.00690912-0.00517821j -0.00861846-0.005601j 0.0181724+0.00312271j 0.0053769-0.0200243j -0.00435952-0.0115603j 0.0153658-0.0052478j 0.00348804+0.0166439j 0.00989331+0.00796557j 0.0157836+0.0074535j 0.0130289-0.000334597j -0.00576893-0.00182581j 0.011649+0.0324681j 0.0113768+0.000747271j 0.0118094-0.00346758j 0.0032603-0.00551421j -0.0073103-0.00483924j -0.00376562-0.00440204j -0.0119622+0.0101339j 
0.0054803-0.00952603j 0.00300927+0.0164449j 0.0109526+0.006289j -0.000197336+0.00927165j -0.000275303-0.00569336j 0.040043-0.00401928j -0.0618366+0.0266414j 0.0283931-0.0128787j -0.00553132-0.00885964j 0.000397086-0.0217328j 0.0145321-0.0271616j 0.00178812+0.00618315j 0.0024241-0.0136424j 0.00813477+0.00614802j 0.0101992-0.0108043j -0.0161852-0.00662176j -0.0285765+0.00536189j 0.0388402-0.00732368j 0.00173128+0.00738063j -0.0203138-0.0108717j -0.00551252-0.000505477j 0.00313309+0.0312451j -0.0386479+0.00900538j -0.0244193-0.00300939j 0.0148215+0.0171983j -0.00476688-0.000966738j 0.0208274-0.0190041j 0.0461423+0.00587272j 0.00357893-0.00461124j 0.0253792+0.00523529j -0.0129189-0.00531533j -0.0122196+0.00522593j 0.00958252+0.0241337j 0.00242-0.0310785j -0.00944499+0.0621746j -0.0209536+0.000914618j -0.0241952-0.00216734j -0.00892421+0.00880229j 0.0400276+0.000925726j -0.00594618-0.0135725j 0.0084858+0.0108895j -0.00678925+0.00176482j -0.0092489+0.00584406j 0.00473634+0.00288613j -0.00159853-0.00477722j -0.0229704-0.011814j 0.00498708-0.00234098j -0.00473329-0.00413495j -0.00894748+0.0060212j -0.00328295+0.0103158j -0.0271435-0.0147014j 0.0240521-0.0152177j 0.022884+0.0114571j -0.0270111+0.0115486j 0.0010778-0.0161443j 0.0146869-0.00141681j 0.0106174+0.00138657j 0.00115026+0.00903792j -0.0319191-0.0329698j -0.00803604-0.00693482j -0.00602952+0.0196776j 0.0242969+0.00749798j 0.0174014+0.0131787j -0.00146966+0.038282j -0.0253166-0.01351j -0.00305889-0.0189225j -0.0153552+0.00416805j 0.0229982-0.002127j -0.00912353-0.0264501j -0.00886652-0.00206931j -0.00518671+0.0103878j -0.0230184+0.0132366j 0.00197731+0.0272337j 0.0191296+0.0136831j 0.0118771-0.00630181j -0.0119127+0.0302493j -0.0151444+0.035878j -0.0220195-0.0116439j -0.0299857+0.01375j -0.00993398+0.00819583j -0.0122124-0.0168263j -0.00896953-0.0126363j 0.0171037-0.0176862j -0.00932247+0.0364042j 0.0159121-0.0443499j -0.0197605-0.0281101j -0.0166427-0.00125056j -0.0360062-0.0133297j 0.0129185+0.0183072j -0.00572997+0.00222122j 0.0148288+0.012226j 0.0288924-0.00328374j 
0.0145575-0.0455131j 0.0431698-0.0272227j 0.0217034+0.0106026j -0.00205111+0.00286462j -0.0119201-0.0151243j 0.0157173+0.000878546j 0.0280573-0.00380346j -0.0153739-0.00995316j -0.0220267+0.0128346j 0.00291801+0.00844424j 0.0102324+0.0326876j -0.0122875-0.00429862j 0.00778159+0.00747724j 0.0118843+0.0177013j 0.00592047-0.00384502j 0.00779533+0.0189481j 0.00902308-0.0104275j -0.00707046+0.00829658j 0.00944333-0.00355083j 0.00394117+0.016516j 0.00452041+0.00163131j -0.0293313-0.0202443j -0.00695286-0.000400681j -0.00456486-0.00915417j 0.017051-0.0119165j -0.00236632-0.0409365j -0.0233207+0.01052j 0.00572901+0.0296264j -0.011387+0.000566915j 0.0072314+0.0228407j 0.00250035+0.0129943j 0.0237136+0.0219422j 0.0168273+0.0103363j -0.00301206+0.0129148j 0.0257474+0.0241435j 0.0101762+0.0053798j -0.0152845-0.00828323j -0.00295213-0.00603122j 0.012099+0.00508288j 0.0148755-0.0298872j -0.00142969+0.00361864j -0.00486664+0.0169926j 0.0073029-0.0150031j 0.00516305+0.00641509j -0.00437428-0.00301957j 0.00409081-0.00351049j -0.000903611-0.0140262j 0.00704208-0.00197115j 0.00585588-0.00816302j 0.00851175-0.00560175j -0.0179379+0.00243978j 0.00824738+0.0295134j 0.00346799+0.0140263j -0.00398578-0.0134947j 0.0119075-0.027252j 0.00989962+0.00218532j 0.0120555+0.0115496j 0.0206875+0.000854144j -0.0260476-0.0168454j 0.0217778+0.0168684j 0.000887491+0.00673423j -0.00277796+0.0324782j -0.000608141+0.00863207j 0.0196178-0.019871j 0.0119609+0.000792403j 0.0279711+0.0141717j -0.0406925-0.0036652j 0.0163988+0.030858j 0.00940458+0.0215337j 0.000181629-0.00943902j 0.0109313+0.00664067j -0.0344599+0.0124777j -0.00218959+0.0382954j 0.00422632+0.0298157j 0.00550363-0.0137058j 0.0190992+0.00814083j -0.0280729-0.0255141j -0.022972-0.0154751j 0.0115603+0.0111288j -0.0306213+0.00177041j -0.00918396-0.0196381j -0.0110141+0.0105242j -0.026849-0.015683j -0.0122585-0.011634j -0.0144742+0.00218222j -0.0220987-0.0335554j -0.00572814+0.0154335j -0.00861181+0.0220082j 0.00510296-0.000485469j 0.0127609-0.0110287j 0.00225749+0.00373957j 0.0106288+0.00383971j 
