-0.103343-0.0220733j 0.00740602-0.0098239j 0.00563873+0.0210089j -0.0197235-0.068279j -0.00794396-0.0113633j -0.010587+0.0434145j 0.00664975+0.011616j -0.0137467+0.0427305j 0.000948693+0.00135755j -0.00105289-0.0166209j -0.00666705+0.064121j -0.00203337-0.0180526j -0.0313531-0.0258888j -0.0027502+0.0515693j -0.0278463+0.00521574j 0.00818353+0.00110262j 0.0166621-0.00716133j 0.0270557+0.0190328j -0.0353335+0.00562749j -0.00794636+0.00959568j 0.0295053+4.51307e-05j 0.00510057-0.0307921j 0.018505+0.00535037j 0.000989647-0.0587305j 0.0121266-0.014999j 0.0053397+0.000790097j 0.0211552-0.00884187j -0.0236388+0.0343218j -0.00860151+0.00274784j -0.00611571+0.0197406j 0.000418397-0.0034067j 0.00499387-0.0157423j 0.0190657+0.0059127j 0.00336458-0.00826609j 0.017477+0.0123007j 0.0155929-0.00770403j 0.0112619-0.0136401j 0.00824489+0.000920759j 0.0334895+0.00573326j 0.0233678-0.0134026j 0.040118+0.0155405j -0.0240864+0.00674966j 0.00287363-0.0146305j 0.00826135-0.0125516j 0.0133901+0.00436665j -0.0115768+0.0414389j -0.0099139-0.0160539j -0.0288175-0.0476373j -0.0272846-0.0332463j 0.00231288+0.00188381j -0.0195473-0.0375804j 0.00396444+0.00722946j -0.035738-0.0094682j -0.00601572+0.026323j 0.0276503-0.0204925j 0.0131807+0.00725621j -0.0205343-0.00657732j 0.0285252-0.0247685j -0.0666104-0.00941624j 0.0267662-0.0186956j -0.0483671-0.000858845j -0.143936+0.0601445j 0.0347826+0.0299898j -0.0501648+0.0353607j -0.0540214-0.00458902j -0.0422406+0.012077j 0.0486433+0.00486318j 0.0252496+0.0226268j 0.0269738-0.0317475j 0.0123259+0.00928721j -0.0410695-0.0318399j -0.012758-0.0193054j -0.0038736+0.00185121j -0.0239913-0.00227594j -0.0631963-0.0187279j 0.0838739+0.0072995j 0.00159205-0.0151325j 0.0813426-0.0157403j 0.0218288-0.0747783j 0.00564777-0.00957952j -0.00165863-0.0617428j 0.103509+0.0371935j -0.00391574-0.0953117j 0.0349369+0.0632803j 0.00141046-0.0643448j -0.0430567-0.0831393j -0.112354+0.0521966j 0.0561961-0.0882701j 0.120432-0.0143767j 0.0587794-0.19015j 0.25924+0.148197j -0.116165-0.198498j 
0.000775005-0.000957381j -0.00785941-0.0109834j -0.0215339+0.00958718j -0.00914128-0.0039926j 0.00247923+0.00201144j 0.00349819+0.0032665j 0.0207395-0.0393409j 0.0238273-0.00836888j -0.0107184+0.00537589j -0.00059802+0.00752126j -0.039252-0.00526112j 0.00356518+0.00561703j -0.0118797+0.00588142j 0.0085197-0.0035729j -0.00792017+0.000847524j 0.00172573-0.00586448j 0.0010137-0.00534969j -0.012208+0.00313793j -0.00170958+0.00673198j -0.0130535+0.00873769j -0.000175739-0.00267591j 0.0120713-0.0115736j -0.0217992-0.00587206j -0.00957359+2.87499e-05j 0.0110297-4.66125e-05j 0.0163262+0.016954j 0.0156375-0.00222076j 0.00206693-0.00929679j -0.0162284-0.0163117j -0.0261843-0.011177j 0.00200772-0.00414133j 0.0195183-0.00609798j -0.0167315+0.00417087j -0.0291185-0.0146557j 0.00109639+0.00896347j 0.00120528+0.0165297j -0.00767368-0.0211777j 0.00729597+0.0178928j 0.00876119+0.00108208j 0.00216191-0.0143725j 0.00335711-0.00417552j 0.0130294+0.0181285j -0.0102195-0.00764396j -0.00977762-0.0181315j -0.000278941+0.00127264j -0.0101009-0.00775122j -0.000760052+0.00809471j -0.000289874-0.00148288j -0.00164444+0.00672364j 0.0102327+0.0065029j 0.0104499-0.00343152j 0.00112056-0.00544557j 0.00472063+0.0116995j 0.0144945-0.0118781j 0.00212541+0.000343432j 5.19872e-05-0.00394523j -0.00561843-0.00594641j -0.0103276-0.0169426j 0.00693519-0.0118553j 0.0154171-0.00258445j -0.00149814-0.00930344j 0.00855609+0.000909619j -0.000590481+0.00327906j -0.0122332+0.00993256j 0.017879-0.00850599j 0.0163889-0.0181065j 0.019723+0.00304094j 0.0261667-0.00587781j -0.0208167-0.00313132j -0.00527139+0.0192152j -0.0144109+0.0143937j 0.00752187+0.0103558j 0.0189485-0.00111257j 0.00315258-0.00211334j 0.0150302-0.01674j -0.0151112+0.0144501j -0.00393625+0.00818778j -0.00272422+0.0249083j -0.00751484-0.00703957j -0.00181579+0.0119464j -0.00268149-0.000926463j -0.00749253-0.00619211j -0.00211275+0.00570253j -0.0041185-0.00750232j 0.0143623+0.00207759j -0.0143683-0.0267971j -0.00646311+0.00644164j -0.00281118-0.0125657j 0.00308224-0.010366j -0.00733588+0.0110155j 0.00171011+0.00671388j -0.00770047-0.00363389j 
-0.00460396+0.0113913j 0.00505026-0.00461585j 0.0160856+0.00980253j -0.0418933+0.0133056j -0.0194487-0.00412383j 0.00481683-0.0187341j 0.0256684+0.0176991j -0.0218928+0.015421j 0.0118668+0.0089022j -0.00637805+0.0252726j -0.0136617-0.00801958j -0.0316937+0.0321207j -0.0327413+0.0214643j -0.0184287+0.0248589j -0.0038088+0.00301782j 0.00953657+0.0100604j 0.0257981+0.0125555j -0.0245836-0.0071525j -0.00892015+0.00906521j -0.0014689-0.00562161j 0.0215558-0.0127575j -8.21387e-05+0.0128314j 0.00259298+0.00384348j 0.0156589-0.0177332j -0.0219144+0.0035665j 0.0117659-0.00211443j -0.0270158+0.0357371j -0.0280192-0.00362467j 0.0120052+0.0133145j -0.0188403-0.0144544j 0.000430595+0.00394951j 0.0119554-0.000791184j 0.00611336-0.0105147j 0.0179384+0.0156164j -0.034203+0.00621826j 0.00178677+0.00331252j 0.0311271+0.0109751j -0.00190174+5.39882e-05j 0.00399468-0.0124868j 0.0126041+0.0161644j 0.00138749-0.00552441j -0.00757474-0.0040879j 0.00612252+0.003458j 0.00856285+0.00303032j 0.012451+0.00477659j 0.00274436-0.00744414j -0.00859358+0.00999702j -0.00829054+0.0178137j -0.00263433+0.00433073j -0.00367711+0.00596767j 0.00383455+0.00115968j 0.0100772-0.017199j -0.00323295-0.00238747j 0.00833575-0.00536844j 0.00385242+0.0174484j 0.000917853-0.00627919j 0.00546411-0.0151693j -0.0232838-0.0304944j 0.000326864+0.0277304j -0.00352573+0.00857319j -0.0221066-0.00292277j -0.00985709+0.00213677j -0.00102921-0.00863321j 0.0031317+0.006805j 0.000935095+0.0236158j -0.00573886+0.00164325j 0.0393802+0.00234248j -0.00118671-0.0108694j -0.0135946-0.0144741j 0.0140269+0.0193596j -0.00348875+0.016183j 0.00163934+0.000812438j -0.00819509-0.00643048j -0.00585612+0.00272574j -0.0228292+0.0118851j 0.0165233-0.00657223j 0.00793885-0.00479041j 0.0157856-0.0133883j 0.00386489+0.0128513j 0.00252274-0.00112869j 0.00356777+0.0153308j -0.00986566+0.00361874j 0.00246852+0.0126995j -0.00159343-0.00389837j -0.0194178-0.0179983j 0.00206818+0.00845359j 0.00969819+0.000731557j 0.00228101-0.0136081j -0.00846563+0.00626814j 0.000347906-0.0150769j 0.00995035+0.00839017j 0.0134826+0.0144355j 
0.008872-0.00339557j 0.00712242+0.00384259j 0.0205277-0.00680982j -0.0187657+0.00614803j -0.00171162+0.00227349j 0.013983-0.00487691j 0.0140361+0.0098187j -0.00227225-0.000283994j -0.0170245-0.0254535j 0.0128198-0.00816775j -0.0148998-0.00456812j -0.00469387-0.00133127j 0.0157575-0.00664859j 0.000155906-0.00114797j 0.0143915-0.00446461j 0.00347972+0.0117587j -0.00236607+0.0121897j -0.0205459-0.00927317j -0.00329963-0.00338575j -0.0135358-0.00576444j 0.0239529-0.00177213j 0.0231153+0.000869955j -0.00129979-0.00385735j 0.0084822-0.00227844j 0.00616397+0.00432034j -0.0135062-0.000500139j -0.00344285+0.00370287j 0.00658621-0.012542j 0.0124039+0.00919641j 0.00728992-0.00179971j -0.01067-0.0129379j -0.0052667-0.00630588j -0.0106287-0.00529545j 0.00693802+0.0020539j -0.0399+0.0189497j 0.00811885+0.0069879j 0.0206815-0.00416319j -0.00602319-0.00434335j 0.00520248-0.00911151j 0.00295978-0.00444582j -0.0107839+0.00164233j 0.00553453+0.00207427j -0.00184304-0.00133931j 0.00845497+0.000487173j -0.00919778-0.00132495j -0.00790516+0.00775799j 0.0063464+0.00444473j -0.00205809+0.00683924j -0.0165638+0.00229306j 0.00468195+0.00450443j 0.00735866+0.00179736j 0.0015885-0.0116149j -0.00994736+0.0110933j -0.00633207-0.00756161j -0.000860737+0.00592985j 0.00712364+0.00308345j -0.00496442-0.0245714j -0.00702913+0.00238109j 0.00162025+0.00836955j -0.00227996+0.0122899j -0.0019043+0.0131363j 0.00792259-0.0113441j 0.000143894-0.00739541j -0.0065979-0.00495625j 0.0261789+0.00733105j -0.0117958+0.00144065j 0.0159323+0.00461188j -0.00594548-0.0207004j -0.00328547+0.00568191j -0.0031704+0.00242493j -0.001677+0.0142382j 0.00330138+0.00367948j -0.0018165+0.00191896j 0.00467045+0.010001j -0.00436229+0.00896909j 0.00139713-0.0125292j 0.0105059+0.0141603j 0.00143922-0.00643189j 0.00395202+0.0123965j 0.00436936+0.00461504j -0.00454292+0.0126541j -0.0114202-0.00885428j 0.0124421+0.00790103j 0.00670093-0.010284j -0.0163834+0.00651424j 0.00578373+0.00766885j 0.00999406-0.000585433j 0.00511008-0.00219068j -0.00372846-0.00305916j -0.0119798+0.0134717j -0.0129863+0.0026234j 0.0107536+0.00118675j 
0.0243998-0.0122465j -0.0059015-0.014545j -0.0606338+0.0554516j 0.0178545+0.0174524j 0.00750878-0.00552612j -0.0544486+0.0342974j 0.0224692-0.0216634j -0.0163494-0.014792j -0.0075802+0.0282494j 0.0178239+0.0121833j 0.00799471+0.00752223j -0.000864297-0.0105781j 0.0132715+0.000942637j -0.00437555-0.00845163j -0.0146207-0.00503202j 0.00422549-0.00799244j 0.006608-0.00891208j 0.00415029-0.00667323j 0.00958899-0.00756813j 0.0203269+0.0207695j -0.00870197+0.0117294j 0.0097893-0.0204004j 0.0336155-0.0150514j 0.016623+0.015277j -0.0093158-0.0170619j 0.000742075-0.0297612j -0.00733739+0.00473449j 0.000282574-0.0158228j -0.0102918-0.00714309j -0.00316258-0.0483251j 0.00860688+0.0181313j 0.0150891+0.026693j 0.021659-0.0118365j -0.00277944+0.00340653j 0.00663483-0.042301j 0.0136817+0.0150508j 0.0220021+0.0201417j -0.000316131+0.011176j -0.0171634+0.00802124j 0.00475159+0.0145183j -0.0172358-0.0187826j -0.00394015-0.00206438j 0.00309571-0.00755205j 0.00685863-0.000375152j -0.00030259-0.00773961j 0.0135753-0.0310514j -0.00597391+0.0131141j 0.0169587-0.00361728j 0.0134093-0.00468655j -0.00219005-0.0035098j -0.00174879+0.00594875j 0.00173148-0.00454407j -0.00104791-0.0155381j 0.011664-0.0105353j 0.0165928+0.00877674j -0.00238626+0.00724726j 0.00090734-0.00752808j -0.00232139+0.00170951j 0.00503298+0.0287916j -0.011912-0.00313068j -0.0127829-0.00479443j -0.0125906+0.00920069j -0.0192828-0.0109062j 0.00764094+0.00991094j -0.0205509+0.00896854j 0.0376504-0.00389642j 0.00236207-0.000254331j 0.0304887-0.0102044j -0.0184452-0.00839141j 0.0195582-0.0244354j -0.0114171-0.0121023j -0.00848665-0.0181507j -0.00742083+0.00286185j -0.0116082+0.00362909j 0.00606635-0.0153093j 0.0109515+0.012894j 0.00951303-0.0244691j 0.00405774+0.0249636j 0.0108916+0.00376582j -0.0151216-0.00337762j 0.019888+0.00543159j -0.00592867+0.0211009j -0.00880212+0.00517491j -0.00276114+0.00233236j 0.00273598-0.00518886j 0.00480879+0.00220094j 0.0107603-0.013627j 0.00591761+0.00641529j -0.0193908+0.00735593j 0.00863198-0.0248336j -0.0142032-0.00656223j -0.0180406+0.000337822j 
-0.0333388+0.0380695j -0.0498083+0.01655j -0.00470315+0.00838386j -0.0400891+0.0267162j -0.002376-0.00154669j 0.0130647-0.00383119j -0.0369153+0.0222361j -0.00508985+0.0104132j 0.00815846-0.000912074j -0.0258843-0.00964312j -0.0170207-0.0120023j -0.0105628+0.00563533j -0.00610307+0.00271593j 0.0142841-0.00589266j 0.00226238+0.00686502j -0.00910056+0.00547101j -0.0251402+0.011844j 0.0202086-0.000577018j 0.0026011+0.000915835j -0.0109768-0.0126548j -0.00519974+0.00886049j -0.00815131+0.00555557j -0.000873345+0.016877j -0.0194087-0.00748072j -0.00884154-0.0136926j 0.0238309+0.0104116j 0.0197121+0.0206873j 0.0110092+0.0269013j -0.0161074+0.00487617j 0.0045135+0.0283038j -0.0188252+0.019439j -0.0100822-0.0120993j 0.00866779-0.00241378j -0.00225836-0.00622709j 0.0258587+0.00784694j 0.0255871+0.00896799j 0.00391073-0.00575071j 0.00299187+0.000683031j 0.0230783-0.0183473j -0.00875533+0.0110108j -0.020929+0.0251157j -0.00509393-0.0205849j 0.00291702+0.000848725j -0.00501301-0.00013057j 0.003943+0.00253937j 0.0148578+0.00394651j -0.0198046-0.00635553j -0.0120453-0.0312985j 0.00523337-0.0246503j -0.00179476-0.000355264j 0.0123733-0.0102813j 0.0208254+0.00916559j 0.000467241+0.00315177j -0.0139082-0.00767936j -0.0105344-0.00268263j 0.00323711+0.00783364j 0.012007+0.0234716j -0.0101717-0.00354188j -0.00666257-0.00260574j -0.00412058+0.00875322j -0.011175-0.014728j 0.00523783-0.0190474j -0.0106359+0.00102699j -0.000952875-0.0119745j 0.00953851-0.0115315j -0.0160693-0.00616173j -0.0159794-0.0127272j 0.0209824-0.0186095j 0.00524432-0.000129991j 0.000983714+0.0103278j -0.00547677-0.0135049j -0.00728932-0.00413879j -0.019384+0.000385873j 0.00666857-0.0113557j -0.0276039+0.00486434j 0.016759+0.0219484j -0.0268488+0.00612433j -0.00376911+0.017776j -0.00191295+0.0126567j -0.00680223+0.00473512j -0.00119443+0.0327624j 0.0190695+0.0125892j 0.00168668-0.00645381j -0.00353692-0.00987146j 0.0319777-0.00950268j -0.00708406-0.0124912j 0.0019444-0.00748515j -0.0131968-0.00205858j 0.00492-0.00349895j 0.0115557-0.0192428j 0.0235896+0.00231021j -0.0168581+0.00187958j 
-0.00715968-0.00324348j -0.000465247+0.000497113j -0.00139522+0.00408251j -0.012025+0.00198836j -0.00560653+0.0068545j 0.00240835+0.000198484j 0.000641629+0.00753686j 0.00654475-0.00423613j -0.00737915+0.00992883j 0.00741475+0.00353746j -0.0169654-0.00865046j 0.00614421-0.0209877j -0.00450552-1.3826e-05j 7.17886e-05+0.00979082j -0.00698275-0.0068849j 0.00690609+0.0197112j -0.0194037+0.00518591j 0.0159875+0.0109901j 0.00431517-0.0185638j -0.0011775-0.0160599j 0.00516041-0.00377241j 0.0134648+0.00123277j -0.00711643+0.00194509j 0.00333549-0.00557213j -0.00234267-0.00459205j 0.0040112-0.00245223j 0.00185477-0.00663887j -0.00742653+0.00903813j 0.00824724+0.00115889j 0.0135758-0.00727849j 0.000843094-0.00223401j 0.00457513-0.00497121j -0.00322407+0.013805j -0.00759529-0.00113084j 0.00686195-0.00522996j -0.00128179-0.00159406j 0.00016688-0.00513443j -2.51979e-06+0.000981792j 0.0152249-0.00608473j -0.0047783+0.00103333j -0.000406033+0.000727092j -0.00152392-0.00744705j -0.00184928-0.000317472j -0.00785395+0.00977246j -0.00194866+0.000212845j 0.00981699-0.00483466j -0.00517565-0.000678373j 0.00543118-0.00698844j 0.00410145-0.00529496j -0.000680894-0.00343468j 0.00231612-0.00413679j 0.000760562+0.0012445j 0.00408381+0.00766743j -0.000295343-0.00519852j -0.00327266-0.00321983j -0.00353601+0.00131366j -0.000917543+0.0114233j 0.00240965+0.00568858j -0.00244515-0.00484021j 0.00158578-0.00549412j 0.00460518-0.00306732j 0.00981773-0.00563286j -0.000958954+0.00975458j -0.00205221-0.0126993j 0.00585355-0.00392857j 0.0060693-0.0136788j -0.000306355+0.00589731j -1.08239e-05-0.00415479j 0.00484746-0.00668461j -0.00141814-0.00281134j 0.0232883+0.0184401j -0.0285765+0.0090236j 0.026379+0.00974979j -0.0315555+0.0191633j -0.00727855+0.0166268j -0.00651154+0.00994791j -0.0101814+0.00434124j -0.00388745-0.0151658j 0.00505614+0.0183851j -0.00436744-0.00497962j -0.00348437-0.00927469j 0.00614305-0.00128609j 0.00558261-0.0033162j 0.00269588-0.0014114j 0.00244015-0.000638002j -0.00183334-0.000167322j -0.002741+0.000356606j -0.00238878-0.00200654j 0.00554839+0.00285067j -0.000108043-0.00026662j 0.00721567-0.00101739j -0.00023674+0.00027434j 
0.00157411-0.00286454j 0.0101128+0.0033535j -0.00354432-0.00760523j -0.0107186-0.00124812j -0.000340604-0.00482281j 0.00392318-0.00600356j 0.00173483+0.00568364j -0.000492732+0.000935274j -0.00420162-0.0103111j -0.0172332+0.00386266j -0.00388498-0.00735538j -0.0255093-0.00861483j -0.00253504-0.013128j -0.0200418+0.000182262j 0.00178002+0.000766421j 0.000478823-0.00733071j -0.0035241+0.00583515j 0.00644733+0.00512702j 0.000619284+0.00484363j -0.010023-0.00774597j 0.00716836+0.00225192j 0.0149724+0.00273584j -0.00579138+0.00189384j -0.00284261+0.0107951j 0.00167867-0.00203156j -0.00841905+0.00424964j 0.010187-0.00742556j -0.00798983+0.00827175j 0.0128897+0.000331075j -0.00308256+0.00130167j -0.00715988-0.00559902j 0.00864914-0.000979404j 0.00334518+0.00837222j -0.00791209-0.00416373j -0.0039734-0.00154727j -0.0200553-0.0156085j -0.00107664-0.00849292j -0.00170424-0.00504622j 0.00889709-0.00686152j -0.00809597-0.00258409j 0.00125878+0.00614677j 0.00213746+0.00212371j -0.00302885-0.0197116j -0.00683744-0.00252969j 0.00252283-0.0139226j -0.00539622+0.00186975j -0.00605016+0.00217853j 0.00121615-0.00222904j 0.00905192+0.00546535j -0.000123675-0.0172148j -0.00104039-0.00214905j 0.00431247-0.003298j 0.00764795+0.007809j 0.000293692-0.00466851j -0.000658032+0.00640585j -0.00640638+0.00422632j 0.0010442+0.0123729j 0.00560577+0.00787333j 0.000858075-0.00310786j -0.00271246-0.0110702j 0.00087203+0.00200417j 0.0100203-0.00598711j 0.00119869+0.0111289j -0.00302697+0.000890341j 0.000744714+0.00869532j -0.000139641-0.00275035j -0.00597442+0.0233837j -0.00645059+0.0120882j 0.000349396-0.00309157j -0.00804991+0.00248331j 0.00205959+0.000400672j 0.01113+0.00926901j -0.0207124+0.0186191j -0.0121653+0.0121243j 0.0160712-0.00173706j 0.0118628-0.00397847j -0.0244002-2.13084e-05j -0.00534254-0.0117829j -0.00706697-0.000323786j -0.0065329-0.0018193j -0.00861022-0.0157407j -0.0024277-0.00667764j 0.00297718+0.00321542j 0.00686638+0.0135993j -0.00350636-0.00362181j -0.00261561+0.00047631j -0.00520309+0.00401007j 0.000504516-0.00291692j 0.00317844+0.00189554j -0.000139145+0.00411535j 0.00525241+0.00143636j 0.00398033+0.000836024j 
-0.0036361-0.0061006j -0.00165663-0.00932189j -0.0220381-0.00345738j -0.00369132-0.00584213j -0.000172169+0.0020011j -0.0264847+0.00420733j 0.0179313-0.00470848j 0.012966-0.00405036j 0.0039037+0.00507413j -0.0106377+0.00650504j -0.00628711+0.00423016j 0.00786529-0.00751917j -0.0148147-0.00456722j -0.0119722-0.00394661j -0.0102937-0.00240097j -0.00116094-0.00888407j -0.021986+0.0108834j -0.0064902+3.05319e-05j -0.0113517+0.00388459j -0.00621021+0.00453487j -0.00913175+0.000712788j 0.0180768-0.00466496j -0.000518461-0.00898256j 0.000548519-0.00587954j 0.0120754-0.00628946j -0.0025109-0.0078539j -0.00912816+0.00745245j -0.0213591+0.00777688j 0.0144587-0.0108918j 0.0072861-0.0285383j -0.00278989-0.00363323j 0.0124024-0.0150717j -0.00223473+0.0281321j -0.00907352-0.00110028j -0.000506959-0.0233029j -0.0082245+0.00724784j -0.00152544+0.00473668j 0.00120713+0.00275074j 0.00166785+8.51337e-05j 0.00703957+0.00240551j 0.00252299-0.0119805j -0.00738089-0.0127097j -0.00407473+0.00973625j -0.00775905+0.0138225j -0.00320559+0.00148435j 0.0155799-0.0221811j -0.00433126+0.000562455j 0.0167584-0.00588532j 0.0107011-0.00465745j 0.00246852+0.00148909j 0.000238028+0.00385171j -0.00450268+0.00859724j 0.00507811+0.00315825j 0.00441102-0.00533034j -0.00159785-0.000656254j -0.00100121+0.00495516j -0.00515361+0.0107192j -0.000809041+0.00651542j -0.00276725-0.0116778j 0.00437963-0.0148518j 0.00384905-0.0114256j 0.00716985+0.00013472j -0.00438479+0.0141947j 0.00462325-0.028921j -0.00422925+0.0034474j 0.0158836-0.0178514j -0.000231381+0.00788794j -0.0118359-0.00234963j 0.00676701-0.0136357j 0.00147672+0.000577644j 0.01406+0.0425114j -0.00527033+0.00990346j 0.000866838+0.0213053j 0.0358469+0.0310977j 0.0203973+0.0294602j 0.0127269+0.00872389j -0.0069352-0.00781353j 0.0103563-0.0293315j -0.0110599+0.044634j -0.00455699-0.0160653j 0.00876096-0.0271348j 0.00125123+0.00168081j 0.00181803+0.00591555j -0.000331582+0.00350845j -0.00394571+0.000900654j -0.0014606+0.0115815j -0.00764826-0.00387007j 0.00630974-0.00347078j 0.00571247+0.00688598j -0.000920751-0.00248244j 0.00392438-0.00562897j -0.00813595+0.00327732j 
-0.0102822+0.00501149j 0.0108078+0.00470771j -0.00939578-0.023687j -0.0226182-0.00543457j 0.00920349+0.00710491j 0.0042775-0.0295734j 0.0321924+0.00179102j -0.0376986-0.00413826j -0.00173196-0.0139102j 0.00213678+0.0119295j -0.0127397+0.00370859j -0.0182532-0.00448291j -0.0106561-0.0118211j -0.00370637-0.00772108j -0.00737475+0.00901247j -0.00509033-0.00162102j -0.00233139+0.00281188j -0.0171212-2.14434e-05j -0.00861439-0.00702947j -0.00110113-0.00162521j 0.0124923-0.00508986j 0.0249833+0.0172077j -0.0136526+0.0124948j -0.001849+0.0156643j -0.00408628+0.00693737j -0.0159324-0.00228536j 0.00582652-0.00937898j 0.00164386-0.00397118j -0.00303804+0.0197359j -0.0151849+0.0405648j -0.0223073+0.00242132j 0.00340693+0.0126004j 0.0284989+6.50398e-05j -0.00395569-0.0127379j -0.0213421-0.0292416j -0.0184667-0.00952128j 0.0029073-0.000525676j -0.00558239+0.000565485j 0.00489811-0.00128631j -0.0136455-0.00188869j -0.00961032-0.00245433j 0.0181291+0.0154365j -0.00733717+0.00735319j -0.00626163-0.00807868j -0.00810698+0.000678622j -0.00307536+0.00091132j -0.00781774+0.00181273j -0.000201621+0.00828634j 0.00444151+0.0165954j -0.00214058-0.00920674j 0.00918724+0.00838111j 0.00736374+0.00614304j 0.014807-0.00129801j 0.00309527-0.00290482j -0.00492587-0.00330411j 0.00700451-0.00175283j -0.00197578+0.0075246j 0.0139812+0.0224807j -0.00243611-0.0113645j -0.00151813-0.0077897j 0.00291379+0.0114565j 0.0149015+0.011625j 0.000115467+0.00581137j -0.0157251+0.0202401j 0.010613+0.0280593j -0.00937339+1.68394e-05j -0.0255489+0.0308226j -0.0203387+0.0359084j 0.000497063-0.00268454j -0.0163623-0.0133239j -0.0226047-0.0294617j -0.00616708-0.00195637j 0.000685806+0.00754708j -0.00555899+0.00247629j -0.00663398-0.027968j -0.00361198-0.0218129j -0.0153841-0.019518j 0.00463967+0.000575598j 0.0131288-0.0325678j -0.0047751-0.00218519j -0.000145764-0.00877458j 0.0064459-0.0106886j 0.0033948+0.0036492j 0.0118614+0.0358174j 0.00557044-0.0104525j 0.000955541+0.0151713j -0.0133279+0.00565756j 0.00553889-0.00369221j 0.00127701+0.00219962j 0.00064335+0.00272959j 0.00974625-0.00273387j 0.000382724-0.00161573j 
-0.00246071-0.0125321j 0.0512714-0.0552895j 0.0561972+0.0375168j 0.0124205-0.0157587j -0.0329361-0.0259017j -0.00476865+0.0415673j -0.062536+0.0218896j 0.0256155+0.0152033j 0.0241295-0.0170559j -0.0282589-0.0172399j 0.0152625-0.012987j 0.0304697-0.0371836j 0.0151196-0.00509817j 0.00363719+0.0405819j 0.00939796-0.00657925j -0.00660123-0.0019281j -0.026918+0.0129289j 0.0322736-0.0175817j 0.013757+0.0153165j -0.000863911-0.00767271j -0.0368905+0.0269631j -0.0105186-0.0135967j 0.0177585-0.0255007j 0.00297892-0.021162j -0.000968605+0.00919038j 0.0373285-0.00206145j 0.0179491-0.0312481j 0.0195683+0.0321044j 0.0137627-0.0418703j 0.0407728+0.000430373j 0.00613026-0.0141928j 0.0088643+0.0350831j -0.0234494+0.00664435j -0.0424364-0.0104766j 0.022473+0.0285825j -0.0249116+0.0123401j -0.0148288-0.0147823j 0.0058805-0.00994552j 0.0278349-0.00204155j 0.00867671+0.00439769j 0.00226886-0.00735528j -0.0149114+0.00780323j 0.00546902+0.00329495j 0.00951697+0.00968777j 0.011893+0.000235141j -0.0223098+0.0102677j 0.0113941+0.00622406j -0.0118431+0.0158219j 0.000806064+0.00324942j -0.0177278-0.00143138j -0.0116069-0.0101275j 0.0036036-0.018007j -0.0130006+0.0151555j -0.0178186+0.0218004j -0.00806525-0.00355846j 0.00244025-0.0158465j 0.0199377+0.0241719j -0.00253995-1.81979e-05j -0.00505783+0.0108437j -0.0134308+0.0168762j -0.0126318+0.00387313j -0.00818914-0.0180544j 0.0149362+0.00932271j 0.0159392+0.0190494j -0.00777081+0.0054354j 0.0115906+0.0216271j 0.00118533+0.0606629j 0.000352934+0.00602939j -0.0130712-0.00450762j 0.0116112+0.00290773j -0.00936273-0.0160526j -0.00677328+0.010969j 0.00409687+0.0211601j 0.00699917-0.0015002j -0.00355628+0.00340167j 0.00755544+0.0184375j -0.00605371+0.0284746j -0.0233397-0.00589405j -0.0152916+0.0079217j 0.00444823+0.0129499j -0.0186514-0.0146501j -0.0065695-0.0107781j -0.00540061-0.0053502j -0.00130406-0.0115408j -0.00648986-0.0028647j 0.00169243-0.0506778j 0.0305041+0.0130938j -0.0228895-0.000106592j -0.0207162-0.0159524j 0.000403521-0.00441576j -0.00636838+0.00033688j 0.0319031+0.000906232j 
