-0.109719-0.04327j -0.0893515+0.0264018j 0.0123306+0.081107j 0.034663+0.0516769j 0.00553318-0.0173219j -0.00420781-0.00928238j 0.0585697+0.0424719j 0.0516931-0.0148583j -0.0189852+0.0359188j 0.00376898-0.095341j 0.0081267+0.0699073j -0.00177505-0.00174344j 0.0411027-0.0210695j 0.0295997+0.00379925j 0.0602346-0.00305593j 0.0049493-0.00373198j -0.0254317-0.0411495j -0.0417758-0.0483478j 0.013815+0.0450345j 0.00909944+0.05542j -0.0145961-0.00850476j -2.00481e-05-0.0434341j 0.0409644+0.00775584j 0.01593+0.0472802j -0.0215134+0.0133378j -0.0111253+0.00447492j -0.000823691-0.00816415j 0.00948442-0.0427418j 0.0188417-0.0143878j 0.0142437+0.00301392j -0.00481757-0.0437845j -0.0113337-0.0443229j -0.0838426+0.0930865j -0.0198825-0.014296j -0.0251458+0.0263235j 0.0129843+0.0235967j -0.0253634+0.0133598j 0.077499-0.0521845j 0.0730263+0.0548201j 0.0227097+0.0127543j 0.0345279+0.0592812j 0.0559049-0.0458784j 0.134466+0.0374424j -0.0707067+0.0589079j -0.0193651-0.0648129j -0.120296+0.0250437j -0.052473+0.00177777j -0.0128573+0.0547703j 0.0522238+0.00778302j 0.00609493+0.0380294j -0.0391513-0.00537286j -0.00765489+0.0280053j 0.0901793+0.0588977j -0.0912678+0.0755777j -0.0827017+0.0180552j -0.00175374+0.0999511j -0.0983679-0.0373996j -0.0306598+0.00604226j -0.145348-0.0883692j -0.0264909+0.0080713j 0.101694-0.0680922j -0.0807506-0.0373573j 0.00315612+0.0834824j 0.0709317+0.0308623j 0.0225041-0.0890185j -0.0562501-0.00258746j 0.0443952-0.215283j -0.243088-0.0816056j -0.220521-0.290069j 
0.0661599-0.0630192j -0.0801392+0.0499733j 0.0426841-0.0107398j 0.0109494+0.054287j 0.00599733-0.0293197j 0.0257647-0.06003j 0.0522041-0.0142881j -0.0538636-0.000935458j -0.013795-0.012547j -0.00391874+0.0222639j -0.0411569+0.047695j 0.0141675+0.000720067j -0.0308505-0.0468549j 0.0209299-0.129403j 0.0663214-0.0248877j -0.053991+0.0483665j 0.117328+0.0196464j -0.00057804+0.0243575j -0.0827584+0.00755219j -0.13371-0.1236j -0.0156217-0.0209014j 0.0255718-0.10644j -0.0538997+0.0797021j 0.0715885+0.0377033j -0.061389-0.0136113j 0.000858307+0.0273296j -0.0100983+0.00892722j -0.181076+0.00586941j -0.0124577-0.0309058j 0.0388892-0.00743015j 0.024969-0.0495567j 0.0871271-0.0120272j -0.0710863+0.115501j -0.12963+0.0648502j -0.0332796-0.0410541j -0.0321715-0.0180183j -0.11778-0.0247414j 0.0341113+0.0309503j 0.155042-0.115233j 0.10863+0.00890658j 0.0912961+0.196046j -0.0592482-0.182328j -0.0722837+0.0440331j -0.0574889+0.0178562j 0.0192585-0.033769j 0.0495095-0.127282j -0.0837449+0.0059823j -0.0331462-0.12028j -0.0819787-0.0337998j 0.0636925+0.176818j -0.0500293-0.00115871j -0.0758636+0.0968039j 0.0339875-0.162885j 0.0567947-0.30551j -0.065615+0.167544j 0.0366541-0.154116j 0.0113136-0.0361379j -0.00624288+0.0860637j -0.126228-0.183316j 0.0589085+0.0872511j 0.0144387+0.033781j 0.000169284-0.0741637j 0.0278239-0.0280094j -0.0272542+0.0746263j -0.0137876-0.0712715j -0.0325618-0.0183335j 0.0120328+0.0645863j -0.017391+0.0949478j 0.0390921+0.0561259j 
-0.0638772+0.0397441j 0.0529226-0.032557j 0.0358738+0.0209613j -0.0106319+0.0426164j -0.00428966+0.00243404j 0.0263234+0.0615209j 0.0214892-0.00791053j -0.000662333-0.0721916j -0.0545092-0.0940861j -0.0576558+0.0653448j -0.00398329+0.0712051j 0.091733-0.0439051j -0.0746183+0.0174471j 0.0267671-0.0634446j 0.0572625-0.0822625j 0.0332641+0.00925467j 0.0139803-0.026831j -0.0273045-0.0313817j 0.0460406+0.00461215j -0.0568838+0.0139931j 0.0344237-0.0715164j -0.0804343-0.104742j -0.111907-0.00153977j 0.111527-0.0928205j -0.207366-0.167554j -0.055767-0.154439j 0.00105508+0.0684153j -0.28164+0.030174j 0.10883+0.0737906j 0.0733095-0.0304766j -0.0177184+0.0684653j 0.0352168+0.169285j 0.00565001+0.131517j -0.233428+0.145607j 0.0642676+0.0233574j -0.0518559-0.0570317j -0.0867584-0.148615j -0.0404206-0.0180133j -0.0712049-0.103221j -0.0539726+0.00327323j 0.0199998+0.0405827j -0.0137695-0.0400506j 0.0204865+0.144528j 0.0232656-0.118455j -0.116329-0.00984152j 0.0376837-0.0243728j 0.0407847-0.0644842j -0.0028473-0.0461932j 0.109476-0.022898j -0.102323-0.146228j 0.0664723+0.0064453j 0.0513922-0.0107387j -0.0184084+0.0328061j 0.0307652+0.073767j -0.00664278-0.156271j 0.0108103-0.00623641j 0.045266-0.04173j 0.0174357+0.0140272j 0.027163+0.0637417j -0.0157212-0.0326009j -0.0452081-0.0360603j 0.0228041+0.030189j -0.00116925+0.0115597j -0.0161143-0.0394055j -0.0224331+0.131471j 0.0244232+0.0353703j 0.00200008-0.0340467j 0.0292193-0.0622552j 0.0235397+0.0614906j 
0.00148884+0.0060336j -0.0623211+0.0960247j -0.0182373-0.0719388j 0.0457082+0.0123902j 0.00723215-0.0357246j 0.0891102-0.072285j -0.00101947+0.076348j -0.0439142+0.0465249j 0.0237149-0.0173141j -0.0272408-0.0205502j -0.00389081+0.0350516j -0.0109973+0.0404294j 0.00417871-0.10537j -0.0143084+0.011486j 0.0382107+0.108659j -0.0834438-0.120135j -0.0105252+0.0743638j -0.13621+0.0345497j 0.0114799-0.0937784j 0.0505315+0.0520047j -0.0196782+0.172675j -0.118048+0.103002j 0.066873-0.044434j -0.0699234-0.00463653j 0.0500069+0.133773j 0.0724623+0.0197461j -0.126982-0.0354614j 0.139267-0.000372324j -0.019591+0.0101128j -0.0562242+0.0628056j -0.0161819-0.0140483j -0.110535-0.0920714j 0.00295717-0.00197227j 0.0973407-0.101901j 0.0424031+0.0255268j 0.137374-0.0573284j 0.0235764+0.0384972j -0.0105559+0.0209508j -0.0230018-0.0180371j 0.0120441-0.174184j 0.0648286-0.104718j -0.0265787+0.0633891j 0.0168808+0.0690064j -0.0261408-0.0682667j 0.043752-0.0650085j 0.0973923-0.023218j -0.0278868-0.0170307j 0.0352213-0.133919j 0.0619721-0.0215888j -0.0101071+0.0270945j 0.0613288+0.0156406j 0.0734504-0.0316373j 0.0417272-0.0921574j 0.0502901-0.137619j -0.0479788-0.0417281j -0.0296641-0.211063j 0.124105-0.133553j 0.0081751+0.0273708j -0.0118193-0.0757655j 0.04202+0.0174876j -0.00188839-0.00289023j 0.0946901+0.0163819j -0.0459483-0.00410916j -0.0759083+0.0336093j -0.0440784+0.143757j 0.0139802+0.0794828j 0.00245886-0.00687204j 0.0440176+0.0459871j 0.0790146+0.205258j 
-0.010225+0.0424781j -0.0154468+0.00764942j -0.0449715-0.0403661j 0.0207487-0.00990767j 0.0580197-0.0864283j 0.0235942+0.0477183j -0.00784886+0.0554003j -0.0328674-0.031561j 0.0169158+0.007175j -0.00342635-0.00807029j 0.0312056+0.00411604j 0.00348537-0.00259834j -0.0361933-0.0181518j 0.0441069-0.00139245j -0.0282651+0.0627327j 0.0110772-0.0339655j 0.0458004-0.13531j -0.110546+0.0614058j 0.045-0.0118816j 0.114129-0.0653205j -0.135613-0.0823097j 0.023591+0.0331513j 0.00346129+0.0467655j 0.0274356+0.0029614j -0.015364+0.00657952j -0.00511765-0.0573523j 0.177242-0.113708j -0.052108+0.0177977j -0.0194353-0.0219249j 0.047578-0.0509204j 0.0155026+0.00430368j -0.0041348-0.0515679j -0.11303-0.0166999j 0.0396851-0.029747j 0.0606215-0.00810406j 0.0527605+0.0518704j 0.0395841-0.0570644j -0.0117695+0.0272062j 0.0572876+0.00897959j 0.00100969+0.0555579j -0.0580093+0.0715102j 0.0673592+0.0600567j 0.118302-0.0622271j 0.0138393-0.041636j 0.143777-0.121844j -0.0994374-0.0258582j -0.0902226+0.0840954j -0.162276-0.0463177j 0.0413541+0.0657956j 0.138509+0.215987j -0.172335-0.0366397j -0.20365-0.0564243j -0.0101374-0.0902001j 0.112845-0.0138569j 0.0263507+0.0396889j 0.0428738-0.019905j 0.103775+0.0104687j -0.0303005+0.0713172j -0.0841709+0.0981085j 0.0523499-0.0297005j 0.0622972+0.053196j 0.108994-0.0117437j -0.0573821+0.0413421j -0.0269104-0.175906j 0.00176905+0.0798452j 0.056737-0.0734715j 0.0195413-0.0186945j -0.000694348+0.000921981j 0.0149511+0.0146727j 
0.0715188-0.079914j -0.0230661-0.0192051j -0.00424388-0.0222335j -0.0354813-0.0371906j 0.0347733+0.0826121j 0.0470078+0.00645352j 0.07225-0.00128327j -0.0665274-0.0215642j 0.0132812-0.0287243j 0.0177283+0.0141261j -0.0313401-0.00754457j -0.0801681-0.0794896j 0.00407619+0.0503611j 0.0107536+0.001924j 0.0189678-0.0284466j -0.0967828-0.0558543j -0.0531093+0.0500478j -0.0753746-0.0304971j -0.0389322-0.0273549j -0.0127435+0.00377526j 0.0778096+0.0878586j 0.0129652-0.0459825j -0.00376797+0.0135448j -0.00424631-0.00622765j -0.0395186-0.0122189j 0.00188929+0.0835247j 0.0885428+0.0875719j -0.0971672+0.0216856j 0.0364114+0.0122985j -0.0144355+0.0271388j -0.0692711-0.0843392j 0.0284681+0.0542007j 0.0132918+0.0777807j -0.03847+0.0783977j 0.0376929+0.00931737j 0.0500177-0.0160459j -0.043791+0.0366043j -0.00562531+0.0165279j 0.0712513+0.0573263j 0.083261+0.0526173j -0.0934936-0.0505334j -0.0165423-0.0873176j 0.00912296+0.0813002j 0.0236444+0.0198749j 0.0336358-0.101618j -0.0126236-0.0700827j -0.0668639-0.0147368j 0.0220546-0.0303032j -0.0256404+0.00632978j 0.097523+0.0565399j 0.0104526-0.0305869j 0.0228202-0.0929692j -0.0628522+0.000107064j -0.0500299-0.0317813j 0.0241156+0.0798769j -0.182095+0.0529891j -0.0385848+0.090038j -0.00726179-0.0180096j 0.207067-0.121613j 0.0235016+0.114336j 0.1153+0.0387874j -0.0258494+0.0587604j -0.149787+0.0156553j 0.0182087-0.0841225j 0.0820359-0.0764133j 0.00637898-0.0641979j -0.0132514-0.0811462j 0.0873164+0.184153j -0.0575303+0.0630593j 
-0.0465747+0.0553503j 0.110648-0.0332531j -0.0158309+0.060943j -0.107347+0.12789j 0.0876507+0.00786965j 0.0823534-0.0742021j 0.00132482-0.00399488j -0.0291122+0.0174616j 0.00373694-0.00060301j -0.0254063+0.0243286j -0.0384811-0.00126284j -0.0192435+0.0146147j 0.0935226-0.0760993j 0.0572066+0.0350897j 0.00381872-0.0385347j -0.0499607-0.0621737j -0.0264894+0.0952485j -0.0161252-0.146238j 0.0390142+0.0220774j -0.124968-0.00259593j -0.0715454+0.0597206j -0.0537695+0.00695464j -0.043394+0.0209045j 0.0977695-0.0104758j -0.01275+0.061157j 0.0229657+0.00785015j -0.0746934+0.0627642j -0.0249688-0.056524j -0.00200947+0.0254113j -0.0177025+0.0439664j -0.0031314+0.0125475j 0.013384+0.041253j 0.026189-0.0248254j 0.0352187+0.041126j -0.00846744+0.0510778j -0.0733701-0.0214141j -0.00337172+0.0263826j -0.0106973-0.053272j 0.096722-0.107948j 0.104757-0.0110345j 0.00575584-0.0404506j 0.0175338+0.0461784j -0.000196406-0.00974498j 0.108845-0.0715323j 0.272834-0.0731763j -0.0155684-0.0715585j -0.111231-0.0470868j 0.0407376+0.00395356j 0.058129-0.181628j 0.106655+0.212071j 0.0226459-0.0230784j 0.0441187-0.0895573j 0.0187707-0.0188617j -0.188932+0.0979031j 0.0926952-0.104689j 0.116892+0.00400578j 0.0787086+0.00141014j -0.133277+0.0269289j -0.0248649+0.0420799j -0.116357+0.0350572j -0.0413451-0.0468929j 0.0638373-0.0919224j -0.00998559+0.0539814j -0.064221+0.104901j -0.0322521-0.0991341j 0.11321+0.00946723j 0.0173027-0.0604382j -0.084734-0.122075j -0.0451906-0.100758j 
0.049774+0.0230684j 0.127501-0.100877j -0.0363566+0.0530692j -0.0624078+0.0364694j 0.0704257+0.0124763j -0.00221812+0.033827j 0.0298897-0.0454126j -0.048748-0.0286318j -0.0252472+0.0171849j 0.0464345-0.0158783j -0.0186299+0.0160085j -0.109536-0.0394169j 0.156417-0.0140694j 0.0166948-0.00483232j 0.0166411-0.0288063j -0.0406658+0.0172409j 0.00751644+0.043882j -0.0159294-0.0628825j 0.0840458+0.0526689j -0.0963171-0.0967996j -0.0115368+0.0488095j 0.0336173+0.00299623j -0.0821816-0.0326992j 0.00240857-0.047455j 0.00188416+0.0366776j 0.0580023+0.0326903j -0.0353357+0.074668j 0.0337908-0.00313061j -0.000881806+0.0268977j 0.0037183+0.000374927j -0.000966665+0.0697171j 0.00877943+0.0455229j -0.0090877+0.0498378j 0.0183233-0.0115949j -0.022925-0.000677293j -0.0617221+0.0471642j -0.0242954+0.0219865j -0.00944829-0.0448046j 0.0482904+0.0516854j 0.0550651+0.056832j 0.00347154+0.110696j -0.0425092-0.0160526j -0.0219341+0.0189761j -0.0174567+0.0256247j 0.137413-0.0227507j -0.137703+0.0592852j -0.0177406+0.0433697j 0.0865958+0.092373j -0.0352683-0.0457638j 0.106631+0.033726j 0.0293353-0.0510045j 0.0547127+0.03458j -0.0283413-0.0112776j -0.0833333-0.0650132j 0.00776683-0.00520556j -0.0543426-0.0558778j 0.0620951+0.00678333j -0.00235737-0.0244109j 0.0917523+0.0735046j -0.0273583+0.00396687j 0.00445743-0.0574438j 0.116224-0.0400861j 0.0127154-0.119456j -0.0346808-0.022829j 0.0127639+0.0555698j 0.0855513+0.022454j -0.0731665+0.0301354j 0.0825383+0.0181591j -0.0340242-0.0314423j 
0.032983-0.00772016j 0.076105-0.0839846j -0.0161098+0.0195846j -0.00863897-0.0395462j 0.00222668+0.0152454j 0.0333187-0.00965954j -0.00661091+0.0220092j -0.0443562+0.0115101j 0.00338837-0.014479j 0.00086478+0.0572718j -0.01375+0.0089578j -0.000700313+0.0148941j 0.00112087+0.00945534j -0.00848846+0.0391313j 0.0230118+0.00278195j -0.0561883-0.0283098j 0.0151172+0.0049522j -0.06736-0.0229829j -0.0374129+0.0386192j -0.0339827+0.0145065j -0.00937954-0.00366975j -0.0266703-0.0177776j 0.00988582-0.0312488j 0.0222833-0.0167205j 0.0123272+0.0408459j 0.0167312-0.0182449j 0.0081398-0.00666802j -0.00289391+0.00289809j -0.0106423+0.00405012j 0.00565015-0.0115243j 0.0342693-0.0187552j -0.00149215+0.0167944j 0.00875005+0.00105784j 0.00762078+0.0170077j 0.04974-0.0104084j 0.0160498-0.0309432j 0.00140959-0.0333628j 0.0154975+0.0617711j -0.0426979+0.0164708j 0.0250633-0.00620875j 0.0205318-0.0789276j 0.0120635+0.0492806j -0.0400355-0.0453479j 0.0413426-0.0259817j 0.0297213+0.0311373j 0.0350331+0.085805j -0.0595368-0.0532783j 0.0395625+0.0414675j 0.0443464+0.0367461j 0.0613858-0.00366348j 0.00113938-0.0139122j 0.00099554-0.0153773j -0.00592833+0.0177732j 0.00230815+0.0195789j 0.0387227-0.0446731j -0.0572025+0.00134634j 0.0234207-0.000944007j 0.00269249-0.00193752j 0.0480657+0.0128579j -0.0246532+0.00264185j 0.0181815+0.0220946j 0.0474851+0.0294433j -0.0668532-0.00657334j -0.030936-0.0195035j 0.00525599+0.0444593j 0.0303747-0.00206687j -0.010958-0.015717j 0.0748717+0.063582j -0.0219451-0.00241868j 
-0.0871218+0.14804j 0.0348459+0.0453265j -0.0620412+0.0673746j -0.0348101+0.0285396j 0.0186303-0.0264058j -0.0143911+0.0464451j -0.0509526-0.0118477j -0.0229381+0.0372622j -0.0408277+0.023251j 0.0735861-0.0413308j 0.0243946+0.00341351j -0.031779+0.0624006j 0.011945-0.0271165j -0.0232201-0.0546612j -0.0300636+0.0229493j 0.0957206+0.0460654j 0.0124244-0.0693859j -0.0288245+0.134122j -0.0696425-0.0562803j 0.0495678+0.15022j -0.11117+0.14722j 0.0278518+0.0670602j 0.0839749+0.0310207j 0.0220403+0.0249734j 0.0161043-0.0697793j -0.0244818-0.0545054j 0.162547+0.0161931j -0.0588321+0.039206j -0.0487312+0.0281832j 0.0173384-0.0143251j 0.0258088+0.030873j -0.0266651+0.0416286j -0.128374-0.00275942j 0.0445391-0.0686163j -0.00286173-0.052212j -0.0437884+0.0235977j 0.0117883+0.0325621j 0.0731186-0.0711948j 0.106167-0.0207496j -0.022557+0.00652702j -0.0396608+0.0101358j -0.0371596+0.0572428j 0.00938528+0.0399321j 0.0646615+0.0124406j -0.0901641-0.0413905j 0.130786-0.132471j -0.0924476+0.0623062j -0.0428572-0.157394j 0.148243-0.125949j -0.113856-0.0581378j 0.0219799+0.0484286j 0.0164102-0.0254209j -0.0169432-0.0450527j -0.00938323+0.0831881j 0.0126306-0.00150098j 0.0472855+0.00661018j -0.00812145-0.0137037j -0.0286505-0.0113537j -0.00788153-0.0286074j -0.0248758+0.00851087j 0.0390334+0.0336573j -0.0751721-0.0318229j 0.0113856-0.0125367j 0.0304041+0.0740079j 0.0264903-0.0601687j -0.0510055+0.0301115j 0.0355732+0.0199887j -0.0488612-0.0475308j -0.0175814-0.0512366j 
-0.0432973+0.0715892j 0.0410203+0.0840896j -0.0155213-0.0204206j -0.0829032+0.056044j 0.0648676-0.0275925j -0.0266934+0.0296219j -0.0197167-0.0580546j -0.00697915-0.020714j -0.00548196+0.0317214j 0.0263191-6.20182e-06j -0.016284-0.0255519j -0.0704449-0.0315661j 0.0629495-0.0340106j 0.0264261-0.0534098j -0.0648481+0.00454831j 0.0253668+0.0519732j 0.0142966-0.00768993j 0.0416633-0.0125209j 0.10898-0.0326694j 0.0085551+0.00316928j -0.0326639+0.0914444j 0.0734899+0.0406072j -0.0432241+0.0635136j 0.002411-0.0188878j 0.0237173-0.0485245j 0.000901631-0.00175309j 0.038427+0.0258051j -0.00702654+0.0152882j -0.00416435+0.00233035j 0.00645136+0.0209345j -0.0174782+0.128716j 0.010883+0.0286179j 0.017354-0.0746776j -0.0046488-0.0543363j -0.0374273+0.0288682j -0.0390094+0.0131058j 0.0253919+0.0251427j -0.0568509-0.0763532j -0.0135608+0.00860951j -0.0188784+0.0819088j 0.00835915+0.0859895j -0.0347204-0.0254468j -0.0761677+0.00853619j -0.00620065-0.0641916j -0.00186282-0.0425698j -0.0580063-0.0451848j 0.0835175+0.0977486j 0.043651-0.0728983j 0.0236525-0.101353j -0.0704332-0.0111622j 0.0404044+0.0114568j 0.0535045-0.0099951j -0.0363695-0.0887822j -0.0540152-0.140799j 0.0421947-0.0272943j 0.10238-0.102788j 0.0241788-0.0221422j -0.0244899+0.0195312j 0.0494221+0.0334846j 0.0175188+0.0273375j -0.122362-0.0940449j 0.0493356-0.10588j 0.080768-0.142133j -0.0490603-0.0556079j 0.00501157+0.0921949j 0.0553047+0.0737064j 0.00765986+0.103965j 0.0459482-0.0659265j 0.0570944+0.077407j 
0.0856824+0.0891142j 0.180538-0.213771j -0.0794625+0.0920067j -0.0236314-0.0362016j 0.0216666+0.00692627j -0.0335522+0.0381868j -0.000469842-0.0694197j -0.0667783+0.0331101j -0.00721869+0.0196633j 0.00701007-0.0279941j -0.0162988-0.0251827j -0.0969441+0.0284239j 0.0121696+0.014099j -0.0459709-0.0223447j -0.0231474+0.0135054j 0.0329459+0.0692866j 0.0612761-0.0580776j -0.0370987+0.102729j -0.061372+0.034429j -0.119659-0.0276821j -0.0527894+0.00898413j 0.0231219+0.0159007j 0.0201299-0.0857643j -0.0243097-0.0297261j 0.0227301+0.0116833j 0.0403136-0.0303024j 0.0419697+0.0180574j -0.0425351+0.0500607j -0.0249102+0.0217544j -0.0399126-0.0138287j 0.00462675-0.0307876j -0.0157892+0.0632126j -0.0475239+0.0793467j 0.0191802+0.0242211j -0.0148749-0.0110477j 0.0275063+0.0202843j -0.0130343-0.041911j 0.0756227-0.0326053j 0.13719-0.0199872j 0.0596022+0.0303039j -0.0736008+0.0425788j -0.0309381-0.0484316j 0.0306083-0.0654431j -0.0494235+0.0241786j 0.0738059+0.055897j 0.0520287+0.0256024j -0.0826409+0.0288303j -0.0410994+0.104161j -0.0103904+0.0309496j 0.060332-0.0929147j -0.00138894-0.0058901j 0.00129234+0.0421707j -0.00958561+0.0508661j 0.0622043+0.102731j 0.0111277+0.0954389j -0.082204-0.0149113j 0.0732886-0.0289558j -0.0507335-0.0440935j -0.011105+0.111176j -0.0672557-0.0656692j 0.12042+0.0792112j 0.0716243+0.110934j -0.11504-0.0462841j -0.0107437+0.115724j -0.0106242+0.0475966j -0.00896004-0.00347379j -0.0584766+0.0166124j 0.0436372+0.0302319j -0.035629-0.0872874j 
-0.129422+0.110667j 0.00903191+0.124229j 0.0177023+0.0134676j -0.0983814+0.0273335j 0.0384112+0.00206663j 0.0438007+0.0519628j -0.0167552+0.0225325j 0.0339663+0.0247501j -0.00376185-0.00545461j -0.0303535-0.0315005j -0.00375599+0.0344323j -0.00310054+0.0419362j 0.102367+0.0606486j -0.0129254-0.00881178j -0.0166125+0.0313075j 0.0191973+0.0403914j 0.0178831-0.0526957j 0.0932818+0.00272221j 0.0528241+0.0152006j 0.0189832-0.0279321j 0.0252472+0.0465676j 0.0339717+0.0809607j -0.104545-0.0104635j -0.0850733-0.0340065j -0.054179+0.0526563j -0.0229262-0.0627478j 0.0821772-0.0289425j 0.0830129-0.00608526j -0.00166144+0.0407842j -0.0361733+0.0245057j 0.0584736-0.0218202j 0.0951258+0.0450538j -0.0182833-0.0520625j 0.00428877+0.030505j -0.0607386-0.0183432j -0.0444845-0.0878682j -0.0231249+0.0335258j -0.0405873-0.0815825j 0.0669214-0.0572865j -0.0278511-0.096913j -0.0650605+0.100384j 0.109661+0.0921228j 0.0617618-0.141176j -0.0662227+0.00252259j 0.00862234-0.0454032j -0.126949-0.187696j 0.0421104+0.0965572j -0.055935-0.038616j -0.16361-0.15543j -0.0348396-0.0495905j 0.0942102+0.00951227j 0.0701978+0.00962827j -0.0756642+0.00034537j 0.0041988-0.0322822j -0.071283-0.0088301j -0.0574418-0.0859494j 0.0177518+0.0660373j 0.0200728+0.0571666j 0.0670382+0.0358158j 0.0320744+0.0208087j 0.024185+0.00555791j 0.0516626+0.0918316j -0.0462742+0.141012j 0.0267692+0.00252015j 0.0384496-0.0378347j -0.0413889+0.0381051j -0.0545513-0.00980054j 0.0504621-0.00871321j -0.025566+0.0300846j 
-0.0323953-0.0230977j -0.0465604+0.0625943j 0.0278453-0.0242293j 0.0136956-0.00729165j -0.0382752-0.00714388j -0.019171+0.00979984j -0.0381605+0.00169293j 0.0478285-0.022855j 0.00695302+0.00873294j -0.00737035-0.00756842j 0.0216351-0.00661384j 0.0467574-0.0149475j -0.0296742+0.0151329j -0.0102389-0.00829729j -0.031988+0.00807903j 0.0639458-0.00640841j -0.0539585-0.0182422j 0.0458722+0.0451899j 0.0256674-0.00469475j 0.0344453+0.0294861j 0.0317792-0.0139132j -0.0145952-0.00826934j -0.0376358+0.000929985j 0.0234102+0.0271898j 0.0626403-0.00236391j -0.0256624+0.012509j 0.0508809+0.00124971j -0.021965-0.00548788j 0.0263319-0.0135505j 0.0644654+0.00446823j -0.0076044-0.0186657j 0.0127421-0.0305136j 0.0110735-0.0016747j 0.0231796-0.0225927j 0.0246644+0.00590564j -0.0438617+0.0126617j 0.0104193+0.0191498j 0.0382149-0.0233877j -0.000285293-0.0474396j -0.0115633-0.00937499j -0.0422788+0.00712729j -0.00466939-0.0148559j 0.0669615+0.0304358j -0.00567292-0.00084302j 0.035314+0.0762088j 0.0793521-0.0869911j 0.0343376-0.0242492j -0.0357816+0.0087029j 0.00374463+0.00320914j -0.00671894+0.00955225j 0.00700654+0.000817339j 0.0331747-0.0550823j 0.127711-0.0920457j -0.0287423+0.0203352j 0.0202781-0.0784144j 0.0276475-0.060013j 0.0177643-0.0521898j 0.000690951-0.0284199j -0.0577056-0.0954316j -0.056149-0.0152042j -0.0172814-0.0534195j -0.0363645-0.07432j -0.00233128-0.0207616j 0.00180895-0.0877385j 0.00518933-0.0139278j -0.0131393-0.0209447j -0.0223159+0.0360819j -0.0181389+0.0221904j -0.0141973-0.00221593j 
0.168632-0.06722j 0.0685792-0.158795j -0.061692+0.0455028j 0.0426721-0.037558j -0.000994704-0.015154j 0.0530276-0.011511j -0.00174046-0.0132694j -0.0570457+0.0330295j 0.0076036+0.00886956j -0.0255931-0.00313951j 0.0482182-0.00540924j 0.0166387+0.0358403j -0.0234531-0.0350746j -0.0299884-0.00445421j 0.0177038-0.0193811j 0.0397783+0.0282668j 0.0335988+0.00862534j -0.11918+0.0630774j -0.0277502+0.0393719j 0.020719-0.0427366j -0.061824-0.0356758j -0.0531519+0.0533208j 0.0332195-0.0736699j 0.0384315-0.0121839j -0.0284179+0.0656731j 0.0137194-0.0223631j 0.034579+0.024251j -0.0546146+0.0142675j -0.0239697-0.00573674j -0.00927625+0.00314534j 0.018031-0.0229017j -0.0740676+0.00588364j -0.0535909+0.0419552j 0.0106165+0.013621j 0.0464995-0.0847214j 0.000197399-0.0295917j 0.0479862-0.024389j -0.000685114-0.0359244j -0.0236757-0.00721114j -0.0452965-0.0329866j 0.0394587+0.0144041j -0.0538417-0.026903j 0.00258659-0.106448j 0.0616274+0.0385964j -0.0111816+0.0792954j 0.0051504+0.00269305j -0.0626998-0.0218685j 0.0503257+0.0867493j 0.0381581-0.0624993j 0.044766+0.0787408j 0.0288417+0.0396384j 0.0226659+0.0291161j -0.00991093-0.0760229j -0.00423227+0.112807j 0.0277063+0.0122253j -0.0167759+0.0174654j -0.0148873+0.00755521j -0.0368805+0.0467649j -0.00948294+0.0235346j -0.041153-0.0264053j -0.0293531-0.041462j 0.0296311+0.0292401j 0.135403+0.0959077j -0.0424241+0.0778987j -0.00453173+0.0808511j 0.034389-0.0965928j 0.0160023-0.083861j 0.00131887-0.0565402j 0.110338-0.00155737j 
