-0.109719-0.04327j -0.0893515+0.0264018j 0.0123306+0.081107j 0.034663+0.0516769j 0.00553318-0.0173219j -0.00420781-0.00928238j 0.0585697+0.0424719j 0.0516931-0.0148583j -0.0189852+0.0359188j 0.00376898-0.095341j 0.0081267+0.0699073j -0.00177505-0.00174344j 0.0411027-0.0210695j 0.0295997+0.00379925j 0.0602346-0.00305593j 0.0049493-0.00373198j -0.0254317-0.0411495j -0.0417758-0.0483478j 0.013815+0.0450345j 0.00909944+0.05542j -0.0145961-0.00850476j -2.00481e-05-0.0434341j 0.0409644+0.00775584j 0.01593+0.0472802j -0.0215134+0.0133378j -0.0111253+0.00447492j -0.000823691-0.00816415j 0.00948442-0.0427418j 0.0188417-0.0143878j 0.0142437+0.00301392j -0.00481757-0.0437845j -0.0113337-0.0443229j -0.0838426+0.0930865j -0.0198825-0.014296j -0.0251458+0.0263235j 0.0129843+0.0235967j -0.0253634+0.0133598j 0.077499-0.0521845j 0.0730263+0.0548201j 0.0227097+0.0127543j 0.0345279+0.0592812j 0.0559049-0.0458784j 0.134466+0.0374424j -0.0707067+0.0589079j -0.0193651-0.0648129j -0.120296+0.0250437j -0.052473+0.00177777j -0.0128573+0.0547703j 0.0522238+0.00778302j 0.00609493+0.0380294j -0.0391513-0.00537286j -0.00765489+0.0280053j 0.0901793+0.0588977j -0.0912678+0.0755777j -0.0827017+0.0180552j -0.00175374+0.0999511j -0.0983679-0.0373996j -0.0306598+0.00604226j -0.145348-0.0883692j -0.0264909+0.0080713j 0.101694-0.0680922j -0.0807506-0.0373573j 0.00315612+0.0834824j 0.0709317+0.0308623j 0.0225041-0.0890185j -0.0562501-0.00258746j 0.0443952-0.215283j -0.243088-0.0816056j -0.220521-0.290069j 
0.023573-0.00847858j -0.0249433+0.00714972j 0.036483-0.0167171j 0.00504017+1.39736e-05j 0.0118177+0.0112653j -0.00594852+0.00500309j 0.00543166+0.00789094j -0.00944454-0.0175447j 0.0162326-0.00678242j 0.0060373-0.0022345j -0.0150468+0.00214248j -0.0210048-0.00578205j 0.0254456-0.00599382j -0.00651408+0.0100352j 0.0168417-0.00270633j -0.046481-0.00610078j 0.0270281+0.0150135j -0.00175287-0.0264622j -0.0106535-0.0143805j 0.00901697-0.0285231j 0.00950469+0.0257617j 0.00558453+0.0159807j -0.0109975+0.00945671j -0.0252258-0.000158085j -0.0201982+0.0123517j 0.0189411+0.00557596j 0.033262-0.010982j 0.00864452+0.00229305j -0.00447299+0.00234198j -0.0227402+0.0085406j 0.00652659+0.00909601j 0.0010936+0.000903131j -0.00942894+0.0109996j -0.00665718+0.000245534j -0.00899783-0.00750177j 0.0289246-0.010965j -0.0101294+0.0018442j -0.00374923-0.0251207j -0.00641539+0.0124575j -0.00423786-0.00849828j 0.00909649+0.0131048j 0.00389024-0.0218389j -0.00937008-0.0207424j -0.00131943-0.0178223j 0.019796+0.0228819j -0.0261019-0.00424613j 0.00748101-0.016902j 0.00864254-0.00540163j -0.0305915-0.0485974j -0.0212838+0.0129131j -0.028082-0.000933167j -0.00883415-0.00554532j 0.00319813-0.013577j 0.00161405-0.00205527j -0.0106146+0.0276542j -0.00303052+0.00450501j 0.0157015-0.00267295j 0.0295524+0.00585902j 0.0072011+0.0122591j 0.0249574+0.00801941j 0.000999964+0.00479948j 0.0151027+0.0216203j 0.00373305+0.0282375j -0.00294263-0.0141755j -0.0178517-0.00270864j 0.00968641-0.0262335j -0.00388322-0.0182117j -0.0105164-0.0126327j 0.0277971+0.00678322j 
-0.0219063+0.0222664j 0.0278115-0.00830664j 0.0251683+0.00924646j -0.0249095+0.0258984j 0.0072197+0.00681349j -0.00783128-0.000560308j -0.00909522+0.00297566j 0.0166506+0.00623685j 0.00184171+0.00364673j -0.0200591+0.00119822j -0.00019484-0.00435451j 0.00248654-0.00666564j 0.0306397-0.0161941j -0.00639494+0.0195644j -0.000295721+0.000873602j 0.01028-0.0270016j -0.00875359+0.0269337j 0.0122992-0.00693116j 0.0117621+0.00641786j 0.00565534-0.00258039j -0.0277961-0.0027137j -0.00441531-0.0177137j -0.0115997+0.0258629j 0.0256653+0.0187636j -0.00815074+0.0125845j 0.0124324+0.0117386j -0.00438174-0.0104047j -0.00849744-0.0114215j -0.00325523-0.00163151j -0.0141554+0.0117062j -0.057825-0.00547244j -0.0103439-0.00831036j -0.010551+0.000225031j 0.0177767+0.00443864j -0.000862407+0.0148978j -0.0167412+0.0122949j -0.00413289+0.00287805j 0.0389821+0.0124427j -0.0133274-0.00657846j -0.000867422+0.0268576j -0.00202511+0.0145061j -0.00291647+0.0316384j 0.00544261+0.0265218j 0.0441729-0.00417868j 0.00776093+0.000131767j 0.0216475-0.0401865j -0.00778931+0.00203715j -0.0112992+0.018031j -0.000579122-0.00437263j -0.0138407-0.0144362j -0.0229054-0.0241492j -0.0231861-0.00229001j 0.00826984+0.0162733j -0.0172674-0.0160666j 0.0229871-0.00679354j 0.00631096+0.00770119j 0.0218033+0.00926273j -0.0299132+0.014125j -0.00765183+0.0107316j -0.0315368+0.0103389j -0.0152565+0.0032465j -0.00505204-0.0100753j -0.00593806-0.00160226j 0.00902788-0.0130153j -0.00464185-0.0283846j 0.000461417+0.0102369j 0.00572954+0.00341748j -0.00693954-0.00215507j -0.0233155-0.00306055j 
0.0082292-0.0229999j -0.0308603+0.0451525j 0.000212537+0.0113686j 0.0461536+0.0127776j 0.00226514-0.00379009j 0.0185458+0.00982239j -0.0323433+0.0102752j 0.0117475-0.00379471j 0.00812653+0.0152218j -0.00515863-0.00901464j 0.0103715-0.0153753j 0.0161313-0.021145j -0.0419103+0.00883808j 0.0254436+0.00154536j -0.0321789+0.01962j 0.0597659-0.0218492j 0.00333702-0.0511062j 0.00703648-0.00661289j 0.0365908-0.0329371j 0.0125908-0.00469137j -0.0112154-0.028664j -0.024642+0.00643275j -0.00704129+0.0219637j 0.0221311+0.0174207j 0.0308068+0.024558j -0.0138252-0.00306258j -0.0394432-0.00388217j -0.00811551-0.0205196j 0.000987836-0.0134856j 0.00514666+0.00209894j -0.0124387-0.0318481j 0.0133112-0.0260686j -0.0339907+0.00103052j -0.00296617+0.00255842j 0.0212522-0.0197343j -0.00607067-0.00602694j 0.0360146-0.00405607j -0.00840812-0.0173531j -0.0178088+0.00167787j 0.00603097+0.0248883j 0.0211537+0.0188352j 0.00177934-0.0133799j 0.0154882+0.00586599j 0.0111037-0.0390554j -0.017555+0.0135385j -0.00579897-0.0142698j -0.00555958-0.0250201j 0.00554324-0.0219618j 0.00313512-0.0174872j -0.0222321+0.0166261j -0.00869479+0.00678457j 0.00363717+0.00674578j 0.0129259-0.00386996j 0.0154703-0.000803989j 0.025445-0.0101715j -0.00497851-0.0333308j -0.000356564+0.0259346j -0.0132833+0.00498493j 0.00411678+0.0166866j 0.0152836+0.0123379j -0.0337899-0.0458856j 0.00734152-0.0457355j 0.0145848-0.0155584j -0.0138639-0.0350174j -0.0114853-0.0166052j -0.00257695+0.0148339j 0.000308603+0.0148027j 0.00153749-0.00134648j 0.0251103-0.0101457j 
-0.0308346+0.00640971j -0.0063696+0.0273508j 0.000547867-0.0283922j 0.0172768+0.0236143j 0.0127485-0.0244864j -0.0311655-0.000469311j 0.00949307+0.00532639j 0.00521334-0.0196168j -0.00185711+0.00393719j 0.0111342+0.00246964j -0.0112729-0.00764764j -0.0131436+0.00574829j -0.0230246+0.0109588j 0.038426-0.0308667j -0.0321953+0.0145458j -0.00547387-0.00425144j -0.00763515-0.0159522j -0.0113008+0.0151027j 0.0367832-0.028116j -0.0258747+0.000279441j -0.00501577+0.00453144j 0.00260671-0.0284295j 0.0130618-0.00637875j 0.0167375+0.00282727j 0.0163666-0.0107615j 0.0165596+0.00287628j 0.00125833-0.00407266j -0.0166615+0.00630863j 0.00431755+0.0059872j 0.0164058+0.0187251j -0.0283615+0.0467394j -0.00233305-0.00174614j 0.0206009+0.000874833j 0.00556477-0.00538948j -0.0131618+0.0163066j -0.00938888+0.0110253j -0.00341884+0.00459959j 0.00256203-0.00110195j 0.000134954-0.00112978j 0.00226396+0.0207646j 0.00624289-0.00460547j 0.0143031-0.0149662j 0.0137824+0.0117721j -0.0125439-0.0134252j 0.00094006+0.00621418j -0.0073532+0.0199554j -0.0121761-0.00587605j 0.0242026+0.000203754j 0.0296173+0.00922948j -0.0135078+0.0151487j -0.0100022+0.00548233j -0.011155-0.00298958j 0.017187-0.00508724j -0.012739+0.00041094j 0.000198831-0.0294063j 0.0156477+0.011748j -0.0102278-0.0206208j 0.00167017+0.0104291j 0.000899778-0.010237j -0.00100936-0.00410765j 0.00220564-0.00271388j -0.00671372-0.0304142j -0.00757978-0.00705837j -0.00306428+0.00106881j -0.00430728+0.0193758j 0.00117493-0.00343151j 0.00952527-0.0160995j -0.00538015+0.0138895j -0.010596+0.0164457j 
0.0138255-0.0344852j -0.0633412+0.035135j 0.000132068+0.0227934j 0.0109797-0.0159098j 0.00814707+0.0153031j -0.0131218+0.00373865j 0.00929129+0.00608859j 0.00768728+0.00435806j -0.0100814+0.0146712j 0.00912998-0.0208269j 0.00791226-0.00534722j 0.00296816-0.0139735j -0.0184005+0.0623452j 0.0018932-0.0139246j -0.0140022+0.0108463j 0.0121474-0.00385089j -0.000800157+0.00174058j 0.00830234+0.0106519j 0.0151102-0.0222053j 0.0139794+0.0178061j 0.0249668-0.00322698j 0.00981036+0.00330436j -0.019993-0.00636942j -0.0151668+0.0147578j -0.0280501-0.0186159j -0.00028964+0.0179418j -0.0172452+0.0111474j 0.0261395-0.00103912j 0.00259024-0.00364475j -0.0194152-0.0128557j 0.0127985-0.0239157j 0.0144957-0.0029329j 0.000774003+0.00171207j -0.00153239+0.00653279j 0.000830544-0.0118577j -0.00887418-0.0130855j 0.00310391-0.00285895j 0.00562762+0.00261147j 0.00793337+0.00190356j -0.0104147+0.00362642j -0.0118431+0.0169447j -0.0098544-0.0131657j -0.00234667-0.0159449j 0.0104534+0.00425611j -0.0172798-0.00267536j 0.0290578-0.015675j 0.00850818-0.00906004j -0.00696457-0.0380101j 0.00948414-0.0572595j 0.0203466-0.0116535j 0.0172462+0.0124883j 0.00567154+0.0170516j -0.00958476-0.00427153j -0.00735946+0.000118254j -0.0163383+0.0397708j 0.00276201-0.0161846j -0.015283+0.0208806j -0.000975444-0.0103002j -0.0107356+0.00558003j 0.00396284+0.00335493j 0.00223149-0.0134991j -0.00581073+0.0213578j 0.0113539+0.0149218j -0.000135164+0.00109448j 0.0054941-0.0146245j -0.00208028+0.00306908j 0.00146754+0.0019386j -0.0143199-0.000347275j 0.0229492-0.00160305j 
-0.028186+0.0126951j -0.00507087+0.0274905j -0.0021872+0.0204484j 0.000366337+0.000975029j -0.00312315-0.0133887j 0.000382305+0.00456575j 0.00599204-0.023277j -0.000831201-0.0077572j -0.0184495-0.014022j 0.00623167+0.0282687j -0.00279732+0.00133257j -0.0136356+0.0134155j -0.0015226+0.00423212j 0.0102196-0.000829334j -0.000866804+0.0155751j -0.0130095+0.00782747j 0.0175328-0.00817442j 0.00962027-0.00186688j 0.0152038-0.00568063j -0.0070747+0.0127205j -0.00358156+0.0078119j -0.00879215-0.00166551j 0.00874292+0.00643276j 0.00468127-0.00738012j 0.0130919-0.00499067j 0.00148665-0.00181217j 0.00345768+0.00274948j -0.00154493+0.00427672j -0.000512345-0.00862316j 0.00829787+0.00702773j -0.00391344+0.00040853j 0.00958612+0.00377935j -0.00280634-0.00437523j 0.00172469-0.000829408j 0.00701436-0.00381581j -0.000908657+0.00251906j 0.00361167-0.00128357j -0.00458457+0.00266587j 0.0118062-0.00195934j -0.00981183+0.00256456j 0.00504011+0.00636209j 0.00220883-0.00128791j -0.00399277-0.00355154j 0.000505669-0.00430533j 0.000661826-0.00368982j -0.00432542-0.0013958j 0.00258151+0.00557725j -0.0159642-0.00642443j 0.0130329-0.00950911j 0.00402607-0.0105589j -0.00579794-0.00248093j 0.0113811-0.0100697j 0.00295956-0.000481518j 0.00072303-0.00214564j -0.00685-0.00565585j 0.00888867+0.00714254j -0.00873195+0.00199896j 0.00485345+0.00677227j 0.00351284-0.00136587j -0.00107225-0.00669601j 0.00137469+0.00197126j -0.00146794+9.70765e-05j -0.00848102+0.00580771j -0.00128214+0.00120803j 0.00206602-4.27438e-05j 0.00017608+0.00469859j 0.00111327-0.00694828j -0.00207796+0.000625173j -0.0073027+0.00362737j 
-0.0154883+0.00993232j -0.00841469+0.0210597j -0.0265029+0.0157008j 0.00437087+0.0087276j 0.018454-0.0169983j -0.0068351-0.00369538j -5.04416e-05+0.0037971j -0.00230649+0.00796215j -0.000704212+0.0182157j 0.00941573-0.0182617j -0.000410815+0.0012808j -0.000843265+0.00207723j -0.020724+0.00872419j 0.0148913-0.021739j -0.00920124+0.00700397j 0.00373265+0.00560892j 0.0311387-0.0306964j -0.0177656+0.0151925j -5.82426e-05-0.00391893j 0.006969+0.013596j -0.0129326+0.00433154j -0.0184722+0.00929514j 0.0114882-0.00170533j 0.0159769-0.00277896j 0.019219+0.00500899j 0.0217504-0.016029j 0.0243246+0.0109876j -0.0099277+0.00216895j -0.00819829+0.00578746j 0.0137199-0.00511123j 0.00706322+0.00148773j -0.0103254+0.00563787j -0.0105-0.00223823j 0.00394203-0.00574806j -0.00607872-0.00598596j -0.00499293+0.00822832j 0.00569053-0.00644252j -0.00651436-0.00500319j 0.00664726-0.00490558j 0.00350577+0.00299056j 0.00952518+0.0167374j -0.00441947+0.00524916j -0.00898133-0.00640875j 0.00119213-0.014817j -0.000553211-0.0070518j -0.0123719-0.00591519j 0.00849195+0.00890613j -0.0489226-0.00466022j 0.0322039-0.016344j 0.00968367-0.0252663j 0.00717892-0.0154756j -0.00452121-0.0166194j 0.005424-0.0111538j 0.0194611+0.0224734j 0.00201179-0.0096766j 0.0181041+0.021281j -0.0109881+0.0128445j 0.0138987+0.00219575j 0.0165867-0.00207349j -0.00821223-0.0132673j 0.00365925-0.00179437j 0.00544727-0.00908512j -0.0036046+0.00541289j -0.00821472-0.00724007j -0.00213544-0.000532563j 0.00612833+0.00699143j 0.00312971-0.00162717j 0.000478034-0.00192404j 0.000551202-0.00415642j 
0.0861812-0.0603589j 0.00327765-0.0655823j -0.000938543+0.0112263j 0.0201868+0.00240903j -0.00435474+0.0154635j 0.015715-0.000180502j 0.00484898+0.0240748j -0.0081264-0.0103121j 0.00233526-0.00421696j -0.0232322+0.00344537j 0.0322911-0.0114931j 0.00140763+0.00660731j -0.00167973-0.0222733j -0.0319037+0.0162582j 0.00748048+0.00396978j 0.0248508-0.0190042j -0.0139396+0.0176753j -0.0442981-0.00122503j -0.018386-0.00309487j 0.0139943-0.0244654j -0.00440262-0.0349093j -0.0384441+0.00530529j 0.016599-0.0201386j 0.0284704+0.00691885j -0.0141801+0.0171731j 0.0101189-0.0110914j -0.00421894+0.00307241j -0.0134222-0.019239j -0.0111645+0.00101973j -0.00550202+0.0116282j -0.0200588-0.00353247j -0.0231973-0.0111836j 0.0110869+0.0112445j 0.00232313+0.00765179j -0.0102993+0.00651375j 0.000991449+0.000331184j -0.00461509-0.0060224j 0.00827064+0.0138853j -0.00352787-0.00786188j -0.0131789+0.00676628j 0.00433817-0.00942788j -0.0162002+0.0126139j -0.00775556+0.00688377j -0.00470044-0.00151503j -0.00184694+0.0148993j 0.00141205+0.0132304j -0.0119815-0.0135716j -0.0118582+0.0271113j -0.0037358+0.0397792j 0.00526367+0.0077987j -0.0157011-0.00163952j -0.00910268-0.00641668j -0.000769636-0.00432761j -0.00504288+0.0102099j 0.00391786-0.00233353j -0.00949799-0.00683941j 0.0142386+0.00641814j -0.00770817-0.00727098j 0.00672932+0.00529365j -0.00763891+0.0036867j -0.000312893-0.0150955j 0.0129402-0.0301192j 0.0360627-0.0389293j -0.000660212-0.0110581j -0.0119631-0.000253071j 0.00515712-0.0129118j 0.00484268+0.0223636j 0.00742069-0.000926692j 0.0117133-0.0208934j 
-0.110461+0.0247129j -0.040059+0.0922761j 0.0166995-0.0104095j -0.00720781+0.005722j -0.00497021+0.0127147j 0.0172193-0.00293569j -0.0216377+0.0287631j 0.0238016-0.00883052j 0.000911537-0.00213938j 0.00235963+0.000180498j 0.00410826+0.0216816j 0.00594659+0.0104687j 0.0119587-0.00521296j 0.0201308-0.0127112j -0.00858129+0.0128383j 0.0115128-0.0156418j -0.01521+0.00520451j -0.00540426-0.0200011j 0.0294905-0.00400606j 0.00423887+0.0202082j 0.016859+0.024432j -0.031556-0.00742848j -0.0115842+0.0167361j -0.0102033+0.00258314j 0.0240602-0.0134259j 0.00820227-0.0126584j -0.0143886-0.00995157j 0.0106588+0.00411139j -0.00120987-0.000962599j 0.00955999+0.00036404j 0.00664645+0.00980535j 0.0078391-0.00267749j -0.00883283-0.0041712j -0.00423498+0.0043408j 0.00162145+0.00232488j -0.0106888-0.00174814j 0.00380691-0.00557377j 0.00194076+0.0169562j -0.0022846+0.00532431j 0.00423725-0.00614096j -0.009304-0.00448424j 0.022615+0.00251818j 0.0164448+0.0036297j -0.010423+0.0016047j -0.0104727-0.0155064j -0.00864903-0.00378664j 0.00621815+0.00132814j 0.0135153-0.0217659j 0.026039-0.0070292j -0.0128087+0.00174118j -0.00469954-0.00227284j -0.00152706-0.00488198j 0.0121352+0.00367858j -0.0271805-0.0333689j -0.0283081-0.0313392j 0.0149194+0.0040097j -0.00530368-0.00783419j 0.00372448+0.0156635j -0.0124139-0.00919434j -0.000646786+0.00269439j 0.00844129-0.000158221j -0.000163524-0.00344888j -0.0157685+0.0140594j 0.00993965-0.00748993j 0.0160381-0.00352908j -0.0149773+0.00720269j 0.00569751-0.0203927j -0.0240861+0.00525413j -0.0264816+0.00821122j 
0.0676098-0.0626528j -0.0229637-0.0145586j -0.00454988+0.0033076j -0.00370115-0.0227475j -0.0210944+0.00254778j 0.0260667-0.0057549j 0.0092316-0.00498494j -0.014772+0.0291209j 0.0082433-0.00931521j -0.0185395-0.00371316j -0.00113296+0.00819779j 0.0253521-0.00219956j -0.0129884-0.00216216j -0.0248954+0.0157323j 0.0249956-0.013528j -0.00777564+0.00799314j 0.00147976-0.0138847j 0.0112687-0.0142997j -0.0303656+0.00827272j 0.0118957-0.00664875j 0.0143783-0.00654368j 0.0142193-0.0039135j 0.00918676+0.0121341j 0.00545766+0.00233478j -0.00940036-0.00405903j -0.00402074+0.011719j 0.00392119+0.0154692j -0.00671833-0.00859418j -0.00158657-0.00435868j -0.00774614-0.00999992j -0.010027-0.0124773j -0.011731-0.00303612j 0.00819839-0.0114533j 0.00471944+0.008864j -0.00856988-0.00057914j -0.0179026+0.000549634j 0.00416285-0.0109706j -0.00136251+0.00398833j -0.0033776+0.00589941j -0.0132983-0.00372679j 0.0112154-0.010596j -0.0163194+0.00735048j -0.00440947-0.0214567j 0.0165944-0.0172196j -0.00218837+0.014212j 0.00613531+0.0136412j 0.00878453-0.0196887j -0.0251518-0.00311035j -0.0159515+0.00444619j 0.0116524-0.00343336j 0.00148125-0.0038627j -0.000743968-0.00967226j -0.0019689-0.0092558j 0.00155715-0.0034205j 0.00214902-0.0184233j 0.00638103-0.0158696j 0.00296488+0.0218348j -0.000763864-0.00482613j 0.000334843+0.0146329j -0.00709859+0.000188388j -0.00297525-0.00998136j 0.00479344+2.80389e-05j 0.0416653-0.0139813j 0.00667347-0.00330556j -0.000355954-0.00665958j -0.00252528-0.0107608j -0.0145318+0.0115219j 0.0143714+0.0207105j 0.0124718-0.018027j 
0.0259006-0.0994865j -0.136787+0.0718503j 0.0347137-0.0160674j -0.0156311-0.0156178j -0.00170088+0.00927355j -0.00101311-0.0250369j 0.0394635+0.00776679j 0.0119222-0.0131205j -0.00808385+0.0020959j 0.00603467+0.0100455j -0.00471816-0.00180044j 0.0108964-0.034589j 0.00373719+0.0248629j -0.00403129-0.0105864j 0.0288972-0.0073266j -0.0528228+0.0112305j 0.00228937-0.0105534j 0.0329999-0.0337995j -0.0274698-0.0126583j 0.0140476+0.0104049j 0.0510371+0.00930466j 0.0325561+0.00996327j 0.0156391+0.00846299j -0.0208514+0.0061277j -0.0115045-0.0270799j -0.0165052+0.0174802j 0.0139067+0.0140361j 0.0112295-0.00380965j 0.00335059-0.00325457j -0.0113944-0.0152011j -0.00825097-0.00389607j 0.0139508-0.0113486j 0.0391195+0.0107487j 0.0129493-0.0081265j -0.0159242-0.0131821j 0.00170195+0.0242855j -0.03166-0.00387172j 0.00873816-0.00411378j 0.00984115+0.0383732j -0.00193547-0.00830644j -0.020628+0.00205856j 0.0167975-0.0376217j -0.00939804-0.0276793j 0.0100237-0.0227572j -0.00691252+0.00672488j -0.0297245-0.00633171j 0.0519601-0.00477389j -0.0295107-0.00715283j -0.0519506-0.0170624j 0.0109233+0.00227324j 0.00793759+0.00568312j 0.00366908+0.00104894j -0.000103347-0.0106233j -0.0176144+0.00837729j -0.024124+0.0115306j 0.0214178-0.0101269j -0.015535+0.0201513j -0.00118531+0.00957375j -0.00224781+0.0135142j -0.00470262+0.019547j 0.0245532-0.0138987j 0.00762817+0.0462785j 0.00497419+0.0464102j 0.0182836+0.00391543j 0.0113661-0.00368085j -0.0162761-0.0169923j -0.00857514-0.0698625j -0.00983837+0.0187071j 0.0267581+0.024j 
0.132282-0.124809j -0.0241243-0.0499944j -0.0121087-0.0140878j 0.0796871+0.00137166j -0.0178487+0.000829657j 0.0200848-0.031017j 0.0208475+0.000212448j -0.024138-0.00202053j 0.0105686-0.00453005j -0.0155034+0.0132584j 0.0238769-0.00247284j 0.0170095-0.00742325j -0.0676156-0.028119j -0.00836205+0.0180948j 0.00707021-0.0281883j 0.021618+0.0338143j -0.0382696+0.00165326j -0.0665084-0.022249j -0.0236761+0.0108019j 0.00678053+0.0111396j -0.0177446-0.0258679j -0.0358329+0.000286027j 0.0356436-0.0255378j 0.0344+0.0101768j 0.0156089-0.0174728j -0.00755084+0.012185j -0.026239-0.00192856j -0.0288924-0.0124957j -0.00322664+0.00199577j 0.00814283-0.00708591j -0.0152987+0.00220808j -0.0241505-0.0206738j -0.020461+0.00365617j -0.00567816-0.00609831j 0.0249432+0.0212081j 0.00841242+0.0309229j 0.0204999+0.0128045j 0.00421757+0.0152155j -0.0317946+0.0121638j 0.0185012-0.00442571j 0.035479-0.00743002j -0.0290861-0.0495854j -0.00125169-0.0192301j 0.0149394+0.00524725j -0.00822149+0.0271809j 0.045365+0.0450274j -0.026341-0.0383862j -0.00297317+0.00177079j 0.0384574+0.00459988j 0.00627719+0.0167739j -0.0222111+0.0107237j -0.0204686+0.00685034j 0.022056-0.0280867j -0.00330641+0.0232077j -0.00896036+0.0303388j 0.00113653+0.00562238j 0.00369672-0.00948101j -0.0220899+0.00646408j 0.0072502+0.00643325j -0.00194746+0.0111314j -0.0287432-0.00581188j -0.0267066+0.0335107j -0.00779173+0.0165665j -0.0181964+0.0244217j -0.0230561+0.0221464j 0.0131852-0.0390632j 0.026147-0.0559906j -0.00077408+0.0163038j 0.0473863+0.00299166j 
-0.0276825-0.0548288j -0.118677+0.12742j 0.0559866-0.00951743j 0.0151066+0.0420447j -0.00975097-0.00493779j 0.0266297-0.00518899j 0.0194084+0.0225321j 0.0295947-0.0182124j 0.00528944+0.015467j -0.0177802-0.00301127j -0.00572175+0.0071835j 0.0230768-0.00970484j -0.0055279+0.00291104j 0.02416+0.00785805j 0.0173114+0.00312012j -0.0320188-0.00764044j -0.0460047-0.0784805j 0.0133891-0.0584381j -0.0096045-0.00689821j 0.00406512+0.0212382j 0.0320274-0.0133226j -0.0150091-0.0447186j 0.0102201+0.0379185j -0.00487387+0.0433489j 0.0331706+0.0205061j -0.0135956-0.00604393j -0.00914066-0.0283545j 0.00532219-0.0293605j 0.00137811-0.00169259j 0.00201187+0.0213482j -0.0322157-0.0232996j 0.0138558-0.024092j 0.0177548-0.0198358j 0.00129311-0.000784826j -0.0199671+0.0215246j -0.022983-0.00757072j -0.010116+0.0172004j -0.0118222+0.000117598j -0.0179118-0.02818j 0.00780928+0.0298547j 0.00712631+0.0106865j 0.0192069-0.0120129j 0.0129043+0.0346637j -0.0123361-0.00416548j -0.0149689-0.00946572j 0.0011167+0.0215191j -0.0108196-0.0326227j -0.016636-0.0192293j 0.0119684+0.0151749j -0.0018513+0.00165967j -0.00475258-0.0084592j -0.00552159-0.0157749j 0.0261363+0.000668183j -0.0280125-0.0437835j -0.0146753-0.0280807j 0.0190124+0.00641748j -0.00414928+0.00825264j -0.0163056-0.00661796j -0.0258013-0.00846045j -0.000756375+0.0116761j -0.0241598-0.0473202j -0.049965-0.0720441j -0.0101084-0.0469062j -0.0145317-0.0482333j -0.0050158-0.0297868j 0.0107994+0.00958176j 0.0422267+0.0140372j -0.049929+0.0136695j -0.0173032-0.00353457j 
