-0.0097856-0.00825388j 0.0108664+0.00260929j -0.0258552-0.004672j -0.0013358+0.00227186j -0.00672805-0.00568894j -0.0195615+0.00935021j -0.0045082+0.0136141j -0.0187473-5.1734e-05j -0.00993841-0.0102732j -0.00824183-0.0200228j 0.00206126-0.00725134j -0.0216909-0.0184029j 0.0108402+0.00138481j -0.00627945-0.013321j 0.000581166-0.0285037j 0.0287769-0.0104067j 0.0121963+0.0104427j 0.017475-0.00521175j -0.00179236+0.000716908j 0.0112124-0.00225456j 0.0127669-0.00374452j 0.0072936-0.00274803j 0.00674706+0.00620301j 0.00380476+0.0086907j -0.0137244+0.00948752j -0.0213989+0.000926683j -0.0135134-0.004569j 0.00575809+0.00408518j 0.00446056+0.000176981j 0.0128903-0.00301885j -0.0213322-0.00345519j -0.00710094-0.00410994j 0.0073002-0.00385827j 0.0135723-0.00431131j 0.0184433-0.00407333j -0.00648996+0.00219568j 0.0206735+0.00138462j -0.0315703-0.0052381j 0.00505524+0.00882247j 0.0121634-0.00799934j -0.0699654-0.0294641j 0.0146025-0.0510052j -0.0186432+0.038466j 0.0158669-0.00176515j -0.0213232+0.00905728j -0.0334284+0.01732j -0.00967355+0.00611767j -0.00648114+0.00782065j -0.0107589-0.0138452j -0.00105823-0.00231724j -0.00891981-0.00382509j -0.00929767-0.00500287j 0.0199959+0.00649869j 0.0132281+0.00320687j -0.00651995-0.0170505j -0.01014+0.00449061j 0.00281105-0.00529687j -0.0120878+0.00157586j -0.00700462-0.00617595j -0.00564723+0.000386532j 0.00989628+0.00149091j 0.014277+0.0140377j -0.0259869+0.00152898j -0.012502-0.00662055j 0.0153157+0.00466482j -0.0256074-0.00811783j -0.0836038+0.00315285j 0.0744809-0.00317702j 0.203286+0.00156946j 
0.000379115+0.00440228j 0.0220055-0.00233267j 0.000754573-0.0105588j 0.0345684+0.0197312j 0.00114567+0.00649628j -0.0179985-0.0187975j -0.0342198+0.000727219j 0.0195919+0.0251163j -0.00247439-0.00546743j 0.0104484+0.0130188j -0.0106715-0.0161419j 0.0146701+0.0284523j 0.00797016+0.0247415j 0.0165164-0.0056446j 0.00156582+0.00499893j 0.00775689-0.0122994j 0.0523452-0.00679007j -0.0070923+0.00267627j 0.0943799-0.0241847j -0.0591869-0.00272481j 0.0436051+0.0158133j 0.0572725-0.00360163j 0.087761+0.00181358j 0.0440575+0.00320839j -0.0161752-0.00962608j 0.0137144-0.0158399j 0.0202854+0.000544724j 0.0340627+0.0024699j 0.0128975-0.020339j -0.00549398+0.00165679j -0.0430414+0.0137427j -0.00436329-0.0169031j -0.0173937+0.0228271j 0.025182+0.0106058j 0.024701-0.0101765j -0.0028004-0.000806778j -0.0102347-0.0142942j -0.0527882+0.00113363j -0.00770949+0.0115555j 0.0130542+0.00219198j -0.0176922-0.0110752j -0.02437-0.00387865j -0.0290794+0.0147384j 0.0275441-0.00820939j -0.0348544+0.00176089j 0.0459315+0.00624841j -0.0361465+0.0112439j -0.00726579-0.00190475j 0.0508497+0.0101307j -0.0222082-0.00190003j 0.0187477-0.00422976j 0.0194091+0.00274318j -0.0132844-0.00102443j -0.00827962-0.000712587j -0.0141596+0.00586018j -0.00276361-0.00672407j 0.000914879+0.00462863j 0.0267974-0.00415629j -0.00193731-0.000792172j -0.00454885+0.00143433j 0.016704+0.00389941j 0.0134406+0.000213713j -0.00295702+0.00823865j 0.00551526-0.000202143j -0.00531586-0.000272524j 0.011253-0.00178242j -0.0974982+0.000111344j 0.00634984+3.99113e-05j -0.0704457+0.00048117j 
-0.0448477-0.00532974j -0.000404295+0.00738455j 0.0151456+0.0216441j -0.00170134-0.0264014j -0.0404221-0.0168639j 0.00182511-0.00613296j -0.014252-0.00606461j -0.00924967+0.0202357j -0.000740409-0.0153903j 0.0009124-0.00963873j 0.0062879+0.00163539j -0.0150722+0.00674998j 0.0283669-0.0160696j -0.011163+0.00805626j 0.0242671-0.010995j -0.060919+0.00319746j -0.105693+0.00891022j 0.037163-0.0130374j 0.0920216+0.00784467j -0.0330036+0.00658366j 0.0397733+0.00384035j 0.00272026+0.0163381j -0.0220863+0.00128798j -0.0312393-0.00252582j -0.0144718-0.00413621j -0.0219883-0.0099135j 0.0101198+0.00526147j -0.0183222+0.00962329j 0.00535806-0.0104788j 0.024109-0.0101182j -0.00238459+0.031123j 0.0180242-0.0195179j -0.000662971+0.00762708j -0.00201011-0.0146089j -0.000383295+0.00450554j 0.0161878+0.0106983j -0.016166+0.00237901j -0.0151529+0.00389069j -0.0465754+0.00088987j -0.00371614+0.018411j 0.0149542-0.000237011j 0.0361721+0.0195004j 0.0353991+0.00286467j -0.064003+0.00679157j 0.0345067-0.00531401j 0.0371893-0.00410156j 0.0323359+0.00217781j 0.0305959-0.00164537j 0.000961753+0.0040616j -0.0523449+0.00243449j -0.00372021-0.000738297j 0.00751477+0.0033233j 0.00740923-0.00396268j -0.00466621+0.00134324j 0.0329113+0.00626492j 0.00839043-0.0042249j -0.0263927+0.00459684j -0.0308132+0.00127808j -0.0160609+0.00221876j 0.0250777-0.000836125j -0.0807561-0.00243501j 0.0387577-0.000867522j 0.025354-0.000693961j -0.0557994-0.000722727j 0.0118758+0.000601648j -0.0437391+0.000632146j 0.0462064-0.000512688j -0.0479253-0.000123393j 0.0411088+0.000240135j 
-0.0182048-0.00175805j -0.0118063-0.00952598j -0.0379978-0.0397923j -0.030052+0.0331039j -0.00735119-0.00676134j -0.0300598+0.0267647j -0.000696847+0.011421j -0.0254173+0.0245034j 0.000328917+0.0107215j -0.0105896+0.0087679j -0.0044818+0.000817076j 0.00555297-0.0245077j 0.009794+0.0500571j 0.00386978-0.00326608j 0.00652444-0.00155128j 0.0101795-0.00267789j 0.00483067-0.0152621j -0.0160691+0.00205675j -0.0255808-0.02006j -0.0583752+0.0101912j -0.0245635+0.0116286j -0.0115173+0.000421475j -0.0333137+0.0168042j 0.0110959-0.000612668j -0.00804752-0.00200224j 0.0380855+0.0562561j -0.00536609+0.0130584j -0.00655654+0.0119545j -0.00254495+0.00118794j -0.0164765-0.0034811j 0.0362699-0.0036526j 8.62351e-05+0.00826691j -0.00769314-0.0043726j -0.00459037-0.0191894j -0.00390367-0.00835533j -0.00249839+0.00794219j -0.0163004-0.0290217j 0.020763-0.00554482j -0.00334276+0.0230034j 0.00123153+0.0212519j 0.00625004-0.000263014j 0.00642083+0.0142046j 0.000648674+0.00750248j -0.0680953+0.0203688j -0.00574411+0.00176461j 0.0602692+0.0127647j -0.0157842+0.0109771j 0.0196316+0.0104232j -0.0242941-0.0132892j -0.0280623-0.00130606j -0.0161543+0.00534733j -0.00133111-0.00706441j 0.0585691+0.00373896j 0.0222714-0.000262339j 0.0338277-0.00124518j 0.00772405+0.0049544j -0.0321832+0.00202355j 0.000737695+0.00146682j 0.0377327-0.00782308j 0.0152861-0.00167551j 0.0410801-0.000644319j -0.0256029+0.00312711j -0.0613851-0.000103107j -0.00129922-0.00202058j 0.0165256-0.000260516j 0.0337894-0.00401688j -0.0267787+0.000418734j -0.000750895+0.00270432j 0.0106983-0.00117882j 
0.00107743+0.00439277j -0.0224181-0.00893282j -0.0318591-0.0163073j 0.011734+0.0248974j 0.0102796+0.0107404j -0.0293097-0.00764617j 0.000375508+0.0234765j -0.011383-0.00669325j 0.000611827+0.0191084j -0.00157469+0.022971j 0.00111246-0.014084j 0.00667357+0.00411628j -0.0298191+0.020072j 0.00887466-0.00821618j 0.00300456+0.00708276j 0.026126+0.00425617j 0.0236947-0.00044389j -0.0265547+0.019264j -0.0102352-0.00395094j 0.0111109+0.000921485j -0.0119841-0.00187526j 0.0142786+0.0071454j 0.0144563-0.00138668j 0.0244981+0.00875422j 0.0571098-0.00572873j 0.0199999-0.00711215j -0.0155701-0.00181713j -0.00526852-0.0102125j -0.00490229-0.00118379j -0.0145428+0.0167708j 0.00849703-0.0230813j 0.00940718+0.00838119j -0.00219035-0.00894442j -0.034257+0.0199885j -0.0153833-0.0248111j 0.0343836+0.0156101j -0.00116432+0.00535124j 0.0401554+0.0108519j -0.0049429-0.00267376j 0.0251426-0.0100159j 0.0601967-0.0137485j 0.00753248+0.000633234j 0.0438837-0.0189022j -0.0713919-0.0152099j -0.00693653+0.00458437j -0.0541827-0.00462043j 0.00450151-0.0117218j -0.0193409-0.000567214j 0.0474786+0.00245836j 0.0241042-0.00158373j 0.0400608+0.000756323j 0.0279597+0.00236505j -0.0668128+0.00261027j 0.0191423-0.0102589j -0.0111194+0.0175815j 0.0125127-0.00391233j 0.0115467+0.00105787j 0.0138869-0.00453023j -0.0225444+0.00446341j 0.0248426+0.000912311j -0.105559+0.00844434j 0.0627968-0.00940823j 0.116117+0.00912449j -0.0527432+0.00454025j 0.0208592-0.00330629j -0.0581996+0.0024035j -0.0556005-0.00244157j 0.00361813-0.0032872j -0.00417335-0.000232218j 
0.00290555-0.00330318j 0.0283548-0.000362672j 0.0455804+0.0167244j -0.00643713-0.00448821j 0.0185834-0.00368698j 0.00579676+0.00513252j 0.0249384-0.0193396j 0.0116114-0.0096044j 0.0121962-0.00835544j 0.00325218-0.0153298j 0.00682936+0.0209706j -0.01513-0.00828105j 0.0440721-0.00951478j -0.0209282+0.00553501j -0.00117259-0.010483j 0.0196423-0.00173947j 0.0653391+0.00750646j -0.0110849-0.011846j -0.0245935-0.0209997j 0.0337129-0.0117721j -0.000281309+0.00608924j 0.0133119+0.00108136j -0.0394617+0.0144939j -0.0206595-0.00527787j 0.0084805+0.00745283j -0.000430724+0.00988456j -0.0134314-0.00323568j -0.017104+0.01764j 0.00337211+0.00362262j 0.010399-0.0100936j -0.00600339+0.0112221j 0.0139092-0.00533781j 0.00756921+0.000368498j 0.00771003-0.0515597j 0.00533022+0.0295884j 0.000632289-0.0370841j -0.010019-0.0246989j -0.0325379-0.0279229j -0.00776612-0.0228628j 0.0233696-0.0201526j 0.000853425+0.014235j 0.00990198+0.0166459j 0.0236612+0.00416636j 0.0322712+0.0156725j 0.0274016-0.00919039j 0.0512095-0.00917897j -0.0440114+0.0122825j -0.0424527-0.00417921j 0.0441472-1.62011e-05j -0.0222696-0.00358468j 0.00772229+0.00397142j 0.000935476-0.00336924j -0.00676683-0.00151636j -0.00362176+0.00338652j 0.0336766+0.0111974j 0.0217935-0.00278326j -0.00863964+0.00802458j 0.0401297-0.00884699j 0.0074423-0.00293998j -0.0512403-0.00280181j -0.0882932-0.00373102j 0.00194394-0.00994272j 0.0387504-0.000537025j -0.00223098+0.00159409j -0.00912733-0.000863073j 0.0240355+0.00112445j -0.0727707-0.00300347j 0.00603256-0.000535738j -0.026245+0.00139681j 
-4.94396e-05+0.0043437j -0.00406253+0.000196453j -0.01279+0.00582799j 0.0023231+0.003765j 0.00380484-0.0022397j -0.00399208-0.00934247j -0.00892867-0.00122818j -0.000603318-0.0121937j -0.0020795-0.0100738j 0.00591242+0.00503303j -0.0045698-0.00336004j 0.00329471+0.00481004j -0.0156165+0.00487407j 0.00400782-0.011243j 0.00267605+0.00488494j -0.00615912+0.0077353j -0.00772594-0.00691974j -0.00818238+0.00627456j 0.0103595-0.00990496j 0.00694259-0.00887064j -0.00360118-0.00131425j 0.0107801+0.0030464j 0.0134573+0.00937109j 0.010729-0.0112895j 0.0110737+0.00908758j -0.00398895-0.00585023j 0.000325782+0.00316941j 0.00531581+0.0128654j -0.00331282+0.00508227j -0.000824843+0.0118291j -0.00839567-0.000375357j -0.0185502+0.00424992j -0.0144799-0.0062426j -0.0108526-0.0561j -0.0115323+0.0182829j -0.00271147-0.0288242j 0.00767837-0.0396921j -0.00156581+0.00832884j 0.0148272-0.00332444j -0.0069647+0.0011193j 0.0024809-0.00163465j 0.0125552-0.00476811j -0.0187162+0.00173409j -0.00448876+0.0125238j -0.00771446+0.00390597j -0.0228057+0.00467615j 0.0328117+0.00114653j -0.00614898-0.00429777j 0.00738569-0.00359238j 0.000701219-0.00281588j -0.00429597-0.0185526j -0.0191837+0.0160189j 0.00306002-0.0044676j -0.0180495-0.00195432j -0.0612515+0.000862022j 0.00853183-0.000861756j -0.00663035+0.00452693j -0.0391977-0.00473818j -0.0325614-0.00488273j 0.0153671+0.00225967j 0.0461511-0.000761835j 0.0203715-0.000507371j 0.0396438+0.00169797j -0.0249688-0.00101258j 0.0191726-0.00106165j -0.00630101+4.79383e-05j 0.0237379-0.00180403j 0.000464389-0.000529589j 0.00074371+0.000363547j 
-0.00364775+0.0032293j -0.00313811-0.00263698j -0.00926893-0.00489598j -0.00203308+0.0109879j 0.00184006-0.00489117j -0.00989175-0.00227305j -0.00878437+0.000753511j -0.00635752-0.00230678j 0.0026316-0.0076873j -0.000667766+0.00981902j 0.00705194-0.000322715j 0.0060109-0.00271498j -0.00173761+0.0142309j 0.00190904-0.0157317j 0.0121779-0.000240069j 0.000912319+0.00430745j 0.0146037-0.0103561j -0.0112508+0.00382177j 0.0122859-0.0127404j -0.00490855-0.0035606j -0.00130685+0.0028033j 0.000661509+0.000912654j 0.00224972+0.0167239j 0.00197953-0.0016142j 0.0101659+0.0122187j 0.0151957+0.0105742j -0.000721333+0.00557419j -0.000517457-0.00670272j -0.00375994-0.0126139j -0.0059875+0.0140931j 0.000156111-0.00908089j -0.0109473-0.00556823j -0.00848981-0.0120005j -0.0216253-0.0475504j -0.0132665+0.0370367j 0.00767843-0.0274279j 0.00917559-0.0356024j 0.0287296+0.0182431j 0.0168608-0.00507068j -0.0323381+0.00537988j -0.00312301+0.00103924j 0.0281255-0.00549412j -0.0159849+0.001332j -0.0263039+0.0138072j -0.022544+0.000178917j -0.0133174+0.0104562j 0.0501817+0.00454178j 0.00670352+0.00669425j 0.0310754+5.94151e-05j 0.00340079-0.000298557j -0.00195615+0.00739168j 0.0127695-0.00503768j 0.0045124+0.0045552j -0.00399344-0.000505084j -0.0594435+0.00786338j 0.0389315+0.000718729j -0.0139792+0.00274264j -0.0407976-0.0100741j -0.0749451-0.00391675j 0.0404961-0.00455486j 0.0497892+0.0025233j 0.0471335-0.00504595j 0.0618759+0.00653896j -0.0234523-0.000369593j 0.0241521-0.00168954j -0.0259976-0.00525334j 1.00497e-05-0.00328851j 0.00216133+0.000275449j 0.00526715+0.000282059j 
-0.00758217-0.00225059j 0.0191738+0.000420428j 0.0266512+0.00492959j -0.0185139-0.014345j 0.0131509-0.00882689j 0.00148073+0.0150941j 0.00988467-0.0104148j -0.00161066+0.00560175j 0.0112811+0.00742046j 0.0056308-0.0182359j 0.0100893+0.00811461j -0.00413184-0.0167685j 0.0343046-0.00684513j -0.0147341+0.0180224j 0.0100148+0.00636118j -0.00963772-0.000253568j 0.0381792+0.0039301j 0.00655741-0.0185953j -0.0131197+0.00393465j 0.00916433+0.00544607j 0.00421434+0.00370183j 0.0161304-0.00153968j -0.0394673+0.00573532j -0.0159363+0.000436686j 0.00621249-0.00654661j -0.00327547+0.0115933j -0.00785718-0.0105613j -0.00657644+0.0167523j 0.00130082+0.0172604j -0.00122081-0.0449579j -0.0104034+0.0154463j -0.0174613+0.0210364j -0.0197088+0.0274139j -0.00880639+0.0308741j -0.00326626-0.051278j -0.00682287+0.0349309j 0.013357+0.0343084j -0.00514508-0.0316051j 0.0193706+0.0319011j -0.0161568-0.00199177j -0.0153353+0.0158601j 0.0520428-0.00413697j -0.0121809-1.18652e-05j 0.0170392+0.00699282j -0.0122645+0.000231676j 0.0514743+0.0111291j 0.0345471+0.018839j -0.0158134+0.0033149j 0.0477051+0.00198497j -0.0181628-0.00655002j -0.0111518+0.0063131j -0.0108631-0.0106698j 0.0370953+0.00345542j -0.0471411-0.00405043j -0.0687796+0.0109256j 0.0611334-0.00155198j -0.0554561-5.44126e-05j -0.0612715-0.00213319j -0.0779255+0.0022621j 0.00858925+0.00339605j 0.0521838+0.000508301j 0.0606354-0.00741156j 0.0721415+0.0145764j -0.00927603-0.000187j 0.00371286+0.00317242j 0.00602626+0.00068061j -0.0209313-0.00414118j 0.000901143+0.00109999j -0.00774944+0.000933663j 
-0.000502233+0.00155036j -0.00247863+0.000939634j -0.0114908+0.0109902j 0.00733189+0.00374366j -0.00224796-0.0150881j -0.00149444-0.001371j -0.00498954-0.00739722j 0.00260615-0.0153625j -0.00500738+0.00249722j -0.00119663+0.00567092j -0.00313887-0.0271521j 0.00131429-0.000401067j -0.00963312-0.00203652j -4.20512e-05-0.00739642j 0.000439324+0.0268234j 0.00895041+0.0211895j -0.0120694-0.00553193j -0.0118399+0.0238646j 0.0234695-0.0278646j 0.0139492-0.0156893j -0.00193045+0.00307018j -0.00557574+0.000348002j 0.0134366+0.0320097j 0.00632012-0.0158713j 0.000313268-0.00554788j -0.00150259-0.0235134j 0.0102208-0.0264242j 0.00362263+0.0236385j -0.00362413+0.0291161j 0.00691414-0.0484617j -0.00325776-0.00398155j -0.00395972+0.0613065j 0.00766449+0.0328494j 0.00126111-0.0551561j 0.00253175-0.0986323j 0.00206572+0.0270473j -0.00654411-0.0423532j -0.0123489-0.038098j -0.00331929+0.0261299j -0.00596361-0.0248151j 0.00344375-0.0138957j -0.0133237+0.011327j -0.00511406-0.0104804j -0.00177519+0.00815275j 0.0172861+0.0126045j -0.0360398-0.00615688j 0.0117708-0.0027725j -0.00179026-0.00929481j -0.00912311-0.00048788j -0.00213547-0.0215174j 0.00364484-0.0145932j 0.00736998-0.00513502j 0.00501305+0.00738387j 0.0236445+0.00251357j 0.00999981+0.00238064j -0.0227271+0.00704829j 0.0207215-0.00397724j 0.0353749+0.00751765j 0.039756+0.000201312j 0.00546716-0.0110112j -0.0253252-0.000500842j -0.0168592-0.00181886j 0.00988006-0.00274662j -0.00660354-0.00343124j 0.0705502+0.00713494j 0.034515+0.000740462j 0.0157185+0.0018307j -0.00151671-0.000646084j -0.000480402-0.000520758j 
-0.00507145-0.00154385j 0.00890118-0.00282075j 0.00687536-0.00221648j -0.00571937+0.00284174j 0.0101701-0.00141348j -0.00690196+0.00243241j 0.00298431-0.00165332j 0.00393501+0.00815105j 0.00847373+0.00822657j 0.0024463-0.00900696j -0.00253352+0.0105451j -0.00808551-0.00795882j 0.0153862+0.00362703j -0.0128893+0.00484441j 0.00200573-0.00830414j 0.00613557-0.00576235j 0.0213024+0.00385903j -0.00250117-0.00458634j 0.00247457-0.00246596j 0.01113-0.00166425j -0.0063818+0.00261941j 0.00187878+0.00157363j -0.00491852-0.00392379j -0.00329149+0.00368198j 0.00224735+0.00510531j 0.00407961+0.0155701j -0.000200294+0.00691886j 0.00378405-0.00849291j -9.09987e-05+0.00104826j 0.00118825+0.00231701j -0.00202586+0.012616j -0.00738871-0.0186302j 0.0030107-0.00391329j -0.00161004+0.0166771j -0.00412488+0.00461445j -0.000315053-0.000123741j -0.00358666+0.014705j -0.00461029-0.0137329j -0.00607096-0.00325757j 0.000668069-0.00185291j -0.000145696+0.00679833j 0.0140185+0.0061418j 0.00152028+0.00233734j -0.00112405+0.00520486j -0.00109838-0.00153618j 0.0209615-0.00592183j 0.00157682+0.00761982j -0.0103225+0.000599312j 0.0137152-0.000919255j -0.0163889+0.0031093j -0.0129074-0.0107005j -0.0158356+0.0129655j 0.00926954-0.00993955j 0.0253983-0.000148938j -0.00178093+0.00242006j 0.00476202-0.00402246j 0.00152642-0.00183717j -0.0073006-0.00459329j -0.0143262+0.0044284j -0.00505415-0.00275721j -0.0161239-0.000333943j 0.0106303-0.00192987j 0.0281787+0.00163287j -0.0152316-0.000445426j -0.0155792-0.00172136j 0.00704428+0.000414737j -0.0146773-0.00074213j -0.00056777-0.000466098j -0.00641801+7.61351e-05j 
-0.000612893-0.000225048j 0.00555404-0.00356073j -0.00986516+0.00526635j -0.00107176+0.00860988j 0.00747812-0.000370181j -0.00145087-0.00597937j 0.00501269-0.00312775j 0.00572846-0.00716618j -0.00754063+0.00317468j 0.00290629-0.00893078j -0.00896166-0.00233859j 0.00940046-0.00334705j -0.00326039+0.00334854j -0.00686356-0.00169797j -0.00268949+0.000223836j 0.0241826+0.00441551j -0.00926433+0.00310898j -0.0148625+0.00807224j 0.0177385-0.0064769j 0.0217543-0.0156561j -0.00348868+0.00091679j -0.0113593+0.00242778j 0.0189239+0.0049075j 0.00849907-0.0127516j 0.000160872+0.0090899j -0.00868073-0.00252532j -5.62619e-05-0.0067637j 0.00836786-0.0112005j -0.0011381-0.00695177j 0.00814488-0.00138428j -0.00430761+0.0144428j -0.0106988-0.00696014j 0.00483278-0.00570494j 0.00917805+0.0023419j 0.000344602-0.0109607j -0.0153812-0.00358886j -0.000511586-0.00217032j -0.0298191-0.0221258j -0.00245644-0.00569664j -0.00272781-0.0153917j -0.000141853+0.00210678j -0.0112958+0.00678261j -0.0228743+0.000198384j 0.0132085+0.00288265j 0.006174-0.00187849j -0.0301891-0.0141818j -0.00544522-0.00129083j -0.00348164-0.00243602j -0.0362618+0.000677925j -0.0183235-0.0010283j -0.0201466+0.0168882j -0.0192857-0.0183258j 0.0104134+0.00370195j 0.0393814+0.00468792j -0.00583137+9.15144e-05j -0.0337877+0.00240164j 0.0150968+0.0046636j -0.00957751+0.00286639j 0.0136763-0.00290814j -0.00242724+0.000303469j -0.0240571-0.00319609j -0.0208452+0.00158943j 0.0125528-0.00691252j -0.0607919-0.00331477j -0.0226657-0.000309862j 0.0459621+0.00240245j 0.0283853+0.00180234j -0.00333549-0.00159944j -0.00817428-0.000667325j 
-0.00609629+0.00180125j 0.00152599-0.00147321j -0.00972599+0.00480988j -0.00460063+0.00661721j -0.00224269+0.00104056j -0.00798508-0.00411218j 0.000115526+0.0054963j -0.00447394-0.00402275j -0.00158649-0.000571859j 0.000403077-0.00852432j 0.00136174+0.00394936j 0.00720301+0.0031322j 0.00133361+0.00796431j 0.00190376+0.00159071j 0.00629343-0.000649465j 0.00556271+0.00432145j -0.00588158+0.00131932j -0.00503904+0.002246j 0.0197151-0.00301983j 0.00796086-0.00897973j -0.0181856-0.00119091j 0.0114396-0.00165243j 0.00714499+0.00505098j 0.0169236-0.0113716j 0.0147006+0.00602029j -0.0122438+0.00431907j 0.00538864+0.000910452j 0.00566597-0.0150196j -0.00741624-0.00922617j 0.00101879-0.000288762j -0.0111245+0.00874363j -0.0206133-0.0150239j -0.00798975-0.00716497j -0.00352261-0.00664067j -0.0221884+0.0036051j -0.00792136-0.00558431j -0.00803118-0.00644949j -0.0102387-0.0101552j -0.00658502-0.00395119j 0.0181221-0.00326315j 0.0201591+0.00216974j 0.0157+0.00384265j 0.00728807-0.00101578j -0.0113148+0.00692416j 0.0147001-0.00332465j 0.0052535-0.00529106j 0.00921098+0.00105118j -0.0260137+0.00406102j -0.00337644+0.00135035j -0.0110597+0.000370639j -0.0313384+0.0423728j -0.051138-0.0319185j 0.00663979+0.00666807j -0.00724653+0.00421243j -0.0370224+0.0074854j -0.0443544-0.00184615j 0.0233011+0.00580031j -0.0195721-0.00228913j 0.00504168-0.00568356j -0.0062534+0.000906421j -0.0139088-0.00190885j 0.00822922-0.00088756j 0.0236624-0.00185221j 0.0096068+0.00179397j 0.0119313+0.000546377j -0.00773992+5.69193e-06j 0.00125549-0.000858675j -0.000646448-0.000972904j -0.00379878+0.000114696j 
-0.0169973+0.00106332j 0.0144522-0.00923063j -0.0163508+0.00635284j -0.011085+0.0255521j 0.0164288-0.0169205j -0.0064881-0.00122849j 0.00292503-0.0109158j 0.0077618-0.0143655j -0.00767679+0.0145913j 0.00720964-0.0147934j -0.00637508+0.00920072j 0.00604587-0.0180571j 0.0145464+0.0164855j -0.0310099+0.00214099j 0.00424489-0.00498852j 0.0470719+0.005775j 0.0038737+0.00533214j -0.0468744+0.00778431j 0.0455217-0.0202641j 0.0353509-0.0211558j -0.00639076+0.00652072j -0.00833336-0.000171287j -0.00274301+0.0160528j -0.00136001-0.0104721j 0.0164556+0.0263108j 0.0016837+0.0296408j 0.0225647+0.00469744j -0.0040431-0.0331198j -0.00588852-0.0114606j 0.0120901-0.00124757j -0.0116602+0.0430853j -0.00680981-0.0374012j -0.00579918-0.0176618j -0.00204981+0.00578167j -0.0126005-0.0171564j -0.0126989-0.00367114j -0.00141976+0.00775671j -0.035104-0.0609237j -0.00411523-0.0134172j -0.0357877-0.0241036j -0.0127848+0.0131753j 0.0172401+0.0204416j -0.0203478+0.00406198j -0.00246419+0.0243502j 0.013128-0.00784668j -0.0187047-0.0217097j 0.032526+0.00852959j -0.0112739-0.0102362j 0.00955068-0.00993624j -0.0625593-0.004201j -0.046492-0.0139546j -0.0274507+0.0158442j 0.0228548-0.0138874j 0.129318+0.00221345j 0.0108075+0.00410637j -0.0254919-0.00364862j 0.0240603+0.00581175j -0.00922184-0.00127384j -0.00877926+0.000271799j -0.0031338-0.00221327j -0.0494747-0.00726364j 0.0092576+0.000226758j 0.0501424-0.00831756j 0.020685+0.000944095j 0.0303921-0.000239355j 0.0120402-0.000250277j 0.0319487+0.00117171j -0.00333356-0.00270583j -0.0121494-0.000734116j 
0.00564347+2.18571e-05j -0.00384155-0.00176351j -0.0112753-0.00346666j 0.00436648+0.0024538j -0.00657144+0.00337947j -0.00744375+0.00321664j 0.00262731+0.00157934j 0.00420463-0.00133045j 0.00204759+0.00436531j 0.010402+0.00367j -0.00910749-0.00507517j 0.00685172-0.00132356j -0.00920378+0.0039032j 0.00553085-0.00298157j -0.00923952-0.0012516j 0.0103-0.00373966j -0.00213315+0.00118218j -0.00169958+0.00454058j -0.0119978+0.00052872j -0.00496337+0.0011414j -0.000490468+0.0047399j -0.00465027+0.00309907j 0.00503451-0.004508j 0.0182958+0.00222762j 0.00624574-0.00252j -0.00892655+0.00352063j -0.0113333-0.00199531j 0.00415662-0.00672787j -0.000185851+0.0042871j -0.00741642+0.00593671j -0.00623693-0.00318685j -0.0129041+0.00236261j 0.0034799+0.00106768j 0.00653546+0.00463156j -0.00236038-0.00577543j -0.0169139-0.00247024j 0.00111015+0.00155766j -0.012612+0.00100476j 0.00308301+0.00421997j 0.0203262+0.00125897j 0.0173041+0.000137371j -0.00569217-0.00221179j -0.0143026+0.000532277j -0.00319301-0.00474893j 0.00255603+0.00242089j -0.013723-0.000208048j -0.00564428+0.00114665j 0.00390932-0.00327574j -0.0642558-0.000335503j 0.0119401-0.00182593j -0.0101147-0.027231j -0.0242576+0.0250399j 0.023963-0.00804395j -0.0311074-0.00112852j -0.0351629-0.00586785j -0.00517461-0.00224376j -0.00643701-0.00350896j -0.0305934-0.00107997j 0.00728015+0.00330593j -0.00186296-0.00209561j 0.000424831+0.000104366j -0.0234094+0.00162497j 0.00796834+0.000108508j -0.0660547+0.00233217j -0.0332215+0.000560268j 0.0369172-0.0013397j -0.00547791+0.000530348j -7.43318e-05-0.000100988j -0.00604441-0.000394314j 
