0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
-0.00414652+0.0169619j -0.0121448+0.0178658j 0.0156633+0.013306j 0.0314281-0.00521073j -0.000353872+0.00381799j -0.0093209+0.007743j 0.00324291+0.00224018j 0.0127655+0.00260839j -0.00635301+0.00407791j 0.00486588-0.00460162j -0.0124495+0.00449303j -0.0118745+0.0147914j 0.000779761+0.00115482j -0.0040688-0.00939742j -0.0260149-0.000582613j -0.00732136+0.00848468j 0.00306523-0.023223j -0.0207343-0.00935496j 0.0481303-0.016328j -0.0454631+0.00668548j 0.0332466+0.0278143j -0.00405539+0.00119825j -0.0556776-0.0239538j -0.0107591+0.00671247j -0.0192552-0.0228007j 0.0297874+0.0185426j -0.00729667-0.0133792j 0.0130838-0.00758616j -0.00895402+0.0603403j -0.000874836+0.0376467j -0.0550933-0.01568j 0.00529699-0.0494492j 0.00704665+0.0324758j 0.0193876-0.00802161j -0.0148449+0.0084653j 0.0600843-0.0147491j -0.0384076+0.00908833j -0.00164995+0.055113j 0.0141684+0.00381841j 0.0354069+0.00673391j -0.013067+0.0364378j 0.0628007-0.00701316j -0.0566567+0.0540904j -0.00751524-0.000605161j -0.0435614+0.00272236j -0.00368314-0.0513638j 0.00551635-0.0238079j 0.0266457-0.0212355j -0.0736504-0.0470571j -0.0239259-0.0566163j -0.00354355-0.0639783j 0.0305974-0.013502j -0.0236295-0.0264621j -0.00111241-0.100086j -0.0455761+0.0131332j 0.0546503+0.00345042j 0.0281835-0.0903215j 0.0906313+0.0178956j 0.018732-0.0195384j 0.0299599+0.070247j -0.0116228-0.0222466j -0.0644714-0.0460951j -0.00277185+0.0146958j -0.0100244-0.0318383j 0.0772928-0.0567573j -0.0659354-0.00858625j -0.0379847+0.0187115j 0.017082+0.00332752j -0.021429+0.00358409j -0.0266175-0.0387163j 0.0612642-0.00286643j 0.0696183+0.0730822j 0.00725152-0.145445j -0.0478134+0.0276648j 0.0262472-0.0182865j -0.000971518+0.107497j -0.0799559+0.0947841j -0.0381153-0.189006j 0.117326+0.0851572j 0.0046475-0.0870644j -0.0527185-0.0359769j -0.0886901-0.0482452j -0.0397751-0.0842405j -0.00994329+0.0254211j -0.00359284+0.058352j 0.078527+0.104837j 0.150208+0.0599528j -0.00322084-0.0957935j 0.118702+0.0555792j 0.165822-0.0891416j 0.130802+0.0163358j 0.0656249+0.0442904j 0.0211104+0.0643578j -0.09812+0.0301739j -0.0672054+0.131258j 0.0815193-0.0559004j 0.0971637+0.00323204j 
0.0107403+0.014553j -0.01328+0.00269296j 0.0143962+0.0167149j 0.0146142-0.0112402j 0.00264194-0.00237774j -0.00291421+0.00329067j -0.00585907-0.00158886j 0.00795508+0.00106193j -0.00530776+0.000147223j -0.000683587+0.00289199j -0.00774638+0.0105467j -0.00533396+0.00234226j -0.0154163-0.00617917j 0.00175213-0.0076613j -0.0147462-0.00310598j 0.00484988-0.0242849j -0.0055107-0.0168593j -0.0280722-0.0412689j 0.0246683-0.0179785j 0.0188873-0.0245919j 0.0241862+0.0190444j -0.0239487-0.00313106j 0.00529691+0.00862089j -0.0223544+0.0160174j 0.00671786-0.0188685j 0.00267057-0.00136069j -0.0379836-0.0117652j -0.0188869+0.032263j -0.0258567+0.016324j -0.0499875+0.00854595j 0.00735288+0.0509755j -0.0216015-0.0351619j 0.0352974+0.00300428j 0.0350514-0.0229871j -0.0398223-0.0354429j 0.0136435-0.0104695j -0.00621766-0.030619j 0.0273926-0.0566886j 0.0325582-0.0379574j 0.0236617+0.0405634j -0.00778149+0.0196522j -0.0383494+0.0498789j 0.012422-0.0416062j 0.00946584-0.0429376j 0.0262617-0.0242631j 0.0106159-0.0361765j 0.0360343-0.0596279j 0.0138633-0.0497926j -0.0557752+0.0168115j -0.0443302-0.0381059j -0.00228753-0.0246911j 0.0143003+0.0224236j 0.0340789-0.0335352j -0.0177425-0.0507892j -0.0593922-0.0121996j 0.00287923-0.0310681j -0.0202244+0.0293827j 0.0365468-0.0330683j 0.0210934-0.0416515j 0.0119019+0.00691809j 0.027255+0.0397392j 0.0152579-0.0625861j -0.00839399-0.0524453j -0.0096277-0.0819571j 0.0148197-0.0168313j 0.0146018+0.0337699j -0.00677018-0.0296838j -0.0255153-0.0186739j 0.0180635-0.0197198j -0.0308468+0.0645311j -0.0440066+0.0882649j 0.0183468-0.0519828j 0.0731172-0.0166372j 0.0641262+0.0718317j 0.0331198-0.03847j 0.0303815-0.0766818j 0.00484941-0.00752926j -0.0336558+0.144948j 0.0437635-0.0653687j -0.0299758+0.0428598j -0.0160467+0.0639433j -0.0480278+0.027288j -0.0361846+0.0407075j 0.0129727-0.0313955j -0.0301848-0.151299j 0.0507479+0.0963518j 0.0757098-0.0384376j 0.118219-0.0186199j -0.147757-0.0937252j -0.00994768+0.070926j 0.0723591+0.134019j 0.0298868+0.0303019j 0.069391+0.0426533j -0.0224745-0.0751541j -0.119692-0.0208142j 0.0120384-0.0272235j -0.00592892-0.0198329j 
-0.0135096-0.0513653j 0.0166358+0.0160121j -0.0147273-0.0162826j -0.0104076-0.000278506j -0.020471-0.00162787j 0.0201747-0.002837j -0.00715663-0.00138613j -0.00558415-0.0174539j -0.0168057-0.00671047j -0.0104665-0.00737451j 0.0122081-0.0182441j -0.00318365+0.0217021j 0.00371186+0.00361412j 0.0133275+0.0236518j 0.0143643-0.0226535j 0.020772+0.00442994j 0.00933343+0.00715823j 0.0201778+0.0497789j -0.0350794-0.0040743j 0.0307419+0.0250084j -0.0616407-0.0165422j 0.0267859-0.00815931j -0.00742957+0.000578939j -0.00998491+0.000170389j 0.021847+0.0333948j -0.0187625-0.00714937j 0.00414407+0.00638165j -0.0234929-0.0266137j 0.0439455+0.0282214j -0.0147372-0.0198828j 0.0525183-0.000360244j 0.0229495+0.0105738j 0.000800179-0.00367623j -3.44125e-05-0.0140071j 0.0175273+0.00350886j -0.00435722+0.0359189j 0.015366+0.00587566j -0.0375982+0.0414434j -0.0333709-0.0204062j -0.00411676-0.00483961j -0.0503909+0.0526128j 0.0185744-0.00487969j -0.024405+0.00549048j 0.0135795+0.0139923j 0.0140767-0.00675019j 0.0250314-0.0351291j 0.044624+0.0455893j -0.0241847+0.0433859j 0.0296528-0.0160671j -0.0162474-0.0282586j 0.035394+0.0303018j 0.0914615+0.0161168j -0.0154168-0.00239842j -0.00259601+0.0207922j -0.0951725+0.0287822j 0.0526248+0.00221298j 0.0179138+0.0148258j 0.0476969-0.0171685j -0.0540221+0.0243279j -0.0010197+0.020501j -0.0212848-0.0596642j -0.0181842-0.0695719j -0.00785403-0.00736815j -6.28836e-05+0.0122306j 0.03105+0.0319455j -0.110894-0.00934528j 0.0823248+0.111824j -0.12524-0.0964724j -0.0275231-0.03745j -0.102971+0.0461419j 0.0382436+0.0124488j -0.104243+0.132458j -0.0136841-0.0250545j 0.0535697+0.0216982j -0.218129+0.0466692j 0.122078+0.0184832j 0.0629461-0.030608j 0.0631164+0.0831248j -0.0965418+0.0322042j -0.0230884-0.00984064j 0.0878599+0.00652829j -0.0439294-0.0810044j 0.038782-0.10635j 0.0196105-0.0281533j 0.0046599-0.0931471j -0.0526763-0.020473j 0.103074-0.0343633j -0.0342729-0.0375068j -0.14876+0.0593502j -0.104028+0.0504291j -0.108485+0.0256737j 0.0281358+0.104408j -0.0488863+0.0447456j 0.0351783+0.14802j 0.0917565+0.0267332j 0.00835205+0.0610643j -0.0296182+0.0217225j 
-0.000963599+0.00701583j -0.0190126+0.0197932j -0.0220276+0.0190577j -0.00754291+0.00812555j -0.00250209-0.00264871j -0.0196797+0.00917148j -0.0124928-0.0037839j -0.00878108+0.00147124j -0.00945192+0.00582494j 0.0220953+0.00592339j -0.0088108-0.0176738j 0.00220776-0.00169736j -0.018957-0.0271496j -0.00712152+0.00793736j 0.00823867+0.00186182j 0.017036+0.0028683j -0.00670264+0.0209026j 0.043048+0.00389182j -0.0432781+0.0154761j 0.0017983+0.0241242j -0.0117358-0.0330817j -0.0104634+0.0210103j 0.0352837-0.00569885j 0.0326531-0.0242276j -0.0175427+0.00794035j -0.00842068-0.0101671j 0.0220784+0.00281747j 0.0234345+0.00837273j -0.0182575-0.0460631j 0.0280382-0.0025487j 0.0268984-0.00958624j 0.0317353+0.00830698j 0.00224828-0.0219531j -0.0246049+0.0141752j -0.00511177-0.0123591j -0.0191626+0.00561863j -0.0243248+0.0165687j 0.00828636-0.0235748j 0.00262694+0.0184476j 0.00954386+0.00228199j 0.0107925+0.00526669j -0.013722-0.0139559j -0.000573449+0.00958831j -0.0170005-0.0512678j -0.0327857-0.0468282j 0.0824291-0.0346924j 0.0297634+0.0404869j 0.0167046-0.02745j 0.00926726+0.0822332j 0.00570484-0.00915904j 0.0618131+0.0283702j -0.00799338-0.00383689j 0.042832-0.0067082j -0.0628733+0.010293j 0.0337663+0.0278608j 0.0794675+0.0451376j -0.0523663+0.0391755j 0.048091+0.0327269j 0.0207803+0.0308924j 0.0196128-0.0183943j 0.0628519-0.00987925j -0.00660882+0.0530676j -0.0325037-0.0540304j -0.0732808+0.0115935j 0.0240744-0.0869088j 0.0100742-0.0383688j -0.0409742+0.0260913j -0.036188+0.00717954j -0.0122192+0.0062939j 0.0199626+0.068983j -0.064383-0.0583066j 0.0088609+0.0855815j -0.0208009+0.0502296j -0.033089+0.0650067j 0.0551176+0.0417472j 0.0912318+0.00672182j -0.0736455-0.079309j 0.193283+0.0144451j 0.0201393+0.0194535j -0.015743-0.105257j 0.140229-0.0547007j 0.0267942+0.0406055j 0.00846139-0.0850034j 0.0537404+0.104362j -0.101161-0.135955j -0.0107477-0.093877j 0.282516+0.132133j 0.150499-0.0385759j 0.0788953-0.105076j -0.102218-0.062554j 0.044346-0.0830408j -0.0602167+0.0332014j 0.0245673-0.103577j 0.020067-0.0630433j 0.0236935-0.0499452j -0.0868718+0.026666j 0.00188799-0.0418746j 
-0.00755269+0.00221629j 0.0173798-0.000269508j 0.0161797+0.00179759j 0.0232193-0.00277283j -0.00520942-0.000672306j 0.00365923+0.00877427j 0.0163209+0.00399055j 0.00845075+0.00628967j 0.0195829-0.000928264j -0.0131727-0.00438552j 0.002227+0.0114016j -0.00314947+0.00858006j 0.0108473+0.014108j -0.0140166-0.0124j -0.00462097+0.00325832j -0.00397766+0.00984234j -0.000660491-0.00619727j -0.00958588-0.0110744j 0.021577+0.000251194j -0.023671+0.0130797j -0.00326707-0.0134914j 0.057423-0.0162797j 0.0245251-0.0258644j -0.0012985-0.00247282j 0.00102202-0.00236556j -0.00646003+0.0319347j 0.0499667-0.0158566j -0.00198128-0.0416121j 0.0287956+0.0428914j 0.0441085-0.0205838j 0.006891-0.0528213j -0.0234482+0.0281059j -0.0286058-0.0140093j 0.0113847+0.0122102j 0.0267086-0.00216956j -0.0126557-0.0325249j -0.028084+0.0119613j -0.0187603+0.0118636j 0.000713223-0.00232981j 0.0251302-0.013812j -0.00763332-0.0220434j -0.017272+0.0190716j 0.0184199+0.0197374j 0.038115-0.00507963j 0.0754067+0.0219463j 0.013426-0.0455603j -0.014027+0.0238151j -0.0421909-0.0212j 0.0155865+0.0170269j -0.0252978-0.0204999j 0.0249944+0.0573598j 0.0574146+0.0368681j 0.0379864-0.0223688j 0.0192422+0.0276472j -0.0179844+0.00086613j 0.00142829+0.0122432j 0.0314818+0.0646795j 0.00268655+0.00883289j 0.0297589-0.0649027j -0.0412332+0.0628981j -0.0476776-0.0890058j 0.0206559+0.0613457j 0.00147274-0.0376482j -0.0493787-0.0130695j 0.0104046+0.0462219j 0.0879285-0.0298836j 0.0100927+0.0865639j 0.0875281-0.0386905j -0.026064+0.0658976j -0.0113701-0.00361113j 0.0075389-0.0317224j 0.0281171-0.051675j -0.011955-0.152318j 0.0613552-0.143122j 0.0217963-0.105082j -0.0570124+0.00535429j 0.0663596+0.00604798j 0.0227221-0.11976j -0.0551607-0.0365701j 0.0203669+0.112629j -0.078583-0.120751j 0.028444+0.0887768j -0.0571277+0.0361056j 0.0998958+0.0829266j -0.0538737+4.88736e-06j -0.0190371-0.0143113j 0.0479753+0.0626758j 0.119803-0.0848875j -0.295325+0.0304915j 0.0235905+0.154061j -0.0621006+0.140179j 0.028645-0.0279495j 0.0445605+0.0282034j 0.0507669+0.00318656j 0.0558891+0.00984121j 0.00808649+0.0131633j 0.0259825+0.00664095j 
0.0166301-0.0074003j 0.00785151-0.0318645j 0.0174855-0.00949495j -0.0129534+0.0186198j 0.00878518-0.00393516j 0.00922681-0.0206042j -0.0187494-0.000972342j -0.00931624+0.000353894j -0.00633525-0.0152541j -0.00435805+0.0190519j 0.0205285-0.0154774j -0.00547515+0.0185055j -0.0109903-0.0061091j 0.0347427-0.0026609j 0.0019655-0.0145897j -0.00424541-0.044259j -0.000172852+0.00985961j 0.00519381+0.00155417j -0.00291424+0.0151175j 0.02481-0.0177882j 0.0258585+0.00896965j -0.0107337-0.0135614j 0.0160806-0.00937166j 0.00189933-0.00565044j 0.0159719-0.0223076j -0.0414171+0.0231411j 0.0250619+0.0178863j 0.0207243-0.0166285j 0.00314642-0.0221558j 0.00923948-0.00942103j -0.0277834-0.0232118j -0.0305992+0.00115525j -0.0262163+0.0242173j 0.0330232-0.00296028j -0.0404756-0.00933001j 0.015812+0.00815163j 0.0256419-0.0423621j 0.0157517-0.0539337j -0.0111309-0.0306157j -0.0227107-0.00295113j 0.0144805-0.0120985j -0.0600842+0.015454j 0.107955-0.0227727j -0.0510281-0.0520393j -0.0122907-0.0084612j -0.0665627+0.0662599j 0.005004+0.0354408j -0.0532422-0.00057508j 0.0544052+0.051833j -0.0488021-0.0151892j 0.0159101-0.00138798j -0.00668587-0.000467094j -0.0349422+0.0379848j 0.015508-0.0450233j 0.00136685+0.0423649j -0.0832039-0.021421j -0.058872+0.0146409j -0.00238287+0.0484855j 0.0106919-0.0189413j -0.0365675+0.00842599j -0.00138018+0.0251499j 0.0143428+0.0373706j -0.0523584+0.0559092j 0.0769832-0.0581888j 0.0672795-0.0148j 0.017688+0.0164934j 0.0389472+0.0854649j -0.0573254-0.0613972j -0.0527068-0.04795j 0.0429439-0.0831811j 0.0837888-0.0692364j -0.0404447+0.179687j -0.158967-0.100443j 0.00148225+0.0367546j -0.146333+0.0964617j 0.0937486+0.156616j -0.0640983-0.0974772j -0.0659641+0.121967j 0.0136605-0.011848j -0.0464623+0.0339021j 0.0289232+0.0959885j -0.0349841+0.0365424j -0.0337066-0.111531j -0.0445211+0.0751169j 0.008371-0.0740823j 0.0692729+0.028525j -0.00796776+0.0619472j 0.0402691+0.0690084j -0.0109672+0.0692147j 0.123599+0.0508299j -0.0625431+0.0551859j 0.108321+0.125249j -0.153595+0.0357024j -0.0553611-0.101682j -0.0456992+0.0289306j -0.00347093-0.0109013j -0.0652465+0.0578128j 
0.00786396+0.000843727j -0.0149158-0.00727141j -0.00219061+0.00517165j 0.00735726-0.00395402j -0.00341211-0.00476292j 0.0105271+0.00784949j 0.00863565+0.00271659j 0.0216243-0.0113297j -0.0123106-0.0124932j -0.0133525-0.00393946j 0.00866719+0.0193401j -0.0127813-0.0146789j 0.0213984+0.00672076j 0.0126796+0.0028706j 0.00954112-0.0228539j -0.0189078-0.00188547j -0.00545502-0.0258162j 0.0263877-0.0326845j -0.0242417+0.0196813j -0.00146821+0.00400929j 0.0260282-0.0123291j -0.0319021+0.0199078j 0.0386519-0.00871005j 0.028945-0.0164068j -0.0142255-0.00517527j 0.000385603-0.0115148j -0.00228076+0.00676214j 0.0340242+0.0372456j -0.0391338-0.068427j 0.0154247+0.00386392j 0.00487976+0.0178477j 0.00800797+0.0164297j -0.00146066-0.0256134j -0.0363111-0.00904585j -0.00919834-0.0100443j 0.00305676+0.0124857j -0.00721963-0.00705765j 0.0213204-0.0213364j 0.0103202-0.013713j 0.0126135+0.0310048j 0.00923969-0.00137248j -0.0217441+0.0066212j 0.0349943-0.020366j -0.0184939-0.0290852j 0.0252421-0.0214717j 0.0635057-0.0209678j 0.0307037-0.0177185j 0.0443617-0.0204702j -0.0757286+0.0731754j 0.00462089+0.0302535j -0.0252191+0.0108292j -0.0418666+0.0816548j -0.0526417-0.0174771j -0.0189333-0.0170648j -0.0179666-0.0826473j 0.0051723+0.0506735j -0.0643597+0.0300551j -0.037939+0.0304018j -0.013254+0.00419479j -0.0155373+0.0642056j -0.0675419-0.0252709j -0.0888906-0.123425j 0.112632+0.0444836j 0.028351+0.00852018j -0.00220478-0.00332307j -0.011042-0.0136825j -0.0427236+0.0225658j 0.0343873-0.145539j 0.063003+0.0936265j 0.0333097+0.0365519j 0.153276+0.0251147j 0.0541778-0.0700057j 0.0848033-0.0248713j -0.110442+0.0407731j -0.101548-0.0691767j -0.217319-0.056828j 0.067895-0.0139374j -0.0181537-0.0965754j 0.00306308-0.0881162j -0.0126413+0.101073j 0.00518345+0.0880783j 0.0621544+0.0581763j 0.0322296-0.0801746j -0.0479398+0.0254387j -0.121595-0.0493124j -0.0578084-0.0739164j 0.0387026-0.0819588j -0.0953079+0.114558j 0.090218-0.0599655j -0.0167877-0.0718957j 0.0772338-0.0934258j 0.11234-0.00951329j 0.107815+0.121754j 0.0397926-0.0888028j 0.0168794-0.0734638j -0.0579935+0.0172898j -0.00599826-0.0282988j 
0.0145039-0.0185977j -0.0141499+0.00768502j 0.000359064-0.00489372j -0.0162501+0.00914025j 0.00667156-0.013697j -0.0137217+0.00146118j -0.00168424+0.0118005j -0.0127938+0.0102825j 0.0017099-0.00158892j 0.0210906-0.00638939j -0.00508407-0.03214j -0.00237606-0.00484665j -0.0200871+0.00177507j -0.0146757+0.0132128j 0.0144656+0.00469384j -0.00690905+0.00684248j -0.00556089-0.0183815j 0.00102987-0.0220055j -0.0179764+0.0484715j -0.0140763-0.014134j 0.0315009+0.0011005j -0.00313889+0.0202192j 0.0388425-0.0294281j 0.00987527-0.0129171j -0.0202493+0.000913302j 0.000535168+0.0165647j 0.0363844-0.00684497j 0.0218335-0.00145049j -0.0374548-0.0272536j 0.0308272-0.0167989j 0.00267862-0.0136963j -0.00107547+0.0143381j -0.00367634+0.000892848j 0.00771495-0.0028497j 0.0114497+0.019172j -0.00764477+0.0106456j 0.00313133+0.025647j -0.00981119-0.00166892j 0.027822-0.0293775j -0.015905+0.0728548j -0.0197397+0.0342338j -0.0156857+0.00569675j 0.028552+0.00868652j 0.00030856-0.00451575j 0.0265457+0.0161262j 0.0233702-0.058411j 0.0249491-0.0909549j -0.026657-0.0332526j -0.0716072+0.0640921j -0.0348565+0.0680957j 0.0403843-0.0213629j -0.0201004+0.033968j -0.0234087+0.0169862j 0.0223472+0.000270991j 0.013485-0.0202285j -0.0156392+0.0218177j -0.0367881-0.00966325j 0.0787761-0.0453562j 0.0302265+0.0198905j 0.0578603-0.0448212j 0.0410516+0.00279815j 0.0404858+0.0598735j 0.0840131-0.03822j -0.000524258+0.0136091j 0.0514216-0.000418742j -0.0711807-0.0518298j -0.0351306+0.0361275j 0.0239041+0.0286217j -0.116085-0.000969606j 0.0510827-0.161492j 0.0110477-0.0338915j -0.00136191-0.0204419j -0.0497234+0.125129j -0.061425-0.0796814j 0.116649+0.0156471j 0.040347+0.00151915j -0.0850348+0.133292j 0.0236243+0.186899j 0.0401219+0.136253j 0.0526623+0.0625198j 0.0721122+0.0743836j -0.0212185-0.113547j 0.0550469+0.0814512j -0.0687397+0.121626j 0.0974485+0.136464j -0.122662-0.0532795j -0.1274-0.129292j 0.065971+0.169818j -0.0317188+0.0239154j 0.0864663+0.0836552j 0.02484+0.0234111j -0.0551514-0.0142591j -0.0167077+0.0346612j 0.056417-0.0902973j -0.00352415-0.0151563j -0.0528095+0.0247052j 0.00117148-0.00251183j 
-0.00519248-0.0432107j 0.00121048-0.0532901j -0.0108709-0.0180963j 0.000393665-0.0100124j 0.0039629+0.0124101j 0.00703935-0.00744576j 0.0010344-0.0011993j 0.0091342-0.0039452j 0.0171499-0.00481584j -0.000635042-0.00346906j -0.0118012+0.00809458j -0.0159718+0.00511208j -0.0110315+0.00176475j -0.00586309-0.0314228j -0.0109904-0.00261428j 0.0150618-0.0355617j -0.000956544+0.0242311j 0.0191165+0.057104j -0.00348732-0.0119565j 0.0334883-0.00864j 0.00816628+0.00334398j -0.00182007-0.0355534j -0.0147372+0.0162223j 0.00505797+0.00888563j 0.0404622+0.0383107j -0.0276445-0.0195289j 0.0285781+0.00790328j -0.0229049-0.0141922j 0.02054-0.0196206j 0.0115218-0.0296287j -0.0574276-0.00326669j -0.0140212+0.0212115j 0.00343855+0.014769j 0.0451427-0.0218275j -0.0264224+0.00360992j 0.00744484+0.0117733j 0.00617893-0.0271478j 0.0367926-0.0256092j -0.0258216-0.039138j -0.0264129+0.0231944j -0.0218443+0.0604065j -0.0378743-0.0110179j 0.0684309-0.023196j -0.00126363-0.023299j 0.0965416-0.010664j 0.0858763-0.0253857j 0.0339386+0.0287834j 0.0150049+0.013248j -0.0302804+0.0213293j 0.0345164+0.0419832j -0.0199951-0.0184435j 0.0185689+0.0228837j 0.0239004-0.0168784j -0.0100697+0.055708j -0.0510906-0.0422283j -0.0217121+0.037139j 0.0499322-0.0651298j -0.0208357+0.039174j 0.010377-0.0164377j 0.0310507+0.0194309j -0.0103541-0.0801519j 0.165512+0.0406401j 0.00556856+0.0108149j -0.0390048+0.020952j -0.0412954-0.0548154j 0.0620704+0.00854078j 0.0948414-0.0178361j 0.0237053-0.0429303j -0.044717+0.0213581j -0.147831+0.00442569j -0.120298+0.0158747j -0.0662414-0.155357j -0.0426179-0.0673819j 0.047334-0.0483966j 0.0256469-0.1067j 0.0402964-0.0512125j 0.12228+0.0869872j 0.028064+0.0374065j -0.0228443-0.0429483j -0.024158-0.118587j -0.0662049+0.0187244j 0.0756311+0.0809507j 0.0152742+0.04508j -0.0667248-0.0270399j 0.0468623+0.0323319j 0.184154-0.0684708j 0.0645773+0.0454848j -0.0175269-0.00658758j -0.00554804+0.128712j 0.158615-0.012087j -0.0959077-0.0205287j -0.0303303+0.0158497j 0.0779959+0.0408898j 0.0192559-0.0829624j -0.0737052-0.0275045j 0.0162367-0.00233522j -0.0555473+0.083928j 
-0.0208426-0.00245765j -0.002408+0.00600888j -0.00314919+0.0129663j 0.00434305-0.0107388j -0.0092594+0.000997593j 0.00434376+0.00531668j 0.0206001-0.0120526j 0.00357107-0.00564756j -0.00112685+0.0011634j -0.0125227-0.00230326j -0.00289912+0.00774634j 0.00383229-0.012001j 0.0049923-0.0161524j 0.0009657+0.0127964j 0.00804228-0.00275989j -0.00793945+0.0138839j 0.0112833-0.0204631j -0.0174031-0.0494386j 0.0174125-0.0326672j 0.0227451+0.000462551j -0.0256414+0.0132839j 0.0216496+0.00777607j -0.0480843-0.00312187j -0.011724+0.0188403j 0.00969541+0.0524269j 0.0208607-0.0269225j 0.0148179-0.0232475j -0.0254153-0.0264639j -0.00966721+0.0236416j 0.0250146-0.0187048j -0.00381803+0.00857465j 0.0305426+0.00890886j 0.0170627-0.0122802j -0.00536092+0.0101471j 0.00474829-0.0386617j 0.0052947-0.00747654j -0.00298505+0.000527752j -0.0207441+0.0319293j 0.00437043-0.0104593j 0.00485095+0.0102853j -0.00127846+0.017848j 0.0227078+0.0304412j -0.0328589-0.0129622j 0.0108969+0.0678054j 0.0824345+0.000848324j 0.0259874-0.0348178j 0.0288046-0.0308028j 0.0343034-0.0397289j -0.0214474-0.0159302j 0.0116512-0.0231631j -0.0464996+0.0393719j 0.0608099+0.000174603j 0.098826-0.0147319j 0.0139987-0.0491467j 0.0414393-0.0443444j -0.0203841+0.101317j 0.0436986-0.0612634j 0.00800948-0.0101381j -0.046986+0.0643713j 0.0358428-0.0788061j -0.0328437-0.0415368j 0.0449491+0.116554j -0.0173111+0.0167047j -0.0190397-0.033647j 0.0211539-0.0564211j 0.0203031+0.139907j 0.0805594+0.0356522j -0.0725851+0.0135587j 0.089545+0.135956j -0.0672536-0.209481j -0.0321455-0.179863j 0.0537914+0.00790954j 0.0736828+0.10906j -0.0561981+0.0358983j -0.11736-0.0370202j 0.113304+0.136404j 0.150321+0.0490773j -0.00709445-0.0672949j -0.108027-0.144151j 0.0278292+0.0826144j 0.0406115+0.0958215j -0.0518706+0.0479599j -0.0129013-0.0483601j 0.0888452+0.0416636j -0.0310903-0.0206996j 0.0196621+0.0569416j -0.0583805+0.00503242j -0.0528663+0.127933j -0.0622971+0.06947j 0.0358391-0.115928j 0.0640955+0.0245631j -0.0723345+0.0301662j -0.0276176-0.0529948j 0.0601862+0.0362558j 0.0304416-0.076529j 0.0210159-0.0123239j 0.0687989-0.0585384j 
