0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
-0.026578-0.0118424j 0.0552935+0.0207411j -0.054257-0.000902859j -0.0190737-0.021124j -0.0166882-0.0135019j -0.0241673-0.0457508j -0.00940728-0.00534915j 0.0430218-0.0167658j 0.00397482+0.00349208j 0.00220234+0.00782598j -0.0056751-0.034282j -0.0143165-0.00662486j -0.00168604-0.0231301j -0.0187836-0.012962j 0.0393217-0.00163253j 0.0273078+0.00542098j 0.0260906-0.00435826j 0.127083+0.0017675j 0.00675691-0.101766j -0.113779-0.0749496j -0.225495-0.0278141j -0.135414+0.0746494j -0.0256874+0.0742404j -0.0635224-0.0207008j -0.180217+0.110655j 0.17494-0.069309j -0.144866+0.0372963j -0.0340153-0.0716375j 0.111309-0.0245474j -0.0336149+0.039162j -0.108004-0.08569j -0.187154-0.0359934j 0.052536-0.0421879j 0.0317585+0.0755289j -0.0101993-0.0377678j 0.0770751-0.0324535j 0.0398611-0.0304741j 0.0190154-0.000858619j -0.034477+0.0259429j -0.00862254-0.00628047j -0.004432+0.00499044j 0.0713414-0.0782322j -0.0849568-0.0411273j -0.0425948+0.00741996j -0.0445743-0.000555449j 0.0485402+0.0179693j -0.047842-0.0025553j -0.0458405-0.00271887j -0.0139984-0.00452137j -0.00342885-0.0105163j 0.0376296-0.00148913j -0.0155838+0.000585569j -0.036173+0.00959404j 0.0011083+0.00404546j -0.0642537+0.0393421j -0.0367553+0.00529816j -0.0290175+0.0472099j -0.00484166+0.00527215j 0.0518575-0.0199785j 0.0248952-0.00293108j -0.0155239+0.029539j 0.0418167-0.0377152j -0.0173513+0.00257546j 0.016956-0.00300796j 0.0138888+0.0123211j 0.0319088-0.017126j 0.0157014-0.0158464j 0.00139286+0.0112903j -0.00631385-0.0189819j -0.0179011+0.0170276j 0.00766956+0.0210757j -0.00536449+0.0067459j -0.0215872-0.0168957j -0.00626281-0.0210786j 0.00697378-0.000255891j 0.00352799+0.00620286j -0.016748-0.00725855j -0.0219855+0.0224566j -0.00378262-0.000593939j 0.0025222+0.022575j 0.00996994-0.0107241j 0.0061789-0.0144416j -0.0139155+0.00750363j 0.0217896+0.024931j 0.0327609-0.00072074j -0.0119156-0.00117102j 0.0114356+0.00890661j 0.00594287-0.00914646j -0.0139238-0.00413249j 0.008553+0.0165417j -0.00940336+0.00816231j 0.0015012-0.00168267j -0.00269326-0.00716565j 0.0145127+0.0368093j -0.017745+0.0179296j 0.041202+0.0255303j -0.0197713+0.0181073j 
-0.067819+0.0213838j -0.00249767-0.0466648j 0.0261331+0.0146816j -0.0269384+0.0162063j 0.043143+0.0332837j 0.0203028-0.000270635j 0.00993424+0.0268176j -0.00699025-0.00337926j -0.00379523-0.0381915j 0.00784795-0.00451289j 0.0322582+0.0128072j 0.00107903-0.0067033j 0.00955431-0.0222284j 0.00128227-0.0226813j 0.0232719+0.0168927j 0.0290446-0.0176314j 0.0318636+0.0292864j 0.0324238-0.0252469j -0.0689217-0.0423702j 0.0997629-0.0531194j 0.23297+0.0533285j 0.0594418-0.14052j 0.0201465-0.0668832j 0.150248-0.120915j -0.156541+0.174894j 0.0438112+0.369595j -0.0721246-0.156485j -0.00947053-0.0966469j -0.0369171-0.0153394j 0.0377629-0.0515173j -0.0885947+0.135777j 0.0799974-0.162679j -0.0119031-0.0679359j 0.0510239+0.00662223j -0.0532629-0.0945158j -0.00721611+0.062452j -0.0302481+0.0285957j 0.00625903+0.0741521j -0.0586059+0.0111835j -0.0248262-0.0255231j -0.0143846+0.0290051j -0.00851233-0.0428612j -0.027506-0.0133575j 0.066594-0.00150811j 0.0453108+0.0347535j -0.0382905-0.0020666j 0.0472653-0.00428681j 0.0039545-0.0173664j 0.0429615-0.00144422j 0.00684029+0.00931469j -0.0176651+0.0621492j -0.00219966-0.0560218j -0.00716366-0.0208982j -0.0274562-0.0307474j -0.0343179+0.0131383j -0.0269772+0.00875859j -0.0122684-0.0292025j -0.0160181+0.030406j 0.00641613+0.0300635j 0.00520588+0.0343349j -0.000617618+0.0100984j 0.0155137-0.019161j -0.0146078-0.00682987j -0.014835-0.00062354j 0.0212745+0.00331571j 0.0125622+0.0215073j 0.0112866-0.0150186j -0.00302634+0.00388362j -0.013341-0.0373695j 0.0118296+0.00737665j 0.00833235+0.0190188j 0.000826497-0.00316524j 0.00649042+0.00287678j -0.00235677+0.0138407j 2.44482e-05-0.0046735j -0.00657362+0.00954391j -0.000825008-0.00218388j 0.00501355+0.0221043j -0.00195964-0.0148866j -0.00355451+0.0160273j -0.0100671-0.0160163j -0.00372973+0.00820411j -0.0181332+0.00901398j -0.000108557+0.00932088j 0.0197138-0.000835015j -0.0153322-0.00438548j -0.0053952+0.0076501j -0.0088435-0.0298093j -0.00549467-0.00356131j -0.0197964+0.000196841j 0.0154695+0.00178179j -0.00648249+0.00325182j -0.00127356-0.0114696j -0.0296536+0.0172023j -0.0185792+0.00572887j 0.0241038+0.0305186j -0.00757568+0.0073168j 
-0.042736-0.0425081j 0.0199819-0.0470028j 0.00990038-0.0551336j 0.0396633-0.00120169j -0.0142625+0.0289441j 0.0117788+0.0106885j 0.00627545+0.0514731j 0.014246+0.0111428j 0.0157161-0.00772705j -0.0190334-0.00122019j -0.0117331+0.0284764j -0.00211885+0.00230581j 0.000701771-0.00192378j 0.0217803+0.0102947j -0.0241353-0.0019726j 0.0288808-0.000797208j -0.0137991+0.042163j 0.0271338+0.079481j 0.0487849-0.0399595j 0.0227702+0.0719783j -0.0749937+0.0579406j 0.146965+0.145847j -0.309228+0.130174j 0.111291+0.0118734j -0.188198-0.124127j -0.143299+0.171468j -0.176755+0.0218721j 0.079457+0.114931j 0.182868+0.0202031j 0.174433-0.0241779j -0.0738357+0.00388598j -0.0183834+0.136669j -0.0320413-0.000609151j 0.0113383+0.0255829j 0.0258717-0.11733j -0.0942817+0.00346276j -0.0200903+0.0492347j -0.0683087+0.0196814j -0.0234376-0.0675554j 0.0146182-0.0128122j -0.0193289+0.000848456j 0.0323586+0.0559729j 0.015697-0.0441666j -0.00150306+0.025602j -0.0140666-0.0322955j -0.0266754-0.0181079j 0.00269336+0.052871j 0.0358121+0.0475928j -0.10761+0.0425457j -0.0652788+0.0132742j -0.0411748-0.00166231j 0.071739+0.0104613j -0.00364108+0.000148416j 0.0682264+0.0242919j -0.0404677-0.00276636j -0.0449644+0.00823022j 0.000420516-0.0154891j 0.0186637-0.00114717j 0.0429866+0.000951638j -0.0010082-0.0305109j -0.0196421-0.025321j 0.0219576+0.0309618j 0.0100212-0.00515932j 0.00995502-0.0199134j -0.00770664+0.00706106j -0.00802+0.0133602j 0.00111353+0.0150785j -0.00282527+0.0111778j 0.00132881-0.0026205j 0.0102054-0.00930057j -0.00456966-0.00119967j 0.00969003-0.000550429j 0.0046923-0.00601673j -0.00822932-0.00651182j 0.00884423+0.0038609j 0.00657092-0.00692143j -0.0185583-0.00335796j -0.00964433+3.46372e-05j 0.014455+0.00289809j -0.00338848-0.00878638j 0.000219406-0.013258j -0.0138011+0.00482311j 0.000170452-0.0177361j 0.00150159+0.00990618j 0.00635539+0.0214039j 0.00990883-0.0227401j -0.00253574-0.0248132j 0.0218242+0.0142297j 0.0114792-0.0105867j -0.00903794-0.00461434j 5.71111e-05+0.00952808j 0.00626098+0.0098488j -0.00685837+0.011629j 0.000694176-0.0454904j -0.0044284-0.0216507j -0.0378855-0.00930258j 0.00102833-0.0284294j 
0.0348136-0.0698698j 0.0333555+0.00421015j -0.0139248+0.0391304j -0.0396137+0.0213501j 0.0107624-0.0236212j 0.0070203+0.0188431j 0.000222168-0.0384289j -0.0304362-0.00277956j 0.0111207+0.012016j -0.0115443+0.00660313j 0.00665505-0.00216613j -0.0128011-0.011458j -0.00556796-1.53119e-06j 0.0539484+0.0327289j -0.00664747+0.00734835j 0.0182379+0.0025767j -0.0535593+0.0719999j 0.134569-0.105447j -0.0436295-0.103081j 0.016502+0.0884465j -0.141475-0.172533j 0.0510429-0.130971j -0.0184854+0.0633731j -0.118876-0.056725j 0.0212158-0.0394756j 0.0217907+0.0332402j 0.0927205+0.0389911j -0.00255117+0.011883j -0.00796675-0.0999568j 0.0390599-0.0237527j -0.0571485-0.0679899j -0.0120771+0.0368246j 0.08184+0.0983854j 0.0534806+0.0861222j -0.0658555-0.134653j 0.0377705-0.00554921j -0.066285-0.0034312j -0.103064+0.0754798j -0.00826982-0.0993877j 0.0359969-0.0637623j -0.013189+0.0127248j 0.0408484-0.0872663j -0.108629+0.0677448j 0.0383167+0.0877448j -0.0885827-0.0416761j 0.0115216+0.0249509j -0.0215257-0.0303492j 0.0221466-0.0374556j -0.0761819-0.0228917j -0.00951654-0.0326952j 0.0241986-0.023932j -0.00475588-0.0288609j -0.0327119+0.0113415j 0.0141131-0.0451053j -0.011955+0.00838644j 0.000811203-0.0326788j -0.0445432+6.95786e-05j 0.00924754-0.0147341j 0.0252866-0.0252522j -0.0228627+0.0203228j 0.00307168+0.0230515j -0.00404204+0.00559469j 0.0369332-0.0111516j 0.00148535+0.00470325j -0.0122243-0.00396557j 0.0145892+0.00991187j -0.0224149-0.0192897j 0.00472775+0.0126622j 0.0119991-0.00195343j 0.0290116-0.000136109j 0.0160731-0.00183556j 0.00738875-0.000858323j -0.00546274-0.0256297j -0.0152508+0.00432155j 0.0222288+0.0104881j -0.0232533-0.0119255j -0.0350745+0.0223636j -0.000542784-0.0125889j 0.00110788+0.0227272j 0.000472554-0.0119344j -0.00999504-0.00266097j -0.000148966-0.00183548j -0.00672119+0.00015194j -0.00206672+0.0196331j 0.0334924-0.00291434j -0.000213014-0.0314258j -0.0415674-0.0763195j 0.0351058-0.0245239j 0.025059-1.22398e-05j 0.0145188-0.0345585j -0.00524731-0.0115694j 0.0197159+0.0179948j -0.0197235+0.0217814j -0.0498775-0.0431745j 0.0150398-0.0140508j -0.00217623-0.0394619j 0.0127582+0.0183148j 
-0.00188604-0.0200083j 0.00834352-0.0579505j 0.0107032+0.00935808j 0.0759387+0.0165256j 0.0500086-0.0049871j -0.00844877-0.022088j 0.0147979+0.0110246j -0.0115474-0.0139276j -0.0145877-0.0135662j 0.00393638+0.0213583j -0.00278139+0.000866901j -0.0133326-0.00175699j 0.0106941+0.00694335j -0.0310955-0.0271839j -0.022796-0.0164341j 0.022264-0.0103578j -0.00123047+0.0314279j 0.0581763+0.0145883j 0.232994+0.0112866j 0.0442381-0.28689j 0.144885-0.0873658j -0.152014+0.151729j -0.15935+0.022715j 0.1549-0.0159258j 0.150024+0.189027j -0.106281+0.0583101j -0.154129+0.0488645j 0.000386315+0.153452j -0.0675982-0.0766716j 0.0165+0.0495566j 0.00959401+0.0477845j -0.0313837+0.0289245j -0.146031-0.00960842j 0.119157-0.122206j 0.0553224-0.0322344j 0.0194014+0.0225371j 0.100716+0.15389j 0.00490931+0.0646539j -0.000145658-0.0273016j 0.0204015-0.021258j -0.00631078+0.00104204j 0.140508-0.00582278j 0.0242591-0.0669159j 0.00100016-0.0684534j 0.0859294-0.0605588j -0.0259964+0.00596211j -0.00489736+0.00143001j -0.0367699+0.0521087j -0.0261344+0.0302577j 0.0212643+0.00117333j 0.0479043-0.0281086j -0.0490385+0.0137138j -0.018809+0.0317625j -0.0247461+0.0308018j 0.0263556-0.00160929j 0.0035756+0.0153639j -0.00145586+0.0150848j -0.00707216+0.0143645j 0.0158868+0.0162874j 0.0327948-0.00955074j -0.000387977+0.0138001j -0.0051068-0.0136269j 0.00868996+0.0126481j -0.00183127+0.0177014j 0.0212477-0.0151018j 0.00878522-0.00531199j -0.00215567-0.016213j 0.00704754+0.00228792j -0.0223081-0.00075182j 0.023836+0.0115096j 0.00818191+0.00594728j 0.00994427+0.00400506j -0.0116557+0.0173716j -0.00216153-0.00674319j -0.00810376+0.006475j -0.00974883+0.00211473j 0.000254852-0.00279088j 0.0170761+0.00978177j 0.0190718+0.0099795j 0.0128204+0.00304767j 0.0179977+0.0120672j 0.00617115+0.0176641j 0.0104911-0.00223262j 0.00739966-0.00268698j -0.0143343-0.00266343j -0.0207661+0.0217039j 0.0548512+0.0361134j -0.0226058+0.037527j -0.00232971-0.0119739j -0.0266487+0.0136908j -0.00382056-0.0181569j -0.0121498-0.0235866j 0.0243189-0.00122778j 0.0214424+0.0133428j 0.0333896+0.0306772j -0.00517259+0.00401452j -0.0277572-0.0196686j 
0.0505199+0.013804j -0.0112383+0.0433341j -0.00234663-0.00242268j -0.0227053+0.00385427j -0.0242244-0.00612766j -1.27266e-05-0.0191799j -0.0262327+0.0130379j -0.00543728+0.0177578j -0.000960545+0.00215356j 0.0165992+0.021235j 0.020073+0.0089318j 0.0358803+0.0408881j 0.00307774-0.0122256j -0.0304253-0.0220528j 0.0922783+0.0608041j -0.0276232+0.0130368j 0.027777+0.0701079j 0.0505417+0.121341j 0.0574702-0.112974j 0.0851888-0.144041j -0.0472656+0.10616j -0.0642512+0.0158101j -0.0501502+0.00156712j -0.0912187+0.039671j -0.0148411-0.00544953j -0.0490271-0.0828614j 0.0346678+0.0133744j 0.0483865+0.0148438j -0.0860268-0.067917j -0.0142576-0.032848j -0.00295417-0.0627852j 0.00659487+0.0292747j 0.00977281-0.0285546j 0.1017+0.00770201j -0.0223484+0.0691516j 0.139126+0.107105j -0.124103-0.05079j -0.0304274+0.0410928j 0.0723972-0.0614399j -0.0171759-0.0720724j -0.00944488-0.0497619j 0.0279295-0.019798j 0.0174487-0.12178j 0.021573+0.00593872j -0.0271852+0.000312544j 0.0055031-0.0611369j -0.0458193-0.00167726j -0.0258504-0.0670849j -0.0604931+0.0225234j -0.0101187+0.00975336j 0.0258901-0.00450441j 0.0203785-0.0110105j -0.00276003-0.00233679j 0.0153865-0.0581247j 0.0179112-0.022945j -0.0177473+0.0367693j -0.0288445+0.0589583j -0.017104-0.0129561j -0.00241732+0.00330112j -0.01027+0.0139396j 0.00296864-0.0257327j 0.0135567+0.0426561j 0.0164813+0.000182525j 0.00324265-0.00931039j -0.00371263-0.0225197j -0.0150262+0.0450962j 0.000984605-0.00710413j -0.000192859+0.00649843j 0.0207049+0.0305728j 0.0117421-0.017117j -0.00082518-0.0163923j 0.028999+0.0214524j 0.00405862-0.00138099j 0.00237415+0.0317117j 0.0142446+0.00375704j 0.00296803+0.0267085j 0.0324225-0.0201916j 0.00387508-0.00783792j 0.0103517+0.0100939j 0.000314187-0.0180281j -0.0174367-0.039711j 0.0387909+0.0281517j -0.0531353+0.00600534j 0.0387879-0.00457062j -0.0669408-0.0443665j -0.082962-0.0667062j -0.141542+0.108428j -0.169929-0.194716j 0.0183473-0.0455431j -0.025682-0.0398308j -0.0143518+0.0748472j -0.0977575+0.0153089j -0.0491485-0.0708266j -0.0112961+0.0531456j -0.0923466-0.0379664j 0.0116604+0.0049599j 0.0158688+0.0179464j 
-0.0242426-0.00866686j 0.0474727-0.00673148j 0.0283673-0.00256308j -0.000705625-0.00387385j 0.00898807-0.019159j 0.0470149-0.00619205j -0.0403753+0.0378456j -0.040035-0.00410051j -0.00859379+0.00241924j 0.00662005-0.0152361j 0.0130761+0.000736652j -0.0300537+0.0241886j -0.0242752+0.0336522j 0.0858316+0.0535377j 0.0414668+0.0241353j -0.0449164-0.0879329j -0.0167171-0.0258512j -0.0732918+0.0163958j 0.0837891-0.0548935j -0.061637-0.0637623j 0.0598067-0.000872842j -0.0507623-0.0146876j -0.054519-0.0358491j 0.064673-0.0368174j -0.0108013+0.0811116j 0.109874-0.0184238j -0.0427429-0.0136832j -0.0727061+0.0927403j 0.0710402-0.0214686j 0.0220673+0.0318035j 0.0365569+0.0189203j -0.00534565+0.00113714j -0.0144011-0.0127878j -0.000599208+0.043566j -0.0185839-0.0381317j -0.110525-0.064489j -0.120497-0.153035j -0.0211243+0.00613113j 7.86814e-05+0.105023j -0.042917-0.018631j 0.0658629+0.0905034j 0.0252928-0.0191225j 0.106544-0.0153987j -0.0735276-0.0709924j 0.0277971-0.0231683j -0.00292726+0.0317344j 0.0409807+0.0690348j 0.00751889-0.019811j 0.0334667-0.0399902j 0.0287705-0.0518656j -0.0165223+0.00490692j 0.0195126+0.0245079j -0.00739792-0.0742505j 0.00827868-0.00238563j -0.0196827+0.0271919j 0.00985556+0.0319108j -0.0107344+0.0396733j 0.0232765+0.00476665j 0.0101274-0.0272451j 0.0021192+0.020764j 0.0337076+0.0247433j -0.00202885+0.00373129j 0.0183249-0.0434353j -0.0125448+0.0148436j -0.00196747+0.0287246j 0.00848167+0.000579922j 0.0186772-0.00846319j -0.0484467+0.00522028j 0.0188344+0.010138j 0.0314527-0.0164443j 0.0108637-0.00853516j 0.0115173-0.00347033j 0.0130096-0.0330164j -0.0346804+0.0343918j 0.0162896+0.0250614j -0.00991548-0.0470249j -0.0453581+0.00629309j -0.0371534-0.00220092j -0.0382835-0.0239856j -0.00725528-0.0498634j -0.0065702+0.0110277j 0.0316257-0.00132602j -0.00328556+0.0120206j -0.042627+0.00878708j 0.0450384-0.0257069j 0.0760735-0.051898j -0.22083-0.249595j 0.14264-0.136983j 0.0667763+0.0242779j 0.0110728-0.0289917j -0.0592384-0.0550082j 0.0624835+0.0869045j -0.127821+0.00857457j -0.0769909-0.0178923j -0.0188961-0.0611207j 0.00111057-0.0114774j 0.000548023-0.00673426j 
-0.0307564+0.0119224j -0.00499808-0.084041j -0.0269099+0.0366865j -0.0230322+0.0144189j 0.00289447-0.0151319j 0.000282766+0.0213808j -0.00776686-0.00370141j -0.00885484-0.00659689j -0.00205428+0.00409581j -0.0158194+0.00395782j 0.012352-0.0014059j 0.00302369+0.0105151j 0.0257781-0.0212891j -0.0623246+0.00533633j 0.0337637+0.0335437j -0.0189561-0.0960815j 0.0801443+0.0586744j -0.054093-0.0161788j -0.00173289+0.0117916j -0.0887304+0.278383j 0.0143411-0.0667395j 0.114039+0.0748272j -0.0791209+0.0146615j 0.0263467-0.0551885j 0.165595+0.0407197j -0.0890921+0.061766j -0.0580922-0.0309126j -0.0209916-0.0428253j 0.0860138+0.0399058j 0.0207554+0.0448627j -0.0250683+0.0755596j -0.0321903-0.0153837j -0.0343692+0.0400036j 0.0562801-0.0413031j -0.0465105-0.01073j 0.0603739+0.106286j 0.0693462+0.00189619j 0.110496+0.108145j -0.0158564+0.1187j -0.105233-0.0423209j -0.0122587+0.0450441j -0.0338807-0.0126679j 0.015813+0.0480919j -0.0334347+0.103004j 0.0380345-0.0678622j -0.062112-0.0653882j 0.0478957-0.0325817j 0.0495317-0.0388253j -0.00725463-0.0541391j 0.00413286+0.0149123j 0.00124034+0.0103805j 0.0254835+0.0279751j 0.0378241+0.0198419j 0.00884409-0.0389791j 0.00489407-0.00704776j 0.0227884+0.0274106j 0.0180332+0.053644j -0.0112654+0.0202899j -0.00940619+0.00822247j 0.00696418+0.00952344j 0.0389047+0.0058099j -0.00463009-0.0104569j 0.0216436+0.00612165j 0.000118856-0.0115101j 0.0186436-0.0198176j -0.0362458+0.0114847j 0.00602699-0.042463j -0.00766473+0.0202673j 0.0170654+0.00435004j -0.00232083+0.00635424j 0.0136815+0.0065276j 0.0247178+0.0238237j 0.00157139+0.00440292j -0.0108327+0.0244785j 0.0259491+0.0106853j -0.000138293+0.00918752j 0.000489594-0.0263045j 0.00243001+0.0327454j -0.00524173+0.0148396j -0.00374756-0.00109021j 0.0137259-0.025104j 0.0357331+0.0227932j -0.0442721+0.019064j 0.0209688+0.012651j -0.0503533-0.0451486j -0.0188257-0.0341466j -0.113872+0.0953431j -0.147374-0.176757j -0.0104024-0.0471491j -0.0152703-0.0251456j -0.0382761+0.0387133j -0.0906961+0.00659607j -0.0507855-0.0438464j -0.0112217-0.00308193j -0.0312578+0.0451283j -0.00676454+0.00476769j -0.0565634+0.0133012j 
0.0189286+0.136873j -0.123266+0.0119338j -0.0180581-0.00876176j 0.0425159-0.00807232j -0.0112514+0.0272752j 0.0186752+0.0194637j -0.0446476+0.00686574j 0.00345532-0.0079907j 0.00897793+0.00849986j -0.000240032-0.0183708j 0.00608012+0.00472141j -0.0258847-0.00412603j -0.00849547+0.0162295j 0.0109726+0.00904059j 0.00723662+0.00175052j -0.0829992-0.0502758j 0.00653724-0.103864j 0.113588-0.00520758j 0.113294-0.0871937j -0.0366367-0.0104906j -0.0207292+0.195358j 0.0551949+0.190377j 0.183149-0.0648992j -0.0179917-0.00929641j 0.0607806+0.00755978j -0.213283-0.133366j 0.053848-0.0551237j 0.124355-0.196529j 0.0349282-0.0239475j -0.0972639+0.0149941j -0.137334+0.0245504j -0.0369455-0.0937736j -0.0600016-0.0446841j 0.05671-0.0888321j -0.0246349+0.0517265j 0.0559158+0.0478166j 0.0704062-0.0469801j 0.0922243-0.0882635j 0.101259+0.135646j 0.0274853+0.0554714j 0.0938014+0.0288227j 0.0921857-0.13349j -0.0966442-0.0114663j 0.0322168+0.0463955j 0.0250886+0.0439843j -0.00812348-0.0387863j -0.0015796+0.0843563j -0.0517405+0.0106461j 0.0129196-0.00968889j 0.00715809-0.056992j 0.0033624-0.00489302j -0.00549284+0.0249007j -0.000434044-0.0279994j -0.0149387-0.0230669j 0.0206927+0.00835796j 0.00809342-0.00838496j 0.028525-0.0217456j 0.00284037+0.0140846j 0.00563793-0.0031489j -0.00864772+0.014783j 0.00179028+0.0375197j 0.00688887-0.0282812j 0.0110736+0.00669825j -0.00443604+0.0093295j 0.00408621+0.0174063j 0.0101058-0.00399059j -0.000186352-0.0131817j 0.00644469-0.0121093j 0.0114931-0.00166054j 0.0158566+0.0107463j 0.0025119+0.00438456j 0.00732405+0.00679112j -0.0232597-0.0105343j -0.0093972-0.0144102j -0.00754755+0.00258642j 0.00482897-0.0080499j 0.00878004+0.00560377j 0.000774795-0.00116794j -0.026884-0.0148781j 0.00402889+0.00615035j 0.017498-0.0242697j 0.0199595-0.0248082j 0.0184415+0.0169705j -0.0208031+0.0225598j 0.0293707-0.00251581j 0.0279325+0.0191844j -0.0325487-0.105022j 0.0766457-0.00391782j -0.000957914+0.0425101j 0.0239851-0.0153384j -0.0245955-0.0498334j 0.0464736+0.0121823j -0.0249901+0.0155989j -0.0217794+0.0256603j 0.0327375+0.0142584j 0.0402898+0.0124737j -0.0178871+0.0192314j 
0.0693039+0.00468182j 0.00497474+0.0497941j -0.0582316-0.0561015j 0.0478643+0.0226453j 0.00760483+0.00900329j -0.000608791+0.0291734j 0.0096429-0.01718j 0.0143486-0.00789711j 0.00297851+0.00240537j 0.0133279-0.00979774j -0.001135+0.000839688j -0.00409952-0.00911774j -0.00843916-0.00673733j -0.00638279+0.0126838j 0.0192495+0.00271458j -0.0305018+0.0570451j -0.0822435-0.0327846j 0.232228+0.075229j 0.159808-0.0983208j 0.0747249-0.000852479j 0.129251+0.183769j 0.134249-0.114992j 0.0054733-0.0378844j 0.00537936+0.0253262j -0.0895824+0.0958027j 0.0557952-0.127556j -0.0215738+0.132478j -0.0336709+0.0421195j 0.00814066-0.0450032j -0.0162649+0.0806671j -0.0288555-0.0233485j -0.0149328-0.0983587j 0.0725274-0.0771278j 0.0102801+0.0100625j 0.0195795+0.027887j 0.137268-0.0039945j -0.0109021-0.00842488j -0.16355-0.12029j 0.153297-0.115812j 0.0751983-0.00515595j 0.00120537-0.0490108j 0.098184+0.00283437j -0.0222397+0.00333083j -0.0795338+0.063844j 0.0429095+0.0352232j -0.00794162+0.0185534j 0.050915+0.00937415j -0.0218945-0.0301532j 0.0158256+0.0409579j 0.0399534+0.0379628j 0.0150869-0.0090939j 0.0364414-0.024278j -0.0196044-0.00991668j 0.0112239-0.0331464j -0.0195317+0.0009104j 0.00834759+0.0149191j -0.0401527+0.0297443j 0.00112631-0.0073748j 0.02135-0.0338572j -0.0304304+0.00913424j -0.013976+0.00791118j 0.0227555+0.0275367j 0.0122301+0.0106877j -0.0233832-0.00456708j -0.00555333+0.00646482j 0.0241564-0.00669841j 0.0061609+0.0226526j -0.00144741-0.00444951j 0.00590963+0.00696946j -0.00568563+0.00359531j -0.000683234-0.0193775j -0.0109666-0.000906836j -0.0163401-0.0127729j 0.00502394-0.00467601j -6.33574e-06-0.0170027j 0.00147727-0.00730849j -0.0108046-0.00117578j 0.00192204+0.0183778j -0.0224807-0.0157278j -0.00593247-0.0024513j -0.00353631+0.0131237j 0.00957832+0.00856102j -0.0174334-0.00290057j 0.0108121-0.0130022j 0.0078601-0.00446855j -0.0181524-0.0332725j -0.0169022+0.0136231j 0.00573726-0.0153988j 0.00577949-0.00531313j 0.0294095+0.0034939j -0.0166117+0.00222026j -0.0087514+0.00469665j -0.0197876-0.00710594j 0.0338157+0.00819832j -0.0104388-0.00186118j 0.0214703-0.00616549j -0.0106102-0.0036945j 
