-0.00415405-0.0363862j -0.028178+0.0630554j -0.0456996-0.0114535j -0.0425538-0.0315598j 0.000221831+0.00521702j 0.00353772-0.0139494j -0.0323166-0.0834835j -0.0157015-0.0237212j -0.00338192-0.0373644j -0.00937345+0.00996658j 0.000286993+0.0303313j 0.0161363-0.0194493j 0.00505018+0.0291389j 0.0209312+0.021823j 0.0352877-0.0468505j -0.0150359-0.0052763j -0.00715075+0.049108j 0.0244165+0.031973j 0.0303642-0.0112441j -0.003007-0.00566916j 0.0022861+0.00176892j -0.0227655-0.0126336j -0.0161782-0.0127988j -0.0274677-0.00744089j 0.0178392-0.0328172j 0.00340664+0.0302931j -0.0149708+0.00295683j 0.0205191-0.0133924j -0.00149377-0.0167557j -0.0109713-0.0178441j -0.00116637-0.0180278j -0.00859549-0.0215007j 0.00841308-0.00371889j -0.00942781-0.0113869j -0.0226144-0.018863j -0.0235827-0.00839814j -0.00521262+0.00738412j -0.0105582+0.0279769j -0.0150056+0.0101461j 0.00104976+0.0101241j 0.023196+0.0103186j 0.00818999-0.0205375j 0.00441199-0.00792663j 0.0128391-0.0392483j 0.033957+0.00254148j -0.00532408+0.0155207j -0.0095896-0.00311324j -0.00923285-0.0099314j 0.0101058+0.0356204j -0.00643392-0.00791095j -0.0121145-0.0275898j 0.0106139-0.00977208j 0.00386514+0.0132547j -0.00730762-0.0148074j 0.0192663+0.0305188j 0.0397524+0.0285278j -0.00991892+0.0229486j 0.0218294+0.0246283j 0.0164968-0.0144855j -0.00662329+0.0234133j -0.027724+0.031714j 0.0146911+0.0213096j -0.0313732+0.0497053j 0.0083621-0.0101623j -0.0347685+0.0126294j -0.0103065-0.000693641j 0.0219278+0.00824117j 0.0183993-0.00261283j -0.0425795-0.0527278j -0.0261021-0.0650922j -0.00850051+0.0306596j -0.0813813+0.0934491j -0.027655+0.113725j -0.108012-0.0588415j 0.0701304-0.0484695j 0.0703597-0.00554371j -0.0231803+0.0278809j -0.0135056+0.061109j 0.0205726+0.00287785j -0.0148893-0.0666484j 0.0135129+0.0383085j 0.0513971-0.0630891j 0.0620547-0.0629599j 0.0674463-0.00592866j 0.00794502+0.0811484j 0.01174-0.0460294j -0.00195126-0.0137829j 0.138402-0.0296319j -0.0395749+0.115147j 0.124529-0.0341013j 0.107691-0.231035j -0.19921+0.135786j 
0.0355659-0.0208481j 0.0257008-0.00869972j -0.0252225-0.0183478j 0.0137207-0.0412614j 0.024471-0.0276619j 0.00173403+0.120707j -0.0368255+0.0390501j -0.0767693-0.014205j 0.0588973+0.00536624j -0.0192315-0.0522942j 0.0113924-0.00865383j -0.0276523-0.0887805j -0.0913948+0.0276835j 0.0286293-0.0559509j 0.0278334+0.0218964j 0.0366877+0.0145313j -0.0471162-0.0302185j -0.0620631-0.0207971j 0.012879+0.0291113j 0.0628188+0.0694025j 0.00353024-0.0300555j -0.0351759-0.00109077j 0.0716936-0.010127j -0.0243184+0.00493649j -0.0233873-0.00668283j 0.029086+0.0103392j -0.00889954+0.0462299j -0.013922+0.0240728j 0.0444909-0.0411955j 0.0398529-0.037119j 0.0294741+0.0198787j 0.0355483+0.0171914j 0.0140234+0.00343516j -0.0217072-0.00165548j -0.00197183+0.0088326j -0.0149027+0.0154967j 0.013337-0.0404108j 0.0550414+0.0498793j -0.0123895+0.0224021j 0.0895286+0.056994j 0.0054348+0.0656303j 0.0253072-0.037149j 0.041396-0.00832584j 0.0293475+0.042945j 0.007797+0.0128706j 0.0301222+0.065833j 0.00313361-0.00859253j -0.00205172+0.0315019j 0.0312322-0.00616268j 0.00745363-0.0134599j -0.0574333-0.0317663j -6.6149e-05-0.00358824j -0.0500373-0.0405732j 0.0526906+0.027761j -0.00554705-0.0878232j -0.0637869+0.0227121j -0.0114+0.0178892j 0.0403297-0.0571707j 0.00401282-0.0377157j -0.0060316-0.0204615j 0.0257625+0.040489j -0.0777001-0.00594556j 0.0607023-0.0138857j -0.0805362+0.048194j 0.0908596-0.0188944j 0.0881723+0.0100829j -0.0618676-0.0232061j 0.0456683+0.00506309j 0.0036478+0.0380261j 0.00567588+0.00177234j -0.0117891-0.0442045j 0.0160585-0.0521103j -0.0363325-0.0517344j -0.0285652-0.0404363j -0.00758209-0.0458522j -0.0951118-0.0306783j -0.0018951-0.0195225j -0.0125361+0.0340674j 0.000238193-0.000324553j -0.0147209-0.0376162j 0.0398736-0.0142694j -0.0145992+0.0584736j -0.0365507+0.0299932j 0.00267846-0.000310524j 0.0627221+0.0343183j 0.0194966+0.0839145j -0.042247+0.0464879j -0.0293685+0.0215775j 0.036563+0.0219771j -0.0452908+0.00592705j 0.00524715+0.0466669j -0.00208294-0.00341246j 
-0.00595835+0.0195003j -0.0136057-0.0418473j -0.0396847-0.0116652j 0.036043-0.0141724j -0.0193372-0.0142143j 0.00519777+0.0348591j 0.0097039+0.0215593j -0.0543399+0.045584j 0.0435462-0.0650166j -0.0964475-0.00263437j -0.0546243-0.017481j -0.0412927-0.0378458j -0.016314+0.0769882j -0.104165-0.00296819j -0.033942-0.061065j 0.0566711+0.0204089j 0.04793+0.0813089j 0.0548799+0.04665j -0.0189687-0.0475858j -0.0367764+0.00125169j 0.0643725+0.0127938j 0.0754596-0.0491125j -0.0339447-0.0225149j -0.00309318-0.0201608j -0.0403137-0.0484638j -0.0116563+0.0175146j -0.0308538-0.0168092j -0.0713689-0.0293091j 0.0254804+0.0131131j -0.0604167-0.00644259j -0.0464852+0.0369871j -0.00833544-0.0418046j -0.018739+0.00501842j 0.0146123-0.00319727j 0.0099969-0.0341318j -0.00120444+0.0392114j -0.0132049+0.0349147j 0.00766864-0.00173055j -0.00785001+0.0436968j -0.0730775-0.00742174j 0.0124511+0.00376537j 0.014261-0.0359322j -0.0558096+0.0808285j -0.121502-0.0598465j -0.0979685-0.0429794j -0.00665882+0.0673955j 0.00282694+0.0308475j -0.132489+0.0068335j -0.0569305-0.0246999j 0.0249445-0.0629682j 0.103199+0.0136924j 0.116859+0.0737529j 0.09583+0.0358269j -0.0607018+0.0309689j 0.0205961-0.0671499j -0.0153099+0.0280977j -0.00385609+0.00145936j 0.0213569+0.043247j 0.0161502-0.0317121j -0.00343151-0.123334j -0.00204019-0.0360089j 0.0130633+0.0138622j -0.0401146+0.0703463j 0.0148051-0.0252009j -0.0666537+0.0168477j -0.0371138-0.0368214j 0.00129308+0.0166167j 0.0114413+0.0117912j -0.044783+0.0199231j -0.0487742-0.0453701j -0.0487521+0.00630659j -0.0391374+0.0247378j 0.0616909-0.0209994j 0.0235245+0.0235083j 0.00377183-0.0324915j 0.024735-0.0103148j -0.0093653-0.0443029j -0.00540933+0.0200886j -0.0206154-0.00254164j 0.011824+0.0166924j 0.0325452-0.00235187j 0.0261959-0.0392185j -0.00363265-0.0461093j -0.0339562+0.00507385j 0.0034997+0.0167402j 0.0109045-0.0139378j -0.000970964+0.035892j -0.00776901+0.00454963j -0.0126715+0.040318j -0.00713152+0.0120948j 0.0216682-0.000655498j -0.024468+0.00443351j 
0.00682239+0.0153694j 0.0158444+0.0252177j 0.0417957-0.0244218j -0.0404082-0.00763659j -0.0134258-0.000253034j -0.00202513-0.0945232j 0.0283843-0.0330021j 0.0782784+0.0232532j 0.00151012-0.0414554j -0.0135115+0.0231511j -0.0303479+0.000264151j -0.00609736+0.00217601j 0.00845908-0.0499384j -0.016798-0.0323026j -0.0456185-0.0385092j 0.0169061+0.0503491j -0.00315001+0.0433207j -0.0165465+0.0684843j -0.0201622-0.0872171j 0.0299093+0.0334184j -0.0164225+0.0248248j 0.0209821-0.00376246j 0.0298502-0.0176158j 0.0236072+0.00497634j 0.00739607-0.00210008j -0.0132528-0.00276438j 0.0279493-0.0327701j -0.0310233-0.0324967j -0.0378672+0.0370973j -0.0220851-0.0298594j 0.00511825+0.0114747j -0.0787387-0.000816702j 0.0306479+0.0107081j 0.011654-0.016576j 0.046191-0.0311477j 0.0182894-0.00911197j -0.0206398-0.0234696j 0.0346103-0.0220265j -0.00429544-0.0270946j 0.0289539-0.0106771j 0.0270064+0.0803205j -0.00181001+0.0488395j 0.0235015-0.0465913j -0.0545484-0.0556755j -0.024121-0.031249j -0.0138435+0.0440399j -0.00132285-0.0117497j -0.0241712-0.0588744j -0.0844689-0.0489315j -0.0333088+0.0431897j 0.0210534+0.0359055j 0.0696764+0.0713659j 0.0774797+0.00397429j -0.0603084-0.0398499j 0.0236253-0.00388331j 0.0107776-0.0608478j -0.0147427-0.0640972j 0.0315917+0.0476382j -0.00407506+0.0422043j -0.0488436-0.088669j 0.0330552+0.0155094j 0.0431629-0.0168336j 0.0137777+0.00230919j 0.0452547-0.00388441j -0.0904682+0.0291925j 0.00822871+0.0314752j 0.0619113-0.0174531j -0.00638524-0.0203158j -0.026859-0.00941142j 0.0117103-0.0457758j -0.0386084-0.00836209j -0.000820241+0.0814489j -0.0227396+0.00700191j 0.0521404+0.0105115j -0.0184906+0.00972275j 0.0231269+0.0378384j 0.0250947-0.0420817j 0.0250405-0.0158839j 0.020606-0.0138237j 0.0350394+0.0163287j -0.0379048+0.0020976j 0.0331004-0.0220664j 0.0381732-0.0358462j 0.0407373-0.0250913j 0.00390941-0.00159698j 0.00564894-0.0134422j 0.00357069-0.00611142j -0.000430614-0.010828j -0.00420125-0.0251257j -0.00250353-0.008506j -0.0248771-0.0113949j 0.019213+0.00170293j 
0.0129314+0.00512296j 0.0677688+0.0974936j 0.0865121-0.0368899j -0.134542-0.00208185j 0.0338051+0.00534376j -0.0219472-0.078191j -0.0198416-0.0383887j 0.118952-0.00832514j 0.0296079-0.0142593j 0.0157872-0.0440177j 0.0414522-0.0283321j 0.0263499+0.0238921j 0.0429963-0.0371796j 0.0236553-0.0421549j -0.00417711+0.00552694j -0.0251455+0.0308972j -0.0522471-0.00344631j -0.0770091+0.0732129j -0.00268991-0.0315283j 0.0565951-0.017949j -0.0246002-0.00722097j -0.00804655+0.000546212j 0.0186736-0.0151632j 0.0173804-0.0104808j 0.0557629+0.0572535j 0.0161363+0.0181734j 0.0376358-0.0282778j -0.0214048+0.00520007j 0.0297861-0.000923674j -0.028907-0.0623314j 0.0433845+0.0836792j -0.064243-0.0544489j 0.0459211-0.0137569j -0.0185535-0.064266j -0.0238238-0.0274096j 0.0190408+0.0121224j -0.0397089+0.00630442j -0.0419525+0.0241773j 0.0228421-0.0276616j 0.00788744+0.0574782j -0.0333773-0.0272868j -0.0528671+0.0499558j 0.0191115+0.0242898j 0.0580517+0.00238766j 0.0261824-0.0133517j 0.0546664-0.0635965j -0.012732+0.0710148j 0.0583371-0.0256303j 0.00209622-0.0826402j -0.0354971+0.00970335j -0.0689007+0.0707293j 0.00595837-0.045864j 0.053433+0.0170338j 0.00230536-0.0161796j -0.0489971+0.0618605j 0.00673116-0.0297642j 0.0171791+0.00793262j -0.0422808-0.00900927j 0.012158-0.0203409j -0.0815794+0.0434904j -0.0223289+0.00715392j 0.0330804-0.00488806j 0.00989785-0.0391926j -0.0089603+0.00276294j 0.040796+0.00785748j 0.0821819-0.0208575j -0.00983736-0.0471948j -0.0370502+0.00508248j 0.0730138+0.019865j 0.0516769+0.0171218j 0.0127601-0.003218j 0.020145-0.00807886j -0.0589063-0.0438453j 0.019635-0.0502013j 0.0438779-0.0320279j -1.75879e-05-0.0339448j 0.072723+0.0472173j 0.0426181+0.00291237j 0.00858975-0.0217832j 0.000176157+0.0231107j -0.0861066+0.00420245j 0.000900124-0.0105884j 0.0455218-0.0410644j 0.0714859-0.0334648j 0.0118143-0.0130906j 0.0222288-0.0160126j 0.00340846-0.0288836j 0.0327723-0.0133473j -0.025083-0.0576031j -0.0272926-0.0161315j -0.0398582-0.0410604j 0.0598842-0.0219078j 
0.0843107+0.00668168j 0.05006+0.0366961j 0.0108257-0.0594764j 0.00904541-0.102783j 0.0541494-0.0612881j 0.0736738+0.115851j -0.0568418+0.0343028j -0.0959027+0.0455386j 0.0181711+0.0216086j -0.0224934-0.0207202j 0.0477623+0.000568821j -0.0211359-0.0499525j -0.0416641-0.0585234j 0.01134+0.000449749j 0.00931346-0.0105949j 0.0194157+0.0598429j 0.00304036+0.0551654j -0.0944248+0.0483717j 0.00629125-0.0372516j 0.124881+0.0902916j -0.052202+0.0375183j -0.0644299-0.00565078j 0.000492015-0.0324962j -0.0170566-0.0351633j 0.0144857-0.0972517j 0.0485845-0.0264401j 0.0387999-0.00503147j 0.0151876-0.0339899j 0.0434922+0.0126652j 0.00389418-0.0192282j 0.0496791-0.00727636j 0.0252609+0.0608305j 0.0306263+0.00879695j 0.00681527-0.034077j 0.0587096-0.0541943j -0.0308402+0.00315692j 0.00362938-0.0123082j 0.0856772+0.010033j -0.00830981+0.022415j 0.128375-0.0123785j -0.0276737+0.0301103j 0.0430723+0.0209636j 0.0301901+0.0120357j 0.0462476+0.00105879j -0.00547837-0.012348j -0.0129222+0.0911089j -0.0749396-0.0158092j -0.0428921+0.00453686j -0.0087013+0.0208863j 0.0277485-0.0243394j -0.01088-0.00916882j -0.00657248+0.0669873j 0.0162292+0.000855544j 0.0163014+0.0286446j -0.0397197-0.112093j -0.0268883-0.0318995j 0.027248-0.0266908j -0.0268667+0.00655161j -0.000943304+0.00479136j 0.0147261-0.0961543j 0.0798125-0.0067081j -0.0132272+0.0403665j -0.0613379+0.0304419j 0.0379307+0.0287071j 0.0169318-0.0306721j 0.0156257-0.042576j -0.00383024+0.00220755j 0.0297656+0.000569233j -0.0764297-0.0370544j -0.00527115-0.0333488j -0.055405-0.0764914j -0.0669545+0.0129862j -0.0420015-0.0119894j 0.0571804+0.0780235j -0.0466605-0.00568284j -0.0256514+0.0134911j -0.0545016-0.00591171j -0.0167324+0.0443483j -0.0122747-0.0296717j 0.0272739-0.045885j 0.00950772-0.00833403j 0.0379015+0.023299j -0.00456325-0.0201878j -0.0371862+0.0150086j 0.0242645+0.0604528j 0.0118648+0.0420811j -0.030788+0.0210057j -0.0266731+0.00364288j 0.0391486+0.0509776j -0.00882779-0.0135494j -0.0137541+0.0212387j -0.0327823+0.017313j 
-0.00552343-0.0258371j 0.0530748+0.026923j -0.0201751-0.0478937j -0.0385482+0.00964634j -0.00202932-0.0116132j 0.0163475-0.021475j 0.00360818-0.00610432j 0.0299021+0.00374735j 0.0173058-0.0129747j -0.02013-0.011719j -0.0251597+0.0104773j 0.00950869-0.00619851j -0.00312563-0.00188882j -0.0252754-0.00620662j -0.0243684+0.00759604j -0.0104397+0.0398707j 0.0602508-0.0117231j -0.098457+0.0256296j -0.0527074-0.0787221j 0.0782699+0.0479022j -0.0434357+0.0922994j -0.0313511-0.0540973j -0.0114308-0.0132544j -0.0140819-0.0105238j -0.0432381-0.00626801j -0.0381106+0.00597814j 0.0289908-0.047068j -0.0412674-0.0175393j 0.0372632+0.0387777j -0.00364089-0.0355339j 0.0258906+0.110789j -0.0336327-0.0824579j -0.0145634+0.0561549j 0.0218969-0.0765911j -0.0261791-0.0358955j -0.00242759+0.0110659j -0.0515049+0.00899583j 0.0167885+0.00192028j -0.0167314+0.0318359j 0.0292575-0.00841947j 0.034325+0.0626476j 0.0114095+0.0148538j 0.00326823-0.0496525j -0.0244431-0.0708639j 0.0081677-0.0206209j -0.0174944+0.0491717j -0.00141662-0.00674569j 0.0304752-0.0293844j -0.0168374+0.00382105j 0.00599429+0.00435364j 0.00433789+0.0155j 0.0598475+0.0245661j 0.103931-0.0107986j 0.0276946+0.0218641j 0.0471922-0.0227708j 0.0238222-0.051012j 0.00473698-0.00759734j 0.0250545+0.0245001j 0.0220657-0.00597303j -0.0188819-0.0327009j 0.00997923-0.019957j -0.0167492-0.00624142j -0.0585904+0.00923098j 0.045263-0.0308782j -0.109209-0.0145979j 0.012692-0.0247247j 0.0386563-0.012214j 0.00794164+0.00867558j -0.0232586-0.000754722j -0.0021804+0.044942j 0.016597+0.00234945j -0.0113768-0.00175108j -0.0149263-0.0109165j 0.0238083-0.0144371j -0.0208665+0.0588276j 0.0578873+0.0110089j -0.00603514-0.0225883j 0.0384244-0.0388523j 0.00469054-0.0111984j 0.0132644-0.00848148j -0.0479054-0.0237455j 0.063903+0.0153447j 0.0216831-0.0365454j 0.0100337-0.00782676j 0.00430746+0.00494699j 0.0292719+0.0217843j -0.00824662+0.0124722j 0.0367442-0.00871567j 0.00247521-0.00652776j 0.0156476-0.0233267j -0.0202053-0.0141509j -0.00612699+0.0147117j 
0.0343643+0.0156851j -0.00291838+0.00723753j 0.0293639+0.00223628j 0.0137536-0.0324434j 0.0566192-0.0140029j 0.0271396+0.0484068j -0.0414928+0.0325669j -0.033478+0.00898324j -0.0038524+0.000965142j -0.0082371-0.0149809j 0.0457823+0.00140926j -0.0289094+0.0271138j 0.0412336+0.0312359j -0.0221845+0.0407613j 0.0208772+0.00738595j 0.0211411+0.00789736j -0.00982305+0.0170402j -0.0354426-0.00291105j -0.0110144+0.0262032j 0.090752-0.0396393j 0.0093801+0.0571194j -0.0767936+0.0614865j -0.0343551+0.0076007j -0.00311263-0.0330514j 0.0596021-0.04441j 0.0487157-0.00384308j 0.0353908+0.012236j 0.00232604-0.0610486j 0.030395-0.0318297j -0.0328985-0.0094031j 0.0495862-0.030442j 0.0229653+0.0262968j -0.0124601-0.0411088j -0.016612-0.0126257j -0.0233274+0.00364659j -0.0194185-0.00757619j -0.0274764-0.023688j 0.0338588-0.00556946j 0.00589044-0.00184021j 0.00575663-0.0342769j -0.0742097-0.0652857j 0.00348884+0.0198463j 0.0400879+0.0288406j 0.0771477-0.0205028j 0.0360624+0.00652487j -0.0119266-0.0406907j -0.0333272+0.0356136j 0.0604891+0.0218381j 0.0390347+0.0279294j 0.00440327-0.0192642j -0.0421387+0.0336553j -0.0193547+0.0277317j 0.00978397+0.0142819j 0.0399997+0.0106224j -0.038743-0.00326137j 0.0161056+0.00563581j 0.0226149+0.0281773j -0.0751211+0.00444346j 0.00993323-0.00570482j -0.0197639+0.000273541j -0.0119887-0.0134069j 0.0185717+0.0295617j -0.0582217+0.0326978j 0.0290401-0.0299837j 0.0137537+0.0344577j 0.0440955-0.0453585j -0.0138522+0.00735914j -0.0125018+0.0139218j -0.00536118+0.0353918j 0.0185858+0.0171209j -0.0418723+0.0209289j -0.0785817-0.0283923j -0.0379831-0.0107667j -0.0275213+0.0352025j 0.0517986-0.0634609j -0.0415454-0.0153327j -0.0176632+0.0182146j -0.00185577+0.004135j 0.0215651+0.000914844j 0.0125218-0.00446731j -0.0362623-0.0547423j 0.0365266-0.0291627j 0.0446464-0.0419931j -0.0237559-0.0352774j -0.00419975+0.01449j -0.0105711-0.00938121j -0.0136059+0.00967058j 0.0086457-0.010088j 0.015715+0.0117483j 0.0133613-0.004548j 0.000950862-0.019666j -0.0291342+0.000942493j 
0.0123884+0.0310778j -0.0287651+0.00161577j 0.0574437+0.0533314j -0.009597-0.00583784j 0.020365+0.0310929j -0.0323083-0.0204491j 0.00381848-0.00726888j 0.051057-0.0231233j -0.0437718+0.0504617j 0.0326654+0.0138035j 0.0467059-0.0251302j 0.0127624+0.033238j 0.0529944-0.00764904j 0.024953+0.0306496j 0.0360881-0.0229564j -0.00257961+0.000960142j -0.0325919+0.018123j -0.0675573+0.000304116j 0.0267456+0.0327455j 0.0386795-0.0912489j 0.00112867+0.0178698j 0.030752+0.0844515j 0.0240234+0.0430065j 0.00527492-0.00456291j -0.000217403-0.0495844j 0.0182005+0.00481027j 0.0352323+0.0156207j -0.000338296-0.0475905j -0.00876195-0.0395802j 0.00579778+0.0469326j 0.00183815-0.0806443j -0.0542088+0.00877876j -0.0134451+0.0220227j 0.00570266-0.00761283j 0.0301319+0.0531139j 0.00441473+0.0118471j -0.030677-0.0811065j 0.0316792+0.0372876j 0.0100502-0.0421213j 0.0211962-0.0608506j -0.0427929-0.0546641j -0.0188131+0.0443844j 0.0204102+0.0377716j 0.0435655-0.0401682j 0.0802556+0.0216959j -0.0117182-0.0830417j 0.00835836+0.0665072j 0.0584293+0.0139362j -0.0287243-0.00455666j -0.0237888-0.00735969j -0.0460434+0.0170208j -0.0201238-0.0259745j 0.0357304-0.0403359j 0.0012266+0.00837799j -0.00879623+0.0672287j 0.0680435-0.0120954j 0.0240627+0.0020815j 0.0149899-0.0197994j -0.0215512+0.0155326j -0.0178831+0.0477236j -0.00661257+0.000413153j 0.0648404-0.0621433j -0.0270176-0.0548729j 0.04242+0.039623j -0.0241681+0.0402897j 0.0459817+0.00919332j 0.0145515-0.0187035j 0.0204535-0.0210868j 0.0437743+0.0203044j 0.0111781+0.0305203j -0.0507671+0.0934569j -0.0567106+0.0713064j -0.0468553+0.056257j 0.00198708+0.0396299j 0.0657672-0.105983j -0.0253673-0.00564272j 0.0232205+0.0167889j -0.0347688+0.0133688j 0.0301848+0.00544151j 0.0387299+0.0279566j -0.0602776+0.0152058j -0.0254371-0.0428356j -0.0153004-0.015959j 0.0136157+0.0151509j 0.025553-0.013631j 0.0318649-0.0206588j -0.00143015+0.00800444j 0.0223179+0.00304409j -0.00120211-0.00895287j -0.00357789+0.0101236j -0.00250977-0.0305416j -0.0025242-0.00359107j 
-0.00318834-0.0101124j 0.00424779+0.00566616j -0.0251721-0.0160839j 0.0088865+0.00353754j 0.0150591-0.00348807j 0.0136214+0.0289761j -0.0212182+0.00993263j -0.0224395+0.00518527j 0.0113109-0.0383588j -0.0231581-0.0182335j -0.0274507+0.0192535j -0.0119083-0.0271725j -0.0214822+0.05431j -0.0306733-0.00098905j -0.0238027+0.0199123j 0.0162808+0.0342076j -0.000640366-0.0239487j 0.0275034+0.0156642j -0.030408+0.00632502j -0.012309+0.0201822j 0.0333935+0.0198486j -0.0221934-0.0329186j -0.00203791-0.00450691j -0.00643124-0.0181162j -0.0274108+0.0310818j -0.00578621+0.0271005j -0.0358081+0.00800158j -0.015179-0.0269649j 0.039451+0.0095811j -0.00531033-0.0385494j 0.00515782+0.0342518j -0.00617114-0.0184847j -0.0159135+0.00809123j -0.00525298+9.02034e-05j -0.00343251+0.00582648j -0.0066932-0.0004394j -0.00622416-0.021491j -0.0175895+0.0227567j 0.0238099+0.0240391j -0.0261213+0.024637j -0.006685+0.0107879j 0.00947418-0.0166092j -0.0084447+0.0169439j -0.0110043-0.0012924j -0.00345908+0.0192342j 0.0232608-0.00771024j 0.0059675-0.0259785j -0.0051223-0.0044744j 0.0265348-0.000715936j 0.00437954-0.0429631j -0.0178687-0.0253356j -0.024849+0.0119414j -0.00658075+0.0105123j -0.0254682+0.0109337j 0.0450408-0.0262556j -0.0502418+0.0144327j 0.0100224+0.0168136j 0.000894743-0.000436607j -0.0078883-0.0103981j -0.00987513+0.00327141j 0.0128239-0.00649638j -0.0174009+0.00745619j -0.00023249+0.00992794j -0.0169104+0.0113943j -0.0139169-0.0189377j -0.0016432+0.00323577j 0.00518233-0.000237227j -0.0169212+0.00366537j -0.0088601+0.0192262j -0.0021309+0.0081378j -0.01544-0.00289275j 0.0192969-0.0311545j -0.0173476-0.0279499j -0.0134633-4.46447e-05j 0.00458232+0.00707478j -0.0110565+0.00799095j -0.0103808+0.0120724j 0.00699678-0.00506606j 0.0098048-0.00235753j 0.00612868-0.00359865j 0.021084-0.0122611j 0.0136261+0.0173438j 0.00908873-0.00264806j 0.00881969-0.00499918j -0.0138871+0.0204209j -0.0204025+0.0102134j 0.00114008-0.020129j -0.0161593-0.00760335j -0.00420227+0.000996977j 0.0105687+0.00629609j 0.00285568+0.00704638j 0.00214814+0.00472956j 
-0.000411036+0.000245809j 0.0208989+0.0127181j 0.0103928+0.00441564j -0.0536293-0.00829263j 0.0160734+0.00680572j -0.0725798+0.0418221j -0.0540412-0.0230735j -0.0167019-0.0456502j 0.0532864+0.0405821j -0.0301907-0.10475j 0.0127709-0.0625395j 0.0200219-0.00121929j -0.00654126+0.0320844j 0.0150098-0.00473809j 0.0329392-0.0398641j -0.0529943+0.013548j -0.00650007+0.00187743j -0.0636831+0.0116497j 0.0154387-0.0257185j 0.0499663-0.0322052j 0.0135601+0.0214544j -0.00664818+0.0155253j 0.0251098-0.00866833j 0.0144641-0.00502919j -0.034892+0.0294121j -0.0236995-0.0139791j 0.00414304-0.00941391j -0.0288054+0.00599407j 0.0674991+0.0176665j 0.0131231-0.00672528j -0.00708872+0.0471634j -0.0042287-0.0300433j -0.0265536+0.0434923j 0.000304693-0.106576j -0.0740798-0.0761921j 0.0112678-0.00085257j -0.0290158+0.00413512j 0.00742897-0.0115513j -0.00197523-0.000301142j 0.00120102-0.0185791j -0.0335342-0.0341421j 0.0126249-0.0179815j 0.0285112+0.0125096j -0.0226906-0.0413843j -0.0156706-0.000799119j 0.00383764-0.00294026j -0.0843747+0.0383579j -0.0333623-0.012562j -0.0349324-0.0403311j 0.0193926-0.0389317j -0.00506394+0.0384238j 0.0250254+0.0303455j 0.0662496-0.00581258j 0.0434119+0.00506882j -0.0385456+0.0091168j -0.0257443+0.0213175j 0.0228918-0.0189359j -0.0128089+0.0806699j -0.00908888+0.00522549j 0.00107741-0.038117j 0.0399911-0.0307165j 0.0266354+0.00162607j -0.016311+0.0278557j 0.0468001-0.017801j 0.0460952+0.020842j 0.00763561-0.0342933j 0.0334385+0.00385589j 0.0227726+0.0162152j 0.0479101-0.00215526j 0.0210959+0.069687j -0.018318+0.0160052j 0.0197946-0.013807j 0.00668562+0.0251938j 0.0631939+0.0745023j -0.0519424+0.00364291j 0.0366568-0.0233802j 0.0392551-0.0226801j 0.0542455+0.00917389j -0.0180472-0.0195277j 0.00544386+0.0493715j 0.00407085+0.00298804j 0.0106131+0.0151482j 0.0250757+0.00824177j 0.0138734+0.000278986j 0.0184535-0.0283734j 0.0353623-0.0131306j 0.0201522+0.004661j -0.00259002+0.0100163j -0.023727-0.0144163j -0.0292971+0.000192135j 0.00679973-0.015844j 0.0232366-0.016665j 
