-0.00415405-0.0363862j -0.028178+0.0630554j -0.0456996-0.0114535j -0.0425538-0.0315598j 0.000221831+0.00521702j 0.00353772-0.0139494j -0.0323166-0.0834835j -0.0157015-0.0237212j -0.00338192-0.0373644j -0.00937345+0.00996658j 0.000286993+0.0303313j 0.0161363-0.0194493j 0.00505018+0.0291389j 0.0209312+0.021823j 0.0352877-0.0468505j -0.0150359-0.0052763j -0.00715075+0.049108j 0.0244165+0.031973j 0.0303642-0.0112441j -0.003007-0.00566916j 0.0022861+0.00176892j -0.0227655-0.0126336j -0.0161782-0.0127988j -0.0274677-0.00744089j 0.0178392-0.0328172j 0.00340664+0.0302931j -0.0149708+0.00295683j 0.0205191-0.0133924j -0.00149377-0.0167557j -0.0109713-0.0178441j -0.00116637-0.0180278j -0.00859549-0.0215007j 0.00841308-0.00371889j -0.00942781-0.0113869j -0.0226144-0.018863j -0.0235827-0.00839814j -0.00521262+0.00738412j -0.0105582+0.0279769j -0.0150056+0.0101461j 0.00104976+0.0101241j 0.023196+0.0103186j 0.00818999-0.0205375j 0.00441199-0.00792663j 0.0128391-0.0392483j 0.033957+0.00254148j -0.00532408+0.0155207j -0.0095896-0.00311324j -0.00923285-0.0099314j 0.0101058+0.0356204j -0.00643392-0.00791095j -0.0121145-0.0275898j 0.0106139-0.00977208j 0.00386514+0.0132547j -0.00730762-0.0148074j 0.0192663+0.0305188j 0.0397524+0.0285278j -0.00991892+0.0229486j 0.0218294+0.0246283j 0.0164968-0.0144855j -0.00662329+0.0234133j -0.027724+0.031714j 0.0146911+0.0213096j -0.0313732+0.0497053j 0.0083621-0.0101623j -0.0347685+0.0126294j -0.0103065-0.000693641j 0.0219278+0.00824117j 0.0183993-0.00261283j -0.0425795-0.0527278j -0.0261021-0.0650922j -0.00850051+0.0306596j -0.0813813+0.0934491j -0.027655+0.113725j -0.108012-0.0588415j 0.0701304-0.0484695j 0.0703597-0.00554371j -0.0231803+0.0278809j -0.0135056+0.061109j 0.0205726+0.00287785j -0.0148893-0.0666484j 0.0135129+0.0383085j 0.0513971-0.0630891j 0.0620547-0.0629599j 0.0674463-0.00592866j 0.00794502+0.0811484j 0.01174-0.0460294j -0.00195126-0.0137829j 0.138402-0.0296319j -0.0395749+0.115147j 0.124529-0.0341013j 0.107691-0.231035j -0.19921+0.135786j 
-0.00363167+0.00359264j 0.0114073+0.00181775j 0.00308082+0.0115621j -0.0424188-0.0177064j -0.012302-0.00266174j -0.0473335-0.0497147j 0.0138403-0.0185415j 0.0409821+0.0209357j 0.0449398+0.0291804j -0.0291702-0.0087822j -0.0126475+0.0166668j 0.00225154-0.00180219j -0.0224487-0.00297815j -0.00825704-0.0578893j 0.00187209-0.00232791j 0.0190386+0.003708j -0.0139073+0.00920256j 0.0265121+0.0923004j 0.0480571+0.0124747j 0.0528411+0.00478916j 0.038193+0.00867108j 0.0343962-0.101427j 0.0488399+0.0190605j -0.0303486-0.0155618j -0.0438475+0.0649522j -0.0279778+0.0580272j -0.0154732+0.0125795j -0.0516801+0.0360997j 0.0243014-0.0238096j 0.0107784+0.0105422j -0.02+0.02792j -0.0531445+0.0153648j 0.0293263+0.0494056j -0.0575497-0.0258341j 0.0474237+0.0475163j -0.0288707-0.00233324j -0.0365047+0.0662001j 0.012823+0.051478j 0.0131976-0.00245343j 0.0177704+0.00568906j 0.0471511+0.0401229j -0.0829597-0.0688001j -0.0416635+0.0309003j -0.00931508-0.0825932j 0.0456045-0.0115823j -0.00370928+0.0352079j -0.0822894+0.030057j -0.0248428-0.0911371j -0.0165398+0.00619445j -0.0341044-0.0747832j -0.00107777+0.00873444j 0.027783+0.0402016j -0.0635553+0.0686454j 0.118027-0.08975j -0.0398028-0.0686678j -0.0519904-0.0824292j -0.00255366-0.0809597j 0.122449+0.0317835j -0.0477045+0.0153973j 0.0221583-0.0333637j 0.0907892+0.0383141j 0.0283689-0.000405584j 0.1447-0.0441542j -0.0282313+0.06853j -0.0119927+0.0405337j 0.0804533-0.0177334j -0.0704507+0.0079272j 0.0355154+0.0332841j 0.0259385-0.0234689j -0.0621409-0.0215928j 0.0227381-0.00954509j 0.108333+0.0170451j 0.0224551-0.0304197j 0.0488058-0.029131j -0.0629475-0.0742712j -0.149295-0.0133619j 0.106352-0.0232458j 0.0575488+0.0344536j -0.0371428+0.0756121j 0.0421719+0.0176502j 0.0303067+0.0591182j -0.0505787+0.0556931j -0.0262932-0.0183253j -0.00592023+0.05714j 0.00879886+0.0146181j 0.0257635+0.0125529j -0.062776+0.0126317j -0.032555+0.0230358j -0.0147458-0.00790232j -0.0674971+0.0647183j 0.0389524-0.00875131j 0.0410811-0.0337184j 
0.0268648+0.0329672j 0.0029782-0.0158856j 0.0544328+0.00731928j 0.0146029+0.0026009j -0.014238-0.00236244j -0.012779+0.00363624j 0.0452436+0.0466507j 0.0430471+0.0116122j 0.0496065+0.00386943j 0.0443219-0.0010155j -0.0180673-0.0240231j 0.0054255-0.0029718j -0.0308287-0.0398961j 0.0188861-0.0235614j -0.0378779+0.0138708j 0.012256+0.0422728j -0.0113805-0.0242431j -0.0461597-0.0396288j 0.0162809-0.10432j -0.00416815+0.0222678j -0.0292064+0.0028301j 0.0362899+0.0255518j 0.0183904+0.00526085j 0.0382936-0.0171762j -0.00394393-0.0765384j -0.0924821+0.0402857j 0.0383104-0.0208986j 0.043884-0.000720309j -0.0535895+0.0335106j -0.0186972+0.0199293j 0.0260766+0.0112187j -0.00143559-0.0405515j 0.0958036-0.0391175j -0.0188869+0.0312918j -0.0276348-0.0310638j 0.0676825+0.0415636j 0.125276+0.0530009j -0.0226248-0.00695973j 0.0258105+0.0321427j 0.0199635+0.00205153j -0.00890846-0.0417422j 0.0195727+0.0865359j 0.0475329-0.0229244j -0.0993649+0.0238861j -0.0311897-0.0345635j 0.119754+0.00352176j 0.0229405-0.00931885j -0.034668+0.0161541j 0.0201174-0.0409984j 0.0478242+0.0609543j -0.0714-0.00654112j 0.0215733-0.0698649j 0.0598006-0.0119832j -0.0345293+0.0723613j -0.0351045+0.0402504j -0.0361648+0.0615166j -0.0820512+0.0257103j 0.0491373-0.0501672j -0.00601254-0.0421812j -0.012372+0.024696j 0.0226281-0.00252061j -0.131966-0.0217458j 0.0641173-0.048371j 0.0966556-0.0123127j 0.120661-0.0566214j 0.0608353-0.0604184j 0.0280415-0.00173885j -0.100008-0.00128115j 0.129054+0.000901073j 0.0313449+0.0105672j 0.056016-0.0146423j 0.0690155-0.00245551j -0.124754+0.0173499j 0.148513+0.0188786j -0.0602884-0.0328819j -0.0410389+0.0400616j 0.0160997+0.001222j -0.0419657+0.0474002j -0.112725-0.0293401j 0.049803+0.055042j -0.104995+0.0185206j -0.0667076-0.0188178j -0.0039713-0.0717621j -0.0234021+0.0151048j 0.0393397-0.0277224j -0.0468029+0.0425969j 0.00458164-0.0266626j -0.0958158+0.00591895j 0.0490205-0.0842475j -0.0828607-0.0298417j -0.0858594+0.0911944j 0.0861642-0.0416019j 
0.0130098+0.0361856j 0.0267415+0.0411972j 0.0490366-0.0108163j -0.0343108+0.00395036j 0.0275192+0.0434759j -0.032439-0.0322019j -0.000332217-0.0201529j 0.00408837+0.00728528j -0.00378539+0.00425064j 0.0157508+0.0187076j 0.0432598-0.0137559j -0.00472578+0.0199766j 0.0190724-0.0365051j -0.00874834-0.0495388j -0.0154197+0.0285291j 0.0168816+0.0206334j 0.0576477-0.0409665j 0.0156529+0.0172797j -0.0230637-0.0679795j -0.0194588+0.0447348j -0.0751027+0.0138093j -0.0338786-0.0156894j 0.033165-0.0180586j -0.0279366-0.020199j 0.0157598+0.0381379j 0.013679+0.00413566j 0.012297-0.0283314j 0.00556499+0.00303678j -0.0274009-0.0448134j 0.0445747-0.0225347j -0.0652365+0.00627294j 0.024431+0.0121341j -0.038974-0.00352545j 0.0304138-0.0320838j -0.0324715-0.00263762j 0.00679901+0.0235923j 0.00537238+0.066786j 0.0619327+0.021973j 0.00145605-0.044501j 0.0637828-0.0285014j 0.0255693-0.0166366j -0.0416978+0.0514992j -0.0783343-0.0192181j 0.0818025+0.0652633j 0.0194521-0.00305192j -0.0644583-0.0293917j 0.0285315-0.00986819j 0.00236425+0.0502932j -0.00199799-0.0180526j 0.114924-0.00104027j -0.0626983+0.0509509j -0.0862303-0.0798584j 0.0370378-0.0664846j 0.00743518-0.0479644j 0.0123229+0.0278235j 0.0353209-0.0364135j -0.00143712-0.0573114j 0.0683013-0.0858155j 0.0979642+0.0176729j 0.0475213-0.0476359j -0.062747-0.0555073j -0.0916694-0.0639909j 0.0218413-0.0043063j -0.112939-0.0291364j -0.00669867+0.0135719j -0.0582043+0.0620905j -0.0518378-0.0536024j -0.00518329-0.0228154j -0.134786-0.00149103j -0.0744196+0.103942j 0.0574325+0.0107514j 0.0863998+0.00225713j 0.149566+0.0351875j 0.00310873-0.0195135j -0.029833+0.107715j 0.0155758-0.0201748j 0.0485449-0.0686382j 0.148874-0.0313161j -0.0259427+0.044055j -0.00364553-0.0327997j 0.0510639-0.0145309j -0.000301221-0.0136788j -0.0238376-0.0212173j -0.0521212-0.0170752j -0.0587362-0.0543658j 0.0311886-0.0607479j -0.0546207-0.00588334j 0.00161052+0.0371018j -0.0962407-0.053209j -0.0653335+0.0375879j 0.0639954-0.0260377j 0.0723098-0.0931548j 
0.0231614+0.0199991j 0.0134851-0.00434362j 0.0187101-0.0124154j 0.0332922-0.00761637j -0.0017978-0.0230299j 0.0156681+0.0288236j 0.0254172+0.0565811j -0.0251953+0.0138303j -0.015806+0.0233142j -0.00224355+0.0167425j 0.0169659+0.0393393j 0.0182965-0.0133204j 0.0311398-0.0478384j -0.0541069+0.0116789j -0.0209103+0.04444j 0.051494+0.0295082j 0.0191477+0.0651024j 0.0300685+0.0785336j -0.0174226+0.0288779j 0.0465656-0.0117781j -0.0328855-0.00601071j 0.0229891-0.156493j -0.0590942+0.0561538j -0.0297407-0.038945j -0.0388807+0.0422421j 0.00664249+0.016719j -0.0370748-0.008981j -0.0419655-0.0376167j 0.126215+0.039904j 0.0904437+0.0673537j -0.0135543+0.0535944j -0.0548401+0.0215699j -0.0306688+0.104488j -0.00763977-0.0760457j 0.149228+0.0270524j -0.143228-0.00233564j 0.00795411+0.0441806j 0.0385646+0.00392345j 0.055398+0.00293712j 0.00495676-0.0999294j -0.0015973-0.0744423j -0.104667-0.0943311j -0.0332243+0.183165j 0.00848535-0.0209962j 0.0579641+0.0114876j -0.045618-0.0498394j -0.106252+0.0411904j 0.0300342-0.0248345j -0.0376148-0.0748239j -0.0529678-0.0595453j 0.0595157+0.0350084j 0.0423725-0.0228757j -0.0365938+0.136131j 0.0039876-0.0968598j 0.0363688-0.0313881j -0.0200983-0.0800386j 0.0594617-0.0203155j 0.0329061-0.0226087j -0.0628952+0.0170276j -0.0286036+0.0403601j 0.05003+0.00206172j 0.08127-0.00719534j 0.0393709-0.0871559j 0.00959911+0.045364j -0.0534353+0.0175932j -0.0110147-0.0558794j -0.107909-0.0351183j -0.00904172+0.0804053j 0.0426201+0.0220485j -0.0429375+0.00108444j 0.0973235-0.0606733j -0.0187788-0.0306459j 0.0219451-0.122756j 0.0417364-0.0566992j 0.0734286+0.108229j 0.0357715-0.0205896j 0.0471812-0.0135399j -0.0839572+0.054615j -0.0820355+0.0713222j 0.0202445+0.0134542j -0.024097+0.0517411j 0.0068952-0.00693197j 0.0292691-0.0111658j -0.00781967+0.0168472j 0.0233825-0.0412472j 0.0473818-0.0142806j 0.0426951+0.0231515j -0.0165626-0.046026j 0.0413584-0.0295637j -0.0211896-0.0536316j -0.0717343+0.0657775j 0.0221229-0.00208504j 
0.00335549+0.0141358j -0.0088781+0.00254159j 0.0103447-0.0287228j 0.0195012-0.00454792j 0.0140278+0.00960722j -0.00155635-0.00620221j -0.00545738+0.00316051j -0.0397855+0.0151896j 0.0409196-0.0428581j 0.00786108-0.00205772j -0.011357-0.00422273j 0.00402789-0.059968j -0.0102731-0.0165641j 0.00304226-0.0329304j 0.0249496-0.0274454j -0.0572057+0.0106975j -0.0115746+0.0853094j 0.00791303+0.0438262j -0.0412291-0.0232696j -0.0153208+0.000637595j -0.0528081+0.0296762j 0.0951314-0.0131929j 0.0689079+0.139299j 0.0118639+0.0694473j -0.0224138-0.0633051j -0.0145003+0.0302634j 0.0211126+0.00400301j 0.0161718-0.0318316j -0.00376024-0.0424421j -0.00368175+0.036278j -0.0192366-0.0212088j -0.00394721+0.0679087j 0.0378427-0.10355j 0.0467282-0.0547851j -0.00811505-0.0256548j -0.0311594-0.0513346j 0.069578-0.0760276j 0.03601+0.00458728j -0.0725436-0.104548j 0.0614144+0.0323516j 0.0710137+0.0665821j -0.106304+0.00373448j 0.043365+0.0632322j 0.072643+0.0627964j -0.008281-0.00357199j -0.0181471+0.00775599j -0.00648458+0.077726j 0.0132746+0.142298j 0.0209885+0.0706059j 0.00279395+0.117764j 0.0288474+0.00983799j -0.0586199-0.00318665j -0.126903-0.0877366j -0.0224482-0.0335094j -0.115103+0.00167744j -0.12474-0.025626j -0.00357699-0.0106778j 0.0485464-0.0520568j 0.00848671-0.0184356j -0.0994853+0.153119j -0.0776906+0.0425016j -0.00757851+0.0712554j 0.00419938+0.0236862j -0.119991-0.069592j 0.0242174-0.011944j 0.144792-0.0250473j -0.143537-0.0413611j 0.0324928+0.0258361j -0.0439425-0.00204479j 0.141273-0.127617j 0.112178+0.0328257j 0.0509787+0.105446j 0.0492571+0.172853j 0.139801-0.068124j 0.0420205+0.0306511j 0.0273654-0.0752734j -0.0306762+0.0608873j -0.0465049+0.0922695j -0.0261187-0.0177115j -0.020478-0.0649679j 0.0472231+0.0287736j 0.00124971-0.0125864j 0.0492766+0.0247672j 0.0523777-0.0649815j -0.0255825-0.0388965j -0.0218947-0.0113376j 0.040637+0.0201857j 0.0315999-0.0221261j -0.00353905+0.0109718j 0.00280862-0.0380736j -0.012292-0.0255741j -0.0284256+0.0234209j 
-0.0436759-0.037839j 0.00110073-0.0090771j -0.0204384-0.0226332j 0.0120504+0.0327102j -0.000182949-0.0175372j 0.0457526-0.038274j 0.00449704+0.00609291j 0.012552+0.0318581j 0.0175661-0.0766479j 0.00806181-0.0148972j -0.0130194-0.0153036j 0.00784379-0.0110162j 0.0237787+0.046479j 0.0239569+0.00207991j -0.0476335+0.00215318j -0.0110557+0.0295454j -0.0547298-0.0320253j 0.0157621-0.044036j -0.0374101+0.0323708j -0.0651426+0.0525177j 0.0137942+0.00835519j -0.0147014-0.000502124j -0.0169624-0.0041707j -0.0100856-0.0467593j 0.0766818-0.00828049j 0.0178054-0.0635109j -0.036847+0.00495706j -0.0208593-0.0717504j 0.0686875+0.0135971j 0.037797+0.0254445j 0.00562022+0.0636661j -0.0773999+0.0422496j -0.00139799+0.0380463j 0.0315514-0.0187371j 0.0748564+0.0476679j -0.015753+0.112593j -0.0280873-0.0369499j -0.0856612-0.0222815j 0.0374943+0.0211541j -0.0351613-0.0475517j -0.0516318-0.0525064j 0.0439291-0.0538977j -0.00158739+0.0326382j -0.00865641+4.86207e-05j -0.0393691-0.0307583j 0.0619732-0.0129467j -0.0105991-0.0505904j 0.0258308+0.0151836j -0.0710907-0.0421138j -0.0206278-0.117116j 0.00677263+0.0579914j -0.0129332+0.101078j -0.0369941+0.114478j -0.0284521+0.00747019j 0.0241534-0.0161185j -0.0666561+0.0366614j 0.0744393-0.00593993j -0.0468005-0.0619954j 0.011109-0.0786147j -0.0980992+0.0647314j 0.0638004+0.0627273j -0.0441801-0.00967116j -0.0112971+0.0774511j -0.022966+0.0354438j -0.00596798-0.0257754j 0.0126067-0.0677125j 0.0604716+0.100327j -0.125574+0.0596225j -0.0497357+0.0766886j 0.0597513+0.00968667j 0.0253315+0.0147277j 0.0152762-0.0247154j -0.102492+0.104743j 0.0364196+0.219029j -0.0449917-0.045731j 0.0056869+0.0312756j -0.0204867+0.0145828j -0.00752119+0.0925062j -0.00168726-0.049282j 0.033638+0.101457j 0.0538677-0.0176528j 0.0172472+0.05389j 0.050241+0.0115507j 0.083864-0.0100586j -0.0718836+0.0193888j -0.104919-0.00176564j -0.0305389-0.0815539j -0.0509258-0.00932161j -0.0532216-0.0219997j 0.0350613+0.0372415j 0.0526175-0.0154583j 0.0324433-0.0488181j 
0.0121613+0.0164385j -0.00468795-0.0157372j 0.0205111+0.0233577j 0.0287583-0.00583804j -0.00376982-0.0287314j -9.0398e-05+0.0111004j 0.0373808+0.0571794j 0.0130555+0.0303188j 0.0102961+0.0301432j -0.000422651-0.0598018j -0.0416353-0.0375826j 0.00114141+0.048557j -0.0017907-0.0232797j -0.0460241+0.0175019j -0.0219732-0.0132558j -0.0397878-0.0404812j 0.0420841-0.0397629j -0.0571997+0.019037j -0.0308485-0.0315412j -0.047102-0.0548859j 0.0141824+0.0249702j 0.0183505-0.0571563j -0.00645644+0.0532947j -0.00790531-0.00427783j -0.0862489+0.00677627j -0.0397895+0.0174089j 0.0180014+0.0271448j -0.0718207+0.0541561j -0.0018228-0.055328j -0.0637246+0.0657931j -0.0506179+0.121477j -0.0831745-0.0432496j -0.0636154+0.0227896j 0.033497-0.172446j -0.0563095+0.00873272j 0.0037147+0.0493234j -0.0620709-0.0141936j -0.0224428+0.191525j -0.023398-0.0858462j 0.131637+0.0775098j 0.0340555+0.0253943j -0.109888-0.0417824j -0.0771865+0.0799714j 0.108057+0.0201581j -0.00596294+0.0447466j -0.0182989-0.16529j -0.106342+0.0392321j -0.055961+0.10013j -0.0613098-0.00736991j -0.035092+0.0827817j 0.00483848+0.119381j -0.0399247+0.0254529j 0.00147371+0.000220486j 0.0415457+0.0680614j -0.0787799+0.0956124j -0.0128634+0.00894842j 0.133703-0.0892637j -0.0387762+0.154589j 0.0583121-0.08392j -0.0836472-0.0280266j -0.0969416-0.0396757j 0.149188+0.0462161j 0.00497626+0.0812164j -0.0970242+0.0276853j -0.0218083-0.0619443j 0.00473608-0.00981053j 0.0397823+0.0673154j 0.0701654-0.0392706j 0.102914-0.0524246j 0.0898073+0.0104151j 0.0127734-0.0926786j -0.025284-0.0305551j -0.0460065-0.0832026j 0.0250986+0.0404539j -0.100606+0.00104914j 0.0387207+0.0928303j 0.0463735+0.00341191j -0.0146795-0.121891j 0.0336639-0.0506186j 0.00689245+0.0112499j -0.0315789-0.0196703j -0.0584512+0.0220681j -0.0571233+0.0498093j 0.0333008+0.0177904j 0.0443431-0.00651746j 0.00482375+0.0339531j 0.0363654+0.0183791j -0.0482095-0.0256155j 0.0566742-0.0578694j -0.0356505-0.0386308j -0.0734167+0.0625115j 0.0259345-0.0181707j 
-0.00992251-0.0115574j -0.000627809+0.0289645j -0.0275956-0.0256857j -0.0105191+0.00774039j 0.00361195+0.000430717j 0.0192597-0.00995763j -0.00535101-0.0198858j 0.0126633-0.0128308j -0.0215507+0.0320722j 0.0118787+0.0308919j -0.0163927+0.0335978j 0.0192033-0.00275086j -0.0147994+0.000624565j -0.0180502-0.00973149j -0.01216+0.0450204j -0.00910256+0.0209552j 0.0173374+0.0858272j -0.0339662+0.0723252j 0.0298322-0.0112746j 0.0230319-0.0294111j 0.0752634+0.0776808j 0.0195228-0.0379431j -0.0535985+0.0586621j -0.031348-0.0241359j -0.0233812-0.070214j -0.0755498+0.17103j -0.0677516+0.0537488j 0.0436364+0.123883j -0.0385882-0.00538957j 0.0352506-0.0315475j -0.0303479+0.0334059j -0.0495543+0.0121529j 0.0311445+0.0940737j 0.0413859+0.00711962j 0.00174053+0.0335608j 0.0882631+0.105195j 0.012748+0.0299538j -0.0180588+0.0725445j -0.105283+0.0661493j -0.0303752-0.0314048j 0.0680548+0.00698288j -0.146356+0.0080103j -0.0275686-0.0613148j -0.0960601+0.0428189j 0.0518042-0.0225746j 0.0117533-0.0599575j -0.033107-0.125604j -0.0730321+0.0158092j 0.0372058+0.09262j 0.0554044+0.142364j -0.0111879-0.0155245j -0.0954614-0.00959071j -0.0304645+0.106331j -0.068268+0.143047j -0.0201737-0.0107499j 0.0160288+0.110845j -0.108774-0.123687j -0.0318313+0.00114654j 0.0739322+0.0215847j 0.11024-0.00546006j 0.0351512-0.125526j -0.120196-0.0527308j 0.0156623+0.0399088j 0.0847585+0.0549417j -0.0697507-0.00881554j -0.101885+0.0267947j 0.0747428+0.0220201j -0.0695557-0.103848j -0.0739212+0.00543666j 0.00231721-0.059157j -0.0267325-0.0828072j -0.0225751+0.00812138j 0.00558317+0.0237703j 0.0550149+0.0186242j 0.0467598+0.0634594j 0.0348349-0.00547474j -0.0379795+0.0359311j -0.0294124-0.0727288j 0.0197933-0.0626249j -0.0152701-0.0428727j 0.00113405+0.000588017j -0.00119256-0.0144776j -0.00953928+0.012503j -0.0296293-0.0112815j -0.0400078+0.0260275j -0.024438-0.0265447j 0.0658208-0.0543204j 0.0149482-0.0288592j 0.00119257+0.0106059j 0.0495282-0.0141449j -0.0148581-0.010456j -0.0194529+0.0425025j 
0.0108925+0.0213214j 0.0207326-0.00198639j 0.0280189-0.00413497j 0.0017496-0.0190159j 0.00764228+0.00771163j -0.0121907-0.0411077j 0.00361008-0.00363477j 0.00867716-0.0212685j -0.0315913-0.0234966j -0.00839518+0.046039j 0.0385222-0.0143909j -0.0424759-0.0706004j -0.025239-0.0161429j -0.0286029+0.000331873j -0.0530008+0.0369705j 0.0730728-0.00844285j -0.0382925-0.0216619j 0.0685825+0.0526634j -0.0671681+0.048052j -0.0209424+0.0182226j 0.000198808-0.0178918j 0.0155001+0.0516514j 0.0555277+0.0399561j 0.0333189+0.0742557j -0.013112+0.0716516j 0.0421928+0.0168185j -0.0303532+0.0419858j 0.00969031-0.0675968j -0.0072512+0.0542314j -0.0205952-0.0983271j 0.0192298-0.0349992j -0.0929609-0.0828639j 0.00923265-0.0851269j -0.000686048-0.00952128j -0.0268219-0.0156373j 0.0267758-0.0595994j 0.0179094-0.0906727j 0.034002-0.0761392j -0.125043-0.116227j -0.0476757+0.073873j 0.0125308+0.0987193j -0.0141293+0.0238274j 0.0587593-0.0064535j 0.0362786+0.047666j -0.0951572-0.0387113j -0.0036092+0.128637j 0.142614-0.0810728j 0.0493138+0.0964779j 0.0927612-0.112244j -0.0348154+0.188767j 0.0422068+0.0370092j 0.00711306+0.146686j 0.0725213-0.0565261j -0.0871725-0.00020847j -0.0353205-0.00353459j -0.0379925-0.0576029j 0.0551039-0.0133154j -0.0854725-0.0662872j 0.0160578+0.000885489j 0.0681298-0.0569845j 0.00477919+0.0692926j -0.00268586-0.00458911j 0.00863305+0.0487401j -0.0424692-0.0447131j -0.061966-0.0579379j 0.0088828+0.0471069j 0.124137+0.0141284j -0.121273+0.0408267j -0.0373645-0.0171973j -0.0329618-0.0059831j -0.0586317+0.0679766j 0.0726993-0.0690058j -0.0256683-0.114724j 0.0637316+0.0244643j -0.174092+0.0695873j 0.0353942+0.167913j 0.0498628-0.0111931j 0.0274648-0.0131373j 0.0656277-0.0975168j -0.0389389+0.0405253j 0.0191792-0.0542011j 0.0387392-0.0076247j 0.0524813+0.00283483j -0.000447699-0.0484506j -0.00277119-0.0278396j -0.000847387-0.0453106j -0.012529-0.0514411j -0.106698+0.000145087j -0.0348554-0.0698996j -0.0582809+0.0325762j -0.0205898+0.039102j 0.0720708-0.0616562j 
0.00873379-0.00737623j -0.0150015+0.0192097j -0.000176799+0.00645515j 0.000805173+5.34902e-05j -0.00118165-0.00500777j 0.0267988-0.0148192j 0.0141836-0.0254924j 0.0109772-0.0111733j -0.0157043-0.0168176j 0.00398227+0.0274751j -0.027039+0.0260788j -0.0174894+0.0176606j 0.0163759-0.0425797j 0.0169848+0.0466358j -0.0178957-0.0129964j 0.0491101+0.022795j 0.0618811-0.0376387j 0.0547047+0.0634567j -0.0255331-0.0925718j -0.0643357+0.0328038j -0.0688804+0.0739064j -0.0480555-0.0414045j -0.00571172-0.00820192j 0.0128756+0.0197711j -0.0709295+0.105241j -0.163457+0.0322927j 0.0410044+0.114072j -0.011121-0.077737j -0.0426166+0.043772j -0.0419023-0.0373517j 0.0786133-0.0768285j -0.000117375-0.000495809j 0.0884246-0.0941924j -0.0979504+0.00158207j 0.0729109-0.060175j -0.0661154-0.233951j 0.0596309-0.0342828j 0.057895-0.0543538j 0.000596548-0.0674013j 0.0367088-0.00363038j 0.0336878-0.00380922j 0.0664593-0.0485095j 0.0343692+0.0520843j -0.00347065-0.0550682j -0.00229879+0.107516j -0.0207612+0.033556j -0.0571706+0.000723264j 0.0166488-0.0281571j 0.0663577-0.0865001j -0.0417597+0.134693j 0.0539749-0.0517341j 0.0552194+0.0327573j 0.00457538-0.0717175j -0.00977426-0.055445j 0.130719-0.0353535j -0.0295959+0.00538677j 0.032055+0.0423979j -0.0159322+0.0286551j -0.0509921+0.121115j 0.0324363-0.0519402j -0.0198318+0.0926689j 0.105337+0.0940209j 0.0107412-0.0360345j 0.0872168-0.125643j 0.0397145-0.0600685j -0.0340435-0.0460468j 0.129707+0.00177588j -0.0809893-0.0190616j 0.0253143-0.0252267j -0.0487286-0.0409953j -0.0423145-0.0090304j -0.0735546-0.0331975j 0.0680798-0.0901747j -0.0517934-0.12258j 0.0560749+0.00582676j -0.0316172+0.0106133j -0.00380665+0.024963j -0.0394316+0.0255112j -0.0126879-0.00417411j -0.0537824+0.00718674j -0.0263838+0.00611401j 0.046564+0.0028456j 0.018544-0.0253116j -0.00249076-0.0153298j 0.0114468+0.0258073j 0.00211289+0.0191121j 0.00475579+0.00229029j 0.0483857-0.0384113j 0.0256213+0.0288198j 0.0457309-0.013375j -0.0245984-0.00185905j -0.0329619+0.0412355j 
