-0.00137916-0.0238588j -0.00462992-0.0067811j 0.00231353-0.00121806j 0.00514606-0.0597485j -0.00314441-0.00820934j 0.00214123-0.00535117j 0.000356386+0.00197999j -0.00107867+0.00713139j 0.00139761+0.0165508j -0.00277406+0.000919421j 0.00055453+0.00353147j 0.000291884-0.00272174j 0.00230066-0.00468047j 0.00038882-0.00731585j -0.00094349+0.00361871j 0.00101083+0.00223066j 0.000292069-0.00831683j -0.00313522+0.00494018j 0.00113819+0.00233438j -0.000643572+0.000641266j 0.000324924+0.00934922j -0.000554802-0.00945552j -0.00157756+0.00278671j -0.00183343-0.00582006j 0.0021459-0.0168452j 0.00114454-0.00228388j -0.00352305-0.000184328j -0.00224619+0.0317909j -0.000438139-0.00584566j 0.000442332+0.110761j 0.0103272-0.032542j 0.000714164-0.0264497j 0.00138383+0.010782j -0.000420621+0.00353372j 0.00016312+0.0104297j 0.000134779+0.00260939j 0.00118817-0.0198159j 0.000778416-0.0254443j -0.0019999-0.00584086j 2.77991e-05-0.00732181j -0.00152104-0.000600705j -0.000953935-0.0286061j -0.000313631-0.0183138j 0.000188213-0.0106511j -0.00174756+0.00900003j -0.000238715-0.0342557j -0.00194739+0.0144815j 0.00186727-0.0032112j -0.00315861-0.0762836j 0.0173815-0.134797j 0.0123954+0.158822j 0.0258623-0.0840197j 
-0.0018399-0.00538778j -0.00134087-0.014651j -0.00615295-0.00989986j -0.000633072-0.013161j 0.00152415+0.0204281j 0.00133036+0.0112485j -0.00405732+0.0273645j 0.00471882-0.0293456j -0.00371492+0.0101498j -0.00961871+0.00361322j 0.0002607-0.0478156j 0.00782059-0.0231766j 0.00634178+0.02716j -0.00327764-0.0461888j 0.000390526-0.0484882j -0.00343145+0.0401285j -0.00657423-0.0150159j -0.00319-0.064481j -0.00161704+0.0247347j 0.000950815+0.0328771j -0.00656621+0.00914103j 0.00764978+0.00179871j -0.00379003+0.0115655j -0.00306524-0.0252644j -0.00590231+0.00109192j -0.00456962+0.01541j 0.00228181-0.0195628j -0.00270396-0.00650381j -0.00426031+0.00802086j -0.00160748-0.00660485j -0.000705542+0.0126413j 0.00236522-0.00115972j 0.00346908+0.0370304j -0.000298956+0.0241043j -0.00111577-0.017926j -0.000137291+0.0290697j 0.000436483+0.0534506j 0.000926035+0.00310808j -0.00157449-0.00486827j 0.000251989+0.0177249j 0.000994691+0.0269852j 0.00120352+0.00110571j 0.00117525+0.0148739j -0.00333931+0.015849j -0.00362371-0.0166545j 0.00167166-0.0207333j -0.000961193-0.000742901j 0.00486326-0.00752135j 0.00673999-0.00660557j 0.00169139-0.00227185j -0.000580841-0.0100793j -0.00219981-0.00179755j 
-0.000475236+0.000932684j -0.00371041+0.0124117j 0.00117332-0.000253507j -0.00462231+0.0101673j -0.00295499-0.000829305j 0.000710174+0.0159033j 0.00127664-0.0175545j 0.00107948-0.0176995j 0.00132689-0.0121897j 0.00204626-0.0307905j 0.00334412+0.0111362j -0.0058001-0.0152647j 0.00210594+0.081164j 8.8172e-05+0.03652j 0.000320228+0.00523273j 0.00695597+0.0263174j 0.00519395-0.0155429j -0.00384914-0.0314734j -0.00256789-0.0390169j -0.000289482+0.0246092j -0.000672381-0.026804j 0.00136463-0.0173909j 0.0012013+0.00822608j 0.00489976+0.0107285j 0.000663698-0.0118554j -0.000887368-0.0168186j -0.000710999-0.0252478j -0.000948327+0.033626j 0.00466968-0.0154006j 0.000403825+0.0338339j -0.000402852-0.00591955j -0.0068473-0.0109543j 0.00256654-0.023915j -0.00280615-0.0307842j 0.000992671+0.0250607j -0.00152467+0.0550765j -0.000541594+0.00637086j 0.0019891+0.0299869j 0.00339635-0.0119691j 0.00146269-0.0541921j -0.000824338+0.0321369j 0.00139497-0.00209677j 0.00266414-0.00864591j 0.00322093-0.00983783j 0.000481903+0.00443641j 0.00149412+0.020091j -0.000749066+0.0301848j -0.00324266+0.0187783j -0.000592426-0.0188946j 0.00126915+0.00159351j 0.000362881-0.0392291j -0.00390469+0.00698344j 
-0.0034134+0.00312786j 0.00390198+0.00587912j -0.00377021-0.00411959j 0.000590772+0.00582716j -0.0055429+0.0171615j 0.00119669-0.0125702j -0.00590544-0.0274737j 0.00406451+0.0138357j 0.000755209+0.0228516j 0.000322402-0.0335062j -0.00408885-0.00484654j 0.00254505+0.0503892j -0.00411116+0.0400831j -0.000794155-0.0546313j 0.00469576+0.0275342j 0.000699315-0.00432511j -0.00414452-0.0252857j 0.00902696+0.0546599j -0.0020049+0.0160173j 0.00666897-0.0411954j -0.00407885-0.0352097j -0.00439664+0.0412063j -0.000892492+0.0085057j -0.00441823+0.0519j 0.00308694+0.0163089j -0.00244642-0.011848j -0.00204494-0.00392643j 0.00158854-0.0206717j -0.00260485-0.0497808j 0.00178971-0.0332129j 0.00289658+0.0113357j -0.0047992+0.0100284j 0.00181961+0.0174546j 0.000229165-0.0130368j 0.00109706+0.0168165j 0.00214351+0.00691138j -0.00149789+0.0098485j -0.00421833+0.019424j 0.00165758+0.0184407j 0.000243882+0.00208928j -0.00239234-0.000725153j -0.0013004+0.00550877j -0.00051935-0.00534973j 0.00248165-0.0147066j -4.85445e-05-0.011441j 7.03424e-05+0.0311575j 0.0022545-0.00675124j 0.000881106+0.0133995j 0.00484234+0.0331586j -0.0040058+0.00610332j -0.00230664+0.0532942j 0.00300176-0.0535668j 
0.0036518+0.00601855j -0.00147471+0.00278755j -0.000343954+0.0110671j 0.000442666-0.00605231j 0.00532687+0.0118405j -0.00466255+0.0190084j 0.00349244-0.0302682j 0.00620947+0.0169194j -0.00206211-0.0219579j 0.00179491+0.0273391j 0.00352558+0.0472727j 0.00369128+0.102943j 0.0046201+0.0183149j 0.000200094+0.00588774j -0.000557782-0.000163944j -0.0049151-0.0580612j -0.00279432-0.0378308j 0.0100824+0.0594204j -0.000177609-0.0383687j 0.0031498+0.00213623j -0.00386885-0.0265534j -0.00193468+0.043733j -0.00458986+0.00349718j -0.00395256+0.00537581j 0.00245103-0.0274265j 0.00145253-0.0273908j -0.00314598+0.0237239j 0.00625414+0.00988951j 0.000270194+6.30661e-05j 0.0012701+0.00853059j -0.00219177-0.0271888j -0.00543817+0.033158j 0.00211677+0.022166j -0.000233192+0.0112393j 0.000486892-0.0269878j -0.00122487+0.00897073j 0.000572496+0.00313309j 0.000362782+0.0301213j 0.000536814+0.00197551j -0.00149681-0.00947155j -0.00141342-0.0355797j -0.00129171-0.010395j 0.00135415+0.00127091j -0.00378806+0.0284702j -0.00132077+0.00661814j 0.00275217+0.0159156j -0.00185863-0.00346259j -0.000178547-0.0189551j -0.00342476+0.0232575j -0.00104124+0.00123732j 0.000170661+0.0309549j 0.00324382+0.00152651j 
0.00167071+0.00164111j -0.000129465+0.00256874j 0.00210235-0.00755469j 0.00262028+0.0136866j -0.00500263-0.00653565j -0.00106394-0.0105703j 0.00210347+0.030127j -0.00213492-0.0150122j -0.00245637+0.00636515j -0.000678377-0.0366761j -0.0019966-0.0344793j 0.00304278+0.0988517j -0.00575372+0.00679464j -0.00431773-0.0668675j 0.00174172+0.0509464j -0.00189972-0.045718j -0.00580383+0.020678j 0.00635373-0.00855912j -0.000330108-0.0272708j 0.00311246+0.0311057j 0.000137235-0.0187838j -0.000132022-0.0483396j 0.000156595-0.0396665j -0.00353219-0.0722239j -0.000226411+0.0196933j -0.00126756+0.0323626j 0.00268342-0.0452924j 0.00158075+0.0441901j 0.00170269-0.0108869j 5.31131e-05+0.00582215j 0.00081249+0.0376445j -0.00494333-0.00696778j -0.000111093+0.0126377j 0.00194037+0.0179988j 0.00289821+0.00350911j 0.000180247+0.0439927j -0.00324104-0.0295469j -0.00454371-0.0232736j -0.00710472-0.0101785j -0.00179651-0.00825557j -0.00243311-0.00179359j -0.0037544-0.0220141j -0.00187151-0.0186357j -0.000937674-0.0182472j -0.000460981+0.000538885j -0.000241549-0.0369861j -0.0012465+0.0391385j -0.00488284+0.0524411j -0.00163123-0.0594364j 0.00543086-0.00436599j -0.00116878-0.103166j -0.00692767-0.0226844j 
-0.00504983-0.00351984j 0.00232948+0.0116759j -0.00480105-0.0282214j 0.00580156-0.00821688j -0.00335443+0.00280677j 0.0019113-0.00241105j -0.00600124-0.047133j 0.00398954-0.0223744j -0.00252847-0.0439597j 0.00356277-0.00418307j 0.000362979-0.0183485j -0.00594442+0.0003945j 0.00168519+0.0143499j -0.0031685-0.0125815j 0.005549+0.0196387j 0.00267079-0.0392264j 0.00305888-0.0152539j -0.000800569-0.00341226j -0.00333968+0.00336411j 0.00343733+0.0174782j 0.00187261-0.000312049j -0.00256059-0.0497815j -0.00187947-0.00473801j -0.00044744-0.0158254j 0.00110341+0.00653817j -0.00138642-0.0259927j 0.00148275-0.00117546j 0.00218255-0.014532j -0.000736606+0.00772838j 0.00342894+0.0435119j 0.00312342-0.0201915j -0.00116256-0.0101456j 0.00468314-0.00788978j -0.00321923-0.0213999j 0.000947718-0.0575579j -0.000502034-0.0517567j -0.00211062-0.0286443j -0.000446407+0.000634725j 0.00651152-0.0333854j -0.000289096-0.0144286j 0.000944195-0.0100651j 0.00058488-0.00338775j -9.85515e-05+0.0178292j 0.000310859-0.0306991j -0.000117989-0.00440958j 0.000921189+0.0293769j 0.00183992+0.0321295j -0.00673406+0.0114012j 0.000115911+0.000123047j 0.00206841-0.00739173j -0.000533233-0.0221115j -0.00449452+0.0387521j 
-0.00119002-0.00914786j 0.00112958-0.0164731j -0.00053028+0.0099374j -0.00423681+0.0164672j 0.00467757+0.00530307j -0.00734464+0.0449245j -0.00829152+0.00873227j -0.0112269+0.0660699j 0.00015336+0.0367606j -0.00443932+0.0429987j -0.00580303+0.0104893j 0.00439147-0.0344419j 0.000470584+0.0415731j -0.00450729-0.0242715j -0.00078155+0.0573064j -0.00152368+0.057118j -0.00656181+0.0340942j -0.00185955+0.00210347j 0.00282369-0.0551341j 0.000890084+0.046942j -0.00150827+0.0183141j 0.00134667-0.0483349j 0.00189638+0.0122324j 0.00183557+0.00825528j -0.000514138-0.033092j -0.005405-0.0177185j 0.00429958+0.0399353j -0.00900455+0.059551j 0.00839408+0.0146947j 0.00220493+0.019826j -0.00213331-0.0297658j 0.00141126+0.00540979j -0.0032007+0.0291308j 0.00222019+0.0425557j 0.000124206-0.0204338j 0.000683187-0.0113013j 0.000303943-0.0394771j -0.000278195-0.00977293j 0.0029071-0.0183157j -8.23707e-05-0.0103252j -0.00269974+0.00910648j -0.00247361-0.00296704j -0.00168817+0.00174431j -0.00345586+0.00100568j 0.000431588-0.0114354j 0.00272149-0.0148325j 0.000844864-0.00245687j -0.00623296-0.0104477j -0.00119564-0.0433326j 0.00270402+0.000745986j 0.00253909-0.0533536j 0.00094032+0.0517193j 
0.00237112-0.00158361j 0.000123706-0.00937947j -0.00235514+0.00691239j 0.000101428+0.00425143j 0.00010473-0.0191856j 0.0034009-0.000851959j 0.00375534+0.0685972j -0.00533794+0.00702164j 0.00557109+0.0414012j 0.0024366-0.0861027j 0.00162443+0.0135033j -0.00415388+0.0290593j 0.00144347+0.0265344j 0.00703245+0.0353489j -0.00240694-0.0143339j -0.00190083+0.0178802j 0.00739612+0.0143067j -0.00302209-0.0258925j 0.000514767-0.00680037j -0.00396395+0.0241929j 0.00081133-0.0097698j -0.000417377+0.00609757j -0.000252332+0.0135347j 0.00565061-0.0233368j 0.00190752+0.00179494j -0.00180098+0.0547207j 0.00263177-0.0482553j -0.000881338+0.0521136j 0.00117007-0.0597304j -0.00206663-0.043146j -0.00333572+0.0592332j -0.00456075-0.0230233j 0.00166888-0.0292501j -0.00140994-0.0131423j -0.00080284-0.0431614j 0.000269381-0.0248503j 0.0024273-0.024665j 0.000893708-0.00606485j -0.00255918+0.0303739j -0.000592811+0.011664j -0.00283822-0.0190207j -0.00569057-0.0351144j -0.00124428-0.00587204j -0.00102649+0.0339377j 0.00215519-0.021566j -0.00271535-0.0249975j 0.000518454-0.0144444j 0.00738407+0.0433061j -0.000464055-0.0252627j -0.00149082+0.025848j -0.00203609-0.0325769j 0.000978249-0.10676j 
-2.79891e-05+0.00207536j -0.00304632-0.00514615j -0.00526463+0.0343003j 0.00201943+0.030661j 0.00298159+0.0217665j -0.00157664+0.0233618j -0.00372883-0.0218357j 0.00860105+0.00449052j -0.00923493+0.0255883j -0.00617562-0.0854627j -0.00272088-0.0234985j 0.00178149-0.0141475j 0.00692371+0.0640522j -0.00612617-0.0277908j 0.00190996+0.0197464j 0.00253624-0.00490655j -0.00594086-0.0316053j -0.00468352-0.0117739j 0.000229064+0.00951253j -0.00133914-0.0153044j -0.00165391+0.00503719j 0.00259233+0.0142801j 0.000618103+0.031657j 0.000149483+0.029765j -0.00251999-0.00667154j -0.00469585+0.0117756j 0.00409151+0.0112924j -0.00181068+0.0510202j 0.00275421-0.0398764j -0.00309337-0.0167703j -0.00309193+0.046235j -0.00750463+0.0126639j 0.000395244+0.0281973j 0.000493885+0.0119391j 0.00292199+0.0239647j -0.00243848-0.0565402j -0.00136709-0.00151416j 0.000493829+0.036618j 0.00502526+0.0230617j -0.000773827+0.0178959j -0.00409916+0.023048j -0.00342716+0.00504998j -0.000306507-0.000950041j -1.83124e-06+0.0116326j -0.00255483+0.00566006j 0.00294349-0.019604j -0.00335768+0.0188022j 0.00165345+0.0119143j 0.00213095-0.0172308j -0.000502303+0.0109312j -0.000270574-0.0115954j 0.00125589-0.0494961j 
0.000895088+0.0178136j -0.00622447+0.0198884j 0.00428016-0.0298855j -0.0032387+0.0110107j 0.00352022+0.00341125j 0.00341201+0.0530429j -0.00858061-0.00273863j 0.0044338-0.0727395j -0.00493496-0.0918993j -0.0049612+0.027974j -0.0083781-0.0175906j -0.000908569+0.0385342j 8.84521e-05+0.0427958j -0.000490744-0.00853755j 0.00277487-0.027243j -0.00310986-0.0212738j -0.0051361-0.0263895j -0.00413071-0.0110596j -0.0003727+0.049839j 0.000821698-0.028075j 0.00126726+0.0272094j -0.0013184-0.00960796j 0.0049794+0.000254394j -0.00100061-0.0231149j -0.00636865-0.0148111j -0.00194323+0.0100569j -0.00026946-0.041756j 0.0073386-0.0225175j -0.00142751-0.0485313j 0.00511197+0.0510503j 0.00511001-0.0120657j -0.00348754-0.0214329j -0.000734835-0.00559245j 0.000665136+0.00290581j -0.00096444-0.0161997j -0.000159925-0.00904347j 0.00528585+0.0385301j 0.00325369+0.0242538j 0.00794667-0.029098j 0.00116083+0.00458702j 0.000491113-0.0123498j 0.00785907-0.00550901j 0.00325195+0.0137736j 0.00263757+0.00505192j 0.000253902+0.0238914j 0.00627381-0.00741615j 0.00556085+0.00760316j 0.000261339+0.0696247j -0.00380997+0.0499687j -0.00287582+0.0340177j -0.00687537+0.00862007j -0.00285525-0.0518449j 
0.00528804-0.0212587j 0.0059365-0.0202565j -0.00194595-0.00160359j -0.00160398-0.0138071j -0.00246668+0.0233861j 0.0156942-0.000547403j -0.000815968+0.0115727j 0.00140056+0.0490766j -0.00691075-0.0213198j -4.27825e-05+0.0286519j 0.00218641-0.0213111j -0.00402287+0.0630401j 0.00251623+0.00513408j 0.00323714-0.0580327j 0.00293112+0.0331485j 0.00606158+0.0312954j 0.0011387-0.0136243j 0.00277298+0.0137784j 0.000679987+0.000946619j -0.000341849+0.0250762j 0.00427693+0.00299204j -0.00490688-0.0156231j -0.00100246+0.0114159j -0.0035662+0.0156701j -0.00126539-0.0156274j -0.00637599+0.0114783j 0.00157172+0.0361293j 0.000885051+0.0122922j -0.000676862+0.0419578j 0.00622396-0.015378j -0.00398272-0.00224049j 0.00046208+0.0114869j 0.000237108-0.0761112j -0.000895617-0.0118211j -0.000506504+0.00821417j -0.000685118-0.018688j 0.000452931+0.0290551j 0.000331639+0.0307875j -0.00396354-0.0128572j -0.0019898+0.00346037j -0.00243113+0.00808841j -0.00890007+0.0196376j -0.00413367+0.00544597j -0.00330501+0.0139033j 0.00798072-0.0381884j -0.00353947-0.0167801j 0.000465379-0.0483371j 0.00437582-0.0485359j 0.0125389-0.0489301j 0.00677514-0.0249824j 0.00288804-0.00399381j 0.00321676+0.0371173j 
0.00754888-0.00208697j -0.00560863+0.0179284j 0.00560282+0.0367645j 0.00046439-0.0358558j -0.000509192+0.0446671j 0.00662143+0.00534837j -0.00714569-0.049922j 0.00891396+0.0377396j 0.00267225+0.0175278j -0.00757077-0.101026j 0.000107645-0.0733179j -0.000213757-0.0128286j 0.00340875-0.00282404j 0.00362434-0.0107464j 0.00108812+0.0100755j -0.00272664-0.0323606j -0.000864906-0.0156554j -0.00268296+0.00620939j -0.000386769-0.000498041j -0.000628398+0.0191899j -0.00105729-0.0075791j -0.00292718-0.00544492j -0.00182604+0.0140656j -0.00124014+0.0134658j -0.00219051+0.00473873j -0.000353223-0.0682587j 0.00382862+0.0501918j 0.00140805+0.00680996j 0.00326002+0.0511478j -0.00112871+0.0136608j -0.00285063+0.0284815j -0.01004+0.0401187j 0.00158947-0.0134031j 0.000748456-0.0102901j 0.000237488-0.0529215j 8.22299e-05+0.0248538j 0.00411935+0.0329919j 0.000454661+0.0182146j -0.0035913-0.00620585j -2.53816e-05+0.000711009j -0.00078857+0.0120343j 0.00155376+0.00178504j 0.000258238-0.00947612j 0.00152668-0.0250849j 7.66652e-05+0.0323562j -0.000389794+0.0122527j -0.00747128+0.0416336j -0.00415213-0.0512344j 0.00250439-0.0272463j 0.0047179-0.051152j 0.00425697-0.0184642j -0.00307147+0.0811908j 
-0.00348727+0.0033224j 0.000172724-0.0103937j -0.00562136+0.00296372j -0.0060184-0.0147105j 0.00127758-0.0273969j -0.00427404+0.0445464j -0.00166001-0.0210611j 0.00301995+0.12255j 0.0013722-0.105861j 0.00193997-0.0734165j 0.00661637+0.00472348j 0.0059666+0.0225027j 0.00229774-0.0514924j -7.96362e-06-0.00451626j -0.0010504+0.0232471j 0.000985933+0.0441063j 0.00548148+0.0208674j 0.000755597-0.00412854j 0.000116393+0.00503748j 0.00163121+0.0174955j -0.000629689+0.00117092j -0.00358623-0.0125432j -0.0018638-0.00156718j -0.000184092-0.0169045j 0.00265097-0.0356288j -0.00604728-0.0347803j 0.00613669+0.0122434j 0.00230763+0.0457027j 0.0112596-0.0150401j 0.00243822+0.00766346j -0.00359588-0.0155705j -0.00447134+0.0107054j 0.00243398+0.0103388j -0.00113061+0.00340475j -0.00140678+0.024375j -0.000346099+0.00291928j 0.000872263-0.019003j 0.00156859-0.00818325j 0.00555671-0.0478031j 0.000555088+0.0157891j 0.00775787+0.00718771j 0.00763346-0.0333112j -0.000267643-0.0115761j -0.00227529-0.0208214j -0.000123551+0.00858313j -0.00148766-0.0259361j 0.00255833+0.0281051j -0.00663462+0.0556134j -0.00597212-0.00522829j -0.00153355+0.018206j -0.00363599-0.0488964j -0.00211914+0.00875215j 
0.00513232+0.0563968j -0.00559024+0.00789594j -0.00948281-0.0677695j -0.00244746-0.0152595j -0.00128367+0.0172159j -0.00960576-0.124603j -0.00539485+0.0300495j 0.00911791+0.0731078j -0.00220454+0.0205694j 0.00801485+0.0101071j 0.00100944+0.0194449j -0.00402973-0.00961479j -0.0021147+0.0599458j -0.000774878+0.0161808j 0.000302053-0.00383499j 0.0013259+0.0148498j -0.00146436-0.0139603j 0.00288026+0.0128873j 0.00105039+0.0240235j -0.000990541-0.0316251j 0.000139403-0.00195766j -0.00227906-0.0348453j -0.00111372-0.040697j -0.00393553-0.0446889j 0.000655086+0.0354612j 0.00183151-0.0205276j -0.00668243-0.00349179j -0.00357469-0.0782908j -0.000826162+0.0409436j 0.000662973-0.0443381j -0.00179514-0.0464134j 0.0091172-0.0232533j -0.00133228+0.0254888j -0.00209134-0.0292097j -0.00383324-0.00509066j -0.00177116-0.0197431j 0.00806416+0.0341214j 0.00608146+0.015539j -0.000206255-0.0660895j -0.000719783-0.0197132j -0.000953862-0.0327992j 0.000315153-0.0765569j -1.19887e-05-0.0304342j -0.00463317-0.0221726j 0.00136997+0.0280731j 0.00442756-0.0237932j 0.00557468+0.0187127j 0.00263423+0.0371929j -0.00592359-0.00461471j 0.00445936-0.0355915j -0.0028649-0.000905295j -0.00358026+0.0703149j 
0.00430032+0.0679794j 0.014302-0.010864j 0.00507438+0.0316942j 0.000879984+0.00481187j 0.0047429+0.00963547j 0.00489527+0.0567268j 0.00984686-0.0231872j -0.0047594+0.0195902j 0.00183922+0.0571463j -0.0038233+0.0286478j -0.00215139+0.0137081j 0.000127334-0.0253314j -0.00144229-0.0219131j 0.00177626+0.00930476j 0.000224479+0.00791275j -0.00231885+0.00640786j 0.00201528+0.014898j 0.00344284-0.0133359j -0.000300221-0.00721868j -0.001357-0.0358289j 0.000632378+0.0046652j 0.000416784+0.00676007j 0.000207954-0.00307342j -4.38377e-05-0.0359693j 0.000589777-0.021565j -0.00567458-0.0480249j -0.00124402+0.00908638j 0.00106588-0.0111685j -0.000620455-0.0394547j 0.0166131-0.0386444j -0.00553667-0.0599616j 0.0020898-0.0068902j 0.0016286-0.0307256j -0.00113284+0.0107129j -0.000872941-0.025981j -5.69226e-05-0.0117893j 0.00304407+0.0574152j 0.0025179+0.0390915j 0.00439883-0.011043j 0.00045392-0.000468868j 0.000599611-0.00553398j 0.00730898-0.0309223j 0.00467193-0.0163762j 0.00116714-0.0508931j 0.00626363-0.00127762j 0.0107758-0.0139045j 0.0123584+0.0619673j -0.000223039+0.144537j 0.006972-0.0332715j 0.00434954+0.0221301j -0.00647767+0.00336107j -0.00366413+0.0032044j 
-0.00711212+0.0257522j 0.00524741+0.0538262j 0.00682406+0.0271612j 0.00027668+0.00441496j 0.00516716+0.0306693j 0.00603874+0.0277516j 0.0067092+0.0468665j -0.00262883-0.0187141j -0.000682831+0.032638j -0.00274611-0.011805j -0.00488588+0.0153309j -0.000865024+0.0135982j 0.000639931+0.00326543j 0.0020398-0.00812612j 0.00146274-0.0198377j -0.00302881+0.0297247j -0.000411036-0.00131694j -0.00117505+0.0193077j -0.00283591+0.0212457j 0.00158701+0.00453031j -0.00092351-0.00850657j 0.00293336-0.00124379j 0.00238021-0.0153568j 0.00154538-0.0260674j 0.00510586+0.00428497j 0.000906681-0.0580316j -0.000780327+0.0183182j -0.000836843+0.0229654j -0.000418188+0.00522216j 0.00213284+0.0914702j 0.00521034+0.0599613j -0.00261168-0.038063j 0.00201371+0.0160157j -0.00059803-0.000890142j 0.000699744+0.00833477j 0.000481951-0.02009j -0.00103814+0.0204572j 6.4474e-05-0.000204626j 0.00446272-0.0244999j 5.61177e-05-0.0339309j 0.00130035-0.0222511j 0.00541304-0.0888652j 0.00198528-0.0736538j 0.00214611-0.0959724j 0.000780927+0.0488105j 0.00530508-0.00284023j 0.00572055-0.0952158j -0.00619401-0.115441j -0.00440749+0.0947925j -0.0105818+0.00979289j -0.00624948-0.0145993j 0.00507031+0.0314853j 
-8.45137e-05+0.00935561j 0.000784595-0.00257278j 0.000220041-0.00847044j -0.000965987-0.000392924j -0.00234105-0.0107017j -0.00206679-0.0020486j -0.00018442-0.0138925j 0.00429181-0.00937927j 0.00275127-0.0177368j 0.00290029-0.0138536j 0.0014546+0.0019581j 9.27347e-05-0.00500919j -0.00192217-0.00672749j -0.000929407+0.0111509j 0.000937419+0.0134927j -0.00222214+0.00467354j 0.00106653-0.0116112j -0.000784294+0.0116616j 0.00469477-0.0105268j -0.0114288+0.00677634j -0.0048019-0.00934921j -0.00221892-2.34697e-05j -0.00659047-0.00908035j 0.00383863-0.00971704j -0.00835609+0.0137312j -0.00036969+0.00458051j -0.0067284-0.00468722j 0.00496506-0.00220802j 0.00617723-0.0129511j 0.00433614-0.00180718j 0.00475721+0.00533607j -0.00169713-0.0310577j -0.0037903-0.00223529j 0.00066251+0.0382499j 0.00238114+0.00291351j 0.000454072-0.00814504j -0.00743053+0.0312223j -0.00709019+0.00525134j -0.000452662-0.00445915j -0.0014525-0.0143711j 0.00190645-0.0175151j -0.000350117-0.0112624j -0.00254366-0.0124008j -0.00442348-0.0336724j -0.00308754-0.0337089j 0.00250214+0.0157557j 0.00655047-0.0467791j 0.00224779-0.0404092j 0.0148542-0.00635948j 0.00172342+0.000226763j -0.00177572+0.00236928j 0.00316323-0.00507784j 
0.00985946+0.0248423j 0.00115532-0.0591104j -0.00462689-0.0270365j -0.000982089+0.00263345j 9.39632e-05-0.032103j -0.00511037+0.0120757j -0.00550041-0.100916j 0.00517574-0.00340169j 0.000385438-0.018482j -0.000156076-0.010465j 0.00354828-0.0152947j 0.000441371-0.0278145j -0.000599501-0.0203883j -0.00163769-0.0158756j 0.000120034+0.0411567j 0.00294904+0.0135835j 0.00101753-0.0263374j 0.00374507-0.015271j 0.000455339-0.0187967j 0.00246727+0.00669903j 0.00321342-0.0136054j -0.00325044+0.000525685j 1.88253e-05-0.00853093j -0.00444711-0.0116211j -0.00238741-0.0211741j -0.00310249+0.0343155j 0.0015088-0.0153777j 0.000277148+0.0270373j -0.00217552-0.0211184j 0.00747203-0.0268499j -0.00755811-0.0234945j 0.00686366-0.103599j -0.000189011+0.037702j 0.000590037-0.0200219j -0.00220406+0.0221337j -0.000305637-0.00751485j 0.00417977+0.0408136j 0.00328587-0.0333218j 8.92255e-05-0.0318285j 0.00092297-0.0445112j -0.00104599-0.0927571j -0.000153653-0.0698333j 0.00189012-0.00881099j 0.00273472+0.0293197j 0.00213695-0.024849j -0.00145403+0.00846408j -0.00507073-0.111877j 0.0095199-0.0670877j 0.00613323-0.0035147j -0.0035459+0.0572053j -0.00614457+0.0059249j 0.0108543-0.0428076j 
-0.000481093-0.00510854j 0.000537308-0.00169571j -0.0010621+0.00179845j 0.000679751-0.000814338j -0.0001741+0.00415434j 0.00169946-0.000920643j 2.4091e-05+0.00271279j -0.000196458+0.000528154j 0.000203927+0.00281861j -0.00153169+0.00126134j 0.00141059-0.00200288j -4.35116e-05-0.00120113j -0.000850197-0.00103485j -0.000106442-0.0039856j -0.000548632-0.00473125j -0.000838282+0.00319693j -0.0003259+0.0030537j -0.000626073-0.00556511j -0.00290202-0.00170228j -0.00193925+0.00254242j -0.0014742+0.00515309j 0.00075207+0.0013259j 0.00111972+0.00620682j -0.0012346-0.000372268j 0.000587815-0.00504033j 0.000577596-0.0014634j 0.00080561+0.00246619j -0.00053299+0.00201033j 0.000745189+0.00581477j -0.00166672+0.00788041j -0.000419299-0.00323616j 0.000953512+0.00121954j -0.000461552-0.00503863j -0.0011494+0.00150286j -0.0023349+0.00139995j -0.00117167+0.00777355j 0.00188865-0.0226856j -0.00381998+0.00700356j 0.00141388+0.00614159j -0.00760955+0.0128324j 0.00194219-0.00281345j 0.00122444-0.00303537j -0.00285628+0.00527382j 0.00244455+0.00754803j -0.00243588-0.00226322j 0.00125497+0.00150163j 0.000118217+0.00759868j -0.00101468+0.0098357j -0.0016354+0.00904628j -0.000866668+0.00434543j -8.74203e-05-0.00232327j -0.000538779+0.000683051j 
