0.0140796-0.000965654j -0.0016321+0.0559632j 0.0019115-0.0567424j 0.00578907-0.00931063j -0.00399303+0.00613622j -0.000608103+0.0322519j 0.00891156+0.00788558j -0.000764858+0.0261763j -0.00409274-0.00422025j 0.00438967-0.0088913j 0.000794567+0.00889762j -0.0168103-0.0407917j 0.00554199+0.00324237j 0.0276292+0.0140265j 0.00207427-0.00959532j -0.00487142+0.0136078j 0.00593191+0.0355873j 0.000573983+0.012215j -0.00125479-0.00859358j -0.00104688+0.0199889j 0.00243972+0.0104997j -0.00130968+0.0181099j 0.000508158+0.00669497j 0.00282107+0.0320564j -0.0060107+0.00714445j 0.00112358-0.0206622j -0.00548349-0.0190827j -0.00201882+0.0338281j 0.001243-0.00162851j -0.000345928+0.00408718j -0.00259519+0.00638365j 0.00202642+0.0164043j -0.00165115+0.0195012j 0.000604781+0.0161924j -0.00700644-0.000193198j -0.0043808-0.00218538j -0.00307979-0.0613903j -0.00164162+0.00269241j 0.00817921+0.0425127j -0.0149337-0.00619314j 0.00137421-0.0146747j -0.0175507+0.0515225j -0.019706+0.0705983j -0.0539233-0.028835j -0.0055-0.0164875j 0.00388612+0.0981419j 0.017008+6.77804e-05j -0.000319019-0.0219701j -0.00202077-0.0569097j 0.00338492+0.0295059j -0.0024154-0.00540551j 0.00226546+0.0134752j -0.000133897-0.0145852j 0.000702682-0.0467189j 0.0152291-0.00327084j -0.00516051+0.024045j -0.00159045-0.00916927j 0.00283411+0.00297429j -0.000415279+0.0272994j 0.00159398+0.0359053j 0.00330483-0.00985403j -0.00758333-0.0251774j -0.000849771+0.0447574j -0.0137188-0.0922486j -0.000347823+0.0265262j 0.00141032-0.029335j 0.0103862-0.230514j 0.0110804+0.342208j 0.019912-0.270401j 
-0.00238398+0.324142j -0.0021364+0.108085j 0.00529311+0.0340267j 0.00100071-0.0110873j -0.002524-0.00712679j 0.00026758+0.0151919j -0.0128015+0.0451874j -0.000561062+0.0152669j -0.00320111-0.0473674j -0.00131752+0.0282193j 0.0128502+0.0348301j 0.00333572+0.0469298j 0.0295239-0.0315673j -0.0336473-0.0150966j 0.00835545-0.105978j 0.0112838+0.155934j 0.000106417-0.0173966j 0.00293668-0.106107j -0.00145739+0.0178253j -0.00936355+0.0733274j 0.00377453+0.0103551j 0.00011458+0.0157293j 0.00548136+0.0644846j 0.00562515-0.0270109j 0.00563078-0.013726j -0.00464964+0.0416441j 7.51801e-05+0.01058j 0.00111086+0.00715253j -0.00220409+0.00899j -0.00207653+0.00314674j -0.000627608+0.0034438j 0.00117173+0.0355138j 0.00128579+0.0472065j 0.00754859+0.0198308j 0.00481906-0.00302502j 0.00834436-0.0473252j -0.00253582-0.0156865j -0.0117168+0.0126976j -0.00731563-0.0495834j 0.0087969-0.0425345j 0.0089215+0.0800895j 0.00184839+0.0543464j -0.00151364-0.0820431j 0.00409667+0.0407116j 0.00578988-0.110374j 0.000257943-0.0786724j -0.0106962-0.039647j 0.000890941-0.0871389j 0.00301823+0.103515j -0.00234816+0.00615613j 0.00212535+0.0626643j -0.0020579+0.0222502j -0.00114341-0.0404244j -3.24441e-05-0.068882j -0.0095738-0.0203945j 0.00516448+0.0281971j 0.0057971+0.119516j -0.00146861+0.0442797j -0.00259774-0.0360173j -0.0032759+0.0143492j -0.0022519+0.0421438j -6.80451e-05-0.0964035j -0.000556843+0.0101217j 0.00809749-0.0255138j -0.000657361-0.0103645j 0.000528053+0.0033056j -0.00223233+0.0261951j -0.00338941-0.0383714j -0.00527448+0.22177j 
0.00430607-0.193046j -4.6971e-05-0.240538j 0.00678143-0.104084j 0.000827985+0.091713j 0.0124776-0.0534153j 0.00576603+0.02873j -0.012873+0.00592351j 0.00123817-0.037836j -0.0249142+0.0715971j 0.0195193-0.0509108j 0.0119839+0.0316487j -0.004244+0.046469j 0.004265+0.0546543j 0.00754418-0.0226959j 0.00171501+0.248223j -0.00489783-0.250737j 0.00178516+0.123751j -0.000165147-0.0657066j -6.39775e-05+0.036861j 0.00410673+0.00436514j -0.00219277+0.00674426j 0.00443547+0.00176759j 0.00934001-0.0769436j -0.00288455+0.0179848j 0.00353074-0.134099j 0.00432236+0.0704714j -0.00854478-0.0337693j -0.0166456-0.000137292j 0.00223578-0.00854941j -0.00058223-0.000609796j -0.00321428+0.0469761j -0.011765-0.0857601j -0.000652337+0.0397836j 0.0213996+0.0280219j -0.00405196-0.0238425j 0.00094564+0.0030655j -0.000407378-0.0622971j -0.0122837+0.0588989j 7.65394e-05-0.0668919j -0.0061065+0.0299559j -0.000937943+0.0143735j -0.00329537-0.0661968j 0.00815927-0.0707072j -0.0106127+0.0333334j -0.0113256+0.0337007j -0.00177359-0.0223167j -4.56786e-05-0.109975j -0.00090934+0.0950397j -0.00401644-0.111834j 0.000965611+0.0519806j -0.000834782-0.0195233j -0.00161406+0.007985j 8.91426e-06-0.00177069j 0.000991666-0.0577478j -0.00688405-0.0125426j 0.00205867-0.0178563j 0.00314035-0.106253j -0.000588318-0.096134j -0.000286106+0.1453j -0.00218204+0.0473536j -0.00048845+0.0179795j 0.00166302+0.00664557j -0.00417319-0.147492j -0.00107226-0.0554788j 0.000139204+0.0159424j 0.000374983-0.00547266j 0.00428416+0.0719711j -0.00397134-0.0795722j 0.00420788+0.110865j 
-0.00746122+0.0119106j -0.00146433-0.00249587j -0.00425889-0.0145865j 0.00896709+0.0119086j 0.00969283+0.026352j 0.0306101+0.000382002j -0.00308795-0.0153154j 0.0109988+0.00936799j 0.0106641-0.0137769j 0.0354239+0.0151178j -0.054502+0.0070145j 0.0278458+0.0102163j -0.0241997-0.00636118j 0.0458568-0.003872j -0.00122325+0.041596j 0.00206124+0.0293433j -0.00255361-0.00374404j -0.00226189+0.0317517j -0.0128193+0.0605281j -0.00536711-0.014958j 0.00144204-0.000974059j -0.00520881-0.0604698j -0.0111535+0.000611682j 0.0140666+0.0622677j 0.000396265-0.0469843j -0.00173701-0.0233823j -0.00162762-0.0666523j 0.0065001-0.0213164j 0.00362843+0.00998465j 0.00690454-0.00794079j 0.015433+0.0104272j -0.0156248-0.0108313j 0.00811274-0.0311772j -0.0133135+0.0447707j 0.015757-0.0990344j -0.0137413-0.0501917j -0.00212713+0.0665889j 0.00501916+0.0218388j 0.00807757+0.0683981j 0.0048175+0.046274j 0.00912706+0.017717j -0.00627207+0.0282453j 0.0157109-0.0717885j 0.0102942+0.0205577j 0.00966809+0.0534907j -0.00896273-0.107565j 0.00680665-0.102658j -0.00240561+0.0732288j 0.000588023+0.0251281j -0.000256134-0.0720643j -0.000630513+0.0181875j 0.00219662-0.000320923j 0.00478842+0.0218313j 0.00289734+0.0898895j -0.00283294+0.0388515j -0.00416602-0.0283677j -0.00553336-0.0359369j -0.000872669-0.0340067j 0.00106785-0.0614218j -0.00392185+0.00243162j 0.00296399-0.107609j 0.00204012+0.0747596j -0.00341834-0.109677j 0.00215938-0.131302j -0.000456178+0.00380226j -0.00178496+0.0312578j 0.00158128-0.00295472j -0.00294418+0.0879012j -0.00193801-0.0080115j 
0.00821718+0.076719j -0.00367809+0.0144063j 0.00296029-0.00904385j 0.00513459+0.0282347j -0.00592599-0.0113412j -0.00875518-0.0154117j -0.0121353+0.0512419j 0.00312707+0.00413488j 0.0126715-0.0152719j -0.0103982-0.0459133j 0.00112287-0.0216945j -0.016068+0.00724022j -0.0114516+0.0243451j -0.00104154+0.00545613j -0.00653431+0.0249245j -0.0076197-0.0193895j 0.00834634-0.0659066j 0.000976517-0.0434277j -0.00204748-0.0372197j 0.0133798-0.103352j -0.00914831+0.086747j 0.00366455+0.0113071j 0.00384689+0.0693953j -0.0132523-0.0558732j 0.00439609+0.0509621j 0.00397844+0.0375977j -0.00973963+0.0339247j -0.00968904-0.0697981j -0.00390749-0.0445223j 0.00911924+0.0129349j -0.000738776-0.00698608j 0.00941976-0.0479524j -0.0138689+0.0164064j 0.00392668-0.0820793j -0.0136515-0.0283555j -0.00966937-0.0120044j 0.00660529-0.00282877j 0.00488183+0.0444241j -0.0158847-0.0848755j -0.00161047+0.00596862j -0.0101548-0.0828788j 0.017361+0.0162107j 0.0112324-0.0392983j 0.0162962-0.0158863j -0.00452942-0.00629653j -0.00191729-0.14568j -0.00092887-0.03224j -0.000141903+0.0108595j -0.00456526+0.0331726j -0.000689137-0.0504506j -0.000372014+0.0458865j 0.00246597+0.0182128j 0.00332137-0.00842248j -0.000184181+0.032255j -0.0024282+0.0158083j -2.51914e-05-0.0292956j 0.000445962-0.0346253j 0.00162888-0.0156478j 7.32954e-05+0.0555364j 0.00240242+0.0177889j 0.000527159-0.0885311j 0.00377676-0.0359496j -0.00232086-0.161802j 0.000161873+0.059618j 0.000864506-0.00412762j -0.000150754-0.00621916j -0.000376675+0.0220398j -0.0037886+0.134047j -0.00504143-0.145005j 
0.0109342+0.0393928j 0.00393254+0.04744j -0.013979-0.0145581j -0.0305946-0.00208577j 0.0218288+0.0514552j -0.0301521+0.00486549j -0.0118212+0.0238119j 0.00380684-0.000999714j -0.0222738-0.0171899j 0.00128029+0.0127073j -0.00212667-0.024623j 0.00910769+0.0141361j -0.0165007+0.00601483j 0.0316153-0.0115581j -0.01022+0.0164127j -0.0366981+0.055235j -0.00968851+0.0358838j 0.00614867+0.0541454j 0.00514792+0.0832423j 0.0104937-0.0868223j -0.00889613+0.0503936j 0.00246022+0.0195796j 0.000364227+0.0947857j -0.00977566-0.060984j -0.00422602+0.000783258j -0.00301253+0.0292426j 0.0158748-0.0252824j -0.006254-0.029131j 0.00143352-0.0321171j -0.0177669-0.0213579j -0.0301447+0.0121983j 0.00113425+0.0581417j -0.0150781+0.00698345j -0.00996981-0.00676593j -0.0104256-0.0449115j 0.0200676-0.0329094j -0.00618893+0.0514595j 0.00904573-0.00128844j 0.0116175-0.00457256j -0.00855935-0.0372657j 0.0145383+0.0837098j 0.00242839-0.0829804j 0.00199317+0.0742752j 0.0161294+0.0985992j -0.0214811-0.0274697j 0.00976841-0.0469485j -0.00534295+0.0854813j -0.00136741-0.0851797j -0.00104143+0.020393j 0.00402035+0.0426585j 8.39804e-05+0.0189124j -0.00294354+0.00850982j -0.00356043-0.0256673j -0.00312612-0.0271653j -0.00684471+0.00367475j 0.00390361+0.00432784j 0.00221617+0.0498329j -0.00146836+0.019001j 0.00247334-0.103803j -0.0025792+0.140856j 6.7666e-05-0.0370409j 0.00814799-0.291399j -0.0005505-0.225454j -0.00888989+0.0629118j 0.00225351-0.00589129j 0.000209873+0.0205981j -0.00608327+0.0241959j 0.00138114-0.01079j -0.00418364-0.0503044j 
-0.00151929-0.0856721j 0.000156554-0.0292883j 0.00865378+0.0167399j 0.0101022-0.000746882j 0.022654-0.00938057j -0.0104865-0.0147372j 0.0165037+0.0486497j 0.0134529-0.0212251j 0.0115157+0.00657901j -0.0133619-0.0105021j 0.00202122-0.0149648j -0.0129553+0.021945j -0.00448841+0.0243294j -0.024133+0.00845014j -0.00912095-0.0175691j -0.00948625-0.078633j 0.000710691+0.0669301j -0.00418405+0.00814104j -0.00229599-0.0162725j 0.00180062-0.0793504j 0.00101645+0.0475771j -0.0107849+0.0675812j 0.00531796-0.00979268j 0.00230231-0.0612177j -0.0111431+0.0943395j 0.00503503-0.00402929j 0.00148788-0.0407478j -0.00862657-0.018306j 0.015856-0.0433432j 0.00914482+0.00913979j 0.0148347+0.00243916j 0.00493583-0.0111535j 0.00271808+0.0123842j -0.0226402-0.0417209j 0.00160725-0.0276657j 0.00244422-0.0102872j 0.00275114+0.00442936j 0.00192532-0.0588392j 0.0238985+0.0518245j -0.00460572-0.00664236j -0.00151494-0.041878j -0.000601733-0.0737331j -0.0032251+0.0105535j -0.00736599+0.0401924j -0.00545304-0.0105362j 0.00404259+0.0465452j -0.00282326-0.0170189j -0.000862834-0.0113544j 0.000852413-0.0355545j -0.00333205+0.020308j 0.00113118+0.0421618j 0.000695669+0.0180584j 0.000927338-0.0366638j -0.000476397-0.0747412j -0.00504391+0.0028397j 0.0056786-0.0946361j 0.00288859+0.0193471j -0.00235547+0.241088j -0.00123222-0.00403017j -0.000321788+0.0432265j 0.00281253-0.0642983j 0.00212369-0.00797285j -0.00127469-0.0318224j 0.000255422+0.00690512j -0.000509095+0.0191061j 0.000383021+0.00433899j -0.000956275-0.0705672j -0.000525141-0.118121j 0.000933967+0.0822767j 
-0.0029691+0.0217826j -0.00318593-0.0228061j 0.013005-0.000822664j 0.0143348+0.0159631j -0.00220063+0.0032912j 0.0207036+0.00793799j 0.0116038+0.0106923j -0.0230128-0.00185383j 0.0056301+0.00425021j -0.0307413-0.00917899j -0.0120982+0.00072902j -0.0193853+0.0343292j -0.0098705+0.0176381j 0.0110265-0.0275162j 0.00262847+0.00899677j 0.0137073-0.0256304j 0.000410882+0.0374031j -0.00301822+0.0118914j -0.00494891-0.0372146j 0.00116336+0.0389427j 1.54786e-05+0.0472613j 0.00332635+0.0588455j -0.0108907-0.0200439j 0.00289735+0.0354182j 0.00500178+0.0350088j -0.00478786+0.0166258j -0.00219627-0.00268326j 0.00896512-0.0243434j -0.00936611-0.00436492j 0.0129836+0.00297795j 0.00809719-0.0166528j -0.00411882+0.0226112j -0.00613883-0.010876j 0.0114322-0.0339073j 0.0120184-0.0794527j -0.00243347-0.0620081j -0.000725358+0.0221139j 0.00622811-0.0778424j -0.00331931-0.0621128j -0.010529+0.00428613j -0.0069929+0.0361059j -7.87733e-05-0.0813126j -0.000930509-0.00160888j 0.00708337+0.0366651j 0.0190311+0.0300161j -0.00508531-0.00799913j 0.0027708-0.179931j -0.000702416+0.0955436j 0.00511705+0.0838659j -0.00241985-0.0829j 0.000135536-0.0166054j -0.00359702-0.110468j -0.000777397+0.0925709j 0.000396852+0.225737j -0.00501001+0.0528867j 0.0042494-0.163375j 0.00133044+0.116127j 0.00126832-0.036709j -0.00072149-0.241723j -0.00402591+0.0848685j 0.00185351+0.203111j 0.00336645-0.0676305j -0.00646753-0.131206j 0.0065853-0.0731043j 0.000117942+0.00315294j -0.00128035-0.0104821j 0.00175242-0.0494699j 0.00184295+0.277879j -0.00313423+0.0744638j 
0.00905749+0.0856067j 0.00533763+0.0222694j -0.00124282-0.00908123j -0.00484564+0.0237338j 0.0102076+0.0330951j -0.0033644+0.00842247j 0.0111136+0.00869026j 0.0127458-0.00286236j 0.0591443+0.00791112j 0.0217464+0.00593159j -0.017275-0.0233481j 0.00330407+0.00337274j -0.00349804-0.0217782j 0.0182635+0.00142612j -0.00076918+0.0316109j -0.0118301+0.0589154j -0.00789821+0.0508204j 0.00458968+0.0241181j -0.0124701+0.100466j 0.00863554+0.0151644j -0.0122185+0.00205051j -0.00922064-0.033797j 0.0132449+0.0494845j -0.00444375-0.0413633j 0.00522156-0.0333508j 0.00776116+0.0258329j -0.000819829+0.0157709j -0.0181942+0.0285127j 0.0166952-0.00881334j 0.0148685-0.00942738j 0.00585898+0.0195855j 0.00763563-0.0134385j -0.0194204-0.0271756j -0.0267822-0.00321556j 0.00515233+9.44714e-05j -0.0063388+0.00475901j -0.00359372-0.0313714j 0.00982229-0.0077887j 0.0163326+0.0352181j -0.00273592-0.00218999j 0.0199336-0.00490639j 0.00481775+0.0206679j -0.00182136+0.0672615j 0.00677434-0.027018j -0.00689801+0.0256699j 0.000673777+0.0623466j -0.00501536+0.0261877j -0.00186568-0.0396562j -0.000898155+0.0310551j 9.18704e-05+0.0254926j 0.00241689+0.0491901j 0.00299006+0.0406165j 0.0021447-0.0981057j -0.000529627-0.2072j -0.00410888-0.0440551j -0.000531802-0.0303166j -0.000704608-0.0712821j -0.000410548-0.0673185j -8.5023e-05-0.170976j -0.00180111+0.0201991j 0.00432315-0.120987j 0.00264189-0.020439j 0.0018336+0.00491119j -0.00152747+0.02787j -0.000750442-0.0165367j 0.000384473+0.0664717j -0.00137504+0.0393783j 0.000359886+0.00753916j -0.000808697+0.139099j 
-0.0028934-0.113442j 0.00335877+0.0791374j -0.00331962+0.0160307j -0.0141648-0.059571j 0.000687315+0.0185665j -0.00956785+0.00165179j 0.00168948-0.0150766j 0.010691-0.0142702j -0.0271466+0.0169233j 0.00638553+0.0205677j -0.000970929+0.014169j 0.00266493-0.0183131j 0.00156768-0.0156196j 0.00419414-0.0189908j 0.00960996-0.132118j -0.00460672+0.0149947j -0.00505605+0.103246j 0.00466539+0.0508279j -0.00110445+0.0276435j 0.00263936-0.011584j -0.00622189+0.032524j 0.00680683-0.0088873j -0.00629328+0.0327971j -0.00825803+0.0465024j 0.00712153-0.0836557j -0.00390374+0.00133393j -0.00329468-0.0669062j 0.000342523+0.0344004j -0.00484754+0.00375652j -0.00155708-0.0129562j -0.00209896-0.00915221j 0.00615581+0.0684908j -0.00639405+0.0203497j 0.00426084+0.0049371j -0.00829775-0.0529907j 0.00416217-0.0532576j -0.0023721+0.00804095j -0.00753477-0.0761339j -0.0103041+0.0214046j -0.00639997-0.14275j 0.00839232+0.061693j 0.00042611+0.00594609j -0.00615915+0.0847968j -0.00624401-0.00507176j -0.0010825+0.0797385j 0.00069419+0.15045j 0.0015442-0.155279j 0.00010524-0.0530744j -0.000379376+0.0861979j 0.00125562-0.024104j 0.000377589+0.0579226j 0.00129641+0.0603226j 0.000803929-0.0641582j -0.000405002-0.0424044j 1.34456e-05+0.120502j -0.000995823-0.0350044j 0.000494136-0.0149457j -0.000691333+0.0395715j -0.000474163+0.0803949j 0.00104932-0.0900267j -0.00198412-0.00899444j 0.000277526-0.119372j -0.000436284+0.0210574j 0.000154544+0.181644j 3.04599e-05-0.0416819j 0.00099615-0.000755882j 0.0035803+0.0976585j 0.00376624+0.333122j 0.00270869+0.304672j 
0.00297565+0.0206601j -0.00710908-0.0931778j 0.00609234+0.0236888j -0.0135393+0.0456938j 0.0193877-0.0252769j -0.00363031-0.00464615j 0.0233433-0.0139125j -0.00712388+0.0108255j -0.0306265-0.00636855j 0.01625-0.0201944j -0.0122041-0.00864841j -0.0175123+0.00627482j 0.0246242+0.0528945j -0.00130754-0.00259063j 0.00408891+0.0717625j -0.00666732-0.0739967j 0.00451821-0.0643028j -0.00438983-0.00352936j 0.00180253-0.0260733j 0.00815321+0.0273732j -0.00675989-0.0121728j 0.00179411-0.0469164j -0.017817-0.0286373j -0.010611-0.0244624j -0.00356298+0.0275779j -0.00286373-0.00736542j 0.00469105+0.0977464j 0.00928005-0.0340976j 0.00849679+0.00482198j -0.0251857-0.0068994j 0.00791671+0.023873j 0.00231674+0.00245295j 0.0201281+0.0227275j -0.0276102-0.0221088j -0.00988069+0.0141072j -0.00272572-0.000153861j 0.0104346+0.0610353j 0.00107271+0.0337446j 0.00385971-0.0907051j -0.00385989+0.00126871j -0.00593702-0.0248912j 0.00818698-0.13136j -0.00149323-0.0480684j 0.0138032+0.00522957j 0.00206552-0.0908506j -0.00179691-0.0222999j 0.00239876+0.0250206j 0.0011418+0.0200711j 0.00178959+0.0547034j 0.00042254+0.00552116j -0.00139363-0.0579368j -0.00595799-0.0142596j -0.00345851-0.0382614j 0.00205038-0.115121j 0.000881891-0.0461444j 0.000749537+0.025204j 0.00119457-0.163115j -0.00173919+0.153085j 0.00174568-0.0395971j -0.000174615-0.0752282j -0.000913131+0.190366j 0.00466385-0.0704249j -0.00218636+0.0696578j 0.00122616+0.184529j -0.0007111-0.00333627j 0.000379715-0.0208205j 0.0026569-0.0395202j -0.000695464+0.127077j -0.00159732-0.130277j 
0.000273371-0.0624908j -0.00415975-0.0229226j 0.00411796-0.00547008j 0.00642574-0.0131452j -0.0220473-0.0318563j -0.0177452+0.00921683j -0.011589-0.00882472j 0.0465262-0.000235923j 0.0161473-0.00148578j 0.0206278+0.00803479j 0.0372581-0.0202399j -0.00443209+0.0182072j 0.0162547+0.0418648j -0.0221859-0.00871202j -0.00165966-0.0104296j 0.00795919-0.0728074j 0.00621052-0.0186068j -0.00286313-0.0314704j 0.0119407-0.00303761j -0.00902884-0.0683562j -0.00256358-0.0172228j -0.000689612-0.0657126j 0.0111498+0.0432034j -0.00385368-0.023295j 0.00293698-0.019796j 0.0150628+0.00077465j -0.00495534-0.0615658j -0.00926537-0.00305427j 0.0215809-0.00604703j -0.00454147-0.0141582j 0.0107519-0.00371303j 0.00183661+0.016125j 0.0124152-0.0617384j 0.000450507-0.0194233j 0.00143656-0.0474989j -0.0149711-0.0650408j 0.00457148+0.107323j -0.00802989-0.0335732j 0.00571426-0.0429172j 0.00271591+0.000560899j -0.0120578+0.0229907j 0.00111006-0.0551188j -0.0102695-0.0567686j -0.00953446+0.0740358j 0.00447332+0.0183281j 0.00507604-0.165412j 0.00209421-0.0321775j 0.00133242+0.0250785j 0.000348491+0.0935492j -0.00227908-0.0551399j 0.000311692-0.0398231j 0.00246628+0.00396009j 0.000650832+0.0881219j -0.000418521+0.017152j -0.00468686+0.223135j 0.00169215+0.122788j 0.00379877+0.206047j 0.000248912+0.109672j 0.000319237-0.0769586j 0.000462276-0.0784471j 0.00213392-0.154691j -0.00101966-0.0449407j -0.00479694-0.101891j 0.00278136-0.0461973j -0.000782356+0.00257107j 0.000935545-0.017859j 0.00220279-0.0735637j 0.00269568+0.249972j 0.000529597-0.0706774j 
-0.0039598+0.00742243j 0.0040584+0.0787026j 0.000821916+0.0182321j 0.0049846+0.00298572j 0.00614139-0.0169335j 0.00655594-0.00577541j -0.00558649-0.0142929j -0.0180248+0.0137025j -0.00619134-0.0219661j -0.0320057+0.0222204j 0.0039127-0.0266238j 0.0046273-0.00307005j -0.00807412+0.0556848j -0.0101182+0.00309098j -0.00306917-0.0696472j 0.00884225+0.003995j -0.00381739-0.0530639j -0.00148585-0.0297983j 7.96842e-05+0.017825j 0.00180343+0.0378681j 0.0134083+0.0450747j -0.0118648-0.0517781j 0.0173845+0.00646282j 0.0114647+0.0243296j -0.0137125-0.0339608j -0.00195518+0.0210561j -0.00252413+0.0188974j -0.0105985-0.053142j -0.00445793+0.00613576j 0.00365376-0.00273923j 0.003721-4.54385e-05j -0.0142675-0.00718574j 0.0185356+0.0274588j 0.00131561-0.0274063j -0.00422953-0.0297844j 0.000870686-0.0469541j -0.00172945+0.0892565j -0.0174888-0.0376303j -0.00392413-0.0929258j 0.0156561+0.0100947j 0.00430897-0.0541963j -0.00540517-0.0585385j 0.00523181+0.0063855j -0.0109054+0.0106362j -0.000984738-0.0387176j 0.00464621-0.128777j 0.0019652-0.163554j 0.000115349+6.75059e-05j -0.00428877+0.112252j 0.000156545-0.0482586j -0.00112863+0.0859455j -0.00202813+0.0743579j 0.000132143-0.123614j 0.00025373-0.0441992j -0.00412245-0.0213715j 0.0037305-0.0533751j 0.000397777-0.194431j -0.00170121+0.00759619j -0.000909005+0.0551835j -0.00200981-0.00573241j -0.00168502+0.0167764j -0.00300571-0.086275j -0.00351081-0.228892j -0.00137917-0.141817j 0.000299671+0.0159299j -0.000595745-0.0193942j -0.0011624+0.00647624j 0.00023807+0.0832811j -0.00120845-0.128843j 
0.0036997-0.0244647j 0.00289372-0.00355534j -0.00768258-0.0228872j 0.0147564+0.00570105j 0.0245772-0.00610041j 0.0202078-0.00286031j -0.00385117+0.000549423j -0.0615709-0.0174977j 0.0143338+0.0249619j -0.0254642+0.00668822j -0.0160173+0.000312048j -0.015963+0.00980442j 0.00411653-0.0119331j -0.0121002-0.00543295j -0.00505927+0.00691785j 0.00447826-0.00806198j 0.00499491+0.0420849j -0.00543031-0.0329587j -0.0125079+0.0731718j 0.0266915-0.0311035j 0.00527802+0.00188768j -0.0182689+0.0104665j 0.00609257+0.0165104j -0.00427926+0.0470951j -0.00389427-0.0409579j -0.00711168-0.000757149j 0.0107506-0.0663168j -0.00318263-0.0172793j -0.0134936+0.00156507j -0.019022-0.00209878j -0.0167382-0.0156127j -0.00577577+0.0302474j 0.00707578-0.0216874j -0.0215234+0.00938499j -0.00624595-0.014932j 0.00385296-0.000158266j 0.00374459+0.00782216j 0.00459299-0.0150276j 0.0091042+0.0640663j -0.00751187-0.0305611j 0.00298196+0.0415377j -0.00137554+0.0340882j -0.00104394-0.0152935j -0.0053391+0.0114563j -0.000632341+0.0807065j 0.000984038-0.0768845j -0.00228074+0.011534j 5.48057e-06+0.010751j 0.000215403-0.00765268j 0.000738739+0.00955121j -0.000759829-0.00842416j -0.00482988+0.0604534j -0.00186875-0.015076j 0.00146036+0.0774605j 0.00133228+0.077615j 0.00292782+0.161958j 0.00012735+0.00877531j 0.000207328+0.0929215j -0.00013168-0.117668j -0.000482293+0.00287277j -0.0028332-0.248556j 0.0015616+0.156901j 0.000888975+0.0463806j -0.00139778-0.106396j -0.000647115+0.00618448j 0.00021501+0.0602127j 0.000646954-0.0334649j 0.000906337+0.081088j 0.00143146+0.13536j 
-0.000813588+0.0393729j -0.00112595-0.0199405j 0.00486417+0.0235263j -0.0177864+0.0277321j 0.00112299+0.0136544j -0.0135441-0.0146993j 0.0118978+0.000175286j 0.0121641+0.0187393j -0.0349623-0.0155761j 0.00350832+0.00174343j 0.00880524-0.0080288j -0.000554976+0.00425312j 0.000111402-0.000127972j -0.00087914-0.00858356j 0.00556082+0.0417355j -0.0109732+0.0090573j -0.00267882-0.00262019j 0.00538791+0.027836j 0.00759677+0.0171923j -0.00709085+0.0126931j -0.00339271+0.0056594j 0.0108234-0.0551031j -0.0135098-0.00893253j -0.00063496-0.0223327j 0.00687045+0.0409679j -0.00388593-0.0283573j 0.000828935+6.98188e-05j 0.0104065-0.0135637j 0.000673925+0.0071294j -0.0081727+0.00296808j -0.00735076+0.0116324j 0.000626956-0.00860015j -0.00517675-0.0307197j 0.00969057+0.00584274j 0.00181616-0.011417j -0.000905509-0.00665201j -0.00415584+0.0260432j 0.00222924-0.0105547j -0.00318971+0.0814776j -0.00211137+0.102055j 0.00258249-0.0716623j -0.000611896+0.015673j 0.0018162-0.0144379j 0.00623254-0.0319593j -0.000693012+0.0759963j -0.000295511-0.0245253j -0.00194805-0.0208421j -0.00058699+0.0203065j 0.00144599+0.0852601j 0.000583773-0.0835591j 0.000444118+0.122589j 0.00121367+0.0664536j 0.000119139-0.0879487j -0.000741734-0.0193241j -0.00262891+0.00929652j 0.00153282-0.208342j 0.00161299-0.132738j -6.01763e-05+0.0488698j -0.000274065-0.310814j -0.000874003-0.252239j -0.00127604-0.407763j 0.0020602+0.306592j -4.92876e-05-0.0327839j -0.000122143-0.258016j 0.000750649+0.0212853j 0.00045769+0.0823643j -0.00162979-0.0565073j -0.000347178-0.00854375j -0.00206795-0.0239879j 
