0.0140796-0.000965654j -0.0016321+0.0559632j 0.0019115-0.0567424j 0.00578907-0.00931063j -0.00399303+0.00613622j -0.000608103+0.0322519j 0.00891156+0.00788558j -0.000764858+0.0261763j -0.00409274-0.00422025j 0.00438967-0.0088913j 0.000794567+0.00889762j -0.0168103-0.0407917j 0.00554199+0.00324237j 0.0276292+0.0140265j 0.00207427-0.00959532j -0.00487142+0.0136078j 0.00593191+0.0355873j 0.000573983+0.012215j -0.00125479-0.00859358j -0.00104688+0.0199889j 0.00243972+0.0104997j -0.00130968+0.0181099j 0.000508158+0.00669497j 0.00282107+0.0320564j -0.0060107+0.00714445j 0.00112358-0.0206622j -0.00548349-0.0190827j -0.00201882+0.0338281j 0.001243-0.00162851j -0.000345928+0.00408718j -0.00259519+0.00638365j 0.00202642+0.0164043j -0.00165115+0.0195012j 0.000604781+0.0161924j -0.00700644-0.000193198j -0.0043808-0.00218538j -0.00307979-0.0613903j -0.00164162+0.00269241j 0.00817921+0.0425127j -0.0149337-0.00619314j 0.00137421-0.0146747j -0.0175507+0.0515225j -0.019706+0.0705983j -0.0539233-0.028835j -0.0055-0.0164875j 0.00388612+0.0981419j 0.017008+6.77804e-05j -0.000319019-0.0219701j -0.00202077-0.0569097j 0.00338492+0.0295059j -0.0024154-0.00540551j 0.00226546+0.0134752j -0.000133897-0.0145852j 0.000702682-0.0467189j 0.0152291-0.00327084j -0.00516051+0.024045j -0.00159045-0.00916927j 0.00283411+0.00297429j -0.000415279+0.0272994j 0.00159398+0.0359053j 0.00330483-0.00985403j -0.00758333-0.0251774j -0.000849771+0.0447574j -0.0137188-0.0922486j -0.000347823+0.0265262j 0.00141032-0.029335j 0.0103862-0.230514j 0.0110804+0.342208j 0.019912-0.270401j 
-0.00319551-0.136775j 0.0033875-0.0783828j 0.0248444+0.0047207j 0.00169506-0.0736078j -0.00235281+0.0262852j 0.00904027-0.0162982j 0.00133576-0.0486129j 0.018847-0.0123878j 0.00310135+0.044543j -0.00649398-0.00895769j -0.0145559+0.000674731j 0.00909086-0.0380131j 0.00631106-0.0210913j 0.00725927+0.0119434j 0.00529056-0.0144021j 0.00856957+0.0414429j 0.00224194-0.039252j 0.00428828+0.0202434j -0.0138828+0.0389347j -0.0128801-0.00188716j -0.0118723+0.0149615j -0.0105876+0.0228073j -0.00515057-0.0176197j 0.013047+0.00127897j 0.00442357+0.00873764j 0.0130199+0.00419796j -0.0147873+0.0347965j 0.00221073+0.0183694j 0.0026494-0.00275358j 0.00010198-0.00202549j 0.0124469+0.00723975j 0.014552+0.00900452j 0.0136468+0.00284917j -0.0129628-0.0032776j -0.0487287+0.0209064j 0.0810533+0.0136937j 0.0067091+0.0164959j -0.0245391+0.0114483j -0.0284037+0.0119265j -0.00356188-0.0179434j 0.00875388+0.0369384j 0.00992919+0.0554501j -0.00356382+0.0315864j 0.00860683-0.0613046j -0.0154142-0.0109858j 0.00389662-0.0120777j -0.0103365+0.00115112j -0.000480569-0.0500948j 0.00108598-0.0138563j 0.00133897+0.0144848j 0.002481-0.00935212j -0.00700923+0.00412177j -0.00568584-0.000915517j -0.00227628+0.0240543j -0.00744001+0.0188545j 0.00614537-0.0183752j 0.0090407-0.00603953j -0.0045925-0.00968778j -0.00302256-0.0238813j -0.000958195-0.0450819j -0.00394894+0.0161873j 0.00353309+0.0346652j 0.000401907+0.00621135j -0.00401166-0.018534j 0.000304202-0.020579j 0.00186279+0.0239336j -0.00331283-0.0826933j -0.00366228-0.0575143j -0.00499615+0.047973j 
0.00119698-0.0335769j 0.0117599-0.00595338j 0.0216631+0.0253536j -0.011297+0.0659938j 0.0114346-0.0284093j 0.008624-0.011215j 0.000447594+0.0155693j 0.000996369-0.0175668j 0.00732597-0.00416453j -0.0105954-0.00101126j -0.0177938-0.0145233j 0.00540486+0.0333464j -0.0128353+0.0461075j 0.00913114-0.00854186j 0.0114454+0.00342024j -0.0114089-0.110303j -0.00995812+0.0315703j 0.0144572+0.0351383j -0.00170111-0.0180354j -0.0109241+0.00528465j -0.0113075-2.25575e-05j -0.00101442-0.0189789j 0.0150025+0.0147725j -0.0175415-0.00784257j 0.00504433-0.000382531j 0.00729939+0.00799537j -0.00252057-0.022422j 0.00918922-0.0278841j -0.0125639+0.000261912j -0.0114289-0.000230439j 0.0151058-0.00729036j 0.0574568+0.00436826j 0.0130054-0.00544639j 0.0147685-0.010925j 0.012161-0.0147386j 0.038852-0.0162027j -0.0143647-0.00973871j -0.0353735-0.0383432j -0.00884634-0.026375j 0.0162148-0.000968387j -0.00075376-0.0109512j 0.0156729-0.0303546j -0.0056354-0.0178616j -0.00180352+0.0367365j -0.0149135+0.0259832j -0.0105429+0.00817237j -0.0121279+0.00557694j 0.00711017-0.0208156j -0.00527311+0.0556859j -0.000766618-0.0202167j -0.00154504+0.0249761j -0.00591787+0.0281445j -0.00584368-0.0414367j -0.00111893+0.000292779j 0.0116875+0.0123732j -0.000951302-0.0132296j 0.00131527+0.0591791j 0.000682282+0.0207271j -0.0014634-0.0495693j 0.00193742+0.00907063j -0.00285828+0.00760561j -0.00836879-0.00276293j 0.0120034+0.0518178j 0.000145935-0.00865571j -0.000263401+0.037062j 0.00251702-0.121106j -0.00376454+0.0437414j -0.00584782+0.0554428j 0.0021699+0.00921455j 
0.00154403-0.0413548j 0.0121006+0.00196506j 0.0321357+0.0158538j -0.0155682+0.0349013j -0.0208889-0.0199461j 0.0111244-0.0085975j -0.0163383+0.000329178j 0.00605194-0.0112525j -0.00402451+0.00395424j -0.00946154-0.00186498j 0.0107521-0.0113721j -0.00173247+0.0096587j 0.00876524+0.0358156j -0.0183028-0.00433363j 0.0168912-0.012763j 0.00692908-0.065589j 0.0068604-0.0127796j 0.0107256+0.0193118j 0.00984469+0.0136498j -0.00123944+0.000659537j -0.00419372+0.0109631j -0.0260152-0.00469351j -0.0269112+0.00624855j 0.0315954-0.00648603j 0.0365722-0.00595051j -0.00360375+0.012084j -0.0162955-0.000841387j 0.0138495-0.00539232j 0.034865-0.0054837j 0.0315557-0.00509621j -0.0574485+0.00677047j -0.0573753-0.00320407j -0.0353831-0.0104743j -0.039383-0.0055161j -0.0189856-0.0172499j -0.0399752+0.00107898j -0.014389-0.00138937j 0.0548447-0.00103959j -0.00210469-0.00297813j -0.00872589-0.000526251j 0.0417969+0.00295367j -0.0187891-0.0176135j 0.0222541+0.00316407j 0.00802936+0.00948876j -0.00532236+0.0236653j -0.00109701-0.0112344j 0.00247517-0.00998658j -0.0114848-0.10186j 0.000794516+0.0229563j 0.0068207+0.0133849j -0.000684291-0.0256438j -0.00211058-0.02304j -0.002557+0.0367482j 0.00821447-0.00193289j 0.000597782+0.0128475j -0.00498099+0.00277266j -0.00440233-0.0121593j 0.000351903+0.0245132j 0.00207422+0.0451876j -0.00293512-0.0162542j 0.00147889+0.0497909j 0.00294166-0.0246607j 0.00288474+0.00691279j -0.00690376+0.00658116j 0.000155839+0.0525959j -0.00285268+0.268009j -0.00191441-0.0362222j -0.00264848+0.0142173j -0.000233413+0.00676973j 
0.00697174-0.0211992j 0.00782229+0.0502941j 0.0159+0.0125839j -0.0160142+0.0178121j 0.00242675-0.0113374j -0.000444153-0.0127836j -0.00583922-0.000548729j 0.000776437-0.0128162j 0.00286089-0.00570679j -0.00346394+0.00938029j -0.010786-0.00656481j -0.00988068-0.000865462j 0.00729117+0.0190446j 0.00263229+0.0023555j 0.00763685-0.0422404j -0.0119218-0.0144837j -0.00844512-0.0147065j 0.00566304-0.0023122j 0.0183007+0.0227221j -0.0110702-0.0252855j -0.00270909+0.00638598j 0.000225158-0.000147726j 0.00919907-0.00411869j -0.0148598-0.00338042j 0.00209565-0.00272109j 0.0038196+0.00274019j 0.00796678-0.00446377j 0.00274485-0.000970949j 0.0103571-0.00481806j -0.00311807+0.000320177j -0.011095-0.00486485j 0.0159233-0.00328814j 0.00471903+0.00172206j 0.00633855-0.0146542j 0.0207485-0.00778263j -0.0144822-0.00151183j -0.0121108+0.00452397j -0.00672787-0.00436795j 0.00647111-0.00275695j 0.0123891+0.00222411j 0.00556191-0.0222921j 0.000975419-0.00812065j -0.0064012-0.00105794j 0.00351137+0.00198361j -0.000273551+0.0079635j 0.00311704-0.0044515j -0.00414841-0.0271656j 0.00265743-0.0277872j -0.000289248-0.0300319j -0.00496827+0.0119085j 0.00170412+0.0284191j 0.0164436+0.0230854j 0.0124674-0.026844j -0.00350447-0.0327979j -0.0034807+0.0201726j -0.00100949+0.00849247j -0.000643205-0.0145371j 0.00206518+0.0129472j -0.000594045-0.00212955j 0.000350667-0.0352907j 0.00449211+0.0126192j -0.00153704-0.0119392j 0.00157177+0.0168222j 0.00158646-0.00668536j -0.000261653+0.0419666j 0.000332177-0.0763917j -0.00126685-0.0108555j 0.000854288+0.00674715j -0.00118739+0.0303588j 
0.000133174-0.00802027j 0.000440262+0.0136794j 0.00198329-0.0134118j -0.000884831-0.0138533j 0.00200162+0.0103417j -0.00316475+0.0115936j 0.00753496-0.00584522j -9.36212e-05+0.00144192j 0.00140904+0.00677509j -0.00549644+0.00301062j -0.00658952+0.00803409j -0.00283103-0.0111989j 0.00152632-0.0031586j 1.97014e-05+0.00739186j -0.00272698-0.00962461j -0.000616595+0.0263931j 0.00196537-0.00487754j -0.00335058-0.00526763j 0.000565927+0.0102779j -0.00179364-0.00899768j -0.000981306-0.00752742j 0.00140795+0.0233313j -0.00359526+0.00217129j 0.00137399-0.00276272j -0.00484797+0.0046569j 0.00524837+0.00736223j 0.00658833+0.00988981j -0.00187332+0.0109871j -0.00746889-0.00484536j -0.00945106-1.22969e-05j -0.00264194+0.00451313j 0.00207207-0.00778927j 0.00402953+0.00467964j 0.00389137-0.00954803j -0.00882793+0.00666106j 0.0122192+0.00365111j 0.00416056+0.00570159j -0.0051752+0.00466516j -0.0041644+0.00110762j -0.00043959+0.00790949j -0.00436082+0.00328168j 0.000613826+0.00129608j -0.0026983+0.00927724j 0.00130965-0.0211249j -0.000904851-0.0139516j 0.00724954-0.0087573j -0.00105018-0.0122889j -0.000970669+0.00166838j -0.000451062-0.0182723j -0.00705936+0.0135629j 0.0058217-0.0043529j 0.0348217+0.0157117j 0.0288627-0.0193244j -0.00671819+0.0257496j -0.00944443-0.0126898j -0.00303775-0.0119933j -0.000535658-0.00393898j 6.52576e-06+0.00410522j -0.0057808-0.0179992j 0.00237369+0.0416108j 0.00585304+0.0316681j 0.00251206+0.0061759j -0.00239966-0.00421036j 0.000559289+0.0151487j 0.000243812+0.139044j 0.000279224-0.0159308j -0.000157106-0.0266918j 0.00121809-0.0214081j -0.00156957+0.020192j 
0.0134558-0.0358845j 0.00213866+0.10072j 0.0102846-0.0178399j -0.017274+0.00120898j -0.0012543-0.00606581j 0.00269527-0.00691942j -0.0106513-0.0039828j -0.018922+0.0112988j -0.00344303-0.0096341j -0.0029491+0.00470981j -0.019116-0.00995757j -0.0161763-0.0336866j 0.0251952+0.0206598j 0.00913219+0.00966901j -0.00242316-0.0563378j -0.0237112+0.0163933j -0.0181105-0.035953j 0.00462624+0.00420813j 0.0164945+0.0145794j -0.0213601-0.0268476j -0.00508767+0.0186664j 0.00536423+0.00561969j 0.0105192-0.00443513j -0.0153088+0.00809336j -0.0108415+0.00191479j 0.00999016+0.0128944j 0.025171+0.0220075j -0.0205586-0.00432129j 0.00841914-0.000571239j 0.00246558+9.40667e-05j -0.0197753-0.00957765j 0.0232253+0.000521288j -0.0194011-0.0014296j 0.00503224-0.0137645j 0.0292052+0.00217289j -0.0300581+0.00615686j -0.0156197-0.00216111j -0.00141995+0.0249645j 0.0189911-0.0110913j 0.0229997+0.0184756j 0.0189301-0.0284215j 0.0072006+0.00589198j -0.00879662+0.00801543j 0.0131342-0.0187054j -0.00722853-0.017209j 0.00962936-0.0490656j -0.0106072+0.00941547j 0.00282004+0.0333944j 0.00173399-0.0630557j -0.00408956+0.0370239j 0.00181628+0.0173641j 0.00619144+0.0313678j 0.00374398-0.0361747j -0.00279675-0.0334644j -0.00658181+0.019515j 0.00326178-0.00477241j 0.00122518+0.0231193j 0.00299062+0.0182557j 0.00221912-0.000649123j -0.00182778+0.013042j 0.00495554+0.00903247j 0.000907102-0.00332123j 0.00205841-0.00344827j -0.00194495-0.0139759j 0.000389162-0.0736776j -0.000578934-0.18113j -0.0041246-0.112858j 0.000433822-0.0284911j -0.00382047+0.0870184j 
-0.0063298+0.0144659j -0.00293455-0.0491345j 0.00948947+0.0105326j 0.00811554+0.0358242j 0.00102242-0.00120374j 0.00661807-0.00923559j 0.00595714-0.000475956j 0.00503217+0.00101403j -0.00611706-0.00676365j -0.00791067-0.00223843j 0.00302432+0.00391613j 0.00196996+0.0255412j -0.0032499+0.00500517j -0.00553731+0.00748269j 0.00202405+0.0466169j 0.00378773-0.0309602j 0.00822129+0.00534672j 0.00334696+0.0235931j -0.0150534-0.0191435j 0.0032073+0.0350078j -0.00776406+0.0288963j -0.0125557-0.0201283j -0.004649-0.0146407j 0.0164337+0.014407j 0.016259+0.00206869j 0.00963989-0.0063923j -0.00438586+0.0122709j -0.00334617-0.0257801j -0.00470684+0.0106441j -0.00471663+0.00025272j -0.00405577-0.00460218j -0.00149191+0.0102576j -0.0109285+0.00214501j -0.0121108+0.019517j -0.00966607-0.000897949j 0.0062649+0.000352866j 0.00104906-0.0267848j 0.00415516-0.0135879j -0.00269596-0.0146536j -0.00110424-0.013943j 0.0115961-0.00133482j 0.00166429-0.00172139j 0.00893712-0.00926046j -0.00260165+0.025391j -0.00726883+0.00637262j -0.00422105+0.0300276j -0.00402193+0.0254371j -0.00453866-0.0116991j -0.00428412+0.0292484j -0.00278319-0.0167751j 0.00420676+0.0152409j 0.0247833-0.0108553j 0.0204995+0.00639111j -0.00116863+0.0110699j -0.000707815-0.0295217j -0.00645442+0.0132594j -0.00260108-0.0183859j -1.94868e-05+0.0101905j -0.00544592-0.0143512j 0.00203961-0.000961438j 0.00446708+0.00973219j -0.00107527+0.00262576j 0.0046748-0.00801803j -0.0017101-0.0228857j -8.8227e-05-0.396813j -6.85162e-05+0.00756809j -0.000439357+0.0390475j -0.00374888+0.01685j 0.00185617-0.0575439j 
-0.00682096+0.0375371j -0.00693303-0.0110793j 0.00757999-0.00371479j 0.00860723+0.0188579j -0.0208005+0.00831891j 0.00700662+0.0069832j -0.00320217+0.00909715j 0.00646128+0.00170621j -0.0151393-0.0086408j -0.003928-0.000468045j 0.00344254-0.00379176j 0.000992841+0.0125104j 0.0140765-0.00725749j -0.00573235-0.00427034j -0.0104534+0.0362059j 0.00209823+0.00799867j 0.00663857+0.0175555j -0.00492706+0.0184329j -0.0308031-0.00147688j -0.000885212-0.00451852j -0.0103723-0.0174407j -0.00712891+8.50869e-05j -0.0216387+0.0128378j 0.0351234-0.00840173j -0.00258044+0.00100308j 0.0170334+0.00353122j 0.0121823-0.0143391j -0.0345925+0.00203504j -0.0119497-0.00289358j -0.00365668-0.00240327j -0.0071145+0.00238302j -0.012429-0.00930472j -0.0457952-0.0137087j -0.0343805-0.00590454j -0.0274616-0.00119803j -0.00246926+0.00551046j 0.00664413+0.00223503j 0.021965-0.0149778j 0.00793145+0.011778j 0.00129598+0.00276533j 0.0267089-0.00258342j 0.00703358-0.00220639j 0.00789973-0.0102419j 0.00630059+0.0144458j -0.0159768+0.00417119j 0.00406408+0.0160592j -0.00653192+0.000897388j -0.00780198+0.0471755j -0.000729304+0.0151179j 0.0046874-0.0292763j 0.00203023+0.0177059j -0.00637109+0.0333656j -0.00417807-0.0559811j 0.0045134-0.0117176j 0.000392072-0.0276004j -0.000411905+0.00735291j 7.81409e-05+0.039703j -0.00211967-0.014257j 0.00042307-0.0686081j -7.51319e-05+0.0183426j 0.000741496-0.0505822j 0.00487101+0.00357672j 0.00416322+0.0356854j -0.00905672-0.00862513j 0.000798208+0.240673j -0.00199622-0.576973j -0.00324732+0.152707j -0.00209981+0.00853011j -0.000477152-0.0347565j 
0.000484526-0.00429436j 0.00200585-0.00614138j 0.00091572+0.000499035j -0.00505234-0.00365513j -0.00450648+0.00408839j -0.000182029-0.00634538j -0.00212992-0.00166567j -0.000568504+0.00386238j -0.000194579-0.000543704j 0.00129163-0.00485978j -0.000712746+0.00296837j 1.75611e-06-9.54921e-05j 0.00347738-0.00406209j -0.00152935+0.00658304j -0.00132064-0.0066344j 0.000496477+0.00580056j -0.000836822-0.00276547j -0.00215494-0.0023104j 0.00108369+0.0218274j -0.00185314+0.00405039j -0.000294655+0.0142881j 0.00128266-0.00673688j -0.0063113-0.0218675j 0.00462041+0.00935965j -0.00389097-0.00242343j 0.000732744+0.000799821j 0.00374119+0.0161634j -0.00213042-0.0194887j -0.00297647-0.00110196j 0.00420491+0.00563442j -0.00596109-0.00750245j -0.00603018+0.0214835j -0.00736238+0.00386871j -0.00295289+0.00435783j -0.00511512+0.0122439j -0.00389448+0.00386093j -0.000416651-0.00976428j 0.00659787+0.00802229j 0.000668096-0.0244571j -0.000508788-0.015961j 0.00223338-0.00627725j -0.0014887+0.00478509j -0.00103878+0.011196j 0.0030756-0.00611465j 0.000165993-0.00321415j 0.00319493-0.00524864j 0.000584135+0.0116j -0.00112477+0.0173739j 0.00165034-0.0225807j 0.00119492+0.0096542j -0.000132459-0.00392277j -0.0043579+0.016079j -0.00317924-0.0181669j 0.000979915-0.0175715j -0.000980724+0.0089044j 0.00116035-0.0049827j 2.28793e-05+0.026058j -0.000399022+0.0106271j 0.00129359-0.0142126j -0.000621869+0.00019608j -0.000238671-0.0222551j 0.00210712+0.0169726j -0.00118103-0.022754j -0.00117667-0.0500063j 0.000246137-0.792825j -0.000575921-0.214681j -0.000603004-0.0708582j 0.0012539-0.0202516j -0.00123686+0.00384706j 
0.00410551-0.0143105j 0.0144707-0.0293313j -0.000785779+0.0184941j -0.0199482-0.0199736j 0.015835-0.00376212j -0.00729425+0.0017062j 0.00158447-0.00758931j 0.000422519-0.0115611j 0.0126372+0.0154901j 0.00615617-0.00115032j 0.00960618+0.00126496j 0.00238683+0.0151028j -0.0176716-0.00760097j -0.00409241-0.00830148j 0.0145119-0.0314219j 0.015061-0.0190607j -0.000199369+0.0106562j -0.000766157+0.00174521j 0.0128916+0.0283444j 0.015279-0.0293975j 0.012552+0.00187267j 0.00921196-0.0167231j -0.00603091-0.00357326j 0.00093875+0.00870352j 0.0071438-0.00464087j -0.0263034-0.0052268j -0.0208191+0.000833879j 0.0321729-0.0043923j 0.0117412+0.00277487j 0.00937222+3.47382e-05j 0.0102794-0.0056172j -0.0381438+0.00436755j 0.0256748+0.0139112j 0.00947111-0.000182175j -0.002252-0.00939862j 0.00582499-0.00412151j -0.00400671-0.000390921j 0.00516111-0.030323j -0.010843+0.0149492j -0.0189052-0.0360923j -0.0163967-0.000332545j -0.0228267+0.0107756j 0.000968256-0.0109188j -0.00769353+0.00859247j 0.0189864+0.0324912j -0.00452169+0.00443035j 0.0129909-0.00148624j -0.00136833+0.0418383j 0.00167971-0.0222003j -0.00132531+0.00383678j -0.00190396+0.0203747j 0.00778034+0.0272281j 0.00847253-0.0438123j 6.1676e-05+0.00096412j 4.61422e-05-0.0337592j -0.00315626+0.00887152j -0.00323617+0.0163987j -0.00112332-0.00435428j -0.000867646-0.061061j -0.000597946-0.000554319j 0.000179808-0.0239156j 0.00142582+0.00779325j -0.00555232+0.0766017j 0.00508194-0.0195082j -0.000938415+0.0611818j -0.000229039-0.449683j 0.00462215+0.131229j 0.00469877+0.0274394j 0.00130835-0.0295256j 
-0.00119109+0.0642027j -0.00490244-0.0504754j 0.00120795+0.0679583j 0.00540364-0.00642353j -0.00288914-0.00393836j 0.000649501+0.010365j 0.0026065+0.00813989j 0.00174487-0.016545j -0.0115108-0.00316398j -0.00197984+0.00370713j -0.0096664+0.00372636j -0.00377076+0.0660001j 0.0162807-0.0275471j 0.0026734-0.0309832j -0.00410346-0.0781524j -0.00719233-0.0129092j -0.00207422+0.0272366j -0.00258659+0.0512889j -0.00531907-0.000804458j -0.0101141-0.0265667j -0.00274719+0.0137231j -0.00358602+0.00505036j 0.00244146-0.00731811j 0.00228137-0.00358753j -0.00768822-0.017484j 0.0131022+0.00343297j 0.0137702-0.0153069j -0.0204292-0.0172225j -0.00401479+0.0035404j -0.00503806+0.000243057j -0.00360798-0.0175905j 0.00874552-0.00140409j -0.00727875-0.00144204j -0.00107412+0.00209231j 0.00121977-0.0198885j -0.000679011-0.00946554j 0.0049697-0.0174176j -0.00760764-0.0615949j 0.00746713+0.0430349j 0.00951031-0.111586j 0.0111+0.0137684j 0.00700516+2.07192e-06j -0.000978685-0.000615926j -0.00164047+0.0521969j -0.00927458+0.099878j 0.00583575+0.0481731j -0.005693-0.0268123j -0.000418896-0.0181549j -0.00217986+0.0299313j -0.00276-0.018804j 0.00354397+0.0167434j 0.0139816-0.033682j 0.0108907+0.0114096j -0.00301458-0.00272304j -0.00630238-0.109496j 0.000501144+0.0356631j 0.00138571-0.00623069j 9.50757e-05-0.0132471j -0.00215687+0.0218768j 0.000119809+0.00490273j 0.00305796+0.00485239j 0.00152561-0.0434964j 0.00158452+0.0715522j -0.000852575-0.0684878j 0.00011083+7.14738e-05j 0.000292468+0.194818j -0.000236376+0.239456j 0.00117924+0.0554842j -0.000553956-0.173377j 
0.00205678+0.0155763j -0.000762408-0.0207342j -0.0050904+0.0141219j 0.00305637+0.00237191j 0.00606365+0.0107592j -0.00313112-0.01364j -0.00155077+0.00817599j 0.00182189+0.00455168j -0.00519111-0.0093078j 0.00240846-0.0053293j 0.0037713+0.00170605j 5.17748e-06+0.0123489j 0.00105183-0.0139374j 0.00347747-0.00188615j 0.00147847+0.0136847j -0.000820069+0.00667127j -0.0018757+0.00833552j -0.000240751+0.00816479j -0.00110176-0.0280507j 0.00311414-0.00577255j 0.0039752+0.0278544j -0.00333415-0.0225233j 0.00435286-0.0103821j -0.00227042-0.00223457j -0.00306778+0.0024859j -0.00315621-0.0065844j -0.00119528+0.0162524j -0.00217717-0.0201569j -0.00399979+0.0136556j 0.00707255+0.00449411j 0.00155176-0.00693227j -0.00564361+0.0143406j 0.00428948-2.29229e-05j 0.0046717+0.00668592j 0.00635329-0.00537333j -0.00585294-0.00408551j 0.00151252-0.0269058j -0.00332913-0.00521775j 0.00259603-0.00470019j 0.00084596-0.0265106j 0.000953517-0.0182882j -0.0011281+0.0047589j 0.00171783+0.00328079j -0.00464213+0.0109779j 0.00100003+0.0174014j -0.00331478+0.0184905j 0.00249752-0.000231901j 0.00138908+0.0115824j 0.00012277+0.00522876j 0.00537623+0.0115704j -0.00429284-0.0228034j -0.0262689+7.33411e-05j -0.0210333+0.00293326j 0.00456319-0.0157992j 0.00598122-0.0226191j 0.00343278-0.00319195j 0.00100724+0.00668616j -5.75387e-05-0.010093j 0.00441025+0.00801418j -0.0013783-0.000293843j -0.00508185-0.00765814j -0.00178861+0.0043099j 3.66354e-05+0.00141901j -0.000867249-0.0238906j 0.000173797-0.250374j 1.96076e-05+0.000650941j 0.00108153+0.0212756j 7.05591e-05+0.0160049j 0.00202034-0.0326766j 
0.0114064-0.0172036j 0.0114828-0.00355005j 0.0016492+0.011671j -0.00398415-0.0131217j 0.00560323+0.00235448j -0.00139324-0.00031788j 0.000319672+0.00480589j -0.00541284-0.0110703j 0.0167142+0.00239345j 0.00238691+0.000644714j -0.00235783+0.00256937j 0.000619029-0.00424215j -0.00149364-0.000355327j 0.0011275+0.0038407j 0.00747501-0.0257237j -0.00576075+0.00951993j 0.0015755-0.000625387j 0.00155398+0.00446133j 0.0213416+0.0120086j -0.00363826+0.0016656j 0.00775333-0.00208814j -0.00669246+0.00351538j 0.00437072-0.0124796j -0.0152732-0.0213167j -0.00169619+0.0347939j -0.00593893+0.0024989j -0.0125001+0.0224041j 0.0174888+0.00248325j 0.0171834-0.00406755j 0.0141151-0.00369484j -0.00982335+0.0144618j -0.00911173+0.00192987j 0.0270564-0.0124409j 0.0113917+0.0016133j 0.00118551+0.00592321j -0.0053333+0.00297833j 0.00262392+0.0143047j -0.00320937+0.0197356j -0.00639225-0.0177467j -0.000576293+0.0165528j -0.0125688-0.00245339j -0.00425002-0.000283925j 0.0059369+0.000953165j -0.00195076-0.0329501j 0.000292535-0.0284113j 0.00010725-0.036243j 0.00560697+0.00923916j 0.00281714+0.00660783j 0.00097031-0.014245j 0.000921688-0.0298771j -0.0035283-0.00371947j -0.00934337+0.0184644j -0.00661893-0.0302442j 0.0012483-0.00393183j 0.000126989+0.0322601j 0.00191225-0.0267813j -4.03808e-05+0.00516863j 0.000604195+0.0123546j 0.00332334-0.0154399j -8.56645e-05+0.0223513j -0.00206358-0.0193845j -0.000880352+0.0154181j -0.00413161-0.0111314j -7.82191e-05+0.0137776j -0.000186802+0.035764j 0.000566768-0.157398j 0.00191535-0.0738771j -0.00140843-0.0150184j 0.00117769+0.0805174j 
0.00593939-0.00902323j 0.00659848+0.0142914j 0.00465215-0.00599571j 0.00759319+0.030373j 0.00494874-0.00376711j 0.00333319-0.0184857j 0.00181524+0.00279646j -0.0047106+0.00105198j 0.00255999+0.000410372j -0.00705692+0.0110714j -0.00299049-8.15654e-05j 0.00200413-0.0177057j 1.30867e-05+0.00804717j -0.00291515+0.0187866j 0.00561914+0.0418291j -0.0111988+0.0120016j 0.00829557-0.00129483j 0.00334628-0.0154612j 0.0146035-0.0016j -0.00713973+0.0395211j 0.000318172-0.00837739j -0.0140491+0.00727739j 0.00760741-0.0181884j -0.0121788-0.0237816j 0.0107202+0.0442825j 0.00771809-0.00695213j -0.0100907+0.0375062j 0.00984866+0.0220749j 0.017349-0.00774445j 0.00321758+0.000379529j -0.0157782+0.0266309j 0.00569247+0.0124469j 0.0180107-0.00494849j 0.00817643-0.0165343j 0.00293987+0.0147283j -0.00922009+0.00689027j 0.00499056+0.0167467j -0.00339281+0.0589903j -0.0055781-0.0457639j 0.00646656+0.0774687j -0.00654768-0.0142974j 0.00326429-0.00927689j 0.0101881-0.0018375j -0.00340682-0.0528418j -0.00923068-0.0884594j -0.000924564-0.0349555j 0.000454261+0.0137721j 0.00146105+0.00602206j -0.00273705-0.0296996j -0.00336374+0.0140782j 4.8903e-05+0.0156496j 0.0158724+0.0218613j 0.0130461-0.0318158j -0.00108057-0.00872873j 0.00260144+0.118773j -0.0053931-0.0550265j -0.00343115-0.0363535j 0.00217235+0.0124829j -0.000844328-0.0122481j 0.00499221+0.00289931j 0.00234757+0.00912861j -0.0049792+0.0419166j 0.00170514-0.0681219j -0.00284968+0.0868802j -9.616e-05+0.0161431j 0.000848435-0.124215j 0.000386022-0.226695j -0.00603611-0.0290031j 0.00426009+0.190062j 
