-0.053947-0.0724518j -0.0166071+0.0296594j 0.0269379-0.0526597j 0.0257285-0.0454368j 0.0254712+0.0456013j 0.0266626+0.0395396j 0.0161622-0.093058j -0.147119+0.00231274j 0.048813+0.100856j -0.0132126-0.00312907j 0.0198733-0.0154538j -0.0137124-0.00885122j 0.0473075-0.0601609j 0.00730513+0.017206j -0.0083305+0.0251881j 0.0554805+0.0572471j 0.00226979+0.0679708j 0.0582078+0.0293357j -0.0337584-0.0342423j -0.0191679+0.050916j 0.00576196-0.0993829j 0.0206859-0.07908j -0.0309091-0.0102178j -0.0309047-0.0443114j 0.0264984-0.0140396j 0.0324107-0.0540827j 0.0130987-0.0183951j -0.0206249+0.000926754j 0.0129485+0.00812727j 0.00368305-0.0363137j -0.0169414-0.0677656j 0.0233653-0.00807103j 0.0978541+0.123988j 0.0577196+0.0679779j 0.0325885+0.0229215j -0.150416-0.114872j -0.0701794+0.000196909j -0.0126406+0.0194945j -0.175346-0.0794851j -0.101402+0.133269j -0.0500869+0.149882j -0.0196014-0.0620575j -0.0519051-0.111129j 0.0350102-0.0616385j -0.0801593+0.120992j 0.108625-0.0106365j 0.0127113+0.0238533j 0.0414763-0.0745586j 0.0327967-0.0826607j 0.02752+0.039662j 0.0584045+0.0182861j -0.0745116-0.0343846j -0.0301926-0.0133433j -0.0309568+0.0405653j -0.0103042+0.0431688j 0.00946377-0.0403806j 0.0883527+0.0797023j -0.0231145-0.0429145j -0.0101581+0.176712j -0.181891-0.0166791j -0.0307791-0.204569j -0.0240802+0.0357476j 0.0472123+4.21383e-07j -0.110315+0.000860862j 0.0309231-0.0270552j -0.0270478+0.0206444j -0.0177156+0.0194168j 0.0427238-0.144004j -0.0853416-0.077046j 0.0129168+0.179033j 
0.0505548+0.0816101j 0.00546158+0.0394333j -0.163708+0.0445829j 0.0531342+0.0875751j -0.119713+0.0182866j 0.0428877-0.0460334j -0.037381+0.0118413j -0.00414485-0.15623j 0.0141646+0.0376973j -0.0754865+0.0599861j -0.0138022-0.0367603j 0.0886207+0.0180975j -0.0421443-0.1663j 0.0285364+0.100792j -0.0406543+0.0911454j -0.0781766+0.0596296j 0.0381952-0.039619j -0.156027-0.042788j 0.0817421-0.0325583j 0.0510077+0.044696j -0.0604813-0.0455864j 0.0553785+0.00218637j 0.0719574-0.228247j -0.0573801-0.0399759j 0.00991178-0.0831112j -0.0820261+0.0736648j -0.110858+0.0308556j 0.02272+0.0497998j 0.104464+0.0636135j 0.0283134+0.0350781j 0.0486405+0.101205j -0.0705034-0.0105805j 0.0123738-0.0676549j 0.0607419+0.0134694j 0.0702666-0.0773388j 0.0579923+0.102114j -0.0857506-0.0753987j 0.000593031+0.107991j -0.0335697+0.0497251j 0.0764846+0.0859176j -0.0436046-0.023565j -0.0584838-0.0496145j -0.128503-0.092436j 0.0356595-0.0785083j 0.00861321+0.0323216j -0.124522+0.0565982j 0.0269971+0.0460637j -0.00234696-0.0817469j -0.0246006-0.106175j 0.0982416+0.0151956j -0.0614143-0.06101j 0.00457756+0.00456251j 0.00303703-0.114205j 0.0307585+0.00115427j 0.0637076-0.0334585j -0.0802995+0.0892168j -0.0892094+0.0446299j -0.0529662+0.0254411j 0.0285695+0.0179262j -0.0299162+0.00516882j 0.100402-0.110209j -0.0549685+0.000949522j 0.0242686+0.13102j -0.0725665-0.0268541j -0.0197601+0.022599j 0.0806778-0.000656378j 0.0211611-0.00635168j -0.0702352-0.0269012j -0.129474+0.0397494j -0.0618723-0.150121j 
0.0774118+0.156469j -0.0932305-0.0459266j -0.125127-0.0746995j -0.00211899+0.102871j 0.0709141+0.0300148j -0.163868-0.00524989j -0.0269724+0.0730589j -0.190586-0.0769748j 0.0364279-0.0079333j 0.00954509-0.0304695j -0.08509+0.0628254j 0.128135+0.0950461j -0.0450673-0.0557681j 0.0563676+0.158088j 0.0607289-0.0729949j 0.082804+0.00766324j -0.0323808-0.0672713j -0.109869-0.0148823j 0.0212794+0.0329285j 0.0169968+0.0474249j -0.0239382-0.0507211j -0.036961+0.0657222j -0.0211459-0.00729218j -0.0444204-0.027239j -0.0682272-0.0575215j 0.0309532+0.0953809j -0.113289+0.180894j -0.0415471-0.0481016j 0.0374244-0.025417j 0.0613111+0.0113899j -0.0622721-0.0172941j -0.0902645+0.050168j -0.00957956+0.0147698j 0.13667-0.00797017j 0.086358+0.0757671j 0.015184+0.0556107j 0.0764776+0.0491996j 0.00136217-0.0212067j 0.0376663+0.040328j -0.050171-0.0143974j 0.0101632+0.0594004j 0.050256+0.0619875j 0.085035+0.0979091j -0.0212902+0.00839106j -0.0386821+0.0720377j -0.0641315-0.0427663j 0.0124619-0.160945j 0.00139755+0.101191j 0.031957-0.00182013j 0.0660527-0.0720543j -0.0138525-0.0811093j -0.0078737-0.0311222j 0.0530807-0.0212056j 0.0491711+0.0312762j -0.0170239-0.0827194j 0.0134522+0.066334j 0.119376+0.0248027j -0.0013554+0.0364711j -0.0154976+0.109823j 0.036231-0.0300061j -0.0265934+0.158441j -0.00744589-0.058976j 0.00549101-0.0533503j 0.033557-0.0658575j -0.103503+0.0728362j 0.0387324+0.0574274j 0.0370555-0.00881436j 0.151029+0.08567j 0.165519-0.0694263j 0.0680506+0.121812j 
0.110011+0.0352317j -0.0226818+0.0140238j 0.000358397-0.100978j -0.0369598+0.0654505j 0.0486456+0.0537051j 0.0411367+0.055307j -0.0471138-0.112324j -0.0112105+0.000754325j 0.0358969-0.0756123j 0.0140248-0.10698j 0.00714975-0.0634812j 0.0689191-0.0302132j -0.0943358+0.0780446j 0.0442077-0.0271272j 0.0244788-0.0351797j 0.0363176+0.0918438j 0.0704978-0.0577877j -0.0226513-0.0273141j -0.0456844+0.0699004j -0.0662324+0.0128751j -0.00101819-0.104332j -0.0540042+0.0128918j -0.0728315-0.0923442j -0.037114-0.100619j -0.149439-0.0230216j 0.026226+0.0846468j -0.0395418-0.119352j 0.000778888+0.0492489j -0.0121494+0.0194243j -0.0505869-0.0162393j 0.0347159-0.053483j -0.0236083+0.000774079j -0.0916997+0.063798j -0.0159219-0.0495343j 0.0884392-0.0137103j -0.0406309+0.0342098j 0.00888841+0.0408906j -0.0835719+0.137893j 0.00343211-0.0432428j -0.0423781-0.0184654j -0.020543-0.0212708j 0.0038707-0.0506054j -0.155232-0.00870397j -0.00235183+0.0582371j 0.00402284+0.0128961j -0.0407981+0.030706j -0.00148354-0.101746j 0.0119178-0.0362439j -0.0426746+0.0465998j 0.0207501-0.0521268j 0.000811699-0.0140532j 0.0402771-0.140867j -0.0136033+0.0286445j 0.0631456-0.0443595j 0.0251071+0.016165j -0.0724812-0.0361952j -0.079975-0.00321686j 0.057787+0.0580143j -0.0115587-0.0118967j -0.079843+0.0321332j 0.0487058-0.067424j -0.0835225-0.0535914j 0.0498655-0.035608j -0.0539087-0.0581259j 0.0180081+0.0287416j 0.0279923+0.0904227j 0.0182332+0.00123823j 0.0273106+0.0801944j -0.0739858-0.142726j 0.149902-0.0779926j 
-0.137849-0.0215361j -0.0706629-0.136403j 0.0309852+0.154329j -0.0465618-0.142531j -0.160104-0.0517515j -0.023108+0.120153j -0.0116292+0.10849j 0.044442+0.045913j 0.0228305-0.0622645j 0.0587303+0.0193713j 0.0240716-0.0275053j -0.0145117-0.167306j 0.0970827-0.0919657j -0.0550642+0.101182j 0.0495897-0.014994j -0.0454754+0.0823973j -0.0689615+0.0551553j -0.0288469+0.0599235j 0.0561887-0.0465558j 0.054299+0.0929565j -0.0134996+0.0623846j -0.034312+0.0174786j -0.0563591+0.0992356j 0.12095-0.0592941j -0.0167997-0.0591124j 0.00187953+0.0444218j -0.0165194-0.00484749j 0.0486089-0.0126288j -0.0369691-0.0709347j 0.00741602+0.0782459j -0.148437+0.037949j 0.0350402+0.0667059j 0.00734466-0.00163154j 0.113735-0.00137548j 0.0742641+0.0344246j -0.0373243+0.0127052j -0.0315248+0.0447541j -0.0508182+0.0140791j 0.00843297+0.0401137j 0.0401453-0.0315057j -0.084106+0.042567j -0.002533-0.044033j 0.0316258+0.0426087j -0.0600788+0.117023j -0.0516121+0.0364454j 0.0115409+0.0335835j -0.00307295+0.159753j -0.0706111+0.22284j 0.00497567-0.103932j -0.0150595+0.0386881j -0.0643193+0.00347478j -0.166628+0.0095422j 0.0396058+0.00574556j -0.000121786-0.00838779j 0.158359+0.010583j -0.0470546+0.0739932j -0.0811744+0.0401067j -0.0220437+0.0649316j -0.0211914+0.142008j -0.0605577-0.00527844j 0.00272187+0.000808195j 0.0104636-0.0617463j 0.0609192-0.065684j -0.0104874-0.0274016j 0.0169651+0.0209267j -0.0590892-0.0144174j -0.00603757+0.0259745j 0.14056+0.157209j -0.020079-0.147026j 0.221812+0.0568784j 
0.125743+0.115271j 0.0330983+0.148263j -0.0510759+0.0850703j 0.137647-0.126442j 0.0109195+0.0307054j -0.00904677-0.0105243j 0.0153713+0.00754504j -0.0296593+0.0152584j 0.014248-0.0777775j -0.0250683-0.0772601j -0.0711533-0.076381j 0.06637+0.091029j -0.0255933-0.0909305j 0.0162727-0.0619457j 0.0939833-0.168642j -0.0287633+0.0178389j 0.0330356+0.147062j -0.042425-0.0052501j 0.101302+0.00706122j -0.120112+0.0423681j 0.0403756-0.0255958j 0.00764216+0.0714562j 0.00309489+0.0187423j 0.0603581-0.0130605j -0.0345786+0.0714243j -0.0259775-0.0652944j 0.0711346+0.0324813j 0.0156369+0.00490294j -0.0498483+0.0756224j -0.0477582+0.0163338j -0.0923486+0.0600132j 0.0427291-0.0387147j 0.0497475+0.0144403j -0.0847115+0.0669727j 0.0654508+0.0584982j -0.0148394-0.0032928j -0.0144801-0.0360779j 0.092315+0.0415163j 0.070602-0.0513278j -0.0352564+0.014808j -0.135983-0.110479j -0.146472-0.0802477j -0.0512664-0.0400888j -0.00818651+0.0612412j -0.0158267+0.0953476j 0.034673-0.0903995j -0.0413349-0.135647j 0.00236851+0.0141136j 0.0243386+0.0334962j 0.0192284-0.00826844j 0.0104632-0.0126363j -0.0326608+0.0827804j 0.0729173+0.000269947j -0.0145719-0.0188264j -0.0471636-0.0215687j -0.0164423-0.0058499j -0.0404222-0.11274j 0.17719-0.0308577j -0.0220957-0.0559539j -0.0751609-0.0428078j -0.206518+0.0904197j 0.0833374+0.0669894j 0.00232662+0.00104339j 0.00952435+0.0690326j -0.0313769-0.0331073j 0.0507132+0.0316701j 0.0569946+0.0116616j -0.10263+0.0503763j 0.03057+0.089301j 0.0388355-0.0195844j 
0.0573532-0.112399j 0.0708392+0.11615j -0.0109017-0.123883j 0.0563921+0.0294913j -0.0442525+0.0624302j -0.0593698-0.0500478j 0.0326328-0.0645445j -0.0928992+0.0718993j -0.0597872+0.0921797j -0.0735085+0.0763846j 0.0968715+0.0357125j 0.0606535+0.116549j 0.0358656+0.164833j -0.0146683-0.0161877j 0.0526682-0.0356959j 0.0791028-0.0777778j -0.061482-0.0014777j -0.0857643-0.0790204j -0.00920238-0.00633522j 0.0698582-0.0453984j 0.0112175-0.0559878j 0.10503+0.03696j -0.0295298-0.101086j -0.116743+0.0144871j -0.0521217-0.00518756j -0.0284679-0.150004j 0.034957+0.00300071j 0.0132322+0.0591519j 0.0134165+0.00378433j -0.0376544+0.0083497j -0.0256476+0.0605812j 0.0992377+0.0584634j -0.0299542+0.139813j -0.0100181-0.0793439j 0.0410221-0.00856396j 0.0537079+0.0344285j -0.0595718-0.0102621j -0.0854902+0.0517734j 0.0256443+0.0106423j -0.0495372+0.0316733j 0.0132754-0.0568316j -0.0185224-0.0194369j -0.061527+0.0653158j -0.00907715+0.132034j -0.0251888-0.0412605j -0.0532885-0.135414j 0.0169952-0.00399048j 0.0756801-0.011096j 0.0240251+0.00748929j -0.0489652+0.0504119j 0.0397304-0.00656681j 0.0596862-0.110978j -0.0447733-0.0267082j -0.0123803-0.0162237j -0.0217191-0.0122652j -0.0249978+0.0486391j -0.0440539+0.0249736j 0.0725643+0.0271568j -0.0703777+0.0541212j -0.0784337-0.0352498j -0.037731+0.147447j 0.00194015-0.0698958j -0.0111322-0.133846j 0.0750728+0.0098844j -0.000250029-0.0601183j 0.0385878-0.0554702j -0.0570016-0.0265279j 0.10824+0.00875856j 0.0139618-0.0896461j 0.193917+0.0845609j 
-0.000473589-0.0286972j 0.0164256-0.0317619j 0.0501253-0.0412321j -0.0660547-0.00974014j 0.00941337-0.0341502j -0.00688817-0.0154532j 0.0269216+0.122053j -0.0261725-0.0424845j -0.0190008+0.0879748j 0.0341686+0.0152994j 0.065086+0.0369284j 0.00833226+0.0542588j 0.0336674-0.00586871j 0.0612928-0.0557412j -0.00453271+0.0461748j -0.0553967+0.0379716j -0.0514044-0.00673538j 0.0147238+0.0423286j -0.0127339+0.0599354j 0.00735766+0.0550031j -0.0361262+0.012797j 0.0046052+0.01911j 0.0933613+0.0636509j -0.0919001+0.009347j -0.0702342-0.0104274j 0.0942584-0.00333475j -0.107845+0.042374j 0.0820366+0.0716974j -0.0030959+0.0027661j 0.0555141-0.0523301j 0.105826-0.00892123j -0.00934373+0.0702529j 0.0766224-0.0299083j 0.0349613-0.10579j 0.0402413-0.0837784j -0.00366014-0.0917974j -0.00887547-0.0949339j 0.0213563-0.051834j 0.0628538+0.0314518j 0.0364458+0.0595832j -0.00622561-0.0301401j 0.0736425-0.060842j -0.0668308+0.0362424j -0.08064-0.0851585j -0.107312-0.0189929j 0.000728667-0.0332704j 0.0244455+0.041938j -0.156182-0.0799223j 0.0617861-0.0242702j -0.0608779-0.0159588j -0.0449112-0.0206687j -0.0658933-0.074051j 0.0759137-0.0135418j -0.0030165+0.00225426j -0.00269159-0.0450362j -0.0151855+0.0610778j 0.0524887+0.020625j 0.0112909+0.0327322j 0.123152-0.0272209j 0.110239-0.0212262j 0.04614-0.0814053j -0.0761065+0.100798j -0.00652041+0.104578j -0.0294199+0.0424651j 0.00317768-0.0931412j -0.0478413+0.00199051j -0.0290629-0.0510145j 0.00336498-0.0717045j -0.00298732-0.0421132j 0.0517557-0.00312743j 
-0.00459637+0.078556j -0.0359528-0.00775391j 0.00581388+0.0520963j -0.00393024-0.0298699j -0.0279575+0.0423789j 0.0112239+0.0322454j 0.0295947+0.119097j -0.0128751-0.0350796j 0.0358063-0.0779615j -0.117765+0.0169791j -0.0493267-0.0363095j -0.0083991-0.0362616j -0.0412928+0.00959589j 0.0590416-0.0111438j -0.00712537-0.0366079j 0.0335064-0.0334866j 0.0611+0.00104606j -0.0304967+0.0216255j 0.039464+0.00522018j -0.121204-0.00546063j 0.0328142-0.0451809j 0.0654692+0.0517228j 0.0384651-0.052567j 0.0812233-0.174955j 0.0288239-0.0113728j 0.075556+0.0150374j -0.00124747-0.0390423j 0.00785979+0.107378j 0.0524892+0.0652589j 0.0225713-0.0733895j 0.0249755-0.0581665j 0.0635989+0.0413864j -0.112868-0.153602j 0.0514005+0.0165606j -0.0296188-0.11223j -0.0457771-0.0730788j -0.0167025+0.0873228j 0.0353249-0.0764072j 0.0215135-0.00728032j -0.0199001+0.017941j -0.00664349+0.0130697j 0.0615133+0.0139215j 0.0268017-0.0449909j -0.0400439-0.0404057j 0.0473449+0.0816979j -0.0137979-0.018122j 0.0011605-0.0191572j 0.0538004+0.0558895j 0.0983118-0.00785095j -0.00130849-0.0118715j -0.0262911+0.0449298j -0.134171-0.00144603j 0.00917555-0.0150776j -0.0377188+0.106945j 0.0330878-0.0928425j -0.17156+0.00286642j 0.07597-0.0398198j -0.0889704+0.0138096j -0.118158-0.0235458j 0.0316682+0.0302839j 0.131368+0.0038941j 0.0180462-0.0646125j 0.022912-0.0473964j -0.0649738+0.0756327j 0.00218875+0.042005j -0.0118179+0.0465996j -0.0995379-0.176592j -0.0673672-0.0240853j 0.024683+0.00310475j -0.0293295+0.00660433j 
0.0258564+0.0361526j -0.0319315+0.0176127j -0.0192269+0.0447064j 0.02762-0.00299169j -0.0226211+0.0418416j 0.00257857+0.00045799j -0.0215821-0.0550806j -0.0742352-0.000529722j -0.000734186+0.00223074j -0.0580199-0.0976287j 0.0134894+0.000312492j 0.00242267+0.00374097j -0.0127935-0.0321664j -0.0295735+0.00914746j -0.0152143-0.011609j 0.00106468+0.040912j 0.0161924-0.0258379j -0.0212317+0.00619872j -0.0798504+0.0791213j 0.0510509+0.0291393j 0.0767362-0.0602926j 0.019137-0.0170259j 0.0441839-0.104563j -0.105319+0.0914809j 0.133637-0.07043j -0.030725+0.0172302j 0.0956124-0.0670949j -0.0193749+0.0338794j -0.0284233-0.00962045j -0.0163362-0.0502466j -0.0652697-0.0707432j -0.0969936+0.00366475j -0.046605-0.0664605j -0.0711168-0.106984j 0.0459471-0.0338486j 0.096214-0.00410098j -0.0679116+0.0290341j -0.00534397-0.00745819j -0.0473056+0.0194734j 0.0763334+0.0676272j 0.014522+0.0735986j 0.0753993-0.0219995j -0.0141886-0.0907026j -0.0972777-0.0268605j 0.103954-0.0152061j -0.0522416+0.00551306j -0.0131513+0.11521j 0.0435775+0.0824881j -0.0817419-0.00409596j -0.0367096-0.028437j -0.167405-0.208316j -0.000707462+0.136027j 0.0221138+0.0558889j -0.0111526-0.134535j 0.0412204+0.0182354j -0.0217738-0.0436772j -0.0432139-0.0150617j -0.0649729-0.0856212j -0.0192232+0.0175384j -0.00485715-0.0355874j 0.0519696+0.0384408j 0.00300797-0.0727981j -0.0288401+0.0220968j 0.0278389+0.137776j -0.000372688+0.00498314j 0.00559028+0.00198845j 0.242025-0.089898j -0.0902685-0.0250786j 0.00423918-0.0104064j -0.0161909+0.000639879j 
0.0106632+0.0346487j 0.0170014-0.00671351j -0.0128055-0.0436584j 0.0033937+0.0119667j 0.04659+0.0087335j -0.0473987-0.00408443j -0.0152954+0.0483163j -0.00130401-0.0624433j 0.0541265+0.00745687j 0.0493561-0.00437246j -0.00580236-0.0120316j 0.00555834+0.0382989j -0.0396868-0.0202142j -0.0391192-0.0267525j 0.0194072-0.0364292j 0.121059+0.0113214j -0.00866924-0.0492195j -0.0286759+0.0790974j -0.0327022-0.00733386j -0.0522265-0.00583967j -0.0074313-0.0623583j -0.0417817+0.00260795j 0.0554479+0.0409018j -0.000975524-0.0313539j 0.0584039+0.0586592j -0.100892-0.109563j 0.110027-0.085834j 0.139642-0.0222795j -0.231117-0.063424j 0.0161831-0.0691517j 0.0181157+0.0671616j -0.00812903-0.0561832j 0.191552-0.0306114j 0.16568-0.00715353j 0.00545929+0.053606j 0.313169-0.107113j 0.0273774+0.0488454j 0.185817-0.0279969j 0.0183458+0.0159467j -0.0169694-0.0240813j -0.116789+0.0660749j 0.0814336-0.101288j -0.156277+0.112091j 0.0217551-0.0416613j -0.0757037+0.0959161j -0.0152553-0.0261537j -0.0186399-0.0147491j 0.0719946-0.0491119j -0.0217536+0.0997641j -0.0201414-0.0229995j -0.0565973-0.0663222j 0.00935189+0.0652546j -0.0202766+0.0283677j 0.00948101+0.0395796j -0.0245264+0.0330875j 0.0292472+0.0746298j 0.0225328-0.0340603j 0.0143059+0.0445593j -0.010925+0.0571441j 0.0198368+0.0199906j -0.0210705+0.0589273j -0.0197453+0.00509573j 0.0291145-0.00574778j -0.0105817-0.00500881j 0.0638851-0.2748j -0.00424197+0.0777396j 0.0573403+0.0102309j 0.0399896+0.039906j 0.00861197-0.009456j 0.00862405-0.0439569j 
-0.00773883+0.0248141j 0.0297014-0.0267871j 0.0290861+0.000252716j -0.0254965+0.0270332j 0.019323+0.132614j 0.0148109-0.00129671j -0.0193398-0.131398j 0.0336766-0.00954537j 0.0030519-0.0356986j -0.0544453+0.0846032j 0.0397098+0.00956714j 0.0199447-0.0153086j 0.0401746+0.0252733j 0.0460649-0.0459758j -0.0905404+0.0578114j 0.00522526+0.0282826j 0.0516619+0.00769599j -0.0234362-0.0840472j 0.00592453+0.0220223j 0.0596998+0.0885642j 0.0289142-0.00833401j -0.0464613-0.13539j 0.0806269+0.0667536j 0.0956184+0.0729233j -0.0286808-0.032325j 0.110753-0.0353148j -0.0210482-0.0713066j 0.0398912-0.122221j -0.101782-0.00594343j -0.1136-0.0022433j 0.0468107+0.00061019j -0.142566+0.0672467j -0.0272218-0.077473j 0.0259984-0.0851349j -0.0919883+0.092325j -0.070519+0.186059j -0.0454086+0.0472267j -0.044055+0.0602535j 0.112747-0.103494j -0.0495541+0.0774825j -0.0312171+0.0612226j 0.110216-0.0249469j -0.0415388+0.0152374j 0.00224233-0.0208996j -0.0208376+0.0355035j -0.0171276+0.037498j 0.0477928+4.03408e-05j 0.0042392-0.000527729j -0.00681487+0.01765j -0.0603566-0.0603028j -0.0459917+0.00660802j 0.0267041+0.0253663j 0.0616307-0.0649341j -0.208-0.0402228j -0.136859+0.0830225j 0.0373646+0.00582513j 0.137089-0.085595j -0.0204966+0.0390693j -0.0608707-0.0124934j -0.0414016+0.00642082j 0.0460473-0.0078984j 0.000163725-0.00922949j -0.0212918-0.00413098j -0.0310238+0.0322521j -0.0172712+0.0393525j -0.181905+0.251103j -0.0124042+0.0206051j -0.0157263-0.00261669j 0.015559+0.00710182j -0.0137104-0.000269253j 
0.00905443-0.0447325j 0.0174458+0.00785833j 0.00848255-0.0526889j -0.0360253+0.0132163j 0.0142971+0.00385813j -0.0134331+0.0383646j -0.0394422-0.0376168j 0.0693514-0.0161794j -0.0562555+0.131886j 0.0599221-0.028292j -0.0445755-0.0982855j 0.0476283-0.0266189j -0.0337873-0.0730538j 0.0197869+0.101606j 0.0875823+0.0160312j 0.0571608+0.10332j -0.0184115-0.0911415j 0.0775962+0.0943403j 0.00756007-0.0184466j -0.00717043-0.0147677j 0.0519676+0.0169603j -0.0372567+0.0174546j -0.109211+0.0283984j -0.012+0.0319083j 0.0188173+0.0779414j 0.0303069-0.0133978j -0.0481559-0.0462554j -0.150599-0.0522536j 0.0816054+0.0448071j 0.110875-0.0312672j 0.105346-0.0264287j 0.096931+0.066743j 0.0106722+0.00894188j -0.0920402-0.065478j 0.00541003-0.0290852j -0.000425824+0.0186663j -0.128433+0.0925206j 0.0407455-0.0214886j 0.0464097+0.000189525j 0.0665305-0.00919916j 0.0495407+0.0347361j 0.0281935+0.0454378j 0.0717184-0.055215j 0.0455595-0.0273523j -0.0739677+0.0961201j -0.0609371-0.125991j 0.0799412+0.0353415j 0.0844358+0.0191218j -0.0567378+0.110785j -0.0408403+0.0476739j -0.089572-0.0049378j -0.0301733+0.0303409j -0.0335534+0.0510685j 0.00778001-0.0304807j 0.145083-0.00846835j 0.0252415-0.111166j 0.0276482+0.142414j 0.0457681-0.0242603j 0.0278731+0.1073j 0.0489009+0.0792146j -0.0677803-0.0147687j -0.0840363+0.0461846j 0.0807004+0.0694728j 0.116855-0.0980456j -0.0230851+0.0505792j -0.0767871+0.123337j 0.148177-0.0115358j 0.151278+0.0535737j -0.0514562-0.0243107j 0.0827154-0.021615j 
-0.0225649-0.0274599j -0.0426746-0.014561j 0.00667755-0.00512591j 0.0363931-0.0831628j -0.0270302-0.0833026j -0.0669665-0.0764105j -0.0272031+0.00510118j -0.00467036-0.0381645j 0.0995774+0.0258507j -0.105966-0.0381148j -0.0136133+0.00337329j -0.0795939+0.0101722j -0.061041+0.0595631j -0.0198569-0.0399451j -0.100371+0.0471994j -0.0124932-0.0288705j -0.0326975-0.0166642j 0.00610834-0.078246j -0.0946962-0.00218146j -0.0728287+0.0292778j -0.156091-0.0827537j 0.0263738-0.0720944j -0.19054+0.0736008j -0.0751531-0.0353484j 0.0418863+0.0369938j -0.085531-0.0938875j 0.0527362-0.0326621j -0.127594-0.074775j 0.0373423+0.0201087j 0.064763-0.055233j 0.0457838+0.0424829j 0.205163-0.0718055j -0.0137818-0.108246j 0.0242663-0.0536963j -0.014338+0.0729419j 0.0565743+0.0742648j -0.0414511+0.02449j -0.0391078+0.0184837j 0.0151117+0.0532509j -0.0677247+0.0651445j -0.0834767-0.0230988j 0.00883775-0.0657158j -0.0301846-0.00600422j -0.0417695-0.0497741j -0.00157761-0.00977436j -0.0245024+0.0467148j -0.0316005+0.00520632j 0.0408303+0.010999j -0.0275038+0.115213j 0.0192688+0.0399316j 0.0217869+0.016583j 0.119981-0.0266442j -0.0241406+0.117154j -0.0662283+0.0308077j 0.247914-0.110533j 0.0353199-0.129121j -0.110873+0.113033j 0.104063-0.0130806j -0.0638856-0.0564792j -0.0523591-0.057426j 0.0421477+0.00424928j 0.0828817-0.0282513j -0.0253914-0.0641611j -0.0179872+0.0262442j 0.00347229+0.0073443j -0.0936409+0.133451j -0.138348+0.00870478j -0.109472-0.0818528j 0.00391347+0.0154561j -0.0406485+0.0446577j 
0.0716852+0.0128194j -0.0257916+0.0574971j -0.053102+0.0235825j 0.0608111+0.114785j -0.014941-0.00247015j -0.059576-0.0670842j 0.0112581+0.00730745j -0.0198866-0.138819j 0.0340515+0.0390796j 0.0654778+0.00575814j 0.00778174+0.0826495j 0.0128333+0.0313046j -0.00661777+0.0384024j 0.0680937+0.139222j -0.0782201+0.00458049j 0.0317622-0.0527607j 0.0900882-0.0608908j -0.043282+0.0592569j 0.023898+0.0864483j 0.0679682-0.0615388j 0.014211-0.0716059j 0.037425-0.0013542j 0.166833+0.02319j 0.100719-0.0428291j 0.00364058-0.0905374j -0.073505-0.229878j -0.0504627+0.0533262j 0.0730163+0.0771097j 0.156435-0.040591j -0.0448542+0.0978251j -0.0494966+0.113373j 0.0944335-0.0538196j -0.0598232+0.0243351j -0.0920844-0.0440702j -0.0202099+0.0350406j -0.0171498-0.000680577j -0.0632323+0.011985j 0.0465644-0.0664056j -0.0249338+0.085513j -0.0478858+0.0316335j -0.146775+0.00766605j 0.0359428+0.0703873j 0.0233461+0.0695165j -0.0874002-0.0538609j -0.180061-0.0478541j -0.0977426-0.0166056j 0.0552347-0.00590746j -0.0292882+0.0437413j -0.0220173-0.00557103j 0.00817132-0.142578j -0.00506005+0.0198189j -0.0951934-0.0649345j 0.0130184+0.046544j 0.0403593+0.0587947j 0.0149919+0.0288357j -0.0650704+0.0447599j -0.03264+0.0216228j 0.0690757-0.0213363j 0.0568635-0.0221627j -0.0154761+0.0462749j 0.00923533-0.0498148j 0.156546-0.0371217j 0.0910554-0.0276463j -0.0346484-0.0029936j -0.0247933+0.00461229j -0.332585-0.0419604j 0.0232323+0.00813785j -0.0998386-0.0386735j 0.0394239-0.00221975j -0.041489-0.0302281j 
