0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
-0.00935683+0.00816948j 0.0210165+0.00913926j -0.0102772-0.00292431j 0.0115461-0.0075807j -0.0140604+0.00405262j 0.00491017-0.00807674j 0.000580854+0.00505236j -0.00461195+0.00905156j 0.000512874+0.00923384j 0.012988-0.00533782j -0.0105377+0.00627152j -0.00685482+0.000488063j 0.00832741-0.000856948j 0.00948782-0.00850423j 0.000808601+0.0080317j 0.00373074+0.00374099j -0.00173519-0.000622369j -0.00844677+0.0139151j 0.00360328+0.00427977j -0.00816199-0.00556416j 0.0168671+0.00269914j -0.000649583-0.00516567j 0.0110523-0.0117344j -0.00264985+0.00212315j -0.00547552-0.00491189j 0.0051905-0.00105453j -0.00166347-0.00747175j -0.00914851-0.00324761j -0.00112162+0.00748751j 0.0145858+0.0065308j 0.00243679-0.000524376j 0.000272089-0.00566862j -0.00955312-0.000538139j 0.00324034+0.00340701j 0.00116127-0.000391411j 0.00112676-0.00266351j -0.0043527+0.00397087j -0.00478392+0.000685684j 0.00723813-0.0131138j 0.00264369-0.00150897j 0.00394227-0.000757985j 0.00434183+0.00374362j -0.00657241-0.000644336j 0.00195094-0.00697107j -0.0126552-0.00866181j -0.00543803+0.00203184j 0.0129454-0.00305473j -0.0115091-0.000988429j 0.0208388+0.00395936j 0.00172518-0.00470238j -0.0096925-0.00495508j 0.00316331+0.00357113j 
-0.00792154-0.0072536j 0.00182729-0.000222798j -0.00791628+0.00855154j 0.00948575-0.0114009j 0.00398333-0.000653154j -0.0109275-0.00452855j -0.00177813+0.00667854j 0.000857165-0.00765888j -0.0103632-0.000334485j -0.00990123+0.00285457j -0.000296652-0.00114867j -0.00152987+0.00787224j 0.0139598+0.00141275j 0.00626167-0.00477568j 0.00327959-0.00444121j -0.0048354-0.000206721j -0.0022151+0.00206663j 0.00064713+0.00255197j -0.000467512-0.00172672j -0.00840439+0.0110266j 0.00220834-0.00609012j 0.00153278-0.00221002j -0.00378564+0.00774714j 0.0017571+0.00216253j 0.00541797+0.0170581j -0.00368397-0.0109695j -0.00578068+0.00902442j 0.00365255-0.0165431j -0.00382279-0.0351759j -5.67476e-05+0.0232143j 0.00418599-0.00887418j 0.00128293-0.00176269j -0.00680398+0.00107773j -0.0104008-0.00125104j 0.000668845+0.00233164j 0.000161131+0.000192247j -0.00404693-0.00799024j 0.00123445-0.00564083j 0.000804373+0.00182107j -0.000891177+0.00110792j 0.000881886+0.00418985j -0.00151543+0.0011872j 0.00733499+0.000165196j 0.00378637+0.00772016j -0.00160333+0.00766621j -0.00758549-0.0109777j -0.00233318-0.00528706j -0.00334109-0.0185538j -0.00490756-0.0166826j 0.00339427-0.0144439j 0.0043806+0.00597324j 0.00716441-0.00329203j 
-0.0117875-0.000953217j -0.000502696+0.0034481j -0.0162146+0.00482171j 0.00545578+0.00331937j 0.00371641+0.0108599j -0.0314663+0.00348028j -0.0113339+0.0106705j 0.0060849-0.00363031j -0.0257087+0.00132073j -0.0184639-4.24949e-06j -0.00679706+0.000493541j -0.00658508+0.0060431j 0.0353166+0.0044547j 0.011588+0.00257442j 0.00945461-0.0100832j -0.0161739-0.00496653j -0.0128545-0.00885526j -0.00205264-0.00412302j 0.000431187-2.38063e-05j -0.0181885+0.00276271j 0.00226754+0.00615484j -0.00307142+0.00700417j -0.0128575+0.00442592j 0.00763928-0.00435488j -0.00151338-0.00970567j 0.00471417+0.00271883j 9.89384e-05-0.000565669j -0.00192385+0.00375159j -0.00577793+0.0199235j -0.00801326+0.00448639j -0.00259385+0.0189379j 0.00282725+0.00867184j -0.0146766+0.00309031j -0.0263104-0.00256186j -0.00146377-0.00331831j -0.00217483-0.00461973j 0.00316709+0.00272883j 0.00460382+0.00859667j 0.00172382+0.00727755j 0.00250893-0.00166283j -0.000779994+0.00131736j -0.000622234+0.00252064j 0.000181564-0.00105767j 0.00696588-0.00670064j 0.00950076-0.00137021j -0.00621945+0.00334339j -0.00756345-0.00916777j -0.0020082-0.00566952j -0.0168696+0.00504838j -0.00688649+0.00036394j -0.00355599+0.00421186j 0.000596418+0.004422j 
-0.00118129+0.00285432j 0.00991323+0.00640527j -0.00323471-0.00468465j 0.00245496+0.0121406j -0.00413154+0.00758395j 0.00681328-0.00661841j 0.0047573-0.0023471j 0.00258667+0.00483011j 0.00506857-0.000511655j 0.00962818-0.00583132j 0.00125249+0.00680762j -0.00588647-0.00262339j -0.0033216-0.0090221j -0.00106444+0.0141374j -0.00117398-0.00517381j 0.00249358+0.00679749j 0.00892644+0.00599005j 0.00192635+0.000272986j -0.00384635-0.0112201j 0.000105901+0.0166068j 0.00238431+0.00360021j 0.00380322+0.00859455j -0.0145969+0.00678742j 0.00444124-0.00664454j -0.00665629+0.0143441j -0.00334409-0.0037009j -0.00639541+0.00776494j -0.00156842-0.00832513j 0.00260776-0.00568874j 0.000761524+0.00369881j -0.0023046-0.00111959j -2.36788e-07-0.00168229j -0.00271833+0.00469524j 0.015898-0.0135797j -0.00262319-0.00023769j -0.00891444-0.000141831j 0.00338818+0.00109436j 0.00717986+0.00209905j 0.00778198-0.0050854j 0.000861163+0.000803971j -0.00634478-0.00397252j -0.00671248-0.00474939j -0.00697992+0.00298834j -0.000823048+0.0149038j 0.0215097+0.013917j 0.000548111-0.00827583j -0.00267343-0.000987984j 0.00564869-0.00418496j 0.00561622-0.00416727j 0.00449278-0.00312837j -0.00165207+0.00156637j 0.00275365+0.000813903j 
0.00296865-0.000270058j -0.0059377+0.00251636j -0.00313679-0.001268j 0.00248019-0.00286607j -0.00062176+0.00618059j -0.00213986+0.0060796j -0.0110718+0.0053117j 0.000318038-0.0101754j -0.00319504+0.000671581j -0.0176375+0.000936023j -0.00057545+0.0035329j 0.00858139-0.00180427j 0.00615411-0.00604128j -0.00977738-0.00825024j 0.00912215-0.00392623j -0.00294081-0.00671445j -0.00266532-0.000566163j 0.00543339-0.000363929j -0.00435441+0.0012821j 0.00310529-0.00400341j -0.00926194-0.00263164j -0.00431695+0.0161099j -0.00512352-0.0115019j -0.00473837-0.0013105j 0.000564429-0.00754892j 0.00465525-0.00971612j 0.00778175-0.00890339j 0.0165628-0.0033332j -6.73374e-06-0.0061738j -0.00837125-0.0030362j -0.00695374-0.00266649j 0.00317316+0.00384039j -0.004692-0.00627882j -0.0018883+0.001725j -0.00172597-0.00128374j 0.00280162-0.00134197j -0.00106117-0.00517673j -0.00140144-0.000437674j 0.005457+0.0045389j 0.00686161+0.00172759j 0.00295653+0.00349567j 0.00695833+0.00433539j -0.00158123+0.00165126j 0.00779149+0.00553409j 0.0145535-0.00770187j -0.0033535-0.00584109j -0.0277872+0.0100238j 0.00671822-0.00198347j 4.34001e-05-0.00412144j 0.0136213-0.00659811j 0.00382872-0.00616116j -0.000562441-0.00545801j 
0.00297695-0.00507154j -0.00226182-0.000452586j 0.0060511-0.00654107j 0.00155504-0.00185582j -0.00233323+0.000669492j 0.00230801+0.000835891j 0.00171834-0.00258485j -6.70465e-05+0.0005001j -0.000511261+0.0018926j 0.00203434-0.00336145j -0.000371742-0.000418014j 0.0069361+0.005027j -0.000241637-0.00296387j 0.00254017+0.00355232j -0.00275742-0.00578685j 0.00037627-0.0025711j 0.000227947-0.0119373j -0.00533274+0.000813281j -0.00319368-0.0023848j 0.00693643+0.00781892j -0.00418635+0.00828119j -0.00734575+0.0156305j 0.00805999+0.00858877j 0.00299921-0.0172712j 0.0152071-0.00719368j 0.00100815-0.00207531j 0.00804547+0.00286101j 0.000623429-0.00142719j -0.0135634-0.000628504j 0.00704883-0.00566612j -0.00569078-0.00599999j 0.00434647+0.00226394j 0.00527673+0.00447058j -0.00897451-0.00256367j 0.00476996+0.00149617j 0.0039372+7.99864e-05j 0.00155252-0.000269528j -0.0061746+0.00136167j 0.00358077+0.00161117j 0.00288415+0.000192577j 0.00414689+0.00174351j -0.00278031+0.00169919j -0.0172486+0.00195222j -0.0122149-0.00319109j -0.0689014+0.00307807j -0.0054505+0.00218569j 0.0207901-0.00518496j -0.00927807+0.000706236j 0.0212305-0.00580814j 0.00458661-0.00260811j 0.00283807-0.00123575j 0.00116888-0.0012259j 
0.00136729+0.00376705j -0.00432624+0.00332874j -0.00479788+0.00601283j -0.00213989+0.0097944j 0.00179641+0.00956635j -0.0115565+0.00510974j -0.00627129+0.00381231j 0.00734533-0.00872355j -0.000859193-0.00265427j -0.0125491+0.00599949j -0.000959222-0.00263979j 0.00544559-0.00503243j 0.00262638-0.000561365j 0.0121002-0.00653405j 0.00549514+0.00302706j -0.00189504+0.00442078j -0.0075315+0.0135934j -0.000217847-0.00304326j -0.0053766+0.00545327j 0.00593336+0.00183528j -0.0068258-0.00178727j -0.000926212-0.00985159j 0.00795868-0.0061538j -0.00750862+0.0171941j 0.0027815+0.00520887j 0.00427096-0.00305226j 0.0135715-0.00335115j -0.00843296-0.00099249j -0.0100629-0.00253472j -0.00443702+0.00536721j -0.00175966+0.00338141j 0.000313662+0.00284143j 0.00222718-0.000524214j -0.0286757+0.011647j -0.00445458-0.000239167j -0.00211827+0.00105708j -0.00183189-0.000578761j -0.00284412-0.000333786j 0.00511736+0.0029971j -0.00241762+0.000785041j -0.000712393+0.00231596j 0.00319212+0.0039264j -0.0128113+0.000256049j -0.0342699-0.00156654j -0.0708326-0.00369966j 0.000237286+0.0014161j 0.00799689+0.00168865j -0.00225801-0.00163657j 0.00445292-0.00234129j -0.000174786-0.00156889j -0.00050192-0.000288126j -0.000652443-0.000699512j 
0.0045959-0.00370976j 0.00301334-0.00129738j 0.0123794-0.00346261j 0.00248362+0.00280969j -0.00597837-0.00817109j 0.00431216+0.00382978j 0.00309763-0.00280576j -0.00451834-0.000927252j 0.000297875-0.00315606j -0.00239956-0.0017703j 0.00689119-0.00216763j -0.00504152+0.0053607j -0.00392216+0.00120079j 0.0237646-0.0102813j -0.0138443+0.000808616j 0.00795277-0.00496203j 0.00792401-0.00635834j -0.00717085+0.00174583j 0.00270434-0.00408712j -0.00564304+0.00324501j 0.0110423-0.00328874j 0.00119319+0.0134182j 0.00106106-0.000960827j -0.00137382+0.00145744j -0.00708515-0.00757921j 0.00107831+0.000926573j -0.00819603-0.00194435j 0.00123075+0.00334266j -0.0207786+0.000418838j -0.0174806+0.00327887j -0.0234072+0.00630866j -0.00769321-0.00795989j -0.0165989+0.00574498j 0.0106538+0.000120724j 0.00609143-0.000675021j 0.000197307-0.00127023j -0.0075423+0.00331694j -0.00779552+0.00113028j -0.00606+0.00574705j 0.000375229-0.00163576j 0.00284907-0.00322942j -0.00424937-0.00612903j -0.00747365-0.00328047j -0.033024-0.0037083j -0.0227914-0.000592549j 0.00731256-0.00165993j -0.0218078-0.0126759j 0.0117837-0.0137086j -0.0121396-0.00229207j 0.00603931+0.00268455j 0.00931261-0.00278006j -0.000349221-0.00194218j 
0.000555216-0.00157443j -0.00463866-0.000946531j 0.00227508+0.00170132j -0.00487154+0.00290103j -0.00273081+0.00253762j -0.0020328+0.00665005j -0.000443914+0.00396394j 0.00766113-0.00579177j 0.0101481+0.00102815j -0.00279688+0.00501722j -0.00472273-0.00292205j 0.00971688-0.000750001j 0.00447386-0.00522313j 0.00679309+0.00303462j -0.0140365+0.00406126j -0.00455173+0.00578122j -0.0014359+0.00741239j -0.0131655-0.00375653j 0.0225972-0.00164953j -0.000460768+0.00115491j -0.00466832-0.00187215j -0.000697413-0.00417092j 0.00588674+0.00591775j 0.00715291+0.012101j -0.020678+0.00190568j 0.00689739+0.00141843j -0.00838308+0.00257148j 0.00224814+0.00252758j 0.00844327+0.000869454j -0.0127945+0.00858578j -0.00203749+0.00307318j 0.00953579-0.00252754j 0.0308963-0.00500434j -0.0123454-0.000903061j -0.0098499+0.00804147j 0.00282909+0.00123459j 0.0132857-0.00518886j 0.0117427-0.00572194j -0.0107551+0.00521063j 0.00471882-0.00133843j -0.0153238+0.000472095j -0.0186632-0.00453501j 0.00373824-0.00453003j 0.0579661-0.00581393j 0.0212326-0.00833114j -0.0438229+0.00166836j 0.0174213-0.000387736j -0.0202582-0.00911002j 0.0167124+0.00127021j 0.00633634+0.000633086j 0.00640231-0.0038557j 0.000685198-0.00274019j 
-0.000129755-0.00412214j -0.00213745+1.52833e-05j -0.00441889+0.00528073j -0.00385303-0.0169136j 0.0047256-0.0134447j -0.00273816+0.00534738j -0.00790084+0.00317867j 0.00537419+0.00213804j 0.000159006-2.98789e-05j 0.00342221-0.0015092j 0.00267874+0.00240728j 0.00207863-0.00720664j 0.00490556+0.00790359j -0.00818654-0.00631419j 0.00251542+0.000724522j 3.30961e-05-0.00316801j -0.00602597+0.00295734j 0.00274997+0.00151011j 0.00332258-0.00220925j -0.00630395+0.00755915j -0.00508617+0.00749173j -0.00473428+0.00662478j 0.00935623-0.00734302j -0.00512571-0.00174994j 0.00164706+0.00358456j -0.000822907+0.000587088j 0.00850535+0.000173717j 0.00059824+0.00408181j 0.0106953-0.00416434j -0.00101861+0.00510517j 0.0029159+0.00163084j 0.00193281+0.00244753j 0.0132348-0.00677755j -0.0133232-0.00389702j -0.000960604-0.00130629j 0.00717744-0.00175419j 0.0153403+0.00309887j 0.00679792+0.00222235j -0.00325263-0.00102042j 0.00344938-0.00107168j -0.00671767-0.000688029j -0.0113435-0.00099023j -0.00602293-0.00104619j 0.0162609+0.000851135j -0.0150152-0.00358022j -0.00469491-0.00407304j 0.0265697+0.00852906j -0.00608603+0.00788932j -0.00337943+0.0128449j -0.0104612+0.00708357j -0.0077558+3.21793e-05j -0.00405504+0.00249033j 
0.000229475+0.00615418j 0.000564771+0.000998041j -0.000642559+0.000237464j 0.000612879-0.013735j -0.00197381-0.017769j -0.00102589+0.00375388j -0.00493988-0.00575897j -0.0027059+0.00765699j -0.00129469-0.00455657j 0.000868768-0.000525395j 0.00390147-0.017074j -0.00232231+0.00444601j 0.00472309+0.0146465j -0.00718863+0.00540471j 0.00279464+0.0086063j 0.00528723+0.00934113j -3.57592e-05-0.00843313j -0.00673109-0.00140234j -5.65752e-06+0.00930781j -0.00265467-0.00664911j 0.0049996+0.00331317j 0.000695383-0.0350158j -0.00143854+0.0188234j -0.000631351+0.00533204j 0.000211501-0.00286564j -0.00482188+0.012847j 0.00420337+0.0136345j -0.00451223+0.00186945j -0.00301056-0.00378587j -0.000621383-0.00384837j 0.00843591-0.0112107j -0.0043227+0.00121967j -0.00304917+0.00448769j 0.00099607+0.00388386j 0.00134554-0.0018946j -0.000807845+0.000403664j -0.00962226+0.00567938j -0.00331439+0.00234797j -0.000257698+0.00121538j -0.00300427-0.000878239j 0.000303024+0.00172485j 0.00549949+0.00374607j 0.011608-0.000476083j -6.4023e-05-0.0103525j 0.0109388+0.0110857j 0.00528586+0.0115755j -0.00582848-0.00320332j -0.000419027+0.00593016j 0.00437222+0.0119895j 0.002627+0.00786859j 0.00326424-0.00873205j -0.00437371+0.00178166j 
0.000573491+0.0058922j -0.000415527+0.00877145j -0.00258407-0.00672009j -3.92911e-05+0.022345j 0.00449694+0.00303473j -0.00971488-0.000499401j -0.00598274-0.00904177j 0.00427967+0.0118918j 0.00164408-0.00327594j 0.00268921-0.00673757j 0.0010667+0.00318472j 0.00113898+0.00247359j 0.000899934-0.00328119j -0.0022837+0.0181225j -0.00762615-0.012362j -0.00459475+0.01024j 3.47943e-05+0.0012843j -0.00076523-0.00807427j -0.00394045-0.0136337j 0.00301975+0.0315252j -0.00184703+0.00715618j 0.00447158+0.00756717j -0.00264312+0.0223819j 0.00875052-0.017877j 0.00390202+0.0176281j -0.0004721-0.000431051j 0.00397651+0.0206142j -0.0031424-0.00667161j 0.00938361-0.016125j 0.010128-0.00424849j 0.00219842-0.00939291j 0.00276008+0.00403216j 0.0105981+0.00435041j -0.0149898-0.00844912j 0.00087153-0.00247236j -0.00137064-0.000847906j -0.00207435+0.00529054j -0.0032609+0.00702373j -0.00288805-0.00036396j -5.79494e-06+0.00176623j -0.00290982-0.00284206j -0.00346253-0.00301424j -0.00301955+0.00203971j 0.00811179+0.00343419j 0.00240502+0.013162j -0.000735993-0.00263543j 0.0116495-0.00532545j 0.00242639+0.0073397j 0.0135551+0.00123634j -0.000126344+0.00669062j -0.00330979-0.0024626j -0.00340925+0.00256944j 
0.00508772-0.00278204j 0.00387546+0.000147414j 0.00448675-0.00125295j 0.00326191+0.00100229j -0.0074527-0.00179944j 0.0154674-0.00467146j 0.00266216-0.00133195j -0.00523877-0.00109126j -0.00379774+0.00308442j 0.00238881-0.0039797j -0.00478944-0.00582832j 0.00218418+0.00760895j 0.00153885-0.00745663j -0.0115965+0.000790103j -0.00025433-0.00733797j 0.00495066-0.00256806j -0.00718183-0.0120926j 0.0134092+0.00185388j -0.0189873+0.00128917j -0.0081628+0.00373509j 0.00785696-0.00142994j -0.0136785+0.00879869j 3.60471e-05+0.00762527j -0.0116357-0.011978j 0.00941506-0.00102565j 0.018839-0.0010456j 0.00634105-0.00410877j 0.010522-0.00653007j -0.000262125+0.00106933j -0.0286172+0.00279743j -0.000858471+0.00639401j 0.00108918-0.0037892j -0.0109867+0.000289163j 0.02527-0.0128154j -0.00749391-0.00258605j -0.00199146-0.000574199j 0.0162508-0.00193483j 0.0168681-0.000805741j 0.00459331+0.0134791j 0.00123573+4.85815e-05j -0.00541247+0.00389649j -0.00758175+0.0141133j 0.000963531+0.000412538j 0.0169674-0.00591266j -0.00938183-0.00838134j -0.018805+0.00489206j -0.00563496-0.00284918j -0.00789682-0.0085341j -0.027514-0.000319937j -0.00860529-0.00565221j 0.00229841+0.00167433j -0.00159242+0.000497879j 
-0.00188794-0.00582844j -0.00552098+0.00058736j -0.0010931-0.00227612j 0.00118176-0.010749j 0.00886239-0.0065472j -0.00729454+0.00498561j -0.00153887-0.00406221j 0.00360611+0.00608151j 0.00486601+0.00392422j 0.00151793-0.000356068j 0.00481781+0.00129487j 0.0025981+0.00623104j 0.00872903-0.00218126j -0.0165609-0.0186568j -0.0122271-0.0109656j -0.00934214-0.01032j -0.00153989-0.0145838j -0.00511093+0.00302782j 0.000299715+0.000896696j -0.0128857+0.00733331j 0.00121372+0.00264208j 0.0049075+0.0270993j 0.0036704-0.00590097j -0.00185012-0.0154451j -0.00110952-0.0214486j -0.00332266-0.0100449j 0.00529443-0.000306085j 0.00226715+0.00345588j 0.00024127+0.00556319j 0.0118012-0.00756755j -0.000958321-0.00627843j 0.00121807-0.00258027j 0.0152466+0.00335585j -0.0203301+0.00542232j 0.00202695-0.00819361j 0.00636196-0.00253906j -0.0123991-0.000600365j -0.0127702+0.001235j -0.00408969-0.00356634j 0.00136499-0.00127231j 0.000191707-0.0052991j -0.00161638-0.000935272j -0.00265391-0.00190956j 0.00531532-0.00904645j 0.0180034-0.000692005j 0.00591783-0.00416853j 0.0108667-0.0031013j -0.00124415+0.00223787j 0.0263481-0.00653761j 0.00924576-0.000431959j 0.0047817-0.00454947j 0.00226958-0.00279203j 
0.000666994-0.00273717j -0.00128452-0.00457924j 0.00442849-0.00227829j 0.00359747-0.000392419j 0.00387143+0.00946094j -0.00598313+0.00507987j 0.00609414+0.00836302j -0.00610859-0.0147917j 0.00543728-0.000626905j 0.00183246+0.00211478j 0.0014461+0.00605192j 0.00151282-0.0175638j 0.0037973-0.00531978j -0.0201248+0.0190489j -0.0207663+0.00792675j -0.00398018+0.00650778j 5.17629e-05+0.0175874j -0.00597616-0.000520449j -0.00949335-0.00398706j -0.0189349-0.0119172j 0.00757111-0.00149209j 0.00800935-0.00871687j 0.00701236-0.00484565j -0.00250941+0.0120605j -0.000160837+0.00896828j 0.016364+0.00212434j 0.000180458+4.35331e-05j 4.15884e-05+0.00865791j 0.00662416+0.00692657j -0.000435087+0.0147692j -0.000961691+0.007909j -0.000238274-0.00517942j 0.00879566+0.00316706j -0.016178+0.00884723j 0.00261924-0.00884577j 0.000875114-6.59496e-05j -0.0150405-0.00796385j -0.00931825-0.00396372j -0.00700997+0.00447103j -0.00088154-0.00232677j 0.00683975-0.00918174j -0.00407873+0.000813759j -0.0023934+0.000647408j 0.00719357+0.00663993j -0.00408189+0.0109425j -0.00693857-0.0104847j 0.00608608+0.0033817j -0.00708174+0.000571561j 0.00797359+0.00421262j 0.00294614+0.0027194j -0.00181774-0.00122849j 0.00048737-4.80292e-05j 
-0.0017327-0.00394666j -0.00156814-0.0040045j 0.00226198-0.00436372j -0.00226428-0.0107355j -0.00537288+0.00267923j 0.00746489-8.41371e-05j -0.00112788+0.00350992j -0.00097529-0.00546861j -0.00500898-0.00198896j -0.0086924-0.0104833j 0.00566687-0.00386807j -0.00195301+0.00453873j 0.00642086-0.00613222j 0.00337367+0.00912396j 0.0182579-0.00471056j -0.00118655-0.00449864j -0.00135285-0.0188479j -0.0102624+0.00723469j 0.0106351-0.000832752j 0.0152506-0.000970325j -0.00665326+0.0112378j 0.00207885+0.0125219j 0.00498535+0.0151506j 0.0012326-0.012954j -0.00883005-0.013164j 0.00292506+0.00269657j 0.00348556-0.00346328j 0.00184565+0.000190212j -0.00299175+0.0122569j -0.0133102+0.0017647j 0.00296904+0.00703072j -0.00033897+0.00333969j -0.00526346+0.00497927j 0.00511766-0.00563157j -0.000541963+0.00617573j 0.000777154+0.000932869j 0.00347382+0.0026821j 0.00201612+0.00298815j 0.00141615-0.00428725j 0.00301199+0.000430493j -0.000142734+0.00565763j 0.00767578+0.00205988j -0.000108407+0.00334304j 0.000184637+0.0133993j -0.0148112+0.0136449j -0.00207404+0.00200662j -0.0119525+0.00509181j -0.00892923-0.00243565j -0.0118486-0.00318909j 0.000264721-0.00221666j 0.00260329-0.00635129j -0.00226913-0.00165976j 
-0.00590454+0.00713537j -0.00328128+0.001212j -0.00495517+0.000984624j 0.00302448+0.0133497j 0.00527422+0.00174141j 0.0138953-0.00767638j 0.0013872-0.00415153j -0.00626305-0.00104087j -0.00415158-0.00177201j -0.000245046-0.00113146j 0.0124152-0.00181234j -0.0240841-0.000643867j -0.00146337+0.00181334j -0.0122423-0.00329909j 0.0160469-0.00195813j -0.00573376+0.0030854j 0.00525697+0.00529801j -0.0194939+0.000980553j -0.00468696+0.00235944j -0.0133813+0.00551965j -0.0112876+0.000147404j 0.00382203-0.00234213j 0.0136693+0.000948192j -0.00190527+0.0115029j -0.00799982+0.00153061j 0.00174678+0.00120845j 0.0119912+0.00745448j -0.0162434+0.00139692j -0.00851633+0.000201331j -0.00351209-0.00184227j 0.00717032-0.00202608j -0.00913036-0.00561072j -0.00815279-0.000580397j 0.0148045-0.00617259j -0.00539523-0.00609744j -0.00116076-0.000150842j 0.00675794-0.00218951j 0.00709758-0.00248506j 0.00232215-0.0151833j -0.000316842-0.00208179j -0.00358037-0.00456786j 0.000566796+0.00333565j -0.00358891-0.00361558j -0.00413299-0.00722016j 0.00362412-0.00506669j 0.000938877-0.00217407j -0.00706745+0.00288955j -0.00584525-0.00172011j -0.00050315-0.0104766j 0.00512562+0.00196022j 0.00780943-0.00737789j -0.000452843-0.00198192j 
0.000556311-0.0114381j -0.00218874-0.0106852j 0.00328879-0.0141985j -0.000570664-0.0116109j 0.000798726+0.0176043j 0.00116016+0.0114612j 0.00386256+0.00691j -0.00355231-0.0121656j -0.000325527+0.00407299j -0.00102988-0.00587262j 0.00451324+0.000408092j 0.000350638-0.00320085j 0.00738013-0.0131547j 0.000459737+0.0379748j -0.00186468-0.000271146j 0.000644123+0.0109923j 0.00425308-0.00486013j -0.011888+0.00419554j 0.00235412-0.00578144j -0.00294053-0.0064521j 0.000911581+0.0105197j 0.00550501-0.00560581j 0.00318796+0.0214742j -0.00108588-0.00893635j -0.00176341+0.00288593j 0.00391698+0.00595829j -0.00292827+0.00668124j 0.00374097+0.00313184j -1.22492e-05+0.00636461j -0.000784866+0.0106317j -0.000839936+0.00253881j 0.00088146-0.000395267j 0.00276574+0.00532864j -0.00315104+2.25473e-05j 0.00445595+0.00622145j -0.000517815+0.00150691j -0.000898751-0.00316588j -0.00134292-0.0011207j -0.001604-0.00163135j 0.000433312-0.00125881j 0.00311417+0.00321394j -0.000389263-0.00386429j -0.00247125-0.00179117j 0.00158803+9.29431e-06j 0.00556472+0.00250906j 0.00407825+0.00149406j 0.0015289-0.000543856j -0.0039752+0.00348023j 0.000377529-0.00262621j 0.00161415-0.000688938j 0.000858557+0.000997449j 0.00270425-0.00105209j 
0.00183969+0.000962129j 0.00171056-0.0027137j 0.00096763+0.00319939j 0.00239941-0.000116821j -0.00199041+0.00114548j 0.00334258-0.00393325j 0.00288328-0.00422843j 0.00112571+0.00115572j -0.000140025-0.00331767j 0.000525632-0.00187656j -0.000902336-0.0119795j -0.00112628+0.00374075j -0.00239039+0.00625414j -0.000549993+0.000180284j -0.0116828-0.00304005j 0.00122411+0.00167895j 0.00284763-0.00920432j 0.00454925-0.000474681j -0.0022378+0.00974296j -0.0040999+0.000557994j -0.00196006+0.00448687j -0.00878096-0.00797992j 0.00272465+0.010536j -0.00546374+0.000510265j 0.00116949-0.00859637j 0.00466903+0.00443288j -0.0014935-0.000822879j 0.00190879-0.00121918j -0.00441281+0.00749091j -0.00268587-0.00285398j -0.000394947+0.00221283j 0.00220499-0.0016562j 0.000970979+0.00777341j 0.00168841+0.000231915j -0.0158041-0.00765832j 0.000954455-5.05915e-05j -0.00377997+0.00375597j -0.00214854+0.00345483j 0.00205271+0.00467764j -0.00114392-0.00027949j -0.0111648-0.008837j 0.00410965+0.00443218j 0.00147267+0.00286161j 7.24246e-05+0.006429j -0.00508151+0.0130601j -0.0114993-0.00215913j 0.00270493-0.00402566j -0.00331644-0.00940802j 0.00367771-0.00107373j -0.00055144-0.00404733j 0.00457204+0.00354698j 0.00153988-0.00116751j 
