0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
0.00306247+0.00230457j -0.00701278+0.000713703j 0.00181559+0.000527032j 0.000264604-0.000349255j 0.00807964-0.00158997j 0.00125914+0.00469297j -0.00401161+0.00544984j -0.00322603+0.00231148j -0.00298967+0.00558852j 0.00428712+0.00254596j -0.0187607+0.0186825j 0.00866401+0.00494637j -0.000661949-0.0147688j 0.00254174+0.00465682j 0.00513705+0.00274501j 0.00330222+0.000898564j -0.00870453-0.0149004j 0.00276228-0.00628645j 0.00754645-0.00485334j -0.00971287-0.0028346j -0.00364207+0.00444467j -0.0215676-0.000856357j 0.0115614-0.0037947j 0.00633823+0.00893512j -0.00599157+0.00862238j 0.00911697-0.00204458j -0.000502308-0.000296034j -0.00326825+0.00334969j 0.00198246+0.000496026j -0.00537446-0.00241703j -0.000390013-0.0070947j 0.000744884-0.00460856j 0.00395575-0.00454953j 0.00592944+0.00242476j 0.00175866-0.00604406j -0.00353584+0.0314672j -0.00232426+0.0165665j 0.00307379-0.0184867j -0.00359353+0.00540331j -0.00510049+0.0243305j 0.0048733-0.00780175j 0.00031951+0.00494153j 0.00787807-0.0372036j -0.0070403+0.00523629j -0.00182481+0.00895373j 0.00183579+0.00605445j -0.00731277+0.000873304j 0.000929064-0.00199941j -0.00302959+0.000656097j -0.000708986+0.000333176j 0.00285407+0.00220137j 0.0019869-0.000359948j 
0.000952928-0.00091774j 0.00255181-0.00235806j 0.000676058-0.0020509j -8.88601e-05+0.000672714j -0.0115898+0.000684086j -0.00576688-0.000559683j -0.00611235+0.00641432j 0.00545469+0.00784335j 0.00362529-0.00746022j -0.00671859+0.00131029j -0.000939692+0.000889499j -0.00751473-0.000110576j 0.00691942+0.00835348j -0.00287936-0.00903034j -0.00564366-0.00373952j -0.000848397-0.0103043j 0.0168072-0.00156699j 0.00313531+0.00191365j -0.000644567-0.00237246j 0.00577217+0.00865802j -0.00560278+0.00511134j 0.00844319+0.00537394j 0.00541462-0.00745045j -0.0106293-0.0061078j 0.00779409-0.0148395j 0.000386967+0.00963112j 0.00775604-0.00234929j -0.00035875+0.00519234j -0.00210181+0.00736417j -0.00256835-0.00744056j 0.00357342-0.000742651j 0.00178698+0.00145211j 0.00126443-0.00589009j -0.00735453-0.000406292j 0.00619613-0.00590889j -0.0257639+0.0345765j -0.0103292+0.0181771j 0.0139185-0.0113104j 0.00916634-0.0166637j -0.00752537+0.00269005j -0.00281047+0.00221501j -0.00798881+0.00909011j 0.000857011+0.0111247j 0.00045671-0.000214363j 0.00158869-0.00858779j -0.000544609+0.00261371j 0.00589235-0.00485932j -0.000131872+0.00360185j -0.00212991-7.70108e-05j 5.79788e-05+0.00190372j -0.00201383-0.00186878j -0.0012338+0.00274212j 
0.000426862+0.00171022j -0.0023015-0.0021541j 0.000924526+0.00284722j -0.00441906-0.000512578j -0.00175393-0.00085066j 0.000589066+0.00316431j -0.0011405-0.0041991j -0.00280295+0.002419j -6.16255e-05+0.0075038j -0.00294644+0.00153444j -0.00285802-0.00982534j -0.0124289+0.013648j 0.00200369-0.00943959j 0.0103498+0.00869679j 0.00522668-0.000790821j 0.0024408+0.00852438j 0.0192016-0.0100873j 0.00221175-0.00100761j 0.000550001-0.00472246j -0.00125372-0.00593623j -0.0112532+0.00539008j 0.00205693-0.00678069j 0.00538156+0.002271j -0.0035824+0.00284743j 0.00693691+0.00803507j -0.00235746+0.0020016j 0.00297088-0.00103136j -0.00158097+0.00473114j -0.00077801-0.000974003j 0.000513987-0.00347497j 0.00339412-0.00179466j 0.00173505+0.00392656j 0.000589416+0.00411768j 3.46014e-05+0.00394929j 0.00562656+0.00419497j -0.0292146-0.0322744j -0.0116116-0.0122424j 0.0154352+0.0137621j 0.00784983+0.000711886j -0.00990854-0.00269498j 0.000628971+0.000555697j -0.00886863+0.00138805j 0.0038385-0.00494044j -0.00248271-1.51451e-06j -0.00266771-0.000599866j -0.00160817+0.000974019j 0.00644602-0.000539207j -0.000791185+0.0019862j 0.000348279-0.00187437j -0.000529984-0.000903786j -0.00159607-0.000291421j -0.000502806+0.00124821j 
0.00122122+0.000666304j 0.000583056-0.00290373j 0.00597584+0.00412293j -0.0012774+0.0065861j -0.00854819+0.000524676j -0.0111898+0.00180226j 0.00462963-0.00866556j -0.000845726+0.00633439j -0.00874055-0.00473601j -0.0136628+0.00332736j 0.011862-0.0121251j -0.00532111+0.00682794j 0.0078921-0.00410713j 0.0177382+0.00815479j -0.00219335-0.000344853j -0.0076197-0.0039584j -0.00117949-0.0175266j 0.00215234-0.00373872j -0.0122239-0.00547481j 0.00899991+0.000211408j 0.01792+0.00577577j 0.00888828-0.00361275j -0.0026618+0.00299013j 0.0106495+0.00548362j 0.00914975+0.0001128j 0.0172379+0.0144155j 0.00375702+0.00151274j 0.0054801+0.00696052j 0.00301043+0.00433002j 0.00519346+0.00163387j -0.00224484-0.00736787j 0.00227765+0.00205682j -0.00381366+0.00169448j -0.00697869-0.000927048j -0.00405935-0.0028504j 0.0173431+0.00180543j 0.00978178+0.00481889j -0.00868858-0.00608801j -0.00272502-0.034911j 0.00927617+0.00518272j -0.0059145+0.00185341j 0.00575352+0.0162945j -0.00868121+0.00130987j 0.00965439+0.00542117j 0.00397014-0.00298769j 0.00354352+0.00803727j 0.00895504+0.0011888j -0.00188641+0.00407209j -0.00214287-0.00130599j -0.00161489-0.00105547j -0.00787161+0.000973504j -0.000362601+0.00720503j 
-0.00601745+0.00258832j -0.00585633-0.00112318j -0.00803151+0.00728737j -0.00252312+0.00534274j 0.00857442-0.00256128j 0.00963364+0.00546346j 0.00224942-0.00789029j -0.00509097+0.00372171j 0.00537358+0.00730381j -0.00213234-0.0168998j 0.0048856+0.00527611j -0.00962979-0.0232704j -0.00172581-0.00716168j 0.0167114-0.00769208j 0.0111951+0.00983407j -0.000592589-0.00736484j 0.0131791+0.00739909j -0.00253354+0.00661809j -0.00558002+0.00887175j -0.0119918-0.000546275j -0.0132822-0.00826058j -0.00627366+0.00600604j -0.00276739+0.00567154j 0.015056+0.00317336j 0.010282+0.00777667j 0.0071477+0.00205822j 0.00028709-0.000990705j 0.00299605+0.00746735j 0.00256416+0.000497676j 0.00565114-0.00691946j 0.000272233+0.000383912j 0.00219985+0.000787411j -0.00483427-0.00374669j 0.000905289+0.00232465j -0.00337561-0.000347021j -0.00631799+0.00737688j 0.00495276-0.000356037j 0.00452137-0.00245457j 0.000328174-0.00247348j 0.0040986-0.00428521j -0.00342095+0.000377349j 0.000539122-0.00464239j -0.00669414+0.00238155j 0.00141578-0.0066631j -0.000551963-0.000177938j 0.00745549-0.000370576j 0.00529176+0.00723166j 0.00192689+0.000288578j -0.0104566-0.00039158j -0.00446278-0.00147179j -0.00474162+0.00406644j 0.00042692+0.00622617j 
0.00790643+0.000285059j -0.00586324-0.000339818j 0.0114917-0.000547492j -0.00624981-0.00608698j 0.00147206-0.00317767j -0.00662606-0.0011348j 0.00212878-0.00256945j -0.000610389-0.00385523j -0.0208354-0.00499628j -0.00126835+0.00237746j -0.0143911+0.00280532j -0.00089028-0.00649672j 0.00561772+0.00164324j 0.0162193-0.000230936j -0.00532467+8.82005e-05j 0.00812262-0.0043228j -0.0130372+0.00291266j 0.00100482+0.00521843j -0.0115723-0.00170583j 0.00336063+0.00298377j 0.0222422-0.00359117j -0.00187841+0.00308963j 0.00563099+0.00493047j 0.0038319-0.0040386j 0.00641646+0.005305j 0.000832017-0.00349213j -0.00124046+0.00299657j 0.00394427-0.0049321j 0.00300092-0.0031483j -0.00364522-0.00158306j -0.00329592-0.00333037j 0.00297024-0.00320288j 0.00338647-0.00107094j -0.00637108-0.00607862j 0.00360183-0.000999074j -0.038029-0.00240712j -0.0153914+0.0029699j 0.0155024+0.00358592j -0.0008647+0.00575097j -0.00802472-0.00519446j 0.00116305+0.000401528j -0.0037534-0.00583724j 0.00374144+0.00366986j 0.00358913-0.00435001j 0.00605649+0.00662302j -0.00453567-0.00418472j -0.00189047+0.0031294j -0.00145073+0.00144447j 0.00665363-0.000648887j 0.00236094-0.0013446j 0.00167147+0.000136338j 0.000741661-0.00301092j 
-0.00407631+0.00549316j -0.0078595+0.00364694j -0.00956769+0.00153333j -0.0169796+0.00277079j -0.00784264+0.00302567j -0.00129342+0.00257038j 0.00159567+0.00768903j 0.0135094+0.0145195j 0.0184697+0.00331779j 0.000444623-0.00764782j 0.0136324-0.0124393j 0.0099502+0.00374834j -0.000666797+0.00525705j 0.0248104+0.00762767j 0.00668243+0.00418689j 0.0123254+0.00567647j -0.0033247-0.0012434j -0.0103912+0.00447721j -0.0144261-0.00994543j -0.0156411-0.00113336j -0.00586789-0.00255848j -0.00709519-0.00713752j -0.0113027-0.00420823j -0.00530443-0.00629776j 0.00489472-0.00511973j 0.0035301-0.00339751j 0.0121379+0.00796667j 0.0127801+0.00153816j 0.00127717-0.00625019j -0.00399592-0.0145397j -0.000885054+0.00767662j 0.000227581+0.00402862j 0.00185552-0.00313557j 0.00114692-0.000282027j 0.00160305-0.000963744j -0.00121534+0.00937782j 0.00264954+0.00491964j 0.000746874-0.000723449j -0.000479946+0.0191657j 0.00693219+0.00177468j -0.00649129-0.00456785j 0.00248921-0.0115672j -0.0106363-0.00753939j 0.00494095-0.00361103j 0.0030324+0.00443899j 0.00363472+0.00379076j -0.00927445+0.00278278j 0.00389633+0.0035342j -0.0037488+0.000630176j 0.00264325+0.00361133j 0.00437148-0.00161853j -0.0021727-0.00326042j 
-0.00718422+0.00211145j -0.0017855-0.00144689j -0.00384356-0.00327617j -0.00721574-0.00576994j -0.0023005-0.00409151j 0.000625804+0.00559977j 0.00714005-0.00781848j 0.00142387+0.0033762j -0.0151274-0.00161571j -0.00909416+0.00492084j 0.00163644-0.0195773j -0.0284233+0.000795961j 0.00756712-0.000395181j 0.00923133+0.00133848j 0.00669721+0.00268926j -0.0108123+0.00398729j 0.00416216+0.00769126j 0.00311888+0.0111687j -0.00344024-0.00644425j 0.00477764+0.00495984j 0.00706478-0.00562541j 0.00859273-0.00464792j 0.00406581-0.00340496j -0.00402934-0.00458001j 0.00757303+0.00789982j 0.0013033-0.00824014j -0.00141866+0.00257433j 0.00394417-0.00680705j 0.00728061-0.0120876j -0.00264503-0.0107378j 0.00526452-0.00843915j -0.000293376-0.00280709j -0.00700841-0.00264058j -0.00499857+0.00100923j -0.00191395-0.0021208j 0.0131555+0.0190247j 0.00525392+0.0127372j -0.00185885-0.00434962j -0.0131702+0.0070986j -0.0090191+0.00041659j 0.00178926-3.28557e-05j 0.000387482-0.00799393j 0.0182311-0.00269176j 0.00130705-0.0104285j -0.00660341+0.0101631j -0.00444399-0.00351706j 0.00422042+0.00482857j 0.00127903+0.00102565j 0.00533781+0.00811288j 0.00333993+0.000938778j 2.24755e-05+0.0037122j 0.00283287+0.00307956j 
0.00777638+0.00244078j -0.0121127+0.00293208j 0.00951026+0.00156468j -0.0126505+0.00624251j 0.00418569+0.00300114j -0.00667366-0.0012422j 0.00145227+0.0116076j 0.00485247+0.0134128j -0.0189783+0.00548034j -0.00583488-0.0107215j 0.00707487+0.00306473j -0.012021-0.00638947j 0.0221754+0.000347846j -0.00691228-0.0096808j -0.00555695+0.00775383j -0.0101302-0.00860092j -0.00156815-0.0119549j 0.000234063+0.00277215j -0.0057178+0.0057029j 0.022798+0.00246036j 0.00555077+0.00401319j 0.0106954+0.00690384j 0.00087519+0.00578159j -0.0142244+0.00829331j -0.0100177-0.00348134j -0.000102294-0.00106238j 0.0099851+0.00260381j 0.00388723-0.00205198j 0.00369478+0.00110184j -0.00224742-0.0118878j 0.00218162+0.00207158j 0.00128628-0.0044552j -0.0031231+0.00200655j -0.0128198+0.000597908j -0.00241774-0.000978997j 0.0109862-0.0186663j 0.00769579-0.0053034j -0.00280718+0.0073203j 0.00419029-0.00321577j -0.000361903-0.00503704j -0.00255811-0.00186441j -0.0031187+0.000657108j 0.003574-0.0014146j 0.00324627-0.00276357j -0.00365595-0.00344386j -0.00449794+0.000972953j -0.0101265+0.000786089j -0.00354584-0.00155675j 0.00468653+0.000592958j 0.0019775+0.00512325j 0.00793133+0.00342384j 0.000889849-0.00445997j 
-0.00325976+7.34221e-05j -0.00275809-0.000332112j -0.00429592-0.00536269j -0.00536566+0.00225091j -0.00954536-0.00299033j 0.0117465+0.00714128j 0.00645677+0.00657038j 0.00634073+0.0094317j 0.0116868-0.0161537j 0.00828815+0.00971155j 0.00915883+0.0200085j -0.00359495-0.0036601j -0.0123131+0.00215872j 0.000900364-0.0086266j 0.0023875+0.0140827j -0.000993879-0.00161685j 0.00968335-0.0102337j -0.00526711-0.0112186j -0.00842907-0.00334786j -0.00137167+0.0122119j -0.00382175-0.00226488j 0.00375324-0.0115741j -0.0110113-0.00271978j 0.00160365-0.00143683j 0.0156486-0.00400229j 0.00387836-0.000219831j -0.00153937+0.00512712j 0.00299993-0.00019091j 0.00119335-0.00713981j -0.00354961-0.00340193j -0.000782142-0.00852208j -0.000128917+0.00485881j -0.00534432-0.00194972j 0.0024122+0.000378449j -0.00121469-0.000406957j -0.00206607-0.023951j 0.00967099-0.0089742j 0.0029774+0.0121135j -0.0217388+0.00348982j 0.00201209-0.00288484j -0.00413752+0.00241521j 0.00608229+0.00348619j 0.00459271+0.000111931j 0.00231445-0.000462472j -0.00488241+0.0014219j 0.00471942-0.0061988j 0.00434355-0.00764631j 0.010012-0.0054321j -0.00117549+0.0125338j 0.00510597+0.00435854j -0.00105713+0.00361427j 0.00461308+0.00874623j 
-0.00489447+0.00163813j 0.0039237-0.00189467j -0.00462608+0.00678702j 0.0115108-0.0010008j 0.000730177+0.000716295j 0.00331402-0.00153191j -0.0145625+0.00664576j 0.0165257+0.00631475j 0.0121868+0.0148894j 0.00533553-0.0179873j -0.00971895-0.0109088j 0.0155731+0.000828594j -0.00396154+0.00152446j -0.00779658-0.00150252j -0.00237004-0.00183692j -0.00481227+0.00285641j -0.0114119-0.00470561j -0.0084188-0.00106512j -0.00616029+0.00146339j 0.000661492-0.00210348j -0.00917402+0.00827775j 0.00452667+0.00136436j -0.011205+0.00670889j 0.00292439+0.00792195j 0.0069138+0.000961298j -0.00783226+0.0041133j 0.000110349+0.00316084j 0.00665413-0.000757031j -0.00252726-0.00877446j -0.00130252-0.00415013j -0.00328889-0.0035711j 0.00305192-0.00441924j 0.00848637+0.00196242j 0.00150139-0.00257597j -0.000356213-0.000258852j -0.0111061+0.00463868j -0.00163116+0.00590081j 0.00604201-0.00395298j -0.0107437-0.0291671j -0.000661622+0.0041812j 6.0836e-06+0.00113952j 0.00535165+0.0112109j 0.00628217+0.00456863j 0.000532081+0.00689759j -0.00507945+0.00183689j 0.00382496+0.00130962j -0.00837852-0.00610262j 0.00127958+9.96852e-05j -0.00568415-0.000253451j -0.00164468+0.00647802j 0.00587313+0.00751388j 0.00165299-0.000773062j 
0.00795045-0.00231638j 0.00150774+0.00700952j 0.00538926+0.00720264j -0.00323089-0.00335964j -0.0113723-6.8939e-05j -0.00552064-0.00416044j 0.000757611+0.00747654j 0.0168979-0.00211893j 0.0179539+0.00747976j 0.00364991-0.00370039j 0.00532563+0.00560259j 0.000946687-0.000867725j -0.00781929+0.000491014j 0.00848122+9.00985e-05j 0.00315863-0.000137586j 0.000406188+0.00266109j 0.0138602+0.00277706j 0.00112916-0.00394569j -0.0102389+0.00228739j -0.01114+0.00088209j -0.0210512+0.00230009j 0.00394978-0.000659288j -0.0106937+0.00782063j 0.000860416+0.00644822j 0.00980472+0.00249189j -0.00179429+0.00790501j 0.0064716+0.00213781j 0.00882983-0.0037899j -0.00318135-0.00857324j -0.0139392+0.0134087j -0.0128846+0.00571917j 0.00173598+0.00419016j -0.0059767+0.00186429j 0.00208603+0.00114797j -0.00116129+0.000272145j 0.014549+0.00108421j 0.00778022-0.00399951j 0.00131181-0.00516934j 0.0131725-0.00381467j -0.00713164+0.00287238j -0.000782448+0.00411352j -0.0170933+0.00802384j 0.0120154+0.00182519j -0.0116273+0.0063998j 0.00833694-0.000347918j -0.00514817-0.00251959j -0.000325276+1.83306e-05j 0.00119744+0.0056326j 0.00494414-0.00455979j 0.00323099-0.0033918j -0.00160351-0.00731815j -0.00337879-0.00626271j 
0.00159783-0.00261538j 0.00133422-0.00345648j 0.00987848+0.0013912j -0.00744949+0.00568308j -0.00972382-0.00171166j -0.00196047+0.0131806j -0.00276922-0.00837794j -0.00332478-0.0150266j -0.00713521-0.00491426j 0.0108566-0.00651756j 0.00654958+0.000197621j 0.00944087+0.00569712j -0.0107116+0.000451174j 0.020263-0.000133453j 0.000427706+0.00315679j 0.00240485+0.000641852j 0.00690226+0.00204268j -0.00132127-0.0053976j -0.019667-0.00396264j -0.00390849+0.00425098j -0.0126659-0.00722411j 0.00152168-0.000607792j -0.00865704-0.00140179j -0.0156811+0.00101458j -0.00386771-0.00221367j -0.00445089+0.000853515j 0.00209722+0.00246457j 0.00140573+0.0102868j 0.00717128-0.0036078j 0.00497898+0.00843162j 0.00560731-0.00450305j 0.00112027-0.00249234j -0.00402539-0.00247382j -0.00248008+0.00131244j -0.000682503-0.00163026j 0.00868863+0.00787131j 0.00162096+0.00576841j -0.0034939-0.00407305j 0.012073-0.00387221j 0.00208868+0.00361967j 0.00535905+0.00623018j 0.00109791+0.00975882j -0.00172328+0.00340045j 0.00478103+0.00405524j 0.006949-0.0032075j -0.00437437+0.000471429j -0.00752196-0.0105725j -0.00636734-0.0111048j 0.0121716+0.00354883j -0.00119886+0.00807241j 0.00469211+0.00727485j 0.00320194-0.00163275j 
-0.00717758+0.00291256j 0.00855752-0.00586151j -0.00819896-0.004449j 0.00485772+0.00645442j -0.0040183-0.0114648j -0.00417929+0.00374747j -0.00851187-0.00675344j 0.0137095-0.00374907j 0.00361984-0.00372901j -0.00235419-0.00935037j -0.0179428+0.00586243j -0.0129332+0.0106263j 0.0139829+0.00473935j 0.00123876-0.000200247j -0.00221528-0.000593493j 0.00792539+0.00109983j 0.0181077-0.00263135j 0.00926595-0.000824026j -0.00056206+0.00364007j 0.000979943+0.00238291j 0.01723+0.00219608j -0.0075678-0.00209971j 0.00100571+0.00327395j 0.00692437-0.00568016j 0.00451815+0.000133426j -0.000479009+0.00996324j 0.00630545-0.00257225j 0.008615+0.0124958j 0.00504155-0.00387509j -0.00720624-0.00962663j 0.00095874+0.000295209j -0.00442387-0.00868172j -0.00191825+0.000768983j 0.000152365-0.00258595j -0.00158544+0.000358634j 0.0157687-0.00934413j 0.0100535-0.00197679j -0.00365523+0.0035008j 0.00484296+0.000963444j 0.00244464-0.000445684j 0.00536689-0.00407762j 0.00105454-0.00632843j -0.00228491-0.000803075j -0.00502689-0.00245688j -0.0046718+0.00210104j -0.0016885+0.000395341j -0.00852841+0.00789307j -0.00763842+0.00697794j -0.00193778-0.00346567j -0.00800664+0.00815331j 0.00687246-0.00164235j -0.00446851-0.00985313j 
-0.00411424-0.00289641j -0.00550328-0.00303527j -0.00326671-0.00334095j -0.00287106-0.0047086j 0.0110825+0.0083209j 0.0123109-0.00643128j 0.0041324+0.00544786j -0.00566297+0.00815881j 0.00162385+0.00163796j 0.0141351+0.00636299j -0.0340658-0.0099753j 0.00822472-0.00400222j -0.00355169-0.00225659j 0.000451756+0.00641298j -0.0109839-0.00165917j 0.00118626-0.00267917j 0.00564931-0.00253035j 0.00439283+0.00411905j -0.00273956-0.00194227j -0.00364187-0.00668481j -0.0105712+0.000282017j 0.000632401+0.000203767j -0.00068343+0.000911686j -0.00622091+0.00346376j -0.00097204-0.00286613j -0.00435557-0.00118851j -0.0058992-0.00168998j -0.0128516-0.00853028j -0.00679585+0.0126239j -0.000503055-0.00695574j -0.00111464+0.00414966j 0.00695217+0.00224795j 0.00612508-0.00109096j 0.00371837-0.00216723j 0.000827209-0.00465846j 0.0253879-0.000731893j 0.00793643+0.00269799j -0.0102264+0.00159358j 0.00639346+0.00446082j 0.00530885+0.0008062j -0.00102348+0.00362499j -0.00805802-0.00258086j -0.00597614-0.003077j -0.00790319-0.00425826j 0.00534973-0.000819636j 0.00525195-0.000825826j 0.00125609-0.00735326j 0.00930142-0.00606981j -0.00316618+0.00122112j 0.00403185-0.00626339j -0.00300033+0.00542487j 0.00502352+0.0079209j 
0.00458044+0.0101665j -0.0103977+6.67412e-05j -0.000896054-0.0061671j -0.0017358-0.00377315j -8.29162e-05-0.00517623j -0.0267126-0.00219566j 0.00364193-0.0226655j 0.00660629-0.0031813j 0.000720682+0.00798816j -0.00521004-0.0139373j 0.00219624+0.00561624j 0.00509695+0.00461992j 0.00661144-0.00188714j 0.000283212-0.00587271j -0.00582049-0.00135713j -0.00612241+0.00810448j -0.0107345+0.000322424j -0.000542765+0.00498531j 0.000501469+0.0073634j 0.00276424-0.00283983j -0.00112626+0.00665648j 0.000870584+0.00384077j 0.000602367+0.00146066j -0.00147474-0.00398271j 0.00136963-0.00745032j 0.00394812+0.00436426j -0.00154217-0.00477703j -0.0148276+0.00244634j -0.00392234+0.00660731j -0.0179013+0.00760237j 0.00306769-0.00386616j 0.000628852+0.00505944j 0.00425014-0.000723958j -0.00988214-0.000277491j -0.00316735-0.00194604j -0.00135192+0.00364666j 0.00122805+0.00219358j -0.000711069+0.000333062j -0.0135675+0.0124803j 0.00132882+0.00455599j -0.0036407+0.00842636j -0.0027684+0.0143665j -0.00370288+0.00319469j 0.00277574+0.00747385j 0.00509553-0.00617415j -0.000219013-0.00281745j 0.000970917-0.0220069j 0.0113461-0.0129001j -0.00448844+0.0124308j 0.00609311+0.00359399j 0.00345345-0.001911j 0.00452145+0.00598689j 
0.00775281-0.00369019j 0.00874959+0.00606378j 0.0225923-0.00234589j 0.000923436+0.00589255j -0.000340972-0.00348731j -0.010667+0.000390964j 0.00490989+0.0136743j -0.00355415-0.00582283j 0.00724384+0.000723008j -0.024798+0.00316078j -0.0118986+0.00389611j -0.00794441-0.000847453j -0.0111726-0.0097702j 0.00500392-0.00171784j 0.00629074+0.00264936j 0.00413145-0.00145609j -0.0074615+0.00374963j 0.0178404+0.00401175j -0.00170743-4.61758e-06j -0.00493497-0.00098306j 0.0105516-0.00131518j 0.00300224+0.00141092j 0.00495619+0.000331622j 0.000110098+0.000173827j -0.00480226+0.00566347j -0.00202712-0.00353176j -0.00297224-0.00521189j -0.00478142-0.0109339j 0.00105786-0.00840344j 0.00184505-0.00394168j 0.0161393-0.0011584j -0.00676167-0.0100338j -0.00577527-0.00231589j -0.000879999+0.000431298j 0.00367846-3.17096e-06j 0.0100812-0.00121274j -0.00738922+0.00120209j -0.0166801-0.003003j -0.00927237-0.0121891j 0.002714-0.000236637j 0.00227837+0.000639766j 0.00517791+0.00610261j -0.00429288+0.00267253j 0.0120049+0.00398049j 0.00522328-0.000484359j -0.00292326+0.00197498j 0.00471996+0.00363528j -0.0029257-9.34827e-05j 0.00736585+0.00276113j 0.00186617+0.00297283j 0.00600823+0.00437302j -0.000185425-0.00224452j 
0.00558414+0.00787493j -0.00680354+0.00445831j 0.00391112-0.00492526j -0.000459173-0.000616253j -0.0112169+0.00813198j -0.00383324-0.000374852j -0.0222639-0.0069828j -0.0215005-0.000356052j -0.0126523+0.00588844j -0.00813637-0.00149352j -0.00431834+0.0140124j -0.000538198+0.00127316j 4.54837e-05+0.000565201j 0.0115814+0.000880737j -0.009367+0.00212412j -0.00406623+0.0113601j 0.00185888+0.00422285j -0.0029529+0.0027895j -0.00376376-4.31964e-05j -0.00568608+0.00536692j 0.000425892-0.000673095j 0.00843897-0.00544562j -0.00343816-0.00243122j -0.00555987-0.00630549j -0.0023298+0.00536738j 0.00173113-0.00414291j -0.00681809+0.00565426j 0.0046319-0.00164455j 0.005785-0.00697811j -0.00215261+0.00624092j 0.000122394-0.00757673j -0.00511756+0.00283049j -0.001912-0.00416131j -0.00670435-0.00143982j 0.00269372-0.000227092j 0.0112965-0.000834518j 0.00463276-0.000374306j -0.00811519-0.00259885j -0.016177-0.0081983j 0.00145075+0.000307959j 0.00105575-0.00487025j 0.00440101-0.0023991j 0.00586741+0.00355307j 0.00539758+0.00600366j 0.00410763+0.00355703j 0.00798965-3.83015e-05j 0.0127326+0.00525413j 0.00202506+0.00919864j -0.0134425-0.00152311j -0.00516737-0.00462071j -0.00543352-0.010045j -0.00389067+0.00223344j 
0.00165982-0.00549565j 0.000229132-0.00216018j 0.00550289-0.00117606j 0.00335079+0.00252285j -0.0032114+0.00498989j -0.00569211-0.00124264j 0.0207126+0.00187162j 0.0201341-0.00615746j -0.00481759-0.0035347j 0.013555+0.00815392j -0.00128632+0.00360498j -0.00554536+0.000710874j -0.00189614+0.000465309j 0.0113815+0.00225557j 0.0029032-0.00564968j -0.0107402-0.00458235j -0.000459728+0.00307578j -0.00665516-0.0016701j -0.0115128-0.000941689j -0.0017341-0.000631719j -0.00755695-0.00493564j -0.000785098+0.00561492j -0.000749394-0.00290408j 0.00154737+0.00332291j -0.00437318+0.00415838j 0.00119596+0.000112146j 0.00751677-0.00730619j -0.000676127+0.000843018j 0.00250624+0.00140562j -0.0189689-0.00197114j -0.00241777+0.00498189j -0.00149399-0.00288814j -0.00138545-0.00107582j -0.000809189+0.00163098j -0.00367601+0.00155007j -0.00450073+0.0015335j 0.00317753-0.00442981j 0.00305872-0.00410404j -0.0134281-0.0110097j 0.00183073-0.00165649j -0.000814966-0.00401159j 0.00816991-0.0089336j -0.00185744-0.00155597j 0.00188437+0.000851977j 0.000921241-0.00337837j 0.0048055-0.00284953j 0.000276051+0.0168128j -0.0062548+0.0150592j -0.017342-0.016883j -0.010128-0.00833668j -0.00278778-0.00800463j -0.00515032-0.00718147j 
