-0.00412308+0.00455586j 0.0036451+0.00777013j -0.000468575-0.00769837j 0.00451192-0.000218346j 7.49872e-05+0.00405634j -0.00276354-0.00585886j -0.00434875+0.00129514j -0.000192029+0.00657767j -0.000746637-0.000219671j -0.000441959+0.00173991j 0.00113289-0.00439239j 0.00492079+0.00502563j 0.000478432-0.00613124j 0.0021654-0.00231092j -0.000862527-0.0033296j 0.00142698+0.00227073j -0.00059876-0.00311178j 0.00161003+0.000475024j -0.00170791-0.00383377j 0.00234594-0.00203077j -0.0003601-1.32479e-05j -0.000455804+0.000780797j -0.000451858-0.00651465j 0.00222004+0.00190449j -0.00112042-0.00211217j -0.00256876-0.00114568j 0.000700352-0.00109465j 0.000712734-0.00277583j -0.000282437+5.81833e-05j -0.00022843+0.00550027j -0.000218674-0.00314501j -0.000564073-0.00194851j -0.000154545-0.00116138j -0.000233827-0.00146178j 0.00124965-0.000273192j 0.000164231-0.00222068j 0.00257433+9.25718e-05j 0.000897082-0.00372699j -0.00060306-0.000917688j -0.00117937+0.00150702j -0.0011858+0.0009962j 0.000786888-0.00119415j 0.00115493+0.000863286j -0.000335269-0.000999967j 0.000602618-0.00246993j 0.00320486-0.00165429j 0.00107752+0.00207172j 0.00111644+0.000410446j 0.0010088-0.000769005j -0.000854302-0.0030066j -0.000204548-0.000355275j -0.00167717-0.00134122j -0.000372336-0.00396404j -0.00068881-0.00242245j -0.00247971-0.00311491j 0.000244071-0.000126187j -0.00117138+0.00231635j -0.000614084-0.00384033j -0.000777144-0.0018479j -0.000978123-0.0027025j 0.00067165+0.00204306j 0.00119577+0.0046627j 0.00159943-0.0027609j -0.00369706-0.00221711j -0.000668894+2.46913e-05j -0.000847729+0.00697052j -0.00454311-5.11952e-05j 0.00459694-0.00421823j -0.00119971+0.00644118j -0.000907051-0.00557231j -0.00870557+0.000110899j 0.00554277+0.0172989j -0.00671234-0.0146874j -0.0201277-0.0320026j 0.0113359-0.0681521j -0.0353032+0.010981j 0.0107875-0.32902j 
0.000104693-0.00133321j -0.000922765-0.000514113j 0.000619823-0.00205934j 0.0017745+0.00227145j 0.000208593+0.002581j 0.000285758+0.00233186j 0.00111355-0.00284741j -0.00268034-0.00163323j 0.0001201-0.00193056j 0.000100638+0.00144317j 0.000719588-0.00387779j 0.00248566+0.00606694j -0.000309738-0.0020581j 0.0019597+0.00369118j -0.000214297-0.00504119j -0.00178619+0.00177051j 0.000830531+0.000143467j 0.000201949+0.00539109j -0.0024094-0.00597007j 0.000399112-0.0097477j -0.000151555-0.000894511j -0.0010202+0.00284403j 4.44074e-05-0.018935j 0.00425526+0.00558538j -0.00161116-0.000297415j -0.00115388-0.00441943j 0.00506317+0.0165809j -0.0012465-0.0278893j 0.00210933-0.00858297j 0.00288294+0.00274033j -0.00356434-0.00593547j 0.00671218+0.0255239j -0.000888224-0.00241304j 0.0031442+0.0246915j -0.00178978-0.0246703j 0.00262225+0.00746189j -0.00175366+0.00194219j -0.00366193-0.0230638j 0.00215886+0.0367752j -3.94437e-05+0.00957881j -0.000466324-0.039789j 0.00183837+0.00242929j 0.0038446+0.00506697j -0.00233699-0.0271544j 0.000667089-0.0262294j -0.000983399-0.0702905j 6.81918e-05+0.0178993j 0.000977968-0.0291042j 0.00197742+0.026597j -0.00226952+0.0249325j -0.00744224+0.141987j -0.00300932+0.0195522j 0.00206769-0.0136813j 0.00252219-0.0321153j 0.00256351-0.00498947j -0.00570288+0.0113963j 0.00227373+0.00535187j 0.00346782-0.0016723j -0.00228198-0.00978019j 0.00232049-0.0143594j -0.00127559-0.0127845j 0.000295918+0.000359782j 0.00488525-0.0116153j -0.00174658-0.00834972j 0.000654689-0.00112708j 0.00123487-0.000932611j 0.00122817+0.000108186j 0.00316429-0.00597176j 0.00318084+0.00103052j -0.000103322-0.00585578j -0.00163138+0.00066502j -0.000429394+0.000436644j 0.00106685-0.00124291j 0.000919933+0.00271658j 0.00189332-0.00275818j -0.000811166-0.000919433j 0.000802349-0.0014939j 
0.000588236-0.000397313j -0.000397943-0.00100935j 0.00153791+0.00228275j -0.000846444+0.00229444j -0.000342019+0.000133061j 0.00133435-0.00121486j -0.00196088-0.00485225j -0.00131009+0.00178451j 0.000588176-0.00256341j -0.000205428+0.00375365j -0.00268488-0.00188278j 0.00145993-0.000891317j -0.000168478+0.00017695j -0.000165475-0.0011772j 0.00106562+0.00176732j 0.000481883+0.00575364j 0.00288711-0.0012073j 0.00117035+0.00690439j 0.00277327+0.00124164j -0.000351609+0.00941586j 0.000423145+0.0053462j 0.00065434+0.00264139j 0.00324948+0.00198212j -0.000699143+0.0105613j 0.000590582+0.000423375j -0.00305279-0.0107007j 0.00126914+0.0202726j 0.00119043-0.0048477j 0.00494549-0.0108172j -0.000723721+0.0133864j -0.00263367-0.00636258j -0.000384342+0.0130211j 0.000709327+0.00663225j -0.00511012+0.00315094j 0.00250852+0.0275738j -0.00148639-0.0178389j 0.00458854+0.0240175j -0.00174905-0.0236112j 0.00191761+0.0406629j 0.000606314-0.0220946j 0.000520203+0.0450563j -0.000326164+0.0264411j 0.000330217+0.0217113j 0.00137924+0.0781334j 0.00141665-0.0815718j 0.00213619-0.0172977j 0.00332587+0.0213489j -0.00102787+0.0415058j 0.000160468-0.00519485j 0.00450394-0.0927266j -0.0031981+0.0363492j -0.00201036-0.047984j -0.00647456-0.043317j 0.00224781+0.03437j 0.00503535+3.19661e-05j 0.00157862+0.0129014j -0.00131277-0.00424135j 0.00436355-0.00735485j -0.0018892+0.00275092j 0.0042685-0.0110139j -0.00203966+0.00428279j -0.00323615-0.0102236j -0.00128858+0.00191323j -0.0022901-0.00510683j 0.00309898+0.00474103j 0.00168133+0.000356032j -0.000354076-0.00321759j 0.000104717-0.0067838j -0.000144542-0.00183164j 0.00041955+0.00347057j -0.000183337-0.003882j -0.00114444+0.0027269j -0.000604907+0.00175257j -0.000776738+0.00271132j 0.00134131-0.000262211j 0.000205895-0.00186318j 0.00118134-0.00018545j 
-0.000812006-0.00218639j -0.00129976+0.000709048j -0.000223189-0.00126603j 0.000603668+0.000173344j -0.000257751-0.000446285j 0.000502493-0.00199614j -0.00136586-0.00175663j 0.000155095+0.00181569j 0.000532701-0.000318144j -0.00040932+0.00314643j 0.00101243-0.00390936j 0.0028777+0.00890266j 0.00146499-0.00350084j 0.0023239-0.00250494j -0.00175536-0.00888465j 0.000184748+0.00608747j 0.00176343+0.00446153j -0.00177182+0.00638722j 0.000154779-0.00727872j 0.0020799-0.0108204j -0.00147983+0.00198883j -0.00161251-0.00763955j -0.00205454-0.00603207j 0.00432513+0.0152588j -0.000218482+0.00528443j -0.00551689-0.00738417j -0.00806947-0.0284332j 0.00421037+0.000836187j -0.00376547+0.0153136j 0.00360298+0.0168523j 0.00411329+0.000139096j -0.000207187-0.00249868j -0.00390413-0.0427176j -0.00142965-0.00924797j -0.00174175-0.0220829j -0.00377215-0.0728489j -0.00130212-0.0419684j -0.00527675+0.000536239j 0.00146107+0.0589875j -0.00232517-0.037399j 0.00204079-0.0289425j -0.000153785-0.0825323j 0.00134436-0.0168116j 0.00134084-0.0300575j 0.00149522+0.00194801j 0.000287609-0.105464j -0.000580492-0.016568j -0.00283575+0.0327286j -0.000551689-0.0430026j 0.000721562+0.0483295j -0.00279408-0.0146459j 0.00244839-0.023967j 0.000139816-0.00836209j -0.00100397+0.0108383j -0.00391031-0.0183911j -0.0040086+0.0024452j -0.00252165+0.00848139j 0.000613632+0.000805873j 0.00272217-0.0235331j -0.000410427-0.00953713j -0.00448552+0.00606449j -0.000254967+0.0013671j 0.0036881-0.00607978j -0.00222596+0.00162932j -0.00128786-0.00571027j -0.000844618+0.00823091j -0.00304933+0.00260852j 0.0015641-0.00427382j 0.00157615+0.00349869j -0.000383498-0.00306719j -0.000739691-0.00209369j -0.00256681+0.00240544j -0.00017425-0.00371882j 0.000936687-0.000748676j 0.000169511-0.00158779j -0.00166199-0.000413063j 0.000723095-0.00272034j 
0.000608248-0.00102089j -0.000848831-0.00125466j -0.00126797-0.00129535j 0.000569523-0.00150679j 0.000258277-6.47026e-05j 4.64679e-05+0.00212291j 0.00164794+0.000435352j -0.000942021-0.00273951j -0.000962872+0.00151179j 5.53151e-05-0.00439493j 0.00188806+0.00435677j -0.00271727+0.000358412j 1.32999e-05+0.00430426j -0.000236927+0.00558846j -0.0028971-0.000989582j -0.00207117-0.00190967j 0.00126634+0.00417399j 0.000486267-0.00326726j -0.00437661-0.0106043j -5.54141e-05-0.00265078j 0.000726792+0.00604383j 0.00168984-0.00450202j 0.00428823-0.0058461j -0.00225496-0.0131936j -0.00132635-0.00694714j -0.00188035-0.0286311j 0.00175051+0.0113066j 0.00173903+0.00965896j 0.00391138-0.0197274j 0.00285418-0.0142709j -7.1776e-05+0.0121164j 0.00342278+0.00524984j 0.0025871+0.0122559j 0.00329608+0.052301j 0.00222096+0.0303934j 0.00049896-0.0631606j -0.000260413+0.00340603j -0.00041712+0.00402072j 0.000275674-0.0251464j 0.001734+0.0319361j -0.00175088-0.0800581j 7.53166e-05+0.021586j 0.000478791+0.0367621j 0.00127736+0.0390781j -0.00406427+0.0537747j 7.97802e-05-0.0087879j 0.00117884+0.0387761j 0.00197201+0.0113079j -0.001248+0.0598878j -0.00146951+0.0196284j -2.05969e-05+0.0157082j 0.00668959-0.0487762j 0.00319704+0.00513171j -0.00419708-0.00480864j 0.00488605+0.00064739j -0.00390553+0.000843942j -0.000731614-0.00635649j -0.000733355+0.0127474j -0.00207481+0.0057938j 0.000173248-0.00238715j -0.00122268-0.000810572j -0.000210504+0.0101409j 0.00182046-0.0090993j -0.00231679-0.00346482j -0.000904725-0.00605022j -0.00115473-0.00239766j 0.00211294-0.000713676j -0.00189347+0.00555435j 0.00043333-0.00478401j -6.16035e-05-0.00395413j -0.000876052+0.00104334j -0.000164203-0.000145219j 0.00066028-0.00162169j 0.000735154-0.000972884j -0.000597725-0.000917153j 0.000840313-0.000977348j 0.000363378+0.00115085j 
0.000156922-0.000328315j -0.000257863-0.000255689j -0.0012677-0.000736763j -9.82282e-05-0.00199187j -0.000224189-0.00264735j 0.00233671-0.000995008j -0.00153493-0.00454458j -0.000921929+0.000352179j 0.000612825+0.00524629j -0.00211956-0.000971072j 0.00102185+0.00414993j -0.00141783-0.0004935j 0.00115929+0.00651609j -0.0025095+0.004863j -0.000550238+0.00998889j 0.000135691+0.00318327j 0.0040035+0.00359444j 0.000773042+0.00357979j -0.00412366-0.0207631j 0.00612605+0.0100917j -0.00279309-0.0051208j -0.00098488+0.000122341j 0.0018888-0.000623167j 0.000830113+0.0169829j -0.000878433-0.00529356j 0.000891759+0.000793259j -0.00557257-0.00339477j -0.00371791-0.0130233j -0.000631844+0.0491671j 0.000433132+0.0320767j 0.000770994+0.0129185j -0.00243107+0.032576j -0.00553188-0.076509j -0.00230565-0.0242503j 0.00205583+0.00110468j -0.00292571-0.0571306j -0.000387972+0.0227862j -0.000757391-0.0776063j 0.000568711-0.0328105j -0.00107228-0.0347248j 0.000718813+0.0207099j -0.00166729+0.0216851j -0.00264782+0.0344836j -0.000647927-0.00912321j -0.00136131+0.0438757j 0.0020576+0.00739894j -0.000468795-0.00601346j -0.000503023-0.0102176j 0.00139662-0.0684919j 0.00443802-0.00551851j 0.00346684-0.00227767j -0.00279548+3.89998e-05j -0.00250201+0.00359317j 0.000698104-0.00870078j 0.00152186-0.00483118j 0.000822405-8.41372e-05j -0.00237979+0.00591162j -0.00551467+0.0121248j -0.00456307+0.0236647j 0.00143614-0.00192082j -0.00453922+0.00813439j -0.00059435-0.0032444j -0.00172003-0.0107899j -0.00305867-0.00694836j 0.00119109-0.0084087j -0.00264804+0.00368083j 0.000499884-0.00659699j -0.00111855-6.97089e-07j 0.000197511-0.00447979j 0.00112691-0.000208258j 0.00065848-0.00526929j -0.00273958+0.000819048j -0.000214262-0.00266774j -0.000206128-0.00245091j -0.00145474+0.00138376j -0.000264934-0.000632413j 0.000536463-0.000633882j 
0.000664111+0.00215028j 0.00129608-0.000265109j 0.00369967+0.00128517j 0.000764273+0.00621438j 0.000518728+0.00626298j -0.000694098-0.000807013j -0.0022772-0.00502649j -0.00299698+0.00708224j -0.00316328-0.00708678j 0.00109034+0.00196986j -0.00101632+0.0066435j 0.000923101+0.000449968j 0.00337569-0.00953121j 0.00159782-0.00906012j -0.00116065+0.00127887j 0.00549436+0.00443418j 0.00106544-0.00460405j 0.00286364+0.00821223j 0.00091256-0.00336331j 0.00185288+0.0148087j -0.00400691-0.0051154j -0.00410245+0.0108142j -0.0022812-5.47999e-05j 0.00265924-0.0111208j 0.00313776+0.0191879j -0.000507941+0.0171065j -0.000388188-0.00954065j 0.00251174-0.0253978j -0.00106708-0.0139736j 0.00670077+0.064496j -0.00358531-0.0132335j -0.00599939-0.0700986j 0.00346924+0.00197787j -0.00352438-0.0341175j -0.000492621+0.0385907j -0.00229901+0.00359148j -0.00390713-0.0762775j -0.000604995-0.0586113j -0.000271994-0.0207648j 2.48212e-05+0.109766j -0.0033224+0.0892363j -0.00268801-0.011808j 0.000287877+0.02744j -0.00390521+0.0363492j 0.00393811-0.00579474j 0.0058835-0.0797088j 0.0026357-0.00253689j 0.00614417-0.0653589j -0.00160634+0.0159409j -0.00292603-0.0165368j 0.000650014-0.00945212j 0.00106789+0.015855j 0.00333245-0.0141386j 0.00220737+0.0132618j -0.00219015+0.00244776j 0.00360236+0.0132069j -0.00362126+0.00486546j -0.00235935+0.0203319j 0.00146028+0.0029886j 0.0027543-0.0118466j -0.00129095-0.00602086j 0.00595237-0.00678895j -0.000514028-0.00151063j 0.0016611+0.0096056j 0.00333036+0.00960881j 0.00094836-0.00162226j -0.00109147-0.00682389j 0.00102336-0.00174164j -0.00299098+0.00763331j 0.00309467+0.00747277j 0.00236843-0.00550618j 0.000647991-0.00134914j -0.000417584+0.00641914j -0.000562668+0.00653952j 0.00384235-0.00165883j -0.00132856-4.17675e-05j 0.00059798-0.00235188j 
4.69588e-05-0.00128606j -0.000900858-0.000460152j 9.34026e-05+0.00114813j -0.000674404+0.00015935j -0.000721195-0.000157j -0.00103134-0.000882396j 0.000786924+0.00236208j 0.000166614-0.00275406j 0.00019514+0.00242752j -0.00150838-0.00482473j 0.00190273-0.00110505j 5.45925e-05+0.00412565j -0.00106989+0.00106727j -0.000714018+0.000712581j 0.00208106+0.00381427j 0.000392657-0.00820749j -0.00055443-0.0026676j -0.000268615+0.000354332j -0.000426402+0.00172753j -0.000517801+0.00849119j 0.0007198+0.00860001j 0.00328825-0.00215219j 0.0039125-0.00709552j -0.00359496+0.00400516j 0.00460676-0.00238396j -0.00696968-0.036277j 0.000159194+0.0134047j 0.00352495+0.0246067j -0.00168553-0.0811765j 0.00297128+0.00249523j -0.000542187+0.0436591j 0.000909553-0.00822236j -0.00339279-0.042246j 0.000511621-0.0302896j -0.00072841-0.0127581j 0.00151035-0.0416389j -0.00184161+0.066089j -0.000835888+0.0363592j -0.000254547-0.00091675j -0.00224235+0.0607144j -0.000255382-0.00338551j 0.00161991+0.0167847j 0.000521051+0.0211374j 0.00440681-0.0601142j 0.00443162-0.0449928j -0.00377392-0.00973398j 0.000637182+0.00468546j 0.00293589+0.0259862j 0.00375422+0.0355365j -0.00282576+0.0121608j -0.00445196+0.0167636j 0.000881237-0.024619j -0.00112778+0.00376285j -0.00244588+0.0197427j 0.00328015+0.00406475j -0.00176147-0.00278124j 0.00100989-0.00719067j 0.00236354-0.00745599j -0.00297251+0.00453259j 0.000488862+0.00514843j 0.000327039+0.00220364j -0.00169846+0.00287982j -0.00251456+0.0024689j 0.000430309-0.00432269j -0.000336689-0.00249364j -0.00233069+0.00104418j 0.00132357-0.00386769j 0.000989435+0.00386849j -0.00127499+0.00111812j 0.000697364-0.00296381j -0.00220544+0.00231569j 0.000825004+0.00269952j -0.000375799+0.00143724j -0.000668641-0.000443818j -0.000623567+0.00108102j 0.000462739-0.00118421j 0.000599635+0.000472162j 
0.000952797+0.00244623j 0.00148431-0.000886061j 4.75689e-05+0.00146934j -0.00093351-0.000828817j -7.46616e-05-0.00408516j 0.00314811+0.00189289j 0.000697709-0.00279615j 5.18252e-05-0.00370692j 0.00170502-0.00290321j 0.00135445+0.00379341j -0.0022047-0.00120038j -0.00132495-0.0061161j -0.000888792+0.00533372j -0.00244955+0.00114737j 0.00373728+0.00733743j -0.000328887-0.00161201j 0.005541+0.0064574j -0.000181041+0.0120838j 0.00167338+0.0145354j 0.000448496+0.00438088j -0.00279873-0.00754241j 0.00433822+0.00119745j -0.00315233+0.0161537j -0.00105579+0.000379759j 0.000608778+0.0095587j -0.00407429-0.0353209j 0.00181531-0.0213238j -0.000803481+0.040749j -0.000429391+0.0452554j -0.00278443-0.0210439j 0.000417571-0.0179521j -0.00128496-0.107474j 0.000853761-0.0245343j 0.00133029+0.0312948j -0.00128412+0.0251161j -0.000735046+0.0674301j -0.000196138+0.0511513j 0.00506151-0.000831468j -0.000895704+0.0300538j 0.00195373-0.0217223j -0.00198291+0.00725657j -0.00429122+0.0919685j -0.00120204+0.0215364j -0.00129622+0.00459734j -0.00434875+0.0511135j 0.00066558-0.0121513j -0.00364491-0.00243936j 0.00316748-0.0233049j -0.00335054-0.0206544j -0.00368703-0.00423281j 0.00778432-0.0330235j 0.00731773-0.0220922j -0.000559771-0.00331926j 0.00423234-0.0200546j -0.00146852+0.00682966j 0.00109893-0.00741576j -0.00175492-0.00123118j -0.00312563-0.0124953j -0.000944105+0.0124936j -0.00183079-0.00921664j -0.00292796+0.00629419j -9.40006e-05-0.00708061j -0.00185442+0.00816474j 0.00215741+0.00154159j 0.00180729+0.00254018j 0.00231407-0.0101616j 0.0016549+0.00263484j -0.000541805-0.00302192j 0.000564949+5.27038e-05j 0.00034256+0.0012333j 0.00133568-0.0028907j -0.00113734-0.00176039j 0.000335543-0.00101472j -0.000688319-0.000117356j -0.000437331+0.00153208j 0.00141964+0.000187011j -0.000517944+0.00234662j 
-0.00124438-2.34638e-05j 0.000282906+0.0019276j -0.00139138-0.000359214j -0.000690117-0.00261593j -0.00039722-0.0012513j -0.00132426-0.00264908j -0.000325085+0.0039514j 0.000447681-0.00226716j -1.63797e-05-0.00152262j -0.000178267-0.00592737j -0.00013234-0.00341701j -0.00158378-0.000688001j -0.00310834+0.00370624j 0.00254761-0.00579558j 0.000782+0.00105832j 0.00334002-0.0069362j -0.00200313-0.00209478j -0.00434336-0.00924774j 0.00269509+0.00236399j 0.00445459+0.004972j 0.000958024-0.00806745j 0.00128533-0.0135024j -0.00578968-0.00142486j -0.00177255+0.0254594j 0.0066274-0.0374801j -0.000684717+0.057251j -0.00393904-0.041122j 0.00461007+0.0896037j -0.000446635+0.00941907j 0.00100165+0.0423493j 0.00395595-0.0048833j 0.00188486+0.0291931j -0.000452455-0.0720207j -0.00173766+0.0870644j 0.000217319-0.0175078j 0.000246485+0.0297474j -5.06527e-05+0.0295175j -0.00270033+0.0380855j 0.00136042-0.0283696j 0.00029831+0.022073j -0.00280496+0.0181123j -0.00097485-0.0142491j 0.00403148-0.0445301j 0.00429967+0.0124321j -0.00103306+0.00740781j 0.000173782-0.0124609j -0.00251102+0.00299957j 0.000368679+0.0134516j -0.00560018-0.011271j 0.0013284+0.00657822j 0.0022812-0.0293012j -0.0027753+0.01148j -0.00039263-0.00114417j 0.000848733+0.0110991j -0.00366366+0.000470124j 0.000938349-0.00268663j -0.000490594+0.00521365j -0.000268718-0.00987418j -0.00208058+0.000629852j -0.00116547+0.00786677j 0.00318052+0.000389711j -0.000222556+0.00622305j -0.000944+0.00124626j 6.18116e-05-0.00066839j 0.000175051+0.000677748j -0.00146261-9.43805e-05j 0.00235099-0.0024217j 0.000193109+0.00366369j -0.000620472-0.00276224j -0.00162418-0.00139977j -0.00176487+0.00572731j 0.00150026+0.000871491j -0.00032201-5.52991e-05j -0.000771511-0.00224664j -0.00145206+0.00227579j -0.000498786+0.00130947j -0.000741572-0.000482335j 
-0.000709077-0.00144186j -0.000846246+0.000780094j -0.00204093-0.00238306j 0.000822377-0.00274366j 0.00132462+0.00153792j -0.000755906-0.000282998j -0.00155984+0.000495856j 0.000353849+0.0060549j -0.00325344+0.00272314j -0.00338886-0.00575712j -0.00184036+8.25985e-05j -0.00163941-0.00358991j -0.000783293+0.00023269j 0.00114565-0.0074543j -0.00515158-0.00860873j -0.00059248+0.00360648j -0.00113951+0.0120259j -0.00159968-0.0126431j 0.00266434-0.00949318j 0.00277851+0.00690175j -0.00261135+0.00891288j -0.00511584-0.00825885j -0.00141406+0.00768269j -0.00244441-0.0373459j -0.00179166-0.00271655j -0.00152611-0.00877736j -0.00830268-0.13557j -0.00207977-0.0229576j -0.00260565+0.0186773j -0.000954861-0.0395026j -0.000160724+0.0040551j -0.000676072+0.0757344j -0.00118417-0.0209006j 0.0024615-0.037925j 0.00315577-0.00674855j -0.00303839+0.00453019j 0.000836678-0.0314009j -0.00317607+0.025674j 0.00263091-0.0318484j 7.80666e-05-0.0188398j 0.00244574+0.0135561j -0.000815552-0.0108483j -0.00315483+0.0334864j -0.00310118+0.0169488j 0.00179006-0.00165243j 0.00533297-0.0181881j -0.00356382+0.00772887j -0.00317471+0.00538669j -0.00194603-0.004418j -0.00148427+0.0326813j 0.00596065-0.0196704j -0.000532196+0.00539084j 0.00132966-0.000248139j -0.00458505+0.00869119j 0.000341964-0.0225177j -0.00130678-0.00132597j 0.000108804-0.00405424j 0.000298848+0.0125909j 0.00323656-0.00564061j -5.67875e-05+0.00624657j 0.000585788+0.000807259j 0.00170504+0.000762052j -0.0002818-0.00460803j -0.00208904+0.00459258j 0.000176473-0.00235705j -0.00276541+0.00819308j -0.00143857-0.00397265j -0.000615922+0.00217626j -0.000421992-0.00305802j -0.00292443+0.00274408j 0.00120715+0.00324643j 0.000483418-0.00241878j 2.99438e-05-0.00261671j 0.00188906-0.00251046j -0.000674322-0.00238778j -0.000712259+0.0007314j -0.000287351-0.000948724j 
-0.000214501-0.000944198j -0.000506038+0.000285602j 0.0017836-8.27394e-05j 0.00050243+0.00316846j -0.00201872-0.00385184j 0.003803-0.000998663j -0.000794011-0.00861189j -0.00264106-0.0048653j 0.00073681-0.00383749j 0.000820783+0.00408142j 0.0055947+0.000617893j 0.00301646+0.0202958j 0.00299722-0.0096709j 0.0016523+0.00180565j 0.00118451-0.00196188j 0.000868498-0.0060654j -0.000171012+0.00325757j -0.00227511+0.0105043j -0.00425558-0.00824739j 0.00152558-0.0269257j -0.000761379-0.00036281j -0.00581834+0.00450887j -0.00341423-0.0782485j -0.00172044+0.05644j -0.00478746-0.0589991j -0.00885622-0.055673j 0.000460411-0.0552616j -0.00357667-0.0574315j 0.00251734+0.0342821j 5.10861e-05+0.0505446j -0.000878014-0.110494j -0.00209427-0.0309888j -0.000871298+0.00666447j -0.00121275-0.026341j -0.000650634-0.0149129j -0.00337558-0.00516537j -0.00352184+0.00493177j 0.00557514-0.0390082j 0.00156182-0.0492572j -0.00195454+0.0286875j -0.00165725+0.0136699j 0.000382167+0.00394358j -0.000488312-0.0170929j 0.00150233-0.00690475j 0.0012637-0.0248939j 0.00425215-0.0262981j -0.00230541+0.0169899j -0.00453208+0.0249391j -0.000289891-0.00806583j 2.73674e-05+0.0101402j -0.00524668+0.00484997j -0.000534993-0.0118117j 0.00330689+0.00266324j 0.00087092-0.0013409j -0.00360028+0.0113894j -0.000596903+0.00167215j -0.000168724+0.0145302j 0.0011382-0.00902182j -0.00325635-0.00228883j -0.000294891-0.0117591j -0.000718407-0.00272505j 0.00105375+0.00243769j 0.00305276-0.0030373j 0.000462766-0.00355084j 0.00112263+0.00265296j 0.00148882-0.00933572j 0.00199512-0.00227595j 0.00326452-0.00461838j 0.0012944+0.00737256j 0.00237357-0.00474389j 0.000692752-0.00582113j -0.00279112-0.00100589j 0.00063349-0.0030861j -4.65873e-05-0.000373759j 0.0001881-0.000118481j -0.00130988-0.00284643j 0.00228329-0.00312907j 
-0.00189542+0.000602353j 0.00089239+0.00311442j -0.000311472-0.000378797j -0.000506386-0.00132393j 0.00160295+0.0014412j -0.000850759+0.00181338j 2.01084e-05+0.00195746j -0.000318373+0.00440003j -0.00267769+0.00244537j 0.00032482-0.000144049j -0.000882185+0.00305404j 0.00176431-0.00363979j 0.00176425-0.00634443j -0.00489915-0.00886529j -0.00162172+0.0125031j 0.00423534-0.0142133j -0.00813265+0.000136053j 0.00247057-0.0314003j -0.00309015-0.00377885j -0.000950316-0.00146927j -0.00297126+0.0126497j -0.00310745+0.0369379j 0.00278355-0.0522492j -0.00864632-0.0981466j -0.00755424-0.0771499j 0.00491746+0.0327739j 0.0035669+0.0297151j -0.000525155+0.111743j -0.00122221+0.0363552j -0.00107981-0.0709917j 3.5944e-05-0.0870333j 0.00396568-0.00349395j 0.000379919-0.0286233j -0.00133143-0.0428346j -0.000566433-0.0370985j 0.0019189-0.00571884j 0.0067755-0.0616603j -0.000110475-0.0206281j -0.00294025+0.00539743j -0.000785631+0.032318j -0.000407869+0.0154741j 0.00145639+0.0275344j 0.00244813-0.00338989j 0.00128934+0.00177536j -0.00692615+0.00964863j 0.000655209+0.0173338j -0.00820592+0.0394299j 0.00692249-0.0012757j -0.000966996+0.00157711j -0.000413799-0.0012146j -0.000852666+0.00565853j -0.00301784+0.0117129j 0.00258926+0.0145946j -0.00386016+0.0140705j -0.000146454+0.0132467j 0.00368432+0.00524829j -0.00228831-0.00117042j -0.00106796+0.00153248j -0.00257648+0.00745809j 6.74502e-05+0.00719349j 0.00409285-0.00263148j 0.00287566+0.00674886j -0.00306701-0.00115397j -0.000708066+0.00883206j -0.00175143+0.00540496j 0.000960838+0.00364719j -0.00129014+0.000972282j -0.00042672+0.00405128j -0.00221904+0.000557461j -0.000723491+0.00387806j 0.00170471+0.0033948j 0.00204438-0.00312624j -0.000154812+0.000908236j 0.000645047-0.00138699j -0.000135226-0.000786838j -0.00110041+0.00166666j -0.000763512-0.00148827j 
