2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.00968592+0.00258436j 0.0036214-0.000383797j -0.0201114+0.00732654j -0.00225816-0.000192662j 0.0166352-0.00261763j 0.00182827-0.00507407j 0.00366026+0.00781809j -0.00255871-0.00571785j -0.00452649+0.00529068j -0.00703752-0.00119711j -0.0042815+0.0109884j -0.00603708+0.00212486j -0.00611248-0.00276234j 0.00813856+0.0187225j 0.0140248+0.00548603j 0.000516326-0.00680785j -0.00463683-0.0124198j 0.00233829+0.0073326j -0.00449054-0.0145274j -0.00841556-0.00536045j -0.00372532-0.00127441j -0.00037855-0.000273837j -9.62588e-05-0.000435181j 0.0032627-0.000819184j -0.0037557-0.00731752j 0.00231867+0.00170358j -0.00495115-0.00919865j -0.00989305-0.000636727j 0.00153072+0.00213985j -0.00259473+0.00751055j 0.00511499-0.00225518j -0.00166468-0.00511588j -0.00254074+0.00120782j -0.000459022-0.000112056j -0.0108998-0.00454777j 0.0026653+0.00287393j 3.02701e-05+0.00495884j -0.00883747-0.00405358j 0.0105919+0.0060818j 0.0143416+0.00166207j -0.00511784-0.00800082j 0.00770694+0.00436483j 0.00169828-0.00115949j 0.0107555+0.00350787j 0.00586844+0.00532805j 0.00539603-0.00800901j 0.00451842-0.00708864j 0.0115922+0.00228383j -0.0120299-0.0105836j -0.00438826+0.00205577j -0.0160486-4.02221e-05j -0.00637207-0.00610812j -0.00748205-0.00115808j 0.00558857+5.72261e-06j -0.00401655+0.000125209j 0.0120733+0.00130775j 0.00266357-0.00257174j -0.0052466-0.0029261j -0.0114261+0.00723861j -0.00234886+0.00636241j 0.00610853-0.000231999j -0.00166246-0.00463064j 0.00564762+0.00607192j -0.00985116-0.00198287j -0.00334386-0.000736288j -0.00133241-0.00288416j 0.00492051-0.00271905j 0.0057764+0.00108518j -0.00046671+0.00192397j 0.00283511+0.00702453j -0.00467098-0.0109152j -0.000523143+0.00628141j 0.00400444+0.0065496j -0.00234877-0.00155433j -0.00182839+0.00165144j -0.000329193+0.00135533j 0.00520861+0.00226251j 0.00925886+0.000602989j 0.000775882+0.00374369j -0.00540881-0.0134765j 0.00324902+0.0121823j 0.00415501+0.0053839j 0.00875263-0.00361281j -0.000310345+0.00110275j -0.000214198+0.00182814j -0.00690359+0.00142312j 0.000826724+0.00166423j 0.0014093-0.00134889j -0.000656438-0.000808022j 0.00236855-7.80005e-05j 0.000938194+0.00335998j 0.00338163+0.00136234j 
-0.000988778+0.00159087j 4.22414e-05-0.000830152j 0.0114422+0.00314162j -0.00150745-0.00344533j -0.00432693+0.00406823j 0.000205085-0.000485671j -0.00267509+0.00338417j -0.00586292+0.00788499j -0.000338922-0.00140872j 0.00768644+0.0016214j 0.00821688-0.00964852j -0.00478521+0.00645032j 0.00518595+0.00523221j 0.00178104+0.00361991j -0.00821019+0.00694578j -0.00643169-0.00143331j 0.00376878-0.00187466j 0.00103282+0.0167768j -0.0105033-0.00370279j 0.00881466-0.00816615j 0.00458616-0.00447943j 0.00511881-0.0064607j 0.00375263+0.00178255j -0.00264804+0.0102206j 0.00442294-0.00765689j -0.000263288+0.00249609j 0.00182021+0.00383122j -0.00507147-0.00133625j -0.0082009+0.0046945j 0.000249242-0.0061668j -0.00501094+0.00285786j 0.000171383-0.00804938j -0.00460379+0.00185823j -0.00254769+0.0118351j -0.0050596+0.00286902j -0.00115765+0.00357663j -0.005975-0.00326644j 0.0019672-0.00314646j -0.00308262+0.0192248j -0.00338276+0.00932477j -0.00627004-0.0113598j 0.00282566-0.00129499j -0.0125807+0.0148575j -0.00440142+0.00346187j 0.00859988+0.00256008j -0.00644527+0.00433654j -0.0153631+0.00868324j 0.00224623+0.00707128j -0.00149458-0.022835j 0.00346943-0.00040015j 0.00982948-0.02003j -0.00173265-0.00175147j 0.00159411-0.00464343j 0.00152489+0.00653649j 0.00244903-0.017258j -0.00344896+0.00854539j -0.0149974+0.0174125j -0.00209757-0.00612227j -0.000394429+0.000485522j 0.00623624+0.00453141j -0.00548589+0.00757102j -0.00165208+0.00753282j -0.00124236+0.00432471j -0.00741246+8.15927e-05j 0.00289866-0.000103792j -0.000623024-0.00324814j 0.00130563+0.00396891j -0.00339241+0.0045009j 0.00816431-0.00265289j 0.0024195+0.00261818j -0.022649+0.00955265j 0.0127949-0.00377667j 0.00551174-0.000366485j 0.000793206+0.00176847j -0.00544491+0.00144221j -0.000558469+0.00144327j 0.00316637+9.53e-05j -0.0046992-0.00128621j 0.00448488+0.000482342j -0.0167645-0.00360657j 0.0125816-0.00327663j 0.000137864+0.00121413j -0.0183836+0.00504592j -0.00262962+0.00130609j 0.00430051+0.000449842j 0.00801601-0.00163093j -0.00295554+0.00345652j 0.00263641+0.00314833j -0.00131655+0.00182808j -8.07519e-05+0.00206906j -0.00159981-0.000782209j 0.00200712-0.000702904j 
-0.0013782-0.000528489j 0.000339009+0.000711904j -0.00859968+0.00188552j -0.000329178-0.00601207j 0.00716523+0.00450639j 0.000619606+0.00146131j -0.0032348+0.000822689j 9.10595e-05+0.00808673j 0.00198666+0.00342864j 0.0020902+0.0114771j 0.0155941-9.62936e-05j -0.00502331-0.00346987j 0.00628305+0.000781674j 0.00125235+0.00903388j -0.00969846-0.00223517j -0.00525711-0.004188j 0.00448765+0.000335893j -0.00526523+0.00360349j -0.00731641-0.0172739j 0.00840738-0.00155656j 0.00548033+0.000957031j 0.00613095+0.00290174j 0.00426411+0.00419148j -0.00228919+0.00751512j 0.00370632-0.00380088j 0.00218261+0.00220226j 0.00538794+0.00604802j -0.0032732-0.00277846j -0.00893877-0.00361997j -0.00217293+0.000259482j -0.00535735-0.00192062j 0.00194343-0.00139266j -0.0036517+0.004119j -0.00558245+0.00454696j 0.00790534+0.0142389j 0.00606408-0.00377941j -0.00555277-0.00696119j -0.000926613-0.00713742j -0.00680464-0.00860189j -0.0104448-0.0274567j 0.00177805+0.0314225j 0.00623346+0.00562259j -0.00602336-0.00443118j 0.0060266-0.00248644j 0.00970717+0.00497746j -0.00275335+0.00105852j -0.00401631+0.0114307j 0.00450724+0.00041689j -0.00363603+0.0272251j 0.00753854+0.00169751j 0.00773157+0.0113546j 0.00206361+0.00606161j 0.00351482+0.0157129j -0.00397766-0.0104539j 0.00016077-0.00208128j 0.000469429+0.00597688j -0.0086612+0.00248316j -0.00587042-0.0060874j 0.00824353+0.00664468j 0.000850259+0.00761202j -0.00300759+0.000597615j 0.00245293+0.00319489j -0.00611375-0.00445815j 0.00258025+0.00467716j 0.00583915+4.9298e-05j 0.00325707-0.000139891j -0.000281536+0.000325832j 0.000717285+0.00489979j -0.00247849-0.0040936j -0.00240457+0.00174553j 0.0241567+0.00640486j -0.00950622-0.00251207j -0.00703949-0.00188602j 0.00422419+0.00272301j 0.00244632+0.0019138j -0.00456159+0.00229755j -0.0116991+0.000146952j -0.00908433-0.000930081j -0.0038041-0.00199992j 0.0187523-0.000333322j -0.0140685-0.00547642j -0.0114408+0.00271177j 0.00274997+0.00513759j 0.00255793+0.000664188j 0.000338623-0.00102373j -0.00356864-0.00157518j -0.00214333+0.00260568j -0.000501867+0.00212646j -0.000251254+0.00179672j -4.68576e-06+0.00238311j -0.000888184-0.00141556j 0.00235936+1.39858e-05j 
0.00356991-0.0010425j 0.0016391-0.000505486j -0.00466576-0.00331136j -5.23255e-05+0.0059234j -0.00654277-0.000380173j 0.00709041-0.00386095j 0.00229875+0.00183243j -0.00601015-0.0024315j -0.0115266+0.0011719j -0.00279182-0.0119028j -0.0319215-0.0175236j -0.00677174-0.000783577j -0.0187346-0.00258549j 0.00277058-0.00861929j 0.0213046+0.00222065j 0.0045868+0.00509526j 0.022514-0.00495199j -0.0133361+0.000908096j 0.00634942+0.011472j -0.0264564-0.00691376j -0.000156398-0.00668427j -0.00315939-0.0120169j -0.00131039-0.000742177j 0.00434212-0.00259933j -0.00106954+0.00175372j 0.000501297+0.00548872j -0.00851408-0.00280292j -0.00885732-0.00754107j -0.00177595+0.00355277j 0.00960311-0.00242388j 0.00491099+0.00309658j 0.010508+0.00787257j -0.00340122-0.000238485j -0.00300583+0.000548067j -0.00662298+0.00775396j -0.0165317-0.00580375j 0.00151801+0.00822298j 0.00878746-0.0125645j -0.00371933-0.00411357j -0.000590172-0.0099485j -0.00442348+0.00862896j -0.00272372+0.00973627j 0.000508474-0.00103451j -0.012538-0.00724983j 0.000951943+0.0141164j -0.000683288-0.00746601j -0.00937972+0.0055257j -0.00948097+0.0113236j 0.0015985+0.00982301j -0.000889944-0.00772507j 0.00906121+0.00568571j -0.00395758+0.00630943j -0.00135859-0.00376912j 0.00561554+0.00887749j -0.00490031+0.00200557j 0.00327879+0.00232856j 0.00398096+0.00798418j -0.00256532+0.00205759j 0.00737667-0.00207273j -2.41543e-05+0.00344108j -0.00028967+0.00478766j -0.00142049-0.00457748j -0.000507254-0.00214871j -0.00264259+0.00190897j -0.00461478-0.00654744j 0.00892317-0.000363441j 0.00441065-0.000300599j -0.00205254-0.00199732j -0.000819026+0.000557715j -0.00712403+0.000147902j 0.00743184+0.00429049j -0.00108535+0.00213658j 0.00233332+0.00442809j 0.000487269+0.000799289j -0.00216447-0.00197071j 0.000461368-0.00170572j -0.00293071-0.000625508j -0.00165612-0.00187748j 0.00177192+0.00173748j 0.00856542+0.00111357j -0.0058455-0.00134352j -0.00126479-0.000662463j 0.00372327-0.00118755j -0.00193251-0.00387342j 0.000544517+0.000112891j -0.00506855-0.00168298j -0.00578055-0.00102821j 0.000554272+0.00150658j -0.00390816-0.00161437j 0.000716699+0.000912868j -0.00106046+0.000108315j -2.362e-05+0.000762183j 
8.21146e-05-0.0012638j -0.00104741+0.0038659j -0.0103819+0.000195623j 0.00130912-0.00218757j 0.00544637+0.00213449j -0.00140526+0.00215575j 0.00137251+0.00139054j 0.00169708+0.0026298j 0.00211002-0.00301818j 0.00426099-0.00627228j -0.0033773+0.00569247j -0.00732262+0.00547838j -0.00367-0.00176126j 0.00808455-0.00906976j -0.00498357-0.00395617j -0.00465226+0.00404286j 0.00430539-0.00653487j -0.00452549+0.00204005j -0.00596923+0.006059j 0.00129598+0.00124025j -0.00279199-0.00354647j -0.0025304+0.0119193j -0.00024418+0.00377875j 0.00351476+0.00201299j -0.0074336+0.00406604j 0.00153881+0.00626386j 0.00865481+0.00168968j -0.00879675+0.00133345j 0.00115175-0.00727327j -0.00448759+0.00657156j -0.00272705+0.00328536j 0.0062467-0.00604964j -0.00438672-0.0048208j 0.00841267-0.00363465j 0.0111387+0.000170342j -0.014989+0.012735j 0.00414699-0.00600111j -0.00303314+0.00503751j -0.00323881-0.000202867j -0.0149441+0.00568706j 0.0292598-0.0169762j 0.00406807+0.00161948j 0.00300372-0.0131891j -0.0157739+0.00902103j -0.00159755+0.0133791j 0.00850873-0.0233082j 0.0183876-0.0188219j 0.00249541+0.001543j 0.0223918-0.0145616j -0.00914897+0.0180641j -0.00175711+0.010651j 0.00902811-0.00430511j 0.00574247+0.00147982j -0.00443217-0.00981213j -0.00399358+0.00553932j 0.00650151-0.00796787j 0.00838352-0.00589392j 0.00561148-0.00709429j 0.00295738+0.0136572j -0.00679508+0.00527234j 0.00407712-0.00551293j 0.000631429-0.00275912j 0.0047829-0.00712134j -0.000810191+0.00614588j -0.000740783-0.00277272j -0.00395468+0.007132j -0.0015754+0.00153956j -0.00638745-0.00213975j -0.00133941-0.00593485j 0.0001342-0.000365224j -0.00533291+0.0161161j 0.00330468-0.0115561j 0.000599164-0.00714901j -0.00395612+0.00323755j -0.00188637+0.00622508j 0.00354979+0.00136691j 0.00150322-0.0104463j 0.00674705+0.00177244j 0.00272304-0.00387751j -0.00413616+0.0163458j 0.00932481-0.00939238j 0.00334097-0.00792165j 0.00313675+0.00473273j -0.000449879+0.00242302j 0.00354377+0.00163528j 0.00287256+0.000199067j -0.00160676-0.00100861j 0.000385044+0.0016531j 7.4878e-06+0.000767439j -0.00162694-0.00049705j 0.00114982+0.000985452j -0.00467901+0.000429826j 
0.00433733+0.00103097j -0.000826033-0.000769217j 0.00205912-0.00108592j 0.00163981+0.00693749j 0.000846702+0.00166926j 0.000842658+0.00098121j 0.00143958-0.00249113j 0.00291827-0.00228248j 0.00303993-0.00147738j 0.00549612+0.0100509j -0.00303983-0.00719744j -0.00515281-0.000742338j 0.000887674-0.00361357j 0.0111896+0.0200237j 0.00445176-0.0082843j -0.00617657-0.00616088j -0.0010756+0.00795488j 0.00567771-0.00736153j -0.00596946-0.00568311j -0.00232783-0.00508955j 0.00188433+0.000597853j -0.0174698-0.00924875j -0.00774818-0.00160483j 0.00897414-0.003935j 0.00172717+0.00619696j -0.00626202+0.00316758j -0.000421957+0.00544716j -0.00149895-0.00296994j -0.00959829-0.000157047j 0.00127687+0.00122573j 0.0081315+0.00558569j 0.013329+0.0134195j 0.0260208+0.00071537j -0.0089808-0.013265j 0.00585072-0.00141272j -0.00578251+0.00495819j 0.000147794-0.00398877j -0.0124144-0.00755249j -0.00744013+0.00600461j -0.0129874-0.00473878j 0.013836-0.00605009j 0.0070376-0.00333952j 0.00839196+0.022334j 0.0043554+0.00565431j 0.0037911-0.0145677j 0.0234302+0.0254132j 0.00288506+0.00687861j 0.00122133-0.00654782j 0.0119129-0.00528962j -0.0133838-0.0112026j 0.0109217-0.00475452j 0.00445442+0.000837668j -0.00230282-0.00376268j 0.00202984+0.00149672j -0.00377674+0.00251225j 0.00543726+0.007428j 0.00965145-0.00108326j 0.00308263-0.00760118j 0.00288846+0.0040519j 0.00432563-0.00281395j 0.00318771-0.00127101j 3.9023e-05-0.00369293j -0.00218539+0.0023617j 0.00173276+0.00116926j -0.00174272-0.00327042j 0.0018675+0.00389774j -0.00388634-0.00567271j -0.000941629+0.00363468j 0.00245764+0.006621j -0.00348292-0.00444507j -0.00234709+0.0125074j 0.00195744-0.00355685j -0.00203644-0.00155835j -0.00193822+0.00454564j -0.000796734-0.000148649j -0.000137479-0.00159794j 0.000498492-0.00738979j 0.00206011-0.00741137j -0.0014044-0.00136753j 0.00202174+0.0111959j 0.00684727-0.00889362j 0.00112186-0.00587851j -0.00260857-0.00160822j -0.000694096+0.000868399j 0.00446676+0.000853135j 0.00327124-0.0007485j -0.00183176-0.00277966j 0.00130682-0.00110219j -0.00233373-0.00282785j -0.000951287-0.00227867j 0.00230001+0.00285501j -0.00356247-0.000256539j 
-0.00148968-0.00301786j 0.00494304+0.000956013j -0.00277439-0.00780003j -0.0119342-0.00189996j -0.00228602-0.000251372j -0.00371332-0.00135642j 0.00350874-0.0012911j 0.000641308-0.00599942j -0.00569128+0.00655853j -0.0030982+0.00123446j -0.00886471-0.00562272j -0.00523328-0.0212292j -0.018096-0.00789961j -0.00683933+0.000215373j 0.0105231-0.0104678j 0.00605427-0.00261728j 0.0147519+0.000549056j -0.0191229-0.01428j 0.0101509-0.0113825j -0.0156291-0.000897417j -0.00182814+0.00439849j 0.0116999+0.00555156j 0.00598991+0.0055895j 0.003294-0.00438201j -0.00793523+0.00335559j 0.00236017+0.00652471j -0.0109166-0.00263228j 0.00961922-0.00439887j 0.00606405-0.000433077j -0.00237161-0.00104873j 0.0144394-0.00485137j -0.0152031-0.00950273j 0.00698245-0.00976442j 0.00602907+0.00515848j 0.00400796-0.00588989j 0.0102398+0.0149311j -0.00609903-0.00529244j 0.00152488+0.0143152j -0.00859211+0.00820873j 0.0063671+0.0126248j -0.000652753-0.00330483j 0.004124-0.0132041j -0.0114686-0.00302602j 0.00042808+0.00453315j 0.0155765-0.0155646j -0.0101283-0.0024097j -0.00792632-0.00389393j 0.00380247-0.0132663j -0.00234582-0.00260758j 0.00295566+0.0165841j 0.00708945-0.011992j -0.00847284-0.00584654j 0.00270307+0.00501463j -0.00117587-0.0134154j -0.00528476+0.00195703j -0.014345-0.00329906j 0.00983901-0.00532408j 0.00234768-0.0066689j 0.00223426-0.0039708j 0.00189817+0.00237613j -0.00155048-0.00467769j 0.00215146+0.00141884j 0.00655835-0.00358087j -0.0045469+0.00139592j 0.000814681+0.00078955j -0.00183853+0.0009597j -0.00156483+0.001305j 0.0053608+0.00281546j 0.00130232-0.00194392j -0.00365515-0.00651968j -0.00306368-0.00507415j 0.00316436-0.00267938j 0.000504175-0.00110338j -0.00124775-0.0016309j -0.00349943+0.00154893j -0.00276354+0.000682612j 0.00688212+0.000650075j 0.00211167+0.00759797j 0.00103473-0.000867348j -0.00872154-0.00272849j 0.00420099+0.00141764j 0.0055515+0.00235881j -5.21439e-05+0.0024748j -0.00130079-0.00284206j 0.00379173+0.000452507j -0.00374894-0.000149394j -0.00133499+0.00176716j 0.0014682+0.003335j 0.000490745+0.00149617j 0.000455097+0.0020536j -0.00129931-0.0012221j -0.000485651+0.00114191j 
0.00274125+0.00204914j 0.00544233-0.00108517j 0.0097776-0.00531454j -0.013269-0.00143321j 7.01349e-06+0.000462239j -0.0057967-0.0204561j 0.000459559+0.0106994j 0.00385477+0.00569724j 0.00562952+0.0139038j 0.00926576-0.0071524j 0.0137495-0.00512855j -0.00544716-0.013857j -0.00365254-0.00640076j 0.00835339-0.0116731j 0.00512943-0.00579138j -0.00435451-0.00984265j -0.005161-0.00953038j -0.00883869-0.0018702j -0.0201623+0.0026435j -0.00900192+0.0119731j 0.0111767+0.00808014j 0.00419526-0.00634646j 0.00358217-0.00198569j 0.00259753+0.00521026j -0.00737534-0.00617542j -0.00148992-0.0108362j -0.00323735-0.00678141j 0.00805546+0.00210269j -0.00935629-0.00574628j 0.010982-0.00273731j 0.0152129+0.001032j -0.000793196+0.00132755j -0.0139179+0.0172083j -0.00648893-0.00155523j -0.00312159+0.00304191j 0.00784772+0.00880923j -0.0121412-0.00389056j -0.00355298-0.00382609j 9.76595e-05+0.000368077j -0.00552148+0.00166746j 0.00491974+0.00197813j -0.00424611+0.00617578j 0.0116299+0.00303364j -0.00786815+0.011625j -0.0128386+0.00346064j 0.0129477+0.00498202j 0.0125351-0.00355295j -0.00989048+0.00120212j -0.000188927-0.00251174j -0.00521455+7.76117e-05j -0.000763456+0.00166106j -0.00316428-0.0054555j 0.00541577+0.00198635j -0.00102076-0.0029174j -0.00148233+0.00248485j 0.00440482-0.000299541j 0.000641455-0.00190239j -0.0134182-0.000970555j -0.00567697-0.000437003j -0.0010471-0.000869985j -0.00181783+0.00135324j -0.00138704+0.0017397j -0.000106202+0.00271843j -0.00181325+0.000286023j 0.00123494+0.00119218j 0.00533503+0.00342807j 0.00721957-0.00179616j 0.00398775+0.00641776j -0.0040932-0.00360761j 0.00506085-0.00145044j 0.00211502+0.00265247j -0.00654137-0.00307415j 0.00402063+0.00162896j -0.000769785+0.00422985j 0.000313795-0.000468108j -7.6548e-05-0.00106561j 0.00355667-0.000989324j 0.00359835-0.00216738j 0.00440219+0.00260342j 0.000652296+0.00169111j -0.000180183+0.000519899j 0.00309828-0.000606209j 0.00452834+0.00146262j 0.000769455+0.00224027j 0.00152403+0.00055699j -0.00177797+0.000372497j 0.00193531+0.00172272j -0.000743305+0.00174892j -0.000100093-0.00186612j -0.000477945+0.00226846j -0.00271748+0.000179311j 0.00359819-0.000622925j 
0.000333404+0.000931101j 8.01354e-05+0.00250648j 0.0206903-0.00114098j -0.00550975-0.00223438j -0.0117438-0.00279422j -0.00826708-0.00262055j 0.0118683+0.00973525j -0.0140042-0.0129569j -3.27132e-06-0.0034305j -0.000360045-0.0101928j -0.013153+0.00854064j -0.00601695-0.0111373j -0.00201175-0.000765467j -0.0127449+0.00284838j 0.00401248+0.00525079j 0.00144582-0.00718284j -0.00866783-0.00804549j 0.010146+0.00115988j -0.00138573-0.00159842j 0.00426775+0.00222403j -0.0133078+0.0030033j 0.00606051+0.0010306j 0.00235032-0.00210457j 0.0093708+0.00375154j -0.0109715-0.00931468j 0.0121436+0.00346054j 0.00493439-0.0141118j -0.00666702-0.011811j -0.00364783-0.00980057j 0.00346046+0.00936797j 0.0069805+0.00408732j 0.0060894+0.00421012j -0.00325524-0.00958565j 0.00158349+0.00426888j 0.0130571-0.00067408j -0.0060309-0.0148849j -0.00544333-0.000389157j -0.00737048-0.00577689j -0.0044173+0.00305884j -0.011744-0.00558867j 0.00411859+0.00748908j 0.00920258+0.00011123j -0.0052613+0.00447878j -0.00481766-0.0219855j 0.0155906+0.0033676j -0.0073355+0.0140062j 0.0050012+0.00811227j 0.0107094+0.00215375j 0.00583887-0.00114424j -0.00302476-0.00114134j 0.00719835-0.000612233j 0.00427588+0.00461109j -0.00392278+0.000488542j 0.00442923-0.00168237j 0.0067199-0.0114898j 0.00157129+0.00771486j 0.000180208+0.00150339j 0.000115837+0.00314312j 0.00983679+0.0165252j 0.00289758-0.00531247j 0.00152845+0.00795779j -0.00149898+0.0105177j 0.00325408+0.00544769j 0.00369119-0.00125813j -0.010885-0.0010067j 0.00546858+0.00796525j 0.00141915+0.00789632j 0.00711931+6.51042e-05j -0.00101994+0.000452544j -0.00198094+0.00174179j 0.00851545+0.00715197j 0.00346876-0.00083736j -0.000458111-0.000128307j 0.00143508+0.00436784j 0.000181536+0.00494613j 0.00121472-0.00229409j 0.00214557-0.00691338j 0.00749577-0.000198278j -0.000761943+0.000863761j 0.000473688+0.00900713j -0.00623967-0.00825566j 0.00486512-0.00430178j 0.00714467-0.000694856j -0.000667121-0.000610194j 0.000692169-0.000704416j -0.00312984+0.000656294j 0.00506581+0.00208435j 0.00428988+0.00110818j 0.00158595-0.000124843j 0.00160184-0.000676817j 0.00136345+0.00204451j -0.00173709+0.000481847j 
0.00503685+0.00372396j 0.00107615-0.00359274j -0.00334438+0.000335j 0.00395326+0.00592579j 0.0126279+0.00178934j -0.00508141-0.00894386j -0.000514939+0.00308448j 0.0168299+0.0166288j 0.00384925+0.00378461j -0.00442287+0.00554114j 0.0257548-0.0141493j 0.0141877-0.00409908j 0.0139913-0.00294166j -0.0158878-0.00902543j 0.00416527-0.0114638j -0.00304476-0.00429322j -0.015468+0.00401339j 0.0155375+0.00668469j 0.0027594+0.00484724j 0.0102026+0.00927892j -0.00215579-0.00129728j -0.00988365-0.00020294j 0.000679736+0.000694629j -0.000229507+0.00287297j 0.000292582-0.00342675j -0.0103989-0.00209779j -0.00883322+0.00956981j 0.00336229-0.0158844j -0.0060483+0.00409195j 0.007515+0.00462666j 0.00674765-0.00853168j -0.00204596+0.00388526j -0.0127145-0.015234j 0.00083656-0.000322164j 0.000626228-0.00408815j -0.00617421-0.00629114j 0.00461504+0.00454631j -0.00249202+0.00708369j 0.00192866+0.00332526j -0.00706337+0.000497023j 0.00318162-0.00475751j 0.00377985-0.00420457j -0.00263353+0.000429897j -0.0121525-0.00244427j 0.0170071-0.00673542j -0.0108891-0.0172821j 0.00386913-0.00207201j 0.0135456-0.00391966j -0.00517601-0.00177094j -0.00936609+0.00176754j 0.0115479+0.00191408j 0.0075041-0.00230255j -0.00218876-1.72191e-06j 0.0132128+0.00630928j -0.00458773+0.00217693j -0.000163608+0.00300596j 0.0070453-0.00250202j 0.00186304-0.00919162j -0.00432925+0.00301132j 0.00511061+0.0044377j 0.00291908-0.00789597j -0.00272958-0.00976331j -0.00634461+0.00352682j 0.0042216+0.00578903j 0.00900676-0.000477924j 0.000225592-0.00217232j -0.00241203-0.00129334j 0.00192201-0.00380959j 0.00355153-0.00312923j -0.00281282+0.00298523j -0.00256871+0.000717445j 0.00290621-0.000254402j -0.00179701+0.00727965j 0.00370008-0.00107397j -0.00245756+0.00121442j -0.00153045-0.00243411j -0.00144715-0.00017025j -0.00150954-0.00320595j -0.00300551+0.00120642j -0.000842447+0.000980721j 0.00507579+0.000232721j -0.00144802+0.00116272j -0.00375869+0.00560128j 0.000145093+0.0013098j 0.00183907-0.00152413j 0.00238797-0.00408617j 0.000483181+0.00126628j -0.000901193-0.00147314j -0.000668957+0.000276638j -0.00122507+0.000320494j -0.000903908+0.00119682j 0.00264866-0.00062831j 
