2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.00479717+0.000444791j -0.00275933-0.00176548j 0.00146979+0.00609324j 0.00390979-0.00480431j 0.00129362-0.000884948j -0.0148919+0.00107772j -0.00265079+0.000852951j 0.00714774-0.00570504j -0.0115003-0.00662253j 0.0110222-0.000600866j 0.0154501-0.0212199j 0.00595143-0.00135597j -0.000124134-0.0173133j 0.0049994+0.0051015j -0.00822508+0.00757469j -0.0129784+0.0045748j 0.00870172+0.00715086j 0.00448408-0.0131338j 0.0153389+0.00691229j -0.000301478-0.014725j -0.0208098+0.00478473j -0.00154569-0.00103258j 0.00484912-0.00428366j 0.0028391-0.00340142j -0.00247296-0.00626532j -0.00890154+0.000709891j 0.00586928+0.00133806j -0.00558791-0.00421938j 0.00983639+0.00261419j -0.00463725+0.00579239j 0.00747646+0.00420213j -0.00619099-0.000712833j -0.0066033+0.000732766j 0.00634137-0.00475782j -0.00774967-0.00552103j -0.00329033-0.00743072j 0.0041323-0.000846868j 0.00607342-0.00350782j 0.000103383-0.00330873j -0.00261889-0.00157192j 0.0209124+0.00329116j -0.000275798+0.00540201j -0.014424+0.00126616j 0.00168901-0.000506941j 0.000368337-0.000957431j -0.00921641-0.00463655j -0.0087148-0.00336657j -0.000298896+0.00108804j 0.00467139+0.00250806j -0.00122221-0.000674295j -0.000546178-0.00484481j -0.00898302+0.00230663j 0.00866833-0.00536098j -0.00241483+0.00373929j -0.0180003-0.00236846j -0.0124514-0.0025826j 0.0106563+0.000621152j 0.00714611-0.00507585j 0.00753139-0.00364111j -0.00739992+0.00884483j 0.0037245+0.0128866j 0.00115457+0.00539165j 0.0103599-0.00581639j -0.00398856-0.00628592j -0.000852477+0.00122323j -0.00639206-0.00527375j -0.00257963+0.00208779j 0.00268554+0.00343594j -0.00610007-0.000392202j -0.00104144+0.000967192j 0.00721588+0.012047j -0.00078024-0.00430506j -0.00206679-0.000280146j 0.000407056+0.000117337j 0.00147921+0.0012391j -7.92998e-05+0.00100754j -0.00131411-0.000103233j 0.0131725+0.00399202j -0.00337489-0.00195358j 0.0049214-0.00396302j 0.0102003-0.00119161j -0.00899073+0.00152552j 0.00237307+0.00316212j 0.00277687+0.00247038j 0.00198461+0.00448471j 0.00400097+0.0110531j 0.00801166+0.000832629j -0.00128807+0.00806611j 0.00194179-0.00510339j 0.001232+0.0111319j 0.00828031+0.00216566j 1.98981e-05+0.00737523j 
-0.00203035+0.00337176j 0.00065996+0.00104886j -0.000821251-0.0381595j 0.000906417+0.00471336j 0.00802054+0.0261799j -0.000523999+0.0070282j 0.00483453+0.00466328j 0.00142583+0.00596661j 0.00217274-0.00202917j 0.00286172-0.0100577j -0.000251022-0.00386837j -0.00153632-0.000653811j -0.000444397-0.00668744j -0.0043952+0.00664597j 0.00306393+0.0137755j -0.00431586+0.00174546j 0.00941109+0.00890387j -0.00289509-0.0150942j 0.00197701+0.00995996j 0.00424588-0.010034j 0.000419871+0.00855272j -0.00210494-0.00918835j -0.00161066-0.00651047j -0.0113383+0.00248546j -0.00127963+0.00662597j -0.00564894+0.00168854j -0.00616827-0.00490694j 0.0179082-0.00423143j 0.0139996+0.00146481j -0.00211368-0.00168933j -0.00917243+0.00137788j -0.0214212+0.00311974j -0.00649332-0.00248531j 0.0151106+8.92355e-05j -0.0145384-0.00114432j 0.000314628+0.00189076j -0.00268606+0.00182782j 0.000457913-0.000472475j 0.00105326-0.000345576j 0.0106183+0.000410546j 0.0150378-0.0026815j 0.00614119-0.00137226j -0.00100854-0.00298559j -0.00654452+0.00343618j 0.00443278+0.000599243j -0.00363759+0.000757269j 0.010173-0.000518583j 0.00863631+0.00249908j 0.00894359+3.19703e-05j 0.00564882+0.000165261j -0.00409748+0.00242631j 0.00366225+0.00204494j 0.00456503-0.00131536j 0.00404545-0.00384729j -0.0105758-0.00506921j 0.00947317+0.00402064j 0.0107793+0.000971076j -0.00772727+0.00218511j -0.0191332-0.00115012j -0.00662499-0.00372725j 0.00406008-0.00448079j 0.000335165-0.00039935j 0.00575007+0.00147236j -0.00913553+0.00229252j 0.00660434-0.00156136j -0.00484629+0.00237409j -0.00238339+0.0015987j -0.0051814-0.000799061j -0.00248865+0.000382088j -0.00211182+4.21974e-05j -0.00354148+5.34849e-05j -0.0079612-0.000439823j -0.00588566-0.00100774j -0.00214357+0.000481734j 0.00230132+0.000636185j -0.000144383-0.000127538j -0.00500916-0.00363336j 0.000288017-0.00181837j 0.000386139-0.0016878j 0.000995155+0.00426025j 0.00395721-0.00281506j -0.000406222-0.000849394j 0.00940435+0.00252369j 0.00141581+0.000505687j 0.00518485-0.000918983j -0.00351675-0.00320538j -0.00831739-0.00133129j 0.000719994-0.00145022j -0.000468641+0.000193316j -0.000765006-0.00140971j -0.00314633-0.0004439j 0.00148391-0.000852696j 
0.00200076-0.000952148j -0.00472253-0.000840122j -0.00571118-0.00159363j -0.00676917-0.00136334j 0.0140854-0.00321956j -0.0178932+0.0042775j 0.00261363-0.0014364j 0.0084651+0.00094347j -0.0164446+0.00104035j -0.00208341-0.000835287j -3.74345e-05-0.00520202j 0.0173244-0.00392162j -0.011116-0.00135183j -0.00246547-0.000778607j -0.0110068+0.00040731j -0.00398289-0.00059232j -0.0111893-3.64542e-05j 0.0150508-0.00104523j 0.00151368+1.74631e-05j -0.00372838-0.000943138j -0.00311225-0.00261923j 0.00712238-0.00220817j 0.00154462+0.00126345j -0.00890325-0.00134933j 0.00579428-0.000355922j -0.0145659-6.31694e-05j 0.00305772-0.00431808j 0.00614924-0.00205261j 0.00376181-0.00411376j 0.000368235-0.00323142j -0.00435501+0.00134135j 0.00945177-0.00649976j -0.0026076-0.000201633j 0.00109763-0.00262009j -0.00826972-0.00104973j -0.00802482-0.00310357j 0.00295872+0.00402457j -0.00480853-0.00617865j 0.00502008+0.00682959j 0.00476112+0.00321186j -0.0060853-0.00795116j 0.00839341-0.00169912j 0.0183342+0.00463735j 0.0106345-0.00128649j 0.00100058+0.00652896j -0.000355469+0.0057695j -0.00891101+0.00873694j -0.000729676+0.000840671j 0.00158518+0.00732276j 0.0129736-0.00229293j 0.00980562+0.00294004j 0.0134168+0.00462848j 0.0084267+0.00454044j -1.68883e-05+0.00287669j -0.00636583+0.00287387j -0.006664+0.00549573j -0.00904811+0.00502372j -0.00175849+0.00256594j -0.00578129-0.00100171j -0.00185528+0.000554526j 0.01348+0.00214452j 0.00179988-0.00577433j -0.0109086-0.00491202j -0.00131396-0.00410052j -0.0155827+0.00483371j 0.00461261+0.00114716j -0.00581971+0.00413392j -0.00250708+0.00247247j -0.00506871+0.0015875j -0.000291562+0.00270459j -0.0102423-0.00275086j 0.00799762+0.00195714j 0.0035041+0.00190462j -0.000286196-0.00228684j -0.00297925-0.00260198j -0.000810675+0.000208483j -0.00414812+0.00647541j 0.00311511+0.00631401j 0.00354303+0.000890121j 0.00633791+0.00337658j -0.00420988-0.00523737j 0.00455304+0.00173022j 0.0067574+0.000834805j 0.00134062+0.00161217j 0.00396852-0.00296939j 0.00105967-0.00131233j -0.0142602-0.00534577j 0.00412086+0.0031651j -0.000192727+0.00116556j 0.00580819-0.000105892j -0.000454807-0.00440385j -0.00651234-0.00497485j 
0.0031613-0.00013631j -0.00246744-0.000975441j -0.00699934-0.00437555j -0.00316586+1.66402e-05j 0.00134181+0.00337161j -0.0033884+0.00113231j 0.000646463+0.00175621j -0.00203365+0.00448732j -0.0062212+0.00321539j -0.00639243-0.00351263j 0.00201929+0.0166329j -0.00181568+0.00613391j -0.000374659+0.00838848j -0.0083253-0.00271827j -0.0037943-0.00291168j -0.00249334-0.00144234j 0.00754199-0.0146478j 0.0100102+0.00596549j -0.013206-0.00330281j -0.0112002+0.00986482j -0.0012175+9.07983e-05j -0.00482298-0.00245762j 0.00276783+0.00237096j -0.00363155+0.00153959j 0.00328767+0.0023457j -0.00516341-0.00183779j -0.00266658-0.00303424j -0.00152483+0.00283871j 0.00173908-0.00647868j 0.00454389+0.00494616j 0.0013131-0.00587241j 0.00489929-0.000385827j 0.00468518-0.00272087j -0.000414659-0.0059381j -0.00884718+0.00313282j -0.00429853+0.000212685j 0.00169204-0.00725924j 0.00378244-0.00109964j 0.0093836-0.0113652j -0.00189066-0.0195917j 0.00233205+0.0175035j -0.00287776+0.004895j 0.00544883-0.0101276j 0.00411049+0.000781682j -0.000403256-0.0159356j -0.00402475+0.00181107j -0.00863793-0.0105638j -0.0100617+0.0029273j 0.00400652-0.0183125j 0.00011579+0.0051257j 0.000363583-0.0160547j -0.00326856-0.0102069j 0.00795554-0.00137531j -0.00176176+0.00197941j -0.00354571-0.00234066j -0.00160817-0.00637175j 0.0044271+0.00222201j -0.00351457+0.00191783j -0.00266224-0.00645846j 0.00497986-0.000472124j 0.00611366-0.00223401j 0.00102883-0.000889038j -0.00120732+0.0011983j -0.00599355-0.00201138j -0.00957187+0.00646935j -0.00120076-0.000888579j -0.00194048+0.00334317j 0.00214087+0.000712898j -0.0071497+0.00178152j -0.00449841+0.000458134j 0.0217499+0.00133806j -0.0108948+0.000394401j -0.0103241+0.00216115j 0.000759749+5.41566e-05j 0.00452782-0.00109183j 0.000113436+0.000323233j 0.00180156+0.00203008j 0.00126676+0.00360225j 0.000272525-0.00127845j -0.0151372+0.000509966j 0.0146888-0.0027542j 0.00513728+0.000379527j -0.00775619+0.00258158j -0.000271509+0.000711282j 0.0040018-0.00213089j 0.00644043-0.000692976j -0.00498808-0.00354732j 0.00236338+0.00133352j 0.000773032+0.00111021j 0.00308436-2.91767e-05j 0.000142533-0.00229319j -0.00306643-0.00275892j 
0.00373874-0.00229245j -0.00272857-0.00216429j -0.00617377-0.00654798j 0.00453511+0.00219869j -0.00776198+0.0120546j 0.00488881-0.00258617j -0.0015476+0.00069722j -0.00720123+0.00907592j -0.0158243+0.0104026j -0.0143263-0.00097617j 0.00401971+0.0294488j -0.00630436+0.00895716j 0.00398198+0.018068j -0.0131493-0.00265537j -0.00284862-0.0130308j 0.000153491-0.00309229j 0.0068869-0.0164903j -0.000296545+0.00183833j -0.0179706-0.00349339j -0.00713349+0.0181054j -0.00636067+0.00701382j -0.00277435-0.0104381j -0.00138804+0.00150594j -0.00242076+0.00312513j -0.0051762+0.00175919j -0.00129999-0.00618014j -0.0102773+0.0190304j -0.00778984+0.00957086j 0.00315195-0.00407027j -0.00494435+0.00349275j 0.0178889-0.00163433j -0.0114997-0.00921955j -0.00481357-0.000180649j 0.000386093+0.00124104j 0.0063892+0.000780923j 0.0105287+0.00134102j 0.00844129+0.00307875j 0.00307288-0.00267631j -0.0010056+0.00843744j 0.00305224+0.00576004j 0.00587715-0.00742819j -0.00476884-0.00634287j -0.01982+0.00291099j 0.00672417+0.00126231j -0.00669713+0.00463372j 0.00176777+0.000965108j 0.00562614+0.00513687j -0.0162859-0.000594071j 0.00998786+0.00779245j -0.0213985+0.000585024j -0.0148655+0.003572j -0.0114033+0.000307827j 0.0124085+0.00489204j -0.00820142+0.00191795j -0.00663539+0.0122209j -0.00415901-0.00125709j 0.0125384-0.000762249j 0.00374231-0.000687648j 0.00171941+0.00735188j -0.00661608+0.00124917j -0.00123166+0.00326918j -0.00207108+0.000963024j 0.00192877-0.0012687j -0.000195399-0.00168886j -0.00188998+0.00997664j -0.0101288-0.00302205j 0.00344235-0.00222241j -0.000489139+0.00209385j 0.00401619+0.000786169j 0.00133623+0.00183033j -0.00643572+0.00510012j 0.00628352-0.00215678j 0.0101947-0.000224275j -0.00141686-0.00141277j 0.00298687-0.000711593j 0.00256066+0.000978227j 0.00272469+0.0015051j 0.00659574+0.00201153j -0.003091-0.00203005j 0.0155325+0.00104658j -0.00252223-0.00358025j -0.00893917-0.000179468j 0.00279009+0.000991844j 0.00120258+0.000322135j -0.00285747+0.00254631j 0.00179116+0.00342973j 0.00724679+0.000969447j 0.000404177+0.0034673j 0.00440221+0.000139443j 0.00321773+0.0025575j 0.0051846-0.000392798j -0.00310152+0.00170595j 
-0.000668238+0.00181366j -0.00122067-0.00126241j 0.00241837-0.0109792j -0.0041323+0.000670846j 0.00298275+0.0127526j -0.0156443-0.0010799j 0.00011309-0.00240483j 0.000539008+0.00946546j 0.00545734+0.00633414j 0.00822565-0.00426244j 0.0174359+0.0259209j -2.56611e-05+0.00690249j -0.00334919+0.00876771j -0.000449693-0.00430345j 0.00827173-8.81197e-05j 0.000824748-0.00513334j -0.000307319-0.0089957j 0.0113642+0.00805991j 0.0140621-0.00940776j -0.00688179+0.00959733j -0.00542442+0.00651473j -0.00348046-0.00121064j 0.00406312+0.00244237j 0.00375004+0.00254561j -0.00171892+0.0035443j 0.00465306-0.00219557j 0.0022789+8.12106e-05j -0.0124953+0.00216745j -0.0138217-0.00240505j 0.00412345+0.000921745j -0.00372875-0.0038414j 0.01522+0.00707282j 0.00210017-0.0011899j 0.000482963+0.00258693j 0.00727719+0.00407554j -0.01238+0.000860729j 0.00429179-0.00801807j -0.00720498-9.61305e-05j -0.0136172+0.00458585j -0.014029+0.00189107j 0.000494033-0.00580017j 0.0123693-0.00488954j 0.00583879-0.00246817j -0.0016042-0.00447652j -0.00602086+0.00427024j -0.00302598+0.000506304j -0.0208367+0.00407478j 0.00511222+0.0019404j -0.0249341+0.00518342j 0.012831-0.00302214j 0.00407876+0.000740444j -0.00326196-0.00844335j -0.00793336-0.00140305j 0.00160786+0.00265594j -0.0016536-0.00491268j -0.00603323-0.00404486j 0.00258998-0.00332928j 0.00302913+0.000333532j -0.00339006+0.000666002j 0.0114597-0.00339703j 0.0112059-0.00487488j 0.0041605+0.000911485j -0.0041418+0.00149855j -0.00608146+0.00325436j -0.0073915-0.00113586j 0.0119709+0.00144376j 0.000324805-0.000276441j 0.00537998+0.00436559j -0.00206783-0.00383353j 0.00463394+0.00109234j -0.00266842+0.0158109j 0.0105743-0.00867552j 0.00340708-0.0055328j 0.00418536+0.000405185j -0.00567565+0.000351483j -0.00180419-0.000648595j -0.00105952+0.00200598j -0.000309059-0.00123416j -0.00073988+0.000177515j -0.00159765-0.013583j -0.00423668+0.011964j 0.00184862+0.0047896j -0.000772555-0.00638737j 0.0022237-0.000292649j 0.00506462+0.000971184j -0.00178164+0.00444777j -0.000673111+0.00155572j 0.000692722-0.000857773j -0.00697714+6.8547e-05j -0.00045851-0.000674435j -0.00188551+0.000898471j 0.00251987-0.00271547j 
-0.00210715-0.00169874j -0.00083759-0.00213862j 0.00382906+0.00921629j 0.00962253+0.00579977j 0.00123001+0.00440593j -0.0173396-0.00368j -0.00429057-0.00663684j 0.0126943+0.00336985j 0.00453811+0.00973285j 0.0123224+0.0052557j 0.0272409+0.0131906j 0.0102857+0.00680455j -0.0022496+0.0106711j -0.00364483+0.00340289j 0.00119534-0.00542642j 0.00481891-0.00911325j -0.00133191-0.00551324j -0.0159533+0.012737j -0.00271933+0.000181498j 0.00879461+0.013504j -0.0145659-0.00147605j 0.00388548-0.00302059j 0.00581948-0.00382176j 0.00142521-0.00607927j -0.0123189+0.0102766j -0.00121198-0.00539793j -0.00544768+0.00928002j -0.00388325+0.00952531j 0.00492396+0.00105273j -0.0175947+0.00172459j 0.00141774-0.00399969j 0.00532181+0.00103177j -0.0121564+0.000406975j 0.00548433+0.00821763j -0.00350924+0.00951215j -0.00379034+0.00661408j 0.00814842-0.00195527j 0.00835976-0.00603989j 0.0143357+0.00732819j 0.0117707-0.00395634j -0.00283732+0.0038192j -0.00793397+0.000147015j -0.00392597+0.00154142j 0.0106843+0.00334281j 0.00822028-0.00185004j 0.000208324-0.000822798j 0.00551091+0.00632515j 0.00834321+0.00356569j 0.0124401-0.000229252j 0.00751296-0.00305482j 0.018107+0.00134135j 0.000473404-0.00402301j -0.00273511-0.00251062j 0.00032978-0.00167171j 0.00978782-0.00744144j -0.000929046-0.00463317j 0.0081767+0.00125603j 0.0142399-0.00269008j -0.00114272-0.00135661j -0.00106478-0.00353441j 0.0208057+0.000107139j -0.00445886-0.000190057j -0.00564584+0.00150398j -0.00579908+0.0081936j -0.00559207-0.00885106j 0.00472407-0.00271962j -0.000459823-0.000185737j 0.00287456-0.000332811j -0.000527888+0.00651759j 0.00367259+0.00457512j 0.00598594-0.0123222j 0.00171351+0.00664176j 0.00154984+0.00658253j -0.000625523+0.00106956j -0.00405023-0.00107359j -0.000911808+1.71537e-06j -0.00300127-0.00201386j 0.00762616-0.00491154j 0.00196296-0.000722343j 0.00173986+0.00791562j 0.00539187-0.00538276j 0.00352766-0.00188754j 0.00845764+0.00822924j 0.00262372+0.00200212j 0.00399062+0.00309721j 0.00230907-0.00209409j 0.000190185+0.00177151j -0.0049773-0.00461671j -0.00780458-0.00158552j -0.00518165-0.00241938j -0.00114489+0.00293377j 0.00523088+0.00212683j 
-0.0014671+0.00166917j 0.000247898+0.000215523j -0.000791838+0.00732895j 0.000483303-0.00342141j 0.000103557-0.00688294j 0.00904736+0.00110412j 0.00177067+0.00150434j -0.000313321+0.000502875j 0.00952907-0.00151641j -0.00287513+0.00643667j -0.00289228-0.00508564j 0.00114543-0.00261421j 0.0113655-0.00564811j -0.0205495+0.000486403j 0.00938053-0.00198422j 0.00401764-0.00136513j 0.0130566-0.00701245j 0.0260955-0.000574297j 0.0123799-0.00236828j -0.0128691+0.00425737j -0.00384748+0.000955678j -0.0155706+0.00607582j 0.00329821-0.00235144j 0.000171869+0.00182803j 0.00458491-0.0064507j 0.00419629-0.000637228j 7.6258e-05-0.00667717j -0.000434388-0.000323776j -0.000101327-0.00185453j 0.0125262+0.000605561j 0.00660045+0.00340349j -0.00957083-0.000197624j 0.0137599-0.0017727j 0.0102875-0.00086903j -0.00174209-0.000867998j -0.00722617+0.00390195j 0.00500447-0.00173515j 0.0056554+0.00239065j 0.0141859-0.000758463j -0.00805423+0.00708059j 0.000532451-0.00573092j -0.000597941-0.00259832j -0.010592-0.00507105j -0.0130715-0.00069453j 0.0391383+0.00636321j -0.0281216+0.00315575j -0.0124777-0.00167437j -7.11594e-05+0.000727913j -0.00569013+0.00459557j -0.0153812-0.000839197j 0.00882452+0.00015143j 0.00157954+0.00177455j 0.0144376+0.00366646j -0.000597258-0.00333574j -0.00675012-0.00464524j 0.00695239-0.000563742j 0.0232287-0.0034783j -0.00927196+0.00189616j 0.00646933-0.000754287j 0.0160628-0.00533309j 0.00291056-0.0021255j 0.000803108-9.57877e-06j -0.000436628-0.00168362j -0.00132272+0.00386364j -0.00582351+0.00230818j -0.00404633+0.00146098j 0.00272974+0.00165564j -0.00353485+0.000551776j 0.00382548+0.00319125j -0.00453392+0.00149683j -0.00364092-0.00551993j 0.00414334+0.00359694j 0.00306139+0.00447181j 0.00189277-0.0010138j 0.00842534-0.000145435j 0.00163064-0.00132605j 0.00185767-0.000567622j -0.00252511-0.00123997j -0.00182393-0.000108908j 0.00351669+0.00415389j -0.000757602-0.00357262j -0.00200578+6.45642e-05j 0.00196749+0.00373999j -0.00116531-0.000693375j 0.0055553+0.000795155j -0.00597813-0.00258309j -0.00133024-0.00117716j 0.00324133+0.000752346j 0.00179282+0.00101544j 0.0015963+0.000719102j -0.000734148-0.000795731j 0.00224385+0.000513963j 
0.00119859-0.00192458j 0.00289242-0.00445091j -0.00991741-0.00474551j -0.0107712+0.00931298j -0.00328184-0.00408355j -0.00200004+0.00755551j 0.00260048-0.00633951j -0.00383023-0.0107281j 0.0205498-0.00241109j 0.0061243+0.00621371j 0.0176301-0.0109997j -0.00305953+0.00110385j -0.0102035+0.0100534j -0.00978045+0.00195234j 0.00194607-0.0164693j 0.00664443-0.00314049j -0.0107019+0.00334006j 0.00667005+0.00328383j -0.00479701+0.00559925j -0.00563454-0.00146377j 0.0106695-0.0124686j 0.00582994-0.00918895j 0.00402672+0.00254386j -0.00868998-0.00119926j -0.012048+0.00291743j 0.000857856+0.008505j 0.0156168+0.0031424j -0.00679191+0.001394j -0.00148175+0.00276986j 0.00205575-0.00458249j 0.00161701+0.000694291j -0.00348015+0.00335796j -0.0203933-0.00594249j 0.0121841-0.000248602j 0.0180285-0.00224874j -0.00359422+0.00426643j 0.0110596+0.0067431j -0.0181807-0.000167533j -0.0398354-0.000196041j 0.0344104-0.0016651j -0.012163+0.00253839j 0.0293527+0.0066068j -0.00160303+0.00342191j 0.000565043-0.0021155j -0.00485256-0.000704516j -0.00182027+0.000707856j 0.0097615-0.00383445j 0.00598373+0.00270311j 0.00574032-0.00403648j 0.00654549+0.00824728j 0.00752065-0.00348036j 0.00812921+0.00805611j -0.00739365+0.00285521j 0.00846142+0.00518383j 0.00130976+0.00457862j -0.00870093-0.00213716j -0.00723216+0.000505319j 0.0136692-0.00118556j -0.00272245-0.000630044j -0.0154629+0.00170298j 0.00354438+0.00614248j -0.000581646-0.000710017j 0.00445981-0.00132196j -0.000558694-0.0021409j 0.0026305+0.00201852j -0.001245-0.00125481j -0.0019331+0.000165364j -0.00173912-0.00151741j -0.00427106+0.000762436j 0.00729536+0.000948234j -0.000449002-0.00383626j -0.00154422+0.00253779j -0.00496313+0.00204227j -0.000101277+6.19589e-05j -0.0122055-0.000676643j -0.00336003+0.000505523j -0.00813037+0.001959j 0.00444791+0.00058926j -0.00149996+0.00074086j -0.00237893+0.00351721j -0.000653534-0.00408762j -0.00345713-0.00220948j -0.00259954+0.00216166j 0.00400665+0.000988643j -0.00877806-0.00262976j 0.00412532+0.00126013j 0.00221835-0.00112087j -0.00153984+0.000493643j 0.000265994-0.000842029j 0.00201838+0.000828158j 0.00386989-0.000629603j -0.00222022+0.00114383j 
-0.00394455+0.00112954j 0.00235841+0.006792j 0.0103223+0.0155026j 0.00425047-0.0216924j 0.0112464+0.00265468j 0.00981086-0.0105539j 0.0227143+0.00885368j 0.00811587+0.0282333j -0.000598728+0.0020544j 0.00221314-0.0068628j 0.00287324+0.0309021j -0.00430247+0.00756096j -0.0018499-0.0146605j -0.00344475-0.00323681j -0.00895314+0.0177568j -0.00986171+0.00871656j 0.00464801-0.0118381j 0.00317689-0.0138414j -0.00570509-0.00760025j -0.00434048-0.0106828j -0.000872408+0.0267371j -0.00631688+0.0120881j -0.00133597-0.00293323j -0.00235555+0.00764352j 0.00162025-0.0114447j 0.00368182-0.0081474j -0.00290818-0.0058972j -0.0144843+0.00381698j 0.00774431-0.00199106j 0.0185244+0.0193623j 0.0085878+0.00466615j -0.00945799-0.00218874j 0.0066586+0.0062013j 0.0113152-0.00222858j 0.00998668-0.00139208j -0.00762582+0.000522423j -0.0121125-0.00171801j -0.0047612+0.00121538j -0.0195222+0.00626648j 0.015818-0.00109179j -0.0167902+0.00020698j 0.00746822-0.00311819j -0.00111215-0.00526958j 0.00289504+0.000416891j -0.00856405+8.14077e-05j 0.000974607+0.00170759j -0.00400279+0.000725218j -0.0150688+0.000369035j 0.00160638+0.0036537j 0.00125099-0.00179143j 0.00935069-0.00358537j 0.00418626-0.00106541j 0.00501976+0.000391025j -0.00348205-0.000569283j 0.00329112-0.00595103j -0.00142516+0.00165952j 0.00505905+0.00458781j -0.00106904-0.000568873j 0.0100245-0.000800296j 0.0101004+0.00646542j 0.00809738-0.00581191j -0.000285937-0.00355029j -0.000389437-0.00182581j 0.0029458+0.0014914j -0.00767623-0.00338196j -0.00617228-0.00153515j 0.00383459+0.0023244j -0.00465167+0.00127773j 0.00266063+0.00129878j 0.00503937+0.00250244j 0.00042754-0.00502733j 0.0014654+0.00177885j -0.00231942-0.000856695j 0.00261151+0.000141748j -0.00342496-0.00107866j -0.00184323+0.000736294j -0.00313197+0.000931265j -0.00302616-0.000422377j -0.00131065-0.00130385j -0.00449663+0.00276731j -0.000216974-0.00094363j 0.00121502+0.000181722j 0.000597281-0.000613986j 0.00318641+0.000999764j 0.00128862+0.00193412j -0.00161516-0.00286314j -0.00299337+0.000216948j -5.35485e-05+0.000881043j 0.00256031+0.00175127j -0.000805004+0.000654036j -0.00117236-0.000356671j 0.000771791+0.000591829j 
