-0.0894107+0.104335j 0.0379578-0.013077j 0.0013294+0.0262086j -0.107085+0.0183463j 0.000388504+0.0446618j 0.0165031+0.0250692j -0.0815832+0.00337441j -0.0454225+0.0200177j 0.0134234+0.0270799j 0.0022386+0.0313975j 0.0517229-0.0258151j 0.0225044+0.0461198j -0.0541911+0.000217621j -0.0142939+0.00883189j -0.0194842-0.0137326j -0.01508-0.00436877j 0.0178833-0.00919656j 0.00156478+0.0195399j 0.0021702-0.0207058j -0.0311849-0.0116581j -0.0268419+0.0273277j 0.0216025+0.0199307j -0.0222385+0.0435078j 0.0199499+0.0214394j -0.00175093+0.000316959j -0.0323251-0.0139685j -0.0210328-0.013415j -0.0035869+0.0315763j 0.053867-0.0209949j 0.022611-0.0006889j -0.0341684-0.0225476j 0.00836768-0.0113467j -0.0134742-0.0108702j 0.0331157-0.0182272j -0.00928324+0.0318714j 0.0234066-0.010265j -0.0187263-0.0366763j 0.0305871-0.0229933j 0.010578-0.0133956j -0.018902+0.0284303j 0.0156547-0.0216118j 0.0119835+0.0153748j 0.0017829+0.0346985j 0.0157051-0.0169569j -0.0134022-0.0107017j -0.0768192+0.0490446j -0.0265829-0.000929502j -0.00535322-0.0231065j -0.0302798+0.0785336j -0.0794379-0.0348742j -0.126871-0.0931776j -0.0862201+0.0357749j 0.183939-0.395232j 0.254147+0.130826j -0.0203748-0.0726663j -0.224126-0.184726j 
-0.065511-0.0151337j 0.0283884-0.0208002j -0.0226307+0.0474915j -0.0450541-0.00757548j 0.0541239-0.0441299j 0.0357292-0.0191618j -0.0625928+0.0299723j 0.0139754-0.0344873j 0.0241903+0.00786295j 0.0299767+0.00124748j -0.0187037+0.00645194j -0.00367666-0.0169167j 0.00957122+0.0635757j 0.0687636-0.0263123j -0.0476559+0.0266284j 0.0666758+0.00187972j -0.039169-0.0579763j -0.00619858+0.046293j 0.0513073-0.0237348j 0.0245716-0.0382194j 0.15129-0.0178183j -0.0924721+0.00141164j 0.0626056+0.0692001j 0.0701472-0.0150085j 0.09405-0.0497308j -0.0933326-0.00135189j 0.0996319+0.0891673j -0.222084+0.0138244j -0.0890181+0.122908j -0.0594034-0.0222752j -0.161128-0.0376537j -0.0255709-0.045917j -0.0130785-0.0738666j 0.123603-0.0175278j -0.103973+0.0509729j 0.118737+0.00881697j 0.109459+0.00678068j -0.077365+0.0264398j -0.0644208+0.126912j -0.038792-0.167041j 0.0247165-0.094702j -0.0362058+0.0406604j 0.0389591+0.16055j 0.103454+0.136167j 0.116959-0.0685119j 0.0493655-0.0424926j 0.0108249+0.0348519j -0.0389342+0.110192j 0.0482009-0.0535239j -0.0476947+0.000429984j -0.00937922+0.0314679j -0.0206483-0.0537418j 0.0457648+0.0217822j 0.0422003-0.0428866j -0.0130175-0.00174532j 0.0195756+0.0194928j 
0.00843326-0.0185549j 0.0154729+0.00358652j 0.0152674+0.0233717j -0.0046727+0.0264662j -0.0335169-0.0552296j -0.0251328-0.0296791j 0.00215674+0.0432467j -0.0328418-0.0479956j 0.026922-0.103952j 0.0600117+0.054551j -0.0102207-0.0810298j 0.00236169+0.0368473j -0.0344263-0.0605426j 0.00854815-0.0269522j -0.0240112-0.0382278j -0.0178695-0.0307967j -0.0790971+0.0109202j 0.0368188+0.00173801j 0.0444744+0.0199398j 0.0426235+0.0494673j -0.0964822+0.0149931j -0.0215468+0.16334j 0.0708951-0.104077j -0.0240778+0.13069j 0.00272798+0.060095j 0.00285818+0.073164j 0.0773+0.0642744j -0.0621792-0.0181022j 0.0272313-0.156062j -0.021438+0.0852472j 0.045739-0.0297906j -0.0986187-0.0132424j -0.00531066-0.0459611j -0.160191+0.0558457j -0.0755572-0.0448254j 0.121194-0.0492653j 0.00145791-0.0259904j 0.0778106-0.0334924j -0.0886242+0.0574497j -0.0422042+0.0707004j -0.0126241+0.0890721j -0.0930283-0.134423j -0.0580261+0.0982279j 0.0995258-0.08674j -0.101319+0.00724325j 0.0362119-0.0106058j -0.092198+0.0266115j -0.0805631+0.031156j -0.0326394+0.00273521j 0.0723832+0.00208419j -0.0184046+0.0186244j 0.0337527-0.0109962j 0.00638412+0.0429402j 0.0502-0.00477814j -0.0306374+0.0205842j -0.00346415+0.0262182j 
-0.0374206-0.0169727j 0.00739231+0.00191436j 0.0412691-0.0470538j -0.0487056-0.013049j -0.0367728-0.0132149j -0.0762329-0.0317204j 0.001552+0.00448378j 0.00229645-0.0472774j -0.0712178-0.0146672j 0.00220942+0.0407416j 0.0843013+0.0460927j -0.028585+0.0604461j -0.0557687-0.0700802j 0.0143096-0.0343656j -0.0825034-0.0319581j -0.0397205-0.00441842j 0.022874-0.0298072j -0.0603289-0.0547826j 0.11092+0.00755961j -0.0865377+0.0192776j -0.0057806-0.0939983j -0.0300811+0.064529j -0.125737+0.0642013j -0.0458534-0.117319j 0.0372776-0.0257625j -0.0295533-0.00117978j 0.00987101+0.00232325j -0.159111+0.107052j 0.132655-0.119596j 0.0147173-0.0563888j -0.0136117+0.0640693j -0.0226941-0.0198698j 0.173697-0.0391821j -0.0403037+0.0360527j 0.0553817+0.049473j -0.0916934+0.0990618j 0.0981737+0.00447482j -0.0520924+0.119622j -0.0687144-0.0865722j 0.127648+0.0492885j 0.0802936-0.250821j 0.109582+0.000516317j 0.0193432+0.00185071j 0.0498206-0.00165594j -0.0490019-0.000125381j 0.0361485-0.0233589j 0.0338832+0.0810825j 0.0731497-0.0484079j 0.00426325-0.0512316j 0.0502439+0.030407j -0.138027-0.0424845j 0.0496175+0.00388863j -0.0154881+0.0577829j 0.0269316+0.0210239j -0.0688912-0.00136767j 0.0565565+0.0842883j 
-0.0117232-0.0300035j 0.0242914+0.00357379j 0.00288556+0.000624405j -0.0669912-0.0337489j 0.00297786+0.00167448j -0.0114285-0.0871735j 0.00149967+0.0334004j -0.028915-0.0635536j -0.0447627-0.0679306j -0.0147709+0.0752566j -0.017426+0.023079j -0.00527701+0.086303j -0.0277262-0.0173703j 0.0102038+0.0861342j -0.0455352+0.0382876j -0.012489-0.0442852j 0.0165281+0.0577727j -0.0603907+0.0398397j -0.0573629-0.00386999j 0.0340564+0.09428j 0.0722964+0.125348j -0.201088-0.00936925j 0.0299583+0.0238028j -0.0566457-0.00888026j -0.103551+0.106086j -0.0619507+0.0128976j 0.0568282-0.0354327j -0.0798135-0.0703781j 0.0866165-0.110356j -0.159632-0.0521201j 0.00593387+0.00867423j -0.196198+0.0816453j -0.113672-0.0580694j 0.097309+0.105108j 0.151821-0.107787j 0.0292384-0.138653j 0.0619082-0.00642859j -0.0416267-0.0980909j -0.00987517-0.110051j 0.179975-0.0530277j -0.0974453+0.0882841j 0.0788784+0.0113965j -0.0663665-0.0843529j -0.026655-0.0304948j -0.0174222-0.0614213j -0.130295-0.0531174j 0.0255856-0.0795538j 0.00783969+0.075441j 0.0201021+0.0471063j 0.074768-0.01312j -0.0148796+0.0634132j -0.0100197+0.00319736j 0.0469845+0.0447188j -0.0212752-0.000699296j -0.0350515+0.0138252j 0.0212399+0.0577051j 
0.0115014-0.0128067j -0.00764088-0.0116088j -0.0437894+0.0445891j 0.0774975+0.0389881j -0.00836695+0.00293696j -0.0395495-0.0362983j -0.00983405+0.030973j -0.0146857-0.0374826j 0.0201171+0.0699811j -0.0211828+0.00448976j -0.015388+0.103132j 0.0671442+0.0452691j 0.0198423-0.0657415j 0.0186369+0.011054j -0.0712368+0.0613021j 0.0343272-0.078563j 0.026803-0.00516483j 0.116912-0.0252214j 0.103601-0.0162176j -0.0543398+0.067713j -0.022187-0.0404522j 0.00842429+0.0145614j -0.0380815-0.0394106j -0.105536-0.111305j -0.112695+0.0891038j -0.0781275-0.0287987j -0.0462581+0.0653222j -0.0670825+0.0735824j 0.0430319-0.156146j 0.0502773-0.0332062j 0.0215862-0.120567j -0.0956875+0.0852907j -0.0535519+0.0533404j 0.0824693+0.0226363j -0.0588292+0.00081502j -0.0211162-0.080583j -0.0410725+0.077904j -0.00727487-0.114404j -0.128769-0.0951376j -0.0315834-0.0228291j 0.0414674+0.0567213j -0.0450637+0.17426j -0.121034+0.125025j 0.00542009+0.0147239j 0.0921269-0.124446j 0.0621621-0.00651049j -0.00547501+0.0342023j 0.0725496-0.0227242j 0.0262758+0.0345227j -0.0336602+0.00178429j 0.00552364-0.0706834j -0.0126217+0.0160448j -0.012262-0.0252721j -0.0280228+0.0078496j 0.0155297+0.0148511j -0.00738423-0.0137336j 
0.0509481-0.0272739j 0.0272328+0.0451193j 0.0695981+0.03236j -0.0690692-0.0150424j 0.0375798-0.069899j 0.0507311-0.0300336j 0.0119587+0.0418973j 0.0208218-0.0266554j -0.0325893-0.0095678j -0.0203332+0.0107323j 0.00870627+0.0503293j 0.0157962-0.00891441j 0.0633117+0.0831604j -0.0311524+0.0177708j -0.0551185-0.0313707j 0.0070187+0.0128246j 0.0121138-0.0320416j 0.0539507-0.06137j -0.0567219+0.0738016j 0.0214393+0.0444358j -0.00903746+0.0480429j 0.0426796-0.0455954j 0.0470776-0.0212272j 0.0933022+0.0473124j 0.0320974-0.0906916j 0.00420131-0.0828475j -0.131991+0.0307966j 0.0143963-0.064071j -0.103316-0.029728j 0.0454114+0.011813j -0.0364562+0.00166033j 0.103628+0.0109986j 0.0838247+0.110561j 0.0462023+0.00967883j -0.0860191+0.0754907j 0.0126862+0.0770723j -0.0483407+0.123051j 0.0229145-0.00930886j 0.00670788+0.0212215j -0.0270487+0.0397915j 0.0961601+0.129j -0.0228936+0.132254j -0.015781+0.0180984j -0.00131966-0.0299385j 0.035266-0.126311j -0.0239958-0.00513004j 0.00802016-0.0531509j 0.0453447-0.0451725j 0.0769039-0.0569138j 0.0366287-0.0737679j -0.00249574+0.0532664j 0.0697764-0.0281886j 0.102601+0.0408794j -0.0124259-0.00821553j -0.0140691-0.0269542j -0.0679771+0.00782874j 
0.0644228-0.00785592j -0.0279421+0.0341609j 0.0258646+0.0542009j 0.0326703+0.00537343j -0.0194938-0.0430872j 0.00201277-0.0214208j 0.00366601+0.00688861j -0.00498376+0.0330922j -0.0214838-0.0242875j 0.0763448+0.0774876j 0.0155775+0.0232014j -0.0228751-0.00860518j 0.0302954+0.00725181j 0.102658-0.0402309j 0.0105478+0.0355031j -0.0342188+0.0762557j 0.0275334-0.0208903j -0.0492916+0.12396j 0.076956-0.0206527j 0.0190029+0.180928j 0.101791-0.089589j 0.106157-0.0147112j 0.0883769-0.000850465j -0.0730611-0.0323615j -0.0439539+0.135649j 0.0696899-0.0959679j -0.00450975-0.0013933j 0.32655+0.034827j 0.0261611-0.0101878j 0.0825577-0.0573941j -0.258695-0.0321932j -0.0620866-0.0154019j -0.0156362-0.100132j 0.0599205-0.127355j -0.0697262+0.056139j -0.16625-0.0335683j -0.037576+0.0579294j 0.148666-0.10494j -0.014442-0.0446053j 0.0380946+0.00324769j -0.0979516-0.131444j -0.0855766-0.187822j 0.00407023+0.0279644j -0.0165304-0.00515067j -0.0786376-0.0407549j 0.00104872-0.00776232j 0.0566514-0.0151833j -0.00761309+0.0758445j -0.00609548-0.00747426j 0.0568372-0.00289849j -0.0435082-0.0101154j -0.037383-0.0586927j 0.063855-0.0109485j 0.0082134-0.0054646j 0.0555493-0.00194566j -0.0461574-0.0457146j 
0.0023519-0.0469902j 0.0573498-0.015259j -0.0873481+0.039108j 0.016107+0.0408323j -0.00990086+0.0248278j 0.0690371+0.00830008j -0.0208864+0.00961977j 0.019627+0.0012168j -0.0459412+0.0306666j 0.0129322+0.0650327j -0.0632747-0.0580779j 0.0289894+0.0135429j -0.0133917+0.0346186j 0.00472793-0.00718379j -0.185641-0.0462487j 0.0398756+0.102545j -0.0348828+0.0375373j -0.0737471-0.0947804j -0.165332+0.148449j 0.0595534+0.0316756j 0.0137022+0.0226338j 0.0400339-0.0664456j 0.0125141-0.0628083j 0.0832619+0.136641j 0.11363-0.0812557j -0.0834001-0.0613342j 0.0276315-0.0287801j -0.103059-0.00152051j -0.139178-0.181291j -0.238907+0.025544j -0.0950975+0.122197j 0.0552834+0.0649823j 0.105858+0.00920154j 0.120032-0.0711074j 0.0955597+0.174595j 0.0545153+0.04555j 0.0932613+0.0467342j 0.0609413+0.0131089j 0.0132826-0.000340867j 0.197451+0.0312994j -0.0432301+0.04915j 0.0484052-0.0983823j 0.0246541+0.014285j 0.155291-0.160446j -0.0313413+0.00874768j -0.0622895-0.0255461j 0.0357561-0.00683161j -0.0419879+0.0217594j -0.0596391+0.0040556j 0.0312654+0.0531489j 0.0293034-0.0324818j -0.0623611-0.00435045j 0.0484771-0.0213851j -0.014627+0.00299007j -0.0215003+0.00227647j -0.00635591+0.0135584j 
-0.0444349+0.0142748j 0.0395859-0.00260964j 0.0189974-0.0410765j -0.0362088+0.0587233j 0.00708539-0.0421903j 0.0496147+0.026039j 0.111896-0.0690001j 0.0688051+0.0208255j 1.25824e-05+0.0191345j 0.0900219+0.0462832j 0.0147054+0.00378973j 0.0886356-0.0102016j -0.0271759+0.022391j 0.112091-0.000857009j -0.00492268+0.00387542j -0.00781093+0.00237604j 0.0217786-0.0254229j 0.0172239+0.0320775j 0.00562308+0.122508j -0.0568668+0.0389621j 0.00355158-0.13366j -0.0394562-0.156855j 0.0735709-0.26841j -0.0215409-0.102388j 0.0512998-0.0333756j 0.00205595+0.173647j 0.0287539+0.00747396j -0.134316-0.0254707j 0.0625512+0.0225277j 0.049629-0.0263895j 0.00210016+0.14096j -0.0731895-0.0693548j -0.0179206+0.0995915j -0.0804438-0.251186j -0.05309+0.107789j -0.0175328-0.105056j 0.0358311+0.0341479j -0.0205462-0.13048j 0.0109865-0.0104406j -0.0178951+0.0114871j 0.00666116+0.0235742j -0.0445866+0.0102082j 0.105083-0.00863737j 0.00896087+0.056811j 0.0976181+0.00440628j -0.00179883-0.0153128j 0.0917425-0.0525744j 0.0135888+0.0303089j 0.0794287-0.0230358j 0.0935247+0.0650592j 0.0613394-0.0171943j 0.00538726-0.0348135j 0.027151+0.0722499j 0.00698342+0.0358863j -0.0426024-0.00769265j -0.0498799-0.0121315j 
0.0073172-0.0327634j 0.0598928-0.0228771j 0.0228888-0.0219446j 0.0141373-0.0237453j 0.0049887+0.0659626j 0.000261155+0.00298477j -0.0357879-0.0289403j -0.00240842-0.0318299j 0.0294381+0.0299673j -0.010193-0.00268445j -0.00870262-0.0807123j -0.00109294-0.0209827j 0.0530102+0.0323037j -0.0348005+0.0289416j -0.0236952+0.0627775j 0.0394415+0.037283j 0.122604+0.0719131j -0.0311925+0.0909761j -0.00525216-0.154433j -0.142299+0.0878274j -0.0376873-0.0097396j -0.0193618-0.119236j -0.0256686-0.0841463j 0.00252151+0.142391j 0.017697+0.10547j -0.214949-0.181887j 0.231091-0.08686j -0.264455+0.00517723j 0.0742261+0.0217281j -0.0872925-0.0686178j 0.150393-0.197475j -0.0215598+0.0751331j 0.00463524-0.148247j 0.0215303-0.146266j -0.0652467+0.0966801j -0.0175209+0.0206902j 0.0815448+0.072294j 0.00121616+0.120265j -0.0308716-0.0771538j 0.0707893-0.0709969j -0.0485826+0.0241121j -0.0717217-0.0613385j -0.0489153-0.0370513j -0.0821202+0.050163j -0.0080746+0.00329941j 0.0271748-0.0837242j -0.0184273-0.00385637j -0.0165302+0.0255259j 0.00685995+0.0413883j -0.0382231+0.014682j -0.00272025-0.00217601j -0.000650069+0.0676889j -0.00454184-0.0216521j 0.00260672+0.0257317j -0.0591239-0.0375972j -0.0240364+0.0246101j 
-0.0130719+0.00579462j -0.00184177-0.00384041j 0.0320987-0.0266332j 0.00201621+0.00585002j -0.0303999+0.0133447j -0.0234014-0.0504273j 0.0035024+0.0234408j 0.0950754-0.0186059j -0.0624947-0.061932j -0.0494244+0.054443j -0.0324132+0.011652j 0.0329908+0.0240951j -0.0150171-0.0115271j -0.0533246+0.0989213j -0.10017-0.0221189j 0.0926619+7.00553e-05j -0.205184+0.0427053j 0.0997901-0.000380599j -0.0407379+0.100675j -0.045468+0.0198978j 0.0230469-0.0266054j -0.148426+0.0557294j 0.0119945-0.0676766j 0.0487304-0.052959j -0.0828457-0.0304246j -0.0219244-0.132316j 0.128164+0.110528j -0.00430782+0.0562444j 0.159294+0.00171141j -0.140218+0.134139j -0.0259435-0.104119j 0.103512-0.0335741j 0.0509429+0.0567857j 0.00568969-0.0693046j -0.143395-0.0399957j -0.0299084-0.0219909j 0.0592395+0.0264774j -0.0033377-0.0922367j 0.116569+0.0108843j -0.179612-0.046762j -0.113062-0.0223307j -0.0861625-0.000540803j -0.0430004-0.0982803j 0.0270823-0.0303526j 0.0224882-0.0203499j 0.0182907+0.0195759j -0.0506061-0.0515999j 0.0495349-0.0542476j 0.087574+0.0217653j 0.00817039-0.0196381j -0.0303764+0.049514j 0.0190458+0.0107383j 0.00498568+0.00151272j 0.0379479+0.0329154j 0.00562626-0.00305994j -0.0163937-0.0109273j 
0.0225895-0.00767843j 0.00237855+0.0114226j -0.0303106+0.00765232j 0.0093866-0.0332346j 0.0710908+0.0211505j 0.0263043+0.0484447j -0.00554116-0.0572051j -0.075239-0.0108433j 0.0489619+0.0199405j 0.00958555-0.015719j 0.0407279-0.00558693j -0.0182944-0.0301575j -0.171449-0.171885j 0.0174362-0.0215096j 0.0593965+0.0791745j 0.0689648+0.0350581j 0.146076-0.0196788j 0.0137716-0.0130478j 0.0216073-0.00396646j -0.0870308-0.00516347j -0.0681929+0.0115523j 0.119497-0.109809j -0.119905+0.00512078j 0.0760113-0.00989929j -0.0332477+0.0655716j 0.0364074+0.100412j 0.287976+0.0598526j -0.00576175-0.00735778j -0.1109+0.163884j -0.0141044-0.0113774j 0.0288918-0.0425529j -0.0763897-0.0715956j 0.0525728-0.105288j 0.0381012-0.0210646j 0.0350291+0.005428j -0.00998404+0.0194852j -0.0568945-0.0313202j -0.136133-0.133892j -0.0458207+0.111427j -0.0718986-0.0440936j -0.0598294+0.0647797j -0.167654+0.0344402j -0.0184657+0.00730833j 0.0540027-0.00995143j 0.0212201-0.0157222j 0.0682277-0.0487927j -0.00523131-0.0344628j 0.0341581+0.0324948j -0.00229775+0.00391004j -0.0466079-0.00497768j 0.0484289-0.0229993j 0.00403326+0.0459999j -0.0500125+0.0260697j -0.113453-0.0380415j -0.0269832-0.025474j -0.011993+0.0247932j 
-0.0686211+0.0266168j -0.0252152-0.0136718j 0.00854641+0.00799285j -0.114586-0.0079571j 0.0269829-0.0628943j -0.0352331-0.0126624j 0.0647343+0.0235825j 0.00778753+0.0173177j -0.00393974+0.0525607j 0.0539077+0.04954j 0.0316285-0.0142823j -0.0750707+0.0766213j -0.00923394-0.0413049j -0.00445459-0.0265872j -0.0895955+0.157163j 0.077876-0.0648447j 0.062129-0.0188537j 0.00591719+0.0435986j 0.17678+0.0932164j 0.0323732+0.123399j 0.136637-0.00253959j -0.110455-0.134745j -0.083522-0.120296j 0.0515608+0.0813727j -0.00436327+0.00282635j 0.277393-0.0482892j -0.0548903-0.0510188j 0.193492-0.00448887j -0.045781+0.0401946j -0.073069+0.0103777j -0.0174698-0.157231j -0.0110971+0.0787669j 0.0179861-0.0322618j -0.0774534-0.0487412j 0.0886086+0.060507j -0.0673323-0.0291155j -0.00885223+0.210208j 0.0031046-0.0256886j -0.0534408-0.0841715j 0.0334593+0.00782768j 0.0200537+0.110686j -0.0631915-0.00569984j 0.0645787+0.0290605j -0.0425218+0.0447856j -0.00353586-0.00845735j -0.00624086+0.00292183j 0.067846-0.0975966j 0.0446979-0.0158086j 0.0183512-0.0278685j 0.000462658-0.0263848j 0.0338461+0.0368507j 0.0110685-0.0508478j 0.00647288+0.00835256j 0.0357418-0.0673788j -0.0125213+0.0387726j 0.0734341+0.0353843j 
0.0245235+0.0408141j -0.0466582+0.013044j -0.00278454-0.00704327j 0.0911495-0.0406679j 0.0662921+0.0187453j -0.0152971+0.0645648j -0.0314813-0.0632797j -0.056343-0.0480392j 0.0357786+0.0682306j 0.00659738-0.0447803j -0.0524805+0.00464433j -0.0380562-0.0834164j 0.0265344+0.0451668j -0.00211249-0.0155492j -0.0527166+0.156867j 0.117653-0.159481j -0.0351895+0.0542754j -0.0268683+0.0256516j 0.0332281+0.0404743j 0.00379526-0.109109j 0.0827324-0.0941385j -0.00900108+0.0728246j 0.0203891-0.0571811j -0.0973763+0.132161j 0.123998-0.030649j 0.0514847-0.0559965j -0.0770201-0.0145683j 0.0484672-0.0563916j 0.115104-0.0585812j -0.171519+0.0271848j -0.0237805+0.0318514j 0.0796586+0.151542j -0.120325+0.0899025j -0.00185677+0.00288239j 0.0324586-0.0285913j -0.0250956-0.0934287j 0.045157+0.0170813j 0.113907+0.108566j -0.0447137-0.127456j 0.0240315-0.0208786j 0.0127022-0.0174243j 0.0936002-0.0664868j 0.0704696+0.0406037j 0.0480415-0.0820708j -0.0121342+0.0173485j 0.00308608-0.0181787j 0.0448675+0.00628094j -0.0474841+0.00888143j -0.0301433-0.0360828j -0.0130587+0.0501718j -0.0516295-0.033564j 0.0254209+0.050436j -0.103808+0.00929527j -0.0417143+0.00705974j 0.0475426-0.0229667j -0.00467281-0.0317702j 
0.0154552-0.0124724j 0.011301-0.00867337j 0.0290514+0.00253443j -0.00261124+0.0194698j 0.00192632-0.0184745j -0.00570649-0.06509j 0.0327919-0.00986594j -0.0375213+0.0206684j 0.0762498+0.0337403j -0.00292216+0.0297131j 0.0661434+0.016121j -0.0943635-0.142468j 0.00757801-0.0157861j 0.118361+0.129301j 0.048105+0.192768j 0.0740195-0.0695574j 0.035062-0.00138264j 0.138882-0.0943219j -0.000687374-0.109158j -0.0443648-0.0829299j -0.00711589+0.0719018j 0.0765697-0.00577305j 0.0693268-0.0257616j 0.0129279+0.055921j -0.0874863-0.0735945j 0.023713+0.134761j 0.0594333+0.0614797j 0.0584991+0.0345084j -0.0328544-0.153663j -0.0715698-0.0884347j -0.0634744+0.0233996j -0.10821-0.0649823j 0.0967487-0.107539j -0.0266993+0.0402599j -0.0147291+4.41607e-05j -0.0327583+0.0325956j -0.0479714-0.070532j -0.115553-0.0168795j -0.123838-0.0351805j -0.049305-0.0192714j 0.0298614+0.0828538j 0.0678293+0.0650691j -0.0167275+0.00551759j 0.0286274+0.0679229j -0.0641536+0.0344329j -0.00322419-0.107477j 0.0234621+0.00209006j 0.0274602-0.0743885j 0.0187987-0.0400177j 0.00538446+0.0354973j 0.0372299-0.0366446j 0.00200769+0.00650957j 0.068042-0.0316481j 0.0283741+0.0486891j -0.0057553+0.00593352j -0.0178142-0.0129413j 
0.0350008-0.0643227j 0.0380575+0.0246803j -0.00818976-0.00299181j -0.043783+0.0496997j 0.00991611-0.00209195j -0.0316953-0.0563736j 0.0813493+0.00230672j 0.0134309-0.0427982j -0.0115689+0.0796218j 0.0194502+0.0670689j 0.119882-0.0495022j -0.0277598+0.0561517j 0.001078-0.0289928j -0.0671821+0.0672159j 0.0774052+0.0171843j 0.116217+0.062818j 0.185421+0.0347602j -0.0359561+0.11571j -0.0401833+0.0940515j -0.0763452-0.0170085j -0.0314142-0.120547j 0.144103+0.12966j -0.0892787+0.118815j -0.0794995+0.0737261j 0.237371+0.0588048j -0.0248734+0.0236469j 0.148733-0.0679648j -0.0337006+0.0090604j 0.128662+0.138942j -0.0305353-0.0522074j 0.0242547+0.0356487j 0.115177+0.104443j -0.0601227+0.0317972j -0.0253401+0.0230146j -0.192386-0.0268619j -0.100413+0.103165j -0.0344546+0.103243j -0.0214196+0.00395708j -0.0626782-0.0473846j 0.00876037-0.047903j 0.0142441-0.0554769j -0.0506491-0.0322232j 0.0193446-0.0772839j 0.035966-0.0374773j -0.0106857-0.101984j 0.00723949+0.0275768j -0.000239752-0.0907555j 0.0522288-0.078553j -0.0300536+0.0676598j 0.00660757-0.0420029j -0.0314866+0.0932934j 0.0119143-0.00618316j 0.0659373-0.0258752j -0.00136238+0.00230865j -0.0213414+0.000302053j -0.021355+0.0304314j 
-0.0588319+0.0761407j -0.0593195-0.00421664j -0.0350886+0.0261822j -0.0236626-0.0530032j 0.0521557-0.00131119j 0.139944-0.0507715j -0.0494697+0.032702j 0.00951179-0.053589j 0.0575744+0.0594674j -0.0234621+0.0894122j 0.0478227+0.0108587j 0.0711868+0.0186266j 0.062443+0.0137434j -0.0259386+0.0142507j -0.100423-0.0287898j 0.0717317+0.263166j -0.118849+0.0482124j 0.0729454-0.0736861j 0.0328233+0.13914j 0.0870923+0.000391025j -0.102849-0.101903j -0.0410914+0.0557902j -0.0874342-0.0256884j -0.170186-0.0357524j 0.00480564+0.0231626j 0.00854559-0.0494503j -0.00765427+0.000969584j 0.12708+0.122858j -0.134059-0.119196j -0.0308596-0.0333824j 0.0108985+0.00850297j 0.0434513+0.0290672j 0.0569795-0.0931936j -0.110026-0.0622528j -0.00435226+0.0660367j -0.00982074+0.120224j -0.0672883-0.00799485j -0.119577+0.00657116j 0.0642518-0.0542031j -0.0164237-0.0299537j -0.0415794+0.00371469j 0.0743832-0.0343129j -0.00940521-0.0556024j -0.0539302+0.0741167j 0.0399591+0.0497314j 0.0804321-0.0333216j -0.0101135+0.0355976j -0.0627512+0.0180558j 0.000152002-0.0359269j -0.0091996+0.00170061j 0.0838662-0.0220135j -0.0472755+0.0154827j -0.0347574+0.00195994j -0.0383952-0.0487035j 0.000168709-0.0021817j 0.0315965-0.0136368j 
-0.00847571-0.0136999j 0.0216365+0.019848j 0.0529055+0.0108247j -0.00745349+0.0334662j -0.0286132-0.0152799j -0.00521623-0.0219278j 0.0584081-0.000716881j -0.0329534+0.000753979j 0.0914988+0.0383152j -0.0940796-0.0264761j -0.0400768-0.00642833j -0.0850994-0.0113122j -0.102003-0.0821004j -0.0472379-0.110917j -0.111116+0.128217j 0.00330586+0.0978639j -0.0720842-0.0756077j -0.0823807-0.0849003j 0.078785+0.0346055j -0.0026243-0.0290237j -0.140664-0.0381355j -0.068545+0.0480296j 0.171517+0.0522761j -0.0213845+0.0285456j 0.0699457-0.0231762j -0.0454489-0.0338729j 0.0177601+0.0722567j -0.0531301+0.0658515j -0.00149497+0.144204j -0.0459858+0.0426572j -0.0235533+0.0777217j -0.0116522+0.0375593j 0.00437393-0.121826j -0.077254-0.111349j -0.0182746-0.167j 0.0902867+0.00637422j -0.0559834+0.0378274j 0.0422796-0.0169014j 0.0459884-0.0051276j -0.0876262-0.00277182j 0.0138493-0.0331137j -0.0104576+0.0444142j 0.00913175+0.0343766j 0.0270383-0.044871j 0.00682168-0.0277833j 0.0226228-0.0872756j 0.0623314-0.04183j -0.0377296-0.101213j -0.0278259+0.0349817j -0.00184551-0.0428799j -0.0174589+0.0183873j 0.0266884-0.0561186j -0.000885025+0.0290124j 0.0107024-0.0300127j -0.0150355+0.00135412j 0.00766547+0.0140355j 
