0.00708592-0.0250947j 0.0065764+0.0472556j -0.0536098-0.00449621j 0.0125305+0.00639879j 0.00384627+0.0115689j 0.0124868-0.0170479j -0.00965216-0.0410551j 0.0184373-0.0214392j 0.0445299+0.0132181j -0.0244981+0.0508755j 0.00563538+0.0101252j 0.00163504-0.0100621j 0.0154599-0.0188521j 0.00122642-0.00142581j -0.0332426-0.0118967j -0.000964871+0.0277619j -0.0264321+0.010934j -0.0313216+0.0135014j 0.0264426+0.00131469j -0.0293342+0.0351771j -0.0555863-0.000555194j 0.0345763-0.0105371j 0.0193348-0.000763496j 0.0251465-0.0067592j 0.00335915+0.0146576j 0.0385275-0.0274205j 0.0303187+0.0169798j 0.0111313+0.00974544j 0.0658385-0.0253658j 0.0232005-0.0124035j 0.00690328-0.0104421j -0.0101755-0.044863j -0.0359701-0.026646j -0.00101395-0.0437584j 0.0182587+0.0072786j -0.0205304-0.00536639j 0.0194475+0.0053124j -0.008036-0.036999j 0.0211289+0.027082j -0.00752191-0.0193141j 0.016549+0.0246048j -0.00906796-0.00251111j 0.027764+0.0192386j -0.0201543+0.0022606j -0.00134955-0.0358422j -0.0149436-0.0156772j 0.0104739+0.0175989j -0.00527821-0.0161716j -0.0176134-0.0393639j -0.000285162-0.0249004j 0.0126697-0.0424067j -0.00905625+0.0150301j 0.0139417-0.0107538j -0.0220945+0.0776665j 0.00415903+0.0303838j 0.02922+0.0130017j 0.0244072-0.0100752j 0.0337136-0.0087023j 0.00455338+0.0207555j 0.0119663+0.0144682j -0.00207837-0.0134963j 0.00527512-0.00199703j 0.00512898-0.00442243j 0.00408241+0.0076879j 0.0021848-0.0014446j 0.00386711-0.00418843j 0.00424507-0.0080849j 0.00516263+0.00560423j -0.00130449+0.00128741j 
-0.114235-0.022134j -0.0640613-0.0401633j 0.13683+0.0527768j 0.0677718+0.0479834j -0.00859815+0.108667j 0.0231096+0.0405219j -0.0262406-0.0360283j 0.0564974+0.0719344j 0.0238199+0.0350825j -0.0235116+0.0487339j -0.0258438-0.0258571j -0.00443842-0.0616724j 0.0100813-0.0541519j -0.0238472-0.00563364j 0.00116275+0.0289664j -0.00775553+0.0823787j -0.0143296+0.040324j 0.0137112+0.105875j 0.0498543-0.0535259j -0.0496624+0.087828j -0.00595804+0.00936547j 0.00977353+0.0117178j 0.0165634+0.0315082j -0.0460423-0.0133511j -0.0238852-0.0322173j 0.0332095-0.0583373j -0.0166478-0.0676895j -0.0818458-0.0246045j 0.0169264+0.0393586j -0.0313967-0.0420673j -0.0370578+0.0370903j 0.0238691-0.00354885j -0.0326109+0.0672718j -0.00485929+0.00744734j 0.00533611+0.0282102j -0.0039558-0.0351259j 0.0161457-0.0134202j -0.0293413+0.0054073j -0.012413-0.00337012j 0.00231516-0.0130296j 0.0456319+0.0100441j 0.0139978-0.0122791j 0.0186081-0.0208956j -0.00924004-0.0321239j -0.0176166+0.0262007j 0.0191876-0.103423j -0.0213921-0.0156503j 0.00236447+0.0016359j -0.0217578-0.00449846j -0.00685551-0.0468089j -0.0167278-0.00383982j 0.013846+0.0320441j -0.0118026+0.0114426j 0.030764+0.0131386j 0.00925068+0.0464357j 0.017309-0.0447027j -0.0119813+0.0677219j -0.0224925+0.0340067j 0.0107442+0.0129878j 0.0156245+0.00528543j -0.00170998-0.00942727j -0.00142856-0.00546798j -0.00884147-0.00784264j 0.00911751-0.00854339j -0.00850844-0.00614006j -0.013179+0.00415146j -0.0073114+0.00852808j 0.00486351+0.00878137j -0.00109169-0.0067393j 
0.0636524+0.0455332j 0.068093-0.0033097j -0.0332508+0.0616289j -0.0570804+0.0225195j -0.141936-0.079021j -0.0643975-0.0755318j 0.0172461-0.011205j -0.0663868+0.0513651j -0.0136566+0.0308939j 0.00044603+0.0120819j 0.0191385+0.0429551j -0.0166146-0.0712899j 0.0266574+0.00632779j 0.129907+0.0562985j 0.00830427-0.0247068j -0.0140895+0.0857694j 0.0166343-0.0527895j -0.0238362+0.0589282j -0.0115746+0.0713955j -0.133317-0.0543898j -0.0192589-0.0596282j 0.0581147+0.0208547j -0.0499427-0.000953574j 0.0363293-0.0608522j -0.0547978-0.0776251j 0.0990028+0.0599354j -0.036675-0.0184072j 0.0246562+0.028752j 0.00786715+0.0443131j -0.0215487+0.00725318j -0.0343265-0.018374j 0.0535758-0.00473403j 0.0335984-0.0483799j 0.0281016-0.0273789j 0.014456+0.0344933j -0.00268551+0.113796j -0.0105102+0.0466836j 0.00681766+0.0358808j -0.0339995-0.00233009j 0.0173984+0.00541586j -0.0185424-0.00403496j 0.0197252+0.0295014j -0.0402069+0.0999629j 0.0198307-0.00281324j 0.0266874+0.0129878j -0.0212654+0.0232451j 0.0122028+0.0998118j -0.022418-0.0658092j 0.0346818-0.0180314j -0.00331964+0.030583j 0.0196029+0.0228278j -0.00733823-0.0394072j 0.0165214-0.00567628j -0.0234218-0.0173872j -0.00422551-0.022932j -0.0509641+0.0205719j 0.00722495-0.0980189j 0.028661+0.0295679j -0.00164778-0.0724684j -0.0112901+0.00456708j 0.005552-0.0118796j -0.00533734-0.00216287j 0.00527005-0.00225964j -0.00641342-0.00434867j -0.00369657-0.00354836j 0.00889017-0.0204918j 0.0127727+0.0154348j -0.000874074-0.00794743j -0.00314669+0.00178868j 
0.0660875-0.00054091j -0.0333384-0.0576518j 0.0745948+0.071588j 0.0351008-0.00143245j -0.000761197+0.0198651j 0.0436779+0.0588769j -0.0409927-0.0527013j 0.0400254+0.0588233j 0.013495-0.0462314j 0.0711368-0.0877201j -0.0528175-0.0285344j 0.00883519+0.0803642j -0.0386398+0.0225454j -0.00163545+0.00680218j 0.0777268+0.0190964j -0.0665566+0.0154177j 0.058938+0.0512767j -0.0617358+0.0708158j -0.0260745-0.0587992j -0.00808115-0.0246517j 0.00884467+0.042646j -0.0356978-0.0375204j -0.0288116+0.030852j 0.0113324-0.0129599j 0.0104893+0.00574243j 0.119463-0.0196998j -0.0400473+0.0110214j -0.0472475+0.0214879j 0.096684+0.020456j -0.0362105+0.0463262j 0.0895061+0.00640928j 0.153894-0.107197j 0.243654-0.184215j 0.0759875-0.0543797j -0.0704342+0.0363609j 0.0601785-0.0491539j -0.00136766-0.00672881j 0.0152211+0.0102538j 0.00133874-0.00323155j 0.0163192-0.0199086j -0.00427029+0.0177091j 0.000369888-0.00945176j -0.0187414-0.0257204j -0.0123104+0.0197589j -0.0100642+0.00855394j -0.00130209-0.0208989j -0.0314175+0.0090817j 0.0204555-0.0134486j -0.00763674-0.0113017j 0.00891977-0.0122168j 0.0326705+0.000547333j -0.00303479+0.0199568j 0.0122727+0.0183315j -0.0897869+0.0498299j -0.0428119+0.0263577j 0.0325041+0.000878598j -0.0399471-0.0121969j -0.100502+0.0889741j -0.0318515+0.0158786j -0.0488063+0.0418348j 0.0347229-0.102842j -0.00716131+0.0101181j 0.0337149-0.0740504j -0.0127157+0.0295535j 0.0035769-0.025418j 0.0477352-0.0724783j -0.0293842+0.0605731j -0.0207193+0.0225403j 0.019696+0.00860834j 
0.0123927+0.00176659j 0.0393952-0.0219677j -0.0508396+0.000702616j -0.0141936+0.00821027j -0.00504862+0.0620052j -0.0440434-0.0317051j 0.0270801+0.0221809j 0.0471145-0.0886677j 0.0116866+0.0607113j -0.00797467+0.0429417j 0.00104953+0.0281614j -0.025673+0.032991j 0.00455453+0.0316165j 0.0367443-0.0108254j 0.0372128-0.00611128j 0.0349843-0.0136449j -0.00346949-0.0235459j -0.0861169+0.0813282j 0.126627-0.0852413j 0.0191267-0.0536009j 0.0104732+0.0121325j 0.0498122-0.0418027j -0.0727786+0.013595j 0.0277846+0.0186024j 0.00578972+0.0133349j -0.00084915-0.0773803j 0.00284715+0.0227883j -0.135358+0.015795j -0.0122791+0.0459039j -0.181284+0.11506j -0.193116+0.115291j 0.0146776-0.0401554j 0.0253374-0.0416864j -0.0792718+0.0640741j -0.0664216+0.00548367j 0.00956805+0.0167391j -0.0240396+0.0188991j -0.0476571+0.00429927j 0.00597549-0.0110963j -0.0119398-0.0560812j 0.00149775-0.0196309j -0.00429327+0.0190509j 0.0236768-0.00996663j -0.0249108+0.030103j -0.0140135+0.0369187j 0.00726-0.0508168j -0.0300734+0.0852223j 0.0259532-0.0642513j -0.00850959+0.00588579j -0.0111144-0.028408j -0.0480445+0.0274303j -0.00119662+0.0907999j -0.00733733-0.0348824j 0.0135225+0.110479j 0.0238428+0.0176672j 0.00287058-0.0717177j 0.00319639+0.0210103j -0.0866477+0.111509j 0.0291156+0.0373634j 0.00616663+0.0263983j 0.0517264+0.0416785j -0.00256078-0.0110298j 0.0186798+0.0171083j -0.0034874+0.00397224j 0.00180715-0.0203674j 0.0365492+0.013028j -0.0494574-0.0350894j -0.0308282-0.00714899j -0.00151331-0.000182949j 
-0.000870025+0.00657871j -0.034574-0.0270911j 0.0408593+0.0944396j 0.00280355+0.0148387j 0.042099-0.0438677j 0.00716082+0.0597065j -0.0387939-0.0172001j -0.0253103+0.0132391j 0.0374928-0.0305077j -0.0342578-0.0810758j -0.0735672+0.0119365j 0.00633813+0.0653091j 0.00591189+0.0464198j 0.0109366-0.00296532j -0.0397494-0.0150664j -0.00841706-0.0521186j 0.0209534-0.00583683j -0.0450928+0.0209737j 0.0597139+0.0137301j -0.0605808-0.103134j -0.0532384+0.0287138j 0.0171754+0.0803348j 0.00152304+0.0514029j 0.0106131+0.0913136j 0.0115319-0.0148492j 0.131241-0.00591756j 0.0635814+0.089581j 0.0578272-0.0851584j 0.0411462+0.0495993j 0.0584293+0.110197j -0.00322252+0.00433387j -0.0780674+0.0162011j -0.124835+0.0181683j -0.0309737+0.081261j 0.0277356+0.0421744j -0.0453626-0.0345878j 0.0367279+0.0257283j -0.100536+0.0295743j 0.08733+0.0398017j 0.00108088+0.0132476j 0.0653515-0.0143228j -0.033466+0.00997583j 0.0437965+0.00819498j -0.00755297+0.022711j -0.0972922-0.0289186j 0.000708125-0.0168999j -0.0086311+0.0312657j 0.00970022-0.0205081j -0.0495787-0.0274842j -0.0279855-0.0153462j -0.1077+0.0142075j 0.0123752+0.000743911j -0.0172212+0.049269j 0.165087+0.0197587j 0.0710077-0.0201793j 0.0315332-0.0215929j -0.0102822+0.0109383j -0.026965+0.050351j 0.0307427-0.0366482j 0.0199268-0.0139938j -0.054253-0.00571457j 0.0138471+0.00849793j -0.00709982-0.00331357j 0.00326461-0.023435j -0.0256432-0.0235995j -0.0389337-0.00233582j 0.0178379+0.0317669j 0.0261702+0.000864165j -0.00136047-0.00606412j 
-0.00295718-0.00668154j -0.0033937+0.0141494j -0.0103462-0.0887949j 0.00573782+0.000161246j 0.0260289-0.00417655j 0.0266512-0.0369873j 0.00259179+0.0570994j -0.0375566-0.0388742j -0.0175539+0.00177217j -0.00113333+0.0317348j -0.00834926-0.0524599j -0.02081-0.0277467j 0.0389087-0.0232889j 0.0290455+0.0158225j 0.0266909-0.0369339j -0.010326-0.0304844j -0.100164+0.0306372j -0.0532146-0.102482j -0.0289553+0.0463919j -0.0281713-0.0281412j 0.0350898-0.0611787j 0.0254944+0.0927804j -0.0448334+0.0450473j 0.0303124+0.0703078j -0.00969602+0.00788584j -0.0734493+0.14416j 0.0340135+0.0141866j 0.00749152+0.0828678j 0.143062+0.025172j 0.0101029-0.00769572j -0.0411631-0.0131923j -0.0806572-0.0791963j 0.0235474-0.105096j -0.0192208-0.0936402j -0.0083382-0.0172079j 0.0159151+0.0135197j 0.0578264-0.0287126j 0.0235167-0.0831048j 0.0782706+0.0235008j 0.00138977+0.0473334j 0.026153-0.0456441j -0.0202111+0.0234999j 0.0442231-0.00934734j -0.0224307-0.00802702j -0.00708846-0.0692062j -0.0673153+0.0305628j 0.0590254-0.0599927j -0.0483439+0.0524196j -0.09836+0.0341181j -0.0277273-0.0193944j 0.0412968-0.0899354j -0.0170918-0.035836j 0.0575031-0.03545j -0.0138159-0.0179571j -0.01502-0.0187522j 0.0411583-0.0485356j -0.0637787-0.0316278j 0.0514409-0.118906j -0.0159564+0.0542298j -0.0188882-0.0149881j 0.0239993+0.0156763j -0.00446265+0.0181165j 0.0454189-0.0113001j 0.00820708-0.022243j -0.0284179+0.0262874j 0.0426579+0.00759309j -0.0125924-0.0375642j -0.0371087-0.0152605j 0.00214677+0.00734467j 
-0.0573493-0.0396403j -0.0576941-0.0792862j 0.0827473+0.0480144j 0.0186263+0.0858677j -0.0572191-0.00635218j 0.0594851-0.00540181j -0.0520112+0.0408653j -0.0353133+0.00774388j 0.00440492+0.039012j 0.130903-0.000634196j 0.00321279-0.0951875j -0.0945099+0.0124331j 0.0123954+0.0082647j -0.0829971-0.0925014j -0.0567067+0.00460205j 0.0286849-0.0659705j -0.137579+0.0352912j 0.025709-0.0378107j 0.0830723-0.0143644j -4.85066e-05+0.033099j -0.0211794-0.0144544j -0.00172353-0.0441477j 0.0259934+0.0115865j -0.0505402-0.00962194j -0.0517076+0.0848223j -0.0909836+0.0215973j 0.00611727-0.0360556j -0.0418075-0.000826911j -0.0178607+0.00548245j 0.00340309-0.0517927j -0.0125294+0.0718122j -0.00656564-0.0656551j 0.0319635-0.0482804j -0.0379482-0.0974257j 0.0796539+0.0496703j -0.0205092-0.0632725j 0.042509-0.0374806j 0.0589265-0.0238949j -0.0118667+0.00100187j 0.0102415+0.0610862j -0.0272642+0.00542084j 0.00935565-0.00262927j 0.0312245-0.11193j -0.0159924+0.0682817j 0.0432108-0.0436214j -0.0140934+0.0202143j 0.0616416-0.0716612j -0.0496866+0.0468079j 0.012809+0.0218813j 0.00993804-0.00680582j 0.05194-0.0558355j -0.0380657-0.000261428j 0.0151078+0.0610132j -0.0815125+0.0821908j -0.0242733+0.0276306j 0.0111233-0.035825j 0.00989647-0.0843223j 0.0688456-0.0466766j -0.0653839+0.056826j -0.012455-0.0415101j -0.0484217+0.0251917j -0.00331762-0.00116892j -0.0224834-0.00719372j 0.00272845+0.00787667j 0.00817898+7.5747e-05j -0.0334342-0.025617j 0.0753403-0.0472085j -0.00520039-0.0403309j 0.00432326+0.00839309j 
-0.0153301-0.0170181j -0.0244321+0.0166054j -0.0103615-0.02884j 0.0117133-0.00652877j 0.0246556-0.00175569j 0.0393123-0.0314745j 0.022661+0.00685945j -0.0832803-0.0122642j -0.00448471-0.00571725j -0.00912913-0.00501472j 0.0336003-0.0297838j 0.00696354-0.0196431j -0.0160393+0.024147j 0.0114752-0.0336276j -0.0491342+0.0767489j 0.142481-0.0698644j 0.159197-0.113822j 0.0758917-0.0643262j 0.0840013+0.0190313j 0.0767463-0.140875j -0.164504+0.131173j 0.0232194-0.0619711j 0.0429362-0.113173j 0.0164357-0.0987076j -0.0126662+0.0755528j 0.0786822-0.0324047j -0.0532063+0.0618521j -0.118763-0.0548726j -0.150006+0.158506j -0.132678-0.00905121j -0.0498524-0.0317059j 0.128106-0.0629628j 4.83604e-05+0.057007j 0.00797569-0.023183j 0.0276375-0.0565497j -0.020836+0.0114861j -0.0292432+0.0121045j 0.0204308+0.0551212j -0.0472563-0.0439067j -0.00947816-0.0839072j 0.0108664+0.0837707j -0.0322754-0.0151336j -0.0152586+0.0605175j 0.0218754+0.00210772j 0.100212+0.0491876j 0.0660046+0.00657918j -0.02722+0.0549014j 0.0140346-0.0364112j 0.0676735-0.0492279j 0.0153428+0.0097934j 0.0195427+0.062094j -0.0157163+0.0684575j -0.025762-0.0139267j 0.00778539+0.0509903j 0.00983301+0.0502308j -0.00482683+0.0579672j 0.0375324+0.0339647j -0.00518626+0.0500638j 0.0182371+0.0138776j 0.00642473+0.0534857j 0.011793+0.00366099j 0.0040116+0.0143391j 0.00200946+0.00368379j 0.00873864+0.0127788j -0.000436273+0.0128288j 0.00846109+0.0142681j -0.0106607-0.00967632j 0.00462801+0.0063311j 0.00300477+0.00366654j 
-0.0229242-0.00963336j -0.00336318+0.00966773j -0.0036228-0.0339405j -0.00195512+0.0142961j -0.156638-0.0447635j 0.000342119-0.0348898j 0.021159+0.0163497j 0.147988+0.0281463j -0.0682013-0.00216033j 0.0090523+0.0312128j -0.0143711-0.0394955j 0.0468872-0.063559j 0.00276905-0.00142128j -0.0386151-0.0475083j -0.0287327-0.0592008j -0.0124756+0.0671282j -0.00597229+0.0234717j -0.00360323+0.0416482j 0.0933155-0.0384411j -0.0350454+0.0319166j -0.00283125-0.108692j -0.0316279+0.103964j 0.0033217+0.138536j -0.0141811+0.170041j 0.0342034-0.00389684j 0.0509368-0.0191772j 0.0457895-0.0548863j -0.081207-0.0392834j -0.0306223+0.117787j 0.016768+4.54376e-05j -0.0357468+0.0849383j 0.0146371-0.0264396j -0.0565437-0.0129473j 0.0176931-0.0425062j 0.0184361-0.00708907j -0.0442396-0.00647639j 0.0278589+0.0133015j -0.0221096-0.0218085j 0.0118863+0.0222511j -0.042913-0.0510274j 0.0389625+0.0283603j 0.012021-0.0390431j 0.0254512+0.102865j 0.0208674-0.0565646j -0.0807763+0.0533755j 0.00389034-0.0275415j 0.0257939+0.0509825j -0.0076982-0.0468802j -0.0697122-0.0155847j -0.00219273-0.0197824j -0.0551096+0.00207772j 0.0654392-0.038291j 0.00304577-0.0520812j 0.136728+0.00919406j 0.0436414+0.0558473j 0.0278687+0.0411127j 0.0234115+0.0979464j -0.0117063+0.0704881j 0.0468578+0.0305647j 0.027848+0.075667j -0.00333384+0.0106853j 0.0302544-0.017539j 0.00804335+0.00129241j 0.00131886-0.00546328j -0.0409739-0.0119481j 0.00574569+0.033596j -0.0205029-0.0152145j 0.0130505+0.012292j 0.0068853+0.00463059j 
0.010409-0.0121774j 0.0608771+0.0178706j -0.110058-0.0714092j -0.0534886-0.0163317j -0.232645-0.109242j -0.0563865-0.0426348j 0.062901+0.0494591j 0.140395+0.0269252j -0.0816271-0.0348185j 0.131423+0.0304182j 0.0417587-0.0249039j -0.0111627+0.0131404j -0.0543083-0.0162186j 0.0167472-0.107729j -0.0157384-0.0179477j 0.0285959-0.0120171j -0.0306802+0.0325959j -0.0157783+0.0393531j 0.0163866-0.0070485j 0.083816+0.0623835j -0.0233147-0.037044j 0.042631-0.0547412j 0.0142744+0.0931885j -0.0407647+0.00937701j 0.0113305+0.0365402j -0.00804562+0.00154606j -0.00515985-0.0871573j -0.0486449-0.0445512j 0.0103386+0.0152634j -0.0642022-0.0349428j -0.0672163+0.0978369j 0.0496534-0.0438047j 0.0732813-0.093608j 0.0285163-0.0853277j 0.0266934-0.00433942j -0.0274755-0.00368269j -0.00408647+0.0137788j -0.0385765-0.00470517j 0.0473378+0.0205158j -0.0244966-0.0178616j 0.00383354+0.0136229j 0.0318825+0.0329479j -0.0365216+0.0357717j -0.0250533+0.0322416j -0.120391-0.00305777j -0.0800127+0.136351j 0.025198+0.0484225j -0.00936678-0.0247206j -0.0962572-0.0107883j -0.0159618+0.0419336j -0.00947496+0.0145277j 0.0585227-0.0176619j 0.0238362-0.0256961j 0.0734639+0.00824983j 0.0111145+0.0378854j -0.00669177-0.00576142j 0.00834994+0.0133774j 0.00227089+0.0141638j 0.0247438+0.0132603j 0.00513601+0.0194497j -0.00550531+0.00505395j 0.00324748-0.00331889j -0.000967341-0.00259217j 0.00267031-0.00182864j -0.00893602-0.00260893j 0.00123329+0.00795302j -0.0027529-0.0095289j 0.00478733+0.00259348j 0.00139722+0.00173092j 
-0.0050018-0.00802606j 0.0393742-0.0330088j -0.111333-0.00916648j -0.0757854+0.0536629j 0.085347+0.0340377j -0.0251438+0.0460993j -0.0329842+0.0473984j -0.0978573+0.0197866j 0.0244229-0.00673636j 0.104927+0.0458041j 0.0522252-0.0147508j -0.0066839-0.011638j 0.0439826-0.0176982j -0.0146531+0.0235545j -0.0509571+0.0121676j -0.08809+0.0796371j -0.0150099+0.00664951j -0.0411935+0.0712499j -0.0371242-0.0533387j -0.0456667+0.0993862j 0.0693784-0.0199092j -0.000426046-0.23672j 0.00197405-0.175248j -0.0256295-0.220699j 0.0439512+0.0749613j -0.0603665-0.0636371j 0.0230434-0.0640872j 0.0326363+0.109541j -0.0770742-0.0935744j 0.0399781-0.0628111j 0.00800626+0.0177059j 0.0165148+0.0289762j 0.00959025-0.0177287j 0.0376947-0.0102754j -0.0064085-0.0031191j -0.000309623-0.00617696j 0.0539551-0.0247993j -0.0645338+0.0590544j 0.0574731-0.0349317j -0.00786461-0.0583789j 0.035282+0.0901336j -0.00899611-0.0660055j 0.0216976-0.0129638j 0.0228242+0.00348753j -0.0701198+0.0755317j -0.0190552+0.000617103j 0.0178627-0.0182709j -0.0101338+0.0120899j -0.0749832-0.0342599j -0.0223085+0.0308239j -0.0665479+0.0835138j 0.0408603+0.0523842j -0.0067592+0.0121835j 0.151407+0.050151j 0.0526547+0.047385j 0.0205307+0.0860588j -0.0582367+0.00329415j -0.0340905+0.0183088j 0.0218787+0.0227361j -0.00269771+0.0191213j 0.00788982+0.00227332j -0.0028707+0.00385948j 0.0211815-0.0183848j 0.00849369-0.0247667j -0.00589527+0.00610468j 0.0167627+0.00644129j -0.0165875+0.00245351j -0.00512762+0.00243748j 0.00106849-0.000775541j 
0.0146239+0.00622903j -0.00718728-0.00658581j 0.0919099-0.0479427j 0.0253283-0.017287j -0.118477+0.0270638j -0.006454+0.0101614j 0.0146217-0.00182518j 0.00553331-0.0389609j 0.0191152-0.00998185j 0.0113718+0.0781067j 0.0364381-0.011357j 0.0051344-0.0243676j 0.0223829-0.0190142j -0.0302688-0.0138132j -0.00208846-0.0278339j -0.0233949+0.00742837j -0.000526128+0.0765651j 0.124036+0.0784802j -0.125197-0.0526428j -0.0200334-0.047465j 0.109295-0.0180109j 0.0150483+0.0311596j 0.0429521+0.0867613j 0.0116017+0.000784554j 0.00812152-0.00918715j -0.157027+0.0811798j -0.0111189-0.0175322j -0.0397926+0.0293486j -0.0755396+0.0156679j 0.0701123+0.0437978j 0.0514344+0.0798397j 0.0107457-0.0278433j 0.044507-0.0619695j 0.0741443-0.0165366j 0.0150225-0.00857226j 0.0248916+0.0167434j -0.0130374+0.0137364j 0.0337991-0.0545819j -0.0439192+0.00521309j 0.00113837-0.0253014j -0.0444186+0.0314412j 0.0452606-0.00686637j -0.080448+0.000205328j 0.0733198+0.0159283j 0.0269846-0.0030956j 0.00194925+0.00493802j 0.0223677+0.0112311j -0.0138345-0.0128342j 0.0164004+0.000346856j 0.0183554-0.0132801j 0.0186241-0.0611919j 0.0431566+0.0349779j 0.0180475-0.048473j 0.0334011+0.0955256j -0.0158792+0.0455648j -0.0776595+0.00792176j -0.00963-0.0373453j -0.000537188-0.0200847j 0.0242833+0.0312754j -0.0341458+0.0142481j 0.130285-0.0272205j -0.0127796-0.00119523j 0.0694964-0.00942205j 0.00379527+0.00830409j -0.00954924-0.00762869j 0.0864319-0.0487387j -0.0691645+0.00576792j -0.0231608-0.00941472j -0.00602744-0.00620256j 
-0.00740999-0.00524507j 0.0236577-0.0682248j -0.0461268+0.0730296j -0.0307035+0.0605635j -0.0661086+0.203148j -0.0137775+0.0321569j 0.00315662-0.00424389j 0.12398-0.157136j -0.0383125+0.0688109j 0.0757147-0.126565j -0.000601811-0.00726993j 0.0360951+0.103452j -0.00853602+0.0754752j -0.0272589-0.0879503j 0.0469404+0.0195023j -0.0359019-0.0132504j 0.0493202-0.0302991j 0.0163022-0.00744389j 0.0301785+0.0217279j 0.039522+0.0568095j 0.0388082-0.0300014j -0.0624157-0.0320135j 0.0376232+0.0593249j 0.00614264+0.0301588j -0.00960467-0.0557546j 0.0323772-0.0313239j -0.0678442-0.154556j -0.0844905-0.139344j -0.0153468+0.0215953j -0.0397074-0.0287919j 0.0389435+0.00566557j 0.00932088+0.138013j -0.0351055-0.00118287j -0.0373996+0.0598298j -0.0725499+0.00241312j 0.0360971-0.0359329j 0.0571674+0.0259249j -0.00183188-0.00149452j 0.0580986+0.0155898j 0.0467763+0.049627j 0.0265587+0.00359759j 0.0224007+0.0318166j 0.114286+0.0263658j -0.00449765+0.0170164j -0.10885-0.0388301j 0.0786709+0.0306899j 0.0735727-0.0141591j -0.0348132+0.0148238j -0.109195-0.00626423j 0.0324058+0.00669302j -0.041179-0.00579742j -0.0299781-0.0152634j -0.0271468+0.0350457j 0.0231758-0.0574222j -0.0224818-0.00696312j 0.075032+0.00967178j -0.0626679-0.0223841j -0.028815-0.0120493j -0.04161-0.0146034j -0.00611865-0.027925j -0.0239935-0.00961941j 0.00811625-0.010096j 0.00306844-0.00639712j -0.010616-0.0150125j -0.000198976-0.0070382j -0.01417-0.0107278j 0.0179241+0.0172412j -0.0084856-0.00057192j -0.00134523-0.00327338j 
0.00767081+0.0163229j -0.0118093-0.0211654j -0.0505298+0.0434759j -0.022136-0.00925456j 0.0547324+0.00555201j 0.0106752-0.0186374j 0.00250308-0.0180898j -0.0184696-0.0758765j -0.00701778+0.0240073j 0.0111702-0.0655059j -0.0157605+0.0305655j 0.0385716+0.0544819j 0.0405612+0.0250733j -0.05242+0.0491119j 0.0258721+0.0324639j -0.0738704-0.00748291j -0.0115731-0.00630146j -0.0426417-0.0340267j 0.0299761+0.0691788j -0.0670117-0.0673185j 0.029762+0.0277326j -0.0232251-0.050723j 0.0038058-0.0997942j 0.00929323-0.0196071j 0.0762562-0.0138934j 0.02596+0.0453366j 0.0948998+0.0976996j 0.0116537+0.0701658j -0.00161712-0.0388103j 0.046273+0.0955733j 0.0467689-0.0769705j -0.0994967-0.0227515j -0.0922239-0.0569106j -0.0848721+0.0223536j -0.0171233-0.0204367j -0.00351647+0.0532909j -0.0115789+0.0172825j 0.0793966-0.0229113j -0.078599+0.000783477j -0.00407844-0.0222206j -0.0552689-0.0415808j 0.00348144+0.0363841j -0.025071+0.00717848j 0.0392047+0.0302444j 0.0768911-0.0203337j 0.0784693+0.0402182j -0.00901859+0.0580803j 0.00129858-0.030746j 0.0760862+0.00925228j 0.0584982-0.00601376j 0.0693808-0.0140748j -0.0365348+0.0151446j 0.0201268-0.0551863j -0.083161+0.0352573j -0.0552249-0.019094j -0.0138892-0.041581j 0.0298986-0.0108048j 0.0236951-0.0237945j -0.025996-0.0128087j -0.00453024+0.0155769j 0.0209955+0.0119127j -0.0276158+0.0162887j -0.00259068+0.012779j 0.00675919+0.0271542j 0.013647+0.00671332j 0.00669347+0.00944327j -0.0101143-0.0113197j -0.00151938-0.000509219j 0.00145235+0.00359422j 
