0.0595101-0.101123j 0.122301-0.167472j -0.281181+0.200141j -0.191829+0.116658j -0.204765-0.155611j -0.392415-0.302946j 0.290203-0.0623472j 0.0250439+0.160477j 0.291412-0.131373j 0.548419-0.328782j -0.016539-0.492786j 0.546087-0.00956719j 0.0265569+0.937898j 0.777952+1.71258j 2.26783-0.73419j 0.187404+0.082027j -0.190901-0.148294j -0.437054-0.0874867j -0.272859-0.120675j 0.30366+0.444712j -0.406077-0.620397j -0.115663+0.0572041j 0.521784-0.186497j -0.0292715-0.358477j 0.384964-0.299888j 0.374397-0.522465j -0.0475724+0.312651j 0.00638191+0.400033j 0.220984+0.591954j 0.116303+0.18356j -0.00311126-0.519562j -0.183028-0.143707j 0.596614+0.152909j 0.40884-1.06207j -1.14931-0.94235j -3.06407+1.5795j -1.44543-2.3719j -0.0286929+0.13692j -0.0761047+0.0255901j -0.22734-0.124088j 0.266175-0.0302005j -0.0364215-0.0240921j -0.0057507-0.0373862j -0.244471+0.367716j 0.00526021+0.0276247j 0.182576+0.328455j -0.145214-0.135328j -0.0250323+0.252499j -0.377188+0.329828j -0.143012-0.0245237j 0.0630088+0.495934j -0.462523-0.348447j -0.3434+0.14313j -0.381561+0.191987j -0.469876-0.106366j -0.0296176-0.160323j -0.111565+0.246992j -0.137468+0.288597j -0.698331-0.0135072j 0.491239-0.238402j 0.194307+0.133276j 0.587301-0.659829j 0.231895+0.150385j -0.428218+0.639953j -0.0530876+0.0223234j -0.0123207+0.684973j -0.0313635+0.562529j 0.0191866+0.250698j -0.0233726-0.453136j 0.557906+0.523918j 0.211283+0.227681j -0.188295-0.0572602j -0.755585-0.255503j -0.149702-0.182675j 0.278847+0.289946j 0.692555-0.0724885j -0.00390192+0.451987j 0.13919-0.0495333j -0.739042+0.259449j 0.211167-0.0640788j -0.222268+0.157762j -0.0237905-0.206518j -0.488323+0.314993j 0.314593-0.300039j -0.207669-0.11981j 0.0559734+0.629576j 0.2801-0.88151j -0.448203-0.468751j 1.72853+0.359662j 0.281905+0.589801j -1.23361+1.6121j 1.16947+0.973497j -0.323179-3.49424j -0.0183099-1.15356j -4.11428+0.194679j 
1.02035-0.143423j -0.81303-1.25593j 0.936029-0.119348j -0.0193065-0.797614j -0.421903-0.650376j 0.894976+1.59597j 1.9637-0.304509j 0.0956084+0.0635093j -0.0534582-0.0258853j 0.100654-0.259385j 0.300141+0.563668j -0.825233-0.301811j 0.091178-0.0130752j 0.359513-0.0383401j -0.293992-0.285311j 0.971443+0.404627j 0.752025+1.0815j 0.410719-0.657321j -0.752613-1.0602j 0.856192+0.849013j -0.99234+1.7681j -0.609958+2.95563j 0.203725+0.577571j -0.59406-0.139344j -0.00840888-0.711633j -1.63922-1.17606j -1.60373-0.198917j -0.625254+0.555742j 0.41875-0.665166j -0.058468-0.0894929j 0.081688-0.807906j -0.18922+0.191395j -0.233019-0.0336484j -0.646106+0.449367j -0.193415+0.205251j -0.368884+0.13216j -0.416687+0.12092j 0.205992+0.412403j 0.340657+0.154799j -0.603028-0.483686j 0.291692-0.11298j -0.587722-1.24055j 1.01221-0.284156j 0.111937-0.175026j -0.820087+0.0344277j -0.420193-0.902054j -0.224142-1.4114j 1.3296+1.18853j 0.583536-0.506215j -1.85054+1.29556j -0.0271746-1.20006j 1.82151-1.73927j 0.678765-1.08666j -1.36548+1.04848j 0.429801+0.913491j 0.293317+0.34149j 1.79504+2.72465j 0.528387-0.391793j -0.361351+0.393559j -2.72041+0.922j -0.314794+0.0609177j -0.913959-1.2847j 0.0187444-0.725673j 1.2973-0.940984j -0.105611+0.637446j 0.896705+0.52154j 0.905452+0.284944j 0.934029+0.59787j -0.474191+0.296558j 2.04716+0.38803j 1.05071+0.375286j -0.100138+0.118034j -1.76524-0.545818j 0.244882-0.0561635j 0.548588-0.126197j 1.31982-0.906738j 1.02983+0.214249j 0.558557+0.220603j -0.779316-0.363279j 0.927527-0.773948j -0.596265+0.334905j 0.818529-0.00613394j -0.43925+0.26856j 0.0451307-0.233709j 0.566701-0.264338j 0.940325+0.388836j 0.0493089-0.0220053j 0.0509901+0.0111434j 0.162753+0.0372662j 0.827216-0.0131233j -0.43225-0.270352j 0.16128-0.324037j -0.332076-0.379709j -0.0855523+0.303729j 0.0787869+0.259245j 
-1.01038+1.29411j -0.470577+0.0554696j -0.0567408+1.26614j -0.902786-0.0133454j 0.281436-0.307976j -0.241286+0.913717j -0.471589+0.014377j -0.969678-0.678596j -0.819555+0.0729237j -1.15895+0.26933j -0.248623+0.00183651j 0.33136+0.423483j 0.363807-0.347462j 0.169557+0.0798151j -0.105355+0.108594j -0.849912-0.266274j 0.554595+2.56765j -0.786342+1.37987j 1.28577-2.81027j -0.549621-0.407133j 0.397865-0.269129j 1.06993-0.23862j -0.51893+0.0433171j -1.08163+1.33471j 0.808213-1.21844j -1.33976-1.81339j 0.478108+0.344568j 0.371349+0.155797j 0.0858899+0.263728j 1.50856-0.726582j -0.0418068+0.184034j -0.239317+0.375292j 0.462715+0.184744j 0.650108-0.635638j -0.190733-0.0608295j -0.41223+0.469291j 0.0466859+0.149641j 0.0812983-0.622515j -0.714823-0.214513j 0.739207-1.8076j 0.79685+1.01106j -1.91732-0.869708j 1.35717-1.38583j -0.345039-0.813339j 1.27411-0.193439j -0.57137-0.0281499j -0.145504+0.744289j 0.404468+0.175109j 1.31646+0.272504j 0.0245541+0.54657j 0.501524-0.732517j 0.279441+1.90594j 1.22765+0.206274j 1.72318+0.458833j 1.11768-0.915965j -1.7637+0.156642j 0.368579-0.859097j -0.596447-0.806849j -0.813289-0.642589j -0.0185457+0.452663j 0.103997-1.60964j 0.803023-1.01643j -0.352987+0.000787139j 0.0128504+0.238225j -0.251491-0.00171333j 0.132387-0.281203j -0.502234+0.685847j -0.0886743+0.229532j 0.195793-0.457672j 0.708371+1.23193j 0.40973+0.535766j 0.150626+0.236352j -0.912415-0.609825j 0.268003+0.262171j 0.198652+0.631946j 0.86283-0.224219j 0.786632-0.185664j 0.813917+0.0553417j -0.456004-0.105836j 0.300317-0.00026615j -0.307192+0.0228407j 0.0896175-0.261893j -0.601978+0.00376994j 0.158086+0.204594j -0.0524952-0.224121j -0.12684+0.59006j 0.157486-0.375802j 0.381467-0.188672j 0.519128+0.148986j 0.323881+0.247984j -0.11233+0.202328j 0.103861+0.38978j 0.257106-0.222587j 0.112649+0.0079727j -0.0852587-0.157868j 
-1.07163-0.282669j 0.0368837+0.363047j 0.413986+0.491018j 0.64797+1.00367j -0.523305+0.547997j 0.435142-1.04743j 0.107544-0.201796j -0.845834-1.70599j 0.124477+0.799835j 0.279269-0.0522307j 0.589742+0.22741j -6.15866e-05+0.695162j -0.650932+0.409401j 0.102551+0.15544j 0.111911+0.464313j -0.290761-2.29572j 2.04636+0.0300364j 0.0817575-0.544356j 0.586796+0.938541j 0.248109+2.47585j 2.04125+0.759016j -1.81633+1.01912j 1.51821-0.412715j -1.58392+0.722847j -1.37078+0.329108j 0.703248+0.275854j 0.528975-0.0995653j -0.134839+0.553439j -1.78767-0.0802655j 0.63889-0.37803j -0.247304-0.198258j 0.104519+0.195846j -0.42266-0.0821565j 0.558663+0.0677247j 0.147545-0.991828j -0.168784+0.329061j 0.513751+0.158514j 1.3081-1.16435j -0.280182-1.01572j -1.88712-1.15541j 0.988645-0.762527j -0.262746-0.916593j 0.191665-0.25161j -0.0753266-0.661187j 0.0207121-0.877809j -0.275613+0.920291j 0.775786-0.896661j 0.126725+0.41603j 1.1399-2.66477j -1.0085-1.52096j -1.96792-1.8431j -0.875838+0.45362j -0.219837-0.527976j -2.64641-0.311765j -0.419316+0.793096j -1.57112+0.419074j -0.471308+0.697148j 0.598168-0.569108j 1.11309+0.405054j 2.60251-0.609594j 0.250842-1.68036j -0.467807+1.08391j 0.311368+1.07388j -2.15646+0.91056j 0.119641-0.432743j -1.79963+0.876783j -0.357477+0.345855j -0.848343-0.125081j 0.53363-0.32389j -1.34916-0.876035j -0.761598+0.0989121j 0.183242+0.248923j 1.51892+0.383489j 0.241886-0.212402j -0.609783+0.269893j -0.829555+0.682751j -0.224578-0.230352j -0.355169-0.362732j 0.36872-0.228572j -1.42175+0.450863j 0.195963+0.0173072j -1.38874+0.754384j 0.394023-0.230152j -0.408575-0.0479832j -0.677161+0.0645996j -0.507285+0.299124j 0.110486+0.243666j -0.390124+0.45134j -0.37041+0.434888j -0.899843-0.174866j -0.264414-0.0256001j -0.39698+0.229314j 0.413279+0.220635j 0.351057-0.157085j 0.00981919-0.488476j 
1.16244+0.542878j 0.603989-1.37737j -1.97255+0.730497j 0.154265-2.1354j -1.16424-1.04225j -0.446595-0.225681j 0.138835-0.0579265j -0.752248+0.405515j -0.0403588+0.387503j 0.0422812+0.201454j 0.577916+0.306329j -0.0840424+0.320411j -0.117435+0.0976159j -0.488972+0.0551934j 0.213338+0.0705741j -0.591176+0.143461j -1.29383+0.291772j 0.168675-1.7336j 1.70512-0.44963j -2.08729+1.66428j 0.617775-0.781287j -0.276005-0.765903j 1.28609+0.317716j 1.65458+1.8609j 0.338416+0.316438j 0.0974199-0.452545j -0.267543-0.172394j -0.125431-0.0703528j 0.176864-0.0205466j 0.0272565-0.688516j 0.0321106+0.138686j 0.128436+0.29287j -0.81001-0.0254818j -0.0781143+0.432085j -0.165389+0.0172304j 0.369372-0.540279j 0.0729843-0.253631j -0.745076-2.23996j -1.45588+0.316661j -0.00382632+2.25404j -1.87091-0.563406j 1.58405-2.8899j 1.84624+1.90075j -0.274707+0.575683j 1.73605+1.07079j 0.318843-0.0327437j -1.35151+1.27999j -1.23818-0.209566j 0.0860408-0.96663j 0.97316+0.0427633j -0.897752+0.0895437j 2.15062-1.21515j -0.435009-1.31267j 0.543815-1.48762j 1.83033+0.108369j 0.048052+0.576775j 0.067542-0.911031j 0.764893-0.959845j -0.192307-0.963185j -0.990701+1.38999j -1.02472-0.228339j 0.477732+0.00878795j -0.11195-0.520986j -0.24183-0.810926j -0.186658-0.0338987j 0.0574124+0.292094j -0.169557-0.586023j -0.0812905+0.195079j -0.277973+0.380345j -0.245475+0.278037j -0.0817443-0.035333j 0.163987+0.409589j -0.204701-0.0976658j 0.208099+0.174071j 0.273734-0.229314j -0.0397878+0.31402j 0.622427-0.179927j 0.0593962-0.0681515j 0.0704036-0.194194j 0.786987-0.244879j -0.301066+0.415551j 0.379478-0.520733j 0.0483339+0.40594j -0.290774+0.15758j -0.0879236-0.54255j 0.399111-0.150542j 0.372218+0.242763j 0.290848+0.244688j -0.165162+0.116882j -0.22915+0.433374j 0.105628-0.142479j -0.00291394+0.0617256j 0.112357+0.0907298j -0.203381-0.110864j -0.0379319+0.0788454j 
-0.816907+1.55087j -0.767122-0.392545j 0.882345-0.318845j 1.50199-0.202849j -0.342642+0.290835j -0.0125131+0.846952j -0.0759069-0.423809j -0.635521+0.199123j -0.00483402-0.365569j 0.0981516+0.0269025j -0.0925223-0.097128j 0.177854-0.135709j -0.140161+0.310415j -0.269678-0.0488921j 0.207823+0.650398j -4.18799+0.78053j -0.439933-0.0677318j 1.79546-0.268652j -0.327444+2.85915j 0.111535-0.219631j -1.84731+0.250349j -0.379124-0.321093j 1.3289-0.489403j 0.10013+1.57633j 0.290441-0.452656j -0.362654-0.076471j -0.450148+0.29343j -0.00277916+0.0748003j -0.21646+1.29778j -0.20526-0.326253j 0.533557-0.0638959j 0.0373242-0.233568j -0.00947235+0.152093j -0.172597-0.58834j -0.504611-0.607456j 0.198754+0.10439j 0.667414-0.172135j -1.37256-2.16603j -2.21539-0.00563934j 0.48268-0.694989j 0.740177+0.624604j -0.273393+2.10618j -1.97368-0.724061j 1.44154+1.3785j -1.05499+1.15456j 0.972629-0.751654j -0.760108-0.906088j -0.253994-0.860716j -0.27069+0.553584j 0.460511-0.134522j -0.00799647+0.575463j 0.0971168-0.95348j -0.783321-0.334503j -0.404094-0.840566j -0.319734-0.244182j -0.506325-0.0513407j -0.503158-0.177433j 0.0239301+0.161001j -0.722103+0.219218j 0.455311+0.592342j 0.433027-0.524598j 0.236748-1.0043j -0.177948+0.0134103j -0.939811+0.114317j 0.0216381+0.043524j -0.269235+0.737887j -0.290628-0.366774j 0.020857+0.18862j 0.326161+0.361624j -0.558299+0.231509j 0.490909-0.421813j 0.236937+0.139401j 0.486122-0.379948j -0.269974+0.118261j -0.15965-0.215812j -0.263472-0.531697j 0.206017-0.266543j -0.148029+0.278291j 0.231949+0.158983j -0.319745+0.123335j -0.0396406-0.0144473j -0.185536+0.3888j -0.490464+0.104579j -0.0320998+0.263516j 0.073848+0.143342j 0.236617+0.691727j 0.426804+0.171788j 0.250257-0.0935601j 0.0437852+0.186797j 0.158176+0.336176j 0.000785582-0.255823j -0.0694575+0.772416j 0.736925-0.291391j 0.277538+0.0643073j -0.398418-0.186031j 
-0.13325-0.201701j 0.293847+0.0149802j -0.0962052-0.568399j -0.430576-0.31733j 0.328496-0.104136j 0.629828-0.484801j -0.0153189+0.513032j 0.0719244+0.472082j 0.166875+0.439495j 0.457781+0.848697j 0.646897+0.307017j 0.0045671-0.14915j -1.67136-0.089882j -2.24642+0.133545j -1.31683+3.95192j 0.44763-0.357074j -0.206415-0.0614644j 0.215703-0.249912j 0.0782913-0.54895j -0.313251-0.128351j 0.78686+0.0787749j 0.0224757-0.0422275j -0.172142+0.437741j 0.464255-0.303694j 0.0683078+0.463174j 0.392692+0.621175j -0.143346-0.0871705j -0.298873-0.123494j -0.0475916-0.195854j -0.6213+0.289152j 0.401389-0.177167j 0.153485-0.108691j -0.305485+0.422592j -0.181237+0.628389j 0.475429-0.294486j 0.674056-2.24858j 2.85476+0.756017j 0.251329+0.226642j 0.279149-0.440511j -0.0673597+0.36138j -0.603959+0.404491j 0.188541-0.250514j 0.192094+0.0491715j 0.308457-0.201731j 0.287658-0.332641j -0.384511+0.0935931j 0.382116-0.118621j 0.490239-0.019117j 0.102867-0.103394j -0.114666-0.027999j -0.338755-0.154035j -0.381297+0.17807j -0.314445-0.190685j -0.549046-0.162021j 0.0814448+0.0506998j 0.401496+0.105055j -0.300494-0.0951778j -0.290938-0.324686j 0.320833+0.0616767j 0.341783+0.222546j 0.265735+0.119204j 0.662513+0.554606j -0.244403+0.125324j -0.523665-0.250386j 0.0236578-0.0667519j -0.46993-0.0919776j -0.654535-0.639614j -0.204406-0.0216666j 0.673322+0.487983j -0.617724+0.21j -0.433293-0.382902j 0.00786552-0.265342j 0.456265-0.0706447j 0.181909+0.350203j -0.771563-0.269745j 0.0393191+0.388338j -0.246641+0.10507j 0.0530597-0.0997616j 0.0694599-0.199886j -0.785363+0.370064j 0.402707-0.3122j -0.00253487-0.225661j 0.213899+0.230174j -0.0237408+0.317016j -0.0754024-0.242048j -0.377398-0.42342j 0.106521+0.408725j -0.379513-0.0510373j -2.05961+0.497939j 0.67055-0.481875j 0.225135-1.37528j -1.34122+1.82398j 1.38177+0.872237j 1.79691+3.04934j -0.192043-0.721689j 
-2.47207-0.75593j 0.597159-1.99613j 0.0878222-0.245529j -0.239789+0.29659j -0.166155+0.437392j 0.175539+0.717275j -0.227207-0.276652j -0.0628949-0.0425418j -0.304872-0.137255j -0.514931+0.241045j -0.158613+0.145369j 0.0506121+0.0945965j -0.166126-0.0989878j 0.212537-0.0849654j -0.176811-0.0976353j 0.0258127-2.6657j -3.57692-1.01739j 0.414869-1.69269j -0.910597-0.663656j 0.514746+0.145749j -0.583301+0.00105168j -0.1889+0.14329j 0.456447-0.666181j -0.347621-0.576716j -0.0999227-0.558401j -0.6659-0.766586j 0.151359+0.278307j 0.473186+0.223923j 0.154917+0.0497279j 0.666628+0.0181645j -0.333786+0.651661j -0.124599+0.0942093j 0.106664-0.348546j 0.268064+0.0687311j 0.332143+0.00295648j -0.0405441+0.205635j 0.0474358+0.219472j 4.28578-1.27164j 0.00906362-3.52387j 1.12617+2.42787j -2.21443-0.305904j 0.480456+1.91944j -1.71929-0.100425j 1.48602-0.576839j 0.169643-0.719724j 0.0853959-1.09187j 0.325741+0.595876j 0.249191-0.17896j 0.104327-0.900601j -0.0042687-0.00685801j -0.579128-0.380437j 0.0510566+0.0118825j -0.0890217+0.0755717j -0.244138-0.0673338j -0.393479-0.202238j 0.23195-0.038228j -0.260038+0.211616j -0.146358+0.304168j -0.352009-0.154238j 0.604801-0.0178673j -0.225163+0.201062j 0.29963-0.375795j 0.152021+0.306686j -0.59742+0.435984j -0.0586181+0.00863741j -0.0916556+0.658916j -0.207506+0.479768j 0.014081+0.234495j 0.161736-0.270425j 0.288964+0.471686j 0.223076+0.499408j -0.0996119+0.0592272j -0.362784-0.324049j -0.0964645-0.160601j 0.0346328+0.291397j 0.823725-0.107014j 0.289805+0.00538861j -0.0243714+0.0915173j -0.519445+0.217255j 0.231206+0.241532j -0.0684011-0.134553j 0.476276-0.374818j -0.293366-0.0158418j -0.180206-0.0306954j 0.230462-0.119259j -0.380307-0.295447j -0.205991+0.0285712j 0.120257+0.217926j -0.00740576-0.128779j -0.390167-0.397613j 0.152432+0.294535j -0.0371938-0.195579j -0.228058+0.382448j -0.0614258-0.0977256j 0.139175-0.0636266j 
0.053002-0.137987j 0.838687+0.00130384j -0.211845-0.73053j -0.740223-0.363026j 0.0883899+0.607956j 0.463873+0.269767j -0.979986-0.234976j 0.45062+0.465268j -0.720607-0.148142j -1.56444+0.635546j -1.02987+0.00211151j -0.362767+1.44948j 1.06655-1.25471j -1.31926+0.608425j 4.33255+0.500827j 0.229375-0.16933j -0.469896-0.601182j 0.360621-0.787007j -0.171192-0.822521j -0.0700696-0.299438j 0.569795-0.163553j 0.286959+0.212804j -0.924639-0.222622j -0.162355-0.959529j -0.203819-0.00958775j -0.393239+0.016212j 0.485859-0.203763j 0.463594-0.363997j 0.566713-0.848879j 0.676738-0.0147341j -0.325671+0.982589j -0.152141+0.301673j 0.205852-0.518867j 1.25827+0.866712j 0.519428+0.63055j -0.70804-0.628059j 0.940046-1.34541j 0.304773+0.0717295j -0.285187-0.606936j 0.12001+0.415276j -0.2238+0.482136j -0.0471915+0.102643j -0.193673+0.336108j -0.610804-0.00244575j 0.338161-0.231362j -0.55582-0.199856j 0.307921-0.142497j -0.859624-0.209356j -0.151753-0.214151j 0.720449-0.0211231j -0.536907+0.251192j 1.5823+0.162091j 0.821426-0.0561633j 1.89443+0.259484j 0.952576-0.233647j 0.367668-0.00111527j 0.358331-0.135265j -0.137438+0.38187j 0.451166-0.397036j -2.14227-0.146305j -0.431667+0.215848j 0.0849282-0.391259j -0.481092-0.204538j 2.29597+0.0396839j 0.0587979+0.0053535j 0.872299-0.0919227j 1.20477+0.156411j 0.31119-0.0154188j -1.63617+0.108063j 1.78425-0.0399977j 0.11906+0.791196j 0.517691-0.0651763j -1.46883-0.0864351j -0.0810606-0.221656j 1.27827-0.180489j 1.12985-0.305094j 0.350168-0.000354274j 0.0703063+0.194817j -0.583362+0.049661j 1.91596-0.715728j -0.160494-0.311794j 1.35309-0.640992j -0.0908395-1.55486j 1.33406+0.779175j 0.605797+0.0876691j 0.384935+0.610224j -0.237779+0.916921j 0.041992-0.605096j 2.02892-1.36853j -0.390839+1.28786j 1.35862-0.452369j -1.19611+0.0529936j 1.62389-1.06411j 2.19117-2.41678j -0.944821+0.512018j 
-0.193612+0.420899j -0.344032+0.416836j -0.18129-0.0359289j 0.184962+0.0488154j -0.103336-0.644179j -0.296482-0.396392j 0.384427+0.367782j 0.797122-0.277011j -0.0934585+0.0777478j -0.0894397+0.172629j 0.408327+0.901523j -2.20663-1.0218j -0.90341+1.2489j 2.25004-0.264905j 1.36128+0.707398j -0.381207+0.0111331j 0.601565+0.148451j 0.237824+0.0260396j 0.341274+0.192013j -0.333365+0.531958j 0.0958837-0.112227j -0.157652-0.0752678j 0.275994+0.151579j 0.0679307-0.156063j -0.055641+0.11119j 0.0119062-0.121457j -0.122476-0.238328j -0.333892+0.00358824j 0.0864766-1.42751j 0.193743+0.451518j 0.201726+0.089828j 0.30535+0.22495j -1.248+0.569796j -0.616373+2.31575j -2.25049-0.923077j 0.362894+1.84606j 2.09632-0.247148j -0.248516+0.0554034j -0.0286327-0.117246j 0.042974-0.177133j 0.202503+0.284233j -0.103968-0.0667728j -0.0731658-0.121259j -0.622656+0.0338239j -0.0242694+0.0831933j 0.130299+0.635922j -0.070179-0.358086j -0.548922+0.366827j 0.156203+0.0672163j -0.0914209+0.286404j -0.292478-0.0736785j 0.733779-0.910121j -0.153852+0.630999j 0.418518-0.220653j 0.478923-0.0867946j -0.273305-0.216696j 0.112022+0.0268573j -0.213557-0.242279j 0.110818+0.0304285j -0.729599+0.582019j -0.403435-0.380425j -0.0965817+0.190356j -0.172292+0.0307075j 0.75472-0.21027j 0.032804+0.0941851j 0.467913-0.340529j 0.435668-0.353258j 0.0914185-0.193153j -0.565645+1.05672j 0.619958-0.359619j 0.467178+0.200465j -0.138476+0.596999j -0.432331-0.00914132j 0.591702+0.39591j 0.0679326-1.23223j 0.110933-0.304061j 0.292565-0.657235j -0.146406+0.369883j -0.113335-0.531969j 0.574765-1.56129j 0.523081+0.259085j -0.454896-0.0988877j -1.10562-0.894719j -1.4627-0.100726j 0.618137+0.627537j 0.301683+0.680081j 0.102453-0.667172j 0.709793+0.320168j 1.32481+0.791479j 0.0284333-1.0373j -0.337796+1.46036j 0.960227-1.37168j -0.00530458+0.358344j 1.07204-0.520188j -0.356771-0.292418j 
-0.0284476-0.30833j -0.0906738+0.0980933j 1.11175-0.302603j -0.0866376+0.185919j -0.11047+0.922162j -0.689682+1.21701j -0.430886-0.546863j 0.116677+0.352458j 0.349529-1.00283j -1.39895-0.819873j 0.280555-0.128127j 0.0970145-2.1929j -2.04021-0.956909j 1.9139+2.46018j -0.679499+0.599927j 0.274206-0.184095j -0.0762877+0.0259257j 0.711976+0.274976j -0.311525+0.134525j 0.382222-0.698959j -0.566044+0.0834174j -0.241152+0.146081j 0.797056-0.612221j 0.106835-0.261334j 0.426026-0.350896j 0.089052-0.787244j -0.0531746+0.163734j 0.475536-0.523052j -0.531264-0.120156j -0.844626+0.445342j 0.178685+1.44497j 0.959488-0.0122684j -0.217232+1.14829j -1.00988-0.735276j 0.390652-0.0188651j -1.00171-0.039093j -0.0753779-0.785182j 0.33407+0.063553j 0.237208-0.120332j -0.250708+0.120363j -0.206262+0.149496j 0.757621+0.190607j -0.83427+0.0269707j 3.9882+0.00444222j -0.980211-0.253224j 0.349945+0.0097469j -1.57422-0.298203j 4.46568-0.037939j 0.670257-0.0271262j -1.35627-0.542231j 0.18575+0.0723306j -8.18998-0.177933j -1.87675-0.991259j -7.03601-0.525196j -3.43206-0.252795j -1.11474-0.284368j -1.90238-0.781531j -0.054149-0.0855642j -1.78899-0.380296j 8.40791-0.504726j 1.28061-0.187803j 1.43996+0.181122j 0.607891-1.91766j -8.47037-0.143906j -0.479368+0.317713j -4.83645-1.93434j -6.20831+0.0202808j -1.44033-0.443377j 4.2909-0.158074j -6.3595-1.00305j -0.324069+1.80399j 0.180124+0.217137j 7.36703+1.61331j -1.34342+0.71776j -2.912-0.809291j -2.79469-1.79326j -2.51676-0.836245j -1.52871-0.555708j 4.05163+0.282257j -5.10256+1.1229j 3.00487-2.05827j -6.64787-1.51616j 2.10473+0.959481j -0.818257+0.0361391j -1.9147-1.0391j -2.29857-0.0285937j -2.05093-0.98807j -1.00646-0.167582j -4.11174-0.370929j -1.92961-1.18226j -0.84574+0.219392j 1.91753+0.0362943j 0.7721-0.180753j 1.84454-0.320181j -0.219304+0.14469j 
-0.128115+0.358404j -0.963393+0.189341j -0.0258108+0.492077j 0.0422207+0.342421j 0.531162+0.492053j 0.0360929-1.21526j -1.05737-0.42761j 1.15804+1.56709j 0.324054+0.163093j -0.119743+0.190767j 0.31236-1.09064j 1.41505-0.468903j 1.86167+1.51542j 0.715013-1.7301j -0.50258+1.40675j -0.337119+0.127051j 0.711504+0.574414j -0.0970845+0.684512j 0.278312+0.417904j -0.195575-0.182283j -0.142578-0.519973j 0.501589-0.0167687j -0.208277+0.335576j 0.140125+0.0101287j 0.551225+0.342759j 1.22012+0.578603j 0.335539-0.239594j 0.184051-0.494654j 0.431949-0.282983j -1.79481+0.348407j 0.0174422+0.108507j 0.392659-0.142906j 0.861704+1.51361j 0.208742-0.57458j -0.554223+1.55409j -0.365139-0.0333625j 0.195838+1.41789j -0.127211-0.103955j 0.337624+0.298613j -0.0783539-0.386579j 0.366608-0.149576j 0.145125-0.113754j -0.199234-0.699581j 1.53746+0.176476j -0.64216-0.0192218j 0.474939+0.170009j -0.916304-0.178988j 1.78317-0.267936j 0.379442+0.504811j -0.514053-0.763217j 0.363449-0.444161j -3.29601-0.094458j -1.28955-0.750291j -2.52936-0.250588j -1.51348-0.316948j -0.534036-0.435451j -1.65904-0.633118j 0.0301612+0.100325j -0.495306-0.0337849j 3.07591-0.105416j 0.603015-0.495145j 0.882985+0.197371j -0.633169-0.599793j -3.40386-0.751693j -0.309495-0.124323j -2.93295-0.713875j -2.70878-0.653687j -0.672023-0.019756j 1.66836+0.456105j -2.97161-0.402808j -1.21768-0.799264j -0.927647-0.868422j 3.6053+0.368962j -0.865163-0.299392j -1.1094-0.0720193j -0.748397+0.203219j -0.582813+0.329319j -0.668046-0.118928j 1.66623+0.522701j -2.88843+0.492338j 1.90529-1.61966j -2.03198-1.36198j 1.40037-0.89378j 2.0001-0.674378j -0.891971-0.243006j -1.32493+0.577855j -0.292784-1.58528j -1.28066+0.170068j 0.579221-0.204845j -1.8419-0.994303j 1.19665+1.10764j -0.412451-1.21038j 0.370856+0.583282j -0.296088+0.00499776j 0.266656-0.277162j 
-0.00946529-0.432515j -0.00849769-0.314456j 0.0769056+0.0375088j 0.434102-0.949087j -0.179841-0.491208j 0.650688+0.226761j -0.268056-0.154904j -0.267315+0.111768j -1.91009+1.69832j -0.63244-1.91862j 0.758669+2.81736j -0.0338083-0.561157j 1.30933+0.330491j 0.203961+0.643119j -0.200525+0.518056j 0.305337-0.170111j -0.297503+0.303481j 0.0933714+0.211745j 0.619413-0.119566j 0.409725+0.290891j -0.077642+0.385647j -0.442619-0.162557j 1.26653+0.499339j 0.643606+0.509473j 0.12434+0.681981j 1.63387-0.767229j -0.277886-1.11594j -0.339764-0.0368711j -0.969396-1.14814j -1.86504-1.46595j -0.7657+0.651946j 0.073835-0.0491625j -0.950561+0.091316j 0.683114+0.0232743j 0.937532+0.689102j -1.44737+0.826241j 0.686655+0.951223j 0.340642+0.0252394j 0.379411+0.012395j -0.616093+0.0401644j -0.347624+0.465082j 1.83082-0.302509j -0.00719364-0.681486j 7.3869-0.178663j -1.37008-0.0729833j 2.0283+0.744663j -2.36542+0.306562j 9.3375+0.158129j 1.71006-0.32843j -2.88663-1.00093j -0.111172+0.242157j -15.9656+0.538258j -4.57903-2.47469j -13.857-1.15679j -6.78391+0.362745j -2.34931-0.0111246j -4.7633-1.70822j -0.365515-0.959849j -3.57791-0.646347j 15.4636-0.551868j 2.12993+0.0968218j 3.14273+0.387464j -0.133783-2.45621j -18.0284-1.07758j -1.22017+0.805581j -10.9027-2.52338j -11.2955+1.33876j -2.84535-0.650604j 7.84591+0.15886j -13.7997-2.78311j -3.29358+1.84314j -0.690935-0.245945j 15.7286+1.85185j -0.811811+0.144647j -6.33528+2.06046j -4.77801-1.81522j -4.5716-0.943269j -3.52998-1.40515j 6.83472+1.79722j -8.37845+0.549267j 0.976895-1.28571j -12.3431-1.48916j 7.74637+2.34648j -1.73957+0.0493129j -7.64429-1.76507j -6.22417-1.14192j 0.0417464-1.2167j -1.65729-0.22446j -2.74406-1.21099j -4.97054-0.783163j 0.942685-0.378164j 2.62681+0.818031j 0.218913+0.474874j 0.134656+1.22959j 0.318253-0.36789j 
