-0.00185072-0.00334222j -0.0243653+0.0104068j -0.00331545-0.0104187j 0.0341631+0.0075011j 0.00471378-0.0064787j -0.0885984+0.00259464j 0.0629289+0.00981848j 0.0147216+0.0110048j -0.0345947+0.017175j -0.145262+0.0108049j -0.0140176-0.00400624j 0.0160778+0.0193421j -0.0361374-0.0080983j 0.0211794-0.00488204j 0.00940988-0.00377198j -0.00408462-0.0285384j 0.0116677-0.00910936j 0.00145492+0.00302101j -0.0130987-0.0127333j 0.00202006+0.020198j 0.00242526+0.00434039j 0.00924158-0.016201j 0.0140956+0.00643199j 0.00139563+0.0143631j 0.0220063-0.0233064j 0.0296205-0.000744703j -0.00164367-0.0214541j -0.0241704-0.019437j -0.0544345+0.00869059j -0.00673857+0.00909378j 0.00366108-0.00303767j -0.0107171+0.00546775j 0.00463922-0.00514171j 0.0062719-0.00530565j 0.0124438+0.00838911j -0.00497927-0.00823395j -0.00417742+0.00214452j 0.00280232-0.0102053j -0.00269969-0.00418886j -0.0113703-0.00126389j 3.44001e-05-0.0195699j -0.00672315-0.0058747j 0.00215331-0.0360373j 0.0348078-0.00359305j 0.00708266-0.00710048j -0.0161373+0.00635914j 0.0311718+0.0176834j 0.00918329-0.00866339j -0.00208753+0.00738935j -0.0126031-0.001841j -0.00964866+0.00549507j 8.33069e-05+0.00127256j 0.00123735+0.00811802j -0.00460947+0.00327182j 0.0014136+0.00102638j 0.00395627-0.000775104j 0.000681955+0.0025149j -0.00423111+0.00461194j 0.00543216-0.00263032j 0.0121497-0.000192349j -0.0147819-0.00369049j 0.000860567-0.000600257j 0.0055213+0.00437642j 0.00620003+0.00876783j 0.00498534-2.82696e-05j -0.00220199-0.00754503j 0.00971108-0.00134803j 0.00148927-0.014281j -0.00917922+0.00335188j 0.000437952-0.0150111j -0.0066369-0.00454414j 0.00295513+0.00346299j -0.00583911-0.00717986j 8.89993e-05-0.0056419j 0.000189871-0.0106164j -0.00111943+0.0166458j 0.00428539-0.00170867j 0.00992347+0.00322747j -0.00115121-0.00242141j -0.00565987-0.00242788j -0.00224374-0.00232389j 0.00208312+0.000697837j 0.00136391-0.00212165j 0.00192623+0.000288199j 0.00425461+0.00221735j 0.00389188+0.00195956j 0.000918549+0.0011864j 0.00429817+0.000583345j -0.000740661-0.00604345j 0.000393077+0.00420812j -0.002855+0.00174514j -0.0148297+0.00324268j -0.00329346-0.00798084j 0.00429418+0.00215807j 0.00350271-0.00312467j 
0.0647222+0.00237344j 0.051987-0.00149585j -0.0169453+0.00121033j 0.0197604+0.00230745j 0.0139251+0.000541466j -0.0403067+0.00338982j -0.00641249+0.000187927j 0.0153071+0.00142682j -0.0229048+0.00106015j 0.0037439+0.00202996j 0.0441805-0.00118814j 0.0788261+0.00358129j 0.260493-0.00488289j 0.372721+0.000845866j 0.193056+0.00444418j -0.0466907+0.0161776j -0.0265217-0.00403205j -0.123267-0.00531163j -0.0803994+0.00420196j -0.0510718+0.00115373j -0.0447244+0.012525j 0.00896676+0.0011729j -0.0174985-0.00360779j -0.00896291-0.000802551j 0.0127074-4.01718e-05j 0.0316238-0.00122332j 0.0110112+0.000547235j -0.011466+0.00236119j -0.0739997-0.00307511j 0.067672+0.00517566j -0.0652605+0.0104457j 0.0328855+0.00201621j -0.014566-0.0185939j -0.0315743-0.0183166j -0.074536+0.00651557j -0.0163683-0.0231906j 0.046727-0.0139099j 0.000424353+0.012901j 0.00757644-0.000844503j 0.0252724+0.00133293j -0.0133821-0.00327278j 0.0261227-0.00413463j -0.00438495-0.0056093j 0.00682389+0.00483346j 0.018597+0.0143479j 0.0126691+0.00288784j -0.00191234-0.00562103j 0.0167092+0.00989401j 0.0285702-0.0028395j -0.0104422-0.00178101j -0.000603079+0.00565191j 0.0171004+0.0204963j 0.0212726-0.00942724j 0.0130771+0.00417154j -0.0107866+0.0213201j -0.00439934-0.00335389j -0.011051+0.0189598j -0.00108792-0.000311094j -0.00613058-0.00859458j 0.00428967+0.0135532j 0.0014893-0.0154587j -0.000661317+0.00374358j 0.00371484+0.00608676j -0.0086853+0.00939098j -0.01036-0.000486234j 0.0015115+2.21312e-05j 0.00779394-0.00145486j -0.000548944-0.00277385j -0.00691121-0.00908672j -0.00699401-0.00169603j -0.000512242+0.00125083j -0.00159342+0.00697044j 0.000125617-0.00120262j -0.0124939+0.00387752j 0.0102634+0.00461453j -0.00347233+0.00668537j 0.0110803+0.0101294j 0.00369977-0.00826529j 0.013334-0.0029259j 0.0137848-0.00767183j 0.0118283+0.000270067j 0.00473076+0.0047119j 0.0036309-0.00155958j 0.00522028+0.00899744j -0.00441696-0.00926077j -0.00895224-0.00441656j 0.00294852+0.00266518j 0.00582194-0.00359375j 0.0021757-0.00354969j -0.00150214+0.00115114j 0.00737121+0.00993462j 0.00225944-0.00896183j 0.011708-0.00256381j -0.00146179+1.51309e-06j 0.000588381+0.00445841j 
-0.00808382+0.00609845j -0.0537114-0.00131424j 0.0217949-0.0011894j 0.0202685-0.000986216j -0.0306831+0.00142142j -0.0182334-0.000858192j 0.0178272-0.00347988j 0.0216785-0.000562819j -0.0501214-0.00285363j 0.0795492+8.98826e-05j -0.0258021+0.00803783j -0.0613395+0.00827065j -0.21974-0.0048338j 0.31492+0.0011895j 0.127222-0.0169257j -0.101969-0.0340888j -0.290798-0.00547019j -0.0361659+0.0030794j 0.165595-0.016039j -0.0124753+0.0054552j -0.0899878-0.00484137j -0.0696854-0.00800066j -0.158488+0.00357735j -0.0912589+0.00602709j 0.0636335-0.0223715j -0.0213239+0.00574927j 0.0161584+0.00351086j -0.0134858+0.00334034j -0.0263766+0.00124276j -0.0877106-0.00998363j 0.11428+0.0269173j 0.0305124+0.0279407j 0.0084749-2.266e-05j -0.00713953+0.015897j 0.0160439-0.0067193j -0.00195942-0.0011691j -0.0118454-0.0159911j 0.0423071+0.0601449j -0.0220229-0.0253113j 0.0115859+0.0268806j 0.0230691-0.00715679j 0.0298824-0.0219569j -0.0172335-0.0128436j 0.0121991+0.0253338j -0.0223042+0.0376787j 0.00236912+0.0181813j -0.00347317+0.00671353j 0.0134343+0.00779984j -0.00684066-0.0198649j 0.0309828-0.0174009j 0.0182837+0.0312203j 0.030117+0.0252977j -0.000109869-0.0422j 0.00356274-0.00160283j -0.0018532+0.0194412j -0.00777817-0.00757663j -0.0140281+0.0129839j -0.0168781-0.0092565j 0.00017252-0.0101042j 0.0178023+0.0116074j -0.0032729-0.00414756j -0.0147092+0.0150153j -0.00134203+0.00165928j -0.0230349+0.0107082j -0.0170568+0.0175217j 0.00624498+0.000771274j 0.00213361+0.011029j -0.00572751-0.000480635j 0.0100958-0.00264567j 0.00764094+0.0026211j -0.00296263+0.00392058j -0.00335732-0.00579012j 0.00154133-0.0165322j 0.018808-0.00434466j -0.00133987+0.000810865j -0.0165748+0.00618342j 0.0121962+0.00727889j 0.000682269+0.0185387j 0.00660358-0.0049012j -0.0261632+0.0287401j -0.0463155-0.00267955j 0.00211975-0.01093j -7.12941e-05-0.000241847j -0.0216168-0.0176997j 0.0160221-0.00293254j 0.00128985-0.0269282j -0.0169483-0.0171238j 0.000617881-0.00976549j 0.00887197+0.0189197j 0.0146472-0.00321134j -0.001832+0.0192172j 0.0105604-0.00142612j 0.0268164-0.00163476j -0.0200252+0.00732372j -0.00761633+0.0159834j 
-0.0132705+0.00437821j -0.0279347+0.000750657j 0.00385698-0.000980569j 0.00666476+0.000262678j 0.0262044-0.00137499j 0.0276885+0.00333425j 0.0147649-0.00278236j -0.0136884-8.69259e-06j 0.0428417-0.00211489j -0.0361321+0.00344858j 0.0424808+0.00621647j -0.00142218+0.00202893j 0.199473-0.0182711j -0.0630363+0.00659906j -0.105806-0.0169368j 0.121727-0.0634051j 0.157766+0.000751483j -0.110816+0.0123858j -0.170482-0.0349213j 0.127813+0.0149028j 0.0384891-0.00668568j 0.0900092-0.0136242j 0.0968013+0.00972361j 0.0123933+0.0193016j 0.0236063-0.0261275j 0.0688073+0.0153373j 0.0564157+0.00585744j -0.0050343+0.000982147j -0.0127019-0.00490017j -0.019732-0.0139648j -0.111422+0.0263007j -0.0820336+0.0249159j 0.0316141-0.0101205j -0.0460198-0.00160273j -0.0290819-0.00404674j 0.0180491-0.0218011j 0.00408274-0.0163692j -0.0549737+0.0490589j 0.0249432-0.0231505j -0.0347508+0.0171547j -0.00819967-0.0144545j 0.00120658-0.0136462j 0.0524889-0.0135164j -0.0755846+0.0224145j -0.0364313+0.0250991j -0.0413071+0.0172965j 0.00318409+0.00728208j 0.0277738+0.00457693j -0.00247176-0.0177118j 0.0312768-0.0159794j 0.00355862+0.0299583j 0.0143904+0.0278611j -0.0259581-0.0285495j -0.0262784-0.00907615j -0.0120342-0.0167086j 0.013536+0.0108284j -0.00309125-0.0154849j 0.0155481-0.00977955j 0.000184684+0.0100427j -0.0172279-0.00567961j 0.000310663-0.0020722j -0.0124846-0.00138966j -0.00640598-0.0010084j 0.0205729+0.00965477j -0.00304595+0.0183516j 0.00344042-0.0157599j -0.0104644+0.00160485j -0.00596236-0.0026378j 0.0146947-0.00764193j 0.00299552-0.000235814j 0.011368+0.0183048j 0.0198185-0.00643251j -0.0285297-0.0111134j -0.017635-0.00508046j 0.0152839-0.000220852j 0.00640596+0.00566282j 0.0292162-0.00468778j 0.00544475+0.0259403j 0.0142762-0.0182604j -0.0377969+0.056232j -0.0601899+0.0040457j 0.00580653-0.0281638j -0.00283315+6.82283e-05j -0.0369787-0.0372218j 0.00253222+0.0107495j -0.0224397-0.0173693j -0.0385351-0.0249445j -0.0111282-0.00379532j 0.015818+0.0277295j 0.0129421+0.00182134j -0.00932134+0.0122179j 0.00195727-0.00668856j 0.0118744+0.00211946j 0.0097985+0.00222584j 0.00601666+0.0137638j 
-0.077417-0.00326156j 0.147412+0.00933485j 0.00607803-0.000150875j -0.0288524-0.00408083j -0.0121751-0.0024397j -0.0224476+0.0040329j 0.0043085-0.00106283j 0.00314583-0.00218412j -0.000153048+0.00169319j -0.0136015+0.00535428j -0.250919-0.00375302j 0.000984862+0.00900207j 0.106229-0.00557963j 0.0885377+0.00493276j -0.143998+0.00514509j 0.0193672-0.00224462j 0.0504106+0.0100025j 0.0672941+0.00563495j 0.106677+0.00185183j 0.02475+0.000675323j -0.0668963-0.000939613j -0.0629379+0.0105468j -0.0125506+0.00237761j 0.100645-0.00760251j -0.0481863-0.000921032j -0.0013037+0.0110091j 0.00231557+0.000898567j 0.0625749-0.0141246j 0.042506-0.00219364j 0.0489043-0.03171j 0.0921512+0.047683j -0.028598+0.0469649j -0.0430624-0.0079088j -0.0117585+0.0136125j -0.0216958-0.0117757j 0.00134672-0.0262396j 0.021801-0.0502893j 0.000458803+0.131164j 0.0192991-0.0473203j 0.012446+0.0419275j 0.00805173-0.0219229j 0.035687-0.0327149j -0.000138737-0.0293727j -0.0634293+0.0523926j -0.00614102+0.0681096j -0.0359693+0.050534j -0.0261209+0.0348228j -0.00292886+0.0136416j -0.0218722-0.016993j -0.0920189-0.0194732j -0.00880535-0.0325461j 0.0124078+0.0693662j -0.00721515-0.0812492j 0.00581721-0.0129154j -0.00709897-0.00720522j 0.00534705-0.00394251j -0.00876547+0.00437028j 0.00287334+0.00587703j 0.00152453-0.00811632j -0.00344392-0.00846731j 0.00719862+0.0211166j 6.73918e-05+0.013041j 0.00272739+0.00580196j -0.00551367+0.0119199j 0.00562388+0.0262051j -0.00642716-0.00214024j -0.0086303-0.00730952j -0.00478828-0.00150182j -0.00212539-0.00191116j -0.00396303+0.00783769j 0.0142484+0.00616573j 0.0137+0.00024353j -0.00345611-0.00020649j 0.00595382-0.0111739j 0.00576748-0.000849632j 0.0208864-0.00882029j 0.00312185-0.00742335j -0.00913067+0.00128309j 0.000813647+0.00243124j -0.0104607-0.00251432j -0.00640204-0.00778116j 0.00327338-0.00178065j -0.00154841-7.67304e-05j 0.000433383-0.00660975j -0.0189773+0.00334859j -0.0356812-0.000752434j -0.00494956-0.00567141j -0.0102461-0.00199249j 0.00280074+0.000216751j -0.0189663-0.00321065j -0.0107098+0.00657182j -0.00547185-0.00985909j -0.0077141-0.00111792j -0.00769432+0.0241188j 0.0162729+0.0398426j 
0.018475-0.00509687j -0.0848308+0.0123193j -0.00257143+0.00147626j 0.0135654-0.00417888j 0.0169435-0.0023323j 0.0194918+0.0100382j -0.00338064-0.0029989j -0.00647749-0.000116792j 0.0110533+0.000339238j 0.00538236+0.00874701j 0.0859814-0.0234537j 0.029577+0.0195745j -0.239703-0.018586j -0.232147-0.00132766j 0.0484282+0.0104379j -0.013442+0.0190344j -0.0552381+0.00717427j 0.0497639-0.0101963j 0.00961873+0.0038276j -0.0261725+0.000775709j 0.0488077+0.00711556j 0.036814+0.00502961j 0.00677368-0.00647234j -0.0405495-0.00035978j 0.00765938-0.000779086j -0.0379504+0.00843077j -0.0128601-0.00981807j -0.00617753-0.0206983j 0.00745411-0.00564248j 0.0188007-0.0307789j -0.115576+0.0632307j 0.0170297+0.074442j 0.00756259-0.012866j 0.0280316+0.0150664j 0.0299705-0.0164382j 0.00356796-0.0567177j -0.0328411-0.0776482j -0.0181859+0.198366j -0.0231357-0.0722057j -0.0117372+0.0625853j -0.00358937-0.032182j -0.0343624-0.0547737j -0.00282404-0.0485354j 0.0557012+0.0857876j 0.0440304+0.128283j 0.0289478+0.0842243j 0.0320635+0.0443603j -0.0223731+0.0269014j -0.0155311-0.0226644j -0.00770035-0.00308725j -0.0389288+0.0816633j -0.0404818+0.0868253j 0.0213997-0.100827j -0.00228531-0.0136512j -0.0101502+0.00362742j 0.00137387-0.000582754j -0.00973096+0.0132455j 0.00112712+0.00459566j 0.00577126-0.0029969j 0.00613152-0.00915544j -0.0141315+0.023045j -0.0104745+0.0266087j -0.00374264+0.00907643j 0.00619772+0.0140252j -0.00460293+0.0417828j -0.00644458-0.0109491j -0.00332387-0.0110695j -0.00332531-0.00321709j -0.000753779-0.00480577j -0.0134585+0.0066239j 0.00439292+0.0160465j 0.00348091+0.0100679j -0.0188681-0.00299596j 0.000113723-0.00743344j 0.021288+0.00406779j 0.00717148+0.00731106j -0.0164217+0.0125196j 0.0423783-0.0139034j 0.0229769+0.0295039j -0.000104778-0.0124906j 0.00483086-0.00144016j 0.00161789+0.0083979j -0.00498911-0.00235473j 0.00731911+0.00772916j -0.0351131-0.0172648j -0.0556327-0.0233804j -0.00421273-0.00420855j -0.0174514-0.0173737j -0.00193287+0.00554235j -0.026993-0.00785049j -0.0101672+0.004783j -0.0120144-0.0215951j -0.0272909+0.00171611j -0.0202537+0.0305988j 0.0234957+0.0720238j 
-0.207059+0.00621427j -0.0608867-0.00771844j 0.00957618-0.00239604j 0.0234744+0.00197329j 0.0268757+0.00026892j 0.0513692+0.00215439j -0.00746373-0.000355867j 0.023867+0.000705397j -0.0184793+0.00122582j 0.0136481-0.000965441j -0.103232+0.00878975j -0.152764+0.00400142j -0.240982-0.00473339j -0.410869-0.000710986j -0.0957543-0.00288396j 0.0394496+0.00268339j -0.018392-0.00384195j 0.151997-0.00615359j 0.136194-0.00337754j 0.0610455-0.00260023j -0.0225935+0.00351144j 0.0581466-0.0031231j 0.0300553+0.000454281j 0.0773446+0.00138852j -0.0226882-0.00102552j 0.0810377-0.00102364j 0.134617+0.00834505j 0.0580167+0.0116238j 0.0243967-0.000791473j -0.138649+0.00977463j 0.15936-0.00349592j -0.0268205-0.0164235j -0.0139178-0.0175057j 0.0209621-0.014649j -0.0223893+0.010887j 0.0141634-0.00382819j -0.0977313+0.00847991j 0.0105208-0.0343265j -0.05019+0.0199731j -0.0394345-0.0105192j 0.0185217+0.00590617j 0.00625468+0.0090257j 0.0264612+0.00674776j -0.0542264-0.0159333j -0.111846-0.0202817j 0.0487772-0.0171586j -0.0120504-0.0103412j 0.0983698-0.000407438j 0.00717693-0.00173718j 0.0263499-0.00846535j 0.0275483-0.0167094j 0.0484443-0.0148236j -0.0363079+0.0165015j 0.0248134+0.00925352j -0.0038023+0.0166723j 0.0053765-0.00301256j 0.00279437+0.012477j -0.00226142-0.00671548j 0.00274307-0.00365478j 0.00834614+0.0029011j 0.00285363-0.00833476j -0.00598605-0.000178297j 0.00117867+0.0058487j -0.0208589+0.00322674j -0.0168407-0.0111769j -0.00436119+0.00361348j 0.00327256+0.00582807j 0.00245363+0.00276386j -0.00267496-0.0125079j -0.00472273-0.000469883j -0.0106257+0.00204268j -0.0238446-0.000817426j -0.00551959-0.000939751j 0.00955747+0.00473177j -0.0168821+0.00284951j -0.0162225+0.00821112j 0.00961079+0.00988154j -0.0110838-0.00274293j 0.0141767-0.00283916j -0.000389413+0.000919454j 0.00049193+0.00167834j 0.000628567-0.000799111j -0.00156919-0.00189776j -0.00548426-0.000596279j 0.00755628-0.00463594j 0.0204875-0.00609983j -0.00448451-0.0029077j 0.00136815-0.00281916j -0.00221835-0.00172967j 0.0218217+0.00762697j 0.00627086+0.0210522j 0.00644006-0.00855162j 0.0717763-0.0103477j -0.0252291-0.00524724j -0.0113415-0.00963051j 
-0.010361-0.00810134j -0.0932106-0.0161812j 0.0287328-0.000885592j -0.000148744+0.00392575j 0.0120137-0.0039682j 0.00801871-0.00698414j 0.025485+0.00106813j -0.0103414+0.000112873j 0.0037639+0.00590448j 0.0204884-0.00272454j 0.180407+0.0256205j -0.0566131-0.0600637j -0.103402+0.0292973j -0.0694133+0.0114238j 0.0920929-0.00311055j 0.00602478-0.0350541j -0.0604014+0.0227382j -0.0427298+0.0367366j -0.0848842+0.0144248j -0.0289621+0.00258027j 0.0610867-0.0176152j 0.0308407+0.0157927j 0.00786135+0.00650944j -0.0511303-0.0177362j 0.00873472+0.00681286j 0.0219018+2.979e-05j 0.00994407+0.00735262j -0.0673747+0.00636195j -0.0142497-0.00699053j 0.00194311+0.00316683j -0.00117584+0.020823j -0.0066389+0.00594446j 0.0583718+0.00427182j 0.00291778+0.00547368j 0.0392275-0.00397419j 0.00163074-0.0091552j -0.0199759-0.012971j -0.0627496+0.0292724j -0.00527816-0.01102j -0.0264152+0.00552633j -0.00800975-0.00376396j -0.0254975-0.00373787j 0.0217655-0.00588585j 0.0233445+0.00816538j -0.0217912+0.0107847j -0.0038398+0.00523648j 0.0126103+0.00604827j -0.0364848-0.00328752j 0.00541666+0.0129008j 0.0343166-0.00135657j 0.00227927+0.00160372j 0.0149053+0.0291819j -0.0100341-0.0439667j 0.00121302-0.0147261j -0.0101904-0.00473497j -0.000178715-0.00350995j 0.00291339+0.00261538j -0.0048196+0.0165195j 0.00102848+0.00165589j -0.0287062-0.00581635j 0.0465179-0.00763426j 0.0235954-0.00674695j 0.0081289-0.00481933j -0.00384414+0.00194144j 0.0176388-0.0295508j -0.00689066+0.00984811j 0.00545525+0.000108738j 0.00895046+0.00146161j -0.00292823+0.00192731j 0.000955449-0.0199599j 0.00734947-0.0264153j -0.00284971-0.00433636j -0.00228435+0.00701266j 0.00109186-0.0053259j 0.00531398+0.0101758j 0.0204323-0.0360396j 0.0409414-0.0773597j -0.0443562+0.0505344j -0.124004-0.0457425j -0.0235144-0.0115633j -0.0051606-0.0107965j 0.00597562+0.0020299j -0.00158156-0.00130952j 0.00800074-0.000721503j -0.00944742-0.00553146j -0.0075866-0.00955686j 0.00644777-0.00135425j 0.0046628-0.00066288j -0.00102645-0.00728168j 0.0315287-0.00298191j -0.00105312+0.00613049j 0.0094263+0.00162139j -0.00153694-0.0091462j 0.0023121+0.00295225j -0.00903127+0.00353696j 
0.107371-0.000497391j 0.0193233+0.00394116j -0.0126328+0.000623819j -0.0182323-0.00120583j -0.0159142+0.000143495j -0.0209873-9.1897e-05j 0.00223327-0.000684525j -0.0200687-0.000470997j 0.0435733+0.000823779j -0.00550297+0.000968378j 0.123499-0.00380913j 0.210327+0.00599079j -0.058248-0.00198611j 0.0332657-0.00158876j 0.110757+0.00159004j -0.0718038+0.00338381j 0.0229503-0.00664456j 0.0213209-0.00202806j -0.0586584-0.00524314j -0.0369807-0.00313561j -0.00415489+0.00116747j 0.00980528-0.00480787j 0.0246523+0.00271225j -0.0414511+0.00556095j 0.0531726+0.00446856j -0.0264279-0.000523184j 0.142537+0.00781779j 0.128345+0.00537186j -0.172274-0.00131867j 0.164218-0.000277239j -0.0990767+0.000766206j 0.00481702+0.00279474j 0.0794902+0.00560087j 0.0181446+0.00552886j 0.0532926+9.82412e-05j -0.00543524+0.00126717j 0.0418547+0.00150927j -0.0643931-0.000431172j 0.00227285-0.000981154j -0.0355689-0.00285954j -0.0370233-0.00177246j 0.00501078+0.000400287j 0.0585865+0.00126769j 0.102796+0.00394544j -0.377304-0.00532677j 0.198181+0.0050362j -0.0310637+0.00396902j 0.275572-0.00144188j -0.053134+0.00517252j 0.0200536+0.00303464j 0.0204698-0.018503j 0.0366214-0.00509687j -0.0472545+0.00258963j -0.00589038-0.00140641j -0.00892522-0.00287012j 0.00219115-0.00118659j -0.00937123-0.00208032j 0.00589115-0.0037784j 0.00433036-0.00179729j 0.00110761-0.0152781j 0.00179654+0.0205469j -0.00550467+0.00700542j 0.00841616-0.00282908j -0.0135601-0.00682062j -0.0227368-0.000598756j -0.0102734+0.00547687j 0.0101526+0.00595722j -0.00777033+0.00636365j -0.00226758+0.00370124j -0.00371861+0.000564628j -0.00890784-0.00458067j -0.00536033-0.00305982j -0.00382567+0.0032887j 0.0136536-0.00210989j -0.00238092+0.000631403j -0.0265013-0.000286908j -0.01838-0.000882232j -0.0113226-0.000765646j 0.0138442+0.0203154j -0.0152889-0.00425956j -0.00788653-0.010013j 0.0115364+0.00144403j -0.00100091+9.61461e-05j 0.0156982-0.00687304j -0.00723097+0.00708589j 0.0036959+0.00752288j 0.00762709-0.00836084j -0.00967196-0.00564278j -0.0171573+0.0162248j -0.00824797+0.0302139j 0.0186543+0.0351018j -0.00497065-0.0333468j 0.127159-0.0130762j -0.0264132+0.00309823j 0.0285119+0.002175j 
-0.0139087-0.00849686j 0.173962-0.00203423j -0.0510912+0.00048665j 0.00230784-0.00109488j -0.0173226-0.00340458j 0.00415889-0.00192484j -0.0569006-0.000733964j 0.0185141-0.000845198j -0.0032591+0.00315611j -0.0257381-0.000392645j -0.332939+0.000589754j 0.0870894-0.0202477j 0.119152+0.00603884j 0.11127+0.00165411j -0.146046+4.30321e-05j 0.0773112-0.00293773j 0.135863+0.00385977j 0.0255081+0.00558016j 0.0975209+0.00314876j 0.071141+0.00179895j -0.0603549-0.00209856j -0.0472806-0.00116244j 0.0134466+0.000335402j 0.162826+0.0020981j -0.00694561+0.00376876j 0.0839163-0.00105851j 0.0392923+0.00139427j 0.0154033+0.0017498j -0.0707052-0.00786321j 0.0993538+0.00563309j 0.273159+0.0184549j -0.0583126+0.021676j -0.0561471+0.0067464j 0.00306259+0.00784585j -0.051659-0.00864708j -0.00947362-0.015724j 0.0753319-0.0151765j 0.0779779+0.0402025j 0.0246-0.0161345j 0.00802009+0.0105339j 0.0133539-0.00652987j 0.0701197-0.0095346j -0.0433539-0.00912445j 0.0217203+0.0154736j -0.0155789+0.028928j 0.105075+0.0187131j -0.0344873+0.00617583j 0.0525987+0.00383477j 0.0765943+0.00184089j 0.046938+0.00268804j 0.00471613+0.0516603j 0.040431+0.00823524j -0.0132802-0.0114756j 0.0274154-0.00884213j -0.00388802-0.00262309j 0.00742558+0.00532601j 0.0036821-0.00474773j -0.00282425+0.00210283j -0.00838742+0.00821947j -0.0102004-0.00719102j 0.0130598-8.99236e-06j 0.0163842+0.00364824j 0.00504232-0.00534245j -0.0121406-0.00551196j 0.0234958-0.00823201j 0.00408897-0.00263576j 0.00131663+0.00246691j -0.00498719+0.00312516j -0.00800388+0.00113488j 0.00113088-0.0137953j 0.00943756-0.00752318j 0.00513799+0.00229561j 0.0107614-0.00120605j -0.00823834+0.0018998j 0.00158952+0.0104547j -0.0021426+0.00300682j 0.00409328-0.0202566j 0.00736191+0.0168967j -0.0424941+0.0087517j -0.000816075-0.00966885j -0.00242568+0.00154792j 0.000956453+0.011569j -0.000151568-0.0024782j -0.00511182+0.0141173j 0.00282106-0.0214355j 0.00420308-0.0236265j -0.00474044-0.00195223j -0.000194424-0.0233636j 0.00798381+0.0152962j 0.0140584+0.00716524j 0.0369883+0.0121306j 0.0380444-0.0187263j 0.0356611-0.0124065j -0.0577256+0.00325987j -0.0250944+0.0337405j 
-0.00913591-0.00187288j -0.0178808+0.000408986j 2.88103e-05+0.000188111j -0.000284621-0.000446037j -0.0082232-0.000583164j -0.0105002-0.000165529j 0.00293121-0.000352124j -0.00388003+0.000301869j 0.0153228-0.000386264j -0.0102076+5.34603e-05j 0.0163685-0.00604556j -0.067022-0.00233634j -0.00109077-0.00858916j 0.00538768+0.00493938j 0.0023346+0.0023711j 0.0294279+0.0054267j -0.0552689-0.000161141j -0.0223524-0.00295157j -0.0472885-0.00469609j -0.044696-0.00314794j 0.0181298+0.00221529j -0.0302905+0.00211151j 0.0216049+0.00356806j 0.0258026+0.00177423j 0.0166239+0.00306418j 0.00373322+0.00598788j 0.0644493+0.0125181j 0.034525+0.00231081j 0.0177821-0.00596221j -0.00900622+0.000233071j -0.0159954-0.000866943j 0.0197203-0.00622117j -0.0103294+0.00530986j -0.0126289-0.000639902j 0.00690965+0.00162265j 0.00891143+0.00282054j -0.0109198+0.00575733j -0.0198678-0.0148186j 0.0112012+0.0048753j 0.0327026-0.00582088j 0.0162436+0.00166461j -0.0125431+0.00436622j -0.0269385+0.00388589j -0.0419681-0.00557172j 0.27402-0.0155803j -0.195733-0.00271425j 0.0355245-0.00382008j -0.287512+0.00354064j 0.0339903+0.00378604j -0.0387724+0.00475834j -0.0384042-0.00501741j -0.0491721-0.000607816j 0.0594529+0.00276213j -0.00209303-0.000467699j 0.00859687-0.00184063j -0.00144514+0.000428859j 0.0058752-0.000344591j -0.00762394-0.00511258j -0.00374145-0.00126411j -0.00515382-0.0138527j 0.0134326+0.0185638j 0.0138202+0.00669622j 0.00432865-0.00052956j 0.0402396-0.00502015j 0.0711672+0.000639275j -0.01029+0.00384572j -0.0311165+0.00466735j -0.00287501+0.00522632j 0.00726463+0.00155423j 0.0284331+0.000937964j 0.0483623-0.000384732j 0.0312613-0.000972819j -0.0133941+0.00139512j -0.0203673-0.00020927j 0.0241956+0.00172735j 0.0456499+0.00451349j -0.0135677-0.0035271j 0.0880437+0.00109938j -0.0135808+0.0145765j -0.0201963-0.000827508j -0.000674134-0.00324357j 0.0109553+0.00112141j -0.000781896-3.82056e-05j 0.0149071-9.49477e-05j 0.00368592+0.00109455j 0.0254082+0.0023718j 0.0120835-0.00217056j 0.00428035-9.19064e-05j -0.0206008+0.0063229j 0.00587956+0.0358585j 0.00798342+0.0686395j 0.000146517-0.070743j 0.0211792+0.000485801j 0.0218872+0.0017583j -0.0101413-0.0101705j 
