-0.00185072-0.00334222j -0.0243653+0.0104068j -0.00331545-0.0104187j 0.0341631+0.0075011j 0.00471378-0.0064787j -0.0885984+0.00259464j 0.0629289+0.00981848j 0.0147216+0.0110048j -0.0345947+0.017175j -0.145262+0.0108049j -0.0140176-0.00400624j 0.0160778+0.0193421j -0.0361374-0.0080983j 0.0211794-0.00488204j 0.00940988-0.00377198j -0.00408462-0.0285384j 0.0116677-0.00910936j 0.00145492+0.00302101j -0.0130987-0.0127333j 0.00202006+0.020198j 0.00242526+0.00434039j 0.00924158-0.016201j 0.0140956+0.00643199j 0.00139563+0.0143631j 0.0220063-0.0233064j 0.0296205-0.000744703j -0.00164367-0.0214541j -0.0241704-0.019437j -0.0544345+0.00869059j -0.00673857+0.00909378j 0.00366108-0.00303767j -0.0107171+0.00546775j 0.00463922-0.00514171j 0.0062719-0.00530565j 0.0124438+0.00838911j -0.00497927-0.00823395j -0.00417742+0.00214452j 0.00280232-0.0102053j -0.00269969-0.00418886j -0.0113703-0.00126389j 3.44001e-05-0.0195699j -0.00672315-0.0058747j 0.00215331-0.0360373j 0.0348078-0.00359305j 0.00708266-0.00710048j -0.0161373+0.00635914j 0.0311718+0.0176834j 0.00918329-0.00866339j -0.00208753+0.00738935j -0.0126031-0.001841j -0.00964866+0.00549507j 8.33069e-05+0.00127256j 0.00123735+0.00811802j -0.00460947+0.00327182j 0.0014136+0.00102638j 0.00395627-0.000775104j 0.000681955+0.0025149j -0.00423111+0.00461194j 0.00543216-0.00263032j 0.0121497-0.000192349j -0.0147819-0.00369049j 0.000860567-0.000600257j 0.0055213+0.00437642j 0.00620003+0.00876783j 0.00498534-2.82696e-05j -0.00220199-0.00754503j 0.00971108-0.00134803j 0.00148927-0.014281j -0.00917922+0.00335188j 0.000437952-0.0150111j -0.0066369-0.00454414j 0.00295513+0.00346299j -0.00583911-0.00717986j 8.89993e-05-0.0056419j 0.000189871-0.0106164j -0.00111943+0.0166458j 0.00428539-0.00170867j 0.00992347+0.00322747j -0.00115121-0.00242141j -0.00565987-0.00242788j -0.00224374-0.00232389j 0.00208312+0.000697837j 0.00136391-0.00212165j 0.00192623+0.000288199j 0.00425461+0.00221735j 0.00389188+0.00195956j 0.000918549+0.0011864j 0.00429817+0.000583345j -0.000740661-0.00604345j 0.000393077+0.00420812j -0.002855+0.00174514j -0.0148297+0.00324268j -0.00329346-0.00798084j 0.00429418+0.00215807j 0.00350271-0.00312467j 
-0.249828+0.00138072j 0.0650307-0.0203859j -0.0501088-0.0135369j 0.167398+0.00411308j 0.0865173-0.0169332j 0.0954356+0.0239388j -0.124703-0.000820481j 0.136624+6.81709e-05j -0.154616+0.0105839j 0.0802821+0.00822978j 0.092816+0.0188766j 0.20137-0.0529947j -0.0799621+0.0188657j 0.0229026+0.0017815j 0.0127168-0.0407068j 0.0145398-0.0584509j -0.0285961+0.0470422j -0.120346-0.0118167j -0.0479632+0.00239548j 0.0861925-0.0327325j 0.0456522-0.0527897j -0.163626-2.89157e-05j 0.113843+0.0122315j 0.0552243-0.0247828j -0.100985-0.0161412j -0.0574309+0.00421063j -0.101841+0.0368139j -0.119825+0.0347013j -0.0849626-7.59643e-05j -0.0231765-0.0338047j -0.0378489-0.0230232j -0.0120913+0.0187714j -0.0218916+0.000730604j -0.0336514+0.0157362j 0.0278061+0.0256248j -0.0187517+0.0045585j -0.0256804-0.0103245j 0.0187612-0.00154205j -0.016305+0.00116831j 0.0213579+0.00938479j 0.00484281+0.00518675j 0.0118203-0.00701666j -0.00643555-0.00902589j -0.00166604-0.00924233j -0.0207105-0.00944271j -0.0183563-0.00941418j -0.0164531-0.00473291j 0.0278251+0.00301665j -0.0336128-0.00518161j -0.00596563-0.0185878j 0.0515689-0.00595674j -0.0206728+0.00588759j -0.00350504-0.0042874j -0.0220126+0.00909636j 0.00219517-0.00527497j 0.0118578-0.0015749j -0.0028107-0.00214166j 0.00422865+0.0125272j 0.0186209+0.0048615j 0.00835844+0.00737615j -0.0294765-0.00109217j -0.017771+0.00201464j -0.0129957-0.00010325j 0.00408622-0.0105412j -0.0278071-0.00454149j 0.0026198+0.000184505j 0.00527357-0.010331j -0.00199889+0.00337281j -0.00548317-0.00260543j -0.00973359-0.00753092j -0.00737528-0.00588553j 0.000822776+0.00328892j 0.00161295+0.014103j 0.0147816+0.0111339j -0.00334623+0.00912958j -0.0152048+0.0108334j 0.00508029-0.0156022j 0.0241203-0.00883934j 0.00846819-0.00334058j -0.0184779-0.00974556j -0.00894511-0.0068425j 0.00045504+0.0160649j -0.000438381-0.00217944j -0.0227833+0.00327131j 0.0112074+0.00126118j 0.00088295+0.000715494j 0.00528445+0.00599979j 0.0106684+0.0178274j -0.0132687+0.00251599j -0.00976485+0.00666604j -0.00280551-0.00488191j -0.0275398-0.000851324j -0.00201717-0.00669401j 0.00424984+0.00494807j 0.0119971-0.00186612j 
0.123299+0.0158653j -0.0364442-0.00928062j 0.00527568-0.0102612j -0.10701+0.000326788j -0.0847294-0.0248274j -0.0590232+0.0231124j 0.0614533+0.00351762j -0.0175703-0.00172629j 0.0109326+0.012099j 0.0160539-0.017623j -0.0331066+0.0581644j -0.0799285+0.0445695j -0.0525462+0.12884j -0.0334391-0.0882424j -0.074099-0.0349329j -0.157051+0.0254314j 0.082039-0.0594739j -0.0320578-0.0307295j -0.0713999+0.0598064j -0.0906688+0.000487791j -0.190185-0.0454347j -0.0255657-0.0680698j -0.0590417-0.0318104j -0.0172735+0.000776279j 0.0123467+0.019771j 0.0952471-0.121709j -0.0270767-0.0850273j 0.0240783+0.0723863j 0.0239387+0.0746406j -0.0082075+0.0369656j 0.00454229-0.12229j -0.000372803-0.0397289j 0.015849-0.0030653j -0.0189909+0.0168049j -0.00819252-0.00408333j -0.0155013-0.0112586j -0.00873766+0.00491767j 0.0125859+8.98106e-05j -0.00891813+0.00240249j -0.0194336-0.0060272j -0.00607382+0.00192329j 0.00493229-0.000178433j 0.0063131-0.00632146j -0.0135666-0.00719739j 0.015375+0.0176212j 0.00129583-0.00880153j 0.0164331+0.000285738j 0.01734+0.00416228j 0.000740861-0.0130915j 0.0116999-0.0372432j -0.00490475-0.00122526j -0.0222157-0.000916437j 0.00933819+0.0231746j -0.00940266+0.0296734j -0.0416418-0.00494421j 0.0101643-0.00611449j -0.0164677-0.0141115j 0.00350812-0.0106192j 0.011293+0.00401182j -0.0261474+0.00632867j 0.0119457+0.00257888j -0.00310719-0.00100687j -0.0158563-0.00615699j -0.0140932-0.020865j 0.0063596-0.0142307j -0.0206371+0.00361461j -0.00736105+0.0117932j -0.00312342+0.00836064j -0.00990943-0.00123818j -0.0176412-0.0123582j 0.0108059-0.0130216j 0.0127835-0.00861006j 0.00324152+0.0130531j -0.000856618+0.0160204j 0.00664781+0.00421883j 0.0116057-0.00334287j 0.00182626-0.00212207j -0.00990674+0.00637482j 0.00266547+0.00997836j -0.000129993-0.0263301j -0.00669914+0.0100883j -0.0312956-0.00384989j 0.000981222-0.00208346j 0.00761316-0.0112538j 0.00105953+0.00540582j 0.00936091-0.00325223j -0.0117275-0.00773399j 0.00664078-0.0179852j 0.000738031+0.00625002j 0.0176652+0.0192065j 0.00215094-0.00822767j 0.00583999+0.0226694j 0.0087999+0.0124435j -0.00386164-0.0129914j -0.00485397-0.0101818j 
-0.0485559+0.0147024j 0.00441543+0.00118234j -0.0154407-0.00479331j 0.0178566+0.0193683j -0.0390795+0.00417707j -0.0125658-0.00873806j -0.025078+0.0146603j 0.0247861+0.00643997j -0.00576927-0.000970035j 0.0482685-0.00294778j 0.0648657-0.000559826j -0.126412+0.0445499j 0.0562244-0.0598751j 0.0577681+0.00476333j 0.0169962-0.113379j -0.295064-0.129524j 0.153564-0.0185528j 0.209224-0.04621j 0.00710415-0.0805523j 0.123806-0.0155649j -0.120223-0.016342j 0.00954654-0.0189341j 0.116154-0.0237309j -0.00859707+3.65414e-05j -0.0439908-0.138229j 0.0379341+0.0336001j -0.0303871-0.0254155j -0.0230066-0.0250264j -0.0756784+0.0124244j -0.0177626+0.0326087j 0.00171229-0.00334737j -0.0231449+0.043611j 0.0524561+0.0172002j -0.0152627-0.000351333j 0.000983299+0.0395596j -0.00924142-0.00305902j -0.0203596-0.00598373j 0.0153468-0.0217058j -0.0157932-0.0101592j 0.00884356+0.00712428j -0.00798458-0.00392898j 0.0293294-0.0183106j 0.0130787-0.000840247j -0.00506549+0.0137144j -0.00779464+0.000514759j -0.00350392-0.00823779j 0.0421804-0.00561098j 0.0169691-0.00736969j -0.0370092-0.00157804j 0.0195038-0.00184364j -0.0660096+0.00636301j -0.00323979-0.0161168j 0.00368396-0.00276977j 0.0121911-0.0076432j 0.0222376-0.00162149j -0.000100461+0.000518751j 0.00948438+0.00331987j -0.0167841+0.00782565j -0.00608907+0.00114j -0.00141068-0.00447334j 0.0192556+0.00309515j 0.0357405+0.00678432j 0.0032518-0.00186021j -0.00826912+0.00345391j 0.0279177+0.00813384j -0.00251937-0.00144529j 0.0211239-0.00427875j 0.00827367+0.00360669j -0.0143471-0.00280045j 0.00613675-0.000693644j 0.000125682+0.00131919j -0.00459643+0.00239249j 0.0139839+0.0065243j 0.00449835-0.0051694j -0.00545763+0.00516616j 0.012032+0.00559009j 0.0267574-0.00386654j -0.00376278+0.00718135j -0.0082609+0.00542291j -0.0400096+0.032421j 0.00190238+0.0165781j 0.00394499+0.0192947j 6.38395e-05-0.00151678j -0.0138292-0.00390955j 0.00326117+0.00251287j -0.0114547-0.000224239j 0.00458217-0.01885j 0.016871+0.00646485j -0.00520553+0.0146361j -0.00317137-0.00864425j -0.00608484-0.00261286j 0.00234882-0.00320885j -0.00639968+0.0179672j -0.00127966-0.00222007j -0.00501929+0.00468486j 
-0.0443148-0.00572322j 0.0480648-0.0276678j -0.0230437+0.014252j 0.0504636+0.00842501j 0.0305695-0.0096317j -0.00502336+0.0128066j -0.0324786+0.0105151j 0.0127884-0.00513285j -0.00299528+0.00935586j -0.00823362-0.00718531j 0.0606754+0.0801991j -0.0286898-0.163599j 0.0277673+0.143453j 0.0382658+0.0308663j 0.0279002-0.00251263j -0.0833832-0.0925144j 0.0144118+0.0479219j 0.16222+0.142914j 0.0482781+0.0840482j 0.108817+0.0228294j 0.056628-0.018205j 0.0486289+0.0607491j 0.0492048+0.00622943j -0.0304932-0.0861012j -0.0327945+0.0407897j -0.0628724-0.0526363j -0.0249323+0.0499046j 0.00938171+0.103216j -0.0210741+0.000841595j -0.0130983-0.121348j 0.00569225-0.0983132j -0.00522307+0.0567629j 0.033145-0.00954561j 0.00837171+0.00870738j -0.00893083-0.0540274j 0.0140493-0.00538908j 0.00921629+0.00503421j 0.00349769+0.00845356j -0.0141511+0.00752636j 0.00937727+0.00361472j 0.00130794+0.00421816j 0.0155231+0.0161856j -0.000875203+0.00110977j -0.00645165-0.0317862j -0.0165536-0.0152319j -0.00438658-0.0178231j -0.00533282+0.00219176j 0.00906363+0.00968504j -0.00606881+0.00116263j 0.0119711-0.0210258j 0.00855755+0.0100213j 0.00501743+0.0172363j 0.00675477+0.00722195j -0.0102981+0.0149581j -0.0315468-0.00345009j 0.0175008-0.0031375j -0.0347143-0.00284219j -0.00368284+0.00193622j 0.0032418+0.00427523j 0.00941053+0.00562978j 0.00315594-0.00186264j -0.00612256-0.00414606j -0.00727759+0.00445681j -0.00564479-0.0115792j 0.0218437-0.013757j -0.0178426-0.00313315j 0.00209114-0.00199303j -0.0055595-0.00687868j 0.0149591-0.00120387j 0.000280868-0.00847876j 0.0196283-0.00838497j 0.00273041-0.00514177j -0.00646181-0.00718566j 0.00885628-0.00112374j -0.00574619+0.0102953j 0.0120923-0.00208532j 0.0123652-0.0333877j -0.000216223+0.0280998j -0.0160019-0.00105293j 0.0195054-0.0154978j 0.00172347-0.0351753j 0.00919647-0.00189447j 0.000192707+0.00105994j -0.00728467-0.00491119j 0.000169928-0.000997347j -0.00777779+0.000277233j 0.0143392-0.00273174j 0.00592656+0.0116597j 0.000810987+0.00176536j 0.0108555+0.00374799j 0.0105101-0.00272952j 0.00516689+0.012636j 0.000141161-0.00609829j -0.000374518-0.00490379j -0.007124-0.00572506j 
0.170433+0.0238287j 0.199313+0.0205668j -0.0846391+0.0055624j -0.00615056+0.0131331j -0.0310463-0.00175229j -0.0227551+0.0100913j -0.0195994-0.0155987j 0.0360189+0.00322756j -0.0297045-0.00869556j 0.0160624+0.00416889j 0.0280009-0.0483037j -0.0686337+0.152656j -0.0456077-0.0622484j -0.0700761-0.0409354j -0.0556779-0.02047j 0.0448069+0.0644451j -0.177067-0.101864j -0.0065567-0.0891112j -0.0746609-0.0494817j 0.10473+0.0237975j 0.123129+0.0752342j -0.114601-0.0639227j 0.00355885-0.0452426j 0.0987962+0.075016j -0.100449-0.0816458j -0.0207407-0.0114602j -0.0548251-0.103862j -0.00415707-0.0711233j -0.0372932+0.0281534j -0.0534643+0.141137j -0.0145544+0.0227454j 0.00825856-0.0192234j 0.0374961+0.0222998j -0.00436421-0.0246023j 0.0287807+0.0138148j 0.00298826-0.00899891j 0.00668955+0.00397568j -0.0037653-0.0196094j -0.0113523-0.00297385j 0.011857+0.00649707j -0.0103832-0.00971994j -0.00167613-0.0117752j 0.00766623-0.0110649j -0.00400023+0.0128518j -0.0114208+0.0251358j -0.0133782-0.00173695j 0.00766058-0.0102199j -0.000413689-0.000951683j -0.0232087-0.0061614j -0.00244698-0.0246014j 0.0383784-0.0118939j -0.000478951-0.00258461j 0.00356576+0.0156124j -0.0169106+0.0154591j -0.00760254-0.000885339j 0.00936296-0.0010015j -0.0093637-0.0050633j 0.00964353-0.00162811j 0.00269168+0.00268633j -0.020856+0.0060857j 0.0188046-0.00169419j -0.00628494+0.00844198j -0.00175012+0.000668136j -0.0123826-0.0118434j -0.0265615+0.00753529j 0.0106141-0.00826263j 0.00913428+0.00691435j 0.000881738-0.00230207j 0.0200776-0.0108041j -0.0119307-0.00705979j -0.022358-0.00200431j -0.0136311-0.00901434j 0.0042379-0.00165762j 0.00121829-0.00354268j -0.00559739-0.00396728j -0.0179066+0.0150446j 0.0126691+0.0259316j 0.0099756-0.0247222j 0.0222362+0.00429864j -0.0253036+0.00885337j -0.0120569+0.0158058j 0.00776471+0.00836439j 0.00098492+0.00120699j -0.0113191+0.0138937j 0.01003-0.00721647j 0.00600614+0.00248884j 0.0161043+0.00287753j 0.010985+0.0044854j -0.00805778+0.0210177j -0.00589163+0.00904439j -0.0289342-0.00445909j -0.020371-0.00675137j 0.0120555+0.0242028j 0.00200318-0.00579111j 0.0103651+0.000854116j 
0.339491-0.000744759j 0.152056-0.0219404j -0.13357-0.0111663j -0.0624686+0.0103926j -0.0819682+0.000793664j -0.0773947+0.0121205j 0.00635571+0.00860084j 0.000239424+0.0048893j -0.000317834-0.00480069j -0.0622797+0.00998396j 0.00697843-0.0175225j -0.129614-0.0911024j -0.00638827-0.0333747j -0.110089+0.0628204j -0.0716781+0.0361708j -0.104722-0.0218397j -0.10935+0.0852985j 0.0253061+0.0473987j -0.0980724-0.00325989j 0.0642418-0.021103j -0.0166274-0.0240306j -0.105049+0.06494j -0.0268582+0.0538902j 0.0506376-0.0386974j -0.0280525+0.0438977j 0.0119721+0.0738863j -0.0175789+0.112997j 0.107541+0.000518445j 0.0559936-0.0473896j 0.00390102-0.0870389j 0.016538+0.0646218j 0.0155901+0.0228506j 0.0194711+0.0155841j -0.024796+0.01501j 0.0108912-0.00361293j -0.00671599-0.0137701j 0.0132266-0.00474472j -0.0219512+0.0114821j 0.00421597-0.00179053j 0.000722325-0.0158588j -0.00245595+0.0010419j 0.0015776+0.0127388j 0.00440873+0.00936849j -0.0264075-0.0134625j 0.00908074-0.0321126j -0.0388604-0.00694349j -0.00775257-0.00589569j 0.00508339+0.000456818j 0.0150649-0.00606958j 0.0339142-0.0161323j 0.0458952+0.0143435j 0.0283678+0.00604682j -0.000366849-0.0204858j 0.0104813-0.00163965j 0.00195312+0.00813529j 0.0053226-0.00451323j 0.00834412+0.00768259j -0.00587015+0.021287j -0.00924277+0.00621978j 0.00587624+0.0119496j -0.00625439-0.0080265j -0.00633476+0.00849625j 0.00471927+0.00766427j -0.000226993+0.00729156j -0.00349284+0.0204475j -0.000178436-0.0108229j 0.000930508-0.0220106j -0.00453137-0.00934485j -0.00485695-0.00394892j -0.00221751+0.00354122j 0.00200466+0.0135823j -0.00236531+0.0186428j 0.00151165+0.00422154j 0.00683958+0.00131513j -0.00998351-0.000397424j 0.00568421+0.00176675j 0.00947805-0.0336353j -0.0162886-0.00271046j -0.00892359-0.00977379j -0.0142015-0.0118413j -0.00864471+0.0032425j -0.00663837-0.00474858j -0.000763451+0.000359571j 0.00438588-0.00452353j -0.0135944+0.00225001j -0.0225521-0.00729396j 0.0053452+0.00619821j -0.00511501+0.0161571j -0.0133429-0.0111923j 0.000819715-0.0165897j 0.0172551+0.00348775j -0.00175204-0.0180294j 0.00131445-0.0225823j -0.00303319+0.0118609j 0.000566353+0.00933296j 
0.108366-0.00962203j 0.0776109+0.0117537j -0.0466351+0.00876647j 0.0144066-0.0119199j 0.00687997+0.00699005j 0.00704458-0.0155992j -0.00853502+0.017731j 0.0415511-0.0033361j -0.0741823+0.00894571j -0.00527488-0.0132687j -0.0573152+0.0544132j -0.0204503-0.0447792j -0.0287446+0.10419j -0.0691306-0.0308384j -0.0381797-0.0725776j 0.0663027-0.0785112j -0.133798-0.045342j -0.0685309+0.0271077j -0.0805099+0.0166349j 0.0212582-0.0175219j 0.0675852-0.0336132j -0.0974126-0.0375476j -0.0289119-0.0146107j 0.0829093-0.0185227j -0.0133952-0.0181224j 0.00487546-0.0777361j -0.028112+0.0179594j -0.00589655+0.117496j 0.0917827+0.0296062j -0.0464335-0.0420194j 0.0238468-0.101108j 0.00425038+0.0389592j -0.0151849+0.00997918j -0.0188343+0.0234432j 0.0099156-0.00260739j 0.0101304-0.0181078j 0.00593108-0.0065603j -0.00190786+0.0147179j 0.00354907-0.0116085j 0.0106728-0.000602849j -0.00316344-0.00766848j -0.000397901-0.0149133j 0.0032708-0.00458889j -0.0206269+0.0246511j -0.0226365+0.0105024j -0.0261379+0.0187165j -0.00920722+0.0111093j 0.0139838+0.010447j -0.00481021+0.00701691j -0.00934998+0.0535361j -0.053501-0.00796125j 0.0388125-0.00286135j -0.035152-0.00228891j -0.00631153-0.00685549j -0.0152187+0.00591535j -0.000790769+0.00264109j -0.00367648+0.00264526j 0.0122625+0.00686255j -0.00968546+0.000560855j -0.00846094+0.00643842j 0.00480961-0.0209171j -0.0162204-0.00301905j 0.000150239-0.00455083j 0.00409184+0.00613536j -0.020639-0.0112531j 0.0101188+0.00138553j -0.001556+0.00307587j -0.00492818-0.00082283j 0.00547448-0.00208955j -0.00680309-0.0155607j -0.0115431-0.0142088j -0.0101735-0.000242943j 0.000539325-0.000131871j -0.0032148-0.0111626j -0.00948939+0.0174139j -0.0247608-0.0128119j 4.51709e-05-0.00236114j -0.0183296+0.0265982j 0.00755448-0.00766701j -0.00321462-0.00570122j -0.0102651-0.00986507j -0.0122821+0.00652091j 0.00331543-0.00169361j -0.0217048-0.0101941j 0.025968-0.000716984j 0.0250718-0.00926358j -0.000224761-0.0145523j 0.0206674+0.00163055j -0.00364331+0.0182198j 0.0208745+0.0287413j 0.0144977+0.0086977j -0.00119194+0.0305549j 0.0218113-0.0113467j 0.0173971-0.0133685j -0.00506017-0.0282921j 
0.0648807+0.00068175j -0.132066-0.00397604j 0.0839515-0.000411314j -0.040529-0.000124192j 0.0357138+0.00343228j -0.00131194-0.0037793j 0.0161409-0.000511544j -0.0551254+0.00150432j 0.137572+0.00468326j 0.148811+0.00150841j 0.0246288+0.0066563j -0.0332436-0.017094j 0.149564+0.0183305j -0.029353+0.00120023j -0.139115-0.00491623j 0.118-0.00128035j -0.0511462-0.00598395j 0.00936627+0.00901444j 0.253214+0.00515618j -0.0842319-0.0130466j -0.102419-0.00867561j -0.0864315-0.000819049j -0.0433446+0.00961322j 0.0690942-0.00599878j -0.24677+0.0145365j -0.0891048-0.007183j -0.16904+0.0333584j 0.0696227+0.0305505j -0.343917-0.00366503j -0.136657-0.0186804j -0.0776355-0.00475556j -0.0728944-0.00230284j 0.0650862-0.00245592j 0.00736742-0.00167427j 0.0322688-0.00468182j -0.00618647+0.000494939j -0.00609978-0.00226248j -0.00153815+0.0135208j 0.0102395-0.00313248j -0.0189901-0.000596968j -0.0101516-0.00125437j -0.00980649+0.00476403j 0.0213567+0.00584975j -0.0240731+0.000304689j -0.0552088-0.0042128j 0.00637326+0.00585133j 0.0243991+0.0051313j 0.0083124+0.00693622j -0.0500361-0.00166864j 0.0157602+0.00576898j 0.00939349+0.0125616j 0.0209687+0.000671417j -0.00775468-0.00649177j 0.00715918-0.00110928j -0.00723029+0.00192444j -0.00735377-0.00271482j 0.0018642+0.00287232j -0.0003358+0.00455665j -0.00300811-0.00109814j -0.0102266+0.00399692j 0.0157556-0.0082009j 0.00330982-0.00583355j 0.00145141-0.00204811j -0.0127798+0.00187539j -0.0118723-0.0116723j 0.00166333+0.00489439j 0.00652014+0.00177943j -0.000111109-0.0031994j 0.000956508+0.011127j -0.00651623-0.00918635j -0.0150934-0.00657219j 0.00260482-0.000252847j 0.0126675-0.00668267j 0.0123993+0.00329468j -0.00086689+0.0333821j 0.000254242+0.0352642j 0.0735155-0.00860174j 0.0608262+0.00353387j -0.0308877-0.00256942j 0.00697742+0.00343339j 0.0226612+0.00130636j -0.0122803-0.00871806j -0.000421661+0.000525288j 0.00506865-0.0103194j 0.00168101+0.00778686j 0.00625208+0.000389332j 0.0160909-0.000827403j 0.0187967+0.0113592j -0.00658223+0.00115235j -0.00310666+0.00965426j -0.0283843+0.0104864j -0.0739683+0.00539462j -0.00164427-0.0125674j 0.0221665+0.000895118j 0.018494-0.00707686j 
-0.0437591-0.019853j -0.0172205+0.00779365j 0.00262128-0.000274232j 0.0170765-0.00693904j 0.00215082-0.0176988j -0.00748392+0.0018696j 0.00149688-0.00913728j 0.0268528-0.00188077j -0.0551677+0.0129558j -0.0135099+0.00763349j 0.056498-0.0196162j -0.0586156-0.0237789j 0.124181-0.0555632j -0.0231064+0.0271071j -0.00983096+0.0154963j -0.0266558+0.00571269j -0.0191402-0.0247852j 0.0106566-0.00407512j -0.0175992-0.0633289j -0.0555366-0.0151693j 0.0308979+0.00565897j -0.0381137-0.0220707j -0.00395935+0.0451013j -0.00674313+0.054308j 0.048333+0.0423946j -0.0769014+0.0334682j 0.00528254+0.114433j 0.0502662+0.0523665j 0.115327-0.0593419j -0.0539514+0.00502032j -0.0165448+0.0091387j 0.0522657-0.0137468j -0.00593354+0.0022365j 0.0289392-0.000667742j -0.0444817+0.00120731j -0.0499173+0.0100196j -0.0449058+0.0127515j 0.169115-0.0276204j -0.0574519+0.00989734j 0.045863-0.0120788j -0.0293579+0.00127716j -0.026094+0.00839131j -0.036474+0.00965j 0.0572557-0.00762865j 0.0755714-0.0340195j 0.0937553-0.00120211j 0.0396162-0.00438909j 0.0767716+0.00150879j -0.0480578+0.0111503j -0.0246305+0.0157244j -0.0149637-0.00957127j -0.0929206+0.00809845j 0.0835769+0.0123345j 0.0118199+0.0126538j 0.0243608-0.00816978j -0.00368642+0.00222506j 0.00763757-0.0092136j -0.0158232-0.0031769j 0.00138347+0.00116922j -0.00023967+0.0126026j -0.00867421-0.0144483j -0.00599461-0.0188179j -0.0066298+0.000107525j -0.0307682-0.00999147j -0.0530348-0.0194608j 0.024426-0.000153264j 0.0325215+0.000571849j 0.0212479-0.00440204j -0.00131648-0.000387488j -0.00398601-0.000120143j -0.0403553-0.000863356j -0.0313746-0.00482843j 0.0278722-0.000667556j 0.0206867+0.0169868j -0.0296727-0.0170628j 0.00687234+0.00511997j -0.0401035-0.00325649j -0.0516356-0.0380658j -0.0222655+0.00964813j 0.00496124+0.0365906j -0.0199409+0.0127782j 0.0019536-0.0199807j 0.00013019+0.00251911j -0.0135283-0.016178j 0.0155452+0.00727529j 0.0186533-0.00913682j -0.021515-0.00448444j -0.0347082+0.0105267j 0.0147551+0.0114353j -0.0274996-0.00542708j 0.0778719-0.0136953j -0.116205-0.0177626j 0.0155865-0.0838157j -0.0363842+0.0625708j 0.0622756+0.0101074j 
0.00625945+0.00576071j 0.032794-0.0140479j -0.0156849-0.00547202j -0.00694534+0.00880376j -0.0013226-0.00131272j 0.00228685-0.016428j -0.0114576+0.000843265j -0.012716+0.00136677j 0.0269152+0.00982172j -0.0193651-0.0124144j -0.0171178+0.010536j 0.0278123+0.0118162j -0.0618436+0.0128979j 0.00991863-0.0180131j 0.0325894-0.0105343j -0.0368639+0.0381108j 0.054063-0.0664148j 0.0333464-0.0226275j 0.011251-0.02214j 0.0413096-0.0207595j -0.0148733+0.00489234j 0.0566568-0.0496302j 0.00632591+0.01403j -0.0834524+0.0486443j -0.0055542+0.0379581j 0.0259406-0.0259224j -0.0794764+0.0852106j -0.0318733+0.0966584j 0.0698716-0.0305201j 0.0758196-0.00395031j 0.00888162+0.0697081j -0.0157867+0.04615j -0.00745206+0.00485698j -0.0156071+0.0207481j 0.0155044-0.017977j 0.0336729-0.0351436j 0.0334476-0.045139j -0.127568+0.135548j 0.0427209-0.0487608j -0.0300123+0.0335792j 0.0326982-0.0257426j 0.0194816-0.0279414j 0.010718-0.0219571j -0.0492029+0.0512423j -0.0155205+0.0443728j -0.0897163+0.0657402j -0.037086+0.0285653j -0.0705805+0.0362211j 0.0655635-0.0178937j 0.0271869-0.0339006j 0.0207561+0.0349926j 0.0573418+0.0358141j -0.050282-0.0801268j -0.00555903-0.0324118j -0.0103809+0.000536395j 0.00346487-0.00255934j 0.00191876+0.00591032j 0.000389861+0.0112506j -0.00236029+0.000264445j -0.0292179-0.0101047j 0.0510947+0.00235382j 0.0347719+0.0129919j 0.00671773-0.00549871j 0.0108764+0.0130087j 0.0547223+0.00671647j -0.0163967+0.00265748j -0.011384+0.00437868j -0.00132322+0.00447271j -0.000412896+0.000134189j 0.00559735-0.0128961j 0.0286777-0.0128974j 0.0169092-0.00529374j -0.00967166-0.00623133j -0.0147306-0.0213312j 0.0164257+0.0231707j 0.017753-0.00439042j 0.0102679+0.040651j 0.0148086-0.010331j 0.0549604+0.0112701j 0.000592233-0.0076989j 0.012842-0.00152396j 0.00557395+0.000746551j 4.09716e-05-0.00115155j 0.0124085-0.00167857j -0.00668567-0.0131686j -0.00114174-0.027531j 0.00739362-0.00396157j 0.00727436+0.00497424j 0.0139042+0.0185523j 0.0781332+0.0377299j 0.0583734-0.0077785j -0.00136328+0.00770038j -0.0411188-0.0760556j 0.0715338-0.00699548j -0.0442058-0.0329641j 
