-0.00278612-0.0443777j -0.03137+0.0688562j 0.0662068+0.035716j -0.0299268-0.0192528j -0.00561371+0.00509426j -0.0142249-0.0113442j 0.0205029+0.0704326j 0.0161243+0.0540363j 0.0180203+0.0168639j 0.00393364-0.0265002j 0.0171345-0.00933573j 0.0177208+0.038476j -0.0227793-0.00446183j 0.00837777+0.0228425j -0.0210878-0.0161905j 0.0140028-0.0328834j -0.0585441+0.00580965j 0.0223837-0.0379307j -0.0138286+0.0239618j -0.0108154-0.0302931j 0.0329166+0.00886342j 0.0300126-0.000253104j 0.00510566+0.0111309j 0.0020143+0.00760314j -0.0139449+0.0434911j 0.000305047+0.0268592j -0.028725+0.0386537j -0.0239971-0.0301267j -0.00807712+0.00950456j 0.0271688-0.00923804j -0.0226956+0.000492842j -0.00231477-0.0171294j -0.00742006-0.0102351j 0.0136088+0.00674594j 0.0152596+0.0209864j 0.0237182+0.0237251j -0.00764801-0.012359j -0.0102224+0.0288851j -0.0103491-0.075615j 0.00292792-0.0179406j 0.00404952-0.00991687j -0.00260293-0.00719525j -0.00538286+0.0567934j 0.0118046-0.0115408j -0.0130268-0.00299047j 0.0181378-0.021718j 0.00926722+0.0037437j 0.0331545+0.013254j 0.0495972+0.032955j 0.0398045+0.00868613j -0.0100759-0.00484601j 0.0336906+0.000186742j -0.000927117+0.0859838j -0.022674+0.0358365j 0.0146623-0.099735j -0.000599931+0.05244j 0.00812021+0.0277365j 0.00921177-0.0260455j -0.0333841-0.0012731j -0.0101654+0.0145404j 0.00334944+0.0232491j 0.00662345+0.01046j 0.0210315-0.0979995j -0.0292027+0.000243987j -0.0622402-0.0607973j 0.0326327+0.00791675j 0.00133316-0.0714292j 0.00724431-0.0384432j -0.0857375-0.0747577j -0.0213638-0.00206076j 0.0204023-0.0917423j 0.0436025+0.00830398j -0.0343094+0.0859052j 0.0407081+0.0129048j -0.029902+0.0266929j 0.0736854-0.0435256j 0.00207514+0.0189103j 0.0806711-0.0814777j 0.124401+0.00359872j -0.0205711+0.0663525j -0.00353069+0.0682694j 0.0622163-0.0825289j -0.0418527+0.0438932j -0.0738744+0.0226284j 0.0384851+0.0875092j -0.0167279-0.0215426j -0.026698-0.0320669j 0.174656-0.041183j 0.0182986-0.115891j -0.120059+0.0401333j 0.122083-0.260285j -0.223897+0.159279j 
-0.00422533-0.00476514j -0.00173219+0.0022848j 0.00710676-0.00358931j -0.0142563+0.00248947j -0.01323-0.00843679j 0.0189247-0.0124083j 0.0130043+0.0138252j -0.0113122+0.0143771j 0.00855474-0.00713085j 0.0118362-0.00613825j -0.00480118+0.00371255j -0.00509597-0.00232302j 0.00360291+0.00438787j -0.0217765-0.000712118j -0.004234+0.000821963j 0.000151522-0.008524j -0.0162069+0.000330428j -0.010138-0.0159835j -0.003552+0.00841118j -0.00424943+0.00829471j -0.00308541-0.000895531j 0.00449691-0.0127292j -0.00513857-0.00550357j -0.00136686-0.00384156j 0.00889233+0.00705322j -0.0180397-0.00233716j 0.0178329+0.00339315j -0.00241008-0.00122799j 0.00742794-0.000569727j 0.000106654+0.0173611j 4.97385e-05+0.00740014j -0.00604999+0.000145886j 0.00259257+0.00408315j 0.0115534+0.011091j 0.00539297+0.00715715j -0.00243334-0.00100859j -0.00168663-0.000317188j -0.0191398+0.0101728j -0.01654+0.00494673j 0.0102312-0.00361646j -0.0011247-0.00324439j 0.000142299-0.0116749j 0.00971575+0.0138119j 0.00128816+0.010917j -0.0052656+0.00273364j 0.00121796-0.000440749j -0.00999465+0.0129915j 0.00221804+0.0131471j 0.00208402-0.00772698j 0.000327384+0.00478429j 0.00751778+0.000281946j 0.0133292+0.00856416j 0.00219493-0.00398081j -0.000888893-0.00587026j 0.000897126+0.000328167j -0.00031532-0.0034165j -0.0050871-0.00155203j -0.0112683+0.000859551j -0.00507573-0.00165445j -0.00424875-0.00326133j 0.000271687+0.0143259j -0.00627515+0.00479515j -0.0118662+0.00837941j -0.00192791+0.00215908j 0.00413874-0.00494232j -0.00252907-0.00322502j -0.00103167-0.0014655j 0.00069616-0.00400592j -0.000315782-0.00823203j -0.000664904-0.00145479j -0.00196611-0.00487346j 0.00253092-0.00178316j 0.00341751+0.000523158j 0.0115334+0.00519403j 0.00401593+0.00203681j -0.00162057-0.00283023j 0.000404082+0.0044597j 0.00810784-0.00491033j 0.00376501+0.00800613j -0.00310599-0.00512777j 0.00462962+0.00724904j -0.00734039-0.00439081j -0.00277806-0.0015595j -0.00947495-0.00408886j 0.00676992-0.00227302j 9.10684e-05-0.00072546j 0.00153123-0.00576618j 0.0038385-0.000974649j 0.00208759+0.00114362j 0.000483081-0.00474725j 0.00135917-0.00398237j 0.0050271-0.000447701j 
-0.00287488-0.0194609j 0.0121648+0.0127102j 0.0448931+0.0079878j 0.0130111-0.00140996j -0.0112931+0.010487j 0.0113004-0.0559255j 0.0241076-0.0264641j 0.0430776+0.019136j 0.00691313+0.0282698j 0.0364845-0.0215964j 0.0247606+0.034069j 0.0142614+0.00253042j 0.00758984+0.0192569j -0.00151504+0.00753116j 0.0129539+0.015364j 0.000430581-0.00977305j -0.00124733+0.0231229j -0.00829016-0.00567591j 0.000139256+0.00638591j -0.0101391+0.0147891j -0.00210646+0.00206217j 0.0107113+0.00152788j 0.00973773-0.0101237j 0.0102992-0.00262683j -0.0069424+0.00865117j -0.0138707+0.00721589j 0.0182179+0.0482907j -0.00109567-0.017706j 0.0139419-0.020946j -0.00298876+0.000367478j -0.00684361-0.00197788j 0.0303435-0.0423492j -0.00740154-0.00582825j 0.00575595-0.00767312j -0.00764385+0.00901126j -0.0156301+0.0215037j 0.0136438-0.00651467j -0.014174-0.00101002j 0.000837194-0.00757407j 0.00852522-7.08006e-05j 0.0220349+0.0409459j 0.00671155-0.044275j 0.0184931+0.00250127j 0.0269691+0.0108995j -0.0292214+8.4781e-05j -0.00515772+0.00040912j -0.0368573-0.00605294j -0.00534653+0.0118719j -0.0006727+0.0125826j -0.0117639+0.0073255j -0.00335922+0.0190964j -0.0145216+0.0101881j 0.0153416-0.00440519j 0.0111522-0.00742514j 0.0102964-0.012395j 0.000650046-0.0039746j -0.0175454+0.0268486j 0.00789505-0.0121932j -0.000292635-0.0277163j -0.0306672-0.019647j -0.0137231+0.00337618j -0.0256846+0.0182016j -0.0209984+0.0108985j -0.035029-0.0050017j 0.0207432-0.00132652j -0.0215458-0.0131699j -0.00588585-0.0150635j -0.00373097-0.00716584j 0.00582763-0.000637553j -0.00165788-0.0193595j 6.57105e-05+0.0143808j 0.000629826-0.00166575j -0.0112999+0.000208496j 0.00371254+0.0209424j -0.0115171+0.00484926j -0.0085262-0.0125212j 0.00883898-0.0113922j 0.0211022-0.0013693j 0.0149243+0.011229j -0.00654442+0.000684819j 0.012896+0.00150248j -0.0139645+0.00201899j -0.0231758-0.0100479j -0.00580039+0.00268008j 0.0103806+0.00244382j -0.00417028+0.00491901j 0.025012-0.0217349j -0.00131786-0.00890735j 0.00754028-0.0128892j -0.00861215+0.0136313j 0.00346401-0.00993395j 0.000647451+0.0168939j 
-0.0085619-0.00094037j -0.0183099-0.0131965j 0.00863034+0.0132301j 0.0232874+0.0215602j 0.0259163+0.0252337j -0.0264776+0.0221121j -0.0320211-0.012386j 0.00710258-0.014334j 0.00848277-0.0173324j -0.0134006-0.00720169j 0.00170799+0.0166805j -0.0284968+0.0218168j 0.0108485-0.0027207j 0.00170196+0.00134898j -0.00735476+0.000101084j 0.0175277-0.00387335j 0.00780807+0.0147806j 0.00144163-0.000331704j 0.0235812-0.00798602j -0.00326347+0.00339435j 0.00328726-0.014062j 0.00315042+0.000398912j 0.00466373+0.00905765j -0.0273542-0.0188258j 0.00270762-0.000755515j 0.000780238+0.0127043j -0.00529064+0.00507683j 0.0123257-0.010252j -0.0267952-0.00324034j -0.0129169-0.0270558j 0.00714288-0.00961801j 0.000874947-0.028507j 0.00482539+0.0155012j -0.0159664-0.0226351j 0.0185618-0.0258017j -0.00620944+0.00610292j 0.00145735+0.0122216j -0.00594577-0.0131289j 0.00168968-0.00650959j 0.00835181-0.00782147j 0.00418456-0.00172662j 0.0132778-0.00136718j 0.0157373+0.0200011j -0.0115594-0.00635188j 0.00459416-0.00592049j -0.00681642-0.00772512j 0.00351577+0.00107532j -0.0191186-0.00302332j -0.0322369-0.022335j -0.0108145+0.00723892j -0.00382321+0.00478605j -0.0200114-0.0059905j -0.0183102+0.0134634j -0.00341228+0.00962283j 0.0129722-0.0142724j 0.0194702+0.000963447j -0.0165475+0.0110156j 0.00447579-0.00355159j 0.0159994-0.00481334j -0.00615125-0.0061394j -0.00127803-0.016104j 0.00212393+0.00583698j 0.00179702-0.0100912j -0.0259506-0.00716495j -0.00389946+0.00350398j 0.0126922+0.00294245j -0.00225899+0.0187894j 0.000353134+0.00352911j -0.00439493+0.00721661j 0.00732802-4.12733e-05j -0.0045937+0.00752476j 0.00370002+0.00292655j -0.0146855+0.00273691j -0.0112037-0.0190664j -0.0129402-0.000759354j 0.00759264-5.00687e-05j 0.0133506-0.00856126j -0.00438649+0.00308012j -0.00632522-0.00458722j -0.00426167+0.00783534j 0.00486804-0.0166627j 0.0147254+0.00419217j 0.00646843-0.000372628j 0.00578533+0.0202411j -0.0124358-0.000312828j -0.014685+0.0185474j -0.00314168+0.00636416j 0.00321396+6.68676e-05j -0.0123-0.000949947j -0.00763052+0.0126138j 0.0021108+0.0048577j -0.0143595+0.00955587j 
0.00126271-0.0192511j -0.00964194-0.026213j -0.028475-0.0263569j 0.0327518+0.0220548j 0.0286383-0.0413734j -0.0233718-0.0243613j -0.0196118-0.0071807j -0.00382257+0.00786922j 0.0128108-0.00271738j -0.0407846+0.013493j -0.00548013-0.0465197j 0.00317115-0.0125668j -0.00983814-0.0173854j -0.00239289-0.0411612j -0.00697853-0.0450428j 0.0118406+0.0249231j 0.031185-0.00169543j -0.0188796+0.0176628j 0.00234519-0.0220127j -0.0107134-0.0131723j -0.0169123+0.0162766j -0.00317499+0.0040832j -0.0118525+0.00517882j -0.00711104-0.0226411j 0.0338447-0.00455304j 0.0256716+0.00331265j 0.00787857-0.00786456j 0.0238694+0.0258904j -0.0366758+0.014332j -0.0141168-0.010585j -0.00381453-0.00607377j -0.00329735+0.0156432j -0.0193861+0.0206073j 0.0134906+0.0345412j -0.0136502-0.0163964j -0.0135431-0.0182153j 0.0187846-0.00124685j -0.0282732-0.00313805j -0.00185832+0.0136458j -0.000923154-0.0234046j 0.00577698-0.00441561j 0.00650292+0.0292722j -0.00140396+0.010071j -0.0125063-0.00433023j 0.0157546+0.00402593j -0.000744639-0.00147391j 0.00173625-0.00169417j -0.0142034-0.0056057j -0.0172654-0.0164305j 0.00321258+0.0253587j -0.0180566+0.0145155j 0.0281194-0.0334043j -0.00829811+0.0169462j -0.00436917-0.022137j -0.0197416+0.0211477j -0.0275482-0.0195978j -0.0122927+0.00422958j -0.00376774+0.00468556j 0.0182406+0.0349359j -0.0101892+0.00370468j -0.0299136-0.0130283j 0.0109503-0.00840941j 0.00862512-0.00681263j 0.024063+0.00693579j -0.00171667-0.00330155j 0.0307272+0.0174974j -0.00523516+0.0180937j -0.00341745+0.014899j -0.0113498-0.00136212j 0.00299064+0.0161539j -0.0214412+0.000576597j -0.00586214-0.0115319j 0.00650811-0.0124722j 0.00204004+0.00583163j -0.0256788+0.0266287j -0.00454235+0.029048j -0.000251042-0.0115564j -0.0120811+0.00746331j -0.00588233+0.00225799j -0.0246208-0.000885229j -0.0141642+0.00476266j -0.0100221-0.00693151j 0.0133476-0.016377j 0.00942747-0.00466513j -0.0127346-0.0196158j -0.0233459+0.00979167j -0.0279816-0.0230292j 0.00404445+0.0107988j -0.0366526+0.0128687j 0.0165999-0.00953499j -0.00980954+0.0255352j 0.000457329+0.0100176j 
-0.0135851-0.0320451j -0.0155528+0.00143026j 0.0379081+0.00149084j 0.0411778+0.0268986j -0.0159214-0.0420151j -0.0081759+0.0200383j 0.0228982-0.00106016j -0.000726671+0.0396913j 0.012273-0.00984081j -0.0017624-0.061424j 0.0338997-0.0106516j 0.0056294+0.0316087j 0.0148946-0.0376755j -0.0124694+0.0258103j 0.0255652-0.0243814j -0.00606222-0.000515613j 0.0167137-0.0124908j -0.0159368+0.0128333j 0.018867+0.00166184j -0.0205055-0.0200432j 0.00425808+0.0179956j 0.00567546-0.00955425j 0.00371574+0.000685641j -0.0186408-0.00565587j -0.00244865-0.00780861j -0.00996765+1.57555e-05j 0.0228789+0.0168377j 0.0217901-0.0333529j -0.00428715+0.0215388j -0.00255556+0.00391591j -0.0131692+0.0310048j 0.0256706-0.0376844j 0.0073627+0.0329539j 0.0043958+0.0199577j -0.00735835+0.0140662j 0.0106885+0.0130977j 0.0010818-0.0437383j 0.00991751+0.0364609j -0.0205326+0.0125128j -0.00683029-0.00753004j -0.00929246-0.0117821j -0.00365274+0.0246329j 0.00594759+0.0208533j -0.00396447-0.00431435j 0.0134511+0.00562632j -0.0181183+0.00984911j -0.00614765-0.00337093j -0.0175999+0.00215623j -0.0286535+0.0114135j -0.00596157-0.0211666j -0.00918877+0.0121815j -0.0229038-0.0121113j 0.00696071-0.00516957j -0.00957628-0.001137j -0.0126265+0.00909007j 0.0220114+0.029126j -0.01033-5.41098e-05j -0.0137403+0.012766j 0.0356545-0.0403944j -0.0152128+0.00268944j -0.0021634-0.00683858j 0.0121206-0.00155286j -0.0277434-0.0125242j -0.0414061-0.0404092j -0.018444-0.0292791j 0.0149942-0.00267356j 0.0271644-0.00727281j 0.00822769-0.00372923j 0.0119322-0.00741906j 0.015406-0.00915971j 0.00379553-0.00888911j -0.014918-0.0172595j -0.00742786-0.00567598j 0.0111548+0.0265885j 0.0212512+0.0233183j 0.0127734+0.00870273j -0.0133637-0.0015321j 0.0120823+0.0162743j -0.00468955+0.0249155j -0.00111044+0.000977751j -0.00413743+0.00533593j -0.00121424-0.00656783j -0.0247881+0.00399527j 0.00290352+0.00289893j -0.00507417+0.0220101j -0.0414539+0.0128895j -0.0035486-0.00586766j 0.00408099-0.0231112j -0.0124266+0.0113217j -0.0210531+0.00813118j 0.00257306-0.00978574j -0.00665075+0.0253596j 
-0.00267703-0.0225014j -0.0301279-0.00400234j 0.0332474-0.0320964j -0.0225646-0.0076801j -0.0197467-0.0388363j 0.0477918-0.0816395j 0.0782438+0.0161774j 0.0196999+0.102345j 0.0135366-0.00508624j -0.00682092+0.0357927j 0.028126+0.0214313j 0.0263225-0.00983131j 0.00189933-0.00671991j -0.00783129+0.0161037j -0.0216103-0.0320879j 0.00530856+0.00827107j 0.0084591-0.00560366j -0.0126837-0.00934291j -0.0369025+0.0309664j -0.0629505+0.00226807j 0.00572451+0.0202595j 0.0160827-0.0083742j 0.0188572-0.0278882j -0.0273277+0.0192286j -0.00691546-0.00982992j 0.0139913-0.0036289j 0.0339617-0.0324171j 0.0207974-0.0215489j -0.00299543+0.00227296j 0.00365133+0.0263701j 0.00201642+0.00749382j 0.0138026-0.019327j 0.00500807+0.00813873j 0.0487788+0.0405501j 0.00481112+0.028126j -0.0215456+0.00472709j 0.0155541+0.0172873j -0.0229211+0.00486398j 0.00350111+0.0198602j 0.00707388+0.0163875j 0.0222553+0.010058j -0.0147637-0.027782j 0.0138113+0.00140551j 0.0240382-0.00663772j -0.00953477+0.0075888j -0.00745669+0.0068496j -0.0172121+0.0129784j -0.00541233-0.00496006j -0.00510791-0.000754159j 0.00364655+0.0209518j -0.00608624-0.00711864j 0.00801298+0.0128274j 0.0133982-0.00918846j -0.000361799-0.00906578j -0.00689618-0.00244676j -0.0246291-0.0193273j 0.0158432+0.00789018j -0.0320337-0.00722385j 0.00889919+0.018214j -0.0106186+0.0053518j -0.032688-0.000198401j -0.0235511-0.000637942j 0.0182124+0.0246097j 0.0172765-0.00212054j -0.00105532-0.00453955j -0.010039+0.0263494j -0.0275228-0.00896882j 0.011478+0.00847852j -0.00559612-0.0132918j 0.0113427-0.000992073j 0.00243468-0.00211281j 0.00475211-0.0028595j 0.0128897+0.00811374j 0.00280578+0.00777511j 0.000202387+0.0177474j -0.0245038+0.0324957j -0.00298937+0.00104466j 0.0228324-0.000644704j 0.0109801-0.00379469j -0.00504289-0.00584599j -0.0175602+0.0160834j -0.00518488+0.016232j -0.0148518-0.00859216j -0.0161229-0.00773098j 0.0218325-0.0190582j -0.00514204+0.00385495j 0.00701262-0.0201805j 0.0215276+0.0118365j -0.018854-0.00793066j 8.33567e-05-0.00599576j 0.0037388-0.0127349j 0.0042312+0.025401j 
-0.0195909-0.031778j 0.0060768-0.00639203j 0.0188841-0.0335868j -0.000449201+0.0438429j 0.0448066-0.0267389j 0.0216188+0.0370518j -0.00603366+0.0184115j -0.0207236+1.23876e-06j 0.00303749+0.00857728j 0.0229862-0.0366726j -0.00283473-0.0237494j -0.0131254+0.00479922j 0.036139-0.00087836j -0.017689+0.0157283j -0.0234262-0.0102081j 0.015782+0.0318439j 0.0103545+0.00296198j 0.00515432-0.00433627j -0.00987732-0.0219174j -0.00415642-0.00550838j -0.0345065-0.0124409j 0.00439505+0.0080727j 0.00126262-0.0126421j 0.0112574+0.00576449j 0.0135344-0.0179128j -0.0260195-0.0193808j -0.00928811-0.00304502j 0.0119163+0.0197088j -0.00782356-0.00442801j 0.0241326+0.0189886j 0.00615516+0.0159485j 0.0152684+0.0253879j -0.0263537+0.00642404j 0.018291-0.00260606j 0.00376011+0.00660458j -0.0273317-0.0182871j 0.00252771-0.0141148j 0.0164602+0.0227775j 0.0117373+0.0255821j 0.022691+0.00908228j 0.0174584+0.0104588j -0.000578243+0.00743008j 0.00855554+0.0109144j -0.00530951-0.016507j 0.012504+0.0260439j -0.00378713-0.00743151j 0.000654423+0.0038761j -0.00556034-0.00382313j -0.00687722-0.0205818j -0.00716471+0.00161539j -0.00115169+0.00795675j -0.00315746-0.0159918j -0.0300744-0.00545056j -0.00215132-0.0222241j 0.0236531+0.00310139j -0.000129417-0.0206612j 0.00351315+0.00201232j 0.00555928+0.0148198j -0.00401008+0.0137926j 0.00542159+0.00739903j 0.00415831+0.0158823j -0.00220016+0.00289827j -0.0169902-0.0142213j -0.0142437-0.0164968j 0.0136446-0.00647057j -0.0121129-0.0105841j 0.0140931+0.00939439j -0.00201617-0.00820023j -0.00600668+0.0111673j -0.0147642-0.00644207j 0.0100051+0.00368425j 0.00101363-0.00414944j 0.0116601+0.0216929j 0.0035806+0.00969935j 0.00391587+0.0258196j -0.00764984+0.00366981j -0.00295201+0.00811756j 0.00397686-0.0141425j 0.00707214+0.0250461j 0.00152017-0.0258919j -0.00536294-0.00288601j 0.0154791-0.0229235j -0.00793632-0.00802372j -0.0025737+0.000419661j 0.00459162-0.00874236j 0.000242714+0.0025191j -0.0101535+0.00626112j 0.0230221+0.000254666j -0.0169453-0.00163644j 0.00199444-0.00290842j 0.00212797-0.00154562j 0.00356967+0.00136445j 
0.000388659-0.00746373j 0.0138768+0.0153207j 0.0169043+0.0340294j -0.00400227+0.0435718j 0.0106871+0.0160396j -0.0293335+0.0151743j -0.00396883-0.016829j -0.00994602-0.0228187j -0.00922088-0.00569641j -0.00969112-0.0457215j 0.0043478+0.0459483j -0.0161163+0.0235718j -0.00313306+0.00165931j 0.0278451+0.020405j -0.0341729-0.0121639j 0.0381835-0.00138935j 0.00719282+0.00558757j 0.00406225-0.000116445j 0.00967009-0.0109967j -0.0163363+0.00906503j -0.00316436+0.0191359j 0.0054803-0.0121602j 0.000514344-0.0194874j -0.0088975-0.0146472j -0.00339115-0.00769161j -0.00910241-0.00522714j -0.00839003+0.000533403j -0.00143002+0.00151159j 0.00715522+0.00375267j -0.0384685-0.0241772j -0.0336094-0.0181213j 0.0050214+0.00351033j 0.0210051+0.0126642j -0.0175908+0.00413926j 0.00109226-0.0138291j -0.00585954+0.00204748j -0.030096-0.0303335j 0.0108503+0.00567391j 0.0185101+0.0188961j 0.00327334-0.0140786j -0.00569618-0.0174818j 0.00341258-0.010033j -0.0231824-0.0451156j 0.00425448-0.00736085j 0.00494473-0.0105001j 0.000188326+0.00488485j 0.0104648+0.0141137j -0.00288165+0.00226942j -0.0106651-0.00217919j 0.00663659+0.00234474j 4.42935e-06+0.00216487j -0.00332073+0.00358745j -0.00940689-0.0212082j -0.00839215+0.000275802j -0.000993635-0.00723885j 0.000870276+0.00432737j -0.00900983+0.00321419j 0.0205323-0.0180251j 0.00303327-0.0106846j 0.0102623-0.0135119j 0.000496196-0.00937451j 0.00667702-0.00149703j 0.00577703-0.00225067j -0.00949165+0.00222887j 0.00494592+0.0070211j 0.00609722-0.00251714j 0.0144037+0.0243348j -0.0195673-0.00637253j 0.0106488+0.0299447j -0.00552076-0.00306952j -0.00423272+0.00817072j 0.00434245+0.00973687j -0.00527107-0.00214546j -0.0014663+0.0162866j 1.1262e-05+0.004614j 0.0015684-0.0120663j 0.00137434+0.00271614j -0.00156932+0.000438817j 0.00354565+0.00648175j 0.00348904-0.00152439j 0.00153435-0.000209767j -0.00179023+0.00810933j 0.00512127+0.00776625j -0.00448838+0.00970823j -0.00272277+0.00564548j -0.0143017+0.0165519j -0.00696152-0.00468802j -0.00335768-0.00825977j 0.00226277+0.00566401j -0.00740305-0.00314011j -0.00575271+0.0118468j 0.00365237+0.00366334j 
0.046744+0.0630371j -0.0410794-0.0636682j -0.0298684-0.0107065j 0.0879164-0.0521588j -0.0475763+0.0177704j -0.0153333-0.0445934j -0.0290642-0.0801955j 0.0705649-0.00634963j 0.0174584+0.0118583j 0.00753467+0.00108092j -0.0100808+0.0140156j -0.0313357-0.0472418j 0.00615364+0.000401969j -0.0355848-0.0132534j -0.0295722-0.0148139j -0.0221651+0.0031449j 0.0536771+0.0420694j -0.00318053+0.0299874j 0.00887675-0.0202917j 0.0107521+0.0326182j 0.0211391-0.0256285j -0.0244415-0.00753991j -0.0119893+0.0120904j -0.0437164-0.0124996j -0.00191104-0.0224392j 0.0182954-0.0141508j 0.0024364+0.00433163j -0.00577555+0.006251j -0.0156043-0.011307j -0.0127705-0.028824j 0.0226717+0.0215059j -0.00412691-0.0280249j 0.0230197-0.0237099j 0.020582+0.00230599j -0.0331017-0.00268108j -0.00394227-0.0370219j -0.0297797+0.042856j -4.83156e-05-0.0126071j 0.00263996+0.00203947j -0.0433286+0.0291296j 0.00372038+0.0219319j 0.0236779-0.00651918j 0.0119896+0.0300348j -0.0213737+0.00686968j -0.00170833+0.000107299j -0.0194726-0.0090999j 0.0183871+0.00686244j -0.00620301+0.00789613j -0.00761131+0.0219655j 0.0196597-0.0222248j -0.0129556+0.0167682j 0.0036806-0.00708086j 0.0359236+0.0276353j 0.00739802-0.00588832j -0.0214065+0.0193125j 0.00749019-0.000492098j -0.0103464+0.0154685j -0.00361142-0.0350086j 0.0336711-0.0183942j -0.00855263+0.00437078j 0.00383794-0.0257448j 0.0107854-0.0228553j 0.0124793+0.0435095j 0.0249149+0.00282988j -0.00466236+0.00829731j 0.00165477-0.00188699j -0.0178851-0.021113j -0.0061081+0.0218357j 0.0166837+0.000661547j 0.0118889-0.0105677j -0.00586134+0.0447561j -0.0114467+0.00605068j -0.000263504+0.00211527j -0.00423749-0.0237026j -0.0104377-0.0152365j 0.00281672-0.0186562j -0.00748067-0.00387487j -0.00587555+0.013753j -0.0244053-0.00569711j 0.00827449+0.00310961j 0.0390364-0.0245165j -0.0061359+0.012434j 0.0218882-0.00353245j 0.0219756+0.000636272j -0.0105297+0.00224375j -0.000980192+0.00779146j 0.0096793+0.0419499j -0.0580913+0.00466535j -0.00506683+0.00729621j 0.00757597-0.00490496j -0.000330464+0.0590264j -0.012652-0.0152543j 
-0.0459786-0.0502355j -0.0512852-0.0546641j 0.0534089-0.0616374j 0.021294+0.00903209j -0.00548145+0.010174j 0.044462-0.0189319j 0.0144834+0.00203539j 0.0497453+0.0592408j 0.0129103-0.0119025j -0.0227575+0.0519321j 0.0325171-0.0101185j 0.0190228-0.00194969j -0.0138958-0.00973623j -0.00574347+0.0411741j -0.00748509-0.0133213j -0.031784-0.00657801j 0.0166752-0.0454009j 0.000745853-0.00303815j -0.00960331+0.00884784j -0.00957007-0.00955953j -0.00852406+0.0229933j -0.00505224+0.028891j 0.00998331-0.00742081j -0.0197482+0.0392907j 0.0082867+0.00544189j 0.0171789-0.012158j 0.0347172-0.0219863j -0.0336576-0.0296127j 0.0179722-0.0125586j -0.0293507-0.0017337j 0.0283659-0.0212282j -0.0401634+0.0269588j -0.0174394-0.0521672j 0.00584875-0.0194766j 0.00223314+0.028853j -0.0318394+0.00177387j 0.0327-0.00148577j -0.0185777-0.0114789j -0.00108805+0.0221108j 0.0322273+0.0256157j 0.00485478+0.0193446j -0.0061871+0.000662547j 0.0318845-0.020937j 0.0286905+0.0174823j -0.00960444-0.0158337j 0.000648318+0.0315544j -0.0318495-0.00222803j 0.00731136+0.0211176j 0.00941983+0.0236469j -0.0145855+0.0242479j 0.0104697-0.0075177j -0.00815691+0.0211298j 0.00293581-0.0434174j 0.0262854-0.000229728j -0.000138186+0.0213746j 0.0002128-0.0251106j 0.0252772+0.0044481j -0.0553424+0.0223179j 0.00826963-0.0372596j 0.00414517+0.00741752j -0.034911+0.0290827j -0.0303572-0.0264445j 0.0422549+0.0152421j 0.0383992-0.0280164j -0.00813995-0.00400308j 0.00726006-0.0103603j -0.0322024+3.50103e-05j -0.000479338+0.00545297j -0.0175698-0.00674752j -8.94526e-05-0.0112468j 0.0176975-0.000172661j 0.0182394+0.013825j 0.000564226+0.0103079j -0.0181533-0.00610551j -0.010746-0.0118704j 0.0124902-0.00255457j 0.0160746+0.00735787j -0.0161639+0.0228703j -0.0177543+0.035811j 0.00661415-0.0288542j 0.0122308+0.00117673j -0.0103689+0.00801616j 0.0283905-0.043171j 0.0138339-0.0280807j 0.0149277+5.095e-05j -0.00479042-0.0124598j 0.0571097-0.0368653j -0.0116545+0.00181976j -0.00794429-0.00143873j -0.0325598+0.018527j 0.0152456+0.0112312j 0.00585935+0.03665j 
