-0.00278612-0.0443777j -0.03137+0.0688562j 0.0662068+0.035716j -0.0299268-0.0192528j -0.00561371+0.00509426j -0.0142249-0.0113442j 0.0205029+0.0704326j 0.0161243+0.0540363j 0.0180203+0.0168639j 0.00393364-0.0265002j 0.0171345-0.00933573j 0.0177208+0.038476j -0.0227793-0.00446183j 0.00837777+0.0228425j -0.0210878-0.0161905j 0.0140028-0.0328834j -0.0585441+0.00580965j 0.0223837-0.0379307j -0.0138286+0.0239618j -0.0108154-0.0302931j 0.0329166+0.00886342j 0.0300126-0.000253104j 0.00510566+0.0111309j 0.0020143+0.00760314j -0.0139449+0.0434911j 0.000305047+0.0268592j -0.028725+0.0386537j -0.0239971-0.0301267j -0.00807712+0.00950456j 0.0271688-0.00923804j -0.0226956+0.000492842j -0.00231477-0.0171294j -0.00742006-0.0102351j 0.0136088+0.00674594j 0.0152596+0.0209864j 0.0237182+0.0237251j -0.00764801-0.012359j -0.0102224+0.0288851j -0.0103491-0.075615j 0.00292792-0.0179406j 0.00404952-0.00991687j -0.00260293-0.00719525j -0.00538286+0.0567934j 0.0118046-0.0115408j -0.0130268-0.00299047j 0.0181378-0.021718j 0.00926722+0.0037437j 0.0331545+0.013254j 0.0495972+0.032955j 0.0398045+0.00868613j -0.0100759-0.00484601j 0.0336906+0.000186742j -0.000927117+0.0859838j -0.022674+0.0358365j 0.0146623-0.099735j -0.000599931+0.05244j 0.00812021+0.0277365j 0.00921177-0.0260455j -0.0333841-0.0012731j -0.0101654+0.0145404j 0.00334944+0.0232491j 0.00662345+0.01046j 0.0210315-0.0979995j -0.0292027+0.000243987j -0.0622402-0.0607973j 0.0326327+0.00791675j 0.00133316-0.0714292j 0.00724431-0.0384432j -0.0857375-0.0747577j -0.0213638-0.00206076j 0.0204023-0.0917423j 0.0436025+0.00830398j -0.0343094+0.0859052j 0.0407081+0.0129048j -0.029902+0.0266929j 0.0736854-0.0435256j 0.00207514+0.0189103j 0.0806711-0.0814777j 0.124401+0.00359872j -0.0205711+0.0663525j -0.00353069+0.0682694j 0.0622163-0.0825289j -0.0418527+0.0438932j -0.0738744+0.0226284j 0.0384851+0.0875092j -0.0167279-0.0215426j -0.026698-0.0320669j 0.174656-0.041183j 0.0182986-0.115891j -0.120059+0.0401333j 0.122083-0.260285j -0.223897+0.159279j 
-0.0642921-0.0306725j -0.0405887-0.0295758j 0.0163337-0.0687098j 0.0226967+0.0545737j -0.0113006-0.0198999j 0.0531982+0.000728083j -0.0153518-0.00142883j -0.00472844+0.0570032j 0.0125132-0.0346214j -0.00174946+0.012648j -0.0120068-0.00935721j -0.00610697-0.0296417j -0.0195862+0.0122174j -0.0354762+0.03184j -0.0199805+0.0426606j -0.0755041+0.0297047j -0.0449079-0.0600094j 0.038717+0.0444867j 0.000781789+0.0134707j 0.052574-0.0660062j -0.00570388-0.0278468j 0.00504441+0.0145622j -0.0162878-0.00503307j -0.0343841+0.0223781j -0.0130446+0.0282203j -0.00347462-0.0531777j -0.0475055-0.0661937j -0.118671+0.00667819j 0.0152639-0.0813368j -0.0197744+0.0549002j 0.0492148-0.0321361j 0.0363474+0.0672569j -0.051961-0.00814367j -0.0538875-0.0653184j -0.0100975+0.00222373j 0.0019119-0.0372918j 0.0145874+0.0887117j -0.0101147-0.056456j 0.00941738+0.0210629j 0.0216063+0.0608854j 0.0330452+0.00639911j -0.0453013-0.0231914j -0.000202017-0.0664451j 0.0129312-0.0409359j 0.0440563+0.00198736j -0.00315566+0.0309053j 0.0139597+0.0220215j -0.0170934+0.0487125j -0.0179209-0.0456133j 0.0518426+0.0725357j 0.000460179-0.0209015j -0.0261936+0.014178j -0.0129835+0.0301239j 0.0279825-0.0168123j 0.0609699-0.0446307j 0.0312798+0.111192j 0.0461149+0.070456j -0.0456617+0.043795j 0.0527876-0.0342817j 0.00163446+0.0802062j -0.0290674-0.00129164j -0.0424685+0.079092j -0.0448559+0.0320744j -0.014139+0.0468389j 0.148688-0.0447411j 0.0612314-0.0504261j -0.0923867+0.0143495j 0.0612589-0.00542885j 0.00563633-0.000760415j 0.0190278-0.0432857j -0.060834+0.0480601j -0.0321814+0.023148j 0.0921432-0.0121206j 0.0460189+0.00734952j 0.032371-0.011747j 0.0489891+0.0772557j 0.0108708+0.0543191j 0.042219+0.0642855j 0.0334858+0.0298897j 0.0901768+0.00845234j 0.0316988-0.0015979j -0.0684074+0.027753j 0.00297131-0.0512255j -0.0508969+0.00362446j -0.003361-0.0547194j -0.0434201-0.0171775j 0.0803333-0.00605837j 0.0251691-0.022681j 0.00637113+0.0413007j -0.0221659+0.0116854j -0.000839766+0.0093601j 0.0188371-0.00754555j 
0.0641007+0.0646961j -0.00947969+0.00770243j -0.0357627+0.0390002j -0.00705088-0.0751974j -0.0443931+0.0356125j 0.00646251-0.0488094j 0.0584799-0.00137789j 0.0603055-0.0213057j 0.00402365+0.0162974j 0.0461104-0.00359753j 0.000458265+0.0364282j 0.00605072+0.00630212j 0.0285645-0.0188411j -0.0141243-0.0176118j 0.0619652-0.0297166j -0.0459927-0.0298444j 0.0420649+0.0218126j -0.0362152-0.0221476j 0.0258973+0.00324179j 0.0390222-0.000946009j 0.0684193+0.0386717j -0.000127323+0.00552696j 0.00277651-0.00581266j 0.00881103+0.0175525j -0.00976533+0.00257206j 0.0259821+0.0516573j 0.0647993+0.0931084j 0.0125763-0.028292j 0.00326074+0.0139185j 0.000159725-0.0379589j -0.00487468+0.0310351j 0.0294193-0.0545358j 0.0148975-0.00617847j -0.0098299+0.0912587j 0.00641398-0.000390441j 0.111489+0.130799j -0.0485047-0.0591832j -0.0111014+0.0456815j -0.0231297-0.0400297j -0.00608678-0.00831847j 0.026976+0.00846588j -0.0266185-0.0783453j -0.0111048+0.0202981j 0.0294501+0.0494193j -0.0732074-0.0424391j -0.0574041-0.0428271j 0.0230944+0.00894208j 0.00755981-0.0193535j 0.027944+0.0411675j 0.0133799-0.0868044j 0.0129639+0.00746895j 0.0217223+0.0213865j 0.0885897+0.0044349j 0.0308287+0.0450127j -0.0254228-0.0198137j -0.00864241-0.0236136j -0.0409953-0.0251768j 0.00103329+0.000316494j 0.0839676-0.0659823j -0.0281962-0.225243j 0.0811512+0.0740325j 0.00631355-0.0240442j 0.0473611+0.00725491j 0.0250492-0.0622464j -0.0740797+0.0118989j -0.0291884+0.0424802j 0.0221288-0.0320299j 0.00976679-0.0338496j -0.029949-0.0526505j 0.0177811-0.0198889j 0.0335785-0.00486223j 0.0467642-0.0237723j 0.00738406-0.0558175j -0.0119953+0.0280603j -0.0398078+0.0706414j -0.0966043+0.0155537j -0.0385417-0.0733082j -0.0300753-0.011087j -0.0108781+0.0192134j 0.00521729-0.0189216j 0.0153546-0.0520286j 0.0797864-0.0124734j -0.0715171+0.0493069j 0.0366267+0.020747j -0.0394785+0.0211482j 0.00724984-0.0445192j -0.00172653+0.0181235j -0.00267638-0.00690743j 0.0114117-0.0365725j 0.00336257+0.0172623j -0.00522912-0.020094j -0.0268146+0.00705985j 
-0.026355-0.0202397j -0.00429151+0.0110281j 0.00567592-0.0375172j -0.020322+0.0330077j 0.00374047-0.0208082j -0.0137181+0.0200978j -0.00709046-0.00311484j -0.0330668+0.0168119j -0.0197376-0.0100551j -0.0346976+0.021142j -0.00992727-0.00582418j 0.00859724-0.0211767j -0.0276283-0.00382758j 0.0423826-0.0273464j -0.00909431-0.0111726j 0.0269931-0.0201986j -0.0117972-0.0108044j 0.0142167+0.0101255j -0.0202968-0.00801966j -0.0274692+0.00407426j -0.029743-0.00249861j -0.000777661+0.0104137j -0.00509818-0.00628151j 0.0114577-0.0193641j 0.0191325+0.00852021j -0.0300313-0.0321887j -0.028633-0.0351823j 0.00230017-0.024564j -0.00318279-0.00906431j -0.0180392+0.00500443j -0.00238103-0.0218422j -0.0332318-0.000842757j -0.0177598-0.0193208j 0.0246709-0.0430815j 0.0148376-0.0144096j -0.0391432-0.085589j 0.0286669+0.0578301j -0.00615125-0.0351729j 0.0310307+0.0213265j 0.0244269+0.0138258j -0.0110191-0.0259238j 0.00880262+0.0320774j -0.0214475-0.0503522j 0.00240919+0.0131254j 0.0438869+0.00769708j 0.0168275+0.0406598j -0.0180637-0.0256046j -0.00920518+0.0187518j -0.0304176-0.0459535j -0.0226013+0.0251991j 0.0181179+0.00206669j 0.00564729-0.0175887j -0.0220754-0.0505346j -0.0293904-0.044501j 0.0297641+0.0105032j 0.0231594+0.0306305j 0.0109323+0.0172279j 0.00526148-0.02013j -0.0502386+0.0210956j 0.00820766+0.103779j -0.064635-0.0317857j -0.0303733+0.0264039j 0.0203883-0.0381305j 0.0182658+0.0422417j 0.0382783+0.00212983j 0.0365788-0.0292677j -0.0260274+0.0141644j -0.00479435+0.0274389j 0.000322905+0.0317935j -0.0102247+0.014909j 0.00804958+0.00603289j -0.0381443+0.0253274j 0.0165461+0.0543967j 0.0127323-0.0219711j 0.0519767-0.0513994j 0.072355-0.0125867j 0.0102919+0.0767646j 0.0432241-0.0119149j -0.0229719-0.0529512j -0.00385914+0.00314111j -0.028081+0.0501078j -0.022342-0.016388j 0.0599939-0.0125177j -0.0322827+0.00096044j 0.0246215-0.022387j -0.00963408-3.31827e-05j 0.00778734-0.0122937j 0.0110012+0.00108794j 0.0032667+0.0269204j -0.00335617-0.0102207j 0.0018301-0.00566179j 0.0262125-0.0130089j 
0.0245539+0.0684762j -0.0443574+0.00228804j -0.0816272-0.0606621j -0.0291098-0.0555814j -0.0458399-0.0281014j 0.0260419-0.0132327j 0.0560877+0.0261447j -0.0123056+0.0247737j -0.0118506+0.00426624j -0.0413014+0.0331521j -0.000899+0.00262627j 0.0391324-0.0471981j -0.0343984-0.0209923j 0.029757-0.011922j 0.0206672-0.0218454j -0.0213253-0.05793j 0.00060852+0.0427914j -0.00350037-0.0290987j 0.0165238+0.00351906j -0.00090331-0.0124605j 0.00311803-0.019448j -0.0249882-0.0228883j -0.0233256+0.0146044j 0.0270998-0.00886237j 0.0186673+0.0370626j 0.00313758+0.00188344j 0.00986991-0.0282546j -0.0147331-0.0253693j -0.0269636-0.0111399j 0.0228698-0.0751916j 0.0150656-0.0381924j -0.0163004-0.00126454j -0.0175278-0.0611352j -0.0238034+0.00293157j -0.00633565+0.0256365j 0.0425807-0.0840445j 0.0346514+0.0617619j -0.0318166-0.0392439j 0.00202472+0.0166569j 0.0240019+0.0569561j -0.0033627-0.00246633j 0.00630766+0.0196329j -0.0391737+0.0435017j 0.0199691+0.042215j -0.0105619-0.0407542j 0.0303172+0.0343783j -0.0134141-0.0643833j -0.000116876+0.00597979j 0.00290278-0.0274217j -0.0189136-0.00321474j 0.00397281-0.0113488j 0.00413625-0.0217233j 0.00202354-0.0410018j -0.022671-0.0481602j -0.00645416-0.0104745j -0.0103707+0.0744277j 0.0508013+0.0159125j -0.0274774-0.0290132j -0.0706803+0.00553639j 0.0213437+0.0854607j -0.0522268-0.0201595j -0.0436909-0.019026j 0.120184-0.101916j 0.044251-0.0176908j -0.0288395+0.0102348j -0.00167593-0.0563977j -0.0118674-0.0399819j 0.0253224+0.0467376j 0.00635541-0.00927436j -0.0102347+0.03401j 0.035764-0.0498814j -0.00879219+0.016269j 0.0252054+0.0819791j 0.0144955-0.0170962j 0.0607084-0.0407208j 0.0289369-0.0431723j -0.0242254-0.00465871j 0.0248563-0.0391302j -0.0204069-0.0656215j -0.0229899-0.0100361j -0.0579112+0.0287472j 0.00887921-0.0954297j 0.0133227+0.00375568j -0.000828993-0.015429j 0.00148538-0.00160371j 0.0181421-0.0757805j 0.0237673-0.00848261j 0.0205675-0.00349757j 0.0299507+0.00193222j -0.00588404-0.0094791j 0.00179263-0.0470729j 0.00175604-0.013543j 
-0.02783-0.030152j -0.000577489-0.0384949j 0.0261123+0.00279821j 0.0493653+0.0336804j 0.0189733+0.0116435j -0.022591+0.0233297j -0.0591444-0.0329609j -0.00782504-0.0398702j 0.0175441-0.00399078j 0.0516648-0.0672778j 0.00828507+0.00120286j -0.0306792+0.025106j 0.0422752-0.0010965j -0.0462796+0.0247037j 0.00893826+0.0307568j -0.0216578+0.0190784j 0.0154117-0.00895374j 0.0259856+0.0176209j 0.03468-0.0102825j 0.0432562-0.00862477j -0.0164759-0.0289981j 0.000180592-0.0163649j -0.00413108+0.00906337j -0.0116962+0.000752773j -0.0144706-0.0137819j 0.00354611-0.0371136j -0.013643+0.0193429j -0.0311951+0.0136577j 0.0187881+0.00647428j -0.0039399+0.00476016j 0.00400398+0.024506j 0.00219739+0.0168549j -0.00375957+0.0408872j 0.00265288-0.0387597j -0.0265494-0.00396072j -0.0104441-0.00318267j -0.0279789-0.011135j 0.0422919+0.0278881j 0.0108049-0.000746992j 0.00506556-0.00267688j -0.0281266-0.00863631j -0.0025607-0.00730775j 0.048039+0.0115462j -0.0233849-0.0385387j 0.00406082+0.0163483j -0.00753271-0.0228497j -0.0038156+0.0266709j -0.0200121-0.0144911j -0.00603681+0.000944036j 0.000535424-0.0259022j -0.00180668+0.0117266j -0.00908631-0.00516166j -0.00836076+0.0308139j -0.0225566-0.00338099j 0.00522723-0.00754404j 0.0254315-0.0174191j 0.00230601-0.0116742j 0.0142061+0.0299547j 0.0262253+0.00147793j 0.00487674-0.0262568j 0.0300464+0.0418929j 0.034126-0.00544254j -0.0787487+0.046278j -0.0334379+0.00911386j 0.0392461-0.00268725j 0.00636825-0.0036024j 0.0229742+0.0111438j -0.0227523-0.0137188j -0.00234318-0.002078j -0.018111-0.0200334j -0.0214893-0.000123247j 0.0239265+0.00554453j -0.00435582-0.0189095j -0.00575169-0.00677614j 0.00662281+0.00513616j 0.0229696+0.01938j 0.0134877+0.0351862j -0.00141822+0.0116644j 0.0285867+0.0176708j 0.00706239+0.00237597j 0.0333434-0.0378121j 0.00294133+0.0208036j -0.0245778-0.00394355j -0.000543375+0.0366725j -0.00395181+0.000393131j -0.0289438+0.0276143j -0.0173047+0.0227699j -0.0101794+0.00522388j -0.0193136-0.00299304j -0.00218785-0.00045747j 0.00597185+0.0181892j -0.0139477-0.00384048j 
0.0735363+0.0578869j 0.0547301+0.00268283j -0.077616+0.120557j 0.00368221-0.0854842j 0.0141608+0.090124j -0.0625032+0.0253917j -0.0707563-0.0225866j 0.0294024-0.128914j -0.0435793+0.0220894j -0.00823282-0.0446419j -0.0208951+0.00402658j 0.0322759+0.0158421j 0.01589+0.000688777j -0.00700352-0.0163065j -0.0152597-0.0109016j -0.0321575+0.0384179j -0.0289615+0.0487089j 0.0365755-0.0543278j -0.0278094-0.0539957j 0.0383787-0.000177364j 0.0123752+0.0166677j 0.0253445-0.0176594j -0.0382824+0.00686205j -0.00242964-0.00943142j -0.0284816+0.0514829j 0.00799523+0.0760144j -0.0223556+0.0280797j -0.0569506+0.0784304j -0.00513377-0.00101838j 0.00342067+0.00872253j -0.0537845-0.0259012j -0.00504879+0.16045j 0.0126042+0.041674j -0.132273-0.18328j -0.00158722-0.0489039j 0.0133639-0.103382j 0.0021727-0.0165784j 0.083194-0.048913j -0.0142521-0.0515984j 0.0520704-0.0990581j -0.0879396+0.0151745j 0.0199606+0.0334852j -0.0563279-0.0528021j -0.106199-0.0171213j 0.0364231-0.0440885j -0.0347047-0.0533563j 0.0890769+0.0408236j 0.0327405+0.0173349j 0.037134+0.0249771j 0.0446768-0.0213765j 0.0240144-0.0169802j 0.015781-0.00343903j -0.0878126+0.102574j -0.0264215+0.0464677j 0.0527637-0.0418343j -0.0379598+0.0114489j 0.0215394-0.0315597j 0.0335703-0.0378735j -0.0174628+0.0428651j 0.103641-0.0457987j 0.151672-0.00189599j 0.00766465-0.046406j -0.0706189-0.0482358j 0.0284719+0.0528757j 0.0584641-0.0246691j 0.120362-0.0608318j 0.00973501+0.0248163j -0.0483907-0.0292412j 0.0422243-0.00956412j 0.00156712+0.0419938j 0.0602421-0.0122397j 0.0269594+0.0369352j -0.14172-0.0992686j -0.0348328+0.0146202j -0.0767487-0.0214336j 0.0353733-0.0618122j 0.0240428+0.0273489j -0.0315131-0.0472114j 0.00645042+0.0337887j 0.00736589+0.125365j 0.024113-0.0219728j -0.0497896-0.0198615j -0.00512183+0.0139531j 0.100733+0.00161116j -0.0142667+0.053411j 0.0374871-0.00382729j -0.0294916+0.0280985j -0.052814-0.00267988j -0.0205516-0.063128j 0.0465607+0.0167275j -0.0238928+0.0392682j -0.0428265-0.000702462j 
0.0311484+0.0128985j 0.0357931-0.00414745j -0.0300905+0.0519777j 0.00911663-0.0426633j 0.0200203+0.0547439j -0.0290536+0.017238j -0.059805-0.00476905j 0.010437-0.0679711j -0.0110948-0.0024471j -0.00212609-0.00567349j -0.00988887-0.0112951j 0.0034978+0.00328871j 0.00269977+0.0125737j -0.00592219-0.0225652j -0.0165276-0.0161954j 0.00518989+0.0579524j -0.022565-0.00221229j 0.00461362-0.0121851j -0.0114999-0.0229445j 0.0112441-0.0136715j 0.0213966-0.001745j 0.00995152+0.00569163j -0.000167487+0.00113306j -0.00248624-0.0159992j -0.0158527+0.0156798j 0.0151234+0.0480845j -0.0288729+0.0100939j -0.0192463+0.0556182j -0.0173469+0.00666477j 0.01729-0.00353883j -0.0402786+0.0100972j -0.0152927+0.0971969j 0.0110035+0.00928792j -0.0888605-0.0724447j 0.00650695-0.0348852j -0.0377533-0.0434316j -0.0102321-0.0198175j 0.0263766-0.0120763j 0.0026079-0.0415494j 0.028517-0.0436175j -0.0499251+0.0184574j 0.0203176+0.00650498j -0.0339709-0.00177059j -0.0534723-0.0171699j -0.00135183-0.00995363j -0.00335217-0.0425764j 0.0567318+0.0279986j 0.0283502+0.0125897j 0.030087-0.000760616j 0.0487503-0.0109391j -0.000679267-0.00320003j 0.031792-0.00575611j -0.0265965+0.0672712j -0.020334+0.0334962j 0.0352455-0.0292248j 0.00535722-0.0190381j 0.0232677-0.0200486j 0.00648609-0.0180841j 0.00441611+0.0365058j 0.0990092-0.0202732j 0.0969388-0.0137729j 0.0178309-0.0288299j -0.0667713-0.0219045j 0.0307243+0.0273903j 0.0213893-0.0230987j 0.025778-0.0041583j 0.00576709+0.0339154j -0.0261221-0.0242916j 0.015225-0.0249907j 0.00174157+0.0121922j 0.0323927-0.0131206j 0.033787+0.0256348j -0.0651456-0.0139663j -0.0441807-0.0066942j -0.0658052-0.0290205j -0.00318815-0.0435947j 0.000360398-0.00299362j -0.024211-0.0234495j 0.0294406+0.0277094j 0.0113617+0.0603457j 0.0215436-0.0155721j -0.020985+0.010925j -0.0278845-0.000280632j 0.0552725-0.00106346j -0.00517534+0.0101873j 0.0346457+0.0167692j -0.0349978+0.0357139j -0.0152109+0.0119574j -0.0147491-0.0468266j 0.0178462+0.0101267j -0.00271289+0.00955278j -0.0438551+0.00461459j 
-0.045225-0.0608294j 0.00445859-0.00567235j 0.0608809-0.0171144j 0.0276507+0.0544558j 0.0165463+0.0175799j -0.0222833+0.00189664j -0.0228509-0.0435355j 0.0234933+0.0211476j 0.0208253-0.0097477j 0.0285994-0.00894135j 0.00482299-0.00357341j -0.00292852+0.0171752j -0.00481334-0.0164422j 0.0203681+0.0184702j -0.00168519+0.00785997j 0.0259127+0.00905204j 0.00235558-0.0375418j 0.020526+0.0454914j 0.00101449+0.00688724j 0.0238594-0.0103546j -0.0115335-0.0142653j -0.0033125+0.00433754j 0.0352324+0.00883978j 0.0157421+0.00255884j -0.0298733-0.0204784j -0.0216085-0.036586j 0.000993407+0.00956699j 0.0192978-0.0253795j 0.0278388-0.0146075j -0.0301198-0.00813833j -0.00253352-0.000563106j -0.00872664-0.0299065j 0.0202946+0.0197419j 0.0236098-0.0277686j 0.000860293-0.0094654j -0.0300305-0.0053809j 0.0172753+0.0155721j -0.00921528+0.00513794j 0.00107645+0.00670864j 0.00327528+0.0060445j -0.0130052-0.0187159j 0.0137576+0.000186771j 0.00967083-0.0137675j 0.0220212-0.00230915j -0.00535757+0.00637279j 0.0151958+0.00412665j -0.0309248-0.0105501j 0.0031194-0.00977239j -0.0216859-0.000871902j -0.013101-0.0276792j 0.000122177+0.0187027j -0.0239366+0.0021579j 0.0139033-0.0484969j -0.00567122-0.0121079j 0.0210196+0.0185531j 0.0319892-7.31969e-05j -0.00794205-0.00476046j 0.019466+0.00779695j -0.00276609-0.00966676j 0.0180347-0.0164983j -0.029645+0.0209462j 0.00739834-0.00383406j -0.0159048+0.0162456j 0.00517499+0.00791294j 0.0168345+0.017949j -0.0177658+0.0148429j 0.00888032+0.0179907j 0.00540627+0.0237452j -0.0136986+0.00518394j 0.000675009+0.000624586j 0.0140055+0.0184845j 0.0260922+0.00974031j -0.020543+0.0459129j -0.00694953-0.0300333j 0.0141827-0.0336114j 0.0339145-0.0262541j 0.0300604+0.0320094j 0.00449834-0.00593446j -0.0199675-0.0110454j -0.00820415-0.0272135j 0.0199508-0.00134234j 0.0234824+0.0412014j -0.0117758+0.00550758j -0.0110406+0.0382383j 0.00284257-0.0209278j -0.0405889+0.0282713j 0.0172413-0.0103003j -0.0110604-0.010786j -0.0139192+0.0113961j -0.0337807+0.00475067j 0.0202353+0.000937867j -0.00357261+0.000791846j 
0.016717+0.0323591j 0.022466+0.00209349j -0.0310827+0.0427622j -0.0301613-0.0240522j 0.00483551+0.00204131j 0.0103919+0.0157576j -0.00963359+0.0294091j -0.0113123-0.0304921j -0.0122856+0.00815684j -0.00201886+0.00814129j -0.012455+0.0273837j 0.0298397-0.00989559j -0.0212024-0.0103918j 0.0141596-0.0182676j 0.0116894+0.013091j 0.0110024+0.0198501j -0.030575+0.00436756j -0.00557266-0.0359118j -0.0134157+0.0186343j -0.0131743-0.0359113j -0.00388652+0.00676803j 0.00979812-0.0201746j 0.0120719-0.000874958j 0.0115349-0.0174662j -0.0105314+0.0279543j 0.00364196+0.0434648j -0.00774676+0.012811j -0.00558288+0.0260724j -0.0102941-0.0145185j 0.00681915-0.0103967j -0.0403511+0.00370351j 0.00903832+0.0566593j -0.00966592+0.0110429j -0.0605994-0.0378985j 0.013004-0.0134831j 0.0318575-0.0339232j -0.00381915-0.00949577j 0.0100628-0.0297436j -0.0280933-0.0101869j 0.029481-0.0239603j -0.005625-0.00353812j -0.0183365+0.00236561j -0.0246128-0.0303535j -0.0166541+0.00332786j 0.00755976-0.0191854j -0.00825573-0.0222868j 0.0200038-0.00773575j -0.00168393-0.0217611j -0.00188997-0.0369534j -0.00564406-0.00848514j -0.0162085-0.0151577j 0.00219147-0.0142532j -0.0357359-0.0109483j -0.0148193+0.0333237j 0.0448803-0.00465388j 0.00038871+0.0476467j -0.0306366-0.00978841j 0.0362619-0.0102905j -0.0162767+0.0257537j 0.0238988-0.0225704j 0.0554299-0.000317165j 0.01252+0.0116018j -0.0199657-0.079759j 0.00305944-0.0111081j 0.0157958+0.0153679j 0.0343132-0.0170183j 0.0257301-0.00100261j -0.00714659-0.00443757j 0.00760888+0.0163756j -0.02401+0.0219621j 0.0187755+0.0127327j 0.00794163-0.0227304j -0.0271274-0.0129452j 0.00895068+0.000847575j -0.00814786+0.0201511j -0.0173358+0.016997j -0.0034054+0.00210372j 0.0217761-0.0332933j 0.0238831-0.0161887j 0.00989081+0.0297644j -0.0178155-0.0199759j 0.00766188-0.0496032j 0.00206681+0.0203502j 0.0325241+0.00874577j -0.0017688+0.00251768j 0.0641388-0.0310515j -0.0185411+0.0523363j 0.0279216+0.00757119j 0.0097861-0.0278677j 0.0283911-0.00208597j 0.00349186-0.0231569j -0.0175067-0.00540885j 
0.0201004+0.0188227j -0.0103825+0.00461393j -0.0214954-0.01759j 0.00740968-0.034848j -0.0332864+0.0260848j 0.0123431-0.0358241j 0.012862-0.0131405j 0.0328685+0.00356603j 0.00547772+0.00985472j -0.00162358+0.0437823j -0.0114464+0.00410893j -0.000711397-0.0218827j -0.00305639+0.0207528j 0.0129204-0.0243359j -0.0400677-0.00647115j -0.00873208-0.000213188j 0.00285639+0.0139093j 0.00269549-0.00347485j -0.00899375-0.0228393j -0.00938335+0.0357302j 0.00229178-0.0247334j -0.0218716+0.0223302j -0.00480775-0.00855589j 0.0022692-0.00754652j -0.0124824-0.00723995j -0.00192769+0.00291761j -0.0036746-0.0317957j -0.0245624+0.00282134j -0.00876466-0.00775602j -0.0264104+0.0150706j 0.0415499-0.00516831j -0.0314847+0.00286483j 0.0142127-0.0309558j 0.0229068-0.0164289j -0.00826859+0.00246707j -0.0276985-0.0193984j -0.0183198+0.0268889j 0.00510372-0.0132979j 0.0100472-0.00225204j -0.0249421+0.046204j -0.00606017+0.029916j 0.00468155-0.0213491j -0.00262078+0.00507509j -0.000527627-0.00609469j -0.00496304+0.00769119j -0.013122-0.00126726j 0.00751938+0.0420394j -0.0088915+0.00332987j 0.00116514+0.0235802j 0.0206203+0.000163217j 0.0109158-0.00172107j 0.00988251+0.0286286j 0.00583591-0.0086145j 0.0479381+0.00372239j -0.0159366+0.00696766j -0.0363955-0.0348061j 0.0304804+0.0123259j -0.0411848+0.00640344j 0.037966-0.0271069j -0.0181453-0.00478673j 0.0322181+0.0296676j -0.0359152-0.0155772j 0.0167518+0.0773405j 0.049176-0.015129j 0.0109522+0.0421273j -0.0260806-0.00534432j -0.0274683-0.0376244j -0.0200472-0.0218616j 0.0159329-0.0155888j 0.0278627+0.0123473j -0.0106648-0.0105003j 0.00240103+0.0192766j 0.00561431-0.0239171j -0.0211164-0.0123526j -0.000282575-0.00495838j 0.00914704-0.0292716j 0.0114998-0.0318406j -0.0422806+0.0215414j -0.0127891-0.018059j 3.3128e-05-0.0274239j 0.0268294+0.00367034j -0.0604443+0.0248446j 0.00911015-0.0310787j -0.0120687-0.0206966j -0.000297702+0.00745137j -0.0223588-0.00343808j 0.0164429-0.0501744j -0.0590385+0.014992j 0.0188813+0.0208255j 0.0161958-0.00749226j 0.00586118+0.0256358j 0.0286433-0.0247831j 
