-0.0062696+0.00236849j -0.00997733-0.0043094j 0.00749923+0.00102813j 0.00332944+0.000303367j -0.000301532+0.00874253j -0.00122854+0.00461168j -0.00155362-0.00662328j -0.00401068+0.000481102j 0.00079615-0.00341927j 0.00398627+0.00417011j 0.000550817+0.00525702j -0.00018003-0.00446604j 0.00153342+0.00331198j 0.000430829+0.00276342j 4.11908e-06-0.00343195j -0.00143621+0.00020178j -7.49377e-06+0.00150348j 0.00316949-0.0017357j 0.0024561+0.00412187j -0.00233963+0.000178071j -0.00199917+0.00603707j 0.00138781+0.00465024j 0.000606363-0.00773919j 0.0074629+0.00797615j -0.0103225-0.00295083j -0.00561397+0.0169738j 0.00964883-0.00798499j -0.00947617-0.00985298j -0.000242212-0.00835068j 0.00271867+0.00670277j -0.000397026-0.00410281j 0.000402108+0.00708672j 0.00284846-0.0146282j -0.00201592+0.00523405j 0.000125366+0.00578224j 0.00302534+0.00694704j 0.00784352+0.00259551j 0.00062693+0.00181331j -0.00603069-0.00930636j -0.00249659+0.00919529j 0.00308393+0.00253646j 0.00561357-0.00228223j -0.00153278-0.0111337j 0.0106125-0.00514297j -0.0139104+0.00601134j 0.00684973-0.00270908j -0.00699368+0.00517055j -0.00142555-0.00226409j -0.00149877+0.000171433j -0.00821505-0.000560853j 0.00886984-0.0107571j -0.00614563-0.00174477j -0.00389712+0.00697238j 0.00331298-0.00797558j -0.0019344+0.0030143j 0.00461808-0.00254543j 0.00409159+0.0127523j -0.00834702+0.00756477j -0.00487251-0.00379897j 0.0111797-0.00276419j 0.0144013-0.00604974j -0.000316023+0.00547387j 0.00229603-0.00174628j -0.00901342-0.00171593j 0.00346863-0.0133962j -0.00100619+0.00082856j -0.00466214+0.00130268j -0.00395018-0.001132j -0.00031859+0.00471864j -0.00212408-0.00715417j 0.00436362-0.00417692j 0.00336777-0.00584376j -0.00159849-0.00155546j -0.00344302-0.000382324j 0.00609662-0.00529833j -0.00233589+0.000962353j -0.00126579-0.00679081j 0.00230441-0.000548926j 0.00611737+0.00176362j 0.00491921+0.00849375j 0.0043984-0.00340946j 0.00109164+0.00634681j 0.00164946-0.00400762j 0.00340549+0.00415923j 0.00738443-0.00120351j -0.00239206-0.00467682j 0.00217475-0.00224035j -0.00636325+0.00156027j -0.0174877+0.0107059j -0.0671468-0.0354275j -0.0482881+0.047197j 0.0255471+0.0179961j 0.00635807-0.0116325j -0.010089-0.0587043j -0.100369+0.0323865j 
0.0380596+0.00575608j -0.000888457+0.0132892j -0.00299614+0.00952521j 0.0056757+0.00213629j 0.0117036-0.00848144j 0.00461662-0.00498433j 0.000387084-0.0184374j 0.00552152+0.0182064j -0.00803388+0.0157867j 0.000350698+0.00468905j 0.000567012+0.00868558j 0.00771901+0.0113957j 0.00573337-0.00219852j -0.000600292+0.00473448j -0.00244248-0.00231992j 0.00121711+0.00367182j -0.000225246+0.00798453j 0.00254097-0.00955775j -0.0081335+0.00112213j 0.00351223-0.00742542j -0.00267442+0.000390398j -0.0128238-0.00749066j 0.00115277+0.0157129j -0.0103593+0.015298j 0.00309683+0.000961567j -0.00588998-0.0304769j 0.00166841+0.00857255j -0.00400222-0.0116378j 0.00379172-0.0103742j -0.00286676-0.0018666j -0.00968614+0.0021556j 0.00174618+0.00872537j -0.00259518+0.0134746j 0.00435977+0.00626587j -0.00447906-0.0216167j 0.00189032+0.00134418j -0.00118227-0.00382035j -0.00382207+0.00549652j 0.000831009-0.00898363j 0.00182526-0.00578463j 0.00945804-0.00131252j -0.017027+0.00662366j 0.00549634+0.0193813j -0.00357819+0.00882858j 0.00465326+0.000589473j -0.00705999-0.021175j -0.00482099-0.0132528j -0.00446244+0.0302728j 0.0015189+0.0254437j -0.00124881-0.0100547j -0.00668213-0.044899j 0.00845287-0.0448532j 0.00110837-0.0428521j -0.00184934+0.0205726j 0.00203283-0.0123133j 0.00131048+0.00235771j 0.00128583-0.00206119j 0.00477699-0.0221158j -0.00443816+0.00860712j -0.000266059-0.0292729j 0.0159501+0.0103628j -0.00114003-0.00825575j -0.0071063-0.0223908j -0.00799953-0.0326746j 0.00385933-0.0200789j -0.015122-0.00575923j 0.0154481-0.0171948j -0.00412191+0.0048495j 0.0109261-0.0120352j 0.000203243+0.0169428j 0.00362037-0.0091012j -0.00662755+0.00395136j 0.00113061+0.0240489j -0.00920452-0.0147753j -0.00682632-0.00781998j -0.00528971+0.014374j -0.00388875+0.00263874j 0.00120189+0.000702358j -0.0338419-0.0156018j -0.0145882+0.00133208j 0.00170932-0.0123969j 0.0090323+0.0128233j 0.00909835-0.00882089j -0.00106148+0.00770104j 0.00946022-0.00617694j -0.00504525-0.0209292j -0.00561763+0.0201148j 0.00704022+0.00999396j -0.0154347+0.0143281j -0.000358779+0.0035162j 0.000303714-0.0174206j -0.0136434+0.00438057j -0.0143147+0.0108218j -0.00348888+0.00367719j 0.0062979-0.00201738j 
-0.0129609+0.0214739j -0.0491868-0.0103017j 0.00655518+0.00696386j 0.0231451+0.00891264j 0.0097524-0.0187761j -0.00268469+0.0186981j -0.0164326+0.0206841j 0.00227879+0.00377733j 0.00245597+0.0348474j 0.002913-0.0128365j 0.00160883+0.00900222j 0.0116365+0.0222874j 0.00974496+0.00988265j -0.00216772-0.00413719j -0.000480043-0.000837744j 0.00203934-0.00346895j -0.00185772+0.000735295j -0.00915371-0.0136834j -0.00430361-0.0120496j -0.00258277-0.0013374j -0.00278386-0.0039994j -0.000533967-0.00224691j -0.00293819-0.00738828j 0.00746381+0.0240374j -0.00813376-0.00790496j -0.00055802+0.01799j 0.0108704-0.010982j -0.00830271-0.0102902j -0.00159655-0.00837801j 0.0145503+0.00350023j -0.011234+3.12624e-05j 0.00231266-0.00213945j 0.00620579+0.00373299j -0.00794361-0.00412752j -0.014685-0.00692013j -0.000752383+0.0217593j 0.00674541+0.0140286j -0.00317465-0.00228998j 0.00275275-0.0251158j -0.0112388-0.000409449j 0.0104491-0.00489308j -0.0131751-0.0199663j 0.0156268+0.00993599j 0.000748599-0.00101094j 0.00382649+0.00208909j -0.017625-0.0250729j -0.0240161-0.00517337j -0.005833+0.00246504j 0.00202804+0.00703148j -0.00558224-0.0081482j 0.00700007-0.020371j 0.00103241-0.0269253j -0.0050762-0.0169808j 0.00150488+0.00617531j 0.000536442+0.00423307j -0.00169056-0.00807096j -0.0103136-0.00706116j 0.000754945-0.0220768j 0.00437576+0.00599326j 0.00380955-0.0156691j 0.00492701+0.00380671j -0.00654743-0.00204297j 0.00342289+0.00278158j 0.0145379-0.00359553j 0.00472232-0.00574717j -0.00903287-0.00364583j -0.00193685-0.00947393j 0.0117964-0.00437329j 0.00343224-0.0045964j -0.00368834+0.00257175j 0.00140179+0.00144627j -0.000722947+0.0187097j -4.77397e-05+0.0155494j -0.00419344-0.00175984j -0.0163827-0.00451593j -0.0013618-0.00310392j -0.000586033+0.0108946j 0.00054524+0.00259004j -0.0262644-0.00744238j -0.0123727-0.00268494j 0.00416902-0.000240878j -0.000545045-0.00562168j 0.0189209+0.00540213j 0.0261887+0.0065896j -0.000491442-0.0187357j 0.00194947-0.0254425j -0.0112287+0.00417921j 0.0117662-0.00410559j -0.0107492+0.00327965j 0.00907088+0.00275835j 0.00229878-0.0209976j -0.0052312+0.00786222j -0.0185623+0.0114573j -0.00559118+0.00806133j 0.0154054-0.000659369j 
-0.0219422-0.0106545j 0.0193892-0.0077631j -0.00831315-0.00646488j -0.00515613-0.00652675j -0.012665+0.0185211j -0.00875458-0.00851777j 0.0065449+0.012158j -0.000562031-0.00677516j 0.00519787-0.0225039j 0.00647811-0.00191066j -0.000108558-0.00042301j -0.00019109-0.0032985j -0.00345445+0.00196852j 0.00141689-0.00235214j -0.000582902-0.00797235j 0.000589777+0.00020835j 0.002989-0.0068888j 0.00303083+0.0104094j -0.000416206-0.00427903j 0.00165942+0.0132566j 0.00685952+0.00865178j 0.00926683+0.00208968j -0.00382113-0.0165132j 0.00472382-0.0109067j 0.00480286+0.0153727j 0.00433692+0.00168787j 0.000103496-0.0143664j 0.00635695+0.0069808j 0.00179042-0.0176872j 0.00161202-0.00391537j 0.00928453+0.00577076j -0.00157178-0.000890909j 0.00285821+0.00245801j 0.000343407+0.0137032j 0.00746557-0.0134229j 0.00457444-0.00514281j 0.00356211-0.0163533j 0.00316877+0.0209241j -0.00943151-0.00207282j 0.000714942+0.00146542j -0.0023892+0.00772751j -0.00533773+0.0261014j -0.00201316+0.0176811j 0.0105083+0.00362741j 0.00160937-0.0108672j 0.0171442-0.0287299j 0.00185936+0.0110347j 0.0176138+0.0517559j -0.00230362+0.0327865j 0.00160268-0.0109692j -0.00123041-0.066541j 0.00450818-0.046771j -0.00572104-0.0454056j -0.0172586+0.0242092j -0.0018753-0.00815043j 0.00233284-0.00610971j -0.000984465+0.00236969j 0.00439096-0.0122193j 0.00837759+0.0288234j -0.00050296-0.0157733j 0.0038113-0.000192577j 0.0241181-0.0138896j -0.000788054-0.0242377j -0.0172922-0.041513j -0.00649686-0.00451058j -0.00285791+0.00173802j 0.00365045-0.0117824j -0.016486+0.0044138j -0.00900148-0.00836089j -0.00695897+0.00539421j 0.0065624-0.0111476j -0.0087463-0.00643975j -0.0250237-0.0141586j -0.00351053-0.0185899j 0.010399-0.00163614j -0.00474629+0.00379135j 0.0105031+0.011392j -0.0136497-0.0120473j -0.00783392+0.0102278j -0.00198447+0.00706162j -0.000525209+0.0125516j 0.00931619+0.00536124j -0.014261+0.00577811j -0.00523616-0.00382722j -0.000589404-0.00271355j 0.000605332+0.00433101j 0.00174854+0.00318107j -0.0103848+0.00907541j 0.0122935-0.00396406j 0.00257148-0.0072781j -0.00629001+0.00969309j 0.00154124-0.00547179j 0.00638508-0.00851804j -0.00198524-0.00121127j -0.00569852+0.00422596j 
0.0245095+0.00563484j 0.000309219+0.0102203j 0.00334721+0.0123436j 0.00883822+0.0223976j 0.00635884-0.0050774j 0.00507109+0.00531906j -0.0024675-0.0104969j 0.00155047+0.0105328j 0.00053372+0.00850395j -0.00470202+0.0038192j 0.0139424-0.00980345j 0.000213071+0.00310292j -0.00188114+0.00168117j -0.00543374+0.00125155j 0.00730899+0.00194708j -0.00285323-0.00480773j 0.00138934+0.0121223j 0.00088873-0.011123j -0.00474476+0.00444471j 0.00714226-0.00133142j 0.00148635+0.00923465j -0.016259-0.00551298j -0.000488553+0.00946402j -0.0092823+0.0105427j 0.00592549-0.00298874j -0.0106136-0.0289705j 0.00277431-4.61001e-05j 0.000123015-0.00468792j 0.00150388+0.00257298j 0.00448337+0.0109904j -0.00180852+0.00258184j -0.000386949+0.0185975j 0.0020812+0.00500059j 0.000131823+0.00375656j -0.00165191-0.00345155j 0.00780283-0.00147977j 0.00904796+0.00109915j -0.00618628-0.016081j -0.00764847+0.00359978j 0.00555707-0.00219961j -0.000106143-0.00990617j -0.00394914-0.00403192j 0.00294658-0.00516476j -0.00739339+0.0103416j -0.012296+0.00924617j -0.0193236+0.00856819j 0.00798254-0.0156214j -0.0098886-0.0131921j 0.00225453+0.00559037j 0.00662249-0.00491698j -0.00984178+0.0119001j 0.00741405-0.00216266j 0.0135061+0.00803464j 0.0187989+0.00286969j 0.0083674+0.0107936j -0.00521083-0.00873865j -0.00266069-0.0125519j -0.00585901+0.0164982j -0.0131203+0.00451833j 0.0040333+0.0163315j 0.00139093+0.0201219j 0.017292+0.00182389j -0.00374239+0.00412747j 0.00967544+0.0139289j 0.00390099+0.00644365j -0.0040421-0.00796517j -0.00605764+0.00335699j 1.83365e-05+0.00376048j 0.00387439+0.0045279j 0.0149713+0.00836256j 0.00465458+0.00671765j 0.0083062-0.00237072j 0.0152226+0.0204987j -0.0124497+0.000180648j -0.0158088-0.0081214j -0.00829844+0.0070151j -0.00573702-0.00876977j 0.0174301+0.013625j -0.00850784-0.0136034j -0.00677172+0.00416948j -0.000359391-0.0167047j -0.000973865+0.0134489j 0.0051744-0.0203308j -0.00933597+0.000511063j 0.0191053+0.00686415j -0.0106665-0.0132611j -0.00303475+0.00924171j 0.0062832+0.0114871j -0.0151417+0.0133534j -0.0029011-0.00136449j -0.00443414-0.0200463j -0.0161549+0.0110572j -0.0101958+0.00702277j -0.00957168+0.00305187j 0.00427574+0.00252259j 
-0.0827164-0.0388577j 0.0892432-0.0183039j 0.0450351+0.0214597j -0.0261237+0.00992655j -0.00596694+0.046603j -0.000510836+0.0310895j 0.0225161+0.00895983j -0.0236719-0.00200655j 0.0227991-0.0611292j 0.00241163-0.0151299j -0.013134+0.000880299j 0.0111204+0.0108587j -0.010974+0.0105941j -0.0131159+0.0237729j 0.0084569-0.000673432j 0.00255573-0.00370502j 0.00216493-0.0147162j -0.00464149+0.00973437j -0.00235596-0.00958109j -0.00575756+0.0095194j 0.0022455+0.0050352j 0.00299731-0.0358703j 0.00351531-0.0434408j -0.010439-0.0563863j 0.0122172+0.0131617j 0.0178333-0.00615674j -0.00452368+0.00925525j -0.00321048+0.0469367j -0.0205482-0.00379471j -0.0019971+0.015689j 0.0236707+0.0100603j 0.00125635+0.00372971j -0.0221075+0.0130387j 0.00897631-0.00533003j 0.0336239-0.00788059j 0.0398109-0.0226218j 0.0206526-0.0362911j 0.022725-0.00748275j -0.00960036+0.0246164j -0.0134915+0.00539987j 0.0158925+0.0330127j 0.00123699-0.0125922j -0.00814861-0.040149j 0.0268989+0.0147421j -0.0168473+0.0199036j 0.00894727-0.0119685j 0.00393593+0.0358701j -0.00959905+0.0028709j -0.00886698+0.0121834j -0.0132016+0.015511j 0.000378383-0.033194j -0.0130019+0.0245888j -0.00117233+0.000656527j 0.00972463-0.0035842j -0.0030274+0.0173105j -0.00317276-0.0243094j -0.00926014+0.0274776j -0.00261028+0.00761332j -0.00794707-0.000240605j -0.00136068-0.00413454j 0.00394343+6.19226e-05j 0.00501057-0.00432764j 0.000494027+0.0067809j 0.00858141-0.00189698j 0.0102287+0.0108082j -0.00394423-0.00675465j -0.0102314+0.00384656j 0.00168859-0.00555068j -0.00256669+0.00151143j -0.00180601-0.00596816j 0.00121085+0.00529661j 0.00700591-0.00263543j 0.00442255+0.00090043j -0.00118829+0.00572093j -0.00842005-0.00187476j 0.00859548+0.00630173j 0.00333766-0.00542161j 0.00755344+0.00719015j -0.00961301-0.00748739j -0.0145521+0.0113595j -0.00666131-0.000109327j -0.00203289+0.00336151j 0.0125359-0.012415j 0.0048867+0.00285905j 0.00211789-0.0113794j -0.0066587-0.0103109j -0.00829943+0.00124572j 0.0068766+0.0139548j -0.00428234+0.00849713j 0.00991988+0.0062583j -0.00438164-0.00810107j -0.0035243+0.0111827j -0.0129266+0.00252479j -0.000468543+0.00330456j 0.00807335+0.00306137j 
0.0321789-0.00683959j 0.0320016+0.0274981j -0.0149499-0.0069046j -0.0219144+0.00227949j 0.00460873+0.00909143j 0.00164521-0.0189503j 0.00143251-0.0350242j 0.000943058+0.00231426j -0.00928711+0.0120007j -0.0173703+0.00487744j -0.00875667+0.0138174j -0.00406266-0.0133262j -0.00525421-0.00856358j 0.00123867-0.0064317j 0.0037604-0.00964521j 0.000912077+0.0132051j -0.00845064+0.00457955j 0.00528277+0.00389595j -0.00539583-0.00721711j -0.00105818-0.00135383j 0.00490701+0.00682424j -0.00455747-0.00193913j 0.00389117+0.00288146j -0.00534852+0.00944376j 0.00294159-0.0056037j 0.00218353-0.0250076j -0.0156575+0.0274448j 0.0229779-0.00499188j -0.00165627-0.0106166j -0.0128787-0.0058833j 0.013165+0.00466006j -0.00194217-0.0118864j 0.00733143+0.0258358j -0.0021152-0.0130883j 0.0043679-0.0115016j -0.00471283-0.00912327j -0.00636879-0.0214652j -0.00305383-0.0143989j -0.0121633+0.00869573j 0.00149216-0.00498061j -0.00836936+0.00789996j 0.00473271+0.00573885j 0.00189471-0.00412165j 0.00330875+0.00131123j 0.00901224+0.0076019j 0.0106633+0.023168j -0.0106483+0.0014762j -0.00190058+0.0139023j 0.00451614+0.02728j -0.0165745+0.000945774j -0.0198172-0.0169229j -0.000315866-0.0118391j 0.0219768-0.00336617j 0.00719963+0.0236687j 0.00466147-0.00685724j -0.0011804-0.000253279j 0.0117604+0.00311748j 0.00242984+0.0164531j -0.00636089+0.0182245j 0.00524484+0.014783j -0.0151291+0.00634825j 0.0263398-0.00495053j 0.0196925+0.0138584j 0.00392382+0.0212833j 0.0151109+0.010259j 0.0139416-0.00156971j -0.0257834+0.00359982j -0.0179752+0.0020099j -0.00222767+0.00105308j -0.00399855+0.000685753j 0.00756155+0.0140576j 0.00602153+0.0124405j 0.00514566+0.00573239j 0.0193228+0.00691707j -0.0129309+0.00448229j 0.00837472-0.00987861j 0.00315764+0.0282027j -0.00199841+0.00403014j 0.00205853-0.00133423j -0.00255694+0.00623453j 0.0145714+0.0202161j -0.025977-0.00937402j -0.0306042+0.0164743j 0.00163159-0.0178667j -0.0153471-0.0134632j 0.0185518+0.0360831j 0.00936998-0.0360239j -0.0109994+0.000444912j 0.0160428-0.0112265j -0.00854535-0.00293018j 0.000164802+0.0257815j 0.0141652-0.0216468j 0.0325283-0.010907j 0.00990958-0.00663531j -0.0124753+0.00112351j 
-0.01452+0.0172307j -0.0392757-0.00431416j 0.0189431-0.0037901j 0.0135693+0.0155436j 0.0118072-0.0123765j -0.000745853+0.00255554j -0.00759075+0.0173203j -0.0131998-0.0235605j 0.000396194+0.0212526j 0.0137822+0.00508757j 0.0132553+0.00813398j 0.00624961+0.0022345j -3.33031e-05+0.00788169j -0.00640552-0.00709622j 0.012178+0.0118704j -0.00431912+0.00425615j 0.00110964+0.00735563j -0.00774606+0.00657103j -0.00169742+0.00322508j -0.00829096+0.00309132j -0.00242084-0.0201234j -0.00964091+0.0189241j 0.00478073-0.0184634j -0.0076126+0.00675371j -0.00277167+0.00146397j -0.0142544+0.00651214j 0.0169733-0.022845j -0.00317108-0.0176796j -0.00420297+0.000676208j 0.0104013+0.00198592j -0.00966856-0.00601156j 0.00371727+0.00726644j -0.0175702+0.00465593j 0.00311646+0.0171879j -0.0100862-0.00960858j 0.00894317+0.027616j 0.025649+0.000986775j -0.00462163-0.00878646j 0.00411584-0.0111623j 0.000583367+0.00382943j -0.00707601-0.0111535j 0.0199269-0.000418531j 0.00735032-0.0157695j -0.00987507+0.003665j -0.0127317-0.00148323j -0.00907194-0.0265717j 0.000587742+0.00203016j 0.00779625+0.0205569j -0.0129349+0.000660558j 0.000270558-0.025497j 0.00660396-0.0378245j -0.00840646-0.0302004j -0.0152916-0.0185856j 0.00865691+0.00291508j -0.0133352+0.0139604j 0.0026355-0.0240538j -0.0197058-0.00110404j -0.00391488+0.00238984j -0.0121203+0.00165122j 0.00332404+0.0177082j -0.0255177+0.00401151j 0.0235136-0.0137124j 0.0176275+0.013513j 0.0186988+0.00603257j -0.00935687+0.00474088j 0.00980434+0.00398833j -0.0272196+0.00489919j 0.014726-0.0158198j -0.0106547-0.00475374j -0.0234915-0.0180519j -0.024268+0.00463282j -0.000316712+0.00508634j -0.0268526-0.00753007j -0.0116077-0.00746758j -0.00497533+0.00516794j 0.00380283+0.035755j -0.0061804-0.0110012j 0.010056+0.012691j -0.0048314-0.00043603j 0.00104287-0.00296004j -0.00861051-0.0190909j 0.0117095+0.00485593j 0.0334654-0.0116421j 0.00655675+0.0151211j -0.000541564+0.00587126j -0.0160986-0.031013j -0.0162112+0.0212946j 0.0135349-0.00854386j -0.0141665+0.0127275j 0.0107297+0.0125342j 0.00580737-0.0282265j 0.000257725+0.0194j -0.0291955+0.0158707j -0.00259431+0.00698204j 0.0140852-0.00576722j 
0.0256305-0.00679339j 0.0125237+0.00947788j -0.012291-0.000767662j -0.022668+0.000824651j 0.0010524+0.0131975j -0.00490103-0.0250437j 0.0126125-0.0111805j 0.010612-0.00152618j -0.00600552-0.0080856j -0.00574089+0.00515889j -0.00819757-0.0198259j -0.00438555+0.00182248j 0.00449997-0.00146077j 0.00294185+0.0175421j -0.00073494+0.0186262j 0.0027878-0.0039778j 0.000679984+0.0166515j 0.00940265+0.00414058j 0.0045221+0.00798462j -0.00454915-0.00341574j 0.00178857+0.00567132j -0.00562819-0.00144902j 0.0068435+0.00843682j 0.00720144+0.00870264j -0.00146484+0.00904452j 0.00491922+0.00559111j -0.00404558+0.0227529j 0.0112779-0.00874934j 0.00536396+0.00732111j -0.00177546-0.00649043j 0.00032505-0.00413j -0.00156003+0.0159724j 0.00377413+0.00409879j -0.0012358-0.00727542j 0.00293213+0.000546992j -0.00783374-0.0138715j -0.01125-0.0120169j 0.00475606+0.0137946j -0.00276889+0.013412j 3.81762e-05+0.00277017j 0.00530663+0.00690839j -0.00786856+0.00656143j -0.000479898+0.00479131j -0.00493325-0.0161648j 0.00591398-0.00426652j -0.00280867+0.0117344j -0.00316117+0.0116758j 0.00648845-0.00367604j -0.000727476-0.00102139j -0.00444676+0.00708169j -0.00434073+0.00462595j 0.00262371+0.0146173j -0.00216981-0.00518324j -0.021611+0.013595j 0.00470096-0.0119537j 0.00645932+0.0201427j 0.013054+0.00893781j -0.000120835+0.00655471j -0.00041544+0.007332j 0.00964185+0.00678075j 0.00118381-0.0109725j 0.00991822-0.0005336j 0.0013238-0.00964867j -0.0204843-0.0030327j -0.00405503-0.00843729j 0.00897958+0.0036165j 0.0146989+0.00666673j -0.00229556-0.0120893j -0.00701211+0.000737402j -0.0067099-0.00633694j 0.0095627-0.016178j -0.0123043+0.0051717j 0.00102449+0.00370376j 0.00616411-0.0052409j 0.00157865-0.00474301j -0.0100426-0.0119584j 0.00710299+0.00638455j -0.0125665-0.0105717j 0.00620341+0.00599626j 0.00108709+0.00785573j 0.0159863+0.00848377j -0.00957146-0.0116221j -0.0135411-0.00126397j 0.0279887-0.0074067j -0.0104978-0.0201323j 0.013749-0.00453662j 0.00928324-0.0111396j -0.00891846-0.0109448j 0.0042781-0.00692964j -0.00871474-0.00512689j -0.00217768+0.0123404j 0.000887568-0.00794744j 0.00822095-0.00374997j 0.000914348-0.0043909j -0.00850483+0.000216847j 
0.000605513+0.0129905j -0.0379645-0.00150908j 0.000534427-0.00169267j 0.0260969+0.0234336j 0.00474677-0.000378078j 0.00195826-0.00331963j -0.00816688+0.00860491j 0.000946335+0.000387986j 0.00683169+0.024402j 0.00176049-0.00287128j 0.0151713-0.00786373j 0.00549661+0.0208812j 0.00206163-0.00717065j 0.00475116+0.00743274j -0.00892426+0.00771905j 0.00303463+0.00810483j 0.002375+0.0123173j -0.0034242+0.000726889j -0.000738489-0.00517118j 0.00604607-0.000517053j 0.00137342+0.00299581j 0.00202376-0.00723528j -0.00480438-0.000702636j -0.00184965+0.011572j 0.00372441-0.0106354j -0.0090662+0.0190117j 0.0070756-0.00375761j -0.010255-0.0135971j 0.000191454-0.00489385j 0.00616313+0.000431046j -0.0117659-0.00399917j -0.00201977+0.00649902j 0.0075732-0.00779551j -0.000193968-0.00419901j -0.0102258+0.00926782j 0.000895064+0.00855605j -0.00273802+0.0194867j -0.0138216+0.00488338j -0.00985004-0.013813j -0.0025142+0.00989531j 0.000512307+0.00460192j -0.00908098-0.00650568j 0.00777883+0.00536415j 0.00876508-0.00821666j 0.00461999-0.0017313j 0.00323652+0.0260963j -0.0136169-0.00571019j -0.00562742-0.0324291j 0.00425518+0.0201906j -0.0143918-0.00431981j -0.0192604+0.0213833j 0.0106258-0.0110838j 0.0123433+0.000764462j 0.00336512-0.00840199j 0.0093463+0.00363069j 0.00254495-0.0171275j 0.0170715-0.0122265j -0.00133623+0.0167667j -0.0042678+0.0110125j 0.0143496+0.037565j 0.00506288+0.0111195j 0.0573085-0.00884574j -0.00605274-0.015933j -0.00744853-0.014139j 0.00280397-0.00605487j -0.0265288+0.00591325j 0.0197483-0.0143535j 0.00368941+0.00224659j 0.00698697-0.00244837j -0.00498943+0.0039643j 0.00318657+0.000483537j 0.00444786+0.00148448j 0.00849598+0.0110448j -0.0116627-0.0115153j -0.0103374+0.00146856j 0.00644831+0.00111408j -0.00267872+0.00264599j 0.0098475+0.00859129j -0.00875592-0.00870809j -0.0239062+0.00793643j 0.00478213-0.00228178j 0.00848906+0.00222706j 0.00304055-0.0035081j -0.00769479+0.0033722j 0.0064474-0.00112389j 0.00312289-0.00501646j -0.0067087+0.0042694j -0.00660203+0.0134762j -0.0104955+0.0128975j -0.00233351-0.0011336j -0.00302353-0.00746939j -0.00851408+0.000473582j -0.00691348+0.0116256j -0.00208457+0.000806828j 0.00242568+0.00122144j 
0.0532154+0.00248422j 0.00927708+0.0226726j -0.0449584-0.00723939j -0.0168956-0.0108197j -0.00954162-0.0163114j 0.00628872-0.0115667j -0.00164835-0.0280725j 0.0167052+0.0054432j -0.0192576+0.0110849j -0.028859-0.00702215j 0.000219651-0.004131j -0.0267506-0.0123194j 0.00213336+0.00354664j 0.0112604+0.0197061j -0.00531519+0.00847037j -0.000442263+0.00422149j -0.0120235+0.00301453j 0.00260447-0.0105234j -0.00227347+0.00187057j 0.00856452-0.00683852j 0.00838319+0.00990704j 0.00423512+0.0101124j -0.0114984+0.0151707j 0.0119411+0.0347265j -0.00643047-0.00120101j 0.00578329-0.0321448j -0.0104191+0.0071802j 0.0253821+0.00603676j 0.0099355-0.00486081j -0.00898498-0.00745316j 0.0146893+0.00990681j -0.00432739+0.00748564j 0.0400625+0.0188479j -0.0100188+0.00411321j -0.00162505-0.00674737j -0.0262365+3.30818e-05j -0.0218766-0.0177315j -0.00628421-0.0125925j -0.00970435-0.00449796j 0.00243144-0.0143553j -0.0107563-0.0192381j -0.00495019+0.00363222j -0.000565347+0.0270603j -0.0124041+0.00727418j 0.00242493-0.00812891j -0.0186744+0.00184503j -0.00322089-0.0288969j -0.00484084+0.0234872j 0.0194833+0.0146377j 0.0123708+0.0010268j -0.000225328+0.000134443j -0.00433567-0.0119012j 0.0190121+0.00461136j 0.00718363+0.0384907j 0.0072937-0.030125j -0.00591773+0.0427801j 0.00254761-0.00914645j 0.00206253+0.0203927j -0.0158944+0.0260298j -0.00140014-0.0119902j 0.00184189-0.00570994j -0.0100946+0.00394198j 0.0107947+0.0196728j -0.00204786+0.0281276j 0.0146421+0.0161898j 0.0240433-0.0105843j -0.0382722+0.00730156j -0.0130942+0.0142048j 0.0038062+0.0187924j 0.00541571+0.010194j 0.013468+0.00250674j 0.00114426+0.0139216j 0.00702875-0.0053902j 0.0152861+0.00878299j 0.00936343-0.00642513j -0.0108364-0.0406022j 0.00493642+0.0345122j -0.00735694-0.0248147j 0.0126171+0.0140666j 0.0181046-0.00466108j 0.00480508+0.0287803j -0.0162683-0.014124j -0.0322549+0.0340144j -0.00358943-0.0322853j -0.00784454+0.00290426j 0.0156397+0.0562701j 0.0182792-0.0471099j -0.00805434-0.00681418j 0.0241115-0.0384557j -0.0100138-0.0114238j 0.000798292+0.041294j 0.0135164-0.0311016j 0.0367465-0.0288502j 0.00486348-0.00999563j -0.0131392+0.00415688j 
