-0.0062696+0.00236849j -0.00997733-0.0043094j 0.00749923+0.00102813j 0.00332944+0.000303367j -0.000301532+0.00874253j -0.00122854+0.00461168j -0.00155362-0.00662328j -0.00401068+0.000481102j 0.00079615-0.00341927j 0.00398627+0.00417011j 0.000550817+0.00525702j -0.00018003-0.00446604j 0.00153342+0.00331198j 0.000430829+0.00276342j 4.11908e-06-0.00343195j -0.00143621+0.00020178j -7.49377e-06+0.00150348j 0.00316949-0.0017357j 0.0024561+0.00412187j -0.00233963+0.000178071j -0.00199917+0.00603707j 0.00138781+0.00465024j 0.000606363-0.00773919j 0.0074629+0.00797615j -0.0103225-0.00295083j -0.00561397+0.0169738j 0.00964883-0.00798499j -0.00947617-0.00985298j -0.000242212-0.00835068j 0.00271867+0.00670277j -0.000397026-0.00410281j 0.000402108+0.00708672j 0.00284846-0.0146282j -0.00201592+0.00523405j 0.000125366+0.00578224j 0.00302534+0.00694704j 0.00784352+0.00259551j 0.00062693+0.00181331j -0.00603069-0.00930636j -0.00249659+0.00919529j 0.00308393+0.00253646j 0.00561357-0.00228223j -0.00153278-0.0111337j 0.0106125-0.00514297j -0.0139104+0.00601134j 0.00684973-0.00270908j -0.00699368+0.00517055j -0.00142555-0.00226409j -0.00149877+0.000171433j -0.00821505-0.000560853j 0.00886984-0.0107571j -0.00614563-0.00174477j -0.00389712+0.00697238j 0.00331298-0.00797558j -0.0019344+0.0030143j 0.00461808-0.00254543j 0.00409159+0.0127523j -0.00834702+0.00756477j -0.00487251-0.00379897j 0.0111797-0.00276419j 0.0144013-0.00604974j -0.000316023+0.00547387j 0.00229603-0.00174628j -0.00901342-0.00171593j 0.00346863-0.0133962j -0.00100619+0.00082856j -0.00466214+0.00130268j -0.00395018-0.001132j -0.00031859+0.00471864j -0.00212408-0.00715417j 0.00436362-0.00417692j 0.00336777-0.00584376j -0.00159849-0.00155546j -0.00344302-0.000382324j 0.00609662-0.00529833j -0.00233589+0.000962353j -0.00126579-0.00679081j 0.00230441-0.000548926j 0.00611737+0.00176362j 0.00491921+0.00849375j 0.0043984-0.00340946j 0.00109164+0.00634681j 0.00164946-0.00400762j 0.00340549+0.00415923j 0.00738443-0.00120351j -0.00239206-0.00467682j 0.00217475-0.00224035j -0.00636325+0.00156027j -0.0174877+0.0107059j -0.0671468-0.0354275j -0.0482881+0.047197j 0.0255471+0.0179961j 0.00635807-0.0116325j -0.010089-0.0587043j -0.100369+0.0323865j 
-0.00244037+0.0109563j -0.000157551-0.00220031j 0.0057294+0.0247359j -0.0293417+0.000301984j -0.00457002+0.00233838j -0.0160003-0.00569261j 0.00395392-0.000231773j -0.0160165-0.000546623j -0.00583435+0.0325587j 0.0111902-0.00491616j -0.0350919+0.000916596j -0.0175646+0.0199871j 0.0158645+0.00783143j -0.00363996+0.00903536j 0.0295431-0.0148625j 0.0290378-0.00189134j 0.0145362+0.000168105j 0.0115591-0.00602807j 0.0141214-0.0134136j -0.0109174+0.0147851j 0.00719828-0.0102783j -0.0170939-0.0150168j -0.00101462-0.0231586j -0.0074804+0.00332201j -0.0108942+0.0188664j 0.00240373+0.0134886j 0.004366+0.0131996j -0.00810509-0.0252166j -0.00336757-0.00743394j 0.00387897-0.0115287j 0.0185933-0.0067078j 0.0206954-0.0015322j -0.0147296+0.0131406j 0.00149226-0.0275483j 0.0104247-0.0140747j 0.0107713-0.0109415j -0.00970008-0.00584143j 0.00056989+0.00814567j -0.00812601+0.0142654j -0.00534021-0.0171616j 0.00596386+5.12485e-05j -0.00494041+0.024253j -0.00452286-0.0256002j 0.0153151+0.0157664j -0.00176939+0.00960345j 0.0186744+0.0105677j 0.0236822+0.0267487j -0.00975979+0.0152822j 0.000316337-0.010505j -0.00701338-0.0163068j -0.00879314+0.00868953j -0.0249985+0.0296253j -0.00677319-0.00375508j -0.0104668+0.018945j -0.0019755-0.00337323j -0.00488802+0.00486452j 0.000243813+0.0255324j 0.0132796+0.0088714j -0.0333562-0.0166052j 0.0192173+0.00737982j 0.0160313-0.0249031j 0.000697155+0.00514038j 0.00764373-0.0104715j 0.00766063+0.00282293j 0.0130372-0.0150136j -0.0134537+0.00904914j -0.00045846-0.0084355j 0.00311164-0.0100248j -0.0157785-0.0103984j 0.0147271-0.00586845j 0.00767545+0.000731671j -0.00215242+0.00826602j 0.00623506-0.0112936j -0.00172388+0.011267j 0.00601445-0.00850304j -0.00521493+0.0368631j 0.0128176-0.00506759j 0.0073449+0.0267505j -0.0147971+0.00535584j 0.00521572-0.032404j -0.0118702+0.000401612j 0.0042912-0.0232036j 0.0118818-0.022372j -0.00964941-0.0283337j 0.00277355+0.000712408j 0.0126294+0.023175j -0.0160621+0.0129677j 0.0315404-0.00572834j 0.0293546-0.0151842j -0.00224029-0.0217965j 0.00103608+0.00953854j 0.00342323-0.000672731j 0.0322266-0.00671638j -0.0043481-0.00114822j -0.0134483+0.00685439j 
-0.00511021-0.0126622j 0.00946379-0.00835247j -0.00407176+0.00172928j -0.0216137-0.0114173j 0.00761456-0.00416149j 0.0106009-0.011203j 0.0284011+0.0108665j 0.00936987-0.0172613j 0.002349-0.0084733j 0.00511627+0.0298692j -0.0236366+0.0338159j 0.0222911+0.000924823j 0.0059616+0.0027286j 0.00386306+0.00468124j -0.0121351+0.0139533j -0.00892791-0.00992676j -0.00636205+0.00432831j 0.0143192+0.00656506j 0.0143318+0.00772228j -0.0188812+0.0030041j -0.0194548-0.0093162j 0.0135651+0.00630453j 0.0138367-0.0100925j -0.00147097-0.0220357j -0.00298112+0.020329j 0.00903701+0.00700066j 0.0026936+0.0102771j 0.0176059+0.00331437j 0.00408594+0.024027j 0.00308402-0.0183277j -0.0159914-0.0189991j -0.00568422-0.00155531j -0.00790203-0.00817565j 0.00416558-0.00224238j -0.000652712-0.00597349j 0.00136439+0.00252049j 0.011529-0.0123719j 0.02162+0.0215989j 0.0198189+0.0148549j 0.00171641+0.00527297j -0.00750673+0.0323999j -0.00210565-0.00292669j -0.0102005+0.0119424j -0.00117733+0.00419424j -0.00924907-0.0160303j -0.0105888-0.00365405j -0.00766835+0.00590759j -0.00598374+0.0124431j -0.0293775+0.0498017j -0.0356188+0.0181469j -0.00128937+0.0196447j -0.0211898+0.0395511j -0.011184+7.53623e-05j 0.0156308-0.0289145j 0.000425139+0.00293514j -0.00381489+0.0102279j 0.0178167-0.00288321j -0.000482142-0.010372j 0.000508588-0.0217378j -0.000870152-0.00325032j 0.00143154-0.0194835j -0.0115468-0.00342177j 0.0271864+0.0116855j -0.0187958-0.0284995j -0.0120042-0.0260942j -0.00345358+0.000361213j -0.00270772+0.00705368j -0.00157129+0.00881655j 0.00195027+0.0141567j -0.00925997-0.0102567j -0.00761814+0.00602956j -0.0112101-0.0052017j -0.000875219-0.0194493j -0.0154439-0.0111051j 0.000701291-0.00297403j -0.000295798-0.0289955j 0.0237629+0.00304496j 0.0147642-0.0235934j 0.00158667-0.0194481j 0.00677119-0.0187551j -0.0156172-0.0114339j 0.0110365+0.00485865j -0.000707385-0.00611464j -0.0082005+0.0288846j -0.0174552+0.0179301j -0.0230242-0.0203001j 0.0138966+0.0145916j 0.00500472+0.0154442j -0.0251551+0.0161704j -0.00298906-0.00469741j -0.0119108+0.00227408j -0.00997692+0.0155532j -0.0337223+0.00915265j -0.0133644-0.00404713j -0.00637694+0.00612107j 
-0.00467939-0.00420312j -0.00459543-0.000232101j 0.0244024+0.00834462j -0.00450435+0.00956741j 0.0170811-0.00251979j 0.00548073-0.00120344j 0.0156177-0.00454241j -0.00599403-0.0142297j 0.00768687-0.01415j -0.00344829+0.0144439j -0.035889-0.00647741j 0.0156729-0.0147443j 0.004225-0.00346921j 0.0524859-0.00625676j 0.0276654-0.00214479j -0.0129912-0.00845455j 0.0105712-0.00942065j 0.0169989-0.00401882j 0.00443851+0.00685768j -0.013267-0.00730261j -0.00730406+0.00172185j -0.000830063+0.0136031j 0.0115184-0.00173135j 0.00331192-0.011873j -0.0117757-0.0201975j -1.51027e-05+0.0145036j 0.00216402+0.00165534j 0.00888029-0.00939158j -0.00430077+0.0304675j -0.0048924+0.00819376j -0.00718156-0.00933064j 0.0288898-0.00244388j -0.0135114+0.00410324j 0.00419892+0.00527441j -0.00601412+0.00152498j 0.00315739+0.0098539j 0.0108657-0.0157715j 0.0169002-0.00225063j 0.00862386-0.00662808j 0.00510852-0.00325243j -0.015845+0.00783046j 0.00984542-0.0196244j -0.015385-0.0161259j 0.00102885+0.0246147j -0.000815433-0.00680558j 0.00919077-0.015304j -0.0101822+0.015592j 0.00202982-0.0130261j -0.00455637+0.0106968j -0.000618067+0.0114517j 0.00137898-0.0161263j 0.00533212+0.00742814j -0.00739545-0.0119621j 0.0217931-0.0204482j -0.00354593-0.00259085j 0.0101061-0.00992393j 0.00471171+5.86085e-05j -0.00436854-0.00310491j 0.0123881-0.0133897j 0.00232368+0.0103649j -0.00578066-0.00827307j 0.00179999-0.00983377j 0.0299688-0.000571051j 0.00366234-0.0312984j -0.0178636-0.00866827j -0.0251675+0.0156007j 0.00119057-0.00757237j -0.0142317+0.0177831j -0.000795077+0.0292112j -0.00634775-0.00411116j 0.0145362+0.00164899j 0.00627344-0.0031213j 0.0135246+0.00510947j -0.000262536-0.00861503j -0.00816561-0.0286006j -0.00155588-0.0235949j 0.012825+0.000536498j 0.00634611-0.0200708j -0.015359-0.00911772j 0.0115055+0.00221253j 0.00311315-0.00377592j 0.0002905-0.0105876j -0.0142697+0.00770308j 0.00989001+0.0150656j -0.00876575-0.00177243j -0.00971471-0.00133806j 0.0144533+0.00167346j -0.00816323+0.00434916j -0.0139541-0.000279614j 0.00269478-0.00968369j -0.00875388-0.00510916j 4.52881e-05-0.0047013j -0.00469258-0.00130363j -0.0110925+0.000358325j 0.00436003+0.00421892j 
0.00753681+0.00108951j 0.00855852-0.00156j -0.0453541-0.0280525j 0.0261535-0.010262j -0.0250626-0.005546j -0.00394569+0.0105372j -0.0322333+0.000170389j -0.000555403-0.00251907j -0.00590863-0.0048539j -0.00757351-0.0163049j 0.00624416-0.00702717j 0.00123479-0.0100808j 0.00311947-0.0098378j 0.0205241+0.000928797j 0.018595+0.0160899j -0.0100729+0.00535419j 0.00184685-0.000631483j -0.0211145+0.0120914j -0.0123753-0.00036099j 0.0254927-0.00577399j 0.00138904+0.0108987j 0.0124862+0.0138448j -0.0264041+0.0344548j -0.00303371+0.000480162j 0.0208158-0.0139272j 0.0150591+0.00813668j -0.000610231+0.0138943j -0.00491066+0.0372535j 0.0211783+0.0161286j -0.00343163+0.00122979j 0.0125615+0.0071512j 0.0168059-0.0120649j 0.0188536-0.037307j -0.00642142+0.0123921j -0.00612736+0.00769917j -0.00724054+0.0330102j -0.0167859+0.0025367j -0.0195369-0.018618j 0.0147301+0.00961921j -0.000401644+0.00453736j 0.0166034-0.0119293j -0.00293489+0.0223613j 0.019276+0.0476347j -0.00757113-0.0173779j 0.00866938-0.00396542j -0.0159505+0.012726j 0.00481456-0.0305346j -0.00254152+0.029091j -0.0128875+0.014039j 0.00417943-0.0122508j -0.00889142+0.0160625j 0.0155527-0.00963186j 0.0100421+0.00869716j -0.00821995+0.0199286j 0.00511239-0.00700251j -0.0120854+0.00331519j -0.0135472-0.0291727j -0.000445374+0.00249947j -0.00190092+0.0253239j -0.0193732-0.0236076j 0.0065395+0.0166973j -0.00287203-0.00759937j -0.0209809-0.0077903j -0.00906852+0.0131874j 0.0148855+0.0154442j 0.0187597-0.0204516j 0.00533303+0.0112812j 0.0106335-0.0087085j 0.00458116-0.0268291j -0.0122092+0.00145447j -0.0173044+0.00025463j 0.00750496-0.0200093j -0.00777885-0.0075134j 0.00511507-0.00573371j -0.0027359+0.0250745j 0.0075062+0.00995589j -0.00162009-0.000588259j -0.0104527+0.0137099j 0.0184642-0.0063022j -0.0221112+0.0112186j -0.00478675+0.00899366j -0.00185603+0.00347024j 0.00944903+0.00798935j -0.00529629+0.0146422j -0.00843946+0.00628339j -0.00454702-0.00723369j -0.0163726+0.00447126j -0.00891956+0.0137086j -0.00135583+0.00692902j 0.00133664+0.0232815j 0.00914242+0.00307924j 0.00789747+0.00250061j -0.011716+0.00892997j 0.0155008-0.000804324j 0.000577094-0.00793648j 
0.0128173+0.00717297j -0.000409166+0.00821277j 0.00348592-0.0249003j 0.00938147+0.0100892j -0.00125767+0.0106919j -0.00552389-0.0117944j -0.000225346-0.00169709j 0.0140514+0.00133985j 0.000269568+0.0152782j -0.0146303-0.00733593j 0.00276328-0.00157295j -0.004766+0.0140875j -0.00102331-0.0150957j -0.0154915-0.00287484j -0.00222262-0.00331909j 0.00508989+0.00495326j 0.00644796-0.00527035j -0.00343495-0.00738375j 0.00613906+0.00160663j 0.00150944+0.00204673j -0.00077734+0.0221114j -0.0046275-0.0115117j -0.00418327+0.00384906j -0.00103062+3.89152e-05j -0.0245475-0.0142939j -0.0103603-0.000456476j -0.00089027+0.00864645j 0.00218025-0.00953531j -0.00418537+0.0110371j -0.00563945+0.00709963j 0.00107153-0.0034201j -0.00130954-0.0076433j -0.00397789-0.00441039j -0.00129918+0.000459594j -0.00985479-0.00975644j -0.00381367+0.0138228j 0.0132399+0.0182998j -0.00129674+0.0035724j 0.0166486-0.0011742j 0.00215592-0.0196391j 0.000162008-0.000157312j -0.00685421+0.000178123j 0.000753273+0.0129712j 0.0153976+0.0176807j 0.00601231+0.0021557j 0.00205706+0.0105904j -0.0105615+0.0190883j 0.012958-0.00568812j -0.000185023-0.00693957j 0.00892394-0.00340768j -0.00462081-0.00556445j 0.0299668-0.0188272j -0.00216764-0.0170405j -0.00549485+0.0371321j 0.00561291+0.00149732j -0.0272328-0.00680247j -0.0231638-0.0171431j 0.00465623-0.0152297j -0.0010354-0.00503683j -0.0229323+0.00786064j -0.0304351-0.00379243j -0.0146896-0.0311607j 0.00903909+0.0331435j 0.00758039+0.00556425j -0.0167344+0.0231886j -0.00763872-0.0313348j -0.019726-0.0146296j -6.69642e-05+0.0133411j -0.00449502+0.0284016j 0.00661037+0.000321633j 0.0161878+0.00424083j 0.00220534+0.0210468j 0.0154032-0.00809907j 0.0218987-0.00664436j -0.00628176-0.0578572j -0.000424566-0.00840513j 0.0311874-0.0213548j 0.0388602+0.0156737j -0.0143426-0.00125519j 0.0212315-0.0587045j -0.0104548-0.00290837j -0.0090508-0.035676j -0.0144764-0.00735186j -0.0115648-0.0114715j -0.000960942+0.020973j 0.000107197+0.00438691j -0.004955+0.0104661j 0.0272022-0.0018631j 0.00891174-0.00227488j -0.000748628-0.00232694j 0.00318379-0.0184701j 0.00907156-0.00725608j 0.00564093+0.0133901j -0.00589127+0.00308386j 0.00668654-0.00498806j 
0.0182988+0.00118012j -0.000306946+0.0188161j -0.00813121+0.00641004j -0.0158439-0.00543548j 0.0155252+0.00181056j -0.00209001-0.0100612j -0.010699+0.00771518j 0.0149587+0.0157503j 0.00344038+0.0109512j -0.00952574+0.0384172j -0.00823451-0.0112641j 0.0148116-0.0084608j -0.0135282+0.0134949j 0.00829661+0.00461875j -0.00462782-0.0083821j -0.00967772-0.00364044j -0.0123092+0.0237923j -0.0179675-0.0109806j -0.0123812+0.0173685j -0.00318921+0.00574838j -0.00219491-0.00394153j -0.0268304+0.00283273j 0.0147153+0.00798781j 0.00307+0.015043j 0.000810342+0.0155895j 0.00677933-0.017464j -0.00346158-0.00627501j -0.00335467-0.0172235j 0.0153071+0.0121991j 0.0120735+0.00918404j 0.0107933-0.0277996j -0.00521509-0.0100317j 0.00170924-0.0170793j -0.00386046-0.0111813j 0.0108943+0.000456309j -0.0114685-0.0378412j 0.00157496-0.0278801j 0.0117104-0.021459j 0.0072876-0.00893114j 0.0131313-0.040851j -0.000636308+0.0168861j 0.0206599+0.00509126j -0.0102315+0.0211865j 0.00559119+0.0108815j 0.00458798+0.0143905j -0.010605+0.010132j 0.0122348+0.0194817j 0.00660194-0.0064372j 0.00646588+0.00727138j 0.0215496+0.00823157j 0.014104-0.000433027j 0.00381189+0.00853291j 0.00698094+0.00488526j -0.02082+0.0135208j -0.00282724+0.00355241j -0.0120075-0.00258737j -0.00145694-0.00715013j 0.00670033-0.00314201j -0.0103005+0.0169046j -0.0292233-0.00908778j 0.0362403+0.0142702j 0.018327-0.0117327j -0.0414296-0.0267009j -0.0218703+0.0029147j -0.00375667+0.0164503j 0.00199418-0.0403483j -0.00774614+0.0238297j 0.0356534-0.0557121j -0.010679+0.00193035j -0.00599235+0.00284078j 0.00914055+0.00852744j 0.0236004-0.0107265j -0.00213409+0.0318766j -0.022872-0.00293068j -0.00899619-0.0238088j 0.000476101+0.00435359j 0.00173064+0.0198423j -0.00517067-0.00108274j -0.0172075-0.0298446j -0.00472727-0.00199019j 0.0225053-0.00212111j -0.00781714+0.0169902j 0.000959555-1.88174e-05j 0.00103754+0.000224295j -0.00519169-0.0218281j 0.00159654+0.00663599j 0.00630918-0.00473331j 0.00859693-0.00384054j -0.00400311+0.0134201j -0.00699529+0.0119187j 0.00547971-0.0056699j -0.00767013-0.0112446j 0.00522089+0.00143229j 0.00978554-0.00156616j 0.00257178-0.00511175j 
0.00897231-0.00438922j 0.0216269+0.00451946j -0.0362411+0.0321979j -0.0439856-0.0372689j 0.00461544-0.00933596j 0.00154935+0.00721242j 0.0198187-0.0212603j 0.0229651-0.00524286j -0.00275427-0.00519342j 0.000780649+0.0019696j -0.0142763+0.0128645j 0.0124525-0.016594j 0.00388198-0.0142201j -0.00551041+0.0135572j -0.00755488-0.00331756j -0.00360964+0.00643399j 0.0079195-0.00941001j 0.00974039-0.00514866j 0.0134161-0.00771224j -0.0112747-0.00226334j -0.010647+0.00105583j -0.0120584+0.0099169j -0.00133404-0.00658601j -0.00234189+0.0023633j 0.00414445+0.0009571j 0.000824869+0.00237192j -0.00575061+0.0132298j 0.0066393-0.0140021j 0.0108043-0.0229362j 0.0120506-0.0275812j 0.0121199+0.0143441j -0.0120177+0.00183736j 0.00652259+0.0266068j 0.0107021-0.00307927j 0.00989719-0.00701436j 0.0132935-0.0131448j 0.002275-0.0207358j 0.00349679+0.00612754j 0.0180744+0.0721393j 0.0131921+0.0117113j -0.0157408-0.00873922j -0.00492912-0.0182431j -0.0200565+0.0118785j 0.00915636+0.00125213j 0.00307188-0.0113651j -0.0137252+0.0137313j 0.00885118+0.00248752j 0.0126186+0.00923144j -0.0212713-0.0185619j -0.014608+0.0265611j -0.0256799+0.0217436j 0.0195317+0.0109964j 0.00507966-0.0156268j 0.00558271+0.0216707j -0.00858008-0.0227886j -0.00329744+0.00961699j -0.00771809-0.0196388j 0.02463+0.00613182j -0.0375574-0.00968269j -0.0108638-0.00474293j 0.022498-0.0182832j 0.00295111-0.0145185j -0.00383951-0.0294905j 0.00730588+0.0133516j 0.0157699+0.0141431j -0.0127464+0.00906997j -0.00556894-0.0220414j 0.0144497-0.0363476j 0.0177474+0.0121328j -0.0262941-0.0115416j 0.00995486-0.0044708j 0.00895129-0.00183704j -0.0149902+0.0038971j 0.00671254-0.0153j 0.000431024-0.0111857j 0.00152102+0.0159052j -0.00860711-0.02107j -0.004859+0.00892144j -0.0187228+0.0179235j 0.00919079+0.0124919j 0.0032108-0.0182267j 0.0131959-0.000894898j 0.000587183+0.0141513j 0.0105077+0.00917498j 0.012688+0.00212552j -0.00311454-0.0295226j -0.00902971+0.0242248j -0.00320924-0.00769845j -0.0105915+0.0080427j 0.000460566+0.00372748j -0.000490147+0.0155589j 0.0154145-0.000389693j -0.0145347-0.00159397j 0.00357264-0.0100794j -0.0148907-0.00141035j 
-0.00923456+0.000120215j 0.00193324+0.0171969j 0.0346731+0.0314081j -0.00229516+0.0234081j 0.0216102+0.0132443j 0.00504338+0.00635146j -0.00467142-0.0271839j 0.00563747+0.0390272j 0.0139867+0.0127111j -0.0140305-0.00817073j -0.0105283+0.00196709j 0.022914+0.00288377j -0.00894924+0.00111021j 0.00573169+0.0156443j -0.00645979-0.00319133j 0.00172514+0.00852691j -0.00432304+0.00351655j -0.0123803+0.00309994j -0.0231942+0.00577935j -0.00363041+0.00833931j -0.0011726-0.00625906j -0.0270788-0.00706868j 0.0134838-0.000370594j 0.0157513+0.00788651j -0.00705668+0.00038059j -0.00603824+0.0151013j -0.00463935+0.00646966j -0.00573392+0.00385808j -0.00374664+0.0203063j 0.0147167+0.042844j 0.00257238-0.00790308j 0.0001648-0.0216948j -0.0084929+0.0142244j -0.00133057+0.00686396j 0.00805954-0.011083j 0.00534854-0.00715154j -0.00166316-0.0253568j -0.00842018-0.0325754j -0.00752648-0.00249223j -0.00380124+0.006549j 0.000653196-0.0107422j 0.00812093-0.0336487j 0.0290577-0.0237161j 0.0275831+0.0170554j -0.0280622+0.0265744j 0.00537677-0.00130789j 0.00100787+0.0321497j -0.0100236-0.0185767j 0.0366021-0.0172658j 0.0151144-0.0108043j 0.0222335-0.0196556j -0.00104678-0.0161956j 0.0282303+0.0118326j -0.0232602-0.000765676j 0.00666998+0.0191382j 0.00289049-0.0105465j 0.00676628+0.0158067j -0.0118802-0.0157535j 0.0176864+0.0175324j -0.00474576+0.00311844j -0.00287596+0.0138852j 0.00312996-0.00204892j -0.0311849+0.0141912j -0.00420071+0.024024j -0.00556666+0.00899835j 0.0122587-0.0333776j -0.00122772-0.0178969j 0.00451049-0.0200485j 0.0220941-0.00864709j -0.0129121+0.00738839j -0.00809947+0.0167005j -0.0213685+0.0320011j -0.0205121+0.030742j 0.00280867-0.00826692j 0.00326441+0.00480065j -0.030665+0.0109459j -0.0105608+0.0466558j 0.00803698-0.00671477j -0.00284435+0.0242824j 0.00229732-0.0175819j 0.0151686-0.0122163j -0.0148365+0.0070394j -0.0118976-0.00304374j -0.00555713+0.00391998j -0.00443426+0.00174001j -0.00149668+0.0174407j 0.00337734-0.0111565j 0.00477814-0.0103625j 0.0063816-0.00710167j -0.0056725-0.0125926j -0.00519674+0.0029267j -0.000373496-0.0117756j 0.0165155-0.00737118j -0.00504697-0.00309462j -0.00273144+0.0053775j 
0.00750564-0.00588235j -0.00211169+0.0042471j 0.0019111+0.00175225j 0.0215035-0.0123431j 0.0145005+0.0123335j 0.00256851-0.0156337j 0.00876297+0.00848947j 0.0233335+0.00368318j 0.00074581+0.000206691j 0.00242998+0.00478862j -0.0217461+0.0125828j 0.0219694+0.00354211j 0.0176585-0.00354451j 0.0217284+0.0136472j 0.00469693+0.0127457j -0.00791322+0.00491379j -0.00271778+0.00970885j -0.000509013+0.00501463j 0.00139173+0.00366866j 0.0134553+0.00794992j -0.0105199+0.00266374j -0.0108856-0.0173021j 0.00641031-0.00111895j 0.00601168+0.0101423j 0.0184301+0.011185j -0.0106633-0.0151133j -0.00388534+0.00289314j 0.00622748-0.00714888j 0.0134753-0.031223j 0.000940665-0.0362341j -0.00617451+0.00171907j 0.0123878+0.00459331j 0.00546945+0.00519653j 0.00430305-0.00180938j -0.00964633-0.0132346j 0.000992229-0.0248685j -0.00401995-0.0063927j 0.000173659+0.000773458j 0.00761317-3.72886e-05j 0.00565406+0.018101j -0.0158632-0.0182448j -0.00924978-0.0378643j 0.0121631+0.0180067j -0.00616727-0.0242338j -0.0048723-0.0171157j -0.019015-0.0279041j -0.0240578-0.000979694j 0.00630259-0.0179197j -0.000410833-0.00949595j -0.00872802+0.017995j 0.000496312+0.00172957j 0.020668-0.0133329j -0.00150197-0.00559673j -0.000620845-0.0173175j 0.00742052+0.0208136j -0.00370216-0.00737144j -0.00319988-0.0136118j -0.0103422-0.0154059j 0.015248+0.0129403j -0.000857479-0.00362528j -0.00408246+0.00491125j 0.005912+0.00565538j -0.0162742+0.00579274j 0.0106162+0.0272522j -0.0021612+0.0045971j 0.026758+0.00192435j 0.00900914+0.00707505j 0.0241-0.0124593j 0.00414232-0.0115958j 0.00335723+0.0145053j -0.0189929-0.00762151j -0.0125328-0.000949825j -0.00259841+0.0267744j -0.00203996+0.0152804j 0.0214783+0.0285864j -0.0163937-0.0245894j -0.0191037+0.000772562j -0.00817401-0.0405371j 0.0154995+0.0224973j 0.0085506+0.0131843j 0.00886023-0.0212981j -0.0232878+0.0254304j -0.00193098+0.015282j -0.00314875+0.0140005j 0.00735534+0.0134885j -0.00562899+0.000214923j 0.0260135-0.0123629j -0.0147432-0.00534496j -0.0178372+0.000802843j -0.0010083+0.00907982j 0.00159681+0.00763201j -0.000653859+0.00784132j -0.00754532-0.00965101j 0.000977067-0.00083602j 0.0010696-0.00146297j 
0.00833926+0.00696407j -0.0144676+0.00550255j 0.0212917+0.0297013j -0.033671-0.00324171j 0.0166326-0.00268379j -0.000338797-0.00124122j 0.0211144-0.00279497j 0.0201921-0.00822399j -0.0045396+0.00869373j 0.00407503-0.000132952j 0.00280037-0.00716547j -0.0106447-0.0112183j -0.00625318-0.000357845j -0.00788372+0.00923725j -0.00753855+0.00829411j -0.00381562+0.000731156j 0.00577902-0.00062177j 0.020918+0.00956848j 0.0182503+0.0127607j -0.0167614-0.00345676j 0.00986522+0.00214334j -0.0163548+0.00336268j 0.0336016+0.0130006j 0.0039529+0.011197j -0.000832584-0.0180059j -0.00631687+0.0101006j -0.00262276+0.0145737j 0.000119795-0.0169993j 0.00206811+0.0326749j 0.00435267+0.0191178j -0.000316395-0.00507346j -0.0080928-0.0159269j -0.0116125+0.0227634j 0.00686544+0.0058849j 0.010778-0.00282354j -0.00748884+0.00794208j -0.014388-0.0166192j 0.0131909-0.00237978j 0.00625242+0.0210925j -0.00264286+0.0111359j -0.022303-8.10781e-05j -0.00307456-0.0287094j -0.0124104-0.00864889j -0.00227648-0.0148409j 0.00560056-0.0110514j -0.00169514-0.0165965j -0.00697849+0.027771j 0.00317967+0.00723177j -0.00496746+0.00301785j -0.00992417-0.000977145j 0.00152744-0.00205267j -0.00452231+0.0167636j -0.0131257-0.00833457j 0.005545-0.0101138j 0.00457744-0.0197512j 0.00322079+0.00438144j 0.00602505+0.00191078j -0.000506347+0.0144284j -0.0253074-0.00856475j 0.0189314-0.0124097j 0.0307994-0.0275874j 0.000481217+0.00129707j -0.00502543-0.0462372j 0.0136474+0.00864916j 0.0100485-0.0211342j -0.0171334+0.0161378j 0.00630933-0.00280545j 0.0157145-0.0247359j 0.00573814-0.000382691j 0.00189414-0.00268895j 0.00344611-0.00639379j -0.00482652-0.00474134j -0.0044655+0.0172785j -0.00333407+0.00677511j 0.0134694+0.00926913j -0.0146353+0.00476682j -0.00134956+0.00141965j -0.00577582-0.0285998j -0.00111822+0.0166545j 0.00345022+0.0224699j 0.00531595-0.0111447j -0.0123029-0.00462427j -0.0125836+0.00454024j -0.00407181-0.0220958j 0.00793246-0.00336467j 0.0188146+0.0151411j 0.0275847-0.014647j -0.0150798+0.00328873j 0.0139743-0.0163731j 0.0112416-0.00673803j 7.13095e-05+0.00650445j 0.0052857-0.0054474j 0.0270841-0.015179j -0.00239613+0.0065298j 0.00220482+0.00414429j 
