-0.0238912+0.0574946j 0.0194727-0.0306813j 0.0362131+0.00585193j -0.032576-0.0412205j 0.0104477-0.0269221j 0.0181345-0.0257893j 0.0304149-0.0298167j -0.0414614-0.0351754j -0.0306888-0.0300755j 0.0240702+0.00686951j 0.0159679-0.000715069j 0.0286082-0.0354739j -0.0606597-0.0604594j 0.0213121+3.95527e-05j 0.0419268+0.00101566j 0.0141818+0.0258038j 0.014221-0.0120541j -0.0164934+0.0337103j -0.00641061+0.03962j 0.0030023-0.0182386j -0.0137474-0.0272453j 0.002887-0.0587076j -0.02425-0.0109825j 0.00440544+0.0143673j -0.0324516-0.0084823j 0.00842248-0.0230181j -0.0134038-0.012106j -0.0159521-0.0258834j 0.028367-0.0681016j 0.068508-0.0251964j -0.0212481+0.0844694j -0.0144675-0.0583818j 0.0317845+0.0341875j -0.0141977+0.0176375j -0.0128839+0.0283237j 0.0285102+0.0499538j -0.0168664-0.0465956j 0.0137446-0.0145588j 0.00967085-0.0154652j -0.00721652+0.0256978j 0.0939468-0.0174379j 0.0253991+0.00365943j 0.0190268-0.0758089j 0.0554052+0.0587663j -0.0496351+0.13029j 0.00685378-0.0271676j -0.0554478+0.0085225j 0.0331757+0.0431604j -0.0381059+0.002842j 0.0447536+0.0455616j -0.00721184+0.0304575j -0.0395165-0.015112j -0.0608909+0.0280464j 0.00598685+0.00914625j 0.0384875-0.00250462j -0.0289749+0.117889j 0.0119865+0.0850087j -0.0849658+0.0427511j -0.0418434+0.0284174j -0.099909+0.0632667j 0.0242562-0.000815267j 0.121517+0.0246837j -0.0117009+0.0157225j 0.0101248+0.00633892j -0.0208778+0.00788579j 0.02118-0.0247003j -0.017225-0.023434j 0.0299281-0.0084711j 0.111954-0.245579j -0.221833+0.139817j 
0.0192465-0.0135479j 0.00632449-0.0511987j 0.0307067-0.0136855j 0.0422197-0.00922384j -0.0174558-0.00655672j 0.0541577+0.00266592j -0.00358878+0.0139396j -0.106361-0.00965104j 0.0434602+0.000289653j 0.0864739+0.00854198j -0.0271492+0.0577415j -0.00250051-0.0423009j 0.00570935+0.00021185j 0.0162309-0.00238675j -0.112741+0.0401654j 0.00434747-0.00852223j 0.0125823+0.0403262j 0.113619+0.0472268j -0.0251555-0.0853612j -0.0373098+0.0545575j 0.00883465+0.0201626j -0.0276692+0.0104561j -0.0574285-0.016237j 0.0615421+0.0618385j -0.0581938-0.0542681j -0.0272287+0.0183684j 0.0259298-0.0475855j -0.0830201+0.0678002j -0.0210647-0.0419083j -0.0346902+0.142965j 0.051604-0.0506318j 0.00468639+0.113317j 0.106462+0.14868j 0.00488677-0.101515j -0.00679065+0.0844778j 0.0650656+5.38671e-05j -0.13484+0.0352188j -0.046953-0.00817953j 0.00869894+0.105136j 0.0470905+0.0246568j -0.0125616-0.0209911j 0.0595824+0.0365375j 0.0392574+0.0445568j 0.0218319+0.0135554j -0.0600952-0.0242304j -0.0340718+0.019534j -0.0695303-0.0332895j 0.0944775+0.0346529j 0.0380667+0.0149793j 0.14041-0.0721295j 0.00969358-0.0421012j 0.0851381+0.0106183j -0.146644-0.0060279j 0.00601104+0.08568j -0.0898196-0.0474758j -0.0684339+0.0854607j -0.139327+0.016893j 0.00477479-0.00328759j -0.00620044+0.0645483j -0.134372+0.0113911j -0.0127965-0.100929j 0.0235368+0.0362265j -0.0205299+0.0528342j -0.0139796-0.134091j 0.0321275-0.0398309j -0.0958219-0.145806j 0.0230974+0.0498367j -0.0664221-0.000513205j 0.0378389-0.0996532j -0.0171939-0.037269j 
0.0112026-0.0132066j -0.00452465-0.0209421j 0.0342326+0.0152886j 0.0459132-0.00140612j 0.033403+0.0376487j 0.00167496-0.000189269j 0.0455167+0.00271106j -0.0317602+0.0961385j -0.0186991+0.00394532j 0.0541425-0.00583602j 0.0559706+0.0289159j 0.0345188+0.0132623j 0.0186076-0.0031167j -0.0144098-0.0324025j 0.0570959-0.00337765j 0.0103041+0.0114121j -0.00338212-0.0243242j 0.0314715+0.0263803j 0.035135-0.0334165j -0.0118616+0.0284197j 0.00531513-0.0251951j 0.063861+0.0102605j -0.0429101-0.01126j -0.0407127+0.00967123j 0.00889049+0.0580842j 0.0257675-0.0322349j 0.03109+0.0192205j 0.0420596+0.0165462j 0.000813613+0.0302663j -0.0129361-0.0119204j -0.00892255-0.0108291j -0.0216389+0.104327j 0.00167007+0.0235429j 0.0262621+0.0242684j 0.0292911+0.00270406j 0.00597353+0.030978j 0.0169696+0.0529281j -0.039743+0.0115263j 0.0639243+0.00169341j 0.0762637+0.0303294j -0.0466881-0.0362584j 0.0332402+0.0150239j 0.00432509-0.0277372j -0.0416614-0.00270356j -0.0297486-0.0265805j -0.0502489-0.00128796j -0.0136448-0.0164611j -0.0699815-0.00166627j 0.0423321-0.00698674j -0.0614173-0.070189j 0.0497524-0.0284355j 0.0244229-0.0068573j 0.0248461+0.0369223j 0.0333655+0.0396264j -0.00761691-0.00675347j -0.030842+0.0518817j -0.0367718-0.00903596j -0.0802938+0.00197022j 0.00636735+0.007297j -0.0125545+0.00129103j 0.026505-0.0195179j -0.0274252+0.0255415j 0.0134028-0.0278526j -0.00537249+0.0447936j -0.0253528+0.00877989j 0.0165991-0.0432991j 0.00385064+0.0369111j -0.00162001+0.0041178j -0.0371762-0.00566833j 0.0587918-0.0186123j 
0.0191933+0.0243522j 0.0200035-0.0113912j 0.0170035-0.0631327j -0.0350733-0.0162647j -0.0647089-0.127989j -0.00675397-0.0690179j 0.0129788+0.027878j 0.0656522-0.152838j 0.0294337+0.0958013j -0.00724897+0.12844j -0.0149333+0.0513805j -0.0454808-0.074259j -0.0268864+0.13298j 0.0116571+0.021179j -0.00817058-0.0751434j -0.076448-0.140756j -0.0763174+0.0392183j -0.0507358-0.0201002j -0.0565184-0.0120572j 0.0174824+0.0158459j -0.0353178+0.172551j -0.109776+0.0586303j 0.0745141+0.101394j 0.0744084-0.0874466j -0.0533297-0.205856j -0.0795341+0.153802j 0.0653491+0.0872251j -0.0473199-0.0924423j -0.110955-0.0408119j 0.0891556+0.04445j -0.0825068-0.0130583j 0.0602915-0.0229288j 0.0557285-0.0459076j 0.0486805-0.13974j -0.0777552-0.0445073j -0.0137955+0.0734183j -0.00759363-0.0337492j 0.000760505-0.0169212j -0.029511+0.081418j -0.0871304+0.000396539j -0.0131044-0.0458049j 0.0135488-0.0842539j 0.0533017+0.0178493j 0.0519213-0.0513249j -0.0428277+0.0170007j 0.0598215-0.0848141j -0.0345276+0.0378205j 0.111803+0.113221j 0.146632-0.0527659j 0.0374512-0.0113704j -0.0150951-0.091534j 0.0111418+0.0180996j -0.0133555-0.0537685j 0.0626018+0.00964375j 0.0662859+0.0377912j 0.0834654-0.0335785j 0.0301154+0.0389428j 0.0932806+0.00387609j -0.0379076-0.0273463j 0.00338028+0.0425312j 0.00168537+0.0503444j -0.0799714-0.056405j -0.00718476-0.0453351j 0.0756444-0.145823j 0.0168549-0.119017j 0.0908759+0.0561733j 0.011191-0.047801j -0.00378733-0.00603546j 0.0355741-0.00431302j 0.0225998-0.0375268j 
0.000594362+0.000640063j -0.00598094-0.00707228j 0.00367968-0.0454212j -0.0295882-0.026299j -0.0557282+0.136845j -0.0142046-0.12183j 0.00514276+0.0983472j -0.000675815+0.161888j -0.0132549-0.0516268j -0.0413259+0.0718627j 0.0465755+0.0172948j -0.0555347-0.0142394j -0.0600127+0.0668878j -0.00622657+0.0330563j 0.00393352+0.072677j -0.0069301+0.0130665j -0.0936966+0.0177044j 0.0948677-0.00828331j 0.0574476+0.0882083j 0.0295162+0.0118034j -0.00781975-0.00862995j -0.0590364+0.00860129j -0.0150106+0.0640549j -0.0752522-0.113702j -0.0823094-0.0844633j 0.0266794+0.0724761j -0.0309601+0.0473852j 0.18715-0.0239191j 0.233123-0.0387951j 0.0429653+0.0179217j -0.0931805-0.0755691j -0.00618287+0.00788466j 0.022806+0.0459971j -0.0255805-0.0141986j -0.122424-0.0463219j 0.0324602-0.0295622j 0.0754542-0.016409j 0.0650284-0.0648019j -0.026519+0.0336954j -0.0684093-0.0795755j -0.0541711-0.00476271j -0.0535996+0.00758405j -0.0146197-0.020032j 0.0163403+0.00377456j -0.0300842+0.0496498j -0.154082-0.098896j 0.00629744+0.0393443j 0.134709-0.0780642j 0.362311+0.052501j -0.0146914-0.019851j -0.0101202+0.00157258j 0.00881794-0.049883j 0.003821+0.0812662j -0.0885243+0.0652292j 0.0356524+0.0341108j -0.0181321+0.0464487j 0.026667-0.0749408j -0.0330916+0.0372145j -0.070241-0.0196104j 0.0177171-9.68394e-05j -0.000472755+0.0165322j -0.0436777-0.0298063j 0.0181307-0.232418j -0.035745+0.0309508j -0.0909049-0.0907312j 0.00429891+0.0479412j 0.00694313-0.0312195j -0.00391276+0.00683649j 0.00998469-0.0149755j 0.00102458-0.00401234j 
0.0360909+0.031056j 0.0206314-0.0136141j 0.0685074-0.116538j 0.0328737-0.0857689j 0.00565203-0.045204j 0.0128568-0.0751512j 0.0516262-0.0101415j -0.0300325+0.0271074j 0.0390078-0.0293376j 0.019036+0.167955j 0.0770127+0.118371j 0.0350584+0.0372063j 0.0775253+0.0602289j -0.0209008+0.116791j -0.000564884+0.00326999j -0.000935255-0.00743542j -0.00740199+0.0885742j -0.101304-0.0660535j 0.00982159-0.0826839j -0.0832743+0.0112602j 0.00764557+0.0178793j -0.140299+0.12893j -0.0595396-0.0888775j -0.031712+0.15753j 0.00700976+0.0332049j -0.0427694-0.0568546j 0.0845266-0.11484j -0.00601957+0.114955j -0.0908528+0.0564424j 0.202994+0.0449245j 0.00897017-0.0531509j 0.0493869+0.0460398j 0.0138543-0.0416683j -0.057315-0.00267904j -0.0227082-0.0592251j 0.0240478-0.0898259j -0.0273732+0.0406861j -0.00467069-0.0594567j -0.0898159-0.11807j -0.0242876-0.0235705j 0.0154525-0.0559922j 0.026201+0.0756574j 0.00643185+0.0931777j -0.0107291-0.0541909j 0.0552876-0.0881787j 0.0306454+0.0604205j -0.0387436-0.0282672j 0.049595+0.0233513j 0.246115+0.024575j -0.0265454+0.0251609j 0.0100293+0.0152548j 0.0633936-0.000385477j -0.00701054-0.0242683j 0.0364007-0.0592922j 0.0626848-0.0415879j -0.0359041-0.0535132j 0.0318332-0.0249j -0.0741889+0.0420493j 0.00988941+0.0391077j -0.0168635-0.0301382j -0.0280984-0.00813937j 0.0309552-0.00624721j 0.0120164-0.125064j 0.0612397-0.0172079j -0.0401871-0.04837j -0.0412671-0.0551951j 0.0417561+0.0206903j -0.00499092+0.0307546j 0.00249917+0.0211981j 0.0369979-0.0285117j 
-0.058618-0.0196233j 0.00402982-0.0120067j 0.0465556-0.0447044j 0.0394173-0.00161329j 0.0358551-0.0721204j -0.00152813-0.025293j 0.0203335+0.113228j -0.0162763+0.0222891j 0.139648+0.116585j 0.032382+0.111759j 0.0550407+0.0704448j 0.0284766-0.0812395j 0.0794826+0.081843j -0.0366454+0.068412j 0.0496863-0.0712464j 0.0156391+0.0141018j -0.0142946+0.0017178j -0.072581+0.0797562j 0.0352315+0.0297704j 0.03229-0.000971141j -0.0880951-0.0882687j -0.0357125-0.0821404j -0.0415003-0.00345328j -0.06577+0.0403815j 0.00261801+0.108471j -0.0633189-0.0635338j 0.0680963-0.0230797j -0.0508969+0.0264393j 0.0281395+0.059088j 0.143555-0.106309j -0.0749517+0.137386j -0.0962349+0.0422473j -0.0266986+0.0948921j 0.0118529+0.0143999j -0.00594887+0.0739349j -0.0863858+0.067276j 0.0661659+0.0733024j 0.0139079+0.00451775j 0.00758839+0.0186633j -0.0138971+0.00981084j -0.0561366-0.0850332j 0.0884587+0.0387096j 0.0490494-0.107161j -0.0529634+0.0700327j -0.0656297+0.0434942j 0.0253086+0.0519957j 0.0367718-0.010256j -0.014873-0.0483529j 0.125684+0.00915922j -0.0769942+0.0762576j 0.0644744+0.028726j -0.0144667+0.00583063j 0.0205694-0.0288237j 0.069854-0.0150407j 0.059549-0.0435018j -0.0522855+0.0199249j 0.0513522+0.0589799j -0.09547+0.0181961j 0.0378432+0.0261556j 0.00142566+0.0793286j -0.0888969+0.0455937j 0.0577607+0.0793661j 0.038736-0.0855276j 0.0443791+0.0805216j -0.0338526+0.0265975j 0.0202141-0.0657278j -0.0691797+0.0156382j 0.0101818+0.00265833j -0.101496+0.00791459j -0.0407212+0.0490904j 
-0.0317865-0.0452118j -0.0126335+0.00126736j 0.041557+0.0204656j -0.0499756+0.00664706j -0.0583627-0.0585009j -0.0294054-0.0481877j -0.0726596-0.0363281j -0.029785-0.101902j -0.0360822-0.00339126j -0.00264795+0.0274981j 0.0276425-0.055514j 0.0166873-0.0319745j -0.0349806+0.00218106j 0.0023775+0.112525j 0.0084407-0.045557j -0.0864697-0.166993j 0.0298302-0.035596j -0.0154774+0.060546j -0.0401759+0.0813251j -0.0654239+0.0284268j -0.0575286-0.0544462j -0.0745207+0.00110522j -0.00429045+0.129517j -0.0115215-0.104358j -0.0483307-0.0188994j -0.061624-0.00301135j -0.00381291-0.0733202j -0.0430727-0.0409532j -0.0551486-0.0168145j -0.0736168+0.0224161j -0.0276773-0.0865389j -0.0267344-0.0797631j 0.138244-0.0314392j -0.0393029+0.0180592j 0.0764408-0.0303477j -0.0380626-0.0866988j 0.0773399+0.0665658j 0.0351569+0.0295628j -0.037362+0.0858129j 0.0133185+0.0428011j 0.0347836+0.00441713j -0.103521+0.0674077j -0.131354-0.0416395j -0.103825+0.0259026j 0.00712621+0.00355555j -0.0186275+0.0094455j -0.0273414-0.0255393j 0.0958859+0.0210119j -0.0214944-0.00191139j -0.0515193-0.0239347j -0.204543-0.00620818j -0.0510344+0.0626151j -0.0908024-0.061645j 0.0206504+0.0107055j -0.134615-0.00421366j -0.0445047+0.0386048j -0.0702808-0.0345114j -0.0651275+0.00614803j -0.00810059-0.00926489j 0.0176071-0.0330845j 0.0397628-0.0573385j -0.0482437+0.0135805j -0.027575-0.0481606j -0.00689979+0.237786j 0.0730919+0.0996687j -0.136104+0.0864131j 0.0541109-0.0136666j 0.00127384+0.0591332j -0.0167947-0.0310092j -0.0270053+0.0200969j 
0.0373104+0.00844453j 0.0232248-0.0157283j -0.0137207-0.0151155j -0.0860168-0.054296j -0.0783126+0.0845013j -0.0120404-0.0080195j 0.00374613+0.0315587j -0.0141205+0.0124219j 0.0149063-0.0589504j -0.0361753-0.048562j -0.0805298-0.0269454j -0.0288393+0.0498131j -0.122412-0.00925981j 0.116424+0.0260938j -0.0593988+0.00641403j 0.058818+0.0510514j 0.103681+0.00785285j 0.0548066-0.0887257j 0.00849606+0.0250349j 0.0268647-0.027781j 0.0680562-0.0131179j 0.127671-0.0619536j 0.0562625-0.0331029j -0.0402851-0.119555j 0.0376842-0.0885278j -0.0520133+0.0186247j -0.103858-0.0453009j 0.0590903-0.0381704j -0.0076381-0.0290244j -0.0518692+0.00321729j 0.0454865+0.0774129j -0.0553545-0.0187469j -0.118877+0.092836j -0.0399404-0.102125j 0.0492656+0.0741079j -0.0368343+0.0458122j 0.0918829-0.0539387j 0.068739+0.0091148j 0.0337021-0.0434684j 0.0189967-0.0392738j -0.0265172+0.00570177j -0.0492525+0.123689j -0.0609589-0.0407906j 0.016294+0.106946j 0.0220374+0.0438374j 0.0595928+0.00716804j 0.0305651-0.0171553j 0.0704475-0.0645628j -0.0224371+0.00622357j 0.14329+0.0236705j 0.016487+0.0831218j 0.0523134+0.0621881j -0.000287793-0.0314047j -0.0732736+0.0496304j -0.0365+0.0115406j 0.0330931-0.0019358j -0.0145842-0.0229969j 0.123632-0.000609027j -0.0491406-0.010447j -0.0438425+0.0606763j -0.150323+0.0190356j -0.0407526+0.136833j -0.000718494+0.00442491j -0.0125279-0.207885j -0.00315534-0.136842j -0.105835+0.0488954j 0.0408108-0.01428j -0.0375386+0.0561037j 0.0301976-0.0429671j -0.0392663+0.0877078j 
0.0413909-0.0223293j -0.0222966+0.0179764j 0.0477354+0.0116391j 0.0817803-0.0302798j -0.081839-0.0838746j -0.0360189-0.00689167j 0.00958664-0.106744j -0.157872+0.138132j 0.126504+0.00765259j -0.0282942+0.0160915j 0.0205615+0.0520412j -0.108053+0.0865371j -0.00466197+0.00384958j -0.00505331+0.0992742j 0.0577168-0.015103j 0.00508811+0.0808665j 0.143403-0.157177j -0.0611668-0.155195j -0.00357538-0.0685199j 0.0376925-0.0461043j 0.0648846-0.0381099j 0.0571766-0.0700527j -0.0203871+0.0590357j -0.013538+0.155448j 0.06332+0.0736546j 0.0402444-0.0217429j 0.0852304-0.0345985j -0.0469613+0.0893282j -0.00605146+0.0965594j -0.0179697-0.0386723j -0.0177452+0.0361197j -0.0343581+0.0397731j -0.0208599+0.104093j -0.0760666+0.103564j 0.113855-0.0881682j -0.0590398-0.0279247j -0.0143471-0.00904181j -0.0403753-0.118625j -0.0904034+0.0152257j -0.0405367+0.0166011j 0.00417269-0.030592j 0.0406328+0.0896635j -0.0911144+0.0274002j -0.174362-0.0035839j 0.0203243+0.0356705j -0.0480483+0.18259j -0.0442594-0.0580921j 0.0408144-0.00363361j 0.0225793+0.0150711j 0.100923+0.116608j -0.0504813+0.0866721j 0.00960421-0.0254617j -0.0765084+0.0358497j 0.0395157-0.0176169j 0.00775993+0.0549422j 0.0579111-0.0274574j -0.0221451-0.0209316j 0.0226751+0.0662912j 0.0232547-0.0611643j 0.00533078+0.0217502j 0.0815064-0.00586475j 0.0209017-0.0173136j -0.00507843-0.0071661j 0.00684677-0.102052j 0.0187425-0.0780765j 0.235733+0.0215455j -0.0407837-0.0412111j 0.0566494-0.0125081j -0.00691079+0.0136586j 0.0129095-0.0358061j 
0.0120288+0.00185489j -0.0360077-0.0200597j 0.0332264-0.0311765j -0.013798-0.0130664j 0.17881+0.051571j 0.0135174-0.0191073j -0.0387221+0.0846639j -0.0774112-0.00180746j -0.0867546-0.0677267j 0.00132842-0.0493588j -0.0687451+0.0122148j 0.0218688-0.0560415j -0.0236855+0.0601734j -0.0586341-0.0342398j -0.035205+0.148891j 0.018906+0.0391904j 0.0188856+0.0852924j 0.0106176+0.0707421j -0.0708943-0.0998402j 0.00266758+0.110881j 0.0391434-0.0446963j 0.00972293-0.112493j -0.00783597+0.0216199j -0.0731177+0.149046j 0.0464748-0.0636584j 0.0355006-0.03342j 0.0631975-0.107953j -0.0010392+0.0454132j 0.00136541-0.0139161j -0.125636-0.0123864j -0.0100158+0.0398931j -0.0921956+0.0960169j 0.00193057-0.0123115j 0.0168957+0.0197808j 0.135477-0.0489535j -0.034966-0.104233j 0.0273669+0.0545167j -0.0189642-0.131461j -0.0478561+0.0796725j -0.0441576+0.0058412j -0.0637812+0.0293228j 0.116071-0.0916869j 0.0521073-0.106983j -0.102+0.0812325j 0.00670094-0.0138608j -0.0784894-0.111678j -0.139248+0.112812j -0.00604983+0.00872979j -0.0485447+0.0193526j 0.0206646+0.0170754j -0.111178-0.0202107j -0.0598079-0.0743086j 0.00604788+0.0296097j 0.00843335-0.0942204j -0.0379965-0.0187886j 0.0511228+0.0441416j -0.109039+0.0673629j -0.00072146+0.0723608j 0.0379402-0.0741811j 0.00910898+0.0556121j -0.02493+0.00974587j -0.0361591+0.0243972j -0.0350666-0.0226951j -0.0480446+0.0633681j 0.0571912+0.0188069j 0.229241-0.0779956j -0.0160714+0.00625222j -0.0391075+0.0270879j 0.0014384-0.0235473j -0.0218747+0.0197241j 
-0.0157621-0.0315219j -0.0263316+0.0686912j -0.0314286+0.065631j 0.0319342+0.0499637j -0.0621061-0.0398946j 0.0247559-0.0312618j -0.0663206-0.140832j -0.0306701-0.0282421j -0.019466+0.0819672j -0.0203332-0.088416j 0.0307235-0.118351j -0.0188159+0.0646062j 0.0059098-0.0402279j -0.0384937+0.055659j 0.0471599-0.0237362j -0.0200712+0.00695627j 0.0336323-0.0562376j 0.0378974-0.160656j -0.0128963+0.0195407j 0.0165289-0.0424275j -0.0302944+0.115074j -0.0199736-0.00754659j 0.00449349+0.129555j 0.0589742+0.00862177j 0.0324291+0.00466116j 0.0205057+0.0917426j -0.0126662-0.0191059j 0.0296006+0.0927329j 0.026166-0.0988068j 0.031177-0.0369831j -0.0163862+0.00598004j 0.0201533-0.000879797j 0.0503791+0.027761j -0.0413944-0.0613878j 0.0192821+0.0907498j -0.0424116-0.0225103j -0.0249074+0.0818148j -0.0340415-0.0689559j 0.00646739-0.0183781j -0.140324+0.0618242j 0.0923888-0.026926j -0.094715-0.00673928j 0.0938099+0.0383829j -0.107154-0.108668j -0.0691136+0.126388j 0.0463764+0.130452j 0.0801091-0.042837j 0.0130227-0.00269973j -0.0200164+0.0299089j 0.0497515+0.0719969j 0.00260337+0.0183492j 0.00720106-0.0104964j 0.0162579+0.0414295j -0.00458108+0.0469642j 0.0285392+0.0472353j -0.00692368+0.00628102j 0.0506334-0.028009j -0.0288177-0.0168208j 0.0180763+0.0414941j 0.040307+0.00997424j 0.026909-0.0282672j -0.0601283-0.0769618j -0.0142911+0.0490028j -0.00743847-0.0903764j 0.0265623-0.0214241j -0.0256536+0.0534692j -0.0417013-0.00711803j -0.0246963-0.00516775j -0.0177408+0.0413851j -0.0313019-0.0312213j 
0.0142522+0.0964507j 0.0526144-0.0302853j 0.063964-0.0727524j -0.108352+0.00347444j -0.032247-0.0700635j 0.0217568+0.065232j -0.0288888-0.231111j -0.0880965+0.00883634j -0.0866413-0.0371858j -0.00940547+0.0590751j 0.134586-0.0122896j -0.0555223+0.12669j -0.0397993-0.102663j -0.102526+0.117374j -0.0551893+0.00137205j -0.0530831+0.0634202j 0.120249+0.109309j -0.159703-0.0279411j -0.040798+0.0752485j -0.0196967+0.00853876j -0.108347+0.00246443j -0.130703+0.0398091j 0.0252057-0.0120206j 0.0171682+6.08383e-05j 0.0593063+0.119452j 0.0466703+0.0477247j 0.0540983+0.0375199j 0.0463204+0.0492523j -0.0433447+0.0134846j -0.0248114-0.0340711j 0.0324526-0.050799j 0.014427+0.0674145j -0.105951-0.0271817j 0.03872-0.0888518j 0.0170807+0.0249883j 0.00173809-0.0211827j 0.0101154-0.050246j -0.0307303-0.0823788j 0.0588095-0.00590162j 0.0551267-0.0247534j -0.056387+0.0363476j -0.0717761+0.0018862j 0.137293+0.122896j 0.209124-0.0317064j 0.0396527+0.00239077j 0.0265032+0.101307j -0.189984-0.114102j 0.0223218+0.0646122j 0.013904-0.0293242j -0.0570909-0.179264j 0.0110334-0.0220599j -0.0708734+0.0246332j 0.012981-0.053172j -0.107396+0.00567719j 0.0251468-0.0154509j -0.0434515-0.0174944j -0.0545699+0.0857883j 0.00121454+0.0511653j -0.02425-0.0128273j -0.0051774+0.0279795j -0.0795945+0.0289555j -0.075412+0.082898j -0.012004-0.00757477j -0.0235241+0.161965j 0.0135945+0.082855j 0.171426+0.0361805j -0.0209377+0.0316468j -0.0767989+0.00599302j 0.0381378-0.0449673j 0.0223519+0.0450773j 
0.0042573-0.0406888j -0.0379251+0.00806882j -0.0594162+0.0572944j 0.0583456+0.00242001j 0.0491458+0.0658182j -0.020038-0.0359118j -0.0148998-0.0196821j 0.0272324-0.0342372j -0.0750259-0.0405343j -0.00913474-0.0921653j -0.0225963-0.0351331j -0.024078+0.0603081j -0.0174823+0.00248393j 0.0232889-0.0322371j 0.045919+0.0507583j 0.0143912+0.0599906j -0.0490542-0.012345j 0.0849028-0.084332j -0.021489-0.0828156j -0.0195975-0.0323708j 0.0527417+0.0286344j 0.0193625+0.0478376j -0.0125856+0.00437421j 0.000871543+0.0707275j 0.022904-0.0639437j 0.0532626-0.0193641j -0.0108746-0.0373018j 0.0203738+0.0346989j -0.0226066-0.0275702j 0.0155659-0.00461008j -0.0440916+0.0082665j 0.0448332+0.0707525j 0.016673-0.0375371j -0.0419041+0.0127683j 0.082187-0.0658307j 0.0506049-0.0395388j 0.0338595+0.073419j 0.0123058-0.063655j -0.0642756-0.0551936j -0.0735078+0.0329759j 0.0412101+0.0534714j 0.00354417-0.0425205j 0.0776742-0.0632429j -0.0570805-0.0179085j 0.0308518+0.0408112j -0.0133329+0.0037766j 0.0276896+0.0769492j -0.0267111-0.0104822j 0.0111205+0.0233699j 0.0484135+0.054939j -0.0193386+0.0247322j -0.00131435-0.0316054j 0.0337239+0.0169946j 0.00794077-0.0165789j 0.0229479+0.0255916j 0.0261496-0.00446151j 0.00888306-0.0432519j -0.0484672+0.05984j -0.0290328-0.0467885j 0.00178436+0.0305031j 0.0294841-0.033399j -0.0950348-0.0487218j -0.0140685+0.0208975j 0.00218629-0.11448j 0.0120503-0.0531552j 0.109345+0.0328535j 0.000177841-0.0147157j -0.0215316+0.0610443j -0.0217505-0.00115025j -0.0342052+0.00760395j 
0.0226433-0.0164875j 0.0705419+0.00273138j 0.00344369-0.0353787j -0.0216082-0.00896137j -0.0915336-0.0196185j -0.0180021-0.00482788j 0.0112488+0.0124383j 0.0149642+0.0446947j 0.117822+0.0673105j -0.00863885+0.0355195j -0.0183701+0.0421352j -0.0282604+0.00204526j -0.0433063+0.0145267j 0.0472453+0.0451537j 0.0360241-0.110987j -0.0396502-0.0226553j 0.0845369-0.0679451j 0.031591+0.0723971j 0.0607521+0.00124768j 0.0141592-0.0536088j -0.00903875-0.0386904j 0.0336167-0.00851889j -0.0816994-0.0178637j -0.0150874-0.0403928j 0.0217696+0.0910367j -0.0359252-0.0412914j 0.0385086+0.0290316j -0.00715634-0.0419239j -0.0428364-0.000902836j 0.0260185+0.0350862j -0.0354417-0.0202876j -0.013411+0.00485889j 0.03987+0.0135802j -0.0494771-0.00571853j 0.125091-0.00294548j 0.00691763+0.077277j 0.0918601+0.107465j -0.0253555+0.0180949j 0.022135-0.0601036j 0.125905+0.0824903j -0.0747731-0.0386589j -0.0356111+0.0813277j -0.0790928-0.0965732j 0.0425127+0.00328544j -0.0641456+0.0490969j -0.0207018+0.0407504j 0.0111954-0.0453309j 0.041687+0.00604782j 0.00320305-0.0236683j -0.0023885-0.00427151j -0.026312-0.0166167j 0.0225108+0.029529j -0.0780733-0.0431376j 0.0271511+0.0119695j 0.0101586-0.00384798j -0.0226377+0.0693948j 0.0129743+0.00836337j -0.038579+0.0156029j -0.0721109+0.00359543j -0.0402668+0.0453438j -0.0237873-0.0747023j -0.0239863+0.0380244j 0.0300969-0.05457j 0.0180965+0.101079j -0.0420012+0.0274814j -0.110545+0.0194839j 0.0198181+0.0192537j -0.0324316+0.0402526j 0.0123989-0.0652319j -0.0189456+0.00730232j 
