-0.0685527-0.0866495j -0.00509669-0.0349147j 0.00129781-0.0236761j 0.0399005-0.0948631j 0.0151827+0.0214792j 0.00194287+0.0438226j -0.00746445-0.0102121j 0.0445389-0.000660259j -0.0129688+0.0226836j -0.00723239+0.0454066j -0.0234205+0.0153237j -0.00284801+0.0326953j 0.00446004+0.0198406j 0.0140522-0.00790523j 0.0010516-0.0216998j -0.00784428-0.0159031j -0.0135745+0.0255336j -0.00887205+0.0159906j 0.0156114+0.0221462j -0.0127096+0.00858043j -0.01471-0.00196848j -0.0467624+0.0213548j 0.00207944-0.0204258j -0.00443152+0.017632j -0.00102946+0.0190418j -0.000563678-0.0264796j -0.0174996-0.0214029j 0.0010643-0.017695j -0.0141667+0.0089173j 0.00050844+0.00151114j 0.016538+0.00770021j -0.0166549-0.00187896j -0.00666251+0.037323j -0.0412671+0.0161942j 0.00783061+0.00307133j -0.0141182+0.0237048j 0.00815404-0.00350466j 0.00142165-0.0126778j -0.00465078-0.02424j -0.0220629-0.000688185j 0.00962727+0.0127268j -4.71048e-05+0.04138j 0.000992402-0.00157811j -0.0110937-0.0213396j -0.0045033+0.00461788j -0.0103583+0.0243922j -0.0102374+0.000693243j -0.0152138+0.000689203j -0.00411314+0.0124165j -0.0133924+0.000359346j -0.0142917+0.00653261j 0.0049492+0.0271737j -0.0184889+0.00116087j 0.0130411-0.0105718j 0.00387515-0.00173332j -0.00304611+0.00675743j -0.00740887+0.00610405j 0.000602423+0.0028422j 0.0358489+0.0125929j 0.00961616+0.0211668j -0.0178108+0.0109503j 0.0016984-0.00304853j -0.0222033+0.0165971j -0.0111846-0.0195064j -0.0310078+0.00938296j 0.0245355-0.0204293j -0.0106416-0.00315026j 0.0171613-0.0150071j 0.000705612+0.0150178j -0.00795058+0.0211943j 0.0178071+0.0156583j 0.0061424+0.0107776j -0.0194133-0.0107214j -0.00876687-0.00319464j -0.0578238-0.0118666j -0.0473453-0.00816329j -0.00763984-0.01624j -0.0127605+0.0720512j 0.00625752-0.060579j 0.033565-0.0615087j 0.0339097+0.0693857j 0.0248852+0.00178621j -0.0827667+0.03638j -0.0559771-0.0082347j 0.000725698-0.0128771j -0.05133-0.0186032j -0.00570334-0.097457j 0.134007+0.0187391j 0.0120725+0.0418199j -0.0217609-0.00102615j 0.00898606-0.00953263j 0.0327293-0.0247959j -0.146579-0.0832745j -0.0525235+0.00280937j -0.116847-0.129986j 
0.0232698+0.0102843j -0.0215887+0.021236j -0.00179437-0.0010876j 0.0330532+0.009795j 0.0158921+0.0212213j 0.000534502-0.00326478j 0.00939866+0.0475889j -0.0322118+0.0158967j -0.0180535+0.00264222j -0.0148694-0.00107339j 0.0198518+0.0261849j -0.0213853-2.77694e-05j 0.0149292-0.0113399j -0.0136394-0.0192676j -0.00749468-0.0135054j 0.00325386-0.0107936j -0.00139293+0.0112468j 0.0401231+0.010937j -0.0369081+0.0308707j -0.00377587+0.0357259j -0.00282547-0.0222802j -0.0272444+0.00749507j 0.0180095+0.0180486j -0.0174634+0.0176677j -0.0233175-0.0478693j 0.0252957+0.00930296j 0.0589861+0.01013j 0.0141847+0.00423929j 0.0444214+0.0149609j -0.024579-0.00951817j 0.00735578+0.0614204j 0.0137917+0.0204444j 0.00685794-0.0168552j 0.00381117+0.0191238j -0.0271742-0.00507884j 0.019634-0.00486111j -0.010698-0.0239047j 0.000730764+0.00856062j -0.00103403-0.0148091j -0.0173153+0.00115322j -0.0193353-0.0045592j 0.028393-0.0138964j 0.00109281-0.0297512j 0.0393907-0.0102204j 0.00825052-0.0261948j 0.0248206+0.0178162j 0.0368042+0.0284681j 0.00736902-0.0350036j 0.0036828+0.0051386j -0.00385171+0.00204942j 0.000853211-0.000448619j -0.033715+0.0106281j -0.0353584-0.0363151j 0.0292521+0.0182471j 0.0173917+0.0175501j -0.0380228-0.0349415j -0.0533505+0.0182743j 0.0113041+0.0167287j 0.00239708+0.0576873j -0.0384697+0.0144265j 0.00659458+0.000475332j 0.011599+0.0135734j -0.00650585+0.013393j -0.0145566-0.0142626j -0.000813034-0.0535985j -0.0065581+0.00925449j -0.00491843+0.0128827j -0.0144115-0.0135875j 0.00534583+0.0161065j -0.00968185-0.0147097j -0.0172506+0.00470405j -0.0133178+0.0175258j 0.00700512+0.0122134j 0.00964579-0.0072218j -0.00706737+0.000515411j -0.00225502+2.28817e-05j 0.0232216-0.0303742j -0.0264086-0.0170244j 0.0143222+0.00553014j 0.00849099-0.0250299j 0.0118687-0.025067j -0.00334233-0.0243332j -0.00485979-0.012604j 0.00414422-0.00926576j 0.0137007+0.0120501j -0.00245018+0.00635554j 0.00292387+0.0364371j 0.0150006+0.0354953j 0.0265813-0.00389263j -0.00323916-0.0069931j -0.0179282-0.000452114j 0.0121036+0.0392762j -0.0289528-0.00213754j -0.00194476-0.00069352j 0.0241106-0.0123975j 
0.0180849+0.0312246j 0.00405748+0.0201904j 0.0157318-0.0119686j 0.0160093+0.0574784j 0.00465086-0.0141501j -0.0141957-0.032345j 0.0150923-0.0499494j 0.0332494+0.00401388j -0.0135648-0.0122349j 0.0021498+0.0165844j -0.0234438+0.00588537j 0.00689066-0.00294993j -0.00628235-0.00612987j -0.00270877+0.0165356j 0.00397155+0.00917686j 0.00386076+0.00743998j -0.00550603-0.00735946j 0.00993788-0.0239437j 0.0170616-0.00755145j -0.000292738-0.00148705j -0.0223419+0.0161924j -0.00775836+0.0124291j -0.00935663+0.0133597j -0.0179953+0.00540099j -0.00674246+0.00841354j 0.0183138-0.00662747j -0.0294772-0.00827459j -0.00669764-0.000544365j 0.025257+0.0397362j 0.0109601-0.0156515j 0.00122395-0.00806766j -0.000101017-0.0308349j -0.0157833-0.0384222j 0.0136571+0.0214482j -0.0154598+0.0241399j 0.0164651+0.00250668j 0.0130096+0.0146181j 0.00851443+0.0118168j 0.0121569+0.0218045j 0.0153265+0.00666449j -0.000476581+0.00955397j 0.0254538+0.0151576j -0.0153716+0.0022929j 0.0288047+0.0107762j -0.0106492-0.0212978j -0.00875995-0.000313841j 0.0016221-0.0414606j 0.00893196+0.043041j -0.0221314-0.0169583j 0.0267958+0.00872064j 0.0349495+0.0272341j 0.0144648-0.0161382j 0.0303832+0.00169821j -0.00156521+0.0153082j 0.00893397+0.0126752j 0.023524-0.0129026j 0.0145122+0.0194277j 0.00529851-0.0174856j -0.0061025-0.0140632j -0.00348676+0.0135986j 0.0190033-0.00241327j -0.0303444+0.00121342j -0.0248073-0.00977956j 0.0172372-0.0250167j -0.0235352+0.00943847j 0.000172643-0.012636j 0.00270484-0.0043579j 0.0156925+0.00256186j 0.00869696+0.00969772j -0.00431288-0.00185451j -0.00839584+0.00680623j -0.00940605+0.00958119j 0.00903922-0.00777369j -0.00796992-0.0100981j 0.013343+0.00996995j 0.0158088+0.0115106j 0.00477654+0.0181229j 0.0118145+0.00541269j 0.00123812-0.00461317j -0.00739853-0.0107829j -0.0037402-0.0141405j -0.0210718+0.0104921j 0.00271478-0.00678494j 0.0166364+0.00324434j -0.00542396+0.0162829j -0.00754607-0.0237815j 0.0116873+0.00214907j -0.00427143-0.010438j -0.0123537+0.00491044j -0.00332765-0.00860825j -0.00883788+0.00773504j -0.00350417-0.0143471j 0.0334148+0.013915j 0.00924601+0.0127998j 0.0111228+0.0273616j 
0.0378467+0.00518297j 0.00111413+0.0083119j -0.0168846+0.0176855j -0.00886251-0.0114336j -0.0116034+0.000115339j 0.00373172-0.013655j -0.0089936+0.000525241j -0.00373919+0.0309302j 0.0193153+0.00627339j -0.00672907+0.0152978j 0.00128495-0.00109044j -0.0239926-0.016284j 0.00498344-0.00335633j -0.00999476-0.00616697j 0.00222489+0.0123875j -0.00113249-0.00723724j 0.00802497+0.0057814j 0.00380958-0.0222235j -0.0026472+0.0265323j -0.0023857-0.00707115j 0.00193034+0.00770847j -0.0202851+0.00374786j -0.00193868-0.00663895j 0.000241367+0.0156108j 0.0133164+0.00668463j 0.00723098+0.00434978j 0.0282639+0.00195904j 0.00529066-0.0046652j -0.0192151-0.0154353j -0.0291069-0.0105029j -0.0151409-0.00290617j -0.0108541+0.023575j 0.0264198+0.00590729j -0.00357496-0.0187023j 0.00139398+0.00926173j -0.00979074-0.0198643j -0.000963932-0.0106273j -0.0102345-0.00864866j 0.0312091+0.0137834j 0.0020946-0.00187602j -0.0167438-0.0114274j 0.00609785+0.000885216j -0.009095-0.0167523j -0.00699358-0.000495324j 0.0268333-0.0155832j 0.00694205+0.00388929j -0.0195795-0.0167154j 0.00362194-0.00370571j -0.000754707-0.0294646j -0.0135906+0.0484666j 0.00110332+0.00628331j -0.0140832-0.00819691j -0.00826543+0.020841j 0.0122971-0.00294059j -0.036994-0.00314516j -0.0248606-0.0383466j 0.00604838-0.0272206j -0.022912+0.0187197j 0.0274965+7.78066e-05j -0.0269699+0.0135165j -0.000695845-0.00807328j 0.0111815+0.0175505j 0.0103627-0.00158861j 0.0144266+0.00347759j -0.01761+0.00220463j -0.0183988+0.0155971j 0.00915087+0.00487611j -0.00569344+0.00169303j -0.00451575-0.00230037j -0.0109214-0.0133495j -0.00843436-0.018474j -0.0198041+0.0223909j -0.00870247+0.0100646j -0.00234701+0.0200034j -0.0108094-0.00259991j -0.00621236+0.00667021j 0.0128836+0.0213698j -0.00483474-0.0221137j 0.00312178+0.0194127j 0.00209115+0.0165547j -0.00221583-0.00961238j -0.0222254+0.0114955j -0.0141921-0.00942258j 0.014362-0.0235419j -0.00342873+0.00321744j 0.00295546-0.00102543j 0.0453+0.00990253j -0.0145915+0.0214358j 0.00741709+0.00706055j 0.0083617-0.0136386j 0.0231327-0.000797506j 0.00795636+0.00988863j 0.0280405+0.0293019j 0.00304271-0.000539492j 0.0269331+0.00359729j 
-0.0426354-0.0362362j 0.0220943-0.00969733j -0.00354207-0.016593j 0.00443972-0.0309866j 0.00623503-0.0186428j -0.0130692+0.0219093j -0.0228509-0.0190335j -0.00460953+0.0267995j -0.0024224+0.0293523j 0.00382482-0.0215084j -0.000604211-0.0217411j -0.00658143-0.0319604j 0.00163088+0.00295679j 0.000762276+0.00810658j -0.00282115+0.00661038j 0.00578852-0.00123122j -0.0086799+0.00778182j -0.0165443+0.00775706j 0.00504019-0.00759746j -0.00161178-0.0288347j -0.00177559+0.00338711j -0.00028297-0.0106098j -0.00780625-0.0245329j 0.029902-0.0158196j -0.0123364+0.0148397j 0.00360947-0.0199558j -0.0254891+0.0166564j -0.00321318+0.00899485j -0.00645029-0.0276033j 0.00609184+0.00387947j 0.00568886-0.0538219j -0.00363043-0.00972852j -0.00405167+0.0147391j -0.0258528-0.0117619j 0.0364889-0.0451204j -0.0301593-0.0178521j -0.0129735-0.0121325j -0.0195577-0.0197235j -0.00871808+0.00129144j 0.00777377+0.00152813j 0.000748979-0.000203851j -0.0248935-0.00297653j 0.0124948+0.0197975j -0.0207305-0.0206169j -0.0132169+0.0205141j -0.0259009-0.0129315j -0.0238278-0.0107515j 0.00686152+0.00188305j -0.00264332+0.0382313j -0.0399281+0.0156937j -0.00468852-0.0137715j 0.0278333-0.0127511j 0.00104684+0.0240717j -0.0112423+0.00299548j 0.0165831-0.0403877j -0.00112785+0.0124789j 0.0154887-0.00486721j -0.0250724-0.0447418j 0.00573055-0.0346033j 0.0237463+0.00727147j -0.0124812-0.00486536j -0.0115686-0.00467889j 0.00904068+0.020436j -0.00902596+0.000935663j 0.00327511+0.0124647j 0.0146078+0.00757321j -0.0159933-0.0224531j 0.0103472+0.00224726j -2.59155e-05-0.013173j 0.0140917+0.00973916j 0.015694-0.00206307j 0.0112525-0.012461j -0.0158502-0.0133765j 0.00838228+0.00810698j 0.0122083+0.013801j -0.0129043-0.00202277j -0.00522203-0.00227179j 0.0152476+0.0256859j -0.00789882-0.0129966j 0.000596741+0.00299627j -0.00471266+0.0148041j 0.0266686-0.00604479j -0.0123015+0.0188997j -0.0117528-0.00317231j -0.0159503-0.0236897j 0.0080454-0.0281176j -0.00282597-0.0174366j -0.00503401-0.0272108j -0.00475564+0.00846371j -0.00974631+0.0378602j 0.00180228+0.00018097j 0.00402511-0.0253008j 0.0161581+0.00563886j -0.00359617+0.00561116j -0.0301125+0.00512417j 
-0.00462136+0.0238631j -0.0267671-0.0206677j 0.0391935+0.0300814j -0.00795847+0.0284474j 0.0384853+0.00679702j 0.0200915+0.0215435j -0.00271162+0.0331664j 0.00772645-0.0192066j 0.0296343+0.0258942j 0.0189393+0.0140358j 0.0174681+0.023972j 0.0232897+0.0113947j 0.0145421-0.00734262j 0.00396419+0.00296481j -0.00221909-0.0228787j 0.00238041+0.00248994j 0.000327078+0.0119538j -0.00538719+0.0171621j 0.0154564-0.00509776j 0.0162484+0.00876292j 0.00233514+0.00162756j 0.00883288+0.0195834j -0.0180415+0.00279239j -0.00457504+0.0187568j -0.00401998-0.0190783j 0.01253-0.00264034j 0.0189142-0.00587405j -0.00426425-0.0146981j -0.00105544-0.0148659j -0.000573148+0.00191199j -0.00488925+0.00940351j 0.00699754-0.00331034j -0.00223966-0.00290758j 0.00206996-0.00829905j -0.00337734-0.0126308j 0.0140685+0.0207505j 0.0148166+0.0194462j 0.0131448+0.00303549j -0.00849304-0.0306769j -0.00148525-0.0085615j 0.00508408+0.00860683j -0.00222966-0.0170852j -0.000906614+0.00230915j -0.00115312+0.0111901j 0.010352+0.00180759j 0.00910904-0.00532095j -0.000745442+0.0176361j 0.00786962-0.029534j -0.00891797-0.0144953j 0.03796-0.0188891j 0.0187535-0.0216228j -0.0228631+0.00730194j -0.0158657-0.0369339j 0.00931631-0.00121771j 0.00163114+0.0142504j -0.00935948+0.0172369j -0.0155059+0.0210662j 0.00832712+0.0235408j -0.0122704+0.0111532j 0.0151441+0.0314213j 0.00905033-0.0172505j -0.0112662-0.0278719j -0.00788868-0.00352151j 0.00100607-0.0186932j 0.0132224-0.0228018j 0.0116215-0.0230235j 0.00586043+0.00994126j -0.0100515-0.0249112j 0.00694539+0.0207909j -0.00767921-0.00365426j 0.0146663+0.0143829j 0.00759132-0.00433474j 0.0241486-0.0190607j -0.013585-0.0169119j 0.000997806+0.00384898j 0.00922182-0.0107045j 0.0120295-0.0157049j 0.00370244+0.0210786j 0.0167147-0.00576114j -0.0107743-0.00131981j -0.0121298+0.0128836j 0.00341496+0.00565514j 0.00608871+0.00634288j -0.0156982+0.0103045j 0.0113196+0.00439845j -0.00362871-0.00978741j -0.0134398-0.0013355j 0.0278989+0.00581024j -0.00673237-0.0193307j -0.0185664+0.00425867j -0.0237179-0.00458237j 0.00359619+0.0113367j -0.0431297-0.0286158j -0.01034-0.0236709j -0.0193886-0.0137121j 
-0.0327264-0.0248229j 0.00166018+0.00309553j 0.0248275-0.0182574j 0.0353813+0.0309146j 0.0285908+0.00289055j -0.0343029+0.0197466j -0.0428643-0.0322225j 0.010291+0.0223655j -0.0294603+0.0243432j -0.0153839-0.00443206j 0.000575504-0.0230309j -0.00854063-0.0468244j -0.0201281-0.0228893j -0.00320642+0.011145j 0.0274297+0.0164666j 0.0136241-0.00251115j -0.00512226+0.000299126j -0.0164262-0.0180665j 0.000516115+0.0336025j -0.018727+0.0201769j -0.00334067+0.003569j 0.00506007+0.00435678j 0.0174924+0.0042735j 0.00177501-0.00808218j -0.0352037+0.000812582j 0.00411919-0.0453017j 0.00493626+0.0179958j -0.00307701+0.0175495j 0.00254238-0.000212248j -0.0106442-0.0149594j 0.0185113-0.0560613j -0.00121812-0.018755j -0.0279365-0.0311428j 0.00871347+0.00554794j 0.00741895-0.0789296j -0.0321758-0.0292162j -0.0199927-0.00940342j -0.0262015-0.0305455j 0.010727+0.00590483j 0.0159451-0.0159446j -0.00639847-0.0138695j -0.00384197-0.0218419j -0.000304768+0.00509972j -0.00772248-0.02939j -0.0107877-0.0150184j -0.0433415+0.00960954j -0.0179654+0.0249334j 0.00239267+0.0528596j -0.0383718+0.0262611j 0.0149394+0.0194638j 0.00338264-0.0127021j 0.0110576+0.0225353j 0.00776227+0.0125474j -0.00213123+0.0115524j 0.0211983-0.0294381j -0.0192949-0.00236284j 0.00277946+0.00636407j -0.000367628+0.000481497j -0.00472938-0.040024j 0.0186742+0.0424618j 0.00063145-0.00739773j -0.0192922+0.0126043j -0.00370756+0.0207245j 0.00401296-0.0264826j -0.0142423+0.00539189j 0.014478-0.00995961j -0.00515129-0.00411479j 0.000657836-0.0177766j -0.00146668-0.0162297j 0.00335663+0.0118246j -0.000745991+0.015958j -0.000324681+0.0144471j 0.00940148-0.0245614j 0.0108424-0.00964989j -0.0120776+0.00195097j -0.00076133+0.012181j 0.00767067+0.00428485j 0.00569903+0.0302161j -0.002063-0.0185158j -0.00766722+3.26287e-05j 0.00100525-0.00976368j 0.00672248+0.00873351j -0.0204713-0.0215991j -0.00335702-0.0136748j -0.00784629-0.0100895j 0.00570968-0.0412571j 0.0128112+0.00268444j 0.0267868-0.0243161j 0.00165085+0.0141181j -0.0302062+0.00689851j -0.0126583-0.00342955j 0.0115427-0.014134j 0.0348621+0.0254784j -0.00838507+0.0260362j 0.00236568+0.0314819j 
0.0266938+0.0155735j 0.0450128+0.0274469j 0.0171579-0.0285771j 0.021482+0.0464198j -0.000181139-0.000182784j 0.0131185+0.0342198j 0.0343606-0.0129214j -0.00855195-0.0145743j 0.0249159-0.0352562j 0.00779801+0.00406897j -0.0166895+0.0313257j -0.00479168-0.0133665j 0.00789156-0.0305545j 0.0107971-0.00867304j -0.0175923+0.00212434j -0.0113436+0.0288306j 0.00579355-0.00237729j 0.0160838+0.0130656j 0.0154194-0.0441983j -0.00637464-0.00291427j -0.00465161-0.000967888j 0.0189731-0.00880793j 0.00444364+0.0302611j -0.000457805-0.00896137j 0.0137809-0.0436749j -0.0440328-0.00490342j -0.0348711+0.00284585j -0.0114283-0.0099604j 0.0468618+0.00746011j 0.0294317+0.0098811j -0.0168607+0.00371083j 0.000560985-0.0305534j 0.000561365+0.0152772j -0.00516902+0.0346211j -0.0293914-0.00347563j -0.00358874+0.0233541j -0.00309122+0.0282063j -0.00749384+0.00459716j -0.0104889+0.0158726j 0.00576657+0.00743007j 0.0124736-0.0162528j 0.0141331+0.0288263j 0.00213478+0.012084j 0.00149479+0.0326242j -0.0732161+0.0180779j -0.010864-0.00325904j 0.0163236+0.0275134j 0.024717-0.00654084j 0.0330651-0.00918102j 0.00535745-0.00126163j -0.0543067-0.00914406j -0.00215719+0.00961874j 0.00791558-0.00871022j -0.0150081-0.0145618j -0.00832224-0.0440821j 0.0449115+0.00220159j -0.00431065+0.0215715j -0.0144054-0.0456727j -0.0228312+0.0469924j 0.0501539-0.0208187j 0.0176229+0.0115927j -0.0218804+0.0349444j 0.0206125+0.00809376j -0.0474642-0.000107734j 0.032459+0.021612j -0.0155858-0.00696929j -0.00204017-0.0280916j 0.0226147+0.000531312j 0.00298606+0.0053157j 0.00528387+0.0133183j -0.0205726+0.0259608j 0.00412263-0.0258556j -0.0156547+0.00845768j 0.00284742-0.00761548j 0.017562+0.0227986j -0.0107837-0.0158531j -0.0172428+0.00481707j 0.0154641-0.011689j -0.00826937+0.00577988j 0.00653906-0.0169614j 0.00168297-0.0133505j 0.0137593-0.00944949j 0.014049+0.00534547j 0.0161119+0.0601608j -0.00615327+0.0099072j -0.02124+0.0446685j -0.0325085+0.000206892j -0.0127148-0.0148199j 0.00129634-0.0066191j 0.0123127-0.027429j 0.0129446-0.0149185j -0.0097639-0.00623245j -0.00796121+5.74222e-05j 0.0354503-0.00492005j -0.000937571+0.000795077j 
0.01999-0.0204124j -0.0174679-0.0335092j -0.0326601-0.0448549j 0.0257174+0.0459442j 0.00804872+0.0380546j 0.0124414-0.0131812j -0.0216341+0.0381314j -0.0151696-0.0485579j 0.0147566+0.0139142j -0.0133224-0.0247933j 0.00417884-0.00204597j -0.0114766-0.000196903j 0.00290219-0.00628922j -0.00321076-0.0251803j 0.00751034-0.00304249j 0.000572117-0.00197258j -8.80984e-05+0.00431143j -0.000524799+0.0363451j -0.0260587-0.00735321j -0.0214716-0.00225094j 0.0138898+0.00324391j 0.00230334-0.0119766j 0.0130548-0.0135741j -0.0139238-0.00188629j -0.00860953+0.00662862j -0.025205+0.000139003j 0.0289368+0.0483925j -0.0228317+0.0139489j -0.0189863+0.014162j -0.0151261-0.0288267j -0.0230698+0.0124177j 0.012195+0.0221538j 0.0148827-0.0104571j -0.000614687+0.00764289j 0.0153578-0.0545463j -0.0144535+0.0144358j -0.00495619-0.00776193j 0.00211651+0.00975366j 0.00219748+0.00502101j -0.000345253-0.00471624j 0.00126252-0.0441579j 0.00643827+0.000666534j 0.0213924-0.015231j 0.024593+0.00325658j -0.00222105+0.022398j -0.0289989+0.0176239j 0.000596811-0.0137951j 0.00166471-0.00633684j -0.0277019-0.0131413j 0.00830073+0.0159662j -0.0150267+0.0179065j -0.0161174-0.0338309j 0.00133856+0.0103282j -0.0132282+0.0128742j -0.0153846+0.0182541j 0.00516962-0.0562095j -0.0182674-0.00568985j -0.0325501+0.0148824j 0.0102986-0.00248371j -0.0232012-0.00400556j 0.0039211+0.00259871j 0.0198885+0.0215596j -0.0158794+0.00617837j -0.0168009+0.0181553j 0.0273317-0.0227448j 0.00257415+0.0134135j -0.0259731-0.00153693j -0.0136124+0.00115369j 0.00563716+0.0256578j 0.0288978+0.0106388j 0.00757421-0.00357875j 0.000109951+0.00413563j 0.0344667+0.0142685j 0.00777517-0.0095892j 0.00939951+0.0333964j 0.00548155+0.0529661j -0.0111413-0.0255123j -0.0263351-0.00951194j -0.00286643-0.00710771j -0.00195505-0.00443645j 0.00147953-0.0283324j 0.0106142-0.0436637j 0.0057113-0.00625608j 0.0120995-0.0384941j 0.00613559+0.001702j 0.0237383+0.000536706j 0.00664746+0.0129485j -0.011684+0.00308051j 0.0186422+0.014231j 0.00211895-0.00739185j -0.00818265+0.0115718j 0.0234079+0.0128404j 0.0043685+0.0455799j 0.0188974+0.0072029j 0.0166147-0.0122838j 
-0.0068192-0.0253109j 0.0195919+0.0703339j 0.0133556-0.0187418j 0.0294547-0.0263685j -0.022141-0.00895004j 0.0228438-0.0430025j 0.0280501-0.037767j 0.0129519+0.0535153j -0.0463824-0.0275997j -0.0149448+0.0186281j -0.00236219-0.0128236j -0.0342433-0.0020795j -0.0038507-0.00518894j 0.012102-0.0109686j 0.000590891+0.0307157j 0.00307975-0.00119984j -0.0112979-0.00227559j -0.000242336-0.0390712j -0.0100945+0.025097j 0.00417747-0.0140418j -0.0246546+0.00285023j -0.0262231-0.013033j 0.0558013-0.0247057j -0.0196187+0.0228409j -0.0249764+0.0154708j 0.0338632+0.0133932j -0.00874803-0.0365161j -0.0126813+0.0114347j -0.0101074+0.0124161j -0.0122274-0.0449205j 0.00171671+0.00483893j -0.0198972+0.00115611j 0.00437461-0.0222689j -0.0101611+0.016605j 0.0211416+0.00537093j -0.0423601+0.0345961j -0.0132323-0.00344936j -0.00527714+0.0337027j 0.0286098+0.0171223j -0.00204878+0.0149442j 0.0104443+0.0317618j -0.00277118-0.0102295j -0.00884519-0.016197j 0.0142864-0.0142386j -0.0141508-0.00469801j -0.0139905+0.00117815j -0.0194098-0.00634344j -0.0514955+0.0288412j -0.0291593-0.0034443j 0.0212929+0.00970385j 0.00562124-0.00355356j -0.0192968-0.00333219j 0.00842107+0.00314617j -0.00743717+0.000254475j 0.022401+0.0127508j -0.0124515-0.0125931j -0.0114693+0.00140371j 0.00495746-0.0179434j 0.047895-0.00870367j -0.0325835+0.0270698j -0.0156864+0.0145834j 0.0247014-0.00179163j -0.0100885-0.00157881j -0.0155897+0.0366036j -0.0174117+0.026345j 0.0386386+0.0282371j -0.00843713+0.00297238j 0.0221221-0.0062403j -0.00981697-0.0098803j 0.00238856+0.00713562j -0.0151851+0.0026486j 0.0181952+0.00391492j 0.0102535+0.0145711j -0.00153594-0.00284057j -0.0216183-0.0124888j 0.00492545+0.00926186j 0.00844496+0.00256601j -0.0165186+0.00676471j -0.0123336-0.0113929j 0.017661-0.015883j 0.00858172+0.0108085j 0.0298473-0.0165416j -0.020753-0.00668717j 0.011139-0.024577j -0.0113636+0.0107488j 0.0129498-0.00412569j -0.0203976-0.00128364j 0.0153878-0.00250396j 0.0204786+0.0210756j 0.0173378-0.00205027j -0.0162881+0.020061j 0.0087246-0.0158879j 0.0107924-0.0150972j -0.011392+0.0403507j -0.0113674+0.0219842j 
0.0111428+0.0562411j 0.0157816-0.0135136j -0.00363991-0.032683j -0.0654471-0.0302301j 0.00930935-0.0312156j 0.0206297-0.0117836j -0.00349027+0.000183094j 0.0468524-0.00395055j 0.023364+0.0230603j 0.0163618+0.0130121j -0.0170786-0.0365823j 0.0216089-0.009477j 0.0070058+0.00825135j 0.000652438-0.0131763j 0.0134026-0.0193921j 0.0059647+0.00152805j 0.00442261+0.00761692j -0.0270413+0.00311075j 0.0326293+0.0017332j 0.0025867-0.0138229j -0.0102306+0.00419498j -0.0184395+0.00898632j -0.0488677+0.00527248j -0.0285463+0.0376077j 0.0401026+0.0206947j 0.00264218-0.00808738j -0.0254455-0.00450217j -0.00630933+0.00924698j -0.00988552+0.00721094j 0.0125436-0.0211616j -0.00362422+0.0302106j 0.0153882-0.022149j 0.011205+0.00964255j -0.0167244-0.0354727j 0.0205207-0.0402009j -0.00793332-0.0272157j 0.0112522+0.0185347j 0.0305836-0.0184852j 0.0440744-0.0227584j 0.0169119+0.020761j -0.00399825+0.015194j -0.00343183-0.00969387j -0.0285693+0.0242549j -0.0132743+0.00518401j 0.0311111-0.00622959j 0.00348915-0.0219043j -0.00411364-0.00389135j 0.00510984+0.00253544j -0.00825878+0.0226188j -0.0369871-0.0022154j -0.0303367-0.000374711j 0.0282991+0.0103681j -0.0179407+0.0311809j -0.0061378+0.0218724j -0.0157147-0.0277021j 0.00807062-0.008705j -0.0191574-0.0177577j -0.0165115+0.0118386j -0.0112667+0.00213243j 0.0159561-0.00981377j 0.0273628-0.00736082j 0.00701718-0.0211037j 0.00727049-0.0422837j 0.0210907-0.0096777j -0.0050956-0.0264719j 0.0166049-0.00541843j 0.00802264-0.0136089j 0.0293361+0.0103473j -0.00639428+0.0412681j -0.0138564-0.0132549j 0.0170052+0.00328186j -0.0229524-0.0119172j 0.0114258-0.0205762j -0.0150041-0.0231718j 0.0144666+0.00836962j -0.0104689-0.0127523j 0.0158758+0.00895025j -0.00233841-0.00912415j 0.0234758-0.00135383j -0.00014645+0.00304415j 0.000404395+0.0121849j 0.0250311-0.0322278j 0.0140935+0.0352615j 0.0308879+0.0329605j -0.00492259+0.00640386j 0.00380285-0.00851857j -0.0284502-0.0126458j -0.0320848+0.0228071j -0.0155672-0.00390303j -0.00120039+0.0154475j 0.00333056+0.00206257j -0.027825-0.0178316j -0.00929431+0.0153698j 0.0252803-0.0254336j -0.0214176+0.00235345j 
