-0.0685527-0.0866495j -0.00509669-0.0349147j 0.00129781-0.0236761j 0.0399005-0.0948631j 0.0151827+0.0214792j 0.00194287+0.0438226j -0.00746445-0.0102121j 0.0445389-0.000660259j -0.0129688+0.0226836j -0.00723239+0.0454066j -0.0234205+0.0153237j -0.00284801+0.0326953j 0.00446004+0.0198406j 0.0140522-0.00790523j 0.0010516-0.0216998j -0.00784428-0.0159031j -0.0135745+0.0255336j -0.00887205+0.0159906j 0.0156114+0.0221462j -0.0127096+0.00858043j -0.01471-0.00196848j -0.0467624+0.0213548j 0.00207944-0.0204258j -0.00443152+0.017632j -0.00102946+0.0190418j -0.000563678-0.0264796j -0.0174996-0.0214029j 0.0010643-0.017695j -0.0141667+0.0089173j 0.00050844+0.00151114j 0.016538+0.00770021j -0.0166549-0.00187896j -0.00666251+0.037323j -0.0412671+0.0161942j 0.00783061+0.00307133j -0.0141182+0.0237048j 0.00815404-0.00350466j 0.00142165-0.0126778j -0.00465078-0.02424j -0.0220629-0.000688185j 0.00962727+0.0127268j -4.71048e-05+0.04138j 0.000992402-0.00157811j -0.0110937-0.0213396j -0.0045033+0.00461788j -0.0103583+0.0243922j -0.0102374+0.000693243j -0.0152138+0.000689203j -0.00411314+0.0124165j -0.0133924+0.000359346j -0.0142917+0.00653261j 0.0049492+0.0271737j -0.0184889+0.00116087j 0.0130411-0.0105718j 0.00387515-0.00173332j -0.00304611+0.00675743j -0.00740887+0.00610405j 0.000602423+0.0028422j 0.0358489+0.0125929j 0.00961616+0.0211668j -0.0178108+0.0109503j 0.0016984-0.00304853j -0.0222033+0.0165971j -0.0111846-0.0195064j -0.0310078+0.00938296j 0.0245355-0.0204293j -0.0106416-0.00315026j 0.0171613-0.0150071j 0.000705612+0.0150178j -0.00795058+0.0211943j 0.0178071+0.0156583j 0.0061424+0.0107776j -0.0194133-0.0107214j -0.00876687-0.00319464j -0.0578238-0.0118666j -0.0473453-0.00816329j -0.00763984-0.01624j -0.0127605+0.0720512j 0.00625752-0.060579j 0.033565-0.0615087j 0.0339097+0.0693857j 0.0248852+0.00178621j -0.0827667+0.03638j -0.0559771-0.0082347j 0.000725698-0.0128771j -0.05133-0.0186032j -0.00570334-0.097457j 0.134007+0.0187391j 0.0120725+0.0418199j -0.0217609-0.00102615j 0.00898606-0.00953263j 0.0327293-0.0247959j -0.146579-0.0832745j -0.0525235+0.00280937j -0.116847-0.129986j 
0.0244861+0.0302926j 0.037485+0.00333167j 0.0673029+0.0217017j 0.000449848+0.0301898j 0.0606369-0.0221901j 0.0566645+0.0432433j 0.042496+0.0514053j -0.00536884-0.0136996j 0.0548208+0.0235064j 0.000662735-0.0117631j 0.0334678-0.00458631j 0.0595502-0.00781925j 0.0191882-0.000936991j 0.00988436-0.0230587j -0.0161803-0.0311509j -0.00558154+0.0119367j -0.0023215+0.00431144j 0.00164556+0.0525152j 0.0146899-0.0115948j 0.0311662+0.0260736j -0.0032662-0.0230374j 0.0167291-0.0415916j 0.0110537+0.050435j -0.0617458+0.00670277j -0.0103621+0.0304166j -0.0692278-0.0339235j 0.0284784+0.0311948j -0.0458334+0.00826688j 0.014354-0.0711224j 0.0501571-0.0237194j 0.000468541+0.0118648j -0.0245479-0.031421j 0.0192615+0.0181133j 0.0678517-0.0282736j 0.0417078-0.126753j 0.00275389+0.0136534j 0.0253022+0.0126144j 0.00730685-0.0414612j 0.00442627+0.00284953j 0.0337-0.0542186j 0.00413794-0.0557392j 0.0374853-0.0143317j 0.0181989+0.0454548j -0.0119358+0.00903801j -0.0316128+0.037087j -0.0672869-0.009398j 0.0657184+0.0295582j 0.0419543-0.030345j 0.0330949-0.00435584j 0.036574+0.0173653j -0.0831187-0.00987684j -0.0331709+0.00205752j -0.0388043+0.0944569j -0.0380845+0.120268j -0.0166143-0.094664j 0.11825+0.00688336j -0.00332191+0.0309242j -0.00925715-0.077394j 0.0646323+0.016646j 0.0321182+0.051762j 0.0966159-0.0395618j 0.00413712+0.0168129j 0.0219901+0.0429329j 0.00661709+0.0375434j 0.0117621-0.124341j 0.00521891-0.0265421j -0.0310555+0.015098j -0.0530152+0.00174684j -0.000232319+0.00816324j -0.00458623-0.0434832j 0.0266806-0.0265962j -0.0509433-0.0030464j 0.081984-0.065379j 0.0154025-0.00790367j 0.0423137-0.0204791j -0.0539526+0.0309342j 0.0635887+0.107576j 0.0342171+0.0335998j 0.0564573-0.0748531j 0.0363176-0.0137809j -0.0642001-0.000865064j 0.0622829-0.0700311j -0.0137854+0.0355172j -0.0330399+0.0349383j -0.0124071+0.016284j -0.0173236-0.0549072j 0.00450005-0.000955191j -0.0396584-0.00184979j 0.0648138-0.00813124j 0.0300117-0.00974123j -0.00412277-0.00484953j 0.0644435-0.0756793j -0.0454445+0.0261359j 0.0294229-0.0223353j 0.0206313-0.0177399j 
0.0358169+0.0245222j -0.00590711+0.0197723j -0.00195503-0.02391j 0.0761503+0.0635159j -0.0286398-0.0489786j 0.0869297+0.0227687j 0.0211752-0.00884759j 0.0111055-0.0200925j -0.0455833-0.0276991j 0.0207378+0.0282838j -0.00120343+0.0520629j 0.0191668+0.0346597j 0.0183261+0.00342559j 0.00111292-0.0104216j -0.0311872-0.0149817j -0.0124347-0.00143763j 0.0101754+0.0133198j 0.038893-0.00928382j 0.0131066-0.0221989j 0.0402005+0.0374671j -0.0268477-0.00748823j 0.00325868+0.0197197j 0.104382+0.0589836j -0.0341769+0.0340332j 0.0353071-0.0121894j 0.0141791+0.0184839j -0.0109598+0.000783951j 0.0288977-0.00912238j 0.0667361+0.0269373j -0.0149066+0.0167979j 0.0463806+0.0735808j -0.0381122+0.00418262j -0.0519071-0.0438578j 0.0606953+0.094874j -0.0530217+0.0349347j 0.105026+0.102388j 0.0209653+0.00287769j 0.0507042+0.0345308j -0.00425456+0.0209355j -0.0240831+0.00941655j -0.0091318+0.0785322j 0.0546736-0.0477936j -0.0615434-0.0499524j 0.0471163+0.00823602j -0.0608748-0.0600794j 0.0322097+0.0517398j -0.0210041+0.0152413j -0.0491761+0.00900179j 0.105967-0.00765043j 0.0401364-0.101878j 0.0584738+0.044961j -0.0983186-0.00823133j 0.0693632-0.0318075j 0.0785203+0.0369118j 0.172741+0.171472j 0.0983874-0.0068143j -0.0285826+0.0600374j 0.0124362+0.00413233j 0.0119191+0.101234j -0.0661601+0.0439562j 0.0706124+0.0104578j 0.11318+0.115683j -0.147963+0.0207518j -0.067026-0.0162492j -0.0181051-0.0214502j -0.0112695+0.0485259j -0.0818576+0.0452675j -0.0308129-0.0199632j -0.0152337-0.0919633j -0.0811059-0.0722444j -0.0449422+0.0654694j 0.0234064-0.0105936j 0.00401512+0.0499496j 0.0622037-0.00996008j -0.0356198+0.044871j 0.0426965+0.0108116j 0.00281859-0.00402017j -0.017293+0.00108442j 0.0333497+0.00810348j 0.0440332-0.00813027j 0.0594325-0.0292195j -0.0455687+0.0196364j 0.0154343-0.0262619j -0.0308465-0.0207386j 0.0315448+0.055177j -0.0428396+0.0289198j -0.0151107+0.00336133j 0.0360683+0.034897j 0.00930943-0.0120644j 0.0854224-0.0588098j -0.067486-0.019444j 0.0211373+0.021646j -0.00256117-0.00752678j 0.0133692+0.000910552j 0.021118+0.00816398j 
0.0931902+0.097868j -0.0608283-0.00799673j 0.0674827+0.086922j -0.0410741+0.00165625j -0.0316163-0.0213821j 0.0276366-0.0519392j 0.0903918+0.0665799j 0.00859073-0.0422756j 0.0585374-0.0399225j 0.0134026+0.0228456j 0.04047+0.0286673j 0.0288466+0.0425489j 0.0296668-0.0218413j -0.00683409-0.0259239j -0.0242483-0.0161986j -0.0392929+0.00631112j 0.00894176+0.0109496j 0.00951159+0.00693021j 0.000900922-0.0304488j 0.0282519+0.00367979j -0.011452+0.00226283j -0.0383799+0.0168816j 0.0232004+0.00212442j 0.0101759+0.103941j 0.0395942-0.0341979j 0.0127106+0.0334628j 0.0195252-0.0533j -0.0651545-0.0225511j 0.0436188-0.00681682j -0.0105286+0.0056845j -0.0346886+0.0731585j 0.0228084+0.0420072j 0.00694104-0.0049088j 0.0367288+0.00966653j 0.0675764+0.0500472j -0.00545317+0.0170558j -0.0227844-0.0095996j 0.0194119+0.00922892j 0.0177282-0.0198316j -0.025394+0.0195064j -0.0437674+0.0247239j 0.0774607-0.0315484j -0.0421711-0.0023856j 0.0197435+0.000473273j 0.0535907-0.0207106j 0.0232195-0.00720621j 0.025005-0.0448829j 0.0253944-0.0346456j 0.0163816-0.00759867j 0.103839-0.0383329j 0.00102704-0.0229929j -0.0971747+0.0152148j -0.0667925-0.0478599j -0.0445748-0.0131542j 0.0487606+0.104861j 0.0290855+0.0546732j -0.0315285+0.0119017j 0.0518893+0.061477j 0.0595225+0.064596j 0.0475732+0.0159249j 0.0230932+0.0395439j 0.0420743-0.0919258j 0.0050345-0.0460681j -0.0324922+0.0898945j 0.065212+0.0147762j 0.00141983+0.0373769j -0.0080067+0.0352898j -0.0176948+0.0310915j -0.0228935+0.0825877j 0.0200474+0.00803382j -0.0151288-0.0870883j -0.0889057-0.0462268j 0.0680858+0.0150918j -0.0705004-0.017295j 0.0195027-0.0303558j 0.0188467-0.0726644j -0.00192064-0.0117037j -0.0679-0.0708659j -0.0353973+0.0297693j 0.0369838+0.0483582j 0.0103175-0.00931725j -0.0110111-0.057854j -0.0726643+0.010608j 0.0416805+0.00607635j -0.00405502+0.0239403j -0.0193545-0.0162971j -0.00368483-0.0525237j 0.0325211+0.0443392j 0.0681987+0.00497562j 0.0278672-0.0327364j 0.0327693+0.0232611j 0.0628045+0.048452j -0.0459545-0.0312415j -0.00881724-0.0460251j 0.0946533-0.0312041j 
-0.0232281+0.00765938j -0.0574005-0.0538012j -0.0138415-0.00718015j 0.0324841+0.0317098j -0.0654751+0.0146263j -0.0816219-0.0388876j 0.00992873+0.0148439j 0.0373806-0.0563032j 0.0264196-0.0108936j 0.0190062-0.0478851j 0.00900987-0.00931136j 0.0192781+0.0268855j 0.0216165+0.00791724j -0.0268836-0.00153066j 0.0239876+0.0230579j -0.0362296+0.0009318j 0.0192449-0.0157746j -0.0330279+0.00272944j 0.00281559-0.0516251j -0.00930082-0.0630765j 0.0290748+0.027211j -0.0277006-0.00813441j -0.0236576-0.0547827j 0.13097+0.0224767j 0.0297617+0.013028j -0.0303542-0.0533104j 0.00156792-0.00336487j -0.0143195+0.0159269j 0.0324301+0.0219094j -0.046741+0.0265659j -0.00568117-0.015655j 0.0240643+0.0386878j 0.0276867+0.0442947j 0.0188004-0.0564366j -9.99107e-05+0.0588672j 0.0666818+0.0518968j 0.0342934-0.00350897j 0.065118+0.0847882j -0.000733494+0.0335163j 0.0246729-0.00068122j 0.0931594+0.0167514j 0.000563446-0.00576256j -0.0350352+0.0218875j -0.0327596+0.0813574j -0.0132488-0.081816j 0.00207872-0.0321995j 0.0437244+0.0134985j 0.0916699+0.0530334j 0.0325353+0.175708j 0.100267-0.0537672j 0.0824859-0.0591107j 0.0617622-0.017757j 0.00405431+0.0352036j 0.0178501+0.00414998j 0.0601127+0.0589798j 0.0170097+0.0497672j 0.0525494-0.0378022j 0.0587487+0.112506j -0.029837-0.0787228j 0.0241109+0.00121971j 0.00213775+0.0203416j 0.0645847-0.0281407j -0.0253934-0.0376735j 0.0649068-0.0581764j -0.054786-0.0370724j 0.0221026+0.00462082j 0.0143308+0.0352983j -0.060611+0.00450238j -0.0125402+0.0390183j 0.0297945+0.00495444j -0.0175261-0.0365306j 0.0103561+0.0348878j 0.0856048-0.0150419j -0.012713-0.035119j -0.100159-0.0519133j 0.0208484+0.0910121j -0.0542115+0.024476j -0.00697545+0.0603913j 0.0084892-0.0425522j -0.0521298+0.0419501j -0.0138891-0.0686881j 0.0252462+0.0291627j 0.0206718+0.00348495j -0.0969243-0.0236612j 0.0053272-0.0753003j 0.0396095-0.00211153j -0.040207-0.0335639j 0.0193804-0.0845176j -0.031263+0.0693444j -0.0342573+0.0434517j -0.012847-0.0321653j -0.0377785-0.0166915j 0.0471788+0.0138911j -0.0433149+0.0543614j 0.0725702+0.00274236j 
0.0370275-0.0489756j 0.0404195-0.0364529j -0.0415793+0.0299622j -0.0694416+0.0524454j 0.0342191+0.0825599j -0.0552814-0.0184205j 0.0173265+0.0175601j 0.00817671-0.0706224j 0.0600254+0.00695478j 0.00604029-0.00110383j -0.0476495+0.0129045j -0.0407478+0.0210734j -0.0272168-0.00738544j -0.00984814-0.00153409j 0.000861894-0.0066052j -0.0105305+0.0146374j 0.0130494-0.00359793j -0.0119821-0.00511259j 0.0740858-0.00103394j 0.00530996-0.0051185j -0.00980573+0.01193j 0.0259896+0.0402416j -0.0667857-0.0217702j -0.013229-0.0106274j -0.000233837-0.0360946j 0.025773+0.00948493j -0.0299961+0.0244408j -0.0371176-0.0395658j -0.00252116-0.00598927j -0.000501676+0.00407149j 0.0132352+0.0542639j -0.00159109+0.0392295j 0.0310353-0.0123508j -0.0166228-0.00866789j -0.0256453-0.0331147j -0.153303-0.0295752j -0.0708552-0.0182785j -0.0478703-0.0405134j 0.0375731-0.0316839j -0.0428799-0.0136793j -0.0605236+0.0102486j 0.0364723-0.0381901j -0.0847518-0.0345712j -0.0263794-0.0167263j 0.0414367+0.00131896j 0.0750238-0.061418j -0.0457191+0.0191129j -0.00196599+0.021221j -0.0637319-0.0562614j 0.0465417+0.098082j 0.0500499-0.0278603j -0.0311437-0.0267084j 0.0377801-0.0484981j -0.0657979-0.0157088j -0.0924886+0.067682j -0.10875-0.171431j 0.0538464-0.032292j 0.000332422+0.112978j 0.130503+0.0535249j -0.0156041+0.13817j 0.00780691-0.0102198j 0.00685994-0.0299097j 0.119283+0.030437j -0.0239141-0.00252782j -0.040323-0.000704522j -0.0476272+0.0326246j 0.00923539+0.0209728j -0.00634812+0.0107566j 0.0538167+0.0525453j 0.0466435+0.0415534j 0.0356671+0.0354171j -0.0292942+0.061421j -0.00510651+0.0314288j -0.0587079-0.0529001j -0.0136497-0.0421066j -0.0285362+0.0110923j 0.0110477+0.0063857j 0.050499+0.0897161j 0.0110397+0.0438052j 0.0080449-0.0545922j -0.0808515+0.0333594j 0.0305804-0.00883135j 0.0167263+0.0776232j 0.0159466-0.00300102j -0.00995796+0.0296266j -0.0467384-0.00114191j -0.0184213-0.0259049j 0.0236269+0.0500963j -0.0255459+0.028545j -0.0205555-0.0155232j 0.00236914+0.022309j -0.024435+0.0687918j -0.0498335-0.00349427j 0.0454346-0.0443974j -0.00398424-0.0472091j 
-0.0249372+0.0204761j -0.0256752-0.0109391j 0.079058-0.0177528j 0.0497902+0.0389026j 0.0704752+0.0657302j -0.0489305+0.0474928j -0.0561048+0.00983482j -0.0537745+0.00278317j -0.0241535+0.0229796j -0.0228696-0.0219954j 0.034694+0.017558j -0.0212818-0.00489447j -0.00190027-0.0222684j -0.0181405+0.00728554j 0.0236592+0.0100609j 0.0173237+0.0146057j -0.00022711+0.00886685j 0.0207785+0.00624661j -0.0288669+0.0139175j -0.047711+0.0116359j 0.0145205-0.0171808j 0.0164944+0.00603916j -0.0407726-0.0187714j 0.0044502-0.0728864j -0.0924038-0.0596877j -0.00509101-0.0330435j 0.092642+0.00512757j -9.12227e-05-0.00966085j -0.00170416-0.0272908j -0.0514448-0.0304263j -0.0405144-0.00515472j -0.00111442+0.0390942j 0.0135414+0.0022629j 0.00133971+0.0104042j -0.0500263-0.0353386j -0.0232958-0.0240689j -0.0313907-0.0149525j -0.0339368-0.00770906j -0.0307645+0.0502159j -0.027755-0.00691689j -0.0383812-0.0609167j -0.000791081+0.0168551j 0.04406-0.0139318j 0.00158274+0.0183862j -0.01764+0.0304826j -0.0586739-0.00828809j 0.0120822+0.029188j 0.0496489-0.0110823j 0.000478986-0.063581j -0.038274+0.00988057j -0.0419813-0.0560586j -0.0222746+0.0203255j -0.106229-0.021518j -0.0245812-0.0529687j -0.0300977-0.0793454j -0.108657-0.0559142j 0.0141437+0.0503927j -0.0660575-0.0173927j -0.0236651+0.0211476j 0.0629324+0.0441848j -0.00129145+0.027504j -0.10118+0.056388j 0.029646+0.0943973j 0.000249068+0.038543j 0.0530417-0.00566881j -0.0300291+0.00274028j -0.0572791-0.00103944j -0.0379219+0.0155421j 0.000956749-0.0156359j 0.0126882+0.0456396j -0.00969373+0.089861j 0.0370984-0.028161j -0.0583308+0.073367j 0.038029+0.0477746j -0.014446+0.0781702j 0.0292214+0.00887348j -0.00664378-0.0273683j 0.00447282+0.00601187j -0.0110732+0.0644835j 0.016534+0.0147913j 0.0208775-0.0179953j 0.0391362+0.00196177j -0.0281907-0.0469964j -0.094934+0.0089509j 0.000896486-0.0221676j 0.00571099-0.0149871j 0.031047+0.0102658j 0.0210644-0.0297477j -0.00338564-0.00703599j -0.0449642+0.0443906j -0.0483916-0.00484204j 0.0345509-0.0292874j 0.0507586+0.0195451j -0.0411963+0.0138099j 0.0214324+0.0412884j 
-0.0823949-0.0389748j 0.0279613-0.0298355j 0.0103372-0.0360755j 0.0458188+0.0188477j -0.0191737+0.011789j 0.00680002-0.00721861j 0.0287838+0.0350361j -0.00426706-0.0203814j 0.00283213+0.00577435j -0.0350235-0.0152908j -0.00218425+0.00688691j -0.0133719+0.0166109j 0.00320454-0.0118238j 0.014908-0.0125689j -0.00139001-0.000542332j -0.020728-0.0099883j -0.0216742-0.0102479j 0.0126252+0.0264638j 0.00863549+0.00782318j 0.034754+0.030874j 0.00469305+0.00337867j -0.0146284-0.0406366j 0.0600645+0.00623829j 0.0108917+0.00646529j 0.0409258+0.0369086j -0.0294285-0.0335715j 0.0254153+0.0170132j -0.0153304-0.0330487j -0.0163322-0.00102117j 0.0205781+0.00491961j 0.012435+0.00133044j -0.032847-0.0132782j -0.0533426+0.001785j 0.008588+0.00437651j 0.0078369+0.0500003j 0.0373646+0.0215063j 0.0146543+0.0394826j 0.0263852+0.0279474j 0.0172493+0.0502783j 0.00414257-0.0142389j 0.021164-0.0210493j -0.0193527+0.0313049j -0.0254469-0.0218447j -0.032022+0.0111471j -0.050994+0.0146299j -0.0330729-0.0104032j -0.017864+0.0472671j -0.0326509+0.0125809j 0.0935584+0.00554631j 0.00171494+0.0258078j -0.0297449+8.68289e-05j -0.0252887+0.0373749j 0.0276911+0.0397146j -0.0314705-0.0164725j 0.042205+0.01975j 0.0589446+0.0541305j 0.00085709-0.0425153j 0.00551483-0.0211863j -0.0194933+0.044592j 0.0410105-0.0171854j -0.0260505+0.0245216j 0.0431106+0.0466457j -0.0145969-0.014269j -0.0177145-0.0162887j 0.0265598+0.0138092j -0.0173541-0.0211818j -0.014614-0.00816574j 0.0286711+0.00800936j 0.0304709-0.020487j -0.0156502+0.0345908j -0.0169588+0.00851506j 0.00482812+0.00741422j -0.0219387-0.000652857j -0.0221049-0.00546401j 0.0276493-0.000474775j -0.0107844-0.0190414j -0.010549-0.00660787j 0.00459641+0.0173j 0.0271683+0.0286843j -0.0186433+0.018283j 0.0145587+0.00698706j 0.00544127+0.0100648j -0.00642133+0.0036012j -0.0184126-0.0138117j 0.0296079-0.0194193j -0.0139771+0.0275854j 0.0230221-0.0345668j 0.0048315+0.00891066j -0.0066051-0.00553685j 0.0300705-0.0248274j 0.0373524-0.0199299j 0.0215123-0.0212671j 0.0398408-0.0253958j -0.0297085+0.000637752j -0.0256796+0.0316404j 
-0.0500181-0.0893193j 0.0748823-0.0222615j -0.0496992+0.0134509j 0.0446157+0.0490002j 0.0203812-0.0960282j 0.0922655+0.0568969j -0.0285298+0.0403093j 0.0288971+0.051713j 0.0252182+0.0549137j 0.0153972-0.0419096j 0.0318547+0.0118005j 0.0482973-0.0156119j 0.0603786+0.0284355j 0.00393266-0.00862208j -0.0322645-0.0229953j 0.000752152-0.0330179j -0.0211278+0.0145936j -0.0195971+0.0451165j 0.0461192-0.0220877j 0.0593109+0.0339861j -0.058216-0.00590296j -0.013717-0.0571615j 0.0915836+0.073531j -0.0697707-0.00880641j 0.0462571+0.0316092j -0.0460852-0.0503439j 0.0187196+0.0388564j -0.0489244-0.0175103j 0.00842085-0.02984j 0.0173928+0.00813614j 0.0808885-0.0410463j -0.0350172+0.0202045j -0.0314293+0.00876376j 0.00841262-0.0022315j 0.0512031+0.00352319j 0.0485211-0.0176664j 0.0170154+0.000838032j -0.0147934+0.0127955j 0.000206257+0.00843142j 0.00915111-0.0166277j 0.00964038+0.00172779j 0.00245385+0.0281589j -0.0526295-0.0173631j -0.0663919+0.00800824j -0.0346762+0.0327754j -0.00351286-0.0314522j -0.042662+0.0572227j -0.0140473+0.0223822j 0.0568397-0.0568111j 0.0361171+0.0547414j 0.00126597+0.00374837j 0.0324215+0.0411359j 0.079445+0.0277994j 0.000202492+0.0994056j 0.0595011+0.0247043j 0.0951686+0.0622525j -0.0718697-0.0607016j -0.032594-0.0256053j 0.0417624+0.0224652j 0.00462599+0.0221554j 0.0664374+0.0109667j 0.00851722-0.0100599j -0.0274044-0.0255642j -0.0135328-0.0674148j -0.0640972+0.0169184j -0.0498616+0.0135815j 0.0316973-0.0756974j 0.0407038-0.0336193j 0.00062105+0.0379594j -0.0567374-0.0884338j -0.0502301+0.00888031j 0.00405092+0.0114194j -0.0319704-0.0540608j 0.0340542+0.06337j 0.0425738-0.0228309j -0.0454186-0.0591061j 0.0236225-0.0279949j 0.047876+0.0272292j 0.0320885-0.023325j -0.0318711-0.0254505j -0.0410403-0.0175465j -0.00433018+0.0696527j -0.000352072+0.114697j -0.0139968-0.0461239j -0.0342329+0.0105556j -0.0345707+0.00334992j 0.0321444-0.0605216j -0.000775745+0.0516241j -0.00793904-0.047231j 0.10567-0.0143047j 0.0101623+0.0196362j 0.0186602-0.0139847j 0.0258008-0.0351566j -0.0250935-0.00506857j -0.0257257+0.0235974j 
-0.0643937-0.0872165j 0.0770365-0.0253259j -0.0501921-0.0109955j 0.0361991+0.0169139j -0.0238467+0.0654552j -0.0358528-0.0249269j 0.0769239+0.0717523j -0.0225776-0.00497878j 0.0231997-0.0289474j -0.0380162-0.0354111j -0.00817383+0.00272659j -0.00158824+0.0506088j -0.00783836-0.00191467j -0.0142974+0.00222468j -0.0133648-0.0295712j -0.0104567-0.00662497j 0.0109505-0.00515668j 0.006107+0.0623697j 0.0182492-0.0425495j 0.0110148+0.00378979j -0.00394412-0.0122828j -0.00785187-0.0650093j 0.0282593-0.047444j 0.055224+0.010094j 0.0752061-0.00968575j -0.0504968-0.0232281j 0.0382899-0.0122496j -0.0452049-0.0465658j -0.00665159+0.0552213j 0.0130433+0.00759718j -0.00216667+0.0248826j 0.000549162-0.0262514j -0.0453185-0.040746j 0.00248503+0.029314j -0.015227+0.0676337j 0.0256986+0.0502209j 0.0130967+0.0989353j 0.0202118+0.0711211j 0.0340616+0.0290233j 0.0316977-0.00876305j 0.0783869-0.0527165j -0.0536847+0.0687732j -0.0644862-0.0298796j -0.0452328+0.03111j -0.0888687-0.00238539j -0.0166792+0.00802131j -0.0052743+0.0549899j -0.0205997+0.0481882j 0.101618+0.0966767j 0.0235066-0.0379532j -0.06481-0.0174491j -0.0584022+0.0166089j 0.0709363-0.0200293j -0.0459312-0.00163107j 0.0761168+0.0485279j 0.087213+0.0933478j 0.0393815-0.0438912j 0.04639+0.00270031j -0.00310009+0.0229128j 0.0975578+0.0210778j 0.0107378+0.0330815j 0.121891+0.0185062j 0.0608563-0.00822984j 0.0013856+0.00746757j 0.0220666+0.0617428j 0.0221479-0.0263069j -0.020619+0.060319j -0.0305214+0.00432725j 0.0217019-0.0286707j 0.000317245+0.0316664j 0.0299743+0.0399j 0.0581647-0.0241054j 0.0357464+0.0354565j -0.032689-0.0600207j -0.0397394-0.0192987j -0.0353179-0.00197043j -0.0298423+0.0320644j 0.0418583-0.00120277j -0.0161741+0.0583357j -0.00648742+0.0491649j 0.000715092+0.0405606j -0.0183104+0.0571802j 0.0128814-0.0214123j 0.0150575+0.0461477j -0.00236369+0.0301044j -0.0170824+0.0412706j 0.019591+0.0171447j -0.0275174-0.00808007j -0.00860314-0.000175354j 0.0186234-0.0197716j 0.0360118-0.0204904j 0.000331334+0.0505052j 0.000797743-0.0390859j -0.00451127-0.0441158j -0.0503696+0.00769132j 
0.0922525+0.0476052j -0.00237792+0.0639889j 0.0821754+0.0596956j 0.0283224+0.0433397j 0.0539148+0.0365469j -0.0457522+0.0395303j -0.0120405-0.0385391j 0.0131086-0.00149781j 0.0442837+0.00774736j 0.00730661+0.0223524j -0.00157196+0.0254625j 0.00737944+0.00423358j -0.00680633+0.00158965j 0.0141377+0.034127j 0.00467844+0.00343648j 0.00544863+0.00293189j 0.0140511-0.0172933j -0.0146349-0.0244926j 0.0324085-0.000463797j -0.00695921+0.00529122j 0.00485385-0.007757j 0.024207+0.0512504j -0.0891542+0.0193311j -0.0277566-0.092631j -0.0548769-0.0547579j -0.0182506+0.0170547j -0.0133154-0.0142339j 0.00204156-0.006917j 0.0188491-0.0218297j 0.0141616+0.0329547j -0.0214496-0.0194236j 0.000535847-0.0465991j -0.00325058-0.00398473j 0.0284316-0.00473674j -0.111495-0.0152451j -0.0570626-0.0300986j -0.0119923-0.0337504j -0.0394103-0.0179202j -0.0221574+0.00672115j 0.0285125-0.0262089j -0.0362202-0.00975732j 0.0220174+0.0117086j -0.0196054+0.00886538j -0.00833564+0.0314694j 0.0281056+0.0440727j -0.0197804-0.0160925j 0.0116285+0.0391772j 0.0931718+0.011314j -0.00410106-0.121291j 0.0666598+0.0255241j -0.000961104-0.0435226j -0.0160006+0.0285639j -0.0578219-0.0904307j 0.0160165-0.0791099j -0.0900172-0.060535j -0.0196377-0.00310311j 0.0571825+0.0271448j -0.0317704-0.00113454j 0.0227574+0.00927192j 0.0232803+0.020112j -0.0370678-0.0630053j -0.0861311+0.0159234j 0.0587625+0.030185j -0.0296939-0.0136847j 0.0133868+0.0481962j -0.0668535+0.0151028j 0.00191086-0.0471504j -0.00166061-0.0652389j 0.0121597-0.0272017j -0.0602387+0.0181412j 0.0343907-0.0339861j -0.000492581+0.000148922j -0.00173471+0.0206925j 0.00511877-0.0352608j -0.00247806-0.00809414j 0.0096129-0.0133433j -0.0323443+0.0619065j 0.0142095+0.0429301j -0.00910408+0.0279043j -0.0224029+0.0107507j 0.00232079-0.0102042j -0.0730026+0.0258652j 0.0153959-0.0388702j -0.0158398+0.00959227j 0.00268385-0.00544659j -0.00520948+0.0128432j 0.00279396-0.0256565j 0.0175089-0.017911j -0.0137558+0.0272762j -0.0166855-0.0116185j -0.0261779-0.00486639j -0.0157275+0.00700403j -0.00491369-0.00662631j 0.0299785+0.0066472j 0.0656953-0.00822008j 
