-0.0135223-0.00665092j 0.00174859-0.00550601j 0.0138074-0.00989748j 0.0181238-0.0641347j 0.0360323+0.0393212j -0.00662525-0.0612173j 0.020506-0.023627j 0.0195726+0.0307316j 0.0230515+0.0304361j 0.0251856+0.00949625j 0.00439105-0.0260555j 0.0193425+0.0376385j -0.0123229+0.00572982j 0.100037-0.000857785j 0.0913921+0.0600613j -0.0635678+0.0728165j -0.0739289+0.00157907j 0.00409138-0.0661024j -0.055067-0.00903146j -0.0216784+0.0637804j -0.0430116-0.0326609j -0.02768-0.0143207j 0.0709613+0.10647j -0.0287017-0.00664105j 2.24568e-05+0.0707826j 0.109958+0.00272778j -0.0129483-0.0446104j -0.0967558+0.0258437j 0.0956978-0.0757893j 0.0297924-0.038466j -0.155814+0.117768j 0.0534597+0.00994417j 0.0480306+0.00066642j 0.0681691+0.0142693j 0.00410772+0.0242472j 0.142899+0.00348401j -0.0201746+0.017923j 0.0451742+0.114873j -0.0902713-0.134297j -0.0964887-0.0208162j 0.126595-0.044767j -0.229181+0.0117711j 0.10176+0.0883424j 0.125216+0.00866082j -0.00517962-0.151312j -0.0403807-0.0813671j -0.0186197+0.0960077j -0.0378336-0.0635454j -0.0226619-0.0172354j -0.0634408-0.0913949j 0.0271202+0.13354j -0.00194388-0.0454424j 0.0215176-0.0183374j -0.0676494-7.16766e-05j 0.0154115-0.0615858j -0.0273272-0.101824j -0.028144-0.011968j 0.00826601+0.0641938j 0.0451685+0.00935992j 0.0504716+0.0865291j 0.0513108-0.160027j 0.00033791+0.0577848j 0.0457948+0.061321j -0.0683876-0.0135239j 0.012674-0.0608755j 0.10474-0.0377243j -0.00501242+0.0177777j -0.0379302-0.0489449j 0.115614-0.0205078j 0.101544-0.0136213j 0.00797985-8.28643e-06j 0.0233383+0.0931145j 0.00672863+0.0428013j 0.000245073+0.0479261j 0.0389916+0.0100813j -0.0352399-0.0228856j -0.000155478+0.0354204j -0.036281+0.0190372j 0.043282+0.0324513j 0.0496355+0.00404453j -0.0121911+0.0492525j -0.00762227-0.00291388j 0.0864383-0.017639j -0.0119027-0.00763091j -0.00013614+0.00133134j 0.0124166+0.000285203j -0.0341738-0.0213716j -0.0242247+0.0386967j 0.00221837-0.00133873j -0.0329631-0.0531151j -0.0256676+0.0109567j 0.0228044-0.0260386j 
-0.0069868-0.0138921j -0.0174076+0.0259332j -0.00822717+0.0111292j -0.00368359+0.0120801j -0.031893-0.00960755j 0.00311933-0.0329393j 0.0477894+0.006843j -0.0220262-0.000944749j -0.0298819+0.0103244j 0.0704307+0.0692602j -0.0440193+0.0128555j 0.0432416-0.0780799j -0.0243127+0.0187204j 0.0183429-0.0169573j -0.0143932-0.0384318j -0.016416+0.0472749j -0.0588477+0.00185049j 0.0481775+0.0163427j -0.00548096-0.0415366j 0.0597562+0.00451461j 0.024235+0.0433575j -0.0162296-0.045283j -0.005781-0.0961634j -0.139291-0.0902374j 0.0182547-0.0325199j -0.14772-0.00151608j 0.0431084+0.026427j -0.0433562+0.0311337j -0.000414706-0.00685197j -0.115057+0.0500243j -0.0972048-0.0190363j -0.019886+0.0605498j 0.050585+0.006564j -0.0377766+0.0339653j 0.00249398+0.000700375j 0.0756303-0.191578j -0.00598223-0.0250604j -0.045972-0.0466222j -0.13858-0.0228819j 0.00714653+0.0556445j 0.0988591+0.116659j -0.164648-0.0310842j -0.0876501+0.032147j -0.139548-0.0530721j -0.026474-0.0518677j 0.0507934-0.0105487j 0.0278853+0.0329598j 0.0418916+0.0830381j -0.0793212-0.0306699j 0.0196832-0.104534j -0.0309431+0.107128j 0.0472357-0.00315073j -0.104029-0.0190421j 0.0153376+0.0217286j -0.0345308+0.0376444j -0.0442239+0.0279393j -0.0191033+0.123251j -0.103962-0.0159059j -0.045876-0.0259926j 0.0406306-0.147822j -0.000894954-0.0455137j 0.0334507-0.0417116j -0.0377548+0.0607696j -0.0159236-0.0375131j 0.00135365+0.0031728j -0.0432512+0.0977095j -0.0515464+0.115097j 0.0671894-0.0345581j -0.0278062-0.050427j -0.0657403+0.00829555j -0.0911261-0.0171949j -0.075469-0.0561087j 0.025835-0.117972j -0.0167797-0.041539j -0.0595961+0.00533722j 0.00435309-0.0531267j -0.00712208-0.0228807j -0.0428722+0.00357372j 0.0857474-0.0381912j -0.00304909+0.0702798j -0.0183525+0.0713919j -0.0451908+0.0418108j 0.0788274-0.0771962j 0.0300798+0.0402257j -0.0252525+0.0573071j -0.0301605+0.0195502j -0.0134956-0.00165874j 0.00398698+0.000455298j -0.0130757-0.0321144j 0.000925542-0.00571628j -0.00200071+0.0112923j -0.0126898-0.00870351j 
0.0138302-0.0152175j -0.0180021-0.000572203j -0.00178718-0.0061347j 0.0295638+0.00449064j 0.046261+0.026765j -0.00356117-0.0470813j -0.0150024-0.00868709j -0.00839376+0.0852278j 0.0374161+0.02685j -0.0434206+0.0132277j -0.0092751-0.137269j 0.0124653-0.0615271j -0.0401328-0.0529358j 0.118632-0.0107458j -0.0805065-0.103668j -0.054997-0.0571412j 0.0928395-0.0429009j 0.0257321+0.0233989j 0.00784464+0.0490883j -0.0433494+0.0764327j -0.133759-0.0257284j -0.0344481-0.0400636j 0.00274859-0.0672753j 0.0195775-0.0234024j -0.124646-0.0745554j -0.141431+0.13681j 0.0459706-0.0379172j -0.0458909+0.0165008j -0.163617-0.110593j -0.0946076-0.0465993j 0.0399616+0.00587832j -0.101923+0.0976848j 0.0160777+0.0285849j -0.0351782-0.0530512j 0.121535-0.0232915j -0.0122371-0.0309696j -0.10459+0.020699j 0.0100907+0.0656961j 0.0284712+0.0476779j 0.0366054+0.0202012j -0.0173793-0.0586159j -0.0649344-0.109834j -0.0306703-0.0636376j -0.0800119-0.0220547j 0.0224011+0.00166553j 0.0314539+0.154679j -0.0569745+0.0747291j 0.056639-0.0364803j 0.0626118+0.0283776j 0.0822774+0.0635074j 0.158146-0.00236469j 0.0862982-0.0377967j -0.125229-0.0728942j -0.0339284+0.0609386j -0.0221967+0.0170831j 0.0567988-0.0772353j -0.111229+0.000941075j -0.090632+0.0549395j 0.0180145+0.0242601j -0.159337+0.0312986j -0.0557244+0.0655617j 0.0188746-0.0634671j 0.0269234+0.0124919j 0.0626132-0.0821264j 0.0555143+0.0266132j 0.0636742+0.0163811j 0.0333696+0.066412j -0.03925+0.0842742j 0.0350471-0.0197041j 0.0288191-0.0257837j 0.0631702+0.0920534j -0.0686787+0.0115685j 0.0159105+0.144732j 0.0802248+0.0392419j 0.0294036-0.0490506j -0.0746703+0.0410699j 0.0526065-0.0458342j -0.071741+0.0874668j 0.0642142+0.0329264j 0.0297898-0.0367568j 0.0109043-0.000889281j -0.0121156-0.0552053j 0.0382535+0.0390996j -0.0478518+0.0041011j 0.0119014+0.0361578j 0.0278346-0.0106977j -0.025734-0.0214711j -0.0336064+0.0463055j 0.000495288-0.00684956j -0.0454586+0.0247435j -0.00992757-0.00550856j -0.00585798-0.0249534j 
0.0245698-0.0193528j 0.00189181+0.00746034j 0.0304366-0.0127615j 0.0231178-0.00323946j -0.0165665+0.022249j 0.0257669-0.0201722j 0.00159268+0.00163859j -0.0369215+0.0375532j -0.0230084-0.00721991j -0.0754593-0.0182072j -0.0220594-0.0802304j -0.0128627-0.0428286j 0.00510026-0.0829702j 0.0468058+0.0855849j 0.0173184-0.00860471j 0.0128316-0.0219656j 0.018727+0.00832705j 0.0379328-0.00324888j -0.0521345-0.0860897j -0.135642+0.065455j 0.0147062-0.120441j 0.0066095-0.0649975j -0.122068+0.088112j 0.113587-0.0594984j 0.0915271+0.00907609j -0.0607663-0.0082328j 0.0958535+0.193141j 0.0503774+0.100879j -0.00948102+0.00972213j -0.053221+0.0319423j 0.00620058-0.0409144j -0.159239-0.0442657j 0.0197573-0.0180033j -0.0561713-0.082956j -0.0283011-0.0117547j -0.0692376-0.0729236j -0.0641057-0.00228028j 0.0519086-0.0439799j -0.0386381-0.00937778j 0.0104675+0.0577757j 0.0478442+0.051156j -0.0170979+0.0169506j -0.198753+0.0138772j -0.00817396+0.0520657j -0.00477644-0.13411j -0.0132379-0.00981845j 0.0551797-0.10254j -0.186824+0.116769j -0.0916087-0.0191926j -0.140242+0.00830975j -0.148479+0.0129778j -0.107576-0.0354505j -0.0226568+0.163211j -0.00051391+0.082236j 0.0640265-0.0862543j 0.0266714-0.0719628j 0.0443836+0.0340065j 0.104435+0.00228164j -0.0650436-0.023749j 0.069894-0.039931j 0.0554449+0.0268215j 0.064058-0.00795794j 0.0487895+0.0946027j 0.015388-0.020067j 0.139159+0.0214626j -0.017634-0.0826632j 0.114409-0.0889848j -0.00806837-0.0438791j 0.0211943+0.00904184j -0.0128741+0.0428328j 0.00736192+0.0342794j 0.00460136+0.0736286j 0.0495943-0.0674729j -0.023659-0.053122j 0.0149724-0.000728246j -0.023129+0.0158905j 0.0292611+0.0287512j 0.0188766-0.0204774j 0.0547279-0.0523527j 0.0364196-0.0419473j 0.00518474-0.0199594j -0.0183126-0.00731148j 0.129446+0.00512006j -0.104807+0.0668614j -0.015745+0.0292225j 0.00881344-0.00800464j 0.0117517-0.0244685j -0.018487+0.0338285j -0.000851991+0.0257307j -0.00757992+0.0105848j -0.024027-0.0257134j -0.0106578-0.0204739j 
-0.00898234+0.000260025j 0.0143371+0.0186319j -0.00217526-0.0148181j 0.00146932-0.0237526j -0.00111929-0.0473191j -0.023984+0.0291404j -0.0100267-0.0423257j -0.0228429-0.0300766j 0.0600246+0.0277786j -0.0266082-0.00706392j -0.0279386-0.117145j 0.0631356-0.027594j 0.028373+0.0347687j 0.00288496+0.0426861j -0.0590791+0.0190969j -0.0160852+0.0564864j -0.0535311-0.0931058j 0.0644522-0.0430689j 0.0384201-0.151283j -0.058943-0.0836714j 0.062973+0.0387671j -0.00841182-0.0373564j -0.0865967-0.10551j -0.0214912-0.0811359j 0.0397414+0.007745j -0.0488906-0.0410575j 0.0878259-0.102113j 0.0010804+0.0367928j -0.0113897+0.0247785j -0.0137708+0.144887j 0.0459819+0.0584026j 0.0050932-0.00106285j 0.009669-0.0369895j -0.0777987+0.0759929j -0.0739+0.0859007j 0.0620746+0.00400376j 0.038885-0.0302399j -0.0813779+0.0795879j -0.0588083-0.0578538j 0.0607491-0.00242422j 0.107859+0.0129627j -0.0936786-0.0298357j -0.0222966-0.0868051j -0.0486293-0.0260089j -0.0697134-0.154628j -0.0898241-0.00662154j -0.0463469-0.0243022j -0.0382897-0.0121185j 0.0736121-0.0408738j 0.0245699-0.0413684j 0.0524978+0.0379982j -0.0422288+0.045388j 0.00338265-0.0256409j 0.0508908+0.0661635j -0.0731191+0.0139388j 0.0319231+0.114228j -0.0178015-0.0826383j 0.0312133+0.0522397j 0.0200768-0.00134182j -0.00699659+0.069924j -0.0192865+0.015059j -0.0362789+0.0361246j -0.0376425-0.0329291j -0.00451713-0.0741635j 0.000480162-0.0103922j -0.0686189-0.0574677j -0.0424016-0.0311901j -0.000850746-0.052018j -0.0675632-0.000293789j 0.0187415+0.0451102j -0.0848264-0.0274879j 0.120504-0.104586j 0.0118103-0.0962472j 0.0401192-0.0155195j 0.015572+0.0559378j -0.0620835-0.00837325j -0.100693-0.00838697j -0.102622-0.0728767j -0.00624993-0.0611172j 0.0693147+0.0261184j 0.0157706+0.0240259j 0.0342274+0.00313637j -0.00255753-0.0310089j -0.0116321-0.0152975j -0.0336065-0.0190753j 0.0136489-0.0847159j 0.0419642+0.050116j -0.0273216-0.0154488j 0.00880331-0.0181707j 0.00925612-0.0646924j -0.0131134+0.0224191j -0.0123162+0.00650283j 
-0.0295979+0.00480722j -0.0105468+0.0128428j 0.00944463+0.0285971j 0.045469-0.0309779j 0.0189754+0.00911362j 0.00317111-0.0151567j -0.0492482+0.0241271j -0.00421597-0.0296166j -0.0762324+0.0229838j -0.0165494+0.0409299j 0.00618539+0.0269022j 0.0165999+0.0317852j -0.0137618+0.0893303j -0.0603823-0.05862j 0.00882672-0.0443982j 0.00550483+0.0104671j 0.0423838+0.14374j -0.027224-0.00472663j 0.00117032+0.0272691j -0.0933631+0.0261225j -0.0726734-0.0753795j 0.0618174+0.168012j 0.0603112-0.135234j -0.0234561+0.0614431j 0.0925261+0.0647639j -0.0392831-0.0176106j -0.0164681+0.0836934j 0.0847101+0.019247j 0.00194689-0.0155049j -0.0747083+0.0287029j 0.0751158-0.0472633j 0.0482682+0.0228609j 0.0305958+0.0156985j -0.0606286+0.0830401j -0.0296939-0.0261129j 0.0574556-0.0316962j 0.0611543-0.031225j 0.00644121-0.0354048j 0.0542709+0.0982162j 0.0378677+0.138612j -0.0817647+0.104854j 0.0504315-0.0279183j 0.142827-0.0446261j -0.162424-0.0134726j 0.0745775-0.0162863j -0.057727-0.117354j 0.0555206+0.0771029j -0.074122-0.0642863j 0.0146164-0.0183737j -0.0518811+0.00979873j 0.0584356+0.0112166j 0.116634-0.00636351j 0.0465081+0.0428797j 0.102134-0.0145998j -0.000611756+0.139665j -0.134058-0.0579504j 0.0495683-0.102943j -0.00702484+0.0303314j -0.0435583-0.100079j -0.00693883-0.00740127j 0.122084-0.0300067j -0.0412828-0.0405779j 0.0251809-0.00902179j 0.0124099+0.0342416j -0.00808448+0.029334j 0.0279903-0.0380286j -0.0145719-0.0990736j -0.0333745+0.0279728j 0.129892-0.0828162j 0.081975-0.0324362j -0.0722999-0.087574j 0.0184819-0.0133034j -0.0824134+0.0762323j 0.0220719+0.0265985j 0.0109123-0.00746896j -0.0825231-0.0143657j 0.00404034+0.0413693j 0.0317006-0.0443145j -0.135083+0.00324859j -0.0208237-0.0556824j 0.0302155+0.014899j -0.0355153-0.0222726j 0.0189465-0.0591968j -0.00216004+0.078713j -0.022085-0.0162408j 0.011403-0.00513313j 0.0331432-0.00601451j -0.0258136+0.0567508j 0.0282839-0.0380842j -0.016769-0.00963744j -0.00833931+0.0007152j 0.0269256-0.0140586j 
-0.0131966-0.00962512j 0.0262502-0.013503j -0.0101878+0.00391283j 0.000499421-0.0167683j -0.0170259-0.0330061j -0.00938128-0.0159896j -0.000223115-0.0258008j 0.0232724-0.0570829j 0.0528741-0.0176981j -0.00194138-0.0751502j 0.00539812+0.0525085j -0.0806989+0.0524231j 0.0372158+0.0282038j -0.135346-0.0448548j 0.0378707-0.108542j -0.0215248-0.131528j -0.031403-0.0270206j -0.0614817-0.0324246j 0.0848772-0.0433174j 0.00322202+0.00702103j 0.0350763-0.0873158j 0.0537148+0.00749189j -0.0566448-0.0684892j 0.0753511+0.000174484j -0.0538075-0.00330183j -0.04397-0.00673828j 0.066766-0.0268407j -0.0298752+0.0325035j 0.0292034+0.0082089j -0.0282733-0.0848633j 0.102526-0.0145094j -0.0243031+0.0375132j -0.0335293+0.155953j -0.0300901+0.0547807j -0.00137715+0.00746347j 0.0438601-0.0113934j -0.0863378-0.128794j -0.0240585+0.0903494j 0.0226937-0.0338476j 0.0377187+0.0974394j 0.0141285-0.0399611j -0.102635-0.153091j -0.0819449-0.0306291j 0.0180256-0.0902069j 0.0429103+0.0611497j -0.0567346+0.0935439j -0.0637656+0.0274261j -0.0109413+0.0396301j 0.102421+0.0596048j 0.144533-5.33968e-05j 0.0971663-0.0629971j -0.0025994+0.00613807j 0.0744842-0.0492148j -0.0681691-0.0619043j 0.00567163+0.0296395j -0.0970361-0.0326601j 0.0782261+0.122809j 0.113865-0.0345192j 0.0460168-0.00407801j 0.152041+0.0773284j 0.0526755+0.0127523j -0.09089-0.0504241j -0.018088+0.0250285j 0.00681616-0.0519894j -0.0164992-0.0660376j -0.121114+0.0411513j 0.0264264+0.0476686j 0.0617098-0.0272237j -0.0735195+0.0469674j 0.0713786+0.0640188j 0.0220459+0.0156318j 0.111561+0.0476164j -0.189887-0.038095j 0.0315774+0.050968j 0.0402041-0.0123138j 0.00637826-0.1067j -0.0234477+0.0585355j 0.0525602-0.0483941j 0.0285418+0.00061685j -0.0107545-0.0593342j -0.0252485-0.062772j 0.0224361-0.00698598j -0.00767324+0.0368493j -0.0142804-0.071707j -0.00372667-0.0383859j 0.00254059+0.026582j -0.000209179+0.0152824j -0.00769304-0.0011717j -0.00284334-0.00175345j 0.00284457-0.0373299j -0.00203766+0.00924687j 0.00364578+0.0113222j 
-0.00300297-0.00730705j -0.015363-0.00572718j -0.00779477+0.0263987j 0.00353593-0.00209827j 0.0113033-0.00338642j -0.00147935+0.00925163j -0.0113925+0.0166586j -0.0124452-0.0409388j 0.0187423+0.0852635j -0.000153339+0.02498j -0.0384577+0.10925j 0.00761794-0.0261443j 0.00247439-0.0897843j 0.0335866+0.161722j 0.027314+0.10626j 0.072098+0.0311051j 0.00930662-0.0579551j 0.00735069-0.00596259j -0.012661+0.127183j 0.0776521+0.057218j -0.0297953+0.023603j 0.00177371-0.0542905j -0.0350438+0.0462743j -0.0749234+0.0610608j 0.0383361-0.0554022j 0.0452986+0.00649289j -0.0702395+0.0851772j -0.197077-0.0703628j -0.0442259-0.0293539j -0.0237324+0.00672491j 0.000189668+0.018489j -0.020899+0.00815752j -0.159057-0.0530756j 0.122185+0.0263621j 0.0699478+0.0768095j 0.0596837+0.0330733j -0.00952497+0.13785j -0.173178-0.000604568j -0.0888178-0.0471933j -0.139877+0.0529247j 0.0360799+0.115318j 0.115032-0.107636j 0.0163153-0.0194748j -0.0085848-0.0611936j 0.0428858-0.0211483j 0.0265727-0.0538025j 0.0242463+0.0318919j 0.000448308+0.0383977j -0.0509427-0.0965653j 0.0997573-0.0254991j -0.00905218+0.0937303j 0.0445818-0.0208157j -0.00384061+0.0261859j 0.113184-0.0025308j -0.0381263-0.0338664j -0.0996041+0.0270364j 0.0355878+0.0582744j 0.0938184-0.00428157j 0.0995233+0.108595j 0.0114579-0.0185064j -0.0234846+0.0925226j -0.00505061+0.0951851j -0.0501535+0.0490607j 0.0131627-0.0645831j 0.0527265-0.00370204j 0.0478667-0.00194182j 0.032809+0.032077j -0.0176691+0.0984097j 0.15579+0.00931696j 0.103188+0.135856j -0.0160497-0.0790752j -0.014287-0.0823462j 0.0110379+0.0134642j -0.0179054-0.0646406j -0.044393-0.053119j -0.00576804-0.0460375j 0.108716+0.0595895j 0.0391218-0.0134234j 0.0559483-0.00848485j 0.0273807+0.0516546j 0.0294815-0.049967j -0.0297522-0.0569925j -0.0323803-0.0217116j 0.0514668+0.045623j 0.00499493+0.0647429j 0.0343628+0.027325j 0.0205077+0.0141737j -0.00548584-0.0176303j 0.0043239+0.00573673j 0.0267602+0.0440566j -0.00193001+0.00556665j 0.00825681-0.00481081j 
0.0134187+0.0150358j 0.0177428-0.0168226j 0.00715353-0.0112157j 0.00777091-0.00426762j -0.00491066+0.0402256j 0.00905496-0.0459896j 0.0275955+0.0225349j 0.0420977+0.0213172j -0.0440627-0.0046636j 0.0219853-0.0151554j -0.0211878-0.07181j -0.0671178-0.0215231j -0.014722-0.0269884j -0.0322188-0.0677435j 0.00127245+0.102271j -0.0209748-0.00161302j 0.047697-0.0455355j -0.094644-0.0964786j -0.0857275+0.0329587j -0.0560924-0.0015237j -0.0350733-0.0062j 0.0272093+0.08212j -0.014164-0.0738719j -0.0277089-0.00890931j 0.00122901+0.00888904j 0.0572815-0.0275403j 0.0574593-0.0626666j -0.0268133+0.00232085j -0.149468-0.00498085j -0.132836-0.0491024j 0.0377871+0.151882j -0.0412847+0.00038185j -0.0151927-0.113058j -0.0743623-0.0903249j -0.0280444+0.0725186j 0.151576-0.00695554j -0.0391382-0.0265035j -0.0756961+0.0498217j -0.0357058-0.0552111j -0.12763-0.0377525j -0.116573-0.00640482j -0.030353-0.103423j -0.0677996+0.026057j 0.0115192-0.0495968j -0.0399897-0.120154j -0.133962-0.0782831j 0.0361137+0.0665724j -0.0533786-0.0167975j 0.0678202-0.0521759j -0.088646+0.0196191j -0.0331407+0.0837955j 0.00123102+0.0201134j 0.0497565-0.0272059j -0.0208919+0.0821899j -0.000180431+0.0451017j 0.0268915+0.0281968j -0.0213857-0.0782501j 0.0262286+0.0843713j -0.0243432+0.0236479j -0.0175539+0.06695j -0.0133359+0.0507406j 0.00929075+0.000733389j 0.00455944-0.00271651j 0.00102798+0.0418635j -0.0251133+0.0326211j 0.0281802-0.115984j 0.0152388-0.0405294j -0.0796064+0.0199701j 0.0742691+0.00307205j -0.00886791-0.0033679j 0.00431945+0.0615024j -0.0273045+0.0340842j -0.0631067+0.0179837j 0.0115924+0.0260004j 0.00788892+0.0202247j 0.0525891+0.0397601j 0.0414055-0.0751558j 0.0522205+0.00337357j -0.0218584+0.0715332j -0.0024859-0.00842489j 0.0615139+0.0326272j -0.0244123+0.00694991j 0.0751831+0.00863119j 0.015883+0.0111907j 0.0293534-0.0424779j -0.00146737+0.00460152j -0.0458432-0.0330363j -0.0243073-0.00524046j 0.009331+0.0280634j -0.0211053-0.00938778j -0.0012802-0.00737389j -0.00192393+0.0086671j 
-0.0053545+0.0114039j -0.00428247+0.00910814j 0.0154381+0.00899447j 0.00109606+0.0269735j -0.014892+0.0373882j -0.00620581-0.00196364j 0.0211052+0.0358045j 0.00321858+0.00601468j -0.066356+0.000683846j -0.0181236+0.129179j 0.145305+0.0956058j 0.03239+0.129658j -0.00911784+0.0664924j -0.0993739-0.0432478j 0.130339+0.0194461j 0.00397998+0.00138882j -0.101293+0.0320564j 0.0299565-0.00681203j 0.0093539+0.0919248j -0.105539+0.0444517j 0.0499371-0.04171j 0.0960084+0.0909203j -0.0224696-0.091012j -0.0829242+0.107665j -0.135556-0.161733j 0.0700498+0.0915433j 0.0266474+0.0010917j 0.056379-0.19113j 0.0183319+0.233586j 0.0453716+0.0432726j -0.0794073-0.0274489j -0.0472601+0.0122875j -0.0941769+0.0791212j -0.00213748+0.0371815j -0.0650155-0.00403024j 0.150258-0.0144875j 0.132789-0.0898072j -0.0569687+0.00688761j 0.0710089-0.017588j -0.0332409+0.0386258j -0.0250536-0.0388988j -0.0348193-0.0653641j -0.112053-0.00942854j 0.0615917+0.0191137j -0.021458-0.0411674j 0.00542585+0.0415475j 0.0419571+0.0406725j 0.0184067+0.0490642j -0.035124-0.0306915j -0.0272217-0.00858317j -0.0550495+0.0782498j -0.0789205-0.0451177j 0.00162062+0.0650171j -0.0409167-0.0814342j 0.0122461-0.0520998j 0.0861524-0.0983951j -0.0620559+0.0427891j -0.105426-0.0683694j -0.017007-0.0363209j -0.0659242-0.0154115j 0.0165313-0.00489802j 0.0480118-0.00857581j -0.0399141-0.0313544j 0.119709-0.0217112j 0.0416084-0.0234265j 0.00758932+0.0817671j 0.00911483-0.0671517j 0.0328227-0.00968079j 0.0502325+0.0693895j -0.00653952-0.070349j -0.029602-0.0126629j -0.0349201+0.0747731j 0.0665609+0.0633487j 0.00264403+0.0143986j -0.0497069+0.00272701j 0.0221992+0.0235778j -0.025339+0.00170325j 0.0245963+0.00425459j -0.0551788+0.0278577j -0.00978214-0.0742056j -0.000153964+0.0155897j 0.0280062+0.0144489j -0.0193089-0.037914j -0.000403482+0.0846332j -0.0137834-0.0209373j -0.00700208+0.0511695j 0.0032069+0.00812537j 0.0264411+0.0412512j 0.000909054-0.0288133j 0.0169376+0.0287268j 0.00578224-0.00803344j 0.00474335+0.00103476j 
0.00314375-0.0164264j 0.00190244+0.00915563j -0.00215566-0.035063j -0.0142594-0.0148321j -0.0315191-0.0160508j 0.0441943+0.0205511j 0.0402473+0.00157349j -0.0367152+0.0281586j -0.11106-0.0202032j 0.046084+0.10321j 0.0157786+0.0586962j 0.0347152+0.0262441j -0.0187979+0.0246333j -0.0415244+0.0768825j 0.0090048-0.0146189j -0.0364255-0.0338797j -0.0524273-0.0309474j 0.0900259-0.0610957j -0.0011088+0.0271673j -0.0539321+0.0440139j -0.0396829+0.0541233j -0.0654621+0.0582106j 0.0981999-0.0568418j -0.0854998+0.0319185j 0.00335518-0.0658843j -0.112582+0.0791005j -0.0429688-0.0461164j -0.0968639-0.0308929j -0.0853464-0.0224975j 0.100906-0.0262212j -0.0528558+0.0140036j -0.0108926-0.0399336j -0.0435327+0.0927346j -0.0395863+0.0379904j -0.0200665-0.124173j 0.0518745+0.0137183j 0.00202316+0.149722j -0.00192923+0.0236838j 0.0331684+0.0834189j -0.0421244-0.0151975j -0.0108707+0.0310111j -0.0476355-0.0113394j 0.0696215+0.0814427j -0.0193944-0.0097361j 0.0391401-0.0719026j -0.0182751+0.0397929j 0.0314187-0.0163097j -0.121164+0.133718j -0.0155355+0.0175035j -0.12902+0.0357862j 0.0770547-0.0364352j 0.0644801+0.0650386j -0.0540684-0.00470503j -0.128128+0.062402j -0.0214263-0.0336694j -0.0315025+0.0445529j -0.0522823+0.0265066j 0.0554331+0.0820881j 0.0326002-0.0108548j 0.0656933-0.0386775j 0.00529412+0.0491257j -0.00512415+0.0172288j -0.0468054+0.0446241j -0.0424408-0.0201599j -0.0315358+0.0118154j -0.0117207+0.0110125j 0.0973238+0.0139939j 0.0237134-0.0214574j -0.154801-0.0117142j -0.0439649+0.0908895j 0.0220122+0.00718834j 0.0281303+0.0241675j 0.0437336-0.137954j -0.0574936-0.0776997j 0.0143305+0.0522751j -0.0470438+0.0757909j -0.0329723+0.031337j 0.0932847-0.0242533j -0.0282859-0.0443145j -0.0155969+0.0106808j -0.024587-0.0436976j -0.0130644+0.0328797j 0.0913674-0.073502j -0.0273941+0.00781955j -0.0316781+0.0223391j -0.0282348+0.0199847j 0.0191809-0.00964823j 0.0697307+0.00787275j -0.0108133-0.00160239j 0.0166929+0.00603376j -0.0186367-0.01425j -0.00404842+0.00162274j 
