0.00403769+0.0131125j -0.00342894+0.00353355j -0.0021271-0.000113263j 0.00337912+0.0123414j -0.00203893-0.00336809j 0.00199609-0.0137783j 0.00375961+0.0148273j -0.00105019+0.00595739j 0.00324333+0.00709316j -0.000189309-0.0099269j 0.0015002-0.00803421j 0.00164669+0.0211986j -0.00195672+0.0272994j -0.0021023-0.0131132j 0.0022673+0.00659961j 0.00114204+0.00391229j -0.00092771+0.00654793j -0.000848963+0.000550588j 0.000983958+0.00485827j 0.00236427+0.0166028j -0.00158191+0.00313966j -0.000499822+0.00533359j 0.000543314+0.00022933j -0.000846287+0.00136693j 0.000797587-0.00752112j -0.00139473-0.00253345j -0.000156807+0.00948581j 0.00174044+0.00819406j -0.000609392-0.021234j 0.00135517+0.0124695j 0.000998454-0.00880216j -0.000107751-0.00624801j 0.00230979+0.00493716j 0.000522618-0.00126734j 0.000743877+0.00179938j -0.00203354-0.00629558j -3.95491e-06+0.00266661j -0.00228665+0.00377669j -0.00121338+0.00745292j 0.000579805-0.0027057j 0.00272702+0.00848561j 0.00122347-0.00510794j -0.000329394-0.0101145j 0.00219857-0.0033304j 0.000414144+0.00217614j -0.000363577+0.00593646j 0.000138086-0.00324755j 0.0004823-0.000989142j -0.00120143+0.0142723j -0.00234381+0.00165243j 0.00131368-0.00899443j 0.00197857+0.00544551j -0.00132247+9.51864e-05j 6.53222e-05-0.0140348j 0.000190416-0.00278725j 0.00020633+0.00590761j -0.000769014+0.00147366j -0.0033591-0.0093835j 0.00153095-0.00923847j 0.000219865-0.00479002j -0.00324615+0.00272586j -0.000993095+0.00840612j -0.000284851+0.000762849j -0.000227666+0.00180207j -0.00305279+0.0060383j 0.000626659+0.00578867j 0.00369433+0.0150186j 0.00541538+0.00584117j 0.00384908+0.00365009j 0.00493836-0.00918695j -0.000839374-0.00213116j 0.000916293+0.0118391j -0.00208536-0.00784278j -6.11689e-05+0.0268616j 0.00622205-0.0115418j 0.00281559+0.00481481j -0.00365252-0.0382807j 0.0200377-0.000706991j 0.0116264+0.0882713j 0.00374543-0.0572839j 0.00536233+0.0457729j -0.00565135+0.0342878j -0.00903238-0.0339803j 0.00190114+0.0257408j -0.00190245+0.00685266j -0.00396137-0.0177863j 0.00106865+0.00253423j -0.00206793-0.0111224j 0.00549302+0.0202675j 0.000307509+0.0965206j 0.0142742-0.0518051j 0.000523412+0.927853j 
0.000742947+0.00524639j 0.0017583+0.00637446j -0.00132144+0.00141458j -0.000680019+0.00633779j -0.00236964-0.0205152j -0.00215293-0.00284901j 0.00012751-0.025679j -0.00123832-0.0315793j 0.000182851-0.0217641j 0.000727878+0.00199256j -0.000180726-0.0917683j 0.00189805+0.0596198j 0.00145742+0.022562j -7.94331e-05+0.00345215j -0.00216321-0.00305041j 0.00252073+0.0547889j 0.000199085+0.0503582j 0.000108683-0.153905j 0.00252086+0.0264406j -0.00245957-0.0403101j 0.00402878+0.00634381j 0.00256968+0.0892705j 0.00249342+0.114784j -0.00276104-0.055196j 0.00122709+0.129117j -0.00659106+0.12568j -0.00285577+0.00457407j 0.00695051+0.017333j 0.000445801+0.010989j -0.00151784-0.0567526j -0.000892654+0.153973j -0.00054751-0.129342j 0.00102959-0.0132708j 0.00206853-0.10875j -0.00153731+0.0295157j -3.93464e-05-0.0232284j -0.00239991-0.0533113j 0.00187229-0.000601075j 0.00641438-0.0327861j 0.00314119-0.090085j -0.0012052-0.161429j -0.00121305+0.109997j 0.00469568-0.0618652j 0.0034784+0.00876825j -0.00178354+0.0234767j 0.000337884+0.0266074j 0.00228417-0.143347j 0.000225399-0.212664j 0.00316336+0.0476191j -0.00082615+0.172015j -0.000414555-0.0206495j 0.00496568+0.080515j -0.00293577+0.00497031j -0.00632531-0.182145j 0.0015036-0.0403778j 0.00215314-0.223589j 0.000796004-0.00574548j -0.00150573+0.010648j -0.00468375-0.127866j -0.00201654+0.0774061j 0.00318865-0.0864865j -0.00429889-0.061077j -0.00110496+0.121705j 0.00213175-0.0692496j 0.000449915+0.0805963j -0.000471141+0.0971837j 0.00354854+0.143136j 0.00217409+0.0290209j -0.00134244+0.214884j -0.00528181+0.264114j 0.00116851+0.39763j 0.00386505+0.0189795j -0.0039291-0.0269748j 0.00163118-0.298006j 0.000500409+0.0109245j -0.00199145-0.226382j 0.00178485-0.0476369j 0.000292494-0.060492j -0.00161939-0.0256351j -0.00109401-0.0311348j -0.000568896-0.0396552j 0.00216932-0.136328j -0.000228844+0.00161404j -0.000454296-0.0522799j 0.000386066-0.041874j 0.000628872+0.0100179j 0.00232433+0.0345786j -7.403e-05-0.0104376j 0.000705509+0.00476957j -0.0034046+0.0145886j -0.000952981+0.00250924j -0.000394452+0.0154951j 
-0.00107123-0.00280544j -0.000933633-0.00800011j 0.000355165+0.0111905j -0.000747568-0.00738618j -0.000142551+0.0105817j 0.000618405-0.0344125j -0.00148309-0.0226977j -0.00147245-0.00766235j -0.0011459+0.0100227j 0.000978603+0.0444041j 0.00183375+0.0495562j -0.00245953-0.00830188j 0.00122343-0.0214416j 0.00450564-0.00902809j 0.00403309-0.00808078j 0.00212623+0.0421034j -0.000136+0.0811547j 0.00178684+0.0747533j -0.00198514-0.0471581j -0.00065439-0.0416683j -0.00110379+0.00658141j -0.0023008-0.0303775j -0.00171216-0.00895697j 0.000432175-0.0310071j -0.000743888-0.0208037j 9.1809e-06-0.0012019j 0.00435796-0.0507774j -0.00258002-0.0642574j 0.00473142+0.0297597j -0.00405518-0.0872581j -0.000930115-0.0187621j 0.000970244+0.0331582j -0.00220587-0.113796j 0.00138742+0.0809742j -0.00275737+0.00976672j -0.00499755+0.0360001j -0.00213163-0.135597j -0.00403186-0.0684718j -0.000335982+0.0177383j 0.00030385-0.129866j -0.00398152-0.0575034j 0.000457299+0.0220638j 0.00138334-0.0382707j -0.000876273-0.0806674j 8.47757e-05-0.139662j -0.00342785+0.00121707j 0.000461001-0.129503j -0.00108833-0.107838j -0.00371383+0.110893j -0.00224875+0.119239j 0.00178905+0.00832876j 5.22375e-05+0.0504035j -0.00333906+0.0407684j -0.000961095-0.0745215j 0.00252816+0.0152025j -0.00110064-0.119543j 0.00207655-0.0722929j 0.00168264+0.0502026j 0.00111968+0.0343962j -0.00165441+0.167111j -0.00276638+0.22508j -0.000131317+0.0576693j -0.00246953+0.14j 1.77169e-05+0.0578301j 0.00172629+0.0576501j -0.00313983+0.0802894j 0.00445838-0.0534704j 0.00236293-0.137079j -0.00108725-0.405045j -0.00172728+0.218155j 0.00158437-0.182909j -0.00159376+0.149899j -0.00255702+0.137282j -0.000611248+0.231382j 0.000171623-0.104225j -0.00246798-0.335021j 0.00238721+0.0607171j 0.00367159+0.226315j -0.00216595-0.068168j 0.00341787-0.135223j -0.000971711+0.0601863j 0.00101892+0.0309502j -0.00335486-0.126595j -0.000153839+0.0528074j -0.00269817-0.0387926j -0.00167947-0.0281129j -3.01361e-06-0.0108458j 0.000381753-0.0352451j 0.00109939-0.0277139j -0.000584836+0.0165799j 0.000890861+0.0114162j 0.00240878-0.013953j 
0.00014166+0.00503148j -0.000748215-0.00616403j 0.00162601+0.00363585j -0.000873821-0.0125795j -0.000818129-0.00396006j 0.00186754-0.0473685j 0.000825409+0.0329508j 0.000722683-0.0187175j 0.00151059+0.00610917j -0.000928479+0.0701809j 5.88736e-05+0.0494894j -0.000863223-0.0250335j -0.000552944+0.0436088j 0.000735367+0.0623744j 0.00427942-0.0404889j 0.00109127-0.0164094j -0.000856874+0.067029j -0.000222839+0.0186907j 0.00284275-0.105481j 0.00175694+0.0200949j -0.00295683+0.0850055j -0.0077964-0.0833025j -0.00417303-0.00519312j 0.0020113+0.0356718j -0.00192262-0.0378115j 0.00315964-0.00652371j -0.00147602-0.0371307j -0.00140878+0.0169794j -0.00265481+0.0631494j 0.000196775-0.114337j 0.000611853+0.0395538j 0.00171113-0.110349j 0.00147535-0.0430215j -0.00436184-0.120829j -0.00161637-0.109681j 0.00424364-0.092183j 0.000114419-0.24855j 0.000252008-0.0205094j -0.000439522+0.0570599j -0.00416879-0.00344302j -0.00193808+0.185929j 0.00149472-0.0516521j 0.00367922+0.0280986j 0.00111969-0.240658j -0.00336077-0.224491j -0.00192286+0.0551013j 0.00164064-0.121221j 0.00309918+0.0224608j -0.00712793+0.105901j -0.00631105-0.201353j 0.00396597+0.162343j -0.00188251+0.235812j -0.000908895+0.163778j -0.00176257+0.281679j 0.00139936+0.101068j -0.00380574-0.14455j -0.000818132-0.0512032j 0.00215586-0.131399j -0.001095+0.187039j 0.00246298+0.0748638j -0.00306635-0.0341177j 0.00310099-0.168372j 0.00262833+0.111696j -0.0027458-0.186951j -0.000449326+0.00321077j 0.00235375+0.0726016j 0.00310298-0.0754906j 0.00172772+0.0414487j -0.00122142+0.170143j 0.00193746-0.072787j 0.00147153-0.0328577j -0.00183765-0.0131656j 0.000330879-0.225296j -0.000553701+0.0237326j -0.000967037+0.186262j 0.00144559-0.0570376j -0.000292129+0.150014j -0.00021373-0.0798892j 0.00166858+0.0355395j 0.000554625-0.0298969j 0.000982463-0.0518669j 0.00162493-0.0159389j 0.000811693+0.0115952j 0.00129452+0.0253577j -0.00186652+0.0423317j 0.00036616+0.0364687j -0.000740412+0.0318692j 0.00159101+0.0015346j 0.00102684-0.00266982j 0.000974373+0.0218174j 0.000663981-0.00497965j -0.000206316+0.00771301j 
0.000327853-0.00526699j 0.000391536+0.00156296j 0.000601135-0.000735809j 0.000858711-0.00314956j 0.00107622-0.0203014j 0.00129193-0.0027764j 0.00162273+0.0148455j 0.0023963-0.00330114j -0.000202398-0.00244552j 0.00119659-0.00806649j -0.000270473-0.0280382j 0.00059585+0.0068308j 0.000989681-0.00988592j 0.00112303-0.00637312j 0.00236579-0.0284818j 0.000892933-0.0565086j 0.00178962+0.0541932j 0.00309118-0.024632j -6.05144e-06+0.04021j -0.000700626-0.0357373j 0.00113046-0.117827j -0.00133406-0.0333249j -0.000425791-0.0328928j 0.000794651-0.0235324j -0.00330129+0.0881592j -0.00220285+0.00241613j 0.00604879+0.030987j -0.00187279+0.176313j -0.000800348-0.0315141j -0.000367141+0.0159937j 0.00167438-0.0156537j 0.00164525+0.0490202j 0.00207927-0.129954j 0.000150647+0.0629932j 0.000118826-0.129523j -0.0043985-0.0824089j -3.96093e-05-0.0754205j -0.00365975-0.0906695j -0.00243568+0.0426034j 0.00236361-0.130488j -0.00335136-0.0918473j -0.00266034-0.0690948j 0.00066846+0.092694j -0.00345174+0.144465j -0.000947948+0.024719j -0.0012174+0.0220784j -0.00114922-0.258544j -0.00172059+0.11218j -6.62462e-05+0.21162j 0.00527484-0.105235j -0.00341817-0.0776193j 0.000932174-0.0219634j -0.00155654+0.0645404j 0.00289022+0.149029j -0.000230562-0.0645756j -9.34198e-06+0.0891171j 0.0020937+0.0729621j 0.000810635-0.27213j 0.00209272+0.0147099j -0.000478738+0.196438j -0.000419159-0.0635349j -0.000168526+0.16014j 0.00101615-0.0215648j -0.000234372+0.0539268j -0.00228901-0.341137j -0.000163-0.128473j 0.000881579+0.253831j -0.00368158-0.0751174j 0.00244796-0.112023j 0.000585658+0.143451j -0.00136535+0.168851j -0.00107082-0.100645j 0.0016127+0.113498j -0.000415796+0.079066j -0.00144932+0.198208j 0.000521418+0.0968013j -0.00100032-0.130168j -0.00215863+0.00580128j 0.000357856-0.173542j -0.00255596-0.0189295j -0.00149719-0.0463633j 1.10145e-05+0.100988j 0.000419218+0.114405j -0.00032843+0.0477193j 0.00178241-0.0217687j 0.000878182-0.0281921j -0.00144522+0.0365388j 0.000506727+0.022418j -0.000702049-0.0133937j 0.00120609+0.00738212j -0.000730112-0.00660329j -0.0010718+0.0119989j 
0.00122332+0.00129233j 0.0019588+0.00706973j -0.000381673-5.89989e-05j 0.000222919+0.0153552j 0.00118652+0.00594725j -0.00115899+0.00191527j -0.000506422-0.00714593j -0.000690836-0.0682893j -0.00168399-0.0660454j -0.001049-0.0398967j 0.00213811+0.0165082j 0.00126896+0.0554755j 0.00145351+0.0187679j -0.00154193+0.113044j 0.00460453+0.0925158j 0.000355563-0.135944j 0.0010564-0.0852298j 6.47439e-05-0.0051669j -0.00198439+0.103057j 0.00186634-0.134025j 0.00317579+0.0990991j 0.00406544+0.118131j -0.00113634+0.0409637j 0.00146268+0.112651j -0.00150884+0.0199434j 0.000758362-0.0766656j -0.00275064+0.0227453j 0.000285511+0.145639j -0.000684934+0.0573059j 0.0031631+0.0268508j 0.00136674+0.0811571j -0.00104221-0.103763j 0.00690575+0.0856118j 0.00526715-0.3207j -0.00206698-0.173371j 0.000242507-0.0623409j 0.00621868+0.182175j 0.0026066-0.116617j 0.00518809+0.0912181j -0.00689212-0.0204525j -8.16234e-05+0.0258471j -0.00133253-0.310556j 0.00024463-0.255037j -0.000752852-0.101047j -0.0013871-0.0124949j -0.00248704+0.153669j -0.00360537+0.157876j -0.00336727+0.105556j 0.00363871-0.0801461j 0.00312413-0.0600261j -0.00140134+0.0792075j 0.00213579-0.00887036j 0.000238834+0.0686991j 4.68916e-05+0.0789357j -0.00151927-0.0459923j 0.00289363+0.179625j 0.000429634+0.110557j -0.00339376+0.188901j -0.00068399-0.12328j -0.00247769+0.0766307j -6.51881e-05+0.0532665j -0.000230471+0.15287j -0.00306119+0.116565j -0.000397241-0.0329209j 0.000189805+0.0195854j 0.00561276+0.00313297j 0.000789333+0.0907853j -0.00140912+0.0714563j -0.00174975-0.0343721j -0.00374407+0.0897773j 0.00233158-0.0484549j -0.000903531+0.00671338j -0.00316991+0.156438j 0.00285823+0.0940557j -0.000347861+0.118224j -0.0025231-0.170434j 0.00397186-0.0225363j -0.0021164-0.0551561j -0.0032211+0.00832822j -0.000949119+0.0884577j 0.000246837-0.125571j -0.00178889-0.0852916j -0.00131385-0.11738j -0.00153754-0.0307084j 0.000614373-0.0416094j 0.000307849-0.0184357j 0.00129069+0.0220693j -0.000396781+0.00443489j 0.00150268-0.0133279j -0.0028134+0.00566398j -0.00179359+0.00698651j -0.000160409+0.00933564j 
-0.000484359-0.0102564j -0.000322404-0.00325693j 0.000545795+0.0144494j 1.02418e-05-0.0167643j 0.000327999+0.00854228j 0.000669315-0.029278j -0.000974033+0.0117647j 0.000926957+0.0563669j -0.00295745-0.0239481j -0.000548563+0.0239601j 0.00142293+0.040165j -0.000359943+0.0244671j 8.6654e-06-0.0501016j 0.000736411-0.0364266j -0.00108876-0.00266138j 0.00011315+0.0653709j 0.000155409+0.125242j 0.00283515+0.029937j 0.000677947+0.0566316j -0.000459376-0.00678318j -0.00126283-0.0237944j 0.00148234-0.000964497j -0.000675938-0.0664446j -0.000354623+0.000226013j 0.00222832+0.072334j 3.03652e-05-0.0415294j 0.00316431+0.0575084j 0.000684869+0.0468666j 0.0051583-0.0426554j 0.00222935+0.114296j 0.00317398-0.00532167j 0.00205011+0.377431j 0.00195341-0.208781j -0.00180005+0.21925j 0.00321056-0.00156087j 0.0109764+0.100526j -0.0013085+0.181979j -0.000714728+0.00107835j -0.00121364+0.0441369j -0.00419796+0.042916j -0.000233977-0.0153098j -0.00230424-0.119828j -0.000715731+0.0651837j -0.00351348+0.0838674j 0.00393494-0.032931j 0.00273462+0.1577j -0.00154004-0.0137538j -0.00892244+0.0692871j 0.000741482+0.0733752j 0.00341255-0.0577271j -0.00473302-0.0749367j -0.00111011+0.043697j 0.00269233+0.028403j 0.00383587+0.193978j 0.000579539-0.271964j 0.00530348-0.0333623j 0.000430112-0.0118107j -0.000276483+0.126656j 0.00251998-0.0744589j 0.00179424-0.144835j -0.00159827-0.0455729j -0.00104267+0.0055226j -0.000651623+0.387828j -0.000773552-0.0874726j -0.00204467+0.193491j 0.00180527+0.0780511j -0.00584271+0.0265591j -0.00272357-0.0131437j 9.67468e-05-0.0049743j 0.000125592+0.00281737j -0.000245013-0.054698j -0.00404954-0.109258j -0.00114967-0.166134j 0.00153279-0.268613j -0.0020408+0.0647062j 0.00028565-0.0862062j 0.000905684+0.0140403j -0.000443358+0.0390406j 0.000911066+0.0435564j 0.0012147-0.0444909j -0.000338796-0.0504745j -0.00403405+0.130843j -0.00053117-0.0575126j -0.00107968-0.0630344j 0.00101417+0.040449j 0.000483422-0.0541817j -0.000534098+0.0106515j -0.000944378+0.0148065j 0.000388273-0.00235992j 0.0012036+0.00844274j -0.000342388+0.00937843j 0.000699792-0.00320721j 
-0.000925668+0.0122221j -0.000142419-0.000825902j -0.000924109-0.0190855j -0.00268635-0.00443533j -0.00280578-0.0271466j 0.00138496+0.00792061j 0.00213755+0.0329549j -0.00126463-0.0533238j 0.00225823-0.0302339j -0.00259453-0.014263j -0.0027197+0.0264978j -0.00121546-0.0729225j -0.0047878+0.0345675j -0.000448026+0.0863917j 0.00253298-0.171406j -0.00255904-0.155448j 0.004835+0.0642303j -0.000256559-0.236927j -0.00195001-0.0409384j -0.00283667+0.116356j 0.000633802-0.0852967j -0.0010617+0.00944153j 0.00760831+0.0671865j -0.00496507+0.00130514j -0.0014468+0.000713885j 0.000442725+0.0784652j -0.00359233+0.146916j 0.00384108+0.053784j -0.000632319+0.0736267j 0.00124345+0.133303j 0.00437938+0.0706539j -0.00275184-0.0419234j -0.00272809+0.0438326j 0.00255865+0.083212j 0.000577392-0.00413329j 0.00150132+0.0414062j 0.00432621-0.0302133j -0.00226773+0.122715j -0.00714569-0.121448j 0.00429521-0.0666701j 0.00297879-0.0500869j -0.000501836+0.0417574j 0.00275276+0.133261j -0.00440407-0.0241867j -0.00384592-0.0217154j 0.000932746-0.0801324j 0.000636887+0.0284216j 0.00133777+0.124971j 0.00113097-0.0506343j -0.00357618+0.0467088j 0.0013715-0.0229668j -0.000546675-0.259712j -0.00777048-0.0353868j -0.00323898+0.346365j 0.000434556-0.0115925j 0.00305691-0.144528j 5.17411e-05+0.302701j -0.00289324+0.0318425j 0.00058276-0.132809j -0.00113053+0.112505j -0.00188852+0.253727j 0.00068319-0.28186j -6.63511e-06-0.071088j -0.001516-0.052541j -0.000889988+0.0153298j 0.00100234+0.109285j 0.00211383+0.163766j 0.00162861+0.10329j -0.00222889-0.107879j -0.00012565-0.158486j 0.00167845-0.0531873j -0.000630402+0.0778501j -0.00176131+0.00382106j 0.00143496-0.00883972j -4.35585e-05-0.0278884j -0.00349546-0.114773j 0.00303053-0.115092j 0.0031146+0.0103965j -0.000938716+0.0292507j 0.00175131+0.0324748j -0.00109033+0.0360847j 0.00103388-0.076112j 0.000319021-0.033704j -0.000319188-0.071715j -0.000982881-0.0397243j 0.00104993+0.00865328j -0.00068686-0.0242902j 0.00178014-0.039045j 0.00151389-0.0142957j -0.00138515-0.00105729j 0.000974938-0.00202461j 0.00134302+0.00182944j 
-0.000582476-0.00894075j 0.00089587-0.00681093j -0.00117961+0.00599867j 0.00206948-0.00773399j 0.000242381-0.0307456j 0.00410962-0.0117709j -0.0010344+0.0222467j -0.00277761-0.0220048j -0.00103691-0.046227j 0.000662232-0.0348493j 0.0019864-0.00711615j 0.00235969+0.102957j 0.00277161-0.193824j 0.00146382-0.00339958j 0.00128269-0.0407795j 0.00160524+0.0485673j 0.00201995+0.104707j -0.00280287+0.10179j -0.00344102+0.089476j 0.000226078-0.0240858j -0.00114864+0.00711369j 0.00454434+0.0169067j -0.00596751+0.02529j 0.0012687-0.038577j 0.00017675+0.017789j -0.00180244-0.0151576j -0.000152083-0.105339j -0.0014009-0.0299912j 0.00809396+0.0734891j 0.00113533-0.0612183j -0.00464948-0.104169j -0.0071656+0.000800828j -0.00221512-0.088668j 0.00219597+0.0747457j -0.00349062-0.0990603j -0.00199831-0.0326397j 0.00534886+0.0864338j 0.00335767-0.0254989j -0.00241747-0.144847j 0.00151562+0.0160462j -0.00320321+0.0404855j 0.00365742-0.00200977j 0.00176983+0.00282621j 0.00258255-0.0234194j 0.00142924+0.182921j -0.000148981-0.0413564j 0.00276841+0.00338911j 0.000503954+0.101366j -0.000138844-0.022595j -0.000429049+0.00332228j 0.00235233-0.101779j 0.000428486+0.103645j 0.000570335+0.391857j -0.000333358-0.0271354j -0.000741955+0.263712j -0.00298805-0.00197103j 0.000762036+0.107241j -0.00188835+0.292779j 0.00564537+0.21865j 0.000834209-0.159606j -0.00237784-0.0529763j -0.000553343-0.088327j 0.0033914-0.0184152j 0.000543321+0.0950475j 0.00115947-0.14135j -0.00560677+0.367854j -0.00106017+0.267788j 0.00122428+0.0232636j -0.000370823-0.0369011j 2.71458e-05-0.0150114j -0.000416989+0.0849622j -0.000932311+0.0553398j -0.00124209+0.0699016j 0.000486593+0.00151042j 0.00124693-0.0277423j -0.00189643+0.007411j -0.000344963+0.0386303j 0.00125315-0.0424255j -0.00147161+0.014789j 0.000524842+0.0361083j 0.000643121+0.14415j 0.0013065+0.011241j -0.000504318+0.0479103j -0.00175893-0.0242264j -0.000532351+0.0758749j 0.00162948-0.0114189j -0.00333478+0.0142203j -0.000482574-0.0192537j -0.00126388-0.00353732j -0.000534856-0.00362335j 0.000524451-0.00776979j 0.000911008-0.00135619j 
-0.000429261+0.00610725j 1.77203e-05-0.00204941j -0.000911931-0.0107806j -0.000478458-0.0022639j -0.00304542-0.020514j -0.000186565+0.0279558j 0.00075499-0.0328628j -0.000393896+0.0189452j -0.00302965+0.00500507j 0.000173591-0.0190337j 9.28278e-05-0.0667923j 0.00357486-0.0312768j -0.000917427+0.0270992j -0.000850586-0.0695373j -0.00337045-0.0819036j -0.00145022+0.117794j -0.00102136+0.0525913j 0.00163374-0.132292j 0.00619614-0.0606295j -0.00142405+0.143885j 8.23632e-05-0.0624356j -0.000917898+0.000870155j 0.00251828-0.00869527j -0.00699759-0.140285j 0.00606835-0.0134768j -0.00117843+0.136278j -0.00281167-0.0461339j -0.00308221-0.112724j 0.00231953+0.0289518j 0.00694412-0.0463804j 0.00384718+0.125369j 0.000661352-0.0692366j 0.00577101+0.0692562j 0.00314532-0.13225j -0.00241748-0.0877065j 0.00516696+0.0282747j -0.00425345-0.117962j 0.000789198+0.054338j 0.00325586-0.06413j -0.000966721-0.00539864j -0.00348232+0.0417715j -0.00349002+0.134722j 0.000717597+0.135473j -0.000295671-0.0741105j 0.000878293+0.0230108j 0.00154124+0.114115j -0.000240007-0.0207029j -0.00241953-0.244829j -0.00131809-0.183816j -0.000745812-0.0640884j 0.00119052-0.0112826j 0.000398931+0.205489j -0.000120996+0.0707772j -0.00222253+0.0515031j -0.000526852-0.313971j 0.00441656+0.0765149j 0.00258517-0.0253035j -0.00264221-0.023425j 0.00126418-0.0210426j -0.000150156-0.307956j 0.000231823-0.0169498j -0.000440141+0.178436j 0.00109903+0.0854321j -0.00428097+0.114262j -0.00325371-0.0757491j 0.0013268-0.0323646j -0.00362746+0.179669j 0.00135276-0.0959518j -0.00147003-0.0777724j 0.00163574-0.271829j 7.17624e-05-0.0932067j -6.94224e-05+0.111225j -0.00323031+0.252367j 0.00224532+0.0576124j -0.00140379+0.157174j 0.00178362-0.100314j 0.00130655-0.0602672j -7.97939e-05-0.00263637j 0.00176375+0.0383094j 0.000564607+0.130872j 0.00145738-0.0787257j -0.00180858+0.0416518j -0.000466792-0.022683j 1.82879e-05-0.000170058j 0.000798861+0.025435j 0.00250588+0.00590766j 0.000259304-0.0372368j -1.61398e-05-0.00866638j 0.000360373+0.00120313j -0.000475023+0.00346946j 0.000710312-0.00349388j 0.000145936-0.00268289j 
-0.000961446+0.00127016j 0.000109771-1.77207e-06j -0.000937714-0.0380983j 0.00085123-0.00926622j 0.00106001-0.0185929j 0.00306096+0.0561448j 0.00125513+0.0189724j 0.000705042+0.0115049j -0.000337581+0.0122215j -0.00120265-0.0813809j -0.000476786-0.0381279j 0.00160362-0.09567j 0.00109263-0.0894272j -0.00017575-0.00484029j 0.00151425-0.00376213j -0.00137224-0.0218603j 0.00296837+0.036885j -0.00225583+0.0805694j -0.00309125-0.002972j -0.00491176-0.22955j -0.00416245-0.243942j -0.00245581+0.0418453j -0.00468786-0.0881954j -0.00192605+0.0534794j -0.00535957+0.194822j -0.00381361+0.0141169j 0.000896052+0.0310748j -0.00181394+0.281982j -0.000443312-0.132291j 0.00198689-0.0261738j 0.00100904-0.0192972j -0.00341753-0.252026j 0.00322314-0.0270881j -0.000105529-0.109958j 0.00180116-0.151475j -6.06861e-05-0.110756j 0.00276586-0.113025j -0.00176598+0.016729j -0.000317392+0.058752j 0.00181065-0.228781j 0.000874101-0.161559j 0.00388953-0.0578748j -0.00100507+0.0745434j 0.0020982-0.0244899j 0.00214964+0.0359267j 0.0034321+0.0455893j 0.000191084-0.15275j -0.00191576+0.0982548j -0.00293666-0.0760823j -0.00468813+0.0172275j -0.00221287-0.151996j -0.00119749-0.273026j 0.00121612-0.0780398j 0.00121487-0.0422625j -0.000313425-0.0107025j -0.0033568-0.0200948j -0.00066042-0.133182j 3.04623e-05+0.0276469j 0.00343874+0.126182j 0.0031094-0.229256j -0.000795208-0.0787268j -0.000163168-0.0190153j 0.00084515+0.0861057j -0.000439857-0.0138958j 0.000459105+0.0904525j 0.000980411+0.0687229j 0.00124435-0.154971j 0.00090831-0.0980315j -0.00119278+0.0279786j 0.000907293-0.140053j 0.000667577-0.100419j -0.00233194+0.256618j -0.000682021-0.0941732j 0.000917261-0.0662673j 0.000115379-0.0224505j -0.00195896+0.0262679j 0.000308812+0.0514156j -0.000117395+0.0761489j -0.0012309+0.0401117j 1.9622e-05-0.0454795j -0.000296143-0.0191312j 0.000346543-0.0497542j -0.000182412+0.0113712j -0.00198224+0.0266078j -0.00133558+0.0247058j 0.00108247-0.0180842j -0.00225077-0.0128143j 0.000681886+0.00739053j -0.000670883-0.00651427j -0.000495916-0.00703814j 0.000283008-0.004797j 0.000763564-0.00102521j 
