-0.0225281-0.00540259j -0.00415435+0.00445498j -0.0203904+0.00125789j -0.0146537-0.00483358j 0.00835396+0.00232171j 0.0241233+0.00310865j 0.0251827-0.00149512j 0.0183216-0.00351332j 0.00256151-0.000477921j 0.0106848-0.00280755j -0.00583429+0.000921756j 0.0206483+0.000759663j -0.00401692+0.00410027j 0.00627946+0.00314191j 0.00392927-0.000673264j -0.0103437-0.000493651j 0.0134301-0.000973373j 0.00770199-0.00074138j -0.0242545-0.00229461j -0.00258617+0.00209755j 0.00992404-0.00138594j 0.0121779-0.00181954j -0.00487546+0.000246533j -0.0169636+0.00111769j 0.00814384-3.83331e-05j -0.00337044+0.00250183j -0.0108203+0.000218823j 0.0263883-0.000925088j -0.0187486+0.00053577j 0.00558355-0.000989524j -0.00104826-0.00183271j -0.00173348+0.000420857j -0.0166162+0.00135002j 0.0220917+0.000988202j -0.0152058+0.000507722j -0.00832022+0.00157482j 0.0159097-0.00263211j -0.00331192+0.000240665j -0.00336444+0.000365617j -0.0174004+0.00176628j -0.00401237+0.00311574j 0.00180594+0.00153121j -0.00422302-0.00120436j -0.000227064+0.00225263j 0.0363219-0.00040428j -0.0126344+0.00679437j -0.0160255-0.000282301j -0.0162791+1.16752e-06j 0.00818747-0.000502149j 0.020574-0.0107287j 0.0511022-0.000670317j -0.0332537+0.00897372j -0.0331981-0.00976375j 0.0385347-0.0005971j 0.350974+0.0271297j 0.797514-0.0143095j 
-0.00267337-0.000681355j -0.00558593-0.00257092j 0.0387613+0.000998947j -0.0500168-0.00256923j 0.0499062-0.0031087j -0.0859004+0.00177241j -0.12859-0.000592608j 0.0489026+0.000961045j -0.0467594-0.00419901j 0.0951293+0.00153431j 0.025088+0.00201775j 0.297722+0.00115007j -0.03562-0.000187353j 0.0702709-0.00299886j -0.13191-0.000905228j 0.000243072-0.0023702j -0.114354+0.00241929j 0.0924148-0.00220352j -0.0397544-0.00211248j -0.0924774+0.00219333j -0.5533+0.00169561j 0.123418-0.000466829j -0.163219+0.00291544j -0.195507+0.00248274j 0.321994+0.000867298j -0.187013+0.00302629j 0.122638+0.00133417j -0.0995483+0.000906623j 0.0603844-0.00246085j -0.169507+0.0020582j -0.0831602+0.000253391j -0.0335372-0.00214423j -0.0883578+0.00226705j -0.0575162+0.0012876j -0.042555-0.000662075j 0.13148+0.000476986j 0.0332818+0.000839492j 0.0143963-0.000317284j 0.046761+0.000802734j -0.0530597+0.0024952j 0.0694992+0.00162233j 0.00274361-0.000568053j 0.0691666+0.00075491j -0.00784403+0.0027705j -0.0124629-0.00047086j -0.00957134-0.00097282j -0.0487156-0.000213441j -0.0028027-0.00150347j 0.0494229-0.000283127j -0.0316291-0.00129475j -0.00155303+0.00166055j 0.00395014+0.00144266j -0.00690679-0.000332573j 0.0051646-0.000478237j -0.000554221-0.000378643j -0.00132195-0.00113846j 
-0.00485216+0.00157562j -0.0076415-0.00154127j -0.0653298+0.00155484j -0.0443551-0.0018936j -0.175389-0.00266073j 0.0979632-0.00287217j -0.0275439+0.0014307j -0.0740537-0.00158772j 0.0630654-0.00414664j 0.0700518+0.00238802j -0.047828+0.000980967j -0.212217+0.00138159j 0.0939181+0.000679486j -0.0251765-0.00310603j 0.358683-0.000676462j -0.185248+0.000586903j -0.0981023+0.000272875j 0.398099-0.00125051j 0.327819-0.00186612j -0.131722-0.000526672j 0.0528504+0.00458374j 0.0672667+0.00198715j -0.312644+0.00159326j -0.155715+0.000495975j 0.072987-0.00331333j 0.0196028+0.00162855j -0.191224+0.00119822j 0.107236-0.00107721j 0.157164-0.00126536j -0.0210774+0.000870908j -0.126488+0.001243j -0.0429646-0.000371856j 0.0612891+0.0016521j 0.0374553-0.00012862j 0.145533-0.000644493j 0.0303241-0.000266205j -0.0357726-0.0011576j 0.0386292-0.00118004j -0.0464623+0.000194938j -0.0389635+0.00112347j -0.0468854-0.00157025j -0.0717879-6.56908e-06j -0.0418993-0.000982784j -0.102409+0.00072631j 0.00906318+0.0022125j 0.0139401-0.00100485j -0.0321168-0.00035794j -0.00545588+0.000407794j 0.00576508-0.00252652j 0.0207138+0.00119566j 0.00655564-0.00070613j 0.000425023-0.00031173j 0.00355032+0.00110836j 0.00145221+0.000322162j -0.00311549-0.000458067j 0.00401736+0.0012339j 
0.00889984-0.000426313j 0.0151582-0.00133943j 0.0773203-0.00241015j -0.0585332-0.000535924j 0.155268+0.00150162j 0.125283+0.00215459j 0.176759+0.00158056j -0.215313+0.00325191j 0.0838084+0.00226985j 0.281257-0.00137927j -0.0646125+0.00328514j -0.0857509-6.11464e-05j -0.145796+0.00194409j -0.018626+0.0019308j -0.12402-0.000800131j -0.382633+0.00071967j -0.137581-0.000535577j 0.0954232+0.00181736j -0.21474-0.00112136j 0.353373-0.000351407j 0.141604-0.00142059j 0.331325+0.00179906j 0.00551191-0.000228348j 0.0391766-5.70683e-05j 0.0342372+0.00271197j -0.118442+0.00141624j 0.0512451-0.00244197j 0.00562749+0.00190003j -0.0974882+0.000370326j -0.064777-0.000418875j -0.0788045-0.000902992j -0.025737+0.00100539j 0.0574905-0.00186196j 0.0247073+0.00112j -0.0356418-0.000454403j 0.0863653-0.000386754j -0.0257178+0.000990109j 0.106787+0.00189273j 0.0619147+0.000161876j 0.112743+0.00266288j 0.0355056+0.000302052j 0.00799542+0.00210081j -0.0754535-0.00192898j -0.00995693-0.000914086j -0.015529-0.00114011j 0.0457976+0.00275755j -0.00572185+0.000820003j -0.00381927-0.00119843j -0.00711926+0.000855558j 0.00238402+0.000526429j -0.018577+0.000305405j 0.00804666-9.52696e-05j -0.00799797-0.00179783j 0.00740928+0.000517879j -0.00172105-0.00261607j -0.0103265-0.00201901j 
0.055504+0.000149998j -0.00926436+0.00154451j 0.101341-0.00194299j 0.0238689-0.00339861j 0.154022+0.00346518j 0.0168479+0.000685076j -0.0225129-0.00104952j -0.105841-0.00073439j -0.0665113+0.00261272j 0.133375-0.00202285j -0.244401+0.00459124j 0.075455-0.0013454j 0.485483+0.000462201j 0.453015-0.000694201j -0.146898-0.000158631j -0.00171919-0.000859301j -0.0193418+0.00199618j -0.100495-0.000801078j 0.22179-0.00206009j 0.270052-0.000469712j 0.0495327-0.000755936j -0.134735+0.000554882j -0.116509+0.00246202j -0.124362+0.00246511j -0.101203-0.000154694j -0.00272149+0.0021958j -0.00583588-0.00106286j -0.0899188-0.000608953j 0.104232-0.000654695j -0.0418667-0.000376003j 0.0587661+0.000216049j -0.0280219+0.000227097j 0.0969123-6.60352e-05j -0.118656-0.000567468j 0.0470834-0.000730449j 0.046185+8.44323e-05j 0.0394184+0.000553339j -0.0293915+0.000872233j 0.0177849+0.000709101j -0.0186807+0.00273799j -0.0144011+0.00122457j 0.0110358+0.00158296j -0.00210536-0.000419273j 0.0176423+0.000731348j 0.0128822-0.000253615j 0.00425074+0.00167844j 0.0343066+0.000565485j 0.018733-0.000940346j -0.0181668+2.33534e-05j 0.0133128-0.00128191j -0.0191481-0.000299041j 0.00353918+0.0012951j -0.0140322-0.000730266j -0.0073568-0.000109767j 0.0144613+0.00275139j -0.00415607-0.00305777j 
0.00139733-0.00183976j 0.0551119+0.00156902j -0.0593586-0.000717711j -0.0248593+0.00380675j -0.146012-2.87409e-05j 0.118142+0.00196315j -0.0622852+0.000596546j 6.99691e-06-0.000544176j 0.201656-0.00161881j 0.163834-0.000457258j 0.040399-0.000675083j 0.493677-0.00124027j 0.0949607-0.000738829j -0.13081-0.000380747j 0.271524-0.00159639j -0.333407+0.000744514j 0.310519-0.00414776j -0.0634877+0.00103245j -0.00733701-0.000990862j 0.122896-0.0035647j -0.0432587-0.00168492j -0.103602+0.00187872j -0.0341117-0.000180546j 0.180678-0.0014052j 0.0805777-0.000853875j 0.222212-0.00391322j -0.00940147+0.000107557j -0.112573+0.000622429j -0.0200423+0.00155767j -0.0257231-0.00062152j 0.0535991-0.00156405j -0.135297+0.00130434j 0.0435414-0.00270031j 0.0352451+0.000948076j -0.0162328+2.93675e-05j -0.000838674-0.000581398j 0.021784-0.00218363j -0.0666627+0.00142965j 0.0268288-0.000960519j 0.0040857-0.000904373j -0.0258755-0.000346941j 0.00236812-0.000522115j 0.0189833-0.000128732j 0.0390913-0.00276072j -0.00174661+0.000995474j 0.0119193-0.00157812j -0.00557379-0.00214424j -0.0327786-0.000482054j -0.0172907+0.000816727j -0.0100552-0.000428118j -0.00141881+0.00119459j 0.00587958-0.00065378j 0.022202+0.00223898j -0.017717-0.000572145j -0.00315377-0.00145484j -0.0104572-0.00160645j 
0.0157235+0.00016948j -0.0230076-0.00240495j 0.067715+0.00122437j -0.0238877-0.00361963j -0.0343945-0.00283346j 0.122393+0.00160384j -0.150921+0.00225384j -0.0732248-0.00208525j -0.204722-0.00266745j -0.202451-0.00111525j -0.173121+0.00130919j -0.17846+0.00314053j -0.498391+0.00397446j 0.327037-0.00375093j 0.131384-0.00353594j -0.149409+0.00169074j 0.24306-0.00479966j 0.0231947-0.00263308j -0.023301+0.00192519j 0.137317-0.000464195j -0.0348202+0.000370632j -0.25972+0.000780779j -0.0557058+0.00183047j 0.0855219-0.00171861j 0.0113266-0.000400704j -0.0662674+0.000415515j 0.156604-0.000292079j -0.0361265+0.00140571j -0.0171078-0.00113649j 0.043944+0.00135079j 0.0284034-0.000950307j -0.0764341-0.0001013j 0.0224528+0.00115933j -0.0733516+0.0019576j 0.00257983+0.0011325j 0.0592863+0.000425436j -0.0477533+9.1588e-05j 0.0308482-0.000153697j 0.014211-0.000414904j -0.0628986+0.00212644j 0.0272735+0.000179636j -0.0377465-0.00102293j 0.0352941-0.00017661j 0.00375446+0.00144867j -0.010708-0.00154564j -0.030303+0.000193179j -0.00391538+0.000761416j 0.0377792-0.00048332j 0.0239432-0.000370097j 0.00916614+0.00107176j 0.0150508+0.0012255j -0.00689142+0.000688489j -0.00540628+8.97825e-05j 0.00309285+0.000276529j 0.00388541+0.00088778j 0.00186344-0.00124285j 
0.0226941+0.00299448j 0.0189439+0.0008987j -0.151753-0.00392199j -0.117498+0.00381048j -0.171007-0.000365382j 0.128075-0.002168j -0.0767179+0.00235565j 0.0985186-0.000892137j 0.26652-0.00508743j -0.259012+0.00256756j -0.604873-0.00123546j 0.116395+0.00287805j -0.0459051-0.00177187j -0.204915-0.0021699j -0.0429375+0.00249368j 0.107173-0.00174435j -0.185597+0.0020195j -0.0826605+0.000557315j 0.102937+0.000444012j 0.235123-0.00221784j -0.0419581+0.000575901j 0.00423245-0.00032558j 0.0927033-0.0004146j -0.073124+0.00268036j 0.0736479+0.00205905j -0.0718214+0.00294451j 0.0284897-0.000656718j 0.139261-0.000296564j -0.0380616+0.000846328j 0.0216348-0.000406115j -0.0272478-0.000354031j -0.0276709-0.00177023j -0.0208299-0.00136464j 0.0555656+0.00308791j -0.0079052-0.000194304j 0.00878598-0.00331956j -0.0337791+0.00166865j -0.0186303-0.00176119j -0.0222601+0.000515458j -0.0382601-0.00157773j -0.00966879-0.00181625j -0.0255798-0.000980298j 0.014828+5.05923e-05j 0.0105136-0.00174233j -0.0414563+0.000137293j 0.0398277+0.00151013j 0.0157787-0.000765177j -0.0383457-0.00106778j 0.0146277+0.000891733j 0.0225943+0.000664927j 0.00474582+0.000558179j 0.018036-0.000952083j -0.0047092+0.000985364j -0.0201584-0.00273404j -0.000378042-0.00100657j -0.00137755+0.00118172j 
0.0039611+0.000164891j -0.0212878+0.0024173j 0.00798659+0.00798603j 0.256347+0.00174087j -0.0188182-9.25355e-05j -0.0514651-0.00131283j 0.0396123-0.00044463j -0.689755+0.000789398j -0.277657+0.0104645j 0.0305842-0.00273074j -0.16853+0.00121068j 0.179207-0.00131165j -0.0975139-0.00139694j -0.195866+0.00211484j -0.00800388+0.00219229j -0.0379519+0.000905371j -0.0919455-0.000537473j -0.119043+0.0030237j 0.115927+0.000444386j -0.135209-0.00444082j -0.0270488+0.000761743j -0.0380697-0.000699005j -0.0080239-0.00248615j -0.013463+0.00133516j -0.0718878-0.00115493j -0.0622471+0.00016418j 0.00879259+0.00108898j -0.0133231-0.00263358j 0.0144901+0.00251629j -0.00414458-0.000445498j -0.0116267-0.000940613j -0.0216248-0.000283572j -0.0303218+0.00103414j 0.0712433-0.00259007j -0.000604273+0.000610782j -0.0306622-0.000154625j 0.0273691+0.000661325j -0.00253364+0.000245076j 0.0106038+0.000847922j 0.00187912-0.000346343j -0.0157708+0.000184085j -0.0488764-0.00109847j 0.0154059-0.000460364j -0.0214231-0.000869686j -0.0103828+0.00145277j -0.019769-0.00111396j -0.0256045-0.00122833j -0.0137904+0.00177594j -0.0166666-0.00164699j 0.0108075+8.40413e-05j 0.00929792-0.00123433j -0.00982746-0.000314436j 0.0108638+0.00171861j -0.00189443+0.00138737j 0.00533569+0.00309408j 0.00522671+0.00042808j 
-0.0248563+0.00186545j -0.0642812-0.000206057j -0.128856+0.00236125j 0.0518219+0.00458082j 0.0429008+0.000513749j -0.457477+0.00315105j -0.470258-0.000666142j 0.130711-0.000765506j -0.220619+0.00578509j 0.404637-0.0024718j -0.200313+0.00123066j -0.10601+0.000138305j -0.0374949-0.00135493j -0.107737-0.00142764j 0.0814862-0.000609415j -0.00747868-0.000790094j 0.146119-0.00203313j -0.0205462-0.00112297j -0.0202206+0.000667025j 0.0958017-0.00486894j 0.0721193-0.00357851j 0.0356859+0.000343981j 0.0456503+0.00104076j -0.0876908+0.000685041j 0.00608601-0.00140946j 0.019113-0.00248393j -0.0365635-0.00135484j 0.030257-0.00103714j -0.0688954+0.00152259j -0.0175547-0.00120729j 0.0441098+0.000182306j 0.0207038+0.000354652j -0.011516-0.00211544j 0.0272917+0.000578135j -0.0191481+0.000203526j 0.00350627-0.00236471j 0.00812476+0.00101955j -0.0174326+0.000540861j -0.0272038+0.000484965j -0.012707-0.00168423j -0.0244773+0.000828081j 0.0361227-0.000780599j 0.00616166+0.00167923j 0.000805807-0.00173641j 0.0112881-0.000646615j 0.00276842-0.000234195j -0.0118881-0.00247435j -0.0194047-0.00011277j 0.0168058+0.000447445j -0.0059236-0.0009138j 0.000331455-0.00214457j 0.00019122-1.49848e-05j -0.00790474-0.00107748j 0.00677911-0.000877202j -0.00175301+0.00104856j 0.0107586+0.00431595j 
-0.0816336-7.03553e-05j 0.00204792-0.00161154j -0.020368+0.00335592j 0.0700193+0.0027373j -0.219583+0.000236697j -0.491694-3.02303e-06j 0.604243-0.00345247j 0.145183+0.000428193j -0.134332+0.00549137j 0.0098663+0.0015416j -0.190515-0.000604104j 0.156179-0.000777589j -0.0515142-0.00068575j 0.121516-0.00155092j 0.0762657+0.0016925j 0.0560933-0.000483659j -0.00471631+0.00221636j 0.122954-0.00137881j -0.0333784+0.00134585j 0.0443179-0.00179658j 0.074292+0.00128903j -0.0132756+8.2717e-05j -0.0758316+0.00106618j 0.0275915-0.000583704j 0.0379538-0.00193647j 0.0355039+0.000309532j 0.0561443-0.00268251j 0.0196034+1.04247e-05j -0.00890715-0.00132019j 0.0121942-0.00067149j -0.0441077+0.0025851j -0.0152382+0.00222845j 0.0287945-0.00119228j 0.0196433+0.00147741j -0.0296201-8.95069e-05j 0.0231643-0.00143388j -0.00281597-0.000188803j -0.0339453-0.00118032j 0.00705311-0.00139848j 0.00129163+4.95961e-06j -0.0218702-0.00297072j -0.0145204+0.00176284j -0.0149201-6.86072e-05j 0.0250847-0.00130764j 0.0125567+0.000482504j 0.00578298-0.000505304j 0.017708+0.000656231j -0.000295701-0.00012849j -0.00708763+0.00067274j -0.00106298+0.00166593j 0.00306284-0.00145403j -0.0173025-0.00276469j 0.0160691+0.000933238j 0.0101732+0.00186657j -0.00980089-0.00261291j 0.00230224+0.00185294j 
-0.0307536-0.00120818j 0.0563545-0.00107577j -0.264015-0.00124798j 0.00736775+0.00971877j -0.394988+0.00368749j 0.387184+0.000814813j 0.0509332+0.00152048j 0.173066+0.00278706j -0.578449+0.0101009j 0.0719605-0.00183055j 0.0561226-0.00439019j -0.0117149+0.00107011j 0.116472-0.00405065j -0.0391999+0.00362051j -0.088745+0.00315912j -0.0258988-0.000637805j -0.0433325+0.00061113j -0.00727756+0.00279173j -0.0636696-0.000104826j 0.106278-0.00065951j -0.0395431+0.000157662j 0.0154861-0.000981812j 0.0104323-0.00227162j -0.00710362+0.000884776j 0.00480949+0.00173254j -0.0180868+0.000697076j -0.0168226+0.00155716j 0.0202334+0.000628329j 0.00823807+0.000356431j 0.0221632+0.000175578j -0.00106854-0.00139247j -0.0277104-0.000909903j -0.00986183-0.000329002j -0.00240246+0.0017422j 0.00938305-0.000559363j 0.00747686-0.000898291j -0.022711+0.000268297j 0.0124144-0.00111513j -0.00787811+0.00026694j -0.0139769-0.000533332j 0.018065-0.00130373j 0.00381233-0.00153958j 0.00144165-0.000448797j 0.0127015-0.000331527j -0.00321516+0.000196772j 0.0143723-0.000502707j 0.00309569+0.000432162j -0.0132652-0.00063337j -0.0101722-0.000285417j -0.000580822+0.000914637j 0.0134156+0.00297733j 0.0139047-0.000713827j 0.00777627+0.00169705j -0.0111029-0.00224254j -0.0055417-0.00210022j -0.00427296+0.000260795j 
0.0653744-0.00813723j 0.12967+0.0046709j -0.135475-0.00565956j -0.821606+0.00509736j 0.0380133+0.00802177j -0.174859+0.00329637j 0.0232456-0.00232485j -0.173014+0.000972429j -0.133487+0.00446827j -0.0587409-0.00195616j 0.0663685-0.000797186j -0.00511017-0.00222788j 0.0273703-0.000740022j -0.0531792+0.00601489j 0.0104181+0.00116643j 0.0238564-0.0015514j 0.0163533+0.00115989j -0.0182387+0.00192128j 0.03234-0.00253311j 0.0189931+0.00167143j 0.0190168-0.00315597j -0.0215736-0.0014882j 0.00848116-0.00133496j 0.0074512+0.000600218j 0.00495783+0.000783465j 0.0146919-0.000563471j 0.0221325+0.000260414j -0.0145269-0.001154j -0.00184731+0.00200954j -0.00779121-0.00136188j 0.00259065-0.000767527j 0.0214458-0.000580863j 0.0256688-0.00121584j -0.0282212-0.00100012j 0.0105777-2.04583e-05j 0.0109985+9.33984e-05j -0.020934-0.000837503j -0.00608208+0.00134189j 0.000312906+0.000153265j -0.00808696-0.00116539j -0.00327219+0.00169012j -0.00214603+0.00148128j 0.00610335+2.76975e-05j -0.0141215-0.000578594j -0.0140781-0.000612633j 0.00415885+0.00275712j 0.00219928-3.92513e-05j 0.0186713-0.000728056j 0.01517+0.00161178j -0.00423813-0.00128915j -0.0183007-2.95165e-05j 0.000943924+0.00216464j -0.00490205-0.00111016j -0.00173396+0.00111467j 0.00234346-0.000569302j -0.00872927-0.0046022j 
0.129738+0.00443085j -0.0631821+0.00822906j 0.774026-0.00414154j -0.146841-0.00397241j -0.363656+0.0045799j -0.00717097-0.00658131j -0.0610242+0.00064416j 0.0509916-0.00353215j -0.0376866-0.00232862j 0.0600114-0.00132398j 0.00793778+0.00204139j 0.0145177-0.00123874j -0.00327951+0.000206698j -0.072376+0.00112484j -0.0393079+0.00142055j 0.0178001+0.00053439j -0.0181734+0.00205247j -0.0242084+0.000369293j 0.0310136+0.00100217j -0.0154626+7.57003e-05j 0.0371574+0.000419006j 0.0324325-0.00248384j 0.0135995-0.000901072j 0.00289568+0.000458471j -0.000160592-0.000668467j -0.00237593+0.000772899j -0.000219572+0.00141266j 0.011154-0.00234996j -0.0211839+0.00115809j 0.020503-0.000981923j 0.0126432+0.00019253j -0.00749104+0.000845928j 0.0128878+0.00178935j -0.00566598-0.00365069j -0.00321512+0.000704342j 0.0152346+0.000553257j 0.0099025-0.00065078j -0.00150102-0.000366237j 0.000150148+0.000632225j 0.0158598-0.00149611j -0.00963278+0.000406858j -0.0087266-0.000152258j -0.00170873+0.000470867j 0.0111837-0.000946294j 0.00787134+0.000429004j -0.0287314-0.00043367j 0.00560299-0.000159861j 0.0114646+0.00328262j -0.00122579+0.000148063j 0.00581807-0.00132706j -0.00196363-0.00249537j -0.0151757-0.000910892j -0.000465934+0.000547367j 0.00223713+0.000281561j 0.00831951+0.00433347j 0.00218513-0.000213313j 
-0.235076+0.0148602j -0.875698-0.00105802j -0.0429074-0.00387208j -0.106417+0.00365532j -0.012561-0.00142449j 0.0448467-0.00480316j 0.0243191+0.00604748j -0.0170468+0.00391336j 0.0134134-0.00102648j 0.00430182+0.000517056j 0.00489271+0.000802742j 0.0297905+0.000932487j 0.0110621-0.00304336j 0.0111608-0.000350494j -0.00931237+0.00103178j -0.00943725-0.000691203j 0.00697932+0.00207211j -0.0185106+0.00235723j -0.00796253-0.000404465j -0.00880453+0.000516241j 0.00704674+0.00157213j -0.00842673+0.00156184j 0.00748906-0.002056j -0.0116221+0.000358534j -0.00512093+0.00291297j 0.012867-0.000355744j -0.00285072+0.00110837j 0.00692672+0.0011607j -0.00913847+1.74026e-05j -0.000147096+0.000317318j -0.00825651-0.000713231j -0.00382326-0.00133299j 0.00288091-0.00106043j 0.00981509-0.00167363j -0.00636288-0.00169879j 0.00493863+0.000647751j 0.00455101+0.000835103j -0.000476834+0.00070308j 0.00538305+0.00034996j -0.00434606-0.0013852j 0.00932829-0.000978687j -1.1659e-05+0.000338473j -0.00476993-0.00112735j 0.00295435-0.00143111j 0.0145867+0.00216738j 0.00609139-0.00163016j -0.00499817+0.000504894j 0.00544606-0.000262097j 0.0058617+0.00227615j -0.00800284+0.00187044j 0.00951772+0.00254116j -0.00600055-0.00222322j 0.00396014-0.000156074j 0.0121732+0.00320971j -0.00920559-0.00469139j 0.00596101+0.00243667j 
0.875284+0.00107063j -0.234772+0.0147946j -0.108251+0.00343964j 0.0411581+0.00398202j -0.00972814+0.00233323j -0.0243865-0.00576032j 0.0460702-0.00490225j 0.0228254+0.000539469j -0.000597197+0.00135446j -0.000496806+0.00144188j 0.0285743-0.00266734j 0.00767999-0.00408345j -0.0166863-0.00228909j -0.015177-0.000822004j -0.00571945+0.00211242j -0.0124795+0.00163699j 0.0144907-0.000141622j -0.00433973+0.00196056j 0.00608812+0.00160251j -0.00183083-0.000105449j 0.00947776-0.000277936j 0.0116123+0.00084015j -0.00498531-8.37539e-05j -0.00348216+0.000220979j 0.0132909-0.00038014j -0.00458714-0.00193861j 0.00349097-0.00029489j 0.0046042-0.000667901j 0.00232912+0.000330893j 0.000704178-0.000368505j -0.00131461+0.00184436j -0.0099132+0.00180637j -0.00749657-0.000601351j -0.0140203-0.000567562j -0.0073051+0.000856661j 0.00143308-0.00125898j 0.00790761-0.000512185j 0.00740775-0.000455665j 0.00263678-0.00137827j -0.0090325+0.000343877j -0.00260241-0.00256452j 0.00286492+0.000372926j -0.00285274+0.00107413j -0.0111778-0.00146736j 0.0066268-0.00262926j -0.00852479-0.00176244j 0.000594639+0.000798025j -0.00244243-0.000936709j 0.0097935+0.000777047j 0.0117567+0.00304756j 0.00262283-0.00259745j -0.00183668-0.00045945j -0.0132669-0.00328252j 0.00425216-9.71586e-05j 0.00593727+0.00245684j 0.009163+0.0046648j 
