-0.0225281-0.00540259j -0.00415435+0.00445498j -0.0203904+0.00125789j -0.0146537-0.00483358j 0.00835396+0.00232171j 0.0241233+0.00310865j 0.0251827-0.00149512j 0.0183216-0.00351332j 0.00256151-0.000477921j 0.0106848-0.00280755j -0.00583429+0.000921756j 0.0206483+0.000759663j -0.00401692+0.00410027j 0.00627946+0.00314191j 0.00392927-0.000673264j -0.0103437-0.000493651j 0.0134301-0.000973373j 0.00770199-0.00074138j -0.0242545-0.00229461j -0.00258617+0.00209755j 0.00992404-0.00138594j 0.0121779-0.00181954j -0.00487546+0.000246533j -0.0169636+0.00111769j 0.00814384-3.83331e-05j -0.00337044+0.00250183j -0.0108203+0.000218823j 0.0263883-0.000925088j -0.0187486+0.00053577j 0.00558355-0.000989524j -0.00104826-0.00183271j -0.00173348+0.000420857j -0.0166162+0.00135002j 0.0220917+0.000988202j -0.0152058+0.000507722j -0.00832022+0.00157482j 0.0159097-0.00263211j -0.00331192+0.000240665j -0.00336444+0.000365617j -0.0174004+0.00176628j -0.00401237+0.00311574j 0.00180594+0.00153121j -0.00422302-0.00120436j -0.000227064+0.00225263j 0.0363219-0.00040428j -0.0126344+0.00679437j -0.0160255-0.000282301j -0.0162791+1.16752e-06j 0.00818747-0.000502149j 0.020574-0.0107287j 0.0511022-0.000670317j -0.0332537+0.00897372j -0.0331981-0.00976375j 0.0385347-0.0005971j 0.350974+0.0271297j 0.797514-0.0143095j 
-0.00426156+0.00105805j -0.000153526+0.0021757j -0.00672379-0.00129591j -0.0169946+0.000819089j 7.12956e-05+0.00124792j 0.0104377+0.000824164j 0.00841683-0.00264897j -0.00150118+0.00271967j -0.00248506+0.000358264j 0.00855016-0.00513655j -0.00509462-0.00273554j 0.0206586-0.00176682j -0.01567-0.0054205j 0.0259141+0.00724469j 0.0310315-0.000368882j -0.031784+0.00751893j 0.020638+0.000972582j 0.0559929-0.00715675j 0.00424236+0.00697984j -0.0543146+0.00120345j -0.0312393-0.0104734j 0.016873-0.00332595j 0.00488584-0.00051174j -0.0574634-0.00435243j -0.0212897+0.00460783j -0.0704439-0.00872872j -0.018615-0.00416859j 0.00276079-0.00574259j 0.037277-0.00148322j -0.0219289+0.00373227j 0.027424-0.00215789j -0.0195966+0.00864736j -0.0364147-0.00615622j -0.0250367+0.00490464j -0.0410218+0.00459496j 0.0612547+0.00419311j -0.0953702+0.00314511j -0.0313337+0.00186823j -0.0138998+0.00507831j 0.0581342-0.00880686j -0.0391371+0.00610409j -0.00385886+0.00549041j 0.0288148+0.00124237j -0.028626+0.00194911j 0.0815812-0.00867503j -0.0831975+0.000882034j -0.0129225+0.00385442j 0.0386528+0.00273962j -0.0104473-0.00272957j -0.0120405+0.000550164j -0.0146667-0.00327758j -0.0849566+0.00374232j -0.0177104+0.000683697j 0.0582957+0.00778221j 0.0305786+0.00633989j -0.0187306+0.00343209j 
-0.0116913-0.00199646j 0.00312354+0.00182103j -0.00890931+0.0014772j -0.00611565-0.00133837j -0.00800369+0.000799613j 0.00126453-0.00101111j 0.0316429-0.00312685j 0.0197745-0.00339042j 0.00679052-3.25462e-05j -0.00149078-0.00311408j 0.00987594+0.00218319j 0.0177996-0.00330956j -0.0349287+0.0115897j 0.0126501-0.000975907j -0.0256341+0.00120175j -0.0403802-0.00247393j -0.0181853+0.0009587j -0.0273355+0.000894876j 0.0521639+0.01091j 0.007497-0.00358183j -0.0302605-0.00362991j -0.0563962-0.00181897j -0.0187382+0.00552691j 0.00752482+0.000215084j -0.000830934-0.0040967j -0.00889266-0.0113433j -0.0467499-0.0154272j 0.0559577-3.04066e-05j -0.0593836-0.00921303j 0.00101215-0.0125833j 0.098787+0.000455024j 0.0905692-0.0114054j -0.0240286-0.000117815j 0.00261812-0.00641605j 0.028353-0.00139219j -0.0408491-0.00123199j 0.0687563-0.00726368j -0.020666+0.00569009j -0.0563074+0.011028j -0.0329125+0.00426785j -0.0691297-0.000436938j 0.0356492+0.00352003j -0.00758423+0.0135099j 0.0132031+0.00773036j 0.00992258-0.00133759j -0.0593433+0.00678564j 0.101973+0.000147086j 0.0391614+0.00150665j 0.0325213-0.00210572j 0.0745118-0.00157553j 0.0205683-0.0094924j -0.0587826-0.00357793j -0.0786656-0.000661253j 0.00479977+0.00734099j 0.0534105+0.00749103j -0.0265423+0.00734638j 
0.00559045-0.000513739j 0.0161458-0.00105394j 0.0078042+0.00159621j 0.0136058+0.000531808j -0.0150374-0.00481096j -0.00712003-0.000484156j -0.0122333-0.00325525j -0.0325457-0.00108002j 0.033233-0.000479636j 0.00807712+0.00328691j 0.000243949+0.00415841j 0.0242889+0.00747791j 0.0368162-0.000918916j -0.00813585-0.0127428j -0.0196543+0.0035343j -0.0170194-0.000965011j -0.0323875-0.00256528j -0.0410302+0.00277615j -0.0120438-0.000181814j 0.0971233-0.00354881j 0.00722998-0.00435742j 0.0458146+0.00886313j 0.0643098-0.00707552j -0.00587989-0.00460874j 0.0347403-0.000358205j 0.00490837-0.000346449j -0.0398951+0.00617494j 0.0328045-0.00461314j -0.00723353-0.0131326j -0.0331848+0.00214683j 0.0100178-8.68779e-05j 0.0114188-0.00114989j -0.0374267+0.00196577j -0.0124563-0.00366799j -0.063836+0.00361273j 0.02286+0.00505041j 0.0161636-0.00536365j -0.0268334-0.000332118j 0.00665771+0.00471394j -0.00863657+0.000820806j -0.000764085-0.00639988j 0.0548839-0.00251058j -0.0250541+0.00575311j 0.0249011-9.99481e-05j 0.0358484+0.0100523j 0.127581-0.0141038j 0.0350134-0.00665276j -0.0541479-0.0047707j 0.0396131-0.00153999j -0.0103338-0.000347304j -0.0139141+0.00195578j 0.0188553-0.00548048j -0.026378+0.00634824j 0.0448298-0.00560583j -0.00241199-0.0131285j 0.0715572+0.00294141j 
-0.00132015+0.00213867j 0.014641+0.000503653j 0.00960174+0.00192394j -0.0106064+0.0011998j 0.00906229-0.00271284j 0.0221009-0.00241085j 0.000197557-0.0014238j -0.0270195-0.00261676j 0.00280689-0.000347256j -0.00630104+0.00202678j 0.0117149+0.00312242j -0.0153611-0.00461573j 0.0080193-0.00272824j -0.0133907-0.00865199j 0.0228627+0.00619766j -0.00504349-0.0022265j 0.0489481-1.48676e-05j 0.000527555+0.00957454j 0.0177419+0.00542786j -0.00661177-0.00480326j -0.00659895+0.00549491j 0.0157423-0.000903728j -0.0454792-0.00263514j -0.0116524-0.00445409j 0.10584+0.00219935j 0.0147258+0.00366127j -0.0155042-0.010615j 0.0927161+0.00298085j -0.0106741-0.00286733j -0.00649926+0.000697515j -0.0313953-0.00428295j -0.0376971+0.0095603j -0.045884+0.00299003j 0.0933242-0.00925316j -0.0129404+0.00957563j 0.0359776+0.00242098j 0.0331768+0.00477991j 0.0590235+0.00480537j -0.0336837-0.00461674j -0.00306045+0.00422264j 0.0515413-0.00499376j 0.00288993-0.0110459j 0.0138203-0.0073733j 0.0595928-0.00303338j -0.030855+0.0020984j 0.0269574-0.00532329j -0.0602661-0.00699648j -0.0563719+0.000916177j 0.035053-0.00351386j -0.0208329+0.0055902j 0.0601787-0.000628552j -0.0211333-0.00101897j -0.00441508+0.00976736j 0.0748545+0.00124346j 0.0431931-0.00589269j 0.0510296+0.00963424j 
0.00253033-0.000540287j -0.00597604-0.0034188j 0.0333252-0.000513686j 0.00102705+0.00026963j 0.0332388+0.00369549j -0.0279072-0.000720055j 0.0112231+0.00190723j 0.0166093-0.000698358j -0.0388655-0.00292164j -0.0449071+0.0103502j 0.0247433+0.0137524j 0.0572161+0.000674866j 0.0197297+0.00316264j -0.0241229-0.00100312j 0.0181196+0.00139993j -0.025117+0.003162j 0.0333621+0.00611191j -0.0257487-2.92469e-05j 0.00664457-0.00459823j -0.0267092-0.0042596j -0.0310928+0.00713497j -0.0799331+0.00644221j 0.0187381-0.000435069j 0.0553272+0.0134911j 0.0117683-0.00319903j 0.0894777+0.0115121j -0.0160988-0.000524902j -0.041024-0.00547468j 0.0541273-0.00780122j -0.0305796+0.00524031j 0.00504399+0.00223216j -0.0447155+0.00489229j -0.00964031-0.00186507j 0.0646899+0.00198068j 0.0197059-0.00528154j -0.0460946-0.0129655j 0.0410289+0.00446028j -0.0904647+0.00103111j -0.00274874+0.0126033j -0.0125152+0.0102567j -0.0679589-0.000361694j -0.0407196+0.00588646j 0.0335086-0.00139506j 0.00771258-0.00343647j -0.0781528+0.00138498j 0.0735083+0.00451322j 0.0280238-0.00821826j -0.119479-0.00160363j -0.0906406+0.00228797j 0.0821215+0.00450055j 0.0319413-0.00617104j 0.0499383+0.00416827j 0.135081+0.00522222j -0.0349084-0.00583147j 0.00708707-0.000365371j 0.0148604+0.00490473j 
0.00657601-0.000820352j -0.00965114-0.00126355j -0.0101412-0.00334009j 0.0200058-0.000705536j -0.0490208-0.000699943j -0.00973625+0.00185536j -0.0262996+0.00316358j -0.0263442+0.00691786j 0.0190971+0.00376961j 0.0272704+0.000873539j -0.00921082-0.00637633j -0.0105574+0.00870199j 0.0319419+0.00527868j 0.0372564+0.00909495j -0.00980781+0.0010758j 0.0284164-0.00731207j -0.0312806-0.00341587j 0.00614961-0.000751619j 0.0554412+0.00381597j 0.0424586+0.00754972j -0.0164642-0.00231183j -0.062589-0.000421569j -0.0138269-0.0111767j -0.00924616-0.00330154j 0.000589949+0.00423102j 0.0154452-0.0032323j 0.00469393+0.00024916j 0.00481094-0.00561526j 0.0396318-0.00171493j -0.0242444-0.00119695j -0.00749828+0.0011418j -0.00528433-0.0117524j 0.0596258+0.000194983j -0.128587+0.0111293j 0.0770517+0.00199856j 0.0239428+0.00381756j -0.0168654-0.00629808j 0.0325172-0.00716483j -0.0266821+0.00342231j -0.038089-0.00742241j 0.00796525-0.0062211j -0.0197206+0.00316153j -0.0114269+0.00370322j -0.00344695-0.000625983j -0.00141626+0.0012527j 0.00686184+0.00415725j 0.0261904+0.00592486j 0.0696218-0.00167443j 0.00666638+0.00780638j -0.012546-0.00141443j -0.0296648+0.00540234j 0.0754358-0.000540512j 0.0413342-0.00782384j -0.0812616-0.00810813j -0.0663821-0.00394642j -0.00278099-0.0101781j 
-0.00569832-0.00130766j 0.00419234+0.00146955j -0.000837149+0.00261325j -0.00662701-0.000635984j 0.0452653+0.00214256j 0.00347301+0.00125135j 0.015911-0.00422818j 0.0517022-0.00710093j -0.0126281-0.00422447j 0.00792367-0.00129325j 0.00362092+0.00646592j 0.0220825-0.00397424j 0.0100949-0.00262366j -0.0375924-0.005203j 0.00524862-0.00420873j -0.0158316+0.0093315j -0.0206102+0.000250411j 0.0193267-0.00502479j -0.00303443-0.00573121j -0.0393105-0.00448406j 0.0684593-0.00501311j 0.0709415+0.00286434j 0.0147788+0.00955576j -0.0210299-0.00265401j -0.0526555+0.000979169j -0.0291494+0.000481266j -0.0752613+0.00576741j -0.00481098-0.00330382j -0.023128+0.00402347j -0.052978+0.0108694j -0.0188361-0.00114146j -0.00595646+0.00744395j 0.0231681-0.00713429j 0.0723832-0.00636083j 0.0216093-0.00316191j -0.0456953+0.00295608j 0.044735+0.00247145j -0.00811399-0.00243398j -0.00803579-0.000517583j 0.02412+0.00792626j -0.067989+0.0116187j 0.0129487+0.00404609j -0.0522848+0.004546j -0.039152-0.00105445j 0.0427811+0.00094359j -0.00156541-0.00481189j 0.000305806-0.000958506j -0.0214715+0.000192279j 0.0119294-0.0070937j 0.0158946-0.00431024j -0.0301608-0.00328231j -0.0662768-0.00233902j -0.0885203-6.31225e-05j 0.0319138+0.00739562j 0.0304699+0.00535787j -0.0259649+0.00230279j 
0.00816935+0.00544728j 0.00386962-0.00239657j 0.0100404-0.00132728j -0.009685+0.00627079j -0.0442405-0.0090416j -0.0179283-0.0039656j -0.0277775+0.00459233j -0.0578633+0.0129587j 0.00968958+0.00105063j -0.0514841-0.00613483j 0.0663712-0.0082703j -0.0218461+0.00562038j 0.0383782-0.0110564j 0.106053+0.000553853j -0.0215265+0.0112874j -0.0851282+0.0046645j 0.0243745+0.00902431j 0.0509328+0.000500934j -0.0947178-0.00556683j 0.0643317-0.00547422j 0.00578532+0.00772512j 0.030044-0.00953488j -0.0484356+0.00491862j 0.0526724+0.0070956j 0.0343945-0.00432265j 0.0500619+0.000762581j -0.00944248+0.00825953j -0.0350845-0.00296699j 0.019422-0.00262392j -0.0134918+0.00749629j -0.0142639+0.00372062j 0.0148852-0.00689869j 0.0494313-0.00590054j -0.0548512+0.00299493j 0.0425474-0.0053516j 0.00219731-0.00688586j -0.0533504-0.00892516j -0.0123894-0.00746035j 0.00384827-0.00338665j 0.0233848-0.00998188j 0.013416-0.00243654j 0.0300798+0.00525132j -0.0336073+0.00535387j 0.0195973+0.000544473j 0.0372579+0.00302813j 0.0653155-0.00479721j -0.000344066+0.00393793j -0.00542257-0.00316003j -0.115429+0.00390088j -0.111554+0.0066994j 0.0258281+0.00190172j 0.0373545+0.00799456j 0.109142+0.0108776j 0.0874814-0.00227285j 0.0127049-0.00683941j 0.063297+0.00394028j 
0.0052541+0.00293985j -0.00748955-0.000747899j 0.0171696+0.00336006j -0.0315991+0.0021661j 0.0444137-0.00207076j -0.0282322-0.0113996j 0.0219479+0.00305655j -0.00600441+0.00131585j -0.00989684+0.00368049j -0.0514417+0.00680451j -0.00911056-0.00615525j 0.0581177+0.00522419j -0.0042209+0.00949979j 0.0562138+0.00209135j 0.00744901+0.00371594j 0.0173252+0.0049809j -0.0558841+0.00363245j 0.039588+0.000155391j -0.01792+0.00831424j 0.0818984-0.00337378j -0.0287121+0.0014303j -4.76919e-05+0.00190522j -0.0194542-0.00944971j 0.0144336-0.0101525j 0.0313584-0.00220605j -0.0581893+0.00820938j 0.0428253-0.00604953j 0.0723104-0.000349897j -0.0245246+0.0095676j 0.0406861-0.00460434j -0.0450833+0.000962314j 0.00451498+0.00293083j -0.00788822+0.0046735j 0.0567128-0.00199535j -0.0152537+0.00118787j -0.00414626+0.00480573j -0.0515444+0.00800492j -0.00924247-0.00633898j -0.000230407-0.00377598j -0.0181811-0.00100833j 0.0204696-0.00496039j -0.0786054-0.00197061j 0.0170669-0.00599531j 0.0483796+0.00111482j -0.0521493+0.000935545j 0.0575802+0.00654165j -0.0144873-0.00237047j -0.0541824-0.00200252j -0.153305-0.00186622j 0.0116403+0.00857293j 0.0848193-0.00422883j -0.0180997+0.0121518j 0.122366+0.0123019j 0.0907162+0.00323228j 0.0502817+0.00691929j -0.000960238+0.00737292j 
0.0136971+0.00422187j 0.00741295+0.00315679j -0.016315+0.00568862j -0.0456791-0.00495262j 0.0780926+0.00182815j 0.0668511-0.0131381j 0.0160246-0.00639721j 0.0778328-0.000630368j -0.0106177+0.00541009j 0.0796612+0.00758291j -0.106427+0.00237307j 0.00957454-0.000939729j -0.0512274-0.00536421j -0.0233236+0.00723795j 0.0763544+0.00551622j -0.00536799-0.0126099j 0.0358924+0.0170909j 0.0658547-0.00313164j -0.0422733-0.00399874j 0.0290787+0.00898261j 0.0439511+0.00593282j -0.0271369-0.00705439j -0.0267565-0.00218426j -0.0376478+0.00686864j -0.0125563-0.00860697j 0.0610763+0.000949147j 0.00256685+0.00291527j 0.0212333-0.0113802j -0.0244677-0.00991579j 0.0167475-0.00312659j -0.0484984+0.0132095j -0.0212248-0.00564088j 0.0298875+0.00459003j 0.0510179-0.00616334j -0.0354919-0.00557941j -0.0114917+0.00539152j 0.122241-0.000340948j -0.0543448-0.000381111j 0.0582935+0.00284244j 0.0406291+0.00316691j 0.0394983-0.00655838j -0.0453688+0.00637697j -0.0256371-0.0034408j 0.111251+0.00161618j 0.118113+0.00348736j -0.022917-6.94832e-05j 0.000339535+0.00312573j 0.0534224-0.00439553j -0.0813633-0.0111395j -0.0726646-0.00150997j 0.0857767+0.00516806j -0.188119+4.55074e-05j -0.0844714+0.00301891j 0.114997+0.0125003j 0.00821867+0.00804379j -0.0531502-0.00617892j 
-0.0103482+0.00106612j 0.00451765+0.00264626j 0.0495877+0.0118185j -0.00826292+0.00426453j 0.0552802-0.00821047j 0.0350833-0.0103618j 0.0464871+0.00904386j 0.0960996-0.00711739j -0.0897137-0.0107118j 0.0405213+0.0069247j 0.00508775-0.00479058j 0.00298897-0.00514063j 0.0397295-0.00266793j 0.00408195+0.00956704j -0.0374498-0.000157603j 0.00322344+0.00288481j -0.00457748-0.00474395j 0.0496563+0.00297599j -0.0902466+0.00211434j 0.0636979-0.000497959j -0.0578347+0.0137064j 0.0337985-0.00179967j -0.007758-0.0108823j -0.0175821-0.00586231j 0.0110074-0.0119214j -0.0196707-0.011436j -0.0544531+0.00723852j 0.0304897-0.00393565j 0.00436401+0.00276342j 0.00568192+0.00492077j 0.0130338-0.00264718j -0.0150254-0.00262046j -0.0508161+0.00297102j -0.0199211+0.00129352j -0.00124207+0.00400326j -0.0215158+0.00545628j 0.00874404-0.00822899j 0.0469544+0.00213513j -0.0117315-0.00319878j -0.0371423-0.00459019j 0.0618655-0.00512171j 0.0547334-0.00668113j -0.00938272+0.0050803j -0.000554477+0.000326911j 0.0654465-0.00159253j 0.0476917-0.012296j -0.0632868+0.00142341j -0.0570427-0.00249327j -0.0109496+0.00325642j -0.0113995-0.00268458j 0.125595+0.00185017j 0.0797204-0.00853899j -0.101351-0.000615825j -0.040958+0.00331144j 0.0512914-0.00349523j 0.0085948+0.00801061j 
-0.00608905+0.000199536j 0.0218782+0.00212148j -0.0122369-0.000739047j -0.0023358-0.00620034j -0.059455+0.00264042j 0.0128519-0.00990779j -0.0147618+0.00192882j 0.0711003+0.017151j -0.00506918+0.00498324j 0.0237333-0.000695231j -0.0647898+0.00704429j 0.0945108-0.00707979j -0.0668264+0.0055259j -0.0126999+0.00788868j 0.0124043+0.00349053j -0.0258245+0.0137431j 0.00746798+0.00961169j 0.00523348+0.00672927j 0.0211004-0.000246563j -0.0853312+0.00154422j -0.00320357+0.00914922j -0.0352115-0.000641196j -0.0407008-0.00453242j 0.0264293+0.00116901j -0.0280557+0.00390147j -0.0150234+0.00866362j 0.0315212+3.69488e-05j -0.0320469+0.00276323j 0.0317603+0.000725689j 0.00551228+0.00194996j -0.0548192+0.00234563j -0.078482+0.00942017j 0.00333403+0.000517342j -0.0267027-0.00348779j -0.0486527-0.00126127j 0.0596599-0.00337021j 0.0942552+0.00178624j 0.073229-0.00557917j 0.0930901-0.00292634j 0.0904588-0.000600015j 0.0853739-0.0100722j -0.0395456+9.19177e-05j -0.0805007-0.00612001j 0.040316-0.00421796j 0.10578+0.00143408j -0.0896895-0.00650922j 0.0719362+0.00725691j 0.130697+0.0014363j 0.105736+0.000586263j 0.0600548-0.00527295j 0.0271326+0.00856672j -0.0708511-0.0226097j -0.135292-0.0122929j -0.112059-0.00553205j -0.0550394-0.0141569j 0.0263255-0.00508433j 
-0.0284166-0.00549537j -0.0126885+0.000960508j 0.0011642+0.00357293j 0.00919314-0.00537204j -0.0938321+8.32894e-05j -0.0660673-0.00316515j -0.0427348-0.0175746j -0.0792803+0.0036015j 0.0177232-0.0083969j 0.0524319+0.0064299j 0.00303734-0.00912341j -0.0567892-0.00715534j -0.0601606-0.00477889j 0.00262196+0.00651213j 0.00532556+0.00336939j 0.0134683-0.00547097j 0.0210665+0.0150332j 0.0548629-0.00811742j 0.0223682+0.00189017j 0.0424378+0.0126624j 0.0496208-0.0053205j 0.0947038-0.012398j 0.015974+0.006571j 0.0315446-0.00130432j 0.129343-0.00534414j 0.0162474-0.00385379j 0.0259906+0.000154122j 0.0559881-0.0054061j -0.0266777-0.00583288j 0.0299784-0.00396535j -0.0076543+0.0121442j -0.0146232+0.00650469j 0.0152997+0.00270608j -0.085529-0.00470977j -0.0200643+0.00207581j 0.0448899+0.00208699j -0.0404572-0.00411137j 0.00884682-0.00638808j -0.0244327-0.00550703j -0.0150391-0.00498172j -0.0553028-0.00546975j 0.039474+7.28275e-05j -0.0215953+0.00697533j -0.02448+0.00287455j -0.0259823-0.0029398j -0.0147306-0.00637801j 0.0767553-0.00256307j -0.0730521+0.00730497j 0.0487143+0.0142072j 0.182444+0.00204353j -0.070579-0.010704j 0.160811-0.00498228j 0.0808597-0.00312541j -0.143022-0.00841581j 0.0391237-0.00158157j 0.023367+0.0150371j 
-0.00636474+0.00754775j 0.0118627-7.55394e-06j 0.0158874-0.0190294j 0.0285071+0.0192306j 0.0989667+0.00851614j -0.0159258-0.00701453j 0.070561+0.0013592j -0.0753697-0.00892934j -0.0397257-0.00763763j -0.0743192+0.0109128j 0.0443989-0.0106409j 0.0604312+0.00192221j 0.00684794-0.00971407j 0.0190502-0.000545696j 0.0392072+0.00850994j 0.00584636-0.00757958j 0.0229949+0.0109204j 0.0325794+0.000550568j -0.0100026+0.000771261j -0.0286443+0.00178158j 0.045877-0.00331098j -0.0406724-0.00173983j -0.0328994-0.00252002j 0.0178182+0.000716791j -0.00698062+0.00262156j 0.0329266-0.000364612j 0.039054-0.00479018j -0.0208322+0.000477393j -0.00754785+5.79064e-05j -0.0195518-0.00549227j -0.0436901+0.00394632j 0.0580027+0.000466449j 0.0613717-0.00727725j -0.0340547+0.00265144j -0.0119812-0.00372903j 0.0590233-0.00801315j -0.0442296+0.00591949j -0.0264044-0.00256842j 0.0120478-0.000471268j 0.0126188-0.00613056j 0.0206463-0.00229811j 0.0175869+0.00688748j -0.026304+0.000553495j 0.0250412-0.00452376j 0.0355824+0.00226766j 0.0333394+0.000639456j 0.0469239+0.0085904j 0.143771-0.00173793j 0.252682+0.000103275j -0.131801-0.00247205j -0.0703816+0.00243642j -0.00154287-0.00977297j -0.104411-0.00330668j -0.026909-0.00202167j -0.00449186-0.0142307j 0.0689323+0.000788682j 
0.00607369-0.00614954j -0.00216136-0.00951734j 0.0247046-0.011342j 0.0103151-0.0197823j 0.0019517-0.0140592j -0.01931-0.00135224j -0.0259647+0.00216268j -0.0457098-0.00145746j -0.155529-0.0405067j 0.0168018+0.0112963j 0.00705848-0.00502565j 0.0215289+0.00263531j 0.0431178+0.00673955j -0.133275+0.000522538j -0.03686-0.00101695j 0.0123075-0.0033843j -0.0721292+0.00603641j -0.0464385-0.000942866j 0.0505969-0.00377701j -0.00861318+0.0199103j -0.00816176+0.0100349j 0.0135982-0.00397474j 0.00621367-0.0019404j 0.0620927-0.00533575j -0.00374547-0.000909871j 0.0138679+0.00384917j -0.00261626+0.00358353j -0.00374863+0.00217189j 0.0101614-0.00469402j 0.0366172+0.00163827j 0.0150558-0.000801069j -0.00568652+0.000814464j -5.09435e-05+0.00798387j 0.0261908-0.00539215j 0.0133733-0.00034961j -0.0154969+0.00856042j 0.00285901-0.00518558j -0.0127217-0.000954806j -0.000157047+0.00011598j 0.107967-0.000429932j -0.0523366+0.00125284j -0.04268+0.0001293j -0.0112285-0.00510194j 0.0612645-0.00214634j -0.0763523+0.00437169j -0.0494715+0.00454107j 0.0968055-0.00406472j -0.00643245+0.00560792j -0.200207-0.0105127j -0.0612696+0.000569348j -0.123057-0.000320485j -0.150319-0.00109025j -0.0103049+0.00366369j 0.10022+0.000781352j -0.0437558+0.00184791j 0.000229843-0.00931236j 
-0.0282345-0.00498778j 0.0137888+0.0192029j -0.0767582-0.00903811j 0.127042+0.00425627j -0.128704+0.0132833j -0.0868554-0.00685387j 0.0282129-0.00242657j -0.0262071-0.00446996j 0.0797272-0.000107303j 0.0492616-0.000558572j 0.124355-0.000153562j -0.0651872-0.00703126j -0.0269549-0.00229351j 0.0665275+0.00611063j -0.134068+0.00444691j 0.000646641+0.00214623j 0.0321641+0.00305377j -0.0759626+0.00685339j 0.0612581-0.000217578j 0.0364064+0.00213544j 0.00339206+0.00406128j 0.0454905-0.000853361j 0.0601609-0.00460852j 0.0594911+0.00273002j 0.188406-0.000317495j 0.0671275-0.00020177j 0.0587532+0.00182727j 0.0631594-0.00236594j -0.0146536+0.000958274j 0.0465095-3.17788e-05j -0.00185125+0.00133156j -0.114176+0.00283122j 0.0176517+0.0016852j -0.169144-0.00743175j -0.00894931-0.00076642j 0.0563705+0.00306888j -0.0731475-0.00418706j 0.0206799+0.000646084j 0.0165082-0.0011782j -0.217868+0.00528434j -0.0530939-0.00517606j -0.0757176+0.00372572j 0.0277272-0.00544109j -0.201401+0.00440087j -0.0187787+0.0059441j -0.0410189-0.0022168j -0.0602075+0.00128842j -0.0018428+0.00377121j 0.0271314-0.00166559j 0.192452+0.0148198j -0.123088-0.00150154j 0.053191+0.0116296j 0.0242147+0.0123343j 0.167666+0.0151564j -0.0126673+0.00620773j -0.013482-0.00462753j 
0.00826397+0.0133667j 0.0206612+0.00624585j -0.0677987-0.00248684j -0.0394153-0.00986856j 0.0514706-0.00795428j 0.0650568-0.0102149j 0.0870964+0.00207473j 0.020784-0.00390413j -0.0401894-0.0187028j 0.0716864+0.00405657j -0.0193672-0.00230765j 0.0389686+0.00448529j 0.0227431-0.00338213j -0.0481876-0.0100667j -0.000323274+0.000884694j -0.00475207-0.000689639j 0.0144303-0.000293016j -0.0394184-0.000285023j -0.0448344+0.0026566j -0.0741305+0.00215391j 0.00701821+0.00480944j -0.0134749+0.000440037j 0.0503499-0.00172185j -0.112693+0.000880807j -0.117403+0.00235849j -0.0141093+0.00126451j -0.0616966+0.00542359j 0.0126925+0.00116917j -0.0575918-0.00050549j 0.0174136+0.00427471j 0.0179219-0.00320989j -0.0614153-0.00495465j 0.00457997+0.00180813j 0.0721475+0.000341195j -0.025077-0.00129946j 0.0227823+0.00184491j 0.168193+0.00295306j 0.0706264+0.00022397j 0.0765212+0.00314278j 0.120685+0.00360401j 0.134276+0.00155571j -0.00156539-0.00592516j -0.0814956-0.000825536j 0.0994046+0.00556512j 0.217579+0.00140178j -0.153989-0.00421954j 0.0452844-0.00103613j 0.183821+0.000809094j 0.298103+0.00830197j 0.243063+0.0071453j -0.0228566+0.00350898j 0.129519+0.0139626j 0.218691+0.010145j -0.0434333-0.00732799j 0.000308987+0.00268164j -0.00313789+0.00713199j 
0.00121936+0.0104431j 0.00929486+0.00580481j -0.069045-0.0134333j 0.0351501-0.00977537j -0.103971+0.00127391j -0.0663272-0.00599615j 0.0435822-0.00388203j -0.15866+0.000461643j 0.0286591-0.0171941j -0.000205995+0.00386133j 0.0977343-0.000950404j -0.0319818-0.000838985j 0.0491367-0.0026129j 0.042091-0.00534011j -0.0502475-0.000296466j 0.0102094-0.00153572j 0.0531668+0.00417622j -0.0658354-0.00245572j 0.00567402-0.000150408j -0.00591802+0.00760306j 0.0264966-0.00426066j 0.0655537-0.000996775j 0.109506+0.00267264j -0.00357365+0.00152005j 0.0933685+0.00956643j 0.0499742+0.00190242j -0.00807433+0.00393555j 0.030818+0.00362262j -0.0713086-0.000669753j -0.00662092+0.00250754j 0.0402303-0.00151936j 0.0262178-0.0049389j 0.0537103-0.00239199j -0.0539165+0.00164034j 0.0464924-0.000446964j 0.0272217-0.00105555j -0.100313-0.000497804j -0.0135606+0.000558239j -0.0580937+0.000859679j -0.159273-0.00597009j 0.0535857+0.00127943j 0.0272654-0.00365429j 0.0912571+0.00519843j -0.0481909+0.001632j -0.0201147-0.00804809j 0.138508+0.000715452j -0.207612-0.000683342j -0.0884282-0.007502j -0.093294+0.00683279j 0.0382884-0.0127308j 0.423971+0.0119094j -0.154158-0.00922791j -0.0711225-0.0151551j -0.0944717-0.0064088j -0.00343373-0.00364984j -0.0280484-0.00270361j 
