0.0840437-0.0502772j 0.0210897-0.017661j -0.0320204+0.0735871j -0.0223485+0.108496j 0.0544598-0.0486002j -0.0145391-0.0150506j 0.00653719+0.0363095j 0.015552-0.11224j 0.0212105+0.0445403j 0.00862094+0.0602578j -0.03057+0.051278j 0.00254258-0.0897405j -0.00275793+0.0434685j 0.027872-0.0235758j 0.00909053-0.0233887j -0.000200312-0.0325647j 0.00854931-0.0242929j 0.0229195-0.0290964j -0.0529243+0.0616892j -0.00908906-0.0025109j -0.00367428+0.019693j 0.00548236-0.0162564j -0.00126927-0.00564481j -0.0324969+0.0576968j 0.0247918-0.0159571j -0.0940628+0.0471662j 0.0335707-0.0014774j 0.005234-0.0461393j -0.0115903-0.0162192j 0.0184161-0.0185876j 0.0179308+0.00740275j 0.0680162-0.0589658j -0.044964+0.0115409j 0.0672729-0.015884j 0.0157457-0.0280699j 0.0309151-0.0340571j -0.124214+0.0758108j -0.0241077+0.0061543j -0.031906-0.00117006j -0.131562+0.150849j -0.0426345-0.181192j -0.00668178-0.00203718j -0.217563-0.0429516j 0.110625-0.206914j -0.0209868-0.0265999j -0.0815521+0.0175071j -0.138606+0.0691466j 0.0824339+0.0852514j 0.0594072-0.0983392j 0.0120171-0.0418555j 0.0991395+0.0646317j 0.047665-0.0508807j -0.0836766-0.0199381j -0.00925319+0.0606427j 0.00680127-0.0572902j -0.045796-0.0197975j 0.010074+0.00547018j -0.00473472+0.0199805j 0.0250271-0.0236821j 0.00481827-0.0233963j -0.00235266+0.006757j 0.0178055-0.00162556j -0.0457682-0.0135845j -0.00557317-0.0255877j 0.00382622-0.0050888j -0.00991185-0.0308977j 0.0129608+0.0116726j -0.0184464-0.0296281j -0.00941821+0.0138683j -0.0269208-0.0233974j -0.000874595+0.0143168j -0.0331741-0.00993916j 0.0231559+0.0059323j -0.00512731+0.00962524j 0.0220017+0.0265672j 0.0221985-0.0172743j -0.0173828-0.00377029j -0.0450834+0.00527615j 0.0247645+0.000114654j -0.00294361-0.0326829j -0.0163729+0.00707209j -0.00158902+0.00631011j -0.00891789+0.00179169j 0.0112355-0.0215306j -0.00739994+0.00381678j -0.0153203+0.0286399j 0.000100318-0.00109984j 0.01189-0.0132618j 0.00681726+0.0031577j -0.0536341-0.00481705j -0.0664507+0.0643477j -0.0524572-0.0481884j 0.0439908+0.0704692j -0.00774616+0.0273293j -0.123112+0.0783185j 0.0552984+0.0434984j -0.00101072-0.0161041j 0.0559496+0.0906831j 
-0.0194244+0.0134504j 0.0319846-0.0415151j 0.0775415-0.0116595j -0.0786433-0.0472428j -0.0350429+0.0838699j 0.010298+0.0317104j 0.132985+0.152513j 0.0653243+0.0314467j -0.0624146+0.0877231j -0.199785+0.0529451j -0.00626621-0.0469j -0.000706224+0.109941j 0.0787413-0.0466318j -0.0423684-0.147505j 0.0861321+0.0922623j 0.0198199-0.0736802j 0.0107088-0.0219256j 0.106082+0.00230129j 0.047268-0.0190457j 0.117895+0.0491639j 0.0038296+0.0893201j -0.032166-0.00733359j -0.0534871-0.0805717j -0.0486085-0.0189082j 0.0693586+0.0585911j 0.0840455-0.0402061j 0.0764956+0.117413j 0.0322511-0.0443773j 0.0764233+0.0663651j 0.0553576+0.122928j 0.150804-0.124334j 0.0285876+0.116961j -0.0358614-0.0250267j -0.11748-0.0748286j -0.0422397-0.000504317j -0.0747309+0.0920914j 0.0537953+0.0311224j -0.0860459+0.0146025j -0.0544381-0.0273629j 0.0629957+0.028969j 0.0146385+0.00825984j -0.0600541-0.00242942j 0.0160267-0.0290254j -0.0424824-0.0184183j 0.0187372+0.0543725j -0.0140764+0.0113586j 0.0104618+0.0434798j -0.0808113-0.00856949j 0.00148019+0.044376j -0.0271813-0.0177039j -0.0305263+0.0113039j -0.109776+0.0149858j 0.0389673+0.0334528j -0.00677037+0.0256558j 0.0223064+0.00496475j -0.0160623+0.0469974j 0.013322+0.00775226j -0.00333975+0.0119292j 0.0117034-0.0122323j -0.0250874-0.00969212j 0.00501101-0.00545816j 0.00386956+0.0156567j 0.0441696-0.0132268j 0.0136977+0.0516287j 0.00103275+0.0214375j 0.00118634+0.00044866j -0.00513698+0.0134933j -0.0145699-0.0153827j -0.00375588+0.0051087j 0.00495627+0.0103851j 0.0234378-0.0346658j -0.00330678+0.00956998j 0.00498361+0.0221542j 0.0351353-0.00733317j 0.0164894-0.0110296j -0.0419943-0.00150726j 0.00596371+0.0235851j -0.00058699+0.0144755j -0.00467024+0.00528953j -0.0090217+0.00555433j -0.000726371+0.00382593j 0.00824223-0.00704591j 0.00574304-0.015344j -0.00935635-0.0112194j 0.010622+0.008062j -0.0034476+0.00929904j 0.0154943+0.00547852j 0.0163338+0.00160014j -0.00300805+0.00799372j 0.0203951-0.000919437j 0.00588172+0.00077683j 0.00499493-0.0107989j 0.0151793+0.0106803j 0.00753278+0.00457876j 0.0120772-0.000182796j -0.00283787+0.0079368j 0.00830543-0.0175979j -0.0134234-0.0180273j 
0.00993693-0.0173046j 0.0194264+0.0106167j 0.0184331+0.0276219j 0.0183407+0.0285868j -0.0265597+0.0370326j 0.0728262-0.0414j 0.0115817-0.113878j -0.0857975-0.011207j 0.0944697+0.0216916j -0.0583931-0.0495889j -0.0489136-0.0190584j 0.0516348+0.0825911j -0.0933817-0.00482526j 0.0151349+0.0613062j 0.0790159-0.0512018j 0.111304+0.111154j 0.0139907+0.099056j -0.0264717-0.0620829j 0.0295169+0.0827638j -0.149691+0.0943574j 0.202336-0.0565353j 0.0541013+0.0471857j -0.0757184-0.0681635j -0.0156031+0.0487279j -0.0932569-0.0239274j -0.0307691-0.00841319j 0.0509966-0.0686431j -0.0552823-0.170767j -0.032061+0.051408j -0.0308121+0.0499218j -0.0245118-0.00171644j -0.0255136-0.00153968j -0.00297062+0.0699193j -0.00608397+0.0290891j -0.0682007-0.150898j 0.175514+0.0175012j 0.0645677+0.00368384j -0.0324792+0.00846819j -0.0361099+0.00693809j 0.00629256-0.00990918j -0.0159147-0.0178864j -0.0279425+0.0592442j 0.00942893+0.00109126j 0.020121+0.0541634j 0.0275091+0.0266127j 0.00866983-0.0354239j -0.000614066-0.0794276j -0.00394317+0.0246726j 0.00246013-0.0100848j 0.0219669+0.0170285j 0.0540616+0.0132226j -0.0293691+0.0147643j -0.0102664+0.00797063j 0.00771036+0.0197968j 0.00711301+0.0209421j -0.00177951-0.0266029j 0.0122518-0.00482328j -0.00439991-0.00732431j -0.0397859+0.0377796j -0.010956+0.0135879j -0.0337372-0.0289097j -0.0334644-0.026266j 0.00586332-0.0201607j 0.0286949-0.0112161j -0.000196531+0.0248315j -0.0236522-0.00187531j 0.0358584-0.0417246j -0.0300218+0.00516997j -0.0262426+0.000539091j 1.88728e-06-0.00219882j 0.0411023-0.0052834j -0.0126788-0.0219271j 0.0315563+0.0063657j 0.0106206-0.0215724j -0.0144523-0.01458j 0.00926069-0.018337j -0.0120909-0.00918877j -0.00819217+0.00460569j 0.00319615+0.0261602j 0.0226827+0.0261327j -0.00480369+0.00780196j -0.0082364+0.00612058j -0.000170787+0.0206138j 0.0142845+0.0232008j -0.0164164+0.00428439j -0.00818254+0.00641807j -0.0216858+0.000538953j -0.00146039+0.0142502j 0.00413455-0.0113849j 0.0058574-0.00366426j 0.00681071-0.0186397j -0.0157829-0.00372394j 0.00829888-0.00806843j -0.0047095-0.00111747j 0.00054689-0.0135144j 0.00777583+0.00300619j 0.00991138+0.0198024j 0.0118411-0.00434053j 
-0.0060118-0.0159976j -0.00139677-0.0619348j -0.0954372+0.0462515j -0.0316738+0.0464669j -0.00479773+0.048083j -0.0149141+0.204468j 0.0261786+0.0244874j -0.0470395+0.11814j 0.0899596-0.0228798j 0.126338+0.0197109j 0.0349563-0.0279242j 0.031351+0.0776655j -0.067669+0.100264j -0.0318334+0.0254926j -0.0112863-0.100557j -0.00226938-0.00287161j -0.0314863+0.02154j -0.0402006+0.0661404j -0.112857+0.072046j -0.0737121-0.0134659j -0.0345055-0.00468456j 0.0522801+0.0657153j -0.0775713-0.166666j -0.0589709-0.122747j 0.137885+0.0727304j -0.0363947-0.0686741j 0.0269867+0.0588537j 0.0441241-0.0625465j 0.0694708+0.106043j 0.0631012+0.094807j -0.0245408-0.0680269j 0.0228834-0.0784211j 0.0685527+0.0665654j 0.0254442-0.057634j 0.14768-0.045473j 0.113547-0.0656972j 0.000826155-0.050562j 0.0203278-0.0825569j 0.138325-0.12321j 0.141841+0.0277185j 0.0209301-0.0852347j 0.0450481-0.048874j 0.00955173+0.123742j 0.102165-0.0273518j -0.0130184-0.0120657j 0.037743-0.0150786j 0.0708024+0.150747j -0.0176105+0.0371131j 0.0286212-0.00673531j 0.0317174-0.0160513j 0.000615727-0.046559j 0.056263+0.024254j -0.0251719+0.00971908j -0.00504145-0.0228389j -0.0233413-0.00832678j 0.0506138-0.00508955j 0.0148717-0.00526834j -0.00687324+0.0180694j -0.0190432+0.00543171j 0.00396805+0.0121448j 0.00258238-0.0102821j 0.0131763+0.00570788j 0.0289643-0.0110978j -0.00152803+7.35866e-05j 0.00439414+0.0174879j -3.99817e-05+0.00994507j 0.00611384+0.00806841j -0.000244206+0.00515964j 0.0197679+0.0220055j 0.000639324-0.00205247j 0.0083572+0.00279263j 0.0240812+0.00767097j -0.0077111-0.00446682j 0.00656724-0.0242732j 0.000320954-0.00431814j 0.0103533+0.0182004j -0.0247805+0.0253042j -0.00938331-0.00416361j -0.0139658-0.00284439j -0.0161221+0.00548564j 0.00173598+0.00844104j -0.013056+0.00404132j -0.00885761+0.0246386j -0.00908834-0.00200406j 0.00667043-0.00978079j 0.0302995+0.00882974j 0.00450674-0.000937461j 0.0158835-0.00967063j -0.00831783+0.00533786j -0.00976483+0.0193217j -0.000266123+0.0124257j 0.0163889+0.00520099j -0.0135371+0.0176656j 0.00985399+0.0125401j -0.0121474+0.0323414j -0.0201485-0.00822248j 0.00157231-0.0186398j -0.0143615-0.0168393j 
0.00453806-0.00401395j 0.0272767-0.00288731j 0.0113345+0.0357264j 0.0497526+0.0168619j 0.04926+0.0523597j 0.03769+0.00453091j -0.0160839-0.00599566j -0.0297093+0.0465985j -0.042317+0.0334353j 0.062885-0.0117684j 0.0658189+0.0221596j 0.0227545+0.00864148j 0.0403445+0.0039913j -0.129793-0.143787j 0.0468867+0.029793j 0.0651385+0.0633133j -0.0638577-0.078296j 0.0620219+0.00533105j -0.104497+0.0743472j 0.017638+0.0940796j -0.139945+0.103261j -0.192409-0.0882963j 0.015454+0.0307836j 0.0580813+0.0669303j -0.0120123-0.0653593j 0.0670329-0.110619j -0.0853166+0.138581j 0.0357734+0.0982883j -0.19867-0.127933j 0.0444119+0.0231504j 0.0527508-0.18519j 0.0426128+0.0586659j -0.0484922+0.0777348j 0.0472937+0.0378702j 0.0119518-0.0296681j 0.124194+0.0836241j 0.0981512+0.0392263j 0.0775245-0.0834681j -0.0333051-0.114061j -0.0404137+0.00199777j -0.0105326-0.0742351j -0.0130425+0.00898407j 0.00278226+0.0264889j 0.0120263+0.00755227j 0.00645931+0.0260528j -0.0217804-0.0147356j -0.00251488-0.0239461j 0.0262604+0.0453728j -0.0396869+0.0239933j 0.0112692+0.00997028j -0.0273643-0.029563j 0.00296839-0.00294344j -0.0195424+0.0185943j -0.0196551-0.00686821j 0.00371292+0.0111953j -0.0123973-0.0311339j 0.0290435+0.038348j 0.000180913+0.00568925j -0.0508119-0.00835651j 0.0116522+0.00515417j 0.0221416+0.00592536j 0.0305027-0.0153859j 0.0340068-0.00294517j 0.0190605-0.0204554j 0.0169169-0.0120855j 0.00865466-0.00665778j -0.0109508+0.0256672j 0.0162196+0.00575338j -0.0235099-0.00220864j 0.0126939-0.00565927j 0.0138955+0.0216006j 0.023194-0.00433001j 0.0353888-0.0434299j 0.00676071+0.017277j 0.00280552+0.0135378j 0.00806195+0.0470052j 6.41033e-05+0.00442115j -0.0193678+0.0177501j -0.00454924+0.017437j -0.00932073-0.00931113j -0.00109377-0.00188714j 0.00694284+0.00984389j -0.00815935+0.00969216j -0.012864+0.0126141j 0.0104869+0.022249j -0.0105452-0.00805325j -0.00789604-0.00938719j -0.00257215+0.00571287j -0.00184978-0.007417j -0.00933764-0.00440237j 0.00180646-0.00462552j -0.000415552-0.00252988j 9.04791e-05+0.0123814j 0.00338782+0.00138443j 0.00169125-0.0103772j 0.00155874+0.00888254j 0.0130336-0.000913322j -0.00281345-0.0110504j 
-0.00135135+0.0043245j 0.0134049-0.0320264j 0.0373247-0.03508j -0.0592002-0.0162367j 0.0043448+0.109201j 0.0260439+0.1047j 0.0990588+0.112773j 0.0210992+0.0688147j -0.153858-0.0301854j 0.0661402+0.0512187j -0.0243709+0.122831j -0.0269803-0.0444801j 0.00194484+0.0099932j -0.0342732+0.0666466j -0.186649+0.0658649j 0.0819032+0.067367j 0.051147+0.129034j -0.0647944-0.121422j -0.0471389-0.0210506j -0.00392178-0.00841633j 0.00589455+0.0353966j 0.00334798-0.0994793j 0.112308+0.0523069j -0.0503658-0.0934571j -0.0275211+0.0666772j -0.0307675-0.0468817j -0.0348458-0.0472937j -0.0766234+0.110707j 0.012739-0.099164j -0.126554+0.0674684j -0.11903+0.0712122j 0.0114865-0.0770399j -0.0148504+0.0429781j -0.0764181+0.0928255j -0.00145869+0.00948862j 0.0516525+0.0171629j 0.0426749-0.0606657j 0.00875508+0.00219246j 0.0347964-0.016538j -0.0702721+0.000305493j 0.0367496+0.0105096j -0.0106445-0.0499761j -0.0769783-0.0387896j -0.0925595-0.0690404j -0.0398352-0.0298549j 0.0192699-0.00949569j 0.047497+0.0714983j -0.031336+0.039636j -0.0535447+0.0102324j -0.0281223-0.0179744j -0.0345984-0.0689449j 0.0211581-0.0396146j -0.00691322-0.00522773j -0.00854085-0.0162707j -0.0303283+0.0306784j 0.0203741+0.0132649j -0.0356825-0.00370015j 0.0316621+0.0249884j -0.00966982-0.00560218j 0.000554779+0.00688932j 0.0110147-0.000138271j 0.0107333+0.00762023j 0.0303061-0.036182j -0.0102362-0.0575255j -0.0215963+0.0321041j -0.00205372-0.0369956j -0.00655775+0.000708572j -0.00129675+0.00328669j -0.0301061-0.00215022j -0.00331664-0.00902215j 0.00587567-0.013654j 0.0108328+0.0112811j 0.00199549+0.0235263j -0.0123139+0.00226791j 0.00825563+0.0120451j -0.0155514-0.00652678j -0.0158586-0.0276666j 0.0134389+0.0173304j -0.0192964+0.00552716j 0.0198795+0.0195519j -0.0188815-0.0140257j -0.0349783-0.0188253j 0.00323548+0.00562008j -0.00319981-0.00843876j 0.00652065+0.00942863j 0.00298165-0.00371166j 0.0110438-0.00611975j 0.000323208-0.0076806j 0.00326625+0.00727879j -0.0181418+0.0110706j -0.00172163+0.00110343j -0.00109913+0.0106579j -0.0123175+0.00667486j 0.00665148+0.00644107j 0.0163998-0.000695372j 0.00109438+0.0226893j 0.000363221-0.00501373j 0.0016421-0.009124j 
-0.014777+0.0474473j 0.0205168-0.00951286j -0.0549139+0.0572711j 0.108923+0.046672j -0.042589+0.0285441j 0.0140825+0.0253222j -0.0195334+0.134169j 0.106104-0.00101829j -0.00727404+0.0503462j 0.103232+0.0825568j 0.046497+0.0178291j -0.0481774+0.0132033j -0.0495906-0.0938577j 0.00130732+0.0477047j -0.102389-0.106918j 0.0253046+0.188626j 0.0499703+0.0404153j -0.0130821+0.0124396j 0.0246461+0.0432965j 0.127295+0.106409j -0.00165713-0.0736983j 0.0300537+0.0088451j 0.0857394+0.110196j 0.104848+0.0322421j -0.0676543+0.102516j -0.00688667-0.14475j -0.0103016+0.146214j -0.0264236-0.0226587j 0.0650749+0.0185094j 0.0100738-0.110429j -0.0361926-0.0763978j 0.0218699-0.014143j 0.017018+0.00770279j -0.137359-0.109241j -0.0127979+0.111084j -0.0863869-0.0286055j -0.0801325-0.0502074j -0.0602753-0.0198612j -0.0136742-0.0356218j -0.113528+0.0436739j -0.0928865-0.0359921j -0.0066878+0.0913323j 0.0648183+0.0340578j 0.044204+0.0809494j -0.0326761-0.0087075j -0.0415756-0.000311117j -0.0245982+0.0199279j -0.0467536-0.00968951j 0.0248913-0.0236001j 0.050155-0.064478j -0.0323648+0.00654129j 0.0347379+0.00768019j -0.016966-0.00766891j -0.00695748-0.0290215j 0.00531594-0.0495038j -0.00116828+0.0351132j 0.0125324-0.0242842j -0.00314897+0.0120262j 0.00715863+0.00931167j -0.000221688-0.00498118j 0.00634446+0.031231j 0.0248524+0.0201362j 0.00853923-0.0170202j 0.00145804+0.00136444j -0.0434947-0.0232508j -0.00745604+0.0221016j -0.0422335-0.0138343j -0.0209476+0.034983j 0.0111262-0.00249701j 0.00388971-0.0010432j 0.00430024-0.0104321j 0.021523+0.00846585j -0.0022472+0.00778091j 0.0127249-0.0115261j 0.00804771-0.00109408j 0.0170435-0.00304495j -0.00583643-0.0179881j 0.0112616-0.0103558j 0.00453276-0.00435954j -0.0147299+0.0144861j 0.0186371+0.00592819j 0.0160555-0.0178958j 0.000667015+0.00252404j 0.011534+0.00373499j -0.0198494-0.00263722j -0.00205184+0.0138361j 0.0108+0.00495322j 0.0122338+0.0125851j 0.00698143-0.0037905j 0.00912433-0.0290758j 0.00711045+0.00383899j -0.00311772-0.00845378j 0.0114753-0.00530444j -0.0171218+0.00380552j -0.0130169-0.0015488j -0.00729368-0.0137608j 0.00222352-0.0246246j -0.0113234+0.00883898j 
0.0145659-0.0128914j -0.0130165+0.0461006j -0.0325537+0.0432558j 0.064095-0.000325002j 0.0385845-0.12974j -0.160905+0.0142038j 0.0212734+0.0340019j -0.00723877-0.236379j -0.0126268-0.0826732j 0.0322383+0.0681328j -0.0627914+0.0211583j -0.00327893+0.106311j -0.0187094+0.119615j -0.118179-0.0772215j -0.0132108-0.000226285j -0.0495166-0.0972977j 0.0460776+0.116058j 0.0786647+0.0118893j -0.164078-0.025757j -0.0542468-0.00176038j 0.0981786+0.0113788j -0.0450388+0.106943j -0.106522+0.0918416j 0.0117534-0.0134038j 0.0573163-0.0730212j -0.00336432-0.0804061j -0.0619174-0.119367j 0.0347151-0.164773j 0.0511199+0.0326887j -0.0196771-0.035492j 0.0318445-0.0794471j 0.00416302+0.021858j 0.140885+0.147193j -0.064426+0.0723402j -0.0429308-0.057162j 0.0622001+0.077495j -0.103197+0.0176186j -4.1406e-05-0.0795989j 0.110269-0.093654j -0.0164354-0.0064681j -0.0473428-0.044986j -0.0166794-0.0466112j -0.0418688-0.0138899j -0.0371677+0.0178174j 0.059592+0.052318j -0.0318928+0.0717471j -0.0799749+0.0259427j 0.0399622-0.0466338j 0.0448754-0.0625821j 0.00358232-0.0377289j -0.0109388+0.0391554j 0.0131442+0.0454598j 0.0333272-0.0228602j -0.00100722-0.0583353j 0.0122969-0.0437469j 0.0388732+0.0141731j -0.0119884-0.012121j 0.0209253+0.0131371j -0.00312524+0.0129307j -0.00651744-0.00666782j -0.0149655+0.0188617j 0.0111993+0.00218227j -0.0083836-0.0336913j 0.045893-0.0123988j 0.0183133-0.0110898j -0.000352013-0.00820985j 0.00395135+0.0324615j -0.00893684-0.0130119j 0.0110572+0.00507128j 0.0101046-0.0123772j -0.00959721-0.0177224j 0.00662134+0.00102275j -0.0123348+0.00197887j -0.0209734+0.0188525j 0.00283399+0.0231039j -0.0151898+0.0144624j 0.0196613-0.0134254j 0.00447087+0.0261558j -0.00450052+0.00917272j -0.00534578-0.00321492j -0.0124691-0.0141743j 0.00130869-0.00512118j 0.00260796+0.0214554j 0.00418278-0.0055001j 0.00384801-0.00904679j -0.000423268+0.00346099j 0.0172093-0.000789892j -0.00698475-0.0147234j 0.00806036-0.00616801j -0.0115874-0.00826477j -0.00904227+0.00936493j 0.000471944+0.00638396j -0.00681811+0.00358583j -0.000947738-0.00658264j -0.0106876-0.00243112j 0.00757208-0.00732648j -0.00791609-0.00939493j -0.014483+0.0135704j 
-0.0261116+0.0211483j 0.0135247-0.0395278j 0.00384989+0.0271761j 0.0315411+0.0171524j -0.055886+0.0993014j 0.0509886+0.0794118j 0.105653+0.0144267j 0.00417217+0.00744018j -0.0457187+0.0405795j 0.0037485+0.0344121j 0.0405379+0.08561j -0.00787781+0.0419182j -0.0433532+0.0352095j 0.0768589+0.00812735j -0.0365519+0.145255j 0.0927654-0.00582004j 0.108931+0.0329128j 0.0558874-0.0475376j -0.0426085-0.0180532j 0.0275112-0.0161665j 0.19201-0.106726j 0.01587+0.0676502j 0.158732+0.0540278j -0.0666383-0.009847j 0.0498404+0.0610846j 0.161216-0.146627j 0.04019-0.0483412j -0.144543-0.104533j -0.07136+0.0420967j -0.210013+0.122677j 0.192906+0.0466128j -0.0382994+0.070464j 0.0221391+0.0847816j -0.039959+0.0734595j -0.0902071-0.109516j 0.0110954+0.00387473j -0.0845773+0.115753j 0.0459929-0.00153538j 0.00148278-0.116676j -0.0420072+0.0187529j 0.0283688-0.0427849j -0.0297101+0.0477955j 0.00620965+0.0700673j 0.0229933+0.0747562j -0.0159436+0.0189953j -0.0111073+0.000338902j 0.0193257+0.0369527j -0.0714495+0.0250669j -0.00732062-0.00138654j 0.0113141-0.0380287j -0.0214459-0.0205044j -0.0373221-0.0143674j -0.0231867+0.000747306j -0.00529421-0.0132537j -0.0115322+0.0136145j 0.0430389+0.0153147j -0.0586178+0.0182341j -0.0236866+0.000918051j -0.00609596+0.0117152j 0.0223622+0.0315652j -0.0224927-0.00272098j -0.0152715+0.0196981j -0.018876-0.00582864j -0.0362804+0.0317386j -0.0135789-0.0189514j 0.0134661+0.00808481j -0.00205821+0.0186658j 0.0133253+0.000207815j -0.0300689+0.00117848j 0.0304537+0.0149231j -0.0346691+0.0377154j -0.00478456+0.00727913j 0.0318472-0.024902j 0.00888773+0.00536268j -0.003836+0.00429954j -0.00341701+0.00404984j -0.00969315+0.0261161j -0.00222961-0.00258497j 0.00259196+0.00164099j -0.00782697-0.0233546j 0.000882817+0.0012212j 0.00798234+0.00249489j -0.00698672-0.0149502j -0.0106992+0.00328695j 6.36294e-05+0.00800135j -0.000323651-0.000894957j 0.0107916-0.00283737j 0.00898117+0.00555191j -0.00131624-0.00902445j 0.000762059-0.00741196j 0.00900386+0.00953529j 0.0186419-0.0069187j -0.000999475+0.0157942j -4.55692e-05+0.00366119j -0.00514753-0.0011563j -0.00753779-0.0100921j 0.00943795-0.0218481j -0.0146895-0.0126184j 
-0.0140664+0.0143983j -0.0428333+0.00643952j -0.0117968+0.125067j 0.021108-0.0674457j 0.0180915+0.0508881j 0.0359252-0.0500594j -0.00872294-0.0683898j 0.00645562-0.0402875j 0.0112054+0.0172456j 0.0697243+0.124054j -0.00486829+0.106109j 0.0104462-0.0858334j -0.0948707-0.0442909j 0.0328369-0.0520312j 0.127373+0.04097j -0.0720192+0.0180944j 0.0836248-0.0942896j -0.00994184-0.0223695j -0.13684-0.0887474j 0.0938934-0.053136j -0.111588-0.101121j -0.0570641+0.0443259j 0.0670521+0.0712895j 0.0890218+0.0663696j -0.000155453+0.0488647j -0.0135342-0.124286j -0.0605541+0.0822376j 0.0369455+0.04896j -0.0786802+0.00424604j 0.0472609-0.168337j 0.0169481-0.100533j 0.00165906-0.028026j 0.0457446-0.0105046j 0.0585261-0.0965296j 0.0403729+0.0397654j -0.00624704-0.0768828j -0.00624839+0.12025j 0.020247-0.138746j -0.0445121-0.0936856j -0.0280005-0.0212476j -0.0478651+0.0772411j -0.0258082+0.0349294j -0.0749085+0.0473353j -0.0962638+0.00425377j 0.0246377+0.0949291j 0.00785324+0.0295734j 0.0220236-0.0118053j 0.0594057+0.0315646j 0.0170129-0.00327064j -0.00586539+0.0452926j -0.00624264-0.0184639j 0.00589819+0.00742455j -0.0155503-0.0525443j 0.0433191+0.0184897j 0.0117285+0.00419113j 0.0191966+0.0241606j -0.00813151+0.0457279j 0.00155529+0.00373596j 0.00436686+0.00495656j -0.0138215+0.00196334j -0.0121524-0.000987521j -0.00768226+0.0211169j -0.0314218+0.0175868j -0.0187819+0.00987139j 9.42792e-05+0.0191483j -0.0102155-0.000773858j 0.0329091-0.0204751j -0.0434626+0.00829994j -0.0196539+0.0110784j -0.00391525+0.00570436j 0.00482441-0.0017099j 0.00797656-0.00456474j -0.00546293-0.00762028j 0.012816-0.020687j 0.0210563-0.0185346j 0.00152276-0.0101884j 0.00804147+0.00166871j 0.017131-0.0130597j -0.0224987+0.00394508j 0.00635226+0.00169065j -0.00249365+0.0066638j -0.00765793-0.00232808j -0.00329673+0.0195757j -0.00907092+0.00357859j 0.00558298-0.0045262j -0.000576236-0.00243511j 0.00568842-0.0178062j -0.0114272-0.00931584j 0.00764696-0.00454371j -0.00436373+0.0183411j 0.00372742+0.0051108j -0.00864832-0.00534149j 0.00898009-0.000579191j -0.00408693-0.0147732j -0.0143402+0.00438817j 0.0150342-0.0111684j 0.00506719+0.00229727j -0.00594903-0.0125831j 
0.0381877-0.062071j 0.0322406+0.0268957j -0.0121562+0.0173873j 0.0162876+0.0515546j 0.0823317-0.0550407j -0.044112+0.111719j 0.0996809-0.00285982j -0.0926737-0.0718558j -0.0876713+0.109372j -0.104464-0.0222158j -0.00385985-0.0178357j -0.065845+0.0552564j -0.0286798-0.0475788j 0.0939113+0.110691j 0.101392+0.0431714j 0.119799+0.0298062j 0.102915-0.00649452j -0.0798824-0.0512665j 0.0682261+0.0456181j 0.0837645+0.0478825j 0.0831763-0.0436423j 0.0956874+0.096548j 0.12427-0.177048j -0.0259285+0.0620126j -0.0617795+0.0853985j -0.143407+0.0232072j 0.0407552+0.0800558j 0.0290995-0.05143j 0.00092347+0.0438381j 0.0176094+0.0751781j -0.0245006+0.101652j -0.0175493-0.0555514j 0.00173549-0.0644655j -0.0451905-0.108706j -0.0342665+0.0435389j -0.0622757-0.0424585j 0.0404535-0.0147457j -0.0507199+0.0195623j -0.00628206-0.0253932j -0.0284909-0.0291422j 0.0234152-0.0183474j -0.0123303-0.0789383j -0.0470835+3.11376e-05j -0.0439913+0.00782745j 0.0660491+0.0316719j -8.59407e-06-0.00173551j -0.0353547+0.0615844j -0.0131547-0.00026174j 0.00942377-0.0418857j -0.0687628+0.0210299j -0.0175427+0.0641273j -0.0820388-0.0171704j 0.0329451-0.0421065j -0.0340133+0.0462002j 0.00793386-0.00993423j 0.013182-0.00782135j 0.0206969+0.0332817j 0.01249-0.0111758j 0.0356434+0.0108948j 0.000782305-0.0395905j 0.0365843+0.00366044j 0.0146262+0.0170978j -0.0125018+0.00508694j -0.0241514-0.019599j -0.0139369-0.00152279j -0.0213052+0.00473222j 0.00417919-0.000320799j 0.0473229-0.00333224j 0.0212119+0.00412614j -0.00102059-0.0202992j -0.00791388+0.00558031j 0.00396441-0.0243416j -0.0104383-0.0089046j -0.00460903-0.0073877j -0.00645224-0.0144645j 0.00625212+0.0117967j 0.0236467-0.00140466j 0.0047417-0.00922652j -0.00643369-0.00581899j 0.00723377-0.0161093j -0.0156262+0.0117216j -0.00849234-0.00527646j 0.00619859+0.0170317j 0.00379785+0.00253517j 0.00629144-0.0128846j -0.0104789-0.00574536j 0.00103453-0.00584295j -0.00465867+0.000487268j 0.00835837-0.00959071j -0.00121397-0.0146943j 0.000442819+0.0104007j -0.00396294+0.0102668j -0.00690409-0.00390583j -0.00272278+0.00258817j 0.00467591+0.00962629j -0.00206696+0.0111597j -0.0119553+0.0184316j 0.0080342+0.0125314j 
