-0.221902-0j 0.756529-0j -0.204667-0j -0.206788-0j -0.179083-0j -0.147736-0j -0.0472024-0j -0.029055-0j -0.032158-0j 0.0767293-0j -0.0169487-0j 0.0775245-0j -0.0296603-0j -0.0104865-0j -0.0173018-0j -0.0183514-0j -0.010705-0j -0.00279265-0j -0.0189018-0j -0.00272824-0j -0.0206279-0j -0.00297737-0j -0.0159783-0j -0.00230626-0j -0.0161439-0j 0.0440222-0j -0.00233016-0j 0.00635406-0j 0.0544747-0j -0.0120329-0j 0.00786275-0j 0.0317769-0j -0.0104208-0j -0.0017368-0j 0.0045866-0j -0.00150411-0j -0.01489-0j -0.00744499-0j -0.00214918-0j -0.0061418-0j -0.00752214-0j -0.00107459-0j -0.000886493-0j -0.00108573-0j -0.00339886-0j -0.000490584-0j -0.000749379-0j -0.000108164-0j 
-0.000971104-0j 0.00322848-0j 0.000881312-0j -0.00432091-0j -0.00684561-0j 0.000740229-0j 0.00386117-0j 0.0121565-0j -0.0395981-0j -0.0104663-0j 0.00709126-0j 0.0513142-0j 0.0359367-0j -0.0217263-0j 0.00842316-0j -0.108806-0j 0.0621554-0j 0.0378537-0j -8.27196e-05-0j -0.0534183-0j 0.00026568-0j 0.17157-0j 6.88037e-05-0j 0.0444317-0j -0.000337332-0j -6.38329e-05-0j -0.217841-0j -0.0412217-0j -0.000228741-0j 0.00015498-0j -0.147715-0j -5.36144e-05-0j 0.00013535-0j 0.100082-0j -0.0346228-0j 0.0874058-0j 0.000306141-0j -0.000474831-0j 0.197698-0j 0.000379081-0j 0.000113683-0j -0.306634-0j 0.244801-0j 0.0734136-0j -0.000273568-0j -0.176663-0j -0.000678274-0j -0.438012-0j 
-0.00175517-0j 0.00974403-0j -0.00161884-0j -0.0299692-0j 0.00696147-0j 0.0516918-0j -0.0533715-0j -0.000229815-0j 0.00125007-0j -0.000201088-0j -0.000134059-0j -0.00372269-0j 0.00115298-0j -8.29446e-05-0j 0.00605377-0j -0.00265962-0j -0.00274314-0j 0.0034822-0j 0.0143846-0j -2.15795e-05-0j -0.0771504-0j 0.000115739-0j 0.0121598-0j -1.82418e-05-0j 0.225111-0j 0.0111003-0j -0.000337705-0j -1.66524e-05-0j -0.0675066-0j -0.0450044-0j 0.000101271-0j -0.354447-0j 0.00793044-0j 6.75143e-05-0j 0.000531732-0j -1.1897e-05-0j 0.207627-0j -0.027845-0j -0.000311476-0j 0.151425-0j -0.253229-0j 4.17724e-05-0j -0.000227163-0j 0.000379887-0j 0.369757-0j -0.0005547-0j -0.572084-0j 0.000858225-0j 
0.000253336-0j -0.00140643-0j 0.00023366-0j 0.00432569-0j -0.0010048-0j -0.00746106-0j 0.00770351-0j -0.00317131-0j 0.0172502-0j -0.0027749-0j -0.00184993-0j -0.0513709-0j 0.0159104-0j -0.00114459-0j 0.0835385-0j -0.0367011-0j -0.0378537-0j 0.0480523-0j 2.15795e-05-0j 0.0139355-0j -0.000115739-0j -0.0747413-0j 1.82418e-05-0j 0.0117801-0j 0.000337705-0j 1.66524e-05-0j 0.218081-0j 0.0107537-0j -0.000101271-0j -6.75143e-05-0j -0.0653986-0j -0.000531732-0j 1.1897e-05-0j -0.0435991-0j -0.343379-0j 0.00768281-0j 0.000311476-0j -4.17724e-05-0j 0.201143-0j 0.000227163-0j -0.000379887-0j -0.0269755-0j 0.146696-0j -0.245322-0j 0.0005547-0j 0.358211-0j -0.000858225-0j -0.55422-0j 
0.0137175-0j 0.0154955-0j 0.012652-0j 0.0127832-0j 0.0110705-0j 0.00913273-0j 0.00291795-0j 0.00179611-0j 0.00198793-0j 0.0015716-0j 0.00104773-0j 0.00158789-0j 0.00183353-0j 0.000648252-0j 0.00106956-0j 0.00113444-0j 0.000661757-0j 0.000172636-0j -0.00720415-0j -0.00103983-0j 0.00127517-0j 0.000184055-0j 0.000987741-0j 0.000142568-0j 0.000997977-0j 0.00090168-0j 0.000144046-0j 0.000130146-0j 0.00111577-0j 0.000743848-0j 0.000161048-0j 0.000650867-0j 0.000644192-0j 0.000107365-0j 9.39446e-05-0j 9.2981e-05-0j 0.000920465-0j 0.000460233-0j 0.000132858-0j 0.000379673-0j 0.000465002-0j 6.64289e-05-0j 5.4801e-05-0j 6.71173e-05-0j 0.00021011-0j 3.03268e-05-0j 4.6325e-05-0j 6.68643e-06-0j 
-0.00242493-0j -0.00273925-0j -0.00223659-0j -0.00225976-0j -0.00195701-0j -0.00161445-0j -0.000515826-0j 0.0150191-0j 0.0166231-0j 0.0131417-0j 0.00876113-0j 0.0132779-0j 0.015332-0j 0.00542067-0j 0.00894366-0j 0.00948618-0j 0.0055336-0j 0.00144358-0j -0.122531-0j -0.0175739-0j 0.0216886-0j 0.00311066-0j 0.0167999-0j 0.00240951-0j 0.016974-0j 0.0153361-0j 0.00243448-0j 0.00219957-0j 0.0189775-0j 0.0126517-0j 0.00272183-0j 0.0110702-0j 0.0109567-0j 0.00181455-0j 0.00158773-0j 0.00157145-0j 0.0156556-0j 0.00782782-0j 0.0022454-0j 0.00645762-0j 0.00790894-0j 0.0011227-0j 0.000926178-0j 0.00113433-0j 0.00357364-0j 0.000512546-0j 0.000787913-0j 0.000113006-0j 
0.000202077-0j 0.000228271-0j 0.000186382-0j 0.000188314-0j 0.000163084-0j 0.000134538-0j 4.29855e-05-0j -0.00380769-0j -0.00421434-0j -0.00333173-0j -0.00222115-0j -0.00336625-0j -0.00388702-0j -0.00137427-0j -0.00226743-0j -0.00240497-0j -0.0014029-0j -0.000365981-0j -0.000106127-0j -0.210012-0j 1.8785e-05-0j 0.037173-0j 1.45508e-05-0j 0.0287941-0j 1.47016e-05-0j 1.3283e-05-0j 0.0290925-0j 0.0262853-0j 1.64369e-05-0j 1.09579e-05-0j 0.0325264-0j 9.58818e-06-0j 9.48984e-06-0j 0.0216843-0j 0.0189737-0j 0.0187791-0j 1.35597e-05-0j 6.77987e-06-0j 0.0268329-0j 5.59311e-06-0j 6.85013e-06-0j 0.0134165-0j 0.011068-0j 0.0135555-0j 3.09522e-06-0j 0.00612502-0j 6.82431e-07-0j 0.00135044-0j 
-0.0149701-0j -0.000240702-0j -0.0138074-0j 0.0135533-0j -0.000171966-0j 0.0195078-0j 0.012511-0j 0.0100032-0j -3.08798e-05-0j -0.00171511-0j -0.00114341-0j 0.00168356-0j -2.84814e-05-0j -0.000707448-0j 0.00228462-0j 0.00120279-0j 0.00212544-0j 0.000925911-0j -0.00127517-0j -0.000184055-0j 0.000101087-0j 1.45907e-05-0j -0.00107794-0j -0.000155587-0j 0.0010581-0j -0.000984019-0j 0.000152724-0j -0.000142031-0j -1.7332e-05-0j -1.15547e-05-0j -2.50166e-06-0j 0.00139027-0j -0.000703017-0j -1.66777e-06-0j 0.000200669-0j -0.000101472-0j 0.000975923-0j -7.14908e-06-0j 0.000140862-0j 0.00121944-0j 0.00099326-0j -1.03188e-06-0j 0.000176011-0j 0.000143365-0j 0.000900869-0j 0.000130029-0j 0.000298294-0j 4.3055e-05-0j 
0.00264637-0j 4.25504e-05-0j 0.00244082-0j -0.00239591-0j 3.03995e-05-0j -0.00344853-0j -0.00221165-0j 0.083647-0j -0.000258217-0j -0.0143418-0j -0.00956117-0j 0.0140779-0j -0.000238161-0j -0.00591567-0j 0.0191039-0j 0.0100577-0j 0.0177729-0j 0.00774245-0j -0.0216886-0j -0.00311066-0j 0.00171933-0j 0.000246594-0j -0.018334-0j -0.00262954-0j 0.0179967-0j -0.0167366-0j 0.00258116-0j -0.00240043-0j -0.000294789-0j -0.000196526-0j -4.22799e-05-0j 0.0236463-0j -0.0119572-0j -2.81866e-05-0j 0.00339145-0j -0.00171495-0j 0.0165989-0j -0.000121594-0j 0.00238068-0j 0.0207407-0j 0.0168937-0j -1.74396e-05-0j 0.00297471-0j 0.00242297-0j 0.0153223-0j 0.00219759-0j 0.0050735-0j 0.000727663-0j 
-0.00022053-0j -3.54587e-06-0j -0.000203402-0j 0.00019966-0j -2.53329e-06-0j 0.000287377-0j 0.000184304-0j -0.0212065-0j 6.54639e-05-0j 0.00363597-0j 0.00242398-0j -0.00356907-0j 6.03794e-05-0j 0.00149976-0j -0.0048433-0j -0.00254987-0j -0.00450585-0j -0.00196289-0j -1.8785e-05-0j -0.037173-0j 1.48916e-06-0j 0.00294684-0j -1.58795e-05-0j -0.0314235-0j 1.55874e-05-0j -1.4496e-05-0j 0.0308453-0j -0.0286856-0j -2.55324e-07-0j -1.70216e-07-0j -0.000505253-0j 2.04807e-05-0j -1.03564e-05-0j -0.000336835-0j 0.0405285-0j -0.020494-0j 1.43767e-05-0j -1.05316e-07-0j 0.0284496-0j 1.7964e-05-0j 1.46321e-05-0j -0.000208406-0j 0.0355484-0j 0.028955-0j 1.3271e-05-0j 0.0262616-0j 4.39429e-06-0j 0.00869571-0j 
0.0470125-0j -0.0130988-0j 0.0105236-0j -0.010806-0j 0.0277746-0j 0.00759633-0j -0.00246663-0j -0.00151831-0j 0.00681305-0j 0.00130721-0j -0.000885681-0j -0.00134229-0j 0.00152508-0j 0.00271356-0j -0.000904132-0j 0.00284617-0j 0.00055043-0j -0.000145934-0j -0.000987741-0j -0.000142568-0j -0.00107794-0j -0.000155587-0j -0.00333089-0j -0.000480772-0j 0.00342027-0j -0.000762218-0j 0.000493673-0j -0.000110017-0j 0.000928066-0j -0.000628798-0j 0.000133955-0j -0.000550198-0j 0.00161619-0j -9.07591e-05-0j -7.94142e-05-0j 0.000233277-0j 0.000765616-0j 0.00192652-0j 0.000110507-0j -0.000320949-0j 0.00116663-0j 0.000278069-0j -4.6325e-05-0j 0.000168389-0j 0.000174763-0j 2.52249e-05-0j -3.91599e-05-0j -5.65224e-06-0j 
-0.0474997-0j -0.0128578-0j 0.010806-0j -0.0109135-0j -0.00918607-0j 0.0071435-0j 0.02636-0j 0.00153404-0j 0.00668769-0j 0.00134229-0j 0.000894859-0j -0.00135565-0j -0.00152142-0j 0.000553666-0j 0.000836597-0j -0.000968522-0j 0.00269866-0j 0.00270164-0j 0.000997977-0j 0.000144046-0j -0.0010581-0j -0.000152724-0j -0.00342027-0j -0.000493673-0j 0.00345431-0j 0.000770117-0j 0.000498587-0j 0.000111157-0j -0.000925842-0j -0.000617228-0j -0.000133634-0j 0.0005091-0j 0.000550198-0j -8.90892e-05-0j 7.34822e-05-0j 7.94142e-05-0j -0.000785842-0j -0.00038189-0j -0.000113427-0j 0.00154831-0j 0.000363718-0j -5.51211e-05-0j 0.000223479-0j 5.24982e-05-0j 0.00189808-0j 0.000273965-0j 0.00110832-0j 0.000159972-0j 
-0.0105855-0j 0.036089-0j 0.0194748-0j 0.0196766-0j -0.00854289-0j -0.00704752-0j -0.00225172-0j -0.00138602-0j -0.00153404-0j 0.00366025-0j 0.00403398-0j 0.00369818-0j 0.00282229-0j -0.000500241-0j 0.00164633-0j -0.000875422-0j -0.000510663-0j -0.000133219-0j -0.00090168-0j -0.000130146-0j -0.000984019-0j -0.000142031-0j -0.000762218-0j -0.000110017-0j -0.000770117-0j -0.00418888-0j -0.000111157-0j -0.000604613-0j 0.00259863-0j 0.00286397-0j 0.00037508-0j 0.00151587-0j 0.000991579-0j 0.000413378-0j 0.000218797-0j 0.000143122-0j 0.00141684-0j -0.000355151-0j 0.000204503-0j 0.000584415-0j -0.000358832-0j -5.12617e-05-0j 8.43531e-05-0j -5.17929e-05-0j -0.000162137-0j -2.34025e-05-0j -3.57479e-05-0j -5.15977e-06-0j 
-0.00831072-0j 0.00231557-0j -0.00186033-0j 0.00191025-0j -0.00490989-0j -0.00134285-0j 0.000436043-0j -0.0126961-0j 0.0569707-0j 0.0109309-0j -0.00740605-0j -0.0112242-0j 0.0127527-0j 0.0226908-0j -0.00756034-0j 0.0237996-0j 0.00460269-0j -0.0012203-0j -0.0167999-0j -0.00240951-0j -0.018334-0j -0.00262954-0j -0.056653-0j -0.00812541-0j 0.0581733-0j -0.0129641-0j 0.00834345-0j -0.00185936-0j 0.0157849-0j -0.0106948-0j 0.00226394-0j -0.00935798-0j 0.0274888-0j -0.0015339-0j -0.00134216-0j 0.00394256-0j 0.0130219-0j 0.032767-0j 0.00186765-0j -0.00545882-0j 0.0198425-0j 0.00469958-0j -0.000782927-0j 0.00284589-0j 0.00297245-0j 0.00042632-0j -0.000666047-0j -9.55272e-05-0j 
0.00069256-0j -0.000192964-0j 0.000155027-0j -0.000159187-0j 0.000409158-0j 0.000111905-0j -3.63369e-05-0j 0.00321876-0j -0.0144434-0j -0.00277123-0j 0.00187761-0j 0.0028456-0j -0.0032331-0j -0.00575265-0j 0.00191672-0j -0.00603376-0j -0.00116689-0j 0.000309374-0j -1.45508e-05-0j -0.0287941-0j -1.58795e-05-0j -0.0314235-0j -4.90686e-05-0j -0.0971003-0j 5.03853e-05-0j -1.12285e-05-0j 0.0997059-0j -0.0222198-0j 1.36717e-05-0j -9.26306e-06-0j 0.0270545-0j -8.10518e-06-0j 2.38088e-05-0j -0.0183304-0j -0.0160391-0j 0.0471144-0j 1.12786e-05-0j 2.83803e-05-0j 0.0223188-0j -4.72802e-06-0j 1.71861e-05-0j 0.0561609-0j -0.00935613-0j 0.034009-0j 2.57451e-06-0j 0.00509461-0j -5.7688e-07-0j -0.00114157-0j 
0.00839684-0j 0.00227296-0j -0.00191025-0j 0.00192926-0j 0.00162388-0j -0.0012628-0j -0.00465984-0j 0.0128277-0j 0.0559224-0j 0.0112242-0j 0.0074828-0j -0.0113359-0j -0.0127221-0j 0.00462975-0j 0.00699561-0j -0.00809877-0j 0.0225661-0j 0.0225911-0j 0.016974-0j 0.00243448-0j -0.0179967-0j -0.00258116-0j -0.0581733-0j -0.00834345-0j 0.0587523-0j 0.0130984-0j 0.0084265-0j 0.00187863-0j -0.0157471-0j -0.0104981-0j -0.00225851-0j 0.00865897-0j 0.00935798-0j -0.00150567-0j 0.0012419-0j 0.00134216-0j -0.0133659-0j -0.00649534-0j -0.00191699-0j 0.0263343-0j 0.00618627-0j -0.000931588-0j 0.00377697-0j 0.00088726-0j 0.0322833-0j 0.00463021-0j 0.0188507-0j 0.00270365-0j 
0.00187126-0j -0.0063797-0j -0.00344269-0j -0.00347837-0j 0.00151018-0j 0.00124584-0j 0.000398051-0j -0.0115899-0j -0.0128277-0j 0.030607-0j 0.0337321-0j 0.0309241-0j 0.0235999-0j -0.00418301-0j 0.0137666-0j -0.00732027-0j -0.00427016-0j -0.00111398-0j -0.0153361-0j -0.00219957-0j -0.0167366-0j -0.00240043-0j -0.0129641-0j -0.00185936-0j -0.0130984-0j -0.0712461-0j -0.00187863-0j -0.0102184-0j 0.0441985-0j 0.0487114-0j 0.00633913-0j 0.0257825-0j 0.0168652-0j 0.0069864-0j 0.00369783-0j 0.00241887-0j 0.0240981-0j -0.00604055-0j 0.00345625-0j 0.00993997-0j -0.00610315-0j -0.000866361-0j 0.00142563-0j -0.000875339-0j -0.0027577-0j -0.00039552-0j -0.000608015-0j -8.7204e-05-0j 
0.0130988-0j -0.000635653-0j -0.0118877-0j -0.0118592-0j -0.000446582-0j 0.0167955-0j -0.0109471-0j 0.00171511-0j 2.70198e-05-0j 0.00445667-0j 0.00100048-0j 0.00444599-0j -2.45215e-05-0j -0.0030653-0j -0.00199904-0j 0.00312356-0j 0.00182993-0j -0.000810172-0j 0.00111577-0j 0.000161048-0j 1.7332e-05-0j 2.50166e-06-0j -0.000928066-0j -0.000133955-0j -0.000925842-0j -0.00259863-0j -0.000133634-0j -0.00037508-0j 4.50366e-05-0j 1.01103e-05-0j 6.50048e-06-0j 0.00367148-0j -0.00182568-0j 1.4593e-06-0j 0.000529933-0j -0.000263515-0j 0.000840235-0j -3.09762e-05-0j 0.000121277-0j -0.00106701-0j 0.00257942-0j -4.47103e-06-0j -0.000154009-0j 0.000372308-0j 0.000775615-0j 0.00011195-0j -0.000261007-0j -3.76732e-05-0j 
-0.000699737-0j -0.000189414-0j 0.000159187-0j -0.000160772-0j -0.000135324-0j 0.000105234-0j 0.00038832-0j -0.00325211-0j -0.0141776-0j -0.0028456-0j -0.00189706-0j 0.00287392-0j 0.00322535-0j -0.00117375-0j -0.00177355-0j 0.00205323-0j -0.00572104-0j -0.00572737-0j 1.47016e-05-0j 0.0290925-0j -1.55874e-05-0j -0.0308453-0j -5.03853e-05-0j -0.0997059-0j 5.08868e-05-0j 1.13449e-05-0j 0.100698-0j 0.02245-0j -1.36389e-05-0j -9.09263e-06-0j -0.0269897-0j 7.49975e-06-0j 8.10518e-06-0j -0.0179931-0j 0.014841-0j 0.0160391-0j -1.15765e-05-0j -5.62577e-06-0j -0.0229085-0j 2.28088e-05-0j 5.35808e-06-0j -0.0111327-0j 0.0451356-0j 0.0106029-0j 2.79614e-05-0j 0.0553319-0j 1.63271e-05-0j 0.0323092-0j 
0.00873256-0j 0.000140409-0j -0.0401861-0j 0.0394467-0j 0.000100313-0j -0.0113796-0j -0.00729809-0j 0.00114341-0j 1.80132e-05-0j 0.00100048-0j 0.00464065-0j -0.000982074-0j -8.28945e-05-0j 0.000412678-0j 0.00664933-0j -0.000701628-0j -0.00123984-0j -0.000540115-0j 0.000743848-0j 0.000107365-0j 1.15547e-05-0j 1.66777e-06-0j 0.000628798-0j 9.07591e-05-0j -0.000617228-0j -0.00286397-0j -8.90892e-05-0j -0.000413378-0j 1.01103e-05-0j 4.68959e-05-0j 1.4593e-06-0j -0.000810993-0j -0.00204612-0j 6.76883e-06-0j -0.000117057-0j -0.000295331-0j 0.0028404-0j 4.1703e-06-0j 0.000409977-0j 0.00354915-0j -0.000579401-0j 6.0193e-07-0j 0.000512275-0j -8.36294e-05-0j -0.000525507-0j -7.58504e-05-0j -0.000174005-0j -2.51154e-05-0j 
-0.000155939-0j 0.000531641-0j 0.000286891-0j 0.000289864-0j -0.000125849-0j -0.00010382-0j -3.31709e-05-0j 0.00293831-0j 0.00325211-0j -0.00775958-0j -0.00855188-0j -0.00783999-0j -0.00598313-0j 0.00106049-0j -0.00349016-0j 0.00185586-0j 0.00108259-0j 0.000282419-0j -1.3283e-05-0j -0.0262853-0j -1.4496e-05-0j -0.0286856-0j -1.12285e-05-0j -0.0222198-0j -1.13449e-05-0j -6.1708e-05-0j -0.02245-0j -0.122112-0j 3.82814e-05-0j 4.21902e-05-0j 0.0757539-0j 2.23308e-05-0j 1.46073e-05-0j 0.0834888-0j 0.0441898-0j 0.028906-0j 2.0872e-05-0j -5.23187e-06-0j 0.0413029-0j 8.60925e-06-0j -5.28609e-06-0j -0.0103532-0j 0.0170366-0j -0.0104605-0j -2.38851e-06-0j -0.00472654-0j -5.26617e-07-0j -0.0010421-0j 
-0.00764099-0j -0.0509885-0j -0.00704752-0j -0.00652109-0j 0.0120698-0j -0.0196971-0j 0.0210593-0j -0.00100048-0j 0.00216738-0j 0.00264211-0j -0.000583615-0j 0.00244475-0j 0.00199904-0j -0.000361093-0j -0.00230678-0j -0.000578714-0j -0.000428915-0j 0.00425385-0j -0.000650867-0j -9.39446e-05-0j 0.00139027-0j 0.000200669-0j -0.000550198-0j -7.94142e-05-0j -0.0005091-0j 0.00151587-0j -7.34822e-05-0j 0.000218797-0j -0.00367148-0j 0.000810993-0j -0.000529933-0j 0.00423669-0j -0.000358832-0j 0.000117057-0j 0.000611513-0j -5.17929e-05-0j -0.000469559-0j 0.000501776-0j -6.77749e-05-0j -0.000246083-0j -0.0010029-0j 7.24252e-05-0j -3.5519e-05-0j -0.000144756-0j 0.0015164-0j 0.000218874-0j 0.00253971-0j 0.000366575-0j 
0.00756262-0j 0.00854289-0j 0.041294-0j -0.0140577-0j 0.00571486-0j -0.0149434-0j 0.0016087-0j 0.000990221-0j 0.00109597-0j -0.00257153-0j -0.00288202-0j 0.000875422-0j 0.00598433-0j 0.00454342-0j -0.0011762-0j 0.000585623-0j -0.0010828-0j 9.51763e-05-0j 0.000644192-0j 9.2981e-05-0j 0.000703017-0j 0.000101472-0j -0.00161619-0j -0.000233277-0j 0.000550198-0j -0.000991579-0j 7.94142e-05-0j -0.000143122-0j -0.00182568-0j -0.00204612-0j -0.000263515-0j 0.000358832-0j -0.000663328-0j -0.000295331-0j 5.17929e-05-0j -9.57431e-05-0j 0.00300424-0j 0.00322565-0j 0.000433624-0j -0.000417527-0j 0.000240044-0j 0.000465582-0j -6.02648e-05-0j 3.46474e-05-0j -0.000343793-0j -4.96223e-05-0j 2.55396e-05-0j 3.68632e-06-0j 
-0.00231557-0j 0.000112369-0j 0.00210146-0j 0.00209642-0j 7.89453e-05-0j -0.00296906-0j 0.0019352-0j 0.0143418-0j 0.000225939-0j 0.0372666-0j 0.00836602-0j 0.0371773-0j -0.000205048-0j -0.025632-0j -0.0167159-0j 0.0261192-0j 0.0153018-0j -0.00677465-0j 0.0189775-0j 0.00272183-0j 0.000294789-0j 4.22799e-05-0j -0.0157849-0j -0.00226394-0j -0.0157471-0j -0.0441985-0j -0.00225851-0j -0.00633913-0j 0.000766001-0j 0.00017196-0j 0.000109863-0j 0.062446-0j -0.031052-0j 2.46633e-05-0j 0.00895626-0j -0.0044536-0j 0.014291-0j -0.000526855-0j 0.00204968-0j -0.0181481-0j 0.0438718-0j -7.55637e-05-0j -0.00260287-0j 0.00629228-0j 0.013192-0j 0.00189205-0j -0.00443931-0j -0.000636705-0j 
-0.00154371-0j -2.48211e-05-0j 0.00710397-0j -0.00697326-0j -1.7733e-05-0j 0.00201164-0j 0.00129013-0j 0.00956117-0j 0.000150626-0j 0.00836602-0j 0.0388051-0j -0.00821209-0j -0.000693163-0j 0.00345081-0j 0.0556016-0j -0.005867-0j -0.0103675-0j -0.00451643-0j 0.0126517-0j 0.00181455-0j 0.000196526-0j 2.81866e-05-0j 0.0106948-0j 0.0015339-0j -0.0104981-0j -0.0487114-0j -0.00150567-0j -0.0069864-0j 0.00017196-0j 0.000797623-0j 2.46633e-05-0j -0.0137937-0j -0.0348011-0j 0.000114398-0j -0.00197835-0j -0.00499132-0j 0.0483107-0j 7.093e-05-0j 0.00692892-0j 0.0603653-0j -0.00985469-0j 1.01731e-05-0j 0.00865784-0j -0.0014134-0j -0.00893802-0j -0.00128193-0j -0.00295954-0j -0.00042447-0j 
-0.010806-0j 0.0118592-0j -0.0195616-0j -0.0200784-0j -0.025146-0j 0.00648298-0j -0.0243127-0j -0.0014149-0j 0.00152142-0j 0.00121817-0j 0.00411802-0j 0.00125036-0j 0.00275417-0j 0.00252874-0j 0.00153914-0j -0.00265124-0j 0.00244913-0j -0.00249181-0j -0.000920465-0j -0.000132858-0j 0.000975923-0j 0.000140862-0j 0.000765616-0j 0.000110507-0j 0.000785842-0j 0.00141684-0j 0.000113427-0j 0.000204503-0j -0.000840235-0j -0.0028404-0j -0.000121277-0j -0.000469559-0j -0.00300424-0j -0.000409977-0j -6.77749e-05-0j -0.000433624-0j 0.00142258-0j -0.0017442-0j 0.000205331-0j 0.00284854-0j 0.000995644-0j -0.000251753-0j 0.000411151-0j 0.000143709-0j 0.00172258-0j 0.000248633-0j -0.00102224-0j -0.000147547-0j 
0.000192964-0j -9.36405e-06-0j -0.000175122-0j -0.000174702-0j -6.57877e-06-0j 0.000247421-0j -0.000161266-0j -0.00363597-0j -5.72809e-05-0j -0.00944796-0j -0.00212098-0j -0.00942532-0j 5.19845e-05-0j 0.0064983-0j 0.00423788-0j -0.00662182-0j -0.00387938-0j 0.00171753-0j 1.64369e-05-0j 0.0325264-0j 2.55324e-07-0j 0.000505253-0j -1.36717e-05-0j -0.0270545-0j -1.36389e-05-0j -3.82814e-05-0j -0.0269897-0j -0.0757539-0j 6.63452e-07-0j 1.48939e-07-0j 0.00131288-0j 5.4086e-05-0j -2.68949e-05-0j 0.000294731-0j 0.107029-0j -0.0532214-0j 1.23778e-05-0j -4.56322e-07-0j 0.0244941-0j -1.57185e-05-0j 3.79985e-05-0j -0.000903001-0j -0.0311049-0j 0.075194-0j 1.14259e-05-0j 0.0226103-0j -3.845e-06-0j -0.00760875-0j 
0.00135075-0j 0.00901357-0j 0.00124584-0j 0.00115278-0j -0.00213367-0j 0.00348198-0j -0.0037228-0j -0.00836602-0j 0.0181236-0j 0.0220933-0j -0.00488018-0j 0.020443-0j 0.0167159-0j -0.00301946-0j -0.0192893-0j -0.0048392-0j -0.00358658-0j 0.0355707-0j -0.0110702-0j -0.00158773-0j 0.0236463-0j 0.00339145-0j -0.00935798-0j -0.00134216-0j -0.00865897-0j 0.0257825-0j -0.0012419-0j 0.00369783-0j -0.062446-0j 0.0137937-0j -0.00895626-0j 0.0720593-0j -0.00610315-0j 0.00197835-0j 0.010335-0j -0.000875339-0j -0.00798643-0j 0.00853441-0j -0.00114545-0j -0.00418548-0j -0.0170577-0j 0.00122404-0j -0.000600298-0j -0.00244648-0j 0.0257915-0j 0.00369913-0j 0.0431963-0j 0.0061954-0j 
-0.00133689-0j -0.00151018-0j -0.00729982-0j 0.00248507-0j -0.00101025-0j 0.00264165-0j -0.000284381-0j 0.00828022-0j 0.00916452-0j -0.0215031-0j -0.0240994-0j 0.00732027-0j 0.0500409-0j 0.0379921-0j -0.00983535-0j 0.00489697-0j -0.00905437-0j 0.000795863-0j 0.0109567-0j 0.00157145-0j 0.0119572-0j 0.00171495-0j -0.0274888-0j -0.00394256-0j 0.00935798-0j -0.0168652-0j 0.00134216-0j -0.00241887-0j -0.031052-0j -0.0348011-0j -0.0044536-0j 0.00610315-0j -0.0112821-0j -0.00499132-0j 0.000875339-0j -0.00161813-0j 0.0510972-0j 0.0548631-0j 0.00732857-0j -0.00710145-0j 0.00408277-0j 0.00786869-0j -0.00101852-0j 0.000585567-0j -0.00584737-0j -0.000838654-0j 0.000434387-0j 6.23015e-05-0j 
-0.005403-0j -8.68738e-05-0j 0.0246769-0j 0.00489166-0j -0.000789028-0j -0.0348649-0j 0.00451546-0j -0.000707448-0j -1.11451e-05-0j 0.0030653-0j -0.000412678-0j 0.000607627-0j 5.09027e-05-0j -0.00182301-0j 0.000824562-0j 0.00551875-0j -0.00379865-0j 0.000334179-0j -0.000460233-0j -6.64289e-05-0j -7.14908e-06-0j -1.03188e-06-0j 0.00192652-0j 0.000278069-0j 0.00038189-0j -0.000355151-0j 5.51211e-05-0j -5.12617e-05-0j 3.09762e-05-0j -4.1703e-06-0j 4.47103e-06-0j 0.000501776-0j -0.00322565-0j -6.0193e-07-0j 7.24252e-05-0j -0.000465582-0j -0.0017442-0j -1.84223e-05-0j -0.000251753-0j 0.000440119-0j 0.00455737-0j -2.65903e-06-0j 6.35256e-05-0j 0.000657799-0j -0.00161006-0j -0.000232392-0j 0.00010766-0j 1.55394e-05-0j 
0.000128643-0j 2.06842e-06-0j -0.000591997-0j 0.000581105-0j 1.47775e-06-0j -0.000167637-0j -0.000107511-0j -0.00242398-0j -3.81873e-05-0j -0.00212098-0j -0.009838-0j 0.00208196-0j 0.000175733-0j -0.000874861-0j -0.0140963-0j 0.00148742-0j 0.00262841-0j 0.00114502-0j 1.09579e-05-0j 0.0216843-0j 1.70216e-07-0j 0.000336835-0j 9.26306e-06-0j 0.0183304-0j -9.09263e-06-0j -4.21902e-05-0j -0.0179931-0j -0.0834888-0j 1.48939e-07-0j 6.90841e-07-0j 0.000294731-0j -1.19471e-05-0j -3.01421e-05-0j 0.00136708-0j -0.0236416-0j -0.0596473-0j 4.18431e-05-0j 6.14343e-08-0j 0.0828019-0j 5.22839e-05-0j -8.53539e-06-0j 0.00012157-0j 0.103463-0j -0.0168904-0j -7.74144e-06-0j -0.0153193-0j -2.56333e-06-0j -0.0050725-0j 
