-0.0110775+0.0134442j -0.0269304-0.00341547j -0.024572+0.000556378j -0.0192534+0.0105026j -0.00906875+0.00230602j -0.0117522+0.00626663j -0.035663+0.00707442j -0.0155473+0.00179095j 0.0186253-0.00126393j -0.012186+0.00109588j 0.0200328-0.000695429j 0.0389197-0.00384166j 0.0394959-0.0030868j -0.0120442-0.00129675j -0.0366075+0.00185617j 0.00715291+0.000759954j -0.0336829+0.000393095j -0.0511644+0.00333599j 0.000592029-0.00353431j 0.0400324-0.00138182j -0.031605+4.03122e-05j 0.0711226+0.00014821j -0.0127943+0.000305448j -0.0446185+0.000991014j -0.0412793-0.00211375j 0.0627646-0.00205465j 0.00419764-0.00223702j -0.0204762-0.000510126j -0.0071876-8.53037e-05j -0.0244132+0.00157077j 0.02221+0.00259874j -0.00317144-0.000345844j 0.00419284-0.0007152j 0.0698535-0.00297518j -0.0295749-0.000189794j 0.0128926+0.00138277j 0.0112928-0.00326035j 0.0265713-0.00306297j -0.11158-0.00480638j 0.0674836-0.00186917j -0.0543085+7.50265e-05j 0.119678+0.00626339j 0.0524005+0.00116306j 0.11042+0.0033533j -0.207565+0.00898617j -0.270291-0.00612401j -0.241334-0.00469757j 0.0749305+0.00509226j -0.195004-0.00380269j 0.122928-0.00737016j 0.374743+0.00107417j -0.0275022+0.000543992j 0.22687+0.00142546j 0.0510483+0.00118029j -0.203238+0.00080101j 0.140453-0.0030803j 0.0164453+0.000444472j -0.0162028-0.00202001j 0.00960765+5.41065e-05j -0.0650169+3.34192e-05j 0.0732252+0.00566567j 0.00379377+0.00540991j 0.0104523-0.00346227j 0.0847726-0.00182001j 0.0539574+0.00371001j 0.0597978+6.89294e-05j -0.00942154-0.00328157j 0.0649764-0.00156106j 0.0175866-0.00102366j 0.0686912+0.00308873j -0.0416851-0.00382214j 0.0829042+0.00310804j -0.0443894+0.000295458j -0.0281028-0.00310261j -0.0474277+0.00208528j -0.0097574+0.00186528j 0.0515872+0.0050557j -0.0424981+0.000264142j -0.0471704+0.00299204j 0.0335522-0.00369373j 0.00801339+0.00220893j 0.0268386+0.000982907j -0.0275276+0.00479913j 0.0213316+0.00463878j -0.0041217+0.00452006j 0.0138318-0.00410855j -0.0465962-0.00734227j 0.015211-0.0115982j -0.00118343+0.00112553j -0.0307945-0.00941514j -0.0249328-0.00340409j -0.0168597+0.0419379j 0.0769064-0.000635726j 0.0372839-0.0349729j -0.0139308+0.0506486j -0.0760741-0.0174423j -0.00911052-0.0689865j -0.230126+0.0201107j 
-0.000804897-0.00411919j 0.004402-0.00336018j 0.00564138+0.0040792j 0.0105437+0.000540027j -0.00451132-0.0095891j 0.0154082+0.0017446j -0.0153719-0.00778662j 0.012008-0.00172324j -0.00644077-0.00397217j 0.0258715+0.0124585j 0.0258586+0.00889365j 0.0518079-0.0157034j -0.018117+0.00567935j -0.0249378+0.0143731j -0.0832078+0.0136792j -0.000686494+0.00944778j -0.0219961-0.00721553j -0.00523046-0.00369268j -0.0790025-0.00208574j -0.0602371+0.00795898j 0.0712877+0.00678094j -0.054881-0.00467867j 0.0231398-0.0116115j 0.0335259-0.0114608j 0.0375461+0.00555964j -0.0566764+0.000466513j -0.0380552+0.00148818j -0.0974268+0.00341388j -0.0198914+0.00190862j -0.0380901-0.00104039j -0.0680666+0.0224538j 0.0787085+0.00736647j 0.0313336+0.00272594j 0.00752507-0.00257501j -0.069763+0.011676j 0.05225-0.00545161j -0.0405345+0.00204824j -0.0152789-0.0028003j -0.0160897+0.0110313j 0.0237708-0.00483945j -0.0396715+0.00318422j -0.00108903+0.00477653j -0.00848879+0.0112536j 0.0165204+0.00525286j -0.0222215-0.0105476j 0.0153038+0.0100542j 0.0107925-0.0107555j 0.0207676-0.00601505j -0.0100324+0.00156509j -0.00450238-0.030103j -0.0378821+0.00901839j 0.00746399+0.044014j -0.0120201-0.0217812j 0.0518956+0.0354835j 0.00126954-0.0366842j 0.0196429-0.0169529j 0.0223784-0.0127231j 0.0090572+0.0368312j 0.00792608+0.0389447j -0.000274036+0.00705831j -0.00645518-0.018972j -0.0252075-0.043035j 0.0329374-0.0375605j -0.00804359-0.0121235j -0.0182+0.00642814j -0.0154027+0.0538682j -0.0195071+0.0120439j -0.0120944-0.0169894j -0.00896669-0.0183611j 0.000934272+0.0168275j -0.000164592+0.0793694j -0.00753954-0.00517782j -0.000343927-0.0207049j 0.0156709-0.0251802j 0.00626978-0.0237749j 0.0133486+0.0167371j 0.00234661+0.022171j -0.01474+0.0399496j -0.00994265-0.0256949j -0.00118549-0.021777j 0.0117986+0.0283788j -0.00184963+0.039474j 0.000336357+0.0280175j 0.00841516-0.00577355j 0.00473608-0.0259232j 0.000106558-0.00521024j -0.000705843+0.0171743j 0.0169454+0.0117656j 0.00278014+0.0182384j 0.00991387+0.00850698j 0.00195568-0.0106732j 0.0139065+0.00168539j -0.00506628+0.00716723j 6.3513e-05-0.00452123j -0.000915276+0.00310256j -0.0136012-0.00430177j -0.00484086-0.00304765j 0.0085164-0.000951384j 
-0.0133645+0.00505615j -0.00302938-0.00981422j 0.00126781-0.00845156j -0.0209344+0.00956705j -0.00713361+0.0043342j 0.0307801+0.0105698j -0.0468681-0.000810825j -0.0297033-0.00813619j 0.0104217+0.00770806j 0.0220751-0.00844388j -0.0234805+0.00345934j 0.0163674+0.000337864j 0.0869742+0.0102341j 0.0138801-0.00255672j -0.0188173-0.000257565j -0.0349831+0.00645347j 0.0182294-0.0177282j -0.0805692-0.0114854j 0.0252339+0.000442641j 0.0329908+8.36255e-06j 0.0403814-0.00697123j -0.066241-0.0154975j -0.0400199+0.00564754j -0.03513-0.00344536j 0.054356-0.00172913j -0.0605303-0.0035504j -0.0430223-0.00507233j -0.000125881+0.00217605j 0.0124462-0.00451641j 0.0283012-0.0157854j 0.0473971+0.00664689j 0.0249282-0.000572995j -0.00720968-0.00365335j -0.0370722+0.00407397j -0.00682881-0.00146429j 0.039206+0.0128097j -0.0107182+0.00199201j -0.0333061-0.00675398j 0.025919+0.00281155j 0.0702313-0.000811701j -0.0380085+0.0041209j 0.0182001+0.00573022j -0.0108519+0.000625979j -0.0599213+0.00404267j -0.0175442-0.00365615j -0.019178+0.00416907j -0.00730223-0.00804074j 0.0171267-0.00287282j 0.0156391+0.00511658j 0.0648178+0.0159121j 0.0415355-0.0121961j -0.0156686-0.000277454j 0.000385092-0.0143425j 0.0179961-0.00213573j -0.0424954+0.00722114j -0.0584651+0.0180481j 0.028807+0.0153037j -0.0235097-0.0467535j 0.0165121-0.0531361j -0.0129051-0.00818343j 0.0565132-0.0329852j 0.00739147-0.0157625j 0.0095918-0.00824243j -0.0255188-0.00426499j 0.0188595+0.0368384j -0.0184053+0.0258176j -0.00283689-0.0171912j -0.0316251+0.0177924j -0.0148951+0.00921574j -0.0157536+0.0202325j -0.002921-0.0394748j -0.013912-0.00215202j -0.000243894+0.0180499j 0.00901798+0.0189858j 0.00890903+0.0216619j 0.00110554+0.0455513j 0.00163341-0.0261542j -0.00335594+0.0392433j -0.00705162+0.0142258j -0.00351073+0.0194486j 0.00802033+0.0196327j 0.00347598+0.000121397j -0.0077926-0.0324595j -0.000369187-0.0299914j -0.000543318+0.00727019j -0.0191993-0.00181987j -0.00611677-0.00244716j -0.000879134+0.0138433j 0.000946696-0.0220673j -0.0142516+0.00141753j 0.00681479+0.0028808j 0.00273818-0.00288355j 0.000293901+0.0218803j -0.00039429+0.00500111j 0.00297541-0.00167862j -0.0172237+0.0200326j 0.054409+0.0123256j -0.010242+0.0169269j 
0.00746597-0.0137868j 0.0142903+0.0044058j 0.0145186-0.0115285j 0.00615963-0.0129269j -0.00543085-0.0006704j -0.0131788-0.0281472j 0.0203718+0.000508992j 0.0102238+0.0136643j -0.0626039+0.0175378j 0.0779232+0.0221291j -0.0034342-0.014939j -0.0558375+0.000250536j -0.00493326-0.00699466j -0.0372567+0.0028353j 0.0249494+0.0171782j 0.0539042-0.00267303j 0.00890042+0.00473243j 0.0228873-0.0079617j -0.0395367-0.00876612j 0.00751169-2.19742e-05j 0.0680378-0.000642864j -0.062208-0.00165484j -0.0185686+0.0207798j 0.051304+0.00201598j 0.0125408-0.00135874j -0.00698916+0.00515057j -0.0114806+0.00799928j 0.0255248-0.00207417j -0.0582282+0.00557169j 0.00775361-0.0132138j 0.0482737+0.00265603j 0.0255268-0.0124162j -0.0161919+0.00473091j 0.0134172+0.002271j 0.0126733+0.0027528j 0.00763469-0.0111921j -0.0446594+0.00278571j -0.0119151+0.0120827j -0.0146228+1.33247e-05j -0.0816777+0.00155543j 0.0144502+0.00312146j 0.0384925+0.0077043j -0.0880305-0.0105859j 0.0377291-0.000627796j -0.0228576+0.00210795j 0.0275462-0.00352533j 0.0346861+0.0194124j -0.0714775+0.0140459j 0.0302322-0.020781j -0.015041+0.00759086j -0.102261-0.0389857j -0.0404381+0.0102978j -0.0725662+0.0415843j -0.0295792-0.00221288j 0.0669554-0.00883435j 0.00618359-0.011839j -0.00066686+0.0373837j 0.0133437-0.0379888j 0.00259154+0.00424573j 0.0250162-0.00223444j -0.0157841-0.0304064j -0.0330973+0.00914466j -0.00157594+0.012365j 0.00142268+0.0109719j -0.0387504+0.0405783j -0.0142561-0.0244344j -0.0106613-0.00181409j 0.00452801+0.0033486j 0.0167596+0.0355901j -0.00202122+0.0047909j 0.00131344+0.0019957j -0.0155248-0.0196812j -0.0153425+0.00524655j -0.00936001+0.0445553j -0.00669533-0.00130692j -0.0004637+0.0311051j -0.00548143+0.0060919j -0.0113042+0.0129484j 0.0153057-0.00195192j -0.00256391-0.00143465j 0.0128636+0.00434737j -0.00450067+0.0127398j -0.00817779-0.0341758j 0.0107335+0.00380583j 0.00416405-0.000626605j 0.0107237-0.00217634j 0.0115132-0.00360536j -0.00633484-0.00675035j 0.0110015+0.0203493j 0.00855811-0.00788377j -0.00406668-0.00829175j 0.00687252+0.0129642j 0.00561482+0.00839107j -0.0231166-0.0122652j 0.00656236+0.0189219j 0.0263785-0.0110196j -0.0173299-0.0255885j 0.0598+0.00634746j 
0.00425258+0.00627245j -0.00648645+0.00404448j -0.00609539+0.0113306j 0.00820111-0.00106585j 0.0202355+0.00402233j -0.0325523+0.00646631j 0.0216728+0.00170472j 0.018015-0.00168596j 0.0536443-0.00389059j -0.0363641-0.00611811j 0.025272-0.00869232j -0.0597701-0.00878813j 0.0094176+0.00262726j -0.00453538-0.0183385j -0.0058458-0.0156036j 0.0439846-0.00790163j -0.0633327+0.00788789j -0.0680305-0.00676798j 0.0471319-0.000539976j 0.048939-0.00148707j 0.00937086-0.0173307j 0.0467993-0.0156656j 0.00833549+0.000950492j -0.0435307-0.00229612j 0.0319789-0.00557772j -0.0187812+0.0016417j 0.00237763-0.0135835j -0.0287709+0.0162077j -0.0291177-0.00116928j -0.0125153-0.00158872j 0.0259147-0.010811j 0.0197475-0.00861532j -0.0542337+0.00942249j 0.0138062-0.00894168j 0.0370268+0.00374475j -0.0141839+0.00604695j 0.0686763-0.00317471j 0.0125766+0.00185996j -0.00583606-0.00851861j 0.00190572-0.000246385j 0.013756-0.00781097j -0.0402557-0.0108371j 0.0670238+0.000561153j 0.0222778-0.00138245j 0.0424581+0.00369421j 0.00121867-0.00748527j -0.0170929-0.000231727j 0.0201042-0.00724556j -0.0170727-0.00586937j -0.0692534-0.000394166j 0.026243+0.0179532j -0.0179876-0.0362039j 0.0576718+0.0324445j -0.0241203+0.0260373j -0.013384+0.0621496j 0.0438665-0.0470696j -0.00671778+0.00600804j -0.00824305+0.0359757j 0.0226623+0.00615021j -0.0133626-0.0373428j 0.0125418-0.0522169j 0.0168166-0.0352003j 0.000146401+0.00141412j 0.00688953+0.0437154j 0.00426071+0.0614877j -0.00467322+0.0321943j 0.00361469-0.0642749j -0.00313087-0.0281211j 0.000681793+0.0156775j 0.00371342+0.0544963j -0.00249407+0.0227313j -0.00242006-0.0216902j 0.000360216+0.0165896j 0.00577115-0.0343563j 0.0032189+0.0283755j -0.0138907+0.0200886j -0.00824693-0.0296677j 0.0101584+0.0103675j -0.00370632-0.029784j 0.0126661+0.0169918j -0.0104961+0.014706j 0.00506753-0.0091374j 0.000453303+0.0017309j -0.0121621-0.00757172j 0.00327483+0.0243935j -0.000192063+0.0109486j 0.00405131-0.00104379j 0.000301928-0.0208853j -0.00980523-0.00309873j 0.006662+0.000792202j -0.00714339+0.00707071j -0.0114832-0.00597668j -0.000934334-0.0227634j 0.014385+0.00226233j 0.000131803-0.00856067j -0.00595904-0.00777518j -0.0300532+0.00290515j -0.0234357-0.0172815j 
-0.00474848-0.0112124j 0.00836448-0.00630244j -0.00842768-0.00490923j 0.00873065+0.0232921j -0.0121811+0.0192688j -0.00731747-0.0141867j -0.0392006-0.0400319j 0.0459398+0.00785574j 0.0652129-0.0249147j 0.0666234-0.0015602j -0.0107096-0.00825449j 0.0308574+0.0210508j -0.0297483-0.00532285j 0.0502033-0.000108363j 0.106182+0.0189084j 0.0381553-0.0150591j 0.0503135+0.0233369j -0.0132292+0.0174132j 0.0664557-0.0155859j -0.0262387+0.00673628j 0.0535684-0.00826143j -0.010918+0.00586023j 0.0565434-0.0158487j 0.0644368+0.007373j -0.0245404-0.0171452j -0.0262788+0.00520934j 0.0107024+0.00713j 0.0170247-0.00888905j -0.0559347+0.00964868j 0.00473737-0.00490416j 0.0394113-0.00849721j -0.0592221-0.00255159j -0.0177299+0.0162925j 0.0603583-0.0116002j -0.0236961-0.000403323j 0.0180422-0.00670386j -0.0849534-0.009155j 0.0254924-0.0102982j 0.0310314-0.00465752j 0.0291916+0.00821027j 0.00633286+0.00828492j -0.00695458-0.00242985j -0.0389983+0.021588j -0.0400387-0.0185842j -0.0192412-0.0114362j -0.0469405+0.0158545j -0.0715143-0.00889803j -0.0282006-0.0569188j 0.113808-0.0034021j 0.0404846-0.0447608j 0.0436922+0.0103451j -0.00974567-0.029444j -0.000221246+0.0245592j 0.028681-0.00161919j 0.0580743-0.00221912j -0.0267814-0.0122051j -0.0313434+0.0145609j -0.0133327+0.00569553j -0.0192749+0.0662818j 0.0420756-0.0159116j 0.00592933+0.011531j -0.0123923-0.00539295j -0.0366958-0.000254722j -0.0100585-0.0143675j -0.0187561-0.00249664j -0.00375498-0.0115978j -0.00657174-0.0241798j 0.0138019-0.0294727j 0.0173515+0.000522452j 0.0044423-0.0214534j -0.00417645-0.0133873j -0.00541385-0.0126486j -0.0131985-0.0403903j -0.0190655-0.000752112j -0.00534247+0.00535729j 0.00442845-0.0148918j 0.0130188-0.0171511j -0.0208067+0.000607377j -0.00544849-0.0209721j -0.00342111-0.0119363j 0.00220627+0.00584655j -0.00333769-0.00389979j -0.00764734-0.0273977j -0.00247986+0.0246947j 0.00628116+0.00246423j -8.07169e-05-0.00100961j -0.00391917-0.0134496j -0.01025+0.0053705j 0.00656855+0.00627364j -0.00463193+0.00417557j 0.0180903-0.00482764j -0.000357796-0.00784554j 0.0166948+0.0152635j 0.0025097+0.00259614j -0.037894+0.00267281j 0.013328+0.0124455j 0.0357155+0.00736374j 0.00596505+0.0170492j 
-0.00818865+0.00271656j -0.0046961-0.00451625j -0.0138638-0.0180301j -0.0300378+0.00375042j -0.0697887-0.00922265j 0.0157085-0.034626j 0.0355136+0.000709724j 0.00968792+0.0188866j -0.0888363-0.000331231j 0.0104623+0.0101526j -0.0600338+0.00290614j -0.0196672-0.00815168j -0.0149013+0.000799156j 0.0322767-0.0159545j -0.00197254-0.00779067j 0.0427565+0.00287294j -0.0300008+0.0230978j 0.00131999-0.0081255j -0.00882018+0.00391508j -0.0565411+0.00532222j -0.0332087+0.0176397j -0.0245816-0.000316911j -0.0127537+0.0166498j 0.00938673+0.000244815j 0.0716777-0.00411114j -0.018036+0.00803856j 0.0139946-0.00993862j 0.0374044-0.00424347j 0.0260934-0.00772556j 0.0390571-0.0103704j 0.00702868-0.00237404j -0.00919889+0.00132816j -0.00597567+0.00751791j 0.0150898+0.0117547j -0.0416241-0.00220516j 0.0459154-0.00205531j -0.0296662-0.00200175j 0.00893315+0.00729076j 0.00705588+0.00919793j 0.0398615+0.00836237j -0.00477595+0.0168914j 0.058396+0.00212434j 0.00160432-0.00201629j -0.0813745-0.0117751j -0.084644-0.00813299j -0.0924269+0.0119028j -0.0557959+0.0289024j -0.0812579-0.0172322j -0.00077325-0.024145j 0.124928+0.00521502j 0.0162528+0.0203904j 0.00960819-0.00222377j -0.00897802+0.0128401j 0.00734599+0.0104551j -0.0193473+0.0306408j -0.019111-0.0403053j 0.0361574-0.0173327j -0.00244305+0.0470209j 0.0203745-0.017907j 0.00661223-0.0218628j 0.0164491-0.0132923j 0.00401864+0.0250376j 0.0125054+0.0454878j -3.54989e-05+0.0363444j 0.00213506+0.0337556j -0.00263421+0.00158846j -0.010086+0.0132659j -0.00693892-0.00866221j 0.0128929+0.00112326j 0.00710133+0.011372j -0.00625059+0.0232457j 0.0135186+0.0131523j -0.01503+0.0163658j -0.00483129-0.00408654j -0.00189007+0.0120871j 0.0163584+0.00994963j 0.0147161+0.00333926j -0.0178907-0.000608473j -0.000248183+0.0063215j -0.0028587-0.00975382j 0.0107609+0.0141361j 0.00641191+0.00369382j -0.00318062-0.022695j 0.00200623-0.0118953j -0.00130069+0.000115743j -0.00351084+0.00631331j -0.013216-0.00049302j -0.0056842+0.0240796j -0.00397137-0.00283716j -0.0187194+0.00596473j 0.0170913-0.0019035j 0.0100488-0.0141759j 0.0174569+0.0281513j -0.0205989+0.0163275j -0.00237892-0.00655448j 0.00556536+0.0243287j 0.0573714+0.0249594j -0.0294279+0.0188422j 
-0.00321999-0.0114319j 0.015061-0.00226217j 0.021524+0.0112341j 0.0119467+0.00190223j 0.0324264+0.00150853j 0.0510781+0.0127834j 0.00946882+0.0114327j 0.0223997+0.0323742j 0.041468-0.00421j -0.0543125-0.0154828j 0.0133547+0.00135943j -0.0970576-0.0113403j -0.0863747+0.0124564j 0.00521073-0.013661j 0.00586331-0.0135015j -0.0354248+0.0114651j -0.0130263-0.00342643j 0.0474429-0.00390318j -0.038905+0.0169695j 0.0149555-0.0122826j -0.0048358-0.0047877j 0.00278738-0.000692841j 0.0127566+0.00518155j -0.0302463+0.00122281j 0.0142061-0.00392492j 0.018106-0.00470315j 0.018164-0.0110126j 0.00409164+0.00713524j 0.00139975-0.0036842j -0.00831876+0.0134358j -0.00637864+0.00362722j 0.00369934-0.00451076j -0.0275121-0.00706411j -0.0330518-0.0124665j 0.0327953+0.00301636j -0.00798225+0.00431331j -0.00783317-0.00421077j -0.0134257-0.00709128j 0.0467241-0.0049224j -0.0441663-0.00311379j 0.00928382+0.00581148j -0.0107953+0.0150938j -0.156131+0.00731876j -0.0476439-0.0112604j -0.0853612+0.019764j 0.103004+0.0293439j 0.108209+0.00557561j -0.077698-0.0050398j 0.128474-0.0266224j -0.0225448+0.0058487j -0.0779075+0.0314786j 0.024105-0.0211869j -0.020092-0.0233856j -0.0197055+0.0236045j 0.0477455+0.0270624j -0.0233491-0.0159117j -0.0100767-0.0274342j -0.00240876+0.0184928j -0.00479273-0.0461351j 0.00405018-8.95689e-05j -0.0185838+0.000762844j 0.0475192-0.021089j -0.0301058-0.00195113j -0.00367923+0.0192711j 0.000746287+0.00526244j -0.00470913+0.00419286j -0.0167468-0.0161753j -0.0050297-0.00148324j -0.0244777-0.0332941j 0.0102393+0.0256017j 0.00080829+0.00891579j 0.00340277+0.00874085j 0.000863502+0.0264429j 0.00140004-0.00106488j -0.00325269-0.0094619j 0.012133+0.00136417j 0.0116584+0.0134169j 0.00305136-0.0187295j 0.0206837-0.0100116j -0.0102162+0.00967359j 0.0106371-0.00840437j -0.00678101-0.00522055j -0.000361007+0.014j 0.0113448-0.00688268j 0.00353+0.0159342j 0.00648193+0.00373801j 0.0250346-0.00775031j -0.0197636-0.014948j 0.0142474+0.00776165j 0.000297922-0.0145717j -0.0123493-0.00538992j 0.00526025+0.0219989j -0.0122472+0.0247717j -0.00536833-0.024858j -0.0140351+0.0330915j 0.0324299+0.00336766j 0.0349338-0.0265927j 0.077373+0.0333988j 
0.00697244+0.0137716j -0.00587064+0.00173284j -0.0263538-0.0518086j -0.0351267+0.0323824j -0.101335+0.00379965j 0.0199215-0.00523411j -0.149248-0.0038951j -0.0312095+0.0136888j 0.0446881-0.0167061j -0.00978875-0.011696j 0.0270534+0.00347609j 0.00149813-0.00532009j 0.00985184+0.000256835j -0.0116115-0.0109512j -0.0446433-0.0101471j 0.00352164-0.00430102j -0.047764+0.00994005j -0.0302054-0.00450083j -0.0251145-0.0188743j 0.0029262-0.000857877j -0.0214102+0.0112411j 0.0379006-0.00203755j -0.00176375-0.0080932j 0.0332363+0.00776332j -0.0329431-0.0125037j -0.0123636+0.00379218j 0.00684064-0.00727679j 0.0436397-0.0136585j -0.0183755-0.00338334j 0.0222041-0.012158j 0.0197002+0.000981333j 0.0440531+0.000722141j 0.0223375-0.00198256j -0.0314849+0.00507369j -0.00490146+0.00559416j -0.00329876-0.00123623j 0.0361007-0.0172289j -0.0359398-0.0135756j -0.013268-0.0170527j -0.0741209+0.00891058j 0.0985506+0.00181356j -0.0665148+0.0106089j 0.0527119+0.0176253j 0.153597-0.0208737j 0.175931-0.00806247j 0.0209196+0.0141433j 0.125419+0.0054915j -0.0282722-0.0150896j -0.10483-0.0262562j -0.0251288-0.00698278j -0.0599569+0.0262601j -0.0347762-0.0225928j -0.0590356+0.00682965j -0.0715013-0.00574321j -0.0169305+0.0246914j -0.0329192-0.0281878j -0.00313658-0.025799j -0.00336056+0.00233088j 0.0148869+0.00354964j -0.0117724+0.00766419j -0.0154254+0.000934637j -0.0208084+0.014262j 0.0105884-0.0034742j -0.0151488+0.00228653j -0.000278176-0.00332515j -0.00339587+0.00621288j 0.0167286+0.000576072j -0.00491392-0.00166666j -0.00386565+0.00548104j -0.0205895-0.00182432j 0.011119+0.00108946j -0.0279617+0.00330947j 0.0148451+0.00204091j 0.00726687-0.00205179j 0.00361139+0.0164426j -0.0132983+0.00190429j -0.0239666-0.0116029j 0.0237943+0.0188704j 0.00825948+0.015098j 0.0154137-0.00434077j -0.0124073+0.00331123j -0.0160101-0.00607156j 0.0110847+0.0092141j 0.00197867-0.00371367j 0.0064777+0.00459679j 0.0010026-0.0121409j 0.00904109+0.00881896j 0.0185556+0.00193706j 0.00351407+0.00341626j 0.00770872+0.0127828j -0.00536312+0.00623079j -0.0254222+0.0261187j 0.00257716-0.0289299j -0.00605247+0.00261973j 0.0626917+0.00634785j 0.00481702-0.0278771j -0.056101-0.0337488j 0.0407693-0.020783j 
-0.00289933-0.0225676j 0.00717881-0.0168593j 0.0517945-0.0234871j 0.0126575-0.040178j 0.000220592+0.0295289j 0.0531101+0.00274033j -0.0415979-0.00284911j 0.127313+0.0518365j -0.0669385+0.0245054j 0.0877609-0.0195638j -0.0325297+0.00978404j 0.0567686-0.000232754j -0.00575513-0.00230148j 0.0380878-0.00600364j -0.00371346-0.014478j -0.00242336+0.00699189j -0.000374179-0.000370126j -0.0229849-0.0117281j 0.0190576+0.0187283j 0.023608-0.00721403j -0.0139388-0.00423704j 0.00596999+0.00460284j -0.00543298+0.00266662j -0.0675353-0.00232168j 0.0163182+0.00348786j 0.0616186+0.00804936j 0.0226991+0.00350539j -0.00521186-0.000501722j -0.0073477-0.00225488j -0.0145011-0.00482948j 0.028981-0.00929096j -0.00678694-0.00523626j -0.00232238-0.00403843j 0.034059+0.0157462j -0.0561662+0.00542046j 0.0648614-0.00714752j -0.0653274+0.00176561j -0.00971213+0.00616852j -0.0495187-0.0148732j 0.13633+0.00500939j -0.0199828-0.00249837j 0.0896766+0.0166474j 0.154773-0.0155916j -0.0354516-0.029558j -0.0136491+0.00402843j -0.119746+0.0398218j -0.0260463-0.00761817j 0.152901+0.0026317j -0.0201857-0.0415687j -0.0491239+0.0264229j -0.0162584+0.0112477j -0.0095374-0.0154028j 0.024815-0.0179917j 0.0494659+0.00065396j 0.0185291+0.00607986j 0.0566865-0.0175508j -0.00456621-0.0128833j 0.0300003+0.0112618j -0.0124755-0.0306267j 0.00776235+0.000571568j -0.01246+0.00774688j -0.0243959-0.0353998j 0.0243602+0.0161627j 0.0161161+0.0198859j -0.00764783-0.00676701j 0.00537554-0.0116713j 0.0212182+0.00190318j 0.00666685+0.00893884j 0.0389667+0.00852623j -0.0139974-0.00543286j 0.00378189+0.00706496j -0.00369698-0.0134021j -0.00389009+0.00495483j 0.00288724-0.00664249j 0.00497904-0.00232094j -0.000261145-0.000658626j -0.00606537+0.000804458j -0.00652763-0.0111328j -0.01573-0.00580401j 0.00478361+0.0103993j -0.0051022-0.00231367j 0.00815696-0.0130151j -0.00192009+0.00315738j -0.00917501-0.00213766j -0.00726857+0.0014971j 0.00338808+0.00282332j -0.0200231+0.00221359j 0.00785588+0.00918759j -0.0173962-0.00190703j -0.00137795-0.00383397j -0.00147933+0.0111323j 0.0205799-0.0300502j 0.0180545-0.00941979j 0.00523959-0.00274534j -0.0260501-0.0251005j -0.0508252-0.00842319j -0.043972+0.0128573j -0.0330085-0.0268276j 
0.0226909-0.0102967j -0.00870068+0.0623067j -0.0769428-0.0425139j 0.0379944-0.0198961j 0.0834167-0.037676j 0.0754404-0.00100135j 0.0207533+0.0146844j -0.0272725+0.018762j -0.0766042+0.00256855j 0.11714-0.00807561j -0.0203033-0.012631j -0.0571454-0.00672664j 0.0443399+0.00841962j -0.0341649+0.00594446j 0.0240492+0.001635j 0.010275+0.000913195j -0.0240215-0.000851841j 0.0701805-0.00698222j 0.0602068+0.00623126j 0.0254907-0.00356963j -0.0279046+0.0025639j -0.00107534-0.00235029j 0.039452-0.000992253j -0.0678531+0.00144237j 0.0742776+0.00180591j -0.000836076+0.0046481j -0.00888568+0.00120465j -0.0227725-0.00153734j 0.0786794-0.000980172j 0.030818-0.00202251j -0.0627579+0.00433885j -0.139596-0.00557091j -0.097977-0.00887786j 0.0503388+0.00245972j 0.0630584+0.00699372j -0.0211979-0.00252377j -0.092066-0.00680469j -0.0131001-0.00593982j 0.0659955-0.00568907j -0.0822746-0.00796413j 0.0317526+0.0122849j -0.0395026+0.0115272j -0.23383-0.0162133j -0.0933047-0.00500352j -0.0291415-0.00502299j -0.100122+0.0342315j -0.0409406+0.00785179j -0.0705822+0.024368j -0.0437241-0.00968686j -0.00601691-0.00256807j 0.0863015+0.0170045j 0.0128505+0.00127269j 0.0247049+0.00399323j -0.0304552+0.0254524j -0.0349326-0.00900449j 0.0140077-0.000426759j 0.0118534-0.0107995j -0.00671643-0.00709623j -0.00118701-0.00803986j -0.0243808+0.00985253j 0.00366517+0.00183399j 0.0136658-0.00941687j -0.0217483+0.0040268j 0.00173425+0.000914071j 0.0152298-0.00270761j 0.00533772+0.00541284j -0.00593573+0.000826673j 0.0127167-0.00198702j -0.0203052+0.00278599j 0.0147098+0.00511194j -0.0024871-0.000826713j 0.0026753+0.00812415j -0.00501559+0.00345864j -0.00482994+0.00570197j -0.00737106-0.00271334j 0.00436633+0.00833534j 0.00228825+0.0112991j -0.0193244-0.00347453j -0.00403058-0.00693536j -0.0106505+0.0021213j 0.00863567-0.00177883j 0.0187947+0.00368468j -0.00965545+0.00535308j -0.00459185-0.00800169j -0.0148165-0.00417011j 0.00133-0.00668151j 0.0135227-0.0025166j -0.017351-0.00960073j 0.0021224-0.0193616j -0.0287738-0.00634014j 0.0284028-0.0137363j -0.00398401+0.00445793j -0.0185487+0.00530292j -0.0362995-0.00123551j -0.0318557+0.0026967j 0.0586959+0.0258948j 0.00225617+0.0127561j -0.0381912+0.000863984j 
