0.0313147-1.37043e-16j -0.0113114+0.000122222j 0.0151114-0.000571098j 0.0497096-0.00054795j 0.00401169+0.000340362j -0.0283434+0.00062906j -0.0193582+0.000406717j 0.0205312-3.79971e-05j -0.00954468+0.000623082j -0.0259862+1.19272e-05j -0.0345144-0.000357359j -0.00148365-2.22844e-05j 0.0142959-0.000271615j -0.0214468-0.00021945j -0.000825799-7.17988e-05j 0.000445603-9.33612e-05j -0.00990144-0.000259528j -0.00959142-8.46243e-05j 0.00460919-1.77903e-05j -0.0147542-0.000187997j -0.0259471+0.000382273j -0.0400273+0.000367442j 0.0589412+0.000675411j 0.00520149-0.000161761j -0.0379303+0.000408054j 0.0793281-0.00096273j -0.022943-9.6559e-05j -0.0307869+0.000253102j 0.000252294-0.000273221j -0.00642495+0.000124803j -0.0730826+0.000600329j -0.0288028+9.57406e-05j -0.00432147+9.01526e-05j -0.0421185+0.000125201j 0.0635985+0.000114407j -0.0654511+0.000263041j 0.0128752-0.000595543j -0.0393653-0.000122442j -0.00480035+8.16954e-06j 0.0156718+0.000377805j 0.0377771-0.000379702j -0.0300486+0.000497352j 0.00634919-0.000402323j -0.0218544-5.40542e-05j 0.0151793-0.000191953j -0.0628246+0.00041821j -0.0406362-0.00127229j -0.0335507-0.000227295j -0.0735604+0.0057066j -0.266124-0.000144105j 0.0549606+0.00202445j 0.822792-0.00461346j 
-0.0730826-0.000600329j 0.0400502-0.00029035j 0.0138586-0.000255615j 0.0231481+0.00104198j -0.241551-0.000914454j 0.179329+0.000348716j 0.0800951+0.000110771j 0.115877+0.000196676j -0.132835+0.000634921j -0.29455-0.00221407j 0.258368-0.000351432j 0.168971+0.000373513j -0.131046-0.000870637j -0.00962702+0.000676554j -0.011916-0.000466355j -0.0493118+0.000451817j 0.0639693-0.00011758j 0.0422003+4.97255e-05j 0.0799639+0.000337879j -0.107976+0.000137666j 0.148535+0.000489727j -0.0468498+0.000770525j -0.0838137-0.00105648j 0.0534418+0.00100687j -0.0488078+0.000740331j -0.0926285-0.000660673j 0.275214-0.000249807j 0.154683+0.000116209j -0.0663649+0.000476919j -0.0672726-0.00114388j 0.280641+1.62663e-15j 0.146817+0.00135504j 0.0854239-0.000584308j -0.0498826-9.63559e-05j 0.0980183+0.000179555j -0.114095+8.7699e-05j -0.0107556-0.000956102j 0.104464+0.000327367j -0.0988453+0.000131369j -0.253843+0.000228617j 0.0310698-0.000971701j -0.0719862-0.000179257j -0.18397+0.000749387j 0.139925-0.000579181j -0.092271-0.000384288j -0.0164484-0.000788587j -0.118238+0.000386864j 0.162936-0.000389513j 0.0105825-0.000345372j -0.097091-5.65124e-06j 0.0263271-0.000390606j 0.0353928+0.000382915j 
-0.0288028-9.57406e-05j 0.0144267-0.000253336j -0.144759-0.00044887j -0.00812897-0.000957035j -0.00137497-0.000300132j -0.10337-0.000399675j -0.00465997-0.000701723j -0.051707+0.000425875j 0.0880329+5.49227e-05j 0.0358456+0.000265794j -0.0821018-0.000219416j -0.022294+0.000528006j 0.13143-0.000336344j 0.0855093+0.000138991j 0.0471345+0.000434935j -0.168826+7.637e-05j -0.0655426+0.000295975j -0.0714672+0.000216404j 0.175579-7.33834e-05j 0.10846+0.000162172j -0.173847-0.000731364j -0.0718362-0.00035622j 0.00166678-0.000906819j 0.03915+0.000502159j -0.14895-0.00106111j -0.127022-0.00078409j 0.029905-0.000842372j 0.0101606-0.000456722j -0.00441742+0.000323013j 0.0177708+0.000385252j 0.146817-0.00135504j 0.00729313-7.92216e-15j 0.0300611-0.000316621j -0.255175+0.000547327j 0.093113-0.00115504j -0.186862+0.000487622j 0.208072+0.00038396j -0.0600703+2.64838e-05j -0.161956+0.000189942j 0.420268-0.000451714j 0.195264+0.0004842j 0.089917-0.000328071j -0.191871+0.0014325j 0.408511-0.00119429j 0.139046-0.000465141j 0.0675597-0.000479544j -0.0355814+0.00100153j 0.0723833+0.000184989j -0.0117034-7.58079e-05j 0.045985-0.00149669j -0.0121066-0.000768873j -0.012369-0.000245518j 
-0.00432147-9.01526e-05j 0.0143924-6.08822e-05j 0.00825665-0.000160834j 0.0438579+0.000250187j -0.0343423+0.000100614j 0.0499741-0.000232091j 0.00353954-2.60598e-05j 0.0682565+0.000695441j -0.0875336+0.00047202j -0.0758524+0.000312356j 0.00437305+0.000539772j 0.175804+0.00109088j 0.0628882+0.000281672j -0.0650665-0.000851433j 0.143614+0.000397896j -0.0187552+8.51609e-05j -0.0379775-0.000280998j -0.0328195-0.000130949j -0.118643-0.000629659j 0.07065+0.000330854j 0.0740792+0.00030307j -0.0206509-0.000279301j 0.0531852-0.000122113j -0.0387063-6.95134e-05j -0.0287728-3.40589e-05j 0.0548118-3.09539e-05j 0.00704169-0.000303527j 0.0928441+0.000278128j -0.0176873-6.17864e-06j -0.00328971+0.000127714j 0.0854239+0.000584308j 0.0300611+0.000316621j 0.0979454+3.64829e-15j 0.20034+0.000283559j 0.0153065+0.000574505j 0.11528+0.000105757j 0.130634-0.00119898j 0.367154+0.000444863j 0.0200763+0.000305008j 0.606206-0.000394749j -0.291558+0.000479302j -0.35271+0.000287814j 0.0547742-4.97801e-05j -0.0918775+0.000821386j -0.00241234-8.48806e-05j -0.0302166+0.000353098j 0.0118812+1.69014e-05j -0.00589043-0.000185763j 0.00658313-0.000624525j -0.033933-0.000192725j 0.00720306-8.3026e-05j 0.00841554+0.000123036j 
-0.0421185-0.000125201j 0.00757552-0.00071263j -0.189248-0.000747986j -0.0341069-0.00150825j 0.0521451-0.000690777j 0.00764003-0.000535002j -0.0499087-0.000617926j -0.204043-0.000797572j -0.206108-0.00102013j 0.00554136+0.00105679j -0.0390243-0.000335606j -0.142784-2.28245e-05j -0.0410755-0.000914246j 0.00984672-0.000764002j 0.157928+0.000385453j -0.059333+0.00054197j -0.00990174-2.32132e-05j -0.00137793-0.000254925j 0.0424701+0.000200407j -0.068847-0.000954142j -0.0407817-0.000691347j -0.0362658-0.0009857j 0.153916+0.000660142j -0.0329748+7.242e-05j -0.0179001-0.00106678j -0.0176378-0.00013715j -0.112892-0.00101181j 0.136966+0.000267338j -0.0169921-0.000263051j -0.152422+0.00100095j -0.0498826+9.63559e-05j -0.255175-0.000547327j 0.20034-0.000283559j -0.0694027-2.41007e-15j -0.0580713+0.000415109j 0.0246921-0.000156158j -0.255069-0.000246793j 0.311736+0.00071222j -0.565181+0.000882939j -0.115809-0.000384693j 0.150838+0.000121179j -0.0782317+3.29394e-05j 0.0829664+0.000362821j -0.0736616+0.000282705j -0.0177784+0.000414201j -0.0832637+0.000143251j -0.0239196+0.000274409j -0.0320203+0.000486598j -0.0116607-0.000406289j 0.0360744-0.000248965j -0.00103604-0.000171522j -0.00704973-0.000139962j 
0.0635985-0.000114407j 0.0525228+0.00103499j 0.171407+0.00111429j 0.100441+0.00147046j 0.0798038+0.000709316j -0.0504509+0.00175065j 0.174205+0.00174831j -0.00848051-4.3137e-05j 0.168094+0.000479603j 0.20308-0.000257008j -0.061182+0.000413471j 0.0729724-0.00047838j -0.11038+0.000359992j 0.0860972+8.17796e-05j 0.102657+0.000383317j 0.144353+0.000456882j -0.0829893+0.000818226j -0.0287548+0.000244533j -0.106928-0.00132897j 0.0202937+8.84306e-05j 0.0978333+9.47972e-05j -0.0464985-0.000889437j -0.218891+0.000291544j 0.0520906+0.000498322j 0.384642+0.000396642j 0.0554295+0.000370438j -0.0473665+0.000313878j 0.00331241-0.000168973j 0.001628+0.000472042j 0.177046-0.000758944j 0.0980183-0.000179555j 0.093113+0.00115504j 0.0153065-0.000574505j -0.0580713-0.000415109j 0.190774-3.82404e-15j -0.272244-0.000356753j -0.0818586+9.82482e-05j 0.0883273-0.00100542j -0.354049+0.000325196j 0.0113193+0.000127069j -0.227978-5.0955e-05j 0.135141-0.00174263j -0.00971031+0.000447178j 0.0763642-0.00114629j -0.160519-4.70529e-05j 0.0515996-0.00113577j 0.0823281-0.00129843j -0.098174+0.00126994j -0.0650099+0.00058418j 0.0152007+6.63097e-05j -0.00145123-0.000232587j 0.0274593-0.000555929j 
-0.0654511-0.000263041j -0.00439064-0.000571537j -0.162588-0.000753476j -0.053531-0.00125025j -0.0841062-0.001116j -0.00577595-0.000495762j 0.0204093-0.000667779j -0.0596322-7.94767e-05j -0.0844066-0.000245727j -0.0225138+0.00108874j -0.00691223-0.000190078j -0.0029112+0.000220999j 0.187438-6.77538e-05j -0.0587773-0.000143964j -0.0291079-0.000112857j 0.0962095+0.000761399j 0.0220339-0.000394456j -0.0438141-0.000478987j -0.0865194-0.000214294j -0.119053-0.000610518j -0.0449964-0.000474267j -0.20185-0.000828419j -0.114313+0.000224834j 0.129771+0.000829243j -0.148748-0.000676825j 0.129052-0.000531234j 0.0804294-0.000507054j -0.108563+0.000196874j -0.077865-3.94555e-05j -0.13274+0.000646121j -0.114095-8.7699e-05j -0.186862-0.000487622j 0.11528-0.000105757j 0.0246921+0.000156158j -0.272244+0.000356753j -0.526719-1.0847e-14j 0.0421655-0.000350435j 0.135776+0.000980865j 0.171463+0.000177755j -0.0355979-0.000430646j -0.349436+0.000647891j 0.24377+0.000357613j 0.00259755+0.000299298j -0.000801528+7.48615e-05j -0.0392051+0.000345135j 0.016673+0.000455231j -0.0685594+0.000969463j -0.0474581+0.000475049j 0.0382769-0.000461461j 0.0271726-0.000799562j -0.0163592-0.000360864j -0.0199065-0.00020474j 
0.0128752+0.000595543j -0.0997262-0.000676503j 0.174427+0.000444364j -0.190417+0.000692087j -0.0392289-0.000537089j 0.198401-0.000687668j 0.0183499-0.000422653j 0.170475+7.96697e-05j -0.0315536-0.0002576j -0.186387-0.000835402j 0.098681+0.00105082j -0.0926083-0.000154944j 0.00412434+0.000919998j 0.132613+0.00159641j -0.144253-0.0016224j 0.0880748+3.35715e-05j 0.00316389-0.000311323j 0.0470108+0.000109557j -0.296237-0.000374863j 0.022594+0.000275467j -0.0385184+0.000146986j 0.0778197+0.00136476j 0.0132432-0.00157583j 0.0619534-0.000971699j -0.0588434+0.0010319j -0.0525393+0.000822385j -0.279545+0.000747807j -0.268985+7.98859e-05j -0.138494+0.000139321j -0.157563-0.000503689j -0.0107556+0.000956102j 0.208072-0.00038396j 0.130634+0.00119898j -0.255069+0.000246793j -0.0818586-9.82482e-05j 0.0421655+0.000350435j 0.167956-2.03011e-15j 0.00669137-0.00126629j -0.263715-0.000625753j 0.144121+0.000227517j 0.0393999-0.000295299j 0.17677+0.000734397j 0.0758249-0.00176135j -0.122324+0.000953232j -0.0691337+0.000443569j 0.056973-2.66108e-05j 0.0303793-2.85853e-05j 0.0870643-0.00116159j 0.0714097-2.43686e-05j -0.0370061+0.00140247j -0.00200645+0.000927254j -4.47814e-05+0.00105236j 
-0.0393653+0.000122442j -0.00626884-0.000142439j 0.0468135+0.000636456j -0.108989+0.00114371j 0.111423-0.00120467j -0.034638-0.000779746j -0.0388764-0.000555941j -0.000635494-0.00116094j 0.274412+7.5929e-05j -0.0574061-0.00140463j 0.0675759-0.00125597j -0.113476-0.0033805j -0.234094+0.000948519j 0.0745749-0.000602932j -0.0738479-0.000984422j 0.0360527-0.00125124j -0.0558946+0.000631695j -0.05835-0.00070868j 0.087579+0.00025887j -0.129047-0.000349743j -0.0766025+0.000215622j -0.0799066-0.000493853j -0.103721+0.00197046j -0.040354+0.00068226j -0.157076-0.00206217j -0.0412015+0.000719059j 0.0112626-0.000971391j -0.265138+0.000183721j -0.0327406-0.000114441j 0.235549+0.000960503j 0.104464-0.000327367j -0.0600703-2.64838e-05j 0.367154-0.000444863j 0.311736-0.00071222j 0.0883273+0.00100542j 0.135776-0.000980865j 0.00669137+0.00126629j 0.341798+5.51932e-14j 0.123747-0.000547705j -0.0145776-0.000609045j 0.128011-0.00194617j 0.144681-0.00178871j -0.0534801+7.82074e-05j 0.0370459-0.00135698j 0.0480925+0.000959241j 0.036716-0.00120911j -0.00751448-0.00118619j -0.0581195+0.00168933j -0.040437+0.00143958j -0.0393934+0.00230111j -0.00683639+0.000433668j 0.0265052-0.00018517j 
-0.00480035-8.16954e-06j 0.0210043+0.000597792j 0.0516026+0.000664146j 0.0232719+0.000875101j -0.0338702+0.000391449j -0.0225686-6.95057e-05j 0.0249931+0.000187644j -0.00504416-0.000546065j 0.125909+0.000132365j -0.123021+0.000174676j 0.15857+2.45659e-05j 0.13347+0.000127271j -0.11574+0.000544064j -0.11478-0.00101838j 0.0789607+0.000898564j 0.015166-0.00145747j -0.0201532-0.00019186j -0.00473572-2.02968e-06j -0.0118332-0.000329085j 0.198042+0.000723473j 0.0126471+0.000576209j -0.0603235-0.000587756j -0.0276948+0.000749572j 0.0294876+0.000920543j -0.00990001-0.000609668j 0.101049-5.87557e-05j -0.00101468+1.026e-05j -0.00138456+0.000179174j -0.0683592+0.000207005j 0.363047+0.000746748j -0.0988453-0.000131369j -0.161956-0.000189942j 0.0200763-0.000305008j -0.565181-0.000882939j -0.354049-0.000325196j 0.171463-0.000177755j -0.263715+0.000625753j 0.123747+0.000547705j 0.115613+3.32145e-15j 0.0434614-0.000484993j -0.0138165-0.000165468j -0.0384506-0.000664711j 0.00357922+0.000260118j 0.0499155-0.0002156j 0.00172328+0.000377353j 0.0676042+0.000123034j -0.0215634-0.00018554j 0.00433412+0.000111512j 0.00176908+0.000541151j -0.0344506+0.000513657j 0.00540618+0.000256773j -0.00442576+3.94797e-06j 
0.0156718-0.000377805j 0.0331337+0.000692517j -0.0590067+0.000153844j 0.12665-0.000444632j -0.0190098+0.00124576j -0.0637078-0.000103228j 0.00547705-9.9158e-05j -0.00850511+0.00127939j 0.014149+0.00125531j 0.0861866+0.00021532j -0.0699841+0.000167291j -0.156274+0.000256559j 0.115396-0.000667162j -0.176827-0.000385217j -0.0147181+0.000105586j -0.0362955+0.000350779j 0.134251-0.000572255j 0.135747+0.000675788j 0.0709062+0.000312269j -0.0331055-7.03214e-05j 0.078586-8.53358e-05j 0.17444+5.53793e-05j 0.00500243+5.77154e-05j 0.0862803+0.000496868j 0.0307397+2.58034e-05j 0.131349-0.000414962j 0.0197862-7.80398e-05j 0.210008+0.00028573j 0.0202444-0.000264687j 0.153213+0.000192768j -0.253843-0.000228617j 0.420268+0.000451714j 0.606206+0.000394749j -0.115809+0.000384693j 0.0113193-0.000127069j -0.0355979+0.000430646j 0.144121-0.000227517j -0.0145776+0.000609045j 0.0434614+0.000484993j -0.0449397+1.64365e-15j 0.0410483+0.000801513j 0.00126901+0.000916307j -0.00710053+0.00054587j -0.0615322+0.000262625j 0.00990752-0.000659149j -0.0441008+0.00100224j -0.0582062+0.000758561j -0.0115557-0.000243759j -0.0050816-0.000394736j 0.0369068-0.00145184j 0.00228592-0.000434907j -0.0204536-0.000302692j 
0.0377771+0.000379702j -0.00569226+0.000776183j 0.141495+0.00225545j 0.0415171+0.000637925j 0.193024+0.00206084j 0.113361-0.00107801j -0.00722273-6.10491e-05j 0.0611073-0.000677591j -0.00851861+0.000196822j -0.0226631+0.000949663j 0.020706-5.14473e-05j -0.203468-0.000961758j -0.0111145+0.000454694j -0.21736-0.00219338j 0.143701+0.00167938j -0.0916218-0.00172387j 0.211935+0.000325638j -0.0672019-0.000724188j -0.0256102+0.000987619j -0.105904-0.000722516j 0.0151861+9.33923e-05j -0.125158-0.00128576j 0.0105634-0.000150347j -0.0017683+0.00101841j -0.0311999-0.00057861j -0.25972-0.000103583j -0.174733-0.000226265j 0.115503+0.00100061j 0.00538093+0.000163156j 0.280617+0.00208388j 0.0310698+0.000971701j 0.195264-0.0004842j -0.291558-0.000479302j 0.150838-0.000121179j -0.227978+5.0955e-05j -0.349436-0.000647891j 0.0393999+0.000295299j 0.128011+0.00194617j -0.0138165+0.000165468j 0.0410483-0.000801513j 0.223023+1.81127e-15j -0.0408036-3.25856e-05j 0.0393486+3.46619e-05j -0.0869536+0.000627547j -0.0167434+0.000649442j 0.00205664+0.00103659j -0.0852974+0.000422945j 0.0536816-0.000708654j 0.0117392-4.94507e-05j -0.042373+0.00108753j 0.0113939+0.0004194j -0.00593984+0.000669224j 
-0.0300486-0.000497352j 0.0412221+0.000563087j -0.0796465+0.000674762j 0.0784545-0.000733626j -0.0724436-0.00166173j -0.0355695-0.00137477j 0.0231921-5.41146e-05j -0.0135401-0.000363532j 0.0386665+0.000296455j -0.201527-0.000299064j -0.209062-0.00100884j -0.183555-0.0011221j -0.0890228-0.00117975j 0.226576+0.000920859j 0.139277-0.000663803j 0.117994+0.00123464j 0.106567-0.000234952j 0.0963814-0.000289787j -0.117797+0.000734897j -0.107352-0.00100856j -0.0596935+0.000164747j -0.0735442-0.00109513j -0.0204567+0.000975847j 0.173164+0.00160226j -0.174822-0.00126175j 0.233935-0.000263122j 0.112436-0.000493401j 0.271615+0.000463027j -0.112423-0.000500711j 0.0912549+0.00132549j -0.0719862+0.000179257j 0.089917+0.000328071j -0.35271-0.000287814j -0.0782317-3.29394e-05j 0.135141+0.00174263j 0.24377-0.000357613j 0.17677-0.000734397j 0.144681+0.00178871j -0.0384506+0.000664711j 0.00126901-0.000916307j -0.0408036+3.25856e-05j 0.216101+3.76739e-15j -0.0674088+0.000569341j -0.0663732+0.000332808j 0.0372636+0.000309684j -0.0707817+0.000761454j -0.0218025+0.000504874j -0.0658263+0.00113511j -0.00689221-0.000414673j 0.0655041-0.000540322j -0.0136438-0.000223141j -0.0135379-0.000575935j 
0.00634919+0.000402323j 0.00696626+0.000686834j -0.00816183-0.0001756j 0.0165481+0.000644161j 0.00529203-0.00117437j -0.0943143-0.000591666j 0.150463-0.000755867j 0.184451+0.000997333j 0.0457889-0.00154146j 0.288557+0.00304373j 0.001302+8.48634e-05j 0.153673-0.00113823j -0.0672957+0.00210262j 0.153308+0.00130128j 0.0661099+0.00101961j 0.0152373-0.000811733j 0.020006-0.000682186j 0.105643+0.000614483j -0.00792828+0.000139556j -0.108326+0.000389617j -0.0764481+0.000534173j 0.113146+0.000545861j 0.0133663+0.000694757j 0.099634+0.000664093j -0.103655-0.000699577j -0.225581+0.000253686j 0.0195766+0.00107612j 0.170856+0.000785378j -0.608727-0.00130043j -0.0276428+0.0011559j -0.18397-0.000749387j -0.191871-0.0014325j 0.0547742+4.97801e-05j 0.0829664-0.000362821j -0.00971031-0.000447178j 0.00259755-0.000299298j 0.0758249+0.00176135j -0.0534801-7.82074e-05j 0.00357922-0.000260118j -0.00710053-0.00054587j 0.0393486-3.46619e-05j -0.0674088-0.000569341j 0.0532757-2.4156e-16j -0.0092346-0.000267629j -0.101237+0.000647065j 0.142349+0.000944957j 0.0178019+0.000157185j 0.102636-0.000204561j 0.0135817+0.00113251j -0.093303+0.00145489j 0.0150983+0.00046924j 0.00246941+0.000773594j 
-0.0218544+5.40542e-05j -0.00578664-0.00104669j -0.186883-0.0029989j -0.0171448-0.00269632j -0.00153446-0.00158732j -0.202779-0.00161703j -0.197175-0.00204375j -0.253718-0.00199522j -0.229095-0.00155453j 0.093627-0.000789201j -0.150276-0.00210579j 0.217066+0.000823203j -0.235945-0.00184052j -0.143645-0.00155189j -0.0452158+0.000659885j -0.00143256-0.000184296j 0.0656752+0.000369519j -0.010158-0.000816711j -0.0360985+0.000546076j -0.0214127-0.00125338j -0.020651-0.000569789j -0.0673964-0.00100805j 0.0804021+0.000712958j 0.0874645+0.00111565j -0.0853945-0.000403714j -0.0206973+0.000173071j -0.136313-0.000638034j -0.299824-0.000284153j -0.361817-0.000631713j 0.0339366+0.000991713j 0.139925+0.000579181j 0.408511+0.00119429j -0.0918775-0.000821386j -0.0736616-0.000282705j 0.0763642+0.00114629j -0.000801528-7.48615e-05j -0.122324-0.000953232j 0.0370459+0.00135698j 0.0499155+0.0002156j -0.0615322-0.000262625j -0.0869536-0.000627547j -0.0663732-0.000332808j -0.0092346+0.000267629j 0.0327717+2.33624e-15j 0.0385072-0.000144543j 0.00217395-0.000332888j 0.0307721-0.000370117j -0.0357242+0.000113598j -0.0287316-0.000476557j 0.0287501-5.22851e-06j -0.000521076-0.000164864j -0.00053027-0.000292884j 
0.0151793+0.000191953j 0.0444947+0.000255462j 0.20324+0.00216637j 0.0185933+0.00396293j 0.21085-0.000228405j 0.15571+0.000702184j -0.140352+0.00203379j -0.222903-0.00062392j 0.409219+0.0015439j 0.00402522-0.0012763j 0.0704185+0.00111813j 0.286479-0.000203032j -0.014378+0.000567471j -0.042891-0.00205331j 0.0619966-0.000109073j 0.0638976+0.000270371j 0.0840961+0.00102262j 0.130026-7.84913e-05j 0.02004+0.000664383j -0.0101478+0.000852299j -0.00529214+9.90712e-05j 0.0621933+0.00034149j 0.00516363+0.000210077j 0.105632-0.000843668j -0.140842+0.000395668j -0.103125+0.000232115j -0.00637109-0.000337204j 0.20617-0.000334098j -0.0118555+0.000808795j -0.401298-0.00177414j -0.092271+0.000384288j 0.139046+0.000465141j -0.00241234+8.48806e-05j -0.0177784-0.000414201j -0.160519+4.70529e-05j -0.0392051-0.000345135j -0.0691337-0.000443569j 0.0480925-0.000959241j 0.00172328-0.000377353j 0.00990752+0.000659149j -0.0167434-0.000649442j 0.0372636-0.000309684j -0.101237-0.000647065j 0.0385072+0.000144543j 0.152736-3.71014e-16j -0.0863935-0.00127605j 0.107487-0.0013214j -0.0765168+0.000854216j -0.0418263-0.000409063j 0.0430746+0.0009911j -0.0104719+0.000128376j 0.0337782-0.000537057j 
-0.0628246-0.00041821j 0.0321274-0.00227051j -0.175441+0.00141909j -0.327202-0.000623635j 0.0452845-0.00211653j -0.138537-0.00321151j 0.222965-0.000443222j -0.125799-0.00183662j 0.218791-0.00197656j -0.222854-0.00115662j -0.251809-0.000815983j 0.0734518-0.000839203j 0.0293549+6.41838e-05j -0.155386-0.00156767j -0.0660362+0.000196856j 0.0976741-0.000122346j -0.217794+0.00124883j -0.114105-0.000322015j -0.00540484+0.00129764j -0.190537-0.000343602j 0.0501498-0.000202197j 0.0363058-0.000319456j 0.127628-6.26581e-05j 0.163336+0.000861804j 0.110817-0.000643962j -0.107569+0.00163638j -0.0455271+0.000224207j 0.176355+0.000560537j 0.171463-7.32123e-05j -0.0575645+0.00115207j -0.0164484+0.000788587j 0.0675597+0.000479544j -0.0302166-0.000353098j -0.0832637-0.000143251j 0.0515996+0.00113577j 0.016673-0.000455231j 0.056973+2.66108e-05j 0.036716+0.00120911j 0.0676042-0.000123034j -0.0441008-0.00100224j 0.00205664-0.00103659j -0.0707817-0.000761454j 0.142349-0.000944957j 0.00217395+0.000332888j -0.0863935+0.00127605j 0.234644-2.21557e-16j -0.0530272-0.000442808j 0.0893731-0.000987867j 0.0142438+0.000292432j -0.121209+0.0026072j -0.000869345+0.000590213j 0.00713689+0.00161339j 
-0.0406362+0.00127229j -0.0365275-0.00120134j -0.194466+0.000120849j -0.178838-0.00425032j -0.289962-0.00605539j 0.475164+6.3778e-05j -0.380963-0.00476768j 0.115859-0.000827345j 0.084918-0.00241999j 0.136252+0.00348262j -0.180479-0.000977705j 0.104173-0.00056138j -0.0179895+0.000784818j 0.026284+0.0015255j 0.0169417+0.000907463j 0.0943448-1.15984e-05j -0.0581103-0.00135631j -0.0457514-0.000543817j 0.0795504+0.000748307j -0.0153995-0.000844243j 0.0481526+0.000818305j 0.00609093-0.000245861j 0.0329171+0.000411269j -0.00678057+0.000963345j 0.0645803-0.00157882j -0.105315+0.000480354j -0.0785749+0.000411748j 0.0674045+0.000746155j 0.0719731-0.000915432j 0.254969+0.00238451j -0.118238-0.000386864j -0.0355814-0.00100153j 0.0118812-1.69014e-05j -0.0239196-0.000274409j 0.0823281+0.00129843j -0.0685594-0.000969463j 0.0303793+2.85853e-05j -0.00751448+0.00118619j -0.0215634+0.00018554j -0.0582062-0.000758561j -0.0852974-0.000422945j -0.0218025-0.000504874j 0.0178019-0.000157185j 0.0307721+0.000370117j 0.107487+0.0013214j -0.0530272+0.000442808j 0.136502+6.0322e-14j 0.0657518+0.000653864j 0.0162534-4.81149e-05j -0.0255775+0.00121178j -0.00237918+0.000219822j 0.0162437+0.000563341j 
-0.0335507+0.000227295j -0.00611036-0.00112846j -0.186378-0.000680175j -0.253626-0.00121292j 0.42922+0.000272065j 0.0205027-0.000644147j -0.300975-0.00266744j -0.133174+0.000154435j -0.0613773-0.00258432j 0.0548073+0.00206379j 0.122673+4.29421e-05j -0.0730213-0.00205416j 0.0605908+0.00127415j 0.231092+0.00185888j 0.0430932+6.26442e-06j 0.000200714-0.000829828j -0.0493621-0.00153591j 0.0896779+0.000496213j -0.120846-0.00164553j 0.0791719+0.00138255j 0.163539+0.00206338j 0.0474661+0.000773213j -0.179093-0.000984271j -0.0218406-0.00072948j -0.0410809+0.000775919j 0.16339+0.0001035j 0.233777+0.00166394j 0.0841383-8.33935e-05j -0.00898879-0.00103581j 0.0637282+0.00150017j 0.162936+0.000389513j 0.0723833-0.000184989j -0.00589043+0.000185763j -0.0320203-0.000486598j -0.098174-0.00126994j -0.0474581-0.000475049j 0.0870643+0.00116159j -0.0581195-0.00168933j 0.00433412-0.000111512j -0.0115557+0.000243759j 0.0536816+0.000708654j -0.0658263-0.00113511j 0.102636+0.000204561j -0.0357242-0.000113598j -0.0765168-0.000854216j 0.0893731+0.000987867j 0.0657518-0.000653864j 0.0533452-1.2091e-15j 0.0178865+0.00139485j -0.128344+4.16178e-05j 0.00152143+0.000614102j 0.0136566+0.000197486j 
-0.0735604-0.0057066j 0.336916-0.00013278j -0.412744+0.00142353j 0.547046+0.00632316j 0.190986+0.00353832j 0.265634-0.000483082j 0.117247+0.003624j -0.052001+0.00134983j 0.022519+2.69964e-05j -0.0621766-0.000354777j -0.00624903+0.00348821j 0.0303142+0.000990562j -0.0292468-0.00059864j 0.0618355+0.000429118j -0.129981-0.000557647j 0.0522187+0.000147844j -0.0797682+0.00138945j -0.0521033+0.000780925j -0.0583301+0.000252362j -0.0100085+0.00194573j 0.0127625-0.000223634j 0.0454281+0.00098328j -0.018941-0.00139184j -0.0393993-0.00166117j -0.00742794+0.0010703j -0.0782379+0.00118252j -0.06425+0.000307848j -0.141715-0.00116623j 0.000505406+0.000466914j 0.0237738-0.0020862j 0.0105825+0.000345372j -0.0117034+7.58079e-05j 0.00658313+0.000624525j -0.0116607+0.000406289j -0.0650099-0.00058418j 0.0382769+0.000461461j 0.0714097+2.43686e-05j -0.040437-0.00143958j 0.00176908-0.000541151j -0.0050816+0.000394736j 0.0117392+4.94507e-05j -0.00689221+0.000414673j 0.0135817-0.00113251j -0.0287316+0.000476557j -0.0418263+0.000409063j 0.0142438-0.000292432j 0.0162534+4.81149e-05j 0.0178865-0.00139485j 0.0604545+5.5381e-16j -0.0478763+0.00110922j -0.0169298-7.35178e-06j 0.0108215+0.0011628j 
